ward,precinct,total,Timothy Patrick Murphy,Timothy Patrick Murphy Percent,John Noonan Farrell,John Noonan Farrell Percent,Lisa R. Curcio,Lisa R. Curcio Percent,Mary Lou Ryan Norwell,Mary Lou Ryan Norwell Percent,Mary Beth Duffy,Mary Beth Duffy Percent,Edwin Jon Belz,Edwin Jon Belz Percent,Susan Patricia Malone,Susan Patricia Malone Percent,Terrence J. McConville,Terrence J. McConville Percent,precinct_id
17,56,127,62,48.82,5,3.94,15,11.81,8,6.3,12,9.45,2,1.57,16,12.6,7,5.51,17056
17,57,174,73,41.95,9,5.17,17,9.77,22,12.64,15,8.62,3,1.72,25,14.37,10,5.75,17057
17,58,126,40,31.75,4,3.17,17,13.49,13,10.32,12,9.52,5,3.97,25,19.84,10,7.94,17058
17,59,110,15,13.64,3,2.73,5,4.55,6,5.45,6,5.45,1,0.91,70,63.64,4,3.64,17059
17,60,183,63,34.43,4,2.19,24,13.11,18,9.84,26,14.21,2,1.09,37,20.22,9,4.92,17060
17,61,106,47,44.34,8,7.55,9,8.49,4,3.77,7,6.6,4,3.77,23,21.7,4,3.77,17061
17,62,112,45,40.18,8,7.14,9,8.04,8,7.14,11,9.82,1,0.89,25,22.32,5,4.46,17062
17,63,110,39,35.45,6,5.45,16,14.55,10,9.09,9,8.18,0,0.0,23,20.91,7,6.36,17063
17,64,123,40,32.52,11,8.94,12,9.76,14,11.38,14,11.38,4,3.25,22,17.89,6,4.88,17064
18,1,144,98,68.06,6,4.17,7,4.86,4,2.78,7,4.86,2,1.39,11,7.64,9,6.25,18001
18,2,198,119,60.1,10,5.05,19,9.6,4,2.02,13,6.57,3,1.52,26,13.13,4,2.02,18002
18,3,197,137,69.54,6,3.05,15,7.61,6,3.05,11,5.58,4,2.03,12,6.09,6,3.05,18003
18,4,205,119,58.05,8,3.9,22,10.73,8,3.9,18,8.78,1,0.49,24,11.71,5,2.44,18004
18,5,192,118,61.46,9,4.69,8,4.17,15,7.81,13,6.77,0,0.0,28,14.58,1,0.52,18005
18,6,159,109,68.55,8,5.03,9,5.66,5,3.14,10,6.29,4,2.52,8,5.03,6,3.77,18006
18,7,171,112,65.5,4,2.34,8,4.68,10,5.85,10,5.85,1,0.58,18,10.53,8,4.68,18007
18,8,95,57,60.0,1,1.05,8,8.42,5,5.26,7,7.37,1,1.05,14,14.74,2,2.11,18008
18,9,190,118,62.11,8,4.21,13,6.84,5,2.63,10,5.26,3,1.58,21,11.05,12,6.32,18009
18,10,292,141,48.29,17,5.82,30,10.27,12,4.11,21,7.19,4,1.37,50,17.12,17,5.82,18010
18,11,174,112,64.37,12,6.9,18,10.34,5,2.87,10,5.75,3,1.72,10,5.75,4,2.3,18011
18,12,277,161,58.12,10,3.61,20,7.22,28,10.11,15,5.42,2,0.72,36,13.0,5,1.81,18012
18,13,210,121,57.62,9,4.29,17,8.1,10,4.76,20,9.52,3,1.43,26,12.38,4,1.9,18013
18,14,253,145,57.31,6,2.37,19,7.51,12,4.74,17,6.72,6,2.37,35,13.83,13,5.14,18014
18,15,128,82,64.06,2,1.56,17,13.28,3,2.34,9,7.03,0,0.0,11,8.59,4,3.13,18015
18,16,190,114,60.0,6,3.16,15,7.89,11,5.79,11,5.79,0,0.0,28,14.74,5,2.63,18016
18,17,180,123,68.33,4,2.22,13,7.22,5,2.78,13,7.22,2,1.11,15,8.33,5,2.78,18017
18,18,209,119,56.94,15,7.18,14,6.7,6,2.87,12,5.74,4,1.91,32,15.31,7,3.35,18018
18,19,157,81,51.59,5,3.18,13,8.28,7,4.46,17,10.83,1,0.64,27,17.2,6,3.82,18019
18,20,192,114,59.38,6,3.13,9,4.69,15,7.81,15,7.81,3,1.56,25,13.02,5,2.6,18020
18,21,260,153,58.85,13,5.0,16,6.15,13,5.0,20,7.69,5,1.92,34,13.08,6,2.31,18021
18,22,210,121,57.62,3,1.43,14,6.67,17,8.1,17,8.1,2,0.95,33,15.71,3,1.43,18022
18,23,209,130,62.2,4,1.91,17,8.13,11,5.26,11,5.26,4,1.91,28,13.4,4,1.91,18023
18,24,244,120,49.18,13,5.33,21,8.61,18,7.38,15,6.15,4,1.64,42,17.21,11,4.51,18024
18,25,204,91,44.61,11,5.39,17,8.33,20,9.8,19,9.31,6,2.94,33,16.18,7,3.43,18025
18,26,156,68,43.59,6,3.85,21,13.46,4,2.56,11,7.05,3,1.92,38,24.36,5,3.21,18026
18,27,201,108,53.73,11,5.47,15,7.46,12,5.97,15,7.46,6,2.99,28,13.93,6,2.99,18027
18,28,243,163,67.08,16,6.58,25,10.29,4,1.65,12,4.94,5,2.06,11,4.53,7,2.88,18028
18,29,194,124,63.92,6,3.09,15,7.73,6,3.09,12,6.19,5,2.58,17,8.76,9,4.64,18029
18,30,166,76,45.78,7,4.22,14,8.43,15,9.04,12,7.23,4,2.41,30,18.07,8,4.82,18030
18,31,175,104,59.43,7,4.0,17,9.71,6,3.43,18,10.29,0,0.0,21,12.0,2,1.14,18031
18,32,216,104,48.15,12,5.56,21,9.72,16,7.41,19,8.8,0,0.0,35,16.2,9,4.17,18032
18,33,143,70,48.95,5,3.5,12,8.39,7,4.9,14,9.79,2,1.4,28,19.58,5,3.5,18033
18,34,257,142,55.25,10,3.89,27,10.51,11,4.28,17,6.61,7,2.72,31,12.06,12,4.67,18034
18,35,236,144,61.02,9,3.81,15,6.36,13,5.51,16,6.78,4,1.69,28,11.86,7,2.97,18035
18,36,142,95,66.9,4,2.82,12,8.45,5,3.52,13,9.15,2,1.41,10,7.04,1,0.7,18036
18,37,161,91,56.52,4,2.48,10,6.21,10,6.21,7,4.35,2,1.24,30,18.63,7,4.35,18037
18,38,239,109,45.61,11,4.6,21,8.79,18,7.53,24,10.04,3,1.26,40,16.74,13,5.44,18038
18,39,170,84,49.41,6,3.53,21,12.35,9,5.29,19,11.18,1,0.59,24,14.12,6,3.53,18039
18,40,242,153,63.22,5,2.07,5,2.07,14,5.79,10,4.13,1,0.41,47,19.42,7,2.89,18040
18,41,209,128,61.24,12,5.74,24,11.48,5,2.39,17,8.13,2,0.96,13,6.22,8,3.83,18041
18,42,149,76,51.01,6,4.03,13,8.72,6,4.03,15,10.07,3,2.01,21,14.09,9,6.04,18042
18,43,136,70,51.47,6,4.41,25,18.38,6,4.41,4,2.94,1,0.74,19,13.97,5,3.68,18043
18,44,105,51,48.57,4,3.81,10,9.52,7,6.67,7,6.67,4,3.81,14,13.33,8,7.62,18044
18,45,217,104,47.93,12,5.53,19,8.76,14,6.45,21,9.68,1,0.46,39,17.97,7,3.23,18045
18,46,181,94,51.93,4,2.21,16,8.84,15,8.29,14,7.73,0,0.0,34,18.78,4,2.21,18046
18,47,148,89,60.14,8,5.41,11,7.43,6,4.05,6,4.05,0,0.0,23,15.54,5,3.38,18047
18,48,114,67,58.77,7,6.14,21,18.42,6,5.26,7,6.14,1,0.88,5,4.39,0,0.0,18048
18,49,168,102,60.71,6,3.57,9,5.36,8,4.76,10,5.95,1,0.6,25,14.88,7,4.17,18049
18,50,170,92,54.12,10,5.88,15,8.82,12,7.06,13,7.65,6,3.53,14,8.24,8,4.71,18050
18,51,109,47,43.12,4,3.67,13,11.93,6,5.5,14,12.84,4,3.67,16,14.68,5,4.59,18051
18,52,164,84,51.22,5,3.05,11,6.71,13,7.93,18,10.98,0,0.0,26,15.85,7,4.27,18052
18,53,149,75,50.34,3,2.01,15,10.07,12,8.05,11,7.38,0,0.0,24,16.11,9,6.04,18053
18,54,211,114,54.03,7,3.32,19,9.0,8,3.79,11,5.21,4,1.9,34,16.11,14,6.64,18054
18,55,208,142,68.27,7,3.37,18,8.65,7,3.37,7,3.37,2,0.96,18,8.65,7,3.37,18055
18,56,182,104,57.14,5,2.75,16,8.79,10,5.49,11,6.04,6,3.3,21,11.54,9,4.95,18056
18,57,155,94,60.65,5,3.23,20,12.9,3,1.94,11,7.1,4,2.58,13,8.39,5,3.23,18057
18,58,158,76,48.1,11,6.96,11,6.96,9,5.7,12,7.59,4,2.53,29,18.35,6,3.8,18058
18,59,115,50,43.48,4,3.48,12,10.43,7,6.09,11,9.57,5,4.35,15,13.04,11,9.57,18059
18,60,207,121,58.45,4,1.93,16,7.73,18,8.7,12,5.8,4,1.93,27,13.04,5,2.42,18060
18,61,198,123,62.12,4,2.02,10,5.05,19,9.6,9,4.55,1,0.51,25,12.63,7,3.54,18061
18,62,146,75,51.37,4,2.74,13,8.9,8,5.48,11,7.53,4,2.74,23,15.75,8,5.48,18062
18,63,156,80,51.28,3,1.92,9,5.77,14,8.97,17,10.9,2,1.28,25,16.03,6,3.85,18063
18,64,163,100,61.35,7,4.29,20,12.27,7,4.29,9,5.52,2,1.23,15,9.2,3,1.84,18064
19,1,343,140,40.82,61,17.78,78,22.74,35,10.2,15,4.37,2,0.58,12,3.5,0,0.0,19001
19,2,239,66,27.62,43,17.99,45,18.83,9,3.77,32,13.39,8,3.35,25,10.46,11,4.6,19002
19,3,209,63,30.14,48,22.97,44,21.05,16,7.66,22,10.53,2,0.96,9,4.31,5,2.39,19003
19,4,236,96,40.68,31,13.14,43,18.22,16,6.78,30,12.71,5,2.12,8,3.39,7,2.97,19004
19,5,253,66,26.09,20,7.91,72,28.46,21,8.3,20,7.91,8,3.16,31,12.25,15,5.93,19005
19,6,194,75,38.66,43,22.16,36,18.56,11,5.67,21,10.82,0,0.0,3,1.55,5,2.58,19006
19,7,253,148,58.5,22,8.7,42,16.6,10,3.95,11,4.35,3,1.19,11,4.35,6,2.37,19007
19,8,192,66,34.38,12,6.25,78,40.63,13,6.77,11,5.73,2,1.04,5,2.6,5,2.6,19008
19,9,178,76,42.7,34,19.1,25,14.04,13,7.3,13,7.3,1,0.56,10,5.62,6,3.37,19009
19,10,348,85,24.43,101,29.02,58,16.67,16,4.6,24,6.9,15,4.31,33,9.48,16,4.6,19010
19,11,269,115,42.75,40,14.87,56,20.82,20,7.43,16,5.95,4,1.49,8,2.97,10,3.72,19011
19,12,268,74,27.61,66,24.63,81,30.22,9,3.36,23,8.58,1,0.37,12,4.48,2,0.75,19012
19,13,185,51,27.57,9,4.86,40,21.62,14,7.57,16,8.65,7,3.78,39,21.08,9,4.86,19013
19,14,148,63,42.57,34,22.97,19,12.84,7,4.73,12,8.11,2,1.35,7,4.73,4,2.7,19014
19,15,129,57,44.19,8,6.2,32,24.81,4,3.1,14,10.85,3,2.33,6,4.65,5,3.88,19015
19,16,316,81,25.63,46,14.56,144,45.57,7,2.22,16,5.06,3,0.95,13,4.11,6,1.9,19016
19,17,305,126,41.31,36,11.8,80,26.23,14,4.59,28,9.18,4,1.31,9,2.95,8,2.62,19017
19,18,293,57,19.45,106,36.18,60,20.48,13,4.44,27,9.22,3,1.02,17,5.8,10,3.41,19018
19,19,262,76,29.01,56,21.37,60,22.9,12,4.58,20,7.63,6,2.29,25,9.54,7,2.67,19019
19,20,219,67,30.59,26,11.87,43,19.63,9,4.11,26,11.87,4,1.83,36,16.44,8,3.65,19020
19,21,195,86,44.1,20,10.26,53,27.18,7,3.59,17,8.72,2,1.03,7,3.59,3,1.54,19021
19,22,302,84,27.81,82,27.15,62,20.53,17,5.63,26,8.61,2,0.66,23,7.62,6,1.99,19022
19,23,285,145,50.88,41,14.39,28,9.82,16,5.61,31,10.88,1,0.35,17,5.96,6,2.11,19023
19,24,215,84,39.07,39,18.14,39,18.14,15,6.98,18,8.37,5,2.33,13,6.05,2,0.93,19024
19,25,291,93,31.96,70,24.05,52,17.87,16,5.5,22,7.56,6,2.06,25,8.59,7,2.41,19025
19,26,264,88,33.33,44,16.67,73,27.65,14,5.3,20,7.58,7,2.65,15,5.68,3,1.14,19026
19,27,152,36,23.68,20,13.16,37,24.34,10,6.58,14,9.21,3,1.97,26,17.11,6,3.95,19027
19,28,278,88,31.65,25,8.99,58,20.86,13,4.68,23,8.27,6,2.16,55,19.78,10,3.6,19028
19,29,197,82,41.62,38,19.29,29,14.72,16,8.12,17,8.63,3,1.52,10,5.08,2,1.02,19029
19,30,213,93,43.66,26,12.21,40,18.78,13,6.1,17,7.98,3,1.41,13,6.1,8,3.76,19030
19,31,233,117,50.21,14,6.01,48,20.6,10,4.29,16,6.87,8,3.43,14,6.01,6,2.58,19031
19,32,308,134,43.51,53,17.21,62,20.13,8,2.6,25,8.12,4,1.3,13,4.22,9,2.92,19032
19,33,237,81,34.18,32,13.5,85,35.86,8,3.38,15,6.33,3,1.27,8,3.38,5,2.11,19033
19,34,269,82,30.48,33,12.27,83,30.86,25,9.29,17,6.32,7,2.6,19,7.06,3,1.12,19034
19,35,249,95,38.15,30,12.05,57,22.89,19,7.63,12,4.82,10,4.02,20,8.03,6,2.41,19035
19,36,246,90,36.59,15,6.1,39,15.85,15,6.1,22,8.94,10,4.07,47,19.11,8,3.25,19036
19,37,224,66,29.46,19,8.48,59,26.34,12,5.36,22,9.82,5,2.23,35,15.63,6,2.68,19037
19,38,295,97,32.88,22,7.46,56,18.98,15,5.08,32,10.85,8,2.71,58,19.66,7,2.37,19038
19,39,109,30,27.52,5,4.59,24,22.02,10,9.17,9,8.26,3,2.75,23,21.1,5,4.59,19039
19,40,241,112,46.47,16,6.64,49,20.33,10,4.15,19,7.88,5,2.07,21,8.71,9,3.73,19040
19,41,216,93,43.06,28,12.96,43,19.91,9,4.17,25,11.57,2,0.93,12,5.56,4,1.85,19041
19,42,192,61,31.77,12,6.25,44,22.92,11,5.73,23,11.98,4,2.08,34,17.71,3,1.56,19042
19,43,223,80,35.87,17,7.62,33,14.8,14,6.28,18,8.07,4,1.79,40,17.94,17,7.62,19043
19,44,182,73,40.11,28,15.38,49,26.92,10,5.49,12,6.59,0,0.0,7,3.85,3,1.65,19044
19,45,297,116,39.06,47,15.82,63,21.21,24,8.08,32,10.77,0,0.0,11,3.7,4,1.35,19045
19,46,380,176,46.32,56,14.74,72,18.95,21,5.53,22,5.79,4,1.05,17,4.47,12,3.16,19046
19,47,163,57,34.97,10,6.13,39,23.93,5,3.07,13,7.98,4,2.45,28,17.18,7,4.29,19047
19,48,159,47,29.56,4,2.52,41,25.79,10,6.29,9,5.66,3,1.89,35,22.01,10,6.29,19048
19,49,288,95,32.99,11,3.82,68,23.61,10,3.47,25,8.68,8,2.78,52,18.06,19,6.6,19049
19,50,224,65,29.02,9,4.02,41,18.3,18,8.04,28,12.5,5,2.23,44,19.64,14,6.25,19050
19,51,208,80,38.46,41,19.71,50,24.04,5,2.4,23,11.06,0,0.0,5,2.4,4,1.92,19051
19,52,165,71,43.03,16,9.7,32,19.39,8,4.85,23,13.94,2,1.21,8,4.85,5,3.03,19052
19,53,279,113,40.5,46,16.49,61,21.86,13,4.66,24,8.6,3,1.08,15,5.38,4,1.43,19053
19,54,200,98,49.0,25,12.5,22,11.0,5,2.5,27,13.5,5,2.5,12,6.0,6,3.0,19054
19,55,205,99,48.29,29,14.15,19,9.27,6,2.93,27,13.17,5,2.44,14,6.83,6,2.93,19055
19,56,302,93,30.79,35,11.59,81,26.82,14,4.64,31,10.26,7,2.32,29,9.6,12,3.97,19056
19,57,279,91,32.62,30,10.75,56,20.07,11,3.94,24,8.6,11,3.94,36,12.9,20,7.17,19057
19,58,239,83,34.73,38,15.9,75,31.38,6,2.51,23,9.62,3,1.26,8,3.35,3,1.26,19058
19,59,269,119,44.24,63,23.42,36,13.38,13,4.83,24,8.92,7,2.6,6,2.23,1,0.37,19059
19,60,224,57,25.45,18,8.04,48,21.43,20,8.93,24,10.71,6,2.68,43,19.2,8,3.57,19060
19,61,367,107,29.16,54,14.71,128,34.88,24,6.54,35,9.54,4,1.09,12,3.27,3,0.82,19061
19,62,276,133,48.19,29,10.51,67,24.28,8,2.9,21,7.61,1,0.36,14,5.07,3,1.09,19062
19,63,182,67,36.81,16,8.79,35,19.23,12,6.59,19,10.44,5,2.75,25,13.74,3,1.65,19063
19,64,310,112,36.13,24,7.74,70,22.58,19,6.13,29,9.35,4,1.29,37,11.94,15,4.84,19064
19,65,182,92,50.55,15,8.24,19,10.44,8,4.4,17,9.34,3,1.65,24,13.19,4,2.2,19065
19,66,196,54,27.55,13,6.63,48,24.49,18,9.18,14,7.14,3,1.53,38,19.39,8,4.08,19066
19,67,57,34,59.65,3,5.26,3,5.26,3,5.26,8,14.04,0,0.0,5,8.77,1,1.75,19067
20,1,135,50,37.04,8,5.93,16,11.85,16,11.85,12,8.89,2,1.48,25,18.52,6,4.44,20001
20,2,122,46,37.7,6,4.92,10,8.2,10,8.2,15,12.3,1,0.82,29,23.77,5,4.1,20002
20,3,146,51,34.93,6,4.11,20,13.7,16,10.96,14,9.59,4,2.74,31,21.23,4,2.74,20003
20,4,89,22,24.72,3,3.37,21,23.6,3,3.37,8,8.99,1,1.12,30,33.71,1,1.12,20004
20,5,92,30,32.61,5,5.43,14,15.22,9,9.78,10,10.87,3,3.26,16,17.39,5,5.43,20005
20,6,117,41,35.04,10,8.55,12,10.26,6,5.13,11,9.4,2,1.71,26,22.22,9,7.69,20006
20,7,81,23,28.4,4,4.94,12,14.81,9,11.11,10,12.35,2,2.47,13,16.05,8,9.88,20007
20,8,47,10,21.28,3,6.38,14,29.79,3,6.38,3,6.38,0,0.0,13,27.66,1,2.13,20008
20,9,110,43,39.09,3,2.73,12,10.91,10,9.09,12,10.91,4,3.64,24,21.82,2,1.82,20009
20,10,122,48,39.34,11,9.02,15,12.3,6,4.92,9,7.38,6,4.92,24,19.67,3,2.46,20010
20,11,81,25,30.86,2,2.47,15,18.52,8,9.88,5,6.17,0,0.0,21,25.93,5,6.17,20011
20,12,52,18,34.62,4,7.69,7,13.46,4,7.69,7,13.46,0,0.0,7,13.46,5,9.62,20012
20,13,28,11,39.29,1,3.57,4,14.29,1,3.57,3,10.71,0,0.0,7,25.0,1,3.57,20013
20,14,167,53,31.74,10,5.99,24,14.37,15,8.98,15,8.98,3,1.8,38,22.75,9,5.39,20014
20,15,40,6,15.0,1,2.5,16,40.0,3,7.5,0,0.0,1,2.5,11,27.5,2,5.0,20015
20,16,54,17,31.48,2,3.7,4,7.41,3,5.56,6,11.11,4,7.41,16,29.63,2,3.7,20016
20,17,114,40,35.09,7,6.14,7,6.14,14,12.28,14,12.28,0,0.0,26,22.81,6,5.26,20017
20,18,146,47,32.19,4,2.74,17,11.64,15,10.27,16,10.96,0,0.0,38,26.03,9,6.16,20018
20,19,64,23,35.94,8,12.5,8,12.5,4,6.25,7,10.94,1,1.56,9,14.06,4,6.25,20019
20,20,67,28,41.79,5,7.46,8,11.94,9,13.43,3,4.48,0,0.0,13,19.4,1,1.49,20020
20,21,50,19,38.0,3,6.0,14,28.0,3,6.0,2,4.0,2,4.0,5,10.0,2,4.0,20021
20,22,123,41,33.33,7,5.69,19,15.45,9,7.32,9,7.32,4,3.25,29,23.58,5,4.07,20022
20,23,120,39,32.5,10,8.33,18,15.0,7,5.83,10,8.33,3,2.5,27,22.5,6,5.0,20023
20,24,245,68,27.76,20,8.16,44,17.96,17,6.94,28,11.43,4,1.63,54,22.04,10,4.08,20024
20,25,79,23,29.11,1,1.27,9,11.39,14,17.72,7,8.86,1,1.27,15,18.99,9,11.39,20025
20,26,125,37,29.6,7,5.6,17,13.6,12,9.6,9,7.2,4,3.2,32,25.6,7,5.6,20026
20,27,78,28,35.9,3,3.85,10,12.82,11,14.1,9,11.54,2,2.56,13,16.67,2,2.56,20027
20,28,161,66,40.99,12,7.45,14,8.7,9,5.59,17,10.56,4,2.48,31,19.25,8,4.97,20028
20,29,107,37,34.58,3,2.8,14,13.08,11,10.28,7,6.54,0,0.0,28,26.17,7,6.54,20029
20,30,120,43,35.83,8,6.67,17,14.17,11,9.17,12,10.0,4,3.33,24,20.0,1,0.83,20030
20,31,119,38,31.93,8,6.72,21,17.65,10,8.4,15,12.61,3,2.52,21,17.65,3,2.52,20031
20,32,223,76,34.08,11,4.93,21,9.42,26,11.66,24,10.76,5,2.24,49,21.97,11,4.93,20032
20,33,163,57,34.97,7,4.29,16,9.82,17,10.43,13,7.98,7,4.29,38,23.31,8,4.91,20033
20,34,154,38,24.68,7,4.55,25,16.23,11,7.14,15,9.74,5,3.25,48,31.17,5,3.25,20034
20,35,79,30,37.97,0,0.0,11,13.92,4,5.06,9,11.39,0,0.0,16,20.25,9,11.39,20035
20,36,121,39,32.23,5,4.13,9,7.44,16,13.22,17,14.05,1,0.83,29,23.97,5,4.13,20036
20,37,99,39,39.39,4,4.04,11,11.11,12,12.12,11,11.11,2,2.02,14,14.14,6,6.06,20037
20,38,15,6,40.0,1,6.67,4,26.67,0,0.0,1,6.67,0,0.0,3,20.0,0,0.0,20038
20,39,112,37,33.04,6,5.36,8,7.14,12,10.71,13,11.61,3,2.68,27,24.11,6,5.36,20039
20,40,78,18,23.08,2,2.56,11,14.1,11,14.1,13,16.67,1,1.28,20,25.64,2,2.56,20040
20,41,8,1,12.5,2,25.0,1,12.5,0,0.0,1,12.5,0,0.0,3,37.5,0,0.0,20041
20,42,106,41,38.68,8,7.55,12,11.32,6,5.66,11,10.38,4,3.77,20,18.87,4,3.77,20042
20,43,63,24,38.1,4,6.35,8,12.7,1,1.59,7,11.11,0,0.0,16,25.4,3,4.76,20043
20,44,169,59,34.91,9,5.33,39,23.08,15,8.88,11,6.51,5,2.96,26,15.38,5,2.96,20044
20,45,25,3,12.0,2,8.0,6,24.0,1,4.0,10,40.0,2,8.0,1,4.0,0,0.0,20045
20,46,80,33,41.25,3,3.75,10,12.5,9,11.25,8,10.0,0,0.0,12,15.0,5,6.25,20046
20,47,81,30,37.04,2,2.47,13,16.05,7,8.64,7,8.64,1,1.23,17,20.99,4,4.94,20047
20,48,69,32,46.38,0,0.0,6,8.7,6,8.7,7,10.14,0,0.0,14,20.29,4,5.8,20048
20,49,132,52,39.39,3,2.27,22,16.67,9,6.82,15,11.36,3,2.27,23,17.42,5,3.79,20049
20,50,94,25,26.6,5,5.32,14,14.89,8,8.51,12,12.77,1,1.06,23,24.47,6,6.38,20050
20,51,38,8,21.05,6,15.79,9,23.68,5,13.16,2,5.26,1,2.63,5,13.16,2,5.26,20051
20,52,65,22,33.85,2,3.08,16,24.62,4,6.15,7,10.77,3,4.62,6,9.23,5,7.69,20052
20,53,16,10,62.5,0,0.0,0,0.0,0,0.0,1,6.25,0,0.0,5,31.25,0,0.0,20053
20,54,93,29,31.18,7,7.53,13,13.98,7,7.53,10,10.75,2,2.15,21,22.58,4,4.3,20054
20,55,51,19,37.25,5,9.8,9,17.65,4,7.84,5,9.8,1,1.96,7,13.73,1,1.96,20055
21,1,260,73,28.08,23,8.85,37,14.23,27,10.38,19,7.31,10,3.85,54,20.77,17,6.54,21001
21,2,60,19,31.67,4,6.67,6,10.0,5,8.33,10,16.67,0,0.0,13,21.67,3,5.0,21002
21,3,281,99,35.23,16,5.69,31,11.03,13,4.63,39,13.88,2,0.71,72,25.62,9,3.2,21003
21,4,272,94,34.56,6,2.21,31,11.4,21,7.72,30,11.03,10,3.68,67,24.63,13,4.78,21004
21,5,168,55,32.74,7,4.17,18,10.71,16,9.52,25,14.88,3,1.79,36,21.43,8,4.76,21005
21,6,146,57,39.04,6,4.11,19,13.01,6,4.11,21,14.38,6,4.11,22,15.07,9,6.16,21006
21,7,193,68,35.23,10,5.18,29,15.03,16,8.29,18,9.33,4,2.07,38,19.69,10,5.18,21007
21,8,217,76,35.02,6,2.76,30,13.82,21,9.68,25,11.52,3,1.38,44,20.28,12,5.53,21008
21,9,194,56,28.87,14,7.22,24,12.37,16,8.25,25,12.89,4,2.06,40,20.62,15,7.73,21009
21,10,134,49,36.57,6,4.48,17,12.69,14,10.45,16,11.94,4,2.99,23,17.16,5,3.73,21010
21,11,188,63,33.51,7,3.72,29,15.43,12,6.38,32,17.02,4,2.13,30,15.96,11,5.85,21011
21,12,193,60,31.09,17,8.81,17,8.81,11,5.7,29,15.03,8,4.15,39,20.21,12,6.22,21012
21,13,97,38,39.18,9,9.28,8,8.25,13,13.4,13,13.4,1,1.03,12,12.37,3,3.09,21013
21,14,174,69,39.66,15,8.62,14,8.05,18,10.34,16,9.2,3,1.72,30,17.24,9,5.17,21014
21,15,167,72,43.11,7,4.19,10,5.99,14,8.38,18,10.78,3,1.8,40,23.95,3,1.8,21015
21,16,158,64,40.51,6,3.8,13,8.23,20,12.66,14,8.86,3,1.9,26,16.46,12,7.59,21016
21,17,94,32,34.04,4,4.26,12,12.77,7,7.45,7,7.45,2,2.13,27,28.72,3,3.19,21017
21,18,176,65,36.93,9,5.11,16,9.09,17,9.66,20,11.36,1,0.57,42,23.86,6,3.41,21018
21,19,172,47,27.33,9,5.23,25,14.53,16,9.3,17,9.88,1,0.58,47,27.33,10,5.81,21019
21,20,105,35,33.33,8,7.62,10,9.52,6,5.71,15,14.29,4,3.81,18,17.14,9,8.57,21020
21,21,199,80,40.2,7,3.52,24,12.06,16,8.04,24,12.06,4,2.01,30,15.08,14,7.04,21021
21,22,193,63,32.64,11,5.7,41,21.24,18,9.33,18,9.33,6,3.11,26,13.47,10,5.18,21022
21,23,148,45,30.41,7,4.73,19,12.84,14,9.46,17,11.49,4,2.7,31,20.95,11,7.43,21023
21,24,170,56,32.94,12,7.06,21,12.35,18,10.59,20,11.76,5,2.94,32,18.82,6,3.53,21024
21,25,146,42,28.77,6,4.11,17,11.64,20,13.7,10,6.85,2,1.37,35,23.97,14,9.59,21025
21,26,135,42,31.11,5,3.7,30,22.22,16,11.85,14,10.37,1,0.74,24,17.78,3,2.22,21026
21,27,221,66,29.86,12,5.43,28,12.67,20,9.05,20,9.05,8,3.62,55,24.89,12,5.43,21027
21,28,130,41,31.54,6,4.62,17,13.08,13,10.0,17,13.08,0,0.0,30,23.08,6,4.62,21028
21,29,80,39,48.75,1,1.25,10,12.5,6,7.5,4,5.0,2,2.5,14,17.5,4,5.0,21029
21,30,132,50,37.88,9,6.82,20,15.15,7,5.3,15,11.36,5,3.79,20,15.15,6,4.55,21030
21,31,219,68,31.05,24,10.96,32,14.61,17,7.76,27,12.33,4,1.83,35,15.98,12,5.48,21031
21,32,105,50,47.62,3,2.86,13,12.38,9,8.57,9,8.57,1,0.95,16,15.24,4,3.81,21032
21,33,176,69,39.2,8,4.55,18,10.23,8,4.55,24,13.64,4,2.27,30,17.05,15,8.52,21033
21,34,205,67,32.68,7,3.41,30,14.63,14,6.83,18,8.78,3,1.46,51,24.88,15,7.32,21034
21,35,103,42,40.78,5,4.85,14,13.59,13,12.62,12,11.65,1,0.97,14,13.59,2,1.94,21035
21,36,135,50,37.04,5,3.7,17,12.59,12,8.89,26,19.26,2,1.48,17,12.59,6,4.44,21036
21,37,135,49,36.3,10,7.41,11,8.15,15,11.11,14,10.37,5,3.7,25,18.52,6,4.44,21037
21,38,167,60,35.93,6,3.59,15,8.98,19,11.38,23,13.77,2,1.2,38,22.75,4,2.4,21038
21,39,121,49,40.5,6,4.96,12,9.92,13,10.74,10,8.26,3,2.48,21,17.36,7,5.79,21039
21,40,185,47,25.41,5,2.7,30,16.22,8,4.32,23,12.43,3,1.62,51,27.57,18,9.73,21040
21,41,138,46,33.33,4,2.9,22,15.94,10,7.25,10,7.25,3,2.17,30,21.74,13,9.42,21041
21,42,196,66,33.67,10,5.1,18,9.18,21,10.71,22,11.22,2,1.02,49,25.0,8,4.08,21042
21,43,124,49,39.52,2,1.61,15,12.1,11,8.87,16,12.9,1,0.81,26,20.97,4,3.23,21043
21,44,175,54,30.86,10,5.71,15,8.57,15,8.57,29,16.57,4,2.29,32,18.29,16,9.14,21044
21,45,146,49,33.56,11,7.53,13,8.9,14,9.59,12,8.22,2,1.37,37,25.34,8,5.48,21045
21,46,134,46,34.33,10,7.46,21,15.67,9,6.72,11,8.21,4,2.99,25,18.66,8,5.97,21046
