ward,precinct,total,Timothy Patrick Murphy,Timothy Patrick Murphy Percent,John Noonan Farrell,John Noonan Farrell Percent,Lisa R. Curcio,Lisa R. Curcio Percent,Mary Lou Ryan Norwell,Mary Lou Ryan Norwell Percent,Mary Beth Duffy,Mary Beth Duffy Percent,Edwin Jon Belz,Edwin Jon Belz Percent,Susan Patricia Malone,Susan Patricia Malone Percent,Terrence J. McConville,Terrence J. McConville Percent,precinct_id
27,1,43,6,13.95,0,0.0,11,25.58,2,4.65,12,27.91,3,6.98,7,16.28,2,4.65,27001
27,2,126,40,31.75,11,8.73,13,10.32,10,7.94,17,13.49,4,3.17,23,18.25,8,6.35,27002
27,3,106,30,28.3,2,1.89,22,20.75,13,12.26,11,10.38,1,0.94,23,21.7,4,3.77,27003
27,4,99,26,26.26,1,1.01,38,38.38,4,4.04,12,12.12,2,2.02,12,12.12,4,4.04,27004
27,5,23,1,4.35,2,8.7,14,60.87,0,0.0,2,8.7,1,4.35,3,13.04,0,0.0,27005
27,6,79,27,34.18,3,3.8,19,24.05,4,5.06,9,11.39,2,2.53,14,17.72,1,1.27,27006
27,7,71,21,29.58,3,4.23,13,18.31,4,5.63,9,12.68,6,8.45,13,18.31,2,2.82,27007
27,8,45,8,17.78,2,4.44,18,40.0,7,15.56,5,11.11,0,0.0,2,4.44,3,6.67,27008
27,9,221,29,13.12,1,0.45,153,69.23,9,4.07,7,3.17,3,1.36,15,6.79,4,1.81,27009
27,10,196,55,28.06,14,7.14,30,15.31,19,9.69,22,11.22,6,3.06,39,19.9,11,5.61,27010
27,11,90,21,23.33,4,4.44,28,31.11,5,5.56,15,16.67,0,0.0,16,17.78,1,1.11,27011
27,12,29,3,10.34,1,3.45,7,24.14,5,17.24,6,20.69,1,3.45,4,13.79,2,6.9,27012
27,13,23,4,17.39,2,8.7,4,17.39,2,8.7,7,30.43,4,17.39,0,0.0,0,0.0,27013
27,14,60,14,23.33,2,3.33,27,45.0,5,8.33,3,5.0,0,0.0,9,15.0,0,0.0,27014
27,15,81,26,32.1,5,6.17,16,19.75,3,3.7,8,9.88,4,4.94,17,20.99,2,2.47,27015
27,16,30,5,16.67,1,3.33,16,53.33,1,3.33,3,10.0,1,3.33,2,6.67,1,3.33,27016
27,17,55,14,25.45,1,1.82,12,21.82,3,5.45,7,12.73,3,5.45,14,25.45,1,1.82,27017
27,18,42,10,23.81,0,0.0,11,26.19,3,7.14,9,21.43,1,2.38,8,19.05,0,0.0,27018
27,19,141,42,29.79,8,5.67,27,19.15,7,4.96,15,10.64,4,2.84,29,20.57,9,6.38,27019
27,20,178,40,22.47,4,2.25,83,46.63,9,5.06,18,10.11,4,2.25,17,9.55,3,1.69,27020
27,21,71,18,25.35,2,2.82,32,45.07,4,5.63,6,8.45,1,1.41,8,11.27,0,0.0,27021
27,22,97,36,37.11,2,2.06,11,11.34,8,8.25,15,15.46,5,5.15,16,16.49,4,4.12,27022
27,23,43,11,25.58,2,4.65,12,27.91,3,6.98,4,9.3,1,2.33,10,23.26,0,0.0,27023
27,24,100,30,30.0,4,4.0,28,28.0,8,8.0,9,9.0,1,1.0,16,16.0,4,4.0,27024
27,25,91,22,24.18,5,5.49,22,24.18,7,7.69,13,14.29,4,4.4,16,17.58,2,2.2,27025
27,26,92,29,31.52,7,7.61,14,15.22,15,16.3,6,6.52,1,1.09,17,18.48,3,3.26,27026
27,27,49,16,32.65,4,8.16,8,16.33,3,6.12,3,6.12,2,4.08,12,24.49,1,2.04,27027
27,28,90,31,34.44,4,4.44,28,31.11,1,1.11,11,12.22,2,2.22,11,12.22,2,2.22,27028
27,29,94,26,27.66,5,5.32,22,23.4,10,10.64,10,10.64,2,2.13,16,17.02,3,3.19,27029
27,30,78,13,16.67,3,3.85,39,50.0,4,5.13,5,6.41,1,1.28,7,8.97,6,7.69,27030
27,31,125,46,36.8,7,5.6,26,20.8,12,9.6,13,10.4,3,2.4,10,8.0,8,6.4,27031
27,32,92,20,21.74,1,1.09,16,17.39,9,9.78,16,17.39,7,7.61,17,18.48,6,6.52,27032
27,33,100,24,24.0,2,2.0,37,37.0,6,6.0,6,6.0,2,2.0,19,19.0,4,4.0,27033
27,34,66,20,30.3,3,4.55,8,12.12,6,9.09,8,12.12,4,6.06,15,22.73,2,3.03,27034
27,35,174,46,26.44,9,5.17,52,29.89,4,2.3,13,7.47,9,5.17,33,18.97,8,4.6,27035
27,36,115,31,26.96,5,4.35,33,28.7,7,6.09,11,9.57,7,6.09,20,17.39,1,0.87,27036
27,37,36,8,22.22,1,2.78,14,38.89,2,5.56,3,8.33,0,0.0,4,11.11,4,11.11,27037
27,38,104,24,23.08,1,0.96,28,26.92,5,4.81,18,17.31,1,0.96,26,25.0,1,0.96,27038
27,39,74,10,13.51,3,4.05,41,55.41,4,5.41,4,5.41,1,1.35,9,12.16,2,2.7,27039
27,40,81,14,17.28,1,1.23,41,50.62,4,4.94,5,6.17,4,4.94,9,11.11,3,3.7,27040
27,41,102,20,19.61,2,1.96,37,36.27,1,0.98,13,12.75,6,5.88,22,21.57,1,0.98,27041
27,42,68,11,16.18,3,4.41,29,42.65,4,5.88,5,7.35,0,0.0,13,19.12,3,4.41,27042
27,43,97,23,23.71,2,2.06,37,38.14,4,4.12,13,13.4,4,4.12,12,12.37,2,2.06,27043
27,44,93,30,32.26,6,6.45,24,25.81,8,8.6,10,10.75,3,3.23,11,11.83,1,1.08,27044
27,45,139,33,23.74,7,5.04,64,46.04,7,5.04,8,5.76,1,0.72,15,10.79,4,2.88,27045
27,46,120,21,17.5,4,3.33,65,54.17,10,8.33,8,6.67,0,0.0,8,6.67,4,3.33,27046
27,47,88,21,23.86,2,2.27,21,23.86,7,7.95,7,7.95,6,6.82,18,20.45,6,6.82,27047
27,48,105,39,37.14,3,2.86,25,23.81,7,6.67,10,9.52,2,1.9,14,13.33,5,4.76,27048
27,49,104,38,36.54,5,4.81,11,10.58,9,8.65,14,13.46,1,0.96,21,20.19,5,4.81,27049
27,50,130,26,20.0,5,3.85,39,30.0,12,9.23,15,11.54,9,6.92,21,16.15,3,2.31,27050
27,51,94,13,13.83,1,1.06,54,57.45,5,5.32,10,10.64,2,2.13,5,5.32,4,4.26,27051
27,52,36,5,13.89,1,2.78,24,66.67,1,2.78,1,2.78,2,5.56,2,5.56,0,0.0,27052
27,53,50,14,28.0,3,6.0,13,26.0,1,2.0,7,14.0,1,2.0,10,20.0,1,2.0,27053
27,54,99,22,22.22,3,3.03,37,37.37,6,6.06,7,7.07,3,3.03,14,14.14,7,7.07,27054
27,55,32,1,3.13,3,9.38,11,34.38,2,6.25,9,28.13,1,3.13,4,12.5,1,3.13,27055
27,56,63,20,31.75,4,6.35,9,14.29,3,4.76,10,15.87,1,1.59,15,23.81,1,1.59,27056
27,57,57,16,28.07,4,7.02,8,14.04,4,7.02,12,21.05,0,0.0,10,17.54,3,5.26,27057
27,58,96,20,20.83,5,5.21,29,30.21,8,8.33,11,11.46,3,3.13,12,12.5,8,8.33,27058
27,59,135,20,14.81,7,5.19,67,49.63,6,4.44,13,9.63,2,1.48,17,12.59,3,2.22,27059
27,60,145,39,26.9,7,4.83,47,32.41,9,6.21,10,6.9,5,3.45,21,14.48,7,4.83,27060
27,61,20,3,15.0,2,10.0,6,30.0,2,10.0,2,10.0,0,0.0,5,25.0,0,0.0,27061
27,62,97,32,32.99,3,3.09,21,21.65,9,9.28,9,9.28,4,4.12,14,14.43,5,5.15,27062
27,63,145,31,21.38,7,4.83,58,40.0,8,5.52,12,8.28,2,1.38,23,15.86,4,2.76,27063
27,64,99,32,32.32,7,7.07,16,16.16,6,6.06,20,20.2,1,1.01,15,15.15,2,2.02,27064
27,65,22,4,18.18,3,13.64,9,40.91,0,0.0,1,4.55,0,0.0,4,18.18,1,4.55,27065
27,66,65,5,7.69,2,3.08,48,73.85,2,3.08,1,1.54,2,3.08,3,4.62,2,3.08,27066
28,1,120,39,32.5,3,2.5,25,20.83,8,6.67,16,13.33,3,2.5,15,12.5,11,9.17,28001
28,2,82,26,31.71,4,4.88,13,15.85,9,10.98,6,7.32,1,1.22,19,23.17,4,4.88,28002
28,3,76,23,30.26,8,10.53,13,17.11,6,7.89,3,3.95,5,6.58,16,21.05,2,2.63,28003
28,4,161,55,34.16,7,4.35,28,17.39,11,6.83,17,10.56,4,2.48,34,21.12,5,3.11,28004
28,5,106,27,25.47,5,4.72,20,18.87,9,8.49,10,9.43,6,5.66,22,20.75,7,6.6,28005
28,6,64,19,29.69,5,7.81,12,18.75,2,3.13,11,17.19,6,9.38,7,10.94,2,3.13,28006
28,7,124,36,29.03,6,4.84,28,22.58,9,7.26,13,10.48,9,7.26,13,10.48,10,8.06,28007
28,8,80,25,31.25,2,2.5,14,17.5,6,7.5,7,8.75,1,1.25,18,22.5,7,8.75,28008
28,9,80,26,32.5,4,5.0,17,21.25,4,5.0,7,8.75,7,8.75,14,17.5,1,1.25,28009
28,10,31,10,32.26,2,6.45,8,25.81,2,6.45,4,12.9,0,0.0,4,12.9,1,3.23,28010
28,11,116,38,32.76,6,5.17,20,17.24,9,7.76,15,12.93,7,6.03,17,14.66,4,3.45,28011
28,12,119,45,37.82,5,4.2,31,26.05,4,3.36,7,5.88,1,0.84,22,18.49,4,3.36,28012
28,13,97,34,35.05,4,4.12,17,17.53,5,5.15,14,14.43,8,8.25,10,10.31,5,5.15,28013
28,14,80,32,40.0,2,2.5,12,15.0,6,7.5,11,13.75,1,1.25,10,12.5,6,7.5,28014
28,15,62,21,33.87,5,8.06,12,19.35,4,6.45,2,3.23,4,6.45,10,16.13,4,6.45,28015
28,16,125,50,40.0,7,5.6,9,7.2,8,6.4,23,18.4,4,3.2,19,15.2,5,4.0,28016
28,17,128,44,34.38,4,3.13,26,20.31,11,8.59,12,9.38,3,2.34,20,15.63,8,6.25,28017
28,18,155,59,38.06,9,5.81,25,16.13,12,7.74,11,7.1,12,7.74,23,14.84,4,2.58,28018
28,19,144,42,29.17,11,7.64,31,21.53,12,8.33,12,8.33,3,2.08,26,18.06,7,4.86,28019
28,20,137,40,29.2,9,6.57,20,14.6,16,11.68,20,14.6,3,2.19,26,18.98,3,2.19,28020
28,21,125,34,27.2,9,7.2,27,21.6,14,11.2,4,3.2,9,7.2,26,20.8,2,1.6,28021
28,22,103,26,25.24,8,7.77,19,18.45,9,8.74,8,7.77,4,3.88,23,22.33,6,5.83,28022
28,23,136,48,35.29,7,5.15,25,18.38,13,9.56,9,6.62,9,6.62,20,14.71,5,3.68,28023
28,24,74,22,29.73,4,5.41,16,21.62,8,10.81,9,12.16,4,5.41,10,13.51,1,1.35,28024
28,25,96,33,34.38,10,10.42,11,11.46,5,5.21,9,9.38,3,3.13,18,18.75,7,7.29,28025
28,26,117,30,25.64,2,1.71,30,25.64,7,5.98,14,11.97,10,8.55,18,15.38,6,5.13,28026
28,27,79,23,29.11,4,5.06,15,18.99,10,12.66,7,8.86,3,3.8,12,15.19,5,6.33,28027
28,28,100,38,38.0,4,4.0,13,13.0,3,3.0,13,13.0,4,4.0,17,17.0,8,8.0,28028
28,29,83,20,24.1,7,8.43,20,24.1,3,3.61,5,6.02,4,4.82,22,26.51,2,2.41,28029
28,30,100,35,35.0,6,6.0,19,19.0,7,7.0,11,11.0,2,2.0,14,14.0,6,6.0,28030
28,31,96,41,42.71,6,6.25,10,10.42,11,11.46,9,9.38,3,3.13,13,13.54,3,3.13,28031
28,32,117,39,33.33,4,3.42,13,11.11,15,12.82,16,13.68,3,2.56,16,13.68,11,9.4,28032
28,33,97,33,34.02,4,4.12,20,20.62,9,9.28,7,7.22,1,1.03,17,17.53,6,6.19,28033
28,34,14,3,21.43,3,21.43,1,7.14,0,0.0,0,0.0,1,7.14,5,35.71,1,7.14,28034
28,35,72,25,34.72,6,8.33,10,13.89,6,8.33,12,16.67,1,1.39,9,12.5,3,4.17,28035
28,36,109,32,29.36,5,4.59,17,15.6,8,7.34,11,10.09,10,9.17,15,13.76,11,10.09,28036
28,37,103,42,40.78,5,4.85,10,9.71,6,5.83,9,8.74,1,0.97,26,25.24,4,3.88,28037
28,38,40,9,22.5,2,5.0,18,45.0,1,2.5,2,5.0,0,0.0,8,20.0,0,0.0,28038
28,39,21,7,33.33,1,4.76,2,9.52,2,9.52,2,9.52,1,4.76,3,14.29,3,14.29,28039
28,40,116,44,37.93,10,8.62,18,15.52,9,7.76,6,5.17,0,0.0,20,17.24,9,7.76,28040
28,41,46,18,39.13,1,2.17,4,8.7,6,13.04,2,4.35,3,6.52,12,26.09,0,0.0,28041
28,42,110,29,26.36,8,7.27,22,20.0,6,5.45,15,13.64,3,2.73,23,20.91,4,3.64,28042
28,43,86,25,29.07,2,2.33,29,33.72,5,5.81,9,10.47,2,2.33,11,12.79,3,3.49,28043
28,44,75,24,32.0,4,5.33,13,17.33,5,6.67,10,13.33,3,4.0,13,17.33,3,4.0,28044
28,45,86,30,34.88,3,3.49,25,29.07,5,5.81,2,2.33,1,1.16,14,16.28,6,6.98,28045
28,46,94,27,28.72,4,4.26,36,38.3,4,4.26,8,8.51,2,2.13,12,12.77,1,1.06,28046
28,47,87,27,31.03,5,5.75,18,20.69,8,9.2,9,10.34,2,2.3,12,13.79,6,6.9,28047
28,48,57,14,24.56,3,5.26,15,26.32,3,5.26,3,5.26,6,10.53,9,15.79,4,7.02,28048
28,49,65,17,26.15,0,0.0,18,27.69,6,9.23,3,4.62,1,1.54,14,21.54,6,9.23,28049
28,50,62,18,29.03,3,4.84,15,24.19,5,8.06,7,11.29,2,3.23,10,16.13,2,3.23,28050
28,51,106,34,32.08,4,3.77,24,22.64,6,5.66,9,8.49,7,6.6,16,15.09,6,5.66,28051
28,52,104,35,33.65,11,10.58,11,10.58,4,3.85,13,12.5,9,8.65,17,16.35,4,3.85,28052
28,53,51,14,27.45,6,11.76,7,13.73,1,1.96,4,7.84,7,13.73,10,19.61,2,3.92,28053
28,54,83,29,34.94,9,10.84,8,9.64,9,10.84,9,10.84,0,0.0,14,16.87,5,6.02,28054
28,55,91,24,26.37,8,8.79,15,16.48,6,6.59,10,10.99,6,6.59,16,17.58,6,6.59,28055
28,56,95,27,28.42,3,3.16,23,24.21,5,5.26,13,13.68,1,1.05,16,16.84,7,7.37,28056
28,57,82,24,29.27,5,6.1,21,25.61,2,2.44,12,14.63,1,1.22,13,15.85,4,4.88,28057
28,58,64,15,23.44,5,7.81,8,12.5,5,7.81,7,10.94,3,4.69,16,25.0,5,7.81,28058
28,59,71,29,40.85,5,7.04,10,14.08,4,5.63,4,5.63,3,4.23,10,14.08,6,8.45,28059
28,60,90,30,33.33,6,6.67,18,20.0,9,10.0,10,11.11,5,5.56,8,8.89,4,4.44,28060
28,61,65,23,35.38,8,12.31,10,15.38,2,3.08,7,10.77,0,0.0,8,12.31,7,10.77,28061
28,62,115,43,37.39,4,3.48,22,19.13,8,6.96,18,15.65,2,1.74,15,13.04,3,2.61,28062
28,63,119,49,41.18,4,3.36,16,13.45,13,10.92,11,9.24,4,3.36,18,15.13,4,3.36,28063
28,64,79,24,30.38,2,2.53,20,25.32,3,3.8,6,7.59,2,2.53,19,24.05,3,3.8,28064
28,65,109,39,35.78,5,4.59,8,7.34,7,6.42,12,11.01,2,1.83,28,25.69,8,7.34,28065
28,66,114,40,35.09,5,4.39,22,19.3,9,7.89,11,9.65,5,4.39,18,15.79,4,3.51,28066
28,67,71,16,22.54,7,9.86,9,12.68,10,14.08,9,12.68,4,5.63,10,14.08,6,8.45,28067
28,68,120,49,40.83,11,9.17,10,8.33,13,10.83,12,10.0,4,3.33,16,13.33,5,4.17,28068
28,69,39,11,28.21,5,12.82,6,15.38,4,10.26,2,5.13,1,2.56,9,23.08,1,2.56,28069
28,70,71,28,39.44,6,8.45,8,11.27,4,5.63,8,11.27,0,0.0,13,18.31,4,5.63,28070
28,71,87,31,35.63,7,8.05,11,12.64,7,8.05,9,10.34,4,4.6,14,16.09,4,4.6,28071
28,72,67,27,40.3,1,1.49,11,16.42,7,10.45,5,7.46,5,7.46,8,11.94,3,4.48,28072
28,73,47,13,27.66,3,6.38,12,25.53,2,4.26,7,14.89,2,4.26,7,14.89,1,2.13,28073
29,1,173,57,32.95,8,4.62,58,33.53,9,5.2,11,6.36,5,2.89,20,11.56,5,2.89,29001
29,2,90,31,34.44,2,2.22,32,35.56,2,2.22,3,3.33,3,3.33,14,15.56,3,3.33,29002
29,3,249,70,28.11,16,6.43,84,33.73,17,6.83,16,6.43,5,2.01,33,13.25,8,3.21,29003
29,4,176,46,26.14,6,3.41,50,28.41,13,7.39,14,7.95,4,2.27,33,18.75,10,5.68,29004
29,5,162,41,25.31,8,4.94,61,37.65,8,4.94,12,7.41,7,4.32,21,12.96,4,2.47,29005
29,6,36,14,38.89,0,0.0,14,38.89,1,2.78,1,2.78,0,0.0,4,11.11,2,5.56,29006
29,7,76,14,18.42,5,6.58,29,38.16,3,3.95,6,7.89,0,0.0,17,22.37,2,2.63,29007
29,8,132,34,25.76,5,3.79,46,34.85,8,6.06,14,10.61,1,0.76,18,13.64,6,4.55,29008
29,9,53,13,24.53,3,5.66,20,37.74,2,3.77,5,9.43,1,1.89,9,16.98,0,0.0,29009
29,10,196,28,14.29,7,3.57,134,68.37,8,4.08,6,3.06,2,1.02,9,4.59,2,1.02,29010
29,11,211,52,24.64,9,4.27,81,38.39,11,5.21,21,9.95,7,3.32,20,9.48,10,4.74,29011
29,12,225,58,25.78,4,1.78,82,36.44,15,6.67,18,8.0,4,1.78,38,16.89,6,2.67,29012
29,13,137,35,25.55,10,7.3,37,27.01,7,5.11,15,10.95,3,2.19,25,18.25,5,3.65,29013
29,14,214,73,34.11,7,3.27,48,22.43,14,6.54,18,8.41,8,3.74,38,17.76,8,3.74,29014
29,15,193,61,31.61,7,3.63,45,23.32,13,6.74,13,6.74,5,2.59,40,20.73,9,4.66,29015
29,16,232,34,14.66,4,1.72,144,62.07,10,4.31,13,5.6,2,0.86,20,8.62,5,2.16,29016
29,17,142,29,20.42,4,2.82,57,40.14,7,4.93,17,11.97,4,2.82,19,13.38,5,3.52,29017
29,18,152,36,23.68,8,5.26,64,42.11,6,3.95,4,2.63,2,1.32,24,15.79,8,5.26,29018
29,19,141,33,23.4,7,4.96,63,44.68,6,4.26,15,10.64,0,0.0,13,9.22,4,2.84,29019
29,20,147,52,35.37,10,6.8,34,23.13,8,5.44,18,12.24,2,1.36,17,11.56,6,4.08,29020
29,21,124,44,35.48,5,4.03,29,23.39,4,3.23,12,9.68,3,2.42,22,17.74,5,4.03,29021
29,22,129,43,33.33,4,3.1,32,24.81,10,7.75,9,6.98,2,1.55,25,19.38,4,3.1,29022
29,23,179,62,34.64,4,2.23,60,33.52,10,5.59,13,7.26,0,0.0,23,12.85,7,3.91,29023
29,24,46,14,30.43,0,0.0,23,50.0,1,2.17,1,2.17,4,8.7,3,6.52,0,0.0,29024
29,25,213,15,7.04,3,1.41,157,73.71,12,5.63,6,2.82,4,1.88,13,6.1,3,1.41,29025
29,26,185,45,24.32,6,3.24,87,47.03,4,2.16,13,7.03,1,0.54,20,10.81,9,4.86,29026
29,27,129,37,28.68,8,6.2,44,34.11,6,4.65,11,8.53,0,0.0,21,16.28,2,1.55,29027
29,28,241,70,29.05,16,6.64,76,31.54,16,6.64,26,10.79,3,1.24,27,11.2,7,2.9,29028
29,29,139,30,21.58,6,4.32,53,38.13,8,5.76,16,11.51,0,0.0,21,15.11,5,3.6,29029
29,30,35,10,28.57,1,2.86,17,48.57,1,2.86,2,5.71,1,2.86,3,8.57,0,0.0,29030
29,31,172,42,24.42,13,7.56,50,29.07,10,5.81,23,13.37,1,0.58,28,16.28,5,2.91,29031
29,32,91,27,29.67,2,2.2,35,38.46,5,5.49,6,6.59,2,2.2,10,10.99,4,4.4,29032
29,33,144,42,29.17,8,5.56,38,26.39,13,9.03,16,11.11,0,0.0,23,15.97,4,2.78,29033
29,34,104,28,26.92,5,4.81,30,28.85,5,4.81,8,7.69,4,3.85,20,19.23,4,3.85,29034
29,35,139,41,29.5,13,9.35,26,18.71,16,11.51,9,6.47,2,1.44,26,18.71,6,4.32,29035
29,36,191,35,18.32,2,1.05,111,58.12,10,5.24,10,5.24,1,0.52,17,8.9,5,2.62,29036
29,37,178,41,23.03,6,3.37,56,31.46,16,8.99,23,12.92,4,2.25,23,12.92,9,5.06,29037
29,38,174,55,31.61,6,3.45,51,29.31,13,7.47,18,10.34,1,0.57,26,14.94,4,2.3,29038
29,39,114,16,14.04,3,2.63,54,47.37,9,7.89,8,7.02,3,2.63,18,15.79,3,2.63,29039
29,40,201,38,18.91,15,7.46,87,43.28,10,4.98,19,9.45,4,1.99,19,9.45,9,4.48,29040
29,41,205,54,26.34,11,5.37,72,35.12,13,6.34,13,6.34,8,3.9,29,14.15,5,2.44,29041
29,42,191,59,30.89,6,3.14,55,28.8,9,4.71,17,8.9,3,1.57,36,18.85,6,3.14,29042
29,43,250,54,21.6,16,6.4,97,38.8,20,8.0,25,10.0,5,2.0,25,10.0,8,3.2,29043
29,44,150,28,18.67,6,4.0,42,28.0,14,9.33,14,9.33,5,3.33,27,18.0,14,9.33,29044
29,45,148,38,25.68,7,4.73,54,36.49,7,4.73,13,8.78,2,1.35,22,14.86,5,3.38,29045
29,46,137,45,32.85,10,7.3,44,32.12,7,5.11,9,6.57,4,2.92,15,10.95,3,2.19,29046
29,47,268,72,26.87,16,5.97,64,23.88,20,7.46,30,11.19,10,3.73,45,16.79,11,4.1,29047
29,48,113,31,27.43,4,3.54,39,34.51,7,6.19,10,8.85,5,4.42,10,8.85,7,6.19,29048
29,49,168,30,17.86,2,1.19,86,51.19,6,3.57,11,6.55,2,1.19,25,14.88,6,3.57,29049
29,50,169,50,29.59,8,4.73,51,30.18,11,6.51,17,10.06,1,0.59,25,14.79,6,3.55,29050
29,51,146,47,32.19,7,4.79,45,30.82,13,8.9,11,7.53,4,2.74,16,10.96,3,2.05,29051
29,52,100,31,31.0,7,7.0,29,29.0,8,8.0,7,7.0,1,1.0,14,14.0,3,3.0,29052
29,53,107,23,21.5,7,6.54,32,29.91,7,6.54,8,7.48,2,1.87,26,24.3,2,1.87,29053
29,54,95,21,22.11,4,4.21,43,45.26,5,5.26,8,8.42,2,2.11,9,9.47,3,3.16,29054
30,1,94,34,36.17,4,4.26,20,21.28,2,2.13,16,17.02,3,3.19,14,14.89,1,1.06,30001
30,2,65,19,29.23,2,3.08,26,40.0,1,1.54,7,10.77,0,0.0,8,12.31,2,3.08,30002
30,3,124,31,25.0,6,4.84,39,31.45,10,8.06,12,9.68,4,3.23,18,14.52,4,3.23,30003
30,4,90,22,24.44,4,4.44,26,28.89,6,6.67,5,5.56,6,6.67,18,20.0,3,3.33,30004
30,5,47,11,23.4,0,0.0,19,40.43,2,4.26,2,4.26,1,2.13,9,19.15,3,6.38,30005
30,6,52,5,9.62,5,9.62,27,51.92,1,1.92,2,3.85,5,9.62,3,5.77,4,7.69,30006
30,7,98,19,19.39,0,0.0,48,48.98,7,7.14,6,6.12,2,2.04,13,13.27,3,3.06,30007
30,8,122,24,19.67,5,4.1,47,38.52,7,5.74,13,10.66,5,4.1,17,13.93,4,3.28,30008
30,9,143,50,34.97,12,8.39,38,26.57,4,2.8,10,6.99,5,3.5,21,14.69,3,2.1,30009
30,10,114,30,26.32,4,3.51,42,36.84,3,2.63,11,9.65,2,1.75,21,18.42,1,0.88,30010
30,11,63,20,31.75,4,6.35,17,26.98,3,4.76,7,11.11,1,1.59,10,15.87,1,1.59,30011
30,12,64,10,15.63,2,3.13,20,31.25,3,4.69,7,10.94,4,6.25,14,21.88,4,6.25,30012
30,13,54,6,11.11,2,3.7,25,46.3,1,1.85,6,11.11,2,3.7,8,14.81,4,7.41,30013
30,14,32,13,40.63,1,3.13,10,31.25,2,6.25,3,9.38,0,0.0,3,9.38,0,0.0,30014
30,15,104,27,25.96,4,3.85,37,35.58,3,2.88,7,6.73,4,3.85,19,18.27,3,2.88,30015
30,16,58,16,27.59,2,3.45,24,41.38,0,0.0,6,10.34,4,6.9,5,8.62,1,1.72,30016
30,17,146,46,31.51,6,4.11,40,27.4,11,7.53,7,4.79,3,2.05,26,17.81,7,4.79,30017
30,18,21,8,38.1,2,9.52,8,38.1,0,0.0,0,0.0,0,0.0,2,9.52,1,4.76,30018
30,19,53,9,16.98,3,5.66,14,26.42,4,7.55,7,13.21,8,15.09,8,15.09,0,0.0,30019
30,20,72,18,25.0,4,5.56,22,30.56,8,11.11,4,5.56,2,2.78,14,19.44,0,0.0,30020
30,21,62,17,27.42,1,1.61,13,20.97,6,9.68,5,8.06,2,3.23,16,25.81,2,3.23,30021
30,22,105,26,24.76,4,3.81,35,33.33,5,4.76,7,6.67,9,8.57,17,16.19,2,1.9,30022
30,23,76,23,30.26,3,3.95,23,30.26,2,2.63,3,3.95,6,7.89,15,19.74,1,1.32,30023
30,24,63,14,22.22,2,3.17,23,36.51,6,9.52,8,12.7,1,1.59,8,12.7,1,1.59,30024
30,25,70,19,27.14,2,2.86,20,28.57,4,5.71,6,8.57,4,5.71,10,14.29,5,7.14,30025
30,26,61,14,22.95,3,4.92,17,27.87,4,6.56,3,4.92,5,8.2,13,21.31,2,3.28,30026
30,27,99,26,26.26,5,5.05,26,26.26,6,6.06,3,3.03,8,8.08,19,19.19,6,6.06,30027
30,28,80,20,25.0,3,3.75,25,31.25,3,3.75,13,16.25,4,5.0,11,13.75,1,1.25,30028
30,29,42,9,21.43,2,4.76,16,38.1,2,4.76,3,7.14,2,4.76,6,14.29,2,4.76,30029
30,30,108,21,19.44,1,0.93,49,45.37,5,4.63,9,8.33,3,2.78,18,16.67,2,1.85,30030
30,31,65,18,27.69,3,4.62,24,36.92,2,3.08,4,6.15,3,4.62,10,15.38,1,1.54,30031
30,32,39,12,30.77,1,2.56,12,30.77,3,7.69,3,7.69,0,0.0,6,15.38,2,5.13,30032
30,33,77,22,28.57,3,3.9,20,25.97,4,5.19,6,7.79,2,2.6,16,20.78,4,5.19,30033
30,34,108,26,24.07,4,3.7,31,28.7,3,2.78,17,15.74,10,9.26,15,13.89,2,1.85,30034
30,35,72,18,25.0,6,8.33,19,26.39,6,8.33,7,9.72,3,4.17,10,13.89,3,4.17,30035
30,36,98,21,21.43,6,6.12,29,29.59,5,5.1,10,10.2,9,9.18,15,15.31,3,3.06,30036
30,37,53,13,24.53,1,1.89,24,45.28,1,1.89,3,5.66,1,1.89,7,13.21,3,5.66,30037
30,38,132,43,32.58,6,4.55,38,28.79,6,4.55,14,10.61,3,2.27,17,12.88,5,3.79,30038
30,39,78,29,37.18,4,5.13,17,21.79,5,6.41,7,8.97,4,5.13,12,15.38,0,0.0,30039
30,40,89,24,26.97,5,5.62,21,23.6,9,10.11,5,5.62,6,6.74,16,17.98,3,3.37,30040
30,41,84,16,19.05,3,3.57,34,40.48,2,2.38,5,5.95,6,7.14,18,21.43,0,0.0,30041
31,1,48,7,14.58,2,4.17,24,50.0,3,6.25,4,8.33,2,4.17,5,10.42,1,2.08,31001
31,2,67,15,22.39,3,4.48,20,29.85,5,7.46,6,8.96,5,7.46,12,17.91,1,1.49,31002
31,3,73,14,19.18,4,5.48,36,49.32,4,5.48,5,6.85,0,0.0,6,8.22,4,5.48,31003
31,4,100,22,22.0,6,6.0,40,40.0,3,3.0,6,6.0,4,4.0,16,16.0,3,3.0,31004
31,5,74,23,31.08,2,2.7,12,16.22,8,10.81,11,14.86,2,2.7,15,20.27,1,1.35,31005
31,6,123,28,22.76,5,4.07,44,35.77,8,6.5,9,7.32,5,4.07,19,15.45,5,4.07,31006
31,7,62,20,32.26,2,3.23,18,29.03,7,11.29,4,6.45,2,3.23,8,12.9,1,1.61,31007
