ward,precinct,total,Fred G. Lebed (Dean),Fred G. Lebed (Dean) Percent,Marion Murphy (Dean),Marion Murphy (Dean) Percent,Joseph M. Burns (Dean),Joseph M. Burns (Dean) Percent,Patricia E. Bolivar (Dean),Patricia E. Bolivar (Dean) Percent,Rachel M. Ostendorf (Dean),Rachel M. Ostendorf (Dean) Percent,Marjorie D. Zamora (Kucinich),Marjorie D. Zamora (Kucinich) Percent,Michael Foerstel (Kucinich),Michael Foerstel (Kucinich) Percent,"Theresa M. """"Teri"""" Pluta (Kucinich)","Theresa M. """"Teri"""" Pluta (Kucinich) Percent",Carl J. Holmgren (Kucinich),Carl J. Holmgren (Kucinich) Percent,"Pamela M. """"Pam"""" Paxton (Kucinich)","Pamela M. """"Pam"""" Paxton (Kucinich) Percent",Timothy A. Prorok (Kucinich),Timothy A. Prorok (Kucinich) Percent,Alfredo A. Pedroza (Braun),Alfredo A. Pedroza (Braun) Percent,John Fitzgerald (Braun),John Fitzgerald (Braun) Percent,Robert K. Gorman (Braun),Robert K. Gorman (Braun) Percent,Elizabeth Pedroza (Braun),Elizabeth Pedroza (Braun) Percent,Thomas J. Dart (Edwards),Thomas J. Dart (Edwards) Percent,Terrie Pickerill (Edwards),Terrie Pickerill (Edwards) Percent,Paul D. Newman (Edwards),Paul D. Newman (Edwards) Percent,Dolores J. Foertsch (Edwards),Dolores J. Foertsch (Edwards) Percent,Alvan Hui Tong Leung (Edwards),Alvan Hui Tong Leung (Edwards) Percent,Angela V. Venegas (Edwards),Angela V. Venegas (Edwards) Percent,Michael B. Stillman (Clark),Michael B. Stillman (Clark) Percent,John D. Carr (Clark),John D. Carr (Clark) Percent,Ron Pratl (Clark),Ron Pratl (Clark) Percent,Hollie Bush (Clark),Hollie Bush (Clark) Percent,Mary Newman (Clark),Mary Newman (Clark) Percent,Lisa Forde (Clark),Lisa Forde (Clark) Percent,Lisa Benigno-Praznowski (Kerry),Lisa Benigno-Praznowski (Kerry) Percent,James M. Ryan (Kerry),James M. Ryan (Kerry) Percent,Nora E. Rowley (Kerry),Nora E. Rowley (Kerry) Percent,Martin Joyce (Kerry),Martin Joyce (Kerry) Percent,Virginia L. Reyes (Kerry),Virginia L. Reyes (Kerry) Percent,Matthew J. O'Shea (Kerry),Matthew J. O'Shea (Kerry) Percent,Lenore Goodfriend (Lieberman),Lenore Goodfriend (Lieberman) Percent,Christopher Jutton (Lieberman),Christopher Jutton (Lieberman) Percent,"John """"Jack"""" Neven (Lieberman)","John """"Jack"""" Neven (Lieberman) Percent",Mary Jo Noonan (Lieberman),Mary Jo Noonan (Lieberman) Percent,Diane Viverito (Lieberman),Diane Viverito (Lieberman) Percent,precinct_id
19,19,1129,20,1.77,28,2.48,23,2.04,22,1.95,23,2.04,17,1.51,9,0.8,13,1.15,10,0.89,16,1.42,8,0.71,6,0.53,10,0.89,5,0.44,6,0.53,46,4.07,22,1.95,24,2.13,22,1.95,21,1.86,23,2.04,8,0.71,9,0.8,7,0.62,7,0.62,5,0.44,5,0.44,87,7.71,112,9.92,102,9.03,122,10.81,98,8.68,108,9.57,10,0.89,11,0.97,12,1.06,10,0.89,7,0.62,19019
19,20,956,18,1.88,39,4.08,21,2.2,20,2.09,18,1.88,9,0.94,8,0.84,10,1.05,7,0.73,8,0.84,4,0.42,16,1.67,21,2.2,15,1.57,14,1.46,18,1.88,11,1.15,16,1.67,12,1.26,13,1.36,16,1.67,4,0.42,8,0.84,3,0.31,6,0.63,4,0.42,6,0.63,96,10.04,104,10.88,95,9.94,97,10.15,101,10.56,93,9.73,0,0.0,2,0.21,1,0.1,1,0.1,1,0.1,19020
19,21,758,15,1.98,26,3.43,21,2.77,19,2.51,16,2.11,2,0.26,1,0.13,8,1.06,3,0.4,7,0.92,4,0.53,1,0.13,16,2.11,4,0.53,2,0.26,38,5.01,8,1.06,16,2.11,10,1.32,9,1.19,10,1.32,7,0.92,6,0.79,7,0.92,4,0.53,6,0.79,3,0.4,65,8.58,94,12.4,62,8.18,81,10.69,64,8.44,84,11.08,2,0.26,1,0.13,6,0.79,8,1.06,3,0.4,19021
19,22,1234,26,2.11,36,2.92,31,2.51,34,2.76,31,2.51,11,0.89,11,0.89,13,1.05,11,0.89,17,1.38,9,0.73,6,0.49,14,1.13,6,0.49,8,0.65,48,3.89,23,1.86,23,1.86,30,2.43,19,1.54,18,1.46,7,0.57,8,0.65,5,0.41,5,0.41,4,0.32,5,0.41,100,8.1,133,10.78,109,8.83,128,10.37,100,8.1,128,10.37,6,0.49,8,0.65,5,0.41,10,0.81,8,0.65,19022
19,23,1248,26,2.08,38,3.04,24,1.92,15,1.2,18,1.44,13,1.04,8,0.64,14,1.12,12,0.96,10,0.8,6,0.48,4,0.32,14,1.12,6,0.48,5,0.4,33,2.64,18,1.44,20,1.6,20,1.6,18,1.44,18,1.44,7,0.56,7,0.56,6,0.48,5,0.4,6,0.48,5,0.4,83,6.65,108,8.65,141,11.3,158,12.66,132,10.58,145,11.62,16,1.28,12,0.96,15,1.2,20,1.6,14,1.12,19023
19,24,929,14,1.51,31,3.34,18,1.94,9,0.97,10,1.08,6,0.65,5,0.54,2,0.22,4,0.43,10,1.08,2,0.22,3,0.32,22,2.37,4,0.43,5,0.54,56,6.03,18,1.94,24,2.58,17,1.83,14,1.51,20,2.15,8,0.86,12,1.29,12,1.29,12,1.29,11,1.18,8,0.86,67,7.21,105,11.3,75,8.07,101,10.87,65,7.0,88,9.47,8,0.86,8,0.86,10,1.08,15,1.61,9,0.97,19024
19,25,1263,18,1.43,25,1.98,23,1.82,18,1.43,22,1.74,10,0.79,7,0.55,16,1.27,12,0.95,19,1.5,12,0.95,6,0.48,14,1.11,6,0.48,6,0.48,54,4.28,23,1.82,26,2.06,29,2.3,24,1.9,27,2.14,5,0.4,4,0.32,4,0.32,5,0.4,8,0.63,3,0.24,119,9.42,141,11.16,119,9.42,139,11.01,117,9.26,128,10.13,9,0.71,6,0.48,4,0.32,10,0.79,7,0.55,19025
19,26,1068,18,1.69,23,2.15,16,1.5,19,1.78,14,1.31,17,1.59,10,0.94,14,1.31,9,0.84,12,1.12,8,0.75,8,0.75,12,1.12,5,0.47,7,0.66,49,4.59,14,1.31,15,1.4,16,1.5,10,0.94,13,1.22,7,0.66,7,0.66,5,0.47,8,0.75,6,0.56,4,0.37,85,7.96,133,12.45,101,9.46,135,12.64,93,8.71,131,12.27,5,0.47,5,0.47,2,0.19,3,0.28,4,0.37,19026
19,27,687,11,1.6,22,3.2,12,1.75,16,2.33,11,1.6,5,0.73,4,0.58,6,0.87,3,0.44,6,0.87,4,0.58,11,1.6,12,1.75,9,1.31,10,1.46,13,1.89,7,1.02,5,0.73,7,1.02,5,0.73,7,1.02,1,0.15,4,0.58,3,0.44,4,0.58,3,0.44,1,0.15,77,11.21,81,11.79,77,11.21,78,11.35,76,11.06,69,10.04,4,0.58,1,0.15,1,0.15,4,0.58,1,0.15,19027
19,29,541,12,2.22,21,3.88,17,3.14,12,2.22,14,2.59,6,1.11,5,0.92,6,1.11,5,0.92,6,1.11,5,0.92,2,0.37,9,1.66,1,0.18,2,0.37,28,5.18,8,1.48,9,1.66,8,1.48,8,1.48,10,1.85,2,0.37,2,0.37,3,0.55,1,0.18,2,0.37,2,0.37,44,8.13,62,11.46,41,7.58,54,9.98,42,7.76,55,10.17,4,0.74,2,0.37,3,0.55,5,0.92,5,0.92,19029
19,30,1012,15,1.48,36,3.56,21,2.08,9,0.89,11,1.09,7,0.69,4,0.4,10,0.99,5,0.49,13,1.28,6,0.59,4,0.4,27,2.67,2,0.2,3,0.3,63,6.23,17,1.68,22,2.17,19,1.88,18,1.78,15,1.48,4,0.4,4,0.4,4,0.4,4,0.4,9,0.89,4,0.4,79,7.81,120,11.86,86,8.5,111,10.97,88,8.7,106,10.47,8,0.79,8,0.79,11,1.09,11,1.09,9,0.89,19030
19,31,901,16,1.78,28,3.11,20,2.22,20,2.22,14,1.55,10,1.11,6,0.67,10,1.11,6,0.67,8,0.89,6,0.67,5,0.55,5,0.55,2,0.22,2,0.22,23,2.55,10,1.11,15,1.66,18,2.0,9,1.0,8,0.89,7,0.78,6,0.67,4,0.44,8,0.89,7,0.78,9,1.0,88,9.77,110,12.21,86,9.54,107,11.88,75,8.32,98,10.88,7,0.78,6,0.67,5,0.55,7,0.78,6,0.67,19031
19,32,1051,14,1.33,31,2.95,18,1.71,14,1.33,15,1.43,12,1.14,11,1.05,16,1.52,13,1.24,16,1.52,15,1.43,2,0.19,12,1.14,3,0.29,1,0.1,37,3.52,12,1.14,13,1.24,11,1.05,7,0.67,8,0.76,5,0.48,8,0.76,6,0.57,7,0.67,8,0.76,6,0.57,91,8.66,140,13.32,97,9.23,139,13.23,84,7.99,135,12.84,3,0.29,4,0.38,7,0.67,4,0.38,6,0.57,19032
19,33,886,14,1.58,26,2.93,17,1.92,13,1.47,9,1.02,8,0.9,8,0.9,6,0.68,3,0.34,8,0.9,6,0.68,3,0.34,11,1.24,4,0.45,1,0.11,42,4.74,19,2.14,23,2.6,17,1.92,14,1.58,14,1.58,6,0.68,9,1.02,6,0.68,6,0.68,7,0.79,3,0.34,63,7.11,111,12.53,74,8.35,110,12.42,63,7.11,100,11.29,10,1.13,10,1.13,10,1.13,11,1.24,5,0.56,19033
19,34,1324,19,1.44,31,2.34,19,1.44,17,1.28,16,1.21,18,1.36,11,0.83,17,1.28,12,0.91,12,0.91,11,0.83,2,0.15,12,0.91,6,0.45,0,0.0,45,3.4,15,1.13,21,1.59,20,1.51,12,0.91,14,1.06,5,0.38,6,0.45,8,0.6,8,0.6,7,0.53,7,0.53,124,9.37,170,12.84,142,10.73,167,12.61,136,10.27,164,12.39,2,0.15,3,0.23,5,0.38,6,0.45,4,0.3,19034
19,35,919,23,2.5,29,3.16,26,2.83,21,2.29,21,2.29,10,1.09,8,0.87,9,0.98,7,0.76,7,0.76,6,0.65,7,0.76,11,1.2,7,0.76,7,0.76,27,2.94,13,1.41,15,1.63,14,1.52,13,1.41,11,1.2,1,0.11,4,0.44,3,0.33,2,0.22,3,0.33,2,0.22,78,8.49,104,11.32,90,9.79,104,11.32,89,9.68,98,10.66,6,0.65,5,0.54,3,0.33,6,0.65,3,0.33,19035
19,36,831,17,2.05,30,3.61,18,2.17,23,2.77,17,2.05,13,1.56,11,1.32,14,1.68,9,1.08,16,1.93,5,0.6,8,0.96,20,2.41,9,1.08,16,1.93,15,1.81,7,0.84,10,1.2,9,1.08,5,0.6,8,0.96,4,0.48,5,0.6,1,0.12,3,0.36,2,0.24,1,0.12,71,8.54,93,11.19,89,10.71,90,10.83,78,9.39,74,8.9,5,0.6,1,0.12,5,0.6,5,0.6,5,0.6,19036
19,37,893,15,1.68,29,3.25,19,2.13,12,1.34,14,1.57,13,1.46,15,1.68,17,1.9,14,1.57,17,1.9,13,1.46,9,1.01,10,1.12,8,0.9,7,0.78,15,1.68,8,0.9,12,1.34,12,1.34,9,1.01,9,1.01,5,0.56,3,0.34,2,0.22,3,0.34,2,0.22,1,0.11,91,10.19,110,12.32,90,10.08,101,11.31,88,9.85,93,10.41,3,0.34,2,0.22,2,0.22,6,0.67,3,0.34,19037
19,38,1242,29,2.33,42,3.38,30,2.42,28,2.25,19,1.53,17,1.37,10,0.81,16,1.29,9,0.72,20,1.61,11,0.89,11,0.89,21,1.69,11,0.89,13,1.05,24,1.93,11,0.89,14,1.13,12,0.97,13,1.05,10,0.81,5,0.4,8,0.64,5,0.4,6,0.48,7,0.56,6,0.48,121,9.74,139,11.19,134,10.79,144,11.59,127,10.23,125,10.06,9,0.72,4,0.32,4,0.32,4,0.32,2,0.16,19038
19,39,485,13,2.68,24,4.95,21,4.33,21,4.33,12,2.47,3,0.62,1,0.21,4,0.82,0,0.0,10,2.06,0,0.0,15,3.09,18,3.71,15,3.09,14,2.89,8,1.65,3,0.62,5,1.03,3,0.62,3,0.62,5,1.03,7,1.44,8,1.65,0,0.0,4,0.82,6,1.24,3,0.62,29,5.98,44,9.07,40,8.25,52,10.72,40,8.25,34,7.01,2,0.41,3,0.62,1,0.21,1,0.21,1,0.21,19039
19,40,850,16,1.88,20,2.35,11,1.29,15,1.76,7,0.82,12,1.41,9,1.06,9,1.06,10,1.18,13,1.53,7,0.82,3,0.35,5,0.59,2,0.24,3,0.35,22,2.59,12,1.41,9,1.06,7,0.82,8,0.94,7,0.82,6,0.71,4,0.47,3,0.35,4,0.47,3,0.35,6,0.71,80,9.41,116,13.65,91,10.71,114,13.41,95,11.18,109,12.82,0,0.0,1,0.12,1,0.12,2,0.24,1,0.12,19040
19,41,712,11,1.54,21,2.95,14,1.97,11,1.54,10,1.4,8,1.12,5,0.7,6,0.84,6,0.84,7,0.98,3,0.42,2,0.28,7,0.98,1,0.14,2,0.28,40,5.62,15,2.11,16,2.25,16,2.25,16,2.25,14,1.97,1,0.14,1,0.14,3,0.42,3,0.42,1,0.14,0,0.0,67,9.41,83,11.66,68,9.55,82,11.52,60,8.43,73,10.25,3,0.42,3,0.42,3,0.42,9,1.26,4,0.56,19041
19,42,679,15,2.21,19,2.8,24,3.53,18,2.65,16,2.36,10,1.47,10,1.47,9,1.33,10,1.47,10,1.47,4,0.59,7,1.03,9,1.33,7,1.03,10,1.47,12,1.77,9,1.33,11,1.62,8,1.18,6,0.88,7,1.03,2,0.29,4,0.59,4,0.59,3,0.44,6,0.88,4,0.59,58,8.54,76,11.19,62,9.13,70,10.31,52,7.66,62,9.13,4,0.59,4,0.59,4,0.59,7,1.03,5,0.74,19042
19,44,747,9,1.2,25,3.35,20,2.68,16,2.14,12,1.61,6,0.8,2,0.27,8,1.07,3,0.4,6,0.8,2,0.27,1,0.13,14,1.87,6,0.8,2,0.27,43,5.76,13,1.74,19,2.54,12,1.61,7,0.94,12,1.61,2,0.27,4,0.54,3,0.4,5,0.67,8,1.07,5,0.67,47,6.29,82,10.98,60,8.03,90,12.05,54,7.23,87,11.65,6,0.8,9,1.2,10,1.34,11,1.47,6,0.8,19044
19,45,951,12,1.26,24,2.52,19,2.0,13,1.37,9,0.95,11,1.16,7,0.74,10,1.05,12,1.26,6,0.63,6,0.63,0,0.0,12,1.26,3,0.32,2,0.21,33,3.47,15,1.58,20,2.1,16,1.68,14,1.47,15,1.58,4,0.42,3,0.32,4,0.42,3,0.32,1,0.11,3,0.32,85,8.94,123,12.93,92,9.67,127,13.35,84,8.83,123,12.93,6,0.63,3,0.32,6,0.63,9,0.95,4,0.42,19045
19,46,1373,19,1.38,38,2.77,24,1.75,22,1.6,18,1.31,11,0.8,6,0.44,16,1.17,12,0.87,14,1.02,15,1.09,3,0.22,25,1.82,3,0.22,1,0.07,65,4.73,25,1.82,33,2.4,30,2.18,26,1.89,25,1.82,10,0.73,9,0.66,9,0.66,8,0.58,10,0.73,8,0.58,112,8.16,151,11.0,118,8.59,154,11.22,109,7.94,159,11.58,12,0.87,11,0.8,10,0.73,15,1.09,10,0.73,19046
19,47,858,11,1.28,22,2.56,12,1.4,11,1.28,8,0.93,9,1.05,6,0.7,9,1.05,5,0.58,9,1.05,4,0.47,23,2.68,35,4.08,22,2.56,20,2.33,32,3.73,12,1.4,15,1.75,12,1.4,8,0.93,13,1.52,4,0.47,4,0.47,1,0.12,2,0.23,6,0.7,5,0.58,75,8.74,96,11.19,90,10.49,93,10.84,75,8.74,75,8.74,5,0.58,5,0.58,5,0.58,4,0.47,3,0.35,19047
19,49,1301,24,1.84,45,3.46,33,2.54,23,1.77,16,1.23,8,0.61,5,0.38,10,0.77,3,0.23,18,1.38,6,0.46,35,2.69,31,2.38,28,2.15,29,2.23,26,2.0,11,0.85,17,1.31,10,0.77,8,0.61,8,0.61,5,0.38,9,0.69,3,0.23,5,0.38,6,0.46,4,0.31,135,10.38,161,12.38,146,11.22,145,11.15,127,9.76,116,8.92,4,0.31,2,0.15,4,0.31,5,0.38,5,0.38,19049
19,51,879,13,1.48,36,4.1,19,2.16,11,1.25,15,1.71,10,1.14,5,0.57,9,1.02,5,0.57,12,1.37,7,0.8,3,0.34,22,2.5,5,0.57,5,0.57,40,4.55,13,1.48,11,1.25,10,1.14,9,1.02,8,0.91,5,0.57,5,0.57,7,0.8,7,0.8,9,1.02,4,0.46,73,8.3,104,11.83,82,9.33,102,11.6,71,8.08,104,11.83,4,0.46,1,0.11,2,0.23,9,1.02,7,0.8,19051
19,52,754,15,1.99,25,3.32,10,1.33,12,1.59,9,1.19,10,1.33,8,1.06,11,1.46,9,1.19,8,1.06,8,1.06,0,0.0,16,2.12,1,0.13,2,0.27,33,4.38,12,1.59,16,2.12,9,1.19,6,0.8,8,1.06,5,0.66,8,1.06,4,0.53,4,0.53,8,1.06,4,0.53,66,8.75,86,11.41,72,9.55,81,10.74,59,7.82,74,9.81,6,0.8,4,0.53,9,1.19,8,1.06,7,0.93,19052
19,53,949,15,1.58,26,2.74,21,2.21,16,1.69,14,1.48,8,0.84,5,0.53,8,0.84,7,0.74,10,1.05,5,0.53,1,0.11,11,1.16,5,0.53,3,0.32,35,3.69,14,1.48,14,1.48,12,1.26,12,1.26,12,1.26,3,0.32,4,0.42,5,0.53,4,0.42,4,0.42,1,0.11,78,8.22,119,12.54,91,9.59,116,12.22,85,8.96,110,11.59,10,1.05,7,0.74,8,0.84,16,1.69,9,0.95,19053
19,54,909,9,0.99,32,3.52,13,1.43,11,1.21,6,0.66,18,1.98,10,1.1,16,1.76,11,1.21,11,1.21,7,0.77,5,0.55,19,2.09,3,0.33,7,0.77,56,6.16,23,2.53,23,2.53,24,2.64,21,2.31,20,2.2,2,0.22,8,0.88,6,0.66,5,0.55,7,0.77,5,0.55,75,8.25,90,9.9,72,7.92,81,8.91,70,7.7,81,8.91,8,0.88,7,0.77,12,1.32,12,1.32,9,0.99,19054
19,55,580,22,3.79,32,5.52,22,3.79,23,3.97,28,4.83,7,1.21,5,0.86,11,1.9,6,1.03,11,1.9,4,0.69,2,0.34,7,1.21,1,0.17,2,0.34,18,3.1,8,1.38,13,2.24,11,1.9,8,1.38,7,1.21,2,0.34,3,0.52,2,0.34,1,0.17,1,0.17,2,0.34,51,8.79,57,9.83,45,7.76,50,8.62,42,7.24,44,7.59,4,0.69,2,0.34,1,0.17,3,0.52,0,0.0,19055
19,56,1529,22,1.44,35,2.29,28,1.83,21,1.37,19,1.24,24,1.57,17,1.11,22,1.44,17,1.11,23,1.5,13,0.85,13,0.85,27,1.77,17,1.11,16,1.05,43,2.81,21,1.37,27,1.77,21,1.37,23,1.5,26,1.7,8,0.52,9,0.59,4,0.26,7,0.46,5,0.33,9,0.59,140,9.16,169,11.05,148,9.68,164,10.73,137,8.96,162,10.6,10,0.65,12,0.78,11,0.72,20,1.31,10,0.65,19056
19,57,1091,22,2.02,34,3.12,26,2.38,20,1.83,19,1.74,14,1.28,10,0.92,14,1.28,8,0.73,15,1.37,7,0.64,4,0.37,9,0.82,7,0.64,9,0.82,24,2.2,18,1.65,19,1.74,19,1.74,15,1.37,15,1.37,4,0.37,2,0.18,0,0.0,2,0.18,4,0.37,4,0.37,107,9.81,123,11.27,116,10.63,122,11.18,101,9.26,119,10.91,8,0.73,6,0.55,6,0.55,11,1.01,4,0.37,19057
19,58,926,13,1.4,25,2.7,16,1.73,15,1.62,11,1.19,11,1.19,6,0.65,11,1.19,10,1.08,9,0.97,8,0.86,3,0.32,7,0.76,3,0.32,5,0.54,49,5.29,25,2.7,25,2.7,24,2.59,21,2.27,22,2.38,4,0.43,5,0.54,8,0.86,4,0.43,5,0.54,7,0.76,75,8.1,106,11.45,74,7.99,100,10.8,70,7.56,103,11.12,5,0.54,4,0.43,8,0.86,8,0.86,5,0.54,19058
19,59,1088,19,1.75,37,3.4,24,2.21,16,1.47,14,1.29,8,0.74,3,0.28,9,0.83,5,0.46,8,0.74,1,0.09,4,0.37,31,2.85,7,0.64,1,0.09,63,5.79,15,1.38,23,2.11,18,1.65,18,1.65,18,1.65,4,0.37,8,0.74,2,0.18,8,0.74,6,0.55,3,0.28,89,8.18,129,11.86,105,9.65,129,11.86,95,8.73,117,10.75,4,0.37,4,0.37,10,0.92,8,0.74,5,0.46,19059
19,61,1643,21,1.28,47,2.86,33,2.01,28,1.7,29,1.77,16,0.97,4,0.24,11,0.67,9,0.55,13,0.79,4,0.24,5,0.3,25,1.52,9,0.55,3,0.18,79,4.81,21,1.28,26,1.58,32,1.95,19,1.16,20,1.22,3,0.18,7,0.43,6,0.37,7,0.43,11,0.67,3,0.18,139,8.46,214,13.02,156,9.49,211,12.84,140,8.52,204,12.42,7,0.43,4,0.24,8,0.49,22,1.34,9,0.55,19061
19,62,1022,10,0.98,21,2.05,19,1.86,11,1.08,9,0.88,11,1.08,8,0.78,8,0.78,8,0.78,12,1.17,7,0.68,5,0.49,20,1.96,4,0.39,5,0.49,37,3.62,10,0.98,11,1.08,11,1.08,9,0.88,8,0.78,6,0.59,6,0.59,3,0.29,3,0.29,3,0.29,3,0.29,101,9.88,138,13.5,104,10.18,133,13.01,99,9.69,129,12.62,7,0.68,5,0.49,4,0.39,11,1.08,10,0.98,19062
19,63,579,21,3.63,25,4.32,16,2.76,17,2.94,13,2.25,4,0.69,1,0.17,6,1.04,1,0.17,7,1.21,2,0.35,3,0.52,7,1.21,2,0.35,3,0.52,10,1.73,5,0.86,6,1.04,6,1.04,4,0.69,5,0.86,7,1.21,3,0.52,5,0.86,5,0.86,5,0.86,6,1.04,55,9.5,69,11.92,62,10.71,64,11.05,57,9.84,55,9.5,2,0.35,1,0.17,0,0.0,2,0.35,1,0.17,19063
19,64,1583,31,1.96,59,3.73,38,2.4,34,2.15,29,1.83,27,1.71,18,1.14,22,1.39,23,1.45,36,2.27,17,1.07,26,1.64,46,2.91,23,1.45,30,1.9,55,3.47,18,1.14,25,1.58,19,1.2,19,1.2,21,1.33,9,0.57,8,0.51,2,0.13,8,0.51,7,0.44,4,0.25,117,7.39,167,10.55,145,9.16,154,9.73,137,8.65,137,8.65,7,0.44,6,0.38,9,0.57,9,0.57,8,0.51,19064
19,65,842,14,1.66,30,3.56,14,1.66,15,1.78,13,1.54,7,0.83,4,0.48,5,0.59,2,0.24,7,0.83,2,0.24,18,2.14,27,3.21,20,2.38,21,2.49,27,3.21,4,0.48,8,0.95,8,0.95,4,0.48,7,0.83,3,0.36,6,0.71,3,0.36,2,0.24,9,1.07,7,0.83,77,9.14,90,10.69,88,10.45,96,11.4,81,9.62,83,9.86,8,0.95,3,0.36,5,0.59,9,1.07,4,0.48,19065
19,67,195,4,2.05,14,7.18,8,4.1,4,2.05,5,2.56,3,1.54,3,1.54,5,2.56,3,1.54,2,1.03,2,1.03,0,0.0,4,2.05,1,0.51,1,0.51,5,2.56,4,2.05,3,1.54,2,1.03,3,1.54,1,0.51,0,0.0,0,0.0,1,0.51,2,1.03,0,0.0,1,0.51,17,8.72,21,10.77,19,9.74,22,11.28,14,7.18,14,7.18,1,0.51,0,0.0,0,0.0,0,0.0,1,0.51,19067
20,41,29,0,0.0,3,10.34,0,0.0,2,6.9,0,0.0,2,6.9,0,0.0,0,0.0,0,0.0,1,3.45,0,0.0,3,10.34,1,3.45,1,3.45,2,6.9,2,6.9,0,0.0,2,6.9,0,0.0,0,0.0,1,3.45,2,6.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.45,1,3.45,0,0.0,3,10.34,1,3.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20041
20,51,60,2,3.33,3,5.0,3,5.0,6,10.0,2,3.33,2,3.33,0,0.0,0,0.0,0,0.0,1,1.67,0,0.0,3,5.0,1,1.67,0,0.0,2,3.33,1,1.67,0,0.0,0,0.0,1,1.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.67,3,5.0,5,8.33,4,6.67,5,8.33,7,11.67,4,6.67,0,0.0,1,1.67,0,0.0,0,0.0,0,0.0,20051
23,1,724,5,0.69,12,1.66,8,1.1,7,0.97,4,0.55,8,1.1,5,0.69,6,0.83,3,0.41,8,1.1,4,0.55,2,0.28,7,0.97,2,0.28,2,0.28,10,1.38,9,1.24,12,1.66,9,1.24,9,1.24,8,1.1,3,0.41,4,0.55,3,0.41,3,0.41,2,0.28,2,0.28,65,8.98,49,6.77,43,5.94,44,6.08,45,6.22,39,5.39,44,6.08,52,7.18,44,6.08,41,5.66,49,6.77,23001
23,2,1408,19,1.35,15,1.07,16,1.14,12,0.85,13,0.92,9,0.64,3,0.21,8,0.57,6,0.43,5,0.36,4,0.28,0,0.0,5,0.36,1,0.07,3,0.21,12,0.85,9,0.64,11,0.78,11,0.78,8,0.57,13,0.92,1,0.07,2,0.14,1,0.07,2,0.14,3,0.21,1,0.07,34,2.41,35,2.49,38,2.7,42,2.98,34,2.41,30,2.13,159,11.29,158,11.22,195,13.85,159,11.29,162,11.51,23002
23,3,912,12,1.32,26,2.85,13,1.43,19,2.08,16,1.75,19,2.08,10,1.1,14,1.54,9,0.99,9,0.99,10,1.1,6,0.66,10,1.1,2,0.22,6,0.66,19,2.08,17,1.86,16,1.75,15,1.64,11,1.21,14,1.54,7,0.77,7,0.77,5,0.55,9,0.99,5,0.55,6,0.66,58,6.36,67,7.35,69,7.57,64,7.02,56,6.14,57,6.25,35,3.84,34,3.73,33,3.62,32,3.51,30,3.29,23003
23,4,727,16,2.2,21,2.89,13,1.79,17,2.34,13,1.79,6,0.83,4,0.55,5,0.69,2,0.28,5,0.69,4,0.55,2,0.28,8,1.1,1,0.14,2,0.28,5,0.69,5,0.69,7,0.96,8,1.1,6,0.83,8,1.1,2,0.28,2,0.28,2,0.28,1,0.14,1,0.14,4,0.55,33,4.54,37,5.09,34,4.68,33,4.54,36,4.95,30,4.13,58,7.98,54,7.43,59,8.12,56,7.7,56,7.7,23004
23,5,378,11,2.91,13,3.44,10,2.65,12,3.17,9,2.38,11,2.91,6,1.59,5,1.32,6,1.59,4,1.06,5,1.32,11,2.91,5,1.32,2,0.53,9,2.38,1,0.26,2,0.53,1,0.26,1,0.26,1,0.26,4,1.06,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20,5.29,25,6.61,23,6.08,19,5.03,27,7.14,17,4.5,15,3.97,18,4.76,19,5.03,17,4.5,20,5.29,23005
23,6,723,9,1.24,8,1.11,10,1.38,16,2.21,9,1.24,15,2.07,4,0.55,11,1.52,6,0.83,10,1.38,5,0.69,12,1.66,9,1.24,1,0.14,7,0.97,11,1.52,6,0.83,5,0.69,8,1.11,7,0.97,11,1.52,1,0.14,3,0.41,2,0.28,1,0.14,2,0.28,3,0.41,38,5.26,28,3.87,28,3.87,29,4.01,31,4.29,27,3.73,59,8.16,55,7.61,56,7.75,59,8.16,59,8.16,23006
23,7,214,8,3.74,7,3.27,5,2.34,6,2.8,3,1.4,1,0.47,0,0.0,2,0.93,1,0.47,6,2.8,1,0.47,4,1.87,13,6.07,5,2.34,5,2.34,3,1.4,1,0.47,4,1.87,2,0.93,0,0.0,2,0.93,1,0.47,2,0.93,0,0.0,1,0.47,1,0.47,2,0.93,10,4.67,13,6.07,17,7.94,13,6.07,10,4.67,11,5.14,10,4.67,6,2.8,9,4.21,8,3.74,6,2.8,23007
23,8,717,8,1.12,14,1.95,3,0.42,10,1.39,10,1.39,11,1.53,7,0.98,9,1.26,8,1.12,7,0.98,6,0.84,4,0.56,5,0.7,0,0.0,4,0.56,5,0.7,6,0.84,11,1.53,7,0.98,4,0.56,9,1.26,2,0.28,1,0.14,2,0.28,2,0.28,2,0.28,1,0.14,46,6.42,45,6.28,40,5.58,39,5.44,42,5.86,36,5.02,50,6.97,50,6.97,50,6.97,51,7.11,55,7.67,23008
