ward,precinct,total,James C. Murray,James C. Murray Percent,Patrick T. Murphy,Patrick T. Murphy Percent,Margaret Ann Carey,Margaret Ann Carey Percent,Mary Therese Quinn,Mary Therese Quinn Percent,Richard Frederick Johnson,Richard Frederick Johnson Percent,precinct_id
13,47,177,118,66.67,27,15.25,16,9.04,8,4.52,8,4.52,13047
13,48,217,139,64.06,31,14.29,23,10.6,22,10.14,2,0.92,13048
13,49,263,201,76.43,28,10.65,15,5.7,12,4.56,7,2.66,13049
13,50,266,223,83.83,16,6.02,13,4.89,10,3.76,4,1.5,13050
13,51,158,94,59.49,26,16.46,18,11.39,10,6.33,10,6.33,13051
13,52,205,136,66.34,37,18.05,16,7.8,13,6.34,3,1.46,13052
13,53,240,130,54.17,44,18.33,17,7.08,33,13.75,16,6.67,13053
13,54,210,143,68.1,28,13.33,17,8.1,18,8.57,4,1.9,13054
14,1,119,74,62.18,18,15.13,12,10.08,7,5.88,8,6.72,14001
14,2,113,45,39.82,26,23.01,22,19.47,14,12.39,6,5.31,14002
14,3,171,94,54.97,26,15.2,29,16.96,11,6.43,11,6.43,14003
14,4,94,52,55.32,18,19.15,12,12.77,9,9.57,3,3.19,14004
14,5,185,131,70.81,17,9.19,16,8.65,9,4.86,12,6.49,14005
14,6,123,50,40.65,26,21.14,23,18.7,19,15.45,5,4.07,14006
14,7,131,69,52.67,23,17.56,17,12.98,16,12.21,6,4.58,14007
14,8,84,37,44.05,23,27.38,12,14.29,9,10.71,3,3.57,14008
14,9,147,81,55.1,31,21.09,12,8.16,19,12.93,4,2.72,14009
14,10,145,75,51.72,25,17.24,23,15.86,15,10.34,7,4.83,14010
14,11,116,82,70.69,12,10.34,10,8.62,9,7.76,3,2.59,14011
14,12,111,71,63.96,21,18.92,8,7.21,10,9.01,1,0.9,14012
14,13,147,69,46.94,38,25.85,13,8.84,20,13.61,7,4.76,14013
14,14,82,41,50.0,16,19.51,10,12.2,10,12.2,5,6.1,14014
14,15,230,204,88.7,10,4.35,7,3.04,9,3.91,0,0.0,14015
14,16,131,61,46.56,30,22.9,19,14.5,16,12.21,5,3.82,14016
14,17,176,127,72.16,20,11.36,10,5.68,12,6.82,7,3.98,14017
14,18,110,33,30.0,23,20.91,25,22.73,21,19.09,8,7.27,14018
14,19,206,116,56.31,48,23.3,19,9.22,10,4.85,13,6.31,14019
14,20,118,59,50.0,18,15.25,14,11.86,20,16.95,7,5.93,14020
14,21,155,117,75.48,16,10.32,7,4.52,9,5.81,6,3.87,14021
14,22,135,78,57.78,19,14.07,13,9.63,16,11.85,9,6.67,14022
14,23,114,75,65.79,13,11.4,11,9.65,8,7.02,7,6.14,14023
14,24,112,77,68.75,16,14.29,10,8.93,7,6.25,2,1.79,14024
14,25,152,76,50.0,33,21.71,23,15.13,13,8.55,7,4.61,14025
14,26,91,35,38.46,21,23.08,18,19.78,14,15.38,3,3.3,14026
14,27,89,29,32.58,25,28.09,21,23.6,7,7.87,7,7.87,14027
14,28,130,60,46.15,21,16.15,18,13.85,21,16.15,10,7.69,14028
14,29,165,94,56.97,24,14.55,17,10.3,15,9.09,15,9.09,14029
14,30,118,69,58.47,16,13.56,17,14.41,11,9.32,5,4.24,14030
14,31,173,131,75.72,14,8.09,10,5.78,16,9.25,2,1.16,14031
14,32,91,53,58.24,13,14.29,13,14.29,6,6.59,6,6.59,14032
14,33,130,82,63.08,15,11.54,15,11.54,11,8.46,7,5.38,14033
14,34,132,104,78.79,8,6.06,10,7.58,9,6.82,1,0.76,14034
14,35,69,23,33.33,18,26.09,14,20.29,13,18.84,1,1.45,14035
14,36,176,85,48.3,28,15.91,32,18.18,21,11.93,10,5.68,14036
14,37,104,76,73.08,9,8.65,10,9.62,4,3.85,5,4.81,14037
15,1,89,24,26.97,28,31.46,16,17.98,13,14.61,8,8.99,15001
15,2,119,29,24.37,41,34.45,17,14.29,14,11.76,18,15.13,15002
15,3,124,33,26.61,32,25.81,23,18.55,13,10.48,23,18.55,15003
15,4,87,21,24.14,27,31.03,18,20.69,10,11.49,11,12.64,15004
15,5,105,31,29.52,35,33.33,17,16.19,7,6.67,15,14.29,15005
15,6,124,33,26.61,39,31.45,20,16.13,17,13.71,15,12.1,15006
15,7,123,31,25.2,49,39.84,20,16.26,11,8.94,12,9.76,15007
15,8,153,37,24.18,44,28.76,36,23.53,14,9.15,22,14.38,15008
15,9,135,37,27.41,48,35.56,11,8.15,15,11.11,24,17.78,15009
15,10,92,26,28.26,26,28.26,18,19.57,14,15.22,8,8.7,15010
15,11,144,33,22.92,35,24.31,28,19.44,21,14.58,27,18.75,15011
15,12,93,21,22.58,30,32.26,18,19.35,11,11.83,13,13.98,15012
15,13,74,18,24.32,22,29.73,18,24.32,11,14.86,5,6.76,15013
15,14,151,38,25.17,47,31.13,32,21.19,18,11.92,16,10.6,15014
15,15,86,39,45.35,15,17.44,18,20.93,6,6.98,8,9.3,15015
15,16,70,16,22.86,21,30.0,17,24.29,10,14.29,6,8.57,15016
15,17,119,22,18.49,42,35.29,19,15.97,18,15.13,18,15.13,15017
15,18,99,21,21.21,29,29.29,25,25.25,11,11.11,13,13.13,15018
15,19,125,18,14.4,45,36.0,31,24.8,18,14.4,13,10.4,15019
15,20,120,30,25.0,40,33.33,14,11.67,15,12.5,21,17.5,15020
15,21,122,33,27.05,37,30.33,19,15.57,16,13.11,17,13.93,15021
15,22,138,32,23.19,38,27.54,23,16.67,16,11.59,29,21.01,15022
15,23,98,27,27.55,30,30.61,17,17.35,7,7.14,17,17.35,15023
15,24,94,14,14.89,40,42.55,15,15.96,6,6.38,19,20.21,15024
15,25,100,29,29.0,26,26.0,20,20.0,12,12.0,13,13.0,15025
15,26,104,27,25.96,27,25.96,23,22.12,14,13.46,13,12.5,15026
15,27,93,25,26.88,26,27.96,20,21.51,11,11.83,11,11.83,15027
15,28,128,37,28.91,38,29.69,22,17.19,20,15.63,11,8.59,15028
15,29,50,9,18.0,14,28.0,10,20.0,7,14.0,10,20.0,15029
15,30,146,30,20.55,55,37.67,23,15.75,13,8.9,25,17.12,15030
15,31,89,20,22.47,25,28.09,14,15.73,10,11.24,20,22.47,15031
15,32,126,43,34.13,37,29.37,20,15.87,14,11.11,12,9.52,15032
15,33,99,20,20.2,36,36.36,16,16.16,10,10.1,17,17.17,15033
15,34,79,20,25.32,24,30.38,18,22.78,6,7.59,11,13.92,15034
15,35,111,35,31.53,34,30.63,18,16.22,14,12.61,10,9.01,15035
15,36,97,33,34.02,28,28.87,18,18.56,8,8.25,10,10.31,15036
15,37,102,18,17.65,32,31.37,24,23.53,10,9.8,18,17.65,15037
15,38,118,27,22.88,39,33.05,20,16.95,16,13.56,16,13.56,15038
15,39,121,29,23.97,45,37.19,21,17.36,16,13.22,10,8.26,15039
15,40,128,30,23.44,35,27.34,18,14.06,19,14.84,26,20.31,15040
15,41,172,51,29.65,50,29.07,31,18.02,26,15.12,14,8.14,15041
15,42,77,22,28.57,18,23.38,13,16.88,12,15.58,12,15.58,15042
15,43,108,28,25.93,34,31.48,17,15.74,14,12.96,15,13.89,15043
15,44,136,36,26.47,39,28.68,18,13.24,26,19.12,17,12.5,15044
15,45,51,6,11.76,18,35.29,8,15.69,11,21.57,8,15.69,15045
15,46,117,25,21.37,37,31.62,23,19.66,18,15.38,14,11.97,15046
15,47,133,33,24.81,40,30.08,26,19.55,17,12.78,17,12.78,15047
15,48,96,18,18.75,41,42.71,17,17.71,6,6.25,14,14.58,15048
15,49,76,11,14.47,23,30.26,18,23.68,13,17.11,11,14.47,15049
15,50,106,25,23.58,32,30.19,21,19.81,12,11.32,16,15.09,15050
15,51,73,19,26.03,24,32.88,17,23.29,3,4.11,10,13.7,15051
15,52,73,22,30.14,22,30.14,15,20.55,6,8.22,8,10.96,15052
16,1,63,18,28.57,21,33.33,14,22.22,4,6.35,6,9.52,16001
16,2,97,18,18.56,38,39.18,18,18.56,8,8.25,15,15.46,16002
16,3,105,27,25.71,30,28.57,19,18.1,9,8.57,20,19.05,16003
16,4,102,26,25.49,23,22.55,27,26.47,12,11.76,14,13.73,16004
16,5,160,53,33.13,43,26.88,23,14.38,15,9.38,26,16.25,16005
16,6,39,13,33.33,12,30.77,7,17.95,1,2.56,6,15.38,16006
16,7,85,15,17.65,23,27.06,26,30.59,8,9.41,13,15.29,16007
16,8,98,32,32.65,33,33.67,13,13.27,10,10.2,10,10.2,16008
16,9,170,48,28.24,42,24.71,31,18.24,15,8.82,34,20.0,16009
16,10,92,10,10.87,25,27.17,20,21.74,15,16.3,22,23.91,16010
16,11,122,20,16.39,34,27.87,26,21.31,26,21.31,16,13.11,16011
16,12,89,19,21.35,25,28.09,19,21.35,12,13.48,14,15.73,16012
16,13,91,16,17.58,28,30.77,20,21.98,15,16.48,12,13.19,16013
16,14,133,39,29.32,34,25.56,27,20.3,13,9.77,20,15.04,16014
16,15,143,36,25.17,48,33.57,30,20.98,12,8.39,17,11.89,16015
16,16,116,30,25.86,35,30.17,14,12.07,8,6.9,29,25.0,16016
16,17,147,30,20.41,50,34.01,33,22.45,20,13.61,14,9.52,16017
16,18,108,38,35.19,30,27.78,15,13.89,7,6.48,18,16.67,16018
16,19,96,22,22.92,28,29.17,26,27.08,7,7.29,13,13.54,16019
16,20,140,34,24.29,38,27.14,30,21.43,16,11.43,22,15.71,16020
16,21,94,24,25.53,19,20.21,17,18.09,15,15.96,19,20.21,16021
16,22,107,30,28.04,20,18.69,22,20.56,12,11.21,23,21.5,16022
16,23,100,19,19.0,37,37.0,22,22.0,10,10.0,12,12.0,16023
16,24,54,11,20.37,18,33.33,14,25.93,4,7.41,7,12.96,16024
16,25,102,38,37.25,27,26.47,16,15.69,8,7.84,13,12.75,16025
16,26,130,32,24.62,44,33.85,18,13.85,14,10.77,22,16.92,16026
16,27,126,34,26.98,38,30.16,27,21.43,11,8.73,16,12.7,16027
16,28,155,49,31.61,38,24.52,25,16.13,17,10.97,26,16.77,16028
16,29,65,16,24.62,16,24.62,19,29.23,4,6.15,10,15.38,16029
16,30,77,18,23.38,31,40.26,11,14.29,8,10.39,9,11.69,16030
16,31,136,46,33.82,39,28.68,27,19.85,7,5.15,17,12.5,16031
16,32,99,33,33.33,21,21.21,23,23.23,15,15.15,7,7.07,16032
16,33,100,27,27.0,25,25.0,19,19.0,13,13.0,16,16.0,16033
16,34,117,35,29.91,28,23.93,20,17.09,10,8.55,24,20.51,16034
16,35,97,22,22.68,31,31.96,17,17.53,17,17.53,10,10.31,16035
16,36,112,36,32.14,26,23.21,21,18.75,10,8.93,19,16.96,16036
16,37,87,27,31.03,31,35.63,12,13.79,7,8.05,10,11.49,16037
16,38,128,31,24.22,43,33.59,27,21.09,12,9.38,15,11.72,16038
16,39,46,14,30.43,13,28.26,13,28.26,4,8.7,2,4.35,16039
16,40,150,42,28.0,41,27.33,29,19.33,13,8.67,25,16.67,16040
16,41,56,22,39.29,10,17.86,9,16.07,8,14.29,7,12.5,16041
16,42,55,11,20.0,14,25.45,16,29.09,9,16.36,5,9.09,16042
16,43,132,32,24.24,44,33.33,23,17.42,13,9.85,20,15.15,16043
16,44,115,18,15.65,29,25.22,28,24.35,22,19.13,18,15.65,16044
16,45,84,24,28.57,25,29.76,13,15.48,7,8.33,15,17.86,16045
16,46,34,6,17.65,7,20.59,10,29.41,5,14.71,6,17.65,16046
16,47,44,8,18.18,12,27.27,10,22.73,6,13.64,8,18.18,16047
17,1,105,29,27.62,34,32.38,20,19.05,6,5.71,16,15.24,17001
17,2,136,29,21.32,49,36.03,27,19.85,11,8.09,20,14.71,17002
17,3,102,33,32.35,20,19.61,26,25.49,11,10.78,12,11.76,17003
17,4,219,52,23.74,70,31.96,32,14.61,28,12.79,37,16.89,17004
17,5,132,27,20.45,33,25.0,20,15.15,19,14.39,33,25.0,17005
17,6,116,36,31.03,31,26.72,26,22.41,9,7.76,14,12.07,17006
17,7,189,39,20.63,49,25.93,43,22.75,22,11.64,36,19.05,17007
17,8,111,42,37.84,25,22.52,16,14.41,15,13.51,13,11.71,17008
17,9,95,24,25.26,26,27.37,11,11.58,12,12.63,22,23.16,17009
17,10,153,44,28.76,43,28.1,13,8.5,27,17.65,26,16.99,17010
17,11,178,49,27.53,54,30.34,26,14.61,20,11.24,29,16.29,17011
17,12,189,48,25.4,55,29.1,34,17.99,17,8.99,35,18.52,17012
17,13,112,30,26.79,33,29.46,19,16.96,12,10.71,18,16.07,17013
17,14,123,35,28.46,33,26.83,28,22.76,12,9.76,15,12.2,17014
17,15,94,20,21.28,22,23.4,20,21.28,12,12.77,20,21.28,17015
17,16,124,32,25.81,33,26.61,26,20.97,15,12.1,18,14.52,17016
17,17,92,25,27.17,24,26.09,16,17.39,9,9.78,18,19.57,17017
17,18,142,46,32.39,40,28.17,21,14.79,12,8.45,23,16.2,17018
17,19,57,18,31.58,11,19.3,8,14.04,6,10.53,14,24.56,17019
17,20,151,41,27.15,38,25.17,30,19.87,13,8.61,29,19.21,17020
17,21,242,59,24.38,67,27.69,38,15.7,31,12.81,47,19.42,17021
17,22,141,40,28.37,26,18.44,29,20.57,18,12.77,28,19.86,17022
17,23,119,35,29.41,38,31.93,14,11.76,16,13.45,16,13.45,17023
17,24,135,36,26.67,40,29.63,20,14.81,17,12.59,22,16.3,17024
17,25,87,19,21.84,23,26.44,14,16.09,11,12.64,20,22.99,17025
17,26,178,57,32.02,53,29.78,21,11.8,24,13.48,23,12.92,17026
17,27,204,51,25.0,69,33.82,38,18.63,20,9.8,26,12.75,17027
17,28,127,33,25.98,35,27.56,22,17.32,15,11.81,22,17.32,17028
17,29,170,48,28.24,49,28.82,42,24.71,13,7.65,18,10.59,17029
17,30,162,33,20.37,40,24.69,35,21.6,24,14.81,30,18.52,17030
17,31,146,40,27.4,35,23.97,19,13.01,20,13.7,32,21.92,17031
17,32,150,34,22.67,53,35.33,22,14.67,26,17.33,15,10.0,17032
17,33,122,35,28.69,30,24.59,23,18.85,17,13.93,17,13.93,17033
17,34,132,29,21.97,42,31.82,22,16.67,17,12.88,22,16.67,17034
17,35,94,24,25.53,30,31.91,18,19.15,8,8.51,14,14.89,17035
17,36,72,17,23.61,23,31.94,12,16.67,11,15.28,9,12.5,17036
17,37,121,31,25.62,36,29.75,17,14.05,16,13.22,21,17.36,17037
17,38,143,37,25.87,45,31.47,27,18.88,14,9.79,20,13.99,17038
17,39,100,27,27.0,30,30.0,18,18.0,15,15.0,10,10.0,17039
17,40,114,29,25.44,35,30.7,21,18.42,17,14.91,12,10.53,17040
17,41,129,22,17.05,46,35.66,31,24.03,16,12.4,14,10.85,17041
17,42,121,30,24.79,35,28.93,19,15.7,13,10.74,24,19.83,17042
17,43,140,34,24.29,38,27.14,28,20.0,21,15.0,19,13.57,17043
17,44,132,32,24.24,33,25.0,30,22.73,14,10.61,23,17.42,17044
17,45,87,19,21.84,32,36.78,16,18.39,7,8.05,13,14.94,17045
17,46,154,43,27.92,47,30.52,26,16.88,18,11.69,20,12.99,17046
17,47,80,15,18.75,26,32.5,14,17.5,4,5.0,21,26.25,17047
17,48,155,27,17.42,52,33.55,30,19.35,16,10.32,30,19.35,17048
17,49,105,28,26.67,37,35.24,21,20.0,10,9.52,9,8.57,17049
17,50,134,31,23.13,47,35.07,20,14.93,18,13.43,18,13.43,17050
17,51,165,35,21.21,65,39.39,29,17.58,18,10.91,18,10.91,17051
17,52,201,51,25.37,59,29.35,26,12.94,31,15.42,34,16.92,17052
17,53,153,47,30.72,42,27.45,28,18.3,24,15.69,12,7.84,17053
17,54,161,40,24.84,44,27.33,31,19.25,18,11.18,28,17.39,17054
17,55,113,26,23.01,35,30.97,21,18.58,12,10.62,19,16.81,17055
17,56,139,34,24.46,63,45.32,22,15.83,7,5.04,13,9.35,17056
17,57,175,50,28.57,58,33.14,22,12.57,16,9.14,29,16.57,17057
17,58,125,30,24.0,45,36.0,15,12.0,12,9.6,23,18.4,17058
17,59,111,11,9.91,17,15.32,9,8.11,7,6.31,67,60.36,17059
17,60,191,47,24.61,79,41.36,26,13.61,17,8.9,22,11.52,17060
17,61,104,25,24.04,38,36.54,18,17.31,13,12.5,10,9.62,17061
17,62,111,31,27.93,34,30.63,16,14.41,13,11.71,17,15.32,17062
17,63,109,28,25.69,26,23.85,25,22.94,10,9.17,20,18.35,17063
17,64,117,26,22.22,34,29.06,27,23.08,14,11.97,16,13.68,17064
18,1,148,69,46.62,49,33.11,12,8.11,7,4.73,11,7.43,18001
18,2,198,64,32.32,80,40.4,19,9.6,10,5.05,25,12.63,18002
18,3,193,94,48.7,64,33.16,10,5.18,19,9.84,6,3.11,18003
18,4,220,56,25.45,94,42.73,20,9.09,18,8.18,32,14.55,18004
18,5,193,79,40.93,63,32.64,16,8.29,15,7.77,20,10.36,18005
18,6,160,60,37.5,59,36.88,12,7.5,13,8.13,16,10.0,18006
18,7,178,60,33.71,77,43.26,9,5.06,16,8.99,16,8.99,18007
18,8,100,29,29.0,38,38.0,12,12.0,8,8.0,13,13.0,18008
18,9,220,78,35.45,74,33.64,10,4.55,21,9.55,37,16.82,18009
18,10,303,72,23.76,124,40.92,31,10.23,28,9.24,48,15.84,18010
18,11,180,81,45.0,54,30.0,15,8.33,14,7.78,16,8.89,18011
18,12,279,97,34.77,88,31.54,26,9.32,27,9.68,41,14.7,18012
18,13,228,75,32.89,80,35.09,25,10.96,21,9.21,27,11.84,18013
18,14,255,75,29.41,100,39.22,29,11.37,22,8.63,29,11.37,18014
18,15,130,58,44.62,38,29.23,11,8.46,17,13.08,6,4.62,18015
18,16,219,65,29.68,92,42.01,20,9.13,16,7.31,26,11.87,18016
18,17,181,71,39.23,77,42.54,9,4.97,12,6.63,12,6.63,18017
18,18,215,84,39.07,60,27.91,17,7.91,16,7.44,38,17.67,18018
18,19,163,49,30.06,64,39.26,14,8.59,12,7.36,24,14.72,18019
18,20,201,75,37.31,59,29.35,30,14.93,12,5.97,25,12.44,18020
18,21,268,93,34.7,102,38.06,26,9.7,20,7.46,27,10.07,18021
18,22,223,65,29.15,94,42.15,24,10.76,18,8.07,22,9.87,18022
18,23,214,88,41.12,64,29.91,22,10.28,22,10.28,18,8.41,18023
18,24,248,73,29.44,80,32.26,33,13.31,24,9.68,38,15.32,18024
18,25,207,54,26.09,78,37.68,22,10.63,17,8.21,36,17.39,18025
18,26,163,44,26.99,52,31.9,21,12.88,11,6.75,35,21.47,18026
18,27,204,82,40.2,60,29.41,23,11.27,21,10.29,18,8.82,18027
18,28,248,92,37.1,101,40.73,22,8.87,27,10.89,6,2.42,18028
18,29,203,63,31.03,88,43.35,25,12.32,7,3.45,20,9.85,18029
18,30,175,51,29.14,61,34.86,22,12.57,9,5.14,32,18.29,18030
18,31,184,57,30.98,76,41.3,23,12.5,11,5.98,17,9.24,18031
18,32,220,62,28.18,92,41.82,21,9.55,13,5.91,32,14.55,18032
18,33,142,43,30.28,52,36.62,13,9.15,10,7.04,24,16.9,18033
18,34,275,94,34.18,82,29.82,19,6.91,14,5.09,66,24.0,18034
18,35,241,61,25.31,100,41.49,28,11.62,13,5.39,39,16.18,18035
18,36,147,65,44.22,52,35.37,10,6.8,8,5.44,12,8.16,18036
18,37,163,42,25.77,65,39.88,20,12.27,13,7.98,23,14.11,18037
18,38,243,67,27.57,99,40.74,21,8.64,16,6.58,40,16.46,18038
18,39,178,42,23.6,69,38.76,23,12.92,15,8.43,29,16.29,18039
18,40,245,69,28.16,99,40.41,22,8.98,23,9.39,32,13.06,18040
18,41,211,88,41.71,72,34.12,15,7.11,25,11.85,11,5.21,18041
18,42,146,36,24.66,55,37.67,20,13.7,15,10.27,20,13.7,18042
18,43,134,49,36.57,47,35.07,19,14.18,12,8.96,7,5.22,18043
18,44,104,20,19.23,39,37.5,16,15.38,14,13.46,15,14.42,18044
18,45,227,53,23.35,92,40.53,27,11.89,14,6.17,41,18.06,18045
18,46,193,45,23.32,76,39.38,24,12.44,18,9.33,30,15.54,18046
18,47,159,64,40.25,47,29.56,16,10.06,9,5.66,23,14.47,18047
18,48,117,35,29.91,51,43.59,16,13.68,12,10.26,3,2.56,18048
18,49,166,50,30.12,60,36.14,20,12.05,15,9.04,21,12.65,18049
18,50,203,83,40.89,62,30.54,24,11.82,16,7.88,18,8.87,18050
18,51,113,35,30.97,38,33.63,17,15.04,8,7.08,15,13.27,18051
18,52,181,53,29.28,65,35.91,17,9.39,10,5.52,36,19.89,18052
18,53,169,56,33.14,58,34.32,23,13.61,10,5.92,22,13.02,18053
18,54,213,48,22.54,85,39.91,28,13.15,18,8.45,34,15.96,18054
18,55,202,74,36.63,81,40.1,16,7.92,20,9.9,11,5.45,18055
18,56,180,44,24.44,79,43.89,26,14.44,14,7.78,17,9.44,18056
18,57,160,72,45.0,38,23.75,15,9.38,16,10.0,19,11.88,18057
18,58,155,43,27.74,52,33.55,21,13.55,14,9.03,25,16.13,18058
18,59,127,44,34.65,36,28.35,17,13.39,12,9.45,18,14.17,18059
18,60,213,72,33.8,83,38.97,25,11.74,11,5.16,22,10.33,18060
18,61,189,67,35.45,70,37.04,16,8.47,19,10.05,17,8.99,18061
18,62,152,51,33.55,54,35.53,12,7.89,10,6.58,25,16.45,18062
18,63,174,52,29.89,67,38.51,25,14.37,14,8.05,16,9.2,18063
18,64,163,59,36.2,59,36.2,19,11.66,21,12.88,5,3.07,18064
19,1,338,122,36.09,119,35.21,65,19.23,27,7.99,5,1.48,19001
19,2,238,60,25.21,77,32.35,49,20.59,22,9.24,30,12.61,19002
19,3,203,66,32.51,80,39.41,24,11.82,28,13.79,5,2.46,19003
19,4,235,59,25.11,111,47.23,35,14.89,27,11.49,3,1.28,19004
19,5,267,75,28.09,67,25.09,59,22.1,19,7.12,47,17.6,19005
19,6,185,49,26.49,71,38.38,31,16.76,32,17.3,2,1.08,19006
19,7,248,71,28.63,119,47.98,31,12.5,22,8.87,5,2.02,19007
19,8,197,81,41.12,68,34.52,31,15.74,14,7.11,3,1.52,19008
19,9,181,61,33.7,66,36.46,29,16.02,25,13.81,0,0.0,19009
19,10,359,80,22.28,81,22.56,126,35.1,30,8.36,42,11.7,19010
19,11,261,81,31.03,90,34.48,41,15.71,43,16.48,6,2.3,19011
19,12,261,101,38.7,79,30.27,45,17.24,32,12.26,4,1.53,19012
19,13,194,46,23.71,50,25.77,34,17.53,22,11.34,42,21.65,19013
19,14,151,40,26.49,57,37.75,32,21.19,20,13.25,2,1.32,19014
19,15,136,35,25.74,55,40.44,20,14.71,21,15.44,5,3.68,19015
19,16,314,160,50.96,87,27.71,33,10.51,24,7.64,10,3.18,19016
19,17,313,102,32.59,117,37.38,45,14.38,39,12.46,10,3.19,19017
19,18,301,71,23.59,55,18.27,145,48.17,19,6.31,11,3.65,19018
19,19,267,63,23.6,112,41.95,42,15.73,22,8.24,28,10.49,19019
19,20,230,43,18.7,59,25.65,58,25.22,32,13.91,38,16.52,19020
19,21,191,54,28.27,72,37.7,36,18.85,26,13.61,3,1.57,19021
19,22,302,88,29.14,120,39.74,36,11.92,35,11.59,23,7.62,19022
19,23,284,58,20.42,106,37.32,79,27.82,36,12.68,5,1.76,19023
19,24,210,67,31.9,83,39.52,27,12.86,29,13.81,4,1.9,19024
19,25,290,73,25.17,117,40.34,57,19.66,21,7.24,22,7.59,19025
19,26,266,86,32.33,94,35.34,50,18.8,22,8.27,14,5.26,19026
19,27,154,33,21.43,38,24.68,28,18.18,25,16.23,30,19.48,19027
19,28,288,71,24.65,94,32.64,38,13.19,32,11.11,53,18.4,19028
19,29,194,41,21.13,86,44.33,30,15.46,32,16.49,5,2.58,19029
19,30,219,62,28.31,92,42.01,32,14.61,30,13.7,3,1.37,19030
19,31,228,62,27.19,105,46.05,26,11.4,19,8.33,16,7.02,19031
19,32,305,85,27.87,134,43.93,47,15.41,30,9.84,9,2.95,19032
19,33,239,97,40.59,72,30.13,35,14.64,32,13.39,3,1.26,19033
19,34,263,87,33.08,111,42.21,36,13.69,19,7.22,10,3.8,19034
19,35,250,60,24.0,102,40.8,38,15.2,23,9.2,27,10.8,19035
19,36,251,39,15.54,78,31.08,48,19.12,42,16.73,44,17.53,19036
19,37,236,58,24.58,90,38.14,36,15.25,26,11.02,26,11.02,19037
19,38,310,63,20.32,95,30.65,53,17.1,40,12.9,59,19.03,19038
19,39,111,24,21.62,32,28.83,21,18.92,16,14.41,18,16.22,19039
19,40,240,72,30.0,85,35.42,33,13.75,29,12.08,21,8.75,19040
19,41,208,48,23.08,91,43.75,34,16.35,33,15.87,2,0.96,19041
19,42,200,50,25.0,67,33.5,32,16.0,22,11.0,29,14.5,19042
19,43,243,55,22.63,68,27.98,56,23.05,19,7.82,45,18.52,19043
19,44,174,61,35.06,67,38.51,24,13.79,16,9.2,6,3.45,19044
19,45,294,100,34.01,89,30.27,65,22.11,30,10.2,10,3.4,19045
19,46,380,89,23.42,143,37.63,101,26.58,36,9.47,11,2.89,19046
19,47,165,43,26.06,51,30.91,23,13.94,21,12.73,27,16.36,19047
19,48,161,45,27.95,36,22.36,21,13.04,13,8.07,46,28.57,19048
19,49,296,79,26.69,80,27.03,42,14.19,26,8.78,69,23.31,19049
19,50,228,65,28.51,49,21.49,40,17.54,23,10.09,51,22.37,19050
19,51,208,73,35.1,67,32.21,29,13.94,39,18.75,0,0.0,19051
19,52,166,28,16.87,64,38.55,47,28.31,26,15.66,1,0.6,19052
19,53,274,102,37.23,101,36.86,45,16.42,19,6.93,7,2.55,19053
19,54,195,30,15.38,99,50.77,32,16.41,32,16.41,2,1.03,19054
19,55,203,41,20.2,79,38.92,39,19.21,34,16.75,10,4.93,19055
19,56,316,103,32.59,74,23.42,74,23.42,29,9.18,36,11.39,19056
19,57,281,60,21.35,82,29.18,69,24.56,42,14.95,28,9.96,19057
19,58,231,93,40.26,78,33.77,28,12.12,28,12.12,4,1.73,19058
19,59,262,47,17.94,130,49.62,44,16.79,36,13.74,5,1.91,19059
19,60,231,64,27.71,60,25.97,33,14.29,26,11.26,48,20.78,19060
19,61,368,154,41.85,100,27.17,74,20.11,32,8.7,8,2.17,19061
19,62,272,82,30.15,109,40.07,39,14.34,31,11.4,11,4.04,19062
19,63,189,42,22.22,66,34.92,29,15.34,28,14.81,24,12.7,19063
19,64,316,76,24.05,106,33.54,53,16.77,39,12.34,42,13.29,19064
19,65,176,32,18.18,67,38.07,25,14.2,28,15.91,24,13.64,19065
19,66,201,57,28.36,56,27.86,38,18.91,18,8.96,32,15.92,19066
19,67,57,13,22.81,26,45.61,10,17.54,5,8.77,3,5.26,19067
20,1,136,38,27.94,38,27.94,23,16.91,14,10.29,23,16.91,20001
20,2,123,28,22.76,34,27.64,25,20.33,15,12.2,21,17.07,20002
20,3,150,49,32.67,34,22.67,27,18.0,16,10.67,24,16.0,20003
20,4,81,21,25.93,26,32.1,12,14.81,12,14.81,10,12.35,20004
20,5,97,28,28.87,25,25.77,21,21.65,10,10.31,13,13.4,20005
20,6,127,21,16.54,36,28.35,29,22.83,15,11.81,26,20.47,20006
20,7,77,24,31.17,15,19.48,21,27.27,11,14.29,6,7.79,20007
20,8,43,10,23.26,14,32.56,9,20.93,5,11.63,5,11.63,20008
20,9,115,23,20.0,36,31.3,22,19.13,10,8.7,24,20.87,20009
20,10,123,29,23.58,37,30.08,18,14.63,12,9.76,27,21.95,20010
20,11,76,15,19.74,20,26.32,21,27.63,10,13.16,10,13.16,20011
20,12,53,10,18.87,16,30.19,12,22.64,4,7.55,11,20.75,20012
20,13,31,7,22.58,10,32.26,6,19.35,2,6.45,6,19.35,20013
20,14,168,36,21.43,48,28.57,42,25.0,21,12.5,21,12.5,20014
20,15,39,9,23.08,12,30.77,9,23.08,5,12.82,4,10.26,20015
20,16,50,10,20.0,13,26.0,13,26.0,7,14.0,7,14.0,20016
