ward,precinct,total,Patrick Dennis Riley,Patrick Dennis Riley Percent,Jeanne Marie Reynolds,Jeanne Marie Reynolds Percent,Michelle Jordan,Michelle Jordan Percent,Kathleen Ann Panozzo,Kathleen Ann Panozzo Percent,William Burnett Raines,William Burnett Raines Percent,precinct_id
13,46,190,29,15.26,10,5.26,119,62.63,28,14.74,4,2.11,13046
13,47,172,32,18.6,9,5.23,102,59.3,26,15.12,3,1.74,13047
13,48,221,40,18.1,17,7.69,132,59.73,22,9.95,10,4.52,13048
13,49,256,34,13.28,7,2.73,190,74.22,19,7.42,6,2.34,13049
13,50,272,17,6.25,5,1.84,228,83.82,16,5.88,6,2.21,13050
13,51,161,10,6.21,16,9.94,107,66.46,26,16.15,2,1.24,13051
13,52,204,36,17.65,14,6.86,119,58.33,29,14.22,6,2.94,13052
13,53,231,38,16.45,21,9.09,144,62.34,21,9.09,7,3.03,13053
13,54,201,31,15.42,7,3.48,137,68.16,21,10.45,5,2.49,13054
14,1,114,21,18.42,15,13.16,67,58.77,6,5.26,5,4.39,14001
14,2,111,25,22.52,22,19.82,28,25.23,26,23.42,10,9.01,14002
14,3,166,33,19.88,15,9.04,93,56.02,19,11.45,6,3.61,14003
14,4,93,12,12.9,12,12.9,51,54.84,12,12.9,6,6.45,14004
14,5,182,19,10.44,14,7.69,126,69.23,12,6.59,11,6.04,14005
14,6,124,34,27.42,19,15.32,48,38.71,19,15.32,4,3.23,14006
14,7,131,27,20.61,23,17.56,63,48.09,14,10.69,4,3.05,14007
14,8,81,19,23.46,10,12.35,33,40.74,12,14.81,7,8.64,14008
14,9,145,26,17.93,15,10.34,75,51.72,23,15.86,6,4.14,14009
14,10,140,29,20.71,10,7.14,78,55.71,20,14.29,3,2.14,14010
14,11,111,25,22.52,5,4.5,63,56.76,12,10.81,6,5.41,14011
14,12,111,12,10.81,7,6.31,72,64.86,15,13.51,5,4.5,14012
14,13,149,50,33.56,14,9.4,57,38.26,20,13.42,8,5.37,14013
14,14,79,18,22.78,8,10.13,39,49.37,8,10.13,6,7.59,14014
14,15,226,25,11.06,15,6.64,168,74.34,11,4.87,7,3.1,14015
14,16,133,37,27.82,19,14.29,52,39.1,16,12.03,9,6.77,14016
14,17,171,17,9.94,10,5.85,124,72.51,17,9.94,3,1.75,14017
14,18,103,37,35.92,15,14.56,30,29.13,12,11.65,9,8.74,14018
14,19,212,39,18.4,22,10.38,117,55.19,21,9.91,13,6.13,14019
14,20,111,19,17.12,10,9.01,56,50.45,20,18.02,6,5.41,14020
14,21,151,19,12.58,10,6.62,109,72.19,11,7.28,2,1.32,14021
14,22,131,25,19.08,11,8.4,70,53.44,21,16.03,4,3.05,14022
14,23,109,24,22.02,7,6.42,64,58.72,8,7.34,6,5.5,14023
14,24,94,20,21.28,9,9.57,55,58.51,10,10.64,0,0.0,14024
14,25,154,34,22.08,19,12.34,75,48.7,23,14.94,3,1.95,14025
14,26,87,18,20.69,18,20.69,37,42.53,9,10.34,5,5.75,14026
14,27,83,27,32.53,13,15.66,23,27.71,15,18.07,5,6.02,14027
14,28,123,30,24.39,21,17.07,44,35.77,20,16.26,8,6.5,14028
14,29,167,20,11.98,14,8.38,100,59.88,22,13.17,11,6.59,14029
14,30,112,23,20.54,15,13.39,61,54.46,8,7.14,5,4.46,14030
14,31,168,17,10.12,6,3.57,128,76.19,10,5.95,7,4.17,14031
14,32,93,20,21.51,13,13.98,45,48.39,9,9.68,6,6.45,14032
14,33,125,24,19.2,12,9.6,70,56.0,14,11.2,5,4.0,14033
14,34,138,10,7.25,6,4.35,108,78.26,11,7.97,3,2.17,14034
14,35,71,20,28.17,10,14.08,27,38.03,8,11.27,6,8.45,14035
14,36,174,29,16.67,22,12.64,79,45.4,33,18.97,11,6.32,14036
14,37,104,13,12.5,9,8.65,73,70.19,8,7.69,1,0.96,14037
15,1,92,24,26.09,18,19.57,32,34.78,13,14.13,5,5.43,15001
15,2,119,32,26.89,17,14.29,54,45.38,4,3.36,12,10.08,15002
15,3,128,25,19.53,21,16.41,66,51.56,4,3.13,12,9.38,15003
15,4,94,22,23.4,15,15.96,41,43.62,4,4.26,12,12.77,15004
15,5,114,25,21.93,22,19.3,57,50.0,5,4.39,5,4.39,15005
15,6,125,18,14.4,30,24.0,50,40.0,15,12.0,12,9.6,15006
15,7,128,30,23.44,25,19.53,60,46.88,4,3.13,9,7.03,15007
15,8,159,31,19.5,33,20.75,70,44.03,13,8.18,12,7.55,15008
15,9,129,27,20.93,17,13.18,59,45.74,9,6.98,17,13.18,15009
15,10,93,29,31.18,16,17.2,24,25.81,16,17.2,8,8.6,15010
15,11,143,23,16.08,34,23.78,58,40.56,9,6.29,19,13.29,15011
15,12,96,22,22.92,15,15.63,47,48.96,4,4.17,8,8.33,15012
15,13,74,11,14.86,17,22.97,30,40.54,10,13.51,6,8.11,15013
15,14,145,36,24.83,21,14.48,37,25.52,37,25.52,14,9.66,15014
15,15,95,16,16.84,18,18.95,48,50.53,8,8.42,5,5.26,15015
15,16,67,24,35.82,11,16.42,9,13.43,13,19.4,10,14.93,15016
15,17,117,36,30.77,18,15.38,48,41.03,6,5.13,9,7.69,15017
15,18,104,28,26.92,17,16.35,42,40.38,7,6.73,10,9.62,15018
15,19,123,24,19.51,24,19.51,50,40.65,7,5.69,18,14.63,15019
15,20,125,35,28.0,24,19.2,49,39.2,5,4.0,12,9.6,15020
15,21,130,33,25.38,24,18.46,53,40.77,7,5.38,13,10.0,15021
15,22,131,31,23.66,31,23.66,48,36.64,5,3.82,16,12.21,15022
15,23,105,23,21.9,12,11.43,57,54.29,2,1.9,11,10.48,15023
15,24,102,24,23.53,15,14.71,45,44.12,9,8.82,9,8.82,15024
15,25,95,23,24.21,13,13.68,40,42.11,11,11.58,8,8.42,15025
15,26,99,17,17.17,22,22.22,45,45.45,7,7.07,8,8.08,15026
15,27,95,15,15.79,13,13.68,53,55.79,5,5.26,9,9.47,15027
15,28,123,43,34.96,24,19.51,28,22.76,20,16.26,8,6.5,15028
15,29,48,6,12.5,6,12.5,27,56.25,5,10.42,4,8.33,15029
15,30,144,31,21.53,30,20.83,60,41.67,7,4.86,16,11.11,15030
15,31,94,21,22.34,18,19.15,36,38.3,10,10.64,9,9.57,15031
15,32,126,22,17.46,30,23.81,54,42.86,11,8.73,9,7.14,15032
15,33,106,16,15.09,20,18.87,56,52.83,4,3.77,10,9.43,15033
15,34,86,18,20.93,16,18.6,40,46.51,3,3.49,9,10.47,15034
15,35,108,37,34.26,17,15.74,43,39.81,4,3.7,7,6.48,15035
15,36,100,31,31.0,14,14.0,42,42.0,4,4.0,9,9.0,15036
15,37,108,17,15.74,19,17.59,56,51.85,8,7.41,8,7.41,15037
15,38,114,23,20.18,20,17.54,56,49.12,4,3.51,11,9.65,15038
15,39,129,27,20.93,28,21.71,52,40.31,7,5.43,15,11.63,15039
15,40,121,28,23.14,25,20.66,51,42.15,6,4.96,11,9.09,15040
15,41,177,27,15.25,35,19.77,91,51.41,8,4.52,16,9.04,15041
15,42,76,14,18.42,16,21.05,37,48.68,3,3.95,6,7.89,15042
15,43,118,30,25.42,20,16.95,54,45.76,4,3.39,10,8.47,15043
15,44,134,31,23.13,18,13.43,58,43.28,15,11.19,12,8.96,15044
15,45,52,10,19.23,8,15.38,21,40.38,6,11.54,7,13.46,15045
15,46,127,23,18.11,26,20.47,61,48.03,5,3.94,12,9.45,15046
15,47,127,27,21.26,22,17.32,61,48.03,3,2.36,14,11.02,15047
15,48,99,21,21.21,21,21.21,43,43.43,8,8.08,6,6.06,15048
15,49,74,23,31.08,12,16.22,30,40.54,5,6.76,4,5.41,15049
15,50,106,21,19.81,18,16.98,54,50.94,3,2.83,10,9.43,15050
15,51,80,11,13.75,17,21.25,32,40.0,7,8.75,13,16.25,15051
15,52,74,21,28.38,13,17.57,30,40.54,5,6.76,5,6.76,15052
16,1,66,22,33.33,12,18.18,26,39.39,4,6.06,2,3.03,16001
16,2,95,18,18.95,13,13.68,45,47.37,4,4.21,15,15.79,16002
16,3,116,23,19.83,19,16.38,56,48.28,7,6.03,11,9.48,16003
16,4,112,28,25.0,20,17.86,43,38.39,12,10.71,9,8.04,16004
16,5,155,37,23.87,29,18.71,66,42.58,8,5.16,15,9.68,16005
16,6,41,6,14.63,9,21.95,20,48.78,4,9.76,2,4.88,16006
16,7,83,15,18.07,17,20.48,42,50.6,3,3.61,6,7.23,16007
16,8,99,30,30.3,18,18.18,32,32.32,7,7.07,12,12.12,16008
16,9,172,33,19.19,25,14.53,82,47.67,8,4.65,24,13.95,16009
16,10,90,20,22.22,16,17.78,38,42.22,5,5.56,11,12.22,16010
16,11,124,30,24.19,17,13.71,57,45.97,9,7.26,11,8.87,16011
16,12,91,25,27.47,17,18.68,35,38.46,5,5.49,9,9.89,16012
16,13,96,25,26.04,22,22.92,38,39.58,8,8.33,3,3.13,16013
16,14,141,21,14.89,29,20.57,71,50.35,7,4.96,13,9.22,16014
16,15,147,28,19.05,28,19.05,73,49.66,5,3.4,13,8.84,16015
16,16,116,29,25.0,18,15.52,50,43.1,3,2.59,16,13.79,16016
16,17,149,50,33.56,20,13.42,31,20.81,34,22.82,14,9.4,16017
16,18,113,13,11.5,18,15.93,62,54.87,8,7.08,12,10.62,16018
16,19,102,17,16.67,19,18.63,42,41.18,8,7.84,16,15.69,16019
16,20,138,30,21.74,29,21.01,65,47.1,4,2.9,10,7.25,16020
16,21,87,31,35.63,12,13.79,24,27.59,11,12.64,9,10.34,16021
16,22,109,22,20.18,22,20.18,55,50.46,2,1.83,8,7.34,16022
16,23,107,22,20.56,21,19.63,42,39.25,10,9.35,12,11.21,16023
16,24,57,8,14.04,13,22.81,33,57.89,0,0.0,3,5.26,16024
16,25,100,21,21.0,19,19.0,47,47.0,2,2.0,11,11.0,16025
16,26,128,30,23.44,22,17.19,57,44.53,6,4.69,13,10.16,16026
16,27,140,26,18.57,26,18.57,71,50.71,6,4.29,11,7.86,16027
16,28,156,29,18.59,29,18.59,81,51.92,5,3.21,12,7.69,16028
16,29,66,19,28.79,8,12.12,32,48.48,5,7.58,2,3.03,16029
16,30,80,19,23.75,9,11.25,30,37.5,7,8.75,15,18.75,16030
16,31,141,25,17.73,19,13.48,85,60.28,1,0.71,11,7.8,16031
16,32,96,31,32.29,18,18.75,20,20.83,19,19.79,8,8.33,16032
16,33,104,27,25.96,17,16.35,45,43.27,6,5.77,9,8.65,16033
16,34,119,25,21.01,18,15.13,63,52.94,2,1.68,11,9.24,16034
16,35,98,20,20.41,23,23.47,30,30.61,16,16.33,9,9.18,16035
16,36,116,26,22.41,16,13.79,53,45.69,3,2.59,18,15.52,16036
16,37,90,24,26.67,13,14.44,42,46.67,3,3.33,8,8.89,16037
16,38,135,39,28.89,18,13.33,55,40.74,9,6.67,14,10.37,16038
16,39,47,15,31.91,9,19.15,6,12.77,12,25.53,5,10.64,16039
16,40,158,31,19.62,27,17.09,88,55.7,2,1.27,10,6.33,16040
16,41,60,8,13.33,11,18.33,30,50.0,4,6.67,7,11.67,16041
16,42,52,13,25.0,11,21.15,10,19.23,14,26.92,4,7.69,16042
16,43,128,29,22.66,19,14.84,59,46.09,5,3.91,16,12.5,16043
16,44,110,25,22.73,24,21.82,40,36.36,6,5.45,15,13.64,16044
16,45,84,12,14.29,22,26.19,37,44.05,1,1.19,12,14.29,16045
16,46,34,10,29.41,7,20.59,9,26.47,5,14.71,3,8.82,16046
16,47,47,12,25.53,12,25.53,18,38.3,2,4.26,3,6.38,16047
17,1,111,22,19.82,15,13.51,66,59.46,2,1.8,6,5.41,17001
17,2,144,23,15.97,29,20.14,73,50.69,5,3.47,14,9.72,17002
17,3,109,27,24.77,12,11.01,60,55.05,1,0.92,9,8.26,17003
17,4,230,42,18.26,36,15.65,121,52.61,8,3.48,23,10.0,17004
17,5,140,22,15.71,27,19.29,72,51.43,6,4.29,13,9.29,17005
17,6,129,23,17.83,17,13.18,68,52.71,4,3.1,17,13.18,17006
17,7,187,30,16.04,21,11.23,106,56.68,5,2.67,25,13.37,17007
17,8,120,23,19.17,19,15.83,67,55.83,2,1.67,9,7.5,17008
17,9,101,19,18.81,13,12.87,56,55.45,3,2.97,10,9.9,17009
17,10,154,31,20.13,20,12.99,85,55.19,5,3.25,13,8.44,17010
17,11,183,28,15.3,26,14.21,106,57.92,8,4.37,15,8.2,17011
17,12,199,25,12.56,37,18.59,110,55.28,12,6.03,15,7.54,17012
17,13,121,18,14.88,20,16.53,66,54.55,6,4.96,11,9.09,17013
17,14,145,25,17.24,30,20.69,79,54.48,4,2.76,7,4.83,17014
17,15,116,11,9.48,22,18.97,68,58.62,4,3.45,11,9.48,17015
17,16,133,24,18.05,21,15.79,66,49.62,10,7.52,12,9.02,17016
17,17,105,19,18.1,11,10.48,61,58.1,9,8.57,5,4.76,17017
17,18,152,17,11.18,19,12.5,94,61.84,7,4.61,15,9.87,17018
17,19,60,9,15.0,5,8.33,36,60.0,2,3.33,8,13.33,17019
17,20,153,31,20.26,19,12.42,86,56.21,4,2.61,13,8.5,17020
17,21,252,24,9.52,17,6.75,182,72.22,7,2.78,22,8.73,17021
17,22,142,22,15.49,28,19.72,73,51.41,6,4.23,13,9.15,17022
17,23,115,31,26.96,29,25.22,35,30.43,2,1.74,18,15.65,17023
17,24,139,25,17.99,22,15.83,81,58.27,2,1.44,9,6.47,17024
17,25,91,15,16.48,16,17.58,45,49.45,3,3.3,12,13.19,17025
17,26,189,26,13.76,30,15.87,112,59.26,5,2.65,16,8.47,17026
17,27,206,48,23.3,37,17.96,82,39.81,9,4.37,30,14.56,17027
17,28,121,8,6.61,21,17.36,71,58.68,6,4.96,15,12.4,17028
17,29,175,23,13.14,30,17.14,102,58.29,8,4.57,12,6.86,17029
17,30,176,29,16.48,34,19.32,96,54.55,4,2.27,13,7.39,17030
17,31,155,30,19.35,26,16.77,72,46.45,8,5.16,19,12.26,17031
17,32,166,19,11.45,29,17.47,98,59.04,5,3.01,15,9.04,17032
17,33,119,23,19.33,19,15.97,56,47.06,8,6.72,13,10.92,17033
17,34,139,23,16.55,21,15.11,70,50.36,8,5.76,17,12.23,17034
17,35,96,17,17.71,16,16.67,52,54.17,3,3.13,8,8.33,17035
17,36,85,20,23.53,10,11.76,46,54.12,3,3.53,6,7.06,17036
17,37,122,26,21.31,19,15.57,49,40.16,6,4.92,22,18.03,17037
17,38,140,25,17.86,29,20.71,75,53.57,1,0.71,10,7.14,17038
17,39,124,17,13.71,13,10.48,82,66.13,5,4.03,7,5.65,17039
17,40,127,22,17.32,18,14.17,73,57.48,7,5.51,7,5.51,17040
17,41,142,21,14.79,23,16.2,79,55.63,6,4.23,13,9.15,17041
17,42,130,21,16.15,35,26.92,59,45.38,2,1.54,13,10.0,17042
17,43,148,21,14.19,17,11.49,95,64.19,5,3.38,10,6.76,17043
17,44,142,20,14.08,12,8.45,92,64.79,6,4.23,12,8.45,17044
17,45,104,25,24.04,12,11.54,58,55.77,4,3.85,5,4.81,17045
17,46,157,36,22.93,25,15.92,69,43.95,8,5.1,19,12.1,17046
17,47,91,13,14.29,18,19.78,51,56.04,3,3.3,6,6.59,17047
17,48,163,28,17.18,28,17.18,77,47.24,8,4.91,22,13.5,17048
17,49,118,13,11.02,21,17.8,67,56.78,4,3.39,13,11.02,17049
17,50,133,23,17.29,27,20.3,61,45.86,6,4.51,16,12.03,17050
17,51,165,28,16.97,34,20.61,79,47.88,7,4.24,17,10.3,17051
17,52,205,28,13.66,37,18.05,116,56.59,10,4.88,14,6.83,17052
17,53,158,22,13.92,22,13.92,100,63.29,3,1.9,11,6.96,17053
17,54,185,23,12.43,23,12.43,118,63.78,4,2.16,17,9.19,17054
17,55,112,22,19.64,10,8.93,67,59.82,3,2.68,10,8.93,17055
17,56,143,30,20.98,24,16.78,68,47.55,5,3.5,16,11.19,17056
17,57,186,29,15.59,34,18.28,94,50.54,7,3.76,22,11.83,17057
17,58,131,18,13.74,20,15.27,72,54.96,6,4.58,15,11.45,17058
17,59,112,8,7.14,11,9.82,88,78.57,1,0.89,4,3.57,17059
17,60,202,34,16.83,41,20.3,102,50.5,11,5.45,14,6.93,17060
17,61,115,17,14.78,19,16.52,61,53.04,5,4.35,13,11.3,17061
17,62,131,29,22.14,21,16.03,73,55.73,2,1.53,6,4.58,17062
17,63,119,18,15.13,22,18.49,60,50.42,3,2.52,16,13.45,17063
17,64,130,21,16.15,21,16.15,58,44.62,18,13.85,12,9.23,17064
18,1,144,27,18.75,11,7.64,90,62.5,4,2.78,12,8.33,18001
18,2,200,42,21.0,23,11.5,103,51.5,14,7.0,18,9.0,18002
18,3,183,43,23.5,19,10.38,80,43.72,33,18.03,8,4.37,18003
18,4,217,28,12.9,25,11.52,144,66.36,7,3.23,13,5.99,18004
18,5,190,29,15.26,24,12.63,120,63.16,2,1.05,15,7.89,18005
18,6,145,39,26.9,10,6.9,57,39.31,28,19.31,11,7.59,18006
18,7,178,32,17.98,13,7.3,110,61.8,15,8.43,8,4.49,18007
18,8,97,8,8.25,11,11.34,62,63.92,6,6.19,10,10.31,18008
18,9,205,30,14.63,19,9.27,126,61.46,18,8.78,12,5.85,18009
18,10,294,35,11.9,46,15.65,165,56.12,17,5.78,31,10.54,18010
18,11,177,24,13.56,14,7.91,116,65.54,13,7.34,10,5.65,18011
18,12,282,35,12.41,25,8.87,176,62.41,18,6.38,28,9.93,18012
18,13,210,27,12.86,25,11.9,133,63.33,10,4.76,15,7.14,18013
18,14,254,31,12.2,24,9.45,156,61.42,18,7.09,25,9.84,18014
18,15,123,20,16.26,15,12.2,63,51.22,20,16.26,5,4.07,18015
18,16,205,26,12.68,30,14.63,126,61.46,3,1.46,20,9.76,18016
18,17,174,33,18.97,17,9.77,106,60.92,10,5.75,8,4.6,18017
18,18,218,28,12.84,28,12.84,142,65.14,3,1.38,17,7.8,18018
18,19,170,25,14.71,22,12.94,107,62.94,7,4.12,9,5.29,18019
18,20,198,17,8.59,19,9.6,146,73.74,5,2.53,11,5.56,18020
18,21,257,33,12.84,42,16.34,149,57.98,15,5.84,18,7.0,18021
18,22,228,18,7.89,17,7.46,169,74.12,7,3.07,17,7.46,18022
18,23,205,26,12.68,26,12.68,123,60.0,15,7.32,15,7.32,18023
18,24,261,29,11.11,40,15.33,161,61.69,7,2.68,24,9.2,18024
18,25,202,27,13.37,30,14.85,119,58.91,5,2.48,21,10.4,18025
18,26,169,16,9.47,18,10.65,111,65.68,8,4.73,16,9.47,18026
18,27,200,37,18.5,27,13.5,111,55.5,15,7.5,10,5.0,18027
18,28,239,68,28.45,13,5.44,86,35.98,66,27.62,6,2.51,18028
18,29,188,29,15.43,20,10.64,108,57.45,24,12.77,7,3.72,18029
18,30,180,20,11.11,24,13.33,115,63.89,2,1.11,19,10.56,18030
18,31,180,41,22.78,26,14.44,95,52.78,8,4.44,10,5.56,18031
18,32,221,20,9.05,18,8.14,161,72.85,7,3.17,15,6.79,18032
18,33,148,25,16.89,25,16.89,78,52.7,3,2.03,17,11.49,18033
18,34,271,22,8.12,33,12.18,177,65.31,17,6.27,22,8.12,18034
18,35,245,29,11.84,31,12.65,147,60.0,17,6.94,21,8.57,18035
18,36,134,17,12.69,16,11.94,82,61.19,9,6.72,10,7.46,18036
18,37,157,14,8.92,24,15.29,94,59.87,14,8.92,11,7.01,18037
18,38,261,32,12.26,36,13.79,172,65.9,4,1.53,17,6.51,18038
18,39,175,36,20.57,31,17.71,80,45.71,10,5.71,18,10.29,18039
18,40,249,28,11.24,41,16.47,148,59.44,12,4.82,20,8.03,18040
18,41,211,42,19.91,9,4.27,107,50.71,43,20.38,10,4.74,18041
18,42,149,20,13.42,21,14.09,89,59.73,7,4.7,12,8.05,18042
18,43,130,25,19.23,16,12.31,65,50.0,15,11.54,9,6.92,18043
18,44,106,20,18.87,15,14.15,53,50.0,9,8.49,9,8.49,18044
18,45,233,24,10.3,36,15.45,154,66.09,6,2.58,13,5.58,18045
18,46,200,28,14.0,23,11.5,125,62.5,6,3.0,18,9.0,18046
18,47,153,27,17.65,19,12.42,89,58.17,5,3.27,13,8.5,18047
18,48,113,40,35.4,13,11.5,37,32.74,19,16.81,4,3.54,18048
18,49,176,37,21.02,29,16.48,93,52.84,6,3.41,11,6.25,18049
18,50,152,18,11.84,18,11.84,98,64.47,6,3.95,12,7.89,18050
18,51,116,18,15.52,23,19.83,62,53.45,5,4.31,8,6.9,18051
18,52,191,22,11.52,25,13.09,128,67.02,4,2.09,12,6.28,18052
18,53,165,13,7.88,17,10.3,124,75.15,2,1.21,9,5.45,18053
18,54,214,21,9.81,27,12.62,140,65.42,7,3.27,19,8.88,18054
18,55,191,58,30.37,7,3.66,76,39.79,42,21.99,8,4.19,18055
18,56,177,34,19.21,24,13.56,85,48.02,18,10.17,16,9.04,18056
18,57,158,26,16.46,20,12.66,91,57.59,17,10.76,4,2.53,18057
18,58,156,28,17.95,25,16.03,82,52.56,10,6.41,11,7.05,18058
18,59,109,14,12.84,17,15.6,60,55.05,8,7.34,10,9.17,18059
18,60,217,24,11.06,25,11.52,157,72.35,2,0.92,9,4.15,18060
18,61,206,21,10.19,30,14.56,149,72.33,1,0.49,5,2.43,18061
18,62,154,19,12.34,12,7.79,108,70.13,4,2.6,11,7.14,18062
18,63,157,19,12.1,27,17.2,94,59.87,2,1.27,15,9.55,18063
18,64,160,37,23.13,18,11.25,78,48.75,20,12.5,7,4.38,18064
19,1,335,88,26.27,16,4.78,23,6.87,201,60.0,7,2.09,19001
19,2,239,37,15.48,32,13.39,81,33.89,70,29.29,19,7.95,19002
19,3,200,50,25.0,12,6.0,14,7.0,121,60.5,3,1.5,19003
19,4,227,68,29.96,19,8.37,17,7.49,117,51.54,6,2.64,19004
19,5,265,32,12.08,31,11.7,80,30.19,105,39.62,17,6.42,19005
19,6,182,59,32.42,11,6.04,8,4.4,97,53.3,7,3.85,19006
19,7,256,37,14.45,21,8.2,23,8.98,173,67.58,2,0.78,19007
19,8,193,44,22.8,9,4.66,16,8.29,122,63.21,2,1.04,19008
19,9,179,67,37.43,14,7.82,17,9.5,75,41.9,6,3.35,19009
19,10,337,47,13.95,39,11.57,108,32.05,129,38.28,14,4.15,19010
19,11,267,73,27.34,15,5.62,20,7.49,151,56.55,8,3.0,19011
19,12,269,69,25.65,12,4.46,6,2.23,176,65.43,6,2.23,19012
19,13,200,15,7.5,27,13.5,106,53.0,35,17.5,17,8.5,19013
19,14,149,46,30.87,6,4.03,11,7.38,84,56.38,2,1.34,19014
19,15,128,50,39.06,12,9.38,11,8.59,53,41.41,2,1.56,19015
19,16,317,64,20.19,13,4.1,23,7.26,211,66.56,6,1.89,19016
19,17,305,64,20.98,11,3.61,20,6.56,203,66.56,7,2.3,19017
19,18,292,47,16.1,25,8.56,66,22.6,140,47.95,14,4.79,19018
19,19,251,42,16.73,23,9.16,63,25.1,105,41.83,18,7.17,19019
19,20,224,41,18.3,33,14.73,79,35.27,57,25.45,14,6.25,19020
19,21,198,55,27.78,13,6.57,16,8.08,110,55.56,4,2.02,19021
19,22,290,51,17.59,29,10.0,55,18.97,147,50.69,8,2.76,19022
19,23,283,58,20.49,20,7.07,20,7.07,181,63.96,4,1.41,19023
19,24,210,71,33.81,7,3.33,14,6.67,112,53.33,6,2.86,19024
19,25,284,51,17.96,32,11.27,63,22.18,126,44.37,12,4.23,19025
19,26,270,38,14.07,17,6.3,50,18.52,157,58.15,8,2.96,19026
19,27,156,21,13.46,15,9.62,61,39.1,47,30.13,12,7.69,19027
19,28,288,32,11.11,43,14.93,140,48.61,56,19.44,17,5.9,19028
19,29,186,66,35.48,8,4.3,11,5.91,90,48.39,11,5.91,19029
19,30,211,63,29.86,19,9.0,15,7.11,110,52.13,4,1.9,19030
19,31,224,26,11.61,23,10.27,35,15.63,135,60.27,5,2.23,19031
19,32,302,56,18.54,17,5.63,15,4.97,203,67.22,11,3.64,19032
19,33,232,63,27.16,15,6.47,12,5.17,137,59.05,5,2.16,19033
19,34,265,41,15.47,11,4.15,38,14.34,169,63.77,6,2.26,19034
19,35,245,44,17.96,21,8.57,56,22.86,115,46.94,9,3.67,19035
19,36,258,32,12.4,33,12.79,120,46.51,62,24.03,11,4.26,19036
19,37,226,25,11.06,26,11.5,84,37.17,80,35.4,11,4.87,19037
19,38,302,39,12.91,42,13.91,107,35.43,90,29.8,24,7.95,19038
19,39,113,17,15.04,21,18.58,48,42.48,17,15.04,10,8.85,19039
19,40,235,31,13.19,13,5.53,59,25.11,123,52.34,9,3.83,19040
19,41,209,62,29.67,13,6.22,13,6.22,116,55.5,5,2.39,19041
19,42,189,24,12.7,16,8.47,74,39.15,63,33.33,12,6.35,19042
19,43,244,19,7.79,35,14.34,151,61.89,21,8.61,18,7.38,19043
19,44,176,52,29.55,7,3.98,13,7.39,97,55.11,7,3.98,19044
19,45,280,69,24.64,27,9.64,17,6.07,163,58.21,4,1.43,19045
19,46,382,71,18.59,29,7.59,35,9.16,241,63.09,6,1.57,19046
19,47,173,21,12.14,18,10.4,77,44.51,48,27.75,9,5.2,19047
19,48,162,21,12.96,23,14.2,81,50.0,22,13.58,15,9.26,19048
19,49,302,22,7.28,33,10.93,141,46.69,86,28.48,20,6.62,19049
19,50,228,31,13.6,40,17.54,120,52.63,19,8.33,18,7.89,19050
19,51,207,67,32.37,14,6.76,6,2.9,118,57.0,2,0.97,19051
19,52,159,60,37.74,14,8.81,10,6.29,67,42.14,8,5.03,19052
19,53,270,60,22.22,22,8.15,22,8.15,160,59.26,6,2.22,19053
19,54,197,59,29.95,13,6.6,11,5.58,105,53.3,9,4.57,19054
19,55,192,64,33.33,21,10.94,16,8.33,85,44.27,6,3.13,19055
19,56,309,37,11.97,28,9.06,91,29.45,137,44.34,16,5.18,19056
19,57,275,41,14.91,29,10.55,78,28.36,115,41.82,12,4.36,19057
19,58,239,59,24.69,15,6.28,10,4.18,148,61.92,7,2.93,19058
19,59,255,97,38.04,16,6.27,19,7.45,109,42.75,14,5.49,19059
19,60,241,17,7.05,29,12.03,139,57.68,37,15.35,19,7.88,19060
19,61,372,58,15.59,21,5.65,40,10.75,247,66.4,6,1.61,19061
19,62,267,47,17.6,13,4.87,21,7.87,180,67.42,6,2.25,19062
19,63,180,24,13.33,24,13.33,57,31.67,63,35.0,12,6.67,19063
19,64,318,36,11.32,25,7.86,118,37.11,116,36.48,23,7.23,19064
19,65,179,27,15.08,23,12.85,48,26.82,67,37.43,14,7.82,19065
19,66,207,25,12.08,28,13.53,114,55.07,23,11.11,17,8.21,19066
19,67,54,11,20.37,4,7.41,9,16.67,30,55.56,0,0.0,19067
20,1,151,27,17.88,28,18.54,79,52.32,7,4.64,10,6.62,20001
20,2,130,21,16.15,14,10.77,77,59.23,8,6.15,10,7.69,20002
20,3,160,19,11.88,28,17.5,96,60.0,7,4.38,10,6.25,20003
20,4,86,21,24.42,13,15.12,23,26.74,17,19.77,12,13.95,20004
20,5,94,14,14.89,21,22.34,47,50.0,3,3.19,9,9.57,20005
20,6,145,21,14.48,20,13.79,87,60.0,4,2.76,13,8.97,20006
20,7,87,20,22.99,12,13.79,39,44.83,4,4.6,12,13.79,20007
20,8,45,17,37.78,9,20.0,10,22.22,7,15.56,2,4.44,20008
20,9,129,14,10.85,19,14.73,82,63.57,3,2.33,11,8.53,20009
20,10,130,22,16.92,19,14.62,79,60.77,5,3.85,5,3.85,20010
20,11,82,20,24.39,15,18.29,37,45.12,3,3.66,7,8.54,20011
20,12,58,10,17.24,7,12.07,33,56.9,1,1.72,7,12.07,20012
20,13,29,5,17.24,4,13.79,16,55.17,0,0.0,4,13.79,20013
20,14,190,28,14.74,23,12.11,106,55.79,4,2.11,29,15.26,20014
20,15,40,5,12.5,11,27.5,10,25.0,10,25.0,4,10.0,20015
