ward,precinct,total,"Margaret J. """"Peggy"""" Bell (Kucinich)","Margaret J. """"Peggy"""" Bell (Kucinich) Percent",James C. Sorrels (Kucinich),James C. Sorrels (Kucinich) Percent,Mary Ellen McDonagh (Kucinich),Mary Ellen McDonagh (Kucinich) Percent,Jason F. Keppe (Kucinich),Jason F. Keppe (Kucinich) Percent,"Jacqueline """"Jackie"""" McKay (Kucinich)","Jacqueline """"Jackie"""" McKay (Kucinich) Percent",Daniel Birkhahn-Rommelfanger (Kucin),Daniel Birkhahn-Rommelfanger (Kucin) Percent,Joseph Berrios (Dean),Joseph Berrios (Dean) Percent,Sara Feigenholtz (Dean),Sara Feigenholtz (Dean) Percent,Gene Schulter (Dean),Gene Schulter (Dean) Percent,Pamela Cullerton (Dean),Pamela Cullerton (Dean) Percent,Frances Sarra Johns (Dean),Frances Sarra Johns (Dean) Percent,"Ronald R. Bettag (LaRouche, Jr.)","Ronald R. Bettag (LaRouche, Jr.) Percent","Judith A. Clark (LaRouche, Jr.)","Judith A. Clark (LaRouche, Jr.) Percent","Donald S. Clark (LaRouche, Jr.)","Donald S. Clark (LaRouche, Jr.) Percent","Mindy R. Pechenuk (LaRouche, Jr.)","Mindy R. Pechenuk (LaRouche, Jr.) Percent","Gerald Pechenuk (LaRouche, Jr.)","Gerald Pechenuk (LaRouche, Jr.) Percent","Allison Merriam (LaRouche, Jr.)","Allison Merriam (LaRouche, Jr.) Percent","Gary Genazzio (LaRouche, Jr.)","Gary Genazzio (LaRouche, Jr.) Percent",Ann Williams (Gephardt),Ann Williams (Gephardt) Percent,William B. Kaplan (Gephardt),William B. Kaplan (Gephardt) Percent,Teree E. Foster (Gephardt),Teree E. Foster (Gephardt) Percent,Barrett Pedersen (Edwards),Barrett Pedersen (Edwards) Percent,Judith Gold (Edwards),Judith Gold (Edwards) Percent,Michael Bauer (Edwards),Michael Bauer (Edwards) Percent,Cynthia Ramirez (Edwards),Cynthia Ramirez (Edwards) Percent,"Rudyard """"Rudy"""" E. Urian (Edwards)","Rudyard """"Rudy"""" E. Urian (Edwards) Percent",Margaret Mell (Edwards),Margaret Mell (Edwards) Percent,Margaret Laurino (Clark),Margaret Laurino (Clark) Percent,John L. Borovicka (Clark),John L. Borovicka (Clark) Percent,Marilyn Katz (Clark),Marilyn Katz (Clark) Percent,Charles R. Bernardini (Clark),Charles R. Bernardini (Clark) Percent,Gail Morse (Clark),Gail Morse (Clark) Percent,John A. Fritchey (Clark),John A. Fritchey (Clark) Percent,Daisy Cintron (Kerry),Daisy Cintron (Kerry) Percent,Mike Quigley (Kerry),Mike Quigley (Kerry) Percent,Degee Wilhelm (Kerry),Degee Wilhelm (Kerry) Percent,William S Singer (Kerry),William S Singer (Kerry) Percent,Cynthia Rosario (Kerry),Cynthia Rosario (Kerry) Percent,M. Blair Hull (Braun),M. Blair Hull (Braun) Percent,Mary Bennett (Braun),Mary Bennett (Braun) Percent,Nancy Skinner (Braun),Nancy Skinner (Braun) Percent,Brian O'Connor (Braun),Brian O'Connor (Braun) Percent,precinct_id
39,26,700,24,3.43,15,2.14,18,2.57,11,1.57,15,2.14,10,1.43,20,2.86,17,2.43,20,2.86,18,2.57,12,1.71,7,1.0,9,1.29,7,1.0,2,0.29,0,0.0,3,0.43,1,0.14,3,0.43,5,0.71,1,0.14,14,2.0,15,2.14,17,2.43,14,2.0,17,2.43,20,2.86,17,2.43,5,0.71,9,1.29,5,0.71,7,1.0,9,1.29,44,6.29,53,7.57,46,6.57,49,7.0,50,7.14,10,1.43,2,0.29,7,1.0,5,0.71,39026
39,27,523,17,3.25,11,2.1,14,2.68,10,1.91,11,2.1,7,1.34,12,2.29,10,1.91,10,1.91,9,1.72,6,1.15,2,0.38,7,1.34,0,0.0,2,0.38,0,0.0,0,0.0,1,0.19,1,0.19,2,0.38,0,0.0,5,0.96,7,1.34,6,1.15,7,1.34,6,1.15,7,1.34,12,2.29,1,0.19,1,0.19,1,0.19,1,0.19,2,0.38,50,9.56,56,10.71,51,9.75,55,10.52,55,10.52,6,1.15,2,0.38,5,0.96,2,0.38,39027
39,28,559,13,2.33,10,1.79,13,2.33,9,1.61,15,2.68,9,1.61,20,3.58,17,3.04,11,1.97,13,2.33,10,1.79,2,0.36,3,0.54,1,0.18,1,0.18,1,0.18,1,0.18,0,0.0,5,0.89,3,0.54,3,0.54,3,0.54,10,1.79,5,0.89,15,2.68,5,0.89,7,1.25,15,2.68,2,0.36,6,1.07,3,0.54,7,1.25,5,0.89,48,8.59,48,8.59,44,7.87,47,8.41,54,9.66,7,1.25,1,0.18,3,0.54,4,0.72,39028
39,29,701,27,3.85,18,2.57,22,3.14,16,2.28,20,2.85,12,1.71,21,3.0,10,1.43,14,2.0,11,1.57,5,0.71,3,0.43,5,0.71,4,0.57,3,0.43,1,0.14,2,0.29,1,0.14,4,0.57,6,0.86,3,0.43,8,1.14,10,1.43,6,0.86,13,1.85,5,0.71,11,1.57,22,3.14,4,0.57,8,1.14,9,1.28,8,1.14,6,0.86,63,8.99,63,8.99,59,8.42,58,8.27,64,9.13,6,0.86,1,0.14,4,0.57,4,0.57,39029
39,30,219,13,5.94,4,1.83,7,3.2,4,1.83,5,2.28,4,1.83,13,5.94,6,2.74,7,3.2,6,2.74,4,1.83,2,0.91,1,0.46,2,0.91,1,0.46,3,1.37,1,0.46,0,0.0,1,0.46,1,0.46,1,0.46,4,1.83,5,2.28,3,1.37,9,4.11,2,0.91,7,3.2,11,5.02,0,0.0,1,0.46,0,0.0,0,0.0,4,1.83,12,5.48,15,6.85,10,4.57,8,3.65,17,7.76,5,2.28,0,0.0,3,1.37,3,1.37,39030
39,31,191,8,4.19,2,1.05,5,2.62,3,1.57,6,3.14,1,0.52,7,3.66,5,2.62,4,2.09,8,4.19,3,1.57,0,0.0,3,1.57,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.05,2,1.05,1,0.52,3,1.57,4,2.09,3,1.57,8,4.19,3,1.57,3,1.57,8,4.19,0,0.0,0,0.0,1,0.52,3,1.57,2,1.05,12,6.28,14,7.33,13,6.81,14,7.33,17,8.9,3,1.57,1,0.52,3,1.57,1,0.52,39031
39,32,610,15,2.46,8,1.31,14,2.3,5,0.82,10,1.64,7,1.15,9,1.48,11,1.8,7,1.15,9,1.48,6,0.98,2,0.33,1,0.16,4,0.66,2,0.33,1,0.16,0,0.0,3,0.49,0,0.0,8,1.31,0,0.0,3,0.49,6,0.98,5,0.82,6,0.98,4,0.66,4,0.66,8,1.31,0,0.0,5,0.82,2,0.33,4,0.66,2,0.33,68,11.15,76,12.46,70,11.48,75,12.3,66,10.82,5,0.82,1,0.16,2,0.33,5,0.82,39032
39,33,652,20,3.07,11,1.69,15,2.3,12,1.84,12,1.84,9,1.38,13,1.99,16,2.45,10,1.53,13,1.99,9,1.38,3,0.46,5,0.77,4,0.61,4,0.61,0,0.0,1,0.15,1,0.15,1,0.15,3,0.46,1,0.15,8,1.23,13,1.99,11,1.69,9,1.38,8,1.23,6,0.92,22,3.37,1,0.15,6,0.92,2,0.31,6,0.92,3,0.46,61,9.36,65,9.97,62,9.51,66,10.12,64,9.82,3,0.46,1,0.15,1,0.15,4,0.61,39033
39,34,558,23,4.12,16,2.87,21,3.76,17,3.05,17,3.05,16,2.87,20,3.58,18,3.23,16,2.87,19,3.41,11,1.97,2,0.36,2,0.36,1,0.18,3,0.54,0,0.0,0,0.0,0,0.0,3,0.54,1,0.18,0,0.0,9,1.61,11,1.97,9,1.61,13,2.33,4,0.72,7,1.25,6,1.08,1,0.18,4,0.72,3,0.54,5,0.9,1,0.18,38,6.81,44,7.89,40,7.17,40,7.17,46,8.24,9,1.61,2,0.36,6,1.08,5,0.9,39034
39,35,628,15,2.39,8,1.27,12,1.91,11,1.75,13,2.07,12,1.91,17,2.71,20,3.18,17,2.71,18,2.87,13,2.07,0,0.0,1,0.16,1,0.16,0,0.0,1,0.16,1,0.16,1,0.16,4,0.64,1,0.16,0,0.0,6,0.96,8,1.27,8,1.27,5,0.8,4,0.64,6,0.96,11,1.75,3,0.48,4,0.64,2,0.32,2,0.32,3,0.48,60,9.55,66,10.51,64,10.19,64,10.19,61,9.71,6,0.96,1,0.16,3,0.48,3,0.48,39035
39,36,672,32,4.76,16,2.38,16,2.38,12,1.79,17,2.53,14,2.08,17,2.53,15,2.23,15,2.23,10,1.49,6,0.89,3,0.45,6,0.89,4,0.6,4,0.6,3,0.45,3,0.45,1,0.15,1,0.15,5,0.74,1,0.15,8,1.19,8,1.19,11,1.64,14,2.08,6,0.89,8,1.19,20,2.98,4,0.6,2,0.3,3,0.45,4,0.6,3,0.45,60,8.93,59,8.78,50,7.44,60,8.93,60,8.93,6,0.89,4,0.6,6,0.89,11,1.64,39036
39,37,1007,25,2.48,16,1.59,23,2.28,17,1.69,20,1.99,14,1.39,18,1.79,21,2.09,24,2.38,23,2.28,11,1.09,3,0.3,5,0.5,4,0.4,3,0.3,3,0.3,3,0.3,2,0.2,2,0.2,2,0.2,4,0.4,14,1.39,18,1.79,14,1.39,13,1.29,9,0.89,15,1.49,22,2.18,4,0.4,6,0.6,4,0.4,6,0.6,9,0.89,97,9.63,106,10.53,101,10.03,105,10.43,102,10.13,4,0.4,1,0.1,1,0.1,3,0.3,39037
39,38,624,8,1.28,6,0.96,9,1.44,5,0.8,7,1.12,7,1.12,15,2.4,14,2.24,13,2.08,12,1.92,12,1.92,0,0.0,1,0.16,1,0.16,1,0.16,0,0.0,0,0.0,0,0.0,1,0.16,3,0.48,1,0.16,7,1.12,10,1.6,10,1.6,12,1.92,5,0.8,10,1.6,10,1.6,1,0.16,2,0.32,1,0.16,3,0.48,2,0.32,70,11.22,71,11.38,67,10.74,70,11.22,73,11.7,3,0.48,0,0.0,3,0.48,4,0.64,39038
39,39,277,13,4.69,9,3.25,13,4.69,9,3.25,12,4.33,8,2.89,6,2.17,9,3.25,10,3.61,6,2.17,4,1.44,1,0.36,1,0.36,0,0.0,0,0.0,0,0.0,1,0.36,0,0.0,2,0.72,0,0.0,0,0.0,4,1.44,4,1.44,3,1.08,4,1.44,3,1.08,3,1.08,6,2.17,2,0.72,2,0.72,4,1.44,1,0.36,4,1.44,19,6.86,23,8.3,20,7.22,20,7.22,21,7.58,1,0.36,1,0.36,3,1.08,2,0.72,39039
39,40,429,19,4.43,4,0.93,15,3.5,2,0.47,6,1.4,2,0.47,12,2.8,11,2.56,12,2.8,13,3.03,6,1.4,3,0.7,5,1.17,4,0.93,2,0.47,2,0.47,1,0.23,1,0.23,6,1.4,0,0.0,2,0.47,6,1.4,8,1.86,5,1.17,9,2.1,5,1.17,4,0.93,28,6.53,1,0.23,3,0.7,8,1.86,5,1.17,2,0.47,28,6.53,34,7.93,29,6.76,37,8.62,37,8.62,5,1.17,0,0.0,2,0.47,9,2.1,39040
39,41,296,3,1.01,1,0.34,5,1.69,2,0.68,3,1.01,1,0.34,1,0.34,8,2.7,3,1.01,2,0.68,1,0.34,1,0.34,1,0.34,1,0.34,0,0.0,1,0.34,0,0.0,0,0.0,1,0.34,5,1.69,1,0.34,3,1.01,6,2.03,5,1.69,4,1.35,2,0.68,4,1.35,13,4.39,2,0.68,6,2.03,2,0.68,2,0.68,1,0.34,30,10.14,34,11.49,31,10.47,37,12.5,31,10.47,5,1.69,0,0.0,0,0.0,1,0.34,39041
39,42,889,8,0.9,1,0.11,5,0.56,1,0.11,3,0.34,2,0.22,12,1.35,13,1.46,14,1.57,16,1.8,10,1.12,1,0.11,5,0.56,1,0.11,0,0.0,1,0.11,2,0.22,2,0.22,5,0.56,3,0.34,4,0.45,21,2.36,19,2.14,26,2.92,24,2.7,17,1.91,20,2.25,31,3.49,10,1.12,11,1.24,9,1.01,5,0.56,7,0.79,89,10.01,95,10.69,86,9.67,95,10.69,95,10.69,3,0.34,4,0.45,5,0.56,6,0.67,39042
39,43,498,21,4.22,9,1.81,16,3.21,8,1.61,17,3.41,12,2.41,15,3.01,12,2.41,13,2.61,15,3.01,8,1.61,3,0.6,4,0.8,2,0.4,1,0.2,0,0.0,0,0.0,0,0.0,4,0.8,2,0.4,2,0.4,7,1.41,8,1.61,6,1.2,10,2.01,4,0.8,4,0.8,9,1.81,6,1.2,6,1.2,3,0.6,6,1.2,2,0.4,38,7.63,40,8.03,42,8.43,41,8.23,43,8.63,5,1.0,0,0.0,2,0.4,1,0.2,39043
39,44,557,19,3.41,7,1.26,18,3.23,6,1.08,16,2.87,8,1.44,18,3.23,24,4.31,20,3.59,18,3.23,15,2.69,4,0.72,7,1.26,7,1.26,2,0.36,1,0.18,0,0.0,1,0.18,3,0.54,1,0.18,2,0.36,9,1.62,7,1.26,14,2.51,16,2.87,6,1.08,7,1.26,20,3.59,5,0.9,7,1.26,6,1.08,2,0.36,5,0.9,34,6.1,39,7.0,32,5.75,37,6.64,41,7.36,10,1.8,3,0.54,1,0.18,5,0.9,39044
39,45,343,18,5.25,10,2.92,11,3.21,11,3.21,7,2.04,5,1.46,8,2.33,0,0.0,6,1.75,5,1.46,3,0.87,1,0.29,6,1.75,4,1.17,4,1.17,0,0.0,1,0.29,3,0.87,3,0.87,3,0.87,2,0.58,1,0.29,6,1.75,2,0.58,9,2.62,3,0.87,5,1.46,12,3.5,0,0.0,2,0.58,3,0.87,0,0.0,4,1.17,26,7.58,24,7.0,25,7.29,30,8.75,30,8.75,8,2.33,6,1.75,5,1.46,5,1.46,39045
39,46,441,17,3.85,8,1.81,15,3.4,6,1.36,9,2.04,4,0.91,14,3.17,7,1.59,7,1.59,8,1.81,5,1.13,4,0.91,4,0.91,3,0.68,3,0.68,2,0.45,3,0.68,0,0.0,2,0.45,4,0.91,4,0.91,1,0.23,2,0.45,5,1.13,8,1.81,3,0.68,4,0.91,26,5.9,1,0.23,2,0.45,4,0.91,4,0.91,4,0.91,36,8.16,36,8.16,32,7.26,31,7.03,40,9.07,12,2.72,4,0.91,6,1.36,8,1.81,39046
39,47,335,17,5.07,8,2.39,13,3.88,5,1.49,12,3.58,7,2.09,6,1.79,8,2.39,9,2.69,7,2.09,4,1.19,1,0.3,2,0.6,2,0.6,1,0.3,0,0.0,0,0.0,2,0.6,3,0.9,2,0.6,0,0.0,7,2.09,5,1.49,7,2.09,6,1.79,6,1.79,4,1.19,20,5.97,4,1.19,4,1.19,5,1.49,2,0.6,5,1.49,19,5.67,22,6.57,22,6.57,20,5.97,24,7.16,6,1.79,4,1.19,5,1.49,6,1.79,39047
40,1,415,6,1.45,7,1.69,4,0.96,2,0.48,6,1.45,2,0.48,6,1.45,3,0.72,14,3.37,4,0.96,3,0.72,1,0.24,3,0.72,3,0.72,3,0.72,2,0.48,2,0.48,1,0.24,4,0.96,4,0.96,2,0.48,6,1.45,8,1.93,6,1.45,13,3.13,4,0.96,9,2.17,5,1.2,5,1.2,8,1.93,7,1.69,6,1.45,3,0.72,38,9.16,41,9.88,37,8.92,35,8.43,40,9.64,6,1.45,6,1.45,2,0.48,10,2.41,40001
40,2,390,13,3.33,17,4.36,12,3.08,8,2.05,10,2.56,9,2.31,9,2.31,8,2.05,5,1.28,7,1.79,3,0.77,1,0.26,2,0.51,1,0.26,4,1.03,1,0.26,1,0.26,2,0.51,2,0.51,2,0.51,3,0.77,5,1.28,7,1.79,6,1.54,8,2.05,4,1.03,8,2.05,3,0.77,2,0.51,2,0.51,0,0.0,0,0.0,2,0.51,36,9.23,36,9.23,30,7.69,32,8.21,40,10.26,5,1.28,0,0.0,1,0.26,5,1.28,40002
40,5,627,15,2.39,20,3.19,17,2.71,12,1.91,10,1.59,9,1.44,15,2.39,21,3.35,26,4.15,12,1.91,11,1.75,1,0.16,2,0.32,0,0.0,1,0.16,1,0.16,3,0.48,1,0.16,4,0.64,3,0.48,4,0.64,3,0.48,12,1.91,7,1.12,10,1.59,5,0.8,9,1.44,6,0.96,5,0.8,5,0.8,5,0.8,6,0.96,7,1.12,59,9.41,59,9.41,52,8.29,48,7.66,53,8.45,9,1.44,3,0.48,2,0.32,8,1.28,40005
40,6,563,18,3.2,15,2.66,17,3.02,10,1.78,18,3.2,14,2.49,14,2.49,22,3.91,21,3.73,14,2.49,11,1.95,2,0.36,1,0.18,2,0.36,1,0.18,1,0.18,1,0.18,2,0.36,0,0.0,0,0.0,1,0.18,6,1.07,8,1.42,11,1.95,8,1.42,3,0.53,7,1.24,7,1.24,3,0.53,6,1.07,3,0.53,3,0.53,5,0.89,46,8.17,55,9.77,43,7.64,44,7.82,53,9.41,2,0.36,2,0.36,2,0.36,3,0.53,40006
40,10,591,23,3.89,11,1.86,16,2.71,6,1.02,11,1.86,9,1.52,15,2.54,17,2.88,16,2.71,16,2.71,7,1.18,2,0.34,4,0.68,3,0.51,3,0.51,2,0.34,4,0.68,1,0.17,3,0.51,3,0.51,5,0.85,6,1.02,10,1.69,6,1.02,12,2.03,3,0.51,3,0.51,7,1.18,4,0.68,9,1.52,4,0.68,4,0.68,6,1.02,54,9.14,62,10.49,52,8.8,54,9.14,54,9.14,1,0.17,0,0.0,2,0.34,3,0.51,40010
40,14,424,16,3.77,14,3.3,12,2.83,5,1.18,8,1.89,6,1.42,11,2.59,8,1.89,17,4.01,4,0.94,5,1.18,1,0.24,2,0.47,0,0.0,1,0.24,0,0.0,0,0.0,0,0.0,6,1.42,2,0.47,2,0.47,4,0.94,9,2.12,5,1.18,8,1.89,3,0.71,6,1.42,3,0.71,3,0.71,4,0.94,3,0.71,3,0.71,4,0.94,43,10.14,42,9.91,33,7.78,34,8.02,41,9.67,6,1.42,0,0.0,4,0.94,8,1.89,40014
40,15,551,19,3.45,16,2.9,16,2.9,10,1.81,10,1.81,13,2.36,17,3.09,16,2.9,14,2.54,16,2.9,11,2.0,1,0.18,4,0.73,4,0.73,0,0.0,0,0.0,0,0.0,1,0.18,3,0.54,1,0.18,1,0.18,5,0.91,5,0.91,8,1.45,10,1.81,3,0.54,5,0.91,4,0.73,1,0.18,5,0.91,2,0.36,2,0.36,1,0.18,52,9.44,54,9.8,48,8.71,51,9.26,52,9.44,5,0.91,3,0.54,0,0.0,4,0.73,40015
40,17,365,7,1.92,8,2.19,10,2.74,2,0.55,5,1.37,5,1.37,15,4.11,6,1.64,6,1.64,8,2.19,4,1.1,1,0.27,2,0.55,1,0.27,0,0.0,2,0.55,2,0.55,0,0.0,3,0.82,4,1.1,1,0.27,2,0.55,5,1.37,6,1.64,3,0.82,4,1.1,3,0.82,9,2.47,6,1.64,10,2.74,5,1.37,5,1.37,10,2.74,24,6.58,28,7.67,26,7.12,27,7.4,22,6.03,8,2.19,4,1.1,4,1.1,15,4.11,40017
40,19,346,13,3.76,9,2.6,9,2.6,6,1.73,6,1.73,6,1.73,14,4.05,7,2.02,11,3.18,8,2.31,5,1.45,1,0.29,1,0.29,3,0.87,0,0.0,1,0.29,1,0.29,3,0.87,2,0.58,2,0.58,1,0.29,3,0.87,4,1.16,2,0.58,8,2.31,0,0.0,0,0.0,6,1.73,4,1.16,3,0.87,4,1.16,3,0.87,2,0.58,32,9.25,31,8.96,29,8.38,30,8.67,33,9.54,2,0.58,1,0.29,1,0.29,6,1.73,40019
40,20,456,11,2.41,17,3.73,13,2.85,9,1.97,13,2.85,14,3.07,16,3.51,11,2.41,11,2.41,7,1.54,8,1.75,0,0.0,2,0.44,1,0.22,3,0.66,0,0.0,1,0.22,0,0.0,5,1.1,1,0.22,0,0.0,3,0.66,8,1.75,9,1.97,8,1.75,6,1.32,3,0.66,2,0.44,0,0.0,4,0.88,1,0.22,2,0.44,3,0.66,43,9.43,44,9.65,40,8.77,41,8.99,42,9.21,2,0.44,1,0.22,0,0.0,2,0.44,40020
40,21,564,14,2.48,12,2.13,11,1.95,6,1.06,9,1.6,9,1.6,14,2.48,18,3.19,20,3.55,13,2.3,13,2.3,1,0.18,5,0.89,0,0.0,2,0.35,0,0.0,1,0.18,1,0.18,2,0.35,5,0.89,1,0.18,6,1.06,7,1.24,5,0.89,6,1.06,4,0.71,6,1.06,2,0.35,1,0.18,5,0.89,0,0.0,3,0.53,1,0.18,58,10.28,57,10.11,54,9.57,58,10.28,56,9.93,4,0.71,1,0.18,3,0.53,4,0.71,40021
40,23,857,31,3.62,22,2.57,28,3.27,15,1.75,29,3.38,21,2.45,20,2.33,26,3.03,23,2.68,22,2.57,20,2.33,3,0.35,9,1.05,4,0.47,2,0.23,1,0.12,1,0.12,1,0.12,6,0.7,1,0.12,1,0.12,14,1.63,15,1.75,13,1.52,20,2.33,9,1.05,14,1.63,8,0.93,3,0.35,7,0.82,2,0.23,5,0.58,8,0.93,68,7.93,72,8.4,68,7.93,64,7.47,75,8.75,13,1.52,2,0.23,6,0.7,8,0.93,40023
40,24,235,4,1.7,6,2.55,4,1.7,2,0.85,4,1.7,3,1.28,12,5.11,7,2.98,10,4.26,9,3.83,8,3.4,1,0.43,1,0.43,0,0.0,2,0.85,0,0.0,0,0.0,1,0.43,2,0.85,2,0.85,1,0.43,3,1.28,5,2.13,3,1.28,1,0.43,2,0.85,1,0.43,2,0.85,3,1.28,2,0.85,2,0.85,4,1.7,2,0.85,18,7.66,17,7.23,17,7.23,18,7.66,16,6.81,5,2.13,2,0.85,4,1.7,9,3.83,40024
40,25,404,17,4.21,14,3.47,17,4.21,9,2.23,13,3.22,9,2.23,10,2.48,9,2.23,10,2.48,7,1.73,6,1.49,2,0.5,3,0.74,4,0.99,2,0.5,1,0.25,1,0.25,2,0.5,1,0.25,3,0.74,1,0.25,3,0.74,6,1.49,6,1.49,6,1.49,4,0.99,5,1.24,7,1.73,3,0.74,5,1.24,4,0.99,2,0.5,2,0.5,30,7.43,33,8.17,29,7.18,31,7.67,35,8.66,6,1.49,1,0.25,3,0.74,4,0.99,40025
40,29,703,21,2.99,17,2.42,17,2.42,11,1.56,20,2.84,12,1.71,19,2.7,13,1.85,18,2.56,9,1.28,6,0.85,2,0.28,5,0.71,3,0.43,2,0.28,1,0.14,3,0.43,1,0.14,4,0.57,2,0.28,3,0.43,10,1.42,10,1.42,9,1.28,11,1.56,9,1.28,10,1.42,7,1.0,2,0.28,5,0.71,3,0.43,3,0.43,4,0.57,65,9.25,72,10.24,65,9.25,65,9.25,68,9.67,11,1.56,2,0.28,4,0.57,11,1.56,40029
40,30,833,23,2.76,29,3.48,21,2.52,18,2.16,15,1.8,17,2.04,20,2.4,16,1.92,20,2.4,21,2.52,11,1.32,3,0.36,4,0.48,2,0.24,1,0.12,1,0.12,3,0.36,2,0.24,2,0.24,3,0.36,1,0.12,9,1.08,10,1.2,10,1.2,9,1.08,5,0.6,7,0.84,4,0.48,1,0.12,3,0.36,7,0.84,3,0.36,3,0.36,80,9.6,86,10.32,82,9.84,86,10.32,82,9.84,5,0.6,1,0.12,2,0.24,9,1.08,40030
40,31,462,17,3.68,30,6.49,15,3.25,4,0.87,8,1.73,4,0.87,10,2.16,9,1.95,10,2.16,9,1.95,6,1.3,0,0.0,5,1.08,2,0.43,1,0.22,0,0.0,0,0.0,2,0.43,4,0.87,3,0.65,2,0.43,7,1.52,8,1.73,7,1.52,8,1.73,5,1.08,5,1.08,7,1.52,4,0.87,2,0.43,4,0.87,6,1.3,3,0.65,39,8.44,40,8.66,38,8.23,39,8.44,42,9.09,1,0.22,0,0.0,1,0.22,6,1.3,40031
40,32,270,11,4.07,7,2.59,7,2.59,6,2.22,5,1.85,8,2.96,14,5.19,9,3.33,12,4.44,8,2.96,7,2.59,2,0.74,5,1.85,3,1.11,5,1.85,2,0.74,4,1.48,3,1.11,1,0.37,3,1.11,2,0.74,3,1.11,4,1.48,3,1.11,4,1.48,1,0.37,2,0.74,5,1.85,3,1.11,1,0.37,0,0.0,1,0.37,0,0.0,18,6.67,14,5.19,15,5.56,17,6.3,21,7.78,2,0.74,4,1.48,0,0.0,5,1.85,40032
40,34,490,15,3.06,7,1.43,10,2.04,3,0.61,5,1.02,3,0.61,9,1.84,7,1.43,12,2.45,8,1.63,6,1.22,2,0.41,2,0.41,2,0.41,1,0.2,1,0.2,1,0.2,5,1.02,5,1.02,6,1.22,3,0.61,6,1.22,7,1.43,6,1.22,11,2.24,3,0.61,9,1.84,6,1.22,5,1.02,6,1.22,4,0.82,5,1.02,6,1.22,44,8.98,43,8.78,43,8.78,45,9.18,51,10.41,8,1.63,2,0.41,2,0.41,18,3.67,40034
40,36,692,14,2.02,14,2.02,12,1.73,8,1.16,17,2.46,8,1.16,17,2.46,12,1.73,20,2.89,11,1.59,11,1.59,3,0.43,1,0.14,2,0.29,1,0.14,0,0.0,3,0.43,3,0.43,2,0.29,2,0.29,1,0.14,8,1.16,9,1.3,9,1.3,16,2.31,6,0.87,7,1.01,4,0.58,4,0.58,4,0.58,4,0.58,5,0.72,6,0.87,65,9.39,73,10.55,66,9.54,65,9.39,68,9.83,13,1.88,4,0.58,6,0.87,15,2.17,40036
40,38,248,6,2.42,5,2.02,4,1.61,2,0.81,3,1.21,1,0.4,9,3.63,5,2.02,4,1.61,4,1.61,6,2.42,2,0.81,2,0.81,1,0.4,0,0.0,1,0.4,2,0.81,1,0.4,0,0.0,3,1.21,1,0.4,3,1.21,4,1.61,2,0.81,5,2.02,1,0.4,1,0.4,4,1.61,1,0.4,2,0.81,1,0.4,2,0.81,2,0.81,23,9.27,22,8.87,21,8.47,26,10.48,22,8.87,3,1.21,1,0.4,2,0.81,12,4.84,40038
40,40,312,7,2.24,15,4.81,5,1.6,7,2.24,6,1.92,6,1.92,8,2.56,6,1.92,8,2.56,4,1.28,4,1.28,1,0.32,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.32,1,0.32,3,0.96,3,0.96,4,1.28,5,1.6,3,0.96,5,1.6,4,1.28,3,0.96,2,0.64,0,0.0,5,1.6,3,0.96,30,9.62,29,9.29,31,9.94,31,9.94,30,9.62,1,0.32,0,0.0,4,1.28,2,0.64,40040
40,41,109,2,1.83,1,0.92,1,0.92,1,0.92,1,0.92,1,0.92,1,0.92,1,0.92,1,0.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16,14.68,16,14.68,16,14.68,17,15.6,17,15.6,0,0.0,0,0.0,0,0.0,0,0.0,40041
40,44,365,15,4.11,15,4.11,13,3.56,8,2.19,12,3.29,9,2.47,16,4.38,10,2.74,13,3.56,8,2.19,6,1.64,0,0.0,1,0.27,1,0.27,2,0.55,1,0.27,1,0.27,0,0.0,1,0.27,5,1.37,5,1.37,3,0.82,4,1.1,5,1.37,10,2.74,1,0.27,2,0.55,3,0.82,2,0.55,3,0.82,1,0.27,4,1.1,3,0.82,28,7.67,28,7.67,25,6.85,28,7.67,30,8.22,4,1.1,1,0.27,0,0.0,5,1.37,40044
40,45,1083,39,3.6,24,2.22,32,2.95,22,2.03,22,2.03,19,1.75,25,2.31,28,2.59,28,2.59,18,1.66,12,1.11,9,0.83,10,0.92,9,0.83,12,1.11,6,0.55,3,0.28,7,0.65,8,0.74,6,0.55,2,0.18,15,1.39,24,2.22,15,1.39,21,1.94,10,0.92,17,1.57,7,0.65,3,0.28,7,0.65,7,0.65,5,0.46,7,0.65,98,9.05,99,9.14,82,7.57,94,8.68,102,9.42,9,0.83,6,0.55,9,0.83,15,1.39,40045
