ward,precinct,total,"Margaret J. """"Peggy"""" Bell (Kucinich)","Margaret J. """"Peggy"""" Bell (Kucinich) Percent",James C. Sorrels (Kucinich),James C. Sorrels (Kucinich) Percent,Mary Ellen McDonagh (Kucinich),Mary Ellen McDonagh (Kucinich) Percent,Jason F. Keppe (Kucinich),Jason F. Keppe (Kucinich) Percent,"Jacqueline """"Jackie"""" McKay (Kucinich)","Jacqueline """"Jackie"""" McKay (Kucinich) Percent",Daniel Birkhahn-Rommelfanger (Kucin),Daniel Birkhahn-Rommelfanger (Kucin) Percent,Joseph Berrios (Dean),Joseph Berrios (Dean) Percent,Sara Feigenholtz (Dean),Sara Feigenholtz (Dean) Percent,Gene Schulter (Dean),Gene Schulter (Dean) Percent,Pamela Cullerton (Dean),Pamela Cullerton (Dean) Percent,Frances Sarra Johns (Dean),Frances Sarra Johns (Dean) Percent,"Ronald R. Bettag (LaRouche, Jr.)","Ronald R. Bettag (LaRouche, Jr.) Percent","Judith A. Clark (LaRouche, Jr.)","Judith A. Clark (LaRouche, Jr.) Percent","Donald S. Clark (LaRouche, Jr.)","Donald S. Clark (LaRouche, Jr.) Percent","Mindy R. Pechenuk (LaRouche, Jr.)","Mindy R. Pechenuk (LaRouche, Jr.) Percent","Gerald Pechenuk (LaRouche, Jr.)","Gerald Pechenuk (LaRouche, Jr.) Percent","Allison Merriam (LaRouche, Jr.)","Allison Merriam (LaRouche, Jr.) Percent","Gary Genazzio (LaRouche, Jr.)","Gary Genazzio (LaRouche, Jr.) Percent",Ann Williams (Gephardt),Ann Williams (Gephardt) Percent,William B. Kaplan (Gephardt),William B. Kaplan (Gephardt) Percent,Teree E. Foster (Gephardt),Teree E. Foster (Gephardt) Percent,Barrett Pedersen (Edwards),Barrett Pedersen (Edwards) Percent,Judith Gold (Edwards),Judith Gold (Edwards) Percent,Michael Bauer (Edwards),Michael Bauer (Edwards) Percent,Cynthia Ramirez (Edwards),Cynthia Ramirez (Edwards) Percent,"Rudyard """"Rudy"""" E. Urian (Edwards)","Rudyard """"Rudy"""" E. Urian (Edwards) Percent",Margaret Mell (Edwards),Margaret Mell (Edwards) Percent,Margaret Laurino (Clark),Margaret Laurino (Clark) Percent,John L. Borovicka (Clark),John L. Borovicka (Clark) Percent,Marilyn Katz (Clark),Marilyn Katz (Clark) Percent,Charles R. Bernardini (Clark),Charles R. Bernardini (Clark) Percent,Gail Morse (Clark),Gail Morse (Clark) Percent,John A. Fritchey (Clark),John A. Fritchey (Clark) Percent,Daisy Cintron (Kerry),Daisy Cintron (Kerry) Percent,Mike Quigley (Kerry),Mike Quigley (Kerry) Percent,Degee Wilhelm (Kerry),Degee Wilhelm (Kerry) Percent,William S Singer (Kerry),William S Singer (Kerry) Percent,Cynthia Rosario (Kerry),Cynthia Rosario (Kerry) Percent,M. Blair Hull (Braun),M. Blair Hull (Braun) Percent,Mary Bennett (Braun),Mary Bennett (Braun) Percent,Nancy Skinner (Braun),Nancy Skinner (Braun) Percent,Brian O'Connor (Braun),Brian O'Connor (Braun) Percent,precinct_id
33,14,428,20,4.67,15,3.5,21,4.91,12,2.8,17,3.97,16,3.74,26,6.07,15,3.5,18,4.21,17,3.97,11,2.57,5,1.17,6,1.4,2,0.47,1,0.23,1,0.23,2,0.47,2,0.47,4,0.93,1,0.23,1,0.23,5,1.17,5,1.17,4,0.93,17,3.97,10,2.34,8,1.87,5,1.17,1,0.23,2,0.47,2,0.47,2,0.47,6,1.4,20,4.67,21,4.91,17,3.97,19,4.44,28,6.54,8,1.87,0,0.0,2,0.47,3,0.7,33014
33,16,188,9,4.79,1,0.53,5,2.66,2,1.06,3,1.6,3,1.6,3,1.6,4,2.13,3,1.6,5,2.66,2,1.06,1,0.53,1,0.53,2,1.06,2,1.06,1,0.53,0,0.0,0,0.0,3,1.6,2,1.06,1,0.53,3,1.6,4,2.13,4,2.13,3,1.6,8,4.26,11,5.85,3,1.6,1,0.53,0,0.0,1,0.53,2,1.06,8,4.26,8,4.26,10,5.32,10,5.32,11,5.85,14,7.45,7,3.72,4,2.13,2,1.06,4,2.13,33016
33,18,179,4,2.23,3,1.68,4,2.23,2,1.12,4,2.23,3,1.68,10,5.59,9,5.03,11,6.15,7,3.91,6,3.35,0,0.0,0,0.0,1,0.56,0,0.0,0,0.0,2,1.12,1,0.56,0,0.0,1,0.56,1,0.56,1,0.56,1,0.56,2,1.12,3,1.68,1,0.56,1,0.56,3,1.68,0,0.0,0,0.0,1,0.56,0,0.0,1,0.56,11,6.15,13,7.26,11,6.15,15,8.38,13,7.26,4,2.23,1,0.56,3,1.68,4,2.23,33018
33,22,475,15,3.16,9,1.89,14,2.95,7,1.47,11,2.32,8,1.68,14,2.95,7,1.47,12,2.53,10,2.11,6,1.26,0,0.0,3,0.63,0,0.0,2,0.42,0,0.0,0,0.0,1,0.21,3,0.63,1,0.21,0,0.0,6,1.26,7,1.47,5,1.05,6,1.26,12,2.53,22,4.63,6,1.26,1,0.21,4,0.84,2,0.42,5,1.05,15,3.16,36,7.58,39,8.21,37,7.79,40,8.42,42,8.84,11,2.32,3,0.63,5,1.05,4,0.84,33022
33,23,831,40,4.81,24,2.89,36,4.33,26,3.13,30,3.61,27,3.25,18,2.17,24,2.89,20,2.41,20,2.41,13,1.56,4,0.48,4,0.48,4,0.48,2,0.24,1,0.12,3,0.36,2,0.24,6,0.72,3,0.36,4,0.48,10,1.2,13,1.56,17,2.05,16,1.93,7,0.84,18,2.17,6,0.72,1,0.12,8,0.96,4,0.48,2,0.24,14,1.68,61,7.34,69,8.3,59,7.1,57,6.86,67,8.06,6,0.72,1,0.12,4,0.48,1,0.12,33023
33,24,736,20,2.72,17,2.31,21,2.85,16,2.17,23,3.13,20,2.72,16,2.17,24,3.26,20,2.72,18,2.45,11,1.49,2,0.27,3,0.41,2,0.27,0,0.0,2,0.27,1,0.14,1,0.14,4,0.54,3,0.41,0,0.0,4,0.54,13,1.77,14,1.9,8,1.09,5,0.68,11,1.49,5,0.68,4,0.54,8,1.09,2,0.27,6,0.82,10,1.36,64,8.7,74,10.05,60,8.15,70,9.51,68,9.24,5,0.68,1,0.14,2,0.27,0,0.0,33024
33,25,755,31,4.11,16,2.12,25,3.31,14,1.85,20,2.65,15,1.99,23,3.05,17,2.25,13,1.72,14,1.85,8,1.06,2,0.26,9,1.19,6,0.79,3,0.4,1,0.13,3,0.4,1,0.13,5,0.66,4,0.53,3,0.4,13,1.72,16,2.12,17,2.25,22,2.91,11,1.46,16,2.12,10,1.32,2,0.26,5,0.66,2,0.26,6,0.79,10,1.32,59,7.81,62,8.21,56,7.42,55,7.28,61,8.08,11,1.46,5,0.66,7,0.93,9,1.19,33025
33,28,961,21,2.19,15,1.56,19,1.98,11,1.14,20,2.08,14,1.46,21,2.19,22,2.29,32,3.33,18,1.87,12,1.25,2,0.21,3,0.31,3,0.31,2,0.21,1,0.1,2,0.21,2,0.21,5,0.52,3,0.31,4,0.42,12,1.25,13,1.35,14,1.46,15,1.56,12,1.25,21,2.19,6,0.62,3,0.31,5,0.52,1,0.1,1,0.1,14,1.46,93,9.68,99,10.3,98,10.2,94,9.78,100,10.41,6,0.62,2,0.21,7,0.73,5,0.52,33028
33,29,576,16,2.78,12,2.08,19,3.3,13,2.26,16,2.78,12,2.08,15,2.6,16,2.78,17,2.95,12,2.08,9,1.56,0,0.0,1,0.17,1,0.17,0,0.0,0,0.0,3,0.52,0,0.0,1,0.17,1,0.17,0,0.0,9,1.56,8,1.39,11,1.91,16,2.78,8,1.39,9,1.56,5,0.87,3,0.52,3,0.52,1,0.17,2,0.35,8,1.39,50,8.68,52,9.03,49,8.51,48,8.33,57,9.9,7,1.22,3,0.52,4,0.69,3,0.52,33029
33,34,553,17,3.07,6,1.08,13,2.35,7,1.27,5,0.9,6,1.08,18,3.25,8,1.45,10,1.81,13,2.35,6,1.08,3,0.54,5,0.9,2,0.36,1,0.18,2,0.36,1,0.18,1,0.18,3,0.54,0,0.0,2,0.36,8,1.45,11,1.99,8,1.45,16,2.89,22,3.98,26,4.7,8,1.45,1,0.18,4,0.72,0,0.0,5,0.9,6,1.08,52,9.4,46,8.32,42,7.59,46,8.32,54,9.76,9,1.63,5,0.9,1,0.18,5,0.9,33034
35,22,240,9,3.75,4,1.67,7,2.92,4,1.67,8,3.33,4,1.67,4,1.67,8,3.33,2,0.83,2,0.83,3,1.25,1,0.42,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.83,0,0.0,0,0.0,4,1.67,3,1.25,4,1.67,5,2.08,1,0.42,2,0.83,2,0.83,0,0.0,1,0.42,0,0.0,2,0.83,2,0.83,26,10.83,26,10.83,23,9.58,23,9.58,28,11.67,2,0.83,1,0.42,2,0.83,1,0.42,35022
35,33,417,18,4.32,8,1.92,10,2.4,6,1.44,10,2.4,9,2.16,24,5.76,7,1.68,8,1.92,7,1.68,4,0.96,2,0.48,2,0.48,3,0.72,3,0.72,0,0.0,1,0.24,2,0.48,1,0.24,2,0.48,3,0.72,5,1.2,7,1.68,4,0.96,12,2.88,4,0.96,7,1.68,7,1.68,3,0.72,5,1.2,3,0.72,0,0.0,4,0.96,35,8.39,33,7.91,32,7.67,33,7.91,38,9.11,8,1.92,1,0.24,2,0.48,2,0.48,35033
36,1,486,10,2.06,4,0.82,6,1.23,5,1.03,8,1.65,3,0.62,50,10.29,6,1.23,33,6.79,7,1.44,3,0.62,4,0.82,2,0.41,4,0.82,0,0.0,1,0.21,1,0.21,0,0.0,1,0.21,3,0.62,2,0.41,25,5.14,5,1.03,3,0.62,15,3.09,5,1.03,28,5.76,25,5.14,2,0.41,1,0.21,2,0.41,5,1.03,29,5.97,28,5.76,31,6.38,25,5.14,26,5.35,34,7.0,9,1.85,2,0.41,1,0.21,5,1.03,36001
36,2,489,8,1.64,4,0.82,5,1.02,4,0.82,7,1.43,5,1.02,51,10.43,11,2.25,40,8.18,6,1.23,5,1.02,1,0.2,4,0.82,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,3,0.61,2,0.41,2,0.41,37,7.57,7,1.43,5,1.02,12,2.45,3,0.61,39,7.98,38,7.77,4,0.82,4,0.82,6,1.23,3,0.61,34,6.95,21,4.29,20,4.09,16,3.27,16,3.27,24,4.91,7,1.43,1,0.2,2,0.41,3,0.61,36002
36,3,620,10,1.61,5,0.81,8,1.29,3,0.48,6,0.97,7,1.13,65,10.48,8,1.29,59,9.52,12,1.94,7,1.13,3,0.48,5,0.81,1,0.16,2,0.32,2,0.32,2,0.32,0,0.0,6,0.97,1,0.16,0,0.0,54,8.71,1,0.16,1,0.16,5,0.81,2,0.32,54,8.71,56,9.03,1,0.16,0,0.0,2,0.32,3,0.48,52,8.39,27,4.35,25,4.03,22,3.55,23,3.71,30,4.84,6,0.97,2,0.32,6,0.97,3,0.48,36003
36,5,459,5,1.09,2,0.44,8,1.74,2,0.44,3,0.65,0,0.0,43,9.37,8,1.74,35,7.63,8,1.74,4,0.87,0,0.0,2,0.44,0,0.0,0,0.0,0,0.0,1,0.22,7,1.53,4,0.87,5,1.09,1,0.22,31,6.75,9,1.96,7,1.53,6,1.31,7,1.53,34,7.41,42,9.15,0,0.0,1,0.22,7,1.53,2,0.44,32,6.97,20,4.36,19,4.14,18,3.92,16,3.49,22,4.79,4,0.87,3,0.65,8,1.74,8,1.74,36005
36,6,642,11,1.71,8,1.25,8,1.25,10,1.56,10,1.56,4,0.62,37,5.76,5,0.78,30,4.67,17,2.65,7,1.09,0,0.0,5,0.78,2,0.31,1,0.16,2,0.31,4,0.62,1,0.16,5,0.78,6,0.93,2,0.31,27,4.21,3,0.47,8,1.25,12,1.87,10,1.56,29,4.52,28,4.36,7,1.09,4,0.62,4,0.62,5,0.78,24,3.74,47,7.32,48,7.48,40,6.23,49,7.63,43,6.7,16,2.49,3,0.47,1,0.16,8,1.25,36006
36,7,389,10,2.57,9,2.31,14,3.6,9,2.31,11,2.83,9,2.31,22,5.66,5,1.29,23,5.91,9,2.31,6,1.54,2,0.51,1,0.26,1,0.26,3,0.77,1,0.26,2,0.51,0,0.0,0,0.0,3,0.77,1,0.26,16,4.11,4,1.03,4,1.03,3,0.77,3,0.77,19,4.88,14,3.6,3,0.77,0,0.0,1,0.26,1,0.26,17,4.37,25,6.43,24,6.17,23,5.91,25,6.43,27,6.94,0,0.0,2,0.51,4,1.03,1,0.26,36007
36,8,553,15,2.71,6,1.08,12,2.17,5,0.9,8,1.45,6,1.08,45,8.14,7,1.27,41,7.41,7,1.27,3,0.54,6,1.08,5,0.9,4,0.72,2,0.36,3,0.54,2,0.36,0,0.0,3,0.54,5,0.9,2,0.36,40,7.23,10,1.81,9,1.63,11,1.99,5,0.9,44,7.96,42,7.59,3,0.54,3,0.54,4,0.72,6,1.08,35,6.33,27,4.88,21,3.8,19,3.44,23,4.16,22,3.98,7,1.27,3,0.54,3,0.54,4,0.72,36008
36,9,571,13,2.28,8,1.4,11,1.93,4,0.7,4,0.7,5,0.88,56,9.81,8,1.4,46,8.06,11,1.93,5,0.88,1,0.18,2,0.35,1,0.18,0,0.0,0,0.0,1,0.18,1,0.18,1,0.18,3,0.53,2,0.35,46,8.06,3,0.53,6,1.05,5,0.88,3,0.53,49,8.58,41,7.18,1,0.18,1,0.18,4,0.7,4,0.7,39,6.83,28,4.9,31,5.43,26,4.55,29,5.08,30,5.25,1,0.18,0,0.0,3,0.53,7,1.23,36009
36,10,400,8,2.0,7,1.75,10,2.5,6,1.5,5,1.25,5,1.25,36,9.0,2,0.5,30,7.5,5,1.25,3,0.75,1,0.25,0,0.0,4,1.0,0,0.0,1,0.25,2,0.5,2,0.5,0,0.0,1,0.25,1,0.25,34,8.5,6,1.5,7,1.75,7,1.75,5,1.25,34,8.5,28,7.0,0,0.0,0,0.0,1,0.25,2,0.5,26,6.5,16,4.0,22,5.5,18,4.5,17,4.25,20,5.0,5,1.25,0,0.0,2,0.5,2,0.5,36010
36,11,759,20,2.64,12,1.58,16,2.11,10,1.32,10,1.32,11,1.45,77,10.14,13,1.71,72,9.49,19,2.5,10,1.32,3,0.4,6,0.79,1,0.13,2,0.26,1,0.13,3,0.4,1,0.13,1,0.13,1,0.13,1,0.13,56,7.38,11,1.45,10,1.32,7,0.92,6,0.79,58,7.64,56,7.38,6,0.79,2,0.26,1,0.13,3,0.4,54,7.11,26,3.43,32,4.22,28,3.69,29,3.82,34,4.48,2,0.26,3,0.4,3,0.4,5,0.66,36011
36,12,280,1,0.36,0,0.0,3,1.07,0,0.0,3,1.07,0,0.0,11,3.93,6,2.14,8,2.86,8,2.86,4,1.43,0,0.0,2,0.71,0,0.0,0,0.0,1,0.36,1,0.36,1,0.36,2,0.71,1,0.36,2,0.71,7,2.5,5,1.79,5,1.79,6,2.14,4,1.43,8,2.86,8,2.86,0,0.0,3,1.07,2,0.71,0,0.0,6,2.14,24,8.57,25,8.93,24,8.57,26,9.29,30,10.71,5,1.79,1,0.36,2,0.71,3,1.07,36012
36,13,1109,20,1.8,13,1.17,13,1.17,7,0.63,14,1.26,10,0.9,114,10.28,9,0.81,105,9.47,9,0.81,5,0.45,3,0.27,7,0.63,3,0.27,1,0.09,3,0.27,2,0.18,3,0.27,6,0.54,3,0.27,2,0.18,103,9.29,11,0.99,12,1.08,12,1.08,8,0.72,95,8.57,99,8.93,9,0.81,8,0.72,6,0.54,8,0.72,96,8.66,47,4.24,49,4.42,42,3.79,47,4.24,49,4.42,4,0.36,1,0.09,2,0.18,3,0.27,36013
36,14,681,11,1.62,4,0.59,4,0.59,6,0.88,4,0.59,3,0.44,90,13.22,5,0.73,76,11.16,7,1.03,3,0.44,3,0.44,2,0.29,4,0.59,2,0.29,2,0.29,1,0.15,2,0.29,1,0.15,0,0.0,0,0.0,75,11.01,5,0.73,3,0.44,9,1.32,2,0.29,75,11.01,69,10.13,5,0.73,0,0.0,0,0.0,3,0.44,70,10.28,19,2.79,18,2.64,19,2.79,20,2.94,24,3.52,3,0.44,1,0.15,2,0.29,3,0.44,36014
36,15,467,10,2.14,2,0.43,5,1.07,3,0.64,8,1.71,2,0.43,58,12.42,7,1.5,50,10.71,5,1.07,4,0.86,3,0.64,4,0.86,2,0.43,3,0.64,1,0.21,1,0.21,1,0.21,1,0.21,3,0.64,2,0.43,42,8.99,4,0.86,6,1.28,9,1.93,4,0.86,44,9.42,45,9.64,3,0.64,1,0.21,2,0.43,4,0.86,40,8.57,16,3.43,11,2.36,10,2.14,10,2.14,16,3.43,4,0.86,2,0.43,2,0.43,2,0.43,36015
36,16,1097,23,2.1,4,0.36,12,1.09,7,0.64,12,1.09,6,0.55,54,4.92,15,1.37,49,4.47,24,2.19,9,0.82,3,0.27,10,0.91,6,0.55,7,0.64,4,0.36,5,0.46,5,0.46,14,1.28,4,0.36,7,0.64,40,3.65,11,1.0,13,1.19,17,1.55,11,1.0,43,3.92,48,4.38,10,0.91,9,0.82,13,1.19,13,1.19,42,3.83,82,7.47,84,7.66,77,7.02,79,7.2,87,7.93,11,1.0,11,1.0,13,1.19,12,1.09,36016
36,17,571,15,2.63,7,1.23,14,2.45,5,0.88,10,1.75,5,0.88,31,5.43,9,1.58,21,3.68,18,3.15,8,1.4,2,0.35,2,0.35,0,0.0,1,0.18,3,0.53,0,0.0,5,0.88,3,0.53,5,0.88,1,0.18,31,5.43,14,2.45,18,3.15,13,2.28,10,1.75,27,4.73,27,4.73,5,0.88,3,0.53,10,1.75,1,0.18,21,3.68,30,5.25,41,7.18,28,4.9,36,6.3,39,6.83,6,1.05,0,0.0,2,0.35,7,1.23,36017
36,18,627,14,2.23,7,1.12,18,2.87,7,1.12,11,1.75,6,0.96,42,6.7,10,1.59,33,5.26,16,2.55,9,1.44,0,0.0,2,0.32,0,0.0,2,0.32,2,0.32,0,0.0,7,1.12,4,0.64,4,0.64,6,0.96,26,4.15,7,1.12,10,1.59,9,1.44,6,0.96,30,4.78,38,6.06,5,0.8,6,0.96,8,1.28,7,1.12,29,4.63,35,5.58,37,5.9,39,6.22,34,5.42,41,6.54,7,1.12,2,0.32,4,0.64,3,0.48,36018
36,19,1015,10,0.99,5,0.49,6,0.59,4,0.39,5,0.49,3,0.3,34,3.35,3,0.3,29,2.86,6,0.59,4,0.39,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,2,0.2,3,0.3,2,0.2,27,2.66,4,0.39,3,0.3,5,0.49,3,0.3,27,2.66,26,2.56,2,0.2,0,0.0,0,0.0,1,0.1,25,2.46,126,12.41,127,12.51,124,12.22,125,12.32,130,12.81,3,0.3,1,0.1,1,0.1,1,0.1,36019
36,20,755,12,1.59,5,0.66,13,1.72,7,0.93,5,0.66,4,0.53,78,10.33,14,1.85,65,8.61,20,2.65,9,1.19,1,0.13,2,0.26,1,0.13,1,0.13,0,0.0,2,0.26,0,0.0,1,0.13,1,0.13,0,0.0,54,7.15,8,1.06,3,0.4,7,0.93,4,0.53,61,8.08,68,9.01,4,0.53,3,0.4,1,0.13,2,0.26,65,8.61,37,4.9,34,4.5,32,4.24,35,4.64,41,5.43,7,0.93,1,0.13,4,0.53,2,0.26,36020
36,21,916,18,1.97,9,0.98,15,1.64,11,1.2,11,1.2,9,0.98,83,9.06,10,1.09,73,7.97,22,2.4,11,1.2,1,0.11,6,0.66,3,0.33,0,0.0,1,0.11,1,0.11,2,0.22,5,0.55,2,0.22,2,0.22,56,6.11,8,0.87,9,0.98,8,0.87,5,0.55,64,6.99,64,6.99,5,0.55,3,0.33,3,0.33,3,0.33,63,6.88,50,5.46,56,6.11,46,5.02,49,5.35,56,6.11,6,0.66,2,0.22,3,0.33,3,0.33,36021
36,22,969,27,2.79,10,1.03,21,2.17,8,0.83,21,2.17,11,1.14,53,5.47,17,1.75,44,4.54,27,2.79,11,1.14,1,0.1,6,0.62,3,0.31,2,0.21,2,0.21,3,0.31,4,0.41,9,0.93,5,0.52,2,0.21,42,4.33,16,1.65,16,1.65,18,1.86,9,0.93,47,4.85,40,4.13,8,0.83,8,0.83,9,0.93,12,1.24,36,3.72,65,6.71,60,6.19,57,5.88,59,6.09,73,7.53,14,1.44,7,0.72,7,0.72,10,1.03,36022
36,25,390,9,2.31,7,1.79,7,1.79,3,0.77,5,1.28,4,1.03,32,8.21,4,1.03,31,7.95,9,2.31,2,0.51,1,0.26,2,0.51,1,0.26,3,0.77,0,0.0,1,0.26,0,0.0,1,0.26,4,1.03,1,0.26,23,5.9,1,0.26,3,0.77,3,0.77,2,0.51,24,6.15,22,5.64,1,0.26,1,0.26,1,0.26,1,0.26,24,6.15,26,6.67,25,6.41,21,5.38,24,6.15,26,6.67,2,0.51,1,0.26,2,0.51,3,0.77,36025
36,26,546,14,2.56,10,1.83,11,2.01,10,1.83,10,1.83,10,1.83,43,7.88,10,1.83,32,5.86,13,2.38,8,1.47,2,0.37,4,0.73,4,0.73,3,0.55,1,0.18,0,0.0,1,0.18,3,0.55,4,0.73,2,0.37,34,6.23,7,1.28,7,1.28,6,1.1,6,1.1,34,6.23,31,5.68,5,0.92,2,0.37,2,0.37,2,0.37,28,5.13,29,5.31,27,4.95,28,5.13,30,5.49,31,5.68,2,0.37,1,0.18,0,0.0,1,0.18,36026
36,27,337,8,2.37,3,0.89,11,3.26,3,0.89,5,1.48,2,0.59,14,4.15,8,2.37,16,4.75,12,3.56,5,1.48,3,0.89,3,0.89,2,0.59,2,0.59,0,0.0,2,0.59,1,0.3,4,1.19,5,1.48,2,0.59,16,4.75,5,1.48,6,1.78,6,1.78,6,1.78,15,4.45,11,3.26,2,0.59,3,0.89,3,0.89,4,1.19,11,3.26,19,5.64,20,5.93,19,5.64,19,5.64,20,5.93,3,0.89,1,0.3,4,1.19,2,0.59,36027
36,28,416,6,1.44,2,0.48,6,1.44,2,0.48,2,0.48,3,0.72,47,11.3,6,1.44,44,10.58,7,1.68,3,0.72,0,0.0,0,0.0,0,0.0,0,0.0,1,0.24,0,0.0,1,0.24,1,0.24,3,0.72,1,0.24,35,8.41,6,1.44,7,1.68,9,2.16,5,1.2,36,8.65,39,9.38,2,0.48,4,0.96,3,0.72,2,0.48,31,7.45,13,3.13,13,3.13,14,3.37,13,3.13,18,4.33,5,1.2,1,0.24,2,0.48,3,0.72,36028
36,29,682,19,2.79,7,1.03,17,2.49,9,1.32,12,1.76,6,0.88,39,5.72,8,1.17,30,4.4,19,2.79,6,0.88,1,0.15,2,0.29,1,0.15,3,0.44,0,0.0,0,0.0,3,0.44,5,0.73,3,0.44,1,0.15,28,4.11,10,1.47,8,1.17,6,0.88,4,0.59,32,4.69,34,4.99,9,1.32,4,0.59,8,1.17,4,0.59,28,4.11,46,6.74,52,7.62,43,6.3,50,7.33,56,8.21,7,1.03,2,0.29,2,0.29,6,0.88,36029
36,30,736,16,2.17,11,1.49,17,2.31,11,1.49,9,1.22,6,0.82,48,6.52,14,1.9,44,5.98,20,2.72,12,1.63,4,0.54,7,0.95,5,0.68,6,0.82,6,0.82,4,0.54,5,0.68,6,0.82,6,0.82,3,0.41,39,5.3,10,1.36,9,1.22,11,1.49,6,0.82,45,6.11,40,5.43,8,1.09,5,0.68,9,1.22,6,0.82,40,5.43,34,4.62,39,5.3,28,3.8,33,4.48,40,5.43,8,1.09,1,0.14,9,1.22,11,1.49,36030
36,31,777,15,1.93,4,0.51,12,1.54,7,0.9,9,1.16,9,1.16,63,8.11,6,0.77,49,6.31,14,1.8,5,0.64,4,0.51,6,0.77,5,0.64,5,0.64,1,0.13,2,0.26,2,0.26,4,0.51,7,0.9,6,0.77,43,5.53,6,0.77,5,0.64,16,2.06,6,0.77,47,6.05,50,6.44,4,0.51,1,0.13,3,0.39,4,0.51,48,6.18,45,5.79,49,6.31,44,5.66,48,6.18,54,6.95,12,1.54,4,0.51,3,0.39,6,0.77,36031
36,32,447,12,2.68,6,1.34,13,2.91,5,1.12,7,1.57,6,1.34,16,3.58,3,0.67,14,3.13,7,1.57,7,1.57,0,0.0,4,0.89,3,0.67,0,0.0,0,0.0,0,0.0,0,0.0,5,1.12,3,0.67,2,0.45,11,2.46,6,1.34,9,2.01,9,2.01,8,1.79,11,2.46,11,2.46,3,0.67,4,0.89,4,0.89,2,0.45,11,2.46,36,8.05,45,10.07,36,8.05,35,7.83,40,8.95,6,1.34,1,0.22,2,0.45,4,0.89,36032
36,33,235,4,1.7,5,2.13,5,2.13,5,2.13,3,1.28,3,1.28,17,7.23,4,1.7,12,5.11,1,0.43,2,0.85,1,0.43,1,0.43,1,0.43,0,0.0,0,0.0,0,0.0,0,0.0,3,1.28,1,0.43,0,0.0,11,4.68,5,2.13,3,1.28,4,1.7,2,0.85,13,5.53,10,4.26,0,0.0,0,0.0,0,0.0,1,0.43,9,3.83,16,6.81,17,7.23,16,6.81,17,7.23,19,8.09,2,0.85,0,0.0,2,0.85,1,0.43,36033
36,34,309,8,2.59,4,1.29,7,2.27,3,0.97,8,2.59,3,0.97,21,6.8,8,2.59,16,5.18,8,2.59,10,3.24,1,0.32,0,0.0,1,0.32,0,0.0,1,0.32,0,0.0,0,0.0,1,0.32,0,0.0,1,0.32,15,4.85,10,3.24,10,3.24,10,3.24,7,2.27,14,4.53,9,2.91,5,1.62,1,0.32,1,0.32,2,0.65,7,2.27,19,6.15,16,5.18,16,5.18,16,5.18,21,6.8,2,0.65,1,0.32,2,0.65,1,0.32,36034
36,35,709,12,1.69,5,0.71,5,0.71,4,0.56,9,1.27,5,0.71,72,10.16,8,1.13,69,9.73,8,1.13,3,0.42,3,0.42,6,0.85,3,0.42,1,0.14,1,0.14,0,0.0,2,0.28,2,0.28,2,0.28,2,0.28,60,8.46,10,1.41,9,1.27,9,1.27,7,0.99,73,10.3,61,8.6,2,0.28,3,0.42,1,0.14,2,0.28,61,8.6,30,4.23,30,4.23,30,4.23,30,4.23,30,4.23,4,0.56,0,0.0,2,0.28,1,0.14,36035
36,36,434,7,1.61,7,1.61,7,1.61,1,0.23,1,0.23,2,0.46,35,8.06,4,0.92,29,6.68,11,2.53,4,0.92,1,0.23,1,0.23,1,0.23,0,0.0,1,0.23,1,0.23,1,0.23,3,0.69,3,0.69,1,0.23,32,7.37,7,1.61,7,1.61,9,2.07,5,1.15,32,7.37,27,6.22,0,0.0,1,0.23,4,0.92,1,0.23,27,6.22,24,5.53,26,5.99,25,5.76,24,5.53,29,6.68,2,0.46,1,0.23,1,0.23,3,0.69,36036
36,37,327,9,2.75,7,2.14,11,3.36,3,0.92,6,1.83,4,1.22,18,5.5,6,1.83,20,6.12,7,2.14,6,1.83,1,0.31,0,0.0,1,0.31,1,0.31,0,0.0,0,0.0,0,0.0,4,1.22,0,0.0,0,0.0,16,4.89,3,0.92,7,2.14,4,1.22,2,0.61,18,5.5,17,5.2,3,0.92,3,0.92,2,0.61,3,0.92,16,4.89,20,6.12,20,6.12,16,4.89,17,5.2,20,6.12,4,1.22,1,0.31,2,0.61,4,1.22,36037
36,38,475,10,2.11,3,0.63,7,1.47,3,0.63,6,1.26,3,0.63,50,10.53,7,1.47,47,9.89,6,1.26,4,0.84,1,0.21,1,0.21,0,0.0,2,0.42,1,0.21,1,0.21,0,0.0,3,0.63,2,0.42,2,0.42,39,8.21,4,0.84,4,0.84,6,1.26,6,1.26,43,9.05,42,8.84,5,1.05,2,0.42,6,1.26,1,0.21,42,8.84,18,3.79,18,3.79,14,2.95,18,3.79,21,4.42,4,0.84,1,0.21,3,0.63,2,0.42,36038
