ward,precinct,total,"Bernard J. """"Bernie"""" Gray (Kucinich)","Bernard J. """"Bernie"""" Gray (Kucinich) Percent",Heather Poppe (Kucinich),Heather Poppe (Kucinich) Percent,John Schlitt (Kucinich),John Schlitt (Kucinich) Percent,Katherine Felt Armstrong (Kucinich),Katherine Felt Armstrong (Kucinich) Percent,Gary Kuzminski (Kucinich),Gary Kuzminski (Kucinich) Percent,Bernadette Maune (Kucinich),Bernadette Maune (Kucinich) Percent,Marc O'Connor (Kucinich),Marc O'Connor (Kucinich) Percent,Deborah Sims (Dean),Deborah Sims (Dean) Percent,James T. Meeks (Dean),James T. Meeks (Dean) Percent,Michelle Markiewicz Qualkinbush (Dean,Michelle Markiewicz Qualkinbush (Dean Percent,Sandi S. Jackson (Dean),Sandi S. Jackson (Dean) Percent,"William """"Will"""" Davis (Dean)","William """"Will"""" Davis (Dean) Percent",Dorian M. Morley (Dean),Dorian M. Morley (Dean) Percent,Michael Hartt (Dean),Michael Hartt (Dean) Percent,Larry Williams (Edwards),Larry Williams (Edwards) Percent,Bertha M. Scott (Edwards),Bertha M. Scott (Edwards) Percent,James E. Young (Edwards),James E. Young (Edwards) Percent,Henrietta Battle (Edwards),Henrietta Battle (Edwards) Percent,Jeremy Alexander (Edwards),Jeremy Alexander (Edwards) Percent,Archia Lakiska Lucas (Edwards),Archia Lakiska Lucas (Edwards) Percent,Lawrence N. Hill (Edwards),Lawrence N. Hill (Edwards) Percent,Nather L. Jones (Edwards),Nather L. Jones (Edwards) Percent,Al Riley (Clark),Al Riley (Clark) Percent,Johnny Holmes (Clark),Johnny Holmes (Clark) Percent,Kevin McCaffrey (Clark),Kevin McCaffrey (Clark) Percent,Paul Lynch (Clark),Paul Lynch (Clark) Percent,Barbara J. Moore (Clark),Barbara J. Moore (Clark) Percent,Harriet Salk (Clark),Harriet Salk (Clark) Percent,Myrtle Martin (Clark),Myrtle Martin (Clark) Percent,Karen Olson (Clark),Karen Olson (Clark) Percent,Frederick Young (Kerry),Frederick Young (Kerry) Percent,Sharon Latiker (Kerry),Sharon Latiker (Kerry) Percent,Kurt Elling (Kerry),Kurt Elling (Kerry) Percent,Lisa Dunbar (Kerry),Lisa Dunbar (Kerry) Percent,Jonathan D Karmel (Kerry),Jonathan D Karmel (Kerry) Percent,Thu Anh Vo (Kerry),Thu Anh Vo (Kerry) Percent,Gregory Arlen Diephouse (Kerry),Gregory Arlen Diephouse (Kerry) Percent,Edonna Brazzle (Kerry),Edonna Brazzle (Kerry) Percent,Lamar Britt (Lieberman),Lamar Britt (Lieberman) Percent,Jerry Doss (Lieberman),Jerry Doss (Lieberman) Percent,Shirley Doss (Lieberman),Shirley Doss (Lieberman) Percent,Marc Hamilton (Lieberman),Marc Hamilton (Lieberman) Percent,Myra Handy (Lieberman),Myra Handy (Lieberman) Percent,Janet Williams (Lieberman),Janet Williams (Lieberman) Percent,William M. Beavers (Braun),William M. Beavers (Braun) Percent,Dorothy James (Braun),Dorothy James (Braun) Percent,Diane Phillips (Braun),Diane Phillips (Braun) Percent,Donne Trotter (Braun),Donne Trotter (Braun) Percent,Dorothy Brown (Braun),Dorothy Brown (Braun) Percent,William Shaw (Braun),William Shaw (Braun) Percent,Carrie Austin (Braun),Carrie Austin (Braun) Percent,precinct_id
7,45,1307,14,1.07,12,0.92,11,0.84,13,0.99,10,0.77,8,0.61,10,0.77,27,2.07,69,5.28,11,0.84,18,1.38,19,1.45,12,0.92,6,0.46,11,0.84,15,1.15,10,0.77,11,0.84,9,0.69,6,0.46,8,0.61,7,0.54,1,0.08,1,0.08,2,0.15,0,0.0,7,0.54,1,0.08,1,0.08,2,0.15,60,4.59,52,3.98,56,4.28,55,4.21,47,3.6,39,2.98,40,3.06,33,2.52,0,0.0,2,0.15,1,0.08,1,0.08,0,0.0,1,0.08,86,6.58,74,5.66,69,5.28,80,6.12,93,7.12,89,6.81,82,6.27,07045
7,46,243,9,3.7,1,0.41,0,0.0,1,0.41,0,0.0,1,0.41,2,0.82,2,0.82,29,11.93,1,0.41,2,0.82,1,0.41,7,2.88,3,1.23,2,0.82,0,0.0,2,0.82,12,4.94,1,0.41,0,0.0,3,1.23,2,0.82,2,0.82,0,0.0,1,0.41,4,1.65,4,1.65,2,0.82,0,0.0,0,0.0,9,3.7,10,4.12,7,2.88,7,2.88,6,2.47,5,2.06,4,1.65,4,1.65,2,0.82,0,0.0,1,0.41,1,0.41,3,1.23,2,0.82,16,6.58,6,2.47,3,1.23,6,2.47,14,5.76,12,4.94,29,11.93,07046
7,47,604,6,0.99,3,0.5,3,0.5,3,0.5,2,0.33,0,0.0,3,0.5,17,2.81,45,7.45,7,1.16,19,3.15,16,2.65,15,2.48,8,1.32,7,1.16,3,0.5,4,0.66,3,0.5,0,0.0,2,0.33,2,0.33,1,0.17,3,0.5,3,0.5,2,0.33,2,0.33,8,1.32,3,0.5,4,0.66,4,0.66,23,3.81,19,3.15,12,1.99,17,2.81,14,2.32,11,1.82,10,1.66,12,1.99,1,0.17,1,0.17,2,0.33,1,0.17,0,0.0,3,0.5,46,7.62,31,5.13,34,5.63,41,6.79,46,7.62,35,5.79,34,5.63,07047
7,48,304,5,1.64,2,0.66,1,0.33,4,1.32,1,0.33,3,0.99,2,0.66,7,2.3,24,7.89,2,0.66,9,2.96,9,2.96,8,2.63,4,1.32,5,1.64,1,0.33,1,0.33,0,0.0,0,0.0,0,0.0,1,0.33,3,0.99,3,0.99,0,0.0,0,0.0,0,0.0,3,0.99,0,0.0,0,0.0,1,0.33,18,5.92,17,5.59,13,4.28,16,5.26,12,3.95,10,3.29,9,2.96,9,2.96,2,0.66,1,0.33,1,0.33,1,0.33,1,0.33,1,0.33,14,4.61,5,1.64,6,1.97,9,2.96,16,5.26,31,10.2,8,2.63,07048
7,49,609,7,1.15,2,0.33,1,0.16,3,0.49,2,0.33,1,0.16,3,0.49,17,2.79,42,6.9,6,0.99,14,2.3,16,2.63,16,2.63,14,2.3,9,1.48,5,0.82,5,0.82,3,0.49,3,0.49,2,0.33,3,0.49,1,0.16,2,0.33,3,0.49,1,0.16,1,0.16,7,1.15,0,0.0,2,0.33,0,0.0,33,5.42,19,3.12,21,3.45,26,4.27,15,2.46,18,2.96,14,2.3,18,2.96,0,0.0,2,0.33,1,0.16,2,0.33,0,0.0,0,0.0,36,5.91,27,4.43,22,3.61,40,6.57,42,6.9,31,5.09,36,5.91,07049
7,50,579,9,1.55,8,1.38,9,1.55,11,1.9,4,0.69,9,1.55,7,1.21,23,3.97,41,7.08,7,1.21,21,3.63,18,3.11,8,1.38,4,0.69,7,1.21,3,0.52,5,0.86,6,1.04,5,0.86,1,0.17,3,0.52,2,0.35,1,0.17,2,0.35,0,0.0,4,0.69,6,1.04,1,0.17,0,0.0,1,0.17,24,4.15,20,3.45,14,2.42,21,3.63,13,2.25,12,2.07,14,2.42,14,2.42,2,0.35,1,0.17,1,0.17,1,0.17,4,0.69,2,0.35,37,6.39,21,3.63,18,3.11,29,5.01,39,6.74,28,4.84,27,4.66,07050
7,51,633,10,1.58,8,1.26,4,0.63,8,1.26,5,0.79,2,0.32,4,0.63,19,3.0,48,7.58,8,1.26,17,2.69,16,2.53,14,2.21,5,0.79,4,0.63,2,0.32,5,0.79,3,0.47,4,0.63,2,0.32,2,0.32,2,0.32,0,0.0,4,0.63,2,0.32,1,0.16,7,1.11,0,0.0,2,0.32,2,0.32,29,4.58,25,3.95,24,3.79,29,4.58,21,3.32,20,3.16,20,3.16,19,3.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.32,3,0.47,28,4.42,28,4.42,27,4.27,37,5.85,46,7.27,28,4.42,24,3.79,07051
7,52,595,11,1.85,6,1.01,5,0.84,5,0.84,6,1.01,4,0.67,11,1.85,16,2.69,44,7.39,6,1.01,19,3.19,18,3.03,12,2.02,5,0.84,6,1.01,5,0.84,5,0.84,7,1.18,1,0.17,2,0.34,2,0.34,4,0.67,1,0.17,1,0.17,0,0.0,3,0.5,6,1.01,0,0.0,2,0.34,1,0.17,24,4.03,23,3.87,19,3.19,21,3.53,15,2.52,14,2.35,16,2.69,16,2.69,0,0.0,0,0.0,1,0.17,1,0.17,0,0.0,0,0.0,34,5.71,23,3.87,22,3.7,32,5.38,32,5.38,50,8.4,29,4.87,07052
7,53,564,13,2.3,7,1.24,3,0.53,8,1.42,3,0.53,5,0.89,2,0.35,20,3.55,61,10.82,11,1.95,20,3.55,19,3.37,9,1.6,7,1.24,5,0.89,2,0.35,6,1.06,3,0.53,1,0.18,1,0.18,1,0.18,0,0.0,6,1.06,0,0.0,1,0.18,0,0.0,3,0.53,1,0.18,0,0.0,2,0.35,20,3.55,16,2.84,13,2.3,16,2.84,10,1.77,9,1.6,8,1.42,8,1.42,0,0.0,0,0.0,1,0.18,1,0.18,1,0.18,2,0.35,32,5.67,20,3.55,24,4.26,29,5.14,36,6.38,47,8.33,34,6.03,07053
7,54,401,7,1.75,5,1.25,1,0.25,8,2.0,3,0.75,4,1.0,5,1.25,9,2.24,24,5.99,3,0.75,7,1.75,11,2.74,7,1.75,7,1.75,7,1.75,7,1.75,6,1.5,3,0.75,3,0.75,4,1.0,2,0.5,4,1.0,5,1.25,2,0.5,2,0.5,6,1.5,4,1.0,6,1.5,4,1.0,3,0.75,22,5.49,16,3.99,13,3.24,14,3.49,9,2.24,9,2.24,8,2.0,7,1.75,1,0.25,2,0.5,0,0.0,0,0.0,1,0.25,0,0.0,23,5.74,13,3.24,10,2.49,18,4.49,22,5.49,23,5.74,14,3.49,07054
7,55,849,18,2.12,12,1.41,8,0.94,12,1.41,4,0.47,10,1.18,11,1.3,25,2.94,57,6.71,8,0.94,17,2.0,18,2.12,9,1.06,4,0.47,13,1.53,10,1.18,12,1.41,9,1.06,4,0.47,4,0.47,7,0.82,7,0.82,3,0.35,6,0.71,4,0.47,2,0.24,17,2.0,2,0.24,2,0.24,4,0.47,34,4.0,31,3.65,30,3.53,33,3.89,28,3.3,28,3.3,20,2.36,22,2.59,1,0.12,3,0.35,2,0.24,2,0.24,1,0.12,2,0.24,47,5.54,31,3.65,26,3.06,45,5.3,48,5.65,42,4.95,41,4.83,07055
7,56,528,6,1.14,1,0.19,3,0.57,2,0.38,2,0.38,4,0.76,4,0.76,13,2.46,41,7.77,4,0.76,13,2.46,15,2.84,12,2.27,2,0.38,9,1.7,2,0.38,7,1.33,3,0.57,5,0.95,1,0.19,4,0.76,2,0.38,2,0.38,3,0.57,0,0.0,0,0.0,4,0.76,3,0.57,1,0.19,4,0.76,29,5.49,22,4.17,19,3.6,24,4.55,16,3.03,17,3.22,18,3.41,14,2.65,0,0.0,4,0.76,0,0.0,1,0.19,1,0.19,0,0.0,23,4.36,20,3.79,18,3.41,24,4.55,30,5.68,36,6.82,35,6.63,07056
7,57,626,5,0.8,2,0.32,2,0.32,0,0.0,2,0.32,3,0.48,4,0.64,15,2.4,54,8.63,8,1.28,15,2.4,19,3.04,13,2.08,6,0.96,8,1.28,6,0.96,7,1.12,6,0.96,5,0.8,3,0.48,1,0.16,1,0.16,3,0.48,1,0.16,1,0.16,3,0.48,7,1.12,0,0.0,2,0.32,1,0.16,39,6.23,31,4.95,28,4.47,35,5.59,24,3.83,25,3.99,21,3.35,23,3.67,0,0.0,0,0.0,2,0.32,0,0.0,1,0.16,1,0.16,26,4.15,16,2.56,13,2.08,31,4.95,41,6.55,30,4.79,23,3.67,07057
7,58,969,11,1.14,5,0.52,4,0.41,3,0.31,4,0.41,4,0.41,3,0.31,24,2.48,63,6.5,7,0.72,16,1.65,18,1.86,13,1.34,5,0.52,5,0.52,3,0.31,4,0.41,2,0.21,5,0.52,1,0.1,2,0.21,1,0.1,4,0.41,0,0.0,2,0.21,0,0.0,2,0.21,0,0.0,2,0.21,2,0.21,48,4.95,43,4.44,41,4.23,40,4.13,34,3.51,30,3.1,31,3.2,34,3.51,1,0.1,0,0.0,3,0.31,2,0.21,1,0.1,2,0.21,70,7.22,55,5.68,49,5.06,71,7.33,69,7.12,63,6.5,53,5.47,07058
7,59,489,4,0.82,3,0.61,4,0.82,3,0.61,0,0.0,1,0.2,4,0.82,11,2.25,31,6.34,4,0.82,13,2.66,13,2.66,5,1.02,6,1.23,6,1.23,10,2.04,4,0.82,8,1.64,2,0.41,1,0.2,4,0.82,1,0.2,1,0.2,3,0.61,3,0.61,3,0.61,9,1.84,1,0.2,3,0.61,1,0.2,18,3.68,19,3.89,19,3.89,23,4.7,13,2.66,13,2.66,14,2.86,21,4.29,1,0.2,1,0.2,0,0.0,2,0.41,1,0.2,2,0.41,28,5.73,20,4.09,18,3.68,21,4.29,37,7.57,25,5.11,24,4.91,07059
7,60,468,11,2.35,6,1.28,4,0.85,6,1.28,4,0.85,7,1.5,5,1.07,21,4.49,43,9.19,9,1.92,15,3.21,20,4.27,12,2.56,5,1.07,6,1.28,3,0.64,3,0.64,2,0.43,0,0.0,0,0.0,1,0.21,1,0.21,1,0.21,3,0.64,1,0.21,1,0.21,9,1.92,1,0.21,1,0.21,1,0.21,17,3.63,13,2.78,5,1.07,9,1.92,8,1.71,7,1.5,7,1.5,5,1.07,1,0.21,2,0.43,1,0.21,0,0.0,0,0.0,0,0.0,26,5.56,20,4.27,15,3.21,19,4.06,31,6.62,39,8.33,28,5.98,07060
7,61,831,11,1.32,8,0.96,3,0.36,8,0.96,3,0.36,5,0.6,4,0.48,28,3.37,57,6.86,10,1.2,22,2.65,22,2.65,18,2.17,10,1.2,9,1.08,2,0.24,7,0.84,5,0.6,4,0.48,2,0.24,2,0.24,2,0.24,4,0.48,0,0.0,1,0.12,1,0.12,4,0.48,1,0.12,4,0.48,1,0.12,23,2.77,15,1.81,12,1.44,19,2.29,13,1.56,11,1.32,10,1.2,9,1.08,1,0.12,1,0.12,0,0.0,0,0.0,0,0.0,2,0.24,63,7.58,61,7.34,48,5.78,74,8.9,73,8.78,59,7.1,60,7.22,07061
7,62,643,12,1.87,8,1.24,4,0.62,9,1.4,3,0.47,5,0.78,3,0.47,20,3.11,57,8.86,7,1.09,18,2.8,16,2.49,15,2.33,3,0.47,10,1.56,3,0.47,4,0.62,4,0.62,1,0.16,2,0.31,4,0.62,3,0.47,4,0.62,2,0.31,1,0.16,2,0.31,11,1.71,1,0.16,1,0.16,2,0.31,26,4.04,22,3.42,22,3.42,23,3.58,24,3.73,15,2.33,17,2.64,16,2.49,3,0.47,1,0.16,2,0.31,1,0.16,1,0.16,1,0.16,29,4.51,24,3.73,18,2.8,26,4.04,48,7.47,46,7.15,31,4.82,07062
7,63,607,7,1.15,5,0.82,2,0.33,6,0.99,0,0.0,7,1.15,4,0.66,17,2.8,41,6.75,4,0.66,16,2.64,13,2.14,12,1.98,6,0.99,10,1.65,5,0.82,5,0.82,7,1.15,7,1.15,1,0.16,4,0.66,2,0.33,1,0.16,2,0.33,1,0.16,4,0.66,8,1.32,2,0.33,3,0.49,2,0.33,18,2.97,27,4.45,16,2.64,25,4.12,16,2.64,12,1.98,11,1.81,12,1.98,1,0.16,1,0.16,2,0.33,1,0.16,2,0.33,6,0.99,42,6.92,28,4.61,25,4.12,28,4.61,45,7.41,39,6.43,37,6.1,07063
7,64,614,17,2.77,10,1.63,9,1.47,10,1.63,10,1.63,10,1.63,10,1.63,17,2.77,50,8.14,5,0.81,20,3.26,10,1.63,11,1.79,2,0.33,8,1.3,7,1.14,4,0.65,10,1.63,1,0.16,1,0.16,3,0.49,1,0.16,0,0.0,3,0.49,1,0.16,1,0.16,9,1.47,1,0.16,2,0.33,2,0.33,29,4.72,24,3.91,19,3.09,26,4.23,20,3.26,16,2.61,17,2.77,17,2.77,2,0.33,2,0.33,3,0.49,2,0.33,4,0.65,4,0.65,26,4.23,17,2.77,11,1.79,21,3.42,36,5.86,38,6.19,25,4.07,07064
7,65,604,6,0.99,6,0.99,3,0.5,6,0.99,1,0.17,2,0.33,4,0.66,16,2.65,50,8.28,4,0.66,13,2.15,15,2.48,9,1.49,4,0.66,8,1.32,1,0.17,6,0.99,7,1.16,1,0.17,1,0.17,3,0.5,2,0.33,0,0.0,4,0.66,1,0.17,2,0.33,1,0.17,1,0.17,0,0.0,0,0.0,45,7.45,36,5.96,27,4.47,34,5.63,27,4.47,25,4.14,21,3.48,21,3.48,1,0.17,2,0.33,1,0.17,1,0.17,0,0.0,0,0.0,25,4.14,14,2.32,17,2.81,21,3.48,32,5.3,40,6.62,24,3.97,07065
8,3,1301,17,1.31,10,0.77,6,0.46,14,1.08,6,0.46,9,0.69,9,0.69,40,3.07,109,8.38,11,0.85,33,2.54,28,2.15,17,1.31,7,0.54,19,1.46,7,0.54,11,0.85,13,1.0,2,0.15,4,0.31,6,0.46,5,0.38,2,0.15,5,0.38,3,0.23,6,0.46,14,1.08,4,0.31,10,0.77,9,0.69,66,5.07,58,4.46,51,3.92,62,4.77,40,3.07,36,2.77,37,2.84,37,2.84,4,0.31,2,0.15,5,0.38,3,0.23,2,0.15,5,0.38,52,4.0,47,3.61,36,2.77,83,6.38,88,6.76,83,6.38,44,3.38,08003
8,4,1178,7,0.59,5,0.42,3,0.25,4,0.34,2,0.17,4,0.34,4,0.34,34,2.89,105,8.91,8,0.68,27,2.29,24,2.04,20,1.7,11,0.93,9,0.76,6,0.51,6,0.51,11,0.93,6,0.51,1,0.08,5,0.42,0,0.0,2,0.17,2,0.17,3,0.25,3,0.25,18,1.53,3,0.25,9,0.76,4,0.34,58,4.92,50,4.24,47,3.99,56,4.75,37,3.14,32,2.72,32,2.72,34,2.89,1,0.08,1,0.08,5,0.42,0,0.0,2,0.17,5,0.42,69,5.86,51,4.33,43,3.65,85,7.22,93,7.89,57,4.84,53,4.5,08004
8,5,1333,14,1.05,8,0.6,10,0.75,11,0.83,3,0.23,5,0.38,1,0.08,42,3.15,105,7.88,19,1.43,36,2.7,39,2.93,23,1.73,13,0.98,16,1.2,10,0.75,15,1.13,9,0.68,9,0.68,3,0.23,7,0.53,6,0.45,2,0.15,3,0.23,0,0.0,2,0.15,10,0.75,2,0.15,6,0.45,6,0.45,79,5.93,66,4.95,62,4.65,68,5.1,53,3.98,51,3.83,45,3.38,45,3.38,1,0.08,2,0.15,5,0.38,2,0.15,1,0.08,5,0.38,53,3.98,34,2.55,29,2.18,74,5.55,78,5.85,55,4.13,56,4.2,08005
8,7,645,12,1.86,8,1.24,7,1.09,11,1.71,9,1.4,7,1.09,7,1.09,29,4.5,57,8.84,13,2.02,25,3.88,16,2.48,13,2.02,7,1.09,11,1.71,10,1.55,5,0.78,9,1.4,4,0.62,5,0.78,1,0.16,3,0.47,3,0.47,0,0.0,1,0.16,1,0.16,9,1.4,0,0.0,1,0.16,2,0.31,25,3.88,23,3.57,20,3.1,22,3.41,20,3.1,15,2.33,14,2.17,14,2.17,1,0.16,0,0.0,2,0.31,2,0.31,1,0.16,0,0.0,26,4.03,16,2.48,16,2.48,33,5.12,35,5.43,34,5.27,23,3.57,08007
8,8,1551,20,1.29,10,0.64,5,0.32,7,0.45,7,0.45,13,0.84,8,0.52,38,2.45,127,8.19,14,0.9,38,2.45,39,2.51,20,1.29,14,0.9,18,1.16,17,1.1,16,1.03,13,0.84,9,0.58,6,0.39,14,0.9,8,0.52,13,0.84,13,0.84,3,0.19,4,0.26,24,1.55,2,0.13,8,0.52,5,0.32,99,6.38,75,4.84,65,4.19,79,5.09,58,3.74,54,3.48,48,3.09,50,3.22,6,0.39,1,0.06,6,0.39,2,0.13,2,0.13,6,0.39,61,3.93,43,2.77,25,1.61,86,5.54,100,6.45,62,4.0,67,4.32,08008
8,9,1218,18,1.48,15,1.23,9,0.74,10,0.82,6,0.49,11,0.9,10,0.82,36,2.96,98,8.05,19,1.56,36,2.96,38,3.12,19,1.56,17,1.4,11,0.9,13,1.07,9,0.74,5,0.41,10,0.82,4,0.33,7,0.57,5,0.41,5,0.41,0,0.0,1,0.08,3,0.25,13,1.07,3,0.25,11,0.9,1,0.08,77,6.32,61,5.01,63,5.17,68,5.58,54,4.43,45,3.69,43,3.53,40,3.28,1,0.08,0,0.0,2,0.16,2,0.16,0,0.0,1,0.08,33,2.71,30,2.46,21,1.72,49,4.02,62,5.09,48,3.94,47,3.86,08009
8,15,665,10,1.5,7,1.05,6,0.9,8,1.2,2,0.3,4,0.6,3,0.45,20,3.01,66,9.92,8,1.2,23,3.46,21,3.16,16,2.41,6,0.9,6,0.9,8,1.2,4,0.6,5,0.75,2,0.3,3,0.45,5,0.75,2,0.3,4,0.6,4,0.6,3,0.45,3,0.45,8,1.2,1,0.15,3,0.45,2,0.3,39,5.86,31,4.66,26,3.91,27,4.06,21,3.16,19,2.86,14,2.11,15,2.26,1,0.15,0,0.0,2,0.3,1,0.15,0,0.0,1,0.15,19,2.86,16,2.41,13,1.95,34,5.11,34,5.11,45,6.77,26,3.91,08015
8,17,696,16,2.3,8,1.15,6,0.86,13,1.87,10,1.44,9,1.29,8,1.15,22,3.16,61,8.76,7,1.01,15,2.16,18,2.59,14,2.01,6,0.86,8,1.15,8,1.15,2,0.29,3,0.43,1,0.14,2,0.29,2,0.29,2,0.29,4,0.57,2,0.29,1,0.14,1,0.14,8,1.15,0,0.0,3,0.43,1,0.14,31,4.45,25,3.59,27,3.88,31,4.45,19,2.73,20,2.87,15,2.16,15,2.16,2,0.29,2,0.29,3,0.43,1,0.14,1,0.14,4,0.57,27,3.88,21,3.02,17,2.44,38,5.46,50,7.18,41,5.89,30,4.31,08017
8,19,1028,16,1.56,12,1.17,9,0.88,17,1.65,7,0.68,7,0.68,8,0.78,30,2.92,80,7.78,14,1.36,32,3.11,27,2.63,16,1.56,7,0.68,10,0.97,5,0.49,6,0.58,3,0.29,6,0.58,3,0.29,3,0.29,4,0.39,3,0.29,3,0.29,2,0.19,2,0.19,8,0.78,0,0.0,2,0.19,3,0.29,56,5.45,47,4.57,43,4.18,45,4.38,39,3.79,35,3.4,37,3.6,35,3.4,1,0.1,1,0.1,2,0.19,0,0.0,1,0.1,2,0.19,37,3.6,30,2.92,29,2.82,53,5.16,59,5.74,57,5.54,50,4.86,08019
8,23,814,15,1.84,11,1.35,9,1.11,10,1.23,7,0.86,10,1.23,10,1.23,29,3.56,78,9.58,14,1.72,25,3.07,19,2.33,14,1.72,11,1.35,5,0.61,6,0.74,12,1.47,8,0.98,3,0.37,2,0.25,2,0.25,1,0.12,2,0.25,2,0.25,3,0.37,4,0.49,8,0.98,0,0.0,4,0.49,0,0.0,47,5.77,39,4.79,33,4.05,39,4.79,28,3.44,28,3.44,25,3.07,31,3.81,2,0.25,3,0.37,0,0.0,1,0.12,2,0.25,4,0.49,19,2.33,15,1.84,9,1.11,26,3.19,41,5.04,39,4.79,39,4.79,08023
8,24,1095,26,2.37,8,0.73,4,0.37,8,0.73,4,0.37,6,0.55,8,0.73,38,3.47,95,8.68,10,0.91,35,3.2,29,2.65,27,2.47,9,0.82,15,1.37,6,0.55,8,0.73,9,0.82,2,0.18,5,0.46,6,0.55,7,0.64,5,0.46,4,0.37,3,0.27,2,0.18,20,1.83,2,0.18,3,0.27,4,0.37,55,5.02,53,4.84,40,3.65,51,4.66,39,3.56,33,3.01,29,2.65,34,3.11,0,0.0,1,0.09,5,0.46,2,0.18,2,0.18,2,0.18,37,3.38,29,2.65,18,1.64,54,4.93,65,5.94,70,6.39,47,4.29,08024
8,25,1063,12,1.13,10,0.94,6,0.56,18,1.69,5,0.47,14,1.32,10,0.94,40,3.76,94,8.84,15,1.41,29,2.73,32,3.01,19,1.79,12,1.13,13,1.22,8,0.75,11,1.03,12,1.13,5,0.47,4,0.38,6,0.56,4,0.38,6,0.56,4,0.38,4,0.38,2,0.19,13,1.22,2,0.19,4,0.38,2,0.19,46,4.33,45,4.23,41,3.86,47,4.42,36,3.39,30,2.82,33,3.1,33,3.1,0,0.0,1,0.09,1,0.09,3,0.28,0,0.0,3,0.28,34,3.2,32,3.01,22,2.07,51,4.8,69,6.49,59,5.55,37,3.48,08025
8,26,613,5,0.82,1,0.16,1,0.16,5,0.82,5,0.82,1,0.16,3,0.49,17,2.77,57,9.3,8,1.31,18,2.94,17,2.77,16,2.61,11,1.79,6,0.98,6,0.98,11,1.79,4,0.65,3,0.49,2,0.33,4,0.65,3,0.49,3,0.49,4,0.65,2,0.33,1,0.16,4,0.65,3,0.49,1,0.16,0,0.0,25,4.08,28,4.57,24,3.92,22,3.59,20,3.26,20,3.26,23,3.75,20,3.26,0,0.0,1,0.16,2,0.33,0,0.0,3,0.49,1,0.16,30,4.89,16,2.61,11,1.79,26,4.24,37,6.04,37,6.04,35,5.71,08026
8,27,964,14,1.45,9,0.93,9,0.93,7,0.73,5,0.52,4,0.41,5,0.52,29,3.01,79,8.2,13,1.35,21,2.18,20,2.07,13,1.35,7,0.73,10,1.04,7,0.73,11,1.14,6,0.62,6,0.62,4,0.41,4,0.41,3,0.31,3,0.31,4,0.41,3,0.31,6,0.62,10,1.04,3,0.31,4,0.41,3,0.31,53,5.5,50,5.19,46,4.77,53,5.5,41,4.25,35,3.63,31,3.22,37,3.84,2,0.21,0,0.0,0,0.0,1,0.1,0,0.0,3,0.31,37,3.84,22,2.28,22,2.28,45,4.67,53,5.5,62,6.43,33,3.42,08027
8,28,800,7,0.88,3,0.38,2,0.25,5,0.63,1,0.13,4,0.5,3,0.38,19,2.38,65,8.13,10,1.25,22,2.75,15,1.88,12,1.5,9,1.13,8,1.0,8,1.0,7,0.88,10,1.25,8,1.0,4,0.5,5,0.63,5,0.63,2,0.25,2,0.25,2,0.25,2,0.25,10,1.25,0,0.0,2,0.25,2,0.25,43,5.38,34,4.25,33,4.13,37,4.63,27,3.38,29,3.63,23,2.88,26,3.25,2,0.25,0,0.0,1,0.13,0,0.0,2,0.25,2,0.25,36,4.5,27,3.38,21,2.63,46,5.75,60,7.5,41,5.13,41,5.13,08028
8,32,1196,21,1.76,16,1.34,8,0.67,14,1.17,6,0.5,8,0.67,11,0.92,54,4.52,138,11.54,18,1.51,42,3.51,38,3.18,21,1.76,15,1.25,15,1.25,12,1.0,15,1.25,10,0.84,5,0.42,5,0.42,7,0.59,10,0.84,6,0.5,5,0.42,3,0.25,3,0.25,18,1.51,2,0.17,6,0.5,6,0.5,64,5.35,51,4.26,38,3.18,46,3.85,34,2.84,34,2.84,27,2.26,30,2.51,2,0.17,1,0.08,2,0.17,1,0.08,0,0.0,5,0.42,23,1.92,29,2.42,18,1.51,40,3.34,61,5.1,59,4.93,57,4.77,08032
8,34,1177,18,1.53,8,0.68,7,0.59,8,0.68,8,0.68,10,0.85,4,0.34,36,3.06,87,7.39,16,1.36,36,3.06,37,3.14,27,2.29,20,1.7,19,1.61,17,1.44,14,1.19,11,0.93,8,0.68,8,0.68,10,0.85,8,0.68,4,0.34,5,0.42,5,0.42,5,0.42,15,1.27,3,0.25,8,0.68,8,0.68,73,6.2,62,5.27,51,4.33,57,4.84,50,4.25,45,3.82,43,3.65,45,3.82,2,0.17,0,0.0,6,0.51,1,0.08,1,0.08,5,0.42,17,1.44,22,1.87,15,1.27,46,3.91,54,4.59,55,4.67,30,2.55,08034
8,36,799,13,1.63,9,1.13,3,0.38,9,1.13,2,0.25,4,0.5,5,0.63,27,3.38,51,6.38,11,1.38,24,3.0,17,2.13,16,2.0,12,1.5,9,1.13,5,0.63,7,0.88,5,0.63,6,0.75,5,0.63,5,0.63,3,0.38,5,0.63,2,0.25,2,0.25,4,0.5,13,1.63,2,0.25,3,0.38,2,0.25,33,4.13,34,4.26,34,4.26,44,5.51,22,2.75,29,3.63,25,3.13,25,3.13,2,0.25,1,0.13,0,0.0,2,0.25,1,0.13,2,0.25,33,4.13,19,2.38,19,2.38,39,4.88,51,6.38,55,6.88,31,3.88,08036
