ward,precinct,total,"Elizabeth T. """"Beth"""" Bowman (Kucinich)","Elizabeth T. """"Beth"""" Bowman (Kucinich) Percent",Ralph Intagliata (Kucinich),Ralph Intagliata (Kucinich) Percent,SohYoon Atac (Kucinich),SohYoon Atac (Kucinich) Percent,Cheryl Angelaccio (Kucinich),Cheryl Angelaccio (Kucinich) Percent,Glenn W. Fritz (Kucinich),Glenn W. Fritz (Kucinich) Percent,Joe Moore (Dean),Joe Moore (Dean) Percent,Mary Ann Smith (Dean),Mary Ann Smith (Dean) Percent,James F. Dougherty (Dean),James F. Dougherty (Dean) Percent,Debra Shore (Dean),Debra Shore (Dean) Percent,William A. Marovitz (Dean),William A. Marovitz (Dean) Percent,Ann P. Kalayil (Dean),Ann P. Kalayil (Dean) Percent,"Vern Shipley (LaRouche, Jr.)","Vern Shipley (LaRouche, Jr.) Percent","Susan D. Wakefield (LaRouche, Jr.)","Susan D. Wakefield (LaRouche, Jr.) Percent","Anthony E. DeFranco (LaRouche, Jr.","Anthony E. DeFranco (LaRouche, Jr. Percent","Douglas E. Heitz (LaRouche, Jr.)","Douglas E. Heitz (LaRouche, Jr.) Percent","Pamela Sue Connelly (LaRouche, Jr.","Pamela Sue Connelly (LaRouche, Jr. Percent","Richard J. Connelly (LaRouche, Jr.","Richard J. Connelly (LaRouche, Jr. Percent",Fred Shareef (Gephardt),Fred Shareef (Gephardt) Percent,Laura Tucker (Edwards),Laura Tucker (Edwards) Percent,Randolph G. Jue (Edwards),Randolph G. Jue (Edwards) Percent,Timothy W. Burns (Edwards),Timothy W. Burns (Edwards) Percent,Diane Goldstick Meagher (Edwards),Diane Goldstick Meagher (Edwards) Percent,James E. Malackowski (Edwards),James E. Malackowski (Edwards) Percent,Thomas M. Tunney (Clark),Thomas M. Tunney (Clark) Percent,"Jay """"J.B."""" Pritzker (Clark)","Jay """"J.B."""" Pritzker (Clark) Percent",Ronald D. Jolly (Clark),Ronald D. Jolly (Clark) Percent,Lori Goldstein (Clark),Lori Goldstein (Clark) Percent,Patricia Cherry (Clark),Patricia Cherry (Clark) Percent,Selma D'Souza (Kerry),Selma D'Souza (Kerry) Percent,Howard Learner (Kerry),Howard Learner (Kerry) Percent,Madhuri Kommareddi (Kerry),Madhuri Kommareddi (Kerry) Percent,Myron M. Cherry (Kerry),Myron M. Cherry (Kerry) Percent,Darlene Sowell (Kerry),Darlene Sowell (Kerry) Percent,Arthur Berman (Lieberman),Arthur Berman (Lieberman) Percent,Ann M. Coconate (Lieberman),Ann M. Coconate (Lieberman) Percent,Benita Kapnick (Lieberman),Benita Kapnick (Lieberman) Percent,Ira Silverstein (Lieberman),Ira Silverstein (Lieberman) Percent,Bernard Stone (Lieberman),Bernard Stone (Lieberman) Percent,Debra F. Hartman (Lieberman),Debra F. Hartman (Lieberman) Percent,Deon Lopez (Braun),Deon Lopez (Braun) Percent,Himal P. Agarwal (Braun),Himal P. Agarwal (Braun) Percent,Karen Boehning (Braun),Karen Boehning (Braun) Percent,Michael J. Harrington (Braun),Michael J. Harrington (Braun) Percent,Audrey Avila (Braun),Audrey Avila (Braun) Percent,Moti Agarwal (Braun),Moti Agarwal (Braun) Percent,precinct_id
46,14,673,29,4.31,22,3.27,26,3.86,22,3.27,18,2.67,22,3.27,28,4.16,16,2.38,23,3.42,17,2.53,17,2.53,1,0.15,1,0.15,0,0.0,0,0.0,1,0.15,0,0.0,2,0.3,8,1.19,5,0.74,5,0.74,8,1.19,5,0.74,6,0.89,1,0.15,2,0.3,0,0.0,3,0.45,54,8.02,57,8.47,53,7.88,56,8.32,57,8.47,1,0.15,0,0.0,0,0.0,1,0.15,0,0.0,2,0.3,2,0.3,3,0.45,3,0.45,5,0.74,6,0.89,3,0.45,46014
46,15,864,16,1.85,7,0.81,7,0.81,9,1.04,4,0.46,22,2.55,20,2.31,17,1.97,22,2.55,18,2.08,17,1.97,0,0.0,0,0.0,0,0.0,0,0.0,1,0.12,1,0.12,3,0.35,6,0.69,5,0.58,4,0.46,7,0.81,4,0.46,10,1.16,6,0.69,5,0.58,7,0.81,8,0.93,98,11.34,106,12.27,99,11.46,103,11.92,103,11.92,5,0.58,0,0.0,0,0.0,1,0.12,4,0.46,1,0.12,2,0.23,1,0.12,1,0.12,1,0.12,3,0.35,1,0.12,46015
46,16,856,27,3.15,22,2.57,22,2.57,20,2.34,16,1.87,23,2.69,24,2.8,20,2.34,24,2.8,22,2.57,19,2.22,1,0.12,2,0.23,4,0.47,3,0.35,2,0.23,6,0.7,1,0.12,7,0.82,7,0.82,7,0.82,8,0.93,7,0.82,13,1.52,3,0.35,1,0.12,4,0.47,5,0.58,76,8.88,81,9.46,71,8.29,72,8.41,77,9.0,4,0.47,3,0.35,3,0.35,4,0.47,2,0.23,2,0.23,7,0.82,4,0.47,6,0.7,11,1.29,8,0.93,8,0.93,46016
46,19,1009,34,3.37,28,2.78,31,3.07,27,2.68,26,2.58,44,4.36,54,5.35,38,3.77,42,4.16,41,4.06,36,3.57,1,0.1,6,0.59,3,0.3,1,0.1,0,0.0,3,0.3,2,0.2,9,0.89,6,0.59,7,0.69,7,0.69,6,0.59,9,0.89,6,0.59,3,0.3,4,0.4,4,0.4,74,7.33,80,7.93,74,7.33,70,6.94,74,7.33,2,0.2,3,0.3,2,0.2,5,0.5,3,0.3,1,0.1,3,0.3,2,0.2,1,0.1,3,0.3,12,1.19,7,0.69,46019
46,20,525,21,4.0,10,1.9,9,1.71,11,2.1,8,1.52,12,2.29,21,4.0,10,1.9,13,2.48,10,1.9,10,1.9,8,1.52,6,1.14,4,0.76,5,0.95,7,1.33,5,0.95,0,0.0,15,2.86,11,2.1,8,1.52,5,0.95,6,1.14,5,0.95,4,0.76,4,0.76,4,0.76,14,2.67,31,5.9,35,6.67,30,5.71,40,7.62,35,6.67,2,0.38,4,0.76,5,0.95,3,0.57,5,0.95,3,0.57,4,0.76,2,0.38,1,0.19,5,0.95,22,4.19,3,0.57,46020
46,21,170,10,5.88,8,4.71,6,3.53,6,3.53,5,2.94,4,2.35,8,4.71,3,1.76,2,1.18,2,1.18,3,1.76,1,0.59,1,0.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,5,2.94,4,2.35,3,1.76,3,1.76,3,1.76,3,1.76,0,0.0,0,0.0,2,1.18,1,0.59,14,8.24,12,7.06,13,7.65,12,7.06,10,5.88,0,0.0,0,0.0,0,0.0,2,1.18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,1.76,1,0.59,46021
46,22,373,14,3.75,14,3.75,14,3.75,12,3.22,12,3.22,10,2.68,9,2.41,8,2.14,10,2.68,10,2.68,10,2.68,3,0.8,3,0.8,0,0.0,0,0.0,2,0.54,0,0.0,3,0.8,7,1.88,7,1.88,2,0.54,2,0.54,3,0.8,1,0.27,0,0.0,1,0.27,3,0.8,5,1.34,29,7.77,28,7.51,25,6.7,30,8.04,24,6.43,1,0.27,1,0.27,2,0.54,2,0.54,3,0.8,2,0.54,2,0.54,1,0.27,1,0.27,1,0.27,11,2.95,3,0.8,46022
46,23,384,13,3.39,10,2.6,3,0.78,6,1.56,4,1.04,15,3.91,20,5.21,12,3.13,10,2.6,11,2.86,4,1.04,4,1.04,3,0.78,2,0.52,2,0.52,3,0.78,3,0.78,4,1.04,7,1.82,2,0.52,5,1.3,0,0.0,6,1.56,2,0.52,1,0.26,1,0.26,2,0.52,3,0.78,28,7.29,26,6.77,26,6.77,22,5.73,24,6.25,3,0.78,3,0.78,4,1.04,6,1.56,4,1.04,4,1.04,2,0.52,4,1.04,3,0.78,4,1.04,17,4.43,4,1.04,46023
46,25,403,14,3.47,5,1.24,8,1.99,9,2.23,3,0.74,14,3.47,17,4.22,12,2.98,15,3.72,11,2.73,13,3.23,4,0.99,5,1.24,3,0.74,1,0.25,2,0.5,3,0.74,2,0.5,8,1.99,8,1.99,7,1.74,5,1.24,3,0.74,8,1.99,7,1.74,3,0.74,8,1.99,8,1.99,24,5.96,23,5.71,21,5.21,21,5.21,19,4.71,4,0.99,3,0.74,2,0.5,2,0.5,1,0.25,3,0.74,2,0.5,3,0.74,3,0.74,2,0.5,12,2.98,3,0.74,46025
46,26,471,8,1.7,6,1.27,8,1.7,6,1.27,6,1.27,18,3.82,22,4.67,14,2.97,9,1.91,11,2.34,12,2.55,4,0.85,3,0.64,0,0.0,2,0.42,5,1.06,3,0.64,1,0.21,8,1.7,6,1.27,6,1.27,5,1.06,5,1.06,10,2.12,8,1.7,4,0.85,4,0.85,13,2.76,33,7.01,33,7.01,34,7.22,32,6.79,30,6.37,2,0.42,3,0.64,2,0.42,2,0.42,4,0.85,5,1.06,4,0.85,2,0.42,1,0.21,3,0.64,13,2.76,10,2.12,46026
46,27,634,15,2.37,13,2.05,13,2.05,15,2.37,11,1.74,22,3.47,28,4.42,22,3.47,20,3.15,21,3.31,17,2.68,2,0.32,2,0.32,5,0.79,0,0.0,2,0.32,2,0.32,2,0.32,14,2.21,4,0.63,8,1.26,3,0.47,2,0.32,7,1.1,4,0.63,3,0.47,6,0.95,7,1.1,50,7.89,51,8.04,52,8.2,48,7.57,50,7.89,1,0.16,1,0.16,1,0.16,3,0.47,1,0.16,2,0.32,7,1.1,4,0.63,3,0.47,4,0.63,9,1.42,2,0.32,46027
46,28,702,15,2.14,6,0.85,10,1.42,8,1.14,5,0.71,18,2.56,21,2.99,14,1.99,19,2.71,15,2.14,16,2.28,0,0.0,0,0.0,1,0.14,0,0.0,1,0.14,0,0.0,1,0.14,12,1.71,12,1.71,10,1.42,7,1.0,6,0.85,9,1.28,5,0.71,1,0.14,2,0.28,6,0.85,70,9.97,74,10.54,67,9.54,71,10.11,71,10.11,1,0.14,3,0.43,1,0.14,3,0.43,2,0.28,1,0.14,5,0.71,3,0.43,4,0.57,4,0.57,6,0.85,4,0.57,46028
46,30,740,19,2.57,13,1.76,12,1.62,11,1.49,8,1.08,13,1.76,21,2.84,10,1.35,19,2.57,19,2.57,12,1.62,2,0.27,2,0.27,2,0.27,0,0.0,2,0.27,2,0.27,2,0.27,12,1.62,7,0.95,9,1.22,9,1.22,5,0.68,6,0.81,8,1.08,1,0.14,5,0.68,3,0.41,73,9.86,73,9.86,69,9.32,77,10.41,74,10.0,4,0.54,2,0.27,2,0.27,6,0.81,7,0.95,1,0.14,6,0.81,3,0.41,5,0.68,3,0.41,11,1.49,8,1.08,46030
46,32,745,27,3.62,17,2.28,17,2.28,17,2.28,15,2.01,20,2.68,24,3.22,14,1.88,17,2.28,13,1.74,9,1.21,3,0.4,7,0.94,4,0.54,2,0.27,4,0.54,4,0.54,0,0.0,11,1.48,4,0.54,10,1.34,5,0.67,6,0.81,6,0.81,9,1.21,3,0.4,7,0.94,12,1.61,55,7.38,57,7.65,59,7.92,55,7.38,56,7.52,3,0.4,3,0.4,6,0.81,6,0.81,10,1.34,6,0.81,9,1.21,6,0.81,7,0.94,11,1.48,16,2.15,6,0.81,46032
46,33,809,20,2.47,14,1.73,15,1.85,13,1.61,10,1.24,30,3.71,27,3.34,23,2.84,24,2.97,28,3.46,23,2.84,3,0.37,2,0.25,4,0.49,2,0.25,1,0.12,2,0.25,5,0.62,11,1.36,9,1.11,5,0.62,8,0.99,6,0.74,9,1.11,4,0.49,3,0.37,4,0.49,5,0.62,74,9.15,77,9.52,68,8.41,68,8.41,76,9.39,1,0.12,3,0.37,4,0.49,6,0.74,4,0.49,3,0.37,3,0.37,4,0.49,8,0.99,5,0.62,4,0.49,2,0.25,46033
46,34,739,26,3.52,12,1.62,20,2.71,16,2.17,10,1.35,25,3.38,36,4.87,19,2.57,25,3.38,22,2.98,21,2.84,6,0.81,2,0.27,3,0.41,2,0.27,3,0.41,2,0.27,4,0.54,12,1.62,7,0.95,9,1.22,10,1.35,4,0.54,10,1.35,4,0.54,4,0.54,3,0.41,9,1.22,56,7.58,58,7.85,53,7.17,50,6.77,56,7.58,4,0.54,3,0.41,0,0.0,1,0.14,4,0.54,2,0.27,5,0.68,4,0.54,5,0.68,7,0.95,22,2.98,6,0.81,46034
46,35,573,19,3.32,14,2.44,12,2.09,14,2.44,13,2.27,17,2.97,19,3.32,10,1.75,12,2.09,8,1.4,9,1.57,3,0.52,2,0.35,3,0.52,2,0.35,1,0.17,3,0.52,5,0.87,8,1.4,2,0.35,6,1.05,4,0.7,0,0.0,6,1.05,4,0.7,2,0.35,4,0.7,10,1.75,47,8.2,49,8.55,49,8.55,53,9.25,48,8.38,1,0.17,1,0.17,1,0.17,1,0.17,4,0.7,2,0.35,9,1.57,2,0.35,2,0.35,4,0.7,15,2.62,7,1.22,46035
46,38,304,14,4.61,9,2.96,10,3.29,9,2.96,11,3.62,9,2.96,12,3.95,6,1.97,6,1.97,10,3.29,6,1.97,2,0.66,1,0.33,0,0.0,0,0.0,0,0.0,2,0.66,1,0.33,3,0.99,2,0.66,4,1.32,1,0.33,5,1.64,2,0.66,2,0.66,3,0.99,2,0.66,5,1.64,18,5.92,17,5.59,17,5.59,21,6.91,17,5.59,1,0.33,1,0.33,1,0.33,0,0.0,1,0.33,1,0.33,5,1.64,4,1.32,5,1.64,7,2.3,16,5.26,4,1.32,46038
46,39,756,14,1.85,6,0.79,7,0.93,11,1.46,4,0.53,14,1.85,17,2.25,8,1.06,13,1.72,14,1.85,11,1.46,1,0.13,1,0.13,0,0.0,0,0.0,0,0.0,0,0.0,4,0.53,12,1.59,6,0.79,6,0.79,7,0.93,6,0.79,2,0.26,4,0.53,2,0.26,3,0.4,4,0.53,81,10.71,91,12.04,83,10.98,82,10.85,87,11.51,8,1.06,3,0.4,7,0.93,6,0.79,7,0.93,3,0.4,3,0.4,5,0.66,5,0.66,3,0.4,6,0.79,6,0.79,46039
46,40,293,11,3.75,7,2.39,7,2.39,6,2.05,7,2.39,5,1.71,12,4.1,2,0.68,7,2.39,5,1.71,3,1.02,2,0.68,4,1.37,0,0.0,1,0.34,1,0.34,1,0.34,1,0.34,6,2.05,4,1.37,5,1.71,3,1.02,3,1.02,3,1.02,3,1.02,3,1.02,4,1.37,6,2.05,19,6.48,23,7.85,19,6.48,25,8.53,19,6.48,2,0.68,3,1.02,1,0.34,1,0.34,3,1.02,2,0.68,0,0.0,0,0.0,2,0.68,2,0.68,14,4.78,3,1.02,46040
46,41,648,21,3.24,11,1.7,10,1.54,15,2.31,9,1.39,14,2.16,27,4.17,16,2.47,18,2.78,14,2.16,15,2.31,2,0.31,5,0.77,1,0.15,2,0.31,5,0.77,2,0.31,2,0.31,11,1.7,6,0.93,12,1.85,7,1.08,7,1.08,8,1.23,7,1.08,5,0.77,6,0.93,11,1.7,48,7.41,56,8.64,49,7.56,53,8.18,51,7.87,3,0.46,1,0.15,1,0.15,2,0.31,2,0.31,1,0.15,4,0.62,2,0.31,3,0.46,7,1.08,13,2.01,8,1.23,46041
46,42,707,26,3.68,16,2.26,11,1.56,25,3.54,12,1.7,26,3.68,31,4.38,13,1.84,17,2.4,14,1.98,11,1.56,2,0.28,4,0.57,3,0.42,4,0.57,5,0.71,2,0.28,8,1.13,20,2.83,9,1.27,12,1.7,12,1.7,9,1.27,8,1.13,4,0.57,1,0.14,7,0.99,10,1.41,50,7.07,50,7.07,44,6.22,52,7.36,50,7.07,4,0.57,6,0.85,3,0.42,2,0.28,6,0.85,2,0.28,7,0.99,3,0.42,1,0.14,6,0.85,22,3.11,5,0.71,46042
48,1,831,21,2.53,14,1.68,18,2.17,14,1.68,11,1.32,36,4.33,48,5.78,23,2.77,30,3.61,31,3.73,23,2.77,0,0.0,2,0.24,5,0.6,0,0.0,4,0.48,1,0.12,4,0.48,13,1.56,5,0.6,7,0.84,7,0.84,2,0.24,15,1.81,12,1.44,3,0.36,3,0.36,4,0.48,73,8.78,81,9.75,66,7.94,63,7.58,68,8.18,9,1.08,2,0.24,2,0.24,3,0.36,3,0.36,2,0.24,2,0.24,0,0.0,1,0.12,4,0.48,6,0.72,1,0.12,48001
48,2,563,12,2.13,8,1.42,8,1.42,8,1.42,6,1.07,17,3.02,30,5.33,10,1.78,16,2.84,19,3.37,11,1.95,3,0.53,1,0.18,5,0.89,2,0.36,6,1.07,1,0.18,2,0.36,7,1.24,4,0.71,3,0.53,4,0.71,4,0.71,5,0.89,8,1.42,4,0.71,5,0.89,5,0.89,42,7.46,43,7.64,40,7.1,43,7.64,47,8.35,12,2.13,7,1.24,6,1.07,8,1.42,8,1.42,5,0.89,5,0.89,2,0.36,4,0.71,4,0.71,6,1.07,6,1.07,48002
48,3,935,27,2.89,15,1.6,14,1.5,12,1.28,13,1.39,25,2.67,38,4.06,19,2.03,20,2.14,20,2.14,20,2.14,4,0.43,6,0.64,4,0.43,3,0.32,4,0.43,7,0.75,4,0.43,14,1.5,4,0.43,7,0.75,7,0.75,5,0.53,8,0.86,3,0.32,2,0.21,5,0.53,6,0.64,85,9.09,91,9.73,82,8.77,86,9.2,84,8.98,5,0.53,2,0.21,4,0.43,6,0.64,6,0.64,5,0.53,7,0.75,7,0.75,6,0.64,9,0.96,19,2.03,10,1.07,48003
48,4,803,20,2.49,15,1.87,14,1.74,15,1.87,12,1.49,18,2.24,38,4.73,13,1.62,16,1.99,16,1.99,16,1.99,1,0.12,2,0.25,2,0.25,0,0.0,2,0.25,0,0.0,0,0.0,10,1.25,5,0.62,4,0.5,4,0.5,5,0.62,9,1.12,7,0.87,3,0.37,5,0.62,5,0.62,88,10.96,85,10.59,80,9.96,74,9.22,78,9.71,1,0.12,2,0.25,0,0.0,1,0.12,2,0.25,0,0.0,6,0.75,4,0.5,3,0.37,5,0.62,8,1.0,3,0.37,48004
48,5,767,15,1.96,10,1.3,11,1.43,11,1.43,9,1.17,17,2.22,25,3.26,14,1.83,19,2.48,19,2.48,16,2.09,0,0.0,1,0.13,0,0.0,0,0.0,3,0.39,0,0.0,1,0.13,5,0.65,4,0.52,4,0.52,4,0.52,4,0.52,4,0.52,1,0.13,1,0.13,1,0.13,1,0.13,89,11.6,91,11.86,86,11.21,86,11.21,93,12.13,3,0.39,1,0.13,0,0.0,1,0.13,2,0.26,0,0.0,2,0.26,3,0.39,3,0.39,3,0.39,6,0.78,2,0.26,48005
48,6,795,15,1.89,9,1.13,19,2.39,12,1.51,11,1.38,22,2.77,40,5.03,12,1.51,21,2.64,16,2.01,20,2.52,7,0.88,2,0.25,2,0.25,3,0.38,5,0.63,2,0.25,6,0.75,7,0.88,4,0.5,4,0.5,5,0.63,11,1.38,4,0.5,4,0.5,4,0.5,6,0.75,7,0.88,68,8.55,72,9.06,63,7.92,63,7.92,69,8.68,15,1.89,6,0.75,4,0.5,5,0.63,6,0.75,4,0.5,7,0.88,4,0.5,7,0.88,6,0.75,25,3.14,8,1.01,48006
48,7,725,22,3.03,15,2.07,17,2.34,16,2.21,13,1.79,20,2.76,37,5.1,15,2.07,23,3.17,17,2.34,14,1.93,0,0.0,1,0.14,1,0.14,0,0.0,0,0.0,0,0.0,1,0.14,8,1.1,10,1.38,5,0.69,4,0.55,3,0.41,8,1.1,10,1.38,3,0.41,3,0.41,9,1.24,71,9.79,71,9.79,67,9.24,66,9.1,72,9.93,4,0.55,0,0.0,0,0.0,1,0.14,2,0.28,0,0.0,2,0.28,2,0.28,2,0.28,2,0.28,5,0.69,1,0.14,48007
48,8,521,11,2.11,7,1.34,7,1.34,7,1.34,6,1.15,12,2.3,19,3.65,8,1.54,8,1.54,7,1.34,8,1.54,3,0.58,4,0.77,2,0.38,1,0.19,2,0.38,1,0.19,1,0.19,5,0.96,4,0.77,2,0.38,4,0.77,3,0.58,3,0.58,3,0.58,2,0.38,5,0.96,3,0.58,56,10.75,58,11.13,53,10.17,58,11.13,56,10.75,5,0.96,1,0.19,1,0.19,2,0.38,3,0.58,2,0.38,3,0.58,0,0.0,0,0.0,1,0.19,2,0.38,0,0.0,48008
48,9,758,16,2.11,13,1.72,14,1.85,12,1.58,10,1.32,13,1.72,29,3.83,13,1.72,15,1.98,22,2.9,10,1.32,1,0.13,0,0.0,0,0.0,1,0.13,1,0.13,0,0.0,5,0.66,3,0.4,4,0.53,8,1.06,5,0.66,4,0.53,9,1.19,5,0.66,3,0.4,5,0.66,2,0.26,76,10.03,78,10.29,78,10.29,73,9.63,78,10.29,9,1.19,3,0.4,4,0.53,8,1.06,6,0.79,3,0.4,3,0.4,4,0.53,4,0.53,5,0.66,4,0.53,4,0.53,48009
48,10,645,16,2.48,14,2.17,15,2.33,12,1.86,11,1.71,18,2.79,27,4.19,11,1.71,12,1.86,12,1.86,14,2.17,1,0.16,1,0.16,1,0.16,1,0.16,2,0.31,1,0.16,6,0.93,8,1.24,9,1.4,5,0.78,6,0.93,5,0.78,9,1.4,5,0.78,1,0.16,3,0.47,4,0.62,64,9.92,67,10.39,57,8.84,61,9.46,65,10.08,4,0.62,1,0.16,0,0.0,1,0.16,0,0.0,0,0.0,2,0.31,2,0.31,1,0.16,2,0.31,3,0.47,2,0.31,48010
48,11,1221,26,2.13,21,1.72,24,1.97,26,2.13,22,1.8,33,2.7,55,4.5,27,2.21,31,2.54,31,2.54,29,2.38,1,0.08,3,0.25,1,0.08,1,0.08,2,0.16,1,0.08,2,0.16,14,1.15,10,0.82,9,0.74,14,1.15,8,0.66,7,0.57,4,0.33,2,0.16,4,0.33,4,0.33,126,10.32,126,10.32,126,10.32,119,9.75,125,10.24,3,0.25,3,0.25,2,0.16,5,0.41,2,0.16,2,0.16,1,0.08,2,0.16,3,0.25,2,0.16,6,0.49,3,0.25,48011
48,12,751,20,2.66,14,1.86,15,2.0,14,1.86,13,1.73,20,2.66,34,4.53,14,1.86,18,2.4,15,2.0,17,2.26,1,0.13,1,0.13,1,0.13,0,0.0,1,0.13,1,0.13,2,0.27,16,2.13,16,2.13,16,2.13,12,1.6,9,1.2,8,1.07,3,0.4,3,0.4,4,0.53,4,0.53,70,9.32,68,9.05,64,8.52,68,9.05,62,8.26,3,0.4,4,0.53,3,0.4,3,0.4,6,0.8,2,0.27,2,0.27,2,0.27,2,0.27,3,0.4,8,1.07,2,0.27,48012
48,13,556,8,1.44,7,1.26,8,1.44,9,1.62,7,1.26,10,1.8,19,3.42,10,1.8,15,2.7,13,2.34,10,1.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.36,7,1.26,4,0.72,4,0.72,3,0.54,4,0.72,5,0.9,5,0.9,1,0.18,2,0.36,4,0.72,62,11.15,64,11.51,53,9.53,59,10.61,56,10.07,5,0.9,4,0.72,3,0.54,5,0.9,6,1.08,3,0.54,2,0.36,1,0.18,0,0.0,5,0.9,2,0.36,1,0.18,48013
48,14,746,12,1.61,9,1.21,9,1.21,6,0.8,4,0.54,15,2.01,29,3.89,11,1.47,16,2.14,13,1.74,14,1.88,2,0.27,5,0.67,3,0.4,1,0.13,6,0.8,5,0.67,2,0.27,11,1.47,4,0.54,8,1.07,6,0.8,2,0.27,7,0.94,8,1.07,3,0.4,7,0.94,8,1.07,68,9.12,67,8.98,64,8.58,72,9.65,65,8.71,11,1.47,6,0.8,13,1.74,14,1.88,9,1.21,7,0.94,5,0.67,4,0.54,4,0.54,4,0.54,16,2.14,7,0.94,48014
48,15,484,14,2.89,11,2.27,12,2.48,13,2.69,8,1.65,7,1.45,21,4.34,5,1.03,8,1.65,7,1.45,5,1.03,1,0.21,0,0.0,1,0.21,0,0.0,1,0.21,0,0.0,1,0.21,4,0.83,4,0.83,3,0.62,4,0.83,2,0.41,7,1.45,3,0.62,2,0.41,3,0.62,3,0.62,47,9.71,51,10.54,47,9.71,47,9.71,50,10.33,2,0.41,1,0.21,2,0.41,2,0.41,0,0.0,0,0.0,4,0.83,2,0.41,3,0.62,4,0.83,7,1.45,2,0.41,48015
48,16,674,18,2.67,13,1.93,9,1.34,11,1.63,12,1.78,23,3.41,31,4.6,16,2.37,15,2.23,17,2.52,13,1.93,2,0.3,1,0.15,2,0.3,1,0.15,0,0.0,1,0.15,1,0.15,7,1.04,2,0.3,6,0.89,4,0.59,3,0.45,7,1.04,4,0.59,3,0.45,2,0.3,3,0.45,67,9.94,68,10.09,65,9.64,63,9.35,66,9.79,2,0.3,4,0.59,1,0.15,2,0.3,2,0.3,3,0.45,2,0.3,1,0.15,6,0.89,4,0.59,8,1.19,2,0.3,48016
48,17,547,8,1.46,9,1.65,9,1.65,6,1.1,4,0.73,14,2.56,24,4.39,9,1.65,13,2.38,15,2.74,14,2.56,1,0.18,1,0.18,0,0.0,0,0.0,1,0.18,2,0.37,1,0.18,8,1.46,6,1.1,6,1.1,7,1.28,5,0.91,6,1.1,3,0.55,4,0.73,2,0.37,2,0.37,53,9.69,53,9.69,55,10.05,58,10.6,56,10.24,3,0.55,1,0.18,0,0.0,0,0.0,2,0.37,0,0.0,3,0.55,1,0.18,2,0.37,2,0.37,4,0.73,0,0.0,48017
48,18,455,10,2.2,6,1.32,7,1.54,5,1.1,6,1.32,14,3.08,24,5.27,6,1.32,7,1.54,10,2.2,7,1.54,2,0.44,6,1.32,3,0.66,0,0.0,1,0.22,0,0.0,0,0.0,9,1.98,7,1.54,7,1.54,7,1.54,7,1.54,3,0.66,2,0.44,2,0.44,1,0.22,6,1.32,37,8.13,42,9.23,36,7.91,41,9.01,41,9.01,1,0.22,3,0.66,1,0.22,1,0.22,5,1.1,2,0.44,6,1.32,4,0.88,2,0.44,4,0.88,8,1.76,5,1.1,48018
48,19,960,31,3.23,18,1.88,23,2.4,22,2.29,12,1.25,17,1.77,48,5.0,12,1.25,23,2.4,20,2.08,16,1.67,1,0.1,1,0.1,1,0.1,0,0.0,2,0.21,2,0.21,3,0.31,16,1.67,8,0.83,9,0.94,9,0.94,7,0.73,11,1.15,7,0.73,4,0.42,5,0.52,3,0.31,96,10.0,95,9.9,93,9.69,92,9.58,94,9.79,5,0.52,3,0.31,3,0.31,5,0.52,4,0.42,1,0.1,4,0.42,1,0.1,4,0.42,4,0.42,8,0.83,4,0.42,48019
48,20,453,11,2.43,9,1.99,10,2.21,10,2.21,10,2.21,7,1.55,14,3.09,7,1.55,8,1.77,9,1.99,7,1.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.22,2,0.44,5,1.1,5,1.1,3,0.66,3,0.66,4,0.88,3,0.66,2,0.44,0,0.0,2,0.44,3,0.66,49,10.82,54,11.92,46,10.15,45,9.93,44,9.71,7,1.55,3,0.66,3,0.66,3,0.66,2,0.44,2,0.44,0,0.0,0,0.0,2,0.44,3,0.66,0,0.0,1,0.22,48020
48,21,270,11,4.07,6,2.22,7,2.59,6,2.22,6,2.22,9,3.33,12,4.44,6,2.22,6,2.22,6,2.22,6,2.22,3,1.11,1,0.37,2,0.74,1,0.37,2,0.74,0,0.0,0,0.0,3,1.11,3,1.11,6,2.22,3,1.11,2,0.74,1,0.37,2,0.74,0,0.0,2,0.74,4,1.48,20,7.41,19,7.04,19,7.04,21,7.78,22,8.15,1,0.37,2,0.74,2,0.74,2,0.74,1,0.37,1,0.37,1,0.37,2,0.74,1,0.37,1,0.37,6,2.22,2,0.74,48021
48,22,1137,16,1.41,3,0.26,9,0.79,9,0.79,2,0.18,25,2.2,47,4.13,15,1.32,20,1.76,27,2.37,19,1.67,0,0.0,0,0.0,1,0.09,0,0.0,2,0.18,5,0.44,4,0.35,14,1.23,13,1.14,13,1.14,11,0.97,11,0.97,4,0.35,8,0.7,2,0.18,8,0.7,3,0.26,123,10.82,128,11.26,118,10.38,128,11.26,125,10.99,12,1.06,3,0.26,1,0.09,6,0.53,9,0.79,1,0.09,9,0.79,8,0.7,10,0.88,9,0.79,12,1.06,6,0.53,48022
