ward,precinct,total,Robert Shaw,Robert Shaw Percent,"Larry R. Rogers, Jr.","Larry R. Rogers, Jr. Percent",precinct_id
37,30,121,70,57.85,51,42.15,37030
37,31,170,90,52.94,80,47.06,37031
37,32,161,101,62.73,60,37.27,37032
37,33,133,79,59.4,54,40.6,37033
37,34,165,101,61.21,64,38.79,37034
37,35,82,56,68.29,26,31.71,37035
37,36,127,69,54.33,58,45.67,37036
37,37,152,73,48.03,79,51.97,37037
37,38,180,85,47.22,95,52.78,37038
37,39,56,27,48.21,29,51.79,37039
37,40,201,100,49.75,101,50.25,37040
37,41,85,37,43.53,48,56.47,37041
37,42,0,0,0.0,0,0.0,37042
37,43,118,69,58.47,49,41.53,37043
37,44,136,89,65.44,47,34.56,37044
37,45,98,56,57.14,42,42.86,37045
37,46,167,100,59.88,67,40.12,37046
37,47,22,14,63.64,8,36.36,37047
37,48,153,84,54.9,69,45.1,37048
37,49,138,79,57.25,59,42.75,37049
37,51,115,70,60.87,45,39.13,37051
37,52,81,39,48.15,42,51.85,37052
37,53,153,74,48.37,79,51.63,37053
37,54,155,107,69.03,48,30.97,37054
37,55,153,86,56.21,67,43.79,37055
37,56,119,42,35.29,77,64.71,37056
37,57,93,54,58.06,39,41.94,37057
37,58,155,92,59.35,63,40.65,37058
42,9,0,0,0.0,0,0.0,42009
42,12,78,38,48.72,40,51.28,42012
42,18,102,39,38.24,63,61.76,42018
42,21,47,18,38.3,29,61.7,42021
42,67,61,33,54.1,28,45.9,42067
42,69,137,58,42.34,79,57.66,42069
43,61,61,26,42.62,35,57.38,43061
43,63,65,32,49.23,33,50.77,43063
