ward,precinct,total,Timothy Michael Kelly,Timothy Michael Kelly Percent,Kathleen Marie Burke,Kathleen Marie Burke Percent,William James Haddad,William James Haddad Percent,Michael J. (Yakov) Fox,Michael J. (Yakov) Fox Percent,Barbara Anne Bailey,Barbara Anne Bailey Percent,Thomas G. O'Brien,Thomas G. O'Brien Percent,precinct_id
11,29,239,19,7.95,56,23.43,105,43.93,8,3.35,15,6.28,13,5.44,11029
11,30,162,17,10.49,30,18.52,68,41.98,7,4.32,11,6.79,10,6.17,11030
11,31,176,10,5.68,37,21.02,108,61.36,5,2.84,4,2.27,3,1.7,11031
11,32,168,18,10.71,17,10.12,111,66.07,1,0.6,4,2.38,5,2.98,11032
11,33,130,10,7.69,13,10.0,82,63.08,1,0.77,7,5.38,6,4.62,11033
11,34,116,11,9.48,17,14.66,62,53.45,5,4.31,12,10.34,4,3.45,11034
11,35,274,22,8.03,26,9.49,180,65.69,4,1.46,5,1.82,16,5.84,11035
11,36,47,2,4.26,8,17.02,23,48.94,1,2.13,5,10.64,1,2.13,11036
11,37,222,5,2.25,23,10.36,171,77.03,3,1.35,6,2.7,2,0.9,11037
11,38,299,27,9.03,41,13.71,180,60.2,5,1.67,5,1.67,13,4.35,11038
11,39,302,28,9.27,60,19.87,163,53.97,7,2.32,14,4.64,8,2.65,11039
11,40,119,5,4.2,18,15.13,68,57.14,5,4.2,7,5.88,8,6.72,11040
11,41,117,4,3.42,15,12.82,76,64.96,2,1.71,4,3.42,7,5.98,11041
11,42,156,13,8.33,22,14.1,100,64.1,1,0.64,6,3.85,5,3.21,11042
11,43,210,20,9.52,26,12.38,117,55.71,7,3.33,13,6.19,11,5.24,11043
11,44,178,21,11.8,33,18.54,82,46.07,3,1.69,8,4.49,5,2.81,11044
11,45,90,13,14.44,16,17.78,33,36.67,3,3.33,7,7.78,4,4.44,11045
11,46,111,3,2.7,6,5.41,86,77.48,1,0.9,7,6.31,2,1.8,11046
11,47,175,13,7.43,35,20.0,88,50.29,9,5.14,8,4.57,3,1.71,11047
11,48,94,6,6.38,8,8.51,62,65.96,0,0.0,4,4.26,2,2.13,11048
11,49,195,10,5.13,23,11.79,126,64.62,2,1.03,9,4.62,12,6.15,11049
11,50,138,15,10.87,22,15.94,71,51.45,2,1.45,5,3.62,5,3.62,11050
12,1,49,12,24.49,7,14.29,8,16.33,2,4.08,10,20.41,6,12.24,12001
12,2,68,13,19.12,15,22.06,3,4.41,7,10.29,10,14.71,12,17.65,12002
12,3,72,14,19.44,16,22.22,2,2.78,7,9.72,16,22.22,7,9.72,12003
12,4,78,10,12.82,34,43.59,1,1.28,5,6.41,8,10.26,11,14.1,12004
12,5,88,9,10.23,36,40.91,7,7.95,8,9.09,7,7.95,7,7.95,12005
12,6,60,9,15.0,12,20.0,8,13.33,3,5.0,12,20.0,8,13.33,12006
12,7,44,11,25.0,8,18.18,2,4.55,5,11.36,4,9.09,9,20.45,12007
12,8,138,26,18.84,43,31.16,18,13.04,4,2.9,12,8.7,13,9.42,12008
12,9,66,9,13.64,23,34.85,2,3.03,6,9.09,9,13.64,9,13.64,12009
12,10,60,8,13.33,20,33.33,4,6.67,4,6.67,14,23.33,2,3.33,12010
12,11,98,16,16.33,32,32.65,4,4.08,6,6.12,19,19.39,9,9.18,12011
12,12,56,10,17.86,13,23.21,3,5.36,2,3.57,7,12.5,12,21.43,12012
12,13,59,11,18.64,27,45.76,5,8.47,2,3.39,6,10.17,5,8.47,12013
12,14,59,13,22.03,13,22.03,3,5.08,6,10.17,13,22.03,4,6.78,12014
12,15,72,18,25.0,15,20.83,2,2.78,2,2.78,18,25.0,13,18.06,12015
12,16,78,8,10.26,26,33.33,2,2.56,8,10.26,18,23.08,6,7.69,12016
12,17,68,11,16.18,22,32.35,8,11.76,5,7.35,8,11.76,8,11.76,12017
12,18,75,15,20.0,18,24.0,5,6.67,5,6.67,15,20.0,7,9.33,12018
12,19,80,7,8.75,26,32.5,8,10.0,3,3.75,11,13.75,13,16.25,12019
12,20,88,13,14.77,23,26.14,9,10.23,9,10.23,17,19.32,7,7.95,12020
12,21,91,12,13.19,31,34.07,10,10.99,13,14.29,10,10.99,7,7.69,12021
12,22,72,11,15.28,10,13.89,8,11.11,6,8.33,15,20.83,8,11.11,12022
12,23,69,11,15.94,18,26.09,2,2.9,7,10.14,13,18.84,7,10.14,12023
12,24,131,18,13.74,45,34.35,16,12.21,6,4.58,20,15.27,8,6.11,12024
12,25,79,10,12.66,28,35.44,11,13.92,1,1.27,11,13.92,7,8.86,12025
12,26,70,11,15.71,22,31.43,4,5.71,6,8.57,8,11.43,11,15.71,12026
12,27,46,5,10.87,15,32.61,6,13.04,6,13.04,4,8.7,5,10.87,12027
12,28,85,14,16.47,29,34.12,6,7.06,5,5.88,12,14.12,9,10.59,12028
12,29,99,13,13.13,36,36.36,8,8.08,4,4.04,10,10.1,13,13.13,12029
13,1,198,24,12.12,33,16.67,91,45.96,10,5.05,9,4.55,11,5.56,13001
13,2,174,19,10.92,21,12.07,95,54.6,7,4.02,12,6.9,8,4.6,13002
13,3,175,21,12.0,36,20.57,65,37.14,5,2.86,17,9.71,13,7.43,13003
13,4,287,18,6.27,51,17.77,151,52.61,12,4.18,11,3.83,8,2.79,13004
13,5,152,14,9.21,30,19.74,67,44.08,3,1.97,16,10.53,6,3.95,13005
13,6,170,25,14.71,49,28.82,61,35.88,7,4.12,7,4.12,3,1.76,13006
13,7,228,12,5.26,29,12.72,154,67.54,4,1.75,8,3.51,6,2.63,13007
13,8,236,23,9.75,43,18.22,133,56.36,3,1.27,7,2.97,9,3.81,13008
13,9,181,17,9.39,28,15.47,97,53.59,6,3.31,5,2.76,8,4.42,13009
13,10,185,23,12.43,39,21.08,91,49.19,3,1.62,5,2.7,10,5.41,13010
13,11,200,11,5.5,25,12.5,127,63.5,8,4.0,9,4.5,5,2.5,13011
13,12,194,15,7.73,49,25.26,89,45.88,7,3.61,9,4.64,9,4.64,13012
13,13,248,15,6.05,32,12.9,171,68.95,6,2.42,9,3.63,4,1.61,13013
13,14,156,16,10.26,30,19.23,81,51.92,4,2.56,5,3.21,7,4.49,13014
13,15,243,22,9.05,40,16.46,139,57.2,9,3.7,8,3.29,7,2.88,13015
13,16,160,10,6.25,31,19.38,80,50.0,9,5.63,5,3.13,11,6.88,13016
13,17,226,19,8.41,34,15.04,125,55.31,4,1.77,12,5.31,7,3.1,13017
13,18,141,15,10.64,28,19.86,57,40.43,9,6.38,7,4.96,8,5.67,13018
13,19,209,15,7.18,34,16.27,105,50.24,7,3.35,19,9.09,13,6.22,13019
13,20,167,10,5.99,42,25.15,75,44.91,6,3.59,5,2.99,14,8.38,13020
13,21,160,12,7.5,29,18.13,106,66.25,3,1.88,3,1.88,3,1.88,13021
13,22,250,13,5.2,28,11.2,182,72.8,3,1.2,7,2.8,7,2.8,13022
13,23,163,8,4.91,21,12.88,115,70.55,2,1.23,5,3.07,3,1.84,13023
13,24,242,16,6.61,30,12.4,167,69.01,3,1.24,6,2.48,11,4.55,13024
13,25,174,17,9.77,33,18.97,84,48.28,3,1.72,8,4.6,9,5.17,13025
13,26,136,11,8.09,23,16.91,75,55.15,2,1.47,3,2.21,9,6.62,13026
13,27,233,31,13.3,34,14.59,116,49.79,12,5.15,12,5.15,8,3.43,13027
13,28,163,21,12.88,28,17.18,82,50.31,3,1.84,11,6.75,7,4.29,13028
13,29,203,23,11.33,46,22.66,82,40.39,8,3.94,7,3.45,15,7.39,13029
13,30,152,14,9.21,34,22.37,59,38.82,11,7.24,7,4.61,17,11.18,13030
13,31,182,13,7.14,31,17.03,103,56.59,6,3.3,8,4.4,8,4.4,13031
13,32,188,25,13.3,36,19.15,43,22.87,6,3.19,47,25.0,11,5.85,13032
13,33,162,14,8.64,27,16.67,81,50.0,3,1.85,8,4.94,9,5.56,13033
13,34,207,10,4.83,32,15.46,130,62.8,1,0.48,7,3.38,10,4.83,13034
13,35,245,19,7.76,32,13.06,154,62.86,6,2.45,9,3.67,10,4.08,13035
13,36,119,5,4.2,28,23.53,66,55.46,1,0.84,3,2.52,3,2.52,13036
13,37,140,13,9.29,21,15.0,81,57.86,3,2.14,8,5.71,6,4.29,13037
13,38,249,26,10.44,41,16.47,139,55.82,7,2.81,12,4.82,8,3.21,13038
13,39,178,14,7.87,23,12.92,97,54.49,6,3.37,6,3.37,12,6.74,13039
13,40,149,10,6.71,17,11.41,90,60.4,4,2.68,10,6.71,6,4.03,13040
13,41,191,14,7.33,28,14.66,108,56.54,8,4.19,12,6.28,6,3.14,13041
13,42,260,21,8.08,25,9.62,165,63.46,7,2.69,16,6.15,10,3.85,13042
13,43,179,14,7.82,30,16.76,110,61.45,3,1.68,7,3.91,7,3.91,13043
13,44,333,7,2.1,18,5.41,296,88.89,4,1.2,0,0.0,2,0.6,13044
13,45,337,15,4.45,29,8.61,248,73.59,13,3.86,9,2.67,5,1.48,13045
13,46,196,20,10.2,30,15.31,112,57.14,3,1.53,10,5.1,8,4.08,13046
13,47,178,20,11.24,28,15.73,92,51.69,7,3.93,10,5.62,10,5.62,13047
13,48,220,15,6.82,33,15.0,120,54.55,10,4.55,9,4.09,11,5.0,13048
13,49,265,18,6.79,23,8.68,185,69.81,4,1.51,6,2.26,13,4.91,13049
13,50,273,7,2.56,23,8.42,225,82.42,1,0.37,8,2.93,4,1.47,13050
13,51,158,11,6.96,26,16.46,93,58.86,3,1.9,11,6.96,4,2.53,13051
13,52,205,14,6.83,34,16.59,116,56.59,7,3.41,10,4.88,8,3.9,13052
13,53,228,26,11.4,37,16.23,103,45.18,4,1.75,22,9.65,9,3.95,13053
13,54,196,15,7.65,23,11.73,124,63.27,5,2.55,6,3.06,8,4.08,13054
14,1,122,6,4.92,31,25.41,65,53.28,5,4.1,5,4.1,7,5.74,14001
14,2,115,8,6.96,51,44.35,23,20.0,8,6.96,7,6.09,5,4.35,14002
14,3,166,8,4.82,42,25.3,82,49.4,4,2.41,10,6.02,10,6.02,14003
14,4,94,7,7.45,27,28.72,42,44.68,3,3.19,4,4.26,3,3.19,14004
14,5,185,5,2.7,37,20.0,111,60.0,6,3.24,8,4.32,1,0.54,14005
14,6,125,10,8.0,51,40.8,28,22.4,13,10.4,4,3.2,11,8.8,14006
14,7,134,15,11.19,38,28.36,59,44.03,3,2.24,7,5.22,2,1.49,14007
14,8,84,7,8.33,30,35.71,23,27.38,5,5.95,6,7.14,5,5.95,14008
14,9,147,13,8.84,36,24.49,63,42.86,5,3.4,9,6.12,10,6.8,14009
14,10,144,14,9.72,35,24.31,61,42.36,3,2.08,11,7.64,13,9.03,14010
14,11,116,8,6.9,27,23.28,57,49.14,6,5.17,4,3.45,5,4.31,14011
14,12,109,4,3.67,21,19.27,65,59.63,6,5.5,2,1.83,7,6.42,14012
14,13,145,10,6.9,48,33.1,51,35.17,5,3.45,9,6.21,14,9.66,14013
14,14,86,10,11.63,24,27.91,35,40.7,2,2.33,5,5.81,5,5.81,14014
14,15,225,9,4.0,21,9.33,160,71.11,3,1.33,10,4.44,8,3.56,14015
14,16,136,13,9.56,56,41.18,36,26.47,3,2.21,11,8.09,8,5.88,14016
14,17,175,7,4.0,37,21.14,114,65.14,2,1.14,7,4.0,1,0.57,14017
14,18,110,6,5.45,58,52.73,20,18.18,4,3.64,12,10.91,4,3.64,14018
14,19,218,18,8.26,52,23.85,113,51.83,4,1.83,9,4.13,11,5.05,14019
14,20,121,5,4.13,36,29.75,52,42.98,2,1.65,10,8.26,7,5.79,14020
14,21,155,7,4.52,26,16.77,104,67.1,4,2.58,6,3.87,7,4.52,14021
14,22,134,5,3.73,36,26.87,63,47.01,9,6.72,10,7.46,4,2.99,14022
14,23,114,9,7.89,25,21.93,57,50.0,6,5.26,6,5.26,6,5.26,14023
14,24,109,6,5.5,28,25.69,63,57.8,1,0.92,2,1.83,6,5.5,14024
14,25,159,7,4.4,62,38.99,64,40.25,9,5.66,7,4.4,3,1.89,14025
14,26,90,11,12.22,32,35.56,29,32.22,3,3.33,6,6.67,5,5.56,14026
14,27,85,8,9.41,33,38.82,19,22.35,0,0.0,12,14.12,3,3.53,14027
14,28,134,12,8.96,50,37.31,36,26.87,8,5.97,10,7.46,4,2.99,14028
14,29,170,9,5.29,36,21.18,82,48.24,6,3.53,15,8.82,9,5.29,14029
14,30,116,8,6.9,34,29.31,51,43.97,2,1.72,9,7.76,4,3.45,14030
14,31,173,9,5.2,26,15.03,117,67.63,5,2.89,5,2.89,7,4.05,14031
14,32,94,12,12.77,28,29.79,34,36.17,4,4.26,7,7.45,5,5.32,14032
14,33,127,7,5.51,30,23.62,69,54.33,2,1.57,9,7.09,3,2.36,14033
14,34,138,2,1.45,13,9.42,108,78.26,3,2.17,4,2.9,1,0.72,14034
14,35,73,3,4.11,35,47.95,13,17.81,0,0.0,12,16.44,6,8.22,14035
14,36,175,20,11.43,60,34.29,58,33.14,10,5.71,7,4.0,6,3.43,14036
14,37,111,6,5.41,28,25.23,66,59.46,1,0.9,4,3.6,3,2.7,14037
15,1,87,12,13.79,28,32.18,5,5.75,1,1.15,17,19.54,11,12.64,15001
15,2,119,21,17.65,24,20.17,6,5.04,8,6.72,43,36.13,5,4.2,15002
15,3,123,19,15.45,21,17.07,5,4.07,4,3.25,48,39.02,8,6.5,15003
15,4,95,17,17.89,19,20.0,4,4.21,6,6.32,29,30.53,8,8.42,15004
15,5,105,20,19.05,24,22.86,7,6.67,7,6.67,37,35.24,0,0.0,15005
15,6,127,23,18.11,22,17.32,6,4.72,7,5.51,28,22.05,15,11.81,15006
15,7,128,24,18.75,30,23.44,9,7.03,6,4.69,36,28.13,9,7.03,15007
15,8,155,26,16.77,35,22.58,9,5.81,8,5.16,37,23.87,21,13.55,15008
15,9,129,21,16.28,28,21.71,17,13.18,4,3.1,28,21.71,10,7.75,15009
15,10,96,24,25.0,28,29.17,5,5.21,5,5.21,11,11.46,10,10.42,15010
15,11,131,20,15.27,22,16.79,15,11.45,6,4.58,32,24.43,19,14.5,15011
15,12,95,20,21.05,19,20.0,6,6.32,5,5.26,30,31.58,7,7.37,15012
15,13,73,13,17.81,23,31.51,6,8.22,2,2.74,19,26.03,2,2.74,15013
15,14,153,30,19.61,53,34.64,14,9.15,6,3.92,18,11.76,15,9.8,15014
15,15,96,12,12.5,21,21.88,28,29.17,4,4.17,12,12.5,6,6.25,15015
15,16,72,8,11.11,27,37.5,3,4.17,3,4.17,11,15.28,9,12.5,15016
15,17,120,27,22.5,15,12.5,6,5.0,5,4.17,51,42.5,8,6.67,15017
15,18,103,19,18.45,20,19.42,3,2.91,5,4.85,37,35.92,10,9.71,15018
15,19,121,19,15.7,29,23.97,6,4.96,6,4.96,42,34.71,4,3.31,15019
15,20,119,18,15.13,19,15.97,10,8.4,6,5.04,47,39.5,11,9.24,15020
15,21,127,22,17.32,26,20.47,10,7.87,6,4.72,28,22.05,17,13.39,15021
15,22,132,13,9.85,19,14.39,6,4.55,10,7.58,47,35.61,18,13.64,15022
15,23,101,18,17.82,22,21.78,5,4.95,3,2.97,39,38.61,6,5.94,15023
15,24,100,18,18.0,21,21.0,7,7.0,2,2.0,34,34.0,8,8.0,15024
15,25,94,16,17.02,19,20.21,10,10.64,5,5.32,18,19.15,12,12.77,15025
15,26,105,16,15.24,21,20.0,5,4.76,3,2.86,41,39.05,6,5.71,15026
15,27,95,14,14.74,20,21.05,11,11.58,10,10.53,21,22.11,9,9.47,15027
15,28,131,27,20.61,45,34.35,11,8.4,6,4.58,15,11.45,10,7.63,15028
15,29,43,9,20.93,8,18.6,1,2.33,2,4.65,16,37.21,2,4.65,15029
15,30,140,23,16.43,29,20.71,6,4.29,11,7.86,38,27.14,18,12.86,15030
15,31,88,18,20.45,19,21.59,4,4.55,4,4.55,25,28.41,6,6.82,15031
15,32,130,28,21.54,40,30.77,10,7.69,9,6.92,18,13.85,11,8.46,15032
15,33,105,14,13.33,14,13.33,14,13.33,4,3.81,33,31.43,13,12.38,15033
15,34,80,17,21.25,15,18.75,0,0.0,2,2.5,22,27.5,10,12.5,15034
15,35,110,24,21.82,25,22.73,10,9.09,3,2.73,34,30.91,4,3.64,15035
15,36,98,10,10.2,20,20.41,10,10.2,3,3.06,36,36.73,8,8.16,15036
15,37,107,14,13.08,18,16.82,4,3.74,7,6.54,37,34.58,8,7.48,15037
15,38,119,13,10.92,31,26.05,11,9.24,7,5.88,40,33.61,5,4.2,15038
15,39,121,15,12.4,25,20.66,7,5.79,7,5.79,37,30.58,12,9.92,15039
15,40,117,15,12.82,26,22.22,6,5.13,4,3.42,40,34.19,13,11.11,15040
15,41,170,27,15.88,45,26.47,13,7.65,7,4.12,37,21.76,13,7.65,15041
15,42,75,14,18.67,8,10.67,6,8.0,7,9.33,19,25.33,8,10.67,15042
15,43,111,19,17.12,21,18.92,5,4.5,5,4.5,45,40.54,4,3.6,15043
15,44,139,28,20.14,32,23.02,22,15.83,10,7.19,16,11.51,13,9.35,15044
15,45,52,8,15.38,18,34.62,3,5.77,1,1.92,9,17.31,8,15.38,15045
15,46,122,27,22.13,32,26.23,9,7.38,7,5.74,22,18.03,10,8.2,15046
15,47,134,24,17.91,37,27.61,7,5.22,8,5.97,35,26.12,9,6.72,15047
15,48,97,17,17.53,22,22.68,3,3.09,3,3.09,29,29.9,13,13.4,15048
15,49,74,10,13.51,18,24.32,6,8.11,4,5.41,16,21.62,5,6.76,15049
15,50,103,12,11.65,22,21.36,5,4.85,7,6.8,40,38.83,8,7.77,15050
15,51,83,13,15.66,19,22.89,1,1.2,6,7.23,20,24.1,11,13.25,15051
15,52,71,10,14.08,13,18.31,6,8.45,10,14.08,19,26.76,6,8.45,15052
16,1,63,4,6.35,13,20.63,9,14.29,6,9.52,18,28.57,5,7.94,16001
16,2,95,20,21.05,20,21.05,5,5.26,8,8.42,26,27.37,6,6.32,16002
16,3,118,10,8.47,16,13.56,10,8.47,11,9.32,42,35.59,8,6.78,16003
16,4,104,16,15.38,16,15.38,10,9.62,5,4.81,36,34.62,8,7.69,16004
16,5,159,30,18.87,25,15.72,12,7.55,8,5.03,47,29.56,9,5.66,16005
16,6,41,8,19.51,9,21.95,3,7.32,0,0.0,16,39.02,1,2.44,16006
16,7,86,6,6.98,13,15.12,10,11.63,7,8.14,34,39.53,5,5.81,16007
16,8,97,10,10.31,15,15.46,11,11.34,7,7.22,34,35.05,7,7.22,16008
16,9,174,22,12.64,22,12.64,15,8.62,9,5.17,72,41.38,9,5.17,16009
16,10,93,16,17.2,14,15.05,3,3.23,5,5.38,36,38.71,7,7.53,16010
16,11,120,20,16.67,19,15.83,8,6.67,11,9.17,33,27.5,10,8.33,16011
16,12,87,19,21.84,18,20.69,4,4.6,5,5.75,27,31.03,6,6.9,16012
16,13,91,16,17.58,31,34.07,5,5.49,3,3.3,14,15.38,10,10.99,16013
16,14,133,13,9.77,20,15.04,8,6.02,6,4.51,46,34.59,13,9.77,16014
16,15,147,32,21.77,28,19.05,13,8.84,8,5.44,38,25.85,7,4.76,16015
16,16,112,23,20.54,16,14.29,11,9.82,5,4.46,36,32.14,6,5.36,16016
16,17,151,23,15.23,48,31.79,13,8.61,10,6.62,22,14.57,13,8.61,16017
16,18,105,17,16.19,17,16.19,8,7.62,7,6.67,31,29.52,8,7.62,16018
16,19,96,12,12.5,22,22.92,9,9.38,2,2.08,31,32.29,6,6.25,16019
16,20,145,24,16.55,20,13.79,9,6.21,5,3.45,63,43.45,7,4.83,16020
16,21,93,17,18.28,34,36.56,7,7.53,7,7.53,16,17.2,4,4.3,16021
16,22,112,16,14.29,19,16.96,17,15.18,7,6.25,38,33.93,3,2.68,16022
16,23,108,21,19.44,22,20.37,16,14.81,7,6.48,20,18.52,7,6.48,16023
16,24,54,2,3.7,11,20.37,3,5.56,2,3.7,23,42.59,3,5.56,16024
16,25,103,14,13.59,12,11.65,7,6.8,8,7.77,31,30.1,6,5.83,16025
16,26,137,19,13.87,22,16.06,12,8.76,6,4.38,48,35.04,14,10.22,16026
16,27,131,18,13.74,26,19.85,19,14.5,6,4.58,36,27.48,8,6.11,16027
16,28,154,30,19.48,24,15.58,11,7.14,4,2.6,55,35.71,6,3.9,16028
16,29,64,13,20.31,7,10.94,9,14.06,4,6.25,17,26.56,3,4.69,16029
16,30,80,20,25.0,8,10.0,7,8.75,6,7.5,26,32.5,5,6.25,16030
16,31,130,22,16.92,17,13.08,11,8.46,5,3.85,49,37.69,5,3.85,16031
16,32,96,11,11.46,41,42.71,6,6.25,4,4.17,11,11.46,8,8.33,16032
16,33,102,15,14.71,15,14.71,9,8.82,3,2.94,34,33.33,12,11.76,16033
16,34,118,16,13.56,14,11.86,14,11.86,7,5.93,42,35.59,8,6.78,16034
16,35,101,12,11.88,38,37.62,7,6.93,7,6.93,19,18.81,10,9.9,16035
16,36,118,12,10.17,20,16.95,15,12.71,4,3.39,39,33.05,5,4.24,16036
16,37,82,14,17.07,10,12.2,6,7.32,4,4.88,25,30.49,8,9.76,16037
16,38,135,17,12.59,35,25.93,8,5.93,8,5.93,41,30.37,7,5.19,16038
16,39,50,12,24.0,19,38.0,3,6.0,4,8.0,5,10.0,3,6.0,16039
16,40,150,23,15.33,35,23.33,18,12.0,2,1.33,51,34.0,6,4.0,16040
16,41,53,10,18.87,8,15.09,7,13.21,2,3.77,9,16.98,5,9.43,16041
16,42,62,12,19.35,15,24.19,6,9.68,4,6.45,15,24.19,5,8.06,16042
16,43,128,24,18.75,20,15.63,10,7.81,5,3.91,40,31.25,6,4.69,16043
16,44,113,16,14.16,31,27.43,6,5.31,13,11.5,28,24.78,9,7.96,16044
16,45,79,9,11.39,16,20.25,6,7.59,3,3.8,26,32.91,6,7.59,16045
16,46,34,4,11.76,5,14.71,3,8.82,2,5.88,9,26.47,8,23.53,16046
16,47,48,7,14.58,7,14.58,5,10.42,4,8.33,14,29.17,6,12.5,16047
17,1,102,20,19.61,30,29.41,7,6.86,4,3.92,22,21.57,5,4.9,17001
17,2,135,24,17.78,32,23.7,9,6.67,9,6.67,35,25.93,8,5.93,17002
17,3,108,26,24.07,24,22.22,7,6.48,3,2.78,32,29.63,9,8.33,17003
17,4,216,39,18.06,45,20.83,13,6.02,5,2.31,68,31.48,12,5.56,17004
17,5,132,19,14.39,24,18.18,7,5.3,7,5.3,38,28.79,13,9.85,17005
17,6,113,21,18.58,29,25.66,12,10.62,4,3.54,28,24.78,9,7.96,17006
17,7,176,32,18.18,30,17.05,23,13.07,9,5.11,50,28.41,14,7.95,17007
17,8,107,25,23.36,22,20.56,14,13.08,2,1.87,25,23.36,11,10.28,17008
17,9,94,24,25.53,14,14.89,3,3.19,5,5.32,29,30.85,8,8.51,17009
17,10,142,28,19.72,36,25.35,13,9.15,5,3.52,37,26.06,8,5.63,17010
17,11,181,38,20.99,34,18.78,20,11.05,14,7.73,33,18.23,21,11.6,17011
17,12,193,25,12.95,46,23.83,16,8.29,7,3.63,57,29.53,14,7.25,17012
17,13,108,16,14.81,26,24.07,10,9.26,4,3.7,28,25.93,12,11.11,17013
17,14,130,20,15.38,32,24.62,20,15.38,3,2.31,30,23.08,10,7.69,17014
17,15,100,20,20.0,20,20.0,11,11.0,5,5.0,22,22.0,7,7.0,17015
17,16,124,28,22.58,21,16.94,10,8.06,4,3.23,36,29.03,11,8.87,17016
17,17,92,20,21.74,24,26.09,8,8.7,6,6.52,19,20.65,7,7.61,17017
17,18,136,24,17.65,34,25.0,17,12.5,8,5.88,27,19.85,10,7.35,17018
17,19,58,8,13.79,11,18.97,6,10.34,3,5.17,13,22.41,5,8.62,17019
17,20,149,32,21.48,28,18.79,14,9.4,6,4.03,36,24.16,16,10.74,17020
17,21,221,42,19.0,52,23.53,21,9.5,13,5.88,53,23.98,11,4.98,17021
17,22,142,28,19.72,30,21.13,17,11.97,3,2.11,37,26.06,11,7.75,17022
17,23,113,27,23.89,29,25.66,4,3.54,9,7.96,23,20.35,11,9.73,17023
17,24,129,30,23.26,23,17.83,9,6.98,5,3.88,32,24.81,14,10.85,17024
17,25,90,13,14.44,23,25.56,6,6.67,3,3.33,33,36.67,2,2.22,17025
17,26,179,39,21.79,42,23.46,16,8.94,14,7.82,35,19.55,12,6.7,17026
17,27,200,42,21.0,49,24.5,12,6.0,13,6.5,50,25.0,17,8.5,17027
17,28,116,23,19.83,21,18.1,11,9.48,10,8.62,34,29.31,6,5.17,17028
17,29,172,40,23.26,49,28.49,12,6.98,7,4.07,41,23.84,7,4.07,17029
17,30,165,20,12.12,31,18.79,18,10.91,8,4.85,52,31.52,16,9.7,17030
17,31,149,17,11.41,35,23.49,23,15.44,4,2.68,37,24.83,14,9.4,17031
17,32,142,27,19.01,34,23.94,10,7.04,7,4.93,40,28.17,7,4.93,17032
17,33,110,21,19.09,21,19.09,10,9.09,8,7.27,31,28.18,3,2.73,17033
17,34,138,32,23.19,25,18.12,11,7.97,8,5.8,34,24.64,9,6.52,17034
17,35,96,20,20.83,22,22.92,8,8.33,1,1.04,25,26.04,6,6.25,17035
17,36,77,16,20.78,14,18.18,5,6.49,5,6.49,24,31.17,5,6.49,17036
17,37,116,22,18.97,30,25.86,7,6.03,2,1.72,33,28.45,8,6.9,17037
17,38,135,26,19.26,36,26.67,13,9.63,5,3.7,36,26.67,6,4.44,17038
17,39,97,22,22.68,26,26.8,3,3.09,5,5.15,20,20.62,8,8.25,17039
17,40,113,18,15.93,22,19.47,10,8.85,4,3.54,35,30.97,11,9.73,17040
17,41,131,22,16.79,34,25.95,10,7.63,8,6.11,36,27.48,8,6.11,17041
17,42,122,21,17.21,18,14.75,10,8.2,6,4.92,35,28.69,9,7.38,17042
17,43,134,32,23.88,16,11.94,6,4.48,10,7.46,47,35.07,6,4.48,17043
17,44,132,24,18.18,19,14.39,22,16.67,11,8.33,41,31.06,5,3.79,17044
17,45,90,12,13.33,31,34.44,2,2.22,3,3.33,24,26.67,11,12.22,17045
17,46,148,26,17.57,35,23.65,9,6.08,7,4.73,51,34.46,15,10.14,17046
17,47,86,14,16.28,28,32.56,5,5.81,6,6.98,16,18.6,8,9.3,17047
17,48,158,31,19.62,30,18.99,18,11.39,8,5.06,47,29.75,8,5.06,17048
17,49,102,14,13.73,25,24.51,5,4.9,9,8.82,27,26.47,9,8.82,17049
17,50,123,18,14.63,35,28.46,13,10.57,7,5.69,28,22.76,9,7.32,17050
17,51,159,31,19.5,35,22.01,6,3.77,6,3.77,47,29.56,12,7.55,17051
17,52,200,44,22.0,41,20.5,19,9.5,6,3.0,50,25.0,19,9.5,17052
17,53,150,24,16.0,25,16.67,27,18.0,11,7.33,40,26.67,9,6.0,17053
17,54,162,31,19.14,39,24.07,15,9.26,7,4.32,47,29.01,7,4.32,17054
17,55,106,23,21.7,20,18.87,11,10.38,6,5.66,29,27.36,1,0.94,17055
17,56,134,18,13.43,35,26.12,10,7.46,5,3.73,44,32.84,9,6.72,17056
17,57,176,39,22.16,26,14.77,15,8.52,13,7.39,55,31.25,14,7.95,17057
17,58,130,23,17.69,24,18.46,14,10.77,4,3.08,38,29.23,11,8.46,17058
17,59,110,12,10.91,5,4.55,4,3.64,5,4.55,71,64.55,8,7.27,17059
17,60,188,37,19.68,36,19.15,10,5.32,11,5.85,55,29.26,19,10.11,17060
17,61,108,20,18.52,21,19.44,15,13.89,4,3.7,31,28.7,6,5.56,17061
17,62,114,29,25.44,27,23.68,9,7.89,4,3.51,24,21.05,12,10.53,17062
17,63,104,23,22.12,26,25.0,5,4.81,3,2.88,26,25.0,10,9.62,17063
17,64,119,24,20.17,18,15.13,9,7.56,5,4.2,37,31.09,13,10.92,17064
18,1,142,22,15.49,68,47.89,4,2.82,6,4.23,19,13.38,11,7.75,18001
18,2,192,40,20.83,64,33.33,14,7.29,8,4.17,30,15.63,18,9.38,18002
