ward,precinct,total,"Xochitl """"So-She"""" Flores","Xochitl """"So-She"""" Flores Percent",Stacy M. Stoldt,Stacy M. Stoldt Percent,Brendan George O'Connor,Brendan George O'Connor Percent,Gloria Alitto Majewski,Gloria Alitto Majewski Percent,Patricia Young,Patricia Young Percent,Barbara McGowan,Barbara McGowan Percent,Anthony J. Sutor Jr.,Anthony J. Sutor Jr. Percent,"Lewis W. Powell, III","Lewis W. Powell, III Percent",Minerva V. Orozco,Minerva V. Orozco Percent,Gracie Gipson,Gracie Gipson Percent,Frank Avila,Frank Avila Percent,precinct_id
24,54,320,54,16.88,10,3.13,22,6.88,5,1.56,45,14.06,83,25.94,13,4.06,59,18.44,4,1.25,13,4.06,12,3.75,24054
24,55,143,17,11.89,4,2.8,10,6.99,3,2.1,18,12.59,37,25.87,3,2.1,31,21.68,2,1.4,9,6.29,9,6.29,24055
24,56,452,80,17.7,17,3.76,27,5.97,10,2.21,59,13.05,110,24.34,15,3.32,93,20.58,7,1.55,18,3.98,16,3.54,24056
24,57,248,63,25.4,4,1.61,19,7.66,12,4.84,10,4.03,18,7.26,2,0.81,12,4.84,50,20.16,2,0.81,56,22.58,24057
24,58,450,64,14.22,16,3.56,24,5.33,12,2.67,75,16.67,112,24.89,18,4.0,74,16.44,6,1.33,32,7.11,17,3.78,24058
24,59,210,32,15.24,9,4.29,10,4.76,2,0.95,32,15.24,53,25.24,8,3.81,44,20.95,1,0.48,13,6.19,6,2.86,24059
25,1,347,87,25.07,8,2.31,21,6.05,52,14.99,16,4.61,44,12.68,31,8.93,9,2.59,33,9.51,2,0.58,44,12.68,25001
25,2,391,106,27.11,9,2.3,16,4.09,41,10.49,33,8.44,24,6.14,12,3.07,9,2.3,67,17.14,6,1.53,68,17.39,25002
25,3,137,21,15.33,7,5.11,8,5.84,9,6.57,29,21.17,20,14.6,7,5.11,12,8.76,7,5.11,5,3.65,12,8.76,25003
25,4,469,96,20.47,20,4.26,32,6.82,60,12.79,57,12.15,49,10.45,30,6.4,16,3.41,31,6.61,15,3.2,63,13.43,25004
25,5,369,88,23.85,7,1.9,17,4.61,68,18.43,43,11.65,29,7.86,21,5.69,6,1.63,30,8.13,11,2.98,49,13.28,25005
25,6,236,64,27.12,12,5.08,6,2.54,21,8.9,19,8.05,14,5.93,24,10.17,5,2.12,27,11.44,5,2.12,39,16.53,25006
25,7,304,81,26.64,5,1.64,15,4.93,23,7.57,16,5.26,17,5.59,26,8.55,4,1.32,52,17.11,4,1.32,61,20.07,25007
25,8,374,112,29.95,8,2.14,16,4.28,38,10.16,18,4.81,26,6.95,15,4.01,10,2.67,51,13.64,4,1.07,76,20.32,25008
25,9,487,116,23.82,7,1.44,17,3.49,39,8.01,41,8.42,26,5.34,44,9.03,14,2.87,69,14.17,4,0.82,110,22.59,25009
25,10,225,46,20.44,8,3.56,10,4.44,19,8.44,31,13.78,25,11.11,11,4.89,17,7.56,18,8.0,6,2.67,34,15.11,25010
25,11,293,60,20.48,10,3.41,17,5.8,16,5.46,21,7.17,14,4.78,35,11.95,2,0.68,41,13.99,5,1.71,72,24.57,25011
25,12,355,89,25.07,14,3.94,13,3.66,25,7.04,27,7.61,26,7.32,23,6.48,2,0.56,56,15.77,11,3.1,69,19.44,25012
25,13,387,96,24.81,5,1.29,12,3.1,45,11.63,26,6.72,37,9.56,32,8.27,3,0.78,55,14.21,6,1.55,70,18.09,25013
25,14,270,49,18.15,9,3.33,12,4.44,57,21.11,24,8.89,56,20.74,13,4.81,7,2.59,8,2.96,8,2.96,27,10.0,25014
25,15,365,84,23.01,10,2.74,26,7.12,32,8.77,34,9.32,36,9.86,15,4.11,8,2.19,55,15.07,7,1.92,58,15.89,25015
25,16,260,64,24.62,9,3.46,12,4.62,60,23.08,26,10.0,54,20.77,10,3.85,5,1.92,4,1.54,4,1.54,12,4.62,25016
25,17,300,79,26.33,3,1.0,14,4.67,21,7.0,22,7.33,30,10.0,20,6.67,9,3.0,44,14.67,3,1.0,55,18.33,25017
25,18,719,175,24.34,17,2.36,16,2.23,168,23.37,62,8.62,173,24.06,22,3.06,21,2.92,19,2.64,21,2.92,25,3.48,25018
25,19,373,98,26.27,7,1.88,11,2.95,27,7.24,23,6.17,22,5.9,41,10.99,7,1.88,59,15.82,8,2.14,70,18.77,25019
25,20,497,128,25.75,8,1.61,27,5.43,52,10.46,33,6.64,43,8.65,31,6.24,8,1.61,67,13.48,6,1.21,94,18.91,25020
25,21,318,52,16.35,7,2.2,24,7.55,41,12.89,45,14.15,41,12.89,8,2.52,16,5.03,27,8.49,14,4.4,43,13.52,25021
25,22,150,37,24.67,2,1.33,8,5.33,17,11.33,7,4.67,12,8.0,13,8.67,4,2.67,19,12.67,4,2.67,27,18.0,25022
25,23,472,119,25.21,7,1.48,9,1.91,48,10.17,37,7.84,34,7.2,33,6.99,9,1.91,81,17.16,5,1.06,90,19.07,25023
25,24,374,99,26.47,3,0.8,12,3.21,26,6.95,23,6.15,22,5.88,42,11.23,5,1.34,68,18.18,4,1.07,70,18.72,25024
25,25,310,58,18.71,12,3.87,13,4.19,56,18.06,39,12.58,47,15.16,36,11.61,7,2.26,13,4.19,8,2.58,21,6.77,25025
25,26,287,43,14.98,11,3.83,22,7.67,39,13.59,44,15.33,34,11.85,6,2.09,6,2.09,29,10.1,7,2.44,46,16.03,25026
25,27,312,65,20.83,5,1.6,15,4.81,54,17.31,28,8.97,52,16.67,17,5.45,11,3.53,19,6.09,8,2.56,38,12.18,25027
25,28,510,81,15.88,22,4.31,41,8.04,72,14.12,69,13.53,83,16.27,9,1.76,18,3.53,31,6.08,20,3.92,64,12.55,25028
25,29,238,43,18.07,15,6.3,12,5.04,30,12.61,32,13.45,40,16.81,10,4.2,14,5.88,9,3.78,14,5.88,19,7.98,25029
25,30,382,90,23.56,5,1.31,16,4.19,32,8.38,33,8.64,21,5.5,52,13.61,8,2.09,52,13.61,1,0.26,72,18.85,25030
25,31,249,55,22.09,11,4.42,10,4.02,21,8.43,20,8.03,24,9.64,22,8.84,5,2.01,29,11.65,6,2.41,46,18.47,25031
26,1,138,35,25.36,3,2.17,10,7.25,19,13.77,15,10.87,15,10.87,0,0.0,4,2.9,14,10.14,4,2.9,19,13.77,26001
26,2,170,37,21.76,12,7.06,8,4.71,12,7.06,17,10.0,20,11.76,7,4.12,11,6.47,21,12.35,3,1.76,22,12.94,26002
26,3,123,23,18.7,3,2.44,6,4.88,13,10.57,15,12.2,7,5.69,3,2.44,6,4.88,15,12.2,6,4.88,26,21.14,26003
26,4,166,33,19.88,9,5.42,7,4.22,26,15.66,15,9.04,18,10.84,0,0.0,5,3.01,24,14.46,3,1.81,26,15.66,26004
26,5,294,70,23.81,8,2.72,13,4.42,29,9.86,27,9.18,28,9.52,5,1.7,13,4.42,41,13.95,10,3.4,50,17.01,26005
26,6,129,25,19.38,4,3.1,9,6.98,9,6.98,14,10.85,12,9.3,3,2.33,6,4.65,14,10.85,3,2.33,30,23.26,26006
26,7,116,25,21.55,3,2.59,11,9.48,18,15.52,12,10.34,11,9.48,4,3.45,7,6.03,6,5.17,5,4.31,14,12.07,26007
26,8,165,39,23.64,5,3.03,11,6.67,14,8.48,19,11.52,19,11.52,5,3.03,10,6.06,14,8.48,8,4.85,21,12.73,26008
26,9,112,20,17.86,3,2.68,5,4.46,9,8.04,11,9.82,10,8.93,0,0.0,3,2.68,22,19.64,3,2.68,26,23.21,26009
26,10,123,25,20.33,3,2.44,10,8.13,19,15.45,12,9.76,14,11.38,2,1.63,4,3.25,14,11.38,4,3.25,16,13.01,26010
26,11,199,48,24.12,9,4.52,12,6.03,17,8.54,14,7.04,10,5.03,5,2.51,4,2.01,34,17.09,2,1.01,44,22.11,26011
26,12,91,18,19.78,5,5.49,2,2.2,8,8.79,11,12.09,12,13.19,1,1.1,3,3.3,9,9.89,4,4.4,18,19.78,26012
26,13,242,37,15.29,13,5.37,13,5.37,44,18.18,32,13.22,35,14.46,7,2.89,5,2.07,18,7.44,7,2.89,31,12.81,26013
26,14,141,29,20.57,5,3.55,7,4.96,8,5.67,8,5.67,7,4.96,5,3.55,6,4.26,29,20.57,2,1.42,35,24.82,26014
26,15,102,17,16.67,3,2.94,6,5.88,8,7.84,15,14.71,6,5.88,3,2.94,3,2.94,17,16.67,4,3.92,20,19.61,26015
26,16,115,28,24.35,2,1.74,4,3.48,10,8.7,10,8.7,8,6.96,1,0.87,5,4.35,23,20.0,3,2.61,21,18.26,26016
26,17,106,23,21.7,4,3.77,6,5.66,13,12.26,8,7.55,10,9.43,7,6.6,1,0.94,15,14.15,2,1.89,17,16.04,26017
26,18,119,25,21.01,4,3.36,2,1.68,12,10.08,12,10.08,9,7.56,2,1.68,5,4.2,21,17.65,4,3.36,23,19.33,26018
26,19,292,86,29.45,15,5.14,22,7.53,32,10.96,31,10.62,31,10.62,2,0.68,17,5.82,20,6.85,2,0.68,34,11.64,26019
26,20,221,39,17.65,14,6.33,12,5.43,18,8.14,33,14.93,17,7.69,7,3.17,9,4.07,27,12.22,12,5.43,33,14.93,26020
26,21,200,32,16.0,14,7.0,12,6.0,13,6.5,27,13.5,18,9.0,5,2.5,16,8.0,23,11.5,7,3.5,33,16.5,26021
26,22,96,20,20.83,3,3.13,6,6.25,9,9.38,12,12.5,12,12.5,2,2.08,3,3.13,14,14.58,3,3.13,12,12.5,26022
26,23,153,42,27.45,2,1.31,5,3.27,18,11.76,10,6.54,14,9.15,2,1.31,5,3.27,27,17.65,1,0.65,27,17.65,26023
26,24,170,29,17.06,9,5.29,10,5.88,34,20.0,22,12.94,20,11.76,3,1.76,2,1.18,14,8.24,5,2.94,22,12.94,26024
26,25,105,19,18.1,2,1.9,6,5.71,14,13.33,10,9.52,11,10.48,6,5.71,3,2.86,10,9.52,3,2.86,21,20.0,26025
26,26,141,21,14.89,5,3.55,13,9.22,19,13.48,16,11.35,15,10.64,4,2.84,10,7.09,16,11.35,2,1.42,20,14.18,26026
26,27,115,16,13.91,3,2.61,4,3.48,11,9.57,15,13.04,5,4.35,5,4.35,8,6.96,13,11.3,5,4.35,30,26.09,26027
26,28,173,36,20.81,5,2.89,12,6.94,7,4.05,19,10.98,15,8.67,7,4.05,10,5.78,22,12.72,6,3.47,34,19.65,26028
26,29,165,31,18.79,8,4.85,10,6.06,15,9.09,20,12.12,14,8.48,11,6.67,3,1.82,19,11.52,6,3.64,28,16.97,26029
26,30,180,35,19.44,8,4.44,10,5.56,9,5.0,18,10.0,20,11.11,8,4.44,10,5.56,22,12.22,7,3.89,33,18.33,26030
26,31,171,45,26.32,4,2.34,7,4.09,9,5.26,8,4.68,9,5.26,7,4.09,8,4.68,36,21.05,2,1.17,36,21.05,26031
26,32,185,36,19.46,11,5.95,20,10.81,20,10.81,17,9.19,18,9.73,6,3.24,3,1.62,20,10.81,8,4.32,26,14.05,26032
26,33,78,7,8.97,4,5.13,7,8.97,14,17.95,7,8.97,16,20.51,0,0.0,2,2.56,7,8.97,4,5.13,10,12.82,26033
26,34,193,50,25.91,3,1.55,9,4.66,25,12.95,24,12.44,26,13.47,8,4.15,7,3.63,19,9.84,3,1.55,19,9.84,26034
26,35,192,37,19.27,6,3.13,11,5.73,23,11.98,26,13.54,21,10.94,5,2.6,7,3.65,20,10.42,8,4.17,28,14.58,26035
26,36,132,25,18.94,4,3.03,6,4.55,12,9.09,14,10.61,9,6.82,3,2.27,11,8.33,18,13.64,6,4.55,24,18.18,26036
26,37,75,8,10.67,5,6.67,4,5.33,6,8.0,10,13.33,4,5.33,5,6.67,5,6.67,11,14.67,3,4.0,14,18.67,26037
26,38,93,15,16.13,6,6.45,6,6.45,5,5.38,17,18.28,14,15.05,2,2.15,4,4.3,8,8.6,2,2.15,14,15.05,26038
26,39,155,39,25.16,4,2.58,8,5.16,13,8.39,13,8.39,14,9.03,3,1.94,5,3.23,23,14.84,2,1.29,31,20.0,26039
26,40,79,22,27.85,1,1.27,5,6.33,11,13.92,5,6.33,4,5.06,2,2.53,3,3.8,9,11.39,2,2.53,15,18.99,26040
26,41,132,34,25.76,2,1.52,6,4.55,10,7.58,11,8.33,8,6.06,3,2.27,6,4.55,22,16.67,3,2.27,27,20.45,26041
26,42,99,28,28.28,2,2.02,7,7.07,2,2.02,9,9.09,2,2.02,3,3.03,3,3.03,20,20.2,2,2.02,21,21.21,26042
26,43,184,43,23.37,3,1.63,10,5.43,23,12.5,18,9.78,15,8.15,3,1.63,8,4.35,30,16.3,1,0.54,30,16.3,26043
26,44,139,23,16.55,5,3.6,14,10.07,10,7.19,16,11.51,21,15.11,2,1.44,10,7.19,13,9.35,6,4.32,19,13.67,26044
26,45,136,28,20.59,2,1.47,14,10.29,8,5.88,13,9.56,12,8.82,3,2.21,5,3.68,20,14.71,4,2.94,27,19.85,26045
26,46,214,34,15.89,10,4.67,18,8.41,40,18.69,26,12.15,29,13.55,5,2.34,6,2.8,13,6.07,5,2.34,28,13.08,26046
26,47,127,36,28.35,3,2.36,3,2.36,15,11.81,7,5.51,16,12.6,2,1.57,5,3.94,17,13.39,1,0.79,22,17.32,26047
26,48,229,48,20.96,9,3.93,19,8.3,21,9.17,25,10.92,23,10.04,3,1.31,12,5.24,29,12.66,7,3.06,33,14.41,26048
26,49,156,36,23.08,7,4.49,9,5.77,19,12.18,17,10.9,16,10.26,4,2.56,9,5.77,10,6.41,8,5.13,21,13.46,26049
26,50,76,11,14.47,2,2.63,6,7.89,8,10.53,18,23.68,8,10.53,3,3.95,5,6.58,3,3.95,3,3.95,9,11.84,26050
26,51,177,41,23.16,8,4.52,13,7.34,20,11.3,13,7.34,16,9.04,6,3.39,4,2.26,18,10.17,6,3.39,32,18.08,26051
26,52,77,21,27.27,2,2.6,5,6.49,3,3.9,9,11.69,9,11.69,2,2.6,6,7.79,9,11.69,2,2.6,9,11.69,26052
26,53,133,24,18.05,8,6.02,13,9.77,10,7.52,15,11.28,11,8.27,7,5.26,8,6.02,11,8.27,6,4.51,20,15.04,26053
26,54,124,24,19.35,1,0.81,9,7.26,7,5.65,12,9.68,10,8.06,4,3.23,3,2.42,23,18.55,3,2.42,28,22.58,26054
26,55,127,20,15.75,6,4.72,18,14.17,15,11.81,7,5.51,16,12.6,2,1.57,5,3.94,16,12.6,5,3.94,17,13.39,26055
26,56,140,26,18.57,7,5.0,6,4.29,14,10.0,19,13.57,12,8.57,4,2.86,9,6.43,20,14.29,5,3.57,18,12.86,26056
26,57,86,16,18.6,2,2.33,5,5.81,4,4.65,9,10.47,5,5.81,2,2.33,3,3.49,17,19.77,3,3.49,20,23.26,26057
26,58,125,38,30.4,2,1.6,10,8.0,7,5.6,10,8.0,11,8.8,3,2.4,1,0.8,18,14.4,5,4.0,20,16.0,26058
26,59,226,47,20.8,9,3.98,18,7.96,20,8.85,22,9.73,17,7.52,6,2.65,9,3.98,27,11.95,9,3.98,42,18.58,26059
26,60,136,29,21.32,3,2.21,11,8.09,16,11.76,18,13.24,6,4.41,3,2.21,6,4.41,21,15.44,2,1.47,21,15.44,26060
26,61,70,18,25.71,2,2.86,2,2.86,3,4.29,5,7.14,5,7.14,2,2.86,7,10.0,9,12.86,3,4.29,14,20.0,26061
26,62,224,57,25.45,6,2.68,15,6.7,24,10.71,23,10.27,21,9.38,4,1.79,6,2.68,20,8.93,7,3.13,41,18.3,26062
26,63,68,15,22.06,2,2.94,5,7.35,5,7.35,4,5.88,7,10.29,1,1.47,0,0.0,10,14.71,2,2.94,17,25.0,26063
27,1,115,19,16.52,10,8.7,10,8.7,12,10.43,15,13.04,16,13.91,3,2.61,3,2.61,6,5.22,8,6.96,13,11.3,27001
27,2,234,27,11.54,9,3.85,16,6.84,7,2.99,59,25.21,45,19.23,6,2.56,23,9.83,5,2.14,20,8.55,17,7.26,27002
27,3,279,26,9.32,13,4.66,18,6.45,13,4.66,64,22.94,48,17.2,13,4.66,31,11.11,8,2.87,19,6.81,26,9.32,27003
27,4,251,51,20.32,5,1.99,16,6.37,21,8.37,45,17.93,45,17.93,5,1.99,14,5.58,15,5.98,9,3.59,25,9.96,27004
27,5,66,11,16.67,2,3.03,4,6.06,6,9.09,8,12.12,14,21.21,2,3.03,7,10.61,1,1.52,7,10.61,4,6.06,27005
27,6,180,25,13.89,11,6.11,19,10.56,14,7.78,36,20.0,25,13.89,8,4.44,21,11.67,3,1.67,11,6.11,7,3.89,27006
27,7,202,27,13.37,16,7.92,16,7.92,25,12.38,37,18.32,25,12.38,11,5.45,14,6.93,9,4.46,7,3.47,15,7.43,27007
27,8,116,23,19.83,4,3.45,7,6.03,10,8.62,26,22.41,22,18.97,4,3.45,7,6.03,3,2.59,3,2.59,7,6.03,27008
27,9,599,166,27.71,9,1.5,21,3.51,141,23.54,40,6.68,162,27.05,12,2.0,19,3.17,4,0.67,10,1.67,15,2.5,27009
27,10,533,59,11.07,22,4.13,39,7.32,28,5.25,127,23.83,80,15.01,23,4.32,56,10.51,13,2.44,41,7.69,45,8.44,27010
27,11,214,21,9.81,16,7.48,21,9.81,18,8.41,46,21.5,44,20.56,12,5.61,17,7.94,5,2.34,7,3.27,7,3.27,27011
27,12,95,16,16.84,10,10.53,5,5.26,14,14.74,14,14.74,12,12.63,3,3.16,5,5.26,5,5.26,6,6.32,5,5.26,27012
27,13,65,6,9.23,9,13.85,2,3.08,6,9.23,9,13.85,13,20.0,2,3.08,8,12.31,2,3.08,4,6.15,4,6.15,27013
27,14,162,28,17.28,5,3.09,15,9.26,19,11.73,26,16.05,37,22.84,5,3.09,9,5.56,1,0.62,7,4.32,10,6.17,27014
27,15,181,24,13.26,9,4.97,8,4.42,12,6.63,37,20.44,34,18.78,8,4.42,17,9.39,6,3.31,8,4.42,18,9.94,27015
27,16,81,16,19.75,6,7.41,6,7.41,13,16.05,11,13.58,10,12.35,3,3.7,5,6.17,1,1.23,3,3.7,7,8.64,27016
27,17,165,22,13.33,14,8.48,14,8.48,20,12.12,25,15.15,19,11.52,5,3.03,6,3.64,12,7.27,11,6.67,17,10.3,27017
27,18,106,13,12.26,7,6.6,8,7.55,8,7.55,11,10.38,14,13.21,5,4.72,4,3.77,11,10.38,7,6.6,18,16.98,27018
27,19,365,55,15.07,12,3.29,32,8.77,16,4.38,68,18.63,67,18.36,16,4.38,43,11.78,8,2.19,19,5.21,29,7.95,27019
27,20,430,76,17.67,17,3.95,33,7.67,71,16.51,49,11.4,106,24.65,12,2.79,24,5.58,5,1.16,14,3.26,23,5.35,27020
27,21,176,40,22.73,5,2.84,9,5.11,25,14.2,19,10.8,47,26.7,9,5.11,11,6.25,2,1.14,4,2.27,5,2.84,27021
27,22,259,24,9.27,18,6.95,24,9.27,7,2.7,64,24.71,42,16.22,9,3.47,30,11.58,7,2.7,9,3.47,25,9.65,27022
27,23,132,17,12.88,4,3.03,4,3.03,11,8.33,20,15.15,25,18.94,5,3.79,11,8.33,7,5.3,9,6.82,19,14.39,27023
27,24,257,43,16.73,13,5.06,16,6.23,23,8.95,41,15.95,52,20.23,9,3.5,22,8.56,12,4.67,10,3.89,16,6.23,27024
27,25,222,33,14.86,14,6.31,15,6.76,22,9.91,44,19.82,43,19.37,6,2.7,19,8.56,5,2.25,8,3.6,13,5.86,27025
27,26,242,23,9.5,10,4.13,19,7.85,14,5.79,46,19.01,51,21.07,6,2.48,26,10.74,4,1.65,20,8.26,23,9.5,27026
27,27,120,16,13.33,6,5.0,7,5.83,13,10.83,20,16.67,22,18.33,6,5.0,9,7.5,3,2.5,10,8.33,8,6.67,27027
27,28,283,54,19.08,16,5.65,16,5.65,35,12.37,49,17.31,47,16.61,6,2.12,20,7.07,7,2.47,13,4.59,20,7.07,27028
27,29,249,45,18.07,11,4.42,14,5.62,20,8.03,54,21.69,51,20.48,6,2.41,18,7.23,7,2.81,11,4.42,12,4.82,27029
27,30,208,38,18.27,5,2.4,8,3.85,28,13.46,27,12.98,43,20.67,4,1.92,21,10.1,8,3.85,14,6.73,12,5.77,27030
27,31,308,46,14.94,11,3.57,21,6.82,14,4.55,69,22.4,59,19.16,22,7.14,24,7.79,4,1.3,14,4.55,24,7.79,27031
27,32,224,32,14.29,10,4.46,17,7.59,28,12.5,28,12.5,25,11.16,6,2.68,15,6.7,19,8.48,12,5.36,32,14.29,27032
27,33,274,46,16.79,8,2.92,10,3.65,34,12.41,44,16.06,62,22.63,8,2.92,23,8.39,8,2.92,11,4.01,20,7.3,27033
27,34,173,15,8.67,5,2.89,11,6.36,12,6.94,46,26.59,31,17.92,6,3.47,21,12.14,5,2.89,11,6.36,10,5.78,27034
27,35,490,125,25.51,31,6.33,36,7.35,73,14.9,60,12.24,56,11.43,9,1.84,9,1.84,24,4.9,10,2.04,57,11.63,27035
27,36,320,44,13.75,14,4.38,14,4.38,24,7.5,63,19.69,60,18.75,12,3.75,31,9.69,13,4.06,14,4.38,31,9.69,27036
27,37,224,55,24.55,8,3.57,7,3.13,51,22.77,13,5.8,64,28.57,3,1.34,5,2.23,4,1.79,4,1.79,10,4.46,27037
27,38,294,62,21.09,15,5.1,29,9.86,35,11.9,35,11.9,29,9.86,8,2.72,11,3.74,30,10.2,4,1.36,36,12.24,27038
27,39,218,54,24.77,2,0.92,8,3.67,46,21.1,17,7.8,53,24.31,6,2.75,12,5.5,2,0.92,8,3.67,10,4.59,27039
27,40,191,34,17.8,7,3.66,10,5.24,24,12.57,25,13.09,46,24.08,11,5.76,13,6.81,3,1.57,4,2.09,14,7.33,27040
27,41,266,58,21.8,11,4.14,10,3.76,33,12.41,37,13.91,32,12.03,8,3.01,9,3.38,26,9.77,10,3.76,32,12.03,27041
27,42,187,29,15.51,8,4.28,15,8.02,32,17.11,31,16.58,33,17.65,2,1.07,4,2.14,9,4.81,5,2.67,19,10.16,27042
27,43,224,41,18.3,8,3.57,16,7.14,36,16.07,31,13.84,49,21.88,10,4.46,14,6.25,4,1.79,9,4.02,6,2.68,27043
27,44,229,19,8.3,10,4.37,18,7.86,8,3.49,59,25.76,45,19.65,12,5.24,22,9.61,7,3.06,16,6.99,13,5.68,27044
27,45,347,73,21.04,13,3.75,13,3.75,59,17.0,51,14.7,84,24.21,9,2.59,20,5.76,0,0.0,10,2.88,15,4.32,27045
27,46,321,76,23.68,6,1.87,12,3.74,52,16.2,29,9.03,90,28.04,6,1.87,17,5.3,6,1.87,10,3.12,17,5.3,27046
27,47,230,25,10.87,11,4.78,15,6.52,20,8.7,49,21.3,48,20.87,6,2.61,23,10.0,2,0.87,16,6.96,15,6.52,27047
27,48,255,21,8.24,10,3.92,22,8.63,13,5.1,68,26.67,48,18.82,15,5.88,30,11.76,4,1.57,10,3.92,14,5.49,27048
27,49,272,27,9.93,16,5.88,20,7.35,17,6.25,59,21.69,48,17.65,9,3.31,44,16.18,6,2.21,19,6.99,7,2.57,27049
27,50,377,55,14.59,21,5.57,29,7.69,54,14.32,54,14.32,55,14.59,15,3.98,15,3.98,27,7.16,14,3.71,38,10.08,27050
27,51,240,51,21.25,12,5.0,10,4.17,45,18.75,28,11.67,46,19.17,9,3.75,20,8.33,5,2.08,5,2.08,9,3.75,27051
27,52,104,29,27.88,2,1.92,1,0.96,23,22.12,8,7.69,26,25.0,5,4.81,6,5.77,0,0.0,1,0.96,3,2.88,27052
27,53,138,23,16.67,1,0.72,8,5.8,13,9.42,25,18.12,22,15.94,4,2.9,10,7.25,7,5.07,6,4.35,19,13.77,27053
27,54,268,43,16.04,11,4.1,17,6.34,39,14.55,31,11.57,43,16.04,8,2.99,15,5.6,21,7.84,14,5.22,26,9.7,27054
27,55,81,9,11.11,4,4.94,7,8.64,10,12.35,12,14.81,13,16.05,2,2.47,2,2.47,7,8.64,3,3.7,12,14.81,27055
27,56,160,36,22.5,6,3.75,11,6.88,15,9.38,16,10.0,16,10.0,5,3.13,7,4.38,23,14.38,3,1.88,22,13.75,27056
27,57,159,20,12.58,9,5.66,15,9.43,14,8.81,35,22.01,30,18.87,2,1.26,10,6.29,6,3.77,8,5.03,10,6.29,27057
27,58,244,47,19.26,13,5.33,13,5.33,27,11.07,38,15.57,32,13.11,12,4.92,22,9.02,10,4.1,5,2.05,25,10.25,27058
27,59,367,94,25.61,9,2.45,26,7.08,57,15.53,29,7.9,51,13.9,7,1.91,12,3.27,32,8.72,9,2.45,41,11.17,27059
27,60,357,60,16.81,11,3.08,22,6.16,39,10.92,63,17.65,83,23.25,11,3.08,32,8.96,5,1.4,17,4.76,14,3.92,27060
27,61,62,3,4.84,2,3.23,3,4.84,2,3.23,14,22.58,16,25.81,3,4.84,8,12.9,1,1.61,5,8.06,5,8.06,27061
27,62,260,36,13.85,10,3.85,12,4.62,31,11.92,57,21.92,51,19.62,8,3.08,30,11.54,5,1.92,14,5.38,6,2.31,27062
27,63,388,59,15.21,11,2.84,14,3.61,46,11.86,74,19.07,89,22.94,9,2.32,33,8.51,9,2.32,18,4.64,26,6.7,27063
27,64,263,34,12.93,12,4.56,21,7.98,17,6.46,58,22.05,53,20.15,13,4.94,29,11.03,2,0.76,11,4.18,13,4.94,27064
27,65,61,11,18.03,1,1.64,7,11.48,6,9.84,10,16.39,9,14.75,2,3.28,6,9.84,1,1.64,4,6.56,4,6.56,27065
27,66,207,59,28.5,3,1.45,8,3.86,53,25.6,6,2.9,60,28.99,4,1.93,6,2.9,0,0.0,3,1.45,5,2.42,27066
28,1,292,32,10.96,14,4.79,13,4.45,6,2.05,68,23.29,79,27.05,13,4.45,22,7.53,11,3.77,15,5.14,19,6.51,28001
28,2,203,25,12.32,5,2.46,17,8.37,4,1.97,46,22.66,41,20.2,14,6.9,20,9.85,7,3.45,14,6.9,10,4.93,28002
28,3,184,15,8.15,5,2.72,28,15.22,11,5.98,32,17.39,37,20.11,9,4.89,17,9.24,6,3.26,12,6.52,12,6.52,28003
28,4,427,45,10.54,16,3.75,29,6.79,21,4.92,97,22.72,114,26.7,11,2.58,50,11.71,8,1.87,24,5.62,12,2.81,28004
28,5,270,31,11.48,11,4.07,19,7.04,22,8.15,47,17.41,70,25.93,13,4.81,32,11.85,4,1.48,9,3.33,12,4.44,28005
28,6,159,23,14.47,10,6.29,8,5.03,7,4.4,32,20.13,43,27.04,7,4.4,8,5.03,3,1.89,9,5.66,9,5.66,28006
28,7,292,21,7.19,18,6.16,38,13.01,29,9.93,50,17.12,70,23.97,15,5.14,23,7.88,4,1.37,9,3.08,15,5.14,28007
28,8,190,20,10.53,7,3.68,16,8.42,4,2.11,45,23.68,46,24.21,7,3.68,25,13.16,1,0.53,12,6.32,7,3.68,28008
28,9,184,13,7.07,4,2.17,25,13.59,17,9.24,37,20.11,43,23.37,6,3.26,12,6.52,5,2.72,14,7.61,8,4.35,28009
28,10,83,11,13.25,4,4.82,4,4.82,6,7.23,15,18.07,19,22.89,6,7.23,7,8.43,1,1.2,5,6.02,5,6.02,28010
28,11,272,31,11.4,13,4.78,32,11.76,20,7.35,51,18.75,66,24.26,6,2.21,24,8.82,3,1.1,13,4.78,13,4.78,28011
28,12,295,41,13.9,9,3.05,13,4.41,9,3.05,70,23.73,76,25.76,8,2.71,34,11.53,6,2.03,12,4.07,17,5.76,28012
28,13,246,16,6.5,18,7.32,33,13.41,18,7.32,56,22.76,41,16.67,10,4.07,22,8.94,2,0.81,15,6.1,15,6.1,28013
28,14,195,17,8.72,10,5.13,13,6.67,7,3.59,32,16.41,50,25.64,6,3.08,29,14.87,2,1.03,14,7.18,15,7.69,28014
28,15,164,27,16.46,6,3.66,10,6.1,6,3.66,27,16.46,36,21.95,6,3.66,20,12.2,3,1.83,6,3.66,17,10.37,28015
28,16,321,29,9.03,16,4.98,26,8.1,10,3.12,70,21.81,81,25.23,9,2.8,40,12.46,4,1.25,17,5.3,19,5.92,28016
