ward,precinct,total,Robert J. Baren (Dean),Robert J. Baren (Dean) Percent,Deborah L. Graham (Dean),Deborah L. Graham (Dean) Percent,Thomas E. Simmons (Dean),Thomas E. Simmons (Dean) Percent,Anna Eleanor Roosevelt (Dean),Anna Eleanor Roosevelt (Dean) Percent,Eric Emmett Davis (Dean),Eric Emmett Davis (Dean) Percent,Barbara Burchjolla (Dean),Barbara Burchjolla (Dean) Percent,Vincent R. Williams (Dean),Vincent R. Williams (Dean) Percent,Camille Y. Lilly (Dean),Camille Y. Lilly (Dean) Percent,Richard Breyer (Kucinich),Richard Breyer (Kucinich) Percent,Mary Jean Cravens (Kucinich),Mary Jean Cravens (Kucinich) Percent,Babak Bakhtiari (Kucinich),Babak Bakhtiari (Kucinich) Percent,Leslie Roberts (Kucinich),Leslie Roberts (Kucinich) Percent,Bruce Samuels (Kucinich),Bruce Samuels (Kucinich) Percent,Margo Dumelle (Kucinich),Margo Dumelle (Kucinich) Percent,Mary O'Kiersey (Kucinich),Mary O'Kiersey (Kucinich) Percent,Barbara A. Mullarkey (Kucinich),Barbara A. Mullarkey (Kucinich) Percent,Susan S. Pritzker (Gephardt),Susan S. Pritzker (Gephardt) Percent,Reanetta Hunt (Gephardt),Reanetta Hunt (Gephardt) Percent,Peter A. Fosco (Gephardt),Peter A. Fosco (Gephardt) Percent,Javier Ramirez (Gephardt),Javier Ramirez (Gephardt) Percent,Darlena Williams-Burnett (Edwards),Darlena Williams-Burnett (Edwards) Percent,Larry R. Rogers (Edwards),Larry R. Rogers (Edwards) Percent,Gabriella S. Pehanich (Edwards),Gabriella S. Pehanich (Edwards) Percent,Ajay Niranjan Shah (Edwards),Ajay Niranjan Shah (Edwards) Percent,Mercedes A. Laing (Edwards),Mercedes A. Laing (Edwards) Percent,Frank M. Bass (Edwards),Frank M. Bass (Edwards) Percent,Tania Irene Lopez (Edwards),Tania Irene Lopez (Edwards) Percent,Keith A. Romero (Edwards),Keith A. Romero (Edwards) Percent,Vi Daley (Clark),Vi Daley (Clark) Percent,Thomas Gary (Clark),Thomas Gary (Clark) Percent,Bettylu K. Saltzman (Clark),Bettylu K. Saltzman (Clark) Percent,Ted Tetzlaff (Clark),Ted Tetzlaff (Clark) Percent,Judy Klutznick (Clark),Judy Klutznick (Clark) Percent,Robert C. Howard (Clark),Robert C. Howard (Clark) Percent,Bette Cerf Hill (Clark),Bette Cerf Hill (Clark) Percent,Robert L. Fogel (Clark),Robert L. Fogel (Clark) Percent,Laura Perna (Kerry),Laura Perna (Kerry) Percent,Victor Johnson (Kerry),Victor Johnson (Kerry) Percent,Lisa Ellman (Kerry),Lisa Ellman (Kerry) Percent,Carl Harper (Kerry),Carl Harper (Kerry) Percent,Audra Wilson (Kerry),Audra Wilson (Kerry) Percent,Kimberly Johnson (Kerry),Kimberly Johnson (Kerry) Percent,Mike Keating (Kerry),Mike Keating (Kerry) Percent,Nathaniel Benson (Lieberman),Nathaniel Benson (Lieberman) Percent,Desiree Grode (Lieberman),Desiree Grode (Lieberman) Percent,Alissa Krinsky (Lieberman),Alissa Krinsky (Lieberman) Percent,Daniel Logan (Lieberman),Daniel Logan (Lieberman) Percent,Andrew May (Lieberman),Andrew May (Lieberman) Percent,Miriam Moore-Hunter (Lieberman),Miriam Moore-Hunter (Lieberman) Percent,Barton Moy (Lieberman),Barton Moy (Lieberman) Percent,Betty Wong (Lieberman),Betty Wong (Lieberman) Percent,Christine K. Cook (Braun),Christine K. Cook (Braun) Percent,Michael J. Fitzgerald (Braun),Michael J. Fitzgerald (Braun) Percent,Bobbie L. Steele (Braun),Bobbie L. Steele (Braun) Percent,Calvin Giles (Braun),Calvin Giles (Braun) Percent,Joyce Washington (Braun),Joyce Washington (Braun) Percent,John Troelstrup (Braun),John Troelstrup (Braun) Percent,Mattie Hunter (Braun),Mattie Hunter (Braun) Percent,precinct_id
28,11,394,16,4.06,19,4.82,15,3.81,14,3.55,18,4.57,11,2.79,10,2.54,9,2.28,1,0.25,2,0.51,0,0.0,1,0.25,0,0.0,0,0.0,2,0.51,4,1.02,2,0.51,4,1.02,0,0.0,4,1.02,8,2.03,11,2.79,1,0.25,2,0.51,0,0.0,2,0.51,1,0.25,1,0.25,2,0.51,4,1.02,2,0.51,1,0.25,0,0.0,3,0.76,2,0.51,1,0.25,19,4.82,22,5.58,14,3.55,19,4.82,18,4.57,22,5.58,13,3.3,2,0.51,2,0.51,0,0.0,0,0.0,3,0.76,1,0.25,1,0.25,3,0.76,8,2.03,10,2.54,15,3.81,4,1.02,21,5.33,3,0.76,5,1.27,28011
28,12,514,18,3.5,16,3.11,8,1.56,11,2.14,10,1.95,24,4.67,28,5.45,24,4.67,1,0.19,4,0.78,0,0.0,1,0.19,1,0.19,1,0.19,1,0.19,10,1.95,1,0.19,3,0.58,1,0.19,1,0.19,13,2.53,10,1.95,2,0.39,1,0.19,3,0.58,5,0.97,3,0.58,1,0.19,1,0.19,6,1.17,0,0.0,1,0.19,1,0.19,14,2.72,6,1.17,4,0.78,14,2.72,15,2.92,14,2.72,10,1.95,12,2.33,15,2.92,10,1.95,3,0.58,3,0.58,3,0.58,2,0.39,3,0.58,4,0.78,4,0.78,22,4.28,3,0.58,24,4.67,32,6.23,19,3.7,16,3.11,18,3.5,24,4.67,28012
28,13,598,21,3.51,18,3.01,15,2.51,12,2.01,13,2.17,8,1.34,11,1.84,8,1.34,1,0.17,3,0.5,0,0.0,3,0.5,2,0.33,2,0.33,2,0.33,7,1.17,5,0.84,4,0.67,3,0.5,3,0.5,9,1.51,8,1.34,3,0.5,5,0.84,4,0.67,5,0.84,1,0.17,1,0.17,2,0.33,8,1.34,3,0.5,2,0.33,5,0.84,15,2.51,6,1.0,7,1.17,29,4.85,42,7.02,38,6.35,39,6.52,42,7.02,38,6.35,29,4.85,1,0.17,2,0.33,2,0.33,2,0.33,0,0.0,2,0.33,1,0.17,8,1.34,15,2.51,6,1.0,6,1.0,7,1.17,17,2.84,5,0.84,8,1.34,28013
28,14,225,12,5.33,16,7.11,4,1.78,9,4.0,7,3.11,4,1.78,4,1.78,5,2.22,1,0.44,2,0.89,3,1.33,1,0.44,2,0.89,1,0.44,1,0.44,4,1.78,3,1.33,2,0.89,1,0.44,0,0.0,7,3.11,3,1.33,3,1.33,1,0.44,2,0.89,1,0.44,0,0.0,0,0.0,0,0.0,2,0.89,0,0.0,1,0.44,1,0.44,3,1.33,1,0.44,0,0.0,4,1.78,8,3.56,8,3.56,9,4.0,9,4.0,11,4.89,4,1.78,3,1.33,0,0.0,1,0.44,1,0.44,0,0.0,2,0.89,0,0.0,4,1.78,3,1.33,4,1.78,10,4.44,11,4.89,11,4.89,3,1.33,7,3.11,28014
28,15,207,7,3.38,12,5.8,5,2.42,7,3.38,7,3.38,7,3.38,5,2.42,4,1.93,0,0.0,0,0.0,1,0.48,1,0.48,0,0.0,1,0.48,1,0.48,3,1.45,2,0.97,3,1.45,1,0.48,1,0.48,6,2.9,9,4.35,4,1.93,3,1.45,1,0.48,1,0.48,2,0.97,1,0.48,0,0.0,1,0.48,0,0.0,1,0.48,0,0.0,3,1.45,2,0.97,1,0.48,5,2.42,12,5.8,8,3.86,9,4.35,11,5.31,11,5.31,8,3.86,1,0.48,2,0.97,0,0.0,3,1.45,0,0.0,1,0.48,0,0.0,3,1.45,1,0.48,2,0.97,6,2.9,5,2.42,9,4.35,0,0.0,0,0.0,28015
28,16,482,20,4.15,17,3.53,14,2.9,13,2.7,14,2.9,11,2.28,11,2.28,10,2.07,0,0.0,3,0.62,0,0.0,4,0.83,1,0.21,0,0.0,2,0.41,4,0.83,5,1.04,3,0.62,2,0.41,3,0.62,11,2.28,15,3.11,4,0.83,0,0.0,3,0.62,4,0.83,2,0.41,2,0.41,6,1.24,1,0.21,0,0.0,2,0.41,1,0.21,11,2.28,1,0.21,1,0.21,14,2.9,26,5.39,21,4.36,27,5.6,21,4.36,23,4.77,15,3.11,1,0.21,2,0.41,1,0.21,1,0.21,1,0.21,1,0.21,1,0.21,7,1.45,9,1.87,9,1.87,21,4.36,15,3.11,25,5.19,6,1.24,12,2.49,28016
28,17,488,22,4.51,28,5.74,22,4.51,14,2.87,12,2.46,21,4.3,22,4.51,21,4.3,3,0.61,1,0.2,4,0.82,1,0.2,3,0.61,1,0.2,3,0.61,4,0.82,1,0.2,2,0.41,0,0.0,4,0.82,17,3.48,8,1.64,2,0.41,2,0.41,5,1.02,2,0.41,2,0.41,2,0.41,0,0.0,6,1.23,0,0.0,0,0.0,1,0.2,10,2.05,3,0.61,2,0.41,15,3.07,19,3.89,18,3.69,18,3.69,16,3.28,20,4.1,14,2.87,0,0.0,1,0.2,0,0.0,2,0.41,1,0.2,1,0.2,1,0.2,10,2.05,5,1.02,8,1.64,19,3.89,11,2.25,18,3.69,8,1.64,13,2.66,28017
28,18,536,25,4.66,30,5.6,17,3.17,21,3.92,22,4.1,14,2.61,17,3.17,21,3.92,3,0.56,6,1.12,3,0.56,5,0.93,4,0.75,1,0.19,5,0.93,4,0.75,2,0.37,6,1.12,2,0.37,3,0.56,17,3.17,15,2.8,3,0.56,1,0.19,1,0.19,2,0.37,5,0.93,2,0.37,1,0.19,2,0.37,0,0.0,0,0.0,3,0.56,13,2.43,2,0.37,2,0.37,23,4.29,21,3.92,24,4.48,24,4.48,21,3.92,25,4.66,20,3.73,3,0.56,1,0.19,2,0.37,1,0.19,1,0.19,2,0.37,1,0.19,9,1.68,12,2.24,8,1.49,8,1.49,5,0.93,17,3.17,3,0.56,4,0.75,28018
28,19,558,27,4.84,31,5.56,20,3.58,18,3.23,20,3.58,29,5.2,27,4.84,32,5.73,0,0.0,2,0.36,1,0.18,1,0.18,1,0.18,1,0.18,1,0.18,5,0.9,5,0.9,3,0.54,2,0.36,1,0.18,15,2.69,12,2.15,1,0.18,2,0.36,2,0.36,2,0.36,1,0.18,3,0.54,0,0.0,2,0.36,1,0.18,0,0.0,0,0.0,8,1.43,4,0.72,2,0.36,11,1.97,18,3.23,16,2.87,18,3.23,17,3.05,20,3.58,13,2.33,0,0.0,0,0.0,1,0.18,0,0.0,1,0.18,2,0.36,2,0.36,21,3.76,5,0.9,21,3.76,25,4.48,16,2.87,15,2.69,20,3.58,18,3.23,28019
28,20,350,15,4.29,22,6.29,8,2.29,8,2.29,10,2.86,8,2.29,9,2.57,10,2.86,0,0.0,8,2.29,3,0.86,4,1.14,1,0.29,3,0.86,4,1.14,8,2.29,5,1.43,3,0.86,1,0.29,1,0.29,12,3.43,15,4.29,1,0.29,2,0.57,2,0.57,4,1.14,3,0.86,4,1.14,2,0.57,2,0.57,1,0.29,0,0.0,1,0.29,10,2.86,3,0.86,1,0.29,9,2.57,8,2.29,11,3.14,7,2.0,8,2.29,14,4.0,5,1.43,2,0.57,0,0.0,1,0.29,2,0.57,2,0.57,2,0.57,1,0.29,7,2.0,5,1.43,12,3.43,11,3.14,9,2.57,24,6.86,2,0.57,6,1.71,28020
28,21,502,21,4.18,23,4.58,8,1.59,19,3.78,12,2.39,22,4.38,26,5.18,23,4.58,3,0.6,4,0.8,1,0.2,3,0.6,4,0.8,5,1.0,1,0.2,8,1.59,5,1.0,5,1.0,2,0.4,1,0.2,18,3.59,4,0.8,2,0.4,3,0.6,4,0.8,3,0.6,1,0.2,2,0.4,3,0.6,3,0.6,2,0.4,2,0.4,1,0.2,5,1.0,8,1.59,3,0.6,11,2.19,13,2.59,14,2.79,10,1.99,11,2.19,16,3.19,7,1.39,0,0.0,0,0.0,1,0.2,1,0.2,1,0.2,2,0.4,0,0.0,21,4.18,5,1.0,26,5.18,26,5.18,13,2.59,14,2.79,19,3.78,18,3.59,28021
28,22,427,25,5.85,10,2.34,14,3.28,15,3.51,16,3.75,6,1.41,11,2.58,8,1.87,2,0.47,1,0.23,5,1.17,7,1.64,3,0.7,3,0.7,2,0.47,7,1.64,5,1.17,5,1.17,0,0.0,1,0.23,12,2.81,12,2.81,4,0.94,2,0.47,2,0.47,2,0.47,5,1.17,2,0.47,1,0.23,2,0.47,1,0.23,0,0.0,4,0.94,8,1.87,3,0.7,2,0.47,17,3.98,18,4.22,18,4.22,20,4.68,19,4.45,25,5.85,16,3.75,2,0.47,0,0.0,2,0.47,2,0.47,0,0.0,0,0.0,0,0.0,3,0.7,8,1.87,6,1.41,10,2.34,7,1.64,16,3.75,4,0.94,7,1.64,28022
28,23,563,20,3.55,24,4.26,13,2.31,13,2.31,14,2.49,21,3.73,24,4.26,22,3.91,1,0.18,5,0.89,1,0.18,6,1.07,3,0.53,2,0.36,4,0.71,6,1.07,7,1.24,8,1.42,1,0.18,2,0.36,14,2.49,15,2.66,4,0.71,4,0.71,2,0.36,5,0.89,3,0.53,2,0.36,3,0.53,3,0.53,0,0.0,0,0.0,0,0.0,11,1.95,2,0.36,1,0.18,21,3.73,22,3.91,22,3.91,21,3.73,21,3.73,24,4.26,19,3.37,4,0.71,0,0.0,3,0.53,0,0.0,0,0.0,2,0.36,0,0.0,16,2.84,10,1.78,20,3.55,19,3.37,8,1.42,15,2.66,13,2.31,20,3.55,28023
28,24,273,10,3.66,11,4.03,6,2.2,4,1.47,8,2.93,6,2.2,3,1.1,7,2.56,1,0.37,2,0.73,1,0.37,2,0.73,1,0.37,0,0.0,1,0.37,5,1.83,3,1.1,0,0.0,0,0.0,4,1.47,9,3.3,4,1.47,1,0.37,1,0.37,0,0.0,1,0.37,3,1.1,4,1.47,1,0.37,3,1.1,1,0.37,0,0.0,2,0.73,8,2.93,3,1.1,1,0.37,11,4.03,15,5.49,12,4.4,11,4.03,14,5.13,15,5.49,9,3.3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.73,2,0.73,2,0.73,6,2.2,8,2.93,12,4.4,8,2.93,6,2.2,9,3.3,2,0.73,3,1.1,28024
28,25,375,17,4.53,17,4.53,5,1.33,12,3.2,11,2.93,7,1.87,5,1.33,7,1.87,5,1.33,4,1.07,3,0.8,8,2.13,1,0.27,4,1.07,3,0.8,6,1.6,3,0.8,8,2.13,4,1.07,0,0.0,14,3.73,16,4.27,5,1.33,3,0.8,4,1.07,2,0.53,4,1.07,1,0.27,0,0.0,4,1.07,3,0.8,1,0.27,3,0.8,9,2.4,5,1.33,2,0.53,12,3.2,11,2.93,15,4.0,15,4.0,13,3.47,18,4.8,14,3.73,2,0.53,2,0.53,1,0.27,1,0.27,1,0.27,2,0.53,0,0.0,3,0.8,5,1.33,7,1.87,10,2.67,13,3.47,9,2.4,1,0.27,4,1.07,28025
28,26,435,8,1.84,13,2.99,2,0.46,5,1.15,7,1.61,6,1.38,9,2.07,13,2.99,1,0.23,0,0.0,0,0.0,5,1.15,1,0.23,1,0.23,2,0.46,3,0.69,5,1.15,1,0.23,0,0.0,2,0.46,18,4.14,9,2.07,4,0.92,2,0.46,0,0.0,2,0.46,1,0.23,0,0.0,2,0.46,1,0.23,1,0.23,0,0.0,0,0.0,7,1.61,0,0.0,2,0.46,26,5.98,24,5.52,25,5.75,25,5.75,28,6.44,34,7.82,21,4.83,1,0.23,1,0.23,1,0.23,0,0.0,0,0.0,1,0.23,1,0.23,4,0.92,9,2.07,13,2.99,21,4.83,9,2.07,15,3.45,8,1.84,11,2.53,28026
28,27,320,13,4.06,11,3.44,11,3.44,8,2.5,11,3.44,13,4.06,16,5.0,13,4.06,1,0.31,0,0.0,1,0.31,4,1.25,2,0.63,2,0.63,4,1.25,8,2.5,2,0.63,2,0.63,1,0.31,1,0.31,13,4.06,4,1.25,2,0.63,1,0.31,1,0.31,3,0.94,1,0.31,0,0.0,2,0.63,2,0.63,2,0.63,1,0.31,1,0.31,3,0.94,2,0.63,0,0.0,14,4.38,9,2.81,8,2.5,11,3.44,9,2.81,15,4.69,6,1.88,0,0.0,1,0.31,0,0.0,0,0.0,1,0.31,0,0.0,1,0.31,13,4.06,3,0.94,12,3.75,13,4.06,11,3.44,7,2.19,8,2.5,9,2.81,28027
28,28,418,18,4.31,23,5.5,17,4.07,15,3.59,21,5.02,14,3.35,15,3.59,10,2.39,3,0.72,2,0.48,2,0.48,6,1.44,3,0.72,1,0.24,3,0.72,5,1.2,4,0.96,6,1.44,0,0.0,3,0.72,14,3.35,8,1.91,0,0.0,3,0.72,5,1.2,4,0.96,2,0.48,1,0.24,2,0.48,1,0.24,2,0.48,1,0.24,3,0.72,8,1.91,3,0.72,2,0.48,14,3.35,20,4.78,18,4.31,17,4.07,13,3.11,19,4.55,11,2.63,3,0.72,0,0.0,0,0.0,1,0.24,1,0.24,0,0.0,1,0.24,3,0.72,8,1.91,9,2.15,8,1.91,7,1.67,14,3.35,2,0.48,3,0.72,28028
28,30,397,9,2.27,17,4.28,5,1.26,13,3.27,7,1.76,16,4.03,16,4.03,16,4.03,4,1.01,4,1.01,2,0.5,5,1.26,1,0.25,3,0.76,1,0.25,6,1.51,3,0.76,3,0.76,2,0.5,1,0.25,14,3.53,9,2.27,3,0.76,1,0.25,4,1.01,2,0.5,3,0.76,3,0.76,1,0.25,4,1.01,2,0.5,0,0.0,0,0.0,7,1.76,3,0.76,3,0.76,15,3.78,12,3.02,16,4.03,11,2.77,11,2.77,10,2.52,10,2.52,1,0.25,2,0.5,2,0.5,0,0.0,0,0.0,4,1.01,1,0.25,13,3.27,7,1.76,17,4.28,22,5.54,10,2.52,11,2.77,9,2.27,10,2.52,28030
28,31,387,17,4.39,22,5.68,9,2.33,8,2.07,9,2.33,5,1.29,7,1.81,5,1.29,2,0.52,0,0.0,1,0.26,1,0.26,3,0.78,0,0.0,2,0.52,6,1.55,3,0.78,2,0.52,4,1.03,2,0.52,10,2.58,7,1.81,1,0.26,2,0.52,3,0.78,1,0.26,4,1.03,0,0.0,1,0.26,1,0.26,1,0.26,1,0.26,0,0.0,8,2.07,1,0.26,2,0.52,17,4.39,20,5.17,17,4.39,21,5.43,20,5.17,26,6.72,15,3.88,4,1.03,2,0.52,3,0.78,2,0.52,2,0.52,2,0.52,2,0.52,6,1.55,13,3.36,9,2.33,9,2.33,7,1.81,17,4.39,2,0.52,4,1.03,28031
28,32,484,12,2.48,21,4.34,8,1.65,14,2.89,13,2.69,8,1.65,9,1.86,12,2.48,5,1.03,7,1.45,6,1.24,4,0.83,4,0.83,4,0.83,2,0.41,5,1.03,4,0.83,4,0.83,2,0.41,6,1.24,15,3.1,12,2.48,2,0.41,4,0.83,2,0.41,6,1.24,3,0.62,5,1.03,3,0.62,2,0.41,0,0.0,0,0.0,3,0.62,9,1.86,2,0.41,1,0.21,22,4.55,26,5.37,23,4.75,21,4.34,25,5.17,30,6.2,18,3.72,1,0.21,2,0.41,1,0.21,2,0.41,3,0.62,2,0.41,0,0.0,5,1.03,7,1.45,11,2.27,13,2.69,5,1.03,16,3.31,5,1.03,10,2.07,28032
28,33,463,20,4.32,29,6.26,13,2.81,13,2.81,14,3.02,13,2.81,15,3.24,12,2.59,0,0.0,4,0.86,1,0.22,3,0.65,3,0.65,2,0.43,2,0.43,6,1.3,3,0.65,5,1.08,2,0.43,3,0.65,16,3.46,12,2.59,4,0.86,1,0.22,3,0.65,1,0.22,1,0.22,2,0.43,2,0.43,5,1.08,4,0.86,2,0.43,3,0.65,12,2.59,7,1.51,1,0.22,14,3.02,18,3.89,21,4.54,17,3.67,16,3.46,25,5.4,12,2.59,1,0.22,0,0.0,0,0.0,1,0.22,1,0.22,1,0.22,0,0.0,4,0.86,11,2.38,8,1.73,18,3.89,13,2.81,15,3.24,4,0.86,11,2.38,28033
28,35,296,10,3.38,13,4.39,12,4.05,7,2.36,10,3.38,10,3.38,15,5.07,12,4.05,0,0.0,2,0.68,0,0.0,3,1.01,0,0.0,1,0.34,0,0.0,5,1.69,1,0.34,3,1.01,3,1.01,0,0.0,5,1.69,3,1.01,1,0.34,1,0.34,2,0.68,4,1.35,1,0.34,1,0.34,2,0.68,0,0.0,0,0.0,0,0.0,1,0.34,6,2.03,2,0.68,1,0.34,10,3.38,9,3.04,14,4.73,12,4.05,13,4.39,15,5.07,9,3.04,0,0.0,1,0.34,0,0.0,2,0.68,0,0.0,1,0.34,0,0.0,7,2.36,5,1.69,10,3.38,14,4.73,4,1.35,10,3.38,6,2.03,9,3.04,28035
28,36,413,8,1.94,14,3.39,8,1.94,9,2.18,13,3.15,6,1.45,4,0.97,7,1.69,0,0.0,2,0.48,1,0.24,2,0.48,0,0.0,1,0.24,1,0.24,10,2.42,2,0.48,3,0.73,1,0.24,4,0.97,11,2.66,10,2.42,5,1.21,1,0.24,1,0.24,5,1.21,3,0.73,1,0.24,2,0.48,4,0.97,3,0.73,2,0.48,3,0.73,8,1.94,3,0.73,2,0.48,23,5.57,21,5.08,17,4.12,21,5.08,19,4.6,22,5.33,19,4.6,4,0.97,2,0.48,2,0.48,2,0.48,1,0.24,1,0.24,2,0.48,5,1.21,8,1.94,9,2.18,29,7.02,5,1.21,13,3.15,4,0.97,7,1.69,28036
28,37,514,17,3.31,14,2.72,13,2.53,8,1.56,11,2.14,4,0.78,10,1.95,12,2.33,8,1.56,4,0.78,3,0.58,3,0.58,3,0.58,3,0.58,3,0.58,5,0.97,1,0.19,4,0.78,2,0.39,2,0.39,44,8.56,5,0.97,0,0.0,1,0.19,1,0.19,1,0.19,1,0.19,1,0.19,3,0.58,5,0.97,0,0.0,0,0.0,1,0.19,6,1.17,2,0.39,2,0.39,25,4.86,32,6.23,25,4.86,25,4.86,13,2.53,28,5.45,22,4.28,1,0.19,1,0.19,0,0.0,0,0.0,0,0.0,1,0.19,0,0.0,1,0.19,5,0.97,6,1.17,60,11.67,34,6.61,20,3.89,1,0.19,5,0.97,28037
28,39,77,2,2.6,2,2.6,1,1.3,1,1.3,4,5.19,2,2.6,1,1.3,2,2.6,0,0.0,0,0.0,0,0.0,0,0.0,1,1.3,0,0.0,0,0.0,2,2.6,0,0.0,0,0.0,0,0.0,0,0.0,1,1.3,1,1.3,1,1.3,0,0.0,0,0.0,1,1.3,0,0.0,1,1.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,5.19,4,5.19,5,6.49,6,7.79,5,6.49,6,7.79,4,5.19,0,0.0,1,1.3,0,0.0,2,2.6,0,0.0,0,0.0,0,0.0,3,3.9,3,3.9,1,1.3,3,3.9,1,1.3,1,1.3,0,0.0,1,1.3,28039
28,40,439,18,4.1,22,5.01,12,2.73,14,3.19,12,2.73,9,2.05,12,2.73,13,2.96,1,0.23,1,0.23,0,0.0,2,0.46,3,0.68,1,0.23,1,0.23,7,1.59,5,1.14,1,0.23,2,0.46,3,0.68,11,2.51,10,2.28,1,0.23,1,0.23,5,1.14,2,0.46,2,0.46,2,0.46,2,0.46,4,0.91,1,0.23,0,0.0,2,0.46,8,1.82,6,1.37,1,0.23,16,3.64,14,3.19,14,3.19,13,2.96,16,3.64,18,4.1,10,2.28,2,0.46,1,0.23,0,0.0,3,0.68,0,0.0,0,0.0,0,0.0,6,1.37,11,2.51,14,3.19,21,4.78,27,6.15,17,3.87,11,2.51,14,3.19,28040
28,41,190,8,4.21,7,3.68,3,1.58,1,0.53,4,2.11,2,1.05,2,1.05,3,1.58,0,0.0,1,0.53,0,0.0,1,0.53,1,0.53,0,0.0,0,0.0,4,2.11,1,0.53,4,2.11,1,0.53,0,0.0,9,4.74,6,3.16,1,0.53,1,0.53,1,0.53,0,0.0,0,0.0,0,0.0,1,0.53,0,0.0,3,1.58,0,0.0,1,0.53,7,3.68,3,1.58,1,0.53,8,4.21,9,4.74,8,4.21,9,4.74,7,3.68,11,5.79,9,4.74,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.53,1,0.53,4,2.11,3,1.58,6,3.16,10,5.26,6,3.16,7,3.68,3,1.58,4,2.11,28041
28,42,340,12,3.53,15,4.41,7,2.06,11,3.24,9,2.65,13,3.82,11,3.24,12,3.53,3,0.88,2,0.59,1,0.29,4,1.18,1,0.29,1,0.29,0,0.0,2,0.59,3,0.88,5,1.47,0,0.0,1,0.29,8,2.35,11,3.24,4,1.18,1,0.29,2,0.59,2,0.59,4,1.18,2,0.59,1,0.29,0,0.0,1,0.29,2,0.59,2,0.59,6,1.76,4,1.18,1,0.29,11,3.24,17,5.0,12,3.53,13,3.82,15,4.41,16,4.71,11,3.24,0,0.0,2,0.59,1,0.29,1,0.29,1,0.29,0,0.0,0,0.0,8,2.35,3,0.88,9,2.65,11,3.24,15,4.41,8,2.35,4,1.18,5,1.47,28042
28,43,260,7,2.69,10,3.85,4,1.54,6,2.31,5,1.92,1,0.38,4,1.54,3,1.15,3,1.15,1,0.38,1,0.38,5,1.92,1,0.38,0,0.0,1,0.38,3,1.15,3,1.15,4,1.54,1,0.38,1,0.38,8,3.08,9,3.46,1,0.38,2,0.77,2,0.77,2,0.77,1,0.38,1,0.38,0,0.0,0,0.0,0,0.0,0,0.0,1,0.38,4,1.54,2,0.77,2,0.77,15,5.77,15,5.77,18,6.92,14,5.38,14,5.38,17,6.54,11,4.23,1,0.38,3,1.15,2,0.77,0,0.0,0,0.0,3,1.15,0,0.0,4,1.54,6,2.31,1,0.38,6,2.31,0,0.0,13,5.0,2,0.77,2,0.77,28043
28,44,342,13,3.8,14,4.09,9,2.63,12,3.51,14,4.09,8,2.34,8,2.34,10,2.92,6,1.75,5,1.46,3,0.88,6,1.75,3,0.88,4,1.17,6,1.75,3,0.88,1,0.29,1,0.29,0,0.0,2,0.58,11,3.22,7,2.05,3,0.88,2,0.58,3,0.88,3,0.88,3,0.88,1,0.29,3,0.88,1,0.29,1,0.29,0,0.0,0,0.0,7,2.05,1,0.29,2,0.58,13,3.8,15,4.39,12,3.51,15,4.39,15,4.39,18,5.26,10,2.92,1,0.29,0,0.0,1,0.29,1,0.29,1,0.29,3,0.88,0,0.0,6,1.75,5,1.46,6,1.75,7,2.05,8,2.34,12,3.51,2,0.58,5,1.46,28044
28,45,419,15,3.58,19,4.53,6,1.43,10,2.39,15,3.58,13,3.1,8,1.91,12,2.86,3,0.72,6,1.43,2,0.48,6,1.43,1,0.24,2,0.48,3,0.72,6,1.43,3,0.72,4,0.95,0,0.0,0,0.0,13,3.1,14,3.34,1,0.24,1,0.24,2,0.48,6,1.43,5,1.19,2,0.48,0,0.0,4,0.95,1,0.24,1,0.24,1,0.24,7,1.67,4,0.95,3,0.72,15,3.58,20,4.77,21,5.01,20,4.77,20,4.77,23,5.49,13,3.1,3,0.72,0,0.0,0,0.0,1,0.24,1,0.24,0,0.0,0,0.0,3,0.72,9,2.15,9,2.15,8,1.91,17,4.06,13,3.1,2,0.48,8,1.91,28045
28,46,414,14,3.38,10,2.42,8,1.93,10,2.42,6,1.45,10,2.42,10,2.42,10,2.42,0,0.0,2,0.48,2,0.48,0,0.0,1,0.24,2,0.48,3,0.72,5,1.21,0,0.0,4,0.97,0,0.0,1,0.24,10,2.42,6,1.45,1,0.24,0,0.0,1,0.24,2,0.48,1,0.24,0,0.0,2,0.48,0,0.0,3,0.72,0,0.0,0,0.0,2,0.48,0,0.0,2,0.48,28,6.76,28,6.76,28,6.76,29,7.0,29,7.0,33,7.97,27,6.52,0,0.0,2,0.48,0,0.0,0,0.0,0,0.0,0,0.0,1,0.24,10,2.42,5,1.21,6,1.45,11,2.66,3,0.72,11,2.66,5,1.21,5,1.21,28046
