ward,precinct,total,Chris Stacey,Chris Stacey Percent,precinct_id
45,45,207,207,100.0,45045
45,46,253,253,100.0,45046
45,47,228,228,100.0,45047
45,48,247,247,100.0,45048
46,1,390,390,100.0,46001
46,2,512,512,100.0,46002
46,3,591,591,100.0,46003
46,4,484,484,100.0,46004
46,5,696,696,100.0,46005
46,6,442,442,100.0,46006
46,7,481,481,100.0,46007
46,8,336,336,100.0,46008
46,9,578,578,100.0,46009
46,10,905,905,100.0,46010
46,11,491,491,100.0,46011
46,12,565,565,100.0,46012
46,13,544,544,100.0,46013
46,14,533,533,100.0,46014
46,15,546,546,100.0,46015
46,16,597,597,100.0,46016
46,17,557,557,100.0,46017
46,18,566,566,100.0,46018
46,19,345,345,100.0,46019
46,20,445,445,100.0,46020
46,21,375,375,100.0,46021
46,22,362,362,100.0,46022
46,23,486,486,100.0,46023
46,24,655,655,100.0,46024
46,25,499,499,100.0,46025
46,26,748,748,100.0,46026
46,27,687,687,100.0,46027
46,28,471,471,100.0,46028
46,29,406,406,100.0,46029
46,30,557,557,100.0,46030
46,31,549,549,100.0,46031
46,32,472,472,100.0,46032
46,33,556,556,100.0,46033
46,34,666,666,100.0,46034
46,35,575,575,100.0,46035
46,36,480,480,100.0,46036
46,37,397,397,100.0,46037
46,38,615,615,100.0,46038
46,39,460,460,100.0,46039
46,40,433,433,100.0,46040
47,1,356,356,100.0,47001
47,2,506,506,100.0,47002
47,3,466,466,100.0,47003
47,4,634,634,100.0,47004
47,5,572,572,100.0,47005
47,6,658,658,100.0,47006
47,7,482,482,100.0,47007
47,8,514,514,100.0,47008
47,9,496,496,100.0,47009
47,10,634,634,100.0,47010
47,11,542,542,100.0,47011
47,12,571,571,100.0,47012
47,13,516,516,100.0,47013
47,14,484,484,100.0,47014
47,15,644,644,100.0,47015
47,16,513,513,100.0,47016
47,17,517,517,100.0,47017
47,18,482,482,100.0,47018
47,19,857,857,100.0,47019
47,20,547,547,100.0,47020
47,21,511,511,100.0,47021
47,22,558,558,100.0,47022
47,23,619,619,100.0,47023
47,24,562,562,100.0,47024
47,25,673,673,100.0,47025
47,26,746,746,100.0,47026
47,27,444,444,100.0,47027
47,28,481,481,100.0,47028
47,29,616,616,100.0,47029
47,30,676,676,100.0,47030
47,31,561,561,100.0,47031
47,32,658,658,100.0,47032
47,33,526,526,100.0,47033
47,34,553,553,100.0,47034
47,35,492,492,100.0,47035
47,36,599,599,100.0,47036
47,37,495,495,100.0,47037
47,38,527,527,100.0,47038
47,39,529,529,100.0,47039
47,40,498,498,100.0,47040
47,41,577,577,100.0,47041
47,42,517,517,100.0,47042
47,43,459,459,100.0,47043
47,44,451,451,100.0,47044
47,45,495,495,100.0,47045
47,46,522,522,100.0,47046
47,47,629,629,100.0,47047
47,48,31,31,100.0,47048
48,1,510,510,100.0,48001
48,2,218,218,100.0,48002
48,3,563,563,100.0,48003
48,4,490,490,100.0,48004
48,5,273,273,100.0,48005
48,6,588,588,100.0,48006
48,7,545,545,100.0,48007
48,8,242,242,100.0,48008
48,9,313,313,100.0,48009
48,10,747,747,100.0,48010
48,11,418,418,100.0,48011
48,12,640,640,100.0,48012
48,13,602,602,100.0,48013
48,14,208,208,100.0,48014
48,15,315,315,100.0,48015
48,16,534,534,100.0,48016
48,17,425,425,100.0,48017
48,18,326,326,100.0,48018
48,19,356,356,100.0,48019
48,20,521,521,100.0,48020
48,21,621,621,100.0,48021
48,22,369,369,100.0,48022
48,23,452,452,100.0,48023
48,24,535,535,100.0,48024
48,25,430,430,100.0,48025
48,26,233,233,100.0,48026
48,27,504,504,100.0,48027
48,28,523,523,100.0,48028
48,29,206,206,100.0,48029
48,30,432,432,100.0,48030
48,31,729,729,100.0,48031
48,32,563,563,100.0,48032
48,33,249,249,100.0,48033
48,34,433,433,100.0,48034
48,35,290,290,100.0,48035
48,36,270,270,100.0,48036
48,37,526,526,100.0,48037
48,38,498,498,100.0,48038
48,39,358,358,100.0,48039
48,40,458,458,100.0,48040
48,41,659,659,100.0,48041
48,42,578,578,100.0,48042
48,43,613,613,100.0,48043
48,44,673,673,100.0,48044
48,45,378,378,100.0,48045
48,46,301,301,100.0,48046
49,1,311,311,100.0,49001
49,2,316,316,100.0,49002
49,3,620,620,100.0,49003
49,4,645,645,100.0,49004
49,5,472,472,100.0,49005
49,6,452,452,100.0,49006
49,7,400,400,100.0,49007
49,8,439,439,100.0,49008
49,9,516,516,100.0,49009
49,10,595,595,100.0,49010
49,11,648,648,100.0,49011
49,12,642,642,100.0,49012
49,13,575,575,100.0,49013
49,14,393,393,100.0,49014
49,15,384,384,100.0,49015
49,16,455,455,100.0,49016
49,17,390,390,100.0,49017
49,18,643,643,100.0,49018
49,19,472,472,100.0,49019
49,20,776,776,100.0,49020
49,21,314,314,100.0,49021
49,22,511,511,100.0,49022
49,23,655,655,100.0,49023
49,24,385,385,100.0,49024
49,25,635,635,100.0,49025
49,26,576,576,100.0,49026
49,27,579,579,100.0,49027
49,28,727,727,100.0,49028
49,29,606,606,100.0,49029
49,30,526,526,100.0,49030
49,31,355,355,100.0,49031
49,32,472,472,100.0,49032
49,33,405,405,100.0,49033
50,1,269,269,100.0,50001
50,2,196,196,100.0,50002
50,3,257,257,100.0,50003
50,4,355,355,100.0,50004
50,5,190,190,100.0,50005
50,6,374,374,100.0,50006
50,7,449,449,100.0,50007
50,8,364,364,100.0,50008
50,9,284,284,100.0,50009
50,10,335,335,100.0,50010
50,11,141,141,100.0,50011
50,12,115,115,100.0,50012
50,13,463,463,100.0,50013
50,14,106,106,100.0,50014
50,15,451,451,100.0,50015
50,16,86,86,100.0,50016
50,17,344,344,100.0,50017
50,18,34,34,100.0,50018
50,19,305,305,100.0,50019
50,20,389,389,100.0,50020
50,21,315,315,100.0,50021
50,22,281,281,100.0,50022
50,23,217,217,100.0,50023
50,24,174,174,100.0,50024
50,25,261,261,100.0,50025
50,26,341,341,100.0,50026
50,27,89,89,100.0,50027
50,28,411,411,100.0,50028
50,29,392,392,100.0,50029
50,30,318,318,100.0,50030
50,31,539,539,100.0,50031
50,32,440,440,100.0,50032
50,33,192,192,100.0,50033
50,34,438,438,100.0,50034
50,35,516,516,100.0,50035
50,36,358,358,100.0,50036
50,37,390,390,100.0,50037
50,38,108,108,100.0,50038
50,39,213,213,100.0,50039
50,40,189,189,100.0,50040
