ward,precinct,total,Sharon O. Johnson,Sharon O. Johnson Percent,precinct_id
45,45,213,213,100.0,45045
45,46,286,286,100.0,45046
45,47,261,261,100.0,45047
45,48,266,266,100.0,45048
46,1,411,411,100.0,46001
46,2,540,540,100.0,46002
46,3,622,622,100.0,46003
46,4,515,515,100.0,46004
46,5,733,733,100.0,46005
46,6,465,465,100.0,46006
46,7,515,515,100.0,46007
46,8,364,364,100.0,46008
46,9,605,605,100.0,46009
46,10,959,959,100.0,46010
46,11,542,542,100.0,46011
46,12,578,578,100.0,46012
46,13,574,574,100.0,46013
46,14,575,575,100.0,46014
46,15,573,573,100.0,46015
46,16,621,621,100.0,46016
46,17,576,576,100.0,46017
46,18,609,609,100.0,46018
46,19,358,358,100.0,46019
46,20,459,459,100.0,46020
46,21,398,398,100.0,46021
46,22,388,388,100.0,46022
46,23,506,506,100.0,46023
46,24,680,680,100.0,46024
46,25,529,529,100.0,46025
46,26,799,799,100.0,46026
46,27,720,720,100.0,46027
46,28,484,484,100.0,46028
46,29,429,429,100.0,46029
46,30,587,587,100.0,46030
46,31,575,575,100.0,46031
46,32,508,508,100.0,46032
46,33,582,582,100.0,46033
46,34,676,676,100.0,46034
46,35,618,618,100.0,46035
46,36,490,490,100.0,46036
46,37,433,433,100.0,46037
46,38,662,662,100.0,46038
46,39,495,495,100.0,46039
46,40,461,461,100.0,46040
47,1,371,371,100.0,47001
47,2,536,536,100.0,47002
47,3,490,490,100.0,47003
47,4,655,655,100.0,47004
47,5,593,593,100.0,47005
47,6,687,687,100.0,47006
47,7,512,512,100.0,47007
47,8,513,513,100.0,47008
47,9,517,517,100.0,47009
47,10,659,659,100.0,47010
47,11,557,557,100.0,47011
47,12,603,603,100.0,47012
47,13,546,546,100.0,47013
47,14,517,517,100.0,47014
47,15,664,664,100.0,47015
47,16,530,530,100.0,47016
47,17,549,549,100.0,47017
47,18,502,502,100.0,47018
47,19,899,899,100.0,47019
47,20,571,571,100.0,47020
47,21,525,525,100.0,47021
47,22,579,579,100.0,47022
47,23,636,636,100.0,47023
47,24,596,596,100.0,47024
47,25,686,686,100.0,47025
47,26,773,773,100.0,47026
47,27,478,478,100.0,47027
47,28,505,505,100.0,47028
47,29,653,653,100.0,47029
47,30,711,711,100.0,47030
47,31,593,593,100.0,47031
47,32,680,680,100.0,47032
47,33,556,556,100.0,47033
47,34,568,568,100.0,47034
47,35,528,528,100.0,47035
47,36,630,630,100.0,47036
47,37,523,523,100.0,47037
47,38,552,552,100.0,47038
47,39,548,548,100.0,47039
47,40,511,511,100.0,47040
47,41,611,611,100.0,47041
47,42,541,541,100.0,47042
47,43,489,489,100.0,47043
47,44,469,469,100.0,47044
47,45,513,513,100.0,47045
47,46,546,546,100.0,47046
47,47,659,659,100.0,47047
47,48,30,30,100.0,47048
48,1,527,527,100.0,48001
48,2,222,222,100.0,48002
48,3,601,601,100.0,48003
48,4,498,498,100.0,48004
48,5,278,278,100.0,48005
48,6,617,617,100.0,48006
48,7,558,558,100.0,48007
48,8,252,252,100.0,48008
48,9,322,322,100.0,48009
48,10,763,763,100.0,48010
48,11,414,414,100.0,48011
48,12,658,658,100.0,48012
48,13,630,630,100.0,48013
48,14,217,217,100.0,48014
48,15,344,344,100.0,48015
48,16,566,566,100.0,48016
48,17,446,446,100.0,48017
48,18,336,336,100.0,48018
48,19,367,367,100.0,48019
48,20,547,547,100.0,48020
48,21,661,661,100.0,48021
48,22,381,381,100.0,48022
48,23,473,473,100.0,48023
48,24,557,557,100.0,48024
48,25,442,442,100.0,48025
48,26,261,261,100.0,48026
48,27,533,533,100.0,48027
48,28,574,574,100.0,48028
48,29,214,214,100.0,48029
48,30,441,441,100.0,48030
48,31,763,763,100.0,48031
48,32,589,589,100.0,48032
48,33,261,261,100.0,48033
48,34,451,451,100.0,48034
48,35,310,310,100.0,48035
48,36,285,285,100.0,48036
48,37,562,562,100.0,48037
48,38,502,502,100.0,48038
48,39,379,379,100.0,48039
48,40,480,480,100.0,48040
48,41,706,706,100.0,48041
48,42,602,602,100.0,48042
48,43,601,601,100.0,48043
48,44,685,685,100.0,48044
48,45,392,392,100.0,48045
48,46,326,326,100.0,48046
49,1,342,342,100.0,49001
49,2,337,337,100.0,49002
49,3,662,662,100.0,49003
49,4,687,687,100.0,49004
49,5,502,502,100.0,49005
49,6,470,470,100.0,49006
49,7,424,424,100.0,49007
49,8,483,483,100.0,49008
49,9,551,551,100.0,49009
49,10,619,619,100.0,49010
49,11,690,690,100.0,49011
49,12,655,655,100.0,49012
49,13,607,607,100.0,49013
49,14,405,405,100.0,49014
49,15,403,403,100.0,49015
49,16,471,471,100.0,49016
49,17,411,411,100.0,49017
49,18,677,677,100.0,49018
49,19,508,508,100.0,49019
49,20,797,797,100.0,49020
49,21,321,321,100.0,49021
49,22,553,553,100.0,49022
49,23,686,686,100.0,49023
49,24,436,436,100.0,49024
49,25,663,663,100.0,49025
49,26,616,616,100.0,49026
49,27,616,616,100.0,49027
49,28,761,761,100.0,49028
49,29,638,638,100.0,49029
49,30,565,565,100.0,49030
49,31,371,371,100.0,49031
49,32,514,514,100.0,49032
49,33,422,422,100.0,49033
50,1,283,283,100.0,50001
50,2,198,198,100.0,50002
50,3,270,270,100.0,50003
50,4,393,393,100.0,50004
50,5,200,200,100.0,50005
50,6,387,387,100.0,50006
50,7,469,469,100.0,50007
50,8,404,404,100.0,50008
50,9,298,298,100.0,50009
50,10,354,354,100.0,50010
50,11,155,155,100.0,50011
50,12,127,127,100.0,50012
50,13,498,498,100.0,50013
50,14,99,99,100.0,50014
50,15,463,463,100.0,50015
50,16,98,98,100.0,50016
50,17,375,375,100.0,50017
50,18,35,35,100.0,50018
50,19,319,319,100.0,50019
50,20,399,399,100.0,50020
50,21,339,339,100.0,50021
50,22,299,299,100.0,50022
50,23,246,246,100.0,50023
50,24,190,190,100.0,50024
50,25,285,285,100.0,50025
50,26,368,368,100.0,50026
50,27,101,101,100.0,50027
50,28,428,428,100.0,50028
50,29,406,406,100.0,50029
50,30,316,316,100.0,50030
50,31,557,557,100.0,50031
50,32,472,472,100.0,50032
50,33,203,203,100.0,50033
50,34,456,456,100.0,50034
50,35,524,524,100.0,50035
50,36,367,367,100.0,50036
50,37,414,414,100.0,50037
50,38,118,118,100.0,50038
50,39,222,222,100.0,50039
50,40,200,200,100.0,50040
