ward,precinct,total,Maura McMahon Zeller,Maura McMahon Zeller Percent,precinct_id
45,44,305,305,100.0,45044
45,45,199,199,100.0,45045
45,46,239,239,100.0,45046
45,47,217,217,100.0,45047
45,48,226,226,100.0,45048
46,1,360,360,100.0,46001
46,2,474,474,100.0,46002
46,3,542,542,100.0,46003
46,4,454,454,100.0,46004
46,5,635,635,100.0,46005
46,6,423,423,100.0,46006
46,7,457,457,100.0,46007
46,8,330,330,100.0,46008
46,9,546,546,100.0,46009
46,10,842,842,100.0,46010
46,11,473,473,100.0,46011
46,12,519,519,100.0,46012
46,13,486,486,100.0,46013
46,14,509,509,100.0,46014
46,15,496,496,100.0,46015
46,16,530,530,100.0,46016
46,17,510,510,100.0,46017
46,18,535,535,100.0,46018
46,19,302,302,100.0,46019
46,20,399,399,100.0,46020
46,21,363,363,100.0,46021
46,22,343,343,100.0,46022
46,23,457,457,100.0,46023
46,24,608,608,100.0,46024
46,25,462,462,100.0,46025
46,26,707,707,100.0,46026
46,27,635,635,100.0,46027
46,28,415,415,100.0,46028
46,29,374,374,100.0,46029
46,30,533,533,100.0,46030
46,31,506,506,100.0,46031
46,32,442,442,100.0,46032
46,33,514,514,100.0,46033
46,34,634,634,100.0,46034
46,35,553,553,100.0,46035
46,36,433,433,100.0,46036
46,37,375,375,100.0,46037
46,38,585,585,100.0,46038
46,39,416,416,100.0,46039
46,40,403,403,100.0,46040
47,1,325,325,100.0,47001
47,2,439,439,100.0,47002
47,3,421,421,100.0,47003
47,4,556,556,100.0,47004
47,5,522,522,100.0,47005
47,6,611,611,100.0,47006
47,7,437,437,100.0,47007
47,8,454,454,100.0,47008
47,9,441,441,100.0,47009
47,10,565,565,100.0,47010
47,11,492,492,100.0,47011
47,12,512,512,100.0,47012
47,13,466,466,100.0,47013
47,14,412,412,100.0,47014
47,15,585,585,100.0,47015
47,16,456,456,100.0,47016
47,17,470,470,100.0,47017
47,18,430,430,100.0,47018
47,19,776,776,100.0,47019
47,20,516,516,100.0,47020
47,21,448,448,100.0,47021
47,22,509,509,100.0,47022
47,23,565,565,100.0,47023
47,24,506,506,100.0,47024
47,25,611,611,100.0,47025
47,26,671,671,100.0,47026
47,27,402,402,100.0,47027
47,28,424,424,100.0,47028
47,29,551,551,100.0,47029
47,30,600,600,100.0,47030
47,31,509,509,100.0,47031
47,32,573,573,100.0,47032
47,33,463,463,100.0,47033
47,34,476,476,100.0,47034
47,35,450,450,100.0,47035
47,36,549,549,100.0,47036
47,37,442,442,100.0,47037
47,38,463,463,100.0,47038
47,39,460,460,100.0,47039
47,40,432,432,100.0,47040
47,41,535,535,100.0,47041
47,42,455,455,100.0,47042
47,43,430,430,100.0,47043
47,44,414,414,100.0,47044
47,45,425,425,100.0,47045
47,46,463,463,100.0,47046
47,47,556,556,100.0,47047
47,48,25,25,100.0,47048
48,1,467,467,100.0,48001
48,2,185,185,100.0,48002
48,3,523,523,100.0,48003
48,4,453,453,100.0,48004
48,5,251,251,100.0,48005
48,6,564,564,100.0,48006
48,7,481,481,100.0,48007
48,8,213,213,100.0,48008
48,9,294,294,100.0,48009
48,10,662,662,100.0,48010
48,11,359,359,100.0,48011
48,12,603,603,100.0,48012
48,13,570,570,100.0,48013
48,14,191,191,100.0,48014
48,15,303,303,100.0,48015
48,16,504,504,100.0,48016
48,17,386,386,100.0,48017
48,18,308,308,100.0,48018
48,19,326,326,100.0,48019
48,20,469,469,100.0,48020
48,21,595,595,100.0,48021
48,22,347,347,100.0,48022
48,23,415,415,100.0,48023
48,24,482,482,100.0,48024
48,25,369,369,100.0,48025
48,26,221,221,100.0,48026
48,27,486,486,100.0,48027
48,28,507,507,100.0,48028
48,29,192,192,100.0,48029
48,30,383,383,100.0,48030
48,31,700,700,100.0,48031
48,32,533,533,100.0,48032
48,33,232,232,100.0,48033
48,34,392,392,100.0,48034
48,35,267,267,100.0,48035
48,36,251,251,100.0,48036
48,37,476,476,100.0,48037
48,38,433,433,100.0,48038
48,39,315,315,100.0,48039
48,40,409,409,100.0,48040
48,41,626,626,100.0,48041
48,42,527,527,100.0,48042
48,43,576,576,100.0,48043
48,44,612,612,100.0,48044
48,45,344,344,100.0,48045
48,46,285,285,100.0,48046
49,1,283,283,100.0,49001
49,2,290,290,100.0,49002
49,3,573,573,100.0,49003
49,4,608,608,100.0,49004
49,5,445,445,100.0,49005
49,6,419,419,100.0,49006
49,7,381,381,100.0,49007
49,8,410,410,100.0,49008
49,9,476,476,100.0,49009
49,10,550,550,100.0,49010
49,11,601,601,100.0,49011
49,12,591,591,100.0,49012
49,13,541,541,100.0,49013
49,14,362,362,100.0,49014
49,15,367,367,100.0,49015
49,16,416,416,100.0,49016
49,17,363,363,100.0,49017
49,18,606,606,100.0,49018
49,19,454,454,100.0,49019
49,20,726,726,100.0,49020
49,21,287,287,100.0,49021
49,22,487,487,100.0,49022
49,23,610,610,100.0,49023
49,24,367,367,100.0,49024
49,25,597,597,100.0,49025
49,26,549,549,100.0,49026
49,27,553,553,100.0,49027
49,28,655,655,100.0,49028
49,29,572,572,100.0,49029
49,30,492,492,100.0,49030
49,31,329,329,100.0,49031
49,32,459,459,100.0,49032
49,33,378,378,100.0,49033
50,1,241,241,100.0,50001
50,2,174,174,100.0,50002
50,3,236,236,100.0,50003
50,4,338,338,100.0,50004
50,5,176,176,100.0,50005
50,6,349,349,100.0,50006
50,7,402,402,100.0,50007
50,8,348,348,100.0,50008
50,9,268,268,100.0,50009
50,10,316,316,100.0,50010
50,11,135,135,100.0,50011
50,12,105,105,100.0,50012
50,13,450,450,100.0,50013
50,14,95,95,100.0,50014
50,15,418,418,100.0,50015
50,16,82,82,100.0,50016
50,17,339,339,100.0,50017
50,18,32,32,100.0,50018
50,19,288,288,100.0,50019
50,20,366,366,100.0,50020
50,21,288,288,100.0,50021
50,22,275,275,100.0,50022
50,23,202,202,100.0,50023
50,24,171,171,100.0,50024
50,25,241,241,100.0,50025
50,26,317,317,100.0,50026
50,27,85,85,100.0,50027
50,28,378,378,100.0,50028
50,29,369,369,100.0,50029
50,30,289,289,100.0,50030
50,31,507,507,100.0,50031
50,32,426,426,100.0,50032
50,33,171,171,100.0,50033
50,34,398,398,100.0,50034
50,35,478,478,100.0,50035
50,36,320,320,100.0,50036
50,37,355,355,100.0,50037
50,38,105,105,100.0,50038
50,39,203,203,100.0,50039
50,40,174,174,100.0,50040
