ward,precinct,total,Richard J. Durbin,Richard J. Durbin Percent,Mark C. Curran Jr.,Mark C. Curran Jr. Percent,Willie L. Wilson,Willie L. Wilson Percent,Danny Malouf,Danny Malouf Percent,precinct_id
21,4,435,328,75.4,6,1.38,98,22.53,2,0.46,21004
21,5,479,376,78.5,6,1.25,96,20.04,0,0.0,21005
21,6,393,297,75.57,5,1.27,89,22.65,0,0.0,21006
21,7,450,340,75.56,3,0.67,102,22.67,4,0.89,21007
21,8,487,359,73.72,11,2.26,110,22.59,3,0.62,21008
21,9,475,378,79.58,7,1.47,88,18.53,0,0.0,21009
21,10,384,290,75.52,4,1.04,84,21.88,1,0.26,21010
21,11,426,322,75.59,4,0.94,95,22.3,1,0.23,21011
21,12,408,310,75.98,1,0.25,90,22.06,2,0.49,21012
21,13,469,348,74.2,8,1.71,107,22.81,2,0.43,21013
21,14,482,358,74.27,11,2.28,106,21.99,3,0.62,21014
21,15,414,313,75.6,5,1.21,91,21.98,1,0.24,21015
21,16,437,322,73.68,7,1.6,102,23.34,1,0.23,21016
21,17,401,292,72.82,9,2.24,96,23.94,1,0.25,21017
21,18,514,402,78.21,2,0.39,106,20.62,0,0.0,21018
21,19,495,379,76.57,3,0.61,103,20.81,4,0.81,21019
21,20,415,298,71.81,6,1.45,104,25.06,3,0.72,21020
21,21,378,277,73.28,6,1.59,87,23.02,4,1.06,21021
21,22,413,307,74.33,8,1.94,93,22.52,0,0.0,21022
21,23,416,335,80.53,5,1.2,74,17.79,1,0.24,21023
21,24,462,372,80.52,6,1.3,83,17.97,0,0.0,21024
21,25,392,276,70.41,8,2.04,104,26.53,2,0.51,21025
21,26,492,370,75.2,7,1.42,108,21.95,2,0.41,21026
21,27,486,371,76.34,2,0.41,107,22.02,1,0.21,21027
21,28,546,404,73.99,5,0.92,132,24.18,1,0.18,21028
21,29,487,359,73.72,4,0.82,118,24.23,1,0.21,21029
21,30,410,317,77.32,7,1.71,83,20.24,3,0.73,21030
21,31,336,265,78.87,6,1.79,63,18.75,0,0.0,21031
21,32,456,351,76.97,6,1.32,96,21.05,1,0.22,21032
21,33,384,291,75.78,7,1.82,80,20.83,0,0.0,21033
21,34,443,319,72.01,5,1.13,110,24.83,5,1.13,21034
21,35,534,440,82.4,9,1.69,80,14.98,3,0.56,21035
21,36,446,338,75.78,5,1.12,97,21.75,4,0.9,21036
21,37,337,259,76.85,3,0.89,74,21.96,1,0.3,21037
21,38,464,335,72.2,4,0.86,119,25.65,1,0.22,21038
21,39,407,314,77.15,0,0.0,88,21.62,1,0.25,21039
21,40,415,312,75.18,4,0.96,94,22.65,1,0.24,21040
21,41,474,356,75.11,4,0.84,108,22.78,2,0.42,21041
21,42,496,376,75.81,10,2.02,107,21.57,0,0.0,21042
21,43,457,355,77.68,6,1.31,93,20.35,1,0.22,21043
21,44,480,354,73.75,10,2.08,112,23.33,3,0.63,21044
21,45,433,334,77.14,4,0.92,90,20.79,2,0.46,21045
21,46,483,361,74.74,6,1.24,112,23.19,4,0.83,21046
21,47,428,322,75.23,6,1.4,97,22.66,1,0.23,21047
21,48,446,348,78.03,10,2.24,83,18.61,1,0.22,21048
21,49,493,392,79.51,5,1.01,92,18.66,2,0.41,21049
21,50,330,240,72.73,7,2.12,79,23.94,4,1.21,21050
21,51,458,346,75.55,9,1.97,96,20.96,1,0.22,21051
21,52,460,352,76.52,5,1.09,96,20.87,2,0.43,21052
21,53,378,274,72.49,7,1.85,93,24.6,0,0.0,21053
21,54,398,289,72.61,3,0.75,102,25.63,1,0.25,21054
22,1,262,208,79.39,8,3.05,41,15.65,3,1.15,22001
22,2,592,388,65.54,147,24.83,40,6.76,6,1.01,22002
22,3,709,611,86.18,53,7.48,26,3.67,10,1.41,22003
22,4,379,326,86.02,24,6.33,19,5.01,5,1.32,22004
22,5,457,386,84.46,45,9.85,16,3.5,5,1.09,22005
22,6,456,392,85.96,42,9.21,9,1.97,6,1.32,22006
22,7,362,322,88.95,25,6.91,9,2.49,1,0.28,22007
22,8,672,513,76.34,112,16.67,36,5.36,5,0.74,22008
22,9,382,331,86.65,19,4.97,14,3.66,4,1.05,22009
22,10,623,528,84.75,57,9.15,23,3.69,5,0.8,22010
22,11,391,324,82.86,29,7.42,18,4.6,8,2.05,22011
22,12,413,291,70.46,58,14.04,47,11.38,8,1.94,22012
22,13,501,417,83.23,42,8.38,26,5.19,8,1.6,22013
22,14,393,322,81.93,25,6.36,33,8.4,8,2.04,22014
22,15,385,323,83.9,24,6.23,21,5.45,5,1.3,22015
22,16,386,330,85.49,28,7.25,18,4.66,4,1.04,22016
22,17,621,490,78.9,62,9.98,44,7.09,14,2.25,22017
22,18,391,332,84.91,22,5.63,23,5.88,6,1.53,22018
22,19,224,170,75.89,9,4.02,41,18.3,3,1.34,22019
22,20,464,398,85.78,39,8.41,17,3.66,6,1.29,22020
22,21,448,344,76.79,16,3.57,83,18.53,3,0.67,22021
22,22,452,365,80.75,34,7.52,36,7.96,5,1.11,22022
22,23,525,413,78.67,19,3.62,88,16.76,1,0.19,22023
22,24,550,476,86.55,39,7.09,18,3.27,9,1.64,22024
22,25,450,381,84.67,25,5.56,28,6.22,5,1.11,22025
23,1,454,221,48.68,170,37.44,56,12.33,4,0.88,23001
23,2,499,277,55.51,170,34.07,45,9.02,4,0.8,23002
23,3,444,227,51.13,175,39.41,36,8.11,2,0.45,23003
23,4,527,298,56.55,148,28.08,65,12.33,8,1.52,23004
23,5,476,401,84.24,46,9.66,17,3.57,5,1.05,23005
23,6,498,374,75.1,74,14.86,31,6.22,8,1.61,23006
23,7,433,342,78.98,52,12.01,25,5.77,6,1.39,23007
23,8,568,383,67.43,138,24.3,33,5.81,13,2.29,23008
23,9,445,370,83.15,42,9.44,22,4.94,6,1.35,23009
23,10,533,407,76.36,80,15.01,30,5.63,6,1.13,23010
23,11,534,448,83.9,54,10.11,17,3.18,10,1.87,23011
23,12,513,216,42.11,205,39.96,79,15.4,9,1.75,23012
23,13,443,372,83.97,45,10.16,12,2.71,9,2.03,23013
23,14,463,248,53.56,161,34.77,47,10.15,5,1.08,23014
23,15,430,355,82.56,40,9.3,23,5.35,6,1.4,23015
23,16,476,244,51.26,172,36.13,54,11.34,3,0.63,23016
23,17,371,295,79.51,41,11.05,27,7.28,5,1.35,23017
23,18,429,239,55.71,138,32.17,48,11.19,1,0.23,23018
23,19,400,318,79.5,46,11.5,24,6.0,6,1.5,23019
23,20,329,263,79.94,36,10.94,22,6.69,3,0.91,23020
23,21,458,222,48.47,173,37.77,55,12.01,6,1.31,23021
23,22,491,281,57.23,155,31.57,41,8.35,6,1.22,23022
23,23,449,261,58.13,137,30.51,43,9.58,4,0.89,23023
23,24,410,326,79.51,53,12.93,25,6.1,4,0.98,23024
23,25,415,309,74.46,71,17.11,28,6.75,2,0.48,23025
23,26,458,337,73.58,93,20.31,22,4.8,2,0.44,23026
23,27,442,220,49.77,154,34.84,58,13.12,6,1.36,23027
23,28,526,272,51.71,184,34.98,62,11.79,6,1.14,23028
23,29,407,243,59.71,118,28.99,38,9.34,6,1.47,23029
23,30,546,411,75.27,90,16.48,32,5.86,5,0.92,23030
23,31,420,334,79.52,52,12.38,17,4.05,5,1.19,23031
23,32,441,363,82.31,36,8.16,29,6.58,8,1.81,23032
23,33,518,424,81.85,52,10.04,26,5.02,8,1.54,23033
23,34,518,418,80.69,50,9.65,32,6.18,6,1.16,23034
23,35,374,195,52.14,146,39.04,28,7.49,3,0.8,23035
23,36,472,230,48.73,184,38.98,50,10.59,4,0.85,23036
23,37,521,246,47.22,212,40.69,53,10.17,7,1.34,23037
23,38,438,256,58.45,130,29.68,45,10.27,1,0.23,23038
23,39,504,426,84.52,43,8.53,27,5.36,2,0.4,23039
24,1,365,269,73.7,2,0.55,90,24.66,0,0.0,24001
24,2,395,260,65.82,6,1.52,122,30.89,1,0.25,24002
24,3,477,361,75.68,8,1.68,98,20.55,6,1.26,24003
24,4,335,246,73.43,3,0.9,84,25.07,0,0.0,24004
24,5,229,171,74.67,4,1.75,52,22.71,1,0.44,24005
24,6,400,287,71.75,4,1.0,104,26.0,2,0.5,24006
24,7,284,240,84.51,10,3.52,23,8.1,5,1.76,24007
24,8,197,144,73.1,6,3.05,45,22.84,1,0.51,24008
24,9,396,302,76.26,13,3.28,74,18.69,2,0.51,24009
24,10,192,152,79.17,4,2.08,31,16.15,3,1.56,24010
24,11,472,344,72.88,13,2.75,106,22.46,3,0.64,24011
24,12,255,184,72.16,7,2.75,63,24.71,0,0.0,24012
24,13,243,163,67.08,5,2.06,69,28.4,4,1.65,24013
24,14,370,268,72.43,10,2.7,88,23.78,1,0.27,24014
24,15,221,158,71.49,3,1.36,59,26.7,0,0.0,24015
24,16,1113,696,62.53,95,8.54,258,23.18,30,2.7,24016
24,17,298,205,68.79,5,1.68,85,28.52,1,0.34,24017
24,18,406,313,77.09,3,0.74,85,20.94,1,0.25,24018
24,19,465,331,71.18,8,1.72,120,25.81,2,0.43,24019
24,20,343,253,73.76,4,1.17,83,24.2,1,0.29,24020
24,21,212,143,67.45,2,0.94,61,28.77,2,0.94,24021
24,22,491,332,67.62,4,0.81,145,29.53,4,0.81,24022
24,23,350,243,69.43,12,3.43,89,25.43,3,0.86,24023
24,24,447,307,68.68,8,1.79,127,28.41,3,0.67,24024
24,25,320,244,76.25,4,1.25,70,21.88,1,0.31,24025
24,26,584,449,76.88,11,1.88,121,20.72,0,0.0,24026
24,27,396,296,74.75,2,0.51,94,23.74,2,0.51,24027
24,28,255,181,70.98,6,2.35,65,25.49,0,0.0,24028
24,29,296,221,74.66,3,1.01,67,22.64,1,0.34,24029
24,30,245,181,73.88,6,2.45,54,22.04,1,0.41,24030
24,31,439,320,72.89,8,1.82,103,23.46,1,0.23,24031
24,32,208,147,70.67,3,1.44,53,25.48,1,0.48,24032
24,33,258,185,71.71,9,3.49,63,24.42,0,0.0,24033
24,34,402,274,68.16,8,1.99,116,28.86,1,0.25,24034
24,35,411,281,68.37,4,0.97,119,28.95,3,0.73,24035
24,36,446,324,72.65,11,2.47,108,24.22,1,0.22,24036
24,37,226,169,74.78,4,1.77,50,22.12,1,0.44,24037
24,38,304,230,75.66,11,3.62,60,19.74,2,0.66,24038
24,39,407,294,72.24,25,6.14,79,19.41,2,0.49,24039
24,40,490,355,72.45,8,1.63,121,24.69,0,0.0,24040
24,41,278,203,73.02,6,2.16,67,24.1,0,0.0,24041
25,1,479,406,84.76,37,7.72,18,3.76,7,1.46,25001
25,2,716,600,83.8,40,5.59,30,4.19,15,2.09,25002
25,3,1111,835,75.16,226,20.34,25,2.25,13,1.17,25003
25,4,476,352,73.95,43,9.03,72,15.13,6,1.26,25004
25,5,622,508,81.67,56,9.0,45,7.23,7,1.13,25005
25,6,228,165,72.37,50,21.93,8,3.51,4,1.75,25006
25,7,623,537,86.2,37,5.94,26,4.17,8,1.28,25007
25,8,678,588,86.73,31,4.57,29,4.28,10,1.47,25008
25,9,595,499,83.87,31,5.21,36,6.05,8,1.34,25009
25,10,909,680,74.81,182,20.02,30,3.3,12,1.32,25010
25,11,625,514,82.24,51,8.16,33,5.28,10,1.6,25011
25,12,552,443,80.25,55,9.96,33,5.98,10,1.81,25012
25,13,706,609,86.26,37,5.24,35,4.96,8,1.13,25013
25,14,483,376,77.85,71,14.7,21,4.35,4,0.83,25014
25,15,520,418,80.38,45,8.65,35,6.73,6,1.15,25015
25,16,1131,769,67.99,322,28.47,18,1.59,15,1.33,25016
25,17,647,536,82.84,54,8.35,34,5.26,10,1.55,25017
25,18,394,271,68.78,80,20.3,30,7.61,7,1.78,25018
25,19,635,543,85.51,35,5.51,34,5.35,3,0.47,25019
25,20,373,268,71.85,12,3.22,85,22.79,1,0.27,25020
25,21,1192,948,79.53,165,13.84,26,2.18,31,2.6,25021
25,22,594,513,86.36,32,5.39,21,3.54,9,1.52,25022
25,23,675,569,84.3,46,6.81,28,4.15,13,1.93,25023
25,24,602,505,83.89,28,4.65,32,5.32,12,1.99,25024
25,25,550,385,70.0,110,20.0,41,7.45,10,1.82,25025
25,26,580,489,84.31,43,7.41,19,3.28,12,2.07,25026
25,27,843,651,77.22,150,17.79,18,2.14,15,1.78,25027
25,28,624,528,84.62,35,5.61,31,4.97,11,1.76,25028
25,29,480,364,75.83,22,4.58,86,17.92,6,1.25,25029
25,30,592,459,77.53,47,7.94,53,8.95,11,1.86,25030
25,31,1288,923,71.66,317,24.61,21,1.63,21,1.63,25031
25,32,539,416,77.18,79,14.66,24,4.45,7,1.3,25032
26,1,504,420,83.33,45,8.93,12,2.38,8,1.59,26001
26,2,401,312,77.81,42,10.47,32,7.98,2,0.5,26002
26,3,580,465,80.17,70,12.07,20,3.45,9,1.55,26003
26,4,348,254,72.99,31,8.91,45,12.93,9,2.59,26004
26,5,412,342,83.01,22,5.34,37,8.98,3,0.73,26005
26,6,402,336,83.58,27,6.72,25,6.22,6,1.49,26006
26,7,432,374,86.57,32,7.41,16,3.7,2,0.46,26007
26,8,298,231,77.52,32,10.74,20,6.71,5,1.68,26008
26,9,388,314,80.93,30,7.73,31,7.99,4,1.03,26009
26,10,460,369,80.22,42,9.13,28,6.09,9,1.96,26010
26,11,440,341,77.5,52,11.82,30,6.82,7,1.59,26011
26,12,482,400,82.99,37,7.68,33,6.85,5,1.04,26012
26,13,286,225,78.67,16,5.59,27,9.44,7,2.45,26013
26,14,379,310,81.79,26,6.86,32,8.44,5,1.32,26014
26,15,318,240,75.47,44,13.84,23,7.23,4,1.26,26015
26,16,263,206,78.33,34,12.93,21,7.98,1,0.38,26016
26,17,427,291,68.15,90,21.08,32,7.49,7,1.64,26017
26,18,336,266,79.17,36,10.71,21,6.25,2,0.6,26018
26,19,302,236,78.15,22,7.28,37,12.25,1,0.33,26019
26,20,429,337,78.55,39,9.09,37,8.62,7,1.63,26020
26,21,541,457,84.47,36,6.65,32,5.91,5,0.92,26021
26,22,276,222,80.43,34,12.32,15,5.43,2,0.72,26022
26,23,351,305,86.89,32,9.12,7,1.99,3,0.85,26023
26,24,388,322,82.99,30,7.73,23,5.93,5,1.29,26024
26,25,387,322,83.2,30,7.75,18,4.65,4,1.03,26025
26,26,333,278,83.48,23,6.91,19,5.71,4,1.2,26026
26,27,521,423,81.19,45,8.64,31,5.95,6,1.15,26027
26,28,600,485,80.83,80,13.33,17,2.83,5,0.83,26028
26,29,253,199,78.66,27,10.67,19,7.51,3,1.19,26029
26,30,384,333,86.72,21,5.47,16,4.17,3,0.78,26030
26,31,227,171,75.33,26,11.45,21,9.25,4,1.76,26031
26,32,572,455,79.55,81,14.16,24,4.2,8,1.4,26032
26,33,546,466,85.35,41,7.51,24,4.4,9,1.65,26033
26,34,502,429,85.46,44,8.76,17,3.39,5,1.0,26034
26,35,413,339,82.08,25,6.05,31,7.51,4,0.97,26035
26,36,477,380,79.66,64,13.42,21,4.4,3,0.63,26036
26,37,485,411,84.74,24,4.95,31,6.39,7,1.44,26037
26,38,261,206,78.93,33,12.64,15,5.75,2,0.77,26038
26,39,545,432,79.27,67,12.29,18,3.3,16,2.94,26039
26,40,310,241,77.74,35,11.29,19,6.13,3,0.97,26040
26,41,493,399,80.93,37,7.51,39,7.91,2,0.41,26041
26,42,370,315,85.14,26,7.03,19,5.14,2,0.54,26042
26,43,284,255,89.79,16,5.63,8,2.82,0,0.0,26043
26,44,255,218,85.49,20,7.84,12,4.71,2,0.78,26044
26,45,238,178,74.79,22,9.24,30,12.61,3,1.26,26045
26,46,377,259,68.7,87,23.08,23,6.1,5,1.33,26046
26,47,348,277,79.6,32,9.2,28,8.05,6,1.72,26047
26,48,484,409,84.5,29,5.99,19,3.93,9,1.86,26048
26,49,307,251,81.76,32,10.42,16,5.21,4,1.3,26049
27,1,1339,998,74.53,280,20.91,26,1.94,21,1.57,27001
27,2,613,428,69.82,97,15.82,73,11.91,6,0.98,27002
27,3,273,204,74.73,4,1.47,62,22.71,1,0.37,27003
27,4,285,205,71.93,15,5.26,58,20.35,2,0.7,27004
27,5,429,320,74.59,21,4.9,80,18.65,3,0.7,27005
27,6,677,475,70.16,122,18.02,67,9.9,6,0.89,27006
27,7,816,692,84.8,79,9.68,23,2.82,13,1.59,27007
27,8,411,307,74.7,22,5.35,78,18.98,2,0.49,27008
27,9,312,218,69.87,81,25.96,7,2.24,5,1.6,27009
27,10,474,331,69.83,15,3.16,125,26.37,1,0.21,27010
27,11,729,534,73.25,151,20.71,20,2.74,19,2.61,27011
27,12,500,366,73.2,117,23.4,9,1.8,7,1.4,27012
27,13,739,591,79.97,51,6.9,79,10.69,11,1.49,27013
27,14,259,174,67.18,10,3.86,67,25.87,2,0.77,27014
27,15,279,215,77.06,4,1.43,53,19.0,2,0.72,27015
27,16,688,505,73.4,152,22.09,17,2.47,10,1.45,27016
27,17,534,390,73.03,42,7.87,87,16.29,5,0.94,27017
27,18,364,275,75.55,15,4.12,64,17.58,5,1.37,27018
27,19,273,203,74.36,20,7.33,45,16.48,2,0.73,27019
27,20,402,318,79.1,7,1.74,72,17.91,0,0.0,27020
27,21,577,435,75.39,122,21.14,14,2.43,2,0.35,27021
27,22,254,195,76.77,3,1.18,54,21.26,0,0.0,27022
27,23,361,266,73.68,7,1.94,85,23.55,2,0.55,27023
27,24,345,268,77.68,15,4.35,56,16.23,1,0.29,27024
27,25,498,373,74.9,37,7.43,73,14.66,8,1.61,27025
27,26,354,264,74.58,12,3.39,69,19.49,2,0.56,27026
27,27,681,489,71.81,46,6.75,126,18.5,9,1.32,27027
27,28,815,522,64.05,227,27.85,38,4.66,21,2.58,27028
27,29,331,237,71.6,23,6.95,64,19.34,6,1.81,27029
27,30,245,179,73.06,8,3.27,53,21.63,0,0.0,27030
27,31,393,276,70.23,12,3.05,92,23.41,4,1.02,27031
27,32,487,359,73.72,35,7.19,78,16.02,7,1.44,27032
27,33,798,601,75.31,125,15.66,50,6.27,11,1.38,27033
27,34,344,270,78.49,7,2.03,64,18.6,2,0.58,27034
27,35,727,558,76.75,133,18.29,12,1.65,6,0.83,27035
27,36,357,267,74.79,11,3.08,66,18.49,4,1.12,27036
27,37,627,468,74.64,96,15.31,50,7.97,6,0.96,27037
27,38,757,546,72.13,127,16.78,72,9.51,7,0.92,27038
27,39,360,261,72.5,17,4.72,80,22.22,1,0.28,27039
27,40,839,613,73.06,157,18.71,41,4.89,17,2.03,27040
27,41,428,313,73.13,9,2.1,102,23.83,3,0.7,27041
27,42,403,288,71.46,72,17.87,33,8.19,9,2.23,27042
27,43,391,294,75.19,11,2.81,78,19.95,0,0.0,27043
27,44,362,270,74.59,10,2.76,74,20.44,4,1.1,27044
27,45,1768,1309,74.04,386,21.83,34,1.92,30,1.7,27045
27,46,527,359,68.12,148,28.08,11,2.09,5,0.95,27046
27,47,360,261,72.5,19,5.28,67,18.61,5,1.39,27047
27,48,1117,820,73.41,172,15.4,93,8.33,15,1.34,27048
27,49,354,260,73.45,11,3.11,74,20.9,2,0.56,27049
27,50,485,331,68.25,13,2.68,132,27.22,1,0.21,27050
28,1,305,233,76.39,11,3.61,57,18.69,1,0.33,28001
28,2,372,271,72.85,13,3.49,75,20.16,3,0.81,28002
28,3,306,218,71.24,6,1.96,76,24.84,4,1.31,28003
28,4,462,362,78.35,65,14.07,20,4.33,9,1.95,28004
28,5,273,221,80.95,14,5.13,34,12.45,2,0.73,28005
28,6,240,198,82.5,22,9.17,17,7.08,0,0.0,28006
28,7,415,301,72.53,4,0.96,109,26.27,0,0.0,28007
28,8,678,533,78.61,113,16.67,20,2.95,6,0.88,28008
28,9,394,298,75.63,5,1.27,84,21.32,5,1.27,28009
28,10,592,449,75.84,69,11.66,59,9.97,5,0.84,28010
28,11,950,762,80.21,68,7.16,97,10.21,10,1.05,28011
28,12,370,272,73.51,6,1.62,87,23.51,1,0.27,28012
28,13,499,328,65.73,11,2.2,153,30.66,3,0.6,28013
28,14,390,292,74.87,6,1.54,88,22.56,2,0.51,28014
28,15,82,53,64.63,1,1.22,27,32.93,1,1.22,28015
28,16,259,194,74.9,4,1.54,57,22.01,2,0.77,28016
28,17,334,246,73.65,5,1.5,80,23.95,1,0.3,28017
28,18,336,248,73.81,10,2.98,76,22.62,1,0.3,28018
28,19,359,296,82.45,32,8.91,23,6.41,4,1.11,28019
28,20,329,235,71.43,9,2.74,73,22.19,4,1.22,28020
28,21,313,234,74.76,7,2.24,66,21.09,3,0.96,28021
28,22,386,308,79.79,10,2.59,61,15.8,4,1.04,28022
28,23,512,380,74.22,9,1.76,114,22.27,1,0.2,28023
28,24,344,243,70.64,16,4.65,77,22.38,4,1.16,28024
28,25,588,427,72.62,15,2.55,130,22.11,3,0.51,28025
28,26,391,286,73.15,1,0.26,100,25.58,1,0.26,28026
28,27,477,332,69.6,105,22.01,22,4.61,10,2.1,28027
28,28,579,432,74.61,104,17.96,26,4.49,4,0.69,28028
28,29,218,148,67.89,7,3.21,60,27.52,1,0.46,28029
28,30,57,45,78.95,0,0.0,11,19.3,1,1.75,28030
28,31,505,341,67.52,13,2.57,142,28.12,5,0.99,28031
28,32,386,293,75.91,7,1.81,82,21.24,0,0.0,28032
28,33,429,321,74.83,6,1.4,97,22.61,4,0.93,28033
28,34,714,537,75.21,16,2.24,141,19.75,10,1.4,28034
28,35,476,338,71.01,9,1.89,119,25.0,6,1.26,28035
28,36,213,156,73.24,3,1.41,53,24.88,1,0.47,28036
28,37,457,347,75.93,9,1.97,95,20.79,4,0.88,28037
28,38,149,109,73.15,7,4.7,31,20.81,1,0.67,28038
28,39,313,232,74.12,10,3.19,69,22.04,0,0.0,28039
28,40,500,394,78.8,11,2.2,91,18.2,3,0.6,28040
28,41,271,219,80.81,5,1.85,44,16.24,1,0.37,28041
28,42,413,287,69.49,8,1.94,114,27.6,1,0.24,28042
28,43,520,385,74.04,4,0.77,122,23.46,8,1.54,28043
28,44,297,223,75.08,6,2.02,66,22.22,0,0.0,28044
28,45,659,507,76.93,105,15.93,20,3.03,18,2.73,28045
28,46,808,594,73.51,101,12.5,84,10.4,10,1.24,28046
29,1,676,507,75.0,85,12.57,74,10.95,6,0.89,29001
29,2,641,497,77.54,11,1.72,127,19.81,4,0.62,29002
29,3,531,421,79.28,11,2.07,95,17.89,1,0.19,29003
29,4,576,442,76.74,19,3.3,105,18.23,4,0.69,29004
29,5,396,294,74.24,7,1.77,90,22.73,1,0.25,29005
29,6,380,281,73.95,4,1.05,93,24.47,1,0.26,29006
29,7,518,388,74.9,42,8.11,82,15.83,3,0.58,29007
29,8,469,324,69.08,7,1.49,121,25.8,9,1.92,29008
29,9,558,366,65.59,91,16.31,91,16.31,1,0.18,29009
29,10,645,485,75.19,80,12.4,68,10.54,8,1.24,29010
29,11,283,213,75.27,4,1.41,60,21.2,4,1.41,29011
29,12,576,438,76.04,18,3.13,112,19.44,6,1.04,29012
29,13,499,359,71.94,16,3.21,118,23.65,3,0.6,29013
29,14,428,331,77.34,1,0.23,92,21.5,0,0.0,29014
29,15,526,407,77.38,12,2.28,101,19.2,2,0.38,29015
29,16,467,366,78.37,14,3.0,84,17.99,0,0.0,29016
29,17,456,352,77.19,7,1.54,90,19.74,1,0.22,29017
29,18,484,369,76.24,12,2.48,95,19.63,2,0.41,29018
29,19,488,374,76.64,12,2.46,98,20.08,1,0.2,29019
29,20,503,357,70.97,12,2.39,127,25.25,4,0.8,29020
29,21,682,500,73.31,14,2.05,155,22.73,8,1.17,29021
29,22,413,303,73.37,20,4.84,85,20.58,1,0.24,29022
29,23,617,421,68.23,129,20.91,57,9.24,2,0.32,29023
29,24,461,368,79.83,13,2.82,75,16.27,1,0.22,29024
29,25,538,418,77.7,11,2.04,105,19.52,3,0.56,29025
29,26,460,357,77.61,19,4.13,81,17.61,1,0.22,29026
29,27,430,345,80.23,8,1.86,75,17.44,1,0.23,29027
29,28,605,445,73.55,5,0.83,147,24.3,1,0.17,29028
29,29,662,406,61.33,185,27.95,58,8.76,3,0.45,29029
29,30,699,531,75.97,75,10.73,85,12.16,4,0.57,29030
29,31,615,319,51.87,233,37.89,49,7.97,11,1.79,29031
29,32,615,345,56.1,194,31.54,58,9.43,6,0.98,29032
29,33,350,268,76.57,9,2.57,66,18.86,1,0.29,29033
29,34,369,284,76.96,27,7.32,56,15.18,0,0.0,29034
29,35,366,285,77.87,5,1.37,70,19.13,4,1.09,29035
29,36,411,311,75.67,8,1.95,84,20.44,6,1.46,29036
29,37,454,301,66.3,12,2.64,133,29.3,2,0.44,29037
29,38,642,446,69.47,130,20.25,49,7.63,5,0.78,29038
29,39,622,401,64.47,155,24.92,55,8.84,5,0.8,29039
29,40,539,419,77.74,9,1.67,109,20.22,1,0.19,29040
29,41,416,312,75.0,9,2.16,88,21.15,3,0.72,29041
29,42,546,399,73.08,10,1.83,128,23.44,3,0.55,29042
29,43,618,474,76.7,53,8.58,77,12.46,8,1.29,29043
29,44,634,472,74.45,19,3.0,135,21.29,4,0.63,29044
30,1,630,470,74.6,102,16.19,38,6.03,9,1.43,30001
30,2,618,436,70.55,124,20.06,49,7.93,4,0.65,30002
30,3,450,362,80.44,59,13.11,5,1.11,14,3.11,30003
30,4,581,402,69.19,135,23.24,32,5.51,6,1.03,30004
30,5,444,351,79.05,58,13.06,30,6.76,1,0.23,30005
30,6,468,366,78.21,72,15.38,21,4.49,8,1.71,30006
30,7,621,482,77.62,86,13.85,33,5.31,9,1.45,30007
30,8,674,536,79.53,87,12.91,25,3.71,4,0.59,30008
30,9,522,373,71.46,101,19.35,31,5.94,7,1.34,30009
30,10,626,471,75.24,98,15.65,43,6.87,6,0.96,30010
30,11,566,444,78.45,63,11.13,46,8.13,5,0.88,30011
30,12,547,402,73.49,94,17.18,30,5.48,9,1.65,30012
30,13,570,412,72.28,103,18.07,39,6.84,7,1.23,30013
30,14,444,337,75.9,58,13.06,34,7.66,7,1.58,30014
30,15,504,386,76.59,80,15.87,21,4.17,7,1.39,30015
30,16,338,247,73.08,66,19.53,17,5.03,2,0.59,30016
30,17,596,428,71.81,120,20.13,31,5.2,10,1.68,30017
30,18,692,581,83.96,62,8.96,24,3.47,8,1.16,30018
30,19,584,455,77.91,74,12.67,47,8.05,4,0.68,30019
30,20,632,477,75.47,97,15.35,44,6.96,8,1.27,30020
30,21,439,292,66.51,107,24.37,30,6.83,4,0.91,30021
30,22,814,680,83.54,80,9.83,22,2.7,18,2.21,30022
30,23,704,566,80.4,89,12.64,22,3.13,13,1.85,30023
30,24,833,683,81.99,89,10.68,32,3.84,12,1.44,30024
30,25,833,663,79.59,94,11.28,44,5.28,11,1.32,30025
30,26,366,276,75.41,64,17.49,17,4.64,4,1.09,30026
30,27,422,322,76.3,79,18.72,19,4.5,1,0.24,30027
30,28,566,477,84.28,60,10.6,18,3.18,5,0.88,30028
30,29,406,318,78.33,52,12.81,28,6.9,5,1.23,30029
30,30,249,207,83.13,27,10.84,8,3.21,1,0.4,30030
30,31,375,281,74.93,56,14.93,30,8.0,2,0.53,30031
30,32,476,395,82.98,54,11.34,17,3.57,4,0.84,30032
31,1,369,284,76.96,41,11.11,29,7.86,6,1.63,31001
31,2,331,278,83.99,31,9.37,14,4.23,2,0.6,31002
31,3,390,285,73.08,76,19.49,22,5.64,2,0.51,31003
31,4,484,405,83.68,38,7.85,27,5.58,3,0.62,31004
31,5,396,301,76.01,47,11.87,32,8.08,9,2.27,31005
31,6,277,223,80.51,37,13.36,14,5.05,2,0.72,31006
31,7,562,487,86.65,39,6.94,20,3.56,6,1.07,31007
31,8,342,263,76.9,46,13.45,22,6.43,5,1.46,31008
31,9,419,330,78.76,67,15.99,10,2.39,1,0.24,31009
31,10,444,372,83.78,38,8.56,24,5.41,6,1.35,31010
31,11,346,261,75.43,62,17.92,17,4.91,2,0.58,31011
