ward,precinct,total,Donald J. Trump & Michael R. Pence,Donald J. Trump & Michael R. Pence Percent,Howie Hawkins & Angela Walker,Howie Hawkins & Angela Walker Percent,Gloria La Riva & Leonard Peltier,Gloria La Riva & Leonard Peltier Percent,Brian Carroll & Amar Patel,Brian Carroll & Amar Patel Percent,Jo Jorgensen & Jeremy ''Spike'' Cohen,Jo Jorgensen & Jeremy ''Spike'' Cohen Percent,precinct_id
18,13,499,35,7.01,3,0.6,2,0.4,0,0.0,0,0.0,18013
18,14,474,12,2.53,1,0.21,0,0.0,0,0.0,1,0.21,18014
18,15,528,92,17.42,1,0.19,4,0.76,1,0.19,3,0.57,18015
18,16,438,19,4.34,1,0.23,0,0.0,0,0.0,0,0.0,18016
18,17,485,40,8.25,5,1.03,1,0.21,0,0.0,2,0.41,18017
18,18,356,15,4.21,2,0.56,0,0.0,0,0.0,1,0.28,18018
18,19,413,19,4.6,1,0.24,0,0.0,0,0.0,2,0.48,18019
18,20,342,7,2.05,1,0.29,1,0.29,0,0.0,0,0.0,18020
18,21,576,41,7.12,5,0.87,0,0.0,1,0.17,2,0.35,18021
18,22,498,21,4.22,2,0.4,1,0.2,1,0.2,0,0.0,18022
18,23,469,31,6.61,3,0.64,5,1.07,0,0.0,0,0.0,18023
18,24,492,131,26.63,1,0.2,1,0.2,0,0.0,4,0.81,18024
18,25,521,120,23.03,0,0.0,0,0.0,1,0.19,2,0.38,18025
18,26,542,23,4.24,1,0.18,3,0.55,0,0.0,1,0.18,18026
18,27,402,29,7.21,4,1.0,1,0.25,0,0.0,0,0.0,18027
18,28,477,164,34.38,0,0.0,0,0.0,1,0.21,3,0.63,18028
18,29,536,66,12.31,2,0.37,0,0.0,0,0.0,1,0.19,18029
18,30,595,153,25.71,4,0.67,1,0.17,0,0.0,6,1.01,18030
18,31,502,25,4.98,1,0.2,2,0.4,0,0.0,1,0.2,18031
18,32,463,13,2.81,1,0.22,1,0.22,0,0.0,0,0.0,18032
18,33,353,13,3.68,1,0.28,0,0.0,1,0.28,1,0.28,18033
18,34,508,37,7.28,1,0.2,0,0.0,0,0.0,0,0.0,18034
18,35,515,26,5.05,5,0.97,0,0.0,0,0.0,1,0.19,18035
18,36,512,72,14.06,0,0.0,1,0.2,0,0.0,5,0.98,18036
18,37,508,26,5.12,5,0.98,1,0.2,0,0.0,1,0.2,18037
18,38,420,14,3.33,1,0.24,1,0.24,0,0.0,0,0.0,18038
18,39,409,24,5.87,2,0.49,1,0.24,2,0.49,0,0.0,18039
18,40,515,83,16.12,3,0.58,4,0.78,1,0.19,2,0.39,18040
18,41,546,27,4.95,2,0.37,0,0.0,0,0.0,0,0.0,18041
18,42,426,29,6.81,2,0.47,2,0.47,0,0.0,1,0.23,18042
18,43,423,100,23.64,1,0.24,1,0.24,0,0.0,2,0.47,18043
18,44,455,140,30.77,3,0.66,0,0.0,0,0.0,1,0.22,18044
18,45,489,68,13.91,2,0.41,1,0.2,0,0.0,0,0.0,18045
18,46,546,137,25.09,1,0.18,0,0.0,0,0.0,4,0.73,18046
18,47,363,29,7.99,2,0.55,0,0.0,0,0.0,0,0.0,18047
18,48,334,13,3.89,1,0.3,0,0.0,0,0.0,2,0.6,18048
18,49,313,19,6.07,2,0.64,0,0.0,0,0.0,0,0.0,18049
18,50,375,19,5.07,2,0.53,1,0.27,2,0.53,2,0.53,18050
19,1,467,244,52.25,2,0.43,0,0.0,0,0.0,2,0.43,19001
19,2,678,102,15.04,3,0.44,1,0.15,0,0.0,3,0.44,19002
19,3,472,339,71.82,1,0.21,0,0.0,0,0.0,6,1.27,19003
19,4,649,417,64.25,5,0.77,1,0.15,0,0.0,7,1.08,19004
19,5,588,117,19.9,3,0.51,0,0.0,0,0.0,9,1.53,19005
19,6,603,356,59.04,2,0.33,0,0.0,0,0.0,9,1.49,19006
19,7,492,193,39.23,4,0.81,0,0.0,1,0.2,5,1.02,19007
19,8,613,416,67.86,4,0.65,0,0.0,0,0.0,4,0.65,19008
19,9,396,214,54.04,1,0.25,0,0.0,0,0.0,2,0.51,19009
19,10,642,119,18.54,3,0.47,0,0.0,0,0.0,7,1.09,19010
19,11,547,389,71.12,4,0.73,1,0.18,2,0.37,2,0.37,19011
19,12,488,334,68.44,0,0.0,0,0.0,1,0.2,5,1.02,19012
19,13,596,34,5.7,7,1.17,0,0.0,2,0.34,2,0.34,19013
19,14,579,100,17.27,4,0.69,1,0.17,1,0.17,5,0.86,19014
19,15,741,495,66.8,2,0.27,0,0.0,2,0.27,6,0.81,19015
19,16,546,361,66.12,1,0.18,1,0.18,1,0.18,7,1.28,19016
19,17,459,246,53.59,1,0.22,0,0.0,2,0.44,6,1.31,19017
19,18,510,118,23.14,1,0.2,1,0.2,3,0.59,6,1.18,19018
19,19,670,123,18.36,2,0.3,1,0.15,1,0.15,4,0.6,19019
19,20,425,50,11.76,2,0.47,0,0.0,0,0.0,4,0.94,19020
19,21,582,378,64.95,2,0.34,0,0.0,0,0.0,7,1.2,19021
19,22,576,137,23.78,4,0.69,1,0.17,0,0.0,10,1.74,19022
19,23,559,281,50.27,2,0.36,0,0.0,0,0.0,5,0.89,19023
19,24,405,259,63.95,1,0.25,0,0.0,0,0.0,6,1.48,19024
19,25,509,155,30.45,1,0.2,0,0.0,1,0.2,3,0.59,19025
19,26,532,165,31.02,2,0.38,1,0.19,2,0.38,7,1.32,19026
19,27,504,65,12.9,2,0.4,0,0.0,2,0.4,3,0.6,19027
19,28,598,26,4.35,8,1.34,0,0.0,0,0.0,6,1.0,19028
19,29,614,381,62.05,1,0.16,1,0.16,0,0.0,4,0.65,19029
19,30,545,344,63.12,5,0.92,0,0.0,2,0.37,5,0.92,19030
19,31,489,145,29.65,1,0.2,0,0.0,4,0.82,10,2.04,19031
19,32,495,252,50.91,2,0.4,0,0.0,1,0.2,6,1.21,19032
19,33,606,411,67.82,3,0.5,1,0.17,1,0.17,3,0.5,19033
19,34,474,139,29.32,2,0.42,0,0.0,0,0.0,3,0.63,19034
19,35,477,126,26.42,2,0.42,0,0.0,0,0.0,2,0.42,19035
19,36,726,75,10.33,2,0.28,1,0.14,2,0.28,2,0.28,19036
19,37,510,55,10.78,3,0.59,1,0.2,1,0.2,5,0.98,19037
19,38,481,62,12.89,3,0.62,1,0.21,0,0.0,5,1.04,19038
19,39,246,20,8.13,3,1.22,1,0.41,0,0.0,1,0.41,19039
19,40,576,116,20.14,3,0.52,0,0.0,3,0.52,3,0.52,19040
19,41,555,374,67.39,2,0.36,0,0.0,1,0.18,4,0.72,19041
19,42,438,85,19.41,1,0.23,1,0.23,0,0.0,7,1.6,19042
19,43,698,32,4.58,4,0.57,0,0.0,3,0.43,0,0.0,19043
19,44,651,439,67.43,2,0.31,0,0.0,0,0.0,7,1.08,19044
19,45,550,281,51.09,4,0.73,0,0.0,1,0.18,6,1.09,19045
19,46,544,273,50.18,4,0.74,0,0.0,1,0.18,3,0.55,19046
19,47,718,105,14.62,3,0.42,0,0.0,0,0.0,5,0.7,19047
19,48,630,26,4.13,2,0.32,0,0.0,0,0.0,3,0.48,19048
19,49,620,55,8.87,9,1.45,1,0.16,0,0.0,1,0.16,19049
19,50,447,178,39.82,3,0.67,0,0.0,1,0.22,4,0.89,19050
19,51,592,272,45.95,3,0.51,0,0.0,1,0.17,6,1.01,19051
19,52,662,384,58.01,2,0.3,2,0.3,4,0.6,11,1.66,19052
19,53,506,183,36.17,0,0.0,0,0.0,0,0.0,8,1.58,19053
19,54,482,353,73.24,6,1.24,0,0.0,0,0.0,4,0.83,19054
19,55,494,339,68.62,2,0.4,0,0.0,0,0.0,8,1.62,19055
19,56,558,106,19.0,5,0.9,1,0.18,1,0.18,2,0.36,19056
19,57,437,73,16.7,4,0.92,2,0.46,0,0.0,3,0.69,19057
20,1,479,19,3.97,3,0.63,0,0.0,3,0.63,0,0.0,20001
20,2,183,17,9.29,2,1.09,2,1.09,1,0.55,0,0.0,20002
20,3,408,12,2.94,5,1.23,2,0.49,2,0.49,2,0.49,20003
20,4,241,29,12.03,1,0.41,0,0.0,0,0.0,2,0.83,20004
20,5,549,24,4.37,2,0.36,1,0.18,2,0.36,2,0.36,20005
20,6,225,10,4.44,0,0.0,2,0.89,0,0.0,0,0.0,20006
20,7,557,21,3.77,12,2.15,1,0.18,2,0.36,1,0.18,20007
20,8,424,20,4.72,5,1.18,0,0.0,0,0.0,0,0.0,20008
20,9,660,18,2.73,4,0.61,2,0.3,1,0.15,0,0.0,20009
20,10,330,8,2.42,3,0.91,4,1.21,0,0.0,0,0.0,20010
20,11,620,24,3.87,6,0.97,0,0.0,2,0.32,0,0.0,20011
20,12,451,12,2.66,4,0.89,2,0.44,0,0.0,0,0.0,20012
20,13,490,27,5.51,1,0.2,1,0.2,1,0.2,0,0.0,20013
20,14,281,9,3.2,4,1.42,2,0.71,0,0.0,2,0.71,20014
20,15,499,53,10.62,3,0.6,2,0.4,0,0.0,2,0.4,20015
20,16,575,21,3.65,6,1.04,0,0.0,4,0.7,3,0.52,20016
20,17,327,40,12.23,0,0.0,2,0.61,0,0.0,4,1.22,20017
20,18,337,12,3.56,2,0.59,3,0.89,1,0.3,1,0.3,20018
20,19,494,20,4.05,3,0.61,2,0.4,0,0.0,1,0.2,20019
20,20,371,54,14.56,0,0.0,3,0.81,0,0.0,4,1.08,20020
20,21,391,17,4.35,0,0.0,0,0.0,0,0.0,1,0.26,20021
20,22,622,26,4.18,4,0.64,1,0.16,2,0.32,3,0.48,20022
20,23,454,16,3.52,1,0.22,3,0.66,1,0.22,0,0.0,20023
20,24,615,30,4.88,3,0.49,0,0.0,7,1.14,5,0.81,20024
20,25,338,19,5.62,4,1.18,0,0.0,0,0.0,1,0.3,20025
20,26,455,21,4.62,4,0.88,5,1.1,1,0.22,2,0.44,20026
20,27,271,14,5.17,0,0.0,0,0.0,2,0.74,1,0.37,20027
20,28,291,8,2.75,1,0.34,0,0.0,1,0.34,1,0.34,20028
20,29,551,24,4.36,2,0.36,0,0.0,0,0.0,0,0.0,20029
20,30,222,12,5.41,1,0.45,1,0.45,0,0.0,0,0.0,20030
20,31,589,28,4.75,2,0.34,2,0.34,2,0.34,0,0.0,20031
20,32,407,20,4.91,0,0.0,1,0.25,0,0.0,0,0.0,20032
20,33,288,16,5.56,2,0.69,1,0.35,1,0.35,0,0.0,20033
20,34,629,40,6.36,4,0.64,0,0.0,3,0.48,5,0.79,20034
20,35,352,11,3.13,6,1.7,2,0.57,4,1.14,1,0.28,20035
20,36,158,4,2.53,1,0.63,0,0.0,0,0.0,2,1.27,20036
20,37,143,5,3.5,1,0.7,1,0.7,0,0.0,0,0.0,20037
20,38,172,20,11.63,2,1.16,0,0.0,1,0.58,0,0.0,20038
20,39,39,2,5.13,0,0.0,0,0.0,0,0.0,0,0.0,20039
21,1,492,14,2.85,2,0.41,0,0.0,0,0.0,0,0.0,21001
21,2,386,14,3.63,1,0.26,0,0.0,2,0.52,1,0.26,21002
21,3,452,16,3.54,4,0.88,3,0.66,0,0.0,1,0.22,21003
21,4,438,10,2.28,1,0.23,0,0.0,0,0.0,0,0.0,21004
21,5,476,9,1.89,0,0.0,0,0.0,0,0.0,2,0.42,21005
21,6,396,13,3.28,1,0.25,1,0.25,1,0.25,0,0.0,21006
21,7,457,15,3.28,2,0.44,0,0.0,0,0.0,2,0.44,21007
21,8,487,26,5.34,2,0.41,1,0.21,0,0.0,1,0.21,21008
21,9,476,8,1.68,1,0.21,0,0.0,0,0.0,1,0.21,21009
21,10,388,18,4.64,5,1.29,0,0.0,2,0.52,0,0.0,21010
21,11,432,9,2.08,2,0.46,0,0.0,2,0.46,1,0.23,21011
21,12,406,14,3.45,4,0.99,1,0.25,1,0.25,1,0.25,21012
21,13,469,22,4.69,8,1.71,0,0.0,0,0.0,1,0.21,21013
21,14,483,29,6.0,2,0.41,2,0.41,0,0.0,2,0.41,21014
21,15,415,10,2.41,0,0.0,0,0.0,0,0.0,1,0.24,21015
21,16,440,19,4.32,2,0.45,1,0.23,0,0.0,0,0.0,21016
21,17,403,18,4.47,3,0.74,1,0.25,0,0.0,1,0.25,21017
21,18,516,10,1.94,2,0.39,0,0.0,0,0.0,0,0.0,21018
21,19,497,9,1.81,5,1.01,1,0.2,0,0.0,2,0.4,21019
21,20,416,12,2.88,1,0.24,0,0.0,0,0.0,1,0.24,21020
21,21,377,13,3.45,2,0.53,2,0.53,0,0.0,3,0.8,21021
21,22,415,16,3.86,1,0.24,0,0.0,0,0.0,2,0.48,21022
21,23,419,6,1.43,1,0.24,1,0.24,0,0.0,1,0.24,21023
21,24,464,10,2.16,1,0.22,0,0.0,1,0.22,0,0.0,21024
21,25,396,13,3.28,3,0.76,0,0.0,0,0.0,0,0.0,21025
21,26,497,20,4.02,3,0.6,1,0.2,0,0.0,0,0.0,21026
21,27,486,18,3.7,4,0.82,1,0.21,0,0.0,3,0.62,21027
21,28,542,16,2.95,4,0.74,0,0.0,1,0.18,2,0.37,21028
21,29,481,13,2.7,1,0.21,1,0.21,0,0.0,0,0.0,21029
21,30,412,16,3.88,2,0.49,1,0.24,0,0.0,1,0.24,21030
21,31,336,10,2.98,2,0.6,0,0.0,1,0.3,1,0.3,21031
21,32,461,17,3.69,0,0.0,1,0.22,2,0.43,0,0.0,21032
21,33,393,10,2.54,3,0.76,1,0.25,1,0.25,3,0.76,21033
21,34,445,16,3.6,4,0.9,2,0.45,1,0.22,0,0.0,21034
21,35,538,19,3.53,1,0.19,1,0.19,0,0.0,2,0.37,21035
21,36,446,14,3.14,3,0.67,0,0.0,0,0.0,1,0.22,21036
21,37,336,7,2.08,4,1.19,0,0.0,1,0.3,0,0.0,21037
21,38,468,6,1.28,2,0.43,2,0.43,3,0.64,1,0.21,21038
21,39,407,9,2.21,1,0.25,3,0.74,0,0.0,1,0.25,21039
21,40,427,11,2.58,3,0.7,1,0.23,0,0.0,1,0.23,21040
21,41,476,18,3.78,0,0.0,2,0.42,1,0.21,0,0.0,21041
21,42,492,15,3.05,1,0.2,0,0.0,0,0.0,0,0.0,21042
21,43,455,14,3.08,5,1.1,0,0.0,0,0.0,2,0.44,21043
21,44,483,16,3.31,1,0.21,0,0.0,1,0.21,0,0.0,21044
21,45,435,9,2.07,2,0.46,0,0.0,0,0.0,1,0.23,21045
21,46,487,13,2.67,2,0.41,0,0.0,3,0.62,0,0.0,21046
21,47,427,18,4.22,3,0.7,0,0.0,0,0.0,0,0.0,21047
21,48,451,23,5.1,1,0.22,0,0.0,0,0.0,0,0.0,21048
21,49,495,18,3.64,2,0.4,0,0.0,0,0.0,0,0.0,21049
21,50,335,13,3.88,2,0.6,1,0.3,0,0.0,3,0.9,21050
21,51,457,16,3.5,3,0.66,1,0.22,0,0.0,1,0.22,21051
21,52,465,8,1.72,1,0.22,2,0.43,1,0.22,2,0.43,21052
21,53,379,19,5.01,3,0.79,1,0.26,0,0.0,0,0.0,21053
21,54,399,9,2.26,1,0.25,0,0.0,1,0.25,2,0.5,21054
22,1,265,7,2.64,1,0.38,1,0.38,0,0.0,2,0.75,22001
22,2,597,191,31.99,5,0.84,0,0.0,0,0.0,1,0.17,22002
22,3,719,91,12.66,6,0.83,6,0.83,0,0.0,6,0.83,22003
22,4,393,39,9.92,3,0.76,3,0.76,0,0.0,5,1.27,22004
22,5,457,60,13.13,4,0.88,1,0.22,3,0.66,4,0.88,22005
22,6,457,60,13.13,2,0.44,1,0.22,1,0.22,2,0.44,22006
22,7,375,26,6.93,3,0.8,1,0.27,0,0.0,1,0.27,22007
22,8,685,146,21.31,1,0.15,0,0.0,1,0.15,2,0.29,22008
22,9,384,37,9.64,7,1.82,0,0.0,1,0.26,0,0.0,22009
22,10,632,78,12.34,5,0.79,9,1.42,0,0.0,4,0.63,22010
22,11,399,41,10.28,3,0.75,4,1.0,1,0.25,1,0.25,22011
22,12,419,94,22.43,7,1.67,1,0.24,0,0.0,3,0.72,22012
22,13,506,59,11.66,1,0.2,1,0.2,0,0.0,0,0.0,22013
22,14,399,42,10.53,3,0.75,2,0.5,0,0.0,1,0.25,22014
22,15,393,49,12.47,1,0.25,2,0.51,0,0.0,3,0.76,22015
22,16,395,46,11.65,2,0.51,0,0.0,0,0.0,1,0.25,22016
22,17,639,101,15.81,2,0.31,2,0.31,0,0.0,0,0.0,22017
22,18,396,40,10.1,2,0.51,4,1.01,3,0.76,1,0.25,22018
22,19,227,12,5.29,1,0.44,0,0.0,1,0.44,1,0.44,22019
22,20,466,52,11.16,1,0.21,3,0.64,1,0.21,2,0.43,22020
22,21,460,24,5.22,2,0.43,1,0.22,0,0.0,1,0.22,22021
22,22,464,64,13.79,1,0.22,5,1.08,6,1.29,4,0.86,22022
22,23,533,23,4.32,4,0.75,3,0.56,0,0.0,0,0.0,22023
22,24,552,61,11.05,4,0.72,5,0.91,1,0.18,6,1.09,22024
22,25,457,48,10.5,0,0.0,2,0.44,5,1.09,1,0.22,22025
23,1,463,244,52.7,2,0.43,0,0.0,1,0.22,2,0.43,23001
23,2,505,231,45.74,4,0.79,3,0.59,0,0.0,4,0.79,23002
23,3,457,232,50.77,2,0.44,0,0.0,1,0.22,6,1.31,23003
23,4,531,232,43.69,2,0.38,1,0.19,2,0.38,3,0.56,23004
23,5,482,68,14.11,8,1.66,1,0.21,0,0.0,1,0.21,23005
23,6,514,135,26.26,2,0.39,0,0.0,0,0.0,5,0.97,23006
23,7,437,80,18.31,2,0.46,7,1.6,0,0.0,4,0.92,23007
23,8,583,192,32.93,3,0.51,0,0.0,0,0.0,10,1.72,23008
23,9,451,61,13.53,0,0.0,5,1.11,1,0.22,1,0.22,23009
23,10,534,118,22.1,1,0.19,2,0.37,0,0.0,2,0.37,23010
23,11,534,81,15.17,4,0.75,1,0.19,1,0.19,4,0.75,23011
23,12,525,298,56.76,1,0.19,0,0.0,4,0.76,7,1.33,23012
23,13,448,61,13.62,1,0.22,2,0.45,1,0.22,0,0.0,23013
23,14,466,231,49.57,1,0.21,0,0.0,0,0.0,3,0.64,23014
23,15,426,62,14.55,6,1.41,3,0.7,2,0.47,2,0.47,23015
23,16,485,251,51.75,2,0.41,0,0.0,0,0.0,1,0.21,23016
23,17,381,58,15.22,1,0.26,6,1.57,1,0.26,0,0.0,23017
23,18,439,218,49.66,0,0.0,0,0.0,0,0.0,2,0.46,23018
23,19,393,59,15.01,0,0.0,1,0.25,0,0.0,0,0.0,23019
23,20,331,60,18.13,1,0.3,3,0.91,0,0.0,1,0.3,23020
23,21,470,255,54.26,1,0.21,0,0.0,0,0.0,5,1.06,23021
23,22,494,204,41.3,4,0.81,0,0.0,1,0.2,2,0.4,23022
23,23,461,195,42.3,1,0.22,0,0.0,1,0.22,5,1.08,23023
23,24,413,73,17.68,1,0.24,1,0.24,0,0.0,1,0.24,23024
23,25,426,105,24.65,5,1.17,0,0.0,1,0.23,2,0.47,23025
23,26,472,124,26.27,4,0.85,2,0.42,0,0.0,1,0.21,23026
23,27,447,230,51.45,2,0.45,1,0.22,0,0.0,4,0.89,23027
23,28,538,253,47.03,1,0.19,2,0.37,0,0.0,4,0.74,23028
23,29,417,165,39.57,3,0.72,1,0.24,0,0.0,0,0.0,23029
23,30,556,131,23.56,3,0.54,3,0.54,0,0.0,3,0.54,23030
23,31,425,72,16.94,6,1.41,1,0.24,0,0.0,3,0.71,23031
23,32,442,63,14.25,1,0.23,0,0.0,0,0.0,2,0.45,23032
23,33,514,80,15.56,3,0.58,2,0.39,0,0.0,5,0.97,23033
23,34,522,83,15.9,3,0.57,1,0.19,0,0.0,1,0.19,23034
23,35,383,183,47.78,3,0.78,2,0.52,0,0.0,3,0.78,23035
23,36,481,249,51.77,0,0.0,1,0.21,1,0.21,3,0.62,23036
23,37,528,276,52.27,1,0.19,0,0.0,0,0.0,4,0.76,23037
23,38,444,189,42.57,3,0.68,0,0.0,0,0.0,1,0.23,23038
23,39,509,71,13.95,1,0.2,1,0.2,0,0.0,1,0.2,23039
24,1,364,14,3.85,1,0.27,1,0.27,0,0.0,0,0.0,24001
24,2,407,13,3.19,3,0.74,2,0.49,1,0.25,0,0.0,24002
24,3,484,19,3.93,0,0.0,1,0.21,1,0.21,3,0.62,24003
24,4,340,10,2.94,1,0.29,1,0.29,0,0.0,1,0.29,24004
24,5,230,9,3.91,2,0.87,1,0.43,1,0.43,0,0.0,24005
24,6,401,10,2.49,4,1.0,0,0.0,1,0.25,1,0.25,24006
24,7,290,17,5.86,2,0.69,3,1.03,1,0.34,1,0.34,24007
24,8,193,14,7.25,0,0.0,1,0.52,1,0.52,0,0.0,24008
24,9,402,17,4.23,1,0.25,1,0.25,3,0.75,1,0.25,24009
24,10,192,5,2.6,1,0.52,0,0.0,0,0.0,1,0.52,24010
24,11,483,21,4.35,0,0.0,1,0.21,0,0.0,1,0.21,24011
24,12,260,13,5.0,0,0.0,0,0.0,1,0.38,1,0.38,24012
24,13,240,11,4.58,2,0.83,4,1.67,0,0.0,2,0.83,24013
24,14,377,12,3.18,2,0.53,1,0.27,0,0.0,0,0.0,24014
24,15,226,11,4.87,0,0.0,0,0.0,0,0.0,0,0.0,24015
24,16,1167,307,26.31,9,0.77,14,1.2,2,0.17,14,1.2,24016
24,17,308,10,3.25,0,0.0,3,0.97,1,0.32,0,0.0,24017
24,18,418,14,3.35,2,0.48,2,0.48,0,0.0,0,0.0,24018
24,19,467,15,3.21,1,0.21,2,0.43,0,0.0,1,0.21,24019
24,20,343,17,4.96,5,1.46,0,0.0,1,0.29,1,0.29,24020
24,21,215,11,5.12,2,0.93,2,0.93,0,0.0,1,0.47,24021
24,22,496,23,4.64,1,0.2,5,1.01,1,0.2,3,0.6,24022
24,23,355,25,7.04,3,0.85,1,0.28,0,0.0,0,0.0,24023
24,24,454,21,4.63,4,0.88,3,0.66,0,0.0,1,0.22,24024
24,25,324,13,4.01,5,1.54,0,0.0,0,0.0,1,0.31,24025
24,26,594,25,4.21,2,0.34,2,0.34,0,0.0,0,0.0,24026
24,27,399,10,2.51,4,1.0,0,0.0,0,0.0,0,0.0,24027
24,28,254,12,4.72,2,0.79,0,0.0,1,0.39,0,0.0,24028
24,29,299,7,2.34,6,2.01,0,0.0,2,0.67,0,0.0,24029
24,30,246,12,4.88,2,0.81,1,0.41,0,0.0,0,0.0,24030
24,31,445,17,3.82,3,0.67,3,0.67,3,0.67,4,0.9,24031
24,32,214,5,2.34,2,0.93,0,0.0,1,0.47,2,0.93,24032
24,33,258,9,3.49,3,1.16,0,0.0,0,0.0,0,0.0,24033
24,34,406,13,3.2,3,0.74,0,0.0,1,0.25,2,0.49,24034
24,35,413,22,5.33,3,0.73,2,0.48,2,0.48,0,0.0,24035
24,36,456,23,5.04,3,0.66,0,0.0,3,0.66,4,0.88,24036
24,37,224,6,2.68,2,0.89,0,0.0,1,0.45,0,0.0,24037
24,38,301,10,3.32,1,0.33,0,0.0,3,1.0,0,0.0,24038
24,39,409,33,8.07,1,0.24,0,0.0,1,0.24,0,0.0,24039
24,40,500,24,4.8,4,0.8,1,0.2,0,0.0,0,0.0,24040
24,41,288,13,4.51,1,0.35,0,0.0,0,0.0,0,0.0,24041
25,1,481,50,10.4,1,0.21,1,0.21,1,0.21,2,0.42,25001
25,2,722,50,6.93,11,1.52,2,0.28,1,0.14,3,0.42,25002
25,3,1124,177,15.75,4,0.36,0,0.0,2,0.18,12,1.07,25003
25,4,477,53,11.11,0,0.0,3,0.63,1,0.21,3,0.63,25004
25,5,633,76,12.01,6,0.95,6,0.95,0,0.0,3,0.47,25005
25,6,248,75,30.24,0,0.0,0,0.0,0,0.0,0,0.0,25006
25,7,629,52,8.27,3,0.48,7,1.11,2,0.32,4,0.64,25007
25,8,688,47,6.83,6,0.87,3,0.44,2,0.29,3,0.44,25008
25,9,600,42,7.0,7,1.17,2,0.33,1,0.17,8,1.33,25009
25,10,918,144,15.69,3,0.33,0,0.0,1,0.11,7,0.76,25010
25,11,630,68,10.79,7,1.11,7,1.11,2,0.32,4,0.63,25011
25,12,562,67,11.92,3,0.53,5,0.89,2,0.36,2,0.36,25012
25,13,727,53,7.29,4,0.55,9,1.24,3,0.41,4,0.55,25013
25,14,513,98,19.1,3,0.58,0,0.0,5,0.97,2,0.39,25014
25,15,537,78,14.53,4,0.74,6,1.12,0,0.0,4,0.74,25015
25,16,1137,247,21.72,3,0.26,2,0.18,0,0.0,18,1.58,25016
25,17,657,59,8.98,5,0.76,4,0.61,0,0.0,6,0.91,25017
25,18,476,145,30.46,5,1.05,1,0.21,1,0.21,2,0.42,25018
25,19,638,56,8.78,8,1.25,3,0.47,1,0.16,2,0.31,25019
25,20,380,18,4.74,2,0.53,1,0.26,1,0.26,0,0.0,25020
25,21,1197,131,10.94,11,0.92,3,0.25,0,0.0,18,1.5,25021
25,22,603,35,5.8,6,1.0,3,0.5,1,0.17,7,1.16,25022
25,23,679,52,7.66,7,1.03,4,0.59,0,0.0,5,0.74,25023
25,24,621,41,6.6,8,1.29,3,0.48,1,0.16,6,0.97,25024
25,25,562,143,25.44,5,0.89,2,0.36,0,0.0,8,1.42,25025
25,26,587,63,10.73,3,0.51,3,0.51,0,0.0,2,0.34,25026
25,27,854,140,16.39,5,0.59,0,0.0,1,0.12,15,1.76,25027
25,28,637,55,8.63,10,1.57,2,0.31,2,0.31,4,0.63,25028
25,29,492,37,7.52,1,0.2,4,0.81,0,0.0,0,0.0,25029
25,30,594,72,12.12,11,1.85,4,0.67,1,0.17,5,0.84,25030
25,31,1307,243,18.59,5,0.38,0,0.0,2,0.15,23,1.76,25031
25,32,558,112,20.07,1,0.18,4,0.72,1,0.18,5,0.9,25032
26,1,508,50,9.84,3,0.59,4,0.79,1,0.2,8,1.57,26001
26,2,413,60,14.53,1,0.24,4,0.97,0,0.0,3,0.73,26002
26,3,586,82,13.99,6,1.02,3,0.51,0,0.0,8,1.37,26003
26,4,358,57,15.92,1,0.28,1,0.28,2,0.56,1,0.28,26004
26,5,411,32,7.79,1,0.24,3,0.73,0,0.0,4,0.97,26005
26,6,411,52,12.65,6,1.46,2,0.49,0,0.0,0,0.0,26006
26,7,436,36,8.26,6,1.38,0,0.0,0,0.0,0,0.0,26007
26,8,299,39,13.04,5,1.67,3,1.0,1,0.33,2,0.67,26008
26,9,396,47,11.87,5,1.26,2,0.51,1,0.25,3,0.76,26009
26,10,466,52,11.16,2,0.43,2,0.43,0,0.0,3,0.64,26010
26,11,450,82,18.22,4,0.89,2,0.44,1,0.22,2,0.44,26011
26,12,484,55,11.36,9,1.86,4,0.83,0,0.0,0,0.0,26012
26,13,294,50,17.01,5,1.7,3,1.02,1,0.34,1,0.34,26013
26,14,386,46,11.92,4,1.04,2,0.52,1,0.26,1,0.26,26014
26,15,327,62,18.96,4,1.22,5,1.53,1,0.31,0,0.0,26015
26,16,269,58,21.56,2,0.74,2,0.74,1,0.37,1,0.37,26016
26,17,427,107,25.06,0,0.0,1,0.23,0,0.0,1,0.23,26017
26,18,346,54,15.61,0,0.0,0,0.0,2,0.58,4,1.16,26018
26,19,303,31,10.23,4,1.32,0,0.0,0,0.0,1,0.33,26019
26,20,441,54,12.24,1,0.23,3,0.68,1,0.23,5,1.13,26020
26,21,548,46,8.39,2,0.36,3,0.55,0,0.0,3,0.55,26021
26,22,283,46,16.25,1,0.35,2,0.71,0,0.0,0,0.0,26022
26,23,357,35,9.8,4,1.12,0,0.0,0,0.0,3,0.84,26023
26,24,390,46,11.79,2,0.51,1,0.26,1,0.26,2,0.51,26024
26,25,393,34,8.65,4,1.02,1,0.25,1,0.25,2,0.51,26025
26,26,338,27,7.99,4,1.18,1,0.3,4,1.18,3,0.89,26026
26,27,531,63,11.86,4,0.75,4,0.75,0,0.0,6,1.13,26027
26,28,607,82,13.51,1,0.16,3,0.49,0,0.0,7,1.15,26028
