ward,precinct,total,Eugene ''Gene'' Moore,Eugene ''Gene'' Moore Percent,Gregory Goldstein,Gregory Goldstein Percent,Terrence A. Gilhooly,Terrence A. Gilhooly Percent,precinct_id
20,23,495,483,97.58,8,1.62,4,0.81,20023
20,24,420,394,93.81,13,3.1,13,3.1,20024
20,25,300,289,96.33,8,2.67,3,1.0,20025
20,26,314,293,93.31,12,3.82,9,2.87,20026
20,27,303,289,95.38,8,2.64,6,1.98,20027
20,28,376,363,96.54,6,1.6,7,1.86,20028
20,29,438,423,96.58,10,2.28,5,1.14,20029
20,30,326,318,97.55,5,1.53,3,0.92,20030
20,31,423,408,96.45,6,1.42,9,2.13,20031
20,32,327,295,90.21,16,4.89,16,4.89,20032
20,33,434,421,97.0,8,1.84,5,1.15,20033
20,34,495,427,86.26,35,7.07,33,6.67,20034
20,35,231,221,95.67,5,2.16,5,2.16,20035
20,36,323,316,97.83,4,1.24,3,0.93,20036
20,37,371,360,97.04,7,1.89,4,1.08,20037
20,38,60,56,93.33,0,0.0,4,6.67,20038
20,39,326,313,96.01,8,2.45,5,1.53,20039
20,40,263,258,98.1,5,1.9,0,0.0,20040
20,41,125,112,89.6,10,8.0,3,2.4,20041
20,42,402,391,97.26,8,1.99,3,0.75,20042
20,43,105,105,100.0,0,0.0,0,0.0,20043
20,44,356,344,96.63,9,2.53,3,0.84,20044
20,45,234,225,96.15,7,2.99,2,0.85,20045
20,46,334,326,97.6,2,0.6,6,1.8,20046
20,47,315,312,99.05,2,0.63,1,0.32,20047
20,48,137,135,98.54,1,0.73,1,0.73,20048
20,49,280,270,96.43,2,0.71,8,2.86,20049
20,50,225,218,96.89,4,1.78,3,1.33,20050
21,1,550,531,96.55,11,2.0,8,1.45,21001
21,2,410,399,97.32,6,1.46,5,1.22,21002
21,3,347,342,98.56,3,0.86,2,0.58,21003
21,4,429,419,97.67,5,1.17,5,1.17,21004
21,5,395,390,98.73,1,0.25,4,1.01,21005
21,6,374,366,97.86,4,1.07,4,1.07,21006
21,7,417,404,96.88,8,1.92,5,1.2,21007
21,8,455,441,96.92,8,1.76,6,1.32,21008
21,9,486,471,96.91,8,1.65,7,1.44,21009
21,10,327,317,96.94,7,2.14,3,0.92,21010
21,11,404,390,96.53,8,1.98,6,1.49,21011
21,12,410,396,96.59,7,1.71,7,1.71,21012
21,13,222,219,98.65,3,1.35,0,0.0,21013
21,14,422,416,98.58,3,0.71,3,0.71,21014
21,15,391,382,97.7,5,1.28,4,1.02,21015
21,16,396,389,98.23,5,1.26,2,0.51,21016
21,17,392,386,98.47,1,0.26,5,1.28,21017
21,18,346,342,98.84,4,1.16,0,0.0,21018
21,19,333,325,97.6,5,1.5,3,0.9,21019
21,20,232,226,97.41,4,1.72,2,0.86,21020
21,21,464,455,98.06,6,1.29,3,0.65,21021
21,22,364,353,96.98,4,1.1,7,1.92,21022
21,23,313,306,97.76,2,0.64,5,1.6,21023
21,24,434,422,97.24,4,0.92,8,1.84,21024
21,25,298,295,98.99,2,0.67,1,0.34,21025
21,26,290,285,98.28,2,0.69,3,1.03,21026
21,27,399,386,96.74,7,1.75,6,1.5,21027
21,28,315,309,98.1,5,1.59,1,0.32,21028
21,29,231,222,96.1,4,1.73,5,2.16,21029
21,30,291,282,96.91,6,2.06,3,1.03,21030
21,31,523,512,97.9,5,0.96,6,1.15,21031
21,32,433,419,96.77,9,2.08,5,1.15,21032
21,33,413,407,98.55,3,0.73,3,0.73,21033
21,34,470,463,98.51,7,1.49,0,0.0,21034
21,35,253,248,98.02,4,1.58,1,0.4,21035
21,36,376,359,95.48,9,2.39,8,2.13,21036
21,37,452,437,96.68,9,1.99,6,1.33,21037
21,38,398,390,97.99,3,0.75,5,1.26,21038
21,39,325,322,99.08,2,0.62,1,0.31,21039
21,40,324,318,98.15,4,1.23,2,0.62,21040
21,41,325,320,98.46,4,1.23,1,0.31,21041
21,42,372,357,95.97,9,2.42,6,1.61,21042
21,43,385,376,97.66,5,1.3,4,1.04,21043
21,44,397,386,97.23,5,1.26,6,1.51,21044
21,45,331,324,97.89,4,1.21,3,0.91,21045
21,46,325,318,97.85,5,1.54,2,0.62,21046
21,47,422,404,95.73,5,1.18,13,3.08,21047
21,48,543,534,98.34,5,0.92,4,0.74,21048
21,49,451,438,97.12,11,2.44,2,0.44,21049
21,50,360,351,97.5,7,1.94,2,0.56,21050
21,51,415,406,97.83,8,1.93,1,0.24,21051
21,52,424,409,96.46,8,1.89,7,1.65,21052
21,53,404,397,98.27,5,1.24,2,0.5,21053
21,54,330,323,97.88,5,1.52,2,0.61,21054
21,55,452,440,97.35,6,1.33,6,1.33,21055
21,56,309,301,97.41,3,0.97,5,1.62,21056
21,57,383,373,97.39,6,1.57,4,1.04,21057
21,58,302,297,98.34,2,0.66,3,0.99,21058
21,59,504,493,97.82,3,0.6,8,1.59,21059
21,60,391,379,96.93,10,2.56,2,0.51,21060
21,61,457,444,97.16,7,1.53,6,1.31,21061
21,62,379,372,98.15,5,1.32,2,0.53,21062
21,63,352,350,99.43,1,0.28,1,0.28,21063
21,64,247,239,96.76,5,2.02,3,1.21,21064
21,65,457,448,98.03,6,1.31,3,0.66,21065
21,66,298,292,97.99,3,1.01,3,1.01,21066
21,67,407,400,98.28,2,0.49,5,1.23,21067
21,68,405,399,98.52,5,1.23,1,0.25,21068
21,69,328,321,97.87,3,0.91,4,1.22,21069
21,70,384,373,97.14,9,2.34,2,0.52,21070
21,71,311,307,98.71,2,0.64,2,0.64,21071
21,72,400,389,97.25,5,1.25,6,1.5,21072
21,73,524,518,98.85,3,0.57,3,0.57,21073
21,74,195,190,97.44,3,1.54,2,1.03,21074
22,1,215,177,82.33,24,11.16,14,6.51,22001
22,2,185,158,85.41,22,11.89,5,2.7,22002
22,3,297,256,86.2,27,9.09,14,4.71,22003
22,4,249,216,86.75,22,8.84,11,4.42,22004
22,5,301,259,86.05,28,9.3,14,4.65,22005
22,6,230,206,89.57,14,6.09,10,4.35,22006
22,7,337,333,98.81,2,0.59,2,0.59,22007
22,8,237,200,84.39,21,8.86,16,6.75,22008
22,9,306,267,87.25,27,8.82,12,3.92,22009
22,10,267,232,86.89,25,9.36,10,3.75,22010
22,11,255,228,89.41,20,7.84,7,2.75,22011
22,12,208,179,86.06,20,9.62,9,4.33,22012
22,13,315,260,82.54,33,10.48,22,6.98,22013
22,14,221,197,89.14,17,7.69,7,3.17,22014
22,15,232,202,87.07,20,8.62,10,4.31,22015
22,16,284,239,84.15,27,9.51,18,6.34,22016
22,17,272,230,84.56,27,9.93,15,5.51,22017
22,18,278,236,84.89,24,8.63,18,6.47,22018
22,19,279,270,96.77,7,2.51,2,0.72,22019
22,20,282,239,84.75,27,9.57,16,5.67,22020
22,21,362,354,97.79,7,1.93,1,0.28,22021
22,22,247,209,84.62,25,10.12,13,5.26,22022
22,23,283,247,87.28,22,7.77,14,4.95,22023
22,24,207,174,84.06,22,10.63,11,5.31,22024
22,25,207,184,88.89,16,7.73,7,3.38,22025
22,26,209,165,78.95,23,11.0,21,10.05,22026
22,27,336,280,83.33,37,11.01,19,5.65,22027
22,28,185,161,87.03,17,9.19,7,3.78,22028
22,29,191,160,83.77,15,7.85,16,8.38,22029
23,1,346,199,57.51,119,34.39,28,8.09,23001
23,2,388,267,68.81,97,25.0,24,6.19,23002
23,3,342,193,56.43,118,34.5,31,9.06,23003
23,4,352,223,63.35,107,30.4,22,6.25,23004
23,5,290,240,82.76,38,13.1,12,4.14,23005
23,6,359,272,75.77,63,17.55,24,6.69,23006
23,7,201,191,95.02,10,4.98,0,0.0,23007
23,8,382,278,72.77,80,20.94,24,6.28,23008
23,9,376,308,81.91,49,13.03,19,5.05,23009
23,10,381,317,83.2,43,11.29,21,5.51,23010
23,11,403,259,64.27,118,29.28,26,6.45,23011
23,12,367,229,62.4,115,31.34,23,6.27,23012
23,13,419,256,61.1,127,30.31,36,8.59,23013
23,14,186,184,98.92,2,1.08,0,0.0,23014
23,15,378,240,63.49,116,30.69,22,5.82,23015
23,16,373,251,67.29,93,24.93,29,7.77,23016
23,17,429,263,61.31,138,32.17,28,6.53,23017
23,18,298,187,62.75,86,28.86,25,8.39,23018
23,19,333,219,65.77,90,27.03,24,7.21,23019
23,20,307,198,64.5,88,28.66,21,6.84,23020
23,21,351,341,97.15,7,1.99,3,0.85,23021
23,22,388,258,66.49,99,25.52,31,7.99,23022
23,23,365,236,64.66,104,28.49,25,6.85,23023
23,24,292,232,79.45,45,15.41,15,5.14,23024
23,25,299,226,75.59,49,16.39,24,8.03,23025
23,26,349,201,57.59,136,38.97,12,3.44,23026
23,27,318,224,70.44,75,23.58,19,5.97,23027
23,28,355,229,64.51,95,26.76,31,8.73,23028
23,29,332,266,80.12,47,14.16,19,5.72,23029
23,30,321,209,65.11,89,27.73,23,7.17,23030
23,31,384,285,74.22,72,18.75,27,7.03,23031
23,32,423,331,78.25,67,15.84,25,5.91,23032
23,33,373,288,77.21,71,19.03,14,3.75,23033
23,34,310,218,70.32,65,20.97,27,8.71,23034
23,35,274,270,98.54,2,0.73,2,0.73,23035
23,36,461,303,65.73,136,29.5,22,4.77,23036
23,37,262,255,97.33,2,0.76,5,1.91,23037
23,38,314,226,71.97,59,18.79,29,9.24,23038
23,39,339,214,63.13,96,28.32,29,8.55,23039
23,40,378,231,61.11,113,29.89,34,8.99,23040
23,41,378,270,71.43,87,23.02,21,5.56,23041
23,42,309,201,65.05,85,27.51,23,7.44,23042
23,43,425,262,61.65,128,30.12,35,8.24,23043
23,44,355,252,70.99,83,23.38,20,5.63,23044
23,45,441,306,69.39,102,23.13,33,7.48,23045
23,46,367,230,62.67,109,29.7,28,7.63,23046
23,47,396,241,60.86,120,30.3,35,8.84,23047
23,48,354,243,68.64,88,24.86,23,6.5,23048
23,49,397,241,60.71,131,33.0,25,6.3,23049
23,50,257,192,74.71,50,19.46,15,5.84,23050
23,51,302,218,72.19,63,20.86,21,6.95,23051
23,52,420,272,64.76,118,28.1,30,7.14,23052
23,53,219,174,79.45,40,18.26,5,2.28,23053
23,54,415,271,65.3,114,27.47,30,7.23,23054
23,55,359,236,65.74,102,28.41,21,5.85,23055
23,56,323,184,56.97,107,33.13,32,9.91,23056
24,1,462,454,98.27,5,1.08,3,0.65,24001
24,2,319,314,98.43,4,1.25,1,0.31,24002
24,3,335,327,97.61,4,1.19,4,1.19,24003
24,4,296,292,98.65,2,0.68,2,0.68,24004
24,5,315,309,98.1,5,1.59,1,0.32,24005
24,6,387,372,96.12,10,2.58,5,1.29,24006
24,7,338,329,97.34,4,1.18,5,1.48,24007
24,8,320,314,98.13,4,1.25,2,0.63,24008
24,9,347,335,96.54,9,2.59,3,0.86,24009
24,10,253,245,96.84,4,1.58,4,1.58,24010
24,11,244,239,97.95,2,0.82,3,1.23,24011
24,12,381,375,98.43,3,0.79,3,0.79,24012
24,13,346,338,97.69,6,1.73,2,0.58,24013
24,14,415,401,96.63,4,0.96,10,2.41,24014
24,15,299,290,96.99,5,1.67,4,1.34,24015
24,16,248,247,99.6,1,0.4,0,0.0,24016
24,17,311,305,98.07,5,1.61,1,0.32,24017
24,18,251,250,99.6,0,0.0,1,0.4,24018
24,19,249,244,97.99,3,1.2,2,0.8,24019
24,20,283,277,97.88,4,1.41,2,0.71,24020
24,21,245,236,96.33,5,2.04,4,1.63,24021
24,22,377,366,97.08,6,1.59,5,1.33,24022
24,23,293,283,96.59,5,1.71,5,1.71,24023
24,24,237,232,97.89,3,1.27,2,0.84,24024
24,25,416,409,98.32,3,0.72,4,0.96,24025
24,26,428,418,97.66,7,1.64,3,0.7,24026
24,27,185,167,90.27,11,5.95,7,3.78,24027
24,28,367,356,97.0,6,1.63,5,1.36,24028
24,29,383,376,98.17,5,1.31,2,0.52,24029
24,30,329,324,98.48,4,1.22,1,0.3,24030
24,31,353,342,96.88,9,2.55,2,0.57,24031
24,32,312,305,97.76,3,0.96,4,1.28,24032
24,33,244,239,97.95,3,1.23,2,0.82,24033
24,34,342,331,96.78,7,2.05,4,1.17,24034
24,35,475,464,97.68,9,1.89,2,0.42,24035
24,36,286,282,98.6,2,0.7,2,0.7,24036
24,37,352,342,97.16,6,1.7,4,1.14,24037
24,38,375,355,94.67,9,2.4,11,2.93,24038
24,39,366,357,97.54,4,1.09,5,1.37,24039
24,40,395,378,95.7,10,2.53,7,1.77,24040
24,41,298,291,97.65,4,1.34,3,1.01,24041
24,42,268,265,98.88,3,1.12,0,0.0,24042
24,43,453,440,97.13,7,1.55,6,1.32,24043
24,44,416,397,95.43,11,2.64,8,1.92,24044
24,45,315,307,97.46,7,2.22,1,0.32,24045
24,46,397,391,98.49,4,1.01,2,0.5,24046
24,47,310,304,98.06,6,1.94,0,0.0,24047
24,48,179,171,95.53,6,3.35,2,1.12,24048
24,49,486,476,97.94,8,1.65,2,0.41,24049
24,50,506,492,97.23,10,1.98,4,0.79,24050
24,51,495,479,96.77,15,3.03,1,0.2,24051
24,52,269,262,97.4,3,1.12,4,1.49,24052
24,53,345,299,86.67,27,7.83,19,5.51,24053
24,54,344,336,97.67,4,1.16,4,1.16,24054
24,55,360,354,98.33,3,0.83,3,0.83,24055
24,56,411,406,98.78,4,0.97,1,0.24,24056
25,1,350,282,80.57,37,10.57,31,8.86,25001
25,2,517,400,77.37,50,9.67,67,12.96,25002
25,3,410,329,80.24,60,14.63,21,5.12,25003
25,4,460,335,72.83,81,17.61,44,9.57,25004
25,5,366,266,72.68,58,15.85,42,11.48,25005
25,6,290,216,74.48,24,8.28,50,17.24,25006
25,7,348,259,74.43,43,12.36,46,13.22,25007
25,8,383,309,80.68,42,10.97,32,8.36,25008
25,9,525,424,80.76,54,10.29,47,8.95,25009
25,10,239,201,84.1,15,6.28,23,9.62,25010
25,11,469,374,79.74,38,8.1,57,12.15,25011
25,12,427,319,74.71,49,11.48,59,13.82,25012
25,13,429,359,83.68,34,7.93,36,8.39,25013
25,14,188,122,64.89,55,29.26,11,5.85,25014
25,15,340,273,80.29,42,12.35,25,7.35,25015
25,16,210,165,78.57,31,14.76,14,6.67,25016
25,17,547,431,78.79,46,8.41,70,12.8,25017
25,18,318,251,78.93,50,15.72,17,5.35,25018
25,19,438,363,82.88,37,8.45,38,8.68,25019
25,20,421,353,83.85,42,9.98,26,6.18,25020
25,21,307,193,62.87,84,27.36,30,9.77,25021
25,22,230,179,77.83,26,11.3,25,10.87,25022
25,23,446,354,79.37,36,8.07,56,12.56,25023
25,24,520,408,78.46,40,7.69,72,13.85,25024
25,25,370,232,62.7,102,27.57,36,9.73,25025
25,26,323,208,64.4,73,22.6,42,13.0,25026
25,27,329,211,64.13,92,27.96,26,7.9,25027
25,28,420,272,64.76,102,24.29,46,10.95,25028
25,29,885,627,70.85,204,23.05,54,6.1,25029
25,30,397,329,82.87,27,6.8,41,10.33,25030
25,31,286,195,68.18,39,13.64,52,18.18,25031
26,1,223,161,72.2,30,13.45,32,14.35,26001
26,2,283,244,86.22,20,7.07,19,6.71,26002
26,3,242,194,80.17,19,7.85,29,11.98,26003
26,4,194,155,79.9,17,8.76,22,11.34,26004
26,5,299,246,82.27,26,8.7,27,9.03,26005
26,6,142,128,90.14,11,7.75,3,2.11,26006
26,7,211,139,65.88,42,19.91,30,14.22,26007
26,8,206,156,75.73,19,9.22,31,15.05,26008
26,9,198,169,85.35,19,9.6,10,5.05,26009
26,10,177,153,86.44,16,9.04,8,4.52,26010
26,11,221,174,78.73,24,10.86,23,10.41,26011
26,12,189,159,84.13,20,10.58,10,5.29,26012
26,13,219,156,71.23,37,16.89,26,11.87,26013
26,14,205,176,85.85,21,10.24,8,3.9,26014
26,15,245,204,83.27,28,11.43,13,5.31,26015
26,16,174,151,86.78,13,7.47,10,5.75,26016
26,17,174,108,62.07,48,27.59,18,10.34,26017
26,18,178,154,86.52,16,8.99,8,4.49,26018
26,19,428,306,71.5,46,10.75,76,17.76,26019
26,20,369,293,79.4,33,8.94,43,11.65,26020
26,21,323,278,86.07,23,7.12,22,6.81,26021
26,22,193,156,80.83,21,10.88,16,8.29,26022
26,23,198,174,87.88,15,7.58,9,4.55,26023
26,24,238,173,72.69,31,13.03,34,14.29,26024
26,25,95,72,75.79,7,7.37,16,16.84,26025
26,26,190,157,82.63,18,9.47,15,7.89,26026
26,27,225,184,81.78,23,10.22,18,8.0,26027
26,28,217,182,83.87,20,9.22,15,6.91,26028
26,29,259,231,89.19,20,7.72,8,3.09,26029
26,30,262,209,79.77,29,11.07,24,9.16,26030
26,31,180,147,81.67,26,14.44,7,3.89,26031
26,32,337,235,69.73,64,18.99,38,11.28,26032
26,33,137,85,62.04,36,26.28,16,11.68,26033
26,34,265,195,73.58,24,9.06,46,17.36,26034
26,35,292,204,69.86,53,18.15,35,11.99,26035
26,36,226,195,86.28,15,6.64,16,7.08,26036
26,37,150,129,86.0,15,10.0,6,4.0,26037
26,38,246,197,80.08,21,8.54,28,11.38,26038
26,39,234,197,84.19,15,6.41,22,9.4,26039
26,40,145,119,82.07,13,8.97,13,8.97,26040
26,41,205,162,79.02,22,10.73,21,10.24,26041
26,42,252,209,82.94,26,10.32,17,6.75,26042
26,43,180,152,84.44,21,11.67,7,3.89,26043
26,44,143,123,86.01,12,8.39,8,5.59,26044
26,45,306,246,80.39,27,8.82,33,10.78,26045
26,46,363,228,62.81,92,25.34,43,11.85,26046
26,47,157,127,80.89,22,14.01,8,5.1,26047
26,48,287,234,81.53,29,10.1,24,8.36,26048
26,49,188,169,89.89,14,7.45,5,2.66,26049
26,50,176,138,78.41,24,13.64,14,7.95,26050
26,51,241,189,78.42,33,13.69,19,7.88,26051
26,52,119,100,84.03,7,5.88,12,10.08,26052
26,53,223,169,75.78,36,16.14,18,8.07,26053
26,54,210,181,86.19,23,10.95,6,2.86,26054
26,55,155,128,82.58,15,9.68,12,7.74,26055
26,56,237,198,83.54,15,6.33,24,10.13,26056
26,57,153,123,80.39,17,11.11,13,8.5,26057
26,58,188,157,83.51,13,6.91,18,9.57,26058
26,59,240,200,83.33,20,8.33,20,8.33,26059
26,60,242,186,76.86,23,9.5,33,13.64,26060
26,61,159,130,81.76,13,8.18,16,10.06,26061
26,62,257,201,78.21,33,12.84,23,8.95,26062
26,63,93,77,82.8,11,11.83,5,5.38,26063
27,1,708,419,59.18,228,32.2,61,8.62,27001
27,2,303,294,97.03,4,1.32,5,1.65,27002
27,3,333,322,96.7,7,2.1,4,1.2,27003
27,4,284,256,90.14,22,7.75,6,2.11,27004
27,5,197,123,62.44,62,31.47,12,6.09,27005
27,6,208,200,96.15,6,2.88,2,0.96,27006
27,7,459,305,66.45,119,25.93,35,7.63,27007
27,8,355,347,97.75,8,2.25,0,0.0,27008
27,9,382,337,88.22,30,7.85,15,3.93,27009
27,10,477,447,93.71,21,4.4,9,1.89,27010
27,11,481,327,67.98,116,24.12,38,7.9,27011
27,12,562,354,62.99,175,31.14,33,5.87,27012
27,13,333,224,67.27,66,19.82,43,12.91,27013
27,14,515,494,95.92,11,2.14,10,1.94,27014
27,15,205,195,95.12,4,1.95,6,2.93,27015
27,16,193,116,60.1,68,35.23,9,4.66,27016
27,17,490,294,60.0,150,30.61,46,9.39,27017
27,18,365,226,61.92,105,28.77,34,9.32,27018
27,19,344,328,95.35,8,2.33,8,2.33,27019
27,20,580,573,98.79,2,0.34,5,0.86,27020
27,21,274,254,92.7,15,5.47,5,1.82,27021
27,22,373,365,97.86,4,1.07,4,1.07,27022
27,23,72,69,95.83,0,0.0,3,4.17,27023
27,24,324,318,98.15,5,1.54,1,0.31,27024
27,25,236,230,97.46,4,1.69,2,0.85,27025
27,26,258,246,95.35,5,1.94,7,2.71,27026
27,27,367,331,90.19,20,5.45,16,4.36,27027
27,28,401,290,72.32,95,23.69,16,3.99,27028
27,29,278,272,97.84,2,0.72,4,1.44,27029
27,30,211,197,93.36,7,3.32,7,3.32,27030
27,31,271,265,97.79,4,1.48,2,0.74,27031
27,32,250,192,76.8,31,12.4,27,10.8,27032
27,33,315,259,82.22,29,9.21,27,8.57,27033
27,34,325,311,95.69,11,3.38,3,0.92,27034
27,35,377,256,67.9,70,18.57,51,13.53,27035
27,36,292,278,95.21,7,2.4,7,2.4,27036
27,37,363,322,88.71,32,8.82,9,2.48,27037
27,38,314,225,71.66,60,19.11,29,9.24,27038
27,39,245,225,91.84,18,7.35,2,0.82,27039
27,40,315,306,97.14,5,1.59,4,1.27,27040
27,41,453,316,69.76,90,19.87,47,10.38,27041
27,42,328,191,58.23,113,34.45,24,7.32,27042
27,43,181,177,97.79,4,2.21,0,0.0,27043
27,44,296,286,96.62,7,2.36,3,1.01,27044
27,45,272,271,99.63,1,0.37,0,0.0,27045
27,46,349,338,96.85,9,2.58,2,0.57,27046
27,47,287,282,98.26,2,0.7,3,1.05,27047
27,48,371,361,97.3,5,1.35,5,1.35,27048
27,49,348,336,96.55,7,2.01,5,1.44,27049
27,50,444,269,60.59,131,29.5,44,9.91,27050
27,51,154,149,96.75,4,2.6,1,0.65,27051
27,52,308,301,97.73,4,1.3,3,0.97,27052
27,53,293,230,78.5,40,13.65,23,7.85,27053
27,54,566,370,65.37,148,26.15,48,8.48,27054
27,55,331,322,97.28,5,1.51,4,1.21,27055
27,56,296,207,69.93,49,16.55,40,13.51,27056
27,57,355,233,65.63,92,25.92,30,8.45,27057
27,58,160,97,60.63,50,31.25,13,8.13,27058
27,59,381,296,77.69,46,12.07,39,10.24,27059
28,1,346,337,97.4,6,1.73,3,0.87,28001
28,2,369,349,94.58,13,3.52,7,1.9,28002
28,3,295,281,95.25,9,3.05,5,1.69,28003
28,4,379,376,99.21,2,0.53,1,0.26,28004
28,5,294,274,93.2,14,4.76,6,2.04,28005
28,6,244,237,97.13,3,1.23,4,1.64,28006
28,7,288,284,98.61,4,1.39,0,0.0,28007
28,8,324,319,98.46,5,1.54,0,0.0,28008
28,9,256,249,97.27,5,1.95,2,0.78,28009
28,10,89,86,96.63,0,0.0,3,3.37,28010
28,11,276,272,98.55,2,0.72,2,0.72,28011
28,12,286,277,96.85,3,1.05,6,2.1,28012
28,13,272,262,96.32,5,1.84,5,1.84,28013
28,14,240,237,98.75,2,0.83,1,0.42,28014
28,15,298,292,97.99,5,1.68,1,0.34,28015
28,16,314,304,96.82,6,1.91,4,1.27,28016
28,17,241,231,95.85,6,2.49,4,1.66,28017
28,18,414,402,97.1,7,1.69,5,1.21,28018
28,19,405,396,97.78,5,1.23,4,0.99,28019
28,20,312,304,97.44,6,1.92,2,0.64,28020
28,21,427,419,98.13,5,1.17,3,0.7,28021
28,22,290,279,96.21,8,2.76,3,1.03,28022
28,23,353,344,97.45,6,1.7,3,0.85,28023
28,24,246,239,97.15,3,1.22,4,1.63,28024
28,25,175,173,98.86,1,0.57,1,0.57,28025
28,26,306,296,96.73,6,1.96,4,1.31,28026
28,27,426,413,96.95,9,2.11,4,0.94,28027
28,28,214,204,95.33,4,1.87,6,2.8,28028
28,29,314,262,83.44,26,8.28,26,8.28,28029
28,30,260,249,95.77,10,3.85,1,0.38,28030
28,31,304,300,98.68,3,0.99,1,0.33,28031
28,32,349,339,97.13,7,2.01,3,0.86,28032
28,33,380,372,97.89,6,1.58,2,0.53,28033
28,34,67,53,79.1,7,10.45,7,10.45,28034
28,35,294,283,96.26,4,1.36,7,2.38,28035
28,36,265,260,98.11,4,1.51,1,0.38,28036
28,37,484,470,97.11,10,2.07,4,0.83,28037
28,38,157,128,81.53,20,12.74,9,5.73,28038
28,39,321,313,97.51,6,1.87,2,0.62,28039
28,40,402,392,97.51,4,1.0,6,1.49,28040
28,41,360,352,97.78,6,1.67,2,0.56,28041
28,42,314,305,97.13,4,1.27,5,1.59,28042
28,43,415,402,96.87,7,1.69,6,1.45,28043
28,44,369,363,98.37,4,1.08,2,0.54,28044
28,45,362,354,97.79,5,1.38,3,0.83,28045
28,46,316,311,98.42,2,0.63,3,0.95,28046
28,47,284,268,94.37,11,3.87,5,1.76,28047
28,48,231,223,96.54,5,2.16,3,1.3,28048
28,49,237,232,97.89,0,0.0,5,2.11,28049
28,50,249,235,94.38,7,2.81,7,2.81,28050
28,51,276,267,96.74,7,2.54,2,0.72,28051
28,52,316,300,94.94,10,3.16,6,1.9,28052
28,53,218,192,88.07,15,6.88,11,5.05,28053
28,54,269,260,96.65,1,0.37,8,2.97,28054
28,55,303,292,96.37,4,1.32,7,2.31,28055
28,56,318,310,97.48,2,0.63,6,1.89,28056
28,57,270,262,97.04,7,2.59,1,0.37,28057
28,58,378,362,95.77,11,2.91,5,1.32,28058
28,59,232,229,98.71,1,0.43,2,0.86,28059
28,60,234,228,97.44,3,1.28,3,1.28,28060
28,61,260,236,90.77,16,6.15,8,3.08,28061
29,1,714,700,98.04,9,1.26,5,0.7,29001
29,2,321,258,80.37,50,15.58,13,4.05,29002
29,3,497,493,99.2,2,0.4,2,0.4,29003
29,4,395,381,96.46,12,3.04,2,0.51,29004
29,5,389,381,97.94,7,1.8,1,0.26,29005
29,6,210,176,83.81,27,12.86,7,3.33,29006
29,7,270,234,86.67,32,11.85,4,1.48,29007
29,8,294,292,99.32,1,0.34,1,0.34,29008
29,9,273,189,69.23,73,26.74,11,4.03,29009
29,10,219,180,82.19,31,14.16,8,3.65,29010
29,11,429,415,96.74,9,2.1,5,1.17,29011
29,12,463,439,94.82,18,3.89,6,1.3,29012
29,13,412,402,97.57,7,1.7,3,0.73,29013
29,14,449,445,99.11,3,0.67,1,0.22,29014
29,15,393,386,98.22,4,1.02,3,0.76,29015
29,16,525,516,98.29,5,0.95,4,0.76,29016
29,17,330,324,98.18,2,0.61,4,1.21,29017
29,18,476,461,96.85,8,1.68,7,1.47,29018
29,19,596,579,97.15,12,2.01,5,0.84,29019
29,20,473,459,97.04,11,2.33,3,0.63,29020
29,21,460,450,97.83,7,1.52,3,0.65,29021
29,22,341,288,84.46,35,10.26,18,5.28,29022
29,23,402,397,98.76,2,0.5,3,0.75,29023
29,24,294,244,82.99,38,12.93,12,4.08,29024
29,25,465,463,99.57,2,0.43,0,0.0,29025
29,26,356,346,97.19,6,1.69,4,1.12,29026
29,27,450,440,97.78,6,1.33,4,0.89,29027
29,28,533,523,98.12,8,1.5,2,0.38,29028
29,29,471,455,96.6,13,2.76,3,0.64,29029
29,30,243,172,70.78,54,22.22,17,7.0,29030
29,31,405,399,98.52,4,0.99,2,0.49,29031
29,32,316,249,78.8,54,17.09,13,4.11,29032
29,33,280,270,96.43,5,1.79,5,1.79,29033
29,34,291,259,89.0,24,8.25,8,2.75,29034
29,35,356,348,97.75,3,0.84,5,1.4,29035
29,36,527,516,97.91,6,1.14,5,0.95,29036
29,37,398,393,98.74,4,1.01,1,0.25,29037
29,38,373,369,98.93,2,0.54,2,0.54,29038
29,39,304,257,84.54,38,12.5,9,2.96,29039
29,40,553,546,98.73,4,0.72,3,0.54,29040
29,41,442,436,98.64,2,0.45,4,0.9,29041
29,42,512,500,97.66,8,1.56,4,0.78,29042
29,43,489,481,98.36,5,1.02,3,0.61,29043
29,44,336,321,95.54,10,2.98,5,1.49,29044
29,45,349,341,97.71,5,1.43,3,0.86,29045
29,46,405,399,98.52,3,0.74,3,0.74,29046
29,47,522,482,92.34,30,5.75,10,1.92,29047
29,48,397,379,95.47,13,3.27,5,1.26,29048
29,49,583,566,97.08,10,1.72,7,1.2,29049
30,1,296,194,65.54,68,22.97,34,11.49,30001
30,2,224,173,77.23,42,18.75,9,4.02,30002
30,3,393,262,66.67,78,19.85,53,13.49,30003
30,4,292,237,81.16,40,13.7,15,5.14,30004
30,5,197,165,83.76,24,12.18,8,4.06,30005
30,6,221,169,76.47,35,15.84,17,7.69,30006
30,7,257,202,78.6,37,14.4,18,7.0,30007
30,8,335,248,74.03,54,16.12,33,9.85,30008
