ward,precinct,total,Richard J. Durbin,Richard J. Durbin Percent,Steve Sauerberg,Steve Sauerberg Percent,Kathy Cummings,Kathy Cummings Percent,Larry A. Stafford,Larry A. Stafford Percent,Chad N. Koppie,Chad N. Koppie Percent,precinct_id
48,49,227,196,86.34,13,5.73,15,6.61,3,1.32,0,0.0,48049
48,50,483,422,87.37,37,7.66,20,4.14,4,0.83,0,0.0,48050
48,51,546,463,84.8,63,11.54,16,2.93,4,0.73,0,0.0,48051
48,52,392,339,86.48,32,8.16,14,3.57,4,1.02,3,0.77,48052
48,53,249,216,86.75,20,8.03,8,3.21,5,2.01,0,0.0,48053
48,54,438,385,87.9,28,6.39,18,4.11,3,0.68,4,0.91,48054
49,1,489,460,94.07,17,3.48,6,1.23,4,0.82,2,0.41,49001
49,2,553,467,84.45,70,12.66,13,2.35,3,0.54,0,0.0,49002
49,3,312,275,88.14,16,5.13,11,3.53,10,3.21,0,0.0,49003
49,4,242,223,92.15,10,4.13,5,2.07,4,1.65,0,0.0,49004
49,5,467,421,90.15,28,6.0,12,2.57,6,1.28,0,0.0,49005
49,6,515,445,86.41,54,10.49,11,2.14,5,0.97,0,0.0,49006
49,7,363,310,85.4,28,7.71,21,5.79,4,1.1,0,0.0,49007
49,8,493,434,88.03,38,7.71,11,2.23,9,1.83,1,0.2,49008
49,9,364,307,84.34,25,6.87,19,5.22,12,3.3,1,0.27,49009
49,10,390,337,86.41,35,8.97,15,3.85,2,0.51,1,0.26,49010
49,11,325,286,88.0,24,7.38,9,2.77,5,1.54,1,0.31,49011
49,12,493,447,90.67,24,4.87,18,3.65,4,0.81,0,0.0,49012
49,13,510,445,87.25,53,10.39,9,1.76,3,0.59,0,0.0,49013
49,14,420,351,83.57,45,10.71,20,4.76,4,0.95,0,0.0,49014
49,15,431,399,92.58,16,3.71,11,2.55,2,0.46,3,0.7,49015
49,16,340,292,85.88,34,10.0,10,2.94,3,0.88,1,0.29,49016
49,17,161,124,77.02,26,16.15,5,3.11,5,3.11,1,0.62,49017
49,18,276,243,88.04,21,7.61,8,2.9,3,1.09,1,0.36,49018
49,19,398,367,92.21,14,3.52,10,2.51,6,1.51,1,0.25,49019
49,20,496,426,85.89,44,8.87,18,3.63,5,1.01,3,0.6,49020
49,21,167,136,81.44,26,15.57,3,1.8,1,0.6,1,0.6,49021
49,22,360,327,90.83,15,4.17,12,3.33,4,1.11,2,0.56,49022
49,23,414,366,88.41,25,6.04,18,4.35,5,1.21,0,0.0,49023
49,24,430,390,90.7,28,6.51,8,1.86,4,0.93,0,0.0,49024
49,25,511,442,86.5,33,6.46,25,4.89,5,0.98,6,1.17,49025
49,26,444,342,77.03,78,17.57,18,4.05,5,1.13,1,0.23,49026
49,27,728,652,89.56,33,4.53,36,4.95,6,0.82,1,0.14,49027
49,28,348,314,90.23,22,6.32,11,3.16,0,0.0,1,0.29,49028
49,29,555,470,84.68,46,8.29,27,4.86,9,1.62,3,0.54,49029
49,30,476,431,90.55,34,7.14,7,1.47,3,0.63,1,0.21,49030
49,31,350,304,86.86,26,7.43,15,4.29,4,1.14,1,0.29,49031
49,32,321,256,79.75,35,10.9,22,6.85,8,2.49,0,0.0,49032
49,33,353,317,89.8,27,7.65,6,1.7,2,0.57,1,0.28,49033
49,34,458,406,88.65,31,6.77,15,3.28,6,1.31,0,0.0,49034
49,35,525,432,82.29,57,10.86,28,5.33,7,1.33,1,0.19,49035
49,36,676,574,84.91,53,7.84,34,5.03,11,1.63,4,0.59,49036
49,37,666,575,86.34,53,7.96,30,4.5,7,1.05,1,0.15,49037
49,38,398,369,92.71,15,3.77,12,3.02,1,0.25,1,0.25,49038
49,39,455,405,89.01,24,5.27,18,3.96,8,1.76,0,0.0,49039
49,40,389,344,88.43,36,9.25,9,2.31,0,0.0,0,0.0,49040
49,41,425,382,89.88,26,6.12,12,2.82,0,0.0,5,1.18,49041
49,42,527,484,91.84,23,4.36,17,3.23,2,0.38,1,0.19,49042
50,1,483,352,72.88,119,24.64,4,0.83,7,1.45,1,0.21,50001
50,2,503,379,75.35,110,21.87,11,2.19,2,0.4,1,0.2,50002
50,3,397,313,78.84,77,19.4,4,1.01,2,0.5,1,0.25,50003
50,4,433,366,84.53,56,12.93,10,2.31,0,0.0,1,0.23,50004
50,5,455,320,70.33,119,26.15,14,3.08,2,0.44,0,0.0,50005
50,6,278,232,83.45,31,11.15,13,4.68,1,0.36,1,0.36,50006
50,7,435,371,85.29,46,10.57,15,3.45,2,0.46,1,0.23,50007
50,8,399,337,84.46,42,10.53,17,4.26,3,0.75,0,0.0,50008
50,9,357,308,86.27,41,11.48,5,1.4,2,0.56,1,0.28,50009
50,10,348,268,77.01,64,18.39,7,2.01,6,1.72,3,0.86,50010
50,11,419,281,67.06,126,30.07,5,1.19,5,1.19,2,0.48,50011
50,12,208,156,75.0,48,23.08,3,1.44,1,0.48,0,0.0,50012
50,13,508,438,86.22,47,9.25,16,3.15,6,1.18,1,0.2,50013
50,14,166,135,81.33,28,16.87,3,1.81,0,0.0,0,0.0,50014
50,15,462,394,85.28,52,11.26,13,2.81,2,0.43,1,0.22,50015
50,16,189,142,75.13,46,24.34,0,0.0,1,0.53,0,0.0,50016
50,17,378,299,79.1,72,19.05,5,1.32,2,0.53,0,0.0,50017
50,18,358,279,77.93,66,18.44,8,2.23,2,0.56,3,0.84,50018
50,19,377,305,80.9,55,14.59,9,2.39,7,1.86,1,0.27,50019
50,20,416,316,75.96,79,18.99,14,3.37,6,1.44,1,0.24,50020
50,21,408,339,83.09,57,13.97,9,2.21,3,0.74,0,0.0,50021
50,22,595,507,85.21,52,8.74,29,4.87,5,0.84,2,0.34,50022
50,23,348,259,74.43,85,24.43,4,1.15,0,0.0,0,0.0,50023
50,24,524,453,86.45,52,9.92,13,2.48,3,0.57,3,0.57,50024
50,25,395,283,71.65,107,27.09,4,1.01,1,0.25,0,0.0,50025
50,26,371,319,85.98,38,10.24,9,2.43,4,1.08,1,0.27,50026
50,27,148,111,75.0,37,25.0,0,0.0,0,0.0,0,0.0,50027
50,28,337,286,84.87,36,10.68,12,3.56,3,0.89,0,0.0,50028
50,29,464,398,85.78,44,9.48,20,4.31,2,0.43,0,0.0,50029
50,30,345,248,71.88,89,25.8,7,2.03,1,0.29,0,0.0,50030
50,31,127,108,85.04,17,13.39,2,1.57,0,0.0,0,0.0,50031
50,32,489,438,89.57,32,6.54,14,2.86,3,0.61,2,0.41,50032
50,33,360,262,72.78,82,22.78,12,3.33,2,0.56,2,0.56,50033
50,34,357,311,87.11,26,7.28,13,3.64,4,1.12,3,0.84,50034
50,35,496,420,84.68,57,11.49,15,3.02,4,0.81,0,0.0,50035
50,36,413,317,76.76,83,20.1,10,2.42,1,0.24,2,0.48,50036
50,37,436,366,83.94,46,10.55,11,2.52,11,2.52,2,0.46,50037
50,38,223,191,85.65,31,13.9,0,0.0,1,0.45,0,0.0,50038
50,39,358,271,75.7,78,21.79,8,2.23,0,0.0,1,0.28,50039
50,40,468,324,69.23,134,28.63,5,1.07,3,0.64,2,0.43,50040
50,41,481,348,72.35,127,26.4,6,1.25,0,0.0,0,0.0,50041
50,42,375,298,79.47,60,16.0,15,4.0,2,0.53,0,0.0,50042
50,43,469,404,86.14,45,9.59,16,3.41,2,0.43,2,0.43,50043
50,44,326,236,72.39,80,24.54,7,2.15,2,0.61,1,0.31,50044
50,45,206,126,61.17,75,36.41,3,1.46,2,0.97,0,0.0,50045
