ward,precinct,total,Dorothy A. Brown,Dorothy A. Brown Percent,Diane Shapiro,Diane Shapiro Percent,Paloma Andrade,Paloma Andrade Percent,precinct_id
20,25,305,293,96.07,7,2.3,5,1.64,20025
20,26,324,310,95.68,4,1.23,10,3.09,20026
20,27,318,310,97.48,5,1.57,3,0.94,20027
20,28,393,382,97.2,6,1.53,5,1.27,20028
20,29,452,436,96.46,8,1.77,8,1.77,20029
20,30,336,325,96.73,8,2.38,3,0.89,20030
20,31,435,426,97.93,4,0.92,5,1.15,20031
20,32,338,308,91.12,16,4.73,14,4.14,20032
20,33,450,440,97.78,6,1.33,4,0.89,20033
20,34,522,459,87.93,29,5.56,34,6.51,20034
20,35,244,238,97.54,4,1.64,2,0.82,20035
20,36,326,315,96.63,4,1.23,7,2.15,20036
20,37,388,376,96.91,6,1.55,6,1.55,20037
20,38,64,61,95.31,1,1.56,2,3.13,20038
20,39,346,333,96.24,8,2.31,5,1.45,20039
20,40,288,278,96.53,5,1.74,5,1.74,20040
20,41,130,102,78.46,8,6.15,20,15.38,20041
20,42,418,406,97.13,8,1.91,4,0.96,20042
20,43,110,110,100.0,0,0.0,0,0.0,20043
20,44,380,370,97.37,7,1.84,3,0.79,20044
20,45,243,233,95.88,8,3.29,2,0.82,20045
20,46,350,341,97.43,5,1.43,4,1.14,20046
20,47,329,323,98.18,4,1.22,2,0.61,20047
20,48,145,144,99.31,0,0.0,1,0.69,20048
20,49,284,275,96.83,4,1.41,5,1.76,20049
20,50,232,225,96.98,4,1.72,3,1.29,20050
21,1,569,557,97.89,5,0.88,7,1.23,21001
21,2,432,427,98.84,5,1.16,0,0.0,21002
21,3,357,350,98.04,4,1.12,3,0.84,21003
21,4,450,442,98.22,6,1.33,2,0.44,21004
21,5,405,400,98.77,1,0.25,4,0.99,21005
21,6,385,377,97.92,2,0.52,6,1.56,21006
21,7,426,415,97.42,6,1.41,5,1.17,21007
21,8,462,449,97.19,9,1.95,4,0.87,21008
21,9,506,499,98.62,4,0.79,3,0.59,21009
21,10,332,325,97.89,7,2.11,0,0.0,21010
21,11,415,397,95.66,12,2.89,6,1.45,21011
21,12,425,413,97.18,8,1.88,4,0.94,21012
21,13,224,220,98.21,3,1.34,1,0.45,21013
21,14,438,432,98.63,5,1.14,1,0.23,21014
21,15,395,388,98.23,7,1.77,0,0.0,21015
21,16,415,406,97.83,5,1.2,4,0.96,21016
21,17,403,400,99.26,2,0.5,1,0.25,21017
21,18,357,350,98.04,5,1.4,2,0.56,21018
21,19,343,336,97.96,2,0.58,5,1.46,21019
21,20,237,230,97.05,5,2.11,2,0.84,21020
21,21,483,475,98.34,6,1.24,2,0.41,21021
21,22,374,369,98.66,1,0.27,4,1.07,21022
21,23,326,321,98.47,1,0.31,4,1.23,21023
21,24,443,431,97.29,6,1.35,6,1.35,21024
21,25,304,299,98.36,2,0.66,3,0.99,21025
21,26,298,292,97.99,3,1.01,3,1.01,21026
21,27,409,390,95.35,9,2.2,10,2.44,21027
21,28,326,319,97.85,2,0.61,5,1.53,21028
21,29,239,231,96.65,6,2.51,2,0.84,21029
21,30,303,293,96.7,4,1.32,6,1.98,21030
21,31,542,529,97.6,9,1.66,4,0.74,21031
21,32,446,437,97.98,7,1.57,2,0.45,21032
21,33,422,418,99.05,3,0.71,1,0.24,21033
21,34,481,479,99.58,1,0.21,1,0.21,21034
21,35,266,256,96.24,5,1.88,5,1.88,21035
21,36,394,382,96.95,7,1.78,5,1.27,21036
21,37,468,456,97.44,6,1.28,6,1.28,21037
21,38,410,405,98.78,5,1.22,0,0.0,21038
21,39,346,341,98.55,1,0.29,4,1.16,21039
21,40,333,328,98.5,5,1.5,0,0.0,21040
21,41,342,337,98.54,3,0.88,2,0.58,21041
21,42,388,374,96.39,11,2.84,3,0.77,21042
21,43,401,385,96.01,10,2.49,6,1.5,21043
21,44,408,393,96.32,8,1.96,7,1.72,21044
21,45,342,332,97.08,3,0.88,7,2.05,21045
21,46,339,332,97.94,2,0.59,5,1.47,21046
21,47,444,432,97.3,4,0.9,8,1.8,21047
21,48,555,543,97.84,7,1.26,5,0.9,21048
21,49,473,465,98.31,5,1.06,3,0.63,21049
21,50,378,372,98.41,3,0.79,3,0.79,21050
21,51,441,433,98.19,5,1.13,3,0.68,21051
21,52,437,430,98.4,3,0.69,4,0.92,21052
21,53,412,403,97.82,6,1.46,3,0.73,21053
21,54,340,334,98.24,3,0.88,3,0.88,21054
21,55,470,458,97.45,5,1.06,7,1.49,21055
21,56,315,308,97.78,3,0.95,4,1.27,21056
21,57,395,390,98.73,3,0.76,2,0.51,21057
21,58,314,310,98.73,2,0.64,2,0.64,21058
21,59,519,502,96.72,5,0.96,12,2.31,21059
21,60,404,392,97.03,8,1.98,4,0.99,21060
21,61,470,461,98.09,6,1.28,3,0.64,21061
21,62,391,385,98.47,1,0.26,5,1.28,21062
21,63,368,365,99.18,1,0.27,2,0.54,21063
21,64,252,244,96.83,7,2.78,1,0.4,21064
21,65,468,457,97.65,8,1.71,3,0.64,21065
21,66,307,301,98.05,4,1.3,2,0.65,21066
21,67,426,420,98.59,2,0.47,4,0.94,21067
21,68,422,413,97.87,4,0.95,5,1.18,21068
21,69,342,333,97.37,3,0.88,6,1.75,21069
21,70,396,388,97.98,6,1.52,2,0.51,21070
21,71,327,322,98.47,3,0.92,2,0.61,21071
21,72,415,403,97.11,8,1.93,4,0.96,21072
21,73,549,536,97.63,5,0.91,8,1.46,21073
21,74,200,199,99.5,1,0.5,0,0.0,21074
22,1,219,161,73.52,17,7.76,41,18.72,22001
22,2,196,153,78.06,17,8.67,26,13.27,22002
22,3,304,213,70.07,29,9.54,62,20.39,22003
22,4,264,194,73.48,18,6.82,52,19.7,22004
22,5,316,240,75.95,22,6.96,54,17.09,22005
22,6,237,186,78.48,10,4.22,41,17.3,22006
22,7,352,351,99.72,0,0.0,1,0.28,22007
22,8,249,180,72.29,18,7.23,51,20.48,22008
22,9,322,250,77.64,26,8.07,46,14.29,22009
22,10,278,206,74.1,18,6.47,54,19.42,22010
22,11,263,201,76.43,21,7.98,41,15.59,22011
22,12,223,173,77.58,19,8.52,31,13.9,22012
22,13,329,237,72.04,23,6.99,69,20.97,22013
22,14,224,184,82.14,14,6.25,26,11.61,22014
22,15,247,192,77.73,22,8.91,33,13.36,22015
22,16,303,200,66.01,27,8.91,76,25.08,22016
22,17,279,213,76.34,22,7.89,44,15.77,22017
22,18,295,216,73.22,17,5.76,62,21.02,22018
22,19,292,282,96.58,8,2.74,2,0.68,22019
22,20,299,220,73.58,38,12.71,41,13.71,22020
22,21,370,362,97.84,5,1.35,3,0.81,22021
22,22,253,193,76.28,16,6.32,44,17.39,22022
22,23,299,226,75.59,16,5.35,57,19.06,22023
22,24,220,160,72.73,19,8.64,41,18.64,22024
22,25,215,161,74.88,13,6.05,41,19.07,22025
22,26,213,147,69.01,17,7.98,49,23.0,22026
22,27,360,271,75.28,26,7.22,63,17.5,22027
22,28,195,147,75.38,12,6.15,36,18.46,22028
22,29,196,142,72.45,13,6.63,41,20.92,22029
23,1,354,186,52.54,142,40.11,26,7.34,23001
23,2,395,236,59.75,131,33.16,28,7.09,23002
23,3,349,171,49.0,155,44.41,23,6.59,23003
23,4,364,191,52.47,144,39.56,29,7.97,23004
23,5,296,219,73.99,48,16.22,29,9.8,23005
23,6,374,253,67.65,87,23.26,34,9.09,23006
23,7,209,204,97.61,2,0.96,3,1.44,23007
23,8,388,255,65.72,100,25.77,33,8.51,23008
23,9,395,266,67.34,72,18.23,57,14.43,23009
23,10,398,300,75.38,63,15.83,35,8.79,23010
23,11,417,231,55.4,164,39.33,22,5.28,23011
23,12,373,201,53.89,152,40.75,20,5.36,23012
23,13,433,242,55.89,162,37.41,29,6.7,23013
23,14,192,191,99.48,1,0.52,0,0.0,23014
23,15,391,226,57.8,146,37.34,19,4.86,23015
23,16,383,226,59.01,137,35.77,20,5.22,23016
23,17,434,233,53.69,177,40.78,24,5.53,23017
23,18,306,164,53.59,116,37.91,26,8.5,23018
23,19,340,205,60.29,109,32.06,26,7.65,23019
23,20,317,172,54.26,134,42.27,11,3.47,23020
23,21,364,353,96.98,8,2.2,3,0.82,23021
23,22,396,230,58.08,142,35.86,24,6.06,23022
23,23,375,219,58.4,136,36.27,20,5.33,23023
23,24,303,218,71.95,49,16.17,36,11.88,23024
23,25,304,210,69.08,54,17.76,40,13.16,23025
23,26,356,179,50.28,158,44.38,19,5.34,23026
23,27,325,192,59.08,109,33.54,24,7.38,23027
23,28,365,200,54.79,133,36.44,32,8.77,23028
23,29,334,238,71.26,50,14.97,46,13.77,23029
23,30,332,202,60.84,117,35.24,13,3.92,23030
23,31,391,278,71.1,73,18.67,40,10.23,23031
23,32,428,310,72.43,77,17.99,41,9.58,23032
23,33,378,261,69.05,87,23.02,30,7.94,23033
23,34,324,199,61.42,99,30.56,26,8.02,23034
23,35,283,281,99.29,2,0.71,0,0.0,23035
23,36,471,259,54.99,183,38.85,29,6.16,23036
23,37,270,260,96.3,9,3.33,1,0.37,23037
23,38,311,201,64.63,92,29.58,18,5.79,23038
23,39,347,201,57.93,128,36.89,18,5.19,23039
23,40,385,203,52.73,155,40.26,27,7.01,23040
23,41,401,252,62.84,101,25.19,48,11.97,23041
23,42,317,188,59.31,107,33.75,22,6.94,23042
23,43,429,230,53.61,174,40.56,25,5.83,23043
23,44,362,238,65.75,101,27.9,23,6.35,23044
23,45,450,282,62.67,133,29.56,35,7.78,23045
23,46,368,202,54.89,140,38.04,26,7.07,23046
23,47,400,203,50.75,171,42.75,26,6.5,23047
23,48,362,237,65.47,99,27.35,26,7.18,23048
23,49,404,226,55.94,153,37.87,25,6.19,23049
23,50,261,169,64.75,58,22.22,34,13.03,23050
23,51,310,201,64.84,78,25.16,31,10.0,23051
23,52,431,254,58.93,151,35.03,26,6.03,23052
23,53,230,161,70.0,50,21.74,19,8.26,23053
23,54,437,242,55.38,173,39.59,22,5.03,23054
23,55,359,199,55.43,138,38.44,22,6.13,23055
23,56,333,170,51.05,140,42.04,23,6.91,23056
24,1,475,469,98.74,4,0.84,2,0.42,24001
24,2,322,318,98.76,2,0.62,2,0.62,24002
24,3,347,340,97.98,5,1.44,2,0.58,24003
24,4,314,306,97.45,5,1.59,3,0.96,24004
24,5,326,320,98.16,3,0.92,3,0.92,24005
24,6,392,383,97.7,7,1.79,2,0.51,24006
24,7,352,341,96.88,5,1.42,6,1.7,24007
24,8,328,316,96.34,9,2.74,3,0.91,24008
24,9,362,352,97.24,7,1.93,3,0.83,24009
24,10,266,261,98.12,2,0.75,3,1.13,24010
24,11,254,248,97.64,2,0.79,4,1.57,24011
24,12,388,381,98.2,3,0.77,4,1.03,24012
24,13,358,352,98.32,3,0.84,3,0.84,24013
24,14,447,434,97.09,7,1.57,6,1.34,24014
24,15,302,297,98.34,3,0.99,2,0.66,24015
24,16,267,264,98.88,1,0.37,2,0.75,24016
24,17,322,316,98.14,5,1.55,1,0.31,24017
24,18,269,266,98.88,1,0.37,2,0.74,24018
24,19,266,261,98.12,3,1.13,2,0.75,24019
24,20,290,283,97.59,0,0.0,7,2.41,24020
24,21,253,244,96.44,6,2.37,3,1.19,24021
24,22,385,373,96.88,5,1.3,7,1.82,24022
24,23,302,298,98.68,2,0.66,2,0.66,24023
24,24,243,241,99.18,2,0.82,0,0.0,24024
24,25,440,427,97.05,5,1.14,8,1.82,24025
24,26,444,436,98.2,5,1.13,3,0.68,24026
24,27,193,177,91.71,4,2.07,12,6.22,24027
24,28,386,373,96.63,10,2.59,3,0.78,24028
24,29,398,394,98.99,3,0.75,1,0.25,24029
24,30,337,332,98.52,2,0.59,3,0.89,24030
24,31,359,357,99.44,2,0.56,0,0.0,24031
24,32,319,308,96.55,8,2.51,3,0.94,24032
24,33,255,252,98.82,2,0.78,1,0.39,24033
24,34,351,339,96.58,9,2.56,3,0.85,24034
24,35,493,483,97.97,8,1.62,2,0.41,24035
24,36,291,288,98.97,2,0.69,1,0.34,24036
24,37,360,348,96.67,6,1.67,6,1.67,24037
24,38,376,358,95.21,11,2.93,7,1.86,24038
24,39,375,365,97.33,5,1.33,5,1.33,24039
24,40,413,399,96.61,10,2.42,4,0.97,24040
24,41,316,305,96.52,9,2.85,2,0.63,24041
24,42,273,270,98.9,1,0.37,2,0.73,24042
24,43,468,459,98.08,5,1.07,4,0.85,24043
24,44,425,404,95.06,7,1.65,14,3.29,24044
24,45,321,314,97.82,6,1.87,1,0.31,24045
24,46,395,385,97.47,5,1.27,5,1.27,24046
24,47,310,300,96.77,6,1.94,4,1.29,24047
24,48,183,179,97.81,2,1.09,2,1.09,24048
24,49,510,501,98.24,6,1.18,3,0.59,24049
24,50,517,505,97.68,7,1.35,5,0.97,24050
24,51,501,489,97.6,9,1.8,3,0.6,24051
24,52,285,276,96.84,6,2.11,3,1.05,24052
24,53,349,267,76.5,18,5.16,64,18.34,24053
24,54,346,340,98.27,4,1.16,2,0.58,24054
24,55,372,367,98.66,3,0.81,2,0.54,24055
24,56,424,418,98.58,3,0.71,3,0.71,24056
25,1,356,264,74.16,43,12.08,49,13.76,25001
25,2,541,383,70.79,50,9.24,108,19.96,25002
25,3,430,329,76.51,73,16.98,28,6.51,25003
25,4,481,318,66.11,108,22.45,55,11.43,25004
25,5,380,245,64.47,72,18.95,63,16.58,25005
25,6,311,230,73.95,29,9.32,52,16.72,25006
25,7,371,250,67.39,40,10.78,81,21.83,25007
25,8,385,279,72.47,43,11.17,63,16.36,25008
25,9,553,404,73.06,46,8.32,103,18.63,25009
25,10,245,199,81.22,17,6.94,29,11.84,25010
25,11,485,357,73.61,44,9.07,84,17.32,25011
25,12,441,299,67.8,57,12.93,85,19.27,25012
25,13,441,330,74.83,33,7.48,78,17.69,25013
25,14,198,126,63.64,66,33.33,6,3.03,25014
25,15,360,248,68.89,40,11.11,72,20.0,25015
25,16,220,172,78.18,39,17.73,9,4.09,25016
25,17,592,437,73.82,43,7.26,112,18.92,25017
25,18,326,253,77.61,57,17.48,16,4.91,25018
25,19,466,345,74.03,38,8.15,83,17.81,25019
25,20,431,311,72.16,41,9.51,79,18.33,25020
25,21,309,182,58.9,101,32.69,26,8.41,25021
25,22,235,152,64.68,26,11.06,57,24.26,25022
25,23,465,335,72.04,31,6.67,99,21.29,25023
25,24,545,383,70.28,38,6.97,124,22.75,25024
25,25,381,237,62.2,111,29.13,33,8.66,25025
25,26,336,204,60.71,92,27.38,40,11.9,25026
25,27,336,206,61.31,99,29.46,31,9.23,25027
25,28,424,259,61.08,123,29.01,42,9.91,25028
25,29,924,621,67.21,237,25.65,66,7.14,25029
25,30,408,299,73.28,28,6.86,81,19.85,25030
25,31,291,188,64.6,47,16.15,56,19.24,25031
26,1,231,170,73.59,30,12.99,31,13.42,26001
26,2,293,255,87.03,19,6.48,19,6.48,26002
26,3,263,202,76.81,29,11.03,32,12.17,26003
26,4,203,151,74.38,21,10.34,31,15.27,26004
26,5,315,254,80.63,24,7.62,37,11.75,26005
26,6,153,127,83.01,14,9.15,12,7.84,26006
26,7,215,150,69.77,43,20.0,22,10.23,26007
26,8,213,158,74.18,21,9.86,34,15.96,26008
26,9,207,167,80.68,16,7.73,24,11.59,26009
26,10,185,157,84.86,14,7.57,14,7.57,26010
26,11,234,183,78.21,25,10.68,26,11.11,26011
26,12,201,162,80.6,18,8.96,21,10.45,26012
26,13,232,170,73.28,32,13.79,30,12.93,26013
26,14,218,175,80.28,19,8.72,24,11.01,26014
26,15,252,209,82.94,27,10.71,16,6.35,26015
26,16,182,151,82.97,16,8.79,15,8.24,26016
26,17,183,108,59.02,58,31.69,17,9.29,26017
26,18,184,147,79.89,19,10.33,18,9.78,26018
26,19,438,316,72.15,56,12.79,66,15.07,26019
26,20,378,298,78.84,40,10.58,40,10.58,26020
26,21,343,285,83.09,21,6.12,37,10.79,26021
26,22,208,165,79.33,23,11.06,20,9.62,26022
26,23,204,166,81.37,15,7.35,23,11.27,26023
26,24,246,174,70.73,36,14.63,36,14.63,26024
26,25,103,83,80.58,6,5.83,14,13.59,26025
26,26,201,168,83.58,15,7.46,18,8.96,26026
26,27,243,203,83.54,21,8.64,19,7.82,26027
26,28,226,197,87.17,14,6.19,15,6.64,26028
26,29,262,217,82.82,20,7.63,25,9.54,26029
26,30,272,207,76.1,36,13.24,29,10.66,26030
26,31,186,147,79.03,20,10.75,19,10.22,26031
26,32,346,238,68.79,70,20.23,38,10.98,26032
26,33,142,86,60.56,40,28.17,16,11.27,26033
26,34,278,211,75.9,27,9.71,40,14.39,26034
26,35,306,206,67.32,67,21.9,33,10.78,26035
26,36,239,194,81.17,25,10.46,20,8.37,26036
26,37,160,135,84.38,14,8.75,11,6.88,26037
26,38,256,198,77.34,26,10.16,32,12.5,26038
26,39,240,207,86.25,14,5.83,19,7.92,26039
26,40,154,116,75.32,17,11.04,21,13.64,26040
26,41,209,159,76.08,18,8.61,32,15.31,26041
26,42,260,199,76.54,31,11.92,30,11.54,26042
26,43,187,146,78.07,23,12.3,18,9.63,26043
26,44,153,133,86.93,10,6.54,10,6.54,26044
26,45,317,256,80.76,28,8.83,33,10.41,26045
26,46,381,241,63.25,97,25.46,43,11.29,26046
26,47,165,127,76.97,19,11.52,19,11.52,26047
26,48,304,250,82.24,25,8.22,29,9.54,26048
26,49,198,171,86.36,20,10.1,7,3.54,26049
26,50,189,146,77.25,23,12.17,20,10.58,26050
26,51,259,192,74.13,36,13.9,31,11.97,26051
26,52,126,109,86.51,2,1.59,15,11.9,26052
26,53,234,178,76.07,37,15.81,19,8.12,26053
26,54,218,178,81.65,24,11.01,16,7.34,26054
26,55,161,126,78.26,20,12.42,15,9.32,26055
26,56,248,213,85.89,13,5.24,22,8.87,26056
26,57,155,120,77.42,16,10.32,19,12.26,26057
26,58,196,160,81.63,16,8.16,20,10.2,26058
26,59,251,203,80.88,19,7.57,29,11.55,26059
26,60,251,187,74.5,28,11.16,36,14.34,26060
26,61,164,134,81.71,9,5.49,21,12.8,26061
26,62,271,205,75.65,37,13.65,29,10.7,26062
26,63,101,84,83.17,9,8.91,8,7.92,26063
27,1,721,433,60.06,243,33.7,45,6.24,27001
27,2,323,308,95.36,5,1.55,10,3.1,27002
27,3,346,334,96.53,10,2.89,2,0.58,27003
27,4,298,274,91.95,11,3.69,13,4.36,27004
27,5,205,125,60.98,71,34.63,9,4.39,27005
27,6,222,217,97.75,4,1.8,1,0.45,27006
27,7,474,305,64.35,139,29.32,30,6.33,27007
27,8,368,359,97.55,6,1.63,3,0.82,27008
27,9,404,361,89.36,32,7.92,11,2.72,27009
27,10,493,466,94.52,18,3.65,9,1.83,27010
27,11,492,322,65.45,140,28.46,30,6.1,27011
27,12,575,354,61.57,196,34.09,25,4.35,27012
27,13,343,233,67.93,70,20.41,40,11.66,27013
27,14,538,518,96.28,8,1.49,12,2.23,27014
27,15,214,204,95.33,5,2.34,5,2.34,27015
27,16,195,116,59.49,70,35.9,9,4.62,27016
27,17,501,302,60.28,159,31.74,40,7.98,27017
27,18,381,216,56.69,124,32.55,41,10.76,27018
27,19,366,342,93.44,11,3.01,13,3.55,27019
27,20,585,579,98.97,3,0.51,3,0.51,27020
27,21,283,262,92.58,16,5.65,5,1.77,27021
27,22,385,374,97.14,6,1.56,5,1.3,27022
27,23,74,71,95.95,1,1.35,2,2.7,27023
27,24,335,321,95.82,9,2.69,5,1.49,27024
27,25,246,240,97.56,2,0.81,4,1.63,27025
27,26,268,254,94.78,7,2.61,7,2.61,27026
27,27,386,343,88.86,23,5.96,20,5.18,27027
27,28,415,293,70.6,106,25.54,16,3.86,27028
27,29,290,276,95.17,5,1.72,9,3.1,27029
27,30,216,203,93.98,4,1.85,9,4.17,27030
27,31,281,277,98.58,2,0.71,2,0.71,27031
27,32,266,187,70.3,43,16.17,36,13.53,27032
27,33,320,269,84.06,31,9.69,20,6.25,27033
27,34,336,330,98.21,5,1.49,1,0.3,27034
27,35,384,251,65.36,77,20.05,56,14.58,27035
27,36,307,290,94.46,9,2.93,8,2.61,27036
27,37,375,329,87.73,34,9.07,12,3.2,27037
27,38,324,239,73.77,54,16.67,31,9.57,27038
27,39,257,236,91.83,18,7.0,3,1.17,27039
27,40,321,309,96.26,6,1.87,6,1.87,27040
27,41,466,312,66.95,107,22.96,47,10.09,27041
27,42,337,186,55.19,126,37.39,25,7.42,27042
27,43,193,190,98.45,2,1.04,1,0.52,27043
27,44,310,298,96.13,9,2.9,3,0.97,27044
27,45,278,277,99.64,0,0.0,1,0.36,27045
27,46,356,344,96.63,11,3.09,1,0.28,27046
27,47,289,285,98.62,2,0.69,2,0.69,27047
27,48,384,370,96.35,6,1.56,8,2.08,27048
27,49,364,354,97.25,4,1.1,6,1.65,27049
27,50,454,263,57.93,152,33.48,39,8.59,27050
27,51,162,156,96.3,4,2.47,2,1.23,27051
27,52,319,313,98.12,2,0.63,4,1.25,27052
27,53,301,231,76.74,49,16.28,21,6.98,27053
27,54,566,348,61.48,171,30.21,47,8.3,27054
27,55,339,331,97.64,6,1.77,2,0.59,27055
27,56,311,215,69.13,56,18.01,40,12.86,27056
27,57,371,248,66.85,97,26.15,26,7.01,27057
27,58,167,105,62.87,50,29.94,12,7.19,27058
27,59,398,313,78.64,44,11.06,41,10.3,27059
28,1,363,356,98.07,5,1.38,2,0.55,28001
28,2,382,360,94.24,13,3.4,9,2.36,28002
28,3,313,303,96.81,4,1.28,6,1.92,28003
28,4,393,391,99.49,2,0.51,0,0.0,28004
28,5,312,287,91.99,18,5.77,7,2.24,28005
28,6,254,251,98.82,1,0.39,2,0.79,28006
28,7,295,288,97.63,7,2.37,0,0.0,28007
28,8,334,324,97.01,6,1.8,4,1.2,28008
28,9,272,268,98.53,2,0.74,2,0.74,28009
28,10,93,90,96.77,0,0.0,3,3.23,28010
28,11,288,285,98.96,2,0.69,1,0.35,28011
28,12,298,292,97.99,3,1.01,3,1.01,28012
28,13,278,274,98.56,1,0.36,3,1.08,28013
28,14,250,247,98.8,3,1.2,0,0.0,28014
28,15,306,303,99.02,1,0.33,2,0.65,28015
28,16,326,319,97.85,4,1.23,3,0.92,28016
28,17,253,246,97.23,5,1.98,2,0.79,28017
28,18,436,427,97.94,6,1.38,3,0.69,28018
28,19,412,404,98.06,7,1.7,1,0.24,28019
28,20,328,324,98.78,2,0.61,2,0.61,28020
28,21,439,434,98.86,2,0.46,3,0.68,28021
28,22,294,285,96.94,9,3.06,0,0.0,28022
28,23,363,357,98.35,3,0.83,3,0.83,28023
28,24,254,243,95.67,5,1.97,6,2.36,28024
28,25,179,175,97.77,3,1.68,1,0.56,28025
28,26,320,308,96.25,5,1.56,7,2.19,28026
28,27,438,429,97.95,5,1.14,4,0.91,28027
28,28,216,208,96.3,6,2.78,2,0.93,28028
28,29,321,230,71.65,29,9.03,62,19.31,28029
28,30,266,259,97.37,4,1.5,3,1.13,28030
28,31,320,314,98.13,3,0.94,3,0.94,28031
28,32,354,346,97.74,6,1.69,2,0.56,28032
28,33,391,384,98.21,5,1.28,2,0.51,28033
28,34,70,51,72.86,4,5.71,15,21.43,28034
28,35,303,293,96.7,3,0.99,7,2.31,28035
28,36,286,279,97.55,3,1.05,4,1.4,28036
28,37,503,492,97.81,8,1.59,3,0.6,28037
28,38,161,114,70.81,16,9.94,31,19.25,28038
28,39,326,320,98.16,2,0.61,4,1.23,28039
28,40,431,409,94.9,11,2.55,11,2.55,28040
28,41,365,355,97.26,7,1.92,3,0.82,28041
28,42,312,307,98.4,2,0.64,3,0.96,28042
28,43,426,408,95.77,11,2.58,7,1.64,28043
28,44,389,379,97.43,6,1.54,4,1.03,28044
28,45,388,384,98.97,3,0.77,1,0.26,28045
28,46,331,327,98.79,2,0.6,2,0.6,28046
28,47,294,279,94.9,7,2.38,8,2.72,28047
28,48,238,232,97.48,2,0.84,4,1.68,28048
28,49,244,239,97.95,3,1.23,2,0.82,28049
28,50,256,247,96.48,4,1.56,5,1.95,28050
28,51,295,289,97.97,5,1.69,1,0.34,28051
28,52,325,302,92.92,8,2.46,15,4.62,28052
28,53,224,184,82.14,19,8.48,21,9.38,28053
28,54,280,273,97.5,3,1.07,4,1.43,28054
28,55,316,308,97.47,3,0.95,5,1.58,28055
28,56,329,323,98.18,3,0.91,3,0.91,28056
28,57,286,281,98.25,3,1.05,2,0.7,28057
28,58,379,370,97.63,7,1.85,2,0.53,28058
28,59,242,237,97.93,2,0.83,3,1.24,28059
28,60,251,244,97.21,5,1.99,2,0.8,28060
28,61,266,236,88.72,21,7.89,9,3.38,28061
29,1,732,724,98.91,3,0.41,5,0.68,29001
29,2,337,252,74.78,61,18.1,24,7.12,29002
29,3,508,502,98.82,3,0.59,3,0.59,29003
29,4,403,393,97.52,6,1.49,4,0.99,29004
29,5,413,400,96.85,11,2.66,2,0.48,29005
29,6,218,173,79.36,25,11.47,20,9.17,29006
29,7,284,226,79.58,35,12.32,23,8.1,29007
29,8,305,302,99.02,2,0.66,1,0.33,29008
29,9,277,171,61.73,76,27.44,30,10.83,29009
29,10,222,176,79.28,28,12.61,18,8.11,29010
29,11,438,430,98.17,7,1.6,1,0.23,29011
29,12,472,444,94.07,19,4.03,9,1.91,29012
29,13,428,422,98.6,4,0.93,2,0.47,29013
29,14,464,460,99.14,3,0.65,1,0.22,29014
29,15,409,402,98.29,5,1.22,2,0.49,29015
29,16,536,529,98.69,2,0.37,5,0.93,29016
29,17,337,331,98.22,2,0.59,4,1.19,29017
29,18,494,478,96.76,8,1.62,8,1.62,29018
29,19,608,590,97.04,13,2.14,5,0.82,29019
29,20,483,475,98.34,6,1.24,2,0.41,29020
29,21,480,467,97.29,7,1.46,6,1.25,29021
29,22,360,301,83.61,33,9.17,26,7.22,29022
29,23,414,406,98.07,5,1.21,3,0.72,29023
29,24,299,244,81.61,33,11.04,22,7.36,29024
29,25,480,477,99.38,2,0.42,1,0.21,29025
29,26,368,359,97.55,6,1.63,3,0.82,29026
29,27,449,440,98.0,6,1.34,3,0.67,29027
29,28,549,538,98.0,7,1.28,4,0.73,29028
29,29,489,477,97.55,9,1.84,3,0.61,29029
29,30,256,179,69.92,58,22.66,19,7.42,29030
29,31,430,422,98.14,6,1.4,2,0.47,29031
29,32,337,240,71.22,60,17.8,37,10.98,29032
29,33,298,290,97.32,4,1.34,4,1.34,29033
29,34,303,267,88.12,27,8.91,9,2.97,29034
29,35,371,362,97.57,3,0.81,6,1.62,29035
29,36,539,527,97.77,7,1.3,5,0.93,29036
29,37,414,410,99.03,4,0.97,0,0.0,29037
29,38,380,378,99.47,1,0.26,1,0.26,29038
29,39,316,253,80.06,32,10.13,31,9.81,29039
29,40,557,545,97.85,8,1.44,4,0.72,29040
29,41,456,449,98.46,3,0.66,4,0.88,29041
29,42,541,536,99.08,4,0.74,1,0.18,29042
29,43,505,501,99.21,3,0.59,1,0.2,29043
29,44,357,349,97.76,4,1.12,4,1.12,29044
29,45,362,355,98.07,5,1.38,2,0.55,29045
29,46,409,401,98.04,6,1.47,2,0.49,29046
29,47,538,496,92.19,25,4.65,17,3.16,29047
29,48,414,399,96.38,10,2.42,5,1.21,29048
29,49,604,598,99.01,4,0.66,2,0.33,29049
30,1,298,167,56.04,98,32.89,33,11.07,30001
30,2,237,173,73.0,48,20.25,16,6.75,30002
30,3,416,269,64.66,98,23.56,49,11.78,30003
30,4,305,236,77.38,38,12.46,31,10.16,30004
30,5,206,161,78.16,29,14.08,16,7.77,30005
30,6,225,167,74.22,36,16.0,22,9.78,30006
30,7,261,191,73.18,42,16.09,28,10.73,30007
30,8,335,233,69.55,61,18.21,41,12.24,30008
30,9,283,217,76.68,46,16.25,20,7.07,30009
30,10,278,210,75.54,49,17.63,19,6.83,30010
30,11,235,175,74.47,48,20.43,12,5.11,30011
