ward,precinct,total,John McCain & Sarah Palin,John McCain & Sarah Palin Percent,Cynthia McKinney & Rosa Clemente,Cynthia McKinney & Rosa Clemente Percent,Bob Barr & Wayne A. Root,Bob Barr & Wayne A. Root Percent,Charles O. Baldwin & Darrell L. Castle,Charles O. Baldwin & Darrell L. Castle Percent,Ralph Nader & Matt Gonzalez,Ralph Nader & Matt Gonzalez Percent,precinct_id
14,22,378,59,15.61,1,0.26,1,0.26,0,0.0,1,0.26,14022
14,23,371,74,19.95,2,0.54,0,0.0,2,0.54,1,0.27,14023
14,24,193,22,11.4,1,0.52,0,0.0,0,0.0,0,0.0,14024
14,25,276,70,25.36,1,0.36,0,0.0,0,0.0,1,0.36,14025
14,26,339,47,13.86,2,0.59,0,0.0,0,0.0,2,0.59,14026
14,27,386,77,19.95,0,0.0,0,0.0,0,0.0,1,0.26,14027
14,28,330,63,19.09,1,0.3,0,0.0,0,0.0,1,0.3,14028
14,29,354,39,11.02,0,0.0,0,0.0,1,0.28,1,0.28,14029
14,30,256,44,17.19,3,1.17,1,0.39,0,0.0,1,0.39,14030
14,31,270,26,9.63,1,0.37,0,0.0,0,0.0,1,0.37,14031
14,32,219,14,6.39,2,0.91,0,0.0,0,0.0,0,0.0,14032
14,33,229,30,13.1,2,0.87,0,0.0,0,0.0,1,0.44,14033
14,34,254,30,11.81,0,0.0,0,0.0,0,0.0,1,0.39,14034
14,35,330,25,7.58,1,0.3,0,0.0,0,0.0,0,0.0,14035
15,1,240,24,10.0,1,0.42,1,0.42,1,0.42,0,0.0,15001
15,2,292,2,0.68,0,0.0,0,0.0,0,0.0,0,0.0,15002
15,3,336,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,15003
15,4,379,1,0.26,0,0.0,0,0.0,1,0.26,0,0.0,15004
15,5,340,0,0.0,0,0.0,0,0.0,1,0.29,0,0.0,15005
15,6,443,8,1.81,0,0.0,0,0.0,1,0.23,0,0.0,15006
15,7,339,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15007
15,8,544,7,1.29,0,0.0,0,0.0,0,0.0,1,0.18,15008
15,9,380,16,4.21,0,0.0,0,0.0,0,0.0,2,0.53,15009
15,10,294,45,15.31,3,1.02,0,0.0,0,0.0,5,1.7,15010
15,11,437,3,0.69,0,0.0,0,0.0,1,0.23,0,0.0,15011
15,12,204,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15012
15,13,306,17,5.56,0,0.0,0,0.0,0,0.0,0,0.0,15013
15,14,374,57,15.24,2,0.53,0,0.0,0,0.0,2,0.53,15014
15,15,378,17,4.5,1,0.26,0,0.0,0,0.0,0,0.0,15015
15,16,260,40,15.38,0,0.0,0,0.0,2,0.77,0,0.0,15016
15,17,315,1,0.32,1,0.32,0,0.0,0,0.0,0,0.0,15017
15,18,266,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15018
15,19,324,2,0.62,0,0.0,0,0.0,1,0.31,0,0.0,15019
15,20,276,1,0.36,0,0.0,0,0.0,0,0.0,0,0.0,15020
15,21,347,1,0.29,0,0.0,0,0.0,2,0.58,0,0.0,15021
15,22,485,7,1.44,0,0.0,0,0.0,1,0.21,1,0.21,15022
15,23,262,2,0.76,0,0.0,0,0.0,0,0.0,0,0.0,15023
15,24,339,18,5.31,1,0.29,0,0.0,0,0.0,0,0.0,15024
15,25,436,25,5.73,0,0.0,0,0.0,0,0.0,1,0.23,15025
15,26,325,3,0.92,0,0.0,1,0.31,0,0.0,1,0.31,15026
15,27,285,4,1.4,0,0.0,0,0.0,0,0.0,1,0.35,15027
15,28,368,53,14.4,0,0.0,1,0.27,0,0.0,1,0.27,15028
15,29,192,1,0.52,0,0.0,0,0.0,0,0.0,0,0.0,15029
15,30,431,7,1.62,0,0.0,0,0.0,0,0.0,2,0.46,15030
15,31,299,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15031
15,32,424,11,2.59,0,0.0,0,0.0,0,0.0,0,0.0,15032
15,33,315,6,1.9,1,0.32,0,0.0,0,0.0,0,0.0,15033
15,34,313,2,0.64,1,0.32,0,0.0,0,0.0,0,0.0,15034
15,35,348,1,0.29,0,0.0,0,0.0,0,0.0,0,0.0,15035
15,36,302,2,0.66,0,0.0,0,0.0,0,0.0,0,0.0,15036
15,37,275,1,0.36,0,0.0,0,0.0,0,0.0,0,0.0,15037
15,38,331,3,0.91,1,0.3,1,0.3,0,0.0,0,0.0,15038
15,39,349,0,0.0,0,0.0,1,0.29,0,0.0,0,0.0,15039
15,40,354,1,0.28,0,0.0,0,0.0,1,0.28,0,0.0,15040
15,41,479,34,7.1,1,0.21,0,0.0,0,0.0,0,0.0,15041
15,42,237,1,0.42,0,0.0,0,0.0,0,0.0,0,0.0,15042
15,43,308,2,0.65,0,0.0,1,0.32,1,0.32,0,0.0,15043
15,44,392,24,6.12,1,0.26,0,0.0,0,0.0,0,0.0,15044
15,45,213,7,3.29,0,0.0,0,0.0,0,0.0,2,0.94,15045
15,46,256,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15046
15,47,372,3,0.81,1,0.27,0,0.0,0,0.0,0,0.0,15047
15,48,290,11,3.79,0,0.0,0,0.0,0,0.0,0,0.0,15048
15,49,319,16,5.02,0,0.0,0,0.0,1,0.31,0,0.0,15049
15,50,323,8,2.48,0,0.0,2,0.62,0,0.0,2,0.62,15050
15,51,253,3,1.19,0,0.0,0,0.0,0,0.0,1,0.4,15051
15,52,279,1,0.36,0,0.0,0,0.0,0,0.0,0,0.0,15052
16,1,303,6,1.98,1,0.33,0,0.0,0,0.0,0,0.0,16001
16,2,282,4,1.42,0,0.0,0,0.0,0,0.0,1,0.35,16002
16,3,345,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16003
16,4,290,16,5.52,0,0.0,0,0.0,0,0.0,1,0.34,16004
16,5,339,2,0.59,0,0.0,0,0.0,0,0.0,0,0.0,16005
16,6,130,1,0.77,0,0.0,0,0.0,0,0.0,0,0.0,16006
16,7,355,7,1.97,1,0.28,0,0.0,0,0.0,0,0.0,16007
16,8,410,9,2.2,0,0.0,0,0.0,0,0.0,1,0.24,16008
16,9,372,3,0.81,0,0.0,1,0.27,0,0.0,0,0.0,16009
16,10,591,2,0.34,1,0.17,0,0.0,0,0.0,1,0.17,16010
16,11,448,12,2.68,0,0.0,0,0.0,0,0.0,0,0.0,16011
16,12,289,3,1.04,0,0.0,0,0.0,0,0.0,0,0.0,16012
16,13,292,34,11.64,0,0.0,0,0.0,0,0.0,2,0.68,16013
16,14,347,1,0.29,0,0.0,1,0.29,0,0.0,0,0.0,16014
16,15,440,1,0.23,0,0.0,0,0.0,0,0.0,0,0.0,16015
16,16,405,2,0.49,0,0.0,0,0.0,1,0.25,0,0.0,16016
16,17,258,42,16.28,0,0.0,0,0.0,0,0.0,1,0.39,16017
16,18,412,2,0.49,0,0.0,0,0.0,0,0.0,1,0.24,16018
16,19,427,3,0.7,0,0.0,0,0.0,0,0.0,0,0.0,16019
16,20,303,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16020
16,21,315,41,13.02,0,0.0,0,0.0,0,0.0,1,0.32,16021
16,22,326,0,0.0,0,0.0,0,0.0,0,0.0,2,0.61,16022
16,23,352,28,7.95,0,0.0,0,0.0,0,0.0,2,0.57,16023
16,24,220,1,0.45,0,0.0,0,0.0,0,0.0,0,0.0,16024
16,25,272,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16025
16,26,343,2,0.58,0,0.0,0,0.0,0,0.0,0,0.0,16026
16,27,406,1,0.25,0,0.0,1,0.25,0,0.0,0,0.0,16027
16,28,409,1,0.24,0,0.0,0,0.0,0,0.0,1,0.24,16028
16,29,315,3,0.95,0,0.0,0,0.0,0,0.0,0,0.0,16029
16,30,387,2,0.52,0,0.0,0,0.0,0,0.0,0,0.0,16030
16,31,399,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0,16031
16,32,303,47,15.51,0,0.0,0,0.0,0,0.0,2,0.66,16032
16,33,264,1,0.38,0,0.0,0,0.0,0,0.0,0,0.0,16033
16,34,316,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16034
16,35,405,34,8.4,2,0.49,0,0.0,0,0.0,1,0.25,16035
16,36,372,0,0.0,1,0.27,0,0.0,0,0.0,0,0.0,16036
16,37,265,2,0.75,0,0.0,0,0.0,0,0.0,0,0.0,16037
16,38,274,2,0.73,0,0.0,0,0.0,0,0.0,0,0.0,16038
16,39,366,46,12.57,0,0.0,0,0.0,0,0.0,2,0.55,16039
16,40,384,3,0.78,0,0.0,0,0.0,0,0.0,1,0.26,16040
16,41,200,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,16041
16,42,308,31,10.06,2,0.65,0,0.0,1,0.32,1,0.32,16042
16,43,440,2,0.45,1,0.23,0,0.0,0,0.0,0,0.0,16043
16,44,360,12,3.33,1,0.28,1,0.28,1,0.28,0,0.0,16044
17,1,278,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17001
17,2,460,3,0.65,0,0.0,1,0.22,0,0.0,0,0.0,17002
17,3,327,2,0.61,0,0.0,1,0.31,0,0.0,1,0.31,17003
17,4,515,0,0.0,0,0.0,1,0.19,0,0.0,0,0.0,17004
17,5,349,1,0.29,0,0.0,1,0.29,0,0.0,0,0.0,17005
17,6,378,1,0.26,0,0.0,0,0.0,0,0.0,0,0.0,17006
17,7,489,3,0.61,0,0.0,0,0.0,0,0.0,0,0.0,17007
17,8,333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17008
17,9,271,1,0.37,0,0.0,0,0.0,0,0.0,0,0.0,17009
17,10,364,3,0.82,0,0.0,0,0.0,0,0.0,0,0.0,17010
17,11,423,2,0.47,0,0.0,0,0.0,0,0.0,0,0.0,17011
17,12,507,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,17012
17,13,288,3,1.04,0,0.0,0,0.0,0,0.0,1,0.35,17013
17,14,399,2,0.5,1,0.25,0,0.0,2,0.5,0,0.0,17014
17,15,474,4,0.84,0,0.0,0,0.0,0,0.0,1,0.21,17015
17,16,380,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17016
17,17,343,0,0.0,1,0.29,0,0.0,0,0.0,0,0.0,17017
17,18,413,2,0.48,0,0.0,0,0.0,1,0.24,0,0.0,17018
17,19,207,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17019
17,20,393,2,0.51,0,0.0,0,0.0,0,0.0,0,0.0,17020
17,21,415,3,0.72,0,0.0,0,0.0,0,0.0,0,0.0,17021
17,22,410,2,0.49,2,0.49,0,0.0,0,0.0,1,0.24,17022
17,23,275,3,1.09,0,0.0,0,0.0,1,0.36,0,0.0,17023
17,24,442,5,1.13,0,0.0,1,0.23,0,0.0,0,0.0,17024
17,25,323,0,0.0,0,0.0,0,0.0,0,0.0,1,0.31,17025
17,26,490,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17026
17,27,525,1,0.19,0,0.0,0,0.0,0,0.0,0,0.0,17027
17,28,346,2,0.58,1,0.29,0,0.0,0,0.0,1,0.29,17028
17,29,403,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,17029
17,30,442,1,0.23,0,0.0,0,0.0,0,0.0,0,0.0,17030
17,31,360,3,0.83,3,0.83,1,0.28,0,0.0,1,0.28,17031
17,32,444,1,0.23,0,0.0,0,0.0,0,0.0,1,0.23,17032
17,33,308,0,0.0,0,0.0,0,0.0,1,0.32,0,0.0,17033
17,34,333,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,17034
17,35,241,4,1.66,0,0.0,0,0.0,0,0.0,0,0.0,17035
17,36,257,2,0.78,0,0.0,0,0.0,1,0.39,0,0.0,17036
17,37,352,1,0.28,0,0.0,0,0.0,0,0.0,0,0.0,17037
17,38,434,1,0.23,2,0.46,0,0.0,0,0.0,1,0.23,17038
17,39,332,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,17039
17,40,363,1,0.28,1,0.28,0,0.0,0,0.0,0,0.0,17040
17,41,309,1,0.32,0,0.0,0,0.0,0,0.0,0,0.0,17041
17,42,324,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17042
17,43,351,1,0.28,0,0.0,0,0.0,0,0.0,0,0.0,17043
17,44,299,1,0.33,0,0.0,0,0.0,0,0.0,0,0.0,17044
17,45,288,2,0.69,0,0.0,0,0.0,0,0.0,1,0.35,17045
17,46,413,1,0.24,1,0.24,0,0.0,0,0.0,1,0.24,17046
17,47,244,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17047
17,48,471,5,1.06,0,0.0,0,0.0,0,0.0,0,0.0,17048
17,49,280,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17049
17,50,478,2,0.42,0,0.0,1,0.21,0,0.0,0,0.0,17050
17,51,466,3,0.64,0,0.0,1,0.21,0,0.0,0,0.0,17051
17,52,531,3,0.56,0,0.0,0,0.0,1,0.19,0,0.0,17052
17,53,338,3,0.89,0,0.0,0,0.0,0,0.0,0,0.0,17053
17,54,398,2,0.5,1,0.25,0,0.0,0,0.0,0,0.0,17054
17,55,342,2,0.58,0,0.0,0,0.0,0,0.0,0,0.0,17055
17,56,395,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17056
17,57,442,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17057
17,58,327,2,0.61,0,0.0,1,0.31,0,0.0,1,0.31,17058
17,59,234,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17059
17,60,466,4,0.86,3,0.64,0,0.0,0,0.0,0,0.0,17060
17,61,342,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17061
17,62,353,0,0.0,0,0.0,0,0.0,0,0.0,3,0.85,17062
17,63,382,2,0.52,0,0.0,1,0.26,0,0.0,0,0.0,17063
17,64,304,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,17064
18,1,246,11,4.47,0,0.0,0,0.0,0,0.0,1,0.41,18001
18,2,414,25,6.04,0,0.0,0,0.0,1,0.24,0,0.0,18002
18,3,324,117,36.11,0,0.0,0,0.0,0,0.0,2,0.62,18003
18,4,443,16,3.61,0,0.0,0,0.0,0,0.0,0,0.0,18004
18,5,480,3,0.63,0,0.0,0,0.0,0,0.0,1,0.21,18005
18,6,363,127,34.99,0,0.0,1,0.28,0,0.0,2,0.55,18006
18,7,414,55,13.29,0,0.0,1,0.24,0,0.0,3,0.72,18007
18,8,208,6,2.88,0,0.0,1,0.48,0,0.0,0,0.0,18008
18,9,453,24,5.3,0,0.0,0,0.0,0,0.0,1,0.22,18009
18,10,601,16,2.66,0,0.0,0,0.0,0,0.0,1,0.17,18010
18,11,417,56,13.43,2,0.48,0,0.0,0,0.0,3,0.72,18011
18,12,499,29,5.81,0,0.0,0,0.0,2,0.4,0,0.0,18012
18,13,521,27,5.18,1,0.19,1,0.19,0,0.0,1,0.19,18013
18,14,472,14,2.97,1,0.21,0,0.0,0,0.0,0,0.0,18014
18,15,251,55,21.91,0,0.0,0,0.0,0,0.0,2,0.8,18015
18,16,499,10,2.0,1,0.2,0,0.0,0,0.0,1,0.2,18016
18,17,418,29,6.94,2,0.48,0,0.0,0,0.0,0,0.0,18017
18,18,397,7,1.76,0,0.0,0,0.0,0,0.0,0,0.0,18018
18,19,493,2,0.41,0,0.0,0,0.0,0,0.0,0,0.0,18019
18,20,435,2,0.46,2,0.46,0,0.0,0,0.0,2,0.46,18020
18,21,601,30,4.99,0,0.0,0,0.0,0,0.0,1,0.17,18021
18,22,525,18,3.43,0,0.0,0,0.0,0,0.0,0,0.0,18022
18,23,414,12,2.9,0,0.0,0,0.0,0,0.0,0,0.0,18023
18,24,463,3,0.65,1,0.22,0,0.0,0,0.0,0,0.0,18024
18,25,453,4,0.88,0,0.0,1,0.22,1,0.22,0,0.0,18025
18,26,337,10,2.97,0,0.0,0,0.0,0,0.0,3,0.89,18026
18,27,502,30,5.98,0,0.0,0,0.0,0,0.0,0,0.0,18027
18,28,366,147,40.16,0,0.0,0,0.0,0,0.0,4,1.09,18028
18,29,445,77,17.3,1,0.22,1,0.22,1,0.22,1,0.22,18029
18,30,399,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,18030
18,31,463,22,4.75,0,0.0,1,0.22,0,0.0,0,0.0,18031
18,32,527,3,0.57,0,0.0,0,0.0,0,0.0,0,0.0,18032
18,33,418,3,0.72,0,0.0,0,0.0,0,0.0,1,0.24,18033
18,34,525,36,6.86,0,0.0,0,0.0,0,0.0,0,0.0,18034
18,35,527,29,5.5,0,0.0,0,0.0,0,0.0,1,0.19,18035
18,36,326,46,14.11,0,0.0,0,0.0,0,0.0,4,1.23,18036
18,37,364,13,3.57,1,0.27,0,0.0,0,0.0,0,0.0,18037
18,38,490,2,0.41,0,0.0,0,0.0,0,0.0,0,0.0,18038
18,39,462,18,3.9,0,0.0,0,0.0,0,0.0,1,0.22,18039
18,40,507,14,2.76,0,0.0,0,0.0,0,0.0,1,0.2,18040
18,41,420,127,30.24,1,0.24,1,0.24,0,0.0,4,0.95,18041
18,42,393,37,9.41,0,0.0,1,0.25,0,0.0,0,0.0,18042
18,43,381,49,12.86,0,0.0,0,0.0,0,0.0,4,1.05,18043
18,44,306,21,6.86,1,0.33,1,0.33,0,0.0,1,0.33,18044
18,45,427,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18045
18,46,475,2,0.42,0,0.0,0,0.0,0,0.0,0,0.0,18046
18,47,477,19,3.98,0,0.0,0,0.0,0,0.0,0,0.0,18047
18,48,280,74,26.43,3,1.07,0,0.0,0,0.0,2,0.71,18048
18,49,409,9,2.2,0,0.0,0,0.0,0,0.0,1,0.24,18049
18,50,509,19,3.73,0,0.0,0,0.0,0,0.0,1,0.2,18050
18,51,566,1,0.18,0,0.0,0,0.0,0,0.0,1,0.18,18051
18,52,470,1,0.21,0,0.0,0,0.0,1,0.21,0,0.0,18052
18,53,368,3,0.82,0,0.0,0,0.0,0,0.0,0,0.0,18053
18,54,488,7,1.43,0,0.0,0,0.0,0,0.0,0,0.0,18054
18,55,404,153,37.87,2,0.5,0,0.0,0,0.0,3,0.74,18055
18,56,466,43,9.23,0,0.0,0,0.0,0,0.0,2,0.43,18056
18,57,355,30,8.45,0,0.0,0,0.0,0,0.0,0,0.0,18057
18,58,506,3,0.59,0,0.0,0,0.0,0,0.0,0,0.0,18058
18,59,361,5,1.39,1,0.28,0,0.0,0,0.0,0,0.0,18059
18,60,552,1,0.18,0,0.0,0,0.0,0,0.0,0,0.0,18060
18,61,414,4,0.97,0,0.0,0,0.0,0,0.0,0,0.0,18061
18,62,333,49,14.71,0,0.0,0,0.0,0,0.0,2,0.6,18062
19,1,470,209,44.47,0,0.0,0,0.0,0,0.0,1,0.21,19001
19,2,417,76,18.23,0,0.0,0,0.0,0,0.0,0,0.0,19002
19,3,405,254,62.72,1,0.25,0,0.0,0,0.0,4,0.99,19003
19,4,410,221,53.9,0,0.0,1,0.24,0,0.0,3,0.73,19004
19,5,488,81,16.6,1,0.2,1,0.2,0,0.0,1,0.2,19005
19,6,425,198,46.59,1,0.24,0,0.0,0,0.0,3,0.71,19006
19,7,455,169,37.14,2,0.44,2,0.44,0,0.0,1,0.22,19007
19,8,408,233,57.11,2,0.49,2,0.49,0,0.0,5,1.23,19008
19,9,358,205,57.26,1,0.28,0,0.0,0,0.0,0,0.0,19009
19,10,616,142,23.05,1,0.16,2,0.32,1,0.16,0,0.0,19010
19,11,525,317,60.38,1,0.19,1,0.19,0,0.0,5,0.95,19011
19,12,457,271,59.3,0,0.0,3,0.66,0,0.0,4,0.88,19012
19,13,392,19,4.85,0,0.0,1,0.26,0,0.0,0,0.0,19013
19,14,288,158,54.86,0,0.0,1,0.35,0,0.0,2,0.69,19014
19,15,426,227,53.29,1,0.23,2,0.47,0,0.0,10,2.35,19015
19,16,538,296,55.02,1,0.19,0,0.0,0,0.0,0,0.0,19016
19,17,476,218,45.8,1,0.21,2,0.42,0,0.0,9,1.89,19017
19,18,515,136,26.41,1,0.19,3,0.58,0,0.0,2,0.39,19018
19,19,499,139,27.86,2,0.4,0,0.0,0,0.0,4,0.8,19019
19,20,452,59,13.05,0,0.0,1,0.22,0,0.0,2,0.44,19020
19,21,360,176,48.89,2,0.56,0,0.0,0,0.0,5,1.39,19021
19,22,531,180,33.9,0,0.0,0,0.0,0,0.0,1,0.19,19022
19,23,526,231,43.92,2,0.38,1,0.19,0,0.0,6,1.14,19023
19,24,395,240,60.76,0,0.0,2,0.51,0,0.0,4,1.01,19024
19,25,536,194,36.19,1,0.19,6,1.12,1,0.19,4,0.75,19025
19,26,522,175,33.52,2,0.38,6,1.15,1,0.19,3,0.57,19026
19,27,362,44,12.15,0,0.0,2,0.55,1,0.28,2,0.55,19027
19,28,527,25,4.74,0,0.0,0,0.0,0,0.0,2,0.38,19028
19,29,376,211,56.12,2,0.53,3,0.8,0,0.0,2,0.53,19029
19,30,438,225,51.37,5,1.14,3,0.68,0,0.0,3,0.68,19030
19,31,446,163,36.55,1,0.22,1,0.22,0,0.0,1,0.22,19031
19,32,502,230,45.82,2,0.4,0,0.0,0,0.0,6,1.2,19032
19,33,523,307,58.7,0,0.0,1,0.19,0,0.0,1,0.19,19033
19,34,468,129,27.56,0,0.0,1,0.21,0,0.0,3,0.64,19034
19,35,430,118,27.44,2,0.47,1,0.23,0,0.0,0,0.0,19035
19,36,737,76,10.31,3,0.41,4,0.54,0,0.0,2,0.27,19036
19,37,487,80,16.43,2,0.41,2,0.41,2,0.41,0,0.0,19037
19,38,511,61,11.94,1,0.2,1,0.2,1,0.2,4,0.78,19038
19,39,298,12,4.03,0,0.0,0,0.0,0,0.0,0,0.0,19039
19,40,519,134,25.82,1,0.19,5,0.96,0,0.0,3,0.58,19040
19,41,362,194,53.59,2,0.55,1,0.28,0,0.0,3,0.83,19041
19,42,542,78,14.39,1,0.18,1,0.18,0,0.0,4,0.74,19042
19,43,611,9,1.47,0,0.0,1,0.16,1,0.16,0,0.0,19043
19,44,460,286,62.17,0,0.0,0,0.0,0,0.0,4,0.87,19044
19,45,484,222,45.87,2,0.41,1,0.21,1,0.21,3,0.62,19045
19,46,569,277,48.68,0,0.0,0,0.0,1,0.18,5,0.88,19046
19,47,348,55,15.8,1,0.29,1,0.29,0,0.0,1,0.29,19047
19,48,428,5,1.17,0,0.0,0,0.0,0,0.0,0,0.0,19048
19,49,585,60,10.26,0,0.0,1,0.17,0,0.0,1,0.17,19049
19,50,643,4,0.62,0,0.0,0,0.0,0,0.0,0,0.0,19050
19,51,366,193,52.73,0,0.0,0,0.0,0,0.0,1,0.27,19051
19,52,387,193,49.87,1,0.26,0,0.0,0,0.0,8,2.07,19052
19,53,456,182,39.91,1,0.22,4,0.88,0,0.0,2,0.44,19053
19,54,426,241,56.57,1,0.23,3,0.7,0,0.0,2,0.47,19054
19,55,408,218,53.43,0,0.0,0,0.0,0,0.0,4,0.98,19055
19,56,549,142,25.87,0,0.0,1,0.18,1,0.18,1,0.18,19056
19,57,544,123,22.61,0,0.0,0,0.0,0,0.0,1,0.18,19057
19,58,485,292,60.21,1,0.21,0,0.0,2,0.41,5,1.03,19058
19,59,467,248,53.1,0,0.0,0,0.0,0,0.0,3,0.64,19059
19,60,440,10,2.27,1,0.23,3,0.68,0,0.0,1,0.23,19060
19,61,568,212,37.32,1,0.18,6,1.06,0,0.0,3,0.53,19061
19,62,466,170,36.48,0,0.0,4,0.86,0,0.0,5,1.07,19062
19,63,328,43,13.11,1,0.3,0,0.0,0,0.0,3,0.91,19063
19,64,585,132,22.56,1,0.17,1,0.17,1,0.17,3,0.51,19064
19,65,354,54,15.25,1,0.28,0,0.0,0,0.0,0,0.0,19065
19,66,563,11,1.95,0,0.0,0,0.0,0,0.0,0,0.0,19066
20,1,435,4,0.92,1,0.23,0,0.0,0,0.0,0,0.0,20001
20,2,376,1,0.27,1,0.27,1,0.27,0,0.0,0,0.0,20002
20,3,385,1,0.26,1,0.26,0,0.0,0,0.0,0,0.0,20003
20,4,330,19,5.76,0,0.0,0,0.0,0,0.0,1,0.3,20004
20,5,290,1,0.34,0,0.0,1,0.34,0,0.0,0,0.0,20005
20,6,523,1,0.19,0,0.0,0,0.0,0,0.0,0,0.0,20006
20,7,157,0,0.0,1,0.64,0,0.0,0,0.0,0,0.0,20007
20,8,112,21,18.75,0,0.0,0,0.0,0,0.0,1,0.89,20008
20,9,466,6,1.29,0,0.0,0,0.0,0,0.0,0,0.0,20009
20,10,361,2,0.55,0,0.0,1,0.28,0,0.0,1,0.28,20010
20,11,341,1,0.29,0,0.0,0,0.0,0,0.0,0,0.0,20011
20,12,272,2,0.74,0,0.0,0,0.0,1,0.37,0,0.0,20012
20,13,352,0,0.0,0,0.0,1,0.28,1,0.28,0,0.0,20013
20,14,559,5,0.89,1,0.18,0,0.0,0,0.0,0,0.0,20014
20,15,359,38,10.58,0,0.0,0,0.0,0,0.0,1,0.28,20015
20,16,511,11,2.15,2,0.39,1,0.2,0,0.0,1,0.2,20016
20,17,328,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0,20017
20,18,310,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20018
20,19,347,2,0.58,1,0.29,0,0.0,1,0.29,0,0.0,20019
20,20,245,1,0.41,0,0.0,0,0.0,0,0.0,0,0.0,20020
20,21,209,22,10.53,0,0.0,1,0.48,1,0.48,2,0.96,20021
20,22,522,8,1.53,1,0.19,1,0.19,2,0.38,0,0.0,20022
20,23,597,2,0.34,0,0.0,1,0.17,0,0.0,1,0.17,20023
20,24,477,7,1.47,1,0.21,0,0.0,0,0.0,1,0.21,20024
20,25,334,4,1.2,0,0.0,0,0.0,0,0.0,0,0.0,20025
20,26,360,7,1.94,0,0.0,0,0.0,0,0.0,1,0.28,20026
20,27,352,1,0.28,0,0.0,0,0.0,0,0.0,0,0.0,20027
20,28,434,2,0.46,0,0.0,0,0.0,0,0.0,0,0.0,20028
20,29,479,8,1.67,1,0.21,0,0.0,0,0.0,1,0.21,20029
20,30,373,3,0.8,0,0.0,0,0.0,0,0.0,0,0.0,20030
20,31,477,4,0.84,0,0.0,0,0.0,0,0.0,0,0.0,20031
20,32,394,12,3.05,2,0.51,0,0.0,0,0.0,1,0.25,20032
20,33,498,3,0.6,0,0.0,0,0.0,0,0.0,0,0.0,20033
20,34,569,14,2.46,1,0.18,5,0.88,1,0.18,2,0.35,20034
20,35,295,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20035
20,36,365,2,0.55,0,0.0,0,0.0,0,0.0,0,0.0,20036
20,37,452,3,0.66,1,0.22,0,0.0,0,0.0,0,0.0,20037
20,38,79,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20038
20,39,396,3,0.76,0,0.0,0,0.0,0,0.0,0,0.0,20039
20,40,321,1,0.31,0,0.0,1,0.31,0,0.0,0,0.0,20040
20,41,158,18,11.39,0,0.0,0,0.0,0,0.0,1,0.63,20041
20,42,441,1,0.23,2,0.45,0,0.0,0,0.0,0,0.0,20042
20,43,113,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,20043
20,44,427,5,1.17,2,0.47,0,0.0,0,0.0,0,0.0,20044
20,45,269,4,1.49,0,0.0,0,0.0,1,0.37,0,0.0,20045
20,46,399,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,20046
20,47,353,2,0.57,0,0.0,0,0.0,0,0.0,0,0.0,20047
20,48,170,1,0.59,0,0.0,0,0.0,0,0.0,0,0.0,20048
20,49,302,3,0.99,0,0.0,0,0.0,0,0.0,1,0.33,20049
20,50,261,1,0.38,0,0.0,0,0.0,0,0.0,0,0.0,20050
21,1,605,4,0.66,0,0.0,0,0.0,0,0.0,0,0.0,21001
