ward,precinct,total,John McCain & Sarah Palin,John McCain & Sarah Palin Percent,Cynthia McKinney & Rosa Clemente,Cynthia McKinney & Rosa Clemente Percent,Bob Barr & Wayne A. Root,Bob Barr & Wayne A. Root Percent,Charles O. Baldwin & Darrell L. Castle,Charles O. Baldwin & Darrell L. Castle Percent,Ralph Nader & Matt Gonzalez,Ralph Nader & Matt Gonzalez Percent,precinct_id
34,59,507,3,0.59,1,0.2,0,0.0,0,0.0,0,0.0,34059
34,60,527,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34060
34,61,404,2,0.5,1,0.25,0,0.0,0,0.0,0,0.0,34061
35,1,554,95,17.15,3,0.54,6,1.08,0,0.0,3,0.54,35001
35,2,395,43,10.89,2,0.51,0,0.0,0,0.0,4,1.01,35002
35,3,510,56,10.98,6,1.18,5,0.98,1,0.2,2,0.39,35003
35,4,500,110,22.0,0,0.0,3,0.6,1,0.2,3,0.6,35004
35,5,453,45,9.93,6,1.32,0,0.0,0,0.0,3,0.66,35005
35,6,479,68,14.2,4,0.84,1,0.21,1,0.21,0,0.0,35006
35,7,593,74,12.48,1,0.17,2,0.34,0,0.0,1,0.17,35007
35,8,443,32,7.22,2,0.45,3,0.68,1,0.23,4,0.9,35008
35,9,537,56,10.43,5,0.93,2,0.37,4,0.74,1,0.19,35009
35,10,511,67,13.11,5,0.98,3,0.59,0,0.0,6,1.17,35010
35,11,519,78,15.03,5,0.96,3,0.58,0,0.0,2,0.39,35011
35,12,569,61,10.72,3,0.53,2,0.35,2,0.35,5,0.88,35012
35,13,186,26,13.98,0,0.0,0,0.0,0,0.0,0,0.0,35013
35,14,576,41,7.12,4,0.69,0,0.0,0,0.0,1,0.17,35014
35,15,439,56,12.76,6,1.37,2,0.46,1,0.23,6,1.37,35015
35,16,558,46,8.24,7,1.25,5,0.9,0,0.0,4,0.72,35016
35,17,603,68,11.28,3,0.5,5,0.83,0,0.0,2,0.33,35017
35,18,591,83,14.04,3,0.51,3,0.51,0,0.0,4,0.68,35018
35,19,518,35,6.76,3,0.58,0,0.0,0,0.0,2,0.39,35019
35,20,514,61,11.87,3,0.58,1,0.19,3,0.58,4,0.78,35020
35,21,469,69,14.71,7,1.49,0,0.0,0,0.0,5,1.07,35021
35,22,183,26,14.21,1,0.55,0,0.0,0,0.0,0,0.0,35022
35,23,312,33,10.58,1,0.32,1,0.32,0,0.0,0,0.0,35023
35,24,305,70,22.95,0,0.0,0,0.0,0,0.0,1,0.33,35024
35,25,565,53,9.38,7,1.24,3,0.53,1,0.18,4,0.71,35025
35,26,592,93,15.71,1,0.17,0,0.0,0,0.0,3,0.51,35026
35,27,543,73,13.44,2,0.37,2,0.37,0,0.0,3,0.55,35027
35,28,633,48,7.58,6,0.95,7,1.11,0,0.0,6,0.95,35028
35,29,567,73,12.87,5,0.88,2,0.35,1,0.18,4,0.71,35029
35,30,649,61,9.4,13,2.0,3,0.46,0,0.0,7,1.08,35030
35,31,332,24,7.23,2,0.6,5,1.51,1,0.3,3,0.9,35031
35,32,275,27,9.82,0,0.0,0,0.0,0,0.0,1,0.36,35032
35,33,417,73,17.51,0,0.0,1,0.24,0,0.0,5,1.2,35033
35,34,498,56,11.24,7,1.41,6,1.2,1,0.2,1,0.2,35034
35,35,437,48,10.98,3,0.69,0,0.0,0,0.0,3,0.69,35035
35,36,423,64,15.13,2,0.47,2,0.47,0,0.0,1,0.24,35036
36,1,385,95,24.68,0,0.0,2,0.52,0,0.0,2,0.52,36001
36,2,360,81,22.5,2,0.56,1,0.28,0,0.0,3,0.83,36002
36,3,526,74,14.07,1,0.19,0,0.0,0,0.0,1,0.19,36003
36,4,311,46,14.79,0,0.0,0,0.0,0,0.0,2,0.64,36004
36,5,294,139,47.28,0,0.0,0,0.0,0,0.0,2,0.68,36005
36,6,409,111,27.14,2,0.49,0,0.0,0,0.0,2,0.49,36006
36,7,299,121,40.47,0,0.0,3,1.0,0,0.0,0,0.0,36007
36,8,368,147,39.95,2,0.54,0,0.0,0,0.0,3,0.82,36008
36,9,379,120,31.66,0,0.0,0,0.0,0,0.0,1,0.26,36009
36,10,271,91,33.58,2,0.74,2,0.74,0,0.0,1,0.37,36010
36,11,433,185,42.73,2,0.46,0,0.0,0,0.0,2,0.46,36011
36,12,279,100,35.84,0,0.0,0,0.0,0,0.0,4,1.43,36012
36,13,490,142,28.98,0,0.0,0,0.0,3,0.61,2,0.41,36013
36,14,427,120,28.1,1,0.23,0,0.0,0,0.0,3,0.7,36014
36,15,394,99,25.13,1,0.25,1,0.25,1,0.25,2,0.51,36015
36,16,546,117,21.43,2,0.37,0,0.0,0,0.0,1,0.18,36016
36,17,323,169,52.32,0,0.0,0,0.0,1,0.31,2,0.62,36017
36,18,432,216,50.0,2,0.46,0,0.0,0,0.0,1,0.23,36018
36,19,478,95,19.87,0,0.0,1,0.21,0,0.0,0,0.0,36019
36,20,525,152,28.95,0,0.0,3,0.57,2,0.38,2,0.38,36020
36,21,610,242,39.67,0,0.0,2,0.33,1,0.16,1,0.16,36021
36,22,539,165,30.61,0,0.0,2,0.37,2,0.37,2,0.37,36022
36,23,183,25,13.66,0,0.0,0,0.0,0,0.0,0,0.0,36023
36,24,451,31,6.87,0,0.0,0,0.0,0,0.0,0,0.0,36024
36,25,272,100,36.76,0,0.0,0,0.0,0,0.0,1,0.37,36025
36,26,419,170,40.57,2,0.48,1,0.24,0,0.0,2,0.48,36026
36,27,200,85,42.5,0,0.0,1,0.5,1,0.5,1,0.5,36027
36,28,404,135,33.42,2,0.5,0,0.0,0,0.0,3,0.74,36028
36,29,340,123,36.18,1,0.29,1,0.29,0,0.0,2,0.59,36029
36,30,449,190,42.32,2,0.45,2,0.45,0,0.0,2,0.45,36030
36,31,390,129,33.08,1,0.26,2,0.51,0,0.0,3,0.77,36031
36,32,395,147,37.22,0,0.0,0,0.0,0,0.0,1,0.25,36032
36,33,305,60,19.67,2,0.66,1,0.33,0,0.0,3,0.98,36033
36,34,291,140,48.11,1,0.34,0,0.0,0,0.0,1,0.34,36034
36,35,432,164,37.96,1,0.23,1,0.23,0,0.0,3,0.69,36035
36,36,345,85,24.64,1,0.29,0,0.0,0,0.0,2,0.58,36036
36,37,361,135,37.4,1,0.28,0,0.0,2,0.55,4,1.11,36037
36,38,219,71,32.42,2,0.91,1,0.46,0,0.0,2,0.91,36038
36,39,373,145,38.87,2,0.54,0,0.0,2,0.54,4,1.07,36039
36,40,464,170,36.64,1,0.22,1,0.22,0,0.0,0,0.0,36040
36,41,345,100,28.99,3,0.87,0,0.0,0,0.0,2,0.58,36041
36,42,347,118,34.01,1,0.29,2,0.58,0,0.0,2,0.58,36042
36,43,325,72,22.15,4,1.23,1,0.31,0,0.0,1,0.31,36043
36,44,402,77,19.15,1,0.25,0,0.0,0,0.0,5,1.24,36044
36,45,377,78,20.69,1,0.27,0,0.0,0,0.0,2,0.53,36045
36,46,300,115,38.33,0,0.0,1,0.33,0,0.0,0,0.0,36046
36,47,262,106,40.46,0,0.0,1,0.38,0,0.0,2,0.76,36047
36,48,337,112,33.23,0,0.0,1,0.3,3,0.89,3,0.89,36048
36,49,501,192,38.32,0,0.0,1,0.2,4,0.8,2,0.4,36049
36,50,318,112,35.22,0,0.0,2,0.63,0,0.0,6,1.89,36050
36,51,428,91,21.26,1,0.23,0,0.0,1,0.23,2,0.47,36051
36,52,458,90,19.65,1,0.22,1,0.22,0,0.0,1,0.22,36052
36,53,261,60,22.99,1,0.38,0,0.0,0,0.0,0,0.0,36053
36,54,513,47,9.16,1,0.19,0,0.0,0,0.0,0,0.0,36054
36,55,497,139,27.97,1,0.2,4,0.8,0,0.0,1,0.2,36055
37,1,331,32,9.67,1,0.3,0,0.0,0,0.0,0,0.0,37001
37,2,477,22,4.61,0,0.0,0,0.0,1,0.21,2,0.42,37002
37,3,370,8,2.16,0,0.0,0,0.0,0,0.0,0,0.0,37003
37,4,551,12,2.18,0,0.0,1,0.18,0,0.0,0,0.0,37004
37,5,549,6,1.09,0,0.0,0,0.0,4,0.73,0,0.0,37005
37,6,546,3,0.55,0,0.0,0,0.0,0,0.0,0,0.0,37006
37,7,590,3,0.51,0,0.0,0,0.0,0,0.0,0,0.0,37007
37,8,525,11,2.1,1,0.19,0,0.0,0,0.0,1,0.19,37008
37,9,486,10,2.06,2,0.41,0,0.0,0,0.0,0,0.0,37009
37,10,426,19,4.46,0,0.0,0,0.0,0,0.0,1,0.23,37010
37,11,218,26,11.93,1,0.46,0,0.0,0,0.0,2,0.92,37011
37,12,434,18,4.15,0,0.0,0,0.0,0,0.0,1,0.23,37012
37,13,473,19,4.02,0,0.0,0,0.0,0,0.0,2,0.42,37013
37,14,591,4,0.68,0,0.0,0,0.0,1,0.17,0,0.0,37014
37,15,516,2,0.39,0,0.0,0,0.0,0,0.0,0,0.0,37015
37,16,464,7,1.51,0,0.0,1,0.22,0,0.0,0,0.0,37016
37,17,480,1,0.21,0,0.0,0,0.0,0,0.0,0,0.0,37017
37,18,515,3,0.58,1,0.19,0,0.0,1,0.19,0,0.0,37018
37,19,400,50,12.5,0,0.0,0,0.0,0,0.0,0,0.0,37019
37,20,510,4,0.78,1,0.2,0,0.0,0,0.0,0,0.0,37020
37,21,515,1,0.19,0,0.0,0,0.0,0,0.0,0,0.0,37021
37,22,370,8,2.16,0,0.0,0,0.0,0,0.0,0,0.0,37022
37,23,382,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,37023
37,24,522,8,1.53,0,0.0,2,0.38,0,0.0,0,0.0,37024
37,25,555,4,0.72,3,0.54,0,0.0,0,0.0,0,0.0,37025
37,26,540,7,1.3,1,0.19,0,0.0,0,0.0,0,0.0,37026
37,27,548,2,0.36,0,0.0,0,0.0,0,0.0,0,0.0,37027
37,28,503,12,2.39,1,0.2,0,0.0,0,0.0,0,0.0,37028
37,29,562,2,0.36,1,0.18,0,0.0,0,0.0,0,0.0,37029
37,30,307,7,2.28,0,0.0,0,0.0,0,0.0,0,0.0,37030
37,31,461,10,2.17,0,0.0,0,0.0,0,0.0,1,0.22,37031
37,32,510,2,0.39,0,0.0,2,0.39,1,0.2,0,0.0,37032
37,33,471,2,0.42,0,0.0,0,0.0,0,0.0,0,0.0,37033
37,34,500,5,1.0,0,0.0,0,0.0,0,0.0,0,0.0,37034
37,35,490,4,0.82,0,0.0,0,0.0,0,0.0,0,0.0,37035
37,36,504,3,0.6,0,0.0,0,0.0,0,0.0,1,0.2,37036
37,37,465,3,0.65,0,0.0,0,0.0,0,0.0,0,0.0,37037
37,38,565,3,0.53,1,0.18,0,0.0,0,0.0,0,0.0,37038
37,39,443,57,12.87,2,0.45,0,0.0,0,0.0,3,0.68,37039
37,40,480,2,0.42,0,0.0,0,0.0,0,0.0,0,0.0,37040
37,41,548,3,0.55,0,0.0,0,0.0,0,0.0,0,0.0,37041
37,42,424,43,10.14,0,0.0,0,0.0,0,0.0,0,0.0,37042
37,43,452,13,2.88,0,0.0,0,0.0,0,0.0,0,0.0,37043
38,1,426,99,23.24,0,0.0,5,1.17,1,0.23,2,0.47,38001
38,2,355,79,22.25,0,0.0,2,0.56,0,0.0,1,0.28,38002
38,3,300,104,34.67,3,1.0,0,0.0,1,0.33,2,0.67,38003
38,4,198,49,24.75,0,0.0,1,0.51,0,0.0,0,0.0,38004
38,5,656,145,22.1,2,0.3,3,0.46,9,1.37,3,0.46,38005
38,6,393,102,25.95,1,0.25,1,0.25,1,0.25,3,0.76,38006
38,7,440,100,22.73,2,0.45,2,0.45,0,0.0,1,0.23,38007
38,8,267,92,34.46,0,0.0,1,0.37,0,0.0,2,0.75,38008
38,9,407,84,20.64,0,0.0,4,0.98,0,0.0,5,1.23,38009
38,10,472,91,19.28,3,0.64,4,0.85,2,0.42,3,0.64,38010
38,11,291,89,30.58,3,1.03,0,0.0,0,0.0,0,0.0,38011
38,12,337,122,36.2,0,0.0,1,0.3,0,0.0,2,0.59,38012
38,13,347,101,29.11,1,0.29,0,0.0,1,0.29,4,1.15,38013
38,14,315,84,26.67,0,0.0,1,0.32,0,0.0,2,0.63,38014
38,15,266,72,27.07,0,0.0,1,0.38,0,0.0,2,0.75,38015
38,16,385,90,23.38,0,0.0,2,0.52,1,0.26,1,0.26,38016
38,17,297,61,20.54,0,0.0,1,0.34,0,0.0,1,0.34,38017
38,18,334,110,32.93,2,0.6,3,0.9,0,0.0,3,0.9,38018
38,19,402,149,37.06,1,0.25,1,0.25,0,0.0,5,1.24,38019
38,20,470,127,27.02,2,0.43,0,0.0,2,0.43,6,1.28,38020
38,21,395,128,32.41,1,0.25,0,0.0,1,0.25,2,0.51,38021
38,22,373,111,29.76,0,0.0,5,1.34,1,0.27,2,0.54,38022
38,23,277,75,27.08,1,0.36,1,0.36,0,0.0,0,0.0,38023
38,24,318,47,14.78,1,0.31,1,0.31,0,0.0,1,0.31,38024
38,25,373,58,15.55,0,0.0,3,0.8,2,0.54,1,0.27,38025
38,26,275,97,35.27,0,0.0,0,0.0,0,0.0,0,0.0,38026
38,27,242,71,29.34,1,0.41,0,0.0,0,0.0,1,0.41,38027
38,28,281,79,28.11,0,0.0,1,0.36,0,0.0,0,0.0,38028
38,29,330,108,32.73,2,0.61,0,0.0,0,0.0,0,0.0,38029
38,30,370,91,24.59,4,1.08,0,0.0,0,0.0,5,1.35,38030
38,31,480,101,21.04,1,0.21,1,0.21,0,0.0,4,0.83,38031
38,32,425,124,29.18,2,0.47,1,0.24,0,0.0,3,0.71,38032
38,33,335,78,23.28,1,0.3,0,0.0,0,0.0,3,0.9,38033
38,34,298,55,18.46,0,0.0,0,0.0,0,0.0,3,1.01,38034
38,35,455,130,28.57,1,0.22,1,0.22,1,0.22,2,0.44,38035
38,36,352,98,27.84,3,0.85,1,0.28,0,0.0,2,0.57,38036
38,37,436,98,22.48,4,0.92,2,0.46,0,0.0,1,0.23,38037
38,38,453,183,40.4,0,0.0,2,0.44,2,0.44,5,1.1,38038
38,39,401,98,24.44,1,0.25,0,0.0,3,0.75,2,0.5,38039
38,40,288,86,29.86,2,0.69,0,0.0,1,0.35,4,1.39,38040
38,41,473,115,24.31,0,0.0,2,0.42,0,0.0,5,1.06,38041
38,42,398,133,33.42,2,0.5,0,0.0,0,0.0,7,1.76,38042
38,43,366,106,28.96,0,0.0,2,0.55,0,0.0,4,1.09,38043
38,44,369,100,27.1,2,0.54,0,0.0,0,0.0,4,1.08,38044
38,45,431,127,29.47,0,0.0,1,0.23,1,0.23,2,0.46,38045
38,46,336,98,29.17,2,0.6,1,0.3,0,0.0,1,0.3,38046
38,47,363,100,27.55,0,0.0,1,0.28,0,0.0,5,1.38,38047
38,48,321,79,24.61,0,0.0,2,0.62,0,0.0,4,1.25,38048
38,49,345,127,36.81,1,0.29,0,0.0,0,0.0,2,0.58,38049
38,50,384,125,32.55,0,0.0,0,0.0,0,0.0,5,1.3,38050
38,51,293,78,26.62,0,0.0,1,0.34,0,0.0,2,0.68,38051
38,52,400,101,25.25,0,0.0,0,0.0,0,0.0,4,1.0,38052
38,53,119,14,11.76,0,0.0,0,0.0,0,0.0,2,1.68,38053
39,1,363,150,41.32,3,0.83,0,0.0,0,0.0,0,0.0,39001
39,2,519,223,42.97,1,0.19,1,0.19,1,0.19,0,0.0,39002
39,3,359,143,39.83,0,0.0,1,0.28,0,0.0,1,0.28,39003
39,4,292,112,38.36,0,0.0,2,0.68,0,0.0,3,1.03,39004
39,5,311,90,28.94,1,0.32,0,0.0,0,0.0,4,1.29,39005
39,6,427,157,36.77,1,0.23,0,0.0,0,0.0,4,0.94,39006
39,7,275,60,21.82,1,0.36,3,1.09,1,0.36,1,0.36,39007
39,8,446,104,23.32,1,0.22,1,0.22,1,0.22,1,0.22,39008
39,9,480,118,24.58,3,0.63,2,0.42,2,0.42,6,1.25,39009
39,10,327,51,15.6,1,0.31,2,0.61,3,0.92,4,1.22,39010
39,11,462,126,27.27,2,0.43,0,0.0,0,0.0,6,1.3,39011
39,12,454,57,12.56,4,0.88,0,0.0,0,0.0,1,0.22,39012
39,13,254,41,16.14,2,0.79,0,0.0,0,0.0,6,2.36,39013
39,14,485,77,15.88,2,0.41,3,0.62,0,0.0,4,0.82,39014
39,15,346,162,46.82,1,0.29,1,0.29,0,0.0,2,0.58,39015
39,16,397,77,19.4,1,0.25,2,0.5,0,0.0,2,0.5,39016
39,17,382,91,23.82,2,0.52,3,0.79,0,0.0,3,0.79,39017
39,18,478,119,24.9,0,0.0,2,0.42,0,0.0,4,0.84,39018
39,19,272,68,25.0,0,0.0,0,0.0,0,0.0,5,1.84,39019
39,20,346,136,39.31,0,0.0,1,0.29,1,0.29,2,0.58,39020
39,21,282,65,23.05,0,0.0,0,0.0,0,0.0,1,0.35,39021
39,22,508,96,18.9,1,0.2,3,0.59,1,0.2,3,0.59,39022
39,23,215,33,15.35,0,0.0,1,0.47,0,0.0,0,0.0,39023
39,24,459,68,14.81,0,0.0,2,0.44,0,0.0,2,0.44,39024
39,25,480,108,22.5,1,0.21,2,0.42,1,0.21,4,0.83,39025
39,26,392,170,43.37,3,0.77,1,0.26,0,0.0,0,0.0,39026
39,27,398,67,16.83,3,0.75,0,0.0,3,0.75,4,1.01,39027
39,28,479,88,18.37,2,0.42,1,0.21,0,0.0,6,1.25,39028
39,29,432,76,17.59,2,0.46,0,0.0,1,0.23,5,1.16,39029
39,30,287,41,14.29,2,0.7,0,0.0,0,0.0,1,0.35,39030
39,31,336,77,22.92,0,0.0,1,0.3,1,0.3,5,1.49,39031
39,32,341,95,27.86,0,0.0,2,0.59,0,0.0,0,0.0,39032
39,33,515,153,29.71,3,0.58,3,0.58,0,0.0,1,0.19,39033
39,34,534,105,19.66,4,0.75,2,0.37,0,0.0,8,1.5,39034
39,35,530,111,20.94,2,0.38,2,0.38,0,0.0,0,0.0,39035
39,36,321,105,32.71,0,0.0,0,0.0,0,0.0,2,0.62,39036
39,37,498,166,33.33,0,0.0,2,0.4,0,0.0,2,0.4,39037
39,38,390,120,30.77,1,0.26,1,0.26,0,0.0,1,0.26,39038
39,39,168,39,23.21,1,0.6,0,0.0,0,0.0,2,1.19,39039
39,40,284,121,42.61,0,0.0,1,0.35,1,0.35,3,1.06,39040
39,41,170,56,32.94,1,0.59,0,0.0,0,0.0,0,0.0,39041
39,42,336,159,47.32,1,0.3,0,0.0,0,0.0,4,1.19,39042
39,43,590,128,21.69,4,0.68,4,0.68,1,0.17,3,0.51,39043
39,44,645,104,16.12,4,0.62,4,0.62,0,0.0,3,0.47,39044
39,45,274,53,19.34,0,0.0,0,0.0,0,0.0,2,0.73,39045
39,46,376,72,19.15,0,0.0,1,0.27,0,0.0,3,0.8,39046
39,47,266,105,39.47,0,0.0,1,0.38,0,0.0,0,0.0,39047
40,1,343,69,20.12,3,0.87,3,0.87,0,0.0,2,0.58,40001
40,2,319,55,17.24,0,0.0,1,0.31,0,0.0,3,0.94,40002
40,3,472,43,9.11,2,0.42,1,0.21,1,0.21,3,0.64,40003
40,4,377,47,12.47,3,0.8,1,0.27,0,0.0,5,1.33,40004
40,5,476,76,15.97,0,0.0,0,0.0,0,0.0,3,0.63,40005
40,6,474,50,10.55,5,1.05,2,0.42,2,0.42,3,0.63,40006
40,7,465,31,6.67,7,1.51,2,0.43,1,0.22,2,0.43,40007
40,8,133,36,27.07,1,0.75,0,0.0,0,0.0,0,0.0,40008
40,9,394,74,18.78,0,0.0,0,0.0,1,0.25,2,0.51,40009
40,10,415,102,24.58,2,0.48,2,0.48,0,0.0,3,0.72,40010
40,11,407,42,10.32,3,0.74,2,0.49,0,0.0,2,0.49,40011
40,12,300,32,10.67,0,0.0,0,0.0,0,0.0,1,0.33,40012
40,13,509,56,11.0,2,0.39,0,0.0,0,0.0,5,0.98,40013
40,14,538,89,16.54,0,0.0,0,0.0,0,0.0,7,1.3,40014
40,15,435,87,20.0,1,0.23,1,0.23,0,0.0,1,0.23,40015
40,16,432,123,28.47,2,0.46,0,0.0,2,0.46,1,0.23,40016
40,17,196,49,25.0,0,0.0,0,0.0,0,0.0,1,0.51,40017
40,18,520,69,13.27,2,0.38,0,0.0,1,0.19,2,0.38,40018
40,19,390,64,16.41,3,0.77,2,0.51,0,0.0,2,0.51,40019
40,20,360,72,20.0,1,0.28,2,0.56,0,0.0,3,0.83,40020
40,21,381,50,13.12,3,0.79,0,0.0,0,0.0,1,0.26,40021
40,22,286,43,15.03,0,0.0,0,0.0,0,0.0,1,0.35,40022
40,23,614,69,11.24,4,0.65,1,0.16,1,0.16,3,0.49,40023
40,24,311,85,27.33,1,0.32,1,0.32,0,0.0,2,0.64,40024
40,25,341,70,20.53,0,0.0,1,0.29,0,0.0,3,0.88,40025
40,26,435,37,8.51,3,0.69,1,0.23,1,0.23,3,0.69,40026
40,27,359,45,12.53,0,0.0,0,0.0,0,0.0,0,0.0,40027
40,28,520,38,7.31,2,0.38,3,0.58,2,0.38,4,0.77,40028
40,29,384,108,28.13,1,0.26,2,0.52,0,0.0,1,0.26,40029
40,30,390,114,29.23,1,0.26,2,0.51,0,0.0,4,1.03,40030
40,31,322,103,31.99,1,0.31,1,0.31,1,0.31,3,0.93,40031
40,32,261,57,21.84,0,0.0,1,0.38,0,0.0,1,0.38,40032
40,33,446,58,13.0,2,0.45,1,0.22,0,0.0,1,0.22,40033
40,34,284,60,21.13,1,0.35,0,0.0,0,0.0,3,1.06,40034
40,35,460,107,23.26,1,0.22,2,0.43,0,0.0,1,0.22,40035
40,36,502,84,16.73,2,0.4,3,0.6,0,0.0,1,0.2,40036
40,37,322,40,12.42,0,0.0,0,0.0,2,0.62,3,0.93,40037
40,38,255,48,18.82,1,0.39,0,0.0,0,0.0,0,0.0,40038
40,39,357,78,21.85,0,0.0,1,0.28,0,0.0,3,0.84,40039
40,40,266,50,18.8,0,0.0,1,0.38,1,0.38,1,0.38,40040
40,41,547,58,10.6,3,0.55,3,0.55,0,0.0,3,0.55,40041
40,42,505,85,16.83,1,0.2,3,0.59,0,0.0,2,0.4,40042
40,43,484,68,14.05,4,0.83,0,0.0,0,0.0,5,1.03,40043
40,44,339,68,20.06,0,0.0,3,0.88,1,0.29,1,0.29,40044
40,45,614,103,16.78,1,0.16,1,0.16,1,0.16,3,0.49,40045
40,46,498,90,18.07,1,0.2,2,0.4,2,0.4,2,0.4,40046
40,47,424,29,6.84,3,0.71,3,0.71,0,0.0,3,0.71,40047
40,48,335,70,20.9,1,0.3,1,0.3,0,0.0,3,0.9,40048
40,49,319,76,23.82,0,0.0,0,0.0,0,0.0,5,1.57,40049
41,1,547,276,50.46,3,0.55,2,0.37,0,0.0,3,0.55,41001
41,2,548,270,49.27,0,0.0,1,0.18,0,0.0,5,0.91,41002
41,3,524,220,41.98,1,0.19,0,0.0,1,0.19,2,0.38,41003
41,4,555,237,42.7,0,0.0,6,1.08,2,0.36,1,0.18,41004
41,5,673,274,40.71,1,0.15,3,0.45,1,0.15,7,1.04,41005
41,6,431,187,43.39,0,0.0,1,0.23,1,0.23,3,0.7,41006
41,7,579,261,45.08,3,0.52,1,0.17,1,0.17,2,0.35,41007
41,8,533,247,46.34,1,0.19,1,0.19,2,0.38,4,0.75,41008
41,9,557,238,42.73,1,0.18,1,0.18,1,0.18,5,0.9,41009
41,10,412,198,48.06,0,0.0,1,0.24,1,0.24,1,0.24,41010
41,11,550,237,43.09,3,0.55,4,0.73,2,0.36,5,0.91,41011
41,12,481,194,40.33,1,0.21,1,0.21,1,0.21,6,1.25,41012
41,13,298,143,47.99,0,0.0,1,0.34,0,0.0,1,0.34,41013
41,14,471,191,40.55,1,0.21,2,0.42,0,0.0,1,0.21,41014
41,15,583,235,40.31,2,0.34,0,0.0,3,0.51,2,0.34,41015
41,16,530,204,38.49,2,0.38,4,0.75,0,0.0,4,0.75,41016
41,17,509,219,43.03,3,0.59,1,0.2,0,0.0,4,0.79,41017
41,18,492,197,40.04,0,0.0,1,0.2,1,0.2,7,1.42,41018
41,19,514,218,42.41,0,0.0,2,0.39,0,0.0,2,0.39,41019
41,20,526,248,47.15,0,0.0,3,0.57,1,0.19,3,0.57,41020
41,21,555,236,42.52,0,0.0,1,0.18,0,0.0,3,0.54,41021
41,22,460,214,46.52,2,0.43,2,0.43,0,0.0,2,0.43,41022
41,23,425,174,40.94,0,0.0,0,0.0,0,0.0,1,0.24,41023
41,24,489,262,53.58,0,0.0,2,0.41,0,0.0,2,0.41,41024
41,25,380,112,29.47,0,0.0,1,0.26,2,0.53,1,0.26,41025
41,26,229,118,51.53,0,0.0,0,0.0,0,0.0,4,1.75,41026
41,27,221,72,32.58,2,0.9,0,0.0,0,0.0,1,0.45,41027
41,28,561,163,29.06,3,0.53,3,0.53,2,0.36,5,0.89,41028
41,29,358,115,32.12,1,0.28,0,0.0,0,0.0,4,1.12,41029
41,30,602,243,40.37,0,0.0,2,0.33,0,0.0,0,0.0,41030
41,31,547,220,40.22,2,0.37,0,0.0,1,0.18,2,0.37,41031
41,32,397,209,52.64,0,0.0,0,0.0,1,0.25,1,0.25,41032
41,33,404,187,46.29,1,0.25,0,0.0,0,0.0,4,0.99,41033
41,34,422,210,49.76,0,0.0,0,0.0,0,0.0,2,0.47,41034
41,35,534,249,46.63,0,0.0,2,0.37,0,0.0,2,0.37,41035
41,36,505,242,47.92,0,0.0,2,0.4,0,0.0,2,0.4,41036
41,37,546,262,47.99,0,0.0,2,0.37,1,0.18,3,0.55,41037
41,38,499,218,43.69,0,0.0,1,0.2,3,0.6,6,1.2,41038
41,39,372,162,43.55,1,0.27,2,0.54,0,0.0,3,0.81,41039
41,40,536,272,50.75,3,0.56,0,0.0,0,0.0,7,1.31,41040
41,41,539,226,41.93,1,0.19,0,0.0,1,0.19,4,0.74,41041
41,42,575,272,47.3,3,0.52,2,0.35,0,0.0,3,0.52,41042
41,43,524,228,43.51,1,0.19,0,0.0,1,0.19,3,0.57,41043
41,44,472,192,40.68,1,0.21,1,0.21,0,0.0,5,1.06,41044
41,45,504,174,34.52,1,0.2,2,0.4,0,0.0,4,0.79,41045
41,46,374,167,44.65,0,0.0,1,0.27,0,0.0,2,0.53,41046
41,47,413,197,47.7,0,0.0,2,0.48,0,0.0,0,0.0,41047
41,48,380,128,33.68,0,0.0,0,0.0,0,0.0,2,0.53,41048
41,49,574,303,52.79,0,0.0,1,0.17,0,0.0,6,1.05,41049
41,50,536,218,40.67,2,0.37,2,0.37,0,0.0,2,0.37,41050
41,51,364,137,37.64,0,0.0,1,0.27,0,0.0,2,0.55,41051
41,52,619,284,45.88,1,0.16,5,0.81,1,0.16,5,0.81,41052
41,53,504,222,44.05,1,0.2,0,0.0,0,0.0,3,0.6,41053
41,54,345,125,36.23,1,0.29,0,0.0,0,0.0,1,0.29,41054
41,55,491,210,42.77,1,0.2,3,0.61,0,0.0,4,0.81,41055
41,56,569,249,43.76,1,0.18,0,0.0,0,0.0,6,1.05,41056
41,57,424,188,44.34,2,0.47,1,0.24,0,0.0,2,0.47,41057
42,1,598,170,28.43,0,0.0,1,0.17,0,0.0,1,0.17,42001
42,2,427,81,18.97,0,0.0,6,1.41,0,0.0,1,0.23,42002
42,3,618,149,24.11,2,0.32,3,0.49,1,0.16,2,0.32,42003
42,4,488,164,33.61,2,0.41,7,1.43,1,0.2,1,0.2,42004
42,5,381,93,24.41,0,0.0,1,0.26,0,0.0,4,1.05,42005
42,6,654,200,30.58,1,0.15,2,0.31,1,0.15,1,0.15,42006
42,7,483,143,29.61,1,0.21,0,0.0,0,0.0,3,0.62,42007
42,8,612,174,28.43,0,0.0,2,0.33,0,0.0,1,0.16,42008
42,9,1374,285,20.74,3,0.22,14,1.02,0,0.0,5,0.36,42009
42,10,367,97,26.43,1,0.27,2,0.54,0,0.0,2,0.54,42010
