ward,precinct,total,RAHM EMANUEL,RAHM EMANUEL Percent,WILLIE WILSON,WILLIE WILSON Percent,ROBERT W. FIORETTI,ROBERT W. FIORETTI Percent,JESUS ''CHUY'' GARCIA,JESUS ''CHUY'' GARCIA Percent,"WILLIAM WALLS, III","WILLIAM WALLS, III Percent",precinct_id
18,17,241,75,31.12,45,18.67,22,9.13,85,35.27,14,5.81,18017
18,18,274,119,43.43,65,23.72,20,7.3,55,20.07,15,5.47,18018
18,19,277,132,47.65,53,19.13,12,4.33,65,23.47,15,5.42,18019
18,20,235,111,47.23,51,21.7,4,1.7,56,23.83,13,5.53,18020
18,21,338,120,35.5,45,13.31,27,7.99,114,33.73,32,9.47,18021
18,22,344,136,39.53,76,22.09,13,3.78,89,25.87,30,8.72,18022
18,23,192,66,34.38,35,18.23,13,6.77,64,33.33,14,7.29,18023
18,24,205,91,44.39,7,3.41,11,5.37,92,44.88,4,1.95,18024
18,25,218,77,35.32,9,4.13,32,14.68,99,45.41,1,0.46,18025
18,26,343,121,35.28,74,21.57,21,6.12,103,30.03,24,7.0,18026
18,27,190,76,40.0,47,24.74,14,7.37,46,24.21,7,3.68,18027
18,28,242,93,38.43,15,6.2,30,12.4,99,40.91,5,2.07,18028
18,29,224,93,41.52,38,16.96,8,3.57,82,36.61,3,1.34,18029
18,30,227,105,46.26,4,1.76,20,8.81,94,41.41,4,1.76,18030
18,31,253,71,28.06,45,17.79,13,5.14,106,41.9,18,7.11,18031
18,32,272,127,46.69,55,20.22,11,4.04,57,20.96,22,8.09,18032
18,33,210,72,34.29,69,32.86,5,2.38,49,23.33,15,7.14,18033
18,34,379,155,40.9,76,20.05,27,7.12,109,28.76,12,3.17,18034
18,35,331,153,46.22,51,15.41,10,3.02,94,28.4,23,6.95,18035
18,36,231,101,43.72,24,10.39,23,9.96,74,32.03,9,3.9,18036
18,37,292,103,35.27,43,14.73,20,6.85,102,34.93,24,8.22,18037
18,38,262,112,42.75,50,19.08,10,3.82,68,25.95,22,8.4,18038
18,39,164,58,35.37,31,18.9,4,2.44,55,33.54,16,9.76,18039
18,40,292,109,37.33,23,7.88,20,6.85,131,44.86,9,3.08,18040
18,41,298,122,40.94,54,18.12,19,6.38,81,27.18,22,7.38,18041
18,42,198,75,37.88,38,19.19,11,5.56,63,31.82,11,5.56,18042
18,43,183,58,31.69,7,3.83,18,9.84,99,54.1,1,0.55,18043
18,44,235,87,37.02,11,4.68,29,12.34,106,45.11,2,0.85,18044
18,45,215,57,26.51,22,10.23,15,6.98,114,53.02,7,3.26,18045
18,46,254,83,32.68,9,3.54,30,11.81,128,50.39,4,1.57,18046
18,47,159,58,36.48,44,27.67,7,4.4,42,26.42,8,5.03,18047
18,48,190,77,40.53,53,27.89,9,4.74,41,21.58,10,5.26,18048
18,49,161,59,36.65,38,23.6,5,3.11,50,31.06,9,5.59,18049
18,50,182,80,43.96,41,22.53,8,4.4,45,24.73,8,4.4,18050
19,1,316,162,51.27,6,1.9,48,15.19,98,31.01,2,0.63,19001
19,2,433,201,46.42,44,10.16,34,7.85,142,32.79,12,2.77,19002
19,3,240,93,38.75,11,4.58,41,17.08,92,38.33,3,1.25,19003
19,4,373,137,36.73,11,2.95,95,25.47,127,34.05,3,0.8,19004
19,5,375,174,46.4,28,7.47,24,6.4,140,37.33,9,2.4,19005
19,6,335,97,28.96,8,2.39,75,22.39,154,45.97,1,0.3,19006
19,7,316,148,46.84,11,3.48,37,11.71,117,37.03,3,0.95,19007
19,8,337,120,35.61,10,2.97,61,18.1,145,43.03,1,0.3,19008
19,9,255,128,50.2,4,1.57,42,16.47,79,30.98,2,0.78,19009
19,10,379,179,47.23,25,6.6,27,7.12,136,35.88,12,3.17,19010
19,11,318,120,37.74,15,4.72,58,18.24,121,38.05,4,1.26,19011
19,12,273,88,32.23,6,2.2,84,30.77,95,34.8,0,0.0,19012
19,13,353,131,37.11,60,17.0,28,7.93,102,28.9,32,9.07,19013
19,14,342,167,48.83,22,6.43,34,9.94,109,31.87,10,2.92,19014
19,15,423,145,34.28,8,1.89,99,23.4,164,38.77,7,1.65,19015
19,16,323,146,45.2,5,1.55,69,21.36,103,31.89,0,0.0,19016
19,17,291,116,39.86,7,2.41,45,15.46,122,41.92,1,0.34,19017
19,18,306,121,39.54,13,4.25,34,11.11,135,44.12,3,0.98,19018
19,19,396,168,42.42,29,7.32,43,10.86,149,37.63,7,1.77,19019
19,20,256,105,41.02,18,7.03,27,10.55,97,37.89,9,3.52,19020
19,21,350,147,42.0,25,7.14,68,19.43,107,30.57,3,0.86,19021
19,22,347,143,41.21,27,7.78,43,12.39,132,38.04,2,0.58,19022
19,23,326,166,50.92,11,3.37,40,12.27,106,32.52,3,0.92,19023
19,24,254,112,44.09,7,2.76,36,14.17,99,38.98,0,0.0,19024
19,25,307,135,43.97,28,9.12,36,11.73,98,31.92,10,3.26,19025
19,26,328,175,53.35,23,7.01,37,11.28,90,27.44,3,0.91,19026
19,27,310,124,40.0,32,10.32,19,6.13,123,39.68,12,3.87,19027
19,28,346,139,40.17,65,18.79,24,6.94,102,29.48,16,4.62,19028
19,29,290,93,32.07,8,2.76,58,20.0,125,43.1,6,2.07,19029
19,30,257,103,40.08,4,1.56,54,21.01,96,37.35,0,0.0,19030
19,31,294,124,42.18,9,3.06,45,15.31,111,37.76,5,1.7,19031
19,32,293,125,42.66,7,2.39,52,17.75,108,36.86,1,0.34,19032
19,33,321,113,35.2,9,2.8,70,21.81,126,39.25,3,0.93,19033
19,34,324,162,50.0,8,2.47,35,10.8,114,35.19,5,1.54,19034
19,35,281,136,48.4,15,5.34,24,8.54,101,35.94,5,1.78,19035
19,36,344,152,44.19,38,11.05,31,9.01,97,28.2,26,7.56,19036
19,37,297,116,39.06,25,8.42,29,9.76,118,39.73,9,3.03,19037
19,38,282,119,42.2,23,8.16,24,8.51,100,35.46,16,5.67,19038
19,39,80,34,42.5,17,21.25,4,5.0,22,27.5,3,3.75,19039
19,40,326,142,43.56,18,5.52,39,11.96,120,36.81,7,2.15,19040
19,41,290,105,36.21,6,2.07,58,20.0,121,41.72,0,0.0,19041
19,42,256,98,38.28,29,11.33,17,6.64,102,39.84,10,3.91,19042
19,43,376,182,48.4,69,18.35,16,4.26,91,24.2,18,4.79,19043
19,44,346,143,41.33,6,1.73,77,22.25,119,34.39,1,0.29,19044
19,45,335,141,42.09,4,1.19,57,17.01,130,38.81,3,0.9,19045
19,46,349,182,52.15,10,2.87,45,12.89,111,31.81,1,0.29,19046
19,47,458,171,37.34,47,10.26,53,11.57,171,37.34,16,3.49,19047
19,48,311,131,42.12,69,22.19,14,4.5,80,25.72,17,5.47,19048
19,49,401,167,41.65,47,11.72,20,4.99,146,36.41,21,5.24,19049
19,50,246,78,31.71,9,3.66,37,15.04,119,48.37,3,1.22,19050
19,51,374,187,50.0,12,3.21,41,10.96,132,35.29,2,0.53,19051
19,52,324,107,33.02,9,2.78,67,20.68,140,43.21,1,0.31,19052
19,53,310,132,42.58,12,3.87,43,13.87,116,37.42,7,2.26,19053
19,54,247,88,35.63,6,2.43,56,22.67,95,38.46,2,0.81,19054
19,55,279,101,36.2,7,2.51,62,22.22,107,38.35,2,0.72,19055
19,56,366,183,50.0,29,7.92,46,12.57,95,25.96,13,3.55,19056
19,57,282,111,39.36,28,9.93,21,7.45,112,39.72,10,3.55,19057
20,1,182,74,40.66,37,20.33,4,2.2,57,31.32,10,5.49,20001
20,2,106,52,49.06,28,26.42,2,1.89,13,12.26,11,10.38,20002
20,3,174,82,47.13,33,18.97,6,3.45,47,27.01,6,3.45,20003
20,4,91,34,37.36,27,29.67,6,6.59,18,19.78,6,6.59,20004
20,5,224,73,32.59,67,29.91,13,5.8,60,26.79,11,4.91,20005
20,6,96,43,44.79,24,25.0,2,2.08,22,22.92,5,5.21,20006
20,7,176,69,39.2,43,24.43,11,6.25,42,23.86,11,6.25,20007
20,8,234,112,47.86,60,25.64,8,3.42,43,18.38,11,4.7,20008
20,9,278,119,42.81,56,20.14,9,3.24,77,27.7,17,6.12,20009
20,10,163,72,44.17,39,23.93,5,3.07,35,21.47,12,7.36,20010
20,11,254,98,38.58,61,24.02,13,5.12,65,25.59,17,6.69,20011
20,12,122,50,40.98,34,27.87,6,4.92,27,22.13,5,4.1,20012
20,13,248,109,43.95,77,31.05,4,1.61,48,19.35,10,4.03,20013
20,14,169,86,50.89,42,24.85,2,1.18,30,17.75,9,5.33,20014
20,15,146,26,17.81,5,3.42,3,2.05,107,73.29,5,3.42,20015
20,16,259,102,39.38,51,19.69,12,4.63,85,32.82,9,3.47,20016
20,17,133,59,44.36,25,18.8,5,3.76,38,28.57,6,4.51,20017
20,18,171,78,45.61,47,27.49,6,3.51,26,15.2,14,8.19,20018
20,19,224,95,42.41,62,27.68,5,2.23,44,19.64,18,8.04,20019
20,20,126,28,22.22,16,12.7,4,3.17,78,61.9,0,0.0,20020
20,21,163,63,38.65,46,28.22,5,3.07,40,24.54,9,5.52,20021
20,22,293,124,42.32,49,16.72,14,4.78,84,28.67,22,7.51,20022
20,23,249,100,40.16,70,28.11,7,2.81,56,22.49,16,6.43,20023
20,24,214,85,39.72,37,17.29,9,4.21,71,33.18,12,5.61,20024
20,25,191,66,34.55,62,32.46,7,3.66,40,20.94,16,8.38,20025
20,26,237,94,39.66,41,17.3,12,5.06,75,31.65,15,6.33,20026
20,27,143,54,37.76,51,35.66,4,2.8,25,17.48,9,6.29,20027
20,28,167,64,38.32,51,30.54,6,3.59,38,22.75,8,4.79,20028
20,29,294,125,42.52,98,33.33,5,1.7,47,15.99,19,6.46,20029
20,30,112,55,49.11,25,22.32,3,2.68,20,17.86,9,8.04,20030
20,31,221,99,44.8,65,29.41,6,2.71,42,19.0,9,4.07,20031
20,32,224,108,48.21,64,28.57,1,0.45,41,18.3,10,4.46,20032
20,33,136,63,46.32,28,20.59,3,2.21,38,27.94,4,2.94,20033
20,34,272,77,28.31,49,18.01,12,4.41,125,45.96,9,3.31,20034
20,35,140,56,40.0,39,27.86,5,3.57,32,22.86,8,5.71,20035
20,36,80,34,42.5,29,36.25,2,2.5,13,16.25,2,2.5,20036
20,37,80,31,38.75,18,22.5,0,0.0,20,25.0,11,13.75,20037
20,38,89,41,46.07,23,25.84,2,2.25,18,20.22,5,5.62,20038
20,39,37,8,21.62,14,37.84,2,5.41,11,29.73,2,5.41,20039
21,1,291,135,46.39,49,16.84,15,5.15,73,25.09,19,6.53,21001
21,2,183,84,45.9,52,28.42,6,3.28,35,19.13,6,3.28,21002
21,3,263,111,42.21,75,28.52,8,3.04,52,19.77,17,6.46,21003
21,4,241,84,34.85,68,28.22,12,4.98,58,24.07,19,7.88,21004
21,5,304,133,43.75,72,23.68,18,5.92,59,19.41,22,7.24,21005
21,6,229,89,38.86,63,27.51,5,2.18,52,22.71,20,8.73,21006
21,7,298,139,46.64,69,23.15,13,4.36,62,20.81,15,5.03,21007
21,8,260,114,43.85,73,28.08,7,2.69,51,19.62,15,5.77,21008
21,9,314,128,40.76,72,22.93,19,6.05,70,22.29,25,7.96,21009
21,10,249,109,43.78,70,28.11,8,3.21,45,18.07,17,6.83,21010
21,11,255,126,49.41,64,25.1,4,1.57,44,17.25,17,6.67,21011
21,12,245,96,39.18,67,27.35,7,2.86,62,25.31,13,5.31,21012
21,13,202,83,41.09,48,23.76,10,4.95,46,22.77,15,7.43,21013
21,14,320,133,41.56,85,26.56,16,5.0,68,21.25,18,5.63,21014
21,15,206,89,43.2,41,19.9,11,5.34,49,23.79,16,7.77,21015
21,16,235,100,42.55,60,25.53,10,4.26,52,22.13,13,5.53,21016
21,17,216,83,38.43,46,21.3,19,8.8,54,25.0,14,6.48,21017
21,18,272,121,44.49,61,22.43,14,5.15,51,18.75,25,9.19,21018
21,19,270,116,42.96,67,24.81,9,3.33,59,21.85,19,7.04,21019
21,20,240,107,44.58,44,18.33,11,4.58,59,24.58,19,7.92,21020
21,21,214,82,38.32,66,30.84,6,2.8,50,23.36,10,4.67,21021
21,22,257,107,41.63,66,25.68,8,3.11,55,21.4,21,8.17,21022
21,23,248,83,33.47,76,30.65,10,4.03,66,26.61,13,5.24,21023
21,24,254,118,46.46,65,25.59,7,2.76,54,21.26,10,3.94,21024
21,25,258,95,36.82,62,24.03,10,3.88,68,26.36,23,8.91,21025
21,26,223,99,44.39,53,23.77,13,5.83,48,21.52,10,4.48,21026
21,27,267,111,41.57,55,20.6,13,4.87,73,27.34,15,5.62,21027
21,28,309,126,40.78,91,29.45,7,2.27,62,20.06,23,7.44,21028
21,29,266,98,36.84,61,22.93,12,4.51,73,27.44,22,8.27,21029
21,30,191,89,46.6,42,21.99,7,3.66,38,19.9,15,7.85,21030
21,31,194,89,45.88,45,23.2,9,4.64,36,18.56,15,7.73,21031
21,32,241,88,36.51,66,27.39,13,5.39,52,21.58,22,9.13,21032
21,33,237,108,45.57,65,27.43,10,4.22,42,17.72,12,5.06,21033
21,34,235,96,40.85,54,22.98,9,3.83,49,20.85,27,11.49,21034
21,35,274,129,47.08,57,20.8,8,2.92,63,22.99,17,6.2,21035
21,36,279,127,45.52,62,22.22,10,3.58,61,21.86,19,6.81,21036
21,37,229,100,43.67,58,25.33,9,3.93,41,17.9,21,9.17,21037
21,38,200,88,44.0,44,22.0,9,4.5,48,24.0,11,5.5,21038
21,39,188,90,47.87,39,20.74,3,1.6,38,20.21,18,9.57,21039
21,40,210,97,46.19,40,19.05,10,4.76,46,21.9,17,8.1,21040
21,41,274,116,42.34,61,22.26,9,3.28,63,22.99,25,9.12,21041
21,42,289,119,41.18,60,20.76,13,4.5,74,25.61,23,7.96,21042
21,43,256,110,42.97,61,23.83,11,4.3,56,21.88,18,7.03,21043
21,44,255,113,44.31,50,19.61,12,4.71,63,24.71,17,6.67,21044
21,45,253,103,40.71,68,26.88,7,2.77,59,23.32,16,6.32,21045
21,46,272,115,42.28,54,19.85,11,4.04,73,26.84,19,6.99,21046
21,47,219,91,41.55,60,27.4,8,3.65,42,19.18,18,8.22,21047
21,48,252,111,44.05,67,26.59,12,4.76,51,20.24,11,4.37,21048
21,49,281,113,40.21,66,23.49,16,5.69,73,25.98,13,4.63,21049
21,50,221,99,44.8,45,20.36,6,2.71,55,24.89,16,7.24,21050
21,51,283,126,44.52,80,28.27,6,2.12,51,18.02,20,7.07,21051
21,52,264,123,46.59,60,22.73,8,3.03,53,20.08,20,7.58,21052
21,53,195,70,35.9,43,22.05,6,3.08,59,30.26,17,8.72,21053
21,54,208,89,42.79,61,29.33,3,1.44,37,17.79,18,8.65,21054
22,1,156,74,47.44,40,25.64,3,1.92,30,19.23,9,5.77,22001
22,2,271,94,34.69,7,2.58,30,11.07,138,50.92,2,0.74,22002
22,3,268,36,13.43,0,0.0,6,2.24,225,83.96,1,0.37,22003
22,4,181,24,13.26,0,0.0,3,1.66,153,84.53,1,0.55,22004
22,5,217,33,15.21,1,0.46,5,2.3,178,82.03,0,0.0,22005
22,6,246,33,13.41,4,1.63,3,1.22,206,83.74,0,0.0,22006
22,7,147,21,14.29,1,0.68,3,2.04,121,82.31,1,0.68,22007
22,8,272,116,42.65,8,2.94,21,7.72,124,45.59,3,1.1,22008
22,9,182,17,9.34,1,0.55,3,1.65,160,87.91,1,0.55,22009
22,10,293,38,12.97,6,2.05,5,1.71,243,82.94,1,0.34,22010
22,11,186,22,11.83,2,1.08,3,1.61,158,84.95,1,0.54,22011
22,12,231,78,33.77,13,5.63,11,4.76,126,54.55,3,1.3,22012
22,13,214,30,14.02,2,0.93,6,2.8,176,82.24,0,0.0,22013
22,14,184,45,24.46,14,7.61,4,2.17,118,64.13,3,1.63,22014
22,15,159,25,15.72,0,0.0,6,3.77,128,80.5,0,0.0,22015
22,16,185,23,12.43,1,0.54,2,1.08,159,85.95,0,0.0,22016
22,17,220,22,10.0,2,0.91,4,1.82,192,87.27,0,0.0,22017
22,18,182,30,16.48,1,0.55,1,0.55,149,81.87,1,0.55,22018
22,19,91,26,28.57,29,31.87,2,2.2,32,35.16,2,2.2,22019
22,20,184,33,17.93,1,0.54,2,1.09,148,80.43,0,0.0,22020
22,21,273,100,36.63,49,17.95,4,1.47,108,39.56,12,4.4,22021
22,22,183,27,14.75,2,1.09,2,1.09,150,81.97,2,1.09,22022
22,23,312,130,41.67,92,29.49,2,0.64,66,21.15,22,7.05,22023
22,24,262,26,9.92,1,0.38,2,0.76,233,88.93,0,0.0,22024
22,25,223,24,10.76,2,0.9,4,1.79,190,85.2,3,1.35,22025
23,1,351,164,46.72,7,1.99,70,19.94,106,30.2,4,1.14,23001
23,2,269,119,44.24,4,1.49,43,15.99,102,37.92,1,0.37,23002
23,3,319,174,54.55,10,3.13,61,19.12,73,22.88,1,0.31,23003
23,4,346,168,48.55,5,1.45,57,16.47,116,33.53,0,0.0,23004
23,5,196,73,37.24,5,2.55,15,7.65,103,52.55,0,0.0,23005
23,6,271,122,45.02,4,1.48,22,8.12,123,45.39,0,0.0,23006
23,7,172,52,30.23,0,0.0,15,8.72,104,60.47,1,0.58,23007
23,8,311,132,42.44,13,4.18,37,11.9,126,40.51,3,0.96,23008
23,9,183,61,33.33,4,2.19,6,3.28,112,61.2,0,0.0,23009
23,10,251,94,37.45,4,1.59,25,9.96,123,49.0,5,1.99,23010
23,11,225,59,26.22,2,0.89,14,6.22,150,66.67,0,0.0,23011
23,12,335,141,42.09,11,3.28,67,20.0,111,33.13,5,1.49,23012
23,13,161,45,27.95,5,3.11,6,3.73,105,65.22,0,0.0,23013
23,14,278,129,46.4,11,3.96,50,17.99,87,31.29,1,0.36,23014
23,15,167,58,34.73,11,6.59,9,5.39,88,52.69,1,0.6,23015
23,16,305,148,48.52,3,0.98,64,20.98,89,29.18,1,0.33,23016
23,17,130,27,20.77,12,9.23,5,3.85,84,64.62,2,1.54,23017
23,18,250,97,38.8,2,0.8,57,22.8,92,36.8,2,0.8,23018
23,19,176,39,22.16,9,5.11,7,3.98,120,68.18,1,0.57,23019
23,20,131,38,29.01,2,1.53,8,6.11,83,63.36,0,0.0,23020
23,21,339,152,44.84,10,2.95,74,21.83,103,30.38,0,0.0,23021
23,22,275,133,48.36,5,1.82,39,14.18,96,34.91,2,0.73,23022
23,23,276,129,46.74,8,2.9,48,17.39,89,32.25,2,0.72,23023
23,24,179,57,31.84,10,5.59,7,3.91,105,58.66,0,0.0,23024
23,25,206,70,33.98,5,2.43,25,12.14,106,51.46,0,0.0,23025
23,26,274,117,42.7,6,2.19,22,8.03,127,46.35,2,0.73,23026
23,27,323,155,47.99,4,1.24,68,21.05,95,29.41,1,0.31,23027
23,28,306,129,42.16,9,2.94,57,18.63,110,35.95,1,0.33,23028
23,29,247,117,47.37,3,1.21,36,14.57,90,36.44,1,0.4,23029
23,30,237,66,27.85,5,2.11,17,7.17,149,62.87,0,0.0,23030
23,31,182,41,22.53,5,2.75,12,6.59,123,67.58,1,0.55,23031
23,32,233,68,29.18,6,2.58,16,6.87,142,60.94,1,0.43,23032
23,33,192,34,17.71,7,3.65,11,5.73,140,72.92,0,0.0,23033
23,34,192,53,27.6,4,2.08,9,4.69,123,64.06,3,1.56,23034
23,35,228,93,40.79,2,0.88,45,19.74,85,37.28,3,1.32,23035
23,36,345,188,54.49,2,0.58,65,18.84,89,25.8,1,0.29,23036
23,37,306,143,46.73,9,2.94,56,18.3,96,31.37,2,0.65,23037
23,38,266,124,46.62,7,2.63,52,19.55,82,30.83,1,0.38,23038
23,39,192,59,30.73,1,0.52,11,5.73,118,61.46,3,1.56,23039
24,1,204,76,37.25,73,35.78,6,2.94,42,20.59,7,3.43,24001
24,2,196,63,32.14,73,37.24,2,1.02,43,21.94,15,7.65,24002
24,3,187,71,37.97,46,24.6,14,7.49,46,24.6,10,5.35,24003
24,4,160,64,40.0,62,38.75,6,3.75,20,12.5,8,5.0,24004
24,5,133,39,29.32,36,27.07,13,9.77,38,28.57,7,5.26,24005
24,6,206,69,33.5,69,33.5,7,3.4,46,22.33,15,7.28,24006
24,7,102,28,27.45,6,5.88,5,4.9,62,60.78,1,0.98,24007
24,8,144,51,35.42,38,26.39,11,7.64,38,26.39,6,4.17,24008
24,9,181,73,40.33,46,25.41,7,3.87,48,26.52,7,3.87,24009
24,10,93,26,27.96,28,30.11,4,4.3,27,29.03,8,8.6,24010
24,11,212,74,34.91,64,30.19,12,5.66,53,25.0,9,4.25,24011
24,12,126,56,44.44,39,30.95,9,7.14,20,15.87,2,1.59,24012
24,13,128,52,40.63,39,30.47,5,3.91,26,20.31,6,4.69,24013
24,14,185,62,33.51,68,36.76,6,3.24,40,21.62,9,4.86,24014
24,15,126,48,38.1,35,27.78,5,3.97,31,24.6,7,5.56,24015
24,16,192,52,27.08,17,8.85,4,2.08,116,60.42,3,1.56,24016
24,17,153,50,32.68,57,37.25,5,3.27,29,18.95,12,7.84,24017
24,18,233,83,35.62,82,35.19,10,4.29,40,17.17,18,7.73,24018
24,19,221,83,37.56,70,31.67,6,2.71,54,24.43,8,3.62,24019
24,20,183,73,39.89,65,35.52,6,3.28,32,17.49,7,3.83,24020
24,21,122,34,27.87,39,31.97,9,7.38,33,27.05,7,5.74,24021
24,22,254,107,42.13,84,33.07,10,3.94,38,14.96,15,5.91,24022
24,23,178,70,39.33,44,24.72,13,7.3,44,24.72,7,3.93,24023
24,24,240,85,35.42,86,35.83,11,4.58,45,18.75,13,5.42,24024
24,25,188,60,31.91,68,36.17,11,5.85,36,19.15,13,6.91,24025
24,26,305,125,40.98,81,26.56,23,7.54,57,18.69,19,6.23,24026
24,27,211,88,41.71,59,27.96,19,9.0,38,18.01,7,3.32,24027
24,28,163,52,31.9,54,33.13,4,2.45,37,22.7,16,9.82,24028
24,29,160,66,41.25,40,25.0,4,2.5,38,23.75,12,7.5,24029
24,30,110,40,36.36,35,31.82,1,0.91,30,27.27,4,3.64,24030
24,31,206,85,41.26,50,24.27,5,2.43,55,26.7,11,5.34,24031
24,32,123,50,40.65,35,28.46,4,3.25,27,21.95,7,5.69,24032
24,33,107,49,45.79,30,28.04,3,2.8,21,19.63,4,3.74,24033
24,34,177,50,28.25,85,48.02,4,2.26,28,15.82,10,5.65,24034
24,35,213,82,38.5,68,31.92,12,5.63,34,15.96,17,7.98,24035
24,36,252,96,38.1,68,26.98,14,5.56,63,25.0,11,4.37,24036
24,37,109,35,32.11,32,29.36,2,1.83,34,31.19,6,5.5,24037
24,38,184,52,28.26,60,32.61,12,6.52,53,28.8,7,3.8,24038
24,39,253,104,41.11,58,22.92,7,2.77,76,30.04,8,3.16,24039
24,40,185,64,34.59,69,37.3,7,3.78,34,18.38,11,5.95,24040
24,41,163,66,40.49,51,31.29,6,3.68,29,17.79,11,6.75,24041
25,1,237,73,30.8,2,0.84,10,4.22,151,63.71,1,0.42,25001
25,2,252,53,21.03,6,2.38,9,3.57,183,72.62,1,0.4,25002
25,3,206,105,50.97,3,1.46,37,17.96,58,28.16,3,1.46,25003
25,4,199,72,36.18,40,20.1,24,12.06,56,28.14,7,3.52,25004
25,5,247,60,24.29,2,0.81,21,8.5,163,65.99,1,0.4,25005
25,6,102,57,55.88,6,5.88,7,6.86,30,29.41,2,1.96,25006
25,7,267,47,17.6,3,1.12,7,2.62,209,78.28,1,0.37,25007
25,8,269,46,17.1,5,1.86,11,4.09,206,76.58,1,0.37,25008
25,9,281,52,18.51,3,1.07,10,3.56,215,76.51,1,0.36,25009
25,10,186,128,68.82,2,1.08,22,11.83,33,17.74,1,0.54,25010
25,11,285,62,21.75,4,1.4,7,2.46,209,73.33,3,1.05,25011
25,12,249,56,22.49,2,0.8,4,1.61,187,75.1,0,0.0,25012
25,13,277,52,18.77,0,0.0,1,0.36,224,80.87,0,0.0,25013
25,14,180,128,71.11,6,3.33,8,4.44,33,18.33,5,2.78,25014
25,15,266,90,33.83,2,0.75,6,2.26,167,62.78,1,0.38,25015
25,16,178,112,62.92,2,1.12,26,14.61,37,20.79,1,0.56,25016
25,17,304,85,27.96,18,5.92,13,4.28,186,61.18,2,0.66,25017
25,18,293,205,69.97,17,5.8,10,3.41,59,20.14,2,0.68,25018
25,19,276,59,21.38,3,1.09,6,2.17,208,75.36,0,0.0,25019
25,20,192,72,37.5,53,27.6,39,20.31,23,11.98,5,2.6,25020
25,21,259,143,55.21,9,3.47,43,16.6,62,23.94,2,0.77,25021
25,22,260,49,18.85,1,0.38,3,1.15,205,78.85,2,0.77,25022
25,23,302,63,20.86,3,0.99,10,3.31,225,74.5,1,0.33,25023
25,24,264,38,14.39,1,0.38,11,4.17,212,80.3,2,0.76,25024
25,25,258,128,49.61,6,2.33,32,12.4,91,35.27,1,0.39,25025
25,26,271,53,19.56,6,2.21,6,2.21,205,75.65,1,0.37,25026
25,27,184,91,49.46,2,1.09,36,19.57,53,28.8,2,1.09,25027
25,28,274,47,17.15,2,0.73,5,1.82,217,79.2,3,1.09,25028
25,29,252,110,43.65,44,17.46,40,15.87,49,19.44,9,3.57,25029
25,30,244,52,21.31,2,0.82,3,1.23,185,75.82,2,0.82,25030
25,31,186,129,69.35,2,1.08,21,11.29,33,17.74,1,0.54,25031
25,32,242,69,28.51,6,2.48,9,3.72,157,64.88,1,0.41,25032
26,1,167,57,34.13,3,1.8,6,3.59,100,59.88,1,0.6,26001
26,2,172,46,26.74,25,14.53,7,4.07,92,53.49,2,1.16,26002
26,3,168,62,36.9,4,2.38,12,7.14,90,53.57,0,0.0,26003
26,4,142,62,43.66,16,11.27,0,0.0,60,42.25,4,2.82,26004
26,5,147,46,31.29,7,4.76,3,2.04,88,59.86,3,2.04,26005
26,6,167,58,34.73,6,3.59,10,5.99,93,55.69,0,0.0,26006
26,7,121,30,24.79,4,3.31,4,3.31,82,67.77,1,0.83,26007
26,8,82,21,25.61,1,1.22,4,4.88,56,68.29,0,0.0,26008
26,9,162,55,33.95,5,3.09,9,5.56,91,56.17,2,1.23,26009
26,10,150,34,22.67,9,6.0,8,5.33,97,64.67,2,1.33,26010
26,11,172,57,33.14,8,4.65,5,2.91,101,58.72,1,0.58,26011
26,12,167,59,35.33,12,7.19,6,3.59,89,53.29,1,0.6,26012
26,13,110,51,46.36,2,1.82,2,1.82,54,49.09,1,0.91,26013
26,14,106,20,18.87,0,0.0,5,4.72,81,76.42,0,0.0,26014
26,15,82,28,34.15,7,8.54,1,1.22,42,51.22,4,4.88,26015
26,16,97,35,36.08,5,5.15,4,4.12,51,52.58,2,2.06,26016
26,17,157,63,40.13,7,4.46,24,15.29,61,38.85,2,1.27,26017
26,18,151,55,36.42,7,4.64,5,3.31,83,54.97,1,0.66,26018
26,19,100,32,32.0,14,14.0,5,5.0,48,48.0,1,1.0,26019
26,20,172,73,42.44,12,6.98,6,3.49,80,46.51,1,0.58,26020
26,21,211,60,28.44,23,10.9,12,5.69,108,51.18,8,3.79,26021
26,22,108,43,39.81,2,1.85,3,2.78,58,53.7,2,1.85,26022
26,23,108,41,37.96,4,3.7,3,2.78,59,54.63,1,0.93,26023
26,24,161,65,40.37,2,1.24,10,6.21,83,51.55,1,0.62,26024
26,25,161,45,27.95,8,4.97,12,7.45,95,59.01,1,0.62,26025
26,26,94,22,23.4,5,5.32,5,5.32,59,62.77,3,3.19,26026
26,27,185,77,41.62,12,6.49,13,7.03,80,43.24,3,1.62,26027
26,28,219,103,47.03,4,1.83,19,8.68,91,41.55,2,0.91,26028
26,29,90,28,31.11,3,3.33,2,2.22,53,58.89,4,4.44,26029
26,30,131,40,30.53,5,3.82,5,3.82,77,58.78,4,3.05,26030
26,31,97,41,42.27,6,6.19,2,2.06,46,47.42,2,2.06,26031
26,32,162,62,38.27,9,5.56,25,15.43,63,38.89,3,1.85,26032
26,33,167,59,35.33,12,7.19,8,4.79,86,51.5,2,1.2,26033
