ward,precinct,total,JERRY JOYCE,JERRY JOYCE Percent,PAUL VALLAS,PAUL VALLAS Percent,WILLIE L. WILSON,WILLIE L. WILSON Percent,TONI PRECKWINKLE,TONI PRECKWINKLE Percent,WILLIAM M. DALEY,WILLIAM M. DALEY Percent,GARRY MCCARTHY,GARRY MCCARTHY Percent,GERY CHICO,GERY CHICO Percent,precinct_id
13,29,152,27,17.76,15,9.87,7,4.61,9,5.92,34,22.37,15,9.87,45,29.61,13029
13,30,106,24,22.64,4,3.77,0,0.0,7,6.6,19,17.92,1,0.94,51,48.11,13030
13,31,278,95,34.17,34,12.23,6,2.16,11,3.96,55,19.78,26,9.35,51,18.35,13031
13,32,220,91,41.36,27,12.27,0,0.0,5,2.27,47,21.36,15,6.82,35,15.91,13032
13,33,265,102,38.49,32,12.08,6,2.26,9,3.4,56,21.13,26,9.81,34,12.83,13033
13,34,175,45,25.71,7,4.0,6,3.43,16,9.14,51,29.14,10,5.71,40,22.86,13034
13,35,150,34,22.67,13,8.67,4,2.67,11,7.33,35,23.33,15,10.0,38,25.33,13035
13,36,104,14,13.46,9,8.65,4,3.85,5,4.81,24,23.08,9,8.65,39,37.5,13036
13,37,221,45,20.36,19,8.6,24,10.86,29,13.12,49,22.17,6,2.71,49,22.17,13037
13,38,222,90,40.54,23,10.36,2,0.9,3,1.35,43,19.37,29,13.06,32,14.41,13038
13,39,167,38,22.75,11,6.59,8,4.79,12,7.19,47,28.14,14,8.38,37,22.16,13039
13,40,160,39,24.38,15,9.38,4,2.5,7,4.38,43,26.88,18,11.25,34,21.25,13040
13,41,149,30,20.13,8,5.37,9,6.04,17,11.41,36,24.16,10,6.71,39,26.17,13041
13,42,279,118,42.29,22,7.89,8,2.87,16,5.73,61,21.86,21,7.53,33,11.83,13042
13,43,175,44,25.14,11,6.29,13,7.43,12,6.86,47,26.86,17,9.71,31,17.71,13043
13,44,193,54,27.98,10,5.18,11,5.7,12,6.22,37,19.17,10,5.18,59,30.57,13044
13,45,284,105,36.97,30,10.56,17,5.99,11,3.87,62,21.83,19,6.69,40,14.08,13045
13,46,161,42,26.09,13,8.07,1,0.62,10,6.21,44,27.33,11,6.83,40,24.84,13046
13,47,173,29,16.76,22,12.72,8,4.62,8,4.62,49,28.32,11,6.36,46,26.59,13047
13,48,217,57,26.27,19,8.76,4,1.84,16,7.37,70,32.26,19,8.76,32,14.75,13048
14,1,371,131,35.31,41,11.05,8,2.16,9,2.43,96,25.88,32,8.63,54,14.56,14001
14,2,236,38,16.1,11,4.66,6,2.54,25,10.59,72,30.51,28,11.86,56,23.73,14002
14,3,131,24,18.32,5,3.82,3,2.29,18,13.74,24,18.32,11,8.4,46,35.11,14003
14,4,303,129,42.57,21,6.93,10,3.3,11,3.63,50,16.5,33,10.89,49,16.17,14004
14,5,177,10,5.65,12,6.78,12,6.78,22,12.43,39,22.03,12,6.78,70,39.55,14005
14,6,71,7,9.86,0,0.0,1,1.41,0,0.0,19,26.76,2,2.82,42,59.15,14006
14,7,152,27,17.76,6,3.95,2,1.32,20,13.16,36,23.68,15,9.87,46,30.26,14007
14,8,150,32,21.33,13,8.67,6,4.0,15,10.0,39,26.0,14,9.33,31,20.67,14008
14,9,270,102,37.78,26,9.63,3,1.11,13,4.81,70,25.93,16,5.93,40,14.81,14009
14,10,92,12,13.04,6,6.52,10,10.87,12,13.04,17,18.48,4,4.35,31,33.7,14010
14,11,108,11,10.19,6,5.56,1,0.93,5,4.63,8,7.41,5,4.63,72,66.67,14011
14,12,159,33,20.75,11,6.92,1,0.63,17,10.69,30,18.87,20,12.58,47,29.56,14012
14,13,146,23,15.75,12,8.22,3,2.05,14,9.59,38,26.03,13,8.9,43,29.45,14013
14,14,134,6,4.48,9,6.72,0,0.0,7,5.22,32,23.88,6,4.48,74,55.22,14014
14,15,123,28,22.76,5,4.07,2,1.63,9,7.32,37,30.08,8,6.5,34,27.64,14015
14,16,111,16,14.41,11,9.91,0,0.0,8,7.21,32,28.83,16,14.41,28,25.23,14016
14,17,125,19,15.2,5,4.0,5,4.0,8,6.4,29,23.2,8,6.4,51,40.8,14017
14,18,78,8,10.26,9,11.54,2,2.56,7,8.97,25,32.05,10,12.82,17,21.79,14018
14,19,125,27,21.6,6,4.8,0,0.0,9,7.2,39,31.2,10,8.0,34,27.2,14019
14,20,85,9,10.59,14,16.47,2,2.35,10,11.76,25,29.41,6,7.06,19,22.35,14020
14,21,120,20,16.67,9,7.5,2,1.67,19,15.83,26,21.67,8,6.67,36,30.0,14021
14,22,241,45,18.67,20,8.3,6,2.49,24,9.96,64,26.56,18,7.47,64,26.56,14022
14,23,142,33,23.24,4,2.82,3,2.11,8,5.63,42,29.58,16,11.27,36,25.35,14023
14,24,315,128,40.63,24,7.62,7,2.22,8,2.54,72,22.86,22,6.98,54,17.14,14024
14,25,79,14,17.72,4,5.06,2,2.53,6,7.59,24,30.38,8,10.13,21,26.58,14025
14,26,77,11,14.29,5,6.49,4,5.19,4,5.19,24,31.17,5,6.49,24,31.17,14026
14,27,164,17,10.37,18,10.98,7,4.27,16,9.76,41,25.0,21,12.8,44,26.83,14027
14,28,95,13,13.68,7,7.37,7,7.37,8,8.42,30,31.58,9,9.47,21,22.11,14028
14,29,131,13,9.92,10,7.63,9,6.87,11,8.4,27,20.61,8,6.11,53,40.46,14029
14,30,69,8,11.59,5,7.25,2,2.9,6,8.7,24,34.78,3,4.35,21,30.43,14030
14,31,54,13,24.07,1,1.85,5,9.26,3,5.56,17,31.48,2,3.7,13,24.07,14031
15,1,169,19,11.24,8,4.73,6,3.55,9,5.33,44,26.04,8,4.73,75,44.38,15001
15,2,130,7,5.38,3,2.31,73,56.15,23,17.69,13,10.0,1,0.77,10,7.69,15002
15,3,114,2,1.75,6,5.26,54,47.37,33,28.95,11,9.65,1,0.88,7,6.14,15003
15,4,120,19,15.83,4,3.33,4,3.33,21,17.5,25,20.83,9,7.5,38,31.67,15004
15,5,136,12,8.82,6,4.41,16,11.76,24,17.65,21,15.44,7,5.15,50,36.76,15005
15,6,149,24,16.11,6,4.03,7,4.7,11,7.38,37,24.83,9,6.04,55,36.91,15006
15,7,116,5,4.31,8,6.9,64,55.17,24,20.69,12,10.34,0,0.0,3,2.59,15007
15,8,120,9,7.5,12,10.0,5,4.17,20,16.67,30,25.0,2,1.67,42,35.0,15008
15,9,176,20,11.36,12,6.82,5,2.84,28,15.91,37,21.02,10,5.68,64,36.36,15009
15,10,187,24,12.83,16,8.56,12,6.42,29,15.51,49,26.2,10,5.35,47,25.13,15010
15,11,139,11,7.91,11,7.91,3,2.16,14,10.07,36,25.9,8,5.76,56,40.29,15011
15,12,170,23,13.53,9,5.29,7,4.12,21,12.35,39,22.94,8,4.71,63,37.06,15012
15,13,97,13,13.4,6,6.19,3,3.09,11,11.34,28,28.87,5,5.15,31,31.96,15013
15,14,96,10,10.42,2,2.08,0,0.0,16,16.67,20,20.83,3,3.13,45,46.88,15014
15,15,129,14,10.85,5,3.88,8,6.2,10,7.75,33,25.58,5,3.88,54,41.86,15015
15,16,139,10,7.19,6,4.32,14,10.07,13,9.35,29,20.86,8,5.76,59,42.45,15016
15,17,157,2,1.27,2,1.27,70,44.59,44,28.03,29,18.47,1,0.64,9,5.73,15017
15,18,115,5,4.35,1,0.87,65,56.52,37,32.17,5,4.35,0,0.0,2,1.74,15018
15,19,149,28,18.79,3,2.01,33,22.15,26,17.45,28,18.79,7,4.7,24,16.11,15019
15,20,135,3,2.22,6,4.44,77,57.04,30,22.22,15,11.11,1,0.74,3,2.22,15020
15,21,99,6,6.06,2,2.02,48,48.48,32,32.32,10,10.1,0,0.0,1,1.01,15021
15,22,140,4,2.86,1,0.71,89,63.57,31,22.14,10,7.14,1,0.71,4,2.86,15022
15,23,117,2,1.71,4,3.42,56,47.86,35,29.91,17,14.53,1,0.85,2,1.71,15023
15,24,104,6,5.77,2,1.92,54,51.92,28,26.92,11,10.58,1,0.96,2,1.92,15024
16,1,117,12,10.26,6,5.13,2,1.71,20,17.09,30,25.64,5,4.27,42,35.9,16001
16,2,135,4,2.96,3,2.22,66,48.89,37,27.41,18,13.33,0,0.0,7,5.19,16002
16,3,111,1,0.9,6,5.41,66,59.46,26,23.42,8,7.21,1,0.9,3,2.7,16003
16,4,126,2,1.59,3,2.38,47,37.3,41,32.54,26,20.63,0,0.0,7,5.56,16004
16,5,96,1,1.04,0,0.0,52,54.17,33,34.38,8,8.33,0,0.0,2,2.08,16005
16,6,127,3,2.36,4,3.15,57,44.88,32,25.2,22,17.32,1,0.79,8,6.3,16006
16,7,121,4,3.31,3,2.48,46,38.02,31,25.62,22,18.18,4,3.31,11,9.09,16007
16,8,72,2,2.78,1,1.39,36,50.0,13,18.06,12,16.67,1,1.39,7,9.72,16008
16,9,138,0,0.0,8,5.8,62,44.93,46,33.33,13,9.42,4,2.9,5,3.62,16009
16,10,135,3,2.22,4,2.96,71,52.59,30,22.22,20,14.81,0,0.0,7,5.19,16010
16,11,82,2,2.44,3,3.66,40,48.78,17,20.73,10,12.2,4,4.88,6,7.32,16011
16,12,92,1,1.09,1,1.09,41,44.57,31,33.7,15,16.3,0,0.0,3,3.26,16012
16,13,81,2,2.47,1,1.23,18,22.22,20,24.69,21,25.93,2,2.47,17,20.99,16013
16,14,101,3,2.97,3,2.97,49,48.51,29,28.71,11,10.89,1,0.99,5,4.95,16014
16,15,149,0,0.0,4,2.68,70,46.98,46,30.87,20,13.42,3,2.01,6,4.03,16015
16,16,152,5,3.29,6,3.95,72,47.37,48,31.58,20,13.16,0,0.0,1,0.66,16016
16,17,81,0,0.0,3,3.7,28,34.57,26,32.1,12,14.81,1,1.23,11,13.58,16017
16,18,110,5,4.55,2,1.82,42,38.18,35,31.82,14,12.73,2,1.82,10,9.09,16018
16,19,103,6,5.83,2,1.94,49,47.57,31,30.1,11,10.68,0,0.0,4,3.88,16019
16,20,108,1,0.93,4,3.7,56,51.85,28,25.93,18,16.67,0,0.0,1,0.93,16020
16,21,116,4,3.45,4,3.45,52,44.83,26,22.41,20,17.24,5,4.31,5,4.31,16021
16,22,91,2,2.2,3,3.3,45,49.45,22,24.18,11,12.09,2,2.2,6,6.59,16022
16,23,84,13,15.48,2,2.38,24,28.57,14,16.67,9,10.71,5,5.95,17,20.24,16023
16,24,85,5,5.88,3,3.53,39,45.88,21,24.71,12,14.12,0,0.0,5,5.88,16024
16,25,162,1,0.62,6,3.7,73,45.06,54,33.33,24,14.81,2,1.23,2,1.23,16025
16,26,124,4,3.23,4,3.23,65,52.42,37,29.84,8,6.45,4,3.23,2,1.61,16026
16,27,90,4,4.44,1,1.11,52,57.78,19,21.11,13,14.44,0,0.0,1,1.11,16027
16,28,141,4,2.84,3,2.13,82,58.16,31,21.99,19,13.48,0,0.0,2,1.42,16028
16,29,112,1,0.89,4,3.57,59,52.68,31,27.68,13,11.61,2,1.79,2,1.79,16029
16,30,111,0,0.0,5,4.5,53,47.75,44,39.64,7,6.31,0,0.0,2,1.8,16030
16,31,137,2,1.46,3,2.19,62,45.26,46,33.58,20,14.6,1,0.73,3,2.19,16031
16,32,85,8,9.41,4,4.71,16,18.82,10,11.76,23,27.06,2,2.35,22,25.88,16032
16,33,104,2,1.92,3,2.88,55,52.88,26,25.0,12,11.54,1,0.96,5,4.81,16033
16,34,131,3,2.29,4,3.05,64,48.85,30,22.9,21,16.03,1,0.76,8,6.11,16034
16,35,122,8,6.56,2,1.64,31,25.41,35,28.69,21,17.21,3,2.46,22,18.03,16035
16,36,110,5,4.55,1,0.91,52,47.27,32,29.09,19,17.27,0,0.0,1,0.91,16036
17,1,131,8,6.11,7,5.34,38,29.01,30,22.9,23,17.56,2,1.53,23,17.56,17001
17,2,140,1,0.71,3,2.14,57,40.71,57,40.71,17,12.14,2,1.43,3,2.14,17002
17,3,169,1,0.59,9,5.33,80,47.34,45,26.63,25,14.79,2,1.18,7,4.14,17003
17,4,195,7,3.59,7,3.59,96,49.23,62,31.79,19,9.74,1,0.51,3,1.54,17004
17,5,126,3,2.38,5,3.97,58,46.03,44,34.92,12,9.52,2,1.59,2,1.59,17005
17,6,95,6,6.32,6,6.32,42,44.21,24,25.26,14,14.74,1,1.05,2,2.11,17006
17,7,87,10,11.49,7,8.05,20,22.99,19,21.84,15,17.24,3,3.45,13,14.94,17007
17,8,127,1,0.79,6,4.72,69,54.33,34,26.77,13,10.24,0,0.0,4,3.15,17008
17,9,126,4,3.17,4,3.17,61,48.41,33,26.19,18,14.29,1,0.79,5,3.97,17009
17,10,218,8,3.67,5,2.29,101,46.33,74,33.94,19,8.72,2,0.92,9,4.13,17010
17,11,130,4,3.08,3,2.31,75,57.69,31,23.85,14,10.77,0,0.0,3,2.31,17011
17,12,159,13,8.18,5,3.14,35,22.01,46,28.93,26,16.35,2,1.26,32,20.13,17012
17,13,148,4,2.7,3,2.03,83,56.08,39,26.35,13,8.78,1,0.68,5,3.38,17013
17,14,161,8,4.97,6,3.73,51,31.68,55,34.16,28,17.39,4,2.48,9,5.59,17014
17,15,157,1,0.64,8,5.1,73,46.5,44,28.03,23,14.65,1,0.64,7,4.46,17015
17,16,116,3,2.59,1,0.86,44,37.93,27,23.28,23,19.83,1,0.86,17,14.66,17016
17,17,135,3,2.22,4,2.96,68,50.37,42,31.11,11,8.15,1,0.74,6,4.44,17017
17,18,172,1,0.58,12,6.98,64,37.21,47,27.33,42,24.42,4,2.33,2,1.16,17018
17,19,72,2,2.78,1,1.39,44,61.11,16,22.22,8,11.11,0,0.0,1,1.39,17019
17,20,203,5,2.46,6,2.96,93,45.81,70,34.48,23,11.33,0,0.0,6,2.96,17020
17,21,238,6,2.52,15,6.3,89,37.39,89,37.39,24,10.08,2,0.84,13,5.46,17021
17,22,125,3,2.4,0,0.0,62,49.6,40,32.0,13,10.4,2,1.6,5,4.0,17022
17,23,89,2,2.25,1,1.12,41,46.07,30,33.71,11,12.36,1,1.12,3,3.37,17023
17,24,201,3,1.49,4,1.99,93,46.27,56,27.86,32,15.92,9,4.48,4,1.99,17024
17,25,98,2,2.04,3,3.06,53,54.08,20,20.41,12,12.24,0,0.0,8,8.16,17025
17,26,194,9,4.64,8,4.12,85,43.81,58,29.9,27,13.92,0,0.0,7,3.61,17026
17,27,155,3,1.94,5,3.23,69,44.52,50,32.26,23,14.84,2,1.29,3,1.94,17027
17,28,125,0,0.0,3,2.4,49,39.2,48,38.4,22,17.6,0,0.0,3,2.4,17028
17,29,180,4,2.22,4,2.22,95,52.78,49,27.22,21,11.67,1,0.56,6,3.33,17029
17,30,97,16,16.49,6,6.19,33,34.02,10,10.31,11,11.34,4,4.12,17,17.53,17030
17,31,92,1,1.09,3,3.26,38,41.3,36,39.13,9,9.78,2,2.17,3,3.26,17031
17,32,127,2,1.57,3,2.36,67,52.76,39,30.71,9,7.09,2,1.57,5,3.94,17032
17,33,100,3,3.0,2,2.0,54,54.0,21,21.0,15,15.0,0,0.0,5,5.0,17033
17,34,113,3,2.65,1,0.88,60,53.1,35,30.97,13,11.5,0,0.0,1,0.88,17034
17,35,100,0,0.0,2,2.0,53,53.0,34,34.0,6,6.0,1,1.0,4,4.0,17035
17,36,154,6,3.9,2,1.3,71,46.1,47,30.52,24,15.58,0,0.0,4,2.6,17036
17,37,151,1,0.66,5,3.31,79,52.32,44,29.14,14,9.27,1,0.66,7,4.64,17037
17,38,136,2,1.47,3,2.21,69,50.74,48,35.29,12,8.82,1,0.74,1,0.74,17038
17,39,162,4,2.47,3,1.85,70,43.21,59,36.42,16,9.88,1,0.62,9,5.56,17039
17,40,172,4,2.33,7,4.07,89,51.74,45,26.16,21,12.21,1,0.58,5,2.91,17040
17,41,197,3,1.52,8,4.06,85,43.15,60,30.46,21,10.66,4,2.03,16,8.12,17041
18,1,146,9,6.16,6,4.11,45,30.82,48,32.88,17,11.64,6,4.11,15,10.27,18001
18,2,117,13,11.11,12,10.26,18,15.38,20,17.09,22,18.8,12,10.26,20,17.09,18002
18,3,169,46,27.22,17,10.06,21,12.43,31,18.34,25,14.79,9,5.33,20,11.83,18003
18,4,207,9,4.35,12,5.8,80,38.65,59,28.5,33,15.94,2,0.97,12,5.8,18004
18,5,102,3,2.94,3,2.94,56,54.9,34,33.33,5,4.9,1,0.98,0,0.0,18005
18,6,187,44,23.53,27,14.44,28,14.97,18,9.63,32,17.11,8,4.28,30,16.04,18006
18,7,182,22,12.09,13,7.14,49,26.92,44,24.18,22,12.09,7,3.85,25,13.74,18007
18,8,193,13,6.74,14,7.25,74,38.34,52,26.94,23,11.92,4,2.07,13,6.74,18008
18,9,184,9,4.89,9,4.89,55,29.89,60,32.61,40,21.74,2,1.09,9,4.89,18009
18,10,239,11,4.6,16,6.69,63,26.36,91,38.08,40,16.74,3,1.26,15,6.28,18010
18,11,129,12,9.3,14,10.85,22,17.05,35,27.13,25,19.38,3,2.33,18,13.95,18011
18,12,192,16,8.33,5,2.6,72,37.5,62,32.29,27,14.06,1,0.52,9,4.69,18012
18,13,189,12,6.35,10,5.29,67,35.45,58,30.69,24,12.7,7,3.7,11,5.82,18013
18,14,197,11,5.58,9,4.57,74,37.56,68,34.52,28,14.21,1,0.51,6,3.05,18014
18,15,164,22,13.41,12,7.32,33,20.12,41,25.0,25,15.24,3,1.83,28,17.07,18015
18,16,155,9,5.81,16,10.32,44,28.39,43,27.74,29,18.71,2,1.29,12,7.74,18016
18,17,153,14,9.15,5,3.27,44,28.76,43,28.1,34,22.22,4,2.61,9,5.88,18017
18,18,179,3,1.68,6,3.35,71,39.66,71,39.66,20,11.17,1,0.56,7,3.91,18018
18,19,186,5,2.69,10,5.38,71,38.17,64,34.41,25,13.44,4,2.15,7,3.76,18019
18,20,127,6,4.72,3,2.36,66,51.97,30,23.62,18,14.17,0,0.0,4,3.15,18020
18,21,233,18,7.73,16,6.87,77,33.05,70,30.04,37,15.88,5,2.15,10,4.29,18021
18,22,214,8,3.74,11,5.14,80,37.38,80,37.38,24,11.21,3,1.4,8,3.74,18022
18,23,162,15,9.26,15,9.26,51,31.48,48,29.63,21,12.96,2,1.23,10,6.17,18023
18,24,156,36,23.08,13,8.33,9,5.77,16,10.26,35,22.44,15,9.62,32,20.51,18024
18,25,169,52,30.77,18,10.65,15,8.88,13,7.69,35,20.71,12,7.1,24,14.2,18025
18,26,226,19,8.41,9,3.98,74,32.74,77,34.07,29,12.83,4,1.77,14,6.19,18026
18,27,121,7,5.79,9,7.44,58,47.93,32,26.45,11,9.09,0,0.0,4,3.31,18027
18,28,205,74,36.1,25,12.2,19,9.27,14,6.83,36,17.56,13,6.34,24,11.71,18028
18,29,162,18,11.11,10,6.17,46,28.4,37,22.84,21,12.96,8,4.94,22,13.58,18029
18,30,168,41,24.4,24,14.29,9,5.36,14,8.33,29,17.26,17,10.12,34,20.24,18030
18,31,189,13,6.88,13,6.88,50,26.46,66,34.92,32,16.93,5,2.65,10,5.29,18031
18,32,186,6,3.23,8,4.3,85,45.7,53,28.49,26,13.98,2,1.08,6,3.23,18032
18,33,154,2,1.3,3,1.95,70,45.45,44,28.57,28,18.18,0,0.0,7,4.55,18033
18,34,234,14,5.98,11,4.7,79,33.76,73,31.2,44,18.8,4,1.71,9,3.85,18034
18,35,230,11,4.78,15,6.52,59,25.65,102,44.35,34,14.78,0,0.0,9,3.91,18035
18,36,176,23,13.07,10,5.68,37,21.02,43,24.43,26,14.77,12,6.82,25,14.2,18036
18,37,206,17,8.25,11,5.34,72,34.95,65,31.55,27,13.11,1,0.49,13,6.31,18037
18,38,174,9,5.17,10,5.75,78,44.83,49,28.16,18,10.34,5,2.87,5,2.87,18038
18,39,105,3,2.86,8,7.62,38,36.19,33,31.43,15,14.29,2,1.9,6,5.71,18039
18,40,178,29,16.29,18,10.11,16,8.99,39,21.91,42,23.6,8,4.49,26,14.61,18040
18,41,227,14,6.17,18,7.93,82,36.12,63,27.75,35,15.42,3,1.32,12,5.29,18041
18,42,112,5,4.46,5,4.46,44,39.29,31,27.68,19,16.96,0,0.0,8,7.14,18042
18,43,126,21,16.67,9,7.14,12,9.52,10,7.94,33,26.19,9,7.14,32,25.4,18043
18,44,189,77,40.74,14,7.41,14,7.41,16,8.47,32,16.93,9,4.76,27,14.29,18044
18,45,137,19,13.87,9,6.57,20,14.6,16,11.68,34,24.82,11,8.03,28,20.44,18045
18,46,187,51,27.27,20,10.7,11,5.88,19,10.16,34,18.18,18,9.63,34,18.18,18046
18,47,104,3,2.88,7,6.73,40,38.46,29,27.88,17,16.35,2,1.92,6,5.77,18047
18,48,137,3,2.19,4,2.92,61,44.53,44,32.12,18,13.14,3,2.19,4,2.92,18048
18,49,91,3,3.3,4,4.4,50,54.95,21,23.08,10,10.99,0,0.0,3,3.3,18049
18,50,123,0,0.0,7,5.69,57,46.34,38,30.89,8,6.5,4,3.25,9,7.32,18050
19,1,364,239,65.66,39,10.71,3,0.82,10,2.75,46,12.64,10,2.75,17,4.67,19001
19,2,362,122,33.7,39,10.77,58,16.02,73,20.17,48,13.26,3,0.83,19,5.25,19002
19,3,298,193,64.77,36,12.08,3,1.01,3,1.01,28,9.4,10,3.36,25,8.39,19003
19,4,407,281,69.04,28,6.88,6,1.47,7,1.72,48,11.79,15,3.69,22,5.41,19004
19,5,296,107,36.15,32,10.81,22,7.43,52,17.57,59,19.93,6,2.03,18,6.08,19005
19,6,369,237,64.23,48,13.01,8,2.17,3,0.81,34,9.21,14,3.79,25,6.78,19006
19,7,302,191,63.25,36,11.92,13,4.3,14,4.64,25,8.28,9,2.98,14,4.64,19007
19,8,419,302,72.08,47,11.22,1,0.24,9,2.15,29,6.92,13,3.1,18,4.3,19008
19,9,289,141,48.79,30,10.38,2,0.69,8,2.77,65,22.49,8,2.77,35,12.11,19009
19,10,344,135,39.24,60,17.44,17,4.94,66,19.19,58,16.86,2,0.58,6,1.74,19010
19,11,352,244,69.32,45,12.78,4,1.14,3,0.85,36,10.23,5,1.42,15,4.26,19011
19,12,333,236,70.87,20,6.01,3,0.9,4,1.2,30,9.01,10,3.0,30,9.01,19012
19,13,269,31,11.52,17,6.32,80,29.74,101,37.55,30,11.15,3,1.12,7,2.6,19013
19,14,314,122,38.85,39,12.42,27,8.6,49,15.61,40,12.74,5,1.59,32,10.19,19014
19,15,436,282,64.68,47,10.78,6,1.38,6,1.38,44,10.09,17,3.9,34,7.8,19015
19,16,373,251,67.29,42,11.26,1,0.27,4,1.07,34,9.12,14,3.75,27,7.24,19016
19,17,322,233,72.36,28,8.7,4,1.24,6,1.86,26,8.07,11,3.42,14,4.35,19017
19,18,272,117,43.01,38,13.97,10,3.68,37,13.6,55,20.22,2,0.74,13,4.78,19018
19,19,376,157,41.76,60,15.96,16,4.26,59,15.69,50,13.3,9,2.39,25,6.65,19019
19,20,242,70,28.93,25,10.33,34,14.05,67,27.69,26,10.74,4,1.65,16,6.61,19020
19,21,338,233,68.93,40,11.83,2,0.59,3,0.89,31,9.17,11,3.25,18,5.33,19021
19,22,356,178,50.0,53,14.89,21,5.9,38,10.67,40,11.24,6,1.69,20,5.62,19022
19,23,366,238,65.03,53,14.48,4,1.09,7,1.91,44,12.02,8,2.19,12,3.28,19023
19,24,293,202,68.94,27,9.22,11,3.75,2,0.68,36,12.29,8,2.73,7,2.39,19024
19,25,318,164,51.57,34,10.69,15,4.72,31,9.75,56,17.61,3,0.94,15,4.72,19025
19,26,314,171,54.46,47,14.97,12,3.82,24,7.64,44,14.01,6,1.91,10,3.18,19026
19,27,214,73,34.11,24,11.21,31,14.49,57,26.64,18,8.41,1,0.47,10,4.67,19027
19,28,216,31,14.35,20,9.26,47,21.76,77,35.65,24,11.11,2,0.93,15,6.94,19028
19,29,346,206,59.54,37,10.69,10,2.89,12,3.47,40,11.56,20,5.78,21,6.07,19029
19,30,331,209,63.14,33,9.97,2,0.6,7,2.11,49,14.8,12,3.63,19,5.74,19030
19,31,285,137,48.07,47,16.49,7,2.46,35,12.28,34,11.93,3,1.05,22,7.72,19031
19,32,331,213,64.35,54,16.31,3,0.91,16,4.83,20,6.04,6,1.81,19,5.74,19032
19,33,373,247,66.22,37,9.92,8,2.14,1,0.27,48,12.87,9,2.41,23,6.17,19033
19,34,290,136,46.9,51,17.59,10,3.45,22,7.59,53,18.28,3,1.03,15,5.17,19034
19,35,293,154,52.56,33,11.26,11,3.75,35,11.95,38,12.97,5,1.71,17,5.8,19035
19,36,286,69,24.13,24,8.39,58,20.28,68,23.78,39,13.64,3,1.05,25,8.74,19036
19,37,243,82,33.74,28,11.52,34,13.99,49,20.16,30,12.35,4,1.65,16,6.58,19037
19,38,213,65,30.52,21,9.86,33,15.49,52,24.41,24,11.27,2,0.94,16,7.51,19038
19,39,67,9,13.43,2,2.99,27,40.3,14,20.9,9,13.43,2,2.99,4,5.97,19039
19,40,276,111,40.22,47,17.03,18,6.52,38,13.77,35,12.68,4,1.45,23,8.33,19040
19,41,338,231,68.34,32,9.47,9,2.66,5,1.48,37,10.95,11,3.25,13,3.85,19041
19,42,206,66,32.04,33,16.02,19,9.22,46,22.33,23,11.17,2,0.97,17,8.25,19042
19,43,297,44,14.81,20,6.73,87,29.29,98,33.0,33,11.11,2,0.67,13,4.38,19043
19,44,295,195,66.1,26,8.81,1,0.34,6,2.03,26,8.81,13,4.41,28,9.49,19044
19,45,366,249,68.03,38,10.38,5,1.37,10,2.73,36,9.84,5,1.37,23,6.28,19045
19,46,394,251,63.71,45,11.42,2,0.51,6,1.52,56,14.21,7,1.78,27,6.85,19046
19,47,346,105,30.35,22,6.36,51,14.74,85,24.57,50,14.45,5,1.45,28,8.09,19047
19,48,221,32,14.48,9,4.07,81,36.65,62,28.05,25,11.31,2,0.9,10,4.52,19048
19,49,284,46,16.2,27,9.51,60,21.13,85,29.93,41,14.44,3,1.06,22,7.75,19049
19,50,287,180,62.72,38,13.24,7,2.44,15,5.23,35,12.2,3,1.05,9,3.14,19050
19,51,407,243,59.71,58,14.25,6,1.47,6,1.47,60,14.74,6,1.47,28,6.88,19051
19,52,376,251,66.76,54,14.36,7,1.86,5,1.33,30,7.98,12,3.19,17,4.52,19052
19,53,329,207,62.92,33,10.03,13,3.95,16,4.86,31,9.42,6,1.82,23,6.99,19053
19,54,307,217,70.68,28,9.12,8,2.61,4,1.3,29,9.45,8,2.61,13,4.23,19054
19,55,295,194,65.76,23,7.8,3,1.02,6,2.03,37,12.54,20,6.78,12,4.07,19055
19,56,295,92,31.19,42,14.24,17,5.76,55,18.64,76,25.76,2,0.68,11,3.73,19056
19,57,216,74,34.26,27,12.5,20,9.26,45,20.83,32,14.81,1,0.46,17,7.87,19057
20,1,180,4,2.22,2,1.11,79,43.89,72,40.0,17,9.44,1,0.56,5,2.78,20001
20,2,94,4,4.26,1,1.06,57,60.64,19,20.21,12,12.77,0,0.0,1,1.06,20002
20,3,145,3,2.07,8,5.52,66,45.52,45,31.03,19,13.1,1,0.69,3,2.07,20003
20,4,72,4,5.56,1,1.39,35,48.61,20,27.78,6,8.33,2,2.78,4,5.56,20004
20,5,170,4,2.35,7,4.12,86,50.59,49,28.82,16,9.41,1,0.59,7,4.12,20005
20,6,81,3,3.7,1,1.23,46,56.79,27,33.33,3,3.7,0,0.0,1,1.23,20006
20,7,150,5,3.33,3,2.0,68,45.33,49,32.67,16,10.67,4,2.67,5,3.33,20007
20,8,186,2,1.08,6,3.23,92,49.46,57,30.65,24,12.9,0,0.0,5,2.69,20008
20,9,240,7,2.92,7,2.92,86,35.83,102,42.5,21,8.75,5,2.08,12,5.0,20009
20,10,109,0,0.0,1,0.92,51,46.79,39,35.78,14,12.84,2,1.83,2,1.83,20010
20,11,197,5,2.54,7,3.55,72,36.55,83,42.13,21,10.66,0,0.0,9,4.57,20011
