ward,precinct,total,Trump & Pence,Trump & Pence Percent,Clinton & Kaine,Clinton & Kaine Percent,Johnson & Weld,Johnson & Weld Percent,Stein & Baraka,Stein & Baraka Percent,precinct_id
21,6,435,4,0.92,424,97.47,4,0.92,3,0.69,21006
21,7,480,7,1.46,467,97.29,3,0.63,3,0.63,21007
21,8,522,13,2.49,504,96.55,3,0.57,2,0.38,21008
21,9,498,1,0.2,495,99.4,1,0.2,1,0.2,21009
21,10,452,8,1.77,437,96.68,1,0.22,6,1.33,21010
21,11,459,3,0.65,454,98.91,0,0.0,2,0.44,21011
21,12,460,6,1.3,447,97.17,4,0.87,3,0.65,21012
21,13,497,13,2.62,475,95.57,3,0.6,6,1.21,21013
21,14,531,11,2.07,510,96.05,6,1.13,4,0.75,21014
21,15,457,6,1.31,446,97.59,2,0.44,3,0.66,21015
21,16,438,8,1.83,422,96.35,6,1.37,2,0.46,21016
21,17,454,9,1.98,433,95.37,5,1.1,7,1.54,21017
21,18,528,9,1.7,513,97.16,4,0.76,2,0.38,21018
21,19,489,6,1.23,473,96.73,5,1.02,5,1.02,21019
21,20,474,3,0.63,467,98.52,1,0.21,3,0.63,21020
21,21,407,9,2.21,392,96.31,2,0.49,4,0.98,21021
21,22,453,10,2.21,436,96.25,1,0.22,6,1.32,21022
21,23,442,7,1.58,431,97.51,2,0.45,2,0.45,21023
21,24,457,9,1.97,444,97.16,1,0.22,3,0.66,21024
21,25,423,8,1.89,407,96.22,3,0.71,5,1.18,21025
21,26,531,11,2.07,516,97.18,3,0.56,1,0.19,21026
21,27,458,4,0.87,448,97.82,3,0.66,3,0.66,21027
21,28,614,9,1.47,600,97.72,3,0.49,2,0.33,21028
21,29,532,6,1.13,517,97.18,3,0.56,6,1.13,21029
21,30,417,8,1.92,404,96.88,1,0.24,4,0.96,21030
21,31,325,6,1.85,314,96.62,1,0.31,4,1.23,21031
21,32,467,4,0.86,452,96.79,7,1.5,4,0.86,21032
21,33,475,3,0.63,471,99.16,0,0.0,1,0.21,21033
21,34,515,8,1.55,497,96.5,3,0.58,7,1.36,21034
21,35,486,13,2.67,471,96.91,1,0.21,1,0.21,21035
21,36,499,7,1.4,486,97.39,2,0.4,4,0.8,21036
21,37,417,5,1.2,401,96.16,6,1.44,5,1.2,21037
21,38,518,5,0.97,503,97.1,2,0.39,8,1.54,21038
21,39,415,5,1.2,408,98.31,0,0.0,2,0.48,21039
21,40,432,6,1.39,422,97.69,3,0.69,1,0.23,21040
21,41,453,12,2.65,433,95.58,4,0.88,4,0.88,21041
21,42,519,15,2.89,494,95.18,4,0.77,6,1.16,21042
21,43,495,8,1.62,481,97.17,0,0.0,6,1.21,21043
21,44,465,6,1.29,446,95.91,3,0.65,10,2.15,21044
21,45,435,15,3.45,419,96.32,1,0.23,0,0.0,21045
21,46,543,7,1.29,529,97.42,3,0.55,4,0.74,21046
21,47,488,3,0.61,480,98.36,1,0.2,4,0.82,21047
21,48,452,5,1.11,436,96.46,2,0.44,9,1.99,21048
21,49,528,4,0.76,519,98.3,2,0.38,3,0.57,21049
21,50,407,8,1.97,393,96.56,4,0.98,2,0.49,21050
21,51,453,6,1.32,441,97.35,3,0.66,3,0.66,21051
21,52,505,3,0.59,499,98.81,3,0.59,0,0.0,21052
21,53,374,8,2.14,361,96.52,2,0.53,3,0.8,21053
21,54,420,6,1.43,406,96.67,3,0.71,5,1.19,21054
22,1,281,4,1.42,271,96.44,3,1.07,3,1.07,22001
22,2,545,156,28.62,369,67.71,12,2.2,8,1.47,22002
22,3,665,20,3.01,635,95.49,3,0.45,7,1.05,22003
22,4,400,15,3.75,375,93.75,5,1.25,5,1.25,22004
22,5,484,24,4.96,450,92.98,4,0.83,6,1.24,22005
22,6,464,30,6.47,418,90.09,5,1.08,11,2.37,22006
22,7,352,16,4.55,325,92.33,3,0.85,8,2.27,22007
22,8,608,107,17.6,482,79.28,9,1.48,10,1.64,22008
22,9,437,13,2.97,413,94.51,5,1.14,6,1.37,22009
22,10,668,32,4.79,604,90.42,16,2.4,16,2.4,22010
22,11,428,21,4.91,387,90.42,5,1.17,15,3.5,22011
22,12,416,59,14.18,337,81.01,10,2.4,10,2.4,22012
22,13,474,24,5.06,435,91.77,5,1.05,10,2.11,22013
22,14,412,22,5.34,378,91.75,6,1.46,6,1.46,22014
22,15,410,21,5.12,379,92.44,2,0.49,8,1.95,22015
22,16,409,24,5.87,373,91.2,4,0.98,8,1.96,22016
22,17,497,31,6.24,456,91.75,4,0.8,6,1.21,22017
22,18,462,17,3.68,427,92.42,6,1.3,12,2.6,22018
22,19,282,3,1.06,276,97.87,0,0.0,3,1.06,22019
22,20,449,29,6.46,404,89.98,4,0.89,12,2.67,22020
22,21,549,6,1.09,534,97.27,4,0.73,5,0.91,22021
22,22,431,26,6.03,381,88.4,6,1.39,18,4.18,22022
22,23,601,14,2.33,575,95.67,7,1.16,5,0.83,22023
22,24,557,31,5.57,505,90.66,8,1.44,13,2.33,22024
22,25,478,20,4.18,446,93.31,4,0.84,8,1.67,22025
23,1,446,202,45.29,214,47.98,21,4.71,9,2.02,23001
23,2,459,205,44.66,238,51.85,10,2.18,6,1.31,23002
23,3,426,223,52.35,188,44.13,11,2.58,4,0.94,23003
23,4,489,180,36.81,286,58.49,16,3.27,7,1.43,23004
23,5,479,44,9.19,416,86.85,8,1.67,11,2.3,23005
23,6,515,82,15.92,413,80.19,11,2.14,9,1.75,23006
23,7,439,51,11.62,369,84.05,11,2.51,8,1.82,23007
23,8,534,138,25.84,361,67.6,9,1.69,26,4.87,23008
23,9,407,41,10.07,353,86.73,2,0.49,11,2.7,23009
23,10,543,87,16.02,437,80.48,10,1.84,9,1.66,23010
23,11,527,48,9.11,455,86.34,8,1.52,16,3.04,23011
23,12,432,217,50.23,199,46.06,13,3.01,3,0.69,23012
23,13,406,33,8.13,365,89.9,3,0.74,5,1.23,23013
23,14,397,177,44.58,204,51.39,9,2.27,7,1.76,23014
23,15,413,43,10.41,360,87.17,8,1.94,2,0.48,23015
23,16,414,202,48.79,201,48.55,8,1.93,3,0.72,23016
23,17,345,28,8.12,300,86.96,10,2.9,7,2.03,23017
23,18,407,176,43.24,215,52.83,9,2.21,7,1.72,23018
23,19,413,30,7.26,368,89.1,9,2.18,6,1.45,23019
23,20,337,32,9.5,297,88.13,7,2.08,1,0.3,23020
23,21,450,218,48.44,217,48.22,11,2.44,4,0.89,23021
23,22,450,166,36.89,266,59.11,9,2.0,9,2.0,23022
23,23,438,184,42.01,231,52.74,13,2.97,10,2.28,23023
23,24,400,48,12.0,338,84.5,8,2.0,6,1.5,23024
23,25,471,90,19.11,363,77.07,7,1.49,11,2.34,23025
23,26,463,82,17.71,362,78.19,9,1.94,10,2.16,23026
23,27,399,189,47.37,182,45.61,19,4.76,9,2.26,23027
23,28,442,184,41.63,243,54.98,9,2.04,6,1.36,23028
23,29,365,132,36.16,222,60.82,9,2.47,2,0.55,23029
23,30,523,69,13.19,431,82.41,9,1.72,14,2.68,23030
23,31,383,51,13.32,318,83.03,6,1.57,8,2.09,23031
23,32,455,52,11.43,386,84.84,9,1.98,8,1.76,23032
23,33,500,51,10.2,435,87.0,7,1.4,7,1.4,23033
23,34,450,44,9.78,389,86.44,7,1.56,10,2.22,23034
23,35,364,182,50.0,167,45.88,9,2.47,6,1.65,23035
23,36,428,197,46.03,215,50.23,11,2.57,5,1.17,23036
23,37,409,204,49.88,195,47.68,6,1.47,4,0.98,23037
23,38,397,159,40.05,226,56.93,7,1.76,5,1.26,23038
23,39,450,35,7.78,405,90.0,5,1.11,5,1.11,23039
24,1,418,3,0.72,411,98.33,2,0.48,2,0.48,24001
24,2,463,5,1.08,455,98.27,1,0.22,2,0.43,24002
24,3,517,9,1.74,499,96.52,3,0.58,6,1.16,24003
24,4,378,3,0.79,372,98.41,2,0.53,1,0.26,24004
24,5,304,7,2.3,291,95.72,1,0.33,5,1.64,24005
24,6,445,4,0.9,429,96.4,5,1.12,7,1.57,24006
24,7,273,12,4.4,244,89.38,4,1.47,13,4.76,24007
24,8,219,1,0.46,215,98.17,1,0.46,2,0.91,24008
24,9,479,8,1.67,463,96.66,2,0.42,6,1.25,24009
24,10,224,8,3.57,209,93.3,2,0.89,5,2.23,24010
24,11,551,7,1.27,537,97.46,4,0.73,3,0.54,24011
24,12,294,4,1.36,284,96.6,2,0.68,4,1.36,24012
24,13,302,3,0.99,293,97.02,3,0.99,3,0.99,24013
24,14,466,4,0.86,455,97.64,4,0.86,3,0.64,24014
24,15,307,8,2.61,295,96.09,1,0.33,3,0.98,24015
24,16,492,18,3.66,455,92.48,5,1.02,14,2.85,24016
24,17,376,5,1.33,364,96.81,1,0.27,6,1.6,24017
24,18,456,5,1.1,443,97.15,3,0.66,5,1.1,24018
24,19,542,4,0.74,534,98.52,1,0.18,3,0.55,24019
24,20,393,5,1.27,383,97.46,3,0.76,2,0.51,24020
24,21,245,2,0.82,239,97.55,4,1.63,0,0.0,24021
24,22,621,5,0.81,610,98.23,3,0.48,3,0.48,24022
24,23,467,16,3.43,447,95.72,4,0.86,0,0.0,24023
24,24,632,6,0.95,619,97.94,2,0.32,5,0.79,24024
24,25,355,3,0.85,349,98.31,2,0.56,1,0.28,24025
24,26,596,10,1.68,579,97.15,2,0.34,5,0.84,24026
24,27,470,6,1.28,462,98.3,1,0.21,1,0.21,24027
24,28,335,1,0.3,332,99.1,1,0.3,1,0.3,24028
24,29,304,3,0.99,298,98.03,2,0.66,1,0.33,24029
24,30,262,1,0.38,260,99.24,0,0.0,1,0.38,24030
24,31,508,7,1.38,495,97.44,3,0.59,3,0.59,24031
24,32,273,5,1.83,261,95.6,3,1.1,4,1.47,24032
24,33,287,2,0.7,280,97.56,1,0.35,4,1.39,24033
24,34,435,7,1.61,423,97.24,3,0.69,2,0.46,24034
24,35,436,0,0.0,433,99.31,0,0.0,3,0.69,24035
24,36,544,9,1.65,523,96.14,3,0.55,9,1.65,24036
24,37,294,4,1.36,285,96.94,2,0.68,3,1.02,24037
24,38,350,10,2.86,327,93.43,6,1.71,7,2.0,24038
24,39,494,16,3.24,468,94.74,6,1.21,4,0.81,24039
24,40,521,7,1.34,511,98.08,0,0.0,3,0.58,24040
24,41,318,5,1.57,309,97.17,1,0.31,3,0.94,24041
25,1,471,22,4.67,420,89.17,8,1.7,21,4.46,25001
25,2,544,18,3.31,485,89.15,10,1.84,31,5.7,25002
25,3,771,92,11.93,621,80.54,44,5.71,14,1.82,25003
25,4,570,46,8.07,507,88.95,11,1.93,6,1.05,25004
25,5,577,67,11.61,475,82.32,11,1.91,24,4.16,25005
25,6,226,62,27.43,161,71.24,2,0.88,1,0.44,25006
25,7,542,42,7.75,468,86.35,4,0.74,28,5.17,25007
25,8,607,25,4.12,550,90.61,13,2.14,19,3.13,25008
25,9,602,37,6.15,536,89.04,5,0.83,24,3.99,25009
25,10,890,120,13.48,711,79.89,51,5.73,8,0.9,25010
25,11,569,40,7.03,491,86.29,9,1.58,29,5.1,25011
25,12,511,33,6.46,446,87.28,10,1.96,22,4.31,25012
25,13,624,16,2.56,572,91.67,11,1.76,25,4.01,25013
25,14,421,82,19.48,326,77.43,8,1.9,5,1.19,25014
25,15,504,48,9.52,431,85.52,9,1.79,16,3.17,25015
25,16,840,128,15.24,663,78.93,40,4.76,9,1.07,25016
25,17,591,42,7.11,515,87.14,16,2.71,18,3.05,25017
25,18,518,94,18.15,404,77.99,10,1.93,10,1.93,25018
25,19,599,20,3.34,544,90.82,11,1.84,24,4.01,25019
25,20,477,8,1.68,456,95.6,8,1.68,5,1.05,25020
25,21,964,122,12.66,782,81.12,39,4.05,21,2.18,25021
25,22,533,33,6.19,462,86.68,13,2.44,25,4.69,25022
25,23,610,33,5.41,544,89.18,7,1.15,26,4.26,25023
25,24,578,29,5.02,514,88.93,6,1.04,29,5.02,25024
25,25,599,145,24.21,423,70.62,16,2.67,15,2.5,25025
25,26,528,37,7.01,472,89.39,7,1.33,12,2.27,25026
25,27,790,118,14.94,629,79.62,32,4.05,11,1.39,25027
25,28,565,26,4.6,505,89.38,13,2.3,21,3.72,25028
25,29,532,25,4.7,498,93.61,5,0.94,4,0.75,25029
25,30,538,31,5.76,474,88.1,12,2.23,21,3.9,25030
25,31,1044,176,16.86,808,77.39,48,4.6,12,1.15,25031
25,32,493,85,17.24,384,77.89,8,1.62,16,3.25,25032
26,1,470,25,5.32,416,88.51,10,2.13,19,4.04,26001
26,2,409,31,7.58,360,88.02,7,1.71,11,2.69,26002
26,3,510,54,10.59,423,82.94,20,3.92,13,2.55,26003
26,4,363,15,4.13,343,94.49,3,0.83,2,0.55,26004
26,5,400,20,5.0,360,90.0,8,2.0,12,3.0,26005
26,6,360,26,7.22,319,88.61,8,2.22,7,1.94,26006
26,7,414,16,3.86,377,91.06,15,3.62,6,1.45,26007
26,8,237,25,10.55,198,83.54,4,1.69,10,4.22,26008
26,9,392,27,6.89,342,87.24,7,1.79,16,4.08,26009
26,10,404,31,7.67,360,89.11,7,1.73,6,1.49,26010
26,11,405,35,8.64,356,87.9,8,1.98,6,1.48,26011
26,12,469,34,7.25,406,86.57,5,1.07,24,5.12,26012
26,13,290,16,5.52,261,90.0,6,2.07,7,2.41,26013
26,14,338,20,5.92,304,89.94,4,1.18,10,2.96,26014
26,15,283,31,10.95,244,86.22,7,2.47,1,0.35,26015
26,16,264,29,10.98,231,87.5,1,0.38,3,1.14,26016
26,17,366,84,22.95,265,72.4,12,3.28,5,1.37,26017
26,18,348,28,8.05,300,86.21,9,2.59,11,3.16,26018
26,19,327,14,4.28,307,93.88,1,0.31,5,1.53,26019
26,20,396,31,7.83,348,87.88,6,1.52,11,2.78,26020
26,21,546,34,6.23,493,90.29,5,0.92,14,2.56,26021
26,22,293,14,4.78,268,91.47,6,2.05,5,1.71,26022
26,23,286,21,7.34,252,88.11,6,2.1,7,2.45,26023
26,24,417,32,7.67,366,87.77,7,1.68,12,2.88,26024
26,25,401,22,5.49,360,89.78,8,2.0,11,2.74,26025
26,26,327,22,6.73,291,88.99,4,1.22,10,3.06,26026
26,27,468,38,8.12,409,87.39,10,2.14,11,2.35,26027
26,28,560,74,13.21,456,81.43,15,2.68,15,2.68,26028
26,29,257,27,10.51,219,85.21,4,1.56,7,2.72,26029
26,30,329,14,4.26,299,90.88,8,2.43,8,2.43,26030
26,31,223,23,10.31,190,85.2,3,1.35,7,3.14,26031
26,32,527,54,10.25,440,83.49,26,4.93,7,1.33,26032
26,33,425,20,4.71,384,90.35,10,2.35,11,2.59,26033
26,34,487,25,5.13,427,87.68,15,3.08,20,4.11,26034
26,35,400,30,7.5,348,87.0,7,1.75,15,3.75,26035
26,36,434,39,8.99,365,84.1,15,3.46,15,3.46,26036
26,37,480,20,4.17,437,91.04,9,1.88,14,2.92,26037
26,38,253,18,7.11,226,89.33,2,0.79,7,2.77,26038
26,39,466,41,8.8,395,84.76,16,3.43,14,3.0,26039
26,40,293,10,3.41,271,92.49,4,1.37,8,2.73,26040
26,41,513,31,6.04,456,88.89,7,1.36,19,3.7,26041
26,42,337,28,8.31,293,86.94,5,1.48,11,3.26,26042
26,43,276,16,5.8,254,92.03,5,1.81,1,0.36,26043
26,44,268,22,8.21,238,88.81,3,1.12,5,1.87,26044
26,45,234,17,7.26,210,89.74,3,1.28,4,1.71,26045
26,46,316,64,20.25,239,75.63,7,2.22,6,1.9,26046
26,47,315,27,8.57,277,87.94,5,1.59,6,1.9,26047
26,48,422,37,8.77,353,83.65,15,3.55,17,4.03,26048
26,49,289,21,7.27,262,90.66,2,0.69,4,1.38,26049
27,1,765,120,15.69,588,76.86,45,5.88,12,1.57,27001
27,2,607,63,10.38,517,85.17,21,3.46,6,0.99,27002
27,3,331,11,3.32,317,95.77,1,0.3,2,0.6,27003
27,4,297,10,3.37,270,90.91,5,1.68,12,4.04,27004
27,5,389,14,3.6,371,95.37,0,0.0,4,1.03,27005
27,6,552,56,10.14,472,85.51,16,2.9,8,1.45,27006
27,7,736,51,6.93,639,86.82,27,3.67,19,2.58,27007
27,8,460,8,1.74,444,96.52,2,0.43,6,1.3,27008
27,9,286,55,19.23,217,75.87,12,4.2,2,0.7,27009
27,10,541,23,4.25,507,93.72,3,0.55,8,1.48,27010
27,11,637,118,18.52,479,75.2,32,5.02,8,1.26,27011
27,12,395,59,14.94,314,79.49,17,4.3,5,1.27,27012
27,13,670,30,4.48,623,92.99,9,1.34,8,1.19,27013
27,14,322,7,2.17,310,96.27,2,0.62,3,0.93,27014
27,15,378,8,2.12,367,97.09,2,0.53,1,0.26,27015
27,16,665,98,14.74,524,78.8,32,4.81,11,1.65,27016
27,17,537,19,3.54,505,94.04,6,1.12,7,1.3,27017
27,18,408,12,2.94,380,93.14,9,2.21,7,1.72,27018
27,19,341,17,4.99,317,92.96,2,0.59,5,1.47,27019
27,20,498,2,0.4,488,97.99,2,0.4,6,1.2,27020
27,21,560,91,16.25,436,77.86,31,5.54,2,0.36,27021
27,22,310,11,3.55,293,94.52,2,0.65,4,1.29,27022
27,23,399,7,1.75,386,96.74,2,0.5,4,1.0,27023
27,24,419,9,2.15,399,95.23,1,0.24,10,2.39,27024
27,25,486,32,6.58,435,89.51,12,2.47,7,1.44,27025
27,26,398,15,3.77,375,94.22,2,0.5,6,1.51,27026
27,27,661,36,5.45,613,92.74,9,1.36,3,0.45,27027
27,28,268,37,13.81,218,81.34,8,2.99,5,1.87,27028
27,29,426,15,3.52,404,94.84,4,0.94,3,0.7,27029
27,30,274,6,2.19,264,96.35,3,1.09,1,0.36,27030
27,31,430,9,2.09,410,95.35,6,1.4,5,1.16,27031
27,32,448,21,4.69,417,93.08,4,0.89,6,1.34,27032
27,33,546,66,12.09,452,82.78,21,3.85,7,1.28,27033
27,34,471,5,1.06,461,97.88,3,0.64,2,0.42,27034
27,35,584,105,17.98,453,77.57,17,2.91,9,1.54,27035
27,36,381,7,1.84,356,93.44,7,1.84,11,2.89,27036
27,37,614,72,11.73,507,82.57,26,4.23,9,1.47,27037
27,38,795,115,14.47,657,82.64,10,1.26,13,1.64,27038
27,39,345,9,2.61,332,96.23,1,0.29,3,0.87,27039
27,40,727,85,11.69,600,82.53,30,4.13,12,1.65,27040
27,41,475,7,1.47,460,96.84,4,0.84,4,0.84,27041
27,42,372,65,17.47,287,77.15,15,4.03,5,1.34,27042
27,43,435,11,2.53,406,93.33,7,1.61,11,2.53,27043
27,44,424,8,1.89,413,97.41,1,0.24,2,0.47,27044
27,45,1033,136,13.17,823,79.67,59,5.71,15,1.45,27045
27,46,389,70,17.99,293,75.32,22,5.66,4,1.03,27046
27,47,399,24,6.02,361,90.48,9,2.26,5,1.25,27047
27,48,889,74,8.32,791,88.98,13,1.46,11,1.24,27048
27,49,386,8,2.07,372,96.37,2,0.52,4,1.04,27049
27,50,502,7,1.39,486,96.81,4,0.8,5,1.0,27050
28,1,432,9,2.08,419,96.99,1,0.23,3,0.69,28001
28,2,435,11,2.53,415,95.4,1,0.23,8,1.84,28002
28,3,422,6,1.42,413,97.87,2,0.47,1,0.24,28003
28,4,417,66,15.83,335,80.34,10,2.4,6,1.44,28004
28,5,234,12,5.13,219,93.59,1,0.43,2,0.85,28005
28,6,231,18,7.79,203,87.88,9,3.9,1,0.43,28006
28,7,524,5,0.95,515,98.28,1,0.19,3,0.57,28007
28,8,496,61,12.3,399,80.44,32,6.45,4,0.81,28008
28,9,464,3,0.65,459,98.92,2,0.43,0,0.0,28009
28,10,593,60,10.12,511,86.17,15,2.53,7,1.18,28010
28,11,891,56,6.29,796,89.34,21,2.36,18,2.02,28011
28,12,506,4,0.79,495,97.83,3,0.59,4,0.79,28012
28,13,462,10,2.16,445,96.32,3,0.65,4,0.87,28013
28,14,447,1,0.22,441,98.66,2,0.45,3,0.67,28014
28,15,163,1,0.61,161,98.77,1,0.61,0,0.0,28015
28,16,329,5,1.52,322,97.87,1,0.3,1,0.3,28016
28,17,431,6,1.39,422,97.91,2,0.46,1,0.23,28017
28,18,351,9,2.56,340,96.87,2,0.57,0,0.0,28018
28,19,406,41,10.1,354,87.19,6,1.48,5,1.23,28019
28,20,469,15,3.2,440,93.82,6,1.28,8,1.71,28020
28,21,396,7,1.77,383,96.72,1,0.25,5,1.26,28021
28,22,425,13,3.06,405,95.29,3,0.71,4,0.94,28022
28,23,592,10,1.69,579,97.8,2,0.34,1,0.17,28023
28,24,441,13,2.95,418,94.78,4,0.91,6,1.36,28024
28,25,571,13,2.28,551,96.5,3,0.53,4,0.7,28025
28,26,560,5,0.89,547,97.68,4,0.71,4,0.71,28026
28,27,481,86,17.88,365,75.88,17,3.53,13,2.7,28027
28,28,536,101,18.84,406,75.75,17,3.17,12,2.24,28028
28,29,264,6,2.27,255,96.59,2,0.76,1,0.38,28029
28,30,72,0,0.0,70,97.22,1,1.39,1,1.39,28030
28,31,597,9,1.51,581,97.32,4,0.67,3,0.5,28031
28,32,471,7,1.49,458,97.24,3,0.64,3,0.64,28032
28,33,554,2,0.36,548,98.92,1,0.18,3,0.54,28033
28,34,914,15,1.64,885,96.83,5,0.55,9,0.98,28034
28,35,568,9,1.58,549,96.65,5,0.88,5,0.88,28035
28,36,277,4,1.44,268,96.75,1,0.36,4,1.44,28036
28,37,636,5,0.79,621,97.64,5,0.79,5,0.79,28037
28,38,219,3,1.37,214,97.72,2,0.91,0,0.0,28038
28,39,373,8,2.14,364,97.59,1,0.27,0,0.0,28039
28,40,604,3,0.5,589,97.52,10,1.66,2,0.33,28040
28,41,364,3,0.82,356,97.8,1,0.27,4,1.1,28041
28,42,531,7,1.32,521,98.12,1,0.19,2,0.38,28042
28,43,616,3,0.49,608,98.7,4,0.65,1,0.16,28043
28,44,349,4,1.15,345,98.85,0,0.0,0,0.0,28044
28,45,511,68,13.31,403,78.86,29,5.68,11,2.15,28045
28,46,832,107,12.86,685,82.33,18,2.16,22,2.64,28046
29,1,625,100,16.0,502,80.32,17,2.72,6,0.96,29001
29,2,769,12,1.56,744,96.75,7,0.91,6,0.78,29002
29,3,637,13,2.04,616,96.7,3,0.47,5,0.78,29003
29,4,593,9,1.52,576,97.13,5,0.84,3,0.51,29004
29,5,508,8,1.57,496,97.64,2,0.39,2,0.39,29005
29,6,474,10,2.11,458,96.62,3,0.63,3,0.63,29006
29,7,495,42,8.48,444,89.7,7,1.41,2,0.4,29007
29,8,527,8,1.52,515,97.72,2,0.38,2,0.38,29008
29,9,560,113,20.18,415,74.11,18,3.21,14,2.5,29009
29,10,611,81,13.26,511,83.63,14,2.29,5,0.82,29010
29,11,334,3,0.9,325,97.31,2,0.6,4,1.2,29011
29,12,625,20,3.2,598,95.68,4,0.64,3,0.48,29012
29,13,601,13,2.16,582,96.84,3,0.5,3,0.5,29013
29,14,505,9,1.78,490,97.03,3,0.59,3,0.59,29014
29,15,607,16,2.64,586,96.54,2,0.33,3,0.49,29015
29,16,588,9,1.53,574,97.62,1,0.17,4,0.68,29016
29,17,518,6,1.16,507,97.88,0,0.0,5,0.97,29017
29,18,542,12,2.21,521,96.13,2,0.37,7,1.29,29018
29,19,581,11,1.89,565,97.25,1,0.17,4,0.69,29019
29,20,733,15,2.05,707,96.45,0,0.0,11,1.5,29020
29,21,737,12,1.63,718,97.42,4,0.54,3,0.41,29021
29,22,433,29,6.7,400,92.38,2,0.46,2,0.46,29022
29,23,557,146,26.21,396,71.1,7,1.26,8,1.44,29023
29,24,508,11,2.17,491,96.65,3,0.59,3,0.59,29024
29,25,599,8,1.34,586,97.83,2,0.33,3,0.5,29025
29,26,520,14,2.69,494,95.0,7,1.35,5,0.96,29026
29,27,477,8,1.68,463,97.06,3,0.63,3,0.63,29027
29,28,675,6,0.89,657,97.33,4,0.59,8,1.19,29028
29,29,552,179,32.43,347,62.86,17,3.08,9,1.63,29029
29,30,611,76,12.44,522,85.43,7,1.15,6,0.98,29030
29,31,545,202,37.06,322,59.08,16,2.94,5,0.92,29031
29,32,514,210,40.86,278,54.09,16,3.11,10,1.95,29032
29,33,376,3,0.8,370,98.4,1,0.27,2,0.53,29033
29,34,334,35,10.48,294,88.02,3,0.9,2,0.6,29034
29,35,410,7,1.71,400,97.56,1,0.24,2,0.49,29035
29,36,449,10,2.23,435,96.88,3,0.67,1,0.22,29036
29,37,500,15,3.0,477,95.4,3,0.6,5,1.0,29037
29,38,529,112,21.17,395,74.67,11,2.08,11,2.08,29038
29,39,495,120,24.24,354,71.52,12,2.42,9,1.82,29039
29,40,598,8,1.34,581,97.16,2,0.33,7,1.17,29040
29,41,464,5,1.08,456,98.28,1,0.22,2,0.43,29041
29,42,593,8,1.35,579,97.64,4,0.67,2,0.34,29042
29,43,599,41,6.84,539,89.98,9,1.5,10,1.67,29043
29,44,664,23,3.46,626,94.28,7,1.05,8,1.2,29044
30,1,587,86,14.65,470,80.07,20,3.41,11,1.87,30001
30,2,532,112,21.05,394,74.06,11,2.07,15,2.82,30002
30,3,389,44,11.31,324,83.29,14,3.6,7,1.8,30003
30,4,510,135,26.47,351,68.82,11,2.16,13,2.55,30004
30,5,457,59,12.91,384,84.03,6,1.31,8,1.75,30005
30,6,409,48,11.74,353,86.31,7,1.71,1,0.24,30006
30,7,556,92,16.55,440,79.14,12,2.16,12,2.16,30007
30,8,573,79,13.79,458,79.93,14,2.44,22,3.84,30008
30,9,455,117,25.71,330,72.53,5,1.1,3,0.66,30009
30,10,617,104,16.86,499,80.88,12,1.94,2,0.32,30010
30,11,493,46,9.33,434,88.03,7,1.42,6,1.22,30011
30,12,530,91,17.17,425,80.19,7,1.32,7,1.32,30012
30,13,477,84,17.61,373,78.2,11,2.31,9,1.89,30013
30,14,378,47,12.43,319,84.39,7,1.85,5,1.32,30014
30,15,422,67,15.88,314,74.41,20,4.74,21,4.98,30015
30,16,274,44,16.06,220,80.29,4,1.46,6,2.19,30016
30,17,519,106,20.42,387,74.57,16,3.08,10,1.93,30017
30,18,602,59,9.8,508,84.39,15,2.49,20,3.32,30018
30,19,523,47,8.99,462,88.34,6,1.15,8,1.53,30019
30,20,543,79,14.55,442,81.4,11,2.03,11,2.03,30020
30,21,400,101,25.25,283,70.75,9,2.25,7,1.75,30021
30,22,680,75,11.03,575,84.56,18,2.65,12,1.76,30022
30,23,594,63,10.61,500,84.18,13,2.19,18,3.03,30023
30,24,642,83,12.93,516,80.37,29,4.52,14,2.18,30024
30,25,700,106,15.14,562,80.29,18,2.57,14,2.0,30025
30,26,356,59,16.57,288,80.9,4,1.12,5,1.4,30026
30,27,340,61,17.94,264,77.65,8,2.35,7,2.06,30027
30,28,544,60,11.03,456,83.82,11,2.02,17,3.13,30028
30,29,368,37,10.05,313,85.05,9,2.45,9,2.45,30029
30,30,251,17,6.77,225,89.64,3,1.2,6,2.39,30030
30,31,346,64,18.5,264,76.3,9,2.6,9,2.6,30031
30,32,404,41,10.15,343,84.9,14,3.47,6,1.49,30032
31,1,358,38,10.61,313,87.43,6,1.68,1,0.28,31001
31,2,299,23,7.69,269,89.97,5,1.67,2,0.67,31002
31,3,354,54,15.25,293,82.77,3,0.85,4,1.13,31003
31,4,465,30,6.45,405,87.1,11,2.37,19,4.09,31004
31,5,370,51,13.78,305,82.43,5,1.35,9,2.43,31005
31,6,313,30,9.58,276,88.18,3,0.96,4,1.28,31006
31,7,544,35,6.43,479,88.05,14,2.57,16,2.94,31007
31,8,283,34,12.01,244,86.22,0,0.0,5,1.77,31008
31,9,411,43,10.46,355,86.37,5,1.22,8,1.95,31009
31,10,356,39,10.96,309,86.8,3,0.84,5,1.4,31010
31,11,326,57,17.48,261,80.06,5,1.53,3,0.92,31011
31,12,330,70,21.21,244,73.94,9,2.73,7,2.12,31012
31,13,391,28,7.16,346,88.49,5,1.28,12,3.07,31013
31,14,342,51,14.91,274,80.12,4,1.17,13,3.8,31014
