ward,precinct,total,Herb Schumann,Herb Schumann Percent,Martin J. Durkan,Martin J. Durkan Percent,Christopher Anthony,Christopher Anthony Percent,precinct_id
26,3,459,81,17.65,290,63.18,88,19.17,26003
26,4,296,18,6.08,257,86.82,21,7.09,26004
26,5,351,29,8.26,264,75.21,58,16.52,26005
26,6,319,28,8.78,243,76.18,48,15.05,26006
26,7,377,34,9.02,272,72.15,71,18.83,26007
26,8,216,30,13.89,157,72.69,29,13.43,26008
26,9,351,25,7.12,273,77.78,53,15.1,26009
26,10,361,43,11.91,258,71.47,60,16.62,26010
26,11,366,41,11.2,269,73.5,56,15.3,26011
26,12,408,30,7.35,285,69.85,93,22.79,26012
26,13,230,11,4.78,201,87.39,18,7.83,26013
26,14,297,15,5.05,240,80.81,42,14.14,26014
26,15,229,24,10.48,185,80.79,20,8.73,26015
26,16,242,26,10.74,198,81.82,18,7.44,26016
26,17,327,105,32.11,161,49.24,61,18.65,26017
26,18,313,27,8.63,242,77.32,44,14.06,26018
26,19,289,14,4.84,247,85.47,28,9.69,26019
26,20,335,41,12.24,245,73.13,49,14.63,26020
26,21,503,42,8.35,372,73.96,89,17.69,26021
26,22,251,17,6.77,202,80.48,32,12.75,26022
26,23,252,28,11.11,186,73.81,38,15.08,26023
26,24,368,25,6.79,291,79.08,52,14.13,26024
26,25,339,26,7.67,242,71.39,71,20.94,26025
26,26,275,21,7.64,210,76.36,44,16.0,26026
26,27,392,34,8.67,289,73.72,69,17.6,26027
26,28,505,89,17.62,311,61.58,105,20.79,26028
26,29,222,29,13.06,144,64.86,49,22.07,26029
26,30,302,22,7.28,219,72.52,61,20.2,26030
26,31,186,18,9.68,134,72.04,34,18.28,26031
26,32,464,101,21.77,285,61.42,78,16.81,26032
26,33,377,38,10.08,277,73.47,62,16.45,26033
26,34,426,35,8.22,311,73.0,80,18.78,26034
26,35,325,28,8.62,239,73.54,58,17.85,26035
26,36,386,62,16.06,241,62.44,83,21.5,26036
26,37,422,28,6.64,319,75.59,75,17.77,26037
26,38,223,15,6.73,190,85.2,18,8.07,26038
26,39,408,54,13.24,285,69.85,69,16.91,26039
26,40,263,14,5.32,200,76.05,49,18.63,26040
26,41,445,25,5.62,349,78.43,71,15.96,26041
26,42,293,33,11.26,190,64.85,70,23.89,26042
26,43,245,14,5.71,204,83.27,27,11.02,26043
26,44,226,18,7.96,191,84.51,17,7.52,26044
26,45,210,18,8.57,171,81.43,21,10.0,26045
26,46,285,67,23.51,158,55.44,60,21.05,26046
26,47,279,23,8.24,227,81.36,29,10.39,26047
26,48,373,62,16.62,234,62.73,77,20.64,26048
26,49,215,18,8.37,173,80.47,24,11.16,26049
27,1,654,200,30.58,364,55.66,90,13.76,27001
27,2,515,109,21.17,346,67.18,60,11.65,27002
27,3,289,8,2.77,259,89.62,22,7.61,27003
27,4,283,17,6.01,231,81.63,35,12.37,27004
27,5,356,17,4.78,316,88.76,23,6.46,27005
27,6,466,87,18.67,324,69.53,55,11.8,27006
27,7,640,110,17.19,414,64.69,116,18.13,27007
27,8,411,14,3.41,369,89.78,28,6.81,27008
27,9,259,91,35.14,137,52.9,31,11.97,27009
27,10,484,24,4.96,417,86.16,43,8.88,27010
27,11,554,176,31.77,309,55.78,69,12.45,27011
27,12,350,132,37.71,166,47.43,52,14.86,27012
27,13,540,34,6.3,456,84.44,50,9.26,27013
27,14,294,8,2.72,268,91.16,18,6.12,27014
27,15,348,6,1.72,336,96.55,6,1.72,27015
27,16,585,166,28.38,325,55.56,94,16.07,27016
27,17,496,34,6.85,417,84.07,45,9.07,27017
27,18,363,16,4.41,324,89.26,23,6.34,27018
27,19,314,15,4.78,282,89.81,17,5.41,27019
27,20,430,9,2.09,401,93.26,20,4.65,27020
27,21,504,160,31.75,307,60.91,37,7.34,27021
27,22,264,9,3.41,242,91.67,13,4.92,27022
27,23,362,4,1.1,345,95.3,13,3.59,27023
27,24,387,14,3.62,353,91.21,20,5.17,27024
27,25,424,39,9.2,337,79.48,48,11.32,27025
27,26,367,16,4.36,319,86.92,32,8.72,27026
27,27,608,56,9.21,511,84.05,41,6.74,27027
27,28,238,47,19.75,156,65.55,35,14.71,27028
27,29,370,10,2.7,333,90.0,27,7.3,27029
27,30,250,10,4.0,225,90.0,15,6.0,27030
27,31,391,12,3.07,346,88.49,33,8.44,27031
27,32,403,33,8.19,329,81.64,41,10.17,27032
27,33,481,100,20.79,319,66.32,62,12.89,27033
27,34,435,3,0.69,420,96.55,12,2.76,27034
27,35,530,159,30.0,283,53.4,88,16.6,27035
27,36,366,22,6.01,288,78.69,56,15.3,27036
27,37,510,125,24.51,345,67.65,40,7.84,27037
27,38,704,137,19.46,487,69.18,80,11.36,27038
27,39,319,15,4.7,282,88.4,22,6.9,27039
27,40,638,129,20.22,418,65.52,91,14.26,27040
27,41,414,20,4.83,374,90.34,20,4.83,27041
27,42,328,86,26.22,218,66.46,24,7.32,27042
27,43,384,10,2.6,335,87.24,39,10.16,27043
27,44,372,5,1.34,352,94.62,15,4.03,27044
27,45,909,258,28.38,513,56.44,138,15.18,27045
27,46,343,138,40.23,170,49.56,35,10.2,27046
27,47,341,33,9.68,276,80.94,32,9.38,27047
27,48,746,118,15.82,575,77.08,53,7.1,27048
27,49,366,8,2.19,338,92.35,20,5.46,27049
27,50,460,11,2.39,425,92.39,24,5.22,27050
28,1,383,6,1.57,359,93.73,18,4.7,28001
28,2,398,16,4.02,344,86.43,38,9.55,28002
28,3,368,8,2.17,344,93.48,16,4.35,28003
28,4,349,88,25.21,212,60.74,49,14.04,28004
28,5,207,7,3.38,180,86.96,20,9.66,28005
28,6,191,32,16.75,137,71.73,22,11.52,28006
28,7,482,12,2.49,458,95.02,12,2.49,28007
28,8,444,124,27.93,263,59.23,57,12.84,28008
28,9,426,13,3.05,399,93.66,14,3.29,28009
28,10,526,88,16.73,363,69.01,75,14.26,28010
28,11,817,86,10.53,615,75.28,116,14.2,28011
28,12,447,10,2.24,420,93.96,17,3.8,28012
28,13,399,11,2.76,374,93.73,14,3.51,28013
28,14,401,7,1.75,377,94.01,17,4.24,28014
28,15,138,4,2.9,131,94.93,3,2.17,28015
28,16,305,7,2.3,289,94.75,9,2.95,28016
28,17,394,8,2.03,372,94.42,14,3.55,28017
28,18,326,14,4.29,294,90.18,18,5.52,28018
28,19,369,43,11.65,280,75.88,46,12.47,28019
28,20,418,11,2.63,379,90.67,28,6.7,28020
28,21,364,12,3.3,336,92.31,16,4.4,28021
28,22,370,18,4.86,321,86.76,31,8.38,28022
28,23,539,11,2.04,505,93.69,23,4.27,28023
28,24,386,8,2.07,357,92.49,21,5.44,28024
28,25,520,16,3.08,475,91.35,29,5.58,28025
28,26,505,5,0.99,481,95.25,19,3.76,28026
28,27,423,114,26.95,263,62.17,46,10.87,28027
28,28,476,111,23.32,298,62.61,67,14.08,28028
28,29,244,12,4.92,215,88.11,17,6.97,28029
28,30,64,0,0.0,64,100.0,0,0.0,28030
28,31,542,15,2.77,497,91.7,30,5.54,28031
28,32,440,8,1.82,413,93.86,19,4.32,28032
28,33,504,9,1.79,475,94.25,20,3.97,28033
28,34,802,29,3.62,733,91.4,40,4.99,28034
28,35,492,9,1.83,463,94.11,20,4.07,28035
28,36,248,3,1.21,235,94.76,10,4.03,28036
28,37,577,16,2.77,538,93.24,23,3.99,28037
28,38,201,3,1.49,190,94.53,8,3.98,28038
28,39,340,8,2.35,330,97.06,2,0.59,28039
28,40,543,6,1.1,510,93.92,27,4.97,28040
28,41,335,5,1.49,318,94.93,12,3.58,28041
28,42,510,9,1.76,481,94.31,20,3.92,28042
28,43,542,8,1.48,516,95.2,18,3.32,28043
28,44,317,3,0.95,304,95.9,10,3.15,28044
28,45,458,123,26.86,270,58.95,65,14.19,28045
28,46,733,121,16.51,484,66.03,128,17.46,28046
29,1,579,91,15.72,415,71.68,73,12.61,29001
29,2,715,14,1.96,663,92.73,38,5.31,29002
29,3,572,16,2.8,527,92.13,29,5.07,29003
29,4,559,16,2.86,510,91.23,33,5.9,29004
29,5,470,12,2.55,435,92.55,23,4.89,29005
29,6,436,13,2.98,404,92.66,19,4.36,29006
29,7,468,45,9.62,379,80.98,44,9.4,29007
29,8,486,11,2.26,451,92.8,24,4.94,29008
29,9,523,102,19.5,350,66.92,71,13.58,29009
29,10,553,88,15.91,407,73.6,58,10.49,29010
29,11,304,6,1.97,279,91.78,19,6.25,29011
29,12,578,24,4.15,519,89.79,35,6.06,29012
29,13,537,17,3.17,493,91.81,27,5.03,29013
29,14,466,5,1.07,435,93.35,26,5.58,29014
29,15,572,18,3.15,521,91.08,33,5.77,29015
29,16,551,9,1.63,521,94.56,21,3.81,29016
29,17,475,9,1.89,446,93.89,20,4.21,29017
29,18,512,8,1.56,471,91.99,33,6.45,29018
29,19,546,12,2.2,503,92.12,31,5.68,29019
29,20,616,15,2.44,571,92.69,30,4.87,29020
29,21,664,23,3.46,611,92.02,30,4.52,29021
29,22,386,19,4.92,332,86.01,35,9.07,29022
29,23,488,111,22.75,322,65.98,55,11.27,29023
29,24,468,11,2.35,435,92.95,22,4.7,29024
29,25,557,12,2.15,516,92.64,29,5.21,29025
29,26,480,34,7.08,409,85.21,37,7.71,29026
29,27,430,12,2.79,405,94.19,13,3.02,29027
29,28,621,18,2.9,562,90.5,41,6.6,29028
29,29,479,151,31.52,282,58.87,46,9.6,29029
29,30,537,82,15.27,399,74.3,56,10.43,29030
29,31,470,159,33.83,263,55.96,48,10.21,29031
29,32,455,149,32.75,250,54.95,56,12.31,29032
29,33,320,11,3.44,283,88.44,26,8.13,29033
29,34,297,33,11.11,237,79.8,27,9.09,29034
29,35,384,7,1.82,359,93.49,18,4.69,29035
29,36,417,13,3.12,381,91.37,23,5.52,29036
29,37,460,19,4.13,417,90.65,24,5.22,29037
29,38,460,101,21.96,292,63.48,67,14.57,29038
29,39,431,100,23.2,284,65.89,47,10.9,29039
29,40,564,14,2.48,521,92.38,29,5.14,29040
29,41,429,9,2.1,395,92.07,25,5.83,29041
29,42,544,14,2.57,505,92.83,25,4.6,29042
29,43,565,54,9.56,450,79.65,61,10.8,29043
29,44,608,38,6.25,534,87.83,36,5.92,29044
30,1,530,84,15.85,366,69.06,80,15.09,30001
30,2,449,90,20.04,306,68.15,53,11.8,30002
30,3,351,58,16.52,224,63.82,69,19.66,30003
30,4,462,113,24.46,293,63.42,56,12.12,30004
30,5,381,47,12.34,300,78.74,34,8.92,30005
30,6,368,41,11.14,285,77.45,42,11.41,30006
30,7,506,92,18.18,311,61.46,103,20.36,30007
30,8,497,62,12.47,331,66.6,104,20.93,30008
30,9,382,79,20.68,250,65.45,53,13.87,30009
30,10,523,98,18.74,385,73.61,40,7.65,30010
30,11,439,42,9.57,352,80.18,45,10.25,30011
30,12,458,77,16.81,343,74.89,38,8.3,30012
30,13,415,79,19.04,295,71.08,41,9.88,30013
30,14,309,46,14.89,241,77.99,22,7.12,30014
30,15,381,94,24.67,226,59.32,61,16.01,30015
30,16,240,41,17.08,174,72.5,25,10.42,30016
30,17,463,96,20.73,324,69.98,43,9.29,30017
30,18,535,57,10.65,399,74.58,79,14.77,30018
30,19,461,43,9.33,374,81.13,44,9.54,30019
30,20,480,85,17.71,333,69.38,62,12.92,30020
30,21,359,80,22.28,241,67.13,38,10.58,30021
30,22,604,69,11.42,424,70.2,111,18.38,30022
30,23,517,68,13.15,372,71.95,77,14.89,30023
30,24,547,73,13.35,383,70.02,91,16.64,30024
30,25,598,100,16.72,401,67.06,97,16.22,30025
30,26,308,55,17.86,205,66.56,48,15.58,30026
30,27,306,50,16.34,210,68.63,46,15.03,30027
30,28,509,69,13.56,338,66.4,102,20.04,30028
30,29,311,45,14.47,236,75.88,30,9.65,30029
30,30,215,16,7.44,168,78.14,31,14.42,30030
30,31,292,65,22.26,193,66.1,34,11.64,30031
30,32,367,55,14.99,246,67.03,66,17.98,30032
31,1,301,27,8.97,238,79.07,36,11.96,31001
31,2,254,25,9.84,200,78.74,29,11.42,31002
31,3,308,43,13.96,220,71.43,45,14.61,31003
31,4,407,39,9.58,283,69.53,85,20.88,31004
31,5,331,49,14.8,242,73.11,40,12.08,31005
31,6,270,25,9.26,220,81.48,25,9.26,31006
31,7,487,50,10.27,339,69.61,98,20.12,31007
31,8,252,29,11.51,189,75.0,34,13.49,31008
31,9,359,45,12.53,276,76.88,38,10.58,31009
31,10,326,35,10.74,256,78.53,35,10.74,31010
31,11,287,56,19.51,207,72.13,24,8.36,31011
31,12,307,67,21.82,196,63.84,44,14.33,31012
31,13,330,24,7.27,259,78.48,47,14.24,31013
31,14,300,44,14.67,220,73.33,36,12.0,31014
31,15,272,49,18.01,200,73.53,23,8.46,31015
31,16,386,37,9.59,270,69.95,79,20.47,31016
31,17,306,52,16.99,222,72.55,32,10.46,31017
31,18,284,40,14.08,213,75.0,31,10.92,31018
31,19,276,37,13.41,204,73.91,35,12.68,31019
31,20,315,30,9.52,247,78.41,38,12.06,31020
31,21,316,41,12.97,236,74.68,39,12.34,31021
31,22,302,28,9.27,236,78.15,38,12.58,31022
31,23,312,44,14.1,236,75.64,32,10.26,31023
31,24,328,43,13.11,245,74.7,40,12.2,31024
31,25,302,53,17.55,204,67.55,45,14.9,31025
31,26,333,51,15.32,246,73.87,36,10.81,31026
31,27,337,53,15.73,245,72.7,39,11.57,31027
31,28,312,41,13.14,230,73.72,41,13.14,31028
31,29,304,40,13.16,227,74.67,37,12.17,31029
31,30,265,27,10.19,203,76.6,35,13.21,31030
31,31,294,51,17.35,217,73.81,26,8.84,31031
31,32,298,44,14.77,221,74.16,33,11.07,31032
31,33,295,49,16.61,213,72.2,33,11.19,31033
31,34,338,53,15.68,242,71.6,43,12.72,31034
31,35,334,52,15.57,241,72.16,41,12.28,31035
31,36,329,44,13.37,237,72.04,48,14.59,31036
31,37,292,32,10.96,231,79.11,29,9.93,31037
31,38,334,32,9.58,270,80.84,32,9.58,31038
31,39,342,30,8.77,262,76.61,50,14.62,31039
31,40,348,44,12.64,250,71.84,54,15.52,31040
31,41,306,36,11.76,244,79.74,26,8.5,31041
32,1,675,167,24.74,415,61.48,93,13.78,32001
32,2,631,194,30.74,370,58.64,67,10.62,32002
32,3,604,87,14.4,374,61.92,143,23.68,32003
32,4,548,151,27.55,320,58.39,77,14.05,32004
32,5,596,120,20.13,378,63.42,98,16.44,32005
32,6,627,169,26.95,366,58.37,92,14.67,32006
32,7,598,184,30.77,349,58.36,65,10.87,32007
32,8,695,232,33.38,366,52.66,97,13.96,32008
32,9,602,152,25.25,375,62.29,75,12.46,32009
32,10,603,194,32.17,328,54.39,81,13.43,32010
32,11,524,46,8.78,351,66.98,127,24.24,32011
32,12,413,46,11.14,255,61.74,112,27.12,32012
32,13,607,205,33.77,340,56.01,62,10.21,32013
32,14,571,91,15.94,359,62.87,121,21.19,32014
32,15,552,143,25.91,321,58.15,88,15.94,32015
32,16,561,113,20.14,370,65.95,78,13.9,32016
32,17,561,78,13.9,349,62.21,134,23.89,32017
32,18,529,204,38.56,274,51.8,51,9.64,32018
32,19,557,130,23.34,344,61.76,83,14.9,32019
32,20,565,54,9.56,397,70.27,114,20.18,32020
32,21,600,160,26.67,344,57.33,96,16.0,32021
32,22,758,107,14.12,483,63.72,168,22.16,32022
32,23,576,198,34.38,293,50.87,85,14.76,32023
32,24,479,185,38.62,244,50.94,50,10.44,32024
32,25,552,153,27.72,300,54.35,99,17.93,32025
32,26,593,99,16.69,398,67.12,96,16.19,32026
32,27,567,222,39.15,287,50.62,58,10.23,32027
32,28,552,69,12.5,358,64.86,125,22.64,32028
32,29,617,119,19.29,398,64.51,100,16.21,32029
32,30,570,219,38.42,289,50.7,62,10.88,32030
32,31,605,197,32.56,319,52.73,89,14.71,32031
32,32,574,161,28.05,319,55.57,94,16.38,32032
32,33,576,176,30.56,334,57.99,66,11.46,32033
32,34,610,145,23.77,373,61.15,92,15.08,32034
32,35,567,152,26.81,335,59.08,80,14.11,32035
32,36,590,175,29.66,334,56.61,81,13.73,32036
32,37,570,138,24.21,341,59.82,91,15.96,32037
32,38,571,160,28.02,342,59.89,69,12.08,32038
32,39,627,269,42.9,298,47.53,60,9.57,32039
32,40,584,173,29.62,309,52.91,102,17.47,32040
32,41,596,189,31.71,342,57.38,65,10.91,32041
32,42,523,146,27.92,294,56.21,83,15.87,32042
32,43,489,75,15.34,313,64.01,101,20.65,32043
33,1,596,96,16.11,387,64.93,113,18.96,33001
33,2,693,99,14.29,506,73.02,88,12.7,33002
33,3,678,105,15.49,429,63.27,144,21.24,33003
33,4,778,132,16.97,499,64.14,147,18.89,33004
33,5,528,75,14.2,365,69.13,88,16.67,33005
33,6,536,59,11.01,389,72.57,88,16.42,33006
33,7,636,88,13.84,451,70.91,97,15.25,33007
33,8,719,136,18.92,459,63.84,124,17.25,33008
33,9,657,141,21.46,425,64.69,91,13.85,33009
33,10,526,102,19.39,342,65.02,82,15.59,33010
33,11,638,106,16.61,406,63.64,126,19.75,33011
33,12,612,91,14.87,419,68.46,102,16.67,33012
33,13,578,65,11.25,406,70.24,107,18.51,33013
33,14,306,41,13.4,209,68.3,56,18.3,33014
33,15,648,81,12.5,471,72.69,96,14.81,33015
33,16,786,127,16.16,530,67.43,129,16.41,33016
33,17,660,102,15.45,440,66.67,118,17.88,33017
33,18,745,106,14.23,502,67.38,137,18.39,33018
33,19,640,108,16.88,408,63.75,124,19.38,33019
33,20,692,96,13.87,471,68.06,125,18.06,33020
33,21,630,85,13.49,421,66.83,124,19.68,33021
33,22,562,101,17.97,375,66.73,86,15.3,33022
33,23,623,96,15.41,399,64.04,128,20.55,33023
33,24,729,147,20.16,445,61.04,137,18.79,33024
33,25,709,104,14.67,470,66.29,135,19.04,33025
33,26,468,53,11.32,304,64.96,111,23.72,33026
33,27,631,103,16.32,418,66.24,110,17.43,33027
33,28,541,54,9.98,364,67.28,123,22.74,33028
34,1,483,12,2.48,450,93.17,21,4.35,34001
34,2,347,8,2.31,316,91.07,23,6.63,34002
34,3,492,9,1.83,453,92.07,30,6.1,34003
34,4,390,9,2.31,368,94.36,13,3.33,34004
34,5,411,8,1.95,385,93.67,18,4.38,34005
34,6,511,16,3.13,461,90.22,34,6.65,34006
34,7,487,7,1.44,445,91.38,35,7.19,34007
34,8,382,4,1.05,363,95.03,15,3.93,34008
34,9,412,11,2.67,372,90.29,29,7.04,34009
34,10,445,8,1.8,407,91.46,30,6.74,34010
34,11,416,5,1.2,389,93.51,22,5.29,34011
34,12,485,11,2.27,437,90.1,37,7.63,34012
34,13,468,9,1.92,435,92.95,24,5.13,34013
34,14,387,15,3.88,362,93.54,10,2.58,34014
34,15,448,8,1.79,418,93.3,22,4.91,34015
34,16,406,12,2.96,376,92.61,18,4.43,34016
34,17,577,12,2.08,542,93.93,23,3.99,34017
34,18,363,7,1.93,340,93.66,16,4.41,34018
34,19,571,13,2.28,533,93.35,25,4.38,34019
34,20,494,12,2.43,460,93.12,22,4.45,34020
34,21,499,12,2.4,457,91.58,30,6.01,34021
34,22,411,9,2.19,374,91.0,28,6.81,34022
34,23,377,6,1.59,356,94.43,15,3.98,34023
34,24,429,9,2.1,400,93.24,20,4.66,34024
34,25,484,10,2.07,442,91.32,32,6.61,34025
34,26,490,6,1.22,460,93.88,24,4.9,34026
34,27,415,10,2.41,388,93.49,17,4.1,34027
34,28,339,8,2.36,326,96.17,5,1.47,34028
34,29,378,8,2.12,356,94.18,14,3.7,34029
34,30,391,6,1.53,358,91.56,27,6.91,34030
34,31,411,12,2.92,378,91.97,21,5.11,34031
34,32,447,6,1.34,421,94.18,20,4.47,34032
34,33,424,8,1.89,391,92.22,25,5.9,34033
34,34,481,6,1.25,450,93.56,25,5.2,34034
34,35,523,16,3.06,474,90.63,33,6.31,34035
34,36,401,10,2.49,366,91.27,25,6.23,34036
34,37,331,8,2.42,310,93.66,13,3.93,34037
34,38,271,4,1.48,254,93.73,13,4.8,34038
34,39,354,5,1.41,331,93.5,18,5.08,34039
34,40,518,8,1.54,487,94.02,23,4.44,34040
34,41,342,4,1.17,310,90.64,28,8.19,34041
34,42,412,9,2.18,380,92.23,23,5.58,34042
34,43,405,9,2.22,376,92.84,20,4.94,34043
34,44,443,5,1.13,413,93.23,25,5.64,34044
34,45,460,13,2.83,423,91.96,24,5.22,34045
34,46,295,6,2.03,271,91.86,18,6.1,34046
34,47,480,9,1.88,447,93.13,24,5.0,34047
34,48,458,8,1.75,408,89.08,42,9.17,34048
34,49,547,12,2.19,501,91.59,34,6.22,34049
34,50,408,13,3.19,376,92.16,19,4.66,34050
34,51,462,11,2.38,427,92.42,24,5.19,34051
34,52,322,3,0.93,304,94.41,15,4.66,34052
34,53,349,4,1.15,333,95.42,12,3.44,34053
35,1,516,67,12.98,368,71.32,81,15.7,35001
35,2,489,69,14.11,316,64.62,104,21.27,35002
35,3,483,37,7.66,360,74.53,86,17.81,35003
35,4,481,71,14.76,329,68.4,81,16.84,35004
35,5,463,45,9.72,330,71.27,88,19.01,35005
35,6,477,72,15.09,319,66.88,86,18.03,35006
35,7,506,50,9.88,342,67.59,114,22.53,35007
35,8,501,56,11.18,335,66.87,110,21.96,35008
35,9,478,67,14.02,326,68.2,85,17.78,35009
35,10,650,59,9.08,434,66.77,157,24.15,35010
35,11,537,59,10.99,370,68.9,108,20.11,35011
35,12,358,25,6.98,284,79.33,49,13.69,35012
35,13,367,29,7.9,305,83.11,33,8.99,35013
35,14,395,39,9.87,300,75.95,56,14.18,35014
35,15,579,71,12.26,399,68.91,109,18.83,35015
35,16,344,18,5.23,271,78.78,55,15.99,35016
35,17,551,56,10.16,375,68.06,120,21.78,35017
35,18,394,30,7.61,321,81.47,43,10.91,35018
35,19,312,26,8.33,256,82.05,30,9.62,35019
35,20,479,61,12.73,354,73.9,64,13.36,35020
35,21,445,41,9.21,323,72.58,81,18.2,35021
35,22,574,79,13.76,380,66.2,115,20.03,35022
35,23,503,80,15.9,345,68.59,78,15.51,35023
35,24,463,58,12.53,314,67.82,91,19.65,35024
35,25,614,70,11.4,418,68.08,126,20.52,35025
35,26,446,73,16.37,284,63.68,89,19.96,35026
35,27,478,58,12.13,331,69.25,89,18.62,35027
35,28,485,64,13.2,339,69.9,82,16.91,35028
35,29,497,64,12.88,371,74.65,62,12.47,35029
35,30,508,61,12.01,373,73.43,74,14.57,35030
35,31,544,78,14.34,362,66.54,104,19.12,35031
36,1,480,82,17.08,359,74.79,39,8.13,36001
36,2,453,52,11.48,364,80.35,37,8.17,36002
36,3,410,51,12.44,311,75.85,48,11.71,36003
36,4,466,47,10.09,383,82.19,36,7.73,36004
36,5,431,52,12.06,345,80.05,34,7.89,36005
36,6,392,57,14.54,296,75.51,39,9.95,36006
36,7,497,174,35.01,274,55.13,49,9.86,36007
36,8,375,27,7.2,304,81.07,44,11.73,36008
36,9,425,37,8.71,348,81.88,40,9.41,36009
36,10,497,94,18.91,329,66.2,74,14.89,36010
36,11,353,35,9.92,286,81.02,32,9.07,36011
36,12,286,19,6.64,246,86.01,21,7.34,36012
36,13,307,25,8.14,256,83.39,26,8.47,36013
36,14,469,104,22.17,304,64.82,61,13.01,36014
36,15,482,107,22.2,314,65.15,61,12.66,36015
36,16,466,99,21.24,312,66.95,55,11.8,36016
36,17,449,101,22.49,302,67.26,46,10.24,36017
36,18,442,123,27.83,278,62.9,41,9.28,36018
36,19,541,77,14.23,395,73.01,69,12.75,36019
36,20,441,94,21.32,293,66.44,54,12.24,36020
36,21,402,44,10.95,319,79.35,39,9.7,36021
36,22,406,31,7.64,324,79.8,51,12.56,36022
36,23,417,49,11.75,330,79.14,38,9.11,36023
36,24,458,120,26.2,284,62.01,54,11.79,36024
36,25,444,42,9.46,364,81.98,38,8.56,36025
36,26,405,119,29.38,239,59.01,47,11.6,36026
36,27,413,73,17.68,293,70.94,47,11.38,36027
36,28,420,119,28.33,261,62.14,40,9.52,36028
36,29,483,121,25.05,295,61.08,67,13.87,36029
36,30,438,86,19.63,298,68.04,54,12.33,36030
37,1,368,20,5.43,332,90.22,16,4.35,37001
37,2,374,14,3.74,331,88.5,29,7.75,37002
37,3,380,10,2.63,345,90.79,25,6.58,37003
37,4,401,15,3.74,360,89.78,26,6.48,37004
37,5,453,23,5.08,416,91.83,14,3.09,37005
37,6,459,17,3.7,413,89.98,29,6.32,37006
37,7,321,8,2.49,301,93.77,12,3.74,37007
37,8,370,9,2.43,343,92.7,18,4.86,37008
37,9,504,10,1.98,475,94.25,19,3.77,37009
37,10,530,29,5.47,459,86.6,42,7.92,37010
37,11,385,7,1.82,356,92.47,22,5.71,37011
37,12,367,22,5.99,308,83.92,37,10.08,37012
37,13,354,9,2.54,323,91.24,22,6.21,37013
37,14,491,16,3.26,456,92.87,19,3.87,37014
37,15,478,6,1.26,451,94.35,21,4.39,37015
37,16,485,15,3.09,440,90.72,30,6.19,37016
37,17,423,15,3.55,388,91.73,20,4.73,37017
37,18,425,17,4.0,391,92.0,17,4.0,37018
37,19,416,10,2.4,385,92.55,21,5.05,37019
37,20,394,11,2.79,370,93.91,13,3.3,37020
37,21,410,16,3.9,356,86.83,38,9.27,37021
37,22,420,15,3.57,376,89.52,29,6.9,37022
37,23,448,6,1.34,413,92.19,29,6.47,37023
37,24,479,19,3.97,433,90.4,27,5.64,37024
37,25,437,12,2.75,400,91.53,25,5.72,37025
37,26,536,22,4.1,484,90.3,30,5.6,37026
37,27,477,17,3.56,433,90.78,27,5.66,37027
37,28,417,14,3.36,381,91.37,22,5.28,37028
37,29,450,16,3.56,407,90.44,27,6.0,37029
37,30,435,6,1.38,413,94.94,16,3.68,37030
37,31,474,10,2.11,441,93.04,23,4.85,37031
37,32,429,13,3.03,390,90.91,26,6.06,37032
37,33,519,11,2.12,479,92.29,29,5.59,37033
37,34,448,8,1.79,419,93.53,21,4.69,37034
37,35,477,9,1.89,450,94.34,18,3.77,37035
37,36,455,9,1.98,432,94.95,14,3.08,37036
37,37,541,21,3.88,486,89.83,34,6.28,37037
37,38,477,14,2.94,432,90.57,31,6.5,37038
37,39,436,13,2.98,400,91.74,23,5.28,37039
37,40,475,13,2.74,440,92.63,22,4.63,37040
37,41,436,15,3.44,400,91.74,21,4.82,37041
38,1,414,96,23.19,263,63.53,55,13.29,38001
38,2,473,257,54.33,189,39.96,27,5.71,38002
38,3,486,161,33.13,269,55.35,56,11.52,38003
38,4,440,146,33.18,234,53.18,60,13.64,38004
38,5,467,162,34.69,242,51.82,63,13.49,38005
38,6,478,161,33.68,262,54.81,55,11.51,38006
38,7,443,171,38.6,228,51.47,44,9.93,38007
38,8,437,143,32.72,238,54.46,56,12.81,38008
38,9,501,194,38.72,257,51.3,50,9.98,38009
38,10,433,134,30.95,245,56.58,54,12.47,38010
38,11,421,121,28.74,261,62.0,39,9.26,38011
38,12,456,214,46.93,200,43.86,42,9.21,38012
38,13,479,182,38.0,259,54.07,38,7.93,38013
38,14,496,135,27.22,296,59.68,65,13.1,38014
38,15,429,120,27.97,257,59.91,52,12.12,38015
38,16,468,139,29.7,266,56.84,63,13.46,38016
38,17,539,237,43.97,227,42.12,75,13.91,38017
38,18,479,164,34.24,259,54.07,56,11.69,38018
38,19,513,165,32.16,291,56.73,57,11.11,38019
38,20,477,192,40.25,226,47.38,59,12.37,38020
38,21,399,125,31.33,240,60.15,34,8.52,38021
38,22,417,119,28.54,251,60.19,47,11.27,38022
38,23,498,139,27.91,300,60.24,59,11.85,38023
38,24,497,182,36.62,263,52.92,52,10.46,38024
38,25,395,109,27.59,227,57.47,59,14.94,38025
38,26,465,151,32.47,250,53.76,64,13.76,38026
38,27,488,167,34.22,275,56.35,46,9.43,38027
38,28,562,231,41.1,282,50.18,49,8.72,38028
38,29,435,124,28.51,251,57.7,60,13.79,38029
