ward,precinct,total,Richard M. Daley,Richard M. Daley Percent,"William Walls, III","William Walls, III Percent",Dorothy A. Brown,Dorothy A. Brown Percent,precinct_id
20,3,159,70,44.03,23,14.47,66,41.51,20003
20,4,141,118,83.69,7,4.96,16,11.35,20004
20,5,122,59,48.36,25,20.49,38,31.15,20005
20,6,219,103,47.03,38,17.35,78,35.62,20006
20,7,50,26,52.0,7,14.0,17,34.0,20007
20,8,61,52,85.25,7,11.48,2,3.28,20008
20,9,218,118,54.13,32,14.68,68,31.19,20009
20,10,144,70,48.61,28,19.44,46,31.94,20010
20,11,93,39,41.94,15,16.13,39,41.94,20011
20,12,118,60,50.85,16,13.56,42,35.59,20012
20,13,158,90,56.96,17,10.76,51,32.28,20013
20,14,272,153,56.25,31,11.4,88,32.35,20014
20,15,129,106,82.17,4,3.1,19,14.73,20015
20,16,243,128,52.67,32,13.17,83,34.16,20016
20,17,109,48,44.04,18,16.51,43,39.45,20017
20,18,123,55,44.72,17,13.82,51,41.46,20018
20,19,144,88,61.11,19,13.19,37,25.69,20019
20,20,85,39,45.88,16,18.82,30,35.29,20020
20,21,78,67,85.9,1,1.28,10,12.82,20021
20,22,236,123,52.12,49,20.76,64,27.12,20022
20,23,228,122,53.51,22,9.65,84,36.84,20023
20,24,207,105,50.72,38,18.36,64,30.92,20024
20,25,140,68,48.57,23,16.43,49,35.0,20025
20,26,154,90,58.44,27,17.53,37,24.03,20026
20,27,94,38,40.43,25,26.6,31,32.98,20027
20,28,170,96,56.47,30,17.65,44,25.88,20028
20,29,167,74,44.31,37,22.16,56,33.53,20029
20,30,180,104,57.78,15,8.33,61,33.89,20030
20,31,201,105,52.24,29,14.43,67,33.33,20031
20,32,146,85,58.22,19,13.01,42,28.77,20032
20,33,159,71,44.65,26,16.35,62,38.99,20033
20,34,236,122,51.69,35,14.83,79,33.47,20034
20,35,89,40,44.94,15,16.85,34,38.2,20035
20,36,151,86,56.95,14,9.27,51,33.77,20036
20,37,185,87,47.03,41,22.16,57,30.81,20037
20,38,43,26,60.47,5,11.63,12,27.91,20038
20,39,146,61,41.78,27,18.49,58,39.73,20039
20,40,127,71,55.91,17,13.39,39,30.71,20040
20,41,52,44,84.62,3,5.77,5,9.62,20041
20,42,141,65,46.1,25,17.73,51,36.17,20042
20,43,44,25,56.82,6,13.64,13,29.55,20043
20,44,216,124,57.41,26,12.04,66,30.56,20044
20,45,95,47,49.47,21,22.11,27,28.42,20045
20,46,130,65,50.0,33,25.38,32,24.62,20046
20,47,162,87,53.7,36,22.22,39,24.07,20047
20,48,84,42,50.0,14,16.67,28,33.33,20048
20,49,135,65,48.15,17,12.59,53,39.26,20049
20,50,103,52,50.49,19,18.45,32,31.07,20050
21,1,308,145,47.08,54,17.53,109,35.39,21001
21,2,201,102,50.75,39,19.4,60,29.85,21002
21,3,176,79,44.89,38,21.59,59,33.52,21003
21,4,214,110,51.4,34,15.89,70,32.71,21004
21,5,198,107,54.04,37,18.69,54,27.27,21005
21,6,178,95,53.37,28,15.73,55,30.9,21006
21,7,235,101,42.98,58,24.68,76,32.34,21007
21,8,233,124,53.22,25,10.73,84,36.05,21008
21,9,217,119,54.84,37,17.05,61,28.11,21009
21,10,150,77,51.33,29,19.33,44,29.33,21010
21,11,228,106,46.49,37,16.23,85,37.28,21011
21,12,245,116,47.35,42,17.14,87,35.51,21012
21,13,125,64,51.2,19,15.2,42,33.6,21013
21,14,186,97,52.15,31,16.67,58,31.18,21014
21,15,174,108,62.07,26,14.94,40,22.99,21015
21,16,192,101,52.6,29,15.1,62,32.29,21016
21,17,180,89,49.44,35,19.44,56,31.11,21017
21,18,209,100,47.85,31,14.83,78,37.32,21018
21,19,156,71,45.51,32,20.51,53,33.97,21019
21,20,120,63,52.5,19,15.83,38,31.67,21020
21,21,250,111,44.4,48,19.2,91,36.4,21021
21,22,207,117,56.52,23,11.11,67,32.37,21022
21,23,181,86,47.51,41,22.65,54,29.83,21023
21,24,225,116,51.56,43,19.11,66,29.33,21024
21,25,172,68,39.53,31,18.02,73,42.44,21025
21,26,151,67,44.37,36,23.84,48,31.79,21026
21,27,236,123,52.12,53,22.46,60,25.42,21027
21,28,175,90,51.43,31,17.71,54,30.86,21028
21,29,108,56,51.85,4,3.7,48,44.44,21029
21,30,162,92,56.79,25,15.43,45,27.78,21030
21,31,272,134,49.26,47,17.28,91,33.46,21031
21,32,161,75,46.58,34,21.12,52,32.3,21032
21,33,193,100,51.81,31,16.06,62,32.12,21033
21,34,224,120,53.57,45,20.09,59,26.34,21034
21,35,124,73,58.87,17,13.71,34,27.42,21035
21,36,166,96,57.83,23,13.86,47,28.31,21036
21,37,170,83,48.82,31,18.24,56,32.94,21037
21,38,195,101,51.79,35,17.95,59,30.26,21038
21,39,170,96,56.47,30,17.65,44,25.88,21039
21,40,185,99,53.51,38,20.54,48,25.95,21040
21,41,160,77,48.13,30,18.75,53,33.13,21041
21,42,203,91,44.83,42,20.69,70,34.48,21042
21,43,179,94,52.51,41,22.91,44,24.58,21043
21,44,210,98,46.67,47,22.38,65,30.95,21044
21,45,161,84,52.17,28,17.39,49,30.43,21045
21,46,120,47,39.17,26,21.67,47,39.17,21046
21,47,265,119,44.91,49,18.49,97,36.6,21047
21,48,217,113,52.07,30,13.82,74,34.1,21048
21,49,263,135,51.33,62,23.57,66,25.1,21049
21,50,217,101,46.54,40,18.43,76,35.02,21050
21,51,241,128,53.11,39,16.18,74,30.71,21051
21,52,221,125,56.56,34,15.38,62,28.05,21052
21,53,168,96,57.14,25,14.88,47,27.98,21053
21,54,217,112,51.61,47,21.66,58,26.73,21054
21,55,228,109,47.81,39,17.11,80,35.09,21055
21,56,157,74,47.13,24,15.29,59,37.58,21056
21,57,176,101,57.39,32,18.18,43,24.43,21057
21,58,147,78,53.06,22,14.97,47,31.97,21058
21,59,259,134,51.74,44,16.99,81,31.27,21059
21,60,213,106,49.77,47,22.07,60,28.17,21060
21,61,218,124,56.88,26,11.93,68,31.19,21061
21,62,210,103,49.05,38,18.1,69,32.86,21062
21,63,174,89,51.15,34,19.54,51,29.31,21063
21,64,111,62,55.86,15,13.51,34,30.63,21064
21,65,297,132,44.44,65,21.89,100,33.67,21065
21,66,156,76,48.72,23,14.74,57,36.54,21066
21,67,199,99,49.75,40,20.1,60,30.15,21067
21,68,190,99,52.11,23,12.11,68,35.79,21068
21,69,155,81,52.26,27,17.42,47,30.32,21069
21,70,182,93,51.1,21,11.54,68,37.36,21070
21,71,148,74,50.0,24,16.22,50,33.78,21071
21,72,188,95,50.53,31,16.49,62,32.98,21072
21,73,237,117,49.37,34,14.35,86,36.29,21073
21,74,75,33,44.0,15,20.0,27,36.0,21074
22,1,111,92,82.88,8,7.21,11,9.91,22001
22,2,98,94,95.92,1,1.02,3,3.06,22002
22,3,180,158,87.78,5,2.78,17,9.44,22003
22,4,146,132,90.41,5,3.42,9,6.16,22004
22,5,190,158,83.16,8,4.21,24,12.63,22005
22,6,138,113,81.88,8,5.8,17,12.32,22006
22,7,150,61,40.67,13,8.67,76,50.67,22007
22,8,131,110,83.97,8,6.11,13,9.92,22008
22,9,202,174,86.14,7,3.47,21,10.4,22009
22,10,174,141,81.03,10,5.75,23,13.22,22010
22,11,168,149,88.69,2,1.19,17,10.12,22011
22,12,129,117,90.7,3,2.33,9,6.98,22012
22,13,203,180,88.67,4,1.97,19,9.36,22013
22,14,92,66,71.74,4,4.35,22,23.91,22014
22,15,138,117,84.78,11,7.97,10,7.25,22015
22,16,189,158,83.6,15,7.94,16,8.47,22016
22,17,131,108,82.44,5,3.82,18,13.74,22017
22,18,166,133,80.12,9,5.42,24,14.46,22018
22,19,115,54,46.96,21,18.26,40,34.78,22019
22,20,199,178,89.45,8,4.02,13,6.53,22020
22,21,163,88,53.99,15,9.2,60,36.81,22021
22,22,128,108,84.38,4,3.13,16,12.5,22022
22,23,159,127,79.87,15,9.43,17,10.69,22023
22,24,129,118,91.47,6,4.65,5,3.88,22024
22,25,130,113,86.92,4,3.08,13,10.0,22025
22,26,148,133,89.86,3,2.03,12,8.11,22026
22,27,202,167,82.67,17,8.42,18,8.91,22027
22,28,104,93,89.42,2,1.92,9,8.65,22028
22,29,114,101,88.6,6,5.26,7,6.14,22029
23,1,242,209,86.36,5,2.07,28,11.57,23001
23,2,326,273,83.74,16,4.91,37,11.35,23002
23,3,272,236,86.76,9,3.31,27,9.93,23003
23,4,260,225,86.54,13,5.0,22,8.46,23004
23,5,192,175,91.15,5,2.6,12,6.25,23005
23,6,265,235,88.68,11,4.15,19,7.17,23006
23,7,58,27,46.55,9,15.52,22,37.93,23007
23,8,246,227,92.28,10,4.07,9,3.66,23008
23,9,214,197,92.06,6,2.8,11,5.14,23009
23,10,270,259,95.93,4,1.48,7,2.59,23010
23,11,281,256,91.1,2,0.71,23,8.19,23011
23,12,269,238,88.48,11,4.09,20,7.43,23012
23,13,322,281,87.27,11,3.42,30,9.32,23013
23,14,54,34,62.96,5,9.26,15,27.78,23014
23,15,230,195,84.78,13,5.65,22,9.57,23015
23,16,306,257,83.99,13,4.25,36,11.76,23016
23,17,309,266,86.08,16,5.18,27,8.74,23017
23,18,200,169,84.5,10,5.0,21,10.5,23018
23,19,254,219,86.22,7,2.76,28,11.02,23019
23,20,252,227,90.08,5,1.98,20,7.94,23020
23,21,160,84,52.5,21,13.13,55,34.38,23021
23,22,263,229,87.07,6,2.28,28,10.65,23022
23,23,222,199,89.64,8,3.6,15,6.76,23023
23,24,127,111,87.4,6,4.72,10,7.87,23024
23,25,157,145,92.36,4,2.55,8,5.1,23025
23,26,299,244,81.61,9,3.01,46,15.38,23026
23,27,192,167,86.98,6,3.13,19,9.9,23027
23,28,259,235,90.73,8,3.09,16,6.18,23028
23,29,177,155,87.57,6,3.39,16,9.04,23029
23,30,251,219,87.25,8,3.19,24,9.56,23030
23,31,224,193,86.16,7,3.13,24,10.71,23031
23,32,223,196,87.89,8,3.59,19,8.52,23032
23,33,235,215,91.49,3,1.28,17,7.23,23033
23,34,214,185,86.45,9,4.21,20,9.35,23034
23,35,144,79,54.86,16,11.11,49,34.03,23035
23,36,350,297,84.86,13,3.71,40,11.43,23036
23,37,138,72,52.17,22,15.94,44,31.88,23037
23,38,229,213,93.01,1,0.44,15,6.55,23038
23,39,255,225,88.24,6,2.35,24,9.41,23039
23,40,266,229,86.09,11,4.14,26,9.77,23040
23,41,191,175,91.62,3,1.57,13,6.81,23041
23,42,231,204,88.31,6,2.6,21,9.09,23042
23,43,298,253,84.9,12,4.03,33,11.07,23043
23,44,288,261,90.63,5,1.74,22,7.64,23044
23,45,299,262,87.63,16,5.35,21,7.02,23045
23,46,274,245,89.42,5,1.82,24,8.76,23046
23,47,324,284,87.65,12,3.7,28,8.64,23047
23,48,213,193,90.61,12,5.63,8,3.76,23048
23,49,328,276,84.15,16,4.88,36,10.98,23049
23,50,150,138,92.0,1,0.67,11,7.33,23050
23,51,223,203,91.03,7,3.14,13,5.83,23051
23,52,299,263,87.96,8,2.68,28,9.36,23052
23,53,142,128,90.14,3,2.11,11,7.75,23053
23,54,260,217,83.46,14,5.38,29,11.15,23054
23,55,268,222,82.84,8,2.99,38,14.18,23055
23,56,289,270,93.43,6,2.08,13,4.5,23056
24,1,125,54,43.2,20,16.0,51,40.8,24001
24,2,108,54,50.0,11,10.19,43,39.81,24002
24,3,170,98,57.65,18,10.59,54,31.76,24003
24,4,156,79,50.64,20,12.82,57,36.54,24004
24,5,147,82,55.78,12,8.16,53,36.05,24005
24,6,203,94,46.31,36,17.73,73,35.96,24006
24,7,134,72,53.73,16,11.94,46,34.33,24007
24,8,154,63,40.91,27,17.53,64,41.56,24008
24,9,158,82,51.9,24,15.19,52,32.91,24009
24,10,144,67,46.53,23,15.97,54,37.5,24010
24,11,99,44,44.44,15,15.15,40,40.4,24011
24,12,139,64,46.04,22,15.83,53,38.13,24012
24,13,140,62,44.29,17,12.14,61,43.57,24013
24,14,216,101,46.76,23,10.65,92,42.59,24014
24,15,158,77,48.73,20,12.66,61,38.61,24015
24,16,98,58,59.18,12,12.24,28,28.57,24016
24,17,82,40,48.78,9,10.98,33,40.24,24017
24,18,89,43,48.31,13,14.61,33,37.08,24018
24,19,134,70,52.24,18,13.43,46,34.33,24019
24,20,147,76,51.7,20,13.61,51,34.69,24020
24,21,91,28,30.77,18,19.78,45,49.45,24021
24,22,163,96,58.9,17,10.43,50,30.67,24022
24,23,112,52,46.43,14,12.5,46,41.07,24023
24,24,110,42,38.18,12,10.91,56,50.91,24024
24,25,196,92,46.94,31,15.82,73,37.24,24025
24,26,169,74,43.79,31,18.34,64,37.87,24026
24,27,110,58,52.73,15,13.64,37,33.64,24027
24,28,219,100,45.66,24,10.96,95,43.38,24028
24,29,147,78,53.06,27,18.37,42,28.57,24029
24,30,135,62,45.93,21,15.56,52,38.52,24030
24,31,140,76,54.29,22,15.71,42,30.0,24031
24,32,163,79,48.47,16,9.82,68,41.72,24032
24,33,102,51,50.0,15,14.71,36,35.29,24033
24,34,165,80,48.48,30,18.18,55,33.33,24034
24,35,187,98,52.41,16,8.56,73,39.04,24035
24,36,123,42,34.15,23,18.7,58,47.15,24036
24,37,212,108,50.94,23,10.85,81,38.21,24037
24,38,163,82,50.31,17,10.43,64,39.26,24038
24,39,143,79,55.24,14,9.79,50,34.97,24039
24,40,208,106,50.96,30,14.42,72,34.62,24040
24,41,122,67,54.92,19,15.57,36,29.51,24041
24,42,143,84,58.74,19,13.29,40,27.97,24042
24,43,202,111,54.95,26,12.87,65,32.18,24043
24,44,70,41,58.57,6,8.57,23,32.86,24044
24,45,113,54,47.79,16,14.16,43,38.05,24045
24,46,63,27,42.86,10,15.87,26,41.27,24046
24,47,141,77,54.61,20,14.18,44,31.21,24047
24,48,80,42,52.5,8,10.0,30,37.5,24048
24,49,224,116,51.79,28,12.5,80,35.71,24049
24,50,234,111,47.44,34,14.53,89,38.03,24050
24,51,257,135,52.53,32,12.45,90,35.02,24051
24,52,136,61,44.85,17,12.5,58,42.65,24052
24,53,178,110,61.8,18,10.11,50,28.09,24053
24,54,105,55,52.38,10,9.52,40,38.1,24054
24,55,70,43,61.43,6,8.57,21,30.0,24055
24,56,169,83,49.11,25,14.79,61,36.09,24056
24,57,139,124,89.21,8,5.76,7,5.04,24057
24,58,175,78,44.57,28,16.0,69,39.43,24058
24,59,61,31,50.82,6,9.84,24,39.34,24059
25,1,236,195,82.63,14,5.93,27,11.44,25001
25,2,297,225,75.76,26,8.75,46,15.49,25002
25,3,105,57,54.29,20,19.05,28,26.67,25003
25,4,259,208,80.31,17,6.56,34,13.13,25004
25,5,241,209,86.72,12,4.98,20,8.3,25005
25,6,160,114,71.25,11,6.88,35,21.88,25006
25,7,206,150,72.82,13,6.31,43,20.87,25007
25,8,242,206,85.12,10,4.13,26,10.74,25008
25,9,305,243,79.67,21,6.89,41,13.44,25009
25,10,130,91,70.0,10,7.69,29,22.31,25010
25,11,230,181,78.7,12,5.22,37,16.09,25011
25,12,184,140,76.09,6,3.26,38,20.65,25012
25,13,281,221,78.65,12,4.27,48,17.08,25013
25,14,179,162,90.5,3,1.68,14,7.82,25014
25,15,252,215,85.32,4,1.59,33,13.1,25015
25,16,165,147,89.09,6,3.64,12,7.27,25016
25,17,372,291,78.23,21,5.65,60,16.13,25017
25,18,369,325,88.08,7,1.9,37,10.03,25018
25,19,257,199,77.43,13,5.06,45,17.51,25019
25,20,273,230,84.25,12,4.4,31,11.36,25020
25,21,146,114,78.08,10,6.85,22,15.07,25021
25,22,126,96,76.19,5,3.97,25,19.84,25022
25,23,270,215,79.63,16,5.93,39,14.44,25023
25,24,271,208,76.75,22,8.12,41,15.13,25024
25,25,175,148,84.57,10,5.71,17,9.71,25025
25,26,152,131,86.18,3,1.97,18,11.84,25026
25,27,176,156,88.64,9,5.11,11,6.25,25027
25,28,246,205,83.33,7,2.85,34,13.82,25028
25,29,306,239,78.1,14,4.58,53,17.32,25029
25,30,239,183,76.57,17,7.11,39,16.32,25030
25,31,138,102,73.91,7,5.07,29,21.01,25031
26,1,77,62,80.52,5,6.49,10,12.99,26001
26,2,122,80,65.57,16,13.11,26,21.31,26002
26,3,75,60,80.0,2,2.67,13,17.33,26003
26,4,65,52,80.0,4,6.15,9,13.85,26004
26,5,152,105,69.08,12,7.89,35,23.03,26005
26,6,100,82,82.0,6,6.0,12,12.0,26006
26,7,65,51,78.46,3,4.62,11,16.92,26007
26,8,86,61,70.93,8,9.3,17,19.77,26008
26,9,88,71,80.68,6,6.82,11,12.5,26009
26,10,77,62,80.52,2,2.6,13,16.88,26010
26,11,116,94,81.03,6,5.17,16,13.79,26011
26,12,89,70,78.65,4,4.49,15,16.85,26012
26,13,112,79,70.54,10,8.93,23,20.54,26013
26,14,92,78,84.78,5,5.43,9,9.78,26014
26,15,91,77,84.62,8,8.79,6,6.59,26015
26,16,75,67,89.33,2,2.67,6,8.0,26016
26,17,81,70,86.42,8,9.88,3,3.7,26017
26,18,71,60,84.51,5,7.04,6,8.45,26018
26,19,141,104,73.76,13,9.22,24,17.02,26019
26,20,131,84,64.12,12,9.16,35,26.72,26020
26,21,115,76,66.09,12,10.43,27,23.48,26021
26,22,64,52,81.25,2,3.13,10,15.63,26022
26,23,92,76,82.61,4,4.35,12,13.04,26023
26,24,68,57,83.82,5,7.35,6,8.82,26024
26,25,59,43,72.88,7,11.86,9,15.25,26025
26,26,74,50,67.57,6,8.11,18,24.32,26026
26,27,121,91,75.21,10,8.26,20,16.53,26027
26,28,111,86,77.48,7,6.31,18,16.22,26028
26,29,90,63,70.0,4,4.44,23,25.56,26029
26,30,55,27,49.09,9,16.36,19,34.55,26030
26,31,133,119,89.47,3,2.26,11,8.27,26031
26,32,98,81,82.65,3,3.06,14,14.29,26032
26,33,60,52,86.67,3,5.0,5,8.33,26033
26,34,76,45,59.21,10,13.16,21,27.63,26034
26,35,90,71,78.89,7,7.78,12,13.33,26035
26,36,85,58,68.24,4,4.71,23,27.06,26036
26,37,80,58,72.5,5,6.25,17,21.25,26037
26,38,58,43,74.14,3,5.17,12,20.69,26038
26,39,92,79,85.87,0,0.0,13,14.13,26039
26,40,66,45,68.18,7,10.61,14,21.21,26040
26,41,111,91,81.98,6,5.41,14,12.61,26041
26,42,44,33,75.0,1,2.27,10,22.73,26042
26,43,83,71,85.54,3,3.61,9,10.84,26043
26,44,63,44,69.84,3,4.76,16,25.4,26044
26,45,122,77,63.11,12,9.84,33,27.05,26045
26,46,105,87,82.86,5,4.76,13,12.38,26046
26,47,68,52,76.47,4,5.88,12,17.65,26047
26,48,127,91,71.65,14,11.02,22,17.32,26048
26,49,83,60,72.29,6,7.23,17,20.48,26049
26,50,57,40,70.18,0,0.0,17,29.82,26050
26,51,108,86,79.63,3,2.78,19,17.59,26051
26,52,43,30,69.77,2,4.65,11,25.58,26052
26,53,66,52,78.79,1,1.52,13,19.7,26053
26,54,74,62,83.78,2,2.7,10,13.51,26054
26,55,87,74,85.06,4,4.6,9,10.34,26055
26,56,97,63,64.95,7,7.22,27,27.84,26056
26,57,82,68,82.93,2,2.44,12,14.63,26057
26,58,90,67,74.44,8,8.89,15,16.67,26058
26,59,123,105,85.37,4,3.25,14,11.38,26059
26,60,85,59,69.41,6,7.06,20,23.53,26060
26,61,53,44,83.02,3,5.66,6,11.32,26061
26,62,105,77,73.33,9,8.57,19,18.1,26062
26,63,53,45,84.91,2,3.77,6,11.32,26063
27,1,77,65,84.42,4,5.19,8,10.39,27001
27,2,108,49,45.37,8,7.41,51,47.22,27002
27,3,130,82,63.08,19,14.62,29,22.31,27003
27,4,98,70,71.43,4,4.08,24,24.49,27004
27,5,42,34,80.95,0,0.0,8,19.05,27005
27,6,86,37,43.02,8,9.3,41,47.67,27006
27,7,94,77,81.91,2,2.13,15,15.96,27007
27,8,134,75,55.97,16,11.94,43,32.09,27008
27,9,187,115,61.5,14,7.49,58,31.02,27009
27,10,215,101,46.98,14,6.51,100,46.51,27010
27,11,112,87,77.68,8,7.14,17,15.18,27011
27,12,111,95,85.59,5,4.5,11,9.91,27012
27,13,104,83,79.81,11,10.58,10,9.62,27013
27,14,187,110,58.82,18,9.63,59,31.55,27014
27,15,99,49,49.49,15,15.15,35,35.35,27015
27,16,40,36,90.0,2,5.0,2,5.0,27016
27,17,81,73,90.12,3,3.7,5,6.17,27017
27,18,119,92,77.31,10,8.4,17,14.29,27018
27,19,99,55,55.56,11,11.11,33,33.33,27019
27,20,180,115,63.89,17,9.44,48,26.67,27020
27,21,120,60,50.0,16,13.33,44,36.67,27021
27,22,137,76,55.47,22,16.06,39,28.47,27022
27,23,26,6,23.08,11,42.31,9,34.62,27023
27,24,116,73,62.93,9,7.76,34,29.31,27024
27,25,88,43,48.86,12,13.64,33,37.5,27025
27,26,126,85,67.46,13,10.32,28,22.22,27026
27,27,79,42,53.16,18,22.78,19,24.05,27027
27,28,142,107,75.35,8,5.63,27,19.01,27028
27,29,100,44,44.0,19,19.0,37,37.0,27029
27,30,79,50,63.29,12,15.19,17,21.52,27030
27,31,115,71,61.74,13,11.3,31,26.96,27031
27,32,174,143,82.18,6,3.45,25,14.37,27032
27,33,98,66,67.35,10,10.2,22,22.45,27033
27,34,129,86,66.67,13,10.08,30,23.26,27034
27,35,101,79,78.22,7,6.93,15,14.85,27035
27,36,148,77,52.03,26,17.57,45,30.41,27036
27,37,135,99,73.33,7,5.19,29,21.48,27037
27,38,78,61,78.21,3,3.85,14,17.95,27038
27,39,69,42,60.87,9,13.04,18,26.09,27039
27,40,105,73,69.52,10,9.52,22,20.95,27040
27,41,105,88,83.81,7,6.67,10,9.52,27041
27,42,71,58,81.69,3,4.23,10,14.08,27042
27,43,40,11,27.5,5,12.5,24,60.0,27043
27,44,81,47,58.02,10,12.35,24,29.63,27044
27,45,96,45,46.88,11,11.46,40,41.67,27045
27,46,133,76,57.14,16,12.03,41,30.83,27046
27,47,109,68,62.39,6,5.5,35,32.11,27047
27,48,166,77,46.39,22,13.25,67,40.36,27048
27,49,131,76,58.02,17,12.98,38,29.01,27049
27,50,113,84,74.34,12,10.62,17,15.04,27050
27,51,80,38,47.5,5,6.25,37,46.25,27051
27,52,106,52,49.06,18,16.98,36,33.96,27052
27,53,113,78,69.03,10,8.85,25,22.12,27053
27,54,92,79,85.87,6,6.52,7,7.61,27054
27,55,104,56,53.85,15,14.42,33,31.73,27055
27,56,64,48,75.0,4,6.25,12,18.75,27056
27,57,60,49,81.67,3,5.0,8,13.33,27057
27,58,40,32,80.0,1,2.5,7,17.5,27058
27,59,150,119,79.33,8,5.33,23,15.33,27059
28,1,131,68,51.91,18,13.74,45,34.35,28001
28,2,174,91,52.3,27,15.52,56,32.18,28002
28,3,96,51,53.13,7,7.29,38,39.58,28003
28,4,178,94,52.81,27,15.17,57,32.02,28004
28,5,143,67,46.85,28,19.58,48,33.57,28005
28,6,114,64,56.14,9,7.89,41,35.96,28006
28,7,129,67,51.94,16,12.4,46,35.66,28007
28,8,104,57,54.81,19,18.27,28,26.92,28008
28,9,112,49,43.75,15,13.39,48,42.86,28009
28,10,36,23,63.89,3,8.33,10,27.78,28010
28,11,112,61,54.46,9,8.04,42,37.5,28011
28,12,99,62,62.63,6,6.06,31,31.31,28012
28,13,79,44,55.7,16,20.25,19,24.05,28013
28,14,92,47,51.09,12,13.04,33,35.87,28014
28,15,141,76,53.9,16,11.35,49,34.75,28015
28,16,104,55,52.88,9,8.65,40,38.46,28016
28,17,148,80,54.05,21,14.19,47,31.76,28017
28,18,186,96,51.61,25,13.44,65,34.95,28018
28,19,129,62,48.06,19,14.73,48,37.21,28019
28,20,166,95,57.23,19,11.45,52,31.33,28020
28,21,160,81,50.63,22,13.75,57,35.63,28021
28,22,134,75,55.97,11,8.21,48,35.82,28022
28,23,145,77,53.1,19,13.1,49,33.79,28023
28,24,89,38,42.7,15,16.85,36,40.45,28024
28,25,137,77,56.2,14,10.22,46,33.58,28025
28,26,145,71,48.97,24,16.55,50,34.48,28026
28,27,159,75,47.17,18,11.32,66,41.51,28027
28,28,105,64,60.95,12,11.43,29,27.62,28028
28,29,145,126,86.9,6,4.14,13,8.97,28029
28,30,105,52,49.52,10,9.52,43,40.95,28030
28,31,138,62,44.93,23,16.67,53,38.41,28031
28,32,115,55,47.83,21,18.26,39,33.91,28032
28,33,171,76,44.44,29,16.96,66,38.6,28033
28,34,27,20,74.07,1,3.7,6,22.22,28034
28,35,92,38,41.3,12,13.04,42,45.65,28035
28,36,113,66,58.41,17,15.04,30,26.55,28036
28,37,240,154,64.17,13,5.42,73,30.42,28037
28,38,59,49,83.05,2,3.39,8,13.56,28038
28,39,139,73,52.52,15,10.79,51,36.69,28039
28,40,179,101,56.42,19,10.61,59,32.96,28040
28,41,142,81,57.04,13,9.15,48,33.8,28041
28,42,121,59,48.76,11,9.09,51,42.15,28042
28,43,193,112,58.03,30,15.54,51,26.42,28043
28,44,164,78,47.56,18,10.98,68,41.46,28044
28,45,161,100,62.11,18,11.18,43,26.71,28045
28,46,135,73,54.07,28,20.74,34,25.19,28046
28,47,169,109,64.5,18,10.65,42,24.85,28047
28,48,67,34,50.75,13,19.4,20,29.85,28048
28,49,63,28,44.44,12,19.05,23,36.51,28049
28,50,73,33,45.21,15,20.55,25,34.25,28050
28,51,131,69,52.67,26,19.85,36,27.48,28051
28,52,104,74,71.15,5,4.81,25,24.04,28052
28,53,61,51,83.61,3,4.92,7,11.48,28053
28,54,107,62,57.94,10,9.35,35,32.71,28054
28,55,122,70,57.38,9,7.38,43,35.25,28055
28,56,146,68,46.58,30,20.55,48,32.88,28056
28,57,182,97,53.3,32,17.58,53,29.12,28057
28,58,127,77,60.63,17,13.39,33,25.98,28058
28,59,84,32,38.1,19,22.62,33,39.29,28059
28,60,103,58,56.31,17,16.5,28,27.18,28060
28,61,63,38,60.32,8,12.7,17,26.98,28061
29,1,194,136,70.1,22,11.34,36,18.56,29001
29,2,121,106,87.6,5,4.13,10,8.26,29002
29,3,246,165,67.07,22,8.94,59,23.98,29003
29,4,177,110,62.15,12,6.78,55,31.07,29004
29,5,149,91,61.07,14,9.4,44,29.53,29005
29,6,92,83,90.22,5,5.43,4,4.35,29006
29,7,119,97,81.51,7,5.88,15,12.61,29007
29,8,124,70,56.45,16,12.9,38,30.65,29008
29,9,116,99,85.34,5,4.31,12,10.34,29009
29,10,143,109,76.22,4,2.8,30,20.98,29010
29,11,172,119,69.19,15,8.72,38,22.09,29011
29,12,198,121,61.11,15,7.58,62,31.31,29012
29,13,181,102,56.35,9,4.97,70,38.67,29013
29,14,234,138,58.97,31,13.25,65,27.78,29014
29,15,183,103,56.28,39,21.31,41,22.4,29015
29,16,209,161,77.03,13,6.22,35,16.75,29016
29,17,139,80,57.55,20,14.39,39,28.06,29017
29,18,214,150,70.09,22,10.28,42,19.63,29018
29,19,146,86,58.9,11,7.53,49,33.56,29019
29,20,177,132,74.58,13,7.34,32,18.08,29020
29,21,127,71,55.91,12,9.45,44,34.65,29021
29,22,170,115,67.65,17,10.0,38,22.35,29022
29,23,169,93,55.03,30,17.75,46,27.22,29023
29,24,133,117,87.97,5,3.76,11,8.27,29024
29,25,153,89,58.17,18,11.76,46,30.07,29025
29,26,224,152,67.86,24,10.71,48,21.43,29026
29,27,118,57,48.31,14,11.86,47,39.83,29027
29,28,214,131,61.21,23,10.75,60,28.04,29028
29,29,218,121,55.5,27,12.39,70,32.11,29029
29,30,117,106,90.6,4,3.42,7,5.98,29030
29,31,146,69,47.26,19,13.01,58,39.73,29031
29,32,141,125,88.65,2,1.42,14,9.93,29032
29,33,211,132,62.56,22,10.43,57,27.01,29033
29,34,118,70,59.32,14,11.86,34,28.81,29034
29,35,131,76,58.02,20,15.27,35,26.72,29035
