ward,precinct,total,Raymond W. Mitchell,Raymond W. Mitchell Percent,Devlin Joseph Schoop,Devlin Joseph Schoop Percent,John H. Ehrlich,John H. Ehrlich Percent,precinct_id
26,2,87,30,34.48,41,47.13,16,18.39,26002
26,3,131,28,21.37,66,50.38,37,28.24,26003
26,4,53,29,54.72,19,35.85,5,9.43,26004
26,5,94,36,38.3,36,38.3,22,23.4,26005
26,6,67,22,32.84,32,47.76,13,19.4,26006
26,7,98,27,27.55,48,48.98,23,23.47,26007
26,8,43,18,41.86,10,23.26,15,34.88,26008
26,9,103,38,36.89,38,36.89,27,26.21,26009
26,10,86,23,26.74,38,44.19,25,29.07,26010
26,11,104,32,30.77,35,33.65,37,35.58,26011
26,12,126,42,33.33,59,46.83,25,19.84,26012
26,13,42,25,59.52,12,28.57,5,11.9,26013
26,14,80,37,46.25,24,30.0,19,23.75,26014
26,15,44,30,68.18,2,4.55,12,27.27,26015
26,16,36,15,41.67,16,44.44,5,13.89,26016
26,17,123,37,30.08,33,26.83,53,43.09,26017
26,18,60,26,43.33,21,35.0,13,21.67,26018
26,19,43,23,53.49,13,30.23,7,16.28,26019
26,20,115,46,40.0,44,38.26,25,21.74,26020
26,21,120,37,30.83,53,44.17,30,25.0,26021
26,22,22,8,36.36,13,59.09,1,4.55,26022
26,23,49,16,32.65,23,46.94,10,20.41,26023
26,24,77,30,38.96,36,46.75,11,14.29,26024
26,25,83,29,34.94,34,40.96,20,24.1,26025
26,26,76,28,36.84,27,35.53,21,27.63,26026
26,27,138,42,30.43,60,43.48,36,26.09,26027
26,28,155,46,29.68,55,35.48,54,34.84,26028
26,29,66,26,39.39,23,34.85,17,25.76,26029
26,30,107,26,24.3,57,53.27,24,22.43,26030
26,31,51,23,45.1,21,41.18,7,13.73,26031
26,32,108,39,36.11,37,34.26,32,29.63,26032
26,33,126,41,32.54,52,41.27,33,26.19,26033
26,34,134,41,30.6,59,44.03,34,25.37,26034
26,35,84,27,32.14,44,52.38,13,15.48,26035
26,36,115,37,32.17,39,33.91,39,33.91,26036
26,37,118,37,31.36,53,44.92,28,23.73,26037
26,38,41,30,73.17,4,9.76,7,17.07,26038
26,39,131,41,31.3,55,41.98,35,26.72,26039
26,40,52,13,25.0,21,40.38,18,34.62,26040
26,41,124,27,21.77,62,50.0,35,28.23,26041
26,42,101,31,30.69,53,52.48,17,16.83,26042
26,43,47,25,53.19,14,29.79,8,17.02,26043
26,44,45,20,44.44,13,28.89,12,26.67,26044
26,45,35,16,45.71,9,25.71,10,28.57,26045
26,46,90,30,33.33,32,35.56,28,31.11,26046
26,47,44,24,54.55,13,29.55,7,15.91,26047
26,48,123,38,30.89,51,41.46,34,27.64,26048
26,49,42,23,54.76,11,26.19,8,19.05,26049
27,1,202,77,38.12,56,27.72,69,34.16,27001
27,2,141,67,47.52,26,18.44,48,34.04,27002
27,3,46,29,63.04,7,15.22,10,21.74,27003
27,4,70,36,51.43,15,21.43,19,27.14,27004
27,5,65,43,66.15,13,20.0,9,13.85,27005
27,6,121,50,41.32,24,19.83,47,38.84,27006
27,7,146,42,28.77,61,41.78,43,29.45,27007
27,8,73,44,60.27,14,19.18,15,20.55,27008
27,9,49,20,40.82,17,34.69,12,24.49,27009
27,10,112,70,62.5,18,16.07,24,21.43,27010
27,11,95,44,46.32,20,21.05,31,32.63,27011
27,12,86,28,32.56,16,18.6,42,48.84,27012
27,13,190,70,36.84,48,25.26,72,37.89,27013
27,14,49,33,67.35,11,22.45,5,10.2,27014
27,15,46,26,56.52,8,17.39,12,26.09,27015
27,16,83,43,51.81,13,15.66,27,32.53,27016
27,17,92,44,47.83,22,23.91,26,28.26,27017
27,18,67,43,64.18,10,14.93,14,20.9,27018
27,19,51,28,54.9,11,21.57,12,23.53,27019
27,20,39,22,56.41,9,23.08,8,20.51,27020
27,21,120,53,44.17,24,20.0,43,35.83,27021
27,22,60,26,43.33,15,25.0,19,31.67,27022
27,23,78,44,56.41,15,19.23,19,24.36,27023
27,24,49,26,53.06,11,22.45,12,24.49,27024
27,25,103,50,48.54,21,20.39,32,31.07,27025
27,26,73,36,49.32,25,34.25,12,16.44,27026
27,27,138,76,55.07,29,21.01,33,23.91,27027
27,28,151,78,51.66,32,21.19,41,27.15,27028
27,29,71,36,50.7,12,16.9,23,32.39,27029
27,30,38,18,47.37,9,23.68,11,28.95,27030
27,31,61,36,59.02,12,19.67,13,21.31,27031
27,32,99,53,53.54,27,27.27,19,19.19,27032
27,33,118,48,40.68,23,19.49,47,39.83,27033
27,34,56,31,55.36,10,17.86,15,26.79,27034
27,35,152,51,33.55,39,25.66,62,40.79,27035
27,36,70,25,35.71,15,21.43,30,42.86,27036
27,37,122,56,45.9,28,22.95,38,31.15,27037
27,38,191,89,46.6,36,18.85,66,34.55,27038
27,39,96,49,51.04,22,22.92,25,26.04,27039
27,40,110,58,52.73,18,16.36,34,30.91,27040
27,41,107,64,59.81,24,22.43,19,17.76,27041
27,42,95,46,48.42,12,12.63,37,38.95,27042
27,43,71,43,60.56,17,23.94,11,15.49,27043
27,44,59,32,54.24,15,25.42,12,20.34,27044
27,45,227,91,40.09,61,26.87,75,33.04,27045
27,46,87,41,47.13,9,10.34,37,42.53,27046
27,47,88,52,59.09,10,11.36,26,29.55,27047
27,48,159,79,49.69,31,19.5,49,30.82,27048
27,49,86,41,47.67,26,30.23,19,22.09,27049
27,50,87,46,52.87,18,20.69,23,26.44,27050
28,1,35,20,57.14,7,20.0,8,22.86,28001
28,2,71,35,49.3,17,23.94,19,26.76,28002
28,3,49,14,28.57,5,10.2,30,61.22,28003
28,4,62,26,41.94,11,17.74,25,40.32,28004
28,5,54,27,50.0,10,18.52,17,31.48,28005
28,6,56,22,39.29,7,12.5,27,48.21,28006
28,7,51,21,41.18,11,21.57,19,37.25,28007
28,8,119,52,43.7,30,25.21,37,31.09,28008
28,9,59,34,57.63,7,11.86,18,30.51,28009
28,10,111,34,30.63,35,31.53,42,37.84,28010
28,11,164,63,38.41,52,31.71,49,29.88,28011
28,12,69,44,63.77,13,18.84,12,17.39,28012
28,13,128,64,50.0,20,15.63,44,34.38,28013
28,14,49,22,44.9,10,20.41,17,34.69,28014
28,15,37,23,62.16,8,21.62,6,16.22,28015
28,16,51,23,45.1,6,11.76,22,43.14,28016
28,17,64,30,46.88,10,15.63,24,37.5,28017
28,18,68,43,63.24,9,13.24,16,23.53,28018
28,19,69,22,31.88,15,21.74,32,46.38,28019
28,20,46,23,50.0,11,23.91,12,26.09,28020
28,21,71,42,59.15,8,11.27,21,29.58,28021
28,22,87,35,40.23,31,35.63,21,24.14,28022
28,23,71,30,42.25,13,18.31,28,39.44,28023
28,24,54,33,61.11,8,14.81,13,24.07,28024
28,25,141,71,50.35,24,17.02,46,32.62,28025
28,26,82,37,45.12,13,15.85,32,39.02,28026
28,27,94,30,31.91,18,19.15,46,48.94,28027
28,28,123,49,39.84,22,17.89,52,42.28,28028
28,29,25,8,32.0,4,16.0,13,52.0,28029
28,30,22,6,27.27,7,31.82,9,40.91,28030
28,31,104,71,68.27,15,14.42,18,17.31,28031
28,32,73,38,52.05,14,19.18,21,28.77,28032
28,33,88,54,61.36,9,10.23,25,28.41,28033
28,34,101,58,57.43,15,14.85,28,27.72,28034
28,35,57,33,57.89,9,15.79,15,26.32,28035
28,36,37,16,43.24,6,16.22,15,40.54,28036
28,37,79,37,46.84,10,12.66,32,40.51,28037
28,38,30,18,60.0,5,16.67,7,23.33,28038
28,39,43,23,53.49,8,18.6,12,27.91,28039
28,40,98,55,56.12,15,15.31,28,28.57,28040
28,41,63,34,53.97,10,15.87,19,30.16,28041
28,42,62,38,61.29,10,16.13,14,22.58,28042
28,43,91,46,50.55,14,15.38,31,34.07,28043
28,44,51,28,54.9,9,17.65,14,27.45,28044
28,45,124,46,37.1,26,20.97,52,41.94,28045
28,46,185,68,36.76,55,29.73,62,33.51,28046
29,1,196,100,51.02,38,19.39,58,29.59,29001
29,2,132,80,60.61,25,18.94,27,20.45,29002
29,3,110,59,53.64,37,33.64,14,12.73,29003
29,4,134,97,72.39,14,10.45,23,17.16,29004
29,5,57,38,66.67,16,28.07,3,5.26,29005
29,6,70,48,68.57,9,12.86,13,18.57,29006
29,7,142,82,57.75,21,14.79,39,27.46,29007
29,8,61,37,60.66,12,19.67,12,19.67,29008
29,9,166,82,49.4,26,15.66,58,34.94,29009
29,10,202,93,46.04,39,19.31,70,34.65,29010
29,11,82,46,56.1,21,25.61,15,18.29,29011
29,12,144,84,58.33,19,13.19,41,28.47,29012
29,13,120,61,50.83,32,26.67,27,22.5,29013
29,14,111,70,63.06,20,18.02,21,18.92,29014
29,15,138,96,69.57,23,16.67,19,13.77,29015
29,16,100,64,64.0,18,18.0,18,18.0,29016
29,17,88,46,52.27,17,19.32,25,28.41,29017
29,18,108,61,56.48,25,23.15,22,20.37,29018
29,19,144,79,54.86,29,20.14,36,25.0,29019
29,20,104,59,56.73,24,23.08,21,20.19,29020
29,21,100,58,58.0,23,23.0,19,19.0,29021
29,22,102,56,54.9,22,21.57,24,23.53,29022
29,23,116,62,53.45,25,21.55,29,25.0,29023
29,24,108,78,72.22,14,12.96,16,14.81,29024
29,25,158,99,62.66,25,15.82,34,21.52,29025
29,26,119,75,63.03,19,15.97,25,21.01,29026
29,27,94,49,52.13,18,19.15,27,28.72,29027
29,28,131,83,63.36,26,19.85,22,16.79,29028
29,29,113,53,46.9,24,21.24,36,31.86,29029
29,30,186,103,55.38,41,22.04,42,22.58,29030
29,31,84,47,55.95,12,14.29,25,29.76,29031
29,32,100,48,48.0,19,19.0,33,33.0,29032
29,33,93,58,62.37,19,20.43,16,17.2,29033
29,34,73,42,57.53,13,17.81,18,24.66,29034
29,35,76,47,61.84,15,19.74,14,18.42,29035
29,36,107,67,62.62,22,20.56,18,16.82,29036
29,37,80,55,68.75,11,13.75,14,17.5,29037
29,38,96,49,51.04,19,19.79,28,29.17,29038
29,39,84,28,33.33,18,21.43,38,45.24,29039
29,40,143,100,69.93,20,13.99,23,16.08,29040
29,41,87,59,67.82,14,16.09,14,16.09,29041
29,42,112,67,59.82,24,21.43,21,18.75,29042
29,43,182,83,45.6,41,22.53,58,31.87,29043
29,44,145,88,60.69,18,12.41,39,26.9,29044
30,1,160,70,43.75,47,29.38,43,26.88,30001
30,2,99,51,51.52,17,17.17,31,31.31,30002
30,3,140,41,29.29,53,37.86,46,32.86,30003
30,4,104,48,46.15,29,27.88,27,25.96,30004
30,5,52,29,55.77,12,23.08,11,21.15,30005
30,6,92,50,54.35,20,21.74,22,23.91,30006
30,7,139,49,35.25,52,37.41,38,27.34,30007
30,8,183,56,30.6,74,40.44,53,28.96,30008
30,9,87,44,50.57,17,19.54,26,29.89,30009
30,10,105,60,57.14,24,22.86,21,20.0,30010
30,11,69,42,60.87,13,18.84,14,20.29,30011
30,12,56,28,50.0,16,28.57,12,21.43,30012
30,13,97,43,44.33,21,21.65,33,34.02,30013
30,14,49,31,63.27,9,18.37,9,18.37,30014
30,15,186,74,39.78,43,23.12,69,37.1,30015
30,16,42,16,38.1,10,23.81,16,38.1,30016
30,17,108,43,39.81,38,35.19,27,25.0,30017
30,18,177,56,31.64,78,44.07,43,24.29,30018
30,19,75,39,52.0,17,22.67,19,25.33,30019
30,20,129,41,31.78,43,33.33,45,34.88,30020
30,21,80,32,40.0,26,32.5,22,27.5,30021
30,22,206,61,29.61,90,43.69,55,26.7,30022
30,23,129,53,41.09,47,36.43,29,22.48,30023
30,24,208,59,28.37,114,54.81,35,16.83,30024
30,25,193,53,27.46,88,45.6,52,26.94,30025
30,26,75,27,36.0,34,45.33,14,18.67,30026
30,27,75,32,42.67,23,30.67,20,26.67,30027
30,28,169,56,33.14,61,36.09,52,30.77,30028
30,29,53,20,37.74,14,26.42,19,35.85,30029
30,30,41,22,53.66,7,17.07,12,29.27,30030
30,31,55,29,52.73,14,25.45,12,21.82,30031
30,32,128,48,37.5,37,28.91,43,33.59,30032
31,1,52,20,38.46,10,19.23,22,42.31,31001
31,2,46,18,39.13,15,32.61,13,28.26,31002
31,3,40,21,52.5,8,20.0,11,27.5,31003
31,4,117,33,28.21,53,45.3,31,26.5,31004
31,5,82,32,39.02,29,35.37,21,25.61,31005
31,6,54,27,50.0,15,27.78,12,22.22,31006
31,7,156,54,34.62,71,45.51,31,19.87,31007
31,8,55,29,52.73,13,23.64,13,23.64,31008
31,9,57,26,45.61,17,29.82,14,24.56,31009
31,10,89,37,41.57,27,30.34,25,28.09,31010
31,11,64,37,57.81,15,23.44,12,18.75,31011
31,12,74,34,45.95,19,25.68,21,28.38,31012
31,13,74,27,36.49,21,28.38,26,35.14,31013
31,14,64,26,40.63,19,29.69,19,29.69,31014
31,15,55,28,50.91,12,21.82,15,27.27,31015
31,16,128,43,33.59,61,47.66,24,18.75,31016
31,17,56,21,37.5,21,37.5,14,25.0,31017
31,18,69,28,40.58,16,23.19,25,36.23,31018
31,19,61,31,50.82,14,22.95,16,26.23,31019
31,20,59,32,54.24,12,20.34,15,25.42,31020
31,21,47,24,51.06,15,31.91,8,17.02,31021
31,22,56,29,51.79,14,25.0,13,23.21,31022
31,23,86,29,33.72,31,36.05,26,30.23,31023
31,24,89,36,40.45,31,34.83,22,24.72,31024
31,25,51,18,35.29,18,35.29,15,29.41,31025
31,26,89,43,48.31,19,21.35,27,30.34,31026
31,27,65,26,40.0,16,24.62,23,35.38,31027
31,28,38,18,47.37,10,26.32,10,26.32,31028
31,29,62,30,48.39,20,32.26,12,19.35,31029
31,30,56,22,39.29,17,30.36,17,30.36,31030
31,31,45,21,46.67,10,22.22,14,31.11,31031
31,32,30,14,46.67,9,30.0,7,23.33,31032
31,33,59,25,42.37,19,32.2,15,25.42,31033
31,34,85,46,54.12,19,22.35,20,23.53,31034
31,35,62,16,25.81,23,37.1,23,37.1,31035
31,36,66,26,39.39,25,37.88,15,22.73,31036
31,37,48,14,29.17,14,29.17,20,41.67,31037
31,38,33,14,42.42,9,27.27,10,30.3,31038
31,39,76,22,28.95,44,57.89,10,13.16,31039
31,40,82,41,50.0,26,31.71,15,18.29,31040
31,41,65,30,46.15,28,43.08,7,10.77,31041
32,1,173,57,32.95,52,30.06,64,36.99,32001
32,2,144,65,45.14,27,18.75,52,36.11,32002
32,3,189,50,26.46,78,41.27,61,32.28,32003
32,4,153,64,41.83,40,26.14,49,32.03,32004
32,5,166,49,29.52,56,33.73,61,36.75,32005
32,6,191,78,40.84,50,26.18,63,32.98,32006
32,7,175,67,38.29,43,24.57,65,37.14,32007
32,8,169,65,38.46,39,23.08,65,38.46,32008
32,9,145,54,37.24,34,23.45,57,39.31,32009
32,10,150,54,36.0,35,23.33,61,40.67,32010
32,11,176,61,34.66,81,46.02,34,19.32,32011
32,12,147,33,22.45,67,45.58,47,31.97,32012
32,13,150,56,37.33,38,25.33,56,37.33,32013
32,14,208,85,40.87,75,36.06,48,23.08,32014
32,15,161,55,34.16,48,29.81,58,36.02,32015
32,16,161,57,35.4,34,21.12,70,43.48,32016
32,17,193,63,32.64,81,41.97,49,25.39,32017
32,18,137,54,39.42,33,24.09,50,36.5,32018
32,19,151,50,33.11,45,29.8,56,37.09,32019
32,20,183,61,33.33,78,42.62,44,24.04,32020
32,21,194,69,35.57,50,25.77,75,38.66,32021
32,22,275,67,24.36,136,49.45,72,26.18,32022
32,23,155,53,34.19,47,30.32,55,35.48,32023
32,24,123,46,37.4,20,16.26,57,46.34,32024
32,25,168,61,36.31,37,22.02,70,41.67,32025
32,26,229,84,36.68,77,33.62,68,29.69,32026
32,27,118,38,32.2,29,24.58,51,43.22,32027
32,28,197,62,31.47,86,43.65,49,24.87,32028
32,29,157,45,28.66,46,29.3,66,42.04,32029
32,30,126,43,34.13,26,20.63,57,45.24,32030
32,31,140,53,37.86,44,31.43,43,30.71,32031
32,32,189,60,31.75,55,29.1,74,39.15,32032
32,33,170,60,35.29,51,30.0,59,34.71,32033
32,34,165,50,30.3,54,32.73,61,36.97,32034
32,35,149,52,34.9,47,31.54,50,33.56,32035
32,36,145,58,40.0,41,28.28,46,31.72,32036
32,37,162,47,29.01,56,34.57,59,36.42,32037
32,38,150,57,38.0,40,26.67,53,35.33,32038
32,39,151,60,39.74,32,21.19,59,39.07,32039
32,40,161,61,37.89,30,18.63,70,43.48,32040
32,41,160,58,36.25,41,25.63,61,38.13,32041
32,42,126,33,26.19,34,26.98,59,46.83,32042
32,43,221,62,28.05,95,42.99,64,28.96,32043
33,1,209,65,31.1,69,33.01,75,35.89,33001
33,2,227,83,36.56,91,40.09,53,23.35,33002
33,3,264,84,31.82,101,38.26,79,29.92,33003
33,4,243,89,36.63,82,33.74,72,29.63,33004
33,5,148,63,42.57,35,23.65,50,33.78,33005
33,6,135,49,36.3,45,33.33,41,30.37,33006
33,7,207,68,32.85,82,39.61,57,27.54,33007
33,8,316,109,34.49,73,23.1,134,42.41,33008
33,9,203,67,33.0,68,33.5,68,33.5,33009
33,10,145,53,36.55,36,24.83,56,38.62,33010
33,11,214,84,39.25,68,31.78,62,28.97,33011
33,12,167,65,38.92,53,31.74,49,29.34,33012
33,13,173,44,25.43,68,39.31,61,35.26,33013
33,14,88,34,38.64,31,35.23,23,26.14,33014
33,15,220,84,38.18,76,34.55,60,27.27,33015
33,16,236,91,38.56,70,29.66,75,31.78,33016
33,17,198,63,31.82,74,37.37,61,30.81,33017
33,18,236,76,32.2,110,46.61,50,21.19,33018
33,19,180,55,30.56,73,40.56,52,28.89,33019
33,20,270,78,28.89,104,38.52,88,32.59,33020
33,21,207,66,31.88,80,38.65,61,29.47,33021
33,22,182,73,40.11,41,22.53,68,37.36,33022
33,23,240,82,34.17,84,35.0,74,30.83,33023
33,24,326,127,38.96,77,23.62,122,37.42,33024
33,25,212,90,42.45,63,29.72,59,27.83,33025
33,26,140,35,25.0,73,52.14,32,22.86,33026
33,27,187,53,28.34,76,40.64,58,31.02,33027
33,28,175,44,25.14,79,45.14,52,29.71,33028
34,1,172,74,43.02,79,45.93,19,11.05,34001
34,2,129,52,40.31,57,44.19,20,15.5,34002
34,3,132,77,58.33,37,28.03,18,13.64,34003
34,4,76,43,56.58,23,30.26,10,13.16,34004
34,5,104,52,50.0,42,40.38,10,9.62,34005
34,6,147,70,47.62,50,34.01,27,18.37,34006
34,7,165,82,49.7,63,38.18,20,12.12,34007
34,8,92,44,47.83,35,38.04,13,14.13,34008
34,9,76,49,64.47,17,22.37,10,13.16,34009
34,10,156,66,42.31,76,48.72,14,8.97,34010
34,11,75,38,50.67,29,38.67,8,10.67,34011
34,12,170,81,47.65,54,31.76,35,20.59,34012
34,13,113,54,47.79,41,36.28,18,15.93,34013
34,14,96,46,47.92,36,37.5,14,14.58,34014
34,15,111,68,61.26,30,27.03,13,11.71,34015
34,16,105,56,53.33,35,33.33,14,13.33,34016
34,17,173,71,41.04,78,45.09,24,13.87,34017
34,18,67,44,65.67,12,17.91,11,16.42,34018
34,19,111,52,46.85,41,36.94,18,16.22,34019
34,20,190,94,49.47,66,34.74,30,15.79,34020
34,21,209,99,47.37,87,41.63,23,11.0,34021
34,22,137,54,39.42,60,43.8,23,16.79,34022
34,23,99,49,49.49,38,38.38,12,12.12,34023
34,24,97,43,44.33,35,36.08,19,19.59,34024
34,25,207,111,53.62,66,31.88,30,14.49,34025
34,26,151,78,51.66,47,31.13,26,17.22,34026
34,27,74,38,51.35,25,33.78,11,14.86,34027
34,28,45,24,53.33,14,31.11,7,15.56,34028
34,29,98,43,43.88,46,46.94,9,9.18,34029
34,30,169,73,43.2,72,42.6,24,14.2,34030
34,31,81,32,39.51,33,40.74,16,19.75,34031
34,32,107,51,47.66,46,42.99,10,9.35,34032
34,33,90,52,57.78,27,30.0,11,12.22,34033
34,34,159,79,49.69,52,32.7,28,17.61,34034
34,35,166,77,46.39,67,40.36,22,13.25,34035
34,36,133,52,39.1,66,49.62,15,11.28,34036
34,37,40,23,57.5,12,30.0,5,12.5,34037
34,38,44,18,40.91,18,40.91,8,18.18,34038
34,39,59,38,64.41,13,22.03,8,13.56,34039
34,40,120,61,50.83,43,35.83,16,13.33,34040
34,41,70,41,58.57,21,30.0,8,11.43,34041
34,42,139,78,56.12,44,31.65,17,12.23,34042
34,43,152,68,44.74,63,41.45,21,13.82,34043
34,44,138,78,56.52,41,29.71,19,13.77,34044
34,45,133,76,57.14,49,36.84,8,6.02,34045
34,46,115,73,63.48,21,18.26,21,18.26,34046
34,47,94,32,34.04,50,53.19,12,12.77,34047
34,48,163,88,53.99,55,33.74,20,12.27,34048
34,49,158,80,50.63,55,34.81,23,14.56,34049
34,50,97,52,53.61,27,27.84,18,18.56,34050
34,51,158,73,46.2,54,34.18,31,19.62,34051
34,52,124,52,41.94,57,45.97,15,12.1,34052
34,53,70,31,44.29,20,28.57,19,27.14,34053
35,1,182,57,31.32,77,42.31,48,26.37,35001
35,2,199,57,28.64,82,41.21,60,30.15,35002
35,3,130,45,34.62,54,41.54,31,23.85,35003
35,4,159,65,40.88,45,28.3,49,30.82,35004
35,5,139,47,33.81,60,43.17,32,23.02,35005
35,6,146,52,35.62,62,42.47,32,21.92,35006
35,7,192,53,27.6,97,50.52,42,21.88,35007
35,8,169,53,31.36,73,43.2,43,25.44,35008
35,9,113,41,36.28,38,33.63,34,30.09,35009
35,10,194,39,20.1,107,55.15,48,24.74,35010
35,11,202,47,23.27,94,46.53,61,30.2,35011
35,12,70,34,48.57,29,41.43,7,10.0,35012
35,13,74,36,48.65,26,35.14,12,16.22,35013
35,14,105,33,31.43,43,40.95,29,27.62,35014
35,15,204,56,27.45,98,48.04,50,24.51,35015
35,16,37,18,48.65,12,32.43,7,18.92,35016
35,17,189,54,28.57,94,49.74,41,21.69,35017
35,18,83,31,37.35,31,37.35,21,25.3,35018
35,19,59,29,49.15,22,37.29,8,13.56,35019
35,20,123,46,37.4,37,30.08,40,32.52,35020
35,21,162,53,32.72,65,40.12,44,27.16,35021
35,22,174,50,28.74,70,40.23,54,31.03,35022
35,23,164,64,39.02,50,30.49,50,30.49,35023
35,24,139,55,39.57,45,32.37,39,28.06,35024
35,25,152,34,22.37,81,53.29,37,24.34,35025
35,26,115,43,37.39,39,33.91,33,28.7,35026
35,27,144,55,38.19,43,29.86,46,31.94,35027
35,28,174,54,31.03,67,38.51,53,30.46,35028
35,29,107,45,42.06,35,32.71,27,25.23,35029
35,30,108,38,35.19,38,35.19,32,29.63,35030
35,31,175,64,36.57,61,34.86,50,28.57,35031
36,1,92,49,53.26,23,25.0,20,21.74,36001
36,2,78,50,64.1,22,28.21,6,7.69,36002
36,3,76,38,50.0,17,22.37,21,27.63,36003
36,4,75,47,62.67,18,24.0,10,13.33,36004
36,5,76,51,67.11,17,22.37,8,10.53,36005
36,6,60,27,45.0,19,31.67,14,23.33,36006
36,7,133,55,41.35,29,21.8,49,36.84,36007
36,8,53,28,52.83,15,28.3,10,18.87,36008
36,9,67,30,44.78,21,31.34,16,23.88,36009
36,10,96,40,41.67,34,35.42,22,22.92,36010
36,11,59,26,44.07,16,27.12,17,28.81,36011
36,12,57,23,40.35,23,40.35,11,19.3,36012
36,13,65,36,55.38,18,27.69,11,16.92,36013
36,14,128,49,38.28,38,29.69,41,32.03,36014
36,15,115,48,41.74,27,23.48,40,34.78,36015
36,16,109,46,42.2,29,26.61,34,31.19,36016
36,17,143,62,43.36,40,27.97,41,28.67,36017
36,18,132,48,36.36,44,33.33,40,30.3,36018
36,19,116,52,44.83,37,31.9,27,23.28,36019
36,20,110,54,49.09,29,26.36,27,24.55,36020
36,21,69,41,59.42,13,18.84,15,21.74,36021
36,22,49,24,48.98,12,24.49,13,26.53,36022
36,23,43,25,58.14,9,20.93,9,20.93,36023
36,24,101,46,45.54,32,31.68,23,22.77,36024
36,25,68,34,50.0,23,33.82,11,16.18,36025
36,26,83,42,50.6,17,20.48,24,28.92,36026
36,27,86,35,40.7,27,31.4,24,27.91,36027
36,28,82,38,46.34,20,24.39,24,29.27,36028
36,29,107,55,51.4,27,25.23,25,23.36,36029
36,30,102,44,43.14,24,23.53,34,33.33,36030
37,1,111,59,53.15,30,27.03,22,19.82,37001
37,2,60,39,65.0,7,11.67,14,23.33,37002
37,3,49,32,65.31,9,18.37,8,16.33,37003
37,4,58,38,65.52,10,17.24,10,17.24,37004
37,5,121,71,58.68,21,17.36,29,23.97,37005
37,6,102,64,62.75,19,18.63,19,18.63,37006
37,7,68,39,57.35,18,26.47,11,16.18,37007
37,8,55,39,70.91,8,14.55,8,14.55,37008
37,9,82,54,65.85,14,17.07,14,17.07,37009
37,10,108,72,66.67,22,20.37,14,12.96,37010
37,11,48,34,70.83,9,18.75,5,10.42,37011
37,12,65,40,61.54,15,23.08,10,15.38,37012
37,13,62,44,70.97,5,8.06,13,20.97,37013
37,14,97,68,70.1,14,14.43,15,15.46,37014
37,15,85,66,77.65,11,12.94,8,9.41,37015
37,16,117,72,61.54,20,17.09,25,21.37,37016
37,17,66,32,48.48,17,25.76,17,25.76,37017
37,18,80,44,55.0,17,21.25,19,23.75,37018
37,19,69,48,69.57,10,14.49,11,15.94,37019
37,20,62,43,69.35,10,16.13,9,14.52,37020
37,21,58,37,63.79,7,12.07,14,24.14,37021
37,22,63,44,69.84,7,11.11,12,19.05,37022
37,23,92,56,60.87,14,15.22,22,23.91,37023
37,24,105,73,69.52,13,12.38,19,18.1,37024
37,25,82,54,65.85,16,19.51,12,14.63,37025
37,26,131,76,58.02,21,16.03,34,25.95,37026
37,27,89,58,65.17,21,23.6,10,11.24,37027
37,28,72,52,72.22,12,16.67,8,11.11,37028
37,29,70,46,65.71,11,15.71,13,18.57,37029
37,30,70,46,65.71,10,14.29,14,20.0,37030
37,31,102,66,64.71,18,17.65,18,17.65,37031
37,32,94,59,62.77,14,14.89,21,22.34,37032
37,33,107,75,70.09,9,8.41,23,21.5,37033
37,34,88,51,57.95,26,29.55,11,12.5,37034
37,35,124,87,70.16,15,12.1,22,17.74,37035
37,36,68,47,69.12,12,17.65,9,13.24,37036
37,37,71,45,63.38,15,21.13,11,15.49,37037
37,38,129,74,57.36,25,19.38,30,23.26,37038
37,39,83,50,60.24,18,21.69,15,18.07,37039
37,40,107,77,71.96,13,12.15,17,15.89,37040
37,41,104,72,69.23,13,12.5,19,18.27,37041
38,1,126,49,38.89,25,19.84,52,41.27,38001
38,2,115,61,53.04,15,13.04,39,33.91,38002
38,3,95,43,45.26,20,21.05,32,33.68,38003
38,4,100,50,50.0,16,16.0,34,34.0,38004
38,5,96,31,32.29,28,29.17,37,38.54,38005
38,6,81,42,51.85,18,22.22,21,25.93,38006
38,7,100,48,48.0,20,20.0,32,32.0,38007
38,8,82,31,37.8,15,18.29,36,43.9,38008
38,9,124,56,45.16,28,22.58,40,32.26,38009
38,10,92,40,43.48,23,25.0,29,31.52,38010
38,11,112,56,50.0,27,24.11,29,25.89,38011
38,12,93,42,45.16,22,23.66,29,31.18,38012
38,13,114,61,53.51,14,12.28,39,34.21,38013
38,14,129,57,44.19,27,20.93,45,34.88,38014
38,15,104,39,37.5,29,27.88,36,34.62,38015
38,16,96,36,37.5,17,17.71,43,44.79,38016
38,17,114,44,38.6,24,21.05,46,40.35,38017
38,18,129,59,45.74,22,17.05,48,37.21,38018
38,19,143,67,46.85,26,18.18,50,34.97,38019
38,20,103,56,54.37,15,14.56,32,31.07,38020
38,21,118,58,49.15,21,17.8,39,33.05,38021
38,22,132,48,36.36,23,17.42,61,46.21,38022
38,23,137,55,40.15,30,21.9,52,37.96,38023
38,24,96,35,36.46,23,23.96,38,39.58,38024
38,25,108,46,42.59,27,25.0,35,32.41,38025
38,26,120,39,32.5,26,21.67,55,45.83,38026
38,27,98,36,36.73,15,15.31,47,47.96,38027
38,28,108,50,46.3,19,17.59,39,36.11,38028
