ward,precinct,total,Fritz Kaegi,Fritz Kaegi Percent,Kari K. Steele,Kari K. Steele Percent,precinct_id
32,38,157,107,68.15,50,31.85,32038
32,39,164,121,73.78,43,26.22,32039
32,40,171,114,66.67,57,33.33,32040
32,41,176,108,61.36,68,38.64,32041
32,42,142,97,68.31,45,31.69,32042
32,43,227,146,64.32,81,35.68,32043
33,1,211,134,63.51,77,36.49,33001
33,2,243,172,70.78,71,29.22,33002
33,3,280,180,64.29,100,35.71,33003
33,4,254,157,61.81,97,38.19,33004
33,5,151,91,60.26,60,39.74,33005
33,6,141,78,55.32,63,44.68,33006
33,7,213,154,72.3,59,27.7,33007
33,8,331,224,67.67,107,32.33,33008
33,9,217,125,57.6,92,42.4,33009
33,10,153,108,70.59,45,29.41,33010
33,11,223,144,64.57,79,35.43,33011
33,12,169,105,62.13,64,37.87,33012
33,13,180,120,66.67,60,33.33,33013
33,14,98,66,67.35,32,32.65,33014
33,15,226,145,64.16,81,35.84,33015
33,16,245,165,67.35,80,32.65,33016
33,17,210,119,56.67,91,43.33,33017
33,18,242,157,64.88,85,35.12,33018
33,19,187,117,62.57,70,37.43,33019
33,20,283,210,74.2,73,25.8,33020
33,21,215,154,71.63,61,28.37,33021
33,22,187,115,61.5,72,38.5,33022
33,23,252,170,67.46,82,32.54,33023
33,24,347,253,72.91,94,27.09,33024
33,25,241,155,64.32,86,35.68,33025
33,26,150,102,68.0,48,32.0,33026
33,27,190,117,61.58,73,38.42,33027
33,28,176,133,75.57,43,24.43,33028
34,1,181,55,30.39,126,69.61,34001
34,2,143,41,28.67,102,71.33,34002
34,3,144,52,36.11,92,63.89,34003
34,4,91,17,18.68,74,81.32,34004
34,5,114,36,31.58,78,68.42,34005
34,6,161,59,36.65,102,63.35,34006
34,7,182,56,30.77,126,69.23,34007
34,8,97,26,26.8,71,73.2,34008
34,9,87,28,32.18,59,67.82,34009
34,10,160,61,38.13,99,61.88,34010
34,11,79,28,35.44,51,64.56,34011
34,12,182,57,31.32,125,68.68,34012
34,13,127,35,27.56,92,72.44,34013
34,14,102,25,24.51,77,75.49,34014
34,15,113,33,29.2,80,70.8,34015
34,16,113,36,31.86,77,68.14,34016
34,17,188,58,30.85,130,69.15,34017
34,18,70,19,27.14,51,72.86,34018
34,19,138,47,34.06,91,65.94,34019
34,20,204,66,32.35,138,67.65,34020
34,21,229,68,29.69,161,70.31,34021
34,22,155,58,37.42,97,62.58,34022
34,23,108,31,28.7,77,71.3,34023
34,24,102,23,22.55,79,77.45,34024
34,25,230,54,23.48,176,76.52,34025
34,26,161,55,34.16,106,65.84,34026
34,27,82,16,19.51,66,80.49,34027
34,28,51,10,19.61,41,80.39,34028
34,29,108,29,26.85,79,73.15,34029
34,30,197,53,26.9,144,73.1,34030
34,31,83,27,32.53,56,67.47,34031
34,32,116,47,40.52,69,59.48,34032
34,33,93,21,22.58,72,77.42,34033
34,34,164,57,34.76,107,65.24,34034
34,35,182,47,25.82,135,74.18,34035
34,36,141,44,31.21,97,68.79,34036
34,37,44,12,27.27,32,72.73,34037
34,38,49,15,30.61,34,69.39,34038
34,39,68,22,32.35,46,67.65,34039
34,40,134,36,26.87,98,73.13,34040
34,41,73,23,31.51,50,68.49,34041
34,42,151,41,27.15,110,72.85,34042
34,43,163,54,33.13,109,66.87,34043
34,44,151,49,32.45,102,67.55,34044
34,45,149,42,28.19,107,71.81,34045
34,46,123,42,34.15,81,65.85,34046
34,47,101,29,28.71,72,71.29,34047
34,48,179,54,30.17,125,69.83,34048
34,49,169,54,31.95,115,68.05,34049
34,50,103,27,26.21,76,73.79,34050
34,51,178,64,35.96,114,64.04,34051
34,52,131,46,35.11,85,64.89,34052
34,53,78,29,37.18,49,62.82,34053
35,1,196,139,70.92,57,29.08,35001
35,2,220,162,73.64,58,26.36,35002
35,3,135,87,64.44,48,35.56,35003
35,4,175,120,68.57,55,31.43,35004
35,5,145,96,66.21,49,33.79,35005
35,6,146,111,76.03,35,23.97,35006
35,7,204,141,69.12,63,30.88,35007
35,8,176,121,68.75,55,31.25,35008
35,9,125,84,67.2,41,32.8,35009
35,10,210,151,71.9,59,28.1,35010
35,11,201,149,74.13,52,25.87,35011
35,12,71,37,52.11,34,47.89,35012
35,13,74,34,45.95,40,54.05,35013
35,14,104,56,53.85,48,46.15,35014
35,15,205,137,66.83,68,33.17,35015
35,16,40,27,67.5,13,32.5,35016
35,17,188,126,67.02,62,32.98,35017
35,18,84,43,51.19,41,48.81,35018
35,19,58,26,44.83,32,55.17,35019
35,20,129,81,62.79,48,37.21,35020
35,21,167,102,61.08,65,38.92,35021
35,22,185,135,72.97,50,27.03,35022
35,23,175,96,54.86,79,45.14,35023
35,24,143,92,64.34,51,35.66,35024
35,25,161,116,72.05,45,27.95,35025
35,26,111,76,68.47,35,31.53,35026
35,27,145,89,61.38,56,38.62,35027
35,28,191,134,70.16,57,29.84,35028
35,29,113,61,53.98,52,46.02,35029
35,30,115,65,56.52,50,43.48,35030
35,31,181,121,66.85,60,33.15,35031
36,1,91,42,46.15,49,53.85,36001
36,2,81,31,38.27,50,61.73,36002
36,3,87,52,59.77,35,40.23,36003
36,4,73,37,50.68,36,49.32,36004
36,5,78,26,33.33,52,66.67,36005
36,6,65,37,56.92,28,43.08,36006
36,7,145,91,62.76,54,37.24,36007
36,8,54,25,46.3,29,53.7,36008
36,9,68,36,52.94,32,47.06,36009
36,10,100,59,59.0,41,41.0,36010
36,11,61,33,54.1,28,45.9,36011
36,12,57,35,61.4,22,38.6,36012
36,13,68,37,54.41,31,45.59,36013
36,14,148,88,59.46,60,40.54,36014
36,15,121,83,68.6,38,31.4,36015
36,16,125,83,66.4,42,33.6,36016
36,17,152,92,60.53,60,39.47,36017
36,18,145,93,64.14,52,35.86,36018
36,19,113,63,55.75,50,44.25,36019
36,20,118,69,58.47,49,41.53,36020
36,21,70,30,42.86,40,57.14,36021
36,22,52,34,65.38,18,34.62,36022
36,23,45,16,35.56,29,64.44,36023
36,24,105,55,52.38,50,47.62,36024
36,25,76,37,48.68,39,51.32,36025
36,26,91,64,70.33,27,29.67,36026
36,27,96,61,63.54,35,36.46,36027
36,28,90,47,52.22,43,47.78,36028
36,29,119,69,57.98,50,42.02,36029
36,30,113,71,62.83,42,37.17,36030
37,1,112,46,41.07,66,58.93,37001
37,2,63,27,42.86,36,57.14,37002
37,3,54,19,35.19,35,64.81,37003
37,4,65,21,32.31,44,67.69,37004
37,5,128,41,32.03,87,67.97,37005
37,6,102,24,23.53,78,76.47,37006
37,7,72,37,51.39,35,48.61,37007
37,8,54,24,44.44,30,55.56,37008
37,9,84,19,22.62,65,77.38,37009
37,10,118,41,34.75,77,65.25,37010
37,11,55,19,34.55,36,65.45,37011
37,12,67,29,43.28,38,56.72,37012
37,13,64,30,46.88,34,53.13,37013
37,14,108,27,25.0,81,75.0,37014
37,15,90,22,24.44,68,75.56,37015
37,16,119,40,33.61,79,66.39,37016
37,17,66,23,34.85,43,65.15,37017
37,18,86,26,30.23,60,69.77,37018
37,19,72,17,23.61,55,76.39,37019
37,20,66,15,22.73,51,77.27,37020
37,21,62,29,46.77,33,53.23,37021
37,22,67,20,29.85,47,70.15,37022
37,23,98,27,27.55,71,72.45,37023
37,24,113,38,33.63,75,66.37,37024
37,25,90,23,25.56,67,74.44,37025
37,26,143,36,25.17,107,74.83,37026
37,27,91,24,26.37,67,73.63,37027
37,28,78,30,38.46,48,61.54,37028
37,29,79,19,24.05,60,75.95,37029
37,30,75,15,20.0,60,80.0,37030
37,31,115,31,26.96,84,73.04,37031
37,32,104,29,27.88,75,72.12,37032
37,33,112,31,27.68,81,72.32,37033
37,34,94,24,25.53,70,74.47,37034
37,35,131,38,29.01,93,70.99,37035
37,36,72,22,30.56,50,69.44,37036
37,37,79,22,27.85,57,72.15,37037
37,38,137,52,37.96,85,62.04,37038
37,39,85,20,23.53,65,76.47,37039
37,40,111,29,26.13,82,73.87,37040
37,41,116,34,29.31,82,70.69,37041
38,1,134,83,61.94,51,38.06,38001
38,2,130,88,67.69,42,32.31,38002
38,3,100,69,69.0,31,31.0,38003
38,4,114,63,55.26,51,44.74,38004
38,5,99,61,61.62,38,38.38,38005
38,6,87,53,60.92,34,39.08,38006
38,7,111,65,58.56,46,41.44,38007
38,8,91,61,67.03,30,32.97,38008
38,9,143,88,61.54,55,38.46,38009
38,10,100,60,60.0,40,40.0,38010
38,11,119,72,60.5,47,39.5,38011
38,12,107,69,64.49,38,35.51,38012
38,13,124,84,67.74,40,32.26,38013
38,14,144,91,63.19,53,36.81,38014
38,15,118,73,61.86,45,38.14,38015
38,16,102,63,61.76,39,38.24,38016
38,17,128,78,60.94,50,39.06,38017
38,18,132,83,62.88,49,37.12,38018
38,19,165,106,64.24,59,35.76,38019
38,20,115,62,53.91,53,46.09,38020
38,21,129,78,60.47,51,39.53,38021
38,22,140,95,67.86,45,32.14,38022
38,23,145,99,68.28,46,31.72,38023
38,24,115,72,62.61,43,37.39,38024
38,25,114,71,62.28,43,37.72,38025
38,26,137,82,59.85,55,40.15,38026
38,27,101,45,44.55,56,55.45,38027
38,28,115,71,61.74,44,38.26,38028
38,29,134,90,67.16,44,32.84,38029
38,30,102,73,71.57,29,28.43,38030
38,31,184,114,61.96,70,38.04,38031
38,32,122,83,68.03,39,31.97,38032
38,33,100,59,59.0,41,41.0,38033
38,34,142,91,64.08,51,35.92,38034
38,35,124,62,50.0,62,50.0,38035
38,36,127,79,62.2,48,37.8,38036
38,37,128,80,62.5,48,37.5,38037
38,38,116,76,65.52,40,34.48,38038
38,39,163,105,64.42,58,35.58,38039
38,40,160,104,65.0,56,35.0,38040
38,41,195,130,66.67,65,33.33,38041
39,1,149,96,64.43,53,35.57,39001
39,2,140,84,60.0,56,40.0,39002
39,3,197,139,70.56,58,29.44,39003
39,4,157,111,70.7,46,29.3,39004
39,5,178,114,64.04,64,35.96,39005
39,6,147,97,65.99,50,34.01,39006
39,7,154,104,67.53,50,32.47,39007
39,8,190,110,57.89,80,42.11,39008
39,9,124,67,54.03,57,45.97,39009
39,10,98,63,64.29,35,35.71,39010
39,11,153,106,69.28,47,30.72,39011
39,12,195,140,71.79,55,28.21,39012
39,13,120,87,72.5,33,27.5,39013
39,14,168,117,69.64,51,30.36,39014
39,15,163,94,57.67,69,42.33,39015
39,16,89,53,59.55,36,40.45,39016
39,17,225,162,72.0,63,28.0,39017
39,18,168,114,67.86,54,32.14,39018
39,19,181,106,58.56,75,41.44,39019
39,20,188,114,60.64,74,39.36,39020
39,21,143,79,55.24,64,44.76,39021
39,22,104,67,64.42,37,35.58,39022
39,23,153,120,78.43,33,21.57,39023
39,24,206,127,61.65,79,38.35,39024
39,25,94,60,63.83,34,36.17,39025
39,26,129,81,62.79,48,37.21,39026
39,27,40,29,72.5,11,27.5,39027
39,28,243,157,64.61,86,35.39,39028
39,29,72,43,59.72,29,40.28,39029
39,30,177,110,62.15,67,37.85,39030
39,31,108,66,61.11,42,38.89,39031
39,32,136,85,62.5,51,37.5,39032
39,33,153,110,71.9,43,28.1,39033
39,34,147,91,61.9,56,38.1,39034
39,35,175,130,74.29,45,25.71,39035
39,36,48,23,47.92,25,52.08,39036
39,37,190,123,64.74,67,35.26,39037
39,38,144,104,72.22,40,27.78,39038
39,39,99,62,62.63,37,37.37,39039
39,40,145,89,61.38,56,38.62,39040
39,41,191,138,72.25,53,27.75,39041
39,42,194,116,59.79,78,40.21,39042
39,43,156,106,67.95,50,32.05,39043
39,44,126,91,72.22,35,27.78,39044
39,45,172,108,62.79,64,37.21,39045
40,1,126,87,69.05,39,30.95,40001
40,2,173,113,65.32,60,34.68,40002
40,3,260,192,73.85,68,26.15,40003
40,4,105,76,72.38,29,27.62,40004
40,5,231,170,73.59,61,26.41,40005
40,6,263,187,71.1,76,28.9,40006
40,7,236,184,77.97,52,22.03,40007
40,8,344,232,67.44,112,32.56,40008
40,9,116,60,51.72,56,48.28,40009
40,10,133,85,63.91,48,36.09,40010
40,11,231,172,74.46,59,25.54,40011
40,12,183,128,69.95,55,30.05,40012
40,13,334,235,70.36,99,29.64,40013
40,14,141,94,66.67,47,33.33,40014
40,15,140,88,62.86,52,37.14,40015
40,16,315,226,71.75,89,28.25,40016
40,17,194,136,70.1,58,29.9,40017
40,18,110,68,61.82,42,38.18,40018
40,19,193,119,61.66,74,38.34,40019
40,20,147,98,66.67,49,33.33,40020
40,21,290,217,74.83,73,25.17,40021
40,22,292,214,73.29,78,26.71,40022
40,23,333,217,65.17,116,34.83,40023
40,24,129,90,69.77,39,30.23,40024
40,25,299,210,70.23,89,29.77,40025
40,26,249,181,72.69,68,27.31,40026
40,27,225,154,68.44,71,31.56,40027
40,28,215,157,73.02,58,26.98,40028
40,29,202,147,72.77,55,27.23,40029
40,30,170,125,73.53,45,26.47,40030
40,31,291,206,70.79,85,29.21,40031
40,32,245,182,74.29,63,25.71,40032
40,33,268,211,78.73,57,21.27,40033
40,34,153,112,73.2,41,26.8,40034
40,35,81,52,64.2,29,35.8,40035
40,36,178,124,69.66,54,30.34,40036
40,37,173,142,82.08,31,17.92,40037
40,38,263,190,72.24,73,27.76,40038
40,39,37,27,72.97,10,27.03,40039
41,1,128,70,54.69,58,45.31,41001
41,2,142,85,59.86,57,40.14,41002
41,3,135,91,67.41,44,32.59,41003
41,4,150,108,72.0,42,28.0,41004
41,5,150,93,62.0,57,38.0,41005
41,6,224,131,58.48,93,41.52,41006
41,7,130,80,61.54,50,38.46,41007
41,8,130,84,64.62,46,35.38,41008
41,9,132,83,62.88,49,37.12,41009
41,10,186,122,65.59,64,34.41,41010
41,11,156,87,55.77,69,44.23,41011
41,12,120,68,56.67,52,43.33,41012
41,13,134,82,61.19,52,38.81,41013
41,14,224,157,70.09,67,29.91,41014
41,15,205,109,53.17,96,46.83,41015
41,16,122,83,68.03,39,31.97,41016
41,17,122,78,63.93,44,36.07,41017
41,18,113,64,56.64,49,43.36,41018
41,19,187,124,66.31,63,33.69,41019
41,20,81,56,69.14,25,30.86,41020
41,21,159,94,59.12,65,40.88,41021
41,22,179,98,54.75,81,45.25,41022
41,23,119,64,53.78,55,46.22,41023
41,24,115,66,57.39,49,42.61,41024
41,25,57,29,50.88,28,49.12,41025
41,26,137,89,64.96,48,35.04,41026
41,27,67,42,62.69,25,37.31,41027
41,28,84,41,48.81,43,51.19,41028
41,29,45,23,51.11,22,48.89,41029
41,30,145,86,59.31,59,40.69,41030
41,31,134,92,68.66,42,31.34,41031
41,32,133,79,59.4,54,40.6,41032
41,33,125,80,64.0,45,36.0,41033
41,34,116,71,61.21,45,38.79,41034
41,35,186,95,51.08,91,48.92,41035
41,36,142,84,59.15,58,40.85,41036
41,37,163,92,56.44,71,43.56,41037
41,38,118,69,58.47,49,41.53,41038
41,39,184,112,60.87,72,39.13,41039
41,40,165,105,63.64,60,36.36,41040
41,41,115,70,60.87,45,39.13,41041
41,42,126,68,53.97,58,46.03,41042
41,43,133,84,63.16,49,36.84,41043
41,44,134,82,61.19,52,38.81,41044
41,45,138,86,62.32,52,37.68,41045
41,46,165,87,52.73,78,47.27,41046
41,47,195,123,63.08,72,36.92,41047
42,1,211,149,70.62,62,29.38,42001
42,2,110,59,53.64,51,46.36,42002
42,3,166,105,63.25,61,36.75,42003
42,4,280,156,55.71,124,44.29,42004
42,5,141,97,68.79,44,31.21,42005
42,6,236,138,58.47,98,41.53,42006
42,7,203,147,72.41,56,27.59,42007
42,8,194,115,59.28,79,40.72,42008
42,9,148,69,46.62,79,53.38,42009
42,10,219,153,69.86,66,30.14,42010
42,11,138,83,60.14,55,39.86,42011
42,12,167,109,65.27,58,34.73,42012
42,13,215,139,64.65,76,35.35,42013
42,14,159,93,58.49,66,41.51,42014
42,15,167,103,61.68,64,38.32,42015
42,16,157,90,57.32,67,42.68,42016
42,17,162,94,58.02,68,41.98,42017
42,18,116,67,57.76,49,42.24,42018
42,19,248,154,62.1,94,37.9,42019
42,20,127,69,54.33,58,45.67,42020
42,21,147,76,51.7,71,48.3,42021
42,22,76,53,69.74,23,30.26,42022
42,23,179,113,63.13,66,36.87,42023
42,24,157,97,61.78,60,38.22,42024
42,25,148,79,53.38,69,46.62,42025
42,26,199,107,53.77,92,46.23,42026
42,27,138,88,63.77,50,36.23,42027
42,28,233,122,52.36,111,47.64,42028
42,29,236,126,53.39,110,46.61,42029
42,30,195,130,66.67,65,33.33,42030
42,31,186,109,58.6,77,41.4,42031
42,32,110,56,50.91,54,49.09,42032
42,33,216,129,59.72,87,40.28,42033
42,34,161,105,65.22,56,34.78,42034
42,35,205,134,65.37,71,34.63,42035
42,36,183,100,54.64,83,45.36,42036
42,37,97,62,63.92,35,36.08,42037
42,38,116,68,58.62,48,41.38,42038
42,39,141,86,60.99,55,39.01,42039
42,40,166,83,50.0,83,50.0,42040
42,41,167,103,61.68,64,38.32,42041
42,42,255,167,65.49,88,34.51,42042
43,1,91,52,57.14,39,42.86,43001
43,2,186,128,68.82,58,31.18,43002
43,3,167,106,63.47,61,36.53,43003
43,4,157,103,65.61,54,34.39,43004
43,5,165,123,74.55,42,25.45,43005
43,6,128,85,66.41,43,33.59,43006
43,7,142,94,66.2,48,33.8,43007
43,8,131,83,63.36,48,36.64,43008
43,9,175,97,55.43,78,44.57,43009
43,10,205,146,71.22,59,28.78,43010
43,11,115,80,69.57,35,30.43,43011
43,12,101,57,56.44,44,43.56,43012
43,13,177,100,56.5,77,43.5,43013
43,14,183,125,68.31,58,31.69,43014
43,15,160,102,63.75,58,36.25,43015
43,16,188,125,66.49,63,33.51,43016
43,17,131,82,62.6,49,37.4,43017
43,18,192,115,59.9,77,40.1,43018
43,19,181,137,75.69,44,24.31,43019
43,20,221,151,68.33,70,31.67,43020
43,21,149,97,65.1,52,34.9,43021
43,22,128,73,57.03,55,42.97,43022
43,23,113,77,68.14,36,31.86,43023
43,24,143,80,55.94,63,44.06,43024
43,25,200,145,72.5,55,27.5,43025
43,26,166,129,77.71,37,22.29,43026
43,27,171,119,69.59,52,30.41,43027
43,28,157,99,63.06,58,36.94,43028
43,29,210,142,67.62,68,32.38,43029
43,30,167,115,68.86,52,31.14,43030
43,31,169,85,50.3,84,49.7,43031
43,32,153,114,74.51,39,25.49,43032
43,33,213,151,70.89,62,29.11,43033
43,34,119,95,79.83,24,20.17,43034
43,35,205,154,75.12,51,24.88,43035
43,36,75,46,61.33,29,38.67,43036
43,37,144,95,65.97,49,34.03,43037
43,38,149,113,75.84,36,24.16,43038
43,39,98,56,57.14,42,42.86,43039
43,40,105,58,55.24,47,44.76,43040
43,41,178,125,70.22,53,29.78,43041
43,42,152,103,67.76,49,32.24,43042
43,43,193,137,70.98,56,29.02,43043
43,44,166,122,73.49,44,26.51,43044
43,45,123,100,81.3,23,18.7,43045
43,46,94,57,60.64,37,39.36,43046
44,1,307,197,64.17,110,35.83,44001
44,2,181,114,62.98,67,37.02,44002
44,3,178,134,75.28,44,24.72,44003
44,4,182,114,62.64,68,37.36,44004
44,5,184,93,50.54,91,49.46,44005
44,6,215,150,69.77,65,30.23,44006
44,7,173,126,72.83,47,27.17,44007
44,8,226,138,61.06,88,38.94,44008
44,9,141,91,64.54,50,35.46,44009
44,10,155,105,67.74,50,32.26,44010
44,11,175,123,70.29,52,29.71,44011
44,12,255,184,72.16,71,27.84,44012
44,13,137,79,57.66,58,42.34,44013
44,14,171,112,65.5,59,34.5,44014
44,15,192,121,63.02,71,36.98,44015
44,16,203,127,62.56,76,37.44,44016
44,17,272,187,68.75,85,31.25,44017
44,18,195,129,66.15,66,33.85,44018
44,19,270,193,71.48,77,28.52,44019
44,20,198,119,60.1,79,39.9,44020
44,21,199,124,62.31,75,37.69,44021
44,22,200,141,70.5,59,29.5,44022
44,23,156,108,69.23,48,30.77,44023
44,24,184,132,71.74,52,28.26,44024
44,25,229,145,63.32,84,36.68,44025
44,26,218,126,57.8,92,42.2,44026
44,27,201,126,62.69,75,37.31,44027
44,28,188,126,67.02,62,32.98,44028
44,29,197,125,63.45,72,36.55,44029
44,30,223,145,65.02,78,34.98,44030
44,31,128,88,68.75,40,31.25,44031
44,32,174,112,64.37,62,35.63,44032
44,33,210,141,67.14,69,32.86,44033
44,34,216,128,59.26,88,40.74,44034
44,35,246,164,66.67,82,33.33,44035
44,36,180,110,61.11,70,38.89,44036
44,37,274,181,66.06,93,33.94,44037
44,38,168,90,53.57,78,46.43,44038
44,39,193,120,62.18,73,37.82,44039
44,40,179,132,73.74,47,26.26,44040
44,41,234,130,55.56,104,44.44,44041
45,1,170,127,74.71,43,25.29,45001
45,2,199,134,67.34,65,32.66,45002
45,3,186,113,60.75,73,39.25,45003
45,4,235,165,70.21,70,29.79,45004
45,5,195,136,69.74,59,30.26,45005
45,6,292,202,69.18,90,30.82,45006
45,7,287,194,67.6,93,32.4,45007
45,8,153,104,67.97,49,32.03,45008
45,9,143,87,60.84,56,39.16,45009
45,10,168,108,64.29,60,35.71,45010
45,11,90,56,62.22,34,37.78,45011
45,12,137,79,57.66,58,42.34,45012
45,13,149,107,71.81,42,28.19,45013
45,14,220,129,58.64,91,41.36,45014
45,15,241,163,67.63,78,32.37,45015
45,16,164,123,75.0,41,25.0,45016
45,17,173,116,67.05,57,32.95,45017
45,18,162,87,53.7,75,46.3,45018
45,19,69,35,50.72,34,49.28,45019
45,20,96,69,71.88,27,28.13,45020
45,21,142,89,62.68,53,37.32,45021
45,22,109,67,61.47,42,38.53,45022
45,23,125,79,63.2,46,36.8,45023
45,24,96,66,68.75,30,31.25,45024
45,25,105,67,63.81,38,36.19,45025
45,26,78,50,64.1,28,35.9,45026
45,27,135,93,68.89,42,31.11,45027
45,28,121,74,61.16,47,38.84,45028
45,29,107,76,71.03,31,28.97,45029
45,30,127,76,59.84,51,40.16,45030
45,31,125,76,60.8,49,39.2,45031
45,32,127,82,64.57,45,35.43,45032
45,33,120,81,67.5,39,32.5,45033
45,34,152,96,63.16,56,36.84,45034
45,35,177,135,76.27,42,23.73,45035
45,36,185,124,67.03,61,32.97,45036
45,37,155,94,60.65,61,39.35,45037
45,38,127,82,64.57,45,35.43,45038
45,39,140,74,52.86,66,47.14,45039
45,40,133,73,54.89,60,45.11,45040
45,41,119,83,69.75,36,30.25,45041
45,42,162,98,60.49,64,39.51,45042
45,43,131,77,58.78,54,41.22,45043
45,44,174,108,62.07,66,37.93,45044
45,45,77,45,58.44,32,41.56,45045
45,46,92,62,67.39,30,32.61,45046
45,47,100,62,62.0,38,38.0,45047
45,48,101,60,59.41,41,40.59,45048
46,1,155,86,55.48,69,44.52,46001
46,2,225,143,63.56,82,36.44,46002
46,3,278,185,66.55,93,33.45,46003
46,4,234,157,67.09,77,32.91,46004
46,5,226,155,68.58,71,31.42,46005
46,6,187,114,60.96,73,39.04,46006
46,7,273,184,67.4,89,32.6,46007
46,8,146,71,48.63,75,51.37,46008
46,9,232,142,61.21,90,38.79,46009
46,10,273,174,63.74,99,36.26,46010
46,11,184,118,64.13,66,35.87,46011
46,12,260,196,75.38,64,24.62,46012
46,13,232,143,61.64,89,38.36,46013
46,14,148,81,54.73,67,45.27,46014
46,15,213,134,62.91,79,37.09,46015
46,16,290,193,66.55,97,33.45,46016
46,17,245,174,71.02,71,28.98,46017
46,18,215,126,58.6,89,41.4,46018
46,19,178,120,67.42,58,32.58,46019
46,20,193,121,62.69,72,37.31,46020
46,21,93,58,62.37,35,37.63,46021
46,22,137,81,59.12,56,40.88,46022
46,23,188,109,57.98,79,42.02,46023
46,24,308,193,62.66,115,37.34,46024
46,25,223,137,61.43,86,38.57,46025
46,26,248,153,61.69,95,38.31,46026
46,27,223,142,63.68,81,36.32,46027
46,28,202,146,72.28,56,27.72,46028
46,29,165,121,73.33,44,26.67,46029
46,30,196,124,63.27,72,36.73,46030
46,31,206,129,62.62,77,37.38,46031
46,32,85,41,48.24,44,51.76,46032
46,33,234,162,69.23,72,30.77,46033
46,34,254,158,62.2,96,37.8,46034
46,35,164,100,60.98,64,39.02,46035
46,36,235,148,62.98,87,37.02,46036
46,37,136,83,61.03,53,38.97,46037
46,38,188,101,53.72,87,46.28,46038
46,39,186,119,63.98,67,36.02,46039
46,40,231,151,65.37,80,34.63,46040
47,1,156,107,68.59,49,31.41,47001
47,2,202,147,72.77,55,27.23,47002
47,3,215,131,60.93,84,39.07,47003
47,4,240,151,62.92,89,37.08,47004
47,5,276,182,65.94,94,34.06,47005
47,6,238,144,60.5,94,39.5,47006
47,7,194,118,60.82,76,39.18,47007
47,8,234,146,62.39,88,37.61,47008
47,9,164,101,61.59,63,38.41,47009
47,10,320,217,67.81,103,32.19,47010
47,11,204,137,67.16,67,32.84,47011
47,12,233,128,54.94,105,45.06,47012
47,13,268,178,66.42,90,33.58,47013
47,14,219,128,58.45,91,41.55,47014
47,15,308,215,69.81,93,30.19,47015
47,16,212,130,61.32,82,38.68,47016
47,17,238,143,60.08,95,39.92,47017
47,18,219,139,63.47,80,36.53,47018
47,19,380,235,61.84,145,38.16,47019
47,20,249,167,67.07,82,32.93,47020
47,21,278,177,63.67,101,36.33,47021
47,22,293,184,62.8,109,37.2,47022
47,23,272,176,64.71,96,35.29,47023
47,24,263,161,61.22,102,38.78,47024
47,25,265,141,53.21,124,46.79,47025
47,26,307,185,60.26,122,39.74,47026
47,27,229,151,65.94,78,34.06,47027
47,28,228,154,67.54,74,32.46,47028
47,29,252,158,62.7,94,37.3,47029
47,30,297,196,65.99,101,34.01,47030
47,31,275,176,64.0,99,36.0,47031
47,32,338,209,61.83,129,38.17,47032
47,33,199,125,62.81,74,37.19,47033
47,34,253,157,62.06,96,37.94,47034
47,35,166,103,62.05,63,37.95,47035
47,36,288,172,59.72,116,40.28,47036
47,37,234,145,61.97,89,38.03,47037
47,38,265,168,63.4,97,36.6,47038
47,39,289,158,54.67,131,45.33,47039
47,40,203,129,63.55,74,36.45,47040
47,41,273,168,61.54,105,38.46,47041
47,42,230,145,63.04,85,36.96,47042
47,43,194,108,55.67,86,44.33,47043
47,44,194,108,55.67,86,44.33,47044
47,45,273,170,62.27,103,37.73,47045
47,46,115,62,53.91,53,46.09,47046
47,47,245,183,74.69,62,25.31,47047
47,48,23,8,34.78,15,65.22,47048
48,1,251,188,74.9,63,25.1,48001
48,2,110,86,78.18,24,21.82,48002
48,3,213,115,53.99,98,46.01,48003
48,4,256,169,66.02,87,33.98,48004
48,5,207,157,75.85,50,24.15,48005
48,6,218,126,57.8,92,42.2,48006
48,7,283,203,71.73,80,28.27,48007
48,8,131,95,72.52,36,27.48,48008
48,9,155,96,61.94,59,38.06,48009
48,10,363,261,71.9,102,28.1,48010
48,11,221,157,71.04,64,28.96,48011
48,12,282,198,70.21,84,29.79,48012
48,13,292,186,63.7,106,36.3,48013
48,14,119,70,58.82,49,41.18,48014
48,15,101,66,65.35,35,34.65,48015
48,16,219,135,61.64,84,38.36,48016
48,17,235,130,55.32,105,44.68,48017
48,18,151,79,52.32,72,47.68,48018
48,19,201,130,64.68,71,35.32,48019
48,20,271,180,66.42,91,33.58,48020
48,21,250,149,59.6,101,40.4,48021
48,22,230,137,59.57,93,40.43,48022
48,23,296,201,67.91,95,32.09,48023
48,24,193,102,52.85,91,47.15,48024
48,25,218,155,71.1,63,28.9,48025
48,26,96,62,64.58,34,35.42,48026
48,27,128,76,59.38,52,40.63,48027
48,28,234,109,46.58,125,53.42,48028
48,29,157,97,61.78,60,38.22,48029
48,30,228,151,66.23,77,33.77,48030
48,31,218,110,50.46,108,49.54,48031
48,32,188,115,61.17,73,38.83,48032
48,33,138,98,71.01,40,28.99,48033
48,34,204,143,70.1,61,29.9,48034
48,35,126,70,55.56,56,44.44,48035
48,36,156,104,66.67,52,33.33,48036
48,37,243,170,69.96,73,30.04,48037
