ward,precinct,total,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Yumeka Brown,Yumeka Brown Percent,Patricia Theresa Flynn,Patricia Theresa Flynn Percent,Frank Avila,Frank Avila Percent,Rick Garcia,Rick Garcia Percent,Cristina P. Nonato,Cristina P. Nonato Percent,Precious W. Brady-Davis,Precious W. Brady-Davis Percent,Sharon Waller,Sharon Waller Percent,precinct_id
11,33,376,76,20.21,53,14.1,58,15.43,42,11.17,28,7.45,25,6.65,49,13.03,45,11.97,11033
11,34,133,34,25.56,13,9.77,26,19.55,24,18.05,14,10.53,7,5.26,6,4.51,9,6.77,11034
11,35,87,23,26.44,15,17.24,14,16.09,12,13.79,5,5.75,6,6.9,5,5.75,7,8.05,11035
11,36,106,28,26.42,13,12.26,16,15.09,13,12.26,5,4.72,7,6.6,9,8.49,15,14.15,11036
11,37,100,20,20.0,15,15.0,13,13.0,12,12.0,3,3.0,4,4.0,17,17.0,16,16.0,11037
11,38,161,38,23.6,13,8.07,10,6.21,19,11.8,12,7.45,6,3.73,32,19.88,31,19.25,11038
12,1,315,66,20.95,23,7.3,48,15.24,45,14.29,39,12.38,22,6.98,34,10.79,38,12.06,12001
12,2,177,37,20.9,20,11.3,22,12.43,30,16.95,30,16.95,12,6.78,9,5.08,17,9.6,12002
12,3,450,115,25.56,45,10.0,63,14.0,61,13.56,44,9.78,32,7.11,44,9.78,46,10.22,12003
12,4,329,78,23.71,28,8.51,40,12.16,41,12.46,42,12.77,21,6.38,40,12.16,39,11.85,12004
12,5,297,69,23.23,28,9.43,57,19.19,38,12.79,34,11.45,30,10.1,16,5.39,25,8.42,12005
12,6,299,59,19.73,21,7.02,36,12.04,55,18.39,33,11.04,25,8.36,31,10.37,39,13.04,12006
12,7,168,30,17.86,10,5.95,15,8.93,27,16.07,26,15.48,17,10.12,19,11.31,24,14.29,12007
12,8,294,65,22.11,27,9.18,52,17.69,50,17.01,36,12.24,20,6.8,18,6.12,26,8.84,12008
12,9,210,47,22.38,30,14.29,39,18.57,27,12.86,20,9.52,11,5.24,15,7.14,21,10.0,12009
12,10,229,50,21.83,21,9.17,24,10.48,30,13.1,29,12.66,20,8.73,28,12.23,27,11.79,12010
12,11,135,20,14.81,11,8.15,12,8.89,26,19.26,34,25.19,12,8.89,10,7.41,10,7.41,12011
12,12,184,38,20.65,8,4.35,30,16.3,39,21.2,30,16.3,19,10.33,5,2.72,15,8.15,12012
12,13,213,52,24.41,16,7.51,28,13.15,34,15.96,26,12.21,21,9.86,20,9.39,16,7.51,12013
12,14,159,29,18.24,15,9.43,21,13.21,29,18.24,24,15.09,17,10.69,10,6.29,14,8.81,12014
12,15,151,29,19.21,12,7.95,18,11.92,26,17.22,28,18.54,15,9.93,13,8.61,10,6.62,12015
12,16,103,12,11.65,14,13.59,12,11.65,25,24.27,21,20.39,10,9.71,5,4.85,4,3.88,12016
12,17,183,45,24.59,15,8.2,32,17.49,27,14.75,26,14.21,11,6.01,13,7.1,14,7.65,12017
12,18,111,21,18.92,5,4.5,10,9.01,17,15.32,14,12.61,16,14.41,18,16.22,10,9.01,12018
12,19,224,44,19.64,26,11.61,31,13.84,39,17.41,33,14.73,17,7.59,13,5.8,21,9.38,12019
12,20,209,40,19.14,16,7.66,31,14.83,33,15.79,32,15.31,20,9.57,15,7.18,22,10.53,12020
12,21,242,56,23.14,31,12.81,38,15.7,32,13.22,29,11.98,11,4.55,18,7.44,27,11.16,12021
12,22,145,29,20.0,16,11.03,16,11.03,18,12.41,21,14.48,16,11.03,15,10.34,14,9.66,12022
12,23,328,73,22.26,40,12.2,54,16.46,45,13.72,38,11.59,25,7.62,22,6.71,31,9.45,12023
13,1,246,59,23.98,26,10.57,48,19.51,35,14.23,31,12.6,30,12.2,5,2.03,12,4.88,13001
13,2,232,54,23.28,19,8.19,46,19.83,37,15.95,23,9.91,18,7.76,11,4.74,24,10.34,13002
13,3,95,22,23.16,10,10.53,18,18.95,13,13.68,15,15.79,5,5.26,5,5.26,7,7.37,13003
13,4,223,49,21.97,22,9.87,40,17.94,42,18.83,27,12.11,16,7.17,11,4.93,16,7.17,13004
13,5,155,31,20.0,14,9.03,21,13.55,32,20.65,23,14.84,12,7.74,7,4.52,15,9.68,13005
13,6,257,55,21.4,22,8.56,49,19.07,42,16.34,30,11.67,28,10.89,9,3.5,22,8.56,13006
13,7,113,24,21.24,15,13.27,19,16.81,21,18.58,12,10.62,12,10.62,3,2.65,7,6.19,13007
13,8,142,36,25.35,15,10.56,27,19.01,23,16.2,16,11.27,14,9.86,2,1.41,9,6.34,13008
13,9,167,38,22.75,17,10.18,24,14.37,32,19.16,23,13.77,13,7.78,8,4.79,12,7.19,13009
13,10,215,47,21.86,18,8.37,42,19.53,35,16.28,18,8.37,27,12.56,10,4.65,18,8.37,13010
13,11,255,52,20.39,15,5.88,50,19.61,44,17.25,36,14.12,19,7.45,11,4.31,28,10.98,13011
13,12,161,35,21.74,7,4.35,27,16.77,33,20.5,13,8.07,13,8.07,10,6.21,23,14.29,13012
13,13,193,39,20.21,21,10.88,23,11.92,40,20.73,28,14.51,17,8.81,11,5.7,14,7.25,13013
13,14,207,38,18.36,21,10.14,38,18.36,27,13.04,26,12.56,21,10.14,18,8.7,18,8.7,13014
13,15,222,45,20.27,18,8.11,35,15.77,43,19.37,29,13.06,22,9.91,13,5.86,17,7.66,13015
13,16,99,16,16.16,8,8.08,18,18.18,25,25.25,19,19.19,7,7.07,2,2.02,4,4.04,13016
13,17,220,45,20.45,25,11.36,52,23.64,44,20.0,25,11.36,16,7.27,3,1.36,10,4.55,13017
13,18,197,45,22.84,12,6.09,41,20.81,32,16.24,25,12.69,21,10.66,5,2.54,16,8.12,13018
13,19,162,26,16.05,18,11.11,19,11.73,39,24.07,29,17.9,13,8.02,8,4.94,10,6.17,13019
13,20,131,29,22.14,8,6.11,33,25.19,18,13.74,13,9.92,11,8.4,4,3.05,15,11.45,13020
13,21,273,60,21.98,22,8.06,62,22.71,48,17.58,24,8.79,24,8.79,12,4.4,21,7.69,13021
13,22,238,50,21.01,11,4.62,48,20.17,44,18.49,27,11.34,26,10.92,7,2.94,25,10.5,13022
13,23,161,35,21.74,20,12.42,33,20.5,20,12.42,25,15.53,17,10.56,6,3.73,5,3.11,13023
13,24,177,42,23.73,19,10.73,33,18.64,26,14.69,28,15.82,10,5.65,6,3.39,13,7.34,13024
13,25,151,29,19.21,22,14.57,26,17.22,21,13.91,24,15.89,13,8.61,6,3.97,10,6.62,13025
13,26,237,48,20.25,27,11.39,43,18.14,47,19.83,37,15.61,14,5.91,12,5.06,9,3.8,13026
13,27,174,38,21.84,19,10.92,36,20.69,31,17.82,21,12.07,15,8.62,2,1.15,12,6.9,13027
13,28,155,29,18.71,12,7.74,25,16.13,34,21.94,25,16.13,10,6.45,9,5.81,11,7.1,13028
13,29,127,28,22.05,13,10.24,21,16.54,26,20.47,13,10.24,10,7.87,7,5.51,9,7.09,13029
13,30,88,20,22.73,6,6.82,14,15.91,17,19.32,15,17.05,8,9.09,4,4.55,4,4.55,13030
13,31,280,68,24.29,27,9.64,66,23.57,41,14.64,29,10.36,20,7.14,8,2.86,21,7.5,13031
13,32,182,43,23.63,12,6.59,29,15.93,33,18.13,23,12.64,15,8.24,8,4.4,19,10.44,13032
13,33,248,49,19.76,21,8.47,49,19.76,46,18.55,31,12.5,24,9.68,8,3.23,20,8.06,13033
13,34,167,38,22.75,24,14.37,29,17.37,27,16.17,23,13.77,13,7.78,5,2.99,8,4.79,13034
13,35,161,41,25.47,17,10.56,30,18.63,22,13.66,27,16.77,8,4.97,3,1.86,13,8.07,13035
13,36,87,17,19.54,8,9.2,14,16.09,17,19.54,15,17.24,9,10.34,3,3.45,4,4.6,13036
13,37,345,48,13.91,43,12.46,67,19.42,45,13.04,38,11.01,25,7.25,36,10.43,43,12.46,13037
13,38,161,37,22.98,10,6.21,40,24.84,23,14.29,23,14.29,22,13.66,2,1.24,4,2.48,13038
13,39,198,41,20.71,23,11.62,38,19.19,33,16.67,28,14.14,17,8.59,5,2.53,13,6.57,13039
13,40,116,21,18.1,11,9.48,22,18.97,22,18.97,16,13.79,9,7.76,9,7.76,6,5.17,13040
13,41,202,43,21.29,18,8.91,34,16.83,38,18.81,30,14.85,23,11.39,4,1.98,12,5.94,13041
13,42,280,65,23.21,30,10.71,64,22.86,44,15.71,26,9.29,20,7.14,8,2.86,23,8.21,13042
13,43,221,45,20.36,16,7.24,28,12.67,39,17.65,33,14.93,26,11.76,15,6.79,19,8.6,13043
13,44,137,28,20.44,15,10.95,25,18.25,23,16.79,13,9.49,10,7.3,11,8.03,12,8.76,13044
13,45,206,39,18.93,28,13.59,39,18.93,33,16.02,27,13.11,19,9.22,10,4.85,11,5.34,13045
13,46,156,30,19.23,9,5.77,26,16.67,34,21.79,25,16.03,15,9.62,5,3.21,12,7.69,13046
13,47,208,37,17.79,23,11.06,37,17.79,35,16.83,40,19.23,19,9.13,10,4.81,7,3.37,13047
13,48,208,55,26.44,18,8.65,44,21.15,35,16.83,28,13.46,14,6.73,5,2.4,9,4.33,13048
14,1,312,63,20.19,24,7.69,59,18.91,59,18.91,43,13.78,35,11.22,11,3.53,18,5.77,14001
14,2,214,49,22.9,25,11.68,45,21.03,21,9.81,30,14.02,19,8.88,10,4.67,15,7.01,14002
14,3,102,17,16.67,10,9.8,16,15.69,22,21.57,19,18.63,7,6.86,9,8.82,2,1.96,14003
14,4,183,41,22.4,10,5.46,44,24.04,29,15.85,20,10.93,17,9.29,6,3.28,16,8.74,14004
14,5,166,31,18.67,27,16.27,28,16.87,25,15.06,33,19.88,4,2.41,10,6.02,8,4.82,14005
14,6,58,10,17.24,5,8.62,10,17.24,11,18.97,15,25.86,4,6.9,3,5.17,0,0.0,14006
14,7,215,36,16.74,17,7.91,24,11.16,50,23.26,42,19.53,28,13.02,9,4.19,9,4.19,14007
14,8,174,35,20.11,17,9.77,25,14.37,34,19.54,30,17.24,14,8.05,8,4.6,11,6.32,14008
14,9,192,51,26.56,14,7.29,39,20.31,33,17.19,18,9.38,12,6.25,8,4.17,17,8.85,14009
14,10,103,22,21.36,6,5.83,19,18.45,14,13.59,13,12.62,12,11.65,6,5.83,11,10.68,14010
14,11,74,15,20.27,9,12.16,11,14.86,13,17.57,10,13.51,3,4.05,5,6.76,8,10.81,14011
14,12,208,45,21.63,24,11.54,36,17.31,28,13.46,31,14.9,16,7.69,13,6.25,15,7.21,14012
14,13,157,26,16.56,15,9.55,20,12.74,31,19.75,26,16.56,20,12.74,7,4.46,12,7.64,14013
14,14,147,26,17.69,16,10.88,19,12.93,28,19.05,28,19.05,15,10.2,5,3.4,10,6.8,14014
14,15,114,24,21.05,7,6.14,11,9.65,23,20.18,25,21.93,12,10.53,6,5.26,6,5.26,14015
14,16,144,38,26.39,7,4.86,23,15.97,19,13.19,19,13.19,16,11.11,11,7.64,11,7.64,14016
14,17,103,15,14.56,17,16.5,8,7.77,14,13.59,13,12.62,9,8.74,15,14.56,12,11.65,14017
14,18,82,16,19.51,5,6.1,12,14.63,17,20.73,12,14.63,7,8.54,5,6.1,8,9.76,14018
14,19,155,27,17.42,14,9.03,25,16.13,30,19.35,24,15.48,10,6.45,9,5.81,16,10.32,14019
14,20,113,26,23.01,7,6.19,21,18.58,19,16.81,14,12.39,11,9.73,8,7.08,7,6.19,14020
14,21,97,15,15.46,5,5.15,11,11.34,21,21.65,17,17.53,11,11.34,7,7.22,10,10.31,14021
14,22,247,56,22.67,31,12.55,44,17.81,31,12.55,34,13.77,18,7.29,13,5.26,20,8.1,14022
14,23,160,33,20.63,16,10.0,38,23.75,20,12.5,22,13.75,6,3.75,12,7.5,13,8.13,14023
14,24,282,63,22.34,27,9.57,61,21.63,44,15.6,24,8.51,30,10.64,10,3.55,23,8.16,14024
14,25,72,12,16.67,3,4.17,17,23.61,9,12.5,13,18.06,9,12.5,3,4.17,6,8.33,14025
14,26,135,20,14.81,18,13.33,21,15.56,28,20.74,23,17.04,14,10.37,1,0.74,10,7.41,14026
14,27,155,32,20.65,13,8.39,18,11.61,32,20.65,24,15.48,15,9.68,13,8.39,8,5.16,14027
14,28,107,19,17.76,9,8.41,18,16.82,26,24.3,17,15.89,9,8.41,5,4.67,4,3.74,14028
14,29,116,29,25.0,9,7.76,23,19.83,19,16.38,14,12.07,4,3.45,6,5.17,12,10.34,14029
14,30,110,17,15.45,10,9.09,15,13.64,13,11.82,19,17.27,9,8.18,13,11.82,14,12.73,14030
14,31,104,19,18.27,12,11.54,16,15.38,21,20.19,15,14.42,12,11.54,5,4.81,4,3.85,14031
15,1,159,30,18.87,18,11.32,21,13.21,32,20.13,25,15.72,16,10.06,6,3.77,11,6.92,15001
15,2,150,21,14.0,26,17.33,24,16.0,13,8.67,8,5.33,4,2.67,33,22.0,21,14.0,15002
15,3,164,23,14.02,35,21.34,25,15.24,17,10.37,15,9.15,5,3.05,22,13.41,22,13.41,15003
15,4,110,25,22.73,9,8.18,17,15.45,15,13.64,15,13.64,12,10.91,7,6.36,10,9.09,15004
15,5,106,24,22.64,7,6.6,15,14.15,17,16.04,14,13.21,13,12.26,6,5.66,10,9.43,15005
15,6,134,26,19.4,13,9.7,17,12.69,25,18.66,25,18.66,11,8.21,5,3.73,12,8.96,15006
15,7,104,15,14.42,20,19.23,23,22.12,7,6.73,7,6.73,3,2.88,17,16.35,12,11.54,15007
15,8,135,23,17.04,8,5.93,17,12.59,31,22.96,23,17.04,16,11.85,6,4.44,11,8.15,15008
15,9,187,43,22.99,13,6.95,29,15.51,31,16.58,30,16.04,20,10.7,8,4.28,13,6.95,15009
15,10,279,44,15.77,18,6.45,41,14.7,47,16.85,49,17.56,43,15.41,13,4.66,24,8.6,15010
15,11,178,34,19.1,16,8.99,24,13.48,42,23.6,21,11.8,15,8.43,13,7.3,13,7.3,15011
15,12,126,21,16.67,11,8.73,16,12.7,26,20.63,22,17.46,10,7.94,11,8.73,9,7.14,15012
15,13,158,27,17.09,18,11.39,27,17.09,28,17.72,26,16.46,15,9.49,7,4.43,10,6.33,15013
15,14,101,19,18.81,9,8.91,12,11.88,18,17.82,16,15.84,3,2.97,12,11.88,12,11.88,15014
15,15,113,18,15.93,4,3.54,9,7.96,27,23.89,24,21.24,19,16.81,6,5.31,6,5.31,15015
15,16,152,29,19.08,18,11.84,24,15.79,27,17.76,20,13.16,12,7.89,11,7.24,11,7.24,15016
15,17,165,26,15.76,32,19.39,30,18.18,10,6.06,14,8.48,3,1.82,24,14.55,26,15.76,15017
15,18,113,16,14.16,24,21.24,12,10.62,10,8.85,9,7.96,1,0.88,21,18.58,20,17.7,15018
15,19,172,28,16.28,25,14.53,25,14.53,26,15.12,27,15.7,8,4.65,18,10.47,15,8.72,15019
15,20,144,15,10.42,30,20.83,23,15.97,13,9.03,7,4.86,3,2.08,27,18.75,26,18.06,15020
15,21,131,14,10.69,25,19.08,21,16.03,17,12.98,8,6.11,4,3.05,16,12.21,26,19.85,15021
15,22,146,23,15.75,32,21.92,21,14.38,10,6.85,10,6.85,5,3.42,24,16.44,21,14.38,15022
15,23,208,31,14.9,41,19.71,27,12.98,20,9.62,20,9.62,6,2.88,32,15.38,31,14.9,15023
15,24,105,10,9.52,21,20.0,17,16.19,10,9.52,5,4.76,3,2.86,19,18.1,20,19.05,15024
16,1,210,49,23.33,14,6.67,22,10.48,42,20.0,40,19.05,19,9.05,9,4.29,15,7.14,16001
16,2,188,24,12.77,30,15.96,33,17.55,18,9.57,14,7.45,10,5.32,26,13.83,33,17.55,16002
16,3,133,17,12.78,27,20.3,21,15.79,8,6.02,10,7.52,1,0.75,28,21.05,21,15.79,16003
16,4,149,18,12.08,35,23.49,23,15.44,13,8.72,19,12.75,3,2.01,21,14.09,17,11.41,16004
16,5,130,19,14.62,17,13.08,24,18.46,8,6.15,11,8.46,8,6.15,17,13.08,26,20.0,16005
16,6,163,30,18.4,36,22.09,23,14.11,16,9.82,11,6.75,4,2.45,19,11.66,24,14.72,16006
16,7,182,26,14.29,33,18.13,29,15.93,22,12.09,18,9.89,6,3.3,22,12.09,26,14.29,16007
16,8,105,17,16.19,24,22.86,15,14.29,12,11.43,10,9.52,2,1.9,11,10.48,14,13.33,16008
16,9,146,15,10.27,37,25.34,25,17.12,10,6.85,5,3.42,2,1.37,27,18.49,25,17.12,16009
16,10,176,18,10.23,35,19.89,30,17.05,17,9.66,18,10.23,5,2.84,23,13.07,30,17.05,16010
16,11,129,19,14.73,22,17.05,20,15.5,20,15.5,17,13.18,6,4.65,13,10.08,12,9.3,16011
16,12,110,13,11.82,25,22.73,19,17.27,8,7.27,9,8.18,5,4.55,17,15.45,14,12.73,16012
16,13,59,5,8.47,12,20.34,10,16.95,5,8.47,5,8.47,6,10.17,10,16.95,6,10.17,16013
16,14,126,17,13.49,30,23.81,20,15.87,12,9.52,6,4.76,5,3.97,21,16.67,15,11.9,16014
16,15,153,24,15.69,33,21.57,28,18.3,13,8.5,11,7.19,3,1.96,16,10.46,25,16.34,16015
16,16,185,28,15.14,44,23.78,32,17.3,17,9.19,9,4.86,5,2.7,30,16.22,20,10.81,16016
16,17,150,24,16.0,22,14.67,24,16.0,20,13.33,18,12.0,5,3.33,16,10.67,21,14.0,16017
16,18,156,20,12.82,36,23.08,23,14.74,18,11.54,13,8.33,7,4.49,23,14.74,16,10.26,16018
16,19,165,22,13.33,38,23.03,27,16.36,15,9.09,19,11.52,6,3.64,20,12.12,18,10.91,16019
16,20,145,27,18.62,31,21.38,21,14.48,11,7.59,11,7.59,4,2.76,16,11.03,24,16.55,16020
16,21,119,19,15.97,27,22.69,18,15.13,4,3.36,8,6.72,3,2.52,21,17.65,19,15.97,16021
16,22,125,13,10.4,24,19.2,15,12.0,14,11.2,11,8.8,7,5.6,23,18.4,18,14.4,16022
16,23,117,18,15.38,18,15.38,21,17.95,13,11.11,15,12.82,6,5.13,13,11.11,13,11.11,16023
16,24,85,15,17.65,13,15.29,16,18.82,6,7.06,10,11.76,2,2.35,12,14.12,11,12.94,16024
16,25,199,23,11.56,44,22.11,39,19.6,12,6.03,17,8.54,4,2.01,33,16.58,27,13.57,16025
16,26,118,12,10.17,29,24.58,25,21.19,6,5.08,6,5.08,6,5.08,19,16.1,15,12.71,16026
16,27,88,11,12.5,22,25.0,10,11.36,10,11.36,11,12.5,2,2.27,13,14.77,9,10.23,16027
16,28,181,23,12.71,37,20.44,32,17.68,12,6.63,13,7.18,6,3.31,35,19.34,23,12.71,16028
16,29,113,16,14.16,17,15.04,18,15.93,10,8.85,11,9.73,6,5.31,18,15.93,17,15.04,16029
16,30,131,18,13.74,30,22.9,22,16.79,8,6.11,9,6.87,3,2.29,20,15.27,21,16.03,16030
16,31,159,28,17.61,37,23.27,24,15.09,12,7.55,7,4.4,4,2.52,23,14.47,24,15.09,16031
16,32,139,14,10.07,27,19.42,16,11.51,20,14.39,26,18.71,8,5.76,12,8.63,16,11.51,16032
16,33,133,16,12.03,27,20.3,22,16.54,5,3.76,8,6.02,1,0.75,27,20.3,27,20.3,16033
16,34,162,16,9.88,29,17.9,31,19.14,12,7.41,12,7.41,10,6.17,30,18.52,22,13.58,16034
16,35,108,17,15.74,17,15.74,12,11.11,16,14.81,16,14.81,9,8.33,12,11.11,9,8.33,16035
16,36,82,7,8.54,22,26.83,10,12.2,3,3.66,4,4.88,1,1.22,16,19.51,19,23.17,16036
17,1,146,22,15.07,21,14.38,18,12.33,13,8.9,18,12.33,13,8.9,17,11.64,24,16.44,17001
17,2,192,19,9.9,38,19.79,33,17.19,15,7.81,12,6.25,8,4.17,32,16.67,35,18.23,17002
17,3,268,42,15.67,47,17.54,46,17.16,26,9.7,23,8.58,10,3.73,31,11.57,43,16.04,17003
17,4,303,50,16.5,69,22.77,59,19.47,23,7.59,18,5.94,8,2.64,33,10.89,43,14.19,17004
17,5,195,31,15.9,47,24.1,28,14.36,14,7.18,7,3.59,6,3.08,29,14.87,33,16.92,17005
17,6,173,29,16.76,43,24.86,37,21.39,10,5.78,8,4.62,6,3.47,20,11.56,20,11.56,17006
17,7,132,12,9.09,24,18.18,18,13.64,16,12.12,10,7.58,13,9.85,14,10.61,25,18.94,17007
17,8,156,19,12.18,35,22.44,27,17.31,5,3.21,10,6.41,7,4.49,25,16.03,28,17.95,17008
17,9,200,34,17.0,43,21.5,38,19.0,14,7.0,11,5.5,0,0.0,31,15.5,29,14.5,17009
17,10,269,37,13.75,59,21.93,43,15.99,22,8.18,15,5.58,6,2.23,38,14.13,49,18.22,17010
17,11,145,23,15.86,36,24.83,22,15.17,17,11.72,8,5.52,1,0.69,19,13.1,19,13.1,17011
17,12,185,31,16.76,30,16.22,26,14.05,18,9.73,18,9.73,11,5.95,26,14.05,25,13.51,17012
17,13,174,29,16.67,36,20.69,37,21.26,6,3.45,12,6.9,4,2.3,24,13.79,26,14.94,17013
17,14,134,22,16.42,22,16.42,25,18.66,11,8.21,12,8.96,7,5.22,14,10.45,21,15.67,17014
17,15,252,37,14.68,53,21.03,35,13.89,17,6.75,13,5.16,7,2.78,50,19.84,40,15.87,17015
17,16,170,25,14.71,28,16.47,31,18.24,26,15.29,15,8.82,10,5.88,16,9.41,19,11.18,17016
17,17,216,27,12.5,57,26.39,38,17.59,11,5.09,16,7.41,6,2.78,32,14.81,29,13.43,17017
17,18,326,54,16.56,74,22.7,56,17.18,26,7.98,21,6.44,3,0.92,52,15.95,40,12.27,17018
17,19,93,10,10.75,23,24.73,16,17.2,6,6.45,3,3.23,3,3.23,13,13.98,19,20.43,17019
17,20,371,60,16.17,93,25.07,63,16.98,24,6.47,22,5.93,7,1.89,50,13.48,52,14.02,17020
17,21,429,62,14.45,93,21.68,81,18.88,26,6.06,24,5.59,7,1.63,66,15.38,70,16.32,17021
17,22,252,40,15.87,51,20.24,43,17.06,17,6.75,15,5.95,10,3.97,41,16.27,35,13.89,17022
17,23,167,19,11.38,43,25.75,29,17.37,6,3.59,12,7.19,4,2.4,30,17.96,24,14.37,17023
17,24,288,42,14.58,60,20.83,49,17.01,16,5.56,22,7.64,7,2.43,41,14.24,51,17.71,17024
17,25,171,23,13.45,43,25.15,25,14.62,14,8.19,9,5.26,6,3.51,29,16.96,22,12.87,17025
17,26,262,52,19.85,64,24.43,51,19.47,12,4.58,13,4.96,1,0.38,34,12.98,35,13.36,17026
17,27,240,29,12.08,54,22.5,41,17.08,19,7.92,16,6.67,8,3.33,35,14.58,38,15.83,17027
17,28,204,31,15.2,34,16.67,41,20.1,16,7.84,24,11.76,5,2.45,22,10.78,31,15.2,17028
17,29,240,36,15.0,59,24.58,41,17.08,14,5.83,12,5.0,8,3.33,29,12.08,41,17.08,17029
17,30,76,12,15.79,12,15.79,15,19.74,8,10.53,8,10.53,2,2.63,9,11.84,10,13.16,17030
17,31,167,26,15.57,46,27.54,33,19.76,10,5.99,13,7.78,1,0.6,18,10.78,20,11.98,17031
17,32,122,19,15.57,24,19.67,24,19.67,6,4.92,16,13.11,5,4.1,11,9.02,17,13.93,17032
17,33,102,14,13.73,20,19.61,21,20.59,9,8.82,6,5.88,5,4.9,14,13.73,13,12.75,17033
17,34,130,18,13.85,29,22.31,21,16.15,11,8.46,15,11.54,3,2.31,15,11.54,18,13.85,17034
17,35,143,19,13.29,33,23.08,22,15.38,12,8.39,9,6.29,5,3.5,25,17.48,18,12.59,17035
17,36,215,34,15.81,57,26.51,36,16.74,12,5.58,15,6.98,6,2.79,25,11.63,30,13.95,17036
17,37,226,36,15.93,52,23.01,37,16.37,15,6.64,12,5.31,9,3.98,29,12.83,36,15.93,17037
17,38,247,45,18.22,58,23.48,46,18.62,12,4.86,11,4.45,5,2.02,34,13.77,36,14.57,17038
17,39,235,31,13.19,53,22.55,38,16.17,16,6.81,14,5.96,6,2.55,39,16.6,38,16.17,17039
17,40,337,48,14.24,75,22.26,72,21.36,23,6.82,13,3.86,6,1.78,48,14.24,52,15.43,17040
17,41,315,35,11.11,68,21.59,57,18.1,25,7.94,19,6.03,11,3.49,49,15.56,51,16.19,17041
18,1,201,36,17.91,40,19.9,35,17.41,12,5.97,14,6.97,5,2.49,29,14.43,30,14.93,18001
18,2,158,31,19.62,20,12.66,19,12.03,15,9.49,19,12.03,8,5.06,21,13.29,25,15.82,18002
18,3,185,37,20.0,23,12.43,32,17.3,24,12.97,22,11.89,16,8.65,17,9.19,14,7.57,18003
18,4,402,64,15.92,96,23.88,87,21.64,29,7.21,28,6.97,4,1.0,45,11.19,49,12.19,18004
18,5,173,25,14.45,35,20.23,38,21.97,15,8.67,15,8.67,7,4.05,16,9.25,22,12.72,18005
18,6,218,40,18.35,36,16.51,45,20.64,30,13.76,21,9.63,7,3.21,18,8.26,21,9.63,18006
18,7,246,41,16.67,47,19.11,52,21.14,21,8.54,13,5.28,12,4.88,30,12.2,30,12.2,18007
18,8,402,66,16.42,87,21.64,64,15.92,28,6.97,24,5.97,14,3.48,61,15.17,58,14.43,18008
18,9,423,76,17.97,105,24.82,82,19.39,33,7.8,17,4.02,12,2.84,48,11.35,50,11.82,18009
18,10,594,91,15.32,132,22.22,120,20.2,39,6.57,26,4.38,19,3.2,81,13.64,86,14.48,18010
18,11,228,42,18.42,43,18.86,40,17.54,24,10.53,23,10.09,8,3.51,24,10.53,24,10.53,18011
18,12,331,50,15.11,79,23.87,61,18.43,16,4.83,16,4.83,14,4.23,47,14.2,48,14.5,18012
18,13,294,59,20.07,74,25.17,62,21.09,14,4.76,11,3.74,7,2.38,27,9.18,40,13.61,18013
18,14,396,70,17.68,96,24.24,80,20.2,25,6.31,25,6.31,6,1.52,43,10.86,51,12.88,18014
18,15,280,55,19.64,51,18.21,40,14.29,36,12.86,23,8.21,19,6.79,25,8.93,31,11.07,18015
18,16,342,59,17.25,81,23.68,59,17.25,25,7.31,13,3.8,7,2.05,46,13.45,52,15.2,18016
18,17,209,39,18.66,46,22.01,38,18.18,21,10.05,10,4.78,1,0.48,29,13.88,25,11.96,18017
18,18,401,53,13.22,93,23.19,67,16.71,28,6.98,25,6.23,14,3.49,58,14.46,63,15.71,18018
18,19,320,50,15.63,72,22.5,54,16.88,22,6.88,16,5.0,7,2.19,53,16.56,46,14.38,18019
18,20,218,36,16.51,45,20.64,44,20.18,17,7.8,9,4.13,8,3.67,33,15.14,26,11.93,18020
18,21,452,73,16.15,110,24.34,73,16.15,32,7.08,26,5.75,5,1.11,60,13.27,73,16.15,18021
18,22,413,68,16.46,94,22.76,82,19.85,23,5.57,21,5.08,9,2.18,56,13.56,60,14.53,18022
18,23,282,42,14.89,53,18.79,52,18.44,27,9.57,19,6.74,13,4.61,32,11.35,44,15.6,18023
18,24,148,33,22.3,16,10.81,24,16.22,28,18.92,11,7.43,16,10.81,6,4.05,14,9.46,18024
18,25,225,35,15.56,24,10.67,40,17.78,37,16.44,38,16.89,17,7.56,13,5.78,21,9.33,18025
18,26,501,89,17.76,131,26.15,78,15.57,41,8.18,17,3.39,9,1.8,67,13.37,69,13.77,18026
18,27,229,37,16.16,54,23.58,47,20.52,19,8.3,16,6.99,4,1.75,25,10.92,27,11.79,18027
18,28,217,47,21.66,29,13.36,38,17.51,31,14.29,19,8.76,11,5.07,21,9.68,21,9.68,18028
18,29,335,62,18.51,76,22.69,57,17.01,18,5.37,23,6.87,18,5.37,37,11.04,44,13.13,18029
18,30,205,40,19.51,25,12.2,40,19.51,28,13.66,25,12.2,15,7.32,12,5.85,20,9.76,18030
18,31,299,55,18.39,62,20.74,63,21.07,24,8.03,11,3.68,16,5.35,33,11.04,35,11.71,18031
18,32,344,76,22.09,82,23.84,74,21.51,11,3.2,24,6.98,7,2.03,40,11.63,30,8.72,18032
