ward,precinct,total,Alexi Giannoulias,Alexi Giannoulias Percent,Anna M. Valencia,Anna M. Valencia Percent,precinct_id
32,37,179,75,41.9,91,50.84,32037
32,38,168,75,44.64,89,52.98,32038
32,39,181,87,48.07,83,45.86,32039
32,40,182,77,42.31,94,51.65,32040
32,41,183,78,42.62,88,48.09,32041
32,42,154,59,38.31,82,53.25,32042
32,43,245,68,27.76,159,64.9,32043
33,1,220,66,30.0,137,62.27,33001
33,2,265,95,35.85,151,56.98,33002
33,3,296,104,35.14,170,57.43,33003
33,4,265,101,38.11,143,53.96,33004
33,5,161,53,32.92,92,57.14,33005
33,6,151,65,43.05,75,49.67,33006
33,7,224,68,30.36,131,58.48,33007
33,8,335,133,39.7,181,54.03,33008
33,9,226,101,44.69,114,50.44,33009
33,10,157,80,50.96,64,40.76,33010
33,11,228,74,32.46,133,58.33,33011
33,12,185,67,36.22,99,53.51,33012
33,13,186,71,38.17,103,55.38,33013
33,14,107,36,33.64,67,62.62,33014
33,15,233,73,31.33,148,63.52,33015
33,16,257,93,36.19,139,54.09,33016
33,17,225,91,40.44,113,50.22,33017
33,18,255,75,29.41,161,63.14,33018
33,19,195,60,30.77,113,57.95,33019
33,20,290,102,35.17,168,57.93,33020
33,21,224,95,42.41,123,54.91,33021
33,22,194,101,52.06,76,39.18,33022
33,23,256,112,43.75,127,49.61,33023
33,24,357,164,45.94,174,48.74,33024
33,25,246,122,49.59,106,43.09,33025
33,26,152,48,31.58,96,63.16,33026
33,27,200,73,36.5,114,57.0,33027
33,28,185,44,23.78,128,69.19,33028
34,1,183,101,55.19,29,15.85,34001
34,2,145,73,50.34,30,20.69,34002
34,3,149,87,58.39,27,18.12,34003
34,4,88,47,53.41,18,20.45,34004
34,5,112,59,52.68,17,15.18,34005
34,6,165,100,60.61,25,15.15,34006
34,7,182,115,63.19,31,17.03,34007
34,8,100,55,55.0,19,19.0,34008
34,9,86,60,69.77,9,10.47,34009
34,10,168,93,55.36,37,22.02,34010
34,11,79,43,54.43,18,22.78,34011
34,12,188,111,59.04,30,15.96,34012
34,13,123,73,59.35,29,23.58,34013
34,14,100,62,62.0,11,11.0,34014
34,15,115,60,52.17,23,20.0,34015
34,16,114,60,52.63,27,23.68,34016
34,17,187,118,63.1,26,13.9,34017
34,18,75,38,50.67,20,26.67,34018
34,19,141,76,53.9,30,21.28,34019
34,20,204,128,62.75,22,10.78,34020
34,21,227,150,66.08,24,10.57,34021
34,22,156,100,64.1,25,16.03,34022
34,23,107,68,63.55,24,22.43,34023
34,24,111,70,63.06,17,15.32,34024
34,25,229,136,59.39,33,14.41,34025
34,26,163,96,58.9,27,16.56,34026
34,27,84,45,53.57,20,23.81,34027
34,28,52,22,42.31,8,15.38,34028
34,29,113,59,52.21,19,16.81,34029
34,30,193,100,51.81,36,18.65,34030
34,31,87,43,49.43,12,13.79,34031
34,32,120,69,57.5,20,16.67,34032
34,33,96,54,56.25,17,17.71,34033
34,34,171,93,54.39,33,19.3,34034
34,35,177,111,62.71,23,12.99,34035
34,36,139,92,66.19,18,12.95,34036
34,37,47,23,48.94,7,14.89,34037
34,38,49,31,63.27,9,18.37,34038
34,39,68,34,50.0,13,19.12,34039
34,40,142,83,58.45,23,16.2,34040
34,41,75,44,58.67,5,6.67,34041
34,42,154,93,60.39,26,16.88,34042
34,43,162,97,59.88,27,16.67,34043
34,44,155,92,59.35,33,21.29,34044
34,45,151,90,59.6,20,13.25,34045
34,46,122,80,65.57,17,13.93,34046
34,47,102,58,56.86,21,20.59,34047
34,48,183,102,55.74,35,19.13,34048
34,49,170,90,52.94,40,23.53,34049
34,50,105,59,56.19,18,17.14,34050
34,51,180,104,57.78,36,20.0,34051
34,52,131,71,54.2,14,10.69,34052
34,53,78,46,58.97,9,11.54,34053
35,1,203,56,27.59,126,62.07,35001
35,2,232,81,34.91,134,57.76,35002
35,3,142,38,26.76,98,69.01,35003
35,4,182,70,38.46,100,54.95,35004
35,5,153,48,31.37,96,62.75,35005
35,6,155,49,31.61,94,60.65,35006
35,7,217,73,33.64,131,60.37,35007
35,8,180,56,31.11,111,61.67,35008
35,9,144,59,40.97,67,46.53,35009
35,10,216,48,22.22,152,70.37,35010
35,11,207,57,27.54,138,66.67,35011
35,12,80,24,30.0,50,62.5,35012
35,13,85,27,31.76,48,56.47,35013
35,14,113,27,23.89,71,62.83,35014
35,15,212,58,27.36,145,68.4,35015
35,16,45,15,33.33,28,62.22,35016
35,17,198,46,23.23,140,70.71,35017
35,18,91,32,35.16,52,57.14,35018
35,19,69,23,33.33,38,55.07,35019
35,20,136,45,33.09,77,56.62,35020
35,21,169,63,37.28,92,54.44,35021
35,22,185,66,35.68,104,56.22,35022
35,23,186,69,37.1,97,52.15,35023
35,24,153,55,35.95,88,57.52,35024
35,25,164,36,21.95,121,73.78,35025
35,26,126,49,38.89,69,54.76,35026
35,27,150,49,32.67,87,58.0,35027
35,28,194,57,29.38,129,66.49,35028
35,29,118,40,33.9,64,54.24,35029
35,30,123,43,34.96,65,52.85,35030
35,31,192,78,40.63,93,48.44,35031
36,1,102,40,39.22,54,52.94,36001
36,2,89,36,40.45,42,47.19,36002
36,3,94,45,47.87,37,39.36,36003
36,4,80,42,52.5,35,43.75,36004
36,5,84,32,38.1,43,51.19,36005
36,6,68,24,35.29,40,58.82,36006
36,7,165,101,61.21,55,33.33,36007
36,8,59,29,49.15,26,44.07,36008
36,9,73,34,46.58,33,45.21,36009
36,10,108,48,44.44,50,46.3,36010
36,11,64,27,42.19,30,46.88,36011
36,12,62,24,38.71,34,54.84,36012
36,13,73,17,23.29,49,67.12,36013
36,14,150,67,44.67,73,48.67,36014
36,15,125,65,52.0,53,42.4,36015
36,16,131,58,44.27,64,48.85,36016
36,17,161,88,54.66,69,42.86,36017
36,18,149,73,48.99,64,42.95,36018
36,19,124,54,43.55,59,47.58,36019
36,20,121,65,53.72,51,42.15,36020
36,21,79,28,35.44,41,51.9,36021
36,22,55,19,34.55,28,50.91,36022
36,23,46,13,28.26,27,58.7,36023
36,24,109,61,55.96,44,40.37,36024
36,25,83,25,30.12,49,59.04,36025
36,26,93,46,49.46,37,39.78,36026
36,27,101,45,44.55,46,45.54,36027
36,28,90,41,45.56,42,46.67,36028
36,29,125,71,56.8,47,37.6,36029
36,30,114,62,54.39,43,37.72,36030
37,1,111,35,31.53,29,26.13,37001
37,2,63,30,47.62,19,30.16,37002
37,3,56,31,55.36,10,17.86,37003
37,4,68,28,41.18,22,32.35,37004
37,5,132,83,62.88,22,16.67,37005
37,6,111,70,63.06,18,16.22,37006
37,7,73,29,39.73,28,38.36,37007
37,8,59,26,44.07,20,33.9,37008
37,9,84,50,59.52,19,22.62,37009
37,10,127,70,55.12,37,29.13,37010
37,11,59,34,57.63,9,15.25,37011
37,12,68,39,57.35,20,29.41,37012
37,13,67,43,64.18,14,20.9,37013
37,14,108,56,51.85,23,21.3,37014
37,15,91,48,52.75,21,23.08,37015
37,16,130,73,56.15,28,21.54,37016
37,17,72,42,58.33,12,16.67,37017
37,18,88,53,60.23,22,25.0,37018
37,19,76,38,50.0,19,25.0,37019
37,20,67,37,55.22,12,17.91,37020
37,21,63,34,53.97,14,22.22,37021
37,22,69,36,52.17,21,30.43,37022
37,23,102,59,57.84,17,16.67,37023
37,24,117,67,57.26,22,18.8,37024
37,25,91,52,57.14,21,23.08,37025
37,26,149,80,53.69,33,22.15,37026
37,27,96,51,53.13,20,20.83,37027
37,28,79,35,44.3,20,25.32,37028
37,29,80,41,51.25,17,21.25,37029
37,30,78,40,51.28,11,14.1,37030
37,31,115,71,61.74,23,20.0,37031
37,32,104,63,60.58,22,21.15,37032
37,33,123,73,59.35,19,15.45,37033
37,34,100,52,52.0,23,23.0,37034
37,35,126,72,57.14,20,15.87,37035
37,36,74,39,52.7,20,27.03,37036
37,37,82,43,52.44,16,19.51,37037
37,38,139,68,48.92,27,19.42,37038
37,39,87,53,60.92,19,21.84,37039
37,40,111,57,51.35,26,23.42,37040
37,41,124,68,54.84,32,25.81,37041
38,1,140,84,60.0,40,28.57,38001
38,2,134,87,64.93,33,24.63,38002
38,3,105,61,58.1,32,30.48,38003
38,4,117,62,52.99,37,31.62,38004
38,5,105,56,53.33,40,38.1,38005
38,6,99,53,53.54,36,36.36,38006
38,7,122,76,62.3,37,30.33,38007
38,8,94,49,52.13,37,39.36,38008
38,9,150,91,60.67,50,33.33,38009
38,10,106,52,49.06,40,37.74,38010
38,11,124,62,50.0,55,44.35,38011
38,12,118,75,63.56,31,26.27,38012
38,13,133,71,53.38,49,36.84,38013
38,14,152,100,65.79,49,32.24,38014
38,15,126,66,52.38,50,39.68,38015
38,16,107,63,58.88,38,35.51,38016
38,17,140,85,60.71,42,30.0,38017
38,18,141,75,53.19,53,37.59,38018
38,19,170,103,60.59,55,32.35,38019
38,20,120,74,61.67,36,30.0,38020
38,21,132,67,50.76,57,43.18,38021
38,22,146,76,52.05,53,36.3,38022
38,23,155,84,54.19,65,41.94,38023
38,24,127,83,65.35,40,31.5,38024
38,25,118,55,46.61,54,45.76,38025
38,26,147,83,56.46,52,35.37,38026
38,27,111,68,61.26,36,32.43,38027
38,28,127,78,61.42,40,31.5,38028
38,29,137,82,59.85,50,36.5,38029
38,30,107,72,67.29,28,26.17,38030
38,31,188,94,50.0,75,39.89,38031
38,32,133,66,49.62,53,39.85,38032
38,33,105,54,51.43,46,43.81,38033
38,34,145,65,44.83,66,45.52,38034
38,35,134,65,48.51,57,42.54,38035
38,36,135,83,61.48,44,32.59,38036
38,37,145,72,49.66,61,42.07,38037
38,38,121,72,59.5,41,33.88,38038
38,39,168,85,50.6,64,38.1,38039
38,40,166,75,45.18,76,45.78,38040
38,41,202,103,50.99,83,41.09,38041
39,1,152,84,55.26,55,36.18,39001
39,2,139,77,55.4,45,32.37,39002
39,3,203,80,39.41,106,52.22,39003
39,4,170,94,55.29,63,37.06,39004
39,5,185,94,50.81,74,40.0,39005
39,6,157,61,38.85,76,48.41,39006
39,7,158,73,46.2,74,46.84,39007
39,8,208,90,43.27,97,46.63,39008
39,9,126,73,57.94,43,34.13,39009
39,10,104,44,42.31,50,48.08,39010
39,11,166,83,50.0,69,41.57,39011
39,12,204,87,42.65,97,47.55,39012
39,13,128,60,46.88,60,46.88,39013
39,14,171,82,47.95,71,41.52,39014
39,15,171,101,59.06,60,35.09,39015
39,16,92,42,45.65,44,47.83,39016
39,17,237,133,56.12,90,37.97,39017
39,18,178,84,47.19,71,39.89,39018
39,19,190,96,50.53,78,41.05,39019
39,20,194,113,58.25,59,30.41,39020
39,21,155,92,59.35,52,33.55,39021
39,22,109,45,41.28,43,39.45,39022
39,23,156,86,55.13,58,37.18,39023
39,24,215,125,58.14,76,35.35,39024
39,25,106,44,41.51,52,49.06,39025
39,26,143,84,58.74,51,35.66,39026
39,27,37,22,59.46,8,21.62,39027
39,28,261,111,42.53,124,47.51,39028
39,29,77,30,38.96,36,46.75,39029
39,30,188,82,43.62,87,46.28,39030
39,31,106,53,50.0,42,39.62,39031
39,32,151,89,58.94,48,31.79,39032
39,33,169,76,44.97,82,48.52,39033
39,34,161,63,39.13,86,53.42,39034
39,35,185,86,46.49,82,44.32,39035
39,36,57,23,40.35,21,36.84,39036
39,37,197,116,58.88,56,28.43,39037
39,38,148,100,67.57,35,23.65,39038
39,39,105,59,56.19,31,29.52,39039
39,40,150,78,52.0,59,39.33,39040
39,41,195,105,53.85,77,39.49,39041
39,42,203,115,56.65,61,30.05,39042
39,43,169,99,58.58,58,34.32,39043
39,44,134,68,50.75,55,41.04,39044
39,45,185,118,63.78,61,32.97,39045
40,1,138,67,48.55,53,38.41,40001
40,2,176,92,52.27,71,40.34,40002
40,3,272,107,39.34,149,54.78,40003
40,4,107,39,36.45,56,52.34,40004
40,5,243,103,42.39,119,48.97,40005
40,6,274,109,39.78,148,54.01,40006
40,7,253,114,45.06,126,49.8,40007
40,8,358,143,39.94,193,53.91,40008
40,9,126,68,53.97,41,32.54,40009
40,10,140,52,37.14,76,54.29,40010
40,11,239,117,48.95,105,43.93,40011
40,12,188,74,39.36,104,55.32,40012
40,13,342,110,32.16,212,61.99,40013
40,14,149,67,44.97,67,44.97,40014
40,15,148,72,48.65,66,44.59,40015
40,16,333,126,37.84,190,57.06,40016
40,17,210,86,40.95,106,50.48,40017
40,18,110,60,54.55,29,26.36,40018
40,19,203,83,40.89,92,45.32,40019
40,20,159,76,47.8,67,42.14,40020
40,21,302,142,47.02,143,47.35,40021
40,22,297,134,45.12,143,48.15,40022
40,23,349,125,35.82,187,53.58,40023
40,24,135,71,52.59,56,41.48,40024
40,25,300,110,36.67,169,56.33,40025
40,26,262,101,38.55,138,52.67,40026
40,27,239,112,46.86,103,43.1,40027
40,28,221,84,38.01,117,52.94,40028
40,29,211,113,53.55,80,37.91,40029
40,30,187,101,54.01,68,36.36,40030
40,31,299,108,36.12,164,54.85,40031
40,32,256,123,48.05,124,48.44,40032
40,33,273,106,38.83,150,54.95,40033
40,34,164,82,50.0,66,40.24,40034
40,35,87,46,52.87,31,35.63,40035
40,36,186,74,39.78,93,50.0,40036
40,37,181,81,44.75,80,44.2,40037
40,38,272,95,34.93,157,57.72,40038
40,39,39,16,41.03,16,41.03,40039
41,1,140,73,52.14,51,36.43,41001
41,2,149,89,59.73,51,34.23,41002
41,3,149,87,58.39,56,37.58,41003
41,4,152,91,59.87,49,32.24,41004
41,5,162,92,56.79,59,36.42,41005
41,6,234,129,55.13,81,34.62,41006
41,7,138,66,47.83,56,40.58,41007
41,8,132,78,59.09,48,36.36,41008
41,9,139,83,59.71,42,30.22,41009
41,10,197,120,60.91,63,31.98,41010
41,11,159,86,54.09,57,35.85,41011
41,12,126,73,57.94,38,30.16,41012
41,13,145,89,61.38,37,25.52,41013
41,14,229,125,54.59,84,36.68,41014
41,15,211,115,54.5,78,36.97,41015
41,16,131,83,63.36,37,28.24,41016
41,17,130,69,53.08,50,38.46,41017
41,18,127,74,58.27,44,34.65,41018
41,19,196,117,59.69,55,28.06,41019
41,20,85,50,58.82,26,30.59,41020
41,21,162,106,65.43,42,25.93,41021
41,22,192,99,51.56,72,37.5,41022
41,23,125,81,64.8,30,24.0,41023
41,24,118,71,60.17,42,35.59,41024
41,25,62,31,50.0,25,40.32,41025
41,26,141,88,62.41,44,31.21,41026
41,27,71,41,57.75,22,30.99,41027
41,28,91,52,57.14,28,30.77,41028
41,29,50,29,58.0,18,36.0,41029
41,30,154,82,53.25,57,37.01,41030
41,31,147,89,60.54,45,30.61,41031
41,32,140,73,52.14,54,38.57,41032
41,33,129,83,64.34,35,27.13,41033
41,34,125,64,51.2,47,37.6,41034
41,35,201,115,57.21,64,31.84,41035
41,36,147,93,63.27,44,29.93,41036
41,37,165,97,58.79,53,32.12,41037
41,38,130,76,58.46,45,34.62,41038
41,39,193,109,56.48,71,36.79,41039
41,40,169,109,64.5,45,26.63,41040
41,41,118,59,50.0,48,40.68,41041
41,42,129,65,50.39,48,37.21,41042
41,43,141,75,53.19,56,39.72,41043
41,44,141,92,65.25,41,29.08,41044
41,45,146,88,60.27,52,35.62,41045
41,46,173,89,51.45,69,39.88,41046
41,47,196,113,57.65,74,37.76,41047
42,1,221,143,64.71,69,31.22,42001
42,2,125,57,45.6,56,44.8,42002
42,3,175,92,52.57,73,41.71,42003
42,4,302,162,53.64,114,37.75,42004
42,5,149,79,53.02,58,38.93,42005
42,6,242,152,62.81,66,27.27,42006
42,7,210,119,56.67,77,36.67,42007
42,8,197,111,56.35,75,38.07,42008
42,9,161,74,45.96,61,37.89,42009
42,10,228,119,52.19,90,39.47,42010
42,11,138,76,55.07,50,36.23,42011
42,12,172,93,54.07,72,41.86,42012
42,13,224,133,59.38,64,28.57,42013
42,14,171,79,46.2,78,45.61,42014
42,15,178,103,57.87,65,36.52,42015
42,16,170,86,50.59,72,42.35,42016
42,17,181,86,47.51,77,42.54,42017
42,18,127,55,43.31,60,47.24,42018
42,19,262,164,62.6,82,31.3,42019
42,20,138,74,53.62,50,36.23,42020
42,21,159,65,40.88,81,50.94,42021
42,22,81,45,55.56,32,39.51,42022
42,23,186,116,62.37,62,33.33,42023
42,24,165,91,55.15,63,38.18,42024
42,25,157,81,51.59,59,37.58,42025
42,26,213,105,49.3,87,40.85,42026
42,27,148,83,56.08,53,35.81,42027
42,28,241,133,55.19,82,34.02,42028
42,29,253,141,55.73,86,33.99,42029
42,30,205,114,55.61,72,35.12,42030
42,31,199,112,56.28,73,36.68,42031
42,32,119,52,43.7,57,47.9,42032
42,33,222,101,45.5,96,43.24,42033
42,34,181,115,63.54,53,29.28,42034
42,35,223,121,54.26,83,37.22,42035
42,36,198,69,34.85,106,53.54,42036
42,37,106,56,52.83,43,40.57,42037
42,38,129,79,61.24,46,35.66,42038
42,39,148,72,48.65,61,41.22,42039
42,40,181,89,49.17,74,40.88,42040
42,41,178,77,43.26,85,47.75,42041
42,42,271,140,51.66,111,40.96,42042
43,1,98,52,53.06,35,35.71,43001
43,2,196,78,39.8,96,48.98,43002
43,3,175,95,54.29,72,41.14,43003
43,4,167,82,49.1,71,42.51,43004
43,5,171,82,47.95,73,42.69,43005
43,6,131,40,30.53,82,62.6,43006
43,7,138,57,41.3,60,43.48,43007
43,8,133,64,48.12,60,45.11,43008
43,9,180,89,49.44,74,41.11,43009
43,10,228,98,42.98,109,47.81,43010
43,11,118,48,40.68,61,51.69,43011
43,12,108,59,54.63,44,40.74,43012
43,13,183,88,48.09,82,44.81,43013
43,14,181,97,53.59,77,42.54,43014
43,15,182,86,47.25,83,45.6,43015
43,16,204,71,34.8,114,55.88,43016
43,17,135,75,55.56,44,32.59,43017
43,18,201,107,53.23,79,39.3,43018
43,19,191,96,50.26,85,44.5,43019
43,20,233,102,43.78,119,51.07,43020
43,21,157,72,45.86,71,45.22,43021
43,22,138,45,32.61,77,55.8,43022
43,23,118,55,46.61,51,43.22,43023
43,24,148,65,43.92,69,46.62,43024
43,25,205,110,53.66,76,37.07,43025
43,26,166,83,50.0,69,41.57,43026
43,27,174,96,55.17,66,37.93,43027
43,28,165,87,52.73,69,41.82,43028
43,29,224,101,45.09,106,47.32,43029
43,30,165,78,47.27,76,46.06,43030
43,31,178,82,46.07,75,42.13,43031
43,32,163,77,47.24,68,41.72,43032
43,33,225,124,55.11,84,37.33,43033
43,34,125,51,40.8,56,44.8,43034
43,35,208,118,56.73,75,36.06,43035
43,36,78,27,34.62,45,57.69,43036
43,37,149,42,28.19,97,65.1,43037
43,38,153,108,70.59,40,26.14,43038
43,39,110,53,48.18,50,45.45,43039
43,40,113,48,42.48,59,52.21,43040
43,41,187,84,44.92,86,45.99,43041
43,42,158,64,40.51,77,48.73,43042
43,43,205,122,59.51,75,36.59,43043
43,44,166,73,43.98,84,50.6,43044
43,45,123,72,58.54,39,31.71,43045
43,46,95,38,40.0,48,50.53,43046
44,1,313,143,45.69,146,46.65,44001
44,2,193,87,45.08,96,49.74,44002
44,3,185,136,73.51,41,22.16,44003
44,4,192,98,51.04,76,39.58,44004
44,5,192,74,38.54,101,52.6,44005
44,6,234,84,35.9,131,55.98,44006
44,7,178,110,61.8,54,30.34,44007
44,8,244,103,42.21,122,50.0,44008
44,9,167,53,31.74,101,60.48,44009
44,10,172,52,30.23,109,63.37,44010
44,11,199,68,34.17,108,54.27,44011
44,12,261,126,48.28,118,45.21,44012
44,13,154,61,39.61,75,48.7,44013
44,14,178,75,42.13,93,52.25,44014
44,15,205,89,43.41,98,47.8,44015
44,16,221,77,34.84,134,60.63,44016
44,17,287,146,50.87,121,42.16,44017
44,18,204,90,44.12,96,47.06,44018
44,19,286,136,47.55,131,45.8,44019
44,20,215,79,36.74,120,55.81,44020
44,21,211,77,36.49,120,56.87,44021
44,22,213,101,47.42,94,44.13,44022
44,23,163,63,38.65,79,48.47,44023
44,24,200,108,54.0,75,37.5,44024
44,25,244,91,37.3,134,54.92,44025
44,26,234,89,38.03,128,54.7,44026
44,27,209,98,46.89,96,45.93,44027
44,28,205,90,43.9,92,44.88,44028
44,29,210,81,38.57,116,55.24,44029
44,30,231,80,34.63,135,58.44,44030
44,31,136,56,41.18,67,49.26,44031
44,32,181,68,37.57,99,54.7,44032
44,33,219,82,37.44,124,56.62,44033
44,34,232,97,41.81,106,45.69,44034
44,35,249,141,56.63,87,34.94,44035
44,36,185,71,38.38,97,52.43,44036
44,37,283,110,38.87,150,53.0,44037
44,38,178,75,42.13,89,50.0,44038
44,39,208,70,33.65,120,57.69,44039
44,40,182,65,35.71,108,59.34,44040
44,41,252,101,40.08,128,50.79,44041
45,1,175,83,47.43,85,48.57,45001
45,2,207,90,43.48,99,47.83,45002
45,3,203,102,50.25,76,37.44,45003
45,4,244,98,40.16,127,52.05,45004
45,5,205,103,50.24,84,40.98,45005
45,6,296,135,45.61,131,44.26,45006
45,7,295,130,44.07,142,48.14,45007
45,8,167,86,51.5,72,43.11,45008
45,9,149,68,45.64,73,48.99,45009
45,10,177,94,53.11,60,33.9,45010
45,11,91,47,51.65,35,38.46,45011
45,12,146,64,43.84,72,49.32,45012
45,13,153,74,48.37,70,45.75,45013
45,14,224,112,50.0,95,42.41,45014
45,15,246,129,52.44,93,37.8,45015
45,16,165,87,52.73,59,35.76,45016
45,17,192,107,55.73,68,35.42,45017
45,18,170,87,51.18,61,35.88,45018
45,19,74,33,44.59,35,47.3,45019
45,20,102,52,50.98,43,42.16,45020
45,21,150,86,57.33,49,32.67,45021
45,22,116,60,51.72,46,39.66,45022
45,23,128,70,54.69,47,36.72,45023
45,24,94,57,60.64,31,32.98,45024
45,25,107,61,57.01,35,32.71,45025
45,26,80,47,58.75,28,35.0,45026
45,27,137,80,58.39,47,34.31,45027
45,28,125,50,40.0,63,50.4,45028
45,29,113,47,41.59,56,49.56,45029
45,30,135,66,48.89,50,37.04,45030
45,31,136,75,55.15,58,42.65,45031
45,32,134,69,51.49,58,43.28,45032
45,33,130,54,41.54,65,50.0,45033
45,34,156,72,46.15,69,44.23,45034
45,35,182,99,54.4,72,39.56,45035
45,36,199,109,54.77,67,33.67,45036
45,37,164,83,50.61,65,39.63,45037
45,38,144,67,46.53,65,45.14,45038
45,39,146,72,49.32,58,39.73,45039
45,40,143,80,55.94,46,32.17,45040
45,41,120,63,52.5,44,36.67,45041
45,42,173,102,58.96,56,32.37,45042
45,43,136,71,52.21,51,37.5,45043
45,44,183,99,54.1,61,33.33,45044
45,45,80,47,58.75,24,30.0,45045
45,46,96,63,65.63,28,29.17,45046
45,47,108,66,61.11,36,33.33,45047
45,48,109,66,60.55,28,25.69,45048
46,1,161,56,34.78,87,54.04,46001
46,2,236,87,36.86,124,52.54,46002
46,3,306,138,45.1,138,45.1,46003
46,4,247,90,36.44,134,54.25,46004
46,5,242,93,38.43,129,53.31,46005
46,6,197,74,37.56,95,48.22,46006
46,7,294,170,57.82,96,32.65,46007
46,8,147,57,38.78,56,38.1,46008
46,9,241,90,37.34,133,55.19,46009
46,10,292,105,35.96,162,55.48,46010
46,11,191,62,32.46,100,52.36,46011
46,12,270,78,28.89,171,63.33,46012
46,13,239,113,47.28,102,42.68,46013
46,14,157,67,42.68,59,37.58,46014
46,15,222,117,52.7,89,40.09,46015
46,16,303,98,32.34,178,58.75,46016
46,17,253,132,52.17,92,36.36,46017
46,18,222,97,43.69,107,48.2,46018
46,19,185,99,53.51,70,37.84,46019
46,20,194,68,35.05,102,52.58,46020
46,21,99,32,32.32,53,53.54,46021
46,22,143,69,48.25,58,40.56,46022
46,23,194,69,35.57,105,54.12,46023
46,24,320,140,43.75,150,46.88,46024
46,25,230,76,33.04,134,58.26,46025
46,26,264,102,38.64,141,53.41,46026
46,27,242,72,29.75,149,61.57,46027
46,28,208,105,50.48,78,37.5,46028
46,29,170,93,54.71,71,41.76,46029
46,30,200,76,38.0,103,51.5,46030
46,31,215,84,39.07,114,53.02,46031
46,32,91,38,41.76,39,42.86,46032
46,33,253,120,47.43,115,45.45,46033
46,34,258,84,32.56,146,56.59,46034
46,35,166,71,42.77,74,44.58,46035
46,36,244,128,52.46,95,38.93,46036
46,37,149,60,40.27,62,41.61,46037
46,38,200,90,45.0,93,46.5,46038
46,39,203,90,44.33,95,46.8,46039
46,40,239,102,42.68,119,49.79,46040
47,1,162,64,39.51,84,51.85,47001
47,2,214,111,51.87,92,42.99,47002
47,3,223,126,56.5,83,37.22,47003
47,4,254,103,40.55,131,51.57,47004
47,5,291,108,37.11,159,54.64,47005
47,6,250,109,43.6,118,47.2,47006
47,7,197,91,46.19,93,47.21,47007
47,8,241,112,46.47,113,46.89,47008
47,9,176,62,35.23,93,52.84,47009
47,10,335,123,36.72,190,56.72,47010
47,11,209,83,39.71,108,51.67,47011
47,12,250,114,45.6,114,45.6,47012
47,13,280,107,38.21,148,52.86,47013
47,14,229,114,49.78,103,44.98,47014
47,15,319,86,26.96,213,66.77,47015
47,16,215,96,44.65,105,48.84,47016
47,17,255,124,48.63,117,45.88,47017
47,18,229,102,44.54,116,50.66,47018
47,19,394,143,36.29,216,54.82,47019
47,20,261,113,43.3,134,51.34,47020
47,21,289,109,37.72,152,52.6,47021
47,22,301,125,41.53,145,48.17,47022
47,23,282,89,31.56,161,57.09,47023
47,24,278,124,44.6,137,49.28,47024
47,25,281,120,42.7,142,50.53,47025
47,26,327,106,32.42,194,59.33,47026
47,27,237,95,40.08,126,53.16,47027
47,28,242,105,43.39,123,50.83,47028
47,29,258,84,32.56,151,58.53,47029
47,30,309,116,37.54,159,51.46,47030
47,31,281,101,35.94,158,56.23,47031
47,32,357,131,36.69,201,56.3,47032
47,33,207,85,41.06,110,53.14,47033
47,34,261,115,44.06,127,48.66,47034
47,35,169,90,53.25,70,41.42,47035
47,36,300,111,37.0,169,56.33,47036
47,37,241,95,39.42,126,52.28,47037
47,38,276,97,35.14,157,56.88,47038
47,39,304,133,43.75,143,47.04,47039
47,40,211,87,41.23,111,52.61,47040
47,41,282,112,39.72,144,51.06,47041
47,42,238,79,33.19,140,58.82,47042
47,43,200,94,47.0,91,45.5,47043
47,44,204,97,47.55,84,41.18,47044
47,45,288,112,38.89,154,53.47,47045
47,46,121,64,52.89,49,40.5,47046
47,47,262,119,45.42,122,46.56,47047
47,48,26,9,34.62,9,34.62,47048
48,1,259,82,31.66,157,60.62,48001
48,2,114,56,49.12,48,42.11,48002
48,3,230,90,39.13,99,43.04,48003
48,4,268,114,42.54,120,44.78,48004
48,5,218,133,61.01,73,33.49,48005
48,6,226,89,39.38,112,49.56,48006
48,7,290,90,31.03,179,61.72,48007
48,8,136,73,53.68,53,38.97,48008
48,9,158,83,52.53,53,33.54,48009
48,10,379,133,35.09,210,55.41,48010
48,11,225,87,38.67,120,53.33,48011
48,12,292,106,36.3,163,55.82,48012
48,13,305,162,53.11,111,36.39,48013
48,14,123,76,61.79,35,28.46,48014
48,15,112,55,49.11,40,35.71,48015
48,16,228,75,32.89,124,54.39,48016
48,17,241,109,45.23,102,42.32,48017
48,18,163,81,49.69,62,38.04,48018
48,19,210,71,33.81,100,47.62,48019
48,20,280,96,34.29,152,54.29,48020
48,21,261,88,33.72,151,57.85,48021
48,22,248,163,65.73,60,24.19,48022
48,23,314,167,53.18,112,35.67,48023
48,24,208,100,48.08,86,41.35,48024
48,25,220,95,43.18,101,45.91,48025
48,26,100,33,33.0,54,54.0,48026
48,27,142,63,44.37,58,40.85,48027
48,28,245,117,47.76,90,36.73,48028
48,29,168,104,61.9,40,23.81,48029
48,30,233,69,29.61,134,57.51,48030
48,31,231,92,39.83,107,46.32,48031
48,32,196,92,46.94,79,40.31,48032
48,33,142,92,64.79,37,26.06,48033
48,34,209,82,39.23,107,51.2,48034
48,35,135,55,40.74,48,35.56,48035
48,36,165,86,52.12,58,35.15,48036
