ward,precinct,total,"Russell """"Russ"""" Hartigan","Russell """"Russ"""" Hartigan Percent",Dominique C. Ross,Dominique C. Ross Percent,Debra B. Walker,Debra B. Walker Percent,precinct_id
50,14,45,14,31.11,8,17.78,23,51.11,50014
50,15,226,64,28.32,39,17.26,123,54.42,50015
50,16,49,16,32.65,13,26.53,20,40.82,50016
50,17,95,23,24.21,28,29.47,44,46.32,50017
50,18,24,8,33.33,6,25.0,10,41.67,50018
50,19,79,22,27.85,17,21.52,40,50.63,50019
50,20,156,35,22.44,42,26.92,79,50.64,50020
50,21,131,29,22.14,34,25.95,68,51.91,50021
50,22,106,36,33.96,28,26.42,42,39.62,50022
50,23,65,15,23.08,20,30.77,30,46.15,50023
50,24,74,31,41.89,16,21.62,27,36.49,50024
50,25,100,39,39.0,18,18.0,43,43.0,50025
50,26,97,20,20.62,30,30.93,47,48.45,50026
50,27,44,20,45.45,14,31.82,10,22.73,50027
50,28,123,31,25.2,45,36.59,47,38.21,50028
50,29,72,15,20.83,20,27.78,37,51.39,50029
50,30,106,25,23.58,31,29.25,50,47.17,50030
50,31,129,17,13.18,45,34.88,67,51.94,50031
50,32,111,24,21.62,33,29.73,54,48.65,50032
50,33,107,30,28.04,18,16.82,59,55.14,50033
50,34,206,48,23.3,53,25.73,105,50.97,50034
50,35,191,31,16.23,56,29.32,104,54.45,50035
50,36,178,46,25.84,45,25.28,87,48.88,50036
50,37,125,24,19.2,28,22.4,73,58.4,50037
50,38,69,14,20.29,24,34.78,31,44.93,50038
50,39,61,16,26.23,18,29.51,27,44.26,50039
50,40,113,46,40.71,16,14.16,51,45.13,50040
