ward,precinct,total,Paul Joyce,Paul Joyce Percent,Michael Weaver,Michael Weaver Percent,precinct_id
32,39,150,39,26.0,59,39.33,32039
32,40,159,39,24.53,84,52.83,32040
32,41,163,39,23.93,88,53.99,32041
32,42,126,25,19.84,69,54.76,32042
32,43,212,38,17.92,128,60.38,32043
33,1,203,45,22.17,106,52.22,33001
33,2,222,50,22.52,118,53.15,33002
33,3,262,55,20.99,131,50.0,33003
33,4,240,49,20.42,109,45.42,33004
33,5,144,35,24.31,71,49.31,33005
33,6,137,35,25.55,56,40.88,33006
33,7,203,43,21.18,106,52.22,33007
33,8,307,87,28.34,171,55.7,33008
33,9,208,50,24.04,98,47.12,33009
33,10,140,43,30.71,52,37.14,33010
33,11,206,39,18.93,107,51.94,33011
33,12,172,46,26.74,81,47.09,33012
33,13,175,39,22.29,96,54.86,33013
33,14,89,18,20.22,43,48.31,33014
33,15,218,51,23.39,104,47.71,33015
33,16,232,48,20.69,115,49.57,33016
33,17,197,33,16.75,101,51.27,33017
33,18,231,50,21.65,117,50.65,33018
33,19,179,42,23.46,83,46.37,33019
33,20,269,63,23.42,144,53.53,33020
33,21,207,48,23.19,113,54.59,33021
33,22,172,44,25.58,86,50.0,33022
33,23,235,53,22.55,133,56.6,33023
33,24,316,83,26.27,164,51.9,33024
33,25,213,49,23.0,106,49.77,33025
33,26,136,26,19.12,79,58.09,33026
33,27,189,31,16.4,111,58.73,33027
33,28,172,35,20.35,103,59.88,33028
34,1,174,42,24.14,72,41.38,34001
34,2,135,20,14.81,71,52.59,34002
34,3,132,29,21.97,52,39.39,34003
34,4,79,18,22.78,40,50.63,34004
34,5,104,19,18.27,50,48.08,34005
34,6,147,36,24.49,79,53.74,34006
34,7,165,22,13.33,92,55.76,34007
34,8,90,13,14.44,44,48.89,34008
34,9,76,16,21.05,33,43.42,34009
34,10,152,22,14.47,77,50.66,34010
34,11,74,11,14.86,37,50.0,34011
34,12,172,31,18.02,75,43.6,34012
34,13,118,22,18.64,60,50.85,34013
34,14,94,22,23.4,34,36.17,34014
34,15,110,20,18.18,45,40.91,34015
34,16,107,19,17.76,50,46.73,34016
34,17,176,34,19.32,101,57.39,34017
34,18,70,12,17.14,34,48.57,34018
34,19,112,12,10.71,60,53.57,34019
34,20,188,33,17.55,102,54.26,34020
34,21,206,40,19.42,100,48.54,34021
34,22,143,21,14.69,84,58.74,34022
34,23,100,11,11.0,52,52.0,34023
34,24,101,23,22.77,45,44.55,34024
34,25,218,38,17.43,105,48.17,34025
34,26,157,31,19.75,79,50.32,34026
34,27,76,15,19.74,32,42.11,34027
34,28,47,7,14.89,18,38.3,34028
34,29,101,13,12.87,51,50.5,34029
34,30,171,21,12.28,90,52.63,34030
34,31,76,20,26.32,34,44.74,34031
34,32,112,13,11.61,55,49.11,34032
34,33,88,19,21.59,36,40.91,34033
34,34,160,35,21.88,74,46.25,34034
34,35,165,26,15.76,79,47.88,34035
34,36,132,22,16.67,75,56.82,34036
34,37,39,14,35.9,13,33.33,34037
34,38,44,5,11.36,24,54.55,34038
34,39,63,17,26.98,35,55.56,34039
34,40,122,23,18.85,59,48.36,34040
34,41,70,8,11.43,37,52.86,34041
34,42,138,23,16.67,66,47.83,34042
34,43,152,28,18.42,75,49.34,34043
34,44,136,24,17.65,76,55.88,34044
34,45,136,26,19.12,67,49.26,34045
34,46,112,13,11.61,62,55.36,34046
34,47,99,18,18.18,51,51.52,34047
34,48,169,35,20.71,90,53.25,34048
34,49,160,30,18.75,78,48.75,34049
34,50,95,18,18.95,43,45.26,34050
34,51,161,25,15.53,98,60.87,34051
34,52,125,22,17.6,58,46.4,34052
34,53,74,16,21.62,30,40.54,34053
35,1,177,34,19.21,102,57.63,35001
35,2,200,31,15.5,117,58.5,35002
35,3,127,18,14.17,68,53.54,35003
35,4,155,30,19.35,69,44.52,35004
35,5,140,32,22.86,66,47.14,35005
35,6,145,30,20.69,83,57.24,35006
35,7,187,36,19.25,109,58.29,35007
35,8,165,27,16.36,99,60.0,35008
35,9,115,24,20.87,54,46.96,35009
35,10,196,23,11.73,137,69.9,35010
35,11,200,34,17.0,123,61.5,35011
35,12,70,21,30.0,22,31.43,35012
35,13,70,21,30.0,24,34.29,35013
35,14,99,27,27.27,33,33.33,35014
35,15,199,31,15.58,120,60.3,35015
35,16,33,7,21.21,15,45.45,35016
35,17,191,28,14.66,116,60.73,35017
35,18,81,14,17.28,39,48.15,35018
35,19,60,11,18.33,26,43.33,35019
35,20,123,38,30.89,56,45.53,35020
35,21,157,32,20.38,85,54.14,35021
35,22,177,32,18.08,102,57.63,35022
35,23,162,51,31.48,65,40.12,35023
35,24,136,35,25.74,60,44.12,35024
35,25,150,19,12.67,100,66.67,35025
35,26,109,25,22.94,56,51.38,35026
35,27,140,35,25.0,76,54.29,35027
35,28,171,32,18.71,97,56.73,35028
35,29,107,28,26.17,45,42.06,35029
35,30,106,27,25.47,47,44.34,35030
35,31,168,34,20.24,83,49.4,35031
36,1,89,26,29.21,29,32.58,36001
36,2,75,27,36.0,23,30.67,36002
36,3,76,28,36.84,23,30.26,36003
36,4,70,21,30.0,21,30.0,36004
36,5,78,29,37.18,23,29.49,36005
36,6,57,17,29.82,17,29.82,36006
36,7,126,33,26.19,51,40.48,36007
36,8,49,17,34.69,13,26.53,36008
36,9,69,24,34.78,17,24.64,36009
36,10,93,25,26.88,29,31.18,36010
36,11,56,21,37.5,19,33.93,36011
36,12,57,16,28.07,19,33.33,36012
36,13,67,22,32.84,25,37.31,36013
36,14,123,30,24.39,57,46.34,36014
36,15,117,28,23.93,53,45.3,36015
36,16,108,30,27.78,49,45.37,36016
36,17,134,40,29.85,53,39.55,36017
36,18,131,33,25.19,60,45.8,36018
36,19,110,32,29.09,36,32.73,36019
36,20,108,29,26.85,48,44.44,36020
36,21,67,27,40.3,18,26.87,36021
36,22,48,17,35.42,18,37.5,36022
36,23,43,18,41.86,6,13.95,36023
36,24,101,33,32.67,31,30.69,36024
36,25,64,25,39.06,16,25.0,36025
36,26,78,26,33.33,30,38.46,36026
36,27,80,19,23.75,24,30.0,36027
36,28,83,24,28.92,31,37.35,36028
36,29,108,35,32.41,33,30.56,36029
36,30,97,32,32.99,26,26.8,36030
37,1,106,41,38.68,22,20.75,37001
37,2,57,21,36.84,20,35.09,37002
37,3,49,6,12.24,19,38.78,37003
37,4,58,10,17.24,23,39.66,37004
37,5,118,21,17.8,55,46.61,37005
37,6,100,24,24.0,37,37.0,37006
37,7,68,15,22.06,26,38.24,37007
37,8,54,21,38.89,17,31.48,37008
37,9,80,24,30.0,22,27.5,37009
37,10,108,21,19.44,40,37.04,37010
37,11,48,8,16.67,17,35.42,37011
37,12,63,15,23.81,19,30.16,37012
37,13,64,11,17.19,19,29.69,37013
37,14,99,25,25.25,25,25.25,37014
37,15,83,15,18.07,19,22.89,37015
37,16,118,21,17.8,46,38.98,37016
37,17,62,14,22.58,24,38.71,37017
37,18,78,15,19.23,32,41.03,37018
37,19,70,17,24.29,24,34.29,37019
37,20,61,9,14.75,23,37.7,37020
37,21,54,10,18.52,21,38.89,37021
37,22,61,15,24.59,21,34.43,37022
37,23,91,19,20.88,33,36.26,37023
37,24,104,24,23.08,27,25.96,37024
37,25,85,19,22.35,29,34.12,37025
37,26,132,34,25.76,35,26.52,37026
37,27,86,20,23.26,20,23.26,37027
37,28,69,19,27.54,19,27.54,37028
37,29,73,18,24.66,23,31.51,37029
37,30,70,12,17.14,20,28.57,37030
37,31,96,23,23.96,34,35.42,37031
37,32,91,22,24.18,40,43.96,37032
37,33,101,19,18.81,32,31.68,37033
37,34,85,23,27.06,18,21.18,37034
37,35,124,23,18.55,51,41.13,37035
37,36,65,15,23.08,16,24.62,37036
37,37,69,13,18.84,20,28.99,37037
37,38,128,28,21.88,48,37.5,37038
37,39,82,16,19.51,34,41.46,37039
37,40,105,25,23.81,36,34.29,37040
37,41,103,17,16.5,43,41.75,37041
38,1,120,29,24.17,58,48.33,38001
38,2,103,38,36.89,31,30.1,38002
38,3,92,28,30.43,29,31.52,38003
38,4,98,32,32.65,38,38.78,38004
38,5,91,29,31.87,40,43.96,38005
38,6,75,25,33.33,24,32.0,38006
38,7,97,25,25.77,38,39.18,38007
38,8,84,23,27.38,35,41.67,38008
38,9,122,31,25.41,49,40.16,38009
38,10,92,25,27.17,27,29.35,38010
38,11,112,23,20.54,50,44.64,38011
38,12,88,27,30.68,29,32.95,38012
38,13,112,41,36.61,34,30.36,38013
38,14,130,35,26.92,56,43.08,38014
38,15,102,25,24.51,39,38.24,38015
38,16,91,34,37.36,29,31.87,38016
38,17,110,35,31.82,40,36.36,38017
38,18,119,35,29.41,56,47.06,38018
38,19,141,46,32.62,41,29.08,38019
38,20,91,34,37.36,32,35.16,38020
38,21,123,39,31.71,47,38.21,38021
38,22,125,30,24.0,61,48.8,38022
38,23,133,42,31.58,62,46.62,38023
38,24,101,37,36.63,36,35.64,38024
38,25,110,33,30.0,41,37.27,38025
38,26,121,21,17.36,57,47.11,38026
38,27,95,19,20.0,47,49.47,38027
38,28,104,33,31.73,32,30.77,38028
38,29,119,29,24.37,48,40.34,38029
38,30,82,21,25.61,34,41.46,38030
38,31,175,31,17.71,91,52.0,38031
38,32,104,26,25.0,49,47.12,38032
38,33,90,19,21.11,39,43.33,38033
38,34,130,27,20.77,61,46.92,38034
38,35,117,36,30.77,36,30.77,38035
38,36,103,32,31.07,37,35.92,38036
38,37,110,25,22.73,46,41.82,38037
38,38,107,26,24.3,44,41.12,38038
38,39,146,48,32.88,55,37.67,38039
38,40,152,31,20.39,52,34.21,38040
38,41,171,46,26.9,81,47.37,38041
39,1,126,34,26.98,50,39.68,39001
39,2,124,39,31.45,50,40.32,39002
39,3,178,42,23.6,102,57.3,39003
39,4,127,42,33.07,44,34.65,39004
39,5,158,49,31.01,71,44.94,39005
39,6,132,42,31.82,57,43.18,39006
39,7,137,30,21.9,74,54.01,39007
39,8,170,56,32.94,69,40.59,39008
39,9,111,26,23.42,40,36.04,39009
39,10,89,15,16.85,47,52.81,39010
39,11,137,25,18.25,69,50.36,39011
39,12,184,44,23.91,100,54.35,39012
39,13,109,24,22.02,57,52.29,39013
39,14,149,40,26.85,61,40.94,39014
39,15,144,54,37.5,44,30.56,39015
39,16,86,15,17.44,39,45.35,39016
39,17,210,35,16.67,104,49.52,39017
39,18,155,35,22.58,69,44.52,39018
39,19,160,41,25.63,62,38.75,39019
39,20,171,48,28.07,72,42.11,39020
39,21,124,38,30.65,47,37.9,39021
39,22,93,37,39.78,34,36.56,39022
39,23,137,45,32.85,55,40.15,39023
39,24,179,51,28.49,73,40.78,39024
39,25,90,21,23.33,48,53.33,39025
39,26,105,29,27.62,49,46.67,39026
39,27,34,10,29.41,18,52.94,39027
39,28,224,48,21.43,107,47.77,39028
39,29,68,20,29.41,32,47.06,39029
39,30,162,49,30.25,67,41.36,39030
39,31,98,26,26.53,41,41.84,39031
39,32,123,18,14.63,66,53.66,39032
39,33,133,34,25.56,67,50.38,39033
39,34,141,25,17.73,75,53.19,39034
39,35,164,42,25.61,84,51.22,39035
39,36,47,16,34.04,14,29.79,39036
39,37,165,47,28.48,67,40.61,39037
39,38,124,40,32.26,54,43.55,39038
39,39,83,23,27.71,31,37.35,39039
39,40,125,48,38.4,35,28.0,39040
39,41,166,40,24.1,93,56.02,39041
39,42,176,69,39.2,51,28.98,39042
39,43,138,42,30.43,51,36.96,39043
39,44,109,35,32.11,38,34.86,39044
39,45,144,51,35.42,54,37.5,39045
40,1,117,23,19.66,61,52.14,40001
40,2,154,31,20.13,72,46.75,40002
40,3,245,52,21.22,132,53.88,40003
40,4,96,22,22.92,43,44.79,40004
40,5,227,46,20.26,139,61.23,40005
40,6,252,45,17.86,156,61.9,40006
40,7,224,40,17.86,131,58.48,40007
40,8,318,56,17.61,190,59.75,40008
40,9,113,21,18.58,46,40.71,40009
40,10,122,30,24.59,58,47.54,40010
40,11,226,39,17.26,146,64.6,40011
40,12,171,29,16.96,99,57.89,40012
40,13,324,36,11.11,204,62.96,40013
40,14,130,21,16.15,64,49.23,40014
40,15,129,22,17.05,62,48.06,40015
40,16,298,42,14.09,190,63.76,40016
40,17,174,42,24.14,87,50.0,40017
40,18,101,19,18.81,48,47.52,40018
40,19,172,25,14.53,88,51.16,40019
40,20,141,40,28.37,64,45.39,40020
40,21,265,62,23.4,119,44.91,40021
40,22,277,51,18.41,171,61.73,40022
40,23,308,63,20.45,174,56.49,40023
40,24,124,24,19.35,57,45.97,40024
40,25,278,47,16.91,171,61.51,40025
40,26,223,38,17.04,136,60.99,40026
40,27,215,40,18.6,114,53.02,40027
40,28,203,35,17.24,124,61.08,40028
40,29,185,38,20.54,104,56.22,40029
40,30,169,36,21.3,94,55.62,40030
40,31,277,49,17.69,171,61.73,40031
40,32,224,31,13.84,144,64.29,40032
40,33,254,45,17.72,156,61.42,40033
40,34,139,30,21.58,85,61.15,40034
40,35,72,13,18.06,28,38.89,40035
40,36,173,35,20.23,100,57.8,40036
40,37,168,38,22.62,102,60.71,40037
40,38,243,41,16.87,151,62.14,40038
40,39,34,4,11.76,15,44.12,40039
41,1,113,52,46.02,38,33.63,41001
41,2,117,41,35.04,45,38.46,41002
41,3,126,36,28.57,44,34.92,41003
41,4,131,42,32.06,63,48.09,41004
41,5,129,43,33.33,52,40.31,41005
41,6,194,82,42.27,70,36.08,41006
41,7,109,39,35.78,36,33.03,41007
41,8,109,36,33.03,37,33.94,41008
41,9,101,35,34.65,41,40.59,41009
41,10,154,62,40.26,49,31.82,41010
41,11,140,62,44.29,42,30.0,41011
41,12,108,33,30.56,38,35.19,41012
41,13,116,33,28.45,44,37.93,41013
41,14,195,70,35.9,82,42.05,41014
41,15,174,76,43.68,53,30.46,41015
41,16,107,37,34.58,38,35.51,41016
41,17,105,38,36.19,36,34.29,41017
41,18,99,34,34.34,33,33.33,41018
41,19,164,57,34.76,75,45.73,41019
41,20,65,23,35.38,25,38.46,41020
41,21,133,45,33.83,46,34.59,41021
41,22,154,52,33.77,60,38.96,41022
41,23,101,39,38.61,32,31.68,41023
41,24,108,40,37.04,48,44.44,41024
41,25,54,19,35.19,22,40.74,41025
41,26,121,45,37.19,37,30.58,41026
41,27,63,17,26.98,19,30.16,41027
41,28,74,24,32.43,21,28.38,41028
41,29,42,8,19.05,13,30.95,41029
41,30,126,50,39.68,32,25.4,41030
41,31,113,45,39.82,50,44.25,41031
41,32,112,33,29.46,45,40.18,41032
41,33,100,33,33.0,38,38.0,41033
41,34,97,42,43.3,35,36.08,41034
41,35,154,63,40.91,44,28.57,41035
41,36,120,35,29.17,50,41.67,41036
41,37,142,49,34.51,52,36.62,41037
41,38,113,32,28.32,44,38.94,41038
41,39,159,50,31.45,62,38.99,41039
41,40,133,62,46.62,39,29.32,41040
41,41,98,35,35.71,37,37.76,41041
41,42,94,37,39.36,29,30.85,41042
41,43,109,37,33.94,41,37.61,41043
41,44,118,49,41.53,43,36.44,41044
41,45,127,38,29.92,59,46.46,41045
41,46,130,37,28.46,51,39.23,41046
41,47,160,62,38.75,58,36.25,41047
42,1,175,49,28.0,85,48.57,42001
42,2,106,22,20.75,54,50.94,42002
42,3,156,32,20.51,69,44.23,42003
42,4,253,64,25.3,114,45.06,42004
42,5,126,44,34.92,48,38.1,42005
42,6,206,56,27.18,91,44.17,42006
42,7,165,46,27.88,76,46.06,42007
42,8,162,42,25.93,61,37.65,42008
42,9,138,35,25.36,52,37.68,42009
42,10,204,74,36.27,87,42.65,42010
42,11,114,35,30.7,39,34.21,42011
42,12,144,38,26.39,53,36.81,42012
42,13,191,53,27.75,73,38.22,42013
42,14,145,37,25.52,75,51.72,42014
42,15,139,34,24.46,57,41.01,42015
42,16,140,37,26.43,67,47.86,42016
42,17,149,36,24.16,74,49.66,42017
42,18,109,21,19.27,59,54.13,42018
42,19,207,75,36.23,79,38.16,42019
42,20,116,29,25.0,63,54.31,42020
42,21,132,41,31.06,66,50.0,42021
42,22,63,24,38.1,29,46.03,42022
42,23,142,38,26.76,67,47.18,42023
42,24,130,47,36.15,50,38.46,42024
42,25,127,37,29.13,46,36.22,42025
42,26,178,47,26.4,80,44.94,42026
42,27,121,31,25.62,53,43.8,42027
42,28,202,53,26.24,79,39.11,42028
42,29,216,53,24.54,105,48.61,42029
42,30,170,59,34.71,63,37.06,42030
42,31,166,49,29.52,73,43.98,42031
42,32,99,27,27.27,43,43.43,42032
42,33,194,65,33.51,83,42.78,42033
42,34,142,39,27.46,65,45.77,42034
42,35,189,48,25.4,80,42.33,42035
42,36,166,39,23.49,75,45.18,42036
42,37,86,28,32.56,30,34.88,42037
42,38,103,31,30.1,45,43.69,42038
42,39,121,30,24.79,63,52.07,42039
42,40,147,23,15.65,66,44.9,42040
42,41,150,35,23.33,69,46.0,42041
42,42,233,55,23.61,105,45.06,42042
43,1,85,12,14.12,41,48.24,43001
43,2,173,47,27.17,92,53.18,43002
43,3,151,44,29.14,76,50.33,43003
43,4,143,40,27.97,62,43.36,43004
43,5,157,40,25.48,92,58.6,43005
43,6,125,31,24.8,56,44.8,43006
43,7,122,36,29.51,65,53.28,43007
43,8,106,23,21.7,53,50.0,43008
43,9,158,40,25.32,71,44.94,43009
43,10,183,49,26.78,104,56.83,43010
43,11,98,19,19.39,62,63.27,43011
43,12,88,24,27.27,39,44.32,43012
43,13,166,34,20.48,75,45.18,43013
43,14,158,42,26.58,89,56.33,43014
43,15,144,42,29.17,66,45.83,43015
43,16,176,28,15.91,95,53.98,43016
43,17,123,30,24.39,51,41.46,43017
43,18,172,41,23.84,82,47.67,43018
43,19,156,40,25.64,84,53.85,43019
43,20,203,49,24.14,105,51.72,43020
43,21,143,49,34.27,69,48.25,43021
43,22,119,35,29.41,59,49.58,43022
43,23,101,30,29.7,54,53.47,43023
43,24,132,36,27.27,51,38.64,43024
43,25,182,49,26.92,74,40.66,43025
43,26,147,38,25.85,60,40.82,43026
43,27,162,36,22.22,90,55.56,43027
43,28,142,26,18.31,61,42.96,43028
43,29,194,40,20.62,99,51.03,43029
43,30,151,32,21.19,77,50.99,43030
43,31,149,53,35.57,52,34.9,43031
43,32,143,30,20.98,71,49.65,43032
43,33,194,51,26.29,85,43.81,43033
43,34,105,23,21.9,59,56.19,43034
43,35,186,47,25.27,96,51.61,43035
43,36,73,15,20.55,33,45.21,43036
43,37,129,21,16.28,71,55.04,43037
43,38,122,29,23.77,63,51.64,43038
43,39,89,25,28.09,40,44.94,43039
43,40,98,21,21.43,41,41.84,43040
43,41,156,45,28.85,80,51.28,43041
43,42,143,28,19.58,77,53.85,43042
43,43,174,49,28.16,90,51.72,43043
43,44,146,32,21.92,79,54.11,43044
43,45,113,32,28.32,58,51.33,43045
43,46,83,21,25.3,50,60.24,43046
44,1,283,65,22.97,135,47.7,44001
44,2,171,43,25.15,92,53.8,44002
44,3,146,32,21.92,67,45.89,44003
44,4,165,54,32.73,70,42.42,44004
44,5,171,34,19.88,84,49.12,44005
44,6,209,45,21.53,120,57.42,44006
44,7,152,54,35.53,61,40.13,44007
44,8,219,55,25.11,112,51.14,44008
44,9,145,25,17.24,78,53.79,44009
44,10,144,38,26.39,74,51.39,44010
44,11,168,38,22.62,83,49.4,44011
44,12,235,55,23.4,105,44.68,44012
44,13,127,31,24.41,55,43.31,44013
44,14,160,37,23.13,88,55.0,44014
44,15,182,44,24.18,84,46.15,44015
44,16,192,54,28.13,95,49.48,44016
44,17,252,65,25.79,130,51.59,44017
44,18,174,38,21.84,92,52.87,44018
44,19,255,71,27.84,130,50.98,44019
44,20,186,37,19.89,103,55.38,44020
44,21,186,30,16.13,105,56.45,44021
44,22,174,48,27.59,78,44.83,44022
44,23,150,33,22.0,69,46.0,44023
44,24,154,38,24.68,66,42.86,44024
44,25,218,53,24.31,109,50.0,44025
44,26,210,46,21.9,115,54.76,44026
44,27,186,45,24.19,95,51.08,44027
44,28,180,29,16.11,97,53.89,44028
44,29,196,41,20.92,108,55.1,44029
44,30,200,34,17.0,112,56.0,44030
44,31,111,16,14.41,65,58.56,44031
44,32,163,30,18.4,91,55.83,44032
44,33,198,33,16.67,107,54.04,44033
44,34,208,64,30.77,89,42.79,44034
44,35,217,54,24.88,100,46.08,44035
44,36,169,46,27.22,90,53.25,44036
44,37,249,44,17.67,138,55.42,44037
44,38,153,32,20.92,70,45.75,44038
44,39,179,49,27.37,93,51.96,44039
44,40,168,47,27.98,78,46.43,44040
44,41,225,43,19.11,104,46.22,44041
45,1,161,36,22.36,89,55.28,45001
45,2,180,44,24.44,95,52.78,45002
45,3,176,50,28.41,68,38.64,45003
45,4,210,50,23.81,107,50.95,45004
45,5,184,56,30.43,78,42.39,45005
45,6,262,64,24.43,138,52.67,45006
45,7,256,62,24.22,126,49.22,45007
45,8,145,35,24.14,67,46.21,45008
45,9,128,31,24.22,66,51.56,45009
45,10,154,41,26.62,82,53.25,45010
45,11,82,21,25.61,32,39.02,45011
45,12,127,38,29.92,50,39.37,45012
45,13,132,37,28.03,54,40.91,45013
45,14,202,42,20.79,90,44.55,45014
45,15,223,49,21.97,112,50.22,45015
45,16,157,48,30.57,73,46.5,45016
45,17,162,47,29.01,78,48.15,45017
45,18,147,37,25.17,67,45.58,45018
45,19,67,16,23.88,30,44.78,45019
45,20,85,32,37.65,35,41.18,45020
45,21,129,48,37.21,50,38.76,45021
45,22,95,32,33.68,34,35.79,45022
45,23,109,36,33.03,49,44.95,45023
45,24,80,28,35.0,32,40.0,45024
45,25,92,26,28.26,34,36.96,45025
45,26,74,30,40.54,21,28.38,45026
45,27,117,26,22.22,59,50.43,45027
45,28,99,30,30.3,39,39.39,45028
45,29,85,28,32.94,33,38.82,45029
45,30,122,34,27.87,50,40.98,45030
45,31,123,29,23.58,56,45.53,45031
45,32,118,31,26.27,43,36.44,45032
45,33,119,24,20.17,54,45.38,45033
45,34,136,41,30.15,60,44.12,45034
45,35,157,48,30.57,71,45.22,45035
45,36,169,50,29.59,75,44.38,45036
45,37,143,37,25.87,60,41.96,45037
45,38,115,35,30.43,51,44.35,45038
45,39,129,43,33.33,47,36.43,45039
45,40,116,30,25.86,40,34.48,45040
45,41,107,33,30.84,43,40.19,45041
45,42,139,50,35.97,55,39.57,45042
45,43,116,37,31.9,42,36.21,45043
45,44,145,56,38.62,48,33.1,45044
45,45,65,20,30.77,20,30.77,45045
45,46,81,34,41.98,20,24.69,45046
45,47,89,29,32.58,32,35.96,45047
45,48,89,28,31.46,35,39.33,45048
46,1,139,31,22.3,67,48.2,46001
46,2,218,41,18.81,125,57.34,46002
46,3,262,74,28.24,119,45.42,46003
46,4,222,49,22.07,126,56.76,46004
46,5,217,57,26.27,107,49.31,46005
46,6,178,31,17.42,93,52.25,46006
46,7,242,60,24.79,112,46.28,46007
46,8,139,30,21.58,53,38.13,46008
46,9,227,30,13.22,135,59.47,46009
46,10,256,57,22.27,125,48.83,46010
46,11,172,33,19.19,88,51.16,46011
46,12,249,42,16.87,155,62.25,46012
46,13,221,43,19.46,111,50.23,46013
46,14,137,31,22.63,56,40.88,46014
46,15,190,41,21.58,101,53.16,46015
46,16,277,46,16.61,172,62.09,46016
46,17,211,47,22.27,90,42.65,46017
46,18,200,37,18.5,91,45.5,46018
46,19,157,41,26.11,67,42.68,46019
46,20,177,42,23.73,91,51.41,46020
46,21,93,13,13.98,46,49.46,46021
46,22,131,16,12.21,84,64.12,46022
46,23,178,37,20.79,99,55.62,46023
46,24,290,42,14.48,158,54.48,46024
46,25,207,32,15.46,123,59.42,46025
46,26,230,45,19.57,131,56.96,46026
46,27,220,39,17.73,121,55.0,46027
46,28,183,44,24.04,93,50.82,46028
46,29,146,24,16.44,87,59.59,46029
46,30,183,36,19.67,89,48.63,46030
46,31,197,45,22.84,93,47.21,46031
46,32,76,18,23.68,34,44.74,46032
46,33,221,50,22.62,109,49.32,46033
46,34,238,53,22.27,136,57.14,46034
46,35,155,42,27.1,74,47.74,46035
46,36,214,50,23.36,99,46.26,46036
46,37,133,33,24.81,54,40.6,46037
46,38,174,35,20.11,86,49.43,46038
46,39,171,49,28.65,65,38.01,46039
46,40,220,50,22.73,117,53.18,46040
47,1,145,33,22.76,89,61.38,47001
47,2,180,46,25.56,98,54.44,47002
47,3,191,44,23.04,89,46.6,47003
47,4,230,59,25.65,125,54.35,47004
47,5,266,50,18.8,165,62.03,47005
47,6,217,51,23.5,108,49.77,47006
47,7,179,44,24.58,78,43.58,47007
47,8,215,60,27.91,108,50.23,47008
47,9,161,44,27.33,84,52.17,47009
47,10,305,43,14.1,197,64.59,47010
47,11,187,37,19.79,89,47.59,47011
47,12,223,46,20.63,114,51.12,47012
47,13,254,48,18.9,164,64.57,47013
47,14,207,49,23.67,112,54.11,47014
47,15,295,41,13.9,204,69.15,47015
47,16,203,42,20.69,105,51.72,47016
47,17,217,40,18.43,114,52.53,47017
47,18,205,45,21.95,124,60.49,47018
47,19,361,54,14.96,234,64.82,47019
47,20,229,44,19.21,134,58.52,47020
47,21,256,55,21.48,153,59.77,47021
47,22,276,49,17.75,178,64.49,47022
47,23,252,35,13.89,154,61.11,47023
47,24,250,46,18.4,164,65.6,47024
47,25,246,50,20.33,142,57.72,47025
47,26,289,45,15.57,174,60.21,47026
47,27,220,54,24.55,116,52.73,47027
47,28,218,42,19.27,121,55.5,47028
47,29,238,45,18.91,135,56.72,47029
47,30,287,49,17.07,183,63.76,47030
47,31,250,54,21.6,148,59.2,47031
47,32,325,62,19.08,217,66.77,47032
47,33,186,37,19.89,99,53.23,47033
47,34,235,53,22.55,135,57.45,47034
47,35,150,26,17.33,94,62.67,47035
47,36,272,41,15.07,180,66.18,47036
47,37,208,35,16.83,134,64.42,47037
47,38,243,46,18.93,147,60.49,47038
47,39,284,75,26.41,156,54.93,47039
47,40,192,36,18.75,121,63.02,47040
47,41,263,48,18.25,163,61.98,47041
47,42,220,32,14.55,148,67.27,47042
47,43,175,38,21.71,94,53.71,47043
47,44,179,59,32.96,77,43.02,47044
47,45,257,45,17.51,150,58.37,47045
47,46,99,25,25.25,50,50.51,47046
47,47,221,49,22.17,128,57.92,47047
47,48,24,3,12.5,8,33.33,47048
48,1,245,43,17.55,147,60.0,48001
48,2,101,32,31.68,53,52.48,48002
48,3,208,43,20.67,111,53.37,48003
48,4,232,50,21.55,113,48.71,48004
48,5,193,48,24.87,102,52.85,48005
48,6,210,36,17.14,103,49.05,48006
48,7,276,56,20.29,175,63.41,48007
48,8,116,26,22.41,56,48.28,48008
48,9,146,32,21.92,68,46.58,48009
48,10,350,65,18.57,208,59.43,48010
48,11,202,60,29.7,100,49.5,48011
48,12,259,57,22.01,152,58.69,48012
48,13,255,78,30.59,106,41.57,48013
48,14,106,23,21.7,50,47.17,48014
48,15,103,23,22.33,38,36.89,48015
48,16,211,40,18.96,111,52.61,48016
48,17,221,55,24.89,105,47.51,48017
48,18,137,35,25.55,49,35.77,48018
48,19,189,55,29.1,91,48.15,48019
48,20,257,52,20.23,132,51.36,48020
48,21,235,49,20.85,117,49.79,48021
48,22,200,49,24.5,82,41.0,48022
48,23,264,71,26.89,109,41.29,48023
48,24,179,39,21.79,79,44.13,48024
48,25,207,55,26.57,107,51.69,48025
48,26,86,16,18.6,44,51.16,48026
48,27,130,34,26.15,65,50.0,48027
48,28,206,52,25.24,67,32.52,48028
48,29,127,30,23.62,44,34.65,48029
48,30,212,52,24.53,119,56.13,48030
48,31,205,35,17.07,111,54.15,48031
48,32,181,30,16.57,97,53.59,48032
48,33,122,26,21.31,56,45.9,48033
48,34,186,37,19.89,100,53.76,48034
48,35,113,17,15.04,60,53.1,48035
48,36,137,32,23.36,62,45.26,48036
48,37,232,41,17.67,145,62.5,48037
48,38,265,86,32.45,134,50.57,48038
48,39,175,34,19.43,90,51.43,48039
