ward,precinct,total,M. FRANK AVILA,M. FRANK AVILA Percent,MEL (DEMETRIUS) JOHNSON,MEL (DEMETRIUS) JOHNSON Percent,ZDZISLAWA POPIELARCZYK,ZDZISLAWA POPIELARCZYK Percent,JOSEPH M. GLORIOSO,JOSEPH M. GLORIOSO Percent,ANTHONY J. WIORSKI,ANTHONY J. WIORSKI Percent,TERRENCE J. O'BRIEN,TERRENCE J. O'BRIEN Percent,"HARRY """"BUS"""" YOURELL","HARRY """"BUS"""" YOURELL Percent","JAMES """"JIM"""" HARRIS","JAMES """"JIM"""" HARRIS Percent",NADINE M. ZAPOLSKY,NADINE M. ZAPOLSKY Percent,LAWRENCE F. ANDOLINO,LAWRENCE F. ANDOLINO Percent,THOMAS FRANCIS COURTNEY,THOMAS FRANCIS COURTNEY Percent,JOHN J. MCNAMARA,JOHN J. MCNAMARA Percent,precinct_id
23,60,486,34,7.0,13,2.67,28,5.76,9,1.85,36,7.41,106,21.81,78,16.05,61,12.55,34,7.0,17,3.5,11,2.26,59,12.14,23060
23,61,474,32,6.75,7,1.48,14,2.95,19,4.01,16,3.38,120,25.32,93,19.62,80,16.88,20,4.22,11,2.32,17,3.59,45,9.49,23061
23,62,442,28,6.33,11,2.49,26,5.88,15,3.39,32,7.24,103,23.3,66,14.93,56,12.67,33,7.47,5,1.13,16,3.62,51,11.54,23062
24,1,270,49,18.15,29,10.74,7,2.59,39,14.44,9,3.33,13,4.81,21,7.78,62,22.96,10,3.7,5,1.85,14,5.19,12,4.44,24001
24,2,255,66,25.88,13,5.1,5,1.96,41,16.08,3,1.18,16,6.27,11,4.31,72,28.24,4,1.57,5,1.96,9,3.53,10,3.92,24002
24,3,202,31,15.35,21,10.4,3,1.49,25,12.38,3,1.49,12,5.94,16,7.92,52,25.74,8,3.96,2,0.99,14,6.93,15,7.43,24003
24,4,235,41,17.45,22,9.36,4,1.7,22,9.36,5,2.13,29,12.34,20,8.51,59,25.11,8,3.4,1,0.43,11,4.68,13,5.53,24004
24,5,241,46,19.09,10,4.15,4,1.66,41,17.01,5,2.07,21,8.71,9,3.73,65,26.97,6,2.49,4,1.66,14,5.81,16,6.64,24005
24,6,313,63,20.13,22,7.03,7,2.24,46,14.7,8,2.56,20,6.39,20,6.39,86,27.48,12,3.83,6,1.92,11,3.51,12,3.83,24006
24,7,249,33,13.25,26,10.44,4,1.61,24,9.64,4,1.61,33,13.25,33,13.25,58,23.29,4,1.61,6,2.41,7,2.81,17,6.83,24007
24,8,294,61,20.75,30,10.2,6,2.04,50,17.01,5,1.7,14,4.76,11,3.74,81,27.55,7,2.38,1,0.34,12,4.08,16,5.44,24008
24,9,287,54,18.82,27,9.41,4,1.39,35,12.2,5,1.74,18,6.27,12,4.18,80,27.87,13,4.53,3,1.05,18,6.27,18,6.27,24009
24,10,279,56,20.07,32,11.47,6,2.15,35,12.54,3,1.08,19,6.81,17,6.09,63,22.58,9,3.23,3,1.08,14,5.02,22,7.89,24010
24,11,119,19,15.97,7,5.88,2,1.68,17,14.29,2,1.68,13,10.92,5,4.2,36,30.25,2,1.68,0,0.0,9,7.56,7,5.88,24011
24,12,144,24,16.67,18,12.5,5,3.47,13,9.03,3,2.08,7,4.86,4,2.78,47,32.64,5,3.47,1,0.69,10,6.94,7,4.86,24012
24,13,206,32,15.53,23,11.17,6,2.91,17,8.25,7,3.4,14,6.8,17,8.25,59,28.64,6,2.91,5,2.43,11,5.34,9,4.37,24013
24,14,345,84,24.35,25,7.25,2,0.58,75,21.74,5,1.45,18,5.22,16,4.64,95,27.54,4,1.16,1,0.29,12,3.48,8,2.32,24014
24,15,192,31,16.15,20,10.42,2,1.04,10,5.21,3,1.56,20,10.42,11,5.73,63,32.81,8,4.17,1,0.52,10,5.21,13,6.77,24015
24,16,223,33,14.8,25,11.21,2,0.9,22,9.87,3,1.35,27,12.11,23,10.31,61,27.35,6,2.69,2,0.9,10,4.48,9,4.04,24016
24,17,242,33,13.64,24,9.92,5,2.07,15,6.2,12,4.96,23,9.5,34,14.05,51,21.07,3,1.24,7,2.89,15,6.2,20,8.26,24017
24,18,145,15,10.34,14,9.66,2,1.38,7,4.83,3,2.07,18,12.41,22,15.17,33,22.76,6,4.14,4,2.76,12,8.28,9,6.21,24018
24,19,181,19,10.5,24,13.26,3,1.66,4,2.21,2,1.1,35,19.34,28,15.47,43,23.76,2,1.1,4,2.21,7,3.87,10,5.52,24019
24,20,248,39,15.73,22,8.87,5,2.02,24,9.68,4,1.61,31,12.5,25,10.08,57,22.98,8,3.23,5,2.02,13,5.24,15,6.05,24020
24,21,175,32,18.29,15,8.57,3,1.71,25,14.29,4,2.29,10,5.71,14,8.0,39,22.29,6,3.43,2,1.14,10,5.71,15,8.57,24021
24,22,303,61,20.13,31,10.23,9,2.97,48,15.84,5,1.65,8,2.64,18,5.94,79,26.07,10,3.3,4,1.32,18,5.94,12,3.96,24022
24,23,230,44,19.13,23,10.0,5,2.17,40,17.39,5,2.17,12,5.22,13,5.65,49,21.3,7,3.04,2,0.87,15,6.52,15,6.52,24023
24,24,170,35,20.59,20,11.76,6,3.53,21,12.35,3,1.76,8,4.71,8,4.71,41,24.12,7,4.12,0,0.0,12,7.06,9,5.29,24024
24,25,241,53,21.99,18,7.47,2,0.83,39,16.18,2,0.83,19,7.88,13,5.39,68,28.22,5,2.07,0,0.0,10,4.15,12,4.98,24025
24,26,271,52,19.19,26,9.59,7,2.58,34,12.55,6,2.21,19,7.01,20,7.38,64,23.62,14,5.17,4,1.48,10,3.69,15,5.54,24026
24,27,181,41,22.65,19,10.5,2,1.1,27,14.92,4,2.21,11,6.08,12,6.63,40,22.1,1,0.55,2,1.1,12,6.63,10,5.52,24027
24,28,303,76,25.08,15,4.95,4,1.32,64,21.12,1,0.33,12,3.96,12,3.96,95,31.35,4,1.32,1,0.33,10,3.3,9,2.97,24028
24,29,228,28,12.28,28,12.28,4,1.75,15,6.58,6,2.63,29,12.72,28,12.28,58,25.44,8,3.51,4,1.75,10,4.39,10,4.39,24029
24,30,219,41,18.72,16,7.31,3,1.37,23,10.5,4,1.83,17,7.76,13,5.94,74,33.79,4,1.83,2,0.91,9,4.11,13,5.94,24030
24,31,203,38,18.72,27,13.3,6,2.96,11,5.42,8,3.94,16,7.88,12,5.91,48,23.65,5,2.46,5,2.46,15,7.39,12,5.91,24031
24,32,252,33,13.1,25,9.92,4,1.59,17,6.75,5,1.98,34,13.49,32,12.7,63,25.0,4,1.59,0,0.0,16,6.35,19,7.54,24032
24,33,162,13,8.02,16,9.88,3,1.85,4,2.47,6,3.7,20,12.35,25,15.43,34,20.99,9,5.56,2,1.23,14,8.64,16,9.88,24033
24,34,240,42,17.5,24,10.0,5,2.08,26,10.83,10,4.17,9,3.75,19,7.92,74,30.83,5,2.08,1,0.42,16,6.67,9,3.75,24034
24,35,297,73,24.58,27,9.09,4,1.35,43,14.48,5,1.68,20,6.73,16,5.39,68,22.9,6,2.02,3,1.01,21,7.07,11,3.7,24035
24,36,245,59,24.08,18,7.35,3,1.22,43,17.55,1,0.41,13,5.31,10,4.08,77,31.43,4,1.63,1,0.41,10,4.08,6,2.45,24036
24,37,282,44,15.6,29,10.28,6,2.13,32,11.35,8,2.84,16,5.67,15,5.32,83,29.43,8,2.84,7,2.48,18,6.38,16,5.67,24037
24,38,282,51,18.09,28,9.93,2,0.71,37,13.12,4,1.42,18,6.38,15,5.32,79,28.01,12,4.26,4,1.42,12,4.26,20,7.09,24038
24,39,242,40,16.53,13,5.37,5,2.07,19,7.85,7,2.89,36,14.88,33,13.64,56,23.14,10,4.13,2,0.83,10,4.13,11,4.55,24039
24,40,371,58,15.63,52,14.02,10,2.7,16,4.31,8,2.16,32,8.63,30,8.09,92,24.8,13,3.5,6,1.62,27,7.28,27,7.28,24040
24,41,242,34,14.05,14,5.79,2,0.83,17,7.02,3,1.24,42,17.36,38,15.7,67,27.69,6,2.48,1,0.41,10,4.13,8,3.31,24041
24,42,209,39,18.66,18,8.61,3,1.44,21,10.05,3,1.44,30,14.35,23,11.0,54,25.84,2,0.96,3,1.44,7,3.35,6,2.87,24042
24,43,195,31,15.9,15,7.69,5,2.56,15,7.69,7,3.59,9,4.62,14,7.18,63,32.31,8,4.1,3,1.54,10,5.13,15,7.69,24043
24,44,101,13,12.87,6,5.94,2,1.98,10,9.9,2,1.98,6,5.94,9,8.91,31,30.69,2,1.98,1,0.99,14,13.86,5,4.95,24044
24,45,258,33,12.79,37,14.34,7,2.71,21,8.14,10,3.88,22,8.53,24,9.3,62,24.03,8,3.1,9,3.49,15,5.81,10,3.88,24045
24,46,250,40,16.0,30,12.0,5,2.0,24,9.6,3,1.2,28,11.2,21,8.4,66,26.4,6,2.4,0,0.0,17,6.8,10,4.0,24046
24,47,224,45,20.09,20,8.93,4,1.79,32,14.29,3,1.34,13,5.8,19,8.48,66,29.46,1,0.45,1,0.45,15,6.7,5,2.23,24047
24,48,56,5,8.93,12,21.43,0,0.0,2,3.57,2,3.57,7,12.5,8,14.29,11,19.64,0,0.0,1,1.79,5,8.93,3,5.36,24048
24,49,219,42,19.18,19,8.68,0,0.0,29,13.24,3,1.37,17,7.76,15,6.85,55,25.11,7,3.2,3,1.37,12,5.48,17,7.76,24049
24,50,286,43,15.03,35,12.24,8,2.8,21,7.34,3,1.05,25,8.74,36,12.59,79,27.62,2,0.7,5,1.75,19,6.64,10,3.5,24050
24,51,338,66,19.53,48,14.2,5,1.48,43,12.72,8,2.37,17,5.03,26,7.69,87,25.74,9,2.66,1,0.3,14,4.14,14,4.14,24051
24,52,252,34,13.49,34,13.49,6,2.38,19,7.54,7,2.78,25,9.92,24,9.52,63,25.0,3,1.19,4,1.59,14,5.56,19,7.54,24052
24,53,208,44,21.15,18,8.65,7,3.37,12,5.77,7,3.37,23,11.06,18,8.65,39,18.75,4,1.92,4,1.92,17,8.17,15,7.21,24053
25,1,247,74,29.96,3,1.21,10,4.05,14,5.67,12,4.86,45,18.22,9,3.64,35,14.17,11,4.45,5,2.02,5,2.02,24,9.72,25001
25,2,306,120,39.22,14,4.58,10,3.27,19,6.21,9,2.94,28,9.15,17,5.56,25,8.17,16,5.23,12,3.92,10,3.27,26,8.5,25002
25,3,181,98,54.14,7,3.87,3,1.66,9,4.97,4,2.21,11,6.08,10,5.52,7,3.87,3,1.66,13,7.18,9,4.97,7,3.87,25003
25,4,323,65,20.12,20,6.19,16,4.95,46,14.24,6,1.86,46,14.24,21,6.5,34,10.53,13,4.02,22,6.81,8,2.48,26,8.05,25004
25,5,311,85,27.33,9,2.89,21,6.75,18,5.79,25,8.04,46,14.79,15,4.82,31,9.97,12,3.86,14,4.5,5,1.61,30,9.65,25005
25,6,243,62,25.51,6,2.47,13,5.35,14,5.76,10,4.12,26,10.7,26,10.7,18,7.41,22,9.05,9,3.7,8,3.29,29,11.93,25006
25,7,212,78,36.79,6,2.83,4,1.89,24,11.32,4,1.89,29,13.68,9,4.25,21,9.91,6,2.83,11,5.19,6,2.83,14,6.6,25007
25,8,257,85,33.07,8,3.11,8,3.11,20,7.78,16,6.23,29,11.28,12,4.67,28,10.89,8,3.11,20,7.78,8,3.11,15,5.84,25008
25,9,422,149,35.31,13,3.08,28,6.64,20,4.74,31,7.35,45,10.66,12,2.84,45,10.66,26,6.16,14,3.32,13,3.08,26,6.16,25009
25,10,92,22,23.91,12,13.04,4,4.35,3,3.26,4,4.35,7,7.61,9,9.78,14,15.22,4,4.35,1,1.09,6,6.52,6,6.52,25010
25,11,352,156,44.32,14,3.98,11,3.13,20,5.68,14,3.98,34,9.66,13,3.69,32,9.09,17,4.83,12,3.41,8,2.27,21,5.97,25011
25,12,166,60,36.14,8,4.82,4,2.41,9,5.42,4,2.41,22,13.25,8,4.82,16,9.64,9,5.42,2,1.2,6,3.61,18,10.84,25012
25,13,211,82,38.86,8,3.79,16,7.58,13,6.16,8,3.79,23,10.9,12,5.69,9,4.27,11,5.21,10,4.74,8,3.79,11,5.21,25013
25,14,209,79,37.8,0,0.0,7,3.35,17,8.13,4,1.91,32,15.31,11,5.26,15,7.18,13,6.22,15,7.18,5,2.39,11,5.26,25014
25,15,235,65,27.66,12,5.11,20,8.51,21,8.94,14,5.96,26,11.06,12,5.11,16,6.81,9,3.83,12,5.11,6,2.55,22,9.36,25015
25,16,175,46,26.29,5,2.86,3,1.71,6,3.43,5,2.86,40,22.86,6,3.43,41,23.43,8,4.57,5,2.86,4,2.29,6,3.43,25016
25,17,218,72,33.03,16,7.34,9,4.13,18,8.26,7,3.21,20,9.17,10,4.59,25,11.47,6,2.75,8,3.67,12,5.5,15,6.88,25017
25,18,171,25,14.62,8,4.68,4,2.34,10,5.85,6,3.51,24,14.04,25,14.62,22,12.87,8,4.68,6,3.51,16,9.36,17,9.94,25018
25,19,276,100,36.23,12,4.35,11,3.99,24,8.7,9,3.26,24,8.7,9,3.26,23,8.33,16,5.8,13,4.71,12,4.35,23,8.33,25019
25,20,275,81,29.45,5,1.82,11,4.0,19,6.91,14,5.09,35,12.73,22,8.0,24,8.73,16,5.82,6,2.18,10,3.64,32,11.64,25020
25,21,183,58,31.69,6,3.28,6,3.28,19,10.38,7,3.83,17,9.29,21,11.48,12,6.56,8,4.37,16,8.74,6,3.28,7,3.83,25021
25,22,244,91,37.3,0,0.0,14,5.74,3,1.23,16,6.56,42,17.21,4,1.64,37,15.16,15,6.15,4,1.64,6,2.46,12,4.92,25022
25,23,208,78,37.5,17,8.17,5,2.4,15,7.21,10,4.81,17,8.17,3,1.44,14,6.73,8,3.85,13,6.25,12,5.77,16,7.69,25023
26,1,131,24,18.32,13,9.92,5,3.82,8,6.11,5,3.82,20,15.27,9,6.87,13,9.92,10,7.63,3,2.29,8,6.11,13,9.92,26001
26,2,212,45,21.23,21,9.91,9,4.25,25,11.79,8,3.77,26,12.26,14,6.6,21,9.91,8,3.77,10,4.72,11,5.19,14,6.6,26002
26,3,148,39,26.35,9,6.08,5,3.38,19,12.84,11,7.43,10,6.76,3,2.03,18,12.16,5,3.38,8,5.41,8,5.41,13,8.78,26003
26,4,304,77,25.33,19,6.25,13,4.28,73,24.01,5,1.64,35,11.51,8,2.63,13,4.28,20,6.58,7,2.3,13,4.28,21,6.91,26004
26,5,156,54,34.62,4,2.56,4,2.56,20,12.82,5,3.21,15,9.62,6,3.85,13,8.33,9,5.77,10,6.41,7,4.49,9,5.77,26005
26,6,279,50,17.92,65,23.3,12,4.3,19,6.81,12,4.3,31,11.11,17,6.09,22,7.89,14,5.02,3,1.08,8,2.87,26,9.32,26006
26,7,86,12,13.95,4,4.65,1,1.16,6,6.98,2,2.33,17,19.77,7,8.14,9,10.47,6,6.98,5,5.81,6,6.98,11,12.79,26007
26,8,261,66,25.29,13,4.98,9,3.45,14,5.36,13,4.98,44,16.86,14,5.36,21,8.05,21,8.05,11,4.21,8,3.07,27,10.34,26008
26,9,128,44,34.38,11,8.59,8,6.25,15,11.72,3,2.34,10,7.81,5,3.91,6,4.69,5,3.91,7,5.47,4,3.13,10,7.81,26009
26,10,119,30,25.21,13,10.92,5,4.2,21,17.65,4,3.36,5,4.2,8,6.72,11,9.24,4,3.36,6,5.04,5,4.2,7,5.88,26010
26,11,198,40,20.2,9,4.55,9,4.55,16,8.08,15,7.58,34,17.17,19,9.6,11,5.56,9,4.55,5,2.53,8,4.04,23,11.62,26011
26,12,159,35,22.01,13,8.18,5,3.14,30,18.87,6,3.77,16,10.06,10,6.29,8,5.03,7,4.4,6,3.77,10,6.29,13,8.18,26012
26,13,200,25,12.5,4,2.0,13,6.5,18,9.0,16,8.0,29,14.5,11,5.5,20,10.0,19,9.5,6,3.0,11,5.5,28,14.0,26013
26,14,199,64,32.16,17,8.54,2,1.01,29,14.57,10,5.03,18,9.05,9,4.52,11,5.53,5,2.51,9,4.52,8,4.02,17,8.54,26014
26,15,86,28,32.56,5,5.81,2,2.33,10,11.63,2,2.33,5,5.81,3,3.49,8,9.3,2,2.33,6,6.98,7,8.14,8,9.3,26015
26,16,103,22,21.36,8,7.77,5,4.85,9,8.74,1,0.97,15,14.56,6,5.83,22,21.36,4,3.88,0,0.0,6,5.83,5,4.85,26016
26,17,183,54,29.51,10,5.46,11,6.01,15,8.2,9,4.92,19,10.38,12,6.56,17,9.29,12,6.56,3,1.64,6,3.28,15,8.2,26017
26,18,190,61,32.11,13,6.84,7,3.68,22,11.58,8,4.21,16,8.42,8,4.21,16,8.42,12,6.32,6,3.16,6,3.16,15,7.89,26018
26,19,245,49,20.0,11,4.49,11,4.49,24,9.8,14,5.71,24,9.8,17,6.94,18,7.35,27,11.02,7,2.86,12,4.9,31,12.65,26019
26,20,165,48,29.09,7,4.24,9,5.45,19,11.52,3,1.82,32,19.39,8,4.85,9,5.45,5,3.03,5,3.03,9,5.45,11,6.67,26020
26,21,255,63,24.71,14,5.49,10,3.92,48,18.82,10,3.92,28,10.98,12,4.71,19,7.45,11,4.31,11,4.31,9,3.53,20,7.84,26021
26,22,188,48,25.53,16,8.51,8,4.26,29,15.43,6,3.19,23,12.23,6,3.19,9,4.79,10,5.32,8,4.26,7,3.72,18,9.57,26022
26,23,279,76,27.24,14,5.02,12,4.3,28,10.04,13,4.66,33,11.83,13,4.66,18,6.45,14,5.02,15,5.38,12,4.3,31,11.11,26023
26,24,311,59,18.97,14,4.5,18,5.79,31,9.97,18,5.79,42,13.5,18,5.79,26,8.36,19,6.11,16,5.14,11,3.54,39,12.54,26024
26,25,219,40,18.26,13,5.94,19,8.68,12,5.48,13,5.94,29,13.24,17,7.76,15,6.85,21,9.59,4,1.83,14,6.39,22,10.05,26025
26,26,136,51,37.5,8,5.88,7,5.15,15,11.03,5,3.68,13,9.56,6,4.41,3,2.21,8,5.88,3,2.21,4,2.94,13,9.56,26026
26,27,146,40,27.4,10,6.85,5,3.42,14,9.59,8,5.48,21,14.38,8,5.48,15,10.27,11,7.53,2,1.37,7,4.79,5,3.42,26027
26,28,247,57,23.08,15,6.07,13,5.26,24,9.72,14,5.67,27,10.93,14,5.67,23,9.31,18,7.29,4,1.62,14,5.67,24,9.72,26028
26,29,160,50,31.25,9,5.63,2,1.25,17,10.63,2,1.25,23,14.38,8,5.0,16,10.0,4,2.5,5,3.13,10,6.25,14,8.75,26029
26,30,198,28,14.14,16,8.08,11,5.56,10,5.05,8,4.04,40,20.2,17,8.59,26,13.13,6,3.03,2,1.01,13,6.57,21,10.61,26030
26,31,76,15,19.74,4,5.26,9,11.84,7,9.21,9,11.84,9,11.84,2,2.63,1,1.32,11,14.47,1,1.32,1,1.32,7,9.21,26031
26,32,133,29,21.8,5,3.76,8,6.02,18,13.53,4,3.01,22,16.54,8,6.02,8,6.02,7,5.26,11,8.27,6,4.51,7,5.26,26032
26,33,270,56,20.74,12,4.44,13,4.81,26,9.63,20,7.41,31,11.48,17,6.3,17,6.3,25,9.26,13,4.81,9,3.33,31,11.48,26033
26,34,191,38,19.9,9,4.71,15,7.85,11,5.76,8,4.19,28,14.66,16,8.38,13,6.81,13,6.81,7,3.66,10,5.24,23,12.04,26034
26,35,164,52,31.71,10,6.1,1,0.61,17,10.37,6,3.66,18,10.98,5,3.05,10,6.1,9,5.49,9,5.49,9,5.49,18,10.98,26035
26,36,270,75,27.78,16,5.93,12,4.44,27,10.0,10,3.7,32,11.85,15,5.56,18,6.67,14,5.19,17,6.3,10,3.7,24,8.89,26036
26,37,176,28,15.91,7,3.98,13,7.39,13,7.39,9,5.11,30,17.05,15,8.52,14,7.95,12,6.82,4,2.27,9,5.11,22,12.5,26037
27,1,340,19,5.59,22,6.47,14,4.12,13,3.82,16,4.71,58,17.06,55,16.18,56,16.47,21,6.18,9,2.65,21,6.18,36,10.59,27001
27,2,182,20,10.99,19,10.44,2,1.1,7,3.85,8,4.4,28,15.38,30,16.48,40,21.98,7,3.85,3,1.65,10,5.49,8,4.4,27002
27,3,204,16,7.84,27,13.24,2,0.98,2,0.98,7,3.43,33,16.18,38,18.63,49,24.02,1,0.49,4,1.96,10,4.9,15,7.35,27003
27,4,136,27,19.85,16,11.76,6,4.41,11,8.09,5,3.68,14,10.29,15,11.03,18,13.24,3,2.21,7,5.15,6,4.41,8,5.88,27004
27,5,157,20,12.74,13,8.28,8,5.1,9,5.73,6,3.82,27,17.2,16,10.19,25,15.92,8,5.1,2,1.27,9,5.73,14,8.92,27005
27,6,145,6,4.14,15,10.34,2,1.38,4,2.76,3,2.07,34,23.45,29,20.0,31,21.38,5,3.45,2,1.38,7,4.83,7,4.83,27006
27,7,170,19,11.18,21,12.35,3,1.76,4,2.35,7,4.12,29,17.06,25,14.71,31,18.24,6,3.53,9,5.29,8,4.71,8,4.71,27007
27,8,114,14,12.28,21,18.42,2,1.75,4,3.51,3,2.63,16,14.04,12,10.53,21,18.42,3,2.63,0,0.0,12,10.53,6,5.26,27008
27,9,345,23,6.67,17,4.93,5,1.45,2,0.58,8,2.32,128,37.1,56,16.23,60,17.39,6,1.74,5,1.45,15,4.35,20,5.8,27009
27,10,446,43,9.64,42,9.42,3,0.67,12,2.69,13,2.91,78,17.49,90,20.18,96,21.52,14,3.14,7,1.57,25,5.61,23,5.16,27010
27,11,126,13,10.32,15,11.9,2,1.59,4,3.17,6,4.76,19,15.08,19,15.08,21,16.67,14,11.11,2,1.59,4,3.17,7,5.56,27011
27,12,201,8,3.98,9,4.48,2,1.0,1,0.5,3,1.49,46,22.89,44,21.89,67,33.33,4,1.99,5,2.49,6,2.99,6,2.99,27012
27,13,520,37,7.12,27,5.19,19,3.65,19,3.65,10,1.92,101,19.42,90,17.31,110,21.15,37,7.12,7,1.35,18,3.46,45,8.65,27013
27,14,164,19,11.59,17,10.37,6,3.66,1,0.61,2,1.22,35,21.34,30,18.29,34,20.73,4,2.44,1,0.61,10,6.1,5,3.05,27014
27,15,200,30,15.0,11,5.5,3,1.5,12,6.0,6,3.0,27,13.5,29,14.5,41,20.5,10,5.0,11,5.5,6,3.0,14,7.0,27015
27,16,126,11,8.73,5,3.97,1,0.79,1,0.79,3,2.38,29,23.02,25,19.84,22,17.46,7,5.56,4,3.17,5,3.97,13,10.32,27016
27,17,290,40,13.79,30,10.34,13,4.48,9,3.1,10,3.45,36,12.41,31,10.69,48,16.55,10,3.45,11,3.79,24,8.28,28,9.66,27017
27,18,108,14,12.96,3,2.78,5,4.63,11,10.19,8,7.41,16,14.81,17,15.74,16,14.81,5,4.63,4,3.7,3,2.78,6,5.56,27018
27,19,222,15,6.76,26,11.71,4,1.8,5,2.25,4,1.8,39,17.57,39,17.57,46,20.72,10,4.5,4,1.8,17,7.66,13,5.86,27019
27,20,471,33,7.01,25,5.31,15,3.18,6,1.27,17,3.61,130,27.6,94,19.96,104,22.08,19,4.03,6,1.27,14,2.97,8,1.7,27020
27,21,111,7,6.31,9,8.11,5,4.5,2,1.8,3,2.7,23,20.72,25,22.52,23,20.72,4,3.6,2,1.8,5,4.5,3,2.7,27021
27,22,232,19,8.19,15,6.47,5,2.16,4,1.72,2,0.86,45,19.4,51,21.98,54,23.28,10,4.31,3,1.29,12,5.17,12,5.17,27022
27,23,74,7,9.46,11,14.86,2,2.7,3,4.05,1,1.35,9,12.16,12,16.22,14,18.92,2,2.7,1,1.35,5,6.76,7,9.46,27023
27,24,163,19,11.66,11,6.75,2,1.23,2,1.23,2,1.23,29,17.79,32,19.63,41,25.15,6,3.68,5,3.07,5,3.07,9,5.52,27024
27,25,130,10,7.69,12,9.23,4,3.08,1,0.77,4,3.08,25,19.23,23,17.69,28,21.54,2,1.54,2,1.54,8,6.15,11,8.46,27025
27,26,389,39,10.03,58,14.91,10,2.57,12,3.08,10,2.57,42,10.8,48,12.34,83,21.34,18,4.63,7,1.8,28,7.2,34,8.74,27026
27,27,103,14,13.59,11,10.68,2,1.94,4,3.88,3,2.91,14,13.59,10,9.71,29,28.16,5,4.85,1,0.97,6,5.83,4,3.88,27027
27,28,245,21,8.57,22,8.98,6,2.45,10,4.08,4,1.63,50,20.41,36,14.69,48,19.59,13,5.31,5,2.04,13,5.31,17,6.94,27028
27,29,186,14,7.53,17,9.14,1,0.54,7,3.76,3,1.61,36,19.35,34,18.28,45,24.19,8,4.3,5,2.69,9,4.84,7,3.76,27029
27,30,149,11,7.38,3,2.01,8,5.37,44,29.53,6,4.03,23,15.44,13,8.72,18,12.08,4,2.68,4,2.68,4,2.68,11,7.38,27030
27,31,243,20,8.23,21,8.64,6,2.47,3,1.23,4,1.65,55,22.63,48,19.75,55,22.63,3,1.23,3,1.23,15,6.17,10,4.12,27031
27,32,171,25,14.62,4,2.34,7,4.09,60,35.09,2,1.17,14,8.19,9,5.26,9,5.26,9,5.26,10,5.85,9,5.26,13,7.6,27032
27,33,270,15,5.56,16,5.93,6,2.22,4,1.48,3,1.11,51,18.89,56,20.74,70,25.93,9,3.33,10,3.7,10,3.7,20,7.41,27033
27,34,230,17,7.39,15,6.52,4,1.74,5,2.17,7,3.04,49,21.3,54,23.48,53,23.04,4,1.74,4,1.74,9,3.91,9,3.91,27034
27,35,390,36,9.23,9,2.31,7,1.79,38,9.74,10,2.56,86,22.05,74,18.97,76,19.49,19,4.87,11,2.82,9,2.31,15,3.85,27035
27,36,271,24,8.86,35,12.92,7,2.58,10,3.69,2,0.74,43,15.87,30,11.07,61,22.51,14,5.17,3,1.11,23,8.49,19,7.01,27036
27,37,201,19,9.45,12,5.97,9,4.48,6,2.99,9,4.48,30,14.93,25,12.44,35,17.41,12,5.97,4,1.99,17,8.46,23,11.44,27037
27,38,209,19,9.09,13,6.22,9,4.31,4,1.91,4,1.91,39,18.66,29,13.88,30,14.35,11,5.26,9,4.31,15,7.18,27,12.92,27038
27,39,174,5,2.87,14,8.05,4,2.3,3,1.72,2,1.15,40,22.99,42,24.14,41,23.56,6,3.45,3,1.72,7,4.02,7,4.02,27039
27,40,201,10,4.98,11,5.47,2,1.0,4,1.99,9,4.48,47,23.38,43,21.39,50,24.88,4,1.99,3,1.49,12,5.97,6,2.99,27040
27,41,141,16,11.35,2,1.42,8,5.67,45,31.91,5,3.55,12,8.51,7,4.96,8,5.67,10,7.09,8,5.67,6,4.26,14,9.93,27041
27,42,115,12,10.43,3,2.61,1,0.87,6,5.22,0,0.0,22,19.13,19,16.52,20,17.39,7,6.09,7,6.09,6,5.22,12,10.43,27042
27,43,150,10,6.67,13,8.67,4,2.67,6,4.0,4,2.67,30,20.0,29,19.33,35,23.33,2,1.33,3,2.0,8,5.33,6,4.0,27043
27,44,307,28,9.12,37,12.05,10,3.26,9,2.93,8,2.61,45,14.66,43,14.01,73,23.78,4,1.3,8,2.61,19,6.19,23,7.49,27044
27,45,279,18,6.45,18,6.45,6,2.15,4,1.43,8,2.87,68,24.37,58,20.79,67,24.01,8,2.87,3,1.08,8,2.87,13,4.66,27045
27,46,312,5,1.6,15,4.81,1,0.32,2,0.64,4,1.28,86,27.56,84,26.92,93,29.81,2,0.64,2,0.64,11,3.53,7,2.24,27046
27,47,164,7,4.27,13,7.93,4,2.44,5,3.05,5,3.05,38,23.17,35,21.34,36,21.95,2,1.22,2,1.22,9,5.49,8,4.88,27047
27,48,223,23,10.31,32,14.35,6,2.69,1,0.45,5,2.24,35,15.7,27,12.11,46,20.63,4,1.79,0,0.0,23,10.31,21,9.42,27048
27,49,142,12,8.45,19,13.38,4,2.82,3,2.11,2,1.41,16,11.27,17,11.97,35,24.65,8,5.63,3,2.11,13,9.15,10,7.04,27049
27,50,167,18,10.78,10,5.99,9,5.39,8,4.79,7,4.19,27,16.17,24,14.37,20,11.98,13,7.78,6,3.59,4,2.4,21,12.57,27050
27,51,149,5,3.36,10,6.71,0,0.0,3,2.01,4,2.68,38,25.5,33,22.15,38,25.5,8,5.37,3,2.01,3,2.01,4,2.68,27051
