ward,precinct,total,MATTHEW WILLIAM BEAUDET,MATTHEW WILLIAM BEAUDET Percent,COLLEEN F. SHEEHAN,COLLEEN F. SHEEHAN Percent,precinct_id
26,34,65,19,29.23,46,70.77,26034
26,35,66,24,36.36,42,63.64,26035
26,36,87,33,37.93,54,62.07,26036
26,37,64,14,21.88,50,78.13,26037
27,1,130,31,23.85,99,76.15,27001
27,2,57,25,43.86,32,56.14,27002
27,3,65,16,24.62,49,75.38,27003
27,4,54,18,33.33,36,66.67,27004
27,5,56,22,39.29,34,60.71,27005
27,6,45,8,17.78,37,82.22,27006
27,7,69,22,31.88,47,68.12,27007
27,8,45,19,42.22,26,57.78,27008
27,9,93,25,26.88,68,73.12,27009
27,10,151,30,19.87,121,80.13,27010
27,11,51,17,33.33,34,66.67,27011
27,12,46,9,19.57,37,80.43,27012
27,13,190,42,22.11,148,77.89,27013
27,14,54,8,14.81,46,85.19,27014
27,15,61,17,27.87,44,72.13,27015
27,16,46,7,15.22,39,84.78,27016
27,17,99,34,34.34,65,65.66,27017
27,18,38,10,26.32,28,73.68,27018
27,19,77,27,35.06,50,64.94,27019
27,20,145,26,17.93,119,82.07,27020
27,21,38,10,26.32,28,73.68,27021
27,22,74,27,36.49,47,63.51,27022
27,23,30,16,53.33,14,46.67,27023
27,24,50,12,24.0,38,76.0,27024
27,25,41,4,9.76,37,90.24,27025
27,26,157,71,45.22,86,54.78,27026
27,27,48,18,37.5,30,62.5,27027
27,28,82,20,24.39,62,75.61,27028
27,29,55,14,25.45,41,74.55,27029
27,30,49,7,14.29,42,85.71,27030
27,31,81,24,29.63,57,70.37,27031
27,32,61,16,26.23,45,73.77,27032
27,33,100,25,25.0,75,75.0,27033
27,34,68,17,25.0,51,75.0,27034
27,35,94,22,23.4,72,76.6,27035
27,36,101,36,35.64,65,64.36,27036
27,37,69,19,27.54,50,72.46,27037
27,38,77,15,19.48,62,80.52,27038
27,39,57,9,15.79,48,84.21,27039
27,40,59,8,13.56,51,86.44,27040
27,41,44,5,11.36,39,88.64,27041
27,42,35,9,25.71,26,74.29,27042
27,43,57,13,22.81,44,77.19,27043
27,44,111,43,38.74,68,61.26,27044
27,45,104,27,25.96,77,74.04,27045
27,46,113,19,16.81,94,83.19,27046
27,47,56,14,25.0,42,75.0,27047
27,48,89,30,33.71,59,66.29,27048
27,49,65,18,27.69,47,72.31,27049
27,50,68,15,22.06,53,77.94,27050
27,51,49,6,12.24,43,87.76,27051
27,52,19,4,21.05,15,78.95,27052
27,53,102,18,17.65,84,82.35,27053
27,54,38,6,15.79,32,84.21,27054
27,55,30,2,6.67,28,93.33,27055
28,1,95,32,33.68,63,66.32,28001
28,2,45,15,33.33,30,66.67,28002
28,3,78,29,37.18,49,62.82,28003
28,4,120,23,19.17,97,80.83,28004
28,5,77,31,40.26,46,59.74,28005
28,6,72,22,30.56,50,69.44,28006
28,7,90,33,36.67,57,63.33,28007
28,8,45,10,22.22,35,77.78,28008
28,9,66,19,28.79,47,71.21,28009
28,10,74,27,36.49,47,63.51,28010
28,11,56,15,26.79,41,73.21,28011
28,12,86,17,19.77,69,80.23,28012
28,13,56,13,23.21,43,76.79,28013
28,14,26,9,34.62,17,65.38,28014
28,15,41,14,34.15,27,65.85,28015
28,16,64,24,37.5,40,62.5,28016
28,17,47,15,31.91,32,68.09,28017
28,18,83,34,40.96,49,59.04,28018
28,19,67,17,25.37,50,74.63,28019
28,20,74,28,37.84,46,62.16,28020
28,21,57,17,29.82,40,70.18,28021
28,22,55,18,32.73,37,67.27,28022
28,23,80,17,21.25,63,78.75,28023
28,24,30,5,16.67,25,83.33,28024
28,25,38,14,36.84,24,63.16,28025
28,26,76,23,30.26,53,69.74,28026
28,27,50,23,46.0,27,54.0,28027
28,28,70,25,35.71,45,64.29,28028
28,29,82,31,37.8,51,62.2,28029
28,30,35,9,25.71,26,74.29,28030
28,31,72,18,25.0,54,75.0,28031
28,32,81,17,20.99,64,79.01,28032
28,33,55,17,30.91,38,69.09,28033
28,34,70,17,24.29,53,75.71,28034
28,35,66,19,28.79,47,71.21,28035
28,36,62,18,29.03,44,70.97,28036
28,37,62,23,37.1,39,62.9,28037
28,38,58,19,32.76,39,67.24,28038
28,39,27,12,44.44,15,55.56,28039
28,40,95,19,20.0,76,80.0,28040
28,41,30,7,23.33,23,76.67,28041
28,42,57,21,36.84,36,63.16,28042
28,43,44,9,20.45,35,79.55,28043
28,44,41,19,46.34,22,53.66,28044
28,45,48,15,31.25,33,68.75,28045
28,46,49,16,32.65,33,67.35,28046
28,47,95,22,23.16,73,76.84,28047
28,48,16,4,25.0,12,75.0,28048
28,49,65,20,30.77,45,69.23,28049
28,50,39,8,20.51,31,79.49,28050
28,51,69,17,24.64,52,75.36,28051
28,52,63,15,23.81,48,76.19,28052
28,53,34,16,47.06,18,52.94,28053
28,54,47,18,38.3,29,61.7,28054
28,55,37,14,37.84,23,62.16,28055
28,56,57,20,35.09,37,64.91,28056
28,57,64,17,26.56,47,73.44,28057
28,58,40,8,20.0,32,80.0,28058
28,59,45,13,28.89,32,71.11,28059
28,60,42,6,14.29,36,85.71,28060
28,61,40,12,30.0,28,70.0,28061
29,1,113,23,20.35,90,79.65,29001
29,2,64,22,34.38,42,65.63,29002
29,3,122,23,18.85,99,81.15,29003
29,4,127,21,16.54,106,83.46,29004
29,5,123,40,32.52,83,67.48,29005
29,6,33,14,42.42,19,57.58,29006
29,7,84,24,28.57,60,71.43,29007
29,8,114,26,22.81,88,77.19,29008
29,9,115,48,41.74,67,58.26,29009
29,10,88,18,20.45,70,79.55,29010
29,11,104,19,18.27,85,81.73,29011
29,12,83,28,33.73,55,66.27,29012
29,13,139,33,23.74,106,76.26,29013
29,14,117,30,25.64,87,74.36,29014
29,15,156,25,16.03,131,83.97,29015
29,16,92,25,27.17,67,72.83,29016
29,17,102,30,29.41,72,70.59,29017
29,18,95,23,24.21,72,75.79,29018
29,19,111,20,18.02,91,81.98,29019
29,20,133,34,25.56,99,74.44,29020
29,21,98,29,29.59,69,70.41,29021
29,22,65,14,21.54,51,78.46,29022
29,23,83,25,30.12,58,69.88,29023
29,24,131,35,26.72,96,73.28,29024
29,25,140,34,24.29,106,75.71,29025
29,26,98,28,28.57,70,71.43,29026
29,27,75,18,24.0,57,76.0,29027
29,28,93,32,34.41,61,65.59,29028
29,29,126,33,26.19,93,73.81,29029
29,30,88,19,21.59,69,78.41,29030
29,31,125,27,21.6,98,78.4,29031
29,32,115,28,24.35,87,75.65,29032
29,33,105,31,29.52,74,70.48,29033
29,34,77,10,12.99,67,87.01,29034
29,35,87,25,28.74,62,71.26,29035
29,36,152,34,22.37,118,77.63,29036
29,37,126,28,22.22,98,77.78,29037
29,38,137,39,28.47,98,71.53,29038
29,39,67,30,44.78,37,55.22,29039
29,40,174,39,22.41,135,77.59,29040
29,41,150,36,24.0,114,76.0,29041
29,42,77,17,22.08,60,77.92,29042
29,43,172,36,20.93,136,79.07,29043
29,44,107,27,25.23,80,74.77,29044
29,45,126,36,28.57,90,71.43,29045
29,46,81,26,32.1,55,67.9,29046
29,47,153,38,24.84,115,75.16,29047
29,48,32,12,37.5,20,62.5,29048
29,49,173,34,19.65,139,80.35,29049
29,50,133,24,18.05,109,81.95,29050
29,51,116,32,27.59,84,72.41,29051
29,52,102,34,33.33,68,66.67,29052
29,53,80,21,26.25,59,73.75,29053
29,54,92,23,25.0,69,75.0,29054
29,55,25,10,40.0,15,60.0,29055
29,56,86,18,20.93,68,79.07,29056
30,1,138,19,13.77,119,86.23,30001
30,2,95,29,30.53,66,69.47,30002
30,3,115,23,20.0,92,80.0,30003
30,4,136,36,26.47,100,73.53,30004
30,5,68,11,16.18,57,83.82,30005
30,6,94,16,17.02,78,82.98,30006
30,7,95,16,16.84,79,83.16,30007
30,8,99,22,22.22,77,77.78,30008
30,9,169,43,25.44,126,74.56,30009
30,10,102,28,27.45,74,72.55,30010
30,11,84,18,21.43,66,78.57,30011
30,12,88,28,31.82,60,68.18,30012
30,13,63,19,30.16,44,69.84,30013
30,14,76,22,28.95,54,71.05,30014
30,15,111,22,19.82,89,80.18,30015
30,16,63,16,25.4,47,74.6,30016
30,17,63,25,39.68,38,60.32,30017
30,18,96,27,28.13,69,71.88,30018
30,19,94,20,21.28,74,78.72,30019
30,20,50,14,28.0,36,72.0,30020
30,21,20,10,50.0,10,50.0,30021
30,22,103,15,14.56,88,85.44,30022
30,23,45,11,24.44,34,75.56,30023
30,24,39,13,33.33,26,66.67,30024
30,25,91,33,36.26,58,63.74,30025
30,26,102,29,28.43,73,71.57,30026
30,27,96,25,26.04,71,73.96,30027
30,28,76,19,25.0,57,75.0,30028
30,29,113,22,19.47,91,80.53,30029
30,30,89,18,20.22,71,79.78,30030
30,31,78,21,26.92,57,73.08,30031
30,32,89,23,25.84,66,74.16,30032
30,33,55,15,27.27,40,72.73,30033
30,34,170,36,21.18,134,78.82,30034
30,35,64,18,28.13,46,71.88,30035
30,36,60,14,23.33,46,76.67,30036
30,37,79,17,21.52,62,78.48,30037
30,38,99,23,23.23,76,76.77,30038
30,39,104,36,34.62,68,65.38,30039
30,40,76,17,22.37,59,77.63,30040
30,41,35,5,14.29,30,85.71,30041
30,42,100,26,26.0,74,74.0,30042
30,43,65,16,24.62,49,75.38,30043
30,44,132,68,51.52,64,48.48,30044
30,45,64,16,25.0,48,75.0,30045
31,1,47,21,44.68,26,55.32,31001
31,2,44,13,29.55,31,70.45,31002
31,3,48,16,33.33,32,66.67,31003
31,4,74,24,32.43,50,67.57,31004
31,5,38,12,31.58,26,68.42,31005
31,6,24,8,33.33,16,66.67,31006
31,7,55,19,34.55,36,65.45,31007
31,8,26,10,38.46,16,61.54,31008
31,9,52,25,48.08,27,51.92,31009
31,10,49,19,38.78,30,61.22,31010
31,11,32,8,25.0,24,75.0,31011
31,12,51,16,31.37,35,68.63,31012
31,13,43,15,34.88,28,65.12,31013
31,14,45,14,31.11,31,68.89,31014
31,15,59,25,42.37,34,57.63,31015
31,16,51,16,31.37,35,68.63,31016
31,17,35,12,34.29,23,65.71,31017
31,18,14,4,28.57,10,71.43,31018
31,19,10,5,50.0,5,50.0,31019
31,20,40,15,37.5,25,62.5,31020
31,21,43,17,39.53,26,60.47,31021
31,22,49,18,36.73,31,63.27,31022
31,23,57,13,22.81,44,77.19,31023
31,24,71,25,35.21,46,64.79,31024
31,25,38,21,55.26,17,44.74,31025
31,26,42,14,33.33,28,66.67,31026
31,27,26,5,19.23,21,80.77,31027
31,28,41,10,24.39,31,75.61,31028
31,29,27,13,48.15,14,51.85,31029
31,30,41,14,34.15,27,65.85,31030
31,31,80,23,28.75,57,71.25,31031
31,32,49,15,30.61,34,69.39,31032
31,33,73,19,26.03,54,73.97,31033
31,34,48,18,37.5,30,62.5,31034
31,35,38,18,47.37,20,52.63,31035
31,36,72,23,31.94,49,68.06,31036
31,37,54,26,48.15,28,51.85,31037
31,38,47,16,34.04,31,65.96,31038
31,39,18,5,27.78,13,72.22,31039
31,40,44,14,31.82,30,68.18,31040
31,41,35,17,48.57,18,51.43,31041
31,42,25,10,40.0,15,60.0,31042
31,43,36,12,33.33,24,66.67,31043
31,44,41,13,31.71,28,68.29,31044
31,45,46,20,43.48,26,56.52,31045
32,1,74,14,18.92,60,81.08,32001
32,2,77,20,25.97,57,74.03,32002
32,3,79,15,18.99,64,81.01,32003
32,4,118,24,20.34,94,79.66,32004
32,5,65,14,21.54,51,78.46,32005
32,6,91,23,25.27,68,74.73,32006
32,7,41,3,7.32,38,92.68,32007
32,8,58,17,29.31,41,70.69,32008
32,9,109,20,18.35,89,81.65,32009
32,10,34,11,32.35,23,67.65,32010
32,11,105,28,26.67,77,73.33,32011
32,12,59,10,16.95,49,83.05,32012
32,13,50,6,12.0,44,88.0,32013
32,14,46,10,21.74,36,78.26,32014
32,15,53,6,11.32,47,88.68,32015
32,16,86,10,11.63,76,88.37,32016
32,17,68,11,16.18,57,83.82,32017
32,18,51,14,27.45,37,72.55,32018
32,19,147,19,12.93,128,87.07,32019
32,20,54,4,7.41,50,92.59,32020
32,21,85,17,20.0,68,80.0,32021
32,22,78,9,11.54,69,88.46,32022
32,23,68,22,32.35,46,67.65,32023
32,24,81,13,16.05,68,83.95,32024
32,25,74,13,17.57,61,82.43,32025
32,26,90,19,21.11,71,78.89,32026
32,27,47,6,12.77,41,87.23,32027
32,28,48,9,18.75,39,81.25,32028
32,29,91,15,16.48,76,83.52,32029
32,30,78,22,28.21,56,71.79,32030
32,31,74,13,17.57,61,82.43,32031
32,32,56,8,14.29,48,85.71,32032
32,33,89,13,14.61,76,85.39,32033
32,34,81,19,23.46,62,76.54,32034
32,35,106,23,21.7,83,78.3,32035
32,36,103,19,18.45,84,81.55,32036
32,37,57,19,33.33,38,66.67,32037
32,38,97,21,21.65,76,78.35,32038
32,39,69,14,20.29,55,79.71,32039
32,40,58,12,20.69,46,79.31,32040
32,41,86,21,24.42,65,75.58,32041
32,42,106,21,19.81,85,80.19,32042
32,43,48,6,12.5,42,87.5,32043
32,44,69,12,17.39,57,82.61,32044
32,45,110,22,20.0,88,80.0,32045
32,46,12,3,25.0,9,75.0,32046
32,47,44,8,18.18,36,81.82,32047
32,48,55,13,23.64,42,76.36,32048
33,1,115,21,18.26,94,81.74,33001
33,2,230,24,10.43,206,89.57,33002
33,3,83,12,14.46,71,85.54,33003
33,4,174,32,18.39,142,81.61,33004
33,5,69,14,20.29,55,79.71,33005
33,6,129,21,16.28,108,83.72,33006
33,7,171,22,12.87,149,87.13,33007
33,8,107,21,19.63,86,80.37,33008
33,9,110,24,21.82,86,78.18,33009
33,10,145,16,11.03,129,88.97,33010
33,11,115,16,13.91,99,86.09,33011
33,12,128,24,18.75,104,81.25,33012
33,13,156,23,14.74,133,85.26,33013
33,14,91,20,21.98,71,78.02,33014
33,15,24,7,29.17,17,70.83,33015
33,16,121,24,19.83,97,80.17,33016
33,17,122,22,18.03,100,81.97,33017
33,18,55,10,18.18,45,81.82,33018
33,19,94,20,21.28,74,78.72,33019
33,20,104,25,24.04,79,75.96,33020
33,21,115,22,19.13,93,80.87,33021
33,22,236,28,11.86,208,88.14,33022
33,23,184,28,15.22,156,84.78,33023
33,24,150,11,7.33,139,92.67,33024
33,25,258,1,0.39,257,99.61,33025
33,26,109,23,21.1,86,78.9,33026
33,27,251,15,5.98,236,94.02,33027
33,28,104,15,14.42,89,85.58,33028
33,29,140,35,25.0,105,75.0,33029
33,30,115,21,18.26,94,81.74,33030
33,31,114,29,25.44,85,74.56,33031
33,32,25,9,36.0,16,64.0,33032
33,33,104,14,13.46,90,86.54,33033
33,34,110,28,25.45,82,74.55,33034
33,35,143,18,12.59,125,87.41,33035
33,36,166,18,10.84,148,89.16,33036
33,37,86,25,29.07,61,70.93,33037
33,38,39,10,25.64,29,74.36,33038
34,1,186,57,30.65,129,69.35,34001
34,2,157,26,16.56,131,83.44,34002
34,3,95,32,33.68,63,66.32,34003
34,4,128,28,21.88,100,78.13,34004
34,5,57,18,31.58,39,68.42,34005
34,6,123,26,21.14,97,78.86,34006
34,7,169,49,28.99,120,71.01,34007
34,8,148,52,35.14,96,64.86,34008
34,9,92,25,27.17,67,72.83,34009
34,10,164,44,26.83,120,73.17,34010
34,11,91,25,27.47,66,72.53,34011
34,12,135,44,32.59,91,67.41,34012
34,13,75,21,28.0,54,72.0,34013
34,14,72,21,29.17,51,70.83,34014
34,15,73,8,10.96,65,89.04,34015
34,16,84,26,30.95,58,69.05,34016
34,17,125,35,28.0,90,72.0,34017
34,18,98,21,21.43,77,78.57,34018
34,19,120,35,29.17,85,70.83,34019
34,20,162,26,16.05,136,83.95,34020
34,21,161,47,29.19,114,70.81,34021
34,22,168,47,27.98,121,72.02,34022
34,23,94,18,19.15,76,80.85,34023
34,24,114,35,30.7,79,69.3,34024
34,25,84,23,27.38,61,72.62,34025
34,26,90,19,21.11,71,78.89,34026
34,27,91,22,24.18,69,75.82,34027
34,28,71,12,16.9,59,83.1,34028
34,29,139,33,23.74,106,76.26,34029
34,30,152,61,40.13,91,59.87,34030
34,31,82,33,40.24,49,59.76,34031
34,32,135,37,27.41,98,72.59,34032
34,33,102,29,28.43,73,71.57,34033
34,34,139,41,29.5,98,70.5,34034
34,35,147,49,33.33,98,66.67,34035
34,36,151,42,27.81,109,72.19,34036
34,37,65,15,23.08,50,76.92,34037
34,38,92,18,19.57,74,80.43,34038
34,39,83,26,31.33,57,68.67,34039
34,40,145,42,28.97,103,71.03,34040
34,41,109,39,35.78,70,64.22,34041
34,42,163,46,28.22,117,71.78,34042
34,43,143,29,20.28,114,79.72,34043
34,44,172,36,20.93,136,79.07,34044
34,45,144,39,27.08,105,72.92,34045
34,46,100,28,28.0,72,72.0,34046
34,47,59,11,18.64,48,81.36,34047
34,48,137,42,30.66,95,69.34,34048
34,49,152,41,26.97,111,73.03,34049
34,50,107,35,32.71,72,67.29,34050
34,51,157,63,40.13,94,59.87,34051
34,52,87,21,24.14,66,75.86,34052
34,53,76,18,23.68,58,76.32,34053
34,54,99,30,30.3,69,69.7,34054
34,55,114,34,29.82,80,70.18,34055
34,56,91,19,20.88,72,79.12,34056
34,57,57,24,42.11,33,57.89,34057
34,58,94,17,18.09,77,81.91,34058
34,59,122,18,14.75,104,85.25,34059
34,60,107,41,38.32,66,61.68,34060
34,61,105,28,26.67,77,73.33,34061
35,1,77,15,19.48,62,80.52,35001
35,2,90,28,31.11,62,68.89,35002
35,3,63,26,41.27,37,58.73,35003
35,4,53,16,30.19,37,69.81,35004
35,5,89,26,29.21,63,70.79,35005
35,6,118,30,25.42,88,74.58,35006
35,7,104,20,19.23,84,80.77,35007
35,8,44,6,13.64,38,86.36,35008
35,9,119,41,34.45,78,65.55,35009
35,10,99,30,30.3,69,69.7,35010
35,11,80,18,22.5,62,77.5,35011
35,12,81,32,39.51,49,60.49,35012
35,13,118,30,25.42,88,74.58,35013
35,14,103,30,29.13,73,70.87,35014
35,15,109,30,27.52,79,72.48,35015
35,16,98,31,31.63,67,68.37,35016
35,17,69,24,34.78,45,65.22,35017
35,18,103,22,21.36,81,78.64,35018
35,19,100,23,23.0,77,77.0,35019
35,20,48,18,37.5,30,62.5,35020
35,21,125,29,23.2,96,76.8,35021
35,22,51,20,39.22,31,60.78,35022
35,23,79,18,22.78,61,77.22,35023
35,24,80,26,32.5,54,67.5,35024
35,25,77,17,22.08,60,77.92,35025
35,26,57,16,28.07,41,71.93,35026
35,27,157,32,20.38,125,79.62,35027
35,28,71,26,36.62,45,63.38,35028
35,29,96,28,29.17,68,70.83,35029
35,30,172,52,30.23,120,69.77,35030
35,31,128,37,28.91,91,71.09,35031
35,32,62,21,33.87,41,66.13,35032
35,33,57,22,38.6,35,61.4,35033
35,34,91,22,24.18,69,75.82,35034
35,35,60,18,30.0,42,70.0,35035
36,1,104,21,20.19,83,79.81,36001
36,2,65,18,27.69,47,72.31,36002
36,3,134,12,8.96,122,91.04,36003
36,4,37,6,16.22,31,83.78,36004
36,5,87,13,14.94,74,85.06,36005
36,6,78,12,15.38,66,84.62,36006
36,7,103,22,21.36,81,78.64,36007
36,8,155,29,18.71,126,81.29,36008
36,9,140,21,15.0,119,85.0,36009
36,10,85,19,22.35,66,77.65,36010
36,11,161,29,18.01,132,81.99,36011
36,12,108,13,12.04,95,87.96,36012
36,13,262,19,7.25,243,92.75,36013
36,14,175,29,16.57,146,83.43,36014
36,15,112,20,17.86,92,82.14,36015
36,16,114,24,21.05,90,78.95,36016
36,17,93,19,20.43,74,79.57,36017
36,18,109,32,29.36,77,70.64,36018
36,19,215,25,11.63,190,88.37,36019
36,20,142,26,18.31,116,81.69,36020
36,21,116,23,19.83,93,80.17,36021
36,22,174,46,26.44,128,73.56,36022
36,23,52,12,23.08,40,76.92,36023
36,24,100,17,17.0,83,83.0,36024
36,25,102,14,13.73,88,86.27,36025
36,26,187,36,19.25,151,80.75,36026
36,27,102,12,11.76,90,88.24,36027
36,28,88,12,13.64,76,86.36,36028
36,29,126,18,14.29,108,85.71,36029
36,30,157,35,22.29,122,77.71,36030
36,31,128,25,19.53,103,80.47,36031
36,32,120,22,18.33,98,81.67,36032
36,33,107,15,14.02,92,85.98,36033
36,34,83,15,18.07,68,81.93,36034
36,35,134,28,20.9,106,79.1,36035
36,36,138,19,13.77,119,86.23,36036
36,37,85,19,22.35,66,77.65,36037
36,38,71,16,22.54,55,77.46,36038
36,39,103,20,19.42,83,80.58,36039
36,40,102,20,19.61,82,80.39,36040
36,41,70,15,21.43,55,78.57,36041
36,42,92,23,25.0,69,75.0,36042
36,43,176,25,14.2,151,85.8,36043
36,44,113,21,18.58,92,81.42,36044
36,45,85,14,16.47,71,83.53,36045
36,46,90,17,18.89,73,81.11,36046
36,47,105,17,16.19,88,83.81,36047
36,48,119,19,15.97,100,84.03,36048
36,49,108,20,18.52,88,81.48,36049
36,50,149,30,20.13,119,79.87,36050
36,51,157,22,14.01,135,85.99,36051
36,52,91,18,19.78,73,80.22,36052
36,53,120,27,22.5,93,77.5,36053
36,54,144,19,13.19,125,86.81,36054
36,55,129,19,14.73,110,85.27,36055
36,56,103,29,28.16,74,71.84,36056
37,1,78,18,23.08,60,76.92,37001
37,2,36,13,36.11,23,63.89,37002
37,3,38,7,18.42,31,81.58,37003
37,4,66,18,27.27,48,72.73,37004
37,5,85,28,32.94,57,67.06,37005
37,6,136,35,25.74,101,74.26,37006
37,7,93,39,41.94,54,58.06,37007
37,8,76,23,30.26,53,69.74,37008
37,9,76,23,30.26,53,69.74,37009
37,10,95,29,30.53,66,69.47,37010
37,11,21,6,28.57,15,71.43,37011
37,12,84,27,32.14,57,67.86,37012
37,13,98,29,29.59,69,70.41,37013
37,14,64,25,39.06,39,60.94,37014
37,15,126,38,30.16,88,69.84,37015
37,16,136,40,29.41,96,70.59,37016
37,17,77,33,42.86,44,57.14,37017
37,18,111,33,29.73,78,70.27,37018
37,19,88,33,37.5,55,62.5,37019
37,20,141,40,28.37,101,71.63,37020
37,21,118,37,31.36,81,68.64,37021
37,22,75,18,24.0,57,76.0,37022
37,23,118,43,36.44,75,63.56,37023
37,24,67,20,29.85,47,70.15,37024
37,25,106,34,32.08,72,67.92,37025
37,26,68,27,39.71,41,60.29,37026
37,27,50,11,22.0,39,78.0,37027
37,28,81,25,30.86,56,69.14,37028
37,29,114,38,33.33,76,66.67,37029
37,30,107,34,31.78,73,68.22,37030
37,31,154,47,30.52,107,69.48,37031
37,32,91,24,26.37,67,73.63,37032
37,33,98,27,27.55,71,72.45,37033
37,34,106,36,33.96,70,66.04,37034
37,35,9,3,33.33,6,66.67,37035
37,36,79,17,21.52,62,78.48,37036
37,37,94,32,34.04,62,65.96,37037
37,38,96,36,37.5,60,62.5,37038
37,39,59,21,35.59,38,64.41,37039
37,40,103,33,32.04,70,67.96,37040
37,41,133,35,26.32,98,73.68,37041
37,42,16,5,31.25,11,68.75,37042
37,43,102,26,25.49,76,74.51,37043
37,44,78,26,33.33,52,66.67,37044
37,45,100,32,32.0,68,68.0,37045
37,46,63,21,33.33,42,66.67,37046
37,47,10,4,40.0,6,60.0,37047
37,48,78,29,37.18,49,62.82,37048
37,49,83,30,36.14,53,63.86,37049
37,50,40,19,47.5,21,52.5,37050
38,1,85,17,20.0,68,80.0,38001
38,2,113,39,34.51,74,65.49,38002
38,3,111,21,18.92,90,81.08,38003
38,4,44,9,20.45,35,79.55,38004
38,5,137,57,41.61,80,58.39,38005
38,6,100,28,28.0,72,72.0,38006
38,7,155,30,19.35,125,80.65,38007
38,8,105,23,21.9,82,78.1,38008
38,9,85,26,30.59,59,69.41,38009
38,10,92,16,17.39,76,82.61,38010
38,11,101,21,20.79,80,79.21,38011
38,12,74,18,24.32,56,75.68,38012
38,13,71,16,22.54,55,77.46,38013
38,14,101,20,19.8,81,80.2,38014
38,15,96,12,12.5,84,87.5,38015
38,16,135,13,9.63,122,90.37,38016
38,17,133,24,18.05,109,81.95,38017
38,18,107,15,14.02,92,85.98,38018
38,19,90,22,24.44,68,75.56,38019
38,20,84,25,29.76,59,70.24,38020
38,21,99,23,23.23,76,76.77,38021
38,22,115,30,26.09,85,73.91,38022
38,23,71,23,32.39,48,67.61,38023
38,24,57,16,28.07,41,71.93,38024
38,25,115,18,15.65,97,84.35,38025
38,26,89,19,21.35,70,78.65,38026
38,27,49,13,26.53,36,73.47,38027
38,28,73,16,21.92,57,78.08,38028
38,29,61,15,24.59,46,75.41,38029
38,30,88,16,18.18,72,81.82,38030
38,31,104,31,29.81,73,70.19,38031
38,32,102,13,12.75,89,87.25,38032
38,33,99,23,23.23,76,76.77,38033
38,34,86,23,26.74,63,73.26,38034
38,35,86,21,24.42,65,75.58,38035
38,36,131,20,15.27,111,84.73,38036
38,37,116,32,27.59,84,72.41,38037
38,38,86,19,22.09,67,77.91,38038
38,39,103,20,19.42,83,80.58,38039
38,40,69,11,15.94,58,84.06,38040
38,41,175,34,19.43,141,80.57,38041
38,42,100,17,17.0,83,83.0,38042
38,43,111,21,18.92,90,81.08,38043
38,44,90,25,27.78,65,72.22,38044
38,45,125,24,19.2,101,80.8,38045
38,46,104,18,17.31,86,82.69,38046
38,47,99,12,12.12,87,87.88,38047
38,48,102,28,27.45,74,72.55,38048
38,49,89,14,15.73,75,84.27,38049
38,50,141,37,26.24,104,73.76,38050
38,51,98,20,20.41,78,79.59,38051
38,52,117,20,17.09,97,82.91,38052
38,53,66,12,18.18,54,81.82,38053
38,54,101,22,21.78,79,78.22,38054
38,55,199,53,26.63,146,73.37,38055
38,56,86,15,17.44,71,82.56,38056
39,1,83,13,15.66,70,84.34,39001
39,2,162,27,16.67,135,83.33,39002
39,3,121,28,23.14,93,76.86,39003
39,4,55,13,23.64,42,76.36,39004
39,5,61,11,18.03,50,81.97,39005
39,6,140,34,24.29,106,75.71,39006
39,7,90,21,23.33,69,76.67,39007
39,8,78,21,26.92,57,73.08,39008
39,9,98,25,25.51,73,74.49,39009
39,10,73,21,28.77,52,71.23,39010
39,11,105,23,21.9,82,78.1,39011
39,12,40,10,25.0,30,75.0,39012
39,13,34,8,23.53,26,76.47,39013
39,14,76,21,27.63,55,72.37,39014
39,15,70,10,14.29,60,85.71,39015
39,16,65,11,16.92,54,83.08,39016
39,17,56,15,26.79,41,73.21,39017
39,18,106,29,27.36,77,72.64,39018
39,19,79,15,18.99,64,81.01,39019
39,20,69,10,14.49,59,85.51,39020
39,21,73,16,21.92,57,78.08,39021
39,22,51,12,23.53,39,76.47,39022
39,23,57,4,7.02,53,92.98,39023
39,24,42,20,47.62,22,52.38,39024
39,25,32,13,40.63,19,59.38,39025
39,26,109,19,17.43,90,82.57,39026
39,27,39,14,35.9,25,64.1,39027
39,28,52,8,15.38,44,84.62,39028
39,29,45,6,13.33,39,86.67,39029
39,30,73,23,31.51,50,68.49,39030
39,31,46,14,30.43,32,69.57,39031
39,32,91,24,26.37,67,73.63,39032
39,33,96,27,28.13,69,71.88,39033
39,34,53,10,18.87,43,81.13,39034
39,35,85,25,29.41,60,70.59,39035
39,36,139,29,20.86,110,79.14,39036
39,37,107,15,14.02,92,85.98,39037
39,38,170,31,18.24,139,81.76,39038
39,39,42,9,21.43,33,78.57,39039
39,40,59,8,13.56,51,86.44,39040
39,41,15,1,6.67,14,93.33,39041
39,42,85,18,21.18,67,78.82,39042
39,43,60,14,23.33,46,76.67,39043
39,44,74,21,28.38,53,71.62,39044
39,45,78,14,17.95,64,82.05,39045
39,46,71,21,29.58,50,70.42,39046
39,47,64,14,21.88,50,78.13,39047
39,48,58,19,32.76,39,67.24,39048
39,49,45,14,31.11,31,68.89,39049
40,1,65,12,18.46,53,81.54,40001
40,2,63,11,17.46,52,82.54,40002
40,3,69,16,23.19,53,76.81,40003
