ward,precinct,total,PATRICK J. LEVAR,PATRICK J. LEVAR Percent,PATRICIA YOUNG,PATRICIA YOUNG Percent,JOE MOORE,JOE MOORE Percent,DOROTHY A. BROWN,DOROTHY A. BROWN Percent,precinct_id
50,22,87,33,37.93,11,12.64,22,25.29,21,24.14,50022
50,23,66,34,51.52,9,13.64,13,19.7,10,15.15,50023
50,24,48,17,35.42,3,6.25,11,22.92,17,35.42,50024
50,25,68,26,38.24,7,10.29,19,27.94,16,23.53,50025
50,26,98,72,73.47,6,6.12,9,9.18,11,11.22,50026
50,27,87,52,59.77,9,10.34,18,20.69,8,9.2,50027
50,28,140,79,56.43,12,8.57,22,15.71,27,19.29,50028
50,29,96,28,29.17,17,17.71,26,27.08,25,26.04,50029
50,30,84,34,40.48,5,5.95,28,33.33,17,20.24,50030
50,31,108,88,81.48,6,5.56,6,5.56,8,7.41,50031
50,32,58,15,25.86,7,12.07,12,20.69,24,41.38,50032
50,33,42,19,45.24,3,7.14,12,28.57,8,19.05,50033
50,34,84,28,33.33,9,10.71,19,22.62,28,33.33,50034
50,35,112,22,19.64,9,8.04,49,43.75,32,28.57,50035
50,36,110,38,34.55,9,8.18,33,30.0,30,27.27,50036
50,37,122,25,20.49,13,10.66,47,38.52,37,30.33,50037
50,38,106,54,50.94,10,9.43,17,16.04,25,23.58,50038
50,39,116,47,40.52,11,9.48,27,23.28,31,26.72,50039
50,40,96,22,22.92,9,9.38,35,36.46,30,31.25,50040
50,41,112,27,24.11,16,14.29,40,35.71,29,25.89,50041
50,42,147,74,50.34,5,3.4,32,21.77,36,24.49,50042
50,43,126,42,33.33,12,9.52,37,29.37,35,27.78,50043
50,44,89,51,57.3,4,4.49,19,21.35,15,16.85,50044
50,45,122,41,33.61,12,9.84,37,30.33,32,26.23,50045
50,46,74,33,44.59,5,6.76,22,29.73,14,18.92,50046
