ward,precinct,total,"HOWARD B. BROOKINS,JR. (BRADLEY)","HOWARD B. BROOKINS,JR. (BRADLEY) Percent",ALICE J. PALMER (BRADLEY),ALICE J. PALMER (BRADLEY) Percent,CHRISTOPHER A. BULLOCK (BRADLEY),CHRISTOPHER A. BULLOCK (BRADLEY) Percent,RHONDALYN MOORE (BRADLEY),RHONDALYN MOORE (BRADLEY) Percent,THADDEUS M. JONES (BRADLEY),THADDEUS M. JONES (BRADLEY) Percent,DEBRA L. HARRIS (BRADLEY),DEBRA L. HARRIS (BRADLEY) Percent,"CHARLES S. BLACK, JR. (BRADLEY)","CHARLES S. BLACK, JR. (BRADLEY) Percent",MILLICENT FOEMAN (BRADLEY),MILLICENT FOEMAN (BRADLEY) Percent,WILLIAM M. BEAVERS (GORE),WILLIAM M. BEAVERS (GORE) Percent,BERTHA M. SCOTT (GORE),BERTHA M. SCOTT (GORE) Percent,ALBERT BLANCHARD (GORE),ALBERT BLANCHARD (GORE) Percent,DEBORAH SIMS (GORE),DEBORAH SIMS (GORE) Percent,J.C. SMITH (GORE),J.C. SMITH (GORE) Percent,CAROLYN A. BALL (GORE),CAROLYN A. BALL (GORE) Percent,KEVIN J. CONLON (GORE),KEVIN J. CONLON (GORE) Percent,MARIA GONZALEZ (GORE),MARIA GONZALEZ (GORE) Percent,CHRIS PROVANCAL (LaROUCHE),CHRIS PROVANCAL (LaROUCHE) Percent,LUCRETIA SUANKS (LaROUCHE),LUCRETIA SUANKS (LaROUCHE) Percent,ERNEST WASHINGTON (LaROUCHE),ERNEST WASHINGTON (LaROUCHE) Percent,precinct_id
21,34,977,45,4.61,35,3.58,17,1.74,15,1.54,21,2.15,26,2.66,22,2.25,15,1.54,104,10.64,100,10.24,95,9.72,96,9.83,86,8.8,101,10.34,80,8.19,80,8.19,6,0.61,6,0.61,27,2.76,21034
21,35,690,39,5.65,20,2.9,10,1.45,14,2.03,15,2.17,19,2.75,17,2.46,9,1.3,71,10.29,70,10.14,64,9.28,75,10.87,54,7.83,67,9.71,56,8.12,61,8.84,2,0.29,8,1.16,19,2.75,21035
21,36,957,67,7.0,31,3.24,19,1.99,16,1.67,23,2.4,30,3.13,26,2.72,17,1.78,101,10.55,81,8.46,105,10.97,95,9.93,86,8.99,85,8.88,71,7.42,72,7.52,4,0.42,4,0.42,24,2.51,21036
21,38,876,81,9.25,36,4.11,18,2.05,19,2.17,23,2.63,38,4.34,21,2.4,19,2.17,85,9.7,69,7.88,85,9.7,82,9.36,74,8.45,70,7.99,58,6.62,61,6.96,9,1.03,8,0.91,20,2.28,21038
21,39,665,34,5.11,31,4.66,16,2.41,12,1.8,18,2.71,19,2.86,16,2.41,15,2.26,65,9.77,69,10.38,59,8.87,61,9.17,59,8.87,57,8.57,51,7.67,53,7.97,6,0.9,7,1.05,17,2.56,21039
21,40,1158,87,7.51,53,4.58,25,2.16,30,2.59,31,2.68,37,3.2,26,2.25,20,1.73,118,10.19,111,9.59,108,9.33,120,10.36,93,8.03,98,8.46,82,7.08,80,6.91,5,0.43,7,0.6,27,2.33,21040
21,41,583,42,7.2,24,4.12,14,2.4,13,2.23,13,2.23,16,2.74,13,2.23,9,1.54,62,10.63,52,8.92,56,9.61,57,9.78,51,8.75,59,10.12,40,6.86,38,6.52,2,0.34,4,0.69,18,3.09,21041
21,44,840,68,8.1,37,4.4,21,2.5,16,1.9,27,3.21,30,3.57,23,2.74,13,1.55,82,9.76,79,9.4,71,8.45,75,8.93,75,8.93,71,8.45,54,6.43,62,7.38,6,0.71,5,0.6,25,2.98,21044
21,45,809,58,7.17,32,3.96,13,1.61,10,1.24,22,2.72,20,2.47,12,1.48,11,1.36,81,10.01,71,8.78,81,10.01,85,10.51,69,8.53,77,9.52,60,7.42,72,8.9,7,0.87,7,0.87,21,2.6,21045
21,49,1139,122,10.71,63,5.53,28,2.46,27,2.37,27,2.37,44,3.86,30,2.63,22,1.93,112,9.83,90,7.9,78,6.85,110,9.66,79,6.94,99,8.69,66,5.79,74,6.5,12,1.05,14,1.23,42,3.69,21049
21,50,832,65,7.81,37,4.45,20,2.4,21,2.52,24,2.88,28,3.37,20,2.4,11,1.32,85,10.22,75,9.01,81,9.74,80,9.62,67,8.05,68,8.17,55,6.61,60,7.21,5,0.6,5,0.6,25,3.0,21050
21,51,948,95,10.02,51,5.38,26,2.74,24,2.53,29,3.06,26,2.74,30,3.16,24,2.53,89,9.39,84,8.86,75,7.91,83,8.76,69,7.28,66,6.96,59,6.22,66,6.96,9,0.95,8,0.84,35,3.69,21051
21,52,1028,63,6.13,39,3.79,22,2.14,19,1.85,21,2.04,24,2.33,21,2.04,22,2.14,107,10.41,96,9.34,105,10.21,101,9.82,94,9.14,97,9.44,79,7.68,81,7.88,4,0.39,9,0.88,24,2.33,21052
21,54,1145,109,9.52,70,6.11,37,3.23,38,3.32,48,4.19,53,4.63,43,3.76,25,2.18,99,8.65,91,7.95,83,7.25,99,8.65,80,6.99,78,6.81,66,5.76,69,6.03,8,0.7,7,0.61,42,3.67,21054
21,56,492,26,5.28,21,4.27,10,2.03,17,3.46,16,3.25,18,3.66,14,2.85,12,2.44,45,9.15,42,8.54,47,9.55,46,9.35,40,8.13,39,7.93,38,7.72,35,7.11,2,0.41,8,1.63,16,3.25,21056
21,57,496,43,8.67,28,5.65,15,3.02,16,3.23,22,4.44,21,4.23,17,3.43,10,2.02,46,9.27,34,6.85,41,8.27,44,8.87,34,6.85,41,8.27,30,6.05,32,6.45,1,0.2,3,0.6,18,3.63,21057
21,60,916,110,12.01,44,4.8,24,2.62,18,1.97,31,3.38,40,4.37,34,3.71,19,2.07,82,8.95,65,7.1,63,6.88,89,9.72,68,7.42,65,7.1,52,5.68,61,6.66,4,0.44,11,1.2,36,3.93,21060
21,61,1071,88,8.22,46,4.3,29,2.71,26,2.43,33,3.08,37,3.45,30,2.8,26,2.43,98,9.15,89,8.31,101,9.43,101,9.43,87,8.12,94,8.78,75,7.0,78,7.28,5,0.47,5,0.47,23,2.15,21061
21,62,1046,60,5.74,39,3.73,24,2.29,21,2.01,26,2.49,30,2.87,28,2.68,15,1.43,102,9.75,101,9.66,88,8.41,117,11.19,86,8.22,98,9.37,72,6.88,92,8.8,9,0.86,9,0.86,29,2.77,21062
21,63,934,86,9.21,41,4.39,11,1.18,14,1.5,13,1.39,19,2.03,20,2.14,13,1.39,96,10.28,94,10.06,85,9.1,95,10.17,73,7.82,92,9.85,68,7.28,75,8.03,6,0.64,11,1.18,22,2.36,21063
21,64,527,37,7.02,18,3.42,10,1.9,9,1.71,12,2.28,13,2.47,10,1.9,5,0.95,56,10.63,48,9.11,45,8.54,54,10.25,48,9.11,48,9.11,42,7.97,44,8.35,3,0.57,6,1.14,19,3.61,21064
21,66,789,50,6.34,25,3.17,11,1.39,14,1.77,16,2.03,17,2.15,10,1.27,9,1.14,88,11.15,80,10.14,89,11.28,80,10.14,74,9.38,77,9.76,58,7.35,65,8.24,3,0.38,8,1.01,15,1.9,21066
21,67,681,37,5.43,21,3.08,8,1.17,9,1.32,16,2.35,12,1.76,15,2.2,13,1.91,69,10.13,68,9.99,72,10.57,68,9.99,70,10.28,64,9.4,54,7.93,56,8.22,6,0.88,5,0.73,18,2.64,21067
21,68,416,26,6.25,17,4.09,5,1.2,9,2.16,12,2.88,10,2.4,10,2.4,4,0.96,46,11.06,40,9.62,45,10.82,37,8.89,33,7.93,38,9.13,32,7.69,33,7.93,0,0.0,4,0.96,15,3.61,21068
21,69,636,36,5.66,23,3.62,11,1.73,10,1.57,14,2.2,16,2.52,14,2.2,8,1.26,69,10.85,67,10.53,66,10.38,69,10.85,54,8.49,61,9.59,45,7.08,52,8.18,3,0.47,4,0.63,14,2.2,21069
34,1,1498,63,4.21,36,2.4,16,1.07,22,1.47,25,1.67,37,2.47,26,1.74,14,0.93,178,11.88,152,10.15,140,9.35,169,11.28,151,10.08,151,10.08,131,8.74,140,9.35,8,0.53,12,0.8,27,1.8,34001
34,2,1292,44,3.41,24,1.86,16,1.24,12,0.93,18,1.39,17,1.32,13,1.01,14,1.08,156,12.07,139,10.76,131,10.14,153,11.84,136,10.53,131,10.14,128,9.91,131,10.14,8,0.62,4,0.31,17,1.32,34002
34,3,752,27,3.59,17,2.26,10,1.33,7,0.93,12,1.6,23,3.06,10,1.33,9,1.2,85,11.3,75,9.97,72,9.57,89,11.84,75,9.97,76,10.11,67,8.91,75,9.97,2,0.27,5,0.66,16,2.13,34003
34,4,924,34,3.68,25,2.71,11,1.19,12,1.3,8,0.87,13,1.41,14,1.52,10,1.08,110,11.9,94,10.17,87,9.42,116,12.55,93,10.06,97,10.5,89,9.63,85,9.2,8,0.87,5,0.54,13,1.41,34004
34,5,452,12,2.65,11,2.43,7,1.55,5,1.11,8,1.77,14,3.1,7,1.55,7,1.55,52,11.5,48,10.62,43,9.51,52,11.5,49,10.84,47,10.4,44,9.73,41,9.07,1,0.22,1,0.22,3,0.66,34005
34,6,901,31,3.44,22,2.44,11,1.22,10,1.11,12,1.33,20,2.22,14,1.55,10,1.11,105,11.65,94,10.43,87,9.66,111,12.32,92,10.21,91,10.1,83,9.21,91,10.1,3,0.33,2,0.22,12,1.33,34006
34,7,1455,62,4.26,43,2.96,23,1.58,19,1.31,29,1.99,42,2.89,28,1.92,15,1.03,171,11.75,145,9.97,129,8.87,162,11.13,135,9.28,143,9.83,124,8.52,136,9.35,5,0.34,6,0.41,38,2.61,34007
34,8,1167,60,5.14,32,2.74,22,1.89,23,1.97,26,2.23,29,2.49,24,2.06,17,1.46,124,10.63,117,10.03,101,8.65,122,10.45,113,9.68,117,10.03,100,8.57,98,8.4,4,0.34,10,0.86,28,2.4,34008
34,9,636,18,2.83,12,1.89,7,1.1,10,1.57,9,1.42,19,2.99,8,1.26,9,1.42,74,11.64,67,10.53,59,9.28,69,10.85,61,9.59,68,10.69,59,9.28,65,10.22,5,0.79,5,0.79,12,1.89,34009
34,10,1375,60,4.36,39,2.84,20,1.45,19,1.38,27,1.96,30,2.18,24,1.75,20,1.45,158,11.49,134,9.75,127,9.24,163,11.85,135,9.82,136,9.89,117,8.51,126,9.16,3,0.22,6,0.44,31,2.25,34010
34,11,574,23,4.01,26,4.53,10,1.74,16,2.79,7,1.22,25,4.36,10,1.74,10,1.74,59,10.28,60,10.45,45,7.84,64,11.15,49,8.54,56,9.76,42,7.32,50,8.71,2,0.35,7,1.22,13,2.26,34011
34,12,995,50,5.03,29,2.91,16,1.61,8,0.8,18,1.81,23,2.31,20,2.01,9,0.9,116,11.66,101,10.15,87,8.74,111,11.16,96,9.65,98,9.85,81,8.14,91,9.15,8,0.8,7,0.7,26,2.61,34012
34,13,455,17,3.74,16,3.52,7,1.54,9,1.98,8,1.76,15,3.3,6,1.32,6,1.32,52,11.43,47,10.33,37,8.13,52,11.43,40,8.79,45,9.89,38,8.35,36,7.91,5,1.1,4,0.88,15,3.3,34013
34,14,588,43,7.31,10,1.7,3,0.51,4,0.68,7,1.19,11,1.87,7,1.19,5,0.85,60,10.2,60,10.2,55,9.35,68,11.56,54,9.18,58,9.86,54,9.18,54,9.18,1,0.17,22,3.74,12,2.04,34014
34,15,579,17,2.94,13,2.25,9,1.55,10,1.73,6,1.04,12,2.07,7,1.21,8,1.38,68,11.74,62,10.71,58,10.02,60,10.36,60,10.36,63,10.88,56,9.67,60,10.36,1,0.17,5,0.86,4,0.69,34015
34,16,697,36,5.16,32,4.59,16,2.3,15,2.15,21,3.01,22,3.16,27,3.87,15,2.15,70,10.04,55,7.89,53,7.6,73,10.47,58,8.32,56,8.03,51,7.32,54,7.75,7,1.0,12,1.72,24,3.44,34016
34,17,900,38,4.22,30,3.33,16,1.78,13,1.44,26,2.89,33,3.67,23,2.56,16,1.78,91,10.11,89,9.89,74,8.22,97,10.78,80,8.89,87,9.67,72,8.0,76,8.44,7,0.78,8,0.89,24,2.67,34017
34,18,810,32,3.95,24,2.96,15,1.85,15,1.85,13,1.6,22,2.72,18,2.22,10,1.23,94,11.6,76,9.38,75,9.26,100,12.35,75,9.26,74,9.14,73,9.01,72,8.89,2,0.25,2,0.25,18,2.22,34018
34,19,921,35,3.8,24,2.61,15,1.63,14,1.52,18,1.95,20,2.17,15,1.63,13,1.41,108,11.73,92,9.99,81,8.79,109,11.83,91,9.88,90,9.77,84,9.12,83,9.01,4,0.43,8,0.87,17,1.85,34019
34,20,1387,47,3.39,31,2.24,11,0.79,11,0.79,11,0.79,31,2.24,14,1.01,16,1.15,158,11.39,154,11.1,140,10.09,165,11.9,149,10.74,143,10.31,133,9.59,143,10.31,5,0.36,5,0.36,20,1.44,34020
34,21,1268,58,4.57,40,3.15,24,1.89,18,1.42,25,1.97,33,2.6,23,1.81,15,1.18,127,10.02,134,10.57,118,9.31,146,11.51,115,9.07,120,9.46,111,8.75,112,8.83,7,0.55,9,0.71,33,2.6,34021
34,22,1534,68,4.43,38,2.48,17,1.11,21,1.37,21,1.37,35,2.28,21,1.37,25,1.63,182,11.86,160,10.43,145,9.45,176,11.47,150,9.78,157,10.23,140,9.13,140,9.13,5,0.33,9,0.59,24,1.56,34022
34,23,713,32,4.49,20,2.81,9,1.26,14,1.96,10,1.4,17,2.38,12,1.68,5,0.7,85,11.92,72,10.1,64,8.98,79,11.08,72,10.1,72,10.1,64,8.98,68,9.54,2,0.28,3,0.42,13,1.82,34023
34,24,829,38,4.58,26,3.14,9,1.09,10,1.21,13,1.57,19,2.29,11,1.33,8,0.97,89,10.74,88,10.62,73,8.81,92,11.1,80,9.65,85,10.25,70,8.44,77,9.29,8,0.97,8,0.97,25,3.02,34024
34,26,615,21,3.41,16,2.6,4,0.65,11,1.79,7,1.14,15,2.44,9,1.46,7,1.14,71,11.54,68,11.06,57,9.27,76,12.36,58,9.43,63,10.24,57,9.27,60,9.76,3,0.49,4,0.65,8,1.3,34026
34,27,632,22,3.48,10,1.58,9,1.42,4,0.63,13,2.06,8,1.27,10,1.58,9,1.42,83,13.13,71,11.23,61,9.65,75,11.87,65,10.28,62,9.81,59,9.34,59,9.34,2,0.32,4,0.63,6,0.95,34027
34,28,518,11,2.12,10,1.93,2,0.39,2,0.39,2,0.39,10,1.93,3,0.58,3,0.58,63,12.16,58,11.2,56,10.81,69,13.32,55,10.62,57,11.0,55,10.62,51,9.85,2,0.39,3,0.58,6,1.16,34028
34,29,1230,51,4.15,32,2.6,17,1.38,15,1.22,22,1.79,32,2.6,25,2.03,13,1.06,137,11.14,124,10.08,116,9.43,139,11.3,119,9.67,121,9.84,105,8.54,116,9.43,8,0.65,6,0.49,32,2.6,34029
34,30,1369,101,7.38,62,4.53,36,2.63,30,2.19,49,3.58,45,3.29,38,2.78,31,2.26,139,10.15,117,8.55,93,6.79,157,11.47,108,7.89,116,8.47,92,6.72,97,7.09,4,0.29,5,0.37,49,3.58,34030
34,31,714,24,3.36,20,2.8,7,0.98,7,0.98,16,2.24,19,2.66,13,1.82,3,0.42,88,12.32,70,9.8,65,9.1,88,12.32,68,9.52,72,10.08,59,8.26,69,9.66,3,0.42,4,0.56,19,2.66,34031
34,32,1121,64,5.71,37,3.3,15,1.34,11,0.98,18,1.61,20,1.78,23,2.05,12,1.07,126,11.24,111,9.9,100,8.92,139,12.4,109,9.72,102,9.1,100,8.92,98,8.74,4,0.36,5,0.45,27,2.41,34032
34,33,856,36,4.21,26,3.04,10,1.17,14,1.64,11,1.29,20,2.34,10,1.17,12,1.4,97,11.33,88,10.28,81,9.46,94,10.98,86,10.05,84,9.81,82,9.58,79,9.23,6,0.7,6,0.7,14,1.64,34033
34,34,1082,94,8.69,53,4.9,31,2.87,27,2.5,31,2.87,41,3.79,27,2.5,19,1.76,113,10.44,87,8.04,84,7.76,110,10.17,84,7.76,96,8.87,69,6.38,66,6.1,10,0.92,5,0.46,35,3.23,34034
34,35,1276,45,3.53,41,3.21,17,1.33,18,1.41,18,1.41,34,2.66,23,1.8,19,1.49,147,11.52,130,10.19,118,9.25,141,11.05,124,9.72,123,9.64,115,9.01,122,9.56,5,0.39,6,0.47,30,2.35,34035
34,36,1201,54,4.5,35,2.91,16,1.33,12,1.0,21,1.75,25,2.08,24,2.0,10,0.83,138,11.49,113,9.41,114,9.49,150,12.49,116,9.66,116,9.66,106,8.83,106,8.83,6,0.5,8,0.67,31,2.58,34036
34,37,550,19,3.45,10,1.82,6,1.09,7,1.27,8,1.45,5,0.91,6,1.09,2,0.36,69,12.55,63,11.45,51,9.27,67,12.18,56,10.18,55,10.0,54,9.82,56,10.18,2,0.36,4,0.73,10,1.82,34037
34,38,734,24,3.27,13,1.77,7,0.95,7,0.95,5,0.68,12,1.63,7,0.95,7,0.95,90,12.26,79,10.76,75,10.22,85,11.58,72,9.81,80,10.9,76,10.35,75,10.22,4,0.54,4,0.54,12,1.63,34038
34,39,619,37,5.98,25,4.04,11,1.78,12,1.94,11,1.78,14,2.26,19,3.07,11,1.78,63,10.18,63,10.18,51,8.24,71,11.47,57,9.21,56,9.05,49,7.92,44,7.11,5,0.81,6,0.97,14,2.26,34039
34,40,1174,46,3.92,37,3.15,16,1.36,13,1.11,22,1.87,28,2.39,20,1.7,18,1.53,131,11.16,119,10.14,116,9.88,128,10.9,113,9.63,117,9.97,110,9.37,102,8.69,11,0.94,9,0.77,18,1.53,34040
34,41,848,46,5.42,30,3.54,21,2.48,19,2.24,25,2.95,21,2.48,19,2.24,14,1.65,92,10.85,79,9.32,69,8.14,93,10.97,70,8.25,77,9.08,66,7.78,67,7.9,2,0.24,12,1.42,26,3.07,34041
34,42,1312,72,5.49,51,3.89,25,1.91,33,2.52,34,2.59,38,2.9,32,2.44,23,1.75,135,10.29,119,9.07,109,8.31,151,11.51,114,8.69,119,9.07,99,7.55,114,8.69,3,0.23,11,0.84,30,2.29,34042
34,43,1179,69,5.85,40,3.39,16,1.36,14,1.19,16,1.36,29,2.46,21,1.78,12,1.02,132,11.2,120,10.18,102,8.65,130,11.03,116,9.84,117,9.92,98,8.31,98,8.31,5,0.42,6,0.51,38,3.22,34043
34,44,1477,60,4.06,44,2.98,15,1.02,22,1.49,20,1.35,38,2.57,20,1.35,14,0.95,171,11.58,157,10.63,141,9.55,171,11.58,151,10.22,143,9.68,128,8.67,139,9.41,6,0.41,6,0.41,31,2.1,34044
34,45,1056,77,7.29,44,4.17,23,2.18,8,0.76,31,2.94,32,3.03,29,2.75,12,1.14,115,10.89,96,9.09,82,7.77,118,11.17,93,8.81,94,8.9,79,7.48,75,7.1,4,0.38,8,0.76,36,3.41,34045
34,47,582,17,2.92,8,1.37,6,1.03,9,1.55,10,1.72,10,1.72,9,1.55,5,0.86,69,11.86,58,9.97,58,9.97,68,11.68,62,10.65,61,10.48,59,10.14,61,10.48,2,0.34,3,0.52,7,1.2,34047
34,48,1260,72,5.71,50,3.97,24,1.9,26,2.06,28,2.22,32,2.54,24,1.9,20,1.59,139,11.03,121,9.6,109,8.65,146,11.59,115,9.13,119,9.44,99,7.86,103,8.17,5,0.4,2,0.16,26,2.06,34048
34,49,1396,61,4.37,48,3.44,22,1.58,19,1.36,32,2.29,28,2.01,21,1.5,17,1.22,154,11.03,139,9.96,123,8.81,162,11.6,131,9.38,137,9.81,125,8.95,122,8.74,9,0.64,12,0.86,34,2.44,34049
34,50,855,37,4.33,25,2.92,13,1.52,12,1.4,15,1.75,29,3.39,23,2.69,12,1.4,94,10.99,80,9.36,77,9.01,94,10.99,82,9.59,82,9.59,70,8.19,75,8.77,5,0.58,6,0.7,24,2.81,34050
34,51,1398,60,4.29,51,3.65,22,1.57,20,1.43,27,1.93,34,2.43,24,1.72,15,1.07,153,10.94,149,10.66,133,9.51,156,11.16,134,9.59,135,9.66,118,8.44,125,8.94,5,0.36,10,0.72,27,1.93,34051
34,52,711,24,3.38,14,1.97,9,1.27,5,0.7,8,1.13,11,1.55,5,0.7,5,0.7,84,11.81,79,11.11,71,9.99,84,11.81,74,10.41,83,11.67,71,9.99,72,10.13,3,0.42,1,0.14,8,1.13,34052
34,53,539,17,3.15,17,3.15,13,2.41,10,1.86,11,2.04,18,3.34,12,2.23,7,1.3,53,9.83,53,9.83,46,8.53,60,11.13,50,9.28,51,9.46,49,9.09,50,9.28,5,0.93,6,1.11,11,2.04,34053
34,54,767,36,4.69,17,2.22,21,2.74,14,1.83,19,2.48,23,3.0,17,2.22,11,1.43,89,11.6,69,9.0,68,8.87,82,10.69,73,9.52,74,9.65,63,8.21,66,8.6,5,0.65,2,0.26,18,2.35,34054
34,55,813,39,4.8,23,2.83,18,2.21,11,1.35,17,2.09,27,3.32,23,2.83,13,1.6,96,11.81,79,9.72,66,8.12,96,11.81,72,8.86,71,8.73,64,7.87,67,8.24,4,0.49,7,0.86,20,2.46,34055
34,56,682,20,2.93,15,2.2,8,1.17,11,1.61,11,1.61,18,2.64,8,1.17,14,2.05,76,11.14,77,11.29,65,9.53,76,11.14,62,9.09,71,10.41,58,8.5,71,10.41,4,0.59,5,0.73,12,1.76,34056
34,57,431,22,5.1,19,4.41,9,2.09,14,3.25,16,3.71,15,3.48,14,3.25,10,2.32,41,9.51,36,8.35,31,7.19,47,10.9,36,8.35,33,7.66,32,7.42,33,7.66,7,1.62,4,0.93,12,2.78,34057
34,58,759,26,3.43,17,2.24,13,1.71,7,0.92,14,1.84,14,1.84,13,1.71,10,1.32,85,11.2,81,10.67,73,9.62,93,12.25,78,10.28,78,10.28,69,9.09,73,9.62,0,0.0,4,0.53,11,1.45,34058
34,59,926,36,3.89,26,2.81,12,1.3,13,1.4,18,1.94,22,2.38,21,2.27,11,1.19,107,11.56,95,10.26,87,9.4,96,10.37,88,9.5,91,9.83,86,9.29,88,9.5,5,0.54,6,0.65,18,1.94,34059
34,60,812,28,3.45,15,1.85,7,0.86,9,1.11,14,1.72,20,2.46,11,1.35,7,0.86,88,10.84,87,10.71,81,9.98,85,10.47,79,9.73,89,10.96,84,10.34,81,9.98,7,0.86,6,0.74,14,1.72,34060
34,61,899,50,5.56,31,3.45,14,1.56,15,1.67,17,1.89,25,2.78,15,1.67,12,1.33,95,10.57,88,9.79,76,8.45,102,11.35,91,10.12,86,9.57,75,8.34,76,8.45,3,0.33,6,0.67,22,2.45,34061
