ward,precinct,total,MATTHEW E. COGHLAN,MATTHEW E. COGHLAN Percent,THOMAS MORE DONNELLY,THOMAS MORE DONNELLY Percent,LAURA MARIE SULLIVAN,LAURA MARIE SULLIVAN Percent,BEVERLY SUSLER PARKHURST,BEVERLY SUSLER PARKHURST Percent,precinct_id
49,33,70,10,14.29,15,21.43,19,27.14,26,37.14,49033
49,34,74,12,16.22,25,33.78,17,22.97,20,27.03,49034
49,35,90,12,13.33,20,22.22,25,27.78,33,36.67,49035
49,36,71,7,9.86,13,18.31,20,28.17,31,43.66,49036
49,37,62,13,20.97,17,27.42,17,27.42,15,24.19,49037
50,1,70,14,20.0,20,28.57,18,25.71,18,25.71,50001
50,2,98,17,17.35,32,32.65,26,26.53,23,23.47,50002
50,3,70,19,27.14,18,25.71,19,27.14,14,20.0,50003
50,4,105,17,16.19,34,32.38,26,24.76,28,26.67,50004
50,5,88,11,12.5,27,30.68,25,28.41,25,28.41,50005
50,6,64,13,20.31,13,20.31,22,34.38,16,25.0,50006
50,7,121,19,15.7,40,33.06,26,21.49,36,29.75,50007
50,8,80,11,13.75,23,28.75,35,43.75,11,13.75,50008
50,9,80,12,15.0,25,31.25,16,20.0,27,33.75,50009
50,10,113,14,12.39,75,66.37,13,11.5,11,9.73,50010
50,11,76,17,22.37,19,25.0,19,25.0,21,27.63,50011
50,12,144,11,7.64,102,70.83,7,4.86,24,16.67,50012
50,13,59,11,18.64,17,28.81,16,27.12,15,25.42,50013
50,14,97,15,15.46,9,9.28,16,16.49,57,58.76,50014
50,15,111,14,12.61,39,35.14,25,22.52,33,29.73,50015
50,16,89,17,19.1,11,12.36,23,25.84,38,42.7,50016
50,17,70,42,60.0,12,17.14,14,20.0,2,2.86,50017
50,18,61,6,9.84,20,32.79,13,21.31,22,36.07,50018
50,19,76,18,23.68,21,27.63,24,31.58,13,17.11,50019
50,20,83,10,12.05,21,25.3,18,21.69,34,40.96,50020
50,21,105,15,14.29,27,25.71,31,29.52,32,30.48,50021
50,22,66,6,9.09,17,25.76,25,37.88,18,27.27,50022
50,23,60,16,26.67,15,25.0,19,31.67,10,16.67,50023
50,24,44,11,25.0,10,22.73,12,27.27,11,25.0,50024
50,25,57,8,14.04,10,17.54,13,22.81,26,45.61,50025
50,26,39,6,15.38,10,25.64,11,28.21,12,30.77,50026
50,27,67,16,23.88,10,14.93,12,17.91,29,43.28,50027
50,28,76,20,26.32,24,31.58,22,28.95,10,13.16,50028
50,29,82,14,17.07,17,20.73,31,37.8,20,24.39,50029
50,30,68,13,19.12,17,25.0,16,23.53,22,32.35,50030
50,31,36,5,13.89,13,36.11,11,30.56,7,19.44,50031
50,32,53,9,16.98,10,18.87,17,32.08,17,32.08,50032
50,33,33,8,24.24,5,15.15,9,27.27,11,33.33,50033
50,34,71,15,21.13,16,22.54,21,29.58,19,26.76,50034
50,35,95,14,14.74,33,34.74,23,24.21,25,26.32,50035
50,36,91,16,17.58,25,27.47,22,24.18,28,30.77,50036
50,37,106,17,16.04,20,18.87,35,33.02,34,32.08,50037
50,38,86,17,19.77,18,20.93,15,17.44,36,41.86,50038
50,39,89,13,14.61,25,28.09,23,25.84,28,31.46,50039
50,40,82,7,8.54,20,24.39,27,32.93,28,34.15,50040
50,41,100,10,10.0,36,36.0,19,19.0,35,35.0,50041
50,42,105,21,20.0,25,23.81,28,26.67,31,29.52,50042
50,43,99,17,17.17,26,26.26,21,21.21,35,35.35,50043
50,44,65,18,27.69,12,18.46,16,24.62,19,29.23,50044
50,45,99,16,16.16,27,27.27,24,24.24,32,32.32,50045
50,46,49,8,16.33,8,16.33,14,28.57,19,38.78,50046
