ward,precinct,total,MARTIN A. SANDOVAL,MARTIN A. SANDOVAL Percent,QUINN M. AVILA,QUINN M. AVILA Percent,LYNN T. CARMODY,LYNN T. CARMODY Percent,precinct_id
20,28,111,76,68.47,20,18.02,15,13.51,20028
20,29,86,28,32.56,36,41.86,22,25.58,20029
20,30,113,73,64.6,15,13.27,25,22.12,20030
20,31,61,37,60.66,15,24.59,9,14.75,20031
20,32,154,77,50.0,50,32.47,27,17.53,20032
20,33,94,61,64.89,21,22.34,12,12.77,20033
20,34,136,70,51.47,34,25.0,32,23.53,20034
20,35,51,22,43.14,16,31.37,13,25.49,20035
20,36,86,40,46.51,26,30.23,20,23.26,20036
20,37,70,32,45.71,24,34.29,14,20.0,20037
20,38,150,81,54.0,36,24.0,33,22.0,20038
20,39,96,56,58.33,22,22.92,18,18.75,20039
20,40,77,29,37.66,23,29.87,25,32.47,20040
20,41,17,11,64.71,2,11.76,4,23.53,20041
20,42,31,18,58.06,8,25.81,5,16.13,20042
20,43,158,90,56.96,42,26.58,26,16.46,20043
20,44,128,86,67.19,26,20.31,16,12.5,20044
20,45,28,11,39.29,7,25.0,10,35.71,20045
20,46,51,27,52.94,15,29.41,9,17.65,20046
20,47,64,33,51.56,16,25.0,15,23.44,20047
20,48,64,48,75.0,7,10.94,9,14.06,20048
20,49,90,47,52.22,24,26.67,19,21.11,20049
20,50,78,39,50.0,21,26.92,18,23.08,20050
20,51,105,82,78.1,12,11.43,11,10.48,20051
20,52,36,18,50.0,7,19.44,11,30.56,20052
21,1,203,91,44.83,60,29.56,52,25.62,21001
21,2,73,34,46.58,24,32.88,15,20.55,21002
21,3,202,102,50.5,44,21.78,56,27.72,21003
21,4,175,88,50.29,39,22.29,48,27.43,21004
21,5,126,61,48.41,42,33.33,23,18.25,21005
21,6,109,49,44.95,33,30.28,27,24.77,21006
21,7,152,90,59.21,32,21.05,30,19.74,21007
21,8,125,65,52.0,34,27.2,26,20.8,21008
21,9,110,53,48.18,22,20.0,35,31.82,21009
21,10,95,55,57.89,24,25.26,16,16.84,21010
21,11,149,73,48.99,48,32.21,28,18.79,21011
21,12,150,67,44.67,47,31.33,36,24.0,21012
21,13,84,42,50.0,20,23.81,22,26.19,21013
21,14,141,77,54.61,33,23.4,31,21.99,21014
21,15,80,34,42.5,28,35.0,18,22.5,21015
21,16,40,20,50.0,11,27.5,9,22.5,21016
21,17,79,37,46.84,28,35.44,14,17.72,21017
21,18,131,73,55.73,20,15.27,38,29.01,21018
21,19,114,59,51.75,36,31.58,19,16.67,21019
21,20,42,24,57.14,10,23.81,8,19.05,21020
21,21,137,93,67.88,26,18.98,18,13.14,21021
21,22,163,101,61.96,31,19.02,31,19.02,21022
21,23,99,44,44.44,32,32.32,23,23.23,21023
21,24,156,88,56.41,33,21.15,35,22.44,21024
21,25,112,49,43.75,33,29.46,30,26.79,21025
21,26,95,46,48.42,29,30.53,20,21.05,21026
21,27,169,70,41.42,58,34.32,41,24.26,21027
21,28,89,40,44.94,23,25.84,26,29.21,21028
21,29,83,39,46.99,26,31.33,18,21.69,21029
21,30,75,40,53.33,21,28.0,14,18.67,21030
21,31,177,93,52.54,47,26.55,37,20.9,21031
21,32,61,32,52.46,14,22.95,15,24.59,21032
21,33,149,70,46.98,44,29.53,35,23.49,21033
21,34,133,72,54.14,32,24.06,29,21.8,21034
21,35,82,53,64.63,16,19.51,13,15.85,21035
21,36,137,75,54.74,36,26.28,26,18.98,21036
21,37,87,52,59.77,23,26.44,12,13.79,21037
21,38,155,95,61.29,33,21.29,27,17.42,21038
21,39,88,38,43.18,20,22.73,30,34.09,21039
21,40,146,83,56.85,33,22.6,30,20.55,21040
21,41,89,39,43.82,21,23.6,29,32.58,21041
21,42,163,88,53.99,41,25.15,34,20.86,21042
21,43,87,35,40.23,31,35.63,21,24.14,21043
21,44,110,60,54.55,27,24.55,23,20.91,21044
21,45,109,59,54.13,21,19.27,29,26.61,21045
21,46,111,53,47.75,37,33.33,21,18.92,21046
21,47,199,108,54.27,46,23.12,45,22.61,21047
21,48,154,55,35.71,44,28.57,55,35.71,21048
21,49,174,78,44.83,56,32.18,40,22.99,21049
21,50,114,72,63.16,25,21.93,17,14.91,21050
21,51,142,77,54.23,37,26.06,28,19.72,21051
21,52,152,90,59.21,36,23.68,26,17.11,21052
21,53,134,71,52.99,39,29.1,24,17.91,21053
21,54,146,74,50.68,38,26.03,34,23.29,21054
21,55,139,64,46.04,45,32.37,30,21.58,21055
21,56,68,38,55.88,15,22.06,15,22.06,21056
21,57,75,49,65.33,10,13.33,16,21.33,21057
21,58,100,49,49.0,28,28.0,23,23.0,21058
21,59,172,88,51.16,47,27.33,37,21.51,21059
21,60,140,72,51.43,43,30.71,25,17.86,21060
21,61,153,89,58.17,32,20.92,32,20.92,21061
21,62,141,78,55.32,36,25.53,27,19.15,21062
21,63,137,75,54.74,37,27.01,25,18.25,21063
21,64,89,39,43.82,21,23.6,29,32.58,21064
21,65,136,64,47.06,40,29.41,32,23.53,21065
21,66,114,66,57.89,28,24.56,20,17.54,21066
21,67,93,56,60.22,20,21.51,17,18.28,21067
21,68,67,42,62.69,15,22.39,10,14.93,21068
21,69,86,49,56.98,17,19.77,20,23.26,21069
21,70,97,55,56.7,23,23.71,19,19.59,21070
22,1,56,24,42.86,19,33.93,13,23.21,22001
22,2,135,108,80.0,19,14.07,8,5.93,22002
22,3,153,134,87.58,15,9.8,4,2.61,22003
22,4,141,120,85.11,14,9.93,7,4.96,22004
22,5,203,165,81.28,25,12.32,13,6.4,22005
22,6,157,135,85.99,17,10.83,5,3.18,22006
22,7,103,72,69.9,17,16.5,14,13.59,22007
22,8,137,76,55.47,40,29.2,21,15.33,22008
22,9,169,143,84.62,24,14.2,2,1.18,22009
22,10,221,172,77.83,29,13.12,20,9.05,22010
22,11,156,125,80.13,23,14.74,8,5.13,22011
22,12,95,44,46.32,26,27.37,25,26.32,22012
22,13,133,105,78.95,22,16.54,6,4.51,22013
22,14,76,58,76.32,13,17.11,5,6.58,22014
22,15,105,48,45.71,32,30.48,25,23.81,22015
22,16,159,130,81.76,20,12.58,9,5.66,22016
22,17,171,149,87.13,15,8.77,7,4.09,22017
22,18,127,109,85.83,14,11.02,4,3.15,22018
22,19,75,40,53.33,19,25.33,16,21.33,22019
22,20,70,30,42.86,25,35.71,15,21.43,22020
22,21,156,86,55.13,38,24.36,32,20.51,22021
22,22,54,29,53.7,14,25.93,11,20.37,22022
22,23,152,127,83.55,18,11.84,7,4.61,22023
22,24,147,124,84.35,17,11.56,6,4.08,22024
22,25,160,130,81.25,22,13.75,8,5.0,22025
22,26,106,90,84.91,14,13.21,2,1.89,22026
22,27,186,149,80.11,29,15.59,8,4.3,22027
22,28,115,51,44.35,38,33.04,26,22.61,22028
22,29,68,56,82.35,11,16.18,1,1.47,22029
23,1,157,109,69.43,12,7.64,36,22.93,23001
23,2,247,199,80.57,11,4.45,37,14.98,23002
23,3,150,89,59.33,19,12.67,42,28.0,23003
23,4,129,88,68.22,6,4.65,35,27.13,23004
23,5,127,82,64.57,18,14.17,27,21.26,23005
23,6,179,136,75.98,13,7.26,30,16.76,23006
23,7,89,54,60.67,13,14.61,22,24.72,23007
23,8,135,85,62.96,10,7.41,40,29.63,23008
23,9,86,64,74.42,5,5.81,17,19.77,23009
23,10,208,157,75.48,14,6.73,37,17.79,23010
23,11,187,122,65.24,17,9.09,48,25.67,23011
23,12,108,80,74.07,6,5.56,22,20.37,23012
23,13,248,156,62.9,24,9.68,68,27.42,23013
23,14,169,122,72.19,7,4.14,40,23.67,23014
23,15,170,106,62.35,16,9.41,48,28.24,23015
23,16,174,118,67.82,13,7.47,43,24.71,23016
23,17,198,125,63.13,17,8.59,56,28.28,23017
23,18,138,92,66.67,10,7.25,36,26.09,23018
23,19,194,143,73.71,15,7.73,36,18.56,23019
23,20,164,106,64.63,11,6.71,47,28.66,23020
23,21,123,73,59.35,7,5.69,43,34.96,23021
23,22,101,76,75.25,11,10.89,14,13.86,23022
23,23,121,81,66.94,29,23.97,11,9.09,23023
23,24,89,50,56.18,11,12.36,28,31.46,23024
23,25,125,92,73.6,9,7.2,24,19.2,23025
23,26,174,110,63.22,15,8.62,49,28.16,23026
23,27,105,61,58.1,8,7.62,36,34.29,23027
23,28,155,85,54.84,17,10.97,53,34.19,23028
23,29,107,77,71.96,11,10.28,19,17.76,23029
23,30,185,126,68.11,20,10.81,39,21.08,23030
23,31,165,110,66.67,11,6.67,44,26.67,23031
23,32,180,112,62.22,17,9.44,51,28.33,23032
23,33,247,185,74.9,21,8.5,41,16.6,23033
23,34,119,67,56.3,10,8.4,42,35.29,23034
23,35,89,51,57.3,19,21.35,19,21.35,23035
23,36,183,136,74.32,14,7.65,33,18.03,23036
23,37,92,60,65.22,20,21.74,12,13.04,23037
23,38,169,115,68.05,16,9.47,38,22.49,23038
23,39,160,96,60.0,18,11.25,46,28.75,23039
23,40,168,104,61.9,6,3.57,58,34.52,23040
23,41,124,83,66.94,11,8.87,30,24.19,23041
23,42,144,91,63.19,13,9.03,40,27.78,23042
23,43,181,133,73.48,12,6.63,36,19.89,23043
23,44,197,140,71.07,17,8.63,40,20.3,23044
23,45,163,108,66.26,6,3.68,49,30.06,23045
23,46,138,89,64.49,11,7.97,38,27.54,23046
23,47,207,113,54.59,24,11.59,70,33.82,23047
23,48,150,99,66.0,17,11.33,34,22.67,23048
23,49,124,106,85.48,2,1.61,16,12.9,23049
23,50,111,76,68.47,15,13.51,20,18.02,23050
23,51,174,120,68.97,16,9.2,38,21.84,23051
23,52,180,139,77.22,15,8.33,26,14.44,23052
23,53,132,100,75.76,15,11.36,17,12.88,23053
23,54,205,137,66.83,19,9.27,49,23.9,23054
23,55,227,187,82.38,14,6.17,26,11.45,23055
23,56,137,94,68.61,11,8.03,32,23.36,23056
23,57,141,90,63.83,13,9.22,38,26.95,23057
23,58,258,174,67.44,21,8.14,63,24.42,23058
23,59,116,81,69.83,12,10.34,23,19.83,23059
23,60,162,88,54.32,22,13.58,52,32.1,23060
23,61,166,118,71.08,12,7.23,36,21.69,23061
23,62,156,89,57.05,14,8.97,53,33.97,23062
24,1,88,34,38.64,44,50.0,10,11.36,24001
24,2,90,22,24.44,53,58.89,15,16.67,24002
24,3,67,23,34.33,29,43.28,15,22.39,24003
24,4,83,35,42.17,40,48.19,8,9.64,24004
24,5,86,32,37.21,41,47.67,13,15.12,24005
24,6,107,36,33.64,53,49.53,18,16.82,24006
24,7,96,41,42.71,40,41.67,15,15.63,24007
24,8,93,45,48.39,32,34.41,16,17.2,24008
24,9,91,32,35.16,41,45.05,18,19.78,24009
24,10,84,39,46.43,26,30.95,19,22.62,24010
24,11,54,10,18.52,35,64.81,9,16.67,24011
24,12,64,24,37.5,28,43.75,12,18.75,24012
24,13,75,26,34.67,30,40.0,19,25.33,24013
24,14,88,31,35.23,40,45.45,17,19.32,24014
24,15,88,23,26.14,49,55.68,16,18.18,24015
24,16,71,26,36.62,29,40.85,16,22.54,24016
24,17,80,28,35.0,29,36.25,23,28.75,24017
24,18,54,25,46.3,18,33.33,11,20.37,24018
24,19,70,22,31.43,34,48.57,14,20.0,24019
24,20,74,28,37.84,27,36.49,19,25.68,24020
24,21,65,26,40.0,23,35.38,16,24.62,24021
24,22,93,34,36.56,47,50.54,12,12.9,24022
24,23,66,20,30.3,30,45.45,16,24.24,24023
24,24,59,17,28.81,33,55.93,9,15.25,24024
24,25,71,27,38.03,31,43.66,13,18.31,24025
24,26,97,32,32.99,49,50.52,16,16.49,24026
24,27,54,24,44.44,17,31.48,13,24.07,24027
24,28,79,19,24.05,38,48.1,22,27.85,24028
24,29,84,28,33.33,33,39.29,23,27.38,24029
24,30,100,19,19.0,70,70.0,11,11.0,24030
24,31,74,23,31.08,33,44.59,18,24.32,24031
24,32,60,24,40.0,16,26.67,20,33.33,24032
24,33,64,24,37.5,21,32.81,19,29.69,24033
24,34,85,27,31.76,42,49.41,16,18.82,24034
24,35,102,33,32.35,51,50.0,18,17.65,24035
24,36,76,20,26.32,40,52.63,16,21.05,24036
24,37,105,28,26.67,56,53.33,21,20.0,24037
24,38,95,27,28.42,54,56.84,14,14.74,24038
24,39,65,31,47.69,28,43.08,6,9.23,24039
24,40,151,44,29.14,83,54.97,24,15.89,24040
24,41,79,19,24.05,46,58.23,14,17.72,24041
24,42,58,33,56.9,16,27.59,9,15.52,24042
24,43,81,22,27.16,42,51.85,17,20.99,24043
24,44,41,11,26.83,21,51.22,9,21.95,24044
24,45,94,41,43.62,37,39.36,16,17.02,24045
24,46,90,30,33.33,41,45.56,19,21.11,24046
24,47,82,35,42.68,34,41.46,13,15.85,24047
24,48,22,8,36.36,10,45.45,4,18.18,24048
24,49,75,20,26.67,39,52.0,16,21.33,24049
24,50,96,34,35.42,40,41.67,22,22.92,24050
24,51,115,39,33.91,54,46.96,22,19.13,24051
24,52,78,32,41.03,33,42.31,13,16.67,24052
24,53,80,38,47.5,26,32.5,16,20.0,24053
25,1,106,72,67.92,16,15.09,18,16.98,25001
25,2,144,122,84.72,15,10.42,7,4.86,25002
25,3,115,102,88.7,9,7.83,4,3.48,25003
25,4,118,75,63.56,24,20.34,19,16.1,25004
25,5,129,86,66.67,23,17.83,20,15.5,25005
25,6,116,78,67.24,12,10.34,26,22.41,25006
25,7,104,76,73.08,27,25.96,1,0.96,25007
25,8,103,84,81.55,13,12.62,6,5.83,25008
25,9,180,135,75.0,34,18.89,11,6.11,25009
25,10,38,24,63.16,11,28.95,3,7.89,25010
25,11,174,102,58.62,62,35.63,10,5.75,25011
25,12,75,58,77.33,12,16.0,5,6.67,25012
25,13,104,72,69.23,22,21.15,10,9.62,25013
25,14,102,86,84.31,15,14.71,1,0.98,25014
25,15,101,76,75.25,14,13.86,11,10.89,25015
25,16,58,40,68.97,9,15.52,9,15.52,25016
25,17,104,78,75.0,19,18.27,7,6.73,25017
25,18,62,30,48.39,15,24.19,17,27.42,25018
25,19,122,86,70.49,33,27.05,3,2.46,25019
25,20,124,93,75.0,21,16.94,10,8.06,25020
25,21,86,71,82.56,6,6.98,9,10.47,25021
25,22,110,80,72.73,19,17.27,11,10.0,25022
25,23,102,79,77.45,18,17.65,5,4.9,25023
26,1,59,27,45.76,14,23.73,18,30.51,26001
26,2,87,63,72.41,18,20.69,6,6.9,26002
26,3,61,40,65.57,14,22.95,7,11.48,26003
26,4,149,92,61.74,42,28.19,15,10.07,26004
26,5,72,49,68.06,20,27.78,3,4.17,26005
26,6,109,70,64.22,22,20.18,17,15.6,26006
26,7,34,20,58.82,7,20.59,7,20.59,26007
26,8,114,71,62.28,23,20.18,20,17.54,26008
26,9,65,39,60.0,18,27.69,8,12.31,26009
26,10,53,34,64.15,12,22.64,7,13.21,26010
26,11,91,61,67.03,13,14.29,17,18.68,26011
26,12,66,41,62.12,17,25.76,8,12.12,26012
26,13,76,42,55.26,18,23.68,16,21.05,26013
26,14,85,56,65.88,24,28.24,5,5.88,26014
26,15,46,32,69.57,10,21.74,4,8.7,26015
26,16,54,29,53.7,20,37.04,5,9.26,26016
26,17,85,63,74.12,15,17.65,7,8.24,26017
26,18,76,54,71.05,16,21.05,6,7.89,26018
26,19,99,58,58.59,25,25.25,16,16.16,26019
26,20,89,61,68.54,15,16.85,13,14.61,26020
26,21,114,68,59.65,27,23.68,19,16.67,26021
26,22,78,49,62.82,18,23.08,11,14.1,26022
26,23,127,73,57.48,36,28.35,18,14.17,26023
26,24,131,69,52.67,36,27.48,26,19.85,26024
26,25,88,48,54.55,18,20.45,22,25.0,26025
26,26,71,47,66.2,16,22.54,8,11.27,26026
26,27,73,48,65.75,18,24.66,7,9.59,26027
26,28,122,75,61.48,20,16.39,27,22.13,26028
26,29,76,48,63.16,20,26.32,8,10.53,26029
26,30,79,45,56.96,10,12.66,24,30.38,26030
26,31,31,17,54.84,5,16.13,9,29.03,26031
26,32,59,46,77.97,7,11.86,6,10.17,26032
26,33,107,64,59.81,19,17.76,24,22.43,26033
26,34,87,54,62.07,13,14.94,20,22.99,26034
26,35,75,44,58.67,23,30.67,8,10.67,26035
26,36,123,84,68.29,24,19.51,15,12.2,26036
26,37,70,42,60.0,10,14.29,18,25.71,26037
27,1,128,64,50.0,17,13.28,47,36.72,27001
27,2,60,34,56.67,17,28.33,9,15.0,27002
27,3,69,32,46.38,25,36.23,12,17.39,27003
27,4,55,32,58.18,13,23.64,10,18.18,27004
27,5,55,30,54.55,13,23.64,12,21.82,27005
27,6,54,36,66.67,11,20.37,7,12.96,27006
27,7,67,34,50.75,19,28.36,14,20.9,27007
27,8,47,25,53.19,14,29.79,8,17.02,27008
27,9,96,56,58.33,21,21.88,19,19.79,27009
27,10,169,107,63.31,37,21.89,25,14.79,27010
27,11,61,27,44.26,16,26.23,18,29.51,27011
27,12,86,68,79.07,11,12.79,7,8.14,27012
27,13,206,130,63.11,28,13.59,48,23.3,27013
27,14,59,44,74.58,11,18.64,4,6.78,27014
27,15,67,31,46.27,26,38.81,10,14.93,27015
27,16,44,30,68.18,3,6.82,11,25.0,27016
27,17,109,63,57.8,26,23.85,20,18.35,27017
27,18,37,21,56.76,9,24.32,7,18.92,27018
27,19,79,43,54.43,18,22.78,18,22.78,27019
27,20,159,110,69.18,24,15.09,25,15.72,27020
27,21,49,35,71.43,12,24.49,2,4.08,27021
27,22,78,45,57.69,19,24.36,14,17.95,27022
27,23,29,17,58.62,5,17.24,7,24.14,27023
27,24,58,38,65.52,10,17.24,10,17.24,27024
27,25,48,23,47.92,17,35.42,8,16.67,27025
27,26,152,55,36.18,61,40.13,36,23.68,27026
27,27,51,20,39.22,24,47.06,7,13.73,27027
27,28,87,48,55.17,13,14.94,26,29.89,27028
27,29,61,33,54.1,17,27.87,11,18.03,27029
27,30,58,41,70.69,7,12.07,10,17.24,27030
27,31,87,46,52.87,20,22.99,21,24.14,27031
27,32,59,35,59.32,14,23.73,10,16.95,27032
27,33,111,66,59.46,26,23.42,19,17.12,27033
27,34,78,51,65.38,17,21.79,10,12.82,27034
27,35,151,113,74.83,22,14.57,16,10.6,27035
27,36,102,47,46.08,31,30.39,24,23.53,27036
27,37,74,44,59.46,19,25.68,11,14.86,27037
27,38,78,34,43.59,16,20.51,28,35.9,27038
27,39,64,42,65.63,16,25.0,6,9.38,27039
27,40,66,43,65.15,16,24.24,7,10.61,27040
27,41,53,34,64.15,9,16.98,10,18.87,27041
27,42,43,27,62.79,7,16.28,9,20.93,27042
27,43,65,35,53.85,17,26.15,13,20.0,27043
27,44,113,49,43.36,35,30.97,29,25.66,27044
27,45,99,49,49.49,33,33.33,17,17.17,27045
27,46,116,99,85.34,9,7.76,8,6.9,27046
27,47,56,40,71.43,7,12.5,9,16.07,27047
27,48,83,46,55.42,25,30.12,12,14.46,27048
27,49,62,36,58.06,18,29.03,8,12.9,27049
27,50,69,28,40.58,16,23.19,25,36.23,27050
27,51,65,38,58.46,18,27.69,9,13.85,27051
27,52,18,13,72.22,1,5.56,4,22.22,27052
27,53,103,45,43.69,25,24.27,33,32.04,27053
27,54,41,25,60.98,3,7.32,13,31.71,27054
27,55,29,22,75.86,3,10.34,4,13.79,27055
28,1,106,26,24.53,57,53.77,23,21.7,28001
28,2,43,17,39.53,18,41.86,8,18.6,28002
28,3,77,32,41.56,34,44.16,11,14.29,28003
28,4,113,35,30.97,56,49.56,22,19.47,28004
28,5,78,32,41.03,29,37.18,17,21.79,28005
28,6,75,39,52.0,20,26.67,16,21.33,28006
28,7,96,40,41.67,30,31.25,26,27.08,28007
28,8,46,15,32.61,20,43.48,11,23.91,28008
28,9,73,26,35.62,32,43.84,15,20.55,28009
28,10,65,27,41.54,21,32.31,17,26.15,28010
28,11,57,23,40.35,21,36.84,13,22.81,28011
28,12,81,15,18.52,52,64.2,14,17.28,28012
28,13,54,15,27.78,21,38.89,18,33.33,28013
28,14,32,18,56.25,11,34.38,3,9.38,28014
28,15,35,17,48.57,13,37.14,5,14.29,28015
28,16,63,33,52.38,14,22.22,16,25.4,28016
28,17,50,23,46.0,18,36.0,9,18.0,28017
28,18,81,34,41.98,27,33.33,20,24.69,28018
28,19,71,21,29.58,37,52.11,13,18.31,28019
28,20,76,37,48.68,22,28.95,17,22.37,28020
28,21,56,24,42.86,19,33.93,13,23.21,28021
28,22,52,26,50.0,12,23.08,14,26.92,28022
28,23,87,35,40.23,29,33.33,23,26.44,28023
28,24,30,13,43.33,11,36.67,6,20.0,28024
28,25,39,15,38.46,17,43.59,7,17.95,28025
28,26,73,30,41.1,24,32.88,19,26.03,28026
28,27,51,19,37.25,19,37.25,13,25.49,28027
28,28,75,38,50.67,19,25.33,18,24.0,28028
28,29,85,36,42.35,31,36.47,18,21.18,28029
28,30,39,13,33.33,17,43.59,9,23.08,28030
28,31,67,21,31.34,34,50.75,12,17.91,28031
28,32,80,34,42.5,24,30.0,22,27.5,28032
28,33,59,19,32.2,23,38.98,17,28.81,28033
28,34,75,29,38.67,35,46.67,11,14.67,28034
28,35,61,28,45.9,21,34.43,12,19.67,28035
28,36,67,22,32.84,29,43.28,16,23.88,28036
28,37,56,22,39.29,17,30.36,17,30.36,28037
28,38,58,27,46.55,21,36.21,10,17.24,28038
28,39,25,9,36.0,8,32.0,8,32.0,28039
28,40,103,47,45.63,37,35.92,19,18.45,28040
28,41,36,13,36.11,11,30.56,12,33.33,28041
28,42,69,21,30.43,31,44.93,17,24.64,28042
28,43,41,18,43.9,11,26.83,12,29.27,28043
28,44,42,19,45.24,15,35.71,8,19.05,28044
28,45,48,20,41.67,16,33.33,12,25.0,28045
28,46,49,22,44.9,15,30.61,12,24.49,28046
28,47,93,24,25.81,36,38.71,33,35.48,28047
28,48,14,7,50.0,2,14.29,5,35.71,28048
28,49,60,23,38.33,22,36.67,15,25.0,28049
28,50,29,12,41.38,11,37.93,6,20.69,28050
28,51,68,23,33.82,33,48.53,12,17.65,28051
28,52,67,27,40.3,26,38.81,14,20.9,28052
28,53,36,24,66.67,9,25.0,3,8.33,28053
28,54,42,17,40.48,16,38.1,9,21.43,28054
28,55,38,23,60.53,9,23.68,6,15.79,28055
28,56,61,22,36.07,25,40.98,14,22.95,28056
28,57,78,40,51.28,20,25.64,18,23.08,28057
28,58,43,12,27.91,21,48.84,10,23.26,28058
28,59,50,26,52.0,11,22.0,13,26.0,28059
28,60,46,17,36.96,16,34.78,13,28.26,28060
28,61,42,15,35.71,12,28.57,15,35.71,28061
29,1,117,42,35.9,59,50.43,16,13.68,29001
29,2,69,35,50.72,18,26.09,16,23.19,29002
29,3,126,25,19.84,78,61.9,23,18.25,29003
29,4,123,48,39.02,51,41.46,24,19.51,29004
29,5,132,40,30.3,63,47.73,29,21.97,29005
29,6,35,20,57.14,9,25.71,6,17.14,29006
29,7,90,50,55.56,24,26.67,16,17.78,29007
29,8,124,58,46.77,41,33.06,25,20.16,29008
29,9,115,49,42.61,44,38.26,22,19.13,29009
29,10,115,64,55.65,39,33.91,12,10.43,29010
29,11,109,31,28.44,50,45.87,28,25.69,29011
29,12,80,33,41.25,30,37.5,17,21.25,29012
29,13,144,61,42.36,62,43.06,21,14.58,29013
29,14,119,36,30.25,62,52.1,21,17.65,29014
29,15,156,35,22.44,97,62.18,24,15.38,29015
29,16,94,39,41.49,40,42.55,15,15.96,29016
29,17,113,73,64.6,26,23.01,14,12.39,29017
29,18,105,44,41.9,37,35.24,24,22.86,29018
29,19,114,49,42.98,48,42.11,17,14.91,29019
29,20,165,79,47.88,58,35.15,28,16.97,29020
29,21,104,42,40.38,49,47.12,13,12.5,29021
29,22,65,32,49.23,13,20.0,20,30.77,29022
29,23,83,41,49.4,25,30.12,17,20.48,29023
29,24,132,44,33.33,48,36.36,40,30.3,29024
29,25,148,63,42.57,58,39.19,27,18.24,29025
29,26,110,36,32.73,58,52.73,16,14.55,29026
29,27,82,34,41.46,36,43.9,12,14.63,29027
29,28,107,49,45.79,37,34.58,21,19.63,29028
29,29,147,69,46.94,51,34.69,27,18.37,29029
29,30,90,33,36.67,38,42.22,19,21.11,29030
29,31,135,43,31.85,66,48.89,26,19.26,29031
29,32,116,44,37.93,48,41.38,24,20.69,29032
29,33,92,38,41.3,36,39.13,18,19.57,29033
29,34,82,25,30.49,42,51.22,15,18.29,29034
29,35,188,143,76.06,24,12.77,21,11.17,29035
29,36,158,56,35.44,70,44.3,32,20.25,29036
29,37,128,39,30.47,59,46.09,30,23.44,29037
29,38,136,43,31.62,67,49.26,26,19.12,29038
29,39,78,47,60.26,18,23.08,13,16.67,29039
29,40,179,60,33.52,83,46.37,36,20.11,29040
29,41,159,57,35.85,74,46.54,28,17.61,29041
29,42,82,32,39.02,39,47.56,11,13.41,29042
29,43,173,50,28.9,74,42.77,49,28.32,29043
29,44,106,41,38.68,47,44.34,18,16.98,29044
29,45,137,39,28.47,55,40.15,43,31.39,29045
29,46,82,26,31.71,41,50.0,15,18.29,29046
29,47,173,66,38.15,58,33.53,49,28.32,29047
29,48,39,25,64.1,8,20.51,6,15.38,29048
29,49,181,63,34.81,76,41.99,42,23.2,29049
29,50,146,56,38.36,54,36.99,36,24.66,29050
29,51,125,40,32.0,54,43.2,31,24.8,29051
29,52,116,58,50.0,36,31.03,22,18.97,29052
29,53,77,42,54.55,20,25.97,15,19.48,29053
29,54,94,74,78.72,12,12.77,8,8.51,29054
29,55,29,16,55.17,8,27.59,5,17.24,29055
29,56,81,25,30.86,43,53.09,13,16.05,29056
30,1,141,98,69.5,11,7.8,32,22.7,30001
30,2,86,53,61.63,11,12.79,22,25.58,30002
30,3,121,76,62.81,17,14.05,28,23.14,30003
30,4,147,104,70.75,20,13.61,23,15.65,30004
30,5,70,48,68.57,13,18.57,9,12.86,30005
30,6,100,61,61.0,11,11.0,28,28.0,30006
30,7,100,68,68.0,11,11.0,21,21.0,30007
30,8,103,63,61.17,19,18.45,21,20.39,30008
30,9,182,133,73.08,10,5.49,39,21.43,30009
30,10,112,72,64.29,19,16.96,21,18.75,30010
30,11,100,64,64.0,20,20.0,16,16.0,30011
30,12,97,50,51.55,16,16.49,31,31.96,30012
30,13,58,34,58.62,5,8.62,19,32.76,30013
30,14,78,55,70.51,12,15.38,11,14.1,30014
30,15,111,57,51.35,20,18.02,34,30.63,30015
30,16,71,46,64.79,14,19.72,11,15.49,30016
30,17,61,40,65.57,13,21.31,8,13.11,30017
30,18,101,63,62.38,19,18.81,19,18.81,30018
30,19,98,60,61.22,20,20.41,18,18.37,30019
30,20,53,39,73.58,8,15.09,6,11.32,30020
30,21,28,15,53.57,10,35.71,3,10.71,30021
30,22,108,65,60.19,16,14.81,27,25.0,30022
30,23,44,29,65.91,5,11.36,10,22.73,30023
30,24,43,26,60.47,8,18.6,9,20.93,30024
30,25,92,58,63.04,19,20.65,15,16.3,30025
30,26,105,76,72.38,16,15.24,13,12.38,30026
30,27,100,65,65.0,21,21.0,14,14.0,30027
30,28,82,49,59.76,15,18.29,18,21.95,30028
30,29,109,59,54.13,11,10.09,39,35.78,30029
30,30,92,59,64.13,10,10.87,23,25.0,30030
30,31,84,55,65.48,17,20.24,12,14.29,30031
30,32,95,58,61.05,12,12.63,25,26.32,30032
30,33,62,42,67.74,15,24.19,5,8.06,30033
30,34,169,110,65.09,29,17.16,30,17.75,30034
30,35,69,47,68.12,11,15.94,11,15.94,30035
30,36,61,38,62.3,9,14.75,14,22.95,30036
30,37,82,55,67.07,10,12.2,17,20.73,30037
30,38,103,69,66.99,19,18.45,15,14.56,30038
30,39,105,74,70.48,16,15.24,15,14.29,30039
30,40,72,53,73.61,9,12.5,10,13.89,30040
30,41,41,35,85.37,3,7.32,3,7.32,30041
30,42,103,61,59.22,18,17.48,24,23.3,30042
30,43,71,46,64.79,13,18.31,12,16.9,30043
