ward,precinct,total,ROBERT D. QUINLIVAN,ROBERT D. QUINLIVAN Percent,RICHARD ANTHONY STEVENS,RICHARD ANTHONY STEVENS Percent,MARJORIE E. MCCOLLOM,MARJORIE E. MCCOLLOM Percent,JOAN MARGARET O'BRIEN,JOAN MARGARET O'BRIEN Percent,precinct_id
17,19,67,41,61.19,10,14.93,7,10.45,9,13.43,17019
17,20,111,68,61.26,21,18.92,12,10.81,10,9.01,17020
17,21,203,106,52.22,50,24.63,25,12.32,22,10.84,17021
17,22,139,88,63.31,20,14.39,14,10.07,17,12.23,17022
17,23,117,63,53.85,19,16.24,15,12.82,20,17.09,17023
17,24,120,72,60.0,14,11.67,10,8.33,24,20.0,17024
17,25,80,32,40.0,19,23.75,16,20.0,13,16.25,17025
17,26,160,42,26.25,47,29.38,24,15.0,47,29.38,17026
17,27,147,78,53.06,24,16.33,18,12.24,27,18.37,17027
17,28,118,30,25.42,39,33.05,27,22.88,22,18.64,17028
17,29,146,59,40.41,37,25.34,20,13.7,30,20.55,17029
17,30,141,67,47.52,29,20.57,25,17.73,20,14.18,17030
17,31,76,31,40.79,23,30.26,12,15.79,10,13.16,17031
17,32,111,37,33.33,27,24.32,18,16.22,29,26.13,17032
17,33,121,70,57.85,18,14.88,11,9.09,22,18.18,17033
17,34,117,43,36.75,30,25.64,21,17.95,23,19.66,17034
17,35,79,28,35.44,20,25.32,14,17.72,17,21.52,17035
17,36,85,28,32.94,22,25.88,14,16.47,21,24.71,17036
17,37,122,50,40.98,29,23.77,19,15.57,24,19.67,17037
17,38,117,44,37.61,25,21.37,21,17.95,27,23.08,17038
17,39,115,64,55.65,21,18.26,13,11.3,17,14.78,17039
17,40,94,22,23.4,24,25.53,25,26.6,23,24.47,17040
17,41,93,28,30.11,26,27.96,13,13.98,26,27.96,17041
17,42,69,30,43.48,12,17.39,15,21.74,12,17.39,17042
17,43,84,33,39.29,17,20.24,20,23.81,14,16.67,17043
17,44,151,89,58.94,28,18.54,17,11.26,17,11.26,17044
17,45,237,87,36.71,60,25.32,45,18.99,45,18.99,17045
17,46,133,50,37.59,26,19.55,27,20.3,30,22.56,17046
17,47,98,55,56.12,19,19.39,6,6.12,18,18.37,17047
17,48,109,56,51.38,17,15.6,12,11.01,24,22.02,17048
17,49,91,50,54.95,14,15.38,10,10.99,17,18.68,17049
17,50,106,39,36.79,25,23.58,12,11.32,30,28.3,17050
17,51,121,53,43.8,22,18.18,20,16.53,26,21.49,17051
17,52,185,66,35.68,60,32.43,21,11.35,38,20.54,17052
17,53,161,86,53.42,29,18.01,21,13.04,25,15.53,17053
17,54,186,97,52.15,28,15.05,23,12.37,38,20.43,17054
17,55,96,48,50.0,22,22.92,12,12.5,14,14.58,17055
18,1,131,78,59.54,26,19.85,8,6.11,19,14.5,18001
18,2,146,80,54.79,25,17.12,14,9.59,27,18.49,18002
18,3,136,55,40.44,32,23.53,20,14.71,29,21.32,18003
18,4,207,66,31.88,71,34.3,30,14.49,40,19.32,18004
18,5,93,31,33.33,30,32.26,13,13.98,19,20.43,18005
18,6,132,54,40.91,30,22.73,25,18.94,23,17.42,18006
18,7,93,55,59.14,11,11.83,6,6.45,21,22.58,18007
18,8,93,30,32.26,17,18.28,18,19.35,28,30.11,18008
18,9,156,55,35.26,44,28.21,23,14.74,34,21.79,18009
18,10,225,66,29.33,72,32.0,38,16.89,49,21.78,18010
18,11,115,60,52.17,14,12.17,11,9.57,30,26.09,18011
18,12,143,55,38.46,30,20.98,22,15.38,36,25.17,18012
18,13,182,20,10.99,30,16.48,22,12.09,110,60.44,18013
18,14,191,75,39.27,49,25.65,32,16.75,35,18.32,18014
18,15,103,39,37.86,31,30.1,15,14.56,18,17.48,18015
18,16,140,50,35.71,44,31.43,18,12.86,28,20.0,18016
18,17,164,88,53.66,16,9.76,14,8.54,46,28.05,18017
18,18,187,51,27.27,73,39.04,31,16.58,32,17.11,18018
18,19,85,40,47.06,17,20.0,17,20.0,11,12.94,18019
18,20,141,26,18.44,56,39.72,29,20.57,30,21.28,18020
18,21,167,77,46.11,30,17.96,20,11.98,40,23.95,18021
18,22,139,51,36.69,46,33.09,25,17.99,17,12.23,18022
18,23,123,62,50.41,17,13.82,15,12.2,29,23.58,18023
18,24,161,52,32.3,56,34.78,32,19.88,21,13.04,18024
18,25,147,32,21.77,59,40.14,24,16.33,32,21.77,18025
18,26,181,29,16.02,75,41.44,32,17.68,45,24.86,18026
18,27,105,28,26.67,37,35.24,16,15.24,24,22.86,18027
18,28,101,41,40.59,31,30.69,16,15.84,13,12.87,18028
18,29,97,43,44.33,19,19.59,6,6.19,29,29.9,18029
18,30,183,47,25.68,91,49.73,23,12.57,22,12.02,18030
18,31,97,38,39.18,15,15.46,21,21.65,23,23.71,18031
18,32,171,97,56.73,33,19.3,22,12.87,19,11.11,18032
18,33,119,58,48.74,19,15.97,21,17.65,21,17.65,18033
18,34,232,81,34.91,76,32.76,33,14.22,42,18.1,18034
18,35,179,90,50.28,39,21.79,23,12.85,27,15.08,18035
18,36,97,44,45.36,14,14.43,11,11.34,28,28.87,18036
18,37,98,38,38.78,22,22.45,16,16.33,22,22.45,18037
18,38,165,40,24.24,75,45.45,23,13.94,27,16.36,18038
18,39,128,27,21.09,52,40.63,25,19.53,24,18.75,18039
18,40,187,59,31.55,65,34.76,27,14.44,36,19.25,18040
18,41,124,39,31.45,25,20.16,25,20.16,35,28.23,18041
18,42,110,33,30.0,37,33.64,16,14.55,24,21.82,18042
18,43,100,32,32.0,35,35.0,19,19.0,14,14.0,18043
18,44,147,45,30.61,51,34.69,26,17.69,25,17.01,18044
18,45,173,45,26.01,62,35.84,27,15.61,39,22.54,18045
18,46,128,44,34.38,46,35.94,17,13.28,21,16.41,18046
18,47,181,64,35.36,67,37.02,29,16.02,21,11.6,18047
18,48,86,33,38.37,24,27.91,11,12.79,18,20.93,18048
18,49,100,45,45.0,8,8.0,8,8.0,39,39.0,18049
18,50,98,39,39.8,25,25.51,11,11.22,23,23.47,18050
18,51,142,30,21.13,54,38.03,28,19.72,30,21.13,18051
18,52,129,35,27.13,52,40.31,20,15.5,22,17.05,18052
18,53,124,22,17.74,47,37.9,23,18.55,32,25.81,18053
18,54,179,68,37.99,42,23.46,34,18.99,35,19.55,18054
18,55,148,57,38.51,44,29.73,22,14.86,25,16.89,18055
18,56,139,46,33.09,42,30.22,25,17.99,26,18.71,18056
18,57,168,68,40.48,39,23.21,30,17.86,31,18.45,18057
18,58,78,32,41.03,26,33.33,10,12.82,10,12.82,18058
18,59,131,58,44.27,35,26.72,18,13.74,20,15.27,18059
18,60,112,58,51.79,24,21.43,15,13.39,15,13.39,18060
18,61,132,24,18.18,56,42.42,24,18.18,28,21.21,18061
18,62,116,42,36.21,45,38.79,15,12.93,14,12.07,18062
18,63,55,27,49.09,13,23.64,6,10.91,9,16.36,18063
19,1,236,123,52.12,12,5.08,19,8.05,82,34.75,19001
19,2,181,67,37.02,38,20.99,23,12.71,53,29.28,19002
19,3,180,77,42.78,8,4.44,10,5.56,85,47.22,19003
19,4,190,70,36.84,7,3.68,15,7.89,98,51.58,19004
19,5,171,80,46.78,38,22.22,19,11.11,34,19.88,19005
19,6,202,108,53.47,8,3.96,13,6.44,73,36.14,19006
19,7,209,110,52.63,17,8.13,18,8.61,64,30.62,19007
19,8,138,71,51.45,8,5.8,10,7.25,49,35.51,19008
19,9,152,39,25.66,13,8.55,12,7.89,88,57.89,19009
19,10,233,95,40.77,36,15.45,23,9.87,79,33.91,19010
19,11,218,73,33.49,14,6.42,13,5.96,118,54.13,19011
19,12,178,73,41.01,10,5.62,20,11.24,75,42.13,19012
19,13,152,40,26.32,58,38.16,24,15.79,30,19.74,19013
19,14,135,60,44.44,4,2.96,6,4.44,65,48.15,19014
19,15,103,56,54.37,6,5.83,9,8.74,32,31.07,19015
19,16,248,160,64.52,8,3.23,9,3.63,71,28.63,19016
19,17,217,114,52.53,15,6.91,9,4.15,79,36.41,19017
19,18,247,126,51.01,33,13.36,23,9.31,65,26.32,19018
19,19,204,70,34.31,34,16.67,16,7.84,84,41.18,19019
19,20,158,39,24.68,44,27.85,20,12.66,55,34.81,19020
19,21,170,90,52.94,6,3.53,18,10.59,56,32.94,19021
19,22,212,89,41.98,20,9.43,24,11.32,79,37.26,19022
19,23,273,168,61.54,12,4.4,9,3.3,84,30.77,19023
19,24,187,106,56.68,11,5.88,13,6.95,57,30.48,19024
19,25,221,120,54.3,30,13.57,14,6.33,57,25.79,19025
19,26,189,93,49.21,20,10.58,15,7.94,61,32.28,19026
19,27,138,46,33.33,28,20.29,21,15.22,43,31.16,19027
19,28,210,57,27.14,57,27.14,36,17.14,60,28.57,19028
19,29,194,74,38.14,9,4.64,17,8.76,94,48.45,19029
19,30,173,83,47.98,10,5.78,15,8.67,65,37.57,19030
19,31,188,89,47.34,26,13.83,16,8.51,57,30.32,19031
19,32,236,87,36.86,17,7.2,19,8.05,113,47.88,19032
19,33,214,97,45.33,9,4.21,21,9.81,87,40.65,19033
19,34,181,66,36.46,32,17.68,13,7.18,70,38.67,19034
19,35,202,76,37.62,45,22.28,15,7.43,66,32.67,19035
19,36,136,35,25.74,40,29.41,21,15.44,40,29.41,19036
19,37,171,74,43.27,29,16.96,21,12.28,47,27.49,19037
19,38,196,60,30.61,46,23.47,34,17.35,56,28.57,19038
19,39,76,35,46.05,12,15.79,14,18.42,15,19.74,19039
19,40,197,85,43.15,33,16.75,21,10.66,58,29.44,19040
19,41,192,83,43.23,7,3.65,15,7.81,87,45.31,19041
19,42,123,38,30.89,29,23.58,20,16.26,36,29.27,19042
19,43,142,25,17.61,59,41.55,25,17.61,33,23.24,19043
19,44,172,76,44.19,18,10.47,13,7.56,65,37.79,19044
19,45,253,136,53.75,20,7.91,13,5.14,84,33.2,19045
19,46,263,147,55.89,16,6.08,13,4.94,87,33.08,19046
19,47,137,60,43.8,17,12.41,13,9.49,47,34.31,19047
19,48,154,47,30.52,48,31.17,24,15.58,35,22.73,19048
19,49,211,58,27.49,50,23.7,30,14.22,73,34.6,19049
19,50,129,37,28.68,40,31.01,18,13.95,34,26.36,19050
19,51,179,71,39.66,5,2.79,11,6.15,92,51.4,19051
19,52,151,56,37.09,14,9.27,9,5.96,72,47.68,19052
19,53,206,94,45.63,22,10.68,10,4.85,80,38.83,19053
19,54,130,53,40.77,9,6.92,8,6.15,60,46.15,19054
19,55,190,77,40.53,12,6.32,19,10.0,82,43.16,19055
19,56,204,82,40.2,34,16.67,28,13.73,60,29.41,19056
19,57,205,80,39.02,37,18.05,31,15.12,57,27.8,19057
19,58,182,107,58.79,10,5.49,6,3.3,59,32.42,19058
19,59,261,176,67.43,9,3.45,11,4.21,65,24.9,19059
19,60,133,45,33.83,36,27.07,26,19.55,26,19.55,19060
19,61,264,149,56.44,17,6.44,13,4.92,85,32.2,19061
19,62,225,129,57.33,12,5.33,11,4.89,73,32.44,19062
19,63,129,61,47.29,13,10.08,19,14.73,36,27.91,19063
19,64,261,94,36.02,62,23.75,36,13.79,69,26.44,19064
19,65,206,61,29.61,34,16.5,26,12.62,85,41.26,19065
20,1,116,18,15.52,52,44.83,23,19.83,23,19.83,20001
20,2,86,13,15.12,37,43.02,20,23.26,16,18.6,20002
20,3,112,11,9.82,50,44.64,25,22.32,26,23.21,20003
20,4,116,8,6.9,69,59.48,18,15.52,21,18.1,20004
20,5,72,7,9.72,29,40.28,14,19.44,22,30.56,20005
20,6,114,17,14.91,43,37.72,30,26.32,24,21.05,20006
20,7,63,11,17.46,20,31.75,12,19.05,20,31.75,20007
20,8,72,9,12.5,33,45.83,11,15.28,19,26.39,20008
20,9,104,13,12.5,44,42.31,23,22.12,24,23.08,20009
20,10,120,15,12.5,57,47.5,25,20.83,23,19.17,20010
20,11,63,9,14.29,18,28.57,17,26.98,19,30.16,20011
20,12,87,13,14.94,43,49.43,18,20.69,13,14.94,20012
20,13,42,9,21.43,20,47.62,5,11.9,8,19.05,20013
20,14,170,20,11.76,80,47.06,24,14.12,46,27.06,20014
20,15,81,10,12.35,34,41.98,14,17.28,23,28.4,20015
20,16,61,8,13.11,24,39.34,8,13.11,21,34.43,20016
20,17,81,10,12.35,41,50.62,12,14.81,18,22.22,20017
20,18,124,15,12.1,53,42.74,28,22.58,28,22.58,20018
20,19,76,9,11.84,31,40.79,14,18.42,22,28.95,20019
20,20,77,14,18.18,25,32.47,21,27.27,17,22.08,20020
20,21,74,10,13.51,34,45.95,8,10.81,22,29.73,20021
20,22,91,11,12.09,49,53.85,15,16.48,16,17.58,20022
20,23,95,9,9.47,53,55.79,16,16.84,17,17.89,20023
20,24,106,10,9.43,52,49.06,21,19.81,23,21.7,20024
20,25,79,10,12.66,38,48.1,16,20.25,15,18.99,20025
20,26,152,25,16.45,57,37.5,25,16.45,45,29.61,20026
20,27,40,4,10.0,13,32.5,12,30.0,11,27.5,20027
20,28,108,10,9.26,56,51.85,25,23.15,17,15.74,20028
20,29,78,15,19.23,26,33.33,16,20.51,21,26.92,20029
20,30,118,13,11.02,59,50.0,25,21.19,21,17.8,20030
20,31,66,9,13.64,31,46.97,11,16.67,15,22.73,20031
20,32,155,27,17.42,59,38.06,28,18.06,41,26.45,20032
20,33,91,10,10.99,51,56.04,15,16.48,15,16.48,20033
20,34,134,21,15.67,48,35.82,29,21.64,36,26.87,20034
20,35,50,3,6.0,24,48.0,12,24.0,11,22.0,20035
20,36,94,6,6.38,37,39.36,27,28.72,24,25.53,20036
20,37,74,9,12.16,31,41.89,18,24.32,16,21.62,20037
20,38,161,16,9.94,73,45.34,30,18.63,42,26.09,20038
20,39,99,14,14.14,39,39.39,27,27.27,19,19.19,20039
20,40,78,9,11.54,29,37.18,20,25.64,20,25.64,20040
20,41,16,2,12.5,8,50.0,2,12.5,4,25.0,20041
20,42,29,4,13.79,10,34.48,8,27.59,7,24.14,20042
20,43,147,18,12.24,70,47.62,30,20.41,29,19.73,20043
20,44,121,9,7.44,69,57.02,16,13.22,27,22.31,20044
20,45,26,0,0.0,11,42.31,5,19.23,10,38.46,20045
20,46,54,10,18.52,24,44.44,9,16.67,11,20.37,20046
20,47,74,7,9.46,37,50.0,16,21.62,14,18.92,20047
20,48,62,5,8.06,28,45.16,13,20.97,16,25.81,20048
20,49,97,10,10.31,45,46.39,20,20.62,22,22.68,20049
20,50,83,11,13.25,34,40.96,13,15.66,25,30.12,20050
20,51,99,7,7.07,61,61.62,16,16.16,15,15.15,20051
20,52,29,3,10.34,14,48.28,4,13.79,8,27.59,20052
21,1,194,26,13.4,95,48.97,35,18.04,38,19.59,21001
21,2,73,9,12.33,32,43.84,13,17.81,19,26.03,21002
21,3,198,15,7.58,95,47.98,44,22.22,44,22.22,21003
21,4,171,23,13.45,76,44.44,30,17.54,42,24.56,21004
21,5,119,22,18.49,42,35.29,19,15.97,36,30.25,21005
21,6,117,22,18.8,33,28.21,28,23.93,34,29.06,21006
21,7,146,21,14.38,66,45.21,22,15.07,37,25.34,21007
21,8,124,16,12.9,53,42.74,27,21.77,28,22.58,21008
21,9,114,8,7.02,51,44.74,22,19.3,33,28.95,21009
21,10,92,10,10.87,47,51.09,18,19.57,17,18.48,21010
21,11,144,17,11.81,67,46.53,28,19.44,32,22.22,21011
21,12,146,24,16.44,66,45.21,30,20.55,26,17.81,21012
21,13,77,11,14.29,27,35.06,20,25.97,19,24.68,21013
21,14,141,22,15.6,51,36.17,35,24.82,33,23.4,21014
21,15,80,10,12.5,29,36.25,21,26.25,20,25.0,21015
21,16,44,5,11.36,19,43.18,10,22.73,10,22.73,21016
21,17,77,12,15.58,30,38.96,14,18.18,21,27.27,21017
21,18,134,27,20.15,60,44.78,22,16.42,25,18.66,21018
21,19,106,9,8.49,58,54.72,18,16.98,21,19.81,21019
21,20,4,0,0.0,3,75.0,1,25.0,0,0.0,21020
21,21,138,17,12.32,84,60.87,14,10.14,23,16.67,21021
21,22,157,21,13.38,86,54.78,27,17.2,23,14.65,21022
21,23,102,14,13.73,33,32.35,31,30.39,24,23.53,21023
21,24,162,19,11.73,78,48.15,31,19.14,34,20.99,21024
21,25,119,19,15.97,56,47.06,19,15.97,25,21.01,21025
21,26,102,15,14.71,41,40.2,14,13.73,32,31.37,21026
21,27,170,27,15.88,68,40.0,38,22.35,37,21.76,21027
21,28,90,13,14.44,35,38.89,20,22.22,22,24.44,21028
21,29,85,11,12.94,39,45.88,14,16.47,21,24.71,21029
21,30,80,6,7.5,50,62.5,10,12.5,14,17.5,21030
21,31,172,21,12.21,75,43.6,43,25.0,33,19.19,21031
21,32,69,10,14.49,27,39.13,16,23.19,16,23.19,21032
21,33,145,17,11.72,58,40.0,25,17.24,45,31.03,21033
21,34,142,17,11.97,65,45.77,25,17.61,35,24.65,21034
21,35,93,12,12.9,41,44.09,15,16.13,25,26.88,21035
21,36,152,18,11.84,83,54.61,28,18.42,23,15.13,21036
21,37,88,20,22.73,32,36.36,10,11.36,26,29.55,21037
21,38,158,20,12.66,76,48.1,33,20.89,29,18.35,21038
21,39,95,12,12.63,40,42.11,22,23.16,21,22.11,21039
21,40,149,11,7.38,85,57.05,31,20.81,22,14.77,21040
21,41,92,10,10.87,38,41.3,17,18.48,27,29.35,21041
21,42,158,21,13.29,78,49.37,25,15.82,34,21.52,21042
21,43,101,15,14.85,32,31.68,28,27.72,26,25.74,21043
21,44,123,19,15.45,61,49.59,12,9.76,31,25.2,21044
21,45,112,17,15.18,52,46.43,24,21.43,19,16.96,21045
21,46,115,14,12.17,49,42.61,23,20.0,29,25.22,21046
21,47,196,24,12.24,90,45.92,45,22.96,37,18.88,21047
21,48,170,26,15.29,59,34.71,41,24.12,44,25.88,21048
21,49,172,32,18.6,56,32.56,41,23.84,43,25.0,21049
21,50,108,10,9.26,61,56.48,19,17.59,18,16.67,21050
21,51,146,17,11.64,74,50.68,23,15.75,32,21.92,21051
21,52,153,14,9.15,95,62.09,28,18.3,16,10.46,21052
21,53,137,15,10.95,69,50.36,15,10.95,38,27.74,21053
21,54,152,13,8.55,77,50.66,34,22.37,28,18.42,21054
21,55,136,20,14.71,71,52.21,26,19.12,19,13.97,21055
21,56,67,7,10.45,36,53.73,15,22.39,9,13.43,21056
21,57,71,7,9.86,34,47.89,17,23.94,13,18.31,21057
21,58,98,13,13.27,54,55.1,18,18.37,13,13.27,21058
21,59,172,21,12.21,84,48.84,36,20.93,31,18.02,21059
21,60,133,14,10.53,67,50.38,22,16.54,30,22.56,21060
21,61,166,19,11.45,77,46.39,23,13.86,47,28.31,21061
21,62,135,18,13.33,65,48.15,22,16.3,30,22.22,21062
21,63,140,11,7.86,62,44.29,29,20.71,38,27.14,21063
21,64,91,12,13.19,36,39.56,19,20.88,24,26.37,21064
21,65,135,13,9.63,66,48.89,28,20.74,28,20.74,21065
21,66,119,8,6.72,66,55.46,22,18.49,23,19.33,21066
21,67,105,10,9.52,62,59.05,14,13.33,19,18.1,21067
21,68,75,12,16.0,43,57.33,9,12.0,11,14.67,21068
21,69,92,14,15.22,48,52.17,15,16.3,15,16.3,21069
21,70,96,9,9.38,45,46.88,23,23.96,19,19.79,21070
22,1,54,14,25.93,9,16.67,10,18.52,21,38.89,22001
22,2,112,33,29.46,19,16.96,14,12.5,46,41.07,22002
22,3,127,29,22.83,25,19.69,25,19.69,48,37.8,22003
22,4,113,35,30.97,26,23.01,14,12.39,38,33.63,22004
22,5,174,49,28.16,23,13.22,24,13.79,78,44.83,22005
22,6,132,56,42.42,21,15.91,19,14.39,36,27.27,22006
22,7,96,38,39.58,24,25.0,16,16.67,18,18.75,22007
22,8,140,45,32.14,32,22.86,25,17.86,38,27.14,22008
22,9,156,56,35.9,28,17.95,14,8.97,58,37.18,22009
22,10,183,47,25.68,47,25.68,20,10.93,69,37.7,22010
22,11,129,36,27.91,25,19.38,28,21.71,40,31.01,22011
22,12,98,26,26.53,32,32.65,21,21.43,19,19.39,22012
22,13,110,31,28.18,15,13.64,18,16.36,46,41.82,22013
22,14,72,19,26.39,23,31.94,20,27.78,10,13.89,22014
22,15,109,23,21.1,27,24.77,27,24.77,32,29.36,22015
22,16,124,37,29.84,29,23.39,16,12.9,42,33.87,22016
22,17,143,53,37.06,23,16.08,19,13.29,48,33.57,22017
22,18,103,37,35.92,17,16.5,18,17.48,31,30.1,22018
22,19,68,9,13.24,24,35.29,14,20.59,21,30.88,22019
22,20,72,27,37.5,20,27.78,7,9.72,18,25.0,22020
22,21,162,55,33.95,44,27.16,22,13.58,41,25.31,22021
22,22,53,12,22.64,17,32.08,8,15.09,16,30.19,22022
22,23,128,35,27.34,31,24.22,18,14.06,44,34.38,22023
22,24,132,31,23.48,28,21.21,28,21.21,45,34.09,22024
22,25,133,47,35.34,25,18.8,14,10.53,47,35.34,22025
22,26,84,23,27.38,18,21.43,12,14.29,31,36.9,22026
22,27,162,43,26.54,25,15.43,27,16.67,67,41.36,22027
22,28,127,35,27.56,39,30.71,31,24.41,22,17.32,22028
22,29,52,14,26.92,9,17.31,8,15.38,21,40.38,22029
23,1,152,80,52.63,15,9.87,11,7.24,46,30.26,23001
23,2,242,170,70.25,13,5.37,8,3.31,51,21.07,23002
23,3,144,59,40.97,18,12.5,12,8.33,55,38.19,23003
23,4,139,70,50.36,8,5.76,18,12.95,43,30.94,23004
23,5,124,42,33.87,20,16.13,13,10.48,49,39.52,23005
23,6,180,88,48.89,22,12.22,19,10.56,51,28.33,23006
23,7,77,22,28.57,16,20.78,10,12.99,29,37.66,23007
23,8,134,51,38.06,19,14.18,20,14.93,44,32.84,23008
23,9,78,35,44.87,15,19.23,7,8.97,21,26.92,23009
23,10,193,111,57.51,18,9.33,14,7.25,50,25.91,23010
23,11,186,88,47.31,18,9.68,19,10.22,61,32.8,23011
23,12,105,57,54.29,7,6.67,11,10.48,30,28.57,23012
23,13,238,127,53.36,26,10.92,20,8.4,65,27.31,23013
23,14,155,104,67.1,9,5.81,14,9.03,28,18.06,23014
23,15,160,78,48.75,20,12.5,14,8.75,48,30.0,23015
23,16,163,84,51.53,18,11.04,17,10.43,44,26.99,23016
23,17,199,98,49.25,29,14.57,17,8.54,55,27.64,23017
23,18,135,75,55.56,16,11.85,6,4.44,38,28.15,23018
23,19,180,98,54.44,20,11.11,18,10.0,44,24.44,23019
23,20,153,72,47.06,16,10.46,21,13.73,44,28.76,23020
23,21,119,61,51.26,9,7.56,9,7.56,40,33.61,23021
23,22,97,33,34.02,17,17.53,17,17.53,30,30.93,23022
23,23,116,40,34.48,14,12.07,16,13.79,46,39.66,23023
23,24,86,30,34.88,16,18.6,10,11.63,30,34.88,23024
23,25,115,70,60.87,9,7.83,9,7.83,27,23.48,23025
23,26,169,63,37.28,17,10.06,18,10.65,71,42.01,23026
23,27,98,41,41.84,12,12.24,5,5.1,40,40.82,23027
23,28,153,49,32.03,20,13.07,21,13.73,63,41.18,23028
23,29,104,37,35.58,11,10.58,15,14.42,41,39.42,23029
23,30,171,92,53.8,21,12.28,14,8.19,44,25.73,23030
23,31,151,90,59.6,17,11.26,6,3.97,38,25.17,23031
23,32,177,73,41.24,24,13.56,32,18.08,48,27.12,23032
23,33,237,138,58.23,20,8.44,17,7.17,62,26.16,23033
23,34,114,29,25.44,21,18.42,14,12.28,50,43.86,23034
23,35,88,25,28.41,23,26.14,15,17.05,25,28.41,23035
23,36,173,86,49.71,14,8.09,12,6.94,61,35.26,23036
23,37,95,32,33.68,24,25.26,11,11.58,28,29.47,23037
23,38,160,82,51.25,9,5.63,21,13.13,48,30.0,23038
23,39,156,84,53.85,16,10.26,8,5.13,48,30.77,23039
23,40,164,87,53.05,14,8.54,7,4.27,56,34.15,23040
23,41,126,60,47.62,18,14.29,7,5.56,41,32.54,23041
23,42,133,64,48.12,11,8.27,16,12.03,42,31.58,23042
23,43,177,88,49.72,20,11.3,13,7.34,56,31.64,23043
23,44,197,99,50.25,22,11.17,16,8.12,60,30.46,23044
23,45,163,86,52.76,11,6.75,14,8.59,52,31.9,23045
23,46,139,58,41.73,19,13.67,22,15.83,40,28.78,23046
23,47,197,67,34.01,22,11.17,21,10.66,87,44.16,23047
23,48,136,57,41.91,18,13.24,15,11.03,46,33.82,23048
23,49,114,60,52.63,9,7.89,15,13.16,30,26.32,23049
23,50,110,54,49.09,16,14.55,8,7.27,32,29.09,23050
23,51,173,77,44.51,18,10.4,18,10.4,60,34.68,23051
23,52,186,111,59.68,17,9.14,20,10.75,38,20.43,23052
23,53,129,67,51.94,11,8.53,18,13.95,33,25.58,23053
23,54,189,91,48.15,16,8.47,14,7.41,68,35.98,23054
23,55,225,148,65.78,12,5.33,16,7.11,49,21.78,23055
23,56,133,59,44.36,18,13.53,19,14.29,37,27.82,23056
23,57,145,65,44.83,20,13.79,17,11.72,43,29.66,23057
23,58,257,134,52.14,23,8.95,24,9.34,76,29.57,23058
23,59,115,62,53.91,11,9.57,8,6.96,34,29.57,23059
23,60,168,67,39.88,19,11.31,18,10.71,64,38.1,23060
23,61,161,81,50.31,14,8.7,13,8.07,53,32.92,23061
23,62,155,78,50.32,11,7.1,10,6.45,56,36.13,23062
24,1,99,14,14.14,53,53.54,14,14.14,18,18.18,24001
24,2,90,7,7.78,52,57.78,13,14.44,18,20.0,24002
24,3,80,15,18.75,28,35.0,20,25.0,17,21.25,24003
24,4,85,18,21.18,32,37.65,14,16.47,21,24.71,24004
24,5,81,7,8.64,36,44.44,15,18.52,23,28.4,24005
24,6,101,6,5.94,48,47.52,24,23.76,23,22.77,24006
24,7,98,23,23.47,44,44.9,16,16.33,15,15.31,24007
24,8,108,15,13.89,53,49.07,18,16.67,22,20.37,24008
24,9,103,12,11.65,49,47.57,21,20.39,21,20.39,24009
24,10,102,13,12.75,53,51.96,14,13.73,22,21.57,24010
24,11,49,7,14.29,24,48.98,7,14.29,11,22.45,24011
24,12,52,6,11.54,22,42.31,11,21.15,13,25.0,24012
24,13,68,7,10.29,27,39.71,15,22.06,19,27.94,24013
24,14,114,5,4.39,78,68.42,10,8.77,21,18.42,24014
24,15,71,15,21.13,30,42.25,8,11.27,18,25.35,24015
24,16,84,8,9.52,45,53.57,17,20.24,14,16.67,24016
24,17,86,12,13.95,40,46.51,18,20.93,16,18.6,24017
24,18,49,11,22.45,18,36.73,14,28.57,6,12.24,24018
24,19,70,11,15.71,29,41.43,12,17.14,18,25.71,24019
24,20,83,11,13.25,35,42.17,17,20.48,20,24.1,24020
24,21,63,8,12.7,18,28.57,15,23.81,22,34.92,24021
24,22,95,14,14.74,39,41.05,23,24.21,19,20.0,24022
24,23,77,4,5.19,38,49.35,17,22.08,18,23.38,24023
24,24,62,8,12.9,31,50.0,11,17.74,12,19.35,24024
24,25,82,11,13.41,38,46.34,21,25.61,12,14.63,24025
24,26,94,12,12.77,44,46.81,18,19.15,20,21.28,24026
24,27,61,3,4.92,40,65.57,6,9.84,12,19.67,24027
24,28,102,15,14.71,59,57.84,12,11.76,16,15.69,24028
24,29,91,9,9.89,49,53.85,17,18.68,16,17.58,24029
24,30,82,15,18.29,32,39.02,14,17.07,21,25.61,24030
24,31,74,8,10.81,25,33.78,23,31.08,18,24.32,24031
24,32,76,11,14.47,36,47.37,16,21.05,13,17.11,24032
24,33,68,11,16.18,16,23.53,26,38.24,15,22.06,24033
24,34,89,8,8.99,41,46.07,21,23.6,19,21.35,24034
24,35,100,12,12.0,46,46.0,17,17.0,25,25.0,24035
24,36,81,7,8.64,53,65.43,12,14.81,9,11.11,24036
24,37,104,19,18.27,44,42.31,15,14.42,26,25.0,24037
24,38,102,8,7.84,58,56.86,16,15.69,20,19.61,24038
24,39,66,11,16.67,27,40.91,11,16.67,17,25.76,24039
24,40,139,22,15.83,59,42.45,29,20.86,29,20.86,24040
24,41,92,6,6.52,67,72.83,13,14.13,6,6.52,24041
