ward,precinct,total,LOVANA S. JONES (GORE),LOVANA S. JONES (GORE) Percent,TODD H. STROGER (GORE),TODD H. STROGER (GORE) Percent,VIRGINIA A. RUGAI (GORE),VIRGINIA A. RUGAI (GORE) Percent,JERRY BUTLER (GORE),JERRY BUTLER (GORE) Percent,NORMA J. WHITE (GORE),NORMA J. WHITE (GORE) Percent,HENRY M. WILLIAMSON (GORE),HENRY M. WILLIAMSON (GORE) Percent,ROSEMARY M. BILECKI (GORE),ROSEMARY M. BILECKI (GORE) Percent,"SPENCER LEAK, JR. (GORE)","SPENCER LEAK, JR. (GORE) Percent","JOSEPH G. BERTRAND,JR. (BRADLEY)","JOSEPH G. BERTRAND,JR. (BRADLEY) Percent",DELMARIE L. COBB (BRADLEY),DELMARIE L. COBB (BRADLEY) Percent,HOWARD KENNER (BRADLEY),HOWARD KENNER (BRADLEY) Percent,DORIS DAVENPORT (BRADLEY),DORIS DAVENPORT (BRADLEY) Percent,CARLTON E. HULL (BRADLEY),CARLTON E. HULL (BRADLEY) Percent,DENISE ELIGAN (BRADLEY),DENISE ELIGAN (BRADLEY) Percent,MYRON F. MCCOY (BRADLEY),MYRON F. MCCOY (BRADLEY) Percent,CELESTINE M. FULCHON (BRADLEY),CELESTINE M. FULCHON (BRADLEY) Percent,precinct_id
2,2,1679,194,11.55,198,11.79,130,7.74,232,13.82,159,9.47,140,8.34,113,6.73,190,11.32,53,3.16,49,2.92,48,2.86,57,3.39,26,1.55,33,1.97,28,1.67,29,1.73,02002
2,6,395,48,12.15,45,11.39,36,9.11,49,12.41,39,9.87,34,8.61,31,7.85,31,7.85,10,2.53,8,2.03,9,2.28,12,3.04,12,3.04,7,1.77,15,3.8,9,2.28,02006
2,12,1076,134,12.45,142,13.2,90,8.36,180,16.73,102,9.48,93,8.64,88,8.18,112,10.41,21,1.95,19,1.77,14,1.3,26,2.42,11,1.02,11,1.02,16,1.49,17,1.58,02012
2,13,1592,197,12.37,200,12.56,120,7.54,232,14.57,154,9.67,135,8.48,115,7.22,177,11.12,30,1.88,39,2.45,35,2.2,47,2.95,15,0.94,27,1.7,30,1.88,39,2.45,02013
2,14,955,116,12.15,120,12.57,77,8.06,129,13.51,92,9.63,73,7.64,72,7.54,95,9.95,30,3.14,26,2.72,32,3.35,23,2.41,13,1.36,18,1.88,21,2.2,18,1.88,02014
2,16,371,37,9.97,50,13.48,29,7.82,53,14.29,30,8.09,27,7.28,33,8.89,30,8.09,11,2.96,11,2.96,8,2.16,10,2.7,9,2.43,7,1.89,20,5.39,6,1.62,02016
2,18,1280,201,15.7,157,12.27,98,7.66,186,14.53,125,9.77,106,8.28,97,7.58,136,10.63,34,2.66,26,2.03,21,1.64,30,2.34,15,1.17,17,1.33,13,1.02,18,1.41,02018
2,20,1125,132,11.73,139,12.36,90,8.0,165,14.67,118,10.49,94,8.36,91,8.09,123,10.93,20,1.78,25,2.22,22,1.96,42,3.73,12,1.07,15,1.33,20,1.78,17,1.51,02020
2,21,850,119,14.0,105,12.35,67,7.88,125,14.71,80,9.41,67,7.88,68,8.0,86,10.12,13,1.53,26,3.06,19,2.24,19,2.24,12,1.41,14,1.65,18,2.12,12,1.41,02021
2,24,521,69,13.24,69,13.24,44,8.45,106,20.35,46,8.83,35,6.72,36,6.91,47,9.02,13,2.5,12,2.3,9,1.73,11,2.11,4,0.77,6,1.15,8,1.54,6,1.15,02024
2,29,354,42,11.86,35,9.89,34,9.6,55,15.54,33,9.32,30,8.47,26,7.34,24,6.78,9,2.54,5,1.41,10,2.82,12,3.39,7,1.98,10,2.82,9,2.54,13,3.67,02029
2,31,978,118,12.07,121,12.37,75,7.67,143,14.62,93,9.51,78,7.98,72,7.36,108,11.04,29,2.97,28,2.86,23,2.35,30,3.07,8,0.82,15,1.53,19,1.94,18,1.84,02031
2,33,1539,188,12.22,179,11.63,119,7.73,210,13.65,142,9.23,122,7.93,112,7.28,166,10.79,40,2.6,40,2.6,42,2.73,49,3.18,28,1.82,28,1.82,32,2.08,42,2.73,02033
2,44,931,113,12.14,114,12.24,81,8.7,147,15.79,90,9.67,80,8.59,76,8.16,103,11.06,14,1.5,20,2.15,11,1.18,23,2.47,20,2.15,14,1.5,13,1.4,12,1.29,02044
2,45,404,55,13.61,46,11.39,27,6.68,67,16.58,33,8.17,28,6.93,26,6.44,45,11.14,8,1.98,16,3.96,11,2.72,14,3.47,4,0.99,9,2.23,6,1.49,9,2.23,02045
2,46,1927,225,11.68,234,12.14,141,7.32,267,13.86,188,9.76,148,7.68,141,7.32,213,11.05,53,2.75,57,2.96,58,3.01,56,2.91,21,1.09,41,2.13,50,2.59,34,1.76,02046
2,47,613,71,11.58,72,11.75,50,8.16,86,14.03,59,9.62,41,6.69,48,7.83,60,9.79,17,2.77,13,2.12,14,2.28,21,3.43,9,1.47,15,2.45,15,2.45,22,3.59,02047
2,48,1155,145,12.55,144,12.47,96,8.31,160,13.85,111,9.61,107,9.26,87,7.53,128,11.08,20,1.73,23,1.99,25,2.16,31,2.68,11,0.95,19,1.65,24,2.08,24,2.08,02048
3,2,1074,135,12.57,135,12.57,71,6.61,175,16.29,94,8.75,80,7.45,78,7.26,122,11.36,24,2.23,26,2.42,23,2.14,36,3.35,8,0.74,19,1.77,34,3.17,14,1.3,03002
3,3,191,24,12.57,20,10.47,14,7.33,27,14.14,15,7.85,14,7.33,15,7.85,13,6.81,5,2.62,8,4.19,6,3.14,10,5.24,5,2.62,5,2.62,3,1.57,7,3.66,03003
3,6,183,26,14.21,21,11.48,17,9.29,30,16.39,18,9.84,15,8.2,15,8.2,16,8.74,1,0.55,3,1.64,0,0.0,7,3.83,3,1.64,3,1.64,5,2.73,3,1.64,03006
3,9,469,59,12.58,61,13.01,39,8.32,79,16.84,42,8.96,39,8.32,34,7.25,57,12.15,6,1.28,8,1.71,9,1.92,15,3.2,4,0.85,2,0.43,7,1.49,8,1.71,03009
3,23,145,16,11.03,16,11.03,8,5.52,22,15.17,16,11.03,9,6.21,10,6.9,11,7.59,5,3.45,6,4.14,1,0.69,5,3.45,5,3.45,4,2.76,5,3.45,6,4.14,03023
3,24,811,106,13.07,112,13.81,69,8.51,121,14.92,70,8.63,67,8.26,66,8.14,93,11.47,14,1.73,15,1.85,18,2.22,17,2.1,8,0.99,7,0.86,15,1.85,13,1.6,03024
3,25,131,13,9.92,14,10.69,9,6.87,24,18.32,13,9.92,8,6.11,9,6.87,9,6.87,3,2.29,4,3.05,5,3.82,6,4.58,4,3.05,3,2.29,4,3.05,3,2.29,03025
3,27,76,10,13.16,11,14.47,4,5.26,14,18.42,5,6.58,7,9.21,4,5.26,5,6.58,2,2.63,4,5.26,1,1.32,1,1.32,2,2.63,1,1.32,2,2.63,3,3.95,03027
3,28,786,103,13.1,94,11.96,60,7.63,119,15.14,71,9.03,60,7.63,55,7.0,85,10.81,26,3.31,21,2.67,31,3.94,20,2.54,6,0.76,9,1.15,11,1.4,15,1.91,03028
3,33,563,63,11.19,63,11.19,45,7.99,88,15.63,57,10.12,50,8.88,41,7.28,52,9.24,13,2.31,15,2.66,14,2.49,19,3.37,7,1.24,15,2.66,10,1.78,11,1.95,03033
3,34,200,21,10.5,20,10.0,16,8.0,26,13.0,18,9.0,16,8.0,18,9.0,24,12.0,4,2.0,7,3.5,4,2.0,5,2.5,6,3.0,7,3.5,5,2.5,3,1.5,03034
3,36,184,21,11.41,20,10.87,15,8.15,23,12.5,17,9.24,14,7.61,16,8.7,16,8.7,8,4.35,4,2.17,8,4.35,4,2.17,3,1.63,3,1.63,8,4.35,4,2.17,03036
3,38,1005,135,13.43,124,12.34,87,8.66,168,16.72,95,9.45,86,8.56,74,7.36,123,12.24,20,1.99,16,1.59,16,1.59,16,1.59,7,0.7,9,0.9,14,1.39,15,1.49,03038
3,39,1191,151,12.68,163,13.69,92,7.72,189,15.87,101,8.48,85,7.14,88,7.39,152,12.76,24,2.02,28,2.35,29,2.43,29,2.43,10,0.84,14,1.18,18,1.51,18,1.51,03039
3,41,395,49,12.41,47,11.9,26,6.58,63,15.95,32,8.1,32,8.1,26,6.58,40,10.13,11,2.78,10,2.53,8,2.03,19,4.81,6,1.52,9,2.28,9,2.28,8,2.03,03041
3,42,191,26,13.61,22,11.52,18,9.42,29,15.18,19,9.95,20,10.47,20,10.47,16,8.38,6,3.14,2,1.05,6,3.14,4,2.09,1,0.52,0,0.0,1,0.52,1,0.52,03042
3,44,361,44,12.19,42,11.63,38,10.53,51,14.13,39,10.8,39,10.8,37,10.25,46,12.74,3,0.83,1,0.28,5,1.39,7,1.94,3,0.83,3,0.83,2,0.55,1,0.28,03044
3,45,143,17,11.89,16,11.19,13,9.09,22,15.38,13,9.09,13,9.09,14,9.79,13,9.09,2,1.4,4,2.8,1,0.7,2,1.4,3,2.1,3,2.1,6,4.2,1,0.7,03045
4,1,1050,108,10.29,98,9.33,78,7.43,121,11.52,88,8.38,77,7.33,70,6.67,98,9.33,36,3.43,43,4.1,45,4.29,42,4.0,33,3.14,40,3.81,38,3.62,35,3.33,04001
4,2,163,29,17.79,18,11.04,16,9.82,25,15.34,16,9.82,13,7.98,15,9.2,17,10.43,2,1.23,1,0.61,2,1.23,3,1.84,0,0.0,2,1.23,3,1.84,1,0.61,04002
4,3,1125,142,12.62,135,12.0,92,8.18,167,14.84,104,9.24,89,7.91,91,8.09,116,10.31,19,1.69,31,2.76,31,2.76,30,2.67,15,1.33,19,1.69,23,2.04,21,1.87,04003
4,4,864,113,13.08,104,12.04,68,7.87,128,14.81,83,9.61,63,7.29,67,7.75,80,9.26,23,2.66,25,2.89,21,2.43,25,2.89,12,1.39,14,1.62,22,2.55,16,1.85,04004
4,5,945,130,13.76,111,11.75,62,6.56,141,14.92,79,8.36,66,6.98,64,6.77,89,9.42,25,2.65,29,3.07,26,2.75,32,3.39,18,1.9,21,2.22,24,2.54,28,2.96,04005
4,6,20,3,15.0,3,15.0,2,10.0,2,10.0,2,10.0,1,5.0,2,10.0,2,10.0,0,0.0,0,0.0,0,0.0,1,5.0,0,0.0,1,5.0,1,5.0,0,0.0,04006
4,7,684,97,14.18,78,11.4,53,7.75,97,14.18,64,9.36,55,8.04,51,7.46,76,11.11,14,2.05,16,2.34,17,2.49,16,2.34,10,1.46,11,1.61,14,2.05,15,2.19,04007
4,9,2275,244,10.73,286,12.57,152,6.68,310,13.63,215,9.45,168,7.38,141,6.2,244,10.73,64,2.81,95,4.18,70,3.08,90,3.96,41,1.8,44,1.93,56,2.46,55,2.42,04009
4,10,1164,151,12.97,136,11.68,81,6.96,174,14.95,109,9.36,91,7.82,78,6.7,132,11.34,27,2.32,35,3.01,32,2.75,39,3.35,13,1.12,21,1.8,22,1.89,23,1.98,04010
4,11,678,96,14.16,75,11.06,46,6.78,99,14.6,60,8.85,52,7.67,48,7.08,69,10.18,15,2.21,17,2.51,18,2.65,25,3.69,10,1.47,14,2.06,19,2.8,15,2.21,04011
4,12,697,87,12.48,83,11.91,51,7.32,100,14.35,60,8.61,65,9.33,57,8.18,82,11.76,14,2.01,17,2.44,13,1.87,18,2.58,11,1.58,12,1.72,15,2.15,12,1.72,04012
4,13,1302,126,9.68,132,10.14,93,7.14,157,12.06,120,9.22,97,7.45,86,6.61,133,10.22,47,3.61,49,3.76,56,4.3,48,3.69,33,2.53,42,3.23,39,3.0,44,3.38,04013
4,14,489,66,13.5,52,10.63,36,7.36,68,13.91,43,8.79,36,7.36,33,6.75,44,9.0,8,1.64,15,3.07,16,3.27,20,4.09,9,1.84,15,3.07,10,2.04,18,3.68,04014
4,15,528,68,12.88,73,13.83,34,6.44,76,14.39,36,6.82,33,6.25,29,5.49,54,10.23,18,3.41,18,3.41,17,3.22,17,3.22,8,1.52,15,2.84,13,2.46,19,3.6,04015
4,16,868,108,12.44,109,12.56,60,6.91,134,15.44,77,8.87,61,7.03,56,6.45,98,11.29,18,2.07,24,2.76,25,2.88,26,3.0,16,1.84,19,2.19,16,1.84,21,2.42,04016
4,17,1485,149,10.03,157,10.57,104,7.0,174,11.72,136,9.16,104,7.0,99,6.67,150,10.1,48,3.23,54,3.64,56,3.77,66,4.44,40,2.69,47,3.16,48,3.23,53,3.57,04017
4,18,634,89,14.04,81,12.78,45,7.1,95,14.98,59,9.31,48,7.57,41,6.47,72,11.36,15,2.37,18,2.84,13,2.05,12,1.89,9,1.42,12,1.89,14,2.21,11,1.74,04018
4,19,216,30,13.89,25,11.57,24,11.11,32,14.81,27,12.5,19,8.8,18,8.33,19,8.8,4,1.85,2,0.93,2,0.93,1,0.46,3,1.39,3,1.39,2,0.93,5,2.31,04019
4,20,257,29,11.28,29,11.28,18,7.0,49,19.07,21,8.17,18,7.0,20,7.78,23,8.95,7,2.72,4,1.56,5,1.95,10,3.89,4,1.56,6,2.33,5,1.95,9,3.5,04020
4,21,1099,126,11.46,129,11.74,82,7.46,138,12.56,99,9.01,83,7.55,72,6.55,114,10.37,37,3.37,33,3.0,40,3.64,32,2.91,22,2.0,31,2.82,28,2.55,33,3.0,04021
4,22,1616,164,10.15,169,10.46,119,7.36,210,13.0,146,9.03,122,7.55,123,7.61,168,10.4,50,3.09,65,4.02,58,3.59,55,3.4,43,2.66,39,2.41,39,2.41,46,2.85,04022
4,23,879,93,10.58,94,10.69,65,7.39,109,12.4,81,9.22,69,7.85,56,6.37,87,9.9,35,3.98,35,3.98,35,3.98,25,2.84,22,2.5,26,2.96,26,2.96,21,2.39,04023
4,24,1106,126,11.39,134,12.12,83,7.5,151,13.65,105,9.49,79,7.14,75,6.78,110,9.95,30,2.71,30,2.71,37,3.35,40,3.62,23,2.08,25,2.26,26,2.35,32,2.89,04024
4,25,1214,152,12.52,148,12.19,85,7.0,183,15.07,118,9.72,85,7.0,74,6.1,142,11.7,38,3.13,43,3.54,31,2.55,43,3.54,10,0.82,17,1.4,22,1.81,23,1.89,04025
4,26,758,97,12.8,94,12.4,60,7.92,108,14.25,75,9.89,65,8.58,54,7.12,85,11.21,18,2.37,14,1.85,20,2.64,20,2.64,9,1.19,9,1.19,19,2.51,11,1.45,04026
4,27,1429,192,13.44,165,11.55,101,7.07,200,14.0,136,9.52,109,7.63,103,7.21,151,10.57,36,2.52,37,2.59,34,2.38,49,3.43,21,1.47,29,2.03,34,2.38,32,2.24,04027
4,28,1163,109,9.37,113,9.72,79,6.79,125,10.75,96,8.25,77,6.62,79,6.79,99,8.51,48,4.13,57,4.9,47,4.04,54,4.64,33,2.84,46,3.96,48,4.13,53,4.56,04028
4,29,953,94,9.86,101,10.6,72,7.56,127,13.33,83,8.71,72,7.56,70,7.35,89,9.34,40,4.2,27,2.83,35,3.67,31,3.25,28,2.94,25,2.62,31,3.25,28,2.94,04029
4,30,150,26,17.33,16,10.67,16,10.67,25,16.67,15,10.0,15,10.0,14,9.33,15,10.0,1,0.67,1,0.67,0,0.0,3,2.0,0,0.0,1,0.67,1,0.67,1,0.67,04030
4,31,347,49,14.12,47,13.54,32,9.22,52,14.99,34,9.8,29,8.36,33,9.51,34,9.8,3,0.86,6,1.73,3,0.86,10,2.88,2,0.58,4,1.15,5,1.44,4,1.15,04031
4,32,1288,122,9.47,125,9.7,97,7.53,137,10.64,114,8.85,94,7.3,98,7.61,115,8.93,48,3.73,53,4.11,48,3.73,61,4.74,33,2.56,44,3.42,44,3.42,55,4.27,04032
4,33,387,48,12.4,45,11.63,31,8.01,53,13.7,38,9.82,32,8.27,30,7.75,41,10.59,11,2.84,8,2.07,12,3.1,9,2.33,5,1.29,7,1.81,8,2.07,9,2.33,04033
4,34,1001,87,8.69,84,8.39,80,7.99,103,10.29,83,8.29,63,6.29,67,6.69,80,7.99,42,4.2,48,4.8,42,4.2,48,4.8,33,3.3,47,4.7,45,4.5,49,4.9,04034
4,35,492,64,13.01,57,11.59,40,8.13,71,14.43,50,10.16,41,8.33,38,7.72,51,10.37,9,1.83,9,1.83,12,2.44,12,2.44,3,0.61,7,1.42,19,3.86,9,1.83,04035
4,36,1184,130,10.98,139,11.74,101,8.53,165,13.94,113,9.54,102,8.61,91,7.69,134,11.32,28,2.36,26,2.2,44,3.72,30,2.53,15,1.27,18,1.52,26,2.2,22,1.86,04036
4,37,440,52,11.82,50,11.36,38,8.64,55,12.5,42,9.55,31,7.05,38,8.64,39,8.86,9,2.05,10,2.27,15,3.41,16,3.64,9,2.05,11,2.5,10,2.27,15,3.41,04037
4,38,1532,153,9.99,175,11.42,108,7.05,195,12.73,140,9.14,103,6.72,107,6.98,150,9.79,60,3.92,59,3.85,57,3.72,61,3.98,32,2.09,40,2.61,47,3.07,45,2.94,04038
4,39,456,62,13.6,55,12.06,36,7.89,65,14.25,45,9.87,35,7.68,32,7.02,48,10.53,7,1.54,15,3.29,12,2.63,11,2.41,4,0.88,9,1.97,8,1.75,12,2.63,04039
4,40,815,104,12.76,97,11.9,59,7.24,129,15.83,81,9.94,60,7.36,55,6.75,77,9.45,17,2.09,24,2.94,21,2.58,27,3.31,13,1.6,17,2.09,20,2.45,14,1.72,04040
4,41,818,77,9.41,84,10.27,64,7.82,91,11.12,74,9.05,65,7.95,65,7.95,81,9.9,28,3.42,30,3.67,33,4.03,28,3.42,22,2.69,23,2.81,29,3.55,24,2.93,04041
4,42,582,67,11.51,74,12.71,43,7.39,90,15.46,58,9.97,48,8.25,36,6.19,71,12.2,14,2.41,11,1.89,28,4.81,14,2.41,6,1.03,8,1.37,10,1.72,4,0.69,04042
4,43,813,65,8.0,76,9.35,61,7.5,90,11.07,68,8.36,56,6.89,61,7.5,69,8.49,36,4.43,29,3.57,32,3.94,40,4.92,32,3.94,31,3.81,32,3.94,35,4.31,04043
4,44,745,77,10.34,82,11.01,53,7.11,101,13.56,66,8.86,58,7.79,57,7.65,77,10.34,25,3.36,20,2.68,23,3.09,28,3.76,16,2.15,19,2.55,21,2.82,22,2.95,04044
4,45,1951,211,10.81,240,12.3,129,6.61,271,13.89,183,9.38,119,6.1,106,5.43,214,10.97,80,4.1,61,3.13,64,3.28,86,4.41,42,2.15,48,2.46,49,2.51,48,2.46,04045
4,46,986,124,12.58,121,12.27,73,7.4,148,15.01,92,9.33,72,7.3,65,6.59,109,11.05,21,2.13,29,2.94,29,2.94,24,2.43,18,1.83,17,1.72,24,2.43,20,2.03,04046
4,47,1447,138,9.54,144,9.95,106,7.33,180,12.44,136,9.4,100,6.91,99,6.84,139,9.61,45,3.11,61,4.22,57,3.94,60,4.15,36,2.49,46,3.18,47,3.25,53,3.66,04047
4,48,1568,160,10.2,175,11.16,130,8.29,194,12.37,153,9.76,129,8.23,134,8.55,142,9.06,51,3.25,42,2.68,45,2.87,52,3.32,36,2.3,38,2.42,47,3.0,40,2.55,04048
4,49,163,32,19.63,19,11.66,9,5.52,32,19.63,11,6.75,10,6.13,9,5.52,17,10.43,3,1.84,1,0.61,7,4.29,5,3.07,1,0.61,1,0.61,3,1.84,3,1.84,04049
4,50,690,87,12.61,84,12.17,43,6.23,123,17.83,54,7.83,43,6.23,43,6.23,72,10.43,19,2.75,21,3.04,27,3.91,26,3.77,11,1.59,12,1.74,17,2.46,8,1.16,04050
4,51,1327,127,9.57,151,11.38,87,6.56,164,12.36,123,9.27,97,7.31,84,6.33,135,10.17,64,4.82,51,3.84,56,4.22,53,3.99,26,1.96,35,2.64,34,2.56,40,3.01,04051
4,52,207,29,14.01,24,11.59,18,8.7,36,17.39,17,8.21,17,8.21,18,8.7,20,9.66,4,1.93,5,2.42,5,2.42,4,1.93,2,0.97,1,0.48,4,1.93,3,1.45,04052
4,53,193,22,11.4,24,12.44,12,6.22,26,13.47,14,7.25,15,7.77,10,5.18,19,9.84,6,3.11,8,4.15,7,3.63,5,2.59,5,2.59,8,4.15,6,3.11,6,3.11,04053
4,54,588,58,9.86,56,9.52,44,7.48,63,10.71,47,7.99,37,6.29,41,6.97,48,8.16,23,3.91,23,3.91,25,4.25,29,4.93,19,3.23,27,4.59,19,3.23,29,4.93,04054
4,55,760,75,9.87,74,9.74,64,8.42,85,11.18,74,9.74,65,8.55,63,8.29,61,8.03,25,3.29,29,3.82,23,3.03,28,3.68,19,2.5,23,3.03,25,3.29,27,3.55,04055
5,1,1003,104,10.37,126,12.56,61,6.08,135,13.46,95,9.47,66,6.58,61,6.08,112,11.17,44,4.39,34,3.39,30,2.99,36,3.59,19,1.89,26,2.59,31,3.09,23,2.29,05001
5,2,738,78,10.57,96,13.01,60,8.13,115,15.58,81,10.98,60,8.13,60,8.13,72,9.76,19,2.57,14,1.9,14,1.9,23,3.12,9,1.22,12,1.63,13,1.76,12,1.63,05002
5,3,1044,107,10.25,139,13.31,82,7.85,164,15.71,98,9.39,82,7.85,76,7.28,108,10.34,35,3.35,18,1.72,20,1.92,32,3.07,17,1.63,15,1.44,25,2.39,26,2.49,05003
5,4,1389,136,9.79,180,12.96,84,6.05,195,14.04,124,8.93,101,7.27,79,5.69,158,11.38,70,5.04,35,2.52,45,3.24,47,3.38,29,2.09,29,2.09,36,2.59,41,2.95,05004
5,5,656,71,10.82,84,12.8,49,7.47,100,15.24,64,9.76,44,6.71,45,6.86,64,9.76,13,1.98,21,3.2,14,2.13,29,4.42,13,1.98,18,2.74,12,1.83,15,2.29,05005
5,6,1153,121,10.49,144,12.49,77,6.68,162,14.05,110,9.54,81,7.03,65,5.64,130,11.27,47,4.08,38,3.3,33,2.86,36,3.12,16,1.39,25,2.17,39,3.38,29,2.52,05006
5,7,905,103,11.38,109,12.04,72,7.96,124,13.7,92,10.17,76,8.4,72,7.96,93,10.28,35,3.87,17,1.88,23,2.54,24,2.65,12,1.33,17,1.88,18,1.99,18,1.99,05007
5,8,1324,118,8.91,116,8.76,104,7.85,131,9.89,115,8.69,100,7.55,105,7.93,106,8.01,53,4.0,52,3.93,54,4.08,62,4.68,51,3.85,50,3.78,52,3.93,55,4.15,05008
5,9,889,94,10.57,105,11.81,62,6.97,126,14.17,81,9.11,64,7.2,63,7.09,88,9.9,26,2.92,28,3.15,24,2.7,31,3.49,22,2.47,22,2.47,26,2.92,27,3.04,05009
5,10,500,54,10.8,65,13.0,33,6.6,85,17.0,44,8.8,40,8.0,33,6.6,59,11.8,11,2.2,10,2.0,10,2.0,13,2.6,6,1.2,8,1.6,14,2.8,15,3.0,05010
5,11,390,29,7.44,33,8.46,31,7.95,35,8.97,29,7.44,25,6.41,28,7.18,28,7.18,17,4.36,18,4.62,20,5.13,23,5.9,15,3.85,19,4.87,19,4.87,21,5.38,05011
5,12,939,98,10.44,132,14.06,74,7.88,136,14.48,92,9.8,84,8.95,73,7.77,98,10.44,28,2.98,18,1.92,20,2.13,21,2.24,14,1.49,14,1.49,22,2.34,15,1.6,05012
5,13,890,101,11.35,106,11.91,56,6.29,131,14.72,77,8.65,64,7.19,49,5.51,93,10.45,27,3.03,21,2.36,30,3.37,32,3.6,20,2.25,23,2.58,31,3.48,29,3.26,05013
5,14,978,92,9.41,98,10.02,79,8.08,109,11.15,79,8.08,76,7.77,78,7.98,94,9.61,35,3.58,38,3.89,36,3.68,38,3.89,30,3.07,33,3.37,30,3.07,33,3.37,05014
5,15,566,55,9.72,74,13.07,39,6.89,88,15.55,42,7.42,46,8.13,34,6.01,59,10.42,19,3.36,20,3.53,19,3.36,21,3.71,9,1.59,11,1.94,15,2.65,15,2.65,05015
5,16,550,59,10.73,73,13.27,45,8.18,89,16.18,53,9.64,45,8.18,41,7.45,61,11.09,11,2.0,12,2.18,11,2.0,14,2.55,6,1.09,11,2.0,11,2.0,8,1.45,05016
5,17,452,48,10.62,63,13.94,27,5.97,84,18.58,43,9.51,27,5.97,29,6.42,59,13.05,11,2.43,9,1.99,10,2.21,11,2.43,9,1.99,6,1.33,8,1.77,8,1.77,05017
5,18,511,61,11.94,65,12.72,41,8.02,78,15.26,47,9.2,38,7.44,32,6.26,61,11.94,17,3.33,10,1.96,10,1.96,17,3.33,5,0.98,11,2.15,5,0.98,13,2.54,05018
5,19,673,80,11.89,82,12.18,55,8.17,98,14.56,65,9.66,57,8.47,52,7.73,82,12.18,12,1.78,11,1.63,17,2.53,22,3.27,8,1.19,8,1.19,13,1.93,11,1.63,05019
5,20,554,61,11.01,74,13.36,39,7.04,83,14.98,51,9.21,46,8.3,45,8.12,62,11.19,14,2.53,9,1.62,13,2.35,21,3.79,4,0.72,7,1.26,16,2.89,9,1.62,05020
5,21,1234,133,10.78,150,12.16,89,7.21,185,14.99,117,9.48,95,7.7,77,6.24,132,10.7,32,2.59,39,3.16,30,2.43,48,3.89,20,1.62,22,1.78,36,2.92,29,2.35,05021
5,22,951,100,10.52,128,13.46,65,6.83,133,13.99,90,9.46,63,6.62,65,6.83,104,10.94,36,3.79,24,2.52,20,2.1,31,3.26,17,1.79,21,2.21,30,3.15,24,2.52,05022
5,23,718,81,11.28,89,12.4,58,8.08,103,14.35,69,9.61,60,8.36,46,6.41,84,11.7,10,1.39,19,2.65,20,2.79,19,2.65,12,1.67,19,2.65,11,1.53,18,2.51,05023
5,24,1120,117,10.45,133,11.88,88,7.86,132,11.79,110,9.82,85,7.59,87,7.77,103,9.2,41,3.66,36,3.21,37,3.3,38,3.39,20,1.79,30,2.68,34,3.04,29,2.59,05024
5,25,656,68,10.37,81,12.35,56,8.54,102,15.55,62,9.45,51,7.77,51,7.77,74,11.28,17,2.59,12,1.83,16,2.44,21,3.2,9,1.37,9,1.37,13,1.98,14,2.13,05025
5,26,524,66,12.6,73,13.93,42,8.02,82,15.65,48,9.16,54,10.31,45,8.59,60,11.45,9,1.72,7,1.34,9,1.72,9,1.72,3,0.57,3,0.57,11,2.1,3,0.57,05026
5,27,342,28,8.19,29,8.48,25,7.31,34,9.94,27,7.89,21,6.14,23,6.73,25,7.31,19,5.56,16,4.68,15,4.39,15,4.39,14,4.09,15,4.39,19,5.56,17,4.97,05027
5,28,1302,133,10.22,174,13.36,100,7.68,182,13.98,129,9.91,109,8.37,87,6.68,133,10.22,46,3.53,35,2.69,36,2.76,34,2.61,25,1.92,18,1.38,30,2.3,31,2.38,05028
5,29,725,78,10.76,87,12.0,57,7.86,111,15.31,75,10.34,63,8.69,49,6.76,86,11.86,25,3.45,12,1.66,18,2.48,19,2.62,9,1.24,12,1.66,14,1.93,10,1.38,05029
5,30,904,71,7.85,74,8.19,73,8.08,83,9.18,70,7.74,62,6.86,68,7.52,66,7.3,44,4.87,46,5.09,40,4.42,46,5.09,37,4.09,45,4.98,41,4.54,38,4.2,05030
5,31,656,72,10.98,77,11.74,54,8.23,100,15.24,60,9.15,55,8.38,43,6.55,74,11.28,21,3.2,13,1.98,10,1.52,20,3.05,12,1.83,15,2.29,14,2.13,16,2.44,05031
5,32,1550,160,10.32,192,12.39,98,6.32,224,14.45,148,9.55,119,7.68,101,6.52,175,11.29,56,3.61,52,3.35,53,3.42,52,3.35,22,1.42,26,1.68,38,2.45,34,2.19,05032
5,33,1023,106,10.36,127,12.41,73,7.14,145,14.17,92,8.99,74,7.23,74,7.23,114,11.14,33,3.23,24,2.35,33,3.23,30,2.93,19,1.86,26,2.54,26,2.54,27,2.64,05033
5,34,556,62,11.15,70,12.59,38,6.83,88,15.83,52,9.35,37,6.65,36,6.47,53,9.53,18,3.24,14,2.52,21,3.78,23,4.14,10,1.8,11,1.98,11,1.98,12,2.16,05034
5,35,671,60,8.94,70,10.43,55,8.2,77,11.48,61,9.09,45,6.71,52,7.75,59,8.79,21,3.13,33,4.92,21,3.13,25,3.73,16,2.38,25,3.73,25,3.73,26,3.87,05035
5,36,817,88,10.77,103,12.61,58,7.1,121,14.81,74,9.06,67,8.2,66,8.08,82,10.04,23,2.82,21,2.57,23,2.82,24,2.94,14,1.71,19,2.33,16,1.96,18,2.2,05036
