ward,precinct,total,CYNTHIA M. SANTOS (GORE),CYNTHIA M. SANTOS (GORE) Percent,MICHAEL BAUER (GORE),MICHAEL BAUER (GORE) Percent,GERALDINE M. MCPARTLIN (GORE),GERALDINE M. MCPARTLIN (GORE) Percent,JESSE H. RUIZ (GORE),JESSE H. RUIZ (GORE) Percent,MARY ANN LEVAR (GORE),MARY ANN LEVAR (GORE) Percent,JUDY ERWIN (BRADLEY),JUDY ERWIN (BRADLEY) Percent,JAMES E. GONZALES (BRADLEY),JAMES E. GONZALES (BRADLEY) Percent,LINDA J. TURNEY (BRADLEY),LINDA J. TURNEY (BRADLEY) Percent,MARTIN J. OBERMAN (BRADLEY),MARTIN J. OBERMAN (BRADLEY) Percent,ELLEN MEYERS (BRADLEY),ELLEN MEYERS (BRADLEY) Percent,MARSHA BOWEN (LaROUCHE),MARSHA BOWEN (LaROUCHE) Percent,DONALD CLARK (LaROUCHE),DONALD CLARK (LaROUCHE) Percent,SYLVIA ROSAS (LaROUCHE),SYLVIA ROSAS (LaROUCHE) Percent,GARY GENAZZIO (LaROUCHE),GARY GENAZZIO (LaROUCHE) Percent,MINDY PECHENUK (LaROUCHE),MINDY PECHENUK (LaROUCHE) Percent,precinct_id
41,28,239,32,13.39,32,13.39,29,12.13,30,12.55,33,13.81,13,5.44,7,2.93,11,4.6,11,4.6,11,4.6,7,2.93,8,3.35,4,1.67,2,0.84,9,3.77,41028
41,29,148,27,18.24,20,13.51,23,15.54,19,12.84,23,15.54,6,4.05,3,2.03,4,2.7,5,3.38,5,3.38,3,2.03,1,0.68,2,1.35,4,2.7,3,2.03,41029
41,32,323,49,15.17,33,10.22,31,9.6,21,6.5,48,14.86,14,4.33,13,4.02,18,5.57,24,7.43,17,5.26,8,2.48,12,3.72,8,2.48,15,4.64,12,3.72,41032
41,33,428,62,14.49,52,12.15,52,12.15,40,9.35,63,14.72,20,4.67,19,4.44,19,4.44,31,7.24,19,4.44,7,1.64,13,3.04,6,1.4,8,1.87,17,3.97,41033
41,38,215,35,16.28,27,12.56,26,12.09,23,10.7,39,18.14,8,3.72,7,3.26,13,6.05,9,4.19,8,3.72,2,0.93,4,1.86,2,0.93,6,2.79,6,2.79,41038
41,48,236,36,15.25,30,12.71,31,13.14,23,9.75,40,16.95,8,3.39,8,3.39,8,3.39,14,5.93,7,2.97,8,3.39,4,1.69,2,0.85,6,2.54,11,4.66,41048
41,55,324,45,13.89,40,12.35,38,11.73,31,9.57,44,13.58,23,7.1,8,2.47,19,5.86,16,4.94,13,4.01,6,1.85,12,3.7,8,2.47,7,2.16,14,4.32,41055
42,1,379,60,15.83,49,12.93,46,12.14,41,10.82,47,12.4,43,11.35,9,2.37,12,3.17,34,8.97,12,3.17,5,1.32,5,1.32,5,1.32,4,1.06,7,1.85,42001
42,5,306,36,11.76,34,11.11,35,11.44,33,10.78,32,10.46,36,11.76,11,3.59,13,4.25,28,9.15,11,3.59,6,1.96,6,1.96,11,3.59,5,1.63,9,2.94,42005
42,7,297,36,12.12,35,11.78,38,12.79,36,12.12,37,12.46,33,11.11,11,3.7,12,4.04,19,6.4,15,5.05,2,0.67,4,1.35,6,2.02,4,1.35,9,3.03,42007
42,8,381,53,13.91,51,13.39,48,12.6,43,11.29,46,12.07,44,11.55,10,2.62,15,3.94,24,6.3,18,4.72,7,1.84,6,1.57,5,1.31,4,1.05,7,1.84,42008
42,10,275,21,7.64,29,10.55,21,7.64,19,6.91,23,8.36,42,15.27,22,8.0,20,7.27,29,10.55,21,7.64,4,1.45,4,1.45,7,2.55,6,2.18,7,2.55,42010
42,15,312,38,12.18,32,10.26,33,10.58,34,10.9,30,9.62,45,14.42,16,5.13,18,5.77,28,8.97,21,6.73,3,0.96,7,2.24,5,1.6,1,0.32,1,0.32,42015
42,16,424,49,11.56,52,12.26,49,11.56,40,9.43,44,10.38,54,12.74,20,4.72,18,4.25,40,9.43,19,4.48,12,2.83,9,2.12,2,0.47,8,1.89,8,1.89,42016
42,23,449,57,12.69,57,12.69,54,12.03,50,11.14,44,9.8,55,12.25,17,3.79,22,4.9,35,7.8,22,4.9,7,1.56,8,1.78,7,1.56,3,0.67,11,2.45,42023
42,24,474,70,14.77,59,12.45,58,12.24,44,9.28,52,10.97,52,10.97,19,4.01,17,3.59,42,8.86,27,5.7,6,1.27,5,1.05,6,1.27,3,0.63,14,2.95,42024
42,28,477,59,12.37,59,12.37,53,11.11,44,9.22,55,11.53,54,11.32,23,4.82,29,6.08,42,8.81,22,4.61,6,1.26,6,1.26,10,2.1,5,1.05,10,2.1,42028
42,29,320,34,10.63,32,10.0,28,8.75,25,7.81,31,9.69,44,13.75,21,6.56,24,7.5,39,12.19,27,8.44,3,0.94,2,0.63,1,0.31,3,0.94,6,1.88,42029
42,30,306,36,11.76,34,11.11,32,10.46,27,8.82,25,8.17,47,15.36,20,6.54,18,5.88,30,9.8,17,5.56,3,0.98,1,0.33,6,1.96,4,1.31,6,1.96,42030
42,33,643,83,12.91,72,11.2,67,10.42,63,9.8,62,9.64,84,13.06,30,4.67,34,5.29,49,7.62,38,5.91,13,2.02,8,1.24,15,2.33,9,1.4,16,2.49,42033
42,35,282,41,14.54,36,12.77,38,13.48,36,12.77,30,10.64,31,10.99,10,3.55,9,3.19,23,8.16,15,5.32,4,1.42,2,0.71,1,0.35,0,0.0,6,2.13,42035
42,42,329,46,13.98,34,10.33,39,11.85,31,9.42,29,8.81,39,11.85,11,3.34,13,3.95,19,5.78,11,3.34,10,3.04,9,2.74,13,3.95,9,2.74,16,4.86,42042
42,44,308,37,12.01,41,13.31,36,11.69,33,10.71,42,13.64,30,9.74,9,2.92,15,4.87,26,8.44,14,4.55,6,1.95,5,1.62,5,1.62,1,0.32,8,2.6,42044
42,61,75,14,18.67,12,16.0,12,16.0,9,12.0,8,10.67,6,8.0,5,6.67,2,2.67,4,5.33,2,2.67,0,0.0,0,0.0,0,0.0,0,0.0,1,1.33,42061
43,1,129,15,11.63,11,8.53,15,11.63,13,10.08,13,10.08,16,12.4,6,4.65,10,7.75,15,11.63,7,5.43,3,2.33,2,1.55,2,1.55,0,0.0,1,0.78,43001
43,2,137,16,11.68,19,13.87,14,10.22,17,12.41,12,8.76,11,8.03,6,4.38,7,5.11,15,10.95,8,5.84,2,1.46,2,1.46,3,2.19,2,1.46,3,2.19,43002
43,3,210,23,10.95,24,11.43,23,10.95,19,9.05,22,10.48,25,11.9,9,4.29,12,5.71,19,9.05,12,5.71,8,3.81,3,1.43,5,2.38,2,0.95,4,1.9,43003
43,4,227,31,13.66,31,13.66,27,11.89,27,11.89,33,14.54,21,9.25,9,3.96,13,5.73,12,5.29,10,4.41,2,0.88,1,0.44,5,2.2,1,0.44,4,1.76,43004
43,5,284,30,10.56,34,11.97,33,11.62,34,11.97,27,9.51,36,12.68,15,5.28,14,4.93,29,10.21,16,5.63,2,0.7,2,0.7,5,1.76,2,0.7,5,1.76,43005
43,6,247,31,12.55,28,11.34,28,11.34,27,10.93,29,11.74,22,8.91,14,5.67,8,3.24,25,10.12,12,4.86,3,1.21,5,2.02,6,2.43,3,1.21,6,2.43,43006
43,7,268,39,14.55,28,10.45,22,8.21,27,10.07,25,9.33,37,13.81,14,5.22,14,5.22,30,11.19,16,5.97,4,1.49,5,1.87,2,0.75,0,0.0,5,1.87,43007
43,8,313,38,12.14,35,11.18,33,10.54,32,10.22,34,10.86,27,8.63,24,7.67,20,6.39,29,9.27,18,5.75,1,0.32,10,3.19,3,0.96,5,1.6,4,1.28,43008
43,9,183,23,12.57,26,14.21,21,11.48,23,12.57,19,10.38,20,10.93,6,3.28,10,5.46,16,8.74,10,5.46,2,1.09,1,0.55,1,0.55,0,0.0,5,2.73,43009
43,10,169,24,14.2,21,12.43,21,12.43,18,10.65,15,8.88,14,8.28,9,5.33,9,5.33,17,10.06,11,6.51,3,1.78,1,0.59,2,1.18,3,1.78,1,0.59,43010
43,11,230,33,14.35,31,13.48,30,13.04,31,13.48,26,11.3,23,10.0,8,3.48,7,3.04,21,9.13,11,4.78,1,0.43,1,0.43,3,1.3,1,0.43,3,1.3,43011
43,12,357,47,13.17,41,11.48,42,11.76,39,10.92,30,8.4,46,12.89,17,4.76,20,5.6,38,10.64,19,5.32,5,1.4,3,0.84,2,0.56,4,1.12,4,1.12,43012
43,13,31,4,12.9,3,9.68,4,12.9,3,9.68,3,9.68,4,12.9,1,3.23,1,3.23,2,6.45,2,6.45,1,3.23,1,3.23,0,0.0,0,0.0,2,6.45,43013
43,14,242,30,12.4,25,10.33,25,10.33,26,10.74,28,11.57,30,12.4,15,6.2,14,5.79,25,10.33,16,6.61,1,0.41,3,1.24,0,0.0,1,0.41,3,1.24,43014
43,15,254,26,10.24,27,10.63,28,11.02,26,10.24,24,9.45,34,13.39,13,5.12,16,6.3,26,10.24,12,4.72,3,1.18,4,1.57,6,2.36,5,1.97,4,1.57,43015
43,16,194,31,15.98,27,13.92,23,11.86,27,13.92,23,11.86,21,10.82,6,3.09,6,3.09,15,7.73,8,4.12,3,1.55,0,0.0,0,0.0,1,0.52,3,1.55,43016
43,17,331,35,10.57,36,10.88,28,8.46,29,8.76,29,8.76,40,12.08,21,6.34,24,7.25,37,11.18,29,8.76,6,1.81,2,0.6,6,1.81,2,0.6,7,2.11,43017
43,18,386,51,13.21,54,13.99,48,12.44,50,12.95,48,12.44,33,8.55,15,3.89,16,4.15,26,6.74,18,4.66,3,0.78,7,1.81,4,1.04,5,1.3,8,2.07,43018
43,19,340,48,14.12,42,12.35,29,8.53,34,10.0,34,10.0,41,12.06,16,4.71,13,3.82,31,9.12,19,5.59,3,0.88,8,2.35,8,2.35,6,1.76,8,2.35,43019
43,20,326,41,12.58,36,11.04,35,10.74,37,11.35,30,9.2,40,12.27,18,5.52,19,5.83,34,10.43,17,5.21,1,0.31,4,1.23,5,1.53,2,0.61,7,2.15,43020
43,21,144,14,9.72,17,11.81,16,11.11,16,11.11,15,10.42,15,10.42,9,6.25,10,6.94,12,8.33,8,5.56,1,0.69,6,4.17,2,1.39,2,1.39,1,0.69,43021
43,22,150,22,14.67,16,10.67,17,11.33,14,9.33,10,6.67,15,10.0,6,4.0,8,5.33,16,10.67,6,4.0,3,2.0,4,2.67,6,4.0,2,1.33,5,3.33,43022
43,23,266,28,10.53,30,11.28,28,10.53,25,9.4,21,7.89,40,15.04,17,6.39,18,6.77,29,10.9,20,7.52,0,0.0,2,0.75,2,0.75,4,1.5,2,0.75,43023
43,24,251,30,11.95,31,12.35,26,10.36,24,9.56,24,9.56,34,13.55,12,4.78,14,5.58,25,9.96,15,5.98,4,1.59,6,2.39,0,0.0,2,0.8,4,1.59,43024
43,26,298,40,13.42,36,12.08,33,11.07,30,10.07,32,10.74,36,12.08,14,4.7,15,5.03,24,8.05,14,4.7,5,1.68,5,1.68,6,2.01,5,1.68,3,1.01,43026
43,27,240,27,11.25,23,9.58,23,9.58,22,9.17,22,9.17,33,13.75,13,5.42,15,6.25,25,10.42,12,5.0,4,1.67,7,2.92,5,2.08,5,2.08,4,1.67,43027
43,28,180,21,11.67,20,11.11,22,12.22,22,12.22,22,12.22,21,11.67,7,3.89,8,4.44,15,8.33,14,7.78,2,1.11,2,1.11,2,1.11,0,0.0,2,1.11,43028
43,29,177,12,6.78,20,11.3,17,9.6,22,12.43,13,7.34,22,12.43,10,5.65,15,8.47,17,9.6,15,8.47,2,1.13,3,1.69,2,1.13,3,1.69,4,2.26,43029
43,30,144,15,10.42,12,8.33,11,7.64,11,7.64,12,8.33,21,14.58,10,6.94,11,7.64,15,10.42,9,6.25,2,1.39,1,0.69,6,4.17,3,2.08,5,3.47,43030
43,31,346,48,13.87,45,13.01,48,13.87,38,10.98,45,13.01,19,5.49,13,3.76,17,4.91,25,7.23,18,5.2,4,1.16,9,2.6,3,0.87,2,0.58,12,3.47,43031
43,32,237,29,12.24,27,11.39,28,11.81,22,9.28,26,10.97,31,13.08,10,4.22,15,6.33,26,10.97,13,5.49,0,0.0,4,1.69,2,0.84,2,0.84,2,0.84,43032
43,33,117,14,11.97,12,10.26,15,12.82,10,8.55,11,9.4,11,9.4,7,5.98,7,5.98,13,11.11,8,6.84,2,1.71,1,0.85,2,1.71,1,0.85,3,2.56,43033
43,34,167,20,11.98,23,13.77,16,9.58,22,13.17,16,9.58,20,11.98,8,4.79,6,3.59,14,8.38,5,2.99,6,3.59,5,2.99,2,1.2,0,0.0,4,2.4,43034
43,35,276,29,10.51,29,10.51,31,11.23,32,11.59,28,10.14,29,10.51,16,5.8,15,5.43,30,10.87,16,5.8,3,1.09,5,1.81,3,1.09,4,1.45,6,2.17,43035
43,36,296,38,12.84,36,12.16,36,12.16,35,11.82,30,10.14,33,11.15,16,5.41,17,5.74,25,8.45,16,5.41,2,0.68,3,1.01,4,1.35,1,0.34,4,1.35,43036
43,37,229,28,12.23,20,8.73,22,9.61,19,8.3,23,10.04,30,13.1,14,6.11,14,6.11,23,10.04,11,4.8,4,1.75,7,3.06,5,2.18,2,0.87,7,3.06,43037
43,38,175,23,13.14,23,13.14,21,12.0,19,10.86,20,11.43,19,10.86,7,4.0,7,4.0,11,6.29,9,5.14,3,1.71,2,1.14,4,2.29,2,1.14,5,2.86,43038
43,39,151,19,12.58,17,11.26,15,9.93,13,8.61,11,7.28,18,11.92,9,5.96,11,7.28,19,12.58,10,6.62,1,0.66,3,1.99,1,0.66,1,0.66,3,1.99,43039
43,41,196,20,10.2,21,10.71,19,9.69,20,10.2,19,9.69,26,13.27,15,7.65,16,8.16,20,10.2,16,8.16,1,0.51,0,0.0,3,1.53,0,0.0,0,0.0,43041
43,42,273,33,12.09,36,13.19,28,10.26,28,10.26,26,9.52,29,10.62,11,4.03,11,4.03,30,10.99,16,5.86,4,1.47,4,1.47,6,2.2,5,1.83,6,2.2,43042
43,43,246,32,13.01,33,13.41,28,11.38,29,11.79,29,11.79,22,8.94,9,3.66,11,4.47,16,6.5,13,5.28,6,2.44,7,2.85,3,1.22,5,2.03,3,1.22,43043
43,44,307,42,13.68,37,12.05,43,14.01,40,13.03,34,11.07,25,8.14,15,4.89,17,5.54,22,7.17,15,4.89,3,0.98,4,1.3,4,1.3,1,0.33,5,1.63,43044
43,45,161,25,15.53,26,16.15,27,16.77,26,16.15,24,14.91,8,4.97,3,1.86,3,1.86,9,5.59,2,1.24,1,0.62,1,0.62,4,2.48,2,1.24,0,0.0,43045
43,46,330,40,12.12,40,12.12,32,9.7,26,7.88,25,7.58,41,12.42,15,4.55,17,5.15,42,12.73,23,6.97,5,1.52,6,1.82,4,1.21,5,1.52,9,2.73,43046
43,47,334,46,13.77,43,12.87,36,10.78,36,10.78,34,10.18,38,11.38,11,3.29,15,4.49,25,7.49,16,4.79,7,2.1,10,2.99,6,1.8,2,0.6,9,2.69,43047
43,48,150,25,16.67,22,14.67,23,15.33,22,14.67,19,12.67,8,5.33,6,4.0,6,4.0,6,4.0,6,4.0,0,0.0,1,0.67,4,2.67,0,0.0,2,1.33,43048
43,49,165,19,11.52,20,12.12,22,13.33,18,10.91,17,10.3,16,9.7,9,5.45,12,7.27,12,7.27,9,5.45,3,1.82,2,1.21,3,1.82,1,0.61,2,1.21,43049
43,50,199,28,14.07,28,14.07,21,10.55,25,12.56,21,10.55,20,10.05,8,4.02,9,4.52,14,7.04,11,5.53,3,1.51,2,1.01,1,0.5,5,2.51,3,1.51,43050
43,51,154,19,12.34,21,13.64,18,11.69,15,9.74,17,11.04,16,10.39,6,3.9,11,7.14,13,8.44,8,5.19,2,1.3,2,1.3,1,0.65,0,0.0,5,3.25,43051
43,52,369,40,10.84,39,10.57,36,9.76,38,10.3,34,9.21,50,13.55,26,7.05,22,5.96,35,9.49,25,6.78,5,1.36,4,1.08,2,0.54,5,1.36,8,2.17,43052
43,53,322,45,13.98,36,11.18,35,10.87,31,9.63,36,11.18,31,9.63,13,4.04,17,5.28,26,8.07,13,4.04,10,3.11,9,2.8,7,2.17,5,1.55,8,2.48,43053
43,54,96,11,11.46,9,9.38,13,13.54,9,9.38,11,11.46,14,14.58,4,4.17,7,7.29,9,9.38,6,6.25,0,0.0,1,1.04,1,1.04,0,0.0,1,1.04,43054
43,55,49,9,18.37,6,12.24,9,18.37,8,16.33,5,10.2,2,4.08,3,6.12,1,2.04,1,2.04,1,2.04,1,2.04,2,4.08,1,2.04,0,0.0,0,0.0,43055
43,56,210,27,12.86,24,11.43,25,11.9,24,11.43,18,8.57,25,11.9,9,4.29,11,5.24,33,15.71,11,5.24,0,0.0,1,0.48,1,0.48,0,0.0,1,0.48,43056
43,57,115,16,13.91,15,13.04,12,10.43,16,13.91,12,10.43,10,8.7,7,6.09,3,2.61,7,6.09,5,4.35,1,0.87,2,1.74,3,2.61,2,1.74,4,3.48,43057
43,58,216,25,11.57,25,11.57,30,13.89,21,9.72,22,10.19,25,11.57,9,4.17,11,5.09,20,9.26,11,5.09,3,1.39,3,1.39,2,0.93,3,1.39,6,2.78,43058
43,59,526,76,14.45,70,13.31,65,12.36,61,11.6,65,12.36,54,10.27,18,3.42,18,3.42,44,8.37,26,4.94,5,0.95,4,0.76,7,1.33,3,0.57,10,1.9,43059
43,60,267,52,19.48,38,14.23,28,10.49,40,14.98,31,11.61,12,4.49,13,4.87,5,1.87,15,5.62,3,1.12,4,1.5,6,2.25,6,2.25,4,1.5,10,3.75,43060
44,9,469,70,14.93,71,15.14,62,13.22,59,12.58,68,14.5,20,4.26,19,4.05,22,4.69,29,6.18,21,4.48,2,0.43,11,2.35,7,1.49,5,1.07,3,0.64,44009
44,11,379,56,14.78,53,13.98,51,13.46,47,12.4,51,13.46,24,6.33,19,5.01,16,4.22,23,6.07,13,3.43,6,1.58,5,1.32,7,1.85,4,1.06,4,1.06,44011
44,13,484,75,15.5,62,12.81,70,14.46,64,13.22,64,13.22,30,6.2,21,4.34,24,4.96,25,5.17,25,5.17,4,0.83,2,0.41,6,1.24,3,0.62,9,1.86,44013
44,14,409,54,13.2,52,12.71,49,11.98,48,11.74,59,14.43,29,7.09,26,6.36,24,5.87,27,6.6,24,5.87,3,0.73,3,0.73,4,0.98,2,0.49,5,1.22,44014
44,16,339,52,15.34,46,13.57,41,12.09,46,13.57,43,12.68,24,7.08,17,5.01,15,4.42,21,6.19,17,5.01,1,0.29,4,1.18,6,1.77,4,1.18,2,0.59,44016
44,20,351,52,14.81,48,13.68,45,12.82,40,11.4,47,13.39,26,7.41,17,4.84,13,3.7,21,5.98,19,5.41,3,0.85,4,1.14,7,1.99,4,1.14,5,1.42,44020
44,25,331,50,15.11,46,13.9,42,12.69,45,13.6,43,12.99,19,5.74,20,6.04,18,5.44,20,6.04,13,3.93,3,0.91,2,0.6,4,1.21,1,0.3,5,1.51,44025
44,27,376,52,13.83,53,14.1,50,13.3,45,11.97,46,12.23,22,5.85,20,5.32,18,4.79,27,7.18,17,4.52,6,1.6,5,1.33,6,1.6,4,1.06,5,1.33,44027
44,29,256,33,12.89,27,10.55,27,10.55,34,13.28,27,10.55,17,6.64,20,7.81,17,6.64,21,8.2,18,7.03,2,0.78,2,0.78,5,1.95,1,0.39,5,1.95,44029
44,38,358,58,16.2,53,14.8,52,14.53,53,14.8,53,14.8,20,5.59,13,3.63,13,3.63,18,5.03,13,3.63,2,0.56,5,1.4,2,0.56,0,0.0,3,0.84,44038
44,39,322,50,15.53,43,13.35,47,14.6,44,13.66,43,13.35,20,6.21,15,4.66,15,4.66,16,4.97,14,4.35,3,0.93,3,0.93,4,1.24,1,0.31,4,1.24,44039
44,40,359,55,15.32,46,12.81,45,12.53,46,12.81,47,13.09,21,5.85,13,3.62,15,4.18,23,6.41,19,5.29,6,1.67,6,1.67,6,1.67,6,1.67,5,1.39,44040
44,43,446,58,13.0,57,12.78,53,11.88,52,11.66,52,11.66,31,6.95,27,6.05,32,7.17,35,7.85,31,6.95,3,0.67,3,0.67,4,0.9,2,0.45,6,1.35,44043
44,47,319,47,14.73,42,13.17,47,14.73,40,12.54,44,13.79,18,5.64,13,4.08,16,5.02,16,5.02,17,5.33,1,0.31,4,1.25,5,1.57,2,0.63,7,2.19,44047
44,50,330,43,13.03,37,11.21,34,10.3,33,10.0,29,8.79,26,7.88,22,6.67,22,6.67,31,9.39,21,6.36,5,1.52,7,2.12,8,2.42,2,0.61,10,3.03,44050
45,7,568,77,13.56,65,11.44,67,11.8,57,10.04,91,16.02,22,3.87,22,3.87,20,3.52,35,6.16,24,4.23,12,2.11,21,3.7,16,2.82,17,2.99,22,3.87,45007
45,8,448,66,14.73,55,12.28,61,13.62,47,10.49,61,13.62,19,4.24,17,3.79,20,4.46,28,6.25,21,4.69,13,2.9,10,2.23,9,2.01,6,1.34,15,3.35,45008
45,10,872,150,17.2,128,14.68,131,15.02,121,13.88,135,15.48,27,3.1,28,3.21,33,3.78,35,4.01,27,3.1,9,1.03,11,1.26,13,1.49,8,0.92,16,1.83,45010
45,12,689,97,14.08,90,13.06,92,13.35,77,11.18,99,14.37,35,5.08,27,3.92,31,4.5,35,5.08,38,5.52,13,1.89,17,2.47,15,2.18,8,1.16,15,2.18,45012
45,14,628,90,14.33,81,12.9,80,12.74,71,11.31,91,14.49,36,5.73,22,3.5,36,5.73,29,4.62,36,5.73,5,0.8,13,2.07,13,2.07,10,1.59,15,2.39,45014
45,16,915,161,17.6,135,14.75,124,13.55,133,14.54,154,16.83,24,2.62,32,3.5,33,3.61,35,3.83,22,2.4,12,1.31,6,0.66,19,2.08,10,1.09,15,1.64,45016
45,18,669,103,15.4,94,14.05,96,14.35,87,13.0,119,17.79,27,4.04,20,2.99,22,3.29,24,3.59,16,2.39,15,2.24,10,1.49,14,2.09,5,0.75,17,2.54,45018
45,20,512,71,13.87,69,13.48,60,11.72,46,8.98,72,14.06,29,5.66,20,3.91,25,4.88,27,5.27,26,5.08,10,1.95,15,2.93,15,2.93,9,1.76,18,3.52,45020
45,24,719,93,12.93,81,11.27,87,12.1,70,9.74,88,12.24,52,7.23,36,5.01,46,6.4,51,7.09,54,7.51,9,1.25,15,2.09,10,1.39,8,1.11,19,2.64,45024
45,25,582,83,14.26,66,11.34,66,11.34,56,9.62,125,21.48,22,3.78,24,4.12,25,4.3,31,5.33,20,3.44,9,1.55,13,2.23,10,1.72,13,2.23,19,3.26,45025
45,26,820,129,15.73,113,13.78,110,13.41,107,13.05,136,16.59,27,3.29,26,3.17,29,3.54,31,3.78,32,3.9,7,0.85,18,2.2,18,2.2,10,1.22,27,3.29,45026
45,28,1049,188,17.92,170,16.21,168,16.02,163,15.54,173,16.49,30,2.86,22,2.1,29,2.76,27,2.57,24,2.29,7,0.67,9,0.86,15,1.43,9,0.86,15,1.43,45028
45,29,614,87,14.17,82,13.36,84,13.68,66,10.75,97,15.8,33,5.37,18,2.93,31,5.05,30,4.89,25,4.07,14,2.28,16,2.61,10,1.63,7,1.14,14,2.28,45029
45,31,561,82,14.62,76,13.55,72,12.83,64,11.41,86,15.33,28,4.99,27,4.81,29,5.17,28,4.99,27,4.81,6,1.07,9,1.6,10,1.78,5,0.89,12,2.14,45031
45,35,510,80,15.69,68,13.33,69,13.53,57,11.18,78,15.29,18,3.53,15,2.94,20,3.92,23,4.51,18,3.53,10,1.96,17,3.33,12,2.35,11,2.16,14,2.75,45035
45,37,390,63,16.15,47,12.05,45,11.54,38,9.74,67,17.18,12,3.08,14,3.59,13,3.33,23,5.9,14,3.59,11,2.82,11,2.82,13,3.33,8,2.05,11,2.82,45037
45,38,944,168,17.8,144,15.25,144,15.25,134,14.19,155,16.42,30,3.18,27,2.86,38,4.03,30,3.18,30,3.18,6,0.64,10,1.06,9,0.95,3,0.32,16,1.69,45038
45,39,702,111,15.81,101,14.39,99,14.1,88,12.54,108,15.38,25,3.56,21,2.99,32,4.56,23,3.28,29,4.13,10,1.42,11,1.57,13,1.85,9,1.28,22,3.13,45039
45,40,911,160,17.56,135,14.82,138,15.15,125,13.72,164,18.0,28,3.07,22,2.41,31,3.4,25,2.74,26,2.85,10,1.1,9,0.99,11,1.21,7,0.77,20,2.2,45040
45,41,383,67,17.49,48,12.53,47,12.27,46,12.01,60,15.67,10,2.61,16,4.18,10,2.61,16,4.18,15,3.92,6,1.57,9,2.35,14,3.66,8,2.09,11,2.87,45041
45,42,696,115,16.52,103,14.8,102,14.66,98,14.08,112,16.09,20,2.87,25,3.59,23,3.3,20,2.87,23,3.3,8,1.15,10,1.44,9,1.29,9,1.29,19,2.73,45042
45,43,567,92,16.23,82,14.46,79,13.93,64,11.29,101,17.81,23,4.06,14,2.47,21,3.7,24,4.23,20,3.53,6,1.06,9,1.59,11,1.94,8,1.41,13,2.29,45043
45,45,423,71,16.78,60,14.18,51,12.06,49,11.58,67,15.84,18,4.26,16,3.78,16,3.78,18,4.26,16,3.78,4,0.95,10,2.36,9,2.13,6,1.42,12,2.84,45045
45,46,824,127,15.41,98,11.89,93,11.29,93,11.29,144,17.48,32,3.88,32,3.88,38,4.61,40,4.85,33,4.0,12,1.46,18,2.18,19,2.31,16,1.94,29,3.52,45046
45,47,842,123,14.61,110,13.06,116,13.78,99,11.76,143,16.98,35,4.16,32,3.8,28,3.33,41,4.87,29,3.44,13,1.54,16,1.9,21,2.49,12,1.43,24,2.85,45047
45,48,472,65,13.77,61,12.92,61,12.92,62,13.14,71,15.04,20,4.24,24,5.08,22,4.66,27,5.72,20,4.24,6,1.27,5,1.06,10,2.12,8,1.69,10,2.12,45048
45,50,526,67,12.74,69,13.12,55,10.46,53,10.08,105,19.96,18,3.42,15,2.85,21,3.99,28,5.32,22,4.18,14,2.66,19,3.61,9,1.71,11,2.09,20,3.8,45050
45,53,686,98,14.29,98,14.29,92,13.41,89,12.97,102,14.87,31,4.52,29,4.23,35,5.1,31,4.52,31,4.52,8,1.17,11,1.6,11,1.6,5,0.73,15,2.19,45053
45,55,481,81,16.84,65,13.51,68,14.14,60,12.47,75,15.59,24,4.99,20,4.16,18,3.74,23,4.78,15,3.12,1,0.21,8,1.66,4,0.83,6,1.25,13,2.7,45055
45,56,469,74,15.78,61,13.01,61,13.01,59,12.58,65,13.86,19,4.05,20,4.26,20,4.26,28,5.97,17,3.62,10,2.13,7,1.49,10,2.13,8,1.71,10,2.13,45056
47,1,323,55,17.03,43,13.31,45,13.93,43,13.31,41,12.69,12,3.72,13,4.02,13,4.02,14,4.33,15,4.64,5,1.55,5,1.55,9,2.79,3,0.93,7,2.17,47001
47,2,1080,151,13.98,120,11.11,112,10.37,107,9.91,123,11.39,73,6.76,71,6.57,69,6.39,82,7.59,59,5.46,16,1.48,24,2.22,32,2.96,14,1.3,27,2.5,47002
47,3,668,108,16.17,80,11.98,74,11.08,68,10.18,76,11.38,39,5.84,33,4.94,32,4.79,41,6.14,39,5.84,14,2.1,22,3.29,16,2.4,9,1.35,17,2.54,47003
47,4,966,136,14.08,125,12.94,114,11.8,108,11.18,124,12.84,55,5.69,48,4.97,55,5.69,63,6.52,55,5.69,22,2.28,18,1.86,15,1.55,10,1.04,18,1.86,47004
47,5,441,66,14.97,55,12.47,57,12.93,52,11.79,52,11.79,35,7.94,24,5.44,23,5.22,28,6.35,20,4.54,5,1.13,2,0.45,9,2.04,4,0.91,9,2.04,47005
47,6,919,118,12.84,103,11.21,100,10.88,98,10.66,108,11.75,67,7.29,59,6.42,62,6.75,74,8.05,65,7.07,10,1.09,8,0.87,21,2.29,10,1.09,16,1.74,47006
47,7,788,124,15.74,99,12.56,107,13.58,94,11.93,110,13.96,44,5.58,31,3.93,40,5.08,37,4.7,38,4.82,10,1.27,10,1.27,17,2.16,10,1.27,17,2.16,47007
47,8,1003,152,15.15,119,11.86,113,11.27,118,11.76,132,13.16,56,5.58,54,5.38,57,5.68,66,6.58,51,5.08,14,1.4,14,1.4,26,2.59,9,0.9,22,2.19,47008
