ward,precinct,total,DONNA PHELPS FELTON,DONNA PHELPS FELTON Percent,WILLIAM J. FROST,WILLIAM J. FROST Percent,KAREN G. SHIELDS,KAREN G. SHIELDS Percent,CHARLES E. DONEGAN,CHARLES E. DONEGAN Percent,ELLEN L. FLANNIGAN,ELLEN L. FLANNIGAN Percent,RODNEY C. HOWARD,RODNEY C. HOWARD Percent,CAROL J. KENNY,CAROL J. KENNY Percent,precinct_id
24,52,104,42,40.38,9,8.65,13,12.5,1,0.96,5,4.81,24,23.08,10,9.62,24052
24,53,89,31,34.83,18,20.22,9,10.11,3,3.37,9,10.11,12,13.48,7,7.87,24053
25,1,96,10,10.42,33,34.38,11,11.46,7,7.29,19,19.79,3,3.13,13,13.54,25001
25,2,130,26,20.0,24,18.46,17,13.08,10,7.69,30,23.08,4,3.08,19,14.62,25002
25,3,45,11,24.44,9,20.0,7,15.56,3,6.67,11,24.44,2,4.44,2,4.44,25003
25,4,129,12,9.3,37,28.68,26,20.16,3,2.33,24,18.6,8,6.2,19,14.73,25004
25,5,129,25,19.38,45,34.88,18,13.95,12,9.3,18,13.95,2,1.55,9,6.98,25005
25,6,103,21,20.39,19,18.45,24,23.3,9,8.74,18,17.48,4,3.88,8,7.77,25006
25,7,81,12,14.81,21,25.93,8,9.88,10,12.35,12,14.81,5,6.17,13,16.05,25007
25,8,87,11,12.64,34,39.08,13,14.94,4,4.6,9,10.34,3,3.45,13,14.94,25008
25,9,171,23,13.45,58,33.92,24,14.04,8,4.68,21,12.28,12,7.02,25,14.62,25009
25,10,41,11,26.83,10,24.39,7,17.07,2,4.88,2,4.88,7,17.07,2,4.88,25010
25,11,160,37,23.13,36,22.5,25,15.63,8,5.0,27,16.88,6,3.75,21,13.13,25011
25,12,73,14,19.18,11,15.07,17,23.29,6,8.22,15,20.55,5,6.85,5,6.85,25012
25,13,95,20,21.05,17,17.89,11,11.58,9,9.47,15,15.79,5,5.26,18,18.95,25013
25,14,52,12,23.08,15,28.85,9,17.31,6,11.54,4,7.69,4,7.69,2,3.85,25014
25,15,95,20,21.05,22,23.16,14,14.74,6,6.32,16,16.84,2,2.11,15,15.79,25015
25,16,62,5,8.06,40,64.52,5,8.06,0,0.0,6,9.68,1,1.61,5,8.06,25016
25,17,93,21,22.58,15,16.13,22,23.66,6,6.45,11,11.83,8,8.6,10,10.75,25017
25,18,63,15,23.81,18,28.57,13,20.63,2,3.17,5,7.94,2,3.17,8,12.7,25018
25,19,101,19,18.81,21,20.79,15,14.85,9,8.91,14,13.86,3,2.97,20,19.8,25019
25,20,122,20,16.39,23,18.85,20,16.39,14,11.48,26,21.31,3,2.46,16,13.11,25020
25,21,56,12,21.43,13,23.21,9,16.07,9,16.07,7,12.5,2,3.57,4,7.14,25021
25,22,102,19,18.63,41,40.2,11,10.78,1,0.98,20,19.61,5,4.9,5,4.9,25022
25,23,92,16,17.39,12,13.04,17,18.48,3,3.26,18,19.57,5,5.43,21,22.83,25023
26,1,56,8,14.29,9,16.07,12,21.43,5,8.93,12,21.43,4,7.14,6,10.71,26001
26,2,84,20,23.81,13,15.48,10,11.9,5,5.95,11,13.1,9,10.71,16,19.05,26002
26,3,59,15,25.42,8,13.56,6,10.17,2,3.39,15,25.42,4,6.78,9,15.25,26003
26,4,123,33,26.83,13,10.57,19,15.45,17,13.82,23,18.7,7,5.69,11,8.94,26004
26,5,71,15,21.13,8,11.27,14,19.72,7,9.86,16,22.54,4,5.63,7,9.86,26005
26,6,107,26,24.3,14,13.08,34,31.78,3,2.8,11,10.28,10,9.35,9,8.41,26006
26,7,31,10,32.26,2,6.45,6,19.35,1,3.23,8,25.81,0,0.0,4,12.9,26007
26,8,111,25,22.52,11,9.91,43,38.74,4,3.6,15,13.51,3,2.7,10,9.01,26008
26,9,55,14,25.45,9,16.36,11,20.0,4,7.27,8,14.55,2,3.64,7,12.73,26009
26,10,49,9,18.37,10,20.41,5,10.2,6,12.24,7,14.29,7,14.29,5,10.2,26010
26,11,76,17,22.37,6,7.89,10,13.16,8,10.53,14,18.42,4,5.26,17,22.37,26011
26,12,65,23,35.38,9,13.85,6,9.23,7,10.77,11,16.92,1,1.54,8,12.31,26012
26,13,72,17,23.61,7,9.72,15,20.83,3,4.17,16,22.22,2,2.78,12,16.67,26013
26,14,74,16,21.62,6,8.11,13,17.57,6,8.11,17,22.97,4,5.41,12,16.22,26014
26,15,45,8,17.78,7,15.56,9,20.0,4,8.89,10,22.22,1,2.22,6,13.33,26015
26,16,56,17,30.36,7,12.5,9,16.07,4,7.14,11,19.64,1,1.79,7,12.5,26016
26,17,90,32,35.56,11,12.22,22,24.44,4,4.44,7,7.78,4,4.44,10,11.11,26017
26,18,76,17,22.37,9,11.84,15,19.74,4,5.26,16,21.05,7,9.21,8,10.53,26018
26,19,100,24,24.0,16,16.0,8,8.0,4,4.0,30,30.0,5,5.0,13,13.0,26019
26,20,84,16,19.05,10,11.9,25,29.76,8,9.52,14,16.67,2,2.38,9,10.71,26020
26,21,102,21,20.59,8,7.84,34,33.33,9,8.82,13,12.75,5,4.9,12,11.76,26021
26,22,79,13,16.46,15,18.99,14,17.72,7,8.86,10,12.66,5,6.33,15,18.99,26022
26,23,128,22,17.19,17,13.28,29,22.66,9,7.03,26,20.31,4,3.13,21,16.41,26023
26,24,127,19,14.96,23,18.11,32,25.2,11,8.66,21,16.54,5,3.94,16,12.6,26024
26,25,92,19,20.65,9,9.78,21,22.83,8,8.7,16,17.39,8,8.7,11,11.96,26025
26,26,61,15,24.59,6,9.84,19,31.15,5,8.2,7,11.48,2,3.28,7,11.48,26026
26,27,62,14,22.58,7,11.29,18,29.03,3,4.84,6,9.68,6,9.68,8,12.9,26027
26,28,116,31,26.72,10,8.62,26,22.41,9,7.76,19,16.38,5,4.31,16,13.79,26028
26,29,67,13,19.4,8,11.94,14,20.9,4,5.97,12,17.91,8,11.94,8,11.94,26029
26,30,80,24,30.0,5,6.25,16,20.0,6,7.5,14,17.5,2,2.5,13,16.25,26030
26,31,36,6,16.67,1,2.78,8,22.22,4,11.11,8,22.22,5,13.89,4,11.11,26031
26,32,55,10,18.18,4,7.27,9,16.36,13,23.64,12,21.82,1,1.82,6,10.91,26032
26,33,103,20,19.42,13,12.62,28,27.18,3,2.91,21,20.39,4,3.88,14,13.59,26033
26,34,78,5,6.41,13,16.67,18,23.08,7,8.97,24,30.77,4,5.13,7,8.97,26034
26,35,74,16,21.62,8,10.81,13,17.57,9,12.16,15,20.27,5,6.76,8,10.81,26035
26,36,107,17,15.89,11,10.28,34,31.78,12,11.21,17,15.89,6,5.61,10,9.35,26036
26,37,74,13,17.57,6,8.11,21,28.38,7,9.46,14,18.92,6,8.11,7,9.46,26037
27,1,134,23,17.16,13,9.7,49,36.57,9,6.72,13,9.7,10,7.46,17,12.69,27001
27,2,73,27,36.99,15,20.55,3,4.11,3,4.11,4,5.48,13,17.81,8,10.96,27002
27,3,86,30,34.88,7,8.14,12,13.95,3,3.49,6,6.98,24,27.91,4,4.65,27003
27,4,62,20,32.26,7,11.29,9,14.52,1,1.61,11,17.74,5,8.06,9,14.52,27004
27,5,66,23,34.85,10,15.15,8,12.12,6,9.09,8,12.12,5,7.58,6,9.09,27005
27,6,49,27,55.1,2,4.08,5,10.2,3,6.12,5,10.2,3,6.12,4,8.16,27006
27,7,75,25,33.33,13,17.33,7,9.33,3,4.0,7,9.33,12,16.0,8,10.67,27007
27,8,57,24,42.11,7,12.28,8,14.04,1,1.75,3,5.26,7,12.28,7,12.28,27008
27,9,111,48,43.24,13,11.71,16,14.41,5,4.5,5,4.5,9,8.11,15,13.51,27009
27,10,160,79,49.38,16,10.0,19,11.88,6,3.75,12,7.5,12,7.5,16,10.0,27010
27,11,60,24,40.0,8,13.33,11,18.33,3,5.0,1,1.67,6,10.0,7,11.67,27011
27,12,67,43,64.18,2,2.99,8,11.94,4,5.97,4,5.97,3,4.48,3,4.48,27012
27,13,202,78,38.61,19,9.41,31,15.35,9,4.46,35,17.33,15,7.43,15,7.43,27013
27,14,57,31,54.39,6,10.53,7,12.28,2,3.51,4,7.02,2,3.51,5,8.77,27014
27,15,79,25,31.65,14,17.72,10,12.66,3,3.8,4,5.06,14,17.72,9,11.39,27015
27,16,45,10,22.22,2,4.44,14,31.11,3,6.67,8,17.78,1,2.22,7,15.56,27016
27,17,119,28,23.53,17,14.29,27,22.69,5,4.2,5,4.2,18,15.13,19,15.97,27017
27,18,36,13,36.11,2,5.56,5,13.89,4,11.11,2,5.56,0,0.0,10,27.78,27018
27,19,94,31,32.98,10,10.64,12,12.77,5,5.32,9,9.57,17,18.09,10,10.64,27019
27,20,162,86,53.09,13,8.02,18,11.11,6,3.7,13,8.02,15,9.26,11,6.79,27020
27,21,44,22,50.0,3,6.82,3,6.82,3,6.82,4,9.09,7,15.91,2,4.55,27021
27,22,86,30,34.88,9,10.47,12,13.95,4,4.65,5,5.81,16,18.6,10,11.63,27022
27,23,31,11,35.48,4,12.9,3,9.68,3,9.68,1,3.23,3,9.68,6,19.35,27023
27,24,74,41,55.41,11,14.86,6,8.11,1,1.35,3,4.05,7,9.46,5,6.76,27024
27,25,60,29,48.33,3,5.0,9,15.0,0,0.0,4,6.67,10,16.67,5,8.33,27025
27,26,165,50,30.3,34,20.61,12,7.27,4,2.42,12,7.27,31,18.79,22,13.33,27026
27,27,56,24,42.86,4,7.14,8,14.29,3,5.36,3,5.36,4,7.14,10,17.86,27027
27,28,90,38,42.22,13,14.44,12,13.33,5,5.56,8,8.89,4,4.44,10,11.11,27028
27,29,78,24,30.77,6,7.69,12,15.38,7,8.97,5,6.41,16,20.51,8,10.26,27029
27,30,55,20,36.36,6,10.91,14,25.45,3,5.45,6,10.91,0,0.0,6,10.91,27030
27,31,100,31,31.0,11,11.0,11,11.0,6,6.0,12,12.0,22,22.0,7,7.0,27031
27,32,57,14,24.56,4,7.02,11,19.3,5,8.77,12,21.05,2,3.51,9,15.79,27032
27,33,122,51,41.8,16,13.11,20,16.39,4,3.28,13,10.66,9,7.38,9,7.38,27033
27,34,83,35,42.17,5,6.02,5,6.02,5,6.02,4,4.82,16,19.28,13,15.66,27034
27,35,100,21,21.0,12,12.0,22,22.0,10,10.0,20,20.0,4,4.0,11,11.0,27035
27,36,107,35,32.71,21,19.63,18,16.82,7,6.54,7,6.54,13,12.15,6,5.61,27036
27,37,73,21,28.77,11,15.07,18,24.66,3,4.11,5,6.85,7,9.59,8,10.96,27037
27,38,85,20,23.53,7,8.24,31,36.47,9,10.59,7,8.24,2,2.35,9,10.59,27038
27,39,55,27,49.09,2,3.64,12,21.82,7,12.73,4,7.27,2,3.64,1,1.82,27039
27,40,70,30,42.86,9,12.86,3,4.29,4,5.71,2,2.86,14,20.0,8,11.43,27040
27,41,53,12,22.64,6,11.32,16,30.19,2,3.77,9,16.98,1,1.89,7,13.21,27041
27,42,42,7,16.67,4,9.52,18,42.86,2,4.76,3,7.14,2,4.76,6,14.29,27042
27,43,59,23,38.98,6,10.17,7,11.86,5,8.47,3,5.08,8,13.56,7,11.86,27043
27,44,131,23,17.56,16,12.21,21,16.03,8,6.11,13,9.92,27,20.61,23,17.56,27044
27,45,138,56,40.58,19,13.77,15,10.87,4,2.9,8,5.8,25,18.12,11,7.97,27045
27,46,116,85,73.28,4,3.45,7,6.03,8,6.9,3,2.59,7,6.03,2,1.72,27046
27,47,65,28,43.08,4,6.15,7,10.77,3,4.62,5,7.69,13,20.0,5,7.69,27047
27,48,104,32,30.77,16,15.38,18,17.31,5,4.81,8,7.69,14,13.46,11,10.58,27048
27,49,70,17,24.29,10,14.29,13,18.57,3,4.29,5,7.14,12,17.14,10,14.29,27049
27,50,76,18,23.68,8,10.53,21,27.63,2,2.63,15,19.74,5,6.58,7,9.21,27050
27,51,54,26,48.15,4,7.41,8,14.81,4,7.41,5,9.26,1,1.85,6,11.11,27051
27,52,17,9,52.94,0,0.0,1,5.88,0,0.0,0,0.0,3,17.65,4,23.53,27052
27,53,114,19,16.67,11,9.65,38,33.33,5,4.39,19,16.67,6,5.26,16,14.04,27053
27,54,37,8,21.62,6,16.22,12,32.43,2,5.41,4,10.81,0,0.0,5,13.51,27054
27,55,30,12,40.0,4,13.33,7,23.33,2,6.67,2,6.67,2,6.67,1,3.33,27055
28,1,105,46,43.81,14,13.33,12,11.43,2,1.9,12,11.43,8,7.62,11,10.48,28001
28,2,60,21,35.0,6,10.0,4,6.67,4,6.67,3,5.0,8,13.33,14,23.33,28002
28,3,88,24,27.27,20,22.73,12,13.64,8,9.09,5,5.68,9,10.23,10,11.36,28003
28,4,133,58,43.61,19,14.29,15,11.28,4,3.01,8,6.02,18,13.53,11,8.27,28004
28,5,103,27,26.21,17,16.5,14,13.59,2,1.94,3,2.91,27,26.21,13,12.62,28005
28,6,108,36,33.33,17,15.74,10,9.26,2,1.85,4,3.7,33,30.56,6,5.56,28006
28,7,149,73,48.99,18,12.08,17,11.41,3,2.01,8,5.37,17,11.41,13,8.72,28007
28,8,51,24,47.06,9,17.65,8,15.69,1,1.96,1,1.96,2,3.92,6,11.76,28008
28,9,100,50,50.0,15,15.0,7,7.0,1,1.0,3,3.0,18,18.0,6,6.0,28009
28,10,116,16,13.79,16,13.79,11,9.48,3,2.59,6,5.17,54,46.55,10,8.62,28010
28,11,90,44,48.89,12,13.33,8,8.89,1,1.11,6,6.67,13,14.44,6,6.67,28011
28,12,94,40,42.55,14,14.89,13,13.83,3,3.19,11,11.7,4,4.26,9,9.57,28012
28,13,83,35,42.17,10,12.05,6,7.23,1,1.2,2,2.41,20,24.1,9,10.84,28013
28,14,30,12,40.0,3,10.0,1,3.33,0,0.0,8,26.67,3,10.0,3,10.0,28014
28,15,51,16,31.37,6,11.76,9,17.65,1,1.96,1,1.96,13,25.49,5,9.8,28015
28,16,85,29,34.12,11,12.94,13,15.29,4,4.71,4,4.71,15,17.65,9,10.59,28016
28,17,55,15,27.27,9,16.36,7,12.73,2,3.64,8,14.55,7,12.73,7,12.73,28017
28,18,133,42,31.58,15,11.28,10,7.52,9,6.77,4,3.01,47,35.34,6,4.51,28018
28,19,97,45,46.39,14,14.43,14,14.43,3,3.09,3,3.09,6,6.19,12,12.37,28019
28,20,109,32,29.36,15,13.76,13,11.93,8,7.34,7,6.42,13,11.93,21,19.27,28020
28,21,67,20,29.85,13,19.4,14,20.9,4,5.97,3,4.48,6,8.96,7,10.45,28021
28,22,95,39,41.05,16,16.84,9,9.47,0,0.0,0,0.0,21,22.11,10,10.53,28022
28,23,126,58,46.03,16,12.7,8,6.35,5,3.97,3,2.38,21,16.67,15,11.9,28023
28,24,46,17,36.96,5,10.87,6,13.04,1,2.17,4,8.7,11,23.91,2,4.35,28024
28,25,93,45,48.39,5,5.38,4,4.3,2,2.15,2,2.15,24,25.81,11,11.83,28025
28,26,109,52,47.71,12,11.01,7,6.42,3,2.75,5,4.59,20,18.35,10,9.17,28026
28,27,56,15,26.79,11,19.64,7,12.5,1,1.79,7,12.5,8,14.29,7,12.5,28027
28,28,94,45,47.87,12,12.77,11,11.7,1,1.06,4,4.26,15,15.96,6,6.38,28028
28,29,99,20,20.2,13,13.13,14,14.14,6,6.06,6,6.06,26,26.26,14,14.14,28029
28,30,54,21,38.89,4,7.41,10,18.52,2,3.7,5,9.26,7,12.96,5,9.26,28030
28,31,94,43,45.74,12,12.77,10,10.64,4,4.26,5,5.32,12,12.77,8,8.51,28031
28,32,89,23,25.84,17,19.1,15,16.85,2,2.25,10,11.24,10,11.24,12,13.48,28032
28,33,64,28,43.75,6,9.38,7,10.94,1,1.56,4,6.25,11,17.19,7,10.94,28033
28,34,82,29,35.37,5,6.1,13,15.85,7,8.54,4,4.88,15,18.29,9,10.98,28034
28,35,74,20,27.03,12,16.22,13,17.57,5,6.76,4,5.41,11,14.86,9,12.16,28035
28,36,81,22,27.16,9,11.11,18,22.22,4,4.94,5,6.17,17,20.99,6,7.41,28036
28,37,142,43,30.28,23,16.2,8,5.63,2,1.41,6,4.23,52,36.62,8,5.63,28037
28,38,104,59,56.73,7,6.73,6,5.77,6,5.77,3,2.88,19,18.27,4,3.85,28038
28,39,29,5,17.24,5,17.24,9,31.03,2,6.9,1,3.45,3,10.34,4,13.79,28039
28,40,116,38,32.76,15,12.93,23,19.83,8,6.9,10,8.62,10,8.62,12,10.34,28040
28,41,64,30,46.88,5,7.81,5,7.81,0,0.0,0,0.0,18,28.13,6,9.38,28041
28,42,77,30,38.96,19,24.68,10,12.99,1,1.3,4,5.19,10,12.99,3,3.9,28042
28,43,75,20,26.67,5,6.67,7,9.33,2,2.67,5,6.67,33,44.0,3,4.0,28043
28,44,59,29,49.15,6,10.17,9,15.25,1,1.69,3,5.08,2,3.39,9,15.25,28044
28,45,63,30,47.62,6,9.52,6,9.52,3,4.76,4,6.35,9,14.29,5,7.94,28045
28,46,78,23,29.49,9,11.54,6,7.69,3,3.85,6,7.69,26,33.33,5,6.41,28046
28,47,109,31,28.44,15,13.76,19,17.43,2,1.83,10,9.17,12,11.01,20,18.35,28047
28,48,18,2,11.11,5,27.78,2,11.11,1,5.56,0,0.0,3,16.67,5,27.78,28048
28,49,69,25,36.23,8,11.59,10,14.49,1,1.45,6,8.7,6,8.7,13,18.84,28049
28,50,41,16,39.02,10,24.39,7,17.07,1,2.44,2,4.88,2,4.88,3,7.32,28050
28,51,83,35,42.17,14,16.87,6,7.23,5,6.02,6,7.23,10,12.05,7,8.43,28051
28,52,72,21,29.17,9,12.5,9,12.5,6,8.33,6,8.33,8,11.11,13,18.06,28052
28,53,35,5,14.29,7,20.0,6,17.14,1,2.86,6,17.14,4,11.43,6,17.14,28053
28,54,58,15,25.86,10,17.24,8,13.79,3,5.17,4,6.9,11,18.97,7,12.07,28054
28,55,54,24,44.44,3,5.56,2,3.7,5,9.26,4,7.41,12,22.22,4,7.41,28055
28,56,85,26,30.59,14,16.47,13,15.29,5,5.88,3,3.53,17,20.0,7,8.24,28056
28,57,103,51,49.51,6,5.83,5,4.85,3,2.91,6,5.83,26,25.24,6,5.83,28057
28,58,58,27,46.55,6,10.34,11,18.97,2,3.45,3,5.17,6,10.34,3,5.17,28058
28,59,71,33,46.48,6,8.45,6,8.45,0,0.0,2,2.82,21,29.58,3,4.23,28059
28,60,60,30,50.0,6,10.0,4,6.67,5,8.33,5,8.33,3,5.0,7,11.67,28060
28,61,47,13,27.66,9,19.15,9,19.15,3,6.38,4,8.51,6,12.77,3,6.38,28061
29,1,130,57,43.85,23,17.69,18,13.85,6,4.62,2,1.54,10,7.69,14,10.77,29001
29,2,64,10,15.63,11,17.19,8,12.5,6,9.38,20,31.25,2,3.13,7,10.94,29002
29,3,144,81,56.25,18,12.5,16,11.11,4,2.78,6,4.17,8,5.56,11,7.64,29003
29,4,141,51,36.17,16,11.35,29,20.57,5,3.55,10,7.09,16,11.35,14,9.93,29004
29,5,145,46,31.72,18,12.41,25,17.24,14,9.66,8,5.52,18,12.41,16,11.03,29005
29,6,33,9,27.27,2,6.06,2,6.06,7,21.21,7,21.21,3,9.09,3,9.09,29006
29,7,92,25,27.17,14,15.22,9,9.78,9,9.78,21,22.83,6,6.52,8,8.7,29007
29,8,144,58,40.28,21,14.58,21,14.58,8,5.56,9,6.25,8,5.56,19,13.19,29008
29,9,138,51,36.96,19,13.77,16,11.59,9,6.52,10,7.25,7,5.07,26,18.84,29009
29,10,131,62,47.33,15,11.45,20,15.27,3,2.29,8,6.11,8,6.11,15,11.45,29010
29,11,120,49,40.83,17,14.17,17,14.17,11,9.17,6,5.0,11,9.17,9,7.5,29011
29,12,93,47,50.54,8,8.6,8,8.6,5,5.38,3,3.23,11,11.83,11,11.83,29012
29,13,157,48,30.57,23,14.65,31,19.75,3,1.91,18,11.46,15,9.55,19,12.1,29013
29,14,144,61,42.36,25,17.36,20,13.89,2,1.39,9,6.25,20,13.89,7,4.86,29014
29,15,182,93,51.1,24,13.19,20,10.99,11,6.04,4,2.2,13,7.14,17,9.34,29015
29,16,94,41,43.62,19,20.21,16,17.02,1,1.06,2,2.13,5,5.32,10,10.64,29016
29,17,105,25,23.81,8,7.62,21,20.0,7,6.67,24,22.86,6,5.71,14,13.33,29017
29,18,121,54,44.63,19,15.7,20,16.53,6,4.96,5,4.13,6,4.96,11,9.09,29018
29,19,126,51,40.48,13,10.32,21,16.67,6,4.76,5,3.97,17,13.49,13,10.32,29019
29,20,166,74,44.58,20,12.05,22,13.25,12,7.23,8,4.82,8,4.82,22,13.25,29020
29,21,114,33,28.95,15,13.16,18,15.79,9,7.89,13,11.4,8,7.02,18,15.79,29021
29,22,78,19,24.36,10,12.82,14,17.95,10,12.82,9,11.54,6,7.69,10,12.82,29022
29,23,95,35,36.84,16,16.84,13,13.68,4,4.21,6,6.32,9,9.47,12,12.63,29023
29,24,146,45,30.82,23,15.75,23,15.75,8,5.48,10,6.85,19,13.01,18,12.33,29024
29,25,168,74,44.05,20,11.9,20,11.9,8,4.76,10,5.95,22,13.1,14,8.33,29025
29,26,119,55,46.22,15,12.61,19,15.97,4,3.36,6,5.04,16,13.45,4,3.36,29026
29,27,89,45,50.56,10,11.24,12,13.48,3,3.37,6,6.74,5,5.62,8,8.99,29027
29,28,109,42,38.53,16,14.68,18,16.51,3,2.75,7,6.42,13,11.93,10,9.17,29028
29,29,158,65,41.14,14,8.86,24,15.19,8,5.06,13,8.23,11,6.96,23,14.56,29029
29,30,100,37,37.0,12,12.0,17,17.0,4,4.0,6,6.0,15,15.0,9,9.0,29030
29,31,147,73,49.66,14,9.52,20,13.61,6,4.08,4,2.72,18,12.24,12,8.16,29031
29,32,133,39,29.32,22,16.54,15,11.28,5,3.76,8,6.02,29,21.8,15,11.28,29032
29,33,115,49,42.61,15,13.04,18,15.65,3,2.61,10,8.7,7,6.09,13,11.3,29033
29,34,79,19,24.05,11,13.92,18,22.78,4,5.06,12,15.19,4,5.06,11,13.92,29034
29,35,119,67,56.3,7,5.88,13,10.92,5,4.2,5,4.2,15,12.61,7,5.88,29035
29,36,174,85,48.85,19,10.92,26,14.94,9,5.17,10,5.75,17,9.77,8,4.6,29036
29,37,144,57,39.58,21,14.58,25,17.36,3,2.08,6,4.17,18,12.5,14,9.72,29037
29,38,150,51,34.0,21,14.0,21,14.0,11,7.33,12,8.0,13,8.67,21,14.0,29038
29,39,76,20,26.32,8,10.53,11,14.47,6,7.89,12,15.79,6,7.89,13,17.11,29039
29,40,203,77,37.93,33,16.26,24,11.82,13,6.4,12,5.91,21,10.34,23,11.33,29040
29,41,180,89,49.44,25,13.89,22,12.22,7,3.89,12,6.67,7,3.89,18,10.0,29041
29,42,84,35,41.67,18,21.43,9,10.71,2,2.38,7,8.33,4,4.76,9,10.71,29042
29,43,181,64,35.36,20,11.05,31,17.13,7,3.87,13,7.18,23,12.71,23,12.71,29043
29,44,117,38,32.48,12,10.26,30,25.64,6,5.13,7,5.98,17,14.53,7,5.98,29044
29,45,143,65,45.45,16,11.19,15,10.49,7,4.9,11,7.69,13,9.09,16,11.19,29045
29,46,96,45,46.88,14,14.58,18,18.75,3,3.13,3,3.13,5,5.21,8,8.33,29046
29,47,189,60,31.75,32,16.93,37,19.58,6,3.17,14,7.41,19,10.05,21,11.11,29047
29,48,38,7,18.42,4,10.53,5,13.16,4,10.53,8,21.05,1,2.63,9,23.68,29048
29,49,206,76,36.89,21,10.19,24,11.65,12,5.83,15,7.28,28,13.59,30,14.56,29049
29,50,162,76,46.91,23,14.2,23,14.2,6,3.7,11,6.79,11,6.79,12,7.41,29050
29,51,135,55,40.74,21,15.56,17,12.59,5,3.7,12,8.89,13,9.63,12,8.89,29051
29,52,111,29,26.13,16,14.41,16,14.41,8,7.21,21,18.92,6,5.41,15,13.51,29052
29,53,83,18,21.69,10,12.05,15,18.07,6,7.23,18,21.69,4,4.82,12,14.46,29053
29,54,96,9,9.38,8,8.33,47,48.96,6,6.25,17,17.71,2,2.08,7,7.29,29054
29,55,33,9,27.27,5,15.15,7,21.21,3,9.09,3,9.09,1,3.03,5,15.15,29055
29,56,100,48,48.0,18,18.0,10,10.0,5,5.0,7,7.0,4,4.0,8,8.0,29056
30,1,136,12,8.82,49,36.03,25,18.38,8,5.88,29,21.32,4,2.94,9,6.62,30001
30,2,90,11,12.22,18,20.0,23,25.56,8,8.89,15,16.67,4,4.44,11,12.22,30002
30,3,122,17,13.93,40,32.79,24,19.67,7,5.74,15,12.3,3,2.46,16,13.11,30003
30,4,138,32,23.19,38,27.54,13,9.42,4,2.9,27,19.57,1,0.72,23,16.67,30004
30,5,74,9,12.16,27,36.49,7,9.46,2,2.7,21,28.38,1,1.35,7,9.46,30005
30,6,92,13,14.13,21,22.83,19,20.65,5,5.43,21,22.83,1,1.09,12,13.04,30006
30,7,95,13,13.68,24,25.26,21,22.11,9,9.47,18,18.95,1,1.05,9,9.47,30007
30,8,99,9,9.09,29,29.29,16,16.16,5,5.05,23,23.23,5,5.05,12,12.12,30008
30,9,175,17,9.71,63,36.0,20,11.43,12,6.86,39,22.29,8,4.57,16,9.14,30009
30,10,108,7,6.48,29,26.85,15,13.89,7,6.48,31,28.7,5,4.63,14,12.96,30010
30,11,94,7,7.45,37,39.36,9,9.57,8,8.51,15,15.96,2,2.13,16,17.02,30011
30,12,92,15,16.3,12,13.04,18,19.57,6,6.52,25,27.17,6,6.52,10,10.87,30012
30,13,61,11,18.03,10,16.39,20,32.79,1,1.64,11,18.03,3,4.92,5,8.2,30013
30,14,78,12,15.38,18,23.08,7,8.97,10,12.82,18,23.08,3,3.85,10,12.82,30014
30,15,112,15,13.39,34,30.36,19,16.96,9,8.04,26,23.21,3,2.68,6,5.36,30015
30,16,70,9,12.86,14,20.0,19,27.14,3,4.29,17,24.29,1,1.43,7,10.0,30016
30,17,65,11,16.92,9,13.85,7,10.77,6,9.23,18,27.69,1,1.54,13,20.0,30017
30,18,97,18,18.56,22,22.68,13,13.4,5,5.15,26,26.8,2,2.06,11,11.34,30018
30,19,98,21,21.43,28,28.57,8,8.16,5,5.1,20,20.41,5,5.1,11,11.22,30019
30,20,49,12,24.49,18,36.73,3,6.12,4,8.16,7,14.29,0,0.0,5,10.2,30020
30,21,24,4,16.67,6,25.0,5,20.83,1,4.17,5,20.83,1,4.17,2,8.33,30021
30,22,103,16,15.53,18,17.48,31,30.1,8,7.77,18,17.48,3,2.91,9,8.74,30022
30,23,45,12,26.67,8,17.78,5,11.11,6,13.33,8,17.78,1,2.22,5,11.11,30023
30,24,45,7,15.56,6,13.33,8,17.78,3,6.67,9,20.0,2,4.44,10,22.22,30024
30,25,98,15,15.31,21,21.43,16,16.33,13,13.27,20,20.41,1,1.02,12,12.24,30025
30,26,108,15,13.89,35,32.41,14,12.96,7,6.48,21,19.44,6,5.56,10,9.26,30026
30,27,105,19,18.1,26,24.76,19,18.1,7,6.67,20,19.05,1,0.95,13,12.38,30027
30,28,86,13,15.12,18,20.93,22,25.58,9,10.47,16,18.6,3,3.49,5,5.81,30028
30,29,111,18,16.22,12,10.81,26,23.42,4,3.6,33,29.73,5,4.5,13,11.71,30029
30,30,88,16,18.18,31,35.23,10,11.36,8,9.09,10,11.36,3,3.41,10,11.36,30030
30,31,78,10,12.82,29,37.18,12,15.38,6,7.69,10,12.82,3,3.85,8,10.26,30031
30,32,93,10,10.75,15,16.13,29,31.18,4,4.3,22,23.66,3,3.23,10,10.75,30032
30,33,60,11,18.33,13,21.67,8,13.33,4,6.67,12,20.0,3,5.0,9,15.0,30033
30,34,168,12,7.14,54,32.14,25,14.88,15,8.93,35,20.83,1,0.6,26,15.48,30034
30,35,65,11,16.92,19,29.23,5,7.69,5,7.69,12,18.46,2,3.08,11,16.92,30035
30,36,63,9,14.29,13,20.63,11,17.46,2,3.17,15,23.81,3,4.76,10,15.87,30036
