ward,precinct,total,Brian Terrence Sexton,Brian Terrence Sexton Percent,Peter Michael Gonzalez,Peter Michael Gonzalez Percent,precinct_id
32,36,188,46,24.47,89,47.34,32036
32,37,141,35,24.82,65,46.1,32037
32,38,144,34,23.61,75,52.08,32038
32,39,169,43,25.44,81,47.93,32039
32,40,194,48,24.74,76,39.18,32040
32,41,164,44,26.83,84,51.22,32041
32,42,149,36,24.16,68,45.64,32042
32,43,188,40,21.28,81,43.09,32043
33,1,223,28,12.56,123,55.16,33001
33,2,267,50,18.73,131,49.06,33002
33,3,280,56,20.0,157,56.07,33003
33,4,256,40,15.63,140,54.69,33004
33,5,139,25,17.99,85,61.15,33005
33,6,191,35,18.32,111,58.12,33006
33,7,221,41,18.55,122,55.2,33007
33,8,335,78,23.28,131,39.1,33008
33,9,253,68,26.88,132,52.17,33009
33,10,195,45,23.08,103,52.82,33010
33,11,208,42,20.19,114,54.81,33011
33,12,198,47,23.74,110,55.56,33012
33,13,200,33,16.5,122,61.0,33013
33,14,92,14,15.22,58,63.04,33014
33,15,249,40,16.06,141,56.63,33015
33,16,283,51,18.02,167,59.01,33016
33,17,231,50,21.65,127,54.98,33017
33,18,235,46,19.57,122,51.91,33018
33,19,204,37,18.14,119,58.33,33019
33,20,234,38,16.24,135,57.69,33020
33,21,244,52,21.31,139,56.97,33021
33,22,218,51,23.39,111,50.92,33022
33,23,234,46,19.66,130,55.56,33023
33,24,381,88,23.1,166,43.57,33024
33,25,247,47,19.03,136,55.06,33025
33,26,145,36,24.83,72,49.66,33026
33,27,221,35,15.84,117,52.94,33027
33,28,190,20,10.53,103,54.21,33028
34,1,224,92,41.07,95,42.41,34001
34,2,158,72,45.57,59,37.34,34002
34,3,176,84,47.73,73,41.48,34003
34,4,125,55,44.0,54,43.2,34004
34,5,160,73,45.63,64,40.0,34005
34,6,213,85,39.91,100,46.95,34006
34,7,213,91,42.72,96,45.07,34007
34,8,146,65,44.52,61,41.78,34008
34,9,131,48,36.64,68,51.91,34009
34,10,199,86,43.22,87,43.72,34010
34,11,140,64,45.71,62,44.29,34011
34,12,194,84,43.3,89,45.88,34012
34,13,192,80,41.67,83,43.23,34013
34,14,140,58,41.43,61,43.57,34014
34,15,137,59,43.07,60,43.8,34015
34,16,158,74,46.84,66,41.77,34016
34,17,237,105,44.3,107,45.15,34017
34,18,151,66,43.71,65,43.05,34018
34,19,178,70,39.33,76,42.7,34019
34,20,228,102,44.74,105,46.05,34020
34,21,247,104,42.11,112,45.34,34021
34,22,195,91,46.67,79,40.51,34022
34,23,157,67,42.68,74,47.13,34023
34,24,162,67,41.36,68,41.98,34024
34,25,300,144,48.0,124,41.33,34025
34,26,218,94,43.12,98,44.95,34026
34,27,161,68,42.24,73,45.34,34027
34,28,108,35,32.41,66,61.11,34028
34,29,144,65,45.14,62,43.06,34029
34,30,208,113,54.33,76,36.54,34030
34,31,143,69,48.25,57,39.86,34031
34,32,165,71,43.03,71,43.03,34032
34,33,146,76,52.05,51,34.93,34033
34,34,210,77,36.67,99,47.14,34034
34,35,184,81,44.02,79,42.93,34035
34,36,184,80,43.48,85,46.2,34036
34,37,104,39,37.5,50,48.08,34037
34,38,71,25,35.21,36,50.7,34038
34,39,129,46,35.66,67,51.94,34039
34,40,204,86,42.16,87,42.65,34040
34,41,131,52,39.69,55,41.98,34041
34,42,215,89,41.4,95,44.19,34042
34,43,208,103,49.52,82,39.42,34043
34,44,216,104,48.15,89,41.2,34044
34,45,196,78,39.8,86,43.88,34045
34,46,139,64,46.04,58,41.73,34046
34,47,159,61,38.36,75,47.17,34047
34,48,230,103,44.78,95,41.3,34048
34,49,189,73,38.62,93,49.21,34049
34,50,130,54,41.54,55,42.31,34050
34,51,217,102,47.0,92,42.4,34051
34,52,164,70,42.68,78,47.56,34052
34,53,100,44,44.0,35,35.0,34053
35,1,167,16,9.58,107,64.07,35001
35,2,241,31,12.86,130,53.94,35002
35,3,167,18,10.78,107,64.07,35003
35,4,160,23,14.38,90,56.25,35004
35,5,157,23,14.65,97,61.78,35005
35,6,181,27,14.92,102,56.35,35006
35,7,185,25,13.51,93,50.27,35007
35,8,201,27,13.43,124,61.69,35008
35,9,146,37,25.34,75,51.37,35009
35,10,265,32,12.08,142,53.58,35010
35,11,183,27,14.75,98,53.55,35011
35,12,124,13,10.48,103,83.06,35012
35,13,122,16,13.11,102,83.61,35013
35,14,126,11,8.73,102,80.95,35014
35,15,203,31,15.27,113,55.67,35015
35,16,100,13,13.0,79,79.0,35016
35,17,190,30,15.79,91,47.89,35017
35,18,121,8,6.61,94,77.69,35018
35,19,85,12,14.12,66,77.65,35019
35,20,143,20,13.99,95,66.43,35020
35,21,162,26,16.05,98,60.49,35021
35,22,212,38,17.92,109,51.42,35022
35,23,181,25,13.81,104,57.46,35023
35,24,148,24,16.22,90,60.81,35024
35,25,197,27,13.71,107,54.31,35025
35,26,148,24,16.22,87,58.78,35026
35,27,158,33,20.89,80,50.63,35027
35,28,166,31,18.67,86,51.81,35028
35,29,115,21,18.26,71,61.74,35029
35,30,149,30,20.13,92,61.74,35030
35,31,199,46,23.12,108,54.27,35031
36,1,127,22,17.32,89,70.08,36001
36,2,108,24,22.22,72,66.67,36002
36,3,122,29,23.77,75,61.48,36003
36,4,103,27,26.21,61,59.22,36004
36,5,114,24,21.05,72,63.16,36005
36,6,92,15,16.3,70,76.09,36006
36,7,168,44,26.19,89,52.98,36007
36,8,101,15,14.85,79,78.22,36008
36,9,105,11,10.48,76,72.38,36009
36,10,148,31,20.95,98,66.22,36010
36,11,80,10,12.5,52,65.0,36011
36,12,66,5,7.58,51,77.27,36012
36,13,74,9,12.16,61,82.43,36013
36,14,135,33,24.44,71,52.59,36014
36,15,181,52,28.73,98,54.14,36015
36,16,150,36,24.0,78,52.0,36016
36,17,159,32,20.13,93,58.49,36017
36,18,143,34,23.78,85,59.44,36018
36,19,152,30,19.74,105,69.08,36019
36,20,128,23,17.97,79,61.72,36020
36,21,107,27,25.23,74,69.16,36021
36,22,90,13,14.44,62,68.89,36022
36,23,84,12,14.29,66,78.57,36023
36,24,109,27,24.77,61,55.96,36024
36,25,108,13,12.04,88,81.48,36025
36,26,111,31,27.93,70,63.06,36026
36,27,125,29,23.2,77,61.6,36027
36,28,87,21,24.14,59,67.82,36028
36,29,136,41,30.15,84,61.76,36029
36,30,125,30,24.0,76,60.8,36030
37,1,105,43,40.95,40,38.1,37001
37,2,92,23,25.0,53,57.61,37002
37,3,99,33,33.33,50,50.51,37003
37,4,101,28,27.72,61,60.4,37004
37,5,169,60,35.5,80,47.34,37005
37,6,138,52,37.68,64,46.38,37006
37,7,104,35,33.65,51,49.04,37007
37,8,101,26,25.74,61,60.4,37008
37,9,148,61,41.22,68,45.95,37009
37,10,159,61,38.36,82,51.57,37010
37,11,81,36,44.44,30,37.04,37011
37,12,88,24,27.27,52,59.09,37012
37,13,108,35,32.41,56,51.85,37013
37,14,156,63,40.38,64,41.03,37014
37,15,153,47,30.72,85,55.56,37015
37,16,158,53,33.54,82,51.9,37016
37,17,118,51,43.22,44,37.29,37017
37,18,146,54,36.99,68,46.58,37018
37,19,107,38,35.51,56,52.34,37019
37,20,116,46,39.66,52,44.83,37020
37,21,125,41,32.8,68,54.4,37021
37,22,102,32,31.37,57,55.88,37022
37,23,158,69,43.67,69,43.67,37023
37,24,169,67,39.64,85,50.3,37024
37,25,145,58,40.0,72,49.66,37025
37,26,200,83,41.5,90,45.0,37026
37,27,139,41,29.5,78,56.12,37027
37,28,113,39,34.51,57,50.44,37028
37,29,139,49,35.25,73,52.52,37029
37,30,135,50,37.04,67,49.63,37030
37,31,144,58,40.28,67,46.53,37031
37,32,143,68,47.55,63,44.06,37032
37,33,175,70,40.0,76,43.43,37033
37,34,128,56,43.75,50,39.06,37034
37,35,182,74,40.66,88,48.35,37035
37,36,130,50,38.46,66,50.77,37036
37,37,196,69,35.2,97,49.49,37037
37,38,180,79,43.89,77,42.78,37038
37,39,116,47,40.52,52,44.83,37039
37,40,173,74,42.77,77,44.51,37040
37,41,125,45,36.0,69,55.2,37041
38,1,134,25,18.66,80,59.7,38001
38,2,142,62,43.66,53,37.32,38002
38,3,122,38,31.15,61,50.0,38003
38,4,131,42,32.06,72,54.96,38004
38,5,125,41,32.8,58,46.4,38005
38,6,109,37,33.94,47,43.12,38006
38,7,118,45,38.14,50,42.37,38007
38,8,125,40,32.0,61,48.8,38008
38,9,144,50,34.72,59,40.97,38009
38,10,110,37,33.64,59,53.64,38010
38,11,158,48,30.38,73,46.2,38011
38,12,122,59,48.36,48,39.34,38012
38,13,148,44,29.73,72,48.65,38013
38,14,153,46,30.07,64,41.83,38014
38,15,132,24,18.18,79,59.85,38015
38,16,134,41,30.6,71,52.99,38016
38,17,145,51,35.17,68,46.9,38017
38,18,147,37,25.17,67,45.58,38018
38,19,190,64,33.68,82,43.16,38019
38,20,144,55,38.19,63,43.75,38020
38,21,133,27,20.3,71,53.38,38021
38,22,164,44,26.83,79,48.17,38022
38,23,160,49,30.63,76,47.5,38023
38,24,137,60,43.8,57,41.61,38024
38,25,121,39,32.23,61,50.41,38025
38,26,139,50,35.97,63,45.32,38026
38,27,132,36,27.27,68,51.52,38027
38,28,154,67,43.51,63,40.91,38028
38,29,151,49,32.45,71,47.02,38029
38,30,128,52,40.63,57,44.53,38030
38,31,167,45,26.95,73,43.71,38031
38,32,127,30,23.62,64,50.39,38032
38,33,145,36,24.83,77,53.1,38033
38,34,141,34,24.11,66,46.81,38034
38,35,149,37,24.83,87,58.39,38035
38,36,126,40,31.75,60,47.62,38036
38,37,143,38,26.57,82,57.34,38037
38,38,126,41,32.54,60,47.62,38038
38,39,180,60,33.33,80,44.44,38039
38,40,165,49,29.7,89,53.94,38040
38,41,172,52,30.23,82,47.67,38041
39,1,185,51,27.57,95,51.35,39001
39,2,184,47,25.54,114,61.96,39002
39,3,226,56,24.78,101,44.69,39003
39,4,178,46,25.84,94,52.81,39004
39,5,162,35,21.6,104,64.2,39005
39,6,181,36,19.89,93,51.38,39006
39,7,142,38,26.76,80,56.34,39007
39,8,177,36,20.34,103,58.19,39008
39,9,149,31,20.81,82,55.03,39009
39,10,97,23,23.71,44,45.36,39010
39,11,140,37,26.43,80,57.14,39011
39,12,214,42,19.63,114,53.27,39012
39,13,115,34,29.57,53,46.09,39013
39,14,140,25,17.86,80,57.14,39014
39,15,168,61,36.31,84,50.0,39015
39,16,117,39,33.33,50,42.74,39016
39,17,213,61,28.64,102,47.89,39017
39,18,185,38,20.54,108,58.38,39018
39,19,188,47,25.0,96,51.06,39019
39,20,200,95,47.5,79,39.5,39020
39,21,146,57,39.04,58,39.73,39021
39,22,123,18,14.63,80,65.04,39022
39,23,194,67,34.54,83,42.78,39023
39,24,189,67,35.45,85,44.97,39024
39,25,149,31,20.81,78,52.35,39025
39,26,136,44,32.35,73,53.68,39026
39,27,41,12,29.27,19,46.34,39027
39,28,261,62,23.75,139,53.26,39028
39,29,87,17,19.54,58,66.67,39029
39,30,213,33,15.49,136,63.85,39030
39,31,159,35,22.01,95,59.75,39031
39,32,137,42,30.66,75,54.74,39032
39,33,187,43,22.99,107,57.22,39033
39,34,178,38,21.35,106,59.55,39034
39,35,163,26,15.95,96,58.9,39035
39,36,54,11,20.37,34,62.96,39036
39,37,215,72,33.49,106,49.3,39037
39,38,121,32,26.45,65,53.72,39038
39,39,99,29,29.29,47,47.47,39039
39,40,152,39,25.66,79,51.97,39040
39,41,182,55,30.22,89,48.9,39041
39,42,226,97,42.92,94,41.59,39042
39,43,188,59,31.38,90,47.87,39043
39,44,136,46,33.82,64,47.06,39044
39,45,183,67,36.61,81,44.26,39045
40,1,147,39,26.53,63,42.86,40001
40,2,179,53,29.61,93,51.96,40002
40,3,270,46,17.04,139,51.48,40003
40,4,113,21,18.58,62,54.87,40004
40,5,229,41,17.9,137,59.83,40005
40,6,241,43,17.84,102,42.32,40006
40,7,242,54,22.31,116,47.93,40007
40,8,288,52,18.06,138,47.92,40008
40,9,133,33,24.81,78,58.65,40009
40,10,154,49,31.82,78,50.65,40010
40,11,220,49,22.27,119,54.09,40011
40,12,144,26,18.06,77,53.47,40012
40,13,340,51,15.0,169,49.71,40013
40,14,122,33,27.05,61,50.0,40014
40,15,172,39,22.67,86,50.0,40015
40,16,269,38,14.13,145,53.9,40016
40,17,183,41,22.4,87,47.54,40017
40,18,132,35,26.52,73,55.3,40018
40,19,217,45,20.74,115,53.0,40019
40,20,165,37,22.42,99,60.0,40020
40,21,263,57,21.67,135,51.33,40021
40,22,210,51,24.29,86,40.95,40022
40,23,270,40,14.81,148,54.81,40023
40,24,140,36,25.71,82,58.57,40024
40,25,258,40,15.5,122,47.29,40025
40,26,228,35,15.35,111,48.68,40026
40,27,267,53,19.85,150,56.18,40027
40,28,252,39,15.48,140,55.56,40028
40,29,206,48,23.3,104,50.49,40029
40,30,195,40,20.51,113,57.95,40030
40,31,264,49,18.56,125,47.35,40031
40,32,246,50,20.33,121,49.19,40032
40,33,270,50,18.52,118,43.7,40033
40,34,147,37,25.17,73,49.66,40034
40,35,108,33,30.56,53,49.07,40035
40,36,193,43,22.28,85,44.04,40036
40,37,194,34,17.53,109,56.19,40037
40,38,293,47,16.04,133,45.39,40038
40,39,45,3,6.67,30,66.67,40039
41,1,130,53,40.77,55,42.31,41001
41,2,157,81,51.59,60,38.22,41002
41,3,158,60,37.97,68,43.04,41003
41,4,186,87,46.77,74,39.78,41004
41,5,155,62,40.0,70,45.16,41005
41,6,221,108,48.87,76,34.39,41006
41,7,169,74,43.79,66,39.05,41007
41,8,154,71,46.1,57,37.01,41008
41,9,155,47,30.32,78,50.32,41009
41,10,216,105,48.61,75,34.72,41010
41,11,172,58,33.72,89,51.74,41011
41,12,142,44,30.99,77,54.23,41012
41,13,147,53,36.05,73,49.66,41013
41,14,190,89,46.84,67,35.26,41014
41,15,211,85,40.28,92,43.6,41015
41,16,135,50,37.04,63,46.67,41016
41,17,175,68,38.86,76,43.43,41017
41,18,128,54,42.19,51,39.84,41018
41,19,199,78,39.2,89,44.72,41019
41,20,120,48,40.0,49,40.83,41020
41,21,166,72,43.37,66,39.76,41021
41,22,205,83,40.49,92,44.88,41022
41,23,128,61,47.66,53,41.41,41023
41,24,110,49,44.55,51,46.36,41024
41,25,75,28,37.33,29,38.67,41025
41,26,174,80,45.98,67,38.51,41026
41,27,98,33,33.67,48,48.98,41027
41,28,107,26,24.3,58,54.21,41028
41,29,76,25,32.89,38,50.0,41029
41,30,141,47,33.33,62,43.97,41030
41,31,188,87,46.28,58,30.85,41031
41,32,137,51,37.23,53,38.69,41032
41,33,135,62,45.93,52,38.52,41033
41,34,141,47,33.33,70,49.65,41034
41,35,205,99,48.29,67,32.68,41035
41,36,161,46,28.57,77,47.83,41036
41,37,177,78,44.07,69,38.98,41037
41,38,152,43,28.29,82,53.95,41038
41,39,185,82,44.32,67,36.22,41039
41,40,182,85,46.7,68,37.36,41040
41,41,121,54,44.63,43,35.54,41041
41,42,140,67,47.86,47,33.57,41042
41,43,142,60,42.25,54,38.03,41043
41,44,165,88,53.33,52,31.52,41044
41,45,131,56,42.75,59,45.04,41045
41,46,190,75,39.47,70,36.84,41046
41,47,167,62,37.13,67,40.12,41047
42,1,171,40,23.39,99,57.89,42001
42,2,115,25,21.74,62,53.91,42002
42,3,162,31,19.14,91,56.17,42003
42,4,210,55,26.19,105,50.0,42004
42,5,119,35,29.41,57,47.9,42005
42,6,234,63,26.92,125,53.42,42006
42,7,177,42,23.73,90,50.85,42007
42,8,160,37,23.13,82,51.25,42008
42,9,160,37,23.13,84,52.5,42009
42,10,189,50,26.46,90,47.62,42010
42,11,121,38,31.4,63,52.07,42011
42,12,155,44,28.39,68,43.87,42012
42,13,192,49,25.52,103,53.65,42013
42,14,137,35,25.55,63,45.99,42014
42,15,129,37,28.68,60,46.51,42015
42,16,162,43,26.54,71,43.83,42016
42,17,191,53,27.75,92,48.17,42017
42,18,110,34,30.91,50,45.45,42018
42,19,200,63,31.5,95,47.5,42019
42,20,100,30,30.0,44,44.0,42020
42,21,117,40,34.19,46,39.32,42021
42,22,64,15,23.44,32,50.0,42022
42,23,139,52,37.41,66,47.48,42023
42,24,149,36,24.16,83,55.7,42024
42,25,125,35,28.0,67,53.6,42025
42,26,146,37,25.34,76,52.05,42026
42,27,141,46,32.62,72,51.06,42027
42,28,208,58,27.88,112,53.85,42028
42,29,144,32,22.22,74,51.39,42029
42,30,168,43,25.6,90,53.57,42030
42,31,166,50,30.12,74,44.58,42031
42,32,102,39,38.24,43,42.16,42032
42,33,171,46,26.9,74,43.27,42033
42,34,147,41,27.89,75,51.02,42034
42,35,225,61,27.11,108,48.0,42035
42,36,195,58,29.74,98,50.26,42036
42,37,86,26,30.23,39,45.35,42037
42,38,123,36,29.27,64,52.03,42038
42,39,139,41,29.5,64,46.04,42039
42,40,169,44,26.04,85,50.3,42040
42,41,141,33,23.4,72,51.06,42041
42,42,218,54,24.77,105,48.17,42042
43,1,100,19,19.0,54,54.0,43001
43,2,139,43,30.94,61,43.88,43002
43,3,165,36,21.82,86,52.12,43003
43,4,160,48,30.0,69,43.13,43004
43,5,152,44,28.95,57,37.5,43005
43,6,115,31,26.96,56,48.7,43006
43,7,118,36,30.51,57,48.31,43007
43,8,139,33,23.74,63,45.32,43008
43,9,199,53,26.63,94,47.24,43009
43,10,197,40,20.3,83,42.13,43010
43,11,87,14,16.09,39,44.83,43011
43,12,122,28,22.95,53,43.44,43012
43,13,152,35,23.03,74,48.68,43013
43,14,204,54,26.47,89,43.63,43014
43,15,160,47,29.38,73,45.63,43015
43,16,115,21,18.26,50,43.48,43016
43,17,131,37,28.24,44,33.59,43017
43,18,177,55,31.07,77,43.5,43018
43,19,187,60,32.09,61,32.62,43019
43,20,143,30,20.98,59,41.26,43020
43,21,156,31,19.87,75,48.08,43021
43,22,102,21,20.59,58,56.86,43022
43,23,120,30,25.0,57,47.5,43023
43,24,111,35,31.53,54,48.65,43024
43,25,161,46,28.57,72,44.72,43025
43,26,135,30,22.22,50,37.04,43026
43,27,156,36,23.08,72,46.15,43027
43,28,185,63,34.05,73,39.46,43028
43,29,144,39,27.08,58,40.28,43029
43,30,149,39,26.17,70,46.98,43030
43,31,189,47,24.87,97,51.32,43031
43,32,174,48,27.59,74,42.53,43032
43,33,196,52,26.53,89,45.41,43033
43,34,136,37,27.21,60,44.12,43034
43,35,222,61,27.48,93,41.89,43035
43,36,72,12,16.67,43,59.72,43036
43,37,145,35,24.14,66,45.52,43037
43,38,129,29,22.48,65,50.39,43038
43,39,109,28,25.69,51,46.79,43039
43,40,116,17,14.66,65,56.03,43040
43,41,230,57,24.78,85,36.96,43041
43,42,156,32,20.51,81,51.92,43042
43,43,195,47,24.1,97,49.74,43043
43,44,153,32,20.92,76,49.67,43044
43,45,111,24,21.62,48,43.24,43045
43,46,77,20,25.97,36,46.75,43046
44,1,291,63,21.65,134,46.05,44001
44,2,176,44,25.0,93,52.84,44002
44,3,177,45,25.42,101,57.06,44003
44,4,181,41,22.65,92,50.83,44004
44,5,191,46,24.08,91,47.64,44005
44,6,228,43,18.86,105,46.05,44006
44,7,154,29,18.83,87,56.49,44007
44,8,244,65,26.64,114,46.72,44008
44,9,150,42,28.0,66,44.0,44009
44,10,146,32,21.92,67,45.89,44010
44,11,176,53,30.11,73,41.48,44011
44,12,217,44,20.28,112,51.61,44012
44,13,124,31,25.0,59,47.58,44013
44,14,138,35,25.36,64,46.38,44014
44,15,188,36,19.15,91,48.4,44015
44,16,194,52,26.8,78,40.21,44016
44,17,294,69,23.47,148,50.34,44017
44,18,175,47,26.86,92,52.57,44018
44,19,252,57,22.62,117,46.43,44019
44,20,178,43,24.16,82,46.07,44020
44,21,214,47,21.96,108,50.47,44021
44,22,232,50,21.55,106,45.69,44022
44,23,181,35,19.34,98,54.14,44023
44,24,172,35,20.35,85,49.42,44024
44,25,173,41,23.7,83,47.98,44025
44,26,202,36,17.82,97,48.02,44026
44,27,216,45,20.83,108,50.0,44027
44,28,191,38,19.9,92,48.17,44028
44,29,152,38,25.0,66,43.42,44029
44,30,188,39,20.74,99,52.66,44030
44,31,127,31,24.41,63,49.61,44031
44,32,192,40,20.83,90,46.88,44032
44,33,185,30,16.22,89,48.11,44033
44,34,217,45,20.74,108,49.77,44034
44,35,256,75,29.3,135,52.73,44035
44,36,177,39,22.03,79,44.63,44036
44,37,219,37,16.89,105,47.95,44037
44,38,126,30,23.81,56,44.44,44038
44,39,169,36,21.3,84,49.7,44039
44,40,130,34,26.15,68,52.31,44040
44,41,214,56,26.17,98,45.79,44041
45,1,158,31,19.62,69,43.67,45001
45,2,180,42,23.33,99,55.0,45002
45,3,188,36,19.15,109,57.98,45003
45,4,239,57,23.85,138,57.74,45004
45,5,208,44,21.15,104,50.0,45005
45,6,250,60,24.0,125,50.0,45006
45,7,283,82,28.98,134,47.35,45007
45,8,167,46,27.54,92,55.09,45008
45,9,165,36,21.82,97,58.79,45009
45,10,164,34,20.73,80,48.78,45010
45,11,116,30,25.86,70,60.34,45011
45,12,186,47,25.27,110,59.14,45012
45,13,165,26,15.76,101,61.21,45013
45,14,203,59,29.06,99,48.77,45014
45,15,258,73,28.29,139,53.88,45015
45,16,175,49,28.0,89,50.86,45016
45,17,170,54,31.76,69,40.59,45017
45,18,154,44,28.57,78,50.65,45018
45,19,76,19,25.0,43,56.58,45019
45,20,115,32,27.83,63,54.78,45020
45,21,163,53,32.52,71,43.56,45021
45,22,145,42,28.97,68,46.9,45022
45,23,132,39,29.55,67,50.76,45023
45,24,138,40,28.99,59,42.75,45024
45,25,108,37,34.26,43,39.81,45025
45,26,83,19,22.89,42,50.6,45026
45,27,121,36,29.75,65,53.72,45027
45,28,101,31,30.69,50,49.5,45028
45,29,98,35,35.71,51,52.04,45029
45,30,161,29,18.01,105,65.22,45030
45,31,136,40,29.41,74,54.41,45031
45,32,128,33,25.78,73,57.03,45032
45,33,115,31,26.96,69,60.0,45033
45,34,180,44,24.44,99,55.0,45034
45,35,187,55,29.41,81,43.32,45035
45,36,178,50,28.09,82,46.07,45036
45,37,158,49,31.01,73,46.2,45037
45,38,134,49,36.57,61,45.52,45038
45,39,132,52,39.39,59,44.7,45039
45,40,160,61,38.13,68,42.5,45040
45,41,135,41,30.37,64,47.41,45041
45,42,156,63,40.38,63,40.38,45042
45,43,165,64,38.79,66,40.0,45043
45,44,140,55,39.29,59,42.14,45044
45,45,77,26,33.77,34,44.16,45045
45,46,108,40,37.04,51,47.22,45046
45,47,107,44,41.12,44,41.12,45047
45,48,103,33,32.04,48,46.6,45048
46,1,166,34,20.48,84,50.6,46001
46,2,187,41,21.93,95,50.8,46002
46,3,284,83,29.23,121,42.61,46003
46,4,201,39,19.4,107,53.23,46004
46,5,195,40,20.51,84,43.08,46005
46,6,158,30,18.99,80,50.63,46006
46,7,259,75,28.96,123,47.49,46007
46,8,157,40,25.48,73,46.5,46008
46,9,224,46,20.54,105,46.88,46009
46,10,234,44,18.8,122,52.14,46010
46,11,170,39,22.94,83,48.82,46011
46,12,238,40,16.81,121,50.84,46012
46,13,204,43,21.08,100,49.02,46013
46,14,206,52,25.24,110,53.4,46014
46,15,191,39,20.42,94,49.21,46015
46,16,246,43,17.48,123,50.0,46016
46,17,250,50,20.0,120,48.0,46017
46,18,205,47,22.93,94,45.85,46018
46,19,180,33,18.33,86,47.78,46019
46,20,175,58,33.14,72,41.14,46020
46,21,121,27,22.31,65,53.72,46021
46,22,114,17,14.91,56,49.12,46022
46,23,167,37,22.16,86,51.5,46023
46,24,230,58,25.22,100,43.48,46024
46,25,185,44,23.78,86,46.49,46025
46,26,207,30,14.49,115,55.56,46026
46,27,239,50,20.92,127,53.14,46027
46,28,244,71,29.1,111,45.49,46028
46,29,185,35,18.92,90,48.65,46029
46,30,186,39,20.97,101,54.3,46030
46,31,183,34,18.58,92,50.27,46031
46,32,189,40,21.16,98,51.85,46032
46,33,221,45,20.36,115,52.04,46033
46,34,197,48,24.37,99,50.25,46034
46,35,195,56,28.72,99,50.77,46035
46,36,210,51,24.29,104,49.52,46036
46,37,154,35,22.73,86,55.84,46037
46,38,156,38,24.36,85,54.49,46038
46,39,194,49,25.26,92,47.42,46039
46,40,215,34,15.81,95,44.19,46040
47,1,112,28,25.0,56,50.0,47001
47,2,233,62,26.61,115,49.36,47002
47,3,272,59,21.69,160,58.82,47003
47,4,276,67,24.28,141,51.09,47004
47,5,273,51,18.68,140,51.28,47005
47,6,221,42,19.0,131,59.28,47006
47,7,188,44,23.4,96,51.06,47007
47,8,244,57,23.36,135,55.33,47008
47,9,192,47,24.48,91,47.4,47009
47,10,301,45,14.95,150,49.83,47010
47,11,185,41,22.16,103,55.68,47011
47,12,276,53,19.2,146,52.9,47012
47,13,241,49,20.33,119,49.38,47013
47,14,230,50,21.74,124,53.91,47014
47,15,334,59,17.66,175,52.4,47015
47,16,262,59,22.52,119,45.42,47016
47,17,210,49,23.33,113,53.81,47017
47,18,221,59,26.7,108,48.87,47018
47,19,282,47,16.67,160,56.74,47019
47,20,237,54,22.78,107,45.15,47020
47,21,251,44,17.53,132,52.59,47021
47,22,277,53,19.13,124,44.77,47022
47,23,296,36,12.16,167,56.42,47023
47,24,220,52,23.64,111,50.45,47024
47,25,233,35,15.02,123,52.79,47025
47,26,266,54,20.3,136,51.13,47026
47,27,213,35,16.43,129,60.56,47027
47,28,235,41,17.45,142,60.43,47028
47,29,251,43,17.13,145,57.77,47029
47,30,264,40,15.15,142,53.79,47030
47,31,210,38,18.1,113,53.81,47031
47,32,299,58,19.4,131,43.81,47032
47,33,167,30,17.96,87,52.1,47033
47,34,259,48,18.53,137,52.9,47034
47,35,221,42,19.0,126,57.01,47035
47,36,272,63,23.16,127,46.69,47036
47,37,245,41,16.73,143,58.37,47037
47,38,233,42,18.03,125,53.65,47038
47,39,247,39,15.79,134,54.25,47039
47,40,302,75,24.83,126,41.72,47040
47,41,267,53,19.85,129,48.31,47041
47,42,245,44,17.96,128,52.24,47042
47,43,199,48,24.12,103,51.76,47043
47,44,160,36,22.5,76,47.5,47044
47,45,246,30,12.2,137,55.69,47045
47,46,228,64,28.07,118,51.75,47046
47,47,222,52,23.42,113,50.9,47047
47,48,26,5,19.23,18,69.23,47048
48,1,223,39,17.49,106,47.53,48001
48,2,139,26,18.71,50,35.97,48002
48,3,237,46,19.41,108,45.57,48003
48,4,219,40,18.26,113,51.6,48004
48,5,164,36,21.95,73,44.51,48005
48,6,269,56,20.82,135,50.19,48006
48,7,257,37,14.4,115,44.75,48007
48,8,134,27,20.15,74,55.22,48008
48,9,145,27,18.62,72,49.66,48009
48,10,341,53,15.54,170,49.85,48010
48,11,223,31,13.9,104,46.64,48011
48,12,277,67,24.19,124,44.77,48012
48,13,284,67,23.59,140,49.3,48013
48,14,118,40,33.9,57,48.31,48014
48,15,123,34,27.64,65,52.85,48015
48,16,227,45,19.82,129,56.83,48016
48,17,231,51,22.08,112,48.48,48017
48,18,175,44,25.14,93,53.14,48018
48,19,223,45,20.18,111,49.78,48019
48,20,294,63,21.43,122,41.5,48020
48,21,245,54,22.04,128,52.24,48021
48,22,249,64,25.7,134,53.82,48022
48,23,262,71,27.1,133,50.76,48023
48,24,217,46,21.2,116,53.46,48024
48,25,261,53,20.31,114,43.68,48025
48,26,92,19,20.65,44,47.83,48026
48,27,224,39,17.41,128,57.14,48027
48,28,226,55,24.34,114,50.44,48028
48,29,140,34,24.29,65,46.43,48029
48,30,226,30,13.27,110,48.67,48030
48,31,241,66,27.39,118,48.96,48031
48,32,215,55,25.58,105,48.84,48032
48,33,154,38,24.68,76,49.35,48033
48,34,200,40,20.0,97,48.5,48034
48,35,150,48,32.0,66,44.0,48035
