ward,precinct,total,Cecilia Anne Horan,Cecilia Anne Horan Percent,Keith L. Spence,Keith L. Spence Percent,precinct_id
32,37,156,136,87.18,20,12.82,32037
32,38,142,122,85.92,20,14.08,32038
32,39,176,162,92.05,14,7.95,32039
32,40,199,187,93.97,12,6.03,32040
32,41,170,149,87.65,21,12.35,32041
32,42,151,141,93.38,10,6.62,32042
32,43,194,182,93.81,12,6.19,32043
33,1,230,202,87.83,28,12.17,33001
33,2,272,244,89.71,28,10.29,33002
33,3,283,244,86.22,39,13.78,33003
33,4,250,212,84.8,38,15.2,33004
33,5,141,126,89.36,15,10.64,33005
33,6,186,159,85.48,27,14.52,33006
33,7,217,189,87.1,28,12.9,33007
33,8,345,322,93.33,23,6.67,33008
33,9,248,225,90.73,23,9.27,33009
33,10,198,167,84.34,31,15.66,33010
33,11,208,175,84.13,33,15.87,33011
33,12,192,158,82.29,34,17.71,33012
33,13,194,167,86.08,27,13.92,33013
33,14,87,79,90.8,8,9.2,33014
33,15,249,217,87.15,32,12.85,33015
33,16,284,252,88.73,32,11.27,33016
33,17,227,199,87.67,28,12.33,33017
33,18,243,220,90.53,23,9.47,33018
33,19,198,170,85.86,28,14.14,33019
33,20,232,212,91.38,20,8.62,33020
33,21,240,217,90.42,23,9.58,33021
33,22,219,194,88.58,25,11.42,33022
33,23,236,217,91.95,19,8.05,33023
33,24,389,361,92.8,28,7.2,33024
33,25,247,216,87.45,31,12.55,33025
33,26,144,126,87.5,18,12.5,33026
33,27,217,195,89.86,22,10.14,33027
33,28,192,177,92.19,15,7.81,33028
34,1,221,144,65.16,77,34.84,34001
34,2,165,111,67.27,54,32.73,34002
34,3,172,117,68.02,55,31.98,34003
34,4,132,86,65.15,46,34.85,34004
34,5,164,105,64.02,59,35.98,34005
34,6,218,137,62.84,81,37.16,34006
34,7,217,149,68.66,68,31.34,34007
34,8,154,91,59.09,63,40.91,34008
34,9,134,88,65.67,46,34.33,34009
34,10,198,124,62.63,74,37.37,34010
34,11,140,81,57.86,59,42.14,34011
34,12,198,134,67.68,64,32.32,34012
34,13,195,115,58.97,80,41.03,34013
34,14,143,104,72.73,39,27.27,34014
34,15,139,89,64.03,50,35.97,34015
34,16,159,104,65.41,55,34.59,34016
34,17,244,155,63.52,89,36.48,34017
34,18,150,99,66.0,51,34.0,34018
34,19,177,110,62.15,67,37.85,34019
34,20,242,160,66.12,82,33.88,34020
34,21,249,167,67.07,82,32.93,34021
34,22,200,129,64.5,71,35.5,34022
34,23,153,106,69.28,47,30.72,34023
34,24,168,100,59.52,68,40.48,34024
34,25,305,198,64.92,107,35.08,34025
34,26,213,135,63.38,78,36.62,34026
34,27,168,118,70.24,50,29.76,34027
34,28,111,82,73.87,29,26.13,34028
34,29,148,99,66.89,49,33.11,34029
34,30,209,143,68.42,66,31.58,34030
34,31,143,92,64.34,51,35.66,34031
34,32,165,95,57.58,70,42.42,34032
34,33,146,85,58.22,61,41.78,34033
34,34,222,136,61.26,86,38.74,34034
34,35,197,122,61.93,75,38.07,34035
34,36,189,119,62.96,70,37.04,34036
34,37,107,69,64.49,38,35.51,34037
34,38,71,45,63.38,26,36.62,34038
34,39,126,86,68.25,40,31.75,34039
34,40,202,127,62.87,75,37.13,34040
34,41,135,83,61.48,52,38.52,34041
34,42,220,142,64.55,78,35.45,34042
34,43,214,135,63.08,79,36.92,34043
34,44,221,140,63.35,81,36.65,34044
34,45,197,120,60.91,77,39.09,34045
34,46,149,91,61.07,58,38.93,34046
34,47,162,119,73.46,43,26.54,34047
34,48,241,148,61.41,93,38.59,34048
34,49,192,123,64.06,69,35.94,34049
34,50,130,89,68.46,41,31.54,34050
34,51,218,140,64.22,78,35.78,34051
34,52,166,105,63.25,61,36.75,34052
34,53,101,61,60.4,40,39.6,34053
35,1,172,153,88.95,19,11.05,35001
35,2,243,221,90.95,22,9.05,35002
35,3,169,151,89.35,18,10.65,35003
35,4,157,138,87.9,19,12.1,35004
35,5,154,130,84.42,24,15.58,35005
35,6,176,153,86.93,23,13.07,35006
35,7,186,166,89.25,20,10.75,35007
35,8,204,183,89.71,21,10.29,35008
35,9,143,120,83.92,23,16.08,35009
35,10,263,242,92.02,21,7.98,35010
35,11,181,163,90.06,18,9.94,35011
35,12,120,103,85.83,17,14.17,35012
35,13,121,90,74.38,31,25.62,35013
35,14,122,102,83.61,20,16.39,35014
35,15,203,174,85.71,29,14.29,35015
35,16,92,82,89.13,10,10.87,35016
35,17,185,167,90.27,18,9.73,35017
35,18,116,95,81.9,21,18.1,35018
35,19,81,65,80.25,16,19.75,35019
35,20,150,129,86.0,21,14.0,35020
35,21,161,139,86.34,22,13.66,35021
35,22,212,172,81.13,40,18.87,35022
35,23,181,155,85.64,26,14.36,35023
35,24,151,123,81.46,28,18.54,35024
35,25,200,182,91.0,18,9.0,35025
35,26,152,129,84.87,23,15.13,35026
35,27,159,133,83.65,26,16.35,35027
35,28,163,145,88.96,18,11.04,35028
35,29,119,99,83.19,20,16.81,35029
35,30,146,126,86.3,20,13.7,35030
35,31,197,166,84.26,31,15.74,35031
36,1,124,100,80.65,24,19.35,36001
36,2,102,79,77.45,23,22.55,36002
36,3,120,99,82.5,21,17.5,36003
36,4,100,84,84.0,16,16.0,36004
36,5,112,80,71.43,32,28.57,36005
36,6,95,79,83.16,16,16.84,36006
36,7,164,127,77.44,37,22.56,36007
36,8,91,80,87.91,11,12.09,36008
36,9,104,84,80.77,20,19.23,36009
36,10,148,126,85.14,22,14.86,36010
36,11,78,64,82.05,14,17.95,36011
36,12,64,51,79.69,13,20.31,36012
36,13,66,52,78.79,14,21.21,36013
36,14,136,113,83.09,23,16.91,36014
36,15,178,139,78.09,39,21.91,36015
36,16,152,132,86.84,20,13.16,36016
36,17,164,130,79.27,34,20.73,36017
36,18,144,111,77.08,33,22.92,36018
36,19,147,115,78.23,32,21.77,36019
36,20,126,98,77.78,28,22.22,36020
36,21,102,85,83.33,17,16.67,36021
36,22,82,65,79.27,17,20.73,36022
36,23,79,65,82.28,14,17.72,36023
36,24,109,78,71.56,31,28.44,36024
36,25,100,81,81.0,19,19.0,36025
36,26,101,84,83.17,17,16.83,36026
36,27,126,98,77.78,28,22.22,36027
36,28,90,71,78.89,19,21.11,36028
36,29,130,112,86.15,18,13.85,36029
36,30,121,100,82.64,21,17.36,36030
37,1,102,52,50.98,50,49.02,37001
37,2,96,59,61.46,37,38.54,37002
37,3,102,66,64.71,36,35.29,37003
37,4,101,59,58.42,42,41.58,37004
37,5,170,103,60.59,67,39.41,37005
37,6,143,72,50.35,71,49.65,37006
37,7,102,74,72.55,28,27.45,37007
37,8,98,63,64.29,35,35.71,37008
37,9,154,93,60.39,61,39.61,37009
37,10,156,99,63.46,57,36.54,37010
37,11,78,53,67.95,25,32.05,37011
37,12,86,57,66.28,29,33.72,37012
37,13,105,71,67.62,34,32.38,37013
37,14,152,93,61.18,59,38.82,37014
37,15,152,94,61.84,58,38.16,37015
37,16,155,97,62.58,58,37.42,37016
37,17,118,78,66.1,40,33.9,37017
37,18,141,90,63.83,51,36.17,37018
37,19,111,83,74.77,28,25.23,37019
37,20,116,68,58.62,48,41.38,37020
37,21,127,82,64.57,45,35.43,37021
37,22,101,62,61.39,39,38.61,37022
37,23,153,83,54.25,70,45.75,37023
37,24,171,111,64.91,60,35.09,37024
37,25,142,84,59.15,58,40.85,37025
37,26,201,131,65.17,70,34.83,37026
37,27,140,84,60.0,56,40.0,37027
37,28,117,71,60.68,46,39.32,37028
37,29,142,86,60.56,56,39.44,37029
37,30,131,71,54.2,60,45.8,37030
37,31,146,87,59.59,59,40.41,37031
37,32,149,83,55.7,66,44.3,37032
37,33,172,95,55.23,77,44.77,37033
37,34,135,84,62.22,51,37.78,37034
37,35,185,101,54.59,84,45.41,37035
37,36,131,79,60.31,52,39.69,37036
37,37,194,111,57.22,83,42.78,37037
37,38,181,120,66.3,61,33.7,37038
37,39,119,72,60.5,47,39.5,37039
37,40,173,97,56.07,76,43.93,37040
37,41,128,73,57.03,55,42.97,37041
38,1,132,111,84.09,21,15.91,38001
38,2,147,110,74.83,37,25.17,38002
38,3,127,99,77.95,28,22.05,38003
38,4,130,94,72.31,36,27.69,38004
38,5,127,95,74.8,32,25.2,38005
38,6,105,87,82.86,18,17.14,38006
38,7,121,92,76.03,29,23.97,38007
38,8,124,100,80.65,24,19.35,38008
38,9,150,118,78.67,32,21.33,38009
38,10,109,96,88.07,13,11.93,38010
38,11,155,126,81.29,29,18.71,38011
38,12,127,93,73.23,34,26.77,38012
38,13,152,117,76.97,35,23.03,38013
38,14,157,119,75.8,38,24.2,38014
38,15,128,108,84.38,20,15.63,38015
38,16,139,94,67.63,45,32.37,38016
38,17,146,111,76.03,35,23.97,38017
38,18,145,104,71.72,41,28.28,38018
38,19,192,146,76.04,46,23.96,38019
38,20,138,107,77.54,31,22.46,38020
38,21,134,107,79.85,27,20.15,38021
38,22,166,139,83.73,27,16.27,38022
38,23,164,135,82.32,29,17.68,38023
38,24,130,107,82.31,23,17.69,38024
38,25,121,98,80.99,23,19.01,38025
38,26,137,117,85.4,20,14.6,38026
38,27,127,96,75.59,31,24.41,38027
38,28,156,114,73.08,42,26.92,38028
38,29,146,113,77.4,33,22.6,38029
38,30,126,100,79.37,26,20.63,38030
38,31,172,143,83.14,29,16.86,38031
38,32,126,103,81.75,23,18.25,38032
38,33,143,111,77.62,32,22.38,38033
38,34,139,116,83.45,23,16.55,38034
38,35,146,123,84.25,23,15.75,38035
38,36,128,105,82.03,23,17.97,38036
38,37,146,117,80.14,29,19.86,38037
38,38,125,102,81.6,23,18.4,38038
38,39,181,148,81.77,33,18.23,38039
38,40,170,136,80.0,34,20.0,38040
38,41,182,161,88.46,21,11.54,38041
39,1,190,165,86.84,25,13.16,39001
39,2,183,158,86.34,25,13.66,39002
39,3,229,200,87.34,29,12.66,39003
39,4,181,159,87.85,22,12.15,39004
39,5,167,147,88.02,20,11.98,39005
39,6,187,160,85.56,27,14.44,39006
39,7,142,114,80.28,28,19.72,39007
39,8,175,147,84.0,28,16.0,39008
39,9,152,121,79.61,31,20.39,39009
39,10,93,75,80.65,18,19.35,39010
39,11,136,111,81.62,25,18.38,39011
39,12,221,198,89.59,23,10.41,39012
39,13,121,100,82.64,21,17.36,39013
39,14,138,123,89.13,15,10.87,39014
39,15,171,146,85.38,25,14.62,39015
39,16,116,89,76.72,27,23.28,39016
39,17,219,204,93.15,15,6.85,39017
39,18,186,161,86.56,25,13.44,39018
39,19,183,152,83.06,31,16.94,39019
39,20,202,164,81.19,38,18.81,39020
39,21,141,103,73.05,38,26.95,39021
39,22,121,100,82.64,21,17.36,39022
39,23,192,164,85.42,28,14.58,39023
39,24,189,155,82.01,34,17.99,39024
39,25,149,118,79.19,31,20.81,39025
39,26,137,112,81.75,25,18.25,39026
39,27,43,39,90.7,4,9.3,39027
39,28,257,223,86.77,34,13.23,39028
39,29,92,68,73.91,24,26.09,39029
39,30,214,199,92.99,15,7.01,39030
39,31,164,135,82.32,29,17.68,39031
39,32,149,121,81.21,28,18.79,39032
39,33,187,165,88.24,22,11.76,39033
39,34,174,151,86.78,23,13.22,39034
39,35,159,145,91.19,14,8.81,39035
39,36,53,48,90.57,5,9.43,39036
39,37,222,198,89.19,24,10.81,39037
39,38,123,107,86.99,16,13.01,39038
39,39,102,90,88.24,12,11.76,39039
39,40,155,138,89.03,17,10.97,39040
39,41,191,160,83.77,31,16.23,39041
39,42,228,197,86.4,31,13.6,39042
39,43,192,169,88.02,23,11.98,39043
39,44,130,119,91.54,11,8.46,39044
39,45,180,153,85.0,27,15.0,39045
40,1,156,124,79.49,32,20.51,40001
40,2,179,151,84.36,28,15.64,40002
40,3,278,263,94.6,15,5.4,40003
40,4,106,92,86.79,14,13.21,40004
40,5,222,198,89.19,24,10.81,40005
40,6,255,241,94.51,14,5.49,40006
40,7,243,227,93.42,16,6.58,40007
40,8,287,262,91.29,25,8.71,40008
40,9,133,107,80.45,26,19.55,40009
40,10,155,134,86.45,21,13.55,40010
40,11,229,208,90.83,21,9.17,40011
40,12,146,135,92.47,11,7.53,40012
40,13,338,307,90.83,31,9.17,40013
40,14,123,94,76.42,29,23.58,40014
40,15,172,152,88.37,20,11.63,40015
40,16,276,262,94.93,14,5.07,40016
40,17,182,162,89.01,20,10.99,40017
40,18,138,117,84.78,21,15.22,40018
40,19,217,180,82.95,37,17.05,40019
40,20,166,151,90.96,15,9.04,40020
40,21,264,234,88.64,30,11.36,40021
40,22,222,201,90.54,21,9.46,40022
40,23,272,242,88.97,30,11.03,40023
40,24,139,115,82.73,24,17.27,40024
40,25,256,232,90.63,24,9.38,40025
40,26,231,209,90.48,22,9.52,40026
40,27,273,231,84.62,42,15.38,40027
40,28,250,229,91.6,21,8.4,40028
40,29,219,192,87.67,27,12.33,40029
40,30,203,182,89.66,21,10.34,40030
40,31,265,247,93.21,18,6.79,40031
40,32,254,226,88.98,28,11.02,40032
40,33,273,246,90.11,27,9.89,40033
40,34,158,138,87.34,20,12.66,40034
40,35,110,79,71.82,31,28.18,40035
40,36,186,159,85.48,27,14.52,40036
40,37,196,166,84.69,30,15.31,40037
40,38,294,273,92.86,21,7.14,40038
40,39,44,32,72.73,12,27.27,40039
41,1,127,108,85.04,19,14.96,41001
41,2,157,125,79.62,32,20.38,41002
41,3,158,135,85.44,23,14.56,41003
41,4,180,158,87.78,22,12.22,41004
41,5,162,139,85.8,23,14.2,41005
41,6,224,191,85.27,33,14.73,41006
41,7,167,138,82.63,29,17.37,41007
41,8,154,128,83.12,26,16.88,41008
41,9,151,126,83.44,25,16.56,41009
41,10,216,188,87.04,28,12.96,41010
41,11,172,144,83.72,28,16.28,41011
41,12,144,110,76.39,34,23.61,41012
41,13,152,127,83.55,25,16.45,41013
41,14,201,185,92.04,16,7.96,41014
41,15,203,176,86.7,27,13.3,41015
41,16,132,112,84.85,20,15.15,41016
41,17,173,141,81.5,32,18.5,41017
41,18,130,109,83.85,21,16.15,41018
41,19,201,177,88.06,24,11.94,41019
41,20,118,97,82.2,21,17.8,41020
41,21,162,126,77.78,36,22.22,41021
41,22,208,174,83.65,34,16.35,41022
41,23,125,105,84.0,20,16.0,41023
41,24,114,91,79.82,23,20.18,41024
41,25,74,56,75.68,18,24.32,41025
41,26,178,151,84.83,27,15.17,41026
41,27,97,70,72.16,27,27.84,41027
41,28,109,80,73.39,29,26.61,41028
41,29,76,62,81.58,14,18.42,41029
41,30,144,113,78.47,31,21.53,41030
41,31,191,161,84.29,30,15.71,41031
41,32,138,113,81.88,25,18.12,41032
41,33,133,101,75.94,32,24.06,41033
41,34,139,117,84.17,22,15.83,41034
41,35,197,155,78.68,42,21.32,41035
41,36,162,135,83.33,27,16.67,41036
41,37,171,139,81.29,32,18.71,41037
41,38,152,120,78.95,32,21.05,41038
41,39,184,144,78.26,40,21.74,41039
41,40,181,151,83.43,30,16.57,41040
41,41,122,98,80.33,24,19.67,41041
41,42,136,104,76.47,32,23.53,41042
41,43,136,107,78.68,29,21.32,41043
41,44,160,139,86.88,21,13.13,41044
41,45,130,108,83.08,22,16.92,41045
41,46,186,157,84.41,29,15.59,41046
41,47,165,141,85.45,24,14.55,41047
42,1,177,157,88.7,20,11.3,42001
42,2,120,109,90.83,11,9.17,42002
42,3,166,141,84.94,25,15.06,42003
42,4,216,196,90.74,20,9.26,42004
42,5,122,109,89.34,13,10.66,42005
42,6,235,198,84.26,37,15.74,42006
42,7,185,166,89.73,19,10.27,42007
42,8,164,152,92.68,12,7.32,42008
42,9,161,137,85.09,24,14.91,42009
42,10,191,173,90.58,18,9.42,42010
42,11,121,103,85.12,18,14.88,42011
42,12,161,146,90.68,15,9.32,42012
42,13,192,161,83.85,31,16.15,42013
42,14,138,120,86.96,18,13.04,42014
42,15,131,118,90.08,13,9.92,42015
42,16,165,146,88.48,19,11.52,42016
42,17,196,176,89.8,20,10.2,42017
42,18,117,107,91.45,10,8.55,42018
42,19,202,182,90.1,20,9.9,42019
42,20,106,98,92.45,8,7.55,42020
42,21,123,107,86.99,16,13.01,42021
42,22,70,65,92.86,5,7.14,42022
42,23,145,126,86.9,19,13.1,42023
42,24,156,136,87.18,20,12.82,42024
42,25,130,113,86.92,17,13.08,42025
42,26,156,139,89.1,17,10.9,42026
42,27,141,116,82.27,25,17.73,42027
42,28,217,187,86.18,30,13.82,42028
42,29,153,134,87.58,19,12.42,42029
42,30,171,154,90.06,17,9.94,42030
42,31,170,151,88.82,19,11.18,42031
42,32,106,92,86.79,14,13.21,42032
42,33,174,155,89.08,19,10.92,42033
42,34,153,138,90.2,15,9.8,42034
42,35,215,194,90.23,21,9.77,42035
42,36,202,175,86.63,27,13.37,42036
42,37,90,79,87.78,11,12.22,42037
42,38,122,116,95.08,6,4.92,42038
42,39,141,128,90.78,13,9.22,42039
42,40,178,161,90.45,17,9.55,42040
42,41,144,126,87.5,18,12.5,42041
42,42,225,207,92.0,18,8.0,42042
43,1,100,89,89.0,11,11.0,43001
43,2,147,134,91.16,13,8.84,43002
43,3,174,154,88.51,20,11.49,43003
43,4,163,148,90.8,15,9.2,43004
43,5,156,147,94.23,9,5.77,43005
43,6,114,107,93.86,7,6.14,43006
43,7,125,113,90.4,12,9.6,43007
43,8,146,133,91.1,13,8.9,43008
43,9,205,182,88.78,23,11.22,43009
43,10,208,198,95.19,10,4.81,43010
43,11,96,90,93.75,6,6.25,43011
43,12,128,115,89.84,13,10.16,43012
43,13,158,134,84.81,24,15.19,43013
43,14,201,191,95.02,10,4.98,43014
43,15,160,139,86.88,21,13.13,43015
43,16,122,113,92.62,9,7.38,43016
43,17,136,127,93.38,9,6.62,43017
43,18,182,170,93.41,12,6.59,43018
43,19,193,183,94.82,10,5.18,43019
43,20,151,146,96.69,5,3.31,43020
43,21,161,149,92.55,12,7.45,43021
43,22,107,98,91.59,9,8.41,43022
43,23,125,116,92.8,9,7.2,43023
43,24,120,105,87.5,15,12.5,43024
43,25,170,143,84.12,27,15.88,43025
43,26,139,128,92.09,11,7.91,43026
43,27,163,147,90.18,16,9.82,43027
43,28,190,170,89.47,20,10.53,43028
43,29,148,141,95.27,7,4.73,43029
43,30,154,143,92.86,11,7.14,43030
43,31,195,169,86.67,26,13.33,43031
43,32,183,171,93.44,12,6.56,43032
43,33,199,189,94.97,10,5.03,43033
43,34,137,130,94.89,7,5.11,43034
43,35,229,211,92.14,18,7.86,43035
43,36,76,72,94.74,4,5.26,43036
43,37,151,136,90.07,15,9.93,43037
43,38,133,130,97.74,3,2.26,43038
43,39,112,102,91.07,10,8.93,43039
43,40,122,109,89.34,13,10.66,43040
43,41,238,224,94.12,14,5.88,43041
43,42,162,148,91.36,14,8.64,43042
43,43,202,183,90.59,19,9.41,43043
43,44,160,152,95.0,8,5.0,43044
43,45,111,102,91.89,9,8.11,43045
43,46,75,68,90.67,7,9.33,43046
44,1,300,272,90.67,28,9.33,44001
44,2,184,169,91.85,15,8.15,44002
44,3,181,171,94.48,10,5.52,44003
44,4,184,165,89.67,19,10.33,44004
44,5,192,172,89.58,20,10.42,44005
44,6,231,217,93.94,14,6.06,44006
44,7,159,140,88.05,19,11.95,44007
44,8,252,224,88.89,28,11.11,44008
44,9,158,146,92.41,12,7.59,44009
44,10,157,146,92.99,11,7.01,44010
44,11,183,166,90.71,17,9.29,44011
44,12,221,210,95.02,11,4.98,44012
44,13,130,123,94.62,7,5.38,44013
44,14,141,130,92.2,11,7.8,44014
44,15,186,171,91.94,15,8.06,44015
44,16,198,188,94.95,10,5.05,44016
44,17,304,282,92.76,22,7.24,44017
44,18,173,158,91.33,15,8.67,44018
44,19,257,235,91.44,22,8.56,44019
44,20,180,166,92.22,14,7.78,44020
44,21,217,198,91.24,19,8.76,44021
44,22,239,213,89.12,26,10.88,44022
44,23,189,176,93.12,13,6.88,44023
44,24,167,155,92.81,12,7.19,44024
44,25,178,166,93.26,12,6.74,44025
44,26,200,180,90.0,20,10.0,44026
44,27,221,202,91.4,19,8.6,44027
44,28,200,180,90.0,20,10.0,44028
44,29,157,147,93.63,10,6.37,44029
44,30,198,188,94.95,10,5.05,44030
44,31,137,119,86.86,18,13.14,44031
44,32,193,175,90.67,18,9.33,44032
44,33,193,180,93.26,13,6.74,44033
44,34,219,191,87.21,28,12.79,44034
44,35,261,229,87.74,32,12.26,44035
44,36,180,163,90.56,17,9.44,44036
44,37,222,201,90.54,21,9.46,44037
44,38,129,116,89.92,13,10.08,44038
44,39,171,158,92.4,13,7.6,44039
44,40,136,119,87.5,17,12.5,44040
44,41,228,199,87.28,29,12.72,44041
45,1,157,139,88.54,18,11.46,45001
45,2,175,158,90.29,17,9.71,45002
45,3,190,171,90.0,19,10.0,45003
45,4,238,216,90.76,22,9.24,45004
45,5,215,192,89.3,23,10.7,45005
45,6,260,231,88.85,29,11.15,45006
45,7,286,257,89.86,29,10.14,45007
45,8,164,141,85.98,23,14.02,45008
45,9,162,137,84.57,25,15.43,45009
45,10,171,144,84.21,27,15.79,45010
45,11,118,95,80.51,23,19.49,45011
45,12,183,143,78.14,40,21.86,45012
45,13,170,142,83.53,28,16.47,45013
45,14,201,163,81.09,38,18.91,45014
45,15,268,236,88.06,32,11.94,45015
45,16,172,147,85.47,25,14.53,45016
45,17,171,143,83.63,28,16.37,45017
45,18,156,115,73.72,41,26.28,45018
45,19,77,60,77.92,17,22.08,45019
45,20,118,99,83.9,19,16.1,45020
45,21,157,128,81.53,29,18.47,45021
45,22,142,116,81.69,26,18.31,45022
45,23,136,113,83.09,23,16.91,45023
45,24,134,103,76.87,31,23.13,45024
45,25,107,90,84.11,17,15.89,45025
45,26,85,68,80.0,17,20.0,45026
45,27,122,103,84.43,19,15.57,45027
45,28,104,87,83.65,17,16.35,45028
45,29,99,83,83.84,16,16.16,45029
45,30,161,137,85.09,24,14.91,45030
45,31,141,116,82.27,25,17.73,45031
45,32,131,106,80.92,25,19.08,45032
45,33,116,94,81.03,22,18.97,45033
45,34,181,155,85.64,26,14.36,45034
45,35,179,141,78.77,38,21.23,45035
45,36,172,141,81.98,31,18.02,45036
45,37,163,139,85.28,24,14.72,45037
45,38,135,109,80.74,26,19.26,45038
45,39,130,104,80.0,26,20.0,45039
45,40,162,130,80.25,32,19.75,45040
45,41,130,102,78.46,28,21.54,45041
45,42,158,126,79.75,32,20.25,45042
45,43,167,142,85.03,25,14.97,45043
45,44,140,113,80.71,27,19.29,45044
45,45,78,64,82.05,14,17.95,45045
45,46,113,76,67.26,37,32.74,45046
45,47,107,88,82.24,19,17.76,45047
45,48,98,75,76.53,23,23.47,45048
46,1,165,136,82.42,29,17.58,46001
46,2,199,159,79.9,40,20.1,46002
46,3,288,254,88.19,34,11.81,46003
46,4,202,179,88.61,23,11.39,46004
46,5,194,172,88.66,22,11.34,46005
46,6,160,130,81.25,30,18.75,46006
46,7,270,238,88.15,32,11.85,46007
46,8,161,125,77.64,36,22.36,46008
46,9,236,213,90.25,23,9.75,46009
46,10,245,224,91.43,21,8.57,46010
46,11,176,146,82.95,30,17.05,46011
46,12,244,223,91.39,21,8.61,46012
46,13,202,181,89.6,21,10.4,46013
46,14,207,153,73.91,54,26.09,46014
46,15,190,175,92.11,15,7.89,46015
46,16,253,226,89.33,27,10.67,46016
46,17,254,225,88.58,29,11.42,46017
46,18,208,173,83.17,35,16.83,46018
46,19,178,152,85.39,26,14.61,46019
46,20,180,142,78.89,38,21.11,46020
46,21,129,112,86.82,17,13.18,46021
46,22,119,102,85.71,17,14.29,46022
46,23,167,145,86.83,22,13.17,46023
46,24,235,215,91.49,20,8.51,46024
46,25,191,150,78.53,41,21.47,46025
46,26,212,193,91.04,19,8.96,46026
46,27,250,224,89.6,26,10.4,46027
46,28,250,217,86.8,33,13.2,46028
46,29,182,157,86.26,25,13.74,46029
46,30,191,166,86.91,25,13.09,46030
46,31,198,185,93.43,13,6.57,46031
46,32,192,155,80.73,37,19.27,46032
46,33,226,206,91.15,20,8.85,46033
46,34,209,184,88.04,25,11.96,46034
46,35,196,159,81.12,37,18.88,46035
46,36,218,186,85.32,32,14.68,46036
46,37,162,128,79.01,34,20.99,46037
46,38,158,139,87.97,19,12.03,46038
46,39,198,171,86.36,27,13.64,46039
46,40,219,201,91.78,18,8.22,46040
47,1,114,107,93.86,7,6.14,47001
47,2,245,231,94.29,14,5.71,47002
47,3,274,244,89.05,30,10.95,47003
47,4,278,263,94.6,15,5.4,47004
47,5,283,250,88.34,33,11.66,47005
47,6,227,214,94.27,13,5.73,47006
47,7,188,158,84.04,30,15.96,47007
47,8,237,219,92.41,18,7.59,47008
47,9,197,182,92.39,15,7.61,47009
47,10,313,291,92.97,22,7.03,47010
47,11,189,177,93.65,12,6.35,47011
47,12,283,259,91.52,24,8.48,47012
47,13,251,226,90.04,25,9.96,47013
47,14,228,211,92.54,17,7.46,47014
47,15,334,313,93.71,21,6.29,47015
47,16,268,247,92.16,21,7.84,47016
47,17,217,198,91.24,19,8.76,47017
47,18,218,203,93.12,15,6.88,47018
47,19,296,279,94.26,17,5.74,47019
47,20,240,220,91.67,20,8.33,47020
47,21,254,235,92.52,19,7.48,47021
47,22,283,265,93.64,18,6.36,47022
47,23,307,283,92.18,24,7.82,47023
47,24,223,214,95.96,9,4.04,47024
47,25,236,228,96.61,8,3.39,47025
47,26,275,264,96.0,11,4.0,47026
47,27,217,199,91.71,18,8.29,47027
47,28,247,232,93.93,15,6.07,47028
47,29,253,242,95.65,11,4.35,47029
47,30,278,255,91.73,23,8.27,47030
47,31,213,201,94.37,12,5.63,47031
47,32,303,288,95.05,15,4.95,47032
47,33,174,160,91.95,14,8.05,47033
47,34,263,242,92.02,21,7.98,47034
47,35,222,207,93.24,15,6.76,47035
47,36,282,261,92.55,21,7.45,47036
47,37,250,224,89.6,26,10.4,47037
47,38,235,212,90.21,23,9.79,47038
47,39,258,246,95.35,12,4.65,47039
47,40,305,290,95.08,15,4.92,47040
47,41,278,259,93.17,19,6.83,47041
47,42,251,234,93.23,17,6.77,47042
47,43,206,191,92.72,15,7.28,47043
47,44,163,148,90.8,15,9.2,47044
47,45,246,226,91.87,20,8.13,47045
47,46,231,208,90.04,23,9.96,47046
47,47,229,207,90.39,22,9.61,47047
47,48,24,16,66.67,8,33.33,47048
48,1,228,209,91.67,19,8.33,48001
48,2,136,130,95.59,6,4.41,48002
48,3,235,200,85.11,35,14.89,48003
48,4,226,210,92.92,16,7.08,48004
48,5,166,151,90.96,15,9.04,48005
48,6,268,221,82.46,47,17.54,48006
48,7,262,251,95.8,11,4.2,48007
48,8,136,122,89.71,14,10.29,48008
48,9,147,118,80.27,29,19.73,48009
48,10,356,341,95.79,15,4.21,48010
48,11,237,226,95.36,11,4.64,48011
48,12,291,263,90.38,28,9.62,48012
48,13,298,252,84.56,46,15.44,48013
48,14,120,107,89.17,13,10.83,48014
48,15,127,109,85.83,18,14.17,48015
48,16,232,198,85.34,34,14.66,48016
48,17,231,194,83.98,37,16.02,48017
48,18,180,130,72.22,50,27.78,48018
48,19,222,199,89.64,23,10.36,48019
48,20,304,286,94.08,18,5.92,48020
48,21,250,208,83.2,42,16.8,48021
48,22,256,218,85.16,38,14.84,48022
48,23,267,232,86.89,35,13.11,48023
48,24,227,193,85.02,34,14.98,48024
48,25,271,254,93.73,17,6.27,48025
48,26,93,77,82.8,16,17.2,48026
48,27,234,203,86.75,31,13.25,48027
48,28,235,184,78.3,51,21.7,48028
48,29,146,125,85.62,21,14.38,48029
48,30,232,212,91.38,20,8.62,48030
48,31,241,204,84.65,37,15.35,48031
48,32,218,181,83.03,37,16.97,48032
48,33,157,138,87.9,19,12.1,48033
48,34,204,192,94.12,12,5.88,48034
48,35,144,102,70.83,42,29.17,48035
48,36,161,139,86.34,22,13.66,48036
