ward,precinct,total,Clare Joyce Quish,Clare Joyce Quish Percent,Patrick Dankwa John,Patrick Dankwa John Percent,precinct_id
32,37,151,123,81.46,5,3.31,32037
32,38,147,100,68.03,9,6.12,32038
32,39,175,141,80.57,14,8.0,32039
32,40,200,162,81.0,13,6.5,32040
32,41,169,130,76.92,12,7.1,32041
32,42,151,117,77.48,8,5.3,32042
32,43,191,145,75.92,10,5.24,32043
33,1,229,144,62.88,13,5.68,33001
33,2,273,183,67.03,22,8.06,33002
33,3,282,194,68.79,16,5.67,33003
33,4,255,157,61.57,21,8.24,33004
33,5,137,85,62.04,13,9.49,33005
33,6,191,115,60.21,14,7.33,33006
33,7,220,125,56.82,18,8.18,33007
33,8,344,264,76.74,20,5.81,33008
33,9,249,165,66.27,18,7.23,33009
33,10,197,124,62.94,29,14.72,33010
33,11,213,129,60.56,16,7.51,33011
33,12,194,110,56.7,11,5.67,33012
33,13,199,124,62.31,16,8.04,33013
33,14,90,63,70.0,4,4.44,33014
33,15,248,157,63.31,12,4.84,33015
33,16,284,169,59.51,34,11.97,33016
33,17,230,157,68.26,18,7.83,33017
33,18,247,172,69.64,22,8.91,33018
33,19,201,128,63.68,18,8.96,33019
33,20,236,173,73.31,12,5.08,33020
33,21,245,164,66.94,17,6.94,33021
33,22,215,128,59.53,23,10.7,33022
33,23,238,178,74.79,16,6.72,33023
33,24,391,314,80.31,23,5.88,33024
33,25,250,162,64.8,18,7.2,33025
33,26,147,91,61.9,10,6.8,33026
33,27,223,153,68.61,16,7.17,33027
33,28,187,128,68.45,9,4.81,33028
34,1,225,129,57.33,52,23.11,34001
34,2,161,98,60.87,35,21.74,34002
34,3,175,105,60.0,34,19.43,34003
34,4,128,76,59.38,32,25.0,34004
34,5,160,93,58.13,33,20.63,34005
34,6,215,114,53.02,64,29.77,34006
34,7,213,129,60.56,42,19.72,34007
34,8,149,91,61.07,40,26.85,34008
34,9,131,93,70.99,19,14.5,34009
34,10,197,129,65.48,42,21.32,34010
34,11,138,73,52.9,27,19.57,34011
34,12,199,138,69.35,28,14.07,34012
34,13,200,111,55.5,44,22.0,34013
34,14,136,89,65.44,18,13.24,34014
34,15,140,82,58.57,25,17.86,34015
34,16,157,95,60.51,36,22.93,34016
34,17,241,147,61.0,59,24.48,34017
34,18,148,88,59.46,23,15.54,34018
34,19,173,94,54.34,36,20.81,34019
34,20,234,141,60.26,57,24.36,34020
34,21,247,159,64.37,48,19.43,34021
34,22,198,126,63.64,28,14.14,34022
34,23,153,92,60.13,30,19.61,34023
34,24,166,87,52.41,34,20.48,34024
34,25,303,189,62.38,57,18.81,34025
34,26,213,139,65.26,34,15.96,34026
34,27,160,91,56.88,33,20.63,34027
34,28,112,77,68.75,11,9.82,34028
34,29,141,88,62.41,29,20.57,34029
34,30,206,135,65.53,36,17.48,34030
34,31,143,85,59.44,34,23.78,34031
34,32,170,105,61.76,32,18.82,34032
34,33,149,82,55.03,38,25.5,34033
34,34,212,122,57.55,41,19.34,34034
34,35,190,113,59.47,44,23.16,34035
34,36,184,113,61.41,39,21.2,34036
34,37,105,62,59.05,22,20.95,34037
34,38,72,41,56.94,10,13.89,34038
34,39,130,85,65.38,27,20.77,34039
34,40,202,126,62.38,35,17.33,34040
34,41,133,78,58.65,30,22.56,34041
34,42,204,122,59.8,49,24.02,34042
34,43,214,138,64.49,42,19.63,34043
34,44,215,125,58.14,55,25.58,34044
34,45,197,115,58.38,39,19.8,34045
34,46,134,73,54.48,34,25.37,34046
34,47,159,103,64.78,29,18.24,34047
34,48,231,148,64.07,48,20.78,34048
34,49,193,116,60.1,45,23.32,34049
34,50,131,79,60.31,26,19.85,34050
34,51,215,125,58.14,36,16.74,34051
34,52,165,106,64.24,37,22.42,34052
34,53,99,55,55.56,23,23.23,34053
35,1,172,105,61.05,13,7.56,35001
35,2,242,166,68.6,13,5.37,35002
35,3,172,103,59.88,12,6.98,35003
35,4,158,98,62.03,13,8.23,35004
35,5,161,94,58.39,9,5.59,35005
35,6,182,114,62.64,14,7.69,35006
35,7,186,124,66.67,10,5.38,35007
35,8,208,139,66.83,9,4.33,35008
35,9,144,92,63.89,15,10.42,35009
35,10,269,206,76.58,11,4.09,35010
35,11,187,125,66.84,11,5.88,35011
35,12,125,48,38.4,10,8.0,35012
35,13,119,45,37.82,14,11.76,35013
35,14,124,53,42.74,6,4.84,35014
35,15,208,123,59.13,20,9.62,35015
35,16,98,38,38.78,16,16.33,35016
35,17,189,122,64.55,10,5.29,35017
35,18,120,41,34.17,11,9.17,35018
35,19,84,29,34.52,13,15.48,35019
35,20,148,87,58.78,9,6.08,35020
35,21,161,88,54.66,13,8.07,35021
35,22,209,145,69.38,18,8.61,35022
35,23,179,106,59.22,22,12.29,35023
35,24,147,100,68.03,8,5.44,35024
35,25,201,156,77.61,13,6.47,35025
35,26,150,90,60.0,11,7.33,35026
35,27,160,97,60.63,14,8.75,35027
35,28,164,118,71.95,10,6.1,35028
35,29,119,71,59.66,9,7.56,35029
35,30,153,82,53.59,21,13.73,35030
35,31,194,133,68.56,21,10.82,35031
36,1,125,59,47.2,15,12.0,36001
36,2,102,43,42.16,12,11.76,36002
36,3,123,50,40.65,18,14.63,36003
36,4,101,43,42.57,11,10.89,36004
36,5,116,54,46.55,16,13.79,36005
36,6,95,38,40.0,12,12.63,36006
36,7,167,105,62.87,23,13.77,36007
36,8,98,38,38.78,7,7.14,36008
36,9,105,47,44.76,7,6.67,36009
36,10,147,72,48.98,17,11.56,36010
36,11,79,29,36.71,14,17.72,36011
36,12,68,23,33.82,9,13.24,36012
36,13,70,23,32.86,11,15.71,36013
36,14,140,90,64.29,8,5.71,36014
36,15,180,111,61.67,22,12.22,36015
36,16,154,98,63.64,18,11.69,36016
36,17,164,90,54.88,24,14.63,36017
36,18,144,84,58.33,21,14.58,36018
36,19,146,67,45.89,24,16.44,36019
36,20,127,62,48.82,18,14.17,36020
36,21,105,46,43.81,9,8.57,36021
36,22,87,31,35.63,8,9.2,36022
36,23,81,20,24.69,9,11.11,36023
36,24,114,43,37.72,16,14.04,36024
36,25,105,33,31.43,5,4.76,36025
36,26,107,55,51.4,14,13.08,36026
36,27,124,49,39.52,19,15.32,36027
36,28,88,46,52.27,12,13.64,36028
36,29,134,74,55.22,18,13.43,36029
36,30,123,66,53.66,11,8.94,36030
37,1,107,57,53.27,30,28.04,37001
37,2,97,57,58.76,15,15.46,37002
37,3,102,55,53.92,23,22.55,37003
37,4,101,60,59.41,15,14.85,37004
37,5,174,96,55.17,39,22.41,37005
37,6,141,65,46.1,39,27.66,37006
37,7,104,61,58.65,18,17.31,37007
37,8,100,48,48.0,20,20.0,37008
37,9,153,75,49.02,45,29.41,37009
37,10,163,94,57.67,28,17.18,37010
37,11,83,43,51.81,20,24.1,37011
37,12,90,44,48.89,14,15.56,37012
37,13,106,56,52.83,27,25.47,37013
37,14,151,88,58.28,26,17.22,37014
37,15,161,96,59.63,31,19.25,37015
37,16,161,81,50.31,42,26.09,37016
37,17,123,72,58.54,25,20.33,37017
37,18,145,83,57.24,24,16.55,37018
37,19,115,61,53.04,18,15.65,37019
37,20,114,57,50.0,31,27.19,37020
37,21,134,65,48.51,24,17.91,37021
37,22,106,55,51.89,19,17.92,37022
37,23,159,87,54.72,47,29.56,37023
37,24,166,87,52.41,45,27.11,37024
37,25,145,90,62.07,30,20.69,37025
37,26,199,110,55.28,40,20.1,37026
37,27,143,78,54.55,36,25.17,37027
37,28,114,68,59.65,25,21.93,37028
37,29,144,93,64.58,23,15.97,37029
37,30,130,58,44.62,37,28.46,37030
37,31,154,90,58.44,37,24.03,37031
37,32,146,85,58.22,33,22.6,37032
37,33,175,94,53.71,45,25.71,37033
37,34,132,69,52.27,31,23.48,37034
37,35,185,99,53.51,46,24.86,37035
37,36,132,68,51.52,28,21.21,37036
37,37,201,110,54.73,46,22.89,37037
37,38,188,111,59.04,41,21.81,37038
37,39,116,52,44.83,32,27.59,37039
37,40,179,99,55.31,45,25.14,37040
37,41,129,76,58.91,25,19.38,37041
38,1,134,95,70.9,12,8.96,38001
38,2,148,89,60.14,17,11.49,38002
38,3,125,72,57.6,16,12.8,38003
38,4,135,79,58.52,17,12.59,38004
38,5,129,75,58.14,15,11.63,38005
38,6,110,64,58.18,15,13.64,38006
38,7,120,75,62.5,12,10.0,38007
38,8,123,67,54.47,14,11.38,38008
38,9,147,94,63.95,24,16.33,38009
38,10,110,53,48.18,12,10.91,38010
38,11,156,107,68.59,18,11.54,38011
38,12,125,65,52.0,26,20.8,38012
38,13,150,83,55.33,24,16.0,38013
38,14,155,94,60.65,20,12.9,38014
38,15,129,72,55.81,17,13.18,38015
38,16,139,77,55.4,31,22.3,38016
38,17,146,78,53.42,25,17.12,38017
38,18,145,83,57.24,26,17.93,38018
38,19,186,100,53.76,30,16.13,38019
38,20,138,77,55.8,21,15.22,38020
38,21,133,81,60.9,13,9.77,38021
38,22,165,104,63.03,17,10.3,38022
38,23,162,89,54.94,27,16.67,38023
38,24,128,79,61.72,14,10.94,38024
38,25,119,70,58.82,18,15.13,38025
38,26,137,83,60.58,18,13.14,38026
38,27,127,65,51.18,24,18.9,38027
38,28,153,96,62.75,21,13.73,38028
38,29,149,83,55.7,26,17.45,38029
38,30,122,72,59.02,13,10.66,38030
38,31,176,125,71.02,16,9.09,38031
38,32,130,82,63.08,13,10.0,38032
38,33,146,82,56.16,20,13.7,38033
38,34,140,89,63.57,18,12.86,38034
38,35,150,97,64.67,10,6.67,38035
38,36,129,82,63.57,20,15.5,38036
38,37,143,74,51.75,17,11.89,38037
38,38,127,84,66.14,13,10.24,38038
38,39,181,114,62.98,22,12.15,38039
38,40,173,112,64.74,18,10.4,38040
38,41,180,135,75.0,10,5.56,38041
39,1,186,140,75.27,19,10.22,39001
39,2,177,124,70.06,26,14.69,39002
39,3,224,167,74.55,14,6.25,39003
39,4,183,130,71.04,24,13.11,39004
39,5,166,125,75.3,11,6.63,39005
39,6,186,109,58.6,29,15.59,39006
39,7,144,84,58.33,20,13.89,39007
39,8,182,128,70.33,16,8.79,39008
39,9,155,98,63.23,29,18.71,39009
39,10,97,56,57.73,9,9.28,39010
39,11,142,96,67.61,14,9.86,39011
39,12,217,147,67.74,22,10.14,39012
39,13,118,80,67.8,15,12.71,39013
39,14,141,95,67.38,13,9.22,39014
39,15,170,108,63.53,24,14.12,39015
39,16,113,73,64.6,14,12.39,39016
39,17,216,159,73.61,15,6.94,39017
39,18,190,146,76.84,16,8.42,39018
39,19,186,117,62.9,27,14.52,39019
39,20,197,135,68.53,22,11.17,39020
39,21,143,84,58.74,19,13.29,39021
39,22,123,87,70.73,9,7.32,39022
39,23,194,140,72.16,23,11.86,39023
39,24,190,135,71.05,16,8.42,39024
39,25,149,95,63.76,9,6.04,39025
39,26,134,91,67.91,17,12.69,39026
39,27,42,33,78.57,2,4.76,39027
39,28,258,171,66.28,18,6.98,39028
39,29,89,54,60.67,13,14.61,39029
39,30,217,170,78.34,8,3.69,39030
39,31,159,98,61.64,19,11.95,39031
39,32,143,80,55.94,23,16.08,39032
39,33,188,128,68.09,18,9.57,39033
39,34,174,114,65.52,27,15.52,39034
39,35,166,130,78.31,12,7.23,39035
39,36,51,30,58.82,9,17.65,39036
39,37,217,176,81.11,20,9.22,39037
39,38,123,95,77.24,7,5.69,39038
39,39,101,77,76.24,6,5.94,39039
39,40,151,106,70.2,20,13.25,39040
39,41,184,136,73.91,14,7.61,39041
39,42,229,170,74.24,22,9.61,39042
39,43,192,137,71.35,19,9.9,39043
39,44,138,99,71.74,10,7.25,39044
39,45,171,117,68.42,19,11.11,39045
40,1,151,101,66.89,16,10.6,40001
40,2,179,125,69.83,24,13.41,40002
40,3,281,228,81.14,11,3.91,40003
40,4,110,71,64.55,9,8.18,40004
40,5,234,180,76.92,16,6.84,40005
40,6,252,209,82.94,4,1.59,40006
40,7,243,188,77.37,17,7.0,40007
40,8,289,233,80.62,16,5.54,40008
40,9,137,89,64.96,18,13.14,40009
40,10,154,109,70.78,14,9.09,40010
40,11,223,166,74.44,21,9.42,40011
40,12,147,118,80.27,6,4.08,40012
40,13,348,265,76.15,20,5.75,40013
40,14,123,79,64.23,17,13.82,40014
40,15,170,116,68.24,13,7.65,40015
40,16,278,225,80.94,14,5.04,40016
40,17,185,144,77.84,15,8.11,40017
40,18,140,93,66.43,16,11.43,40018
40,19,218,145,66.51,19,8.72,40019
40,20,163,117,71.78,13,7.98,40020
40,21,268,204,76.12,18,6.72,40021
40,22,224,171,76.34,11,4.91,40022
40,23,275,227,82.55,16,5.82,40023
40,24,140,89,63.57,19,13.57,40024
40,25,263,212,80.61,11,4.18,40025
40,26,228,179,78.51,10,4.39,40026
40,27,270,184,68.15,22,8.15,40027
40,28,253,185,73.12,14,5.53,40028
40,29,208,159,76.44,14,6.73,40029
40,30,199,155,77.89,15,7.54,40030
40,31,264,220,83.33,10,3.79,40031
40,32,256,187,73.05,23,8.98,40032
40,33,274,206,75.18,15,5.47,40033
40,34,156,114,73.08,18,11.54,40034
40,35,108,62,57.41,22,20.37,40035
40,36,191,143,74.87,16,8.38,40036
40,37,194,133,68.56,15,7.73,40037
40,38,298,241,80.87,11,3.69,40038
40,39,45,21,46.67,8,17.78,40039
41,1,122,83,68.03,17,13.93,41001
41,2,156,96,61.54,28,17.95,41002
41,3,156,103,66.03,26,16.67,41003
41,4,176,127,72.16,22,12.5,41004
41,5,158,117,74.05,14,8.86,41005
41,6,218,164,75.23,22,10.09,41006
41,7,165,123,74.55,15,9.09,41007
41,8,154,111,72.08,19,12.34,41008
41,9,154,103,66.88,20,12.99,41009
41,10,210,161,76.67,15,7.14,41010
41,11,169,119,70.41,18,10.65,41011
41,12,142,76,53.52,23,16.2,41012
41,13,147,97,65.99,16,10.88,41013
41,14,199,155,77.89,16,8.04,41014
41,15,201,147,73.13,15,7.46,41015
41,16,131,103,78.63,7,5.34,41016
41,17,174,117,67.24,24,13.79,41017
41,18,128,90,70.31,16,12.5,41018
41,19,198,151,76.26,18,9.09,41019
41,20,119,75,63.03,22,18.49,41020
41,21,159,103,64.78,24,15.09,41021
41,22,202,140,69.31,27,13.37,41022
41,23,124,72,58.06,14,11.29,41023
41,24,110,68,61.82,16,14.55,41024
41,25,74,40,54.05,13,17.57,41025
41,26,177,134,75.71,14,7.91,41026
41,27,98,52,53.06,9,9.18,41027
41,28,107,62,57.94,15,14.02,41028
41,29,75,48,64.0,8,10.67,41029
41,30,144,95,65.97,16,11.11,41030
41,31,187,121,64.71,32,17.11,41031
41,32,135,91,67.41,20,14.81,41032
41,33,131,76,58.02,24,18.32,41033
41,34,134,92,68.66,17,12.69,41034
41,35,194,120,61.86,35,18.04,41035
41,36,159,98,61.64,19,11.95,41036
41,37,171,114,66.67,23,13.45,41037
41,38,148,100,67.57,16,10.81,41038
41,39,180,124,68.89,35,19.44,41039
41,40,175,131,74.86,21,12.0,41040
41,41,119,79,66.39,15,12.61,41041
41,42,134,85,63.43,19,14.18,41042
41,43,138,85,61.59,22,15.94,41043
41,44,154,112,72.73,13,8.44,41044
41,45,129,86,66.67,13,10.08,41045
41,46,182,121,66.48,30,16.48,41046
41,47,164,117,71.34,15,9.15,41047
42,1,169,138,81.66,5,2.96,42001
42,2,122,103,84.43,7,5.74,42002
42,3,167,129,77.25,16,9.58,42003
42,4,212,168,79.25,13,6.13,42004
42,5,122,105,86.07,3,2.46,42005
42,6,237,176,74.26,23,9.7,42006
42,7,183,156,85.25,12,6.56,42007
42,8,160,130,81.25,8,5.0,42008
42,9,158,117,74.05,14,8.86,42009
42,10,191,151,79.06,12,6.28,42010
42,11,121,87,71.9,11,9.09,42011
42,12,161,127,78.88,8,4.97,42012
42,13,190,139,73.16,16,8.42,42013
42,14,141,114,80.85,8,5.67,42014
42,15,131,111,84.73,5,3.82,42015
42,16,163,122,74.85,12,7.36,42016
42,17,197,157,79.7,13,6.6,42017
42,18,118,94,79.66,6,5.08,42018
42,19,200,165,82.5,12,6.0,42019
42,20,104,86,82.69,8,7.69,42020
42,21,121,91,75.21,11,9.09,42021
42,22,72,63,87.5,1,1.39,42022
42,23,140,116,82.86,9,6.43,42023
42,24,150,116,77.33,7,4.67,42024
42,25,126,93,73.81,11,8.73,42025
42,26,153,115,75.16,11,7.19,42026
42,27,145,102,70.34,15,10.34,42027
42,28,212,162,76.42,16,7.55,42028
42,29,151,114,75.5,12,7.95,42029
42,30,168,123,73.21,17,10.12,42030
42,31,169,124,73.37,10,5.92,42031
42,32,102,80,78.43,9,8.82,42032
42,33,176,138,78.41,12,6.82,42033
42,34,151,120,79.47,9,5.96,42034
42,35,229,161,70.31,28,12.23,42035
42,36,202,155,76.73,18,8.91,42036
42,37,88,62,70.45,9,10.23,42037
42,38,126,102,80.95,5,3.97,42038
42,39,141,115,81.56,13,9.22,42039
42,40,175,128,73.14,21,12.0,42040
42,41,144,118,81.94,8,5.56,42041
42,42,223,184,82.51,14,6.28,42042
43,1,103,80,77.67,7,6.8,43001
43,2,144,127,88.19,7,4.86,43002
43,3,170,144,84.71,8,4.71,43003
43,4,162,132,81.48,7,4.32,43004
43,5,154,134,87.01,7,4.55,43005
43,6,112,90,80.36,9,8.04,43006
43,7,122,83,68.03,10,8.2,43007
43,8,143,117,81.82,6,4.2,43008
43,9,205,166,80.98,11,5.37,43009
43,10,206,174,84.47,13,6.31,43010
43,11,94,75,79.79,4,4.26,43011
43,12,124,94,75.81,9,7.26,43012
43,13,155,116,74.84,17,10.97,43013
43,14,208,176,84.62,11,5.29,43014
43,15,163,127,77.91,12,7.36,43015
43,16,120,103,85.83,6,5.0,43016
43,17,137,116,84.67,3,2.19,43017
43,18,182,148,81.32,7,3.85,43018
43,19,192,164,85.42,10,5.21,43019
43,20,150,121,80.67,10,6.67,43020
43,21,161,135,83.85,9,5.59,43021
43,22,107,83,77.57,7,6.54,43022
43,23,125,103,82.4,9,7.2,43023
43,24,112,81,72.32,9,8.04,43024
43,25,165,138,83.64,7,4.24,43025
43,26,139,113,81.29,3,2.16,43026
43,27,162,121,74.69,12,7.41,43027
43,28,187,139,74.33,13,6.95,43028
43,29,147,125,85.03,3,2.04,43029
43,30,155,123,79.35,8,5.16,43030
43,31,199,151,75.88,10,5.03,43031
43,32,181,153,84.53,7,3.87,43032
43,33,203,175,86.21,9,4.43,43033
43,34,138,117,84.78,9,6.52,43034
43,35,228,183,80.26,12,5.26,43035
43,36,75,60,80.0,3,4.0,43036
43,37,148,118,79.73,10,6.76,43037
43,38,129,113,87.6,3,2.33,43038
43,39,110,83,75.45,10,9.09,43039
43,40,120,87,72.5,10,8.33,43040
43,41,233,183,78.54,12,5.15,43041
43,42,161,134,83.23,9,5.59,43042
43,43,195,162,83.08,16,8.21,43043
43,44,158,132,83.54,4,2.53,43044
43,45,112,95,84.82,5,4.46,43045
43,46,73,67,91.78,0,0.0,43046
44,1,295,249,84.41,13,4.41,44001
44,2,182,141,77.47,12,6.59,44002
44,3,181,163,90.06,7,3.87,44003
44,4,185,143,77.3,14,7.57,44004
44,5,194,160,82.47,9,4.64,44005
44,6,231,179,77.49,13,5.63,44006
44,7,158,122,77.22,8,5.06,44007
44,8,254,202,79.53,15,5.91,44008
44,9,154,127,82.47,10,6.49,44009
44,10,154,129,83.77,11,7.14,44010
44,11,181,139,76.8,15,8.29,44011
44,12,221,181,81.9,12,5.43,44012
44,13,132,110,83.33,8,6.06,44013
44,14,139,109,78.42,9,6.47,44014
44,15,189,147,77.78,13,6.88,44015
44,16,202,172,85.15,8,3.96,44016
44,17,297,238,80.13,15,5.05,44017
44,18,175,138,78.86,10,5.71,44018
44,19,256,196,76.56,12,4.69,44019
44,20,179,137,76.54,8,4.47,44020
44,21,216,167,77.31,14,6.48,44021
44,22,234,176,75.21,14,5.98,44022
44,23,186,152,81.72,11,5.91,44023
44,24,168,129,76.79,7,4.17,44024
44,25,183,149,81.42,12,6.56,44025
44,26,202,155,76.73,13,6.44,44026
44,27,219,178,81.28,12,5.48,44027
44,28,204,137,67.16,23,11.27,44028
44,29,158,120,75.95,6,3.8,44029
44,30,195,164,84.1,9,4.62,44030
44,31,133,107,80.45,10,7.52,44031
44,32,191,142,74.35,18,9.42,44032
44,33,188,148,78.72,13,6.91,44033
44,34,218,167,76.61,16,7.34,44034
44,35,256,200,78.13,22,8.59,44035
44,36,179,147,82.12,7,3.91,44036
44,37,221,163,73.76,14,6.33,44037
44,38,131,101,77.1,6,4.58,44038
44,39,170,149,87.65,4,2.35,44039
44,40,133,111,83.46,4,3.01,44040
44,41,225,173,76.89,19,8.44,44041
45,1,158,107,67.72,14,8.86,45001
45,2,180,133,73.89,5,2.78,45002
45,3,185,127,68.65,19,10.27,45003
45,4,232,172,74.14,19,8.19,45004
45,5,215,151,70.23,25,11.63,45005
45,6,254,191,75.2,14,5.51,45006
45,7,279,204,73.12,13,4.66,45007
45,8,166,108,65.06,18,10.84,45008
45,9,162,98,60.49,16,9.88,45009
45,10,172,108,62.79,17,9.88,45010
45,11,116,73,62.93,10,8.62,45011
45,12,185,113,61.08,22,11.89,45012
45,13,170,130,76.47,16,9.41,45013
45,14,203,131,64.53,27,13.3,45014
45,15,263,191,72.62,18,6.84,45015
45,16,173,130,75.14,14,8.09,45016
45,17,174,107,61.49,23,13.22,45017
45,18,154,89,57.79,22,14.29,45018
45,19,77,45,58.44,11,14.29,45019
45,20,118,77,65.25,16,13.56,45020
45,21,159,108,67.92,19,11.95,45021
45,22,144,86,59.72,17,11.81,45022
45,23,135,82,60.74,16,11.85,45023
45,24,136,73,53.68,23,16.91,45024
45,25,107,79,73.83,10,9.35,45025
45,26,84,52,61.9,10,11.9,45026
45,27,121,76,62.81,17,14.05,45027
45,28,104,68,65.38,13,12.5,45028
45,29,100,67,67.0,11,11.0,45029
45,30,164,107,65.24,23,14.02,45030
45,31,136,98,72.06,14,10.29,45031
45,32,131,85,64.89,10,7.63,45032
45,33,113,78,69.03,10,8.85,45033
45,34,184,112,60.87,19,10.33,45034
45,35,190,98,51.58,26,13.68,45035
45,36,174,122,70.11,14,8.05,45036
45,37,156,104,66.67,12,7.69,45037
45,38,136,84,61.76,18,13.24,45038
45,39,137,85,62.04,20,14.6,45039
45,40,162,105,64.81,18,11.11,45040
45,41,131,82,62.6,24,18.32,45041
45,42,155,101,65.16,24,15.48,45042
45,43,168,111,66.07,22,13.1,45043
45,44,137,85,62.04,23,16.79,45044
45,45,78,45,57.69,10,12.82,45045
45,46,114,68,59.65,8,7.02,45046
45,47,104,70,67.31,15,14.42,45047
45,48,103,55,53.4,15,14.56,45048
46,1,167,108,64.67,21,12.57,46001
46,2,198,129,65.15,27,13.64,46002
46,3,292,227,77.74,15,5.14,46003
46,4,203,158,77.83,17,8.37,46004
46,5,201,149,74.13,13,6.47,46005
46,6,158,111,70.25,16,10.13,46006
46,7,266,212,79.7,17,6.39,46007
46,8,160,103,64.38,24,15.0,46008
46,9,234,174,74.36,18,7.69,46009
46,10,244,203,83.2,13,5.33,46010
46,11,175,107,61.14,25,14.29,46011
46,12,245,191,77.96,17,6.94,46012
46,13,203,159,78.33,19,9.36,46013
46,14,213,124,58.22,46,21.6,46014
46,15,189,158,83.6,8,4.23,46015
46,16,257,200,77.82,19,7.39,46016
46,17,252,196,77.78,17,6.75,46017
46,18,205,149,72.68,18,8.78,46018
46,19,183,137,74.86,15,8.2,46019
46,20,178,113,63.48,33,18.54,46020
46,21,128,92,71.88,7,5.47,46021
46,22,120,77,64.17,13,10.83,46022
46,23,165,128,77.58,16,9.7,46023
46,24,231,179,77.49,13,5.63,46024
46,25,190,137,72.11,19,10.0,46025
46,26,211,168,79.62,17,8.06,46026
46,27,246,191,77.64,19,7.72,46027
46,28,249,198,79.52,16,6.43,46028
46,29,181,122,67.4,14,7.73,46029
46,30,187,136,72.73,12,6.42,46030
46,31,195,160,82.05,11,5.64,46031
46,32,190,121,63.68,29,15.26,46032
46,33,222,179,80.63,15,6.76,46033
46,34,207,157,75.85,16,7.73,46034
46,35,194,130,67.01,35,18.04,46035
46,36,215,167,77.67,17,7.91,46036
46,37,170,117,68.82,20,11.76,46037
46,38,158,113,71.52,17,10.76,46038
46,39,200,151,75.5,14,7.0,46039
46,40,217,179,82.49,13,5.99,46040
47,1,119,99,83.19,3,2.52,47001
47,2,243,206,84.77,14,5.76,47002
47,3,269,195,72.49,23,8.55,47003
47,4,283,224,79.15,15,5.3,47004
47,5,274,215,78.47,13,4.74,47005
47,6,224,179,79.91,15,6.7,47006
47,7,190,143,75.26,12,6.32,47007
47,8,244,202,82.79,9,3.69,47008
47,9,193,152,78.76,11,5.7,47009
47,10,308,254,82.47,8,2.6,47010
47,11,184,152,82.61,7,3.8,47011
47,12,286,223,77.97,21,7.34,47012
47,13,250,201,80.4,10,4.0,47013
47,14,236,206,87.29,8,3.39,47014
47,15,337,274,81.31,18,5.34,47015
47,16,269,210,78.07,15,5.58,47016
47,17,214,173,80.84,12,5.61,47017
47,18,223,175,78.48,17,7.62,47018
47,19,294,240,81.63,17,5.78,47019
47,20,241,191,79.25,8,3.32,47020
47,21,252,209,82.94,11,4.37,47021
47,22,281,216,76.87,20,7.12,47022
47,23,302,240,79.47,14,4.64,47023
47,24,225,183,81.33,7,3.11,47024
47,25,238,208,87.39,9,3.78,47025
47,26,274,230,83.94,4,1.46,47026
47,27,219,181,82.65,14,6.39,47027
47,28,242,198,81.82,4,1.65,47028
47,29,256,221,86.33,12,4.69,47029
47,30,280,238,85.0,9,3.21,47030
47,31,215,167,77.67,8,3.72,47031
47,32,302,245,81.13,11,3.64,47032
47,33,170,141,82.94,8,4.71,47033
47,34,265,213,80.38,14,5.28,47034
47,35,225,189,84.0,10,4.44,47035
47,36,287,241,83.97,16,5.57,47036
47,37,248,211,85.08,11,4.44,47037
47,38,234,187,79.91,13,5.56,47038
47,39,253,213,84.19,13,5.14,47039
47,40,311,238,76.53,15,4.82,47040
47,41,280,234,83.57,14,5.0,47041
47,42,252,214,84.92,12,4.76,47042
47,43,209,175,83.73,8,3.83,47043
47,44,164,115,70.12,21,12.8,47044
47,45,248,207,83.47,9,3.63,47045
47,46,232,184,79.31,16,6.9,47046
47,47,229,187,81.66,14,6.11,47047
47,48,27,7,25.93,6,22.22,47048
48,1,230,189,82.17,11,4.78,48001
48,2,136,107,78.68,3,2.21,48002
48,3,238,172,72.27,23,9.66,48003
48,4,221,168,76.02,12,5.43,48004
48,5,165,132,80.0,8,4.85,48005
48,6,274,178,64.96,38,13.87,48006
48,7,260,202,77.69,7,2.69,48007
48,8,135,109,80.74,3,2.22,48008
48,9,144,98,68.06,20,13.89,48009
48,10,359,298,83.01,13,3.62,48010
48,11,236,201,85.17,8,3.39,48011
48,12,288,217,75.35,20,6.94,48012
48,13,295,204,69.15,30,10.17,48013
48,14,123,92,74.8,10,8.13,48014
48,15,127,91,71.65,12,9.45,48015
48,16,230,168,73.04,20,8.7,48016
48,17,236,175,74.15,30,12.71,48017
48,18,178,98,55.06,30,16.85,48018
48,19,225,167,74.22,15,6.67,48019
48,20,306,240,78.43,13,4.25,48020
48,21,250,161,64.4,35,14.0,48021
48,22,257,195,75.88,22,8.56,48022
48,23,266,206,77.44,20,7.52,48023
48,24,225,159,70.67,17,7.56,48024
48,25,267,227,85.02,9,3.37,48025
48,26,93,71,76.34,6,6.45,48026
48,27,229,167,72.93,21,9.17,48027
48,28,230,144,62.61,26,11.3,48028
48,29,141,107,75.89,16,11.35,48029
48,30,232,184,79.31,12,5.17,48030
48,31,243,170,69.96,27,11.11,48031
48,32,221,150,67.87,19,8.6,48032
48,33,155,112,72.26,8,5.16,48033
48,34,208,156,75.0,11,5.29,48034
48,35,148,85,57.43,27,18.24,48035
48,36,163,123,75.46,11,6.75,48036
