ward,precinct,total,Pat Quinn,Pat Quinn Percent,Renato Mariotti,Renato Mariotti Percent,Scott Drury,Scott Drury Percent,Nancy Rotering,Nancy Rotering Percent,Kwame Raoul,Kwame Raoul Percent,Jesse Ruiz,Jesse Ruiz Percent,Sharon Fairley,Sharon Fairley Percent,Aaron Goldstein,Aaron Goldstein Percent,precinct_id
11,35,85,29,34.12,4,4.71,1,1.18,1,1.18,39,45.88,7,8.24,3,3.53,1,1.18,11035
11,36,96,41,42.71,7,7.29,6,6.25,9,9.38,19,19.79,2,2.08,9,9.38,3,3.13,11036
11,37,82,35,42.68,3,3.66,5,6.1,4,4.88,23,28.05,3,3.66,7,8.54,2,2.44,11037
11,38,116,24,20.69,6,5.17,7,6.03,8,6.9,30,25.86,15,12.93,19,16.38,7,6.03,11038
12,1,230,73,31.74,13,5.65,12,5.22,7,3.04,39,16.96,59,25.65,13,5.65,14,6.09,12001
12,2,177,54,30.51,7,3.95,9,5.08,9,5.08,24,13.56,62,35.03,10,5.65,2,1.13,12002
12,3,300,77,25.67,3,1.0,17,5.67,19,6.33,52,17.33,90,30.0,27,9.0,15,5.0,12003
12,4,245,76,31.02,4,1.63,16,6.53,17,6.94,35,14.29,69,28.16,16,6.53,12,4.9,12004
12,5,207,69,33.33,7,3.38,9,4.35,10,4.83,45,21.74,47,22.71,14,6.76,6,2.9,12005
12,6,192,56,29.17,9,4.69,6,3.13,10,5.21,32,16.67,68,35.42,8,4.17,3,1.56,12006
12,7,174,43,24.71,7,4.02,7,4.02,12,6.9,28,16.09,44,25.29,14,8.05,19,10.92,12007
12,8,230,70,30.43,13,5.65,11,4.78,15,6.52,41,17.83,65,28.26,12,5.22,3,1.3,12008
12,9,176,59,33.52,3,1.7,8,4.55,6,3.41,30,17.05,54,30.68,12,6.82,4,2.27,12009
12,10,215,73,33.95,2,0.93,3,1.4,11,5.12,36,16.74,70,32.56,11,5.12,9,4.19,12010
12,11,190,57,30.0,0,0.0,4,2.11,9,4.74,21,11.05,93,48.95,4,2.11,2,1.05,12011
12,12,184,61,33.15,3,1.63,11,5.98,7,3.8,22,11.96,63,34.24,7,3.8,10,5.43,12012
12,13,220,56,25.45,7,3.18,14,6.36,15,6.82,29,13.18,82,37.27,5,2.27,12,5.45,12013
12,14,173,51,29.48,1,0.58,1,0.58,8,4.62,22,12.72,77,44.51,4,2.31,9,5.2,12014
12,15,180,54,30.0,5,2.78,9,5.0,6,3.33,26,14.44,68,37.78,9,5.0,3,1.67,12015
12,16,145,47,32.41,2,1.38,3,2.07,4,2.76,19,13.1,67,46.21,1,0.69,2,1.38,12016
12,17,191,59,30.89,7,3.66,9,4.71,13,6.81,25,13.09,68,35.6,9,4.71,1,0.52,12017
12,18,132,46,34.85,2,1.52,0,0.0,3,2.27,22,16.67,49,37.12,6,4.55,4,3.03,12018
12,19,189,56,29.63,4,2.12,12,6.35,14,7.41,26,13.76,60,31.75,11,5.82,6,3.17,12019
12,20,217,60,27.65,5,2.3,5,2.3,12,5.53,28,12.9,82,37.79,14,6.45,11,5.07,12020
12,21,203,68,33.5,2,0.99,10,4.93,19,9.36,24,11.82,55,27.09,23,11.33,2,0.99,12021
12,22,164,45,27.44,1,0.61,6,3.66,10,6.1,18,10.98,64,39.02,8,4.88,12,7.32,12022
12,23,229,78,34.06,4,1.75,18,7.86,7,3.06,32,13.97,65,28.38,16,6.99,9,3.93,12023
13,1,197,87,44.16,8,4.06,21,10.66,8,4.06,27,13.71,33,16.75,11,5.58,2,1.02,13001
13,2,210,87,41.43,12,5.71,14,6.67,20,9.52,40,19.05,14,6.67,15,7.14,8,3.81,13002
13,3,165,73,44.24,9,5.45,11,6.67,7,4.24,18,10.91,36,21.82,8,4.85,3,1.82,13003
13,4,210,94,44.76,14,6.67,20,9.52,17,8.1,20,9.52,32,15.24,9,4.29,4,1.9,13004
13,5,228,99,43.42,4,1.75,18,7.89,13,5.7,25,10.96,57,25.0,9,3.95,3,1.32,13005
13,6,234,119,50.85,7,2.99,24,10.26,11,4.7,24,10.26,38,16.24,5,2.14,6,2.56,13006
13,7,146,63,43.15,6,4.11,7,4.79,8,5.48,28,19.18,24,16.44,8,5.48,2,1.37,13007
13,8,162,64,39.51,8,4.94,18,11.11,9,5.56,30,18.52,26,16.05,6,3.7,1,0.62,13008
13,9,171,59,34.5,5,2.92,15,8.77,7,4.09,24,14.04,51,29.82,5,2.92,5,2.92,13009
13,10,194,71,36.6,4,2.06,31,15.98,16,8.25,30,15.46,25,12.89,13,6.7,4,2.06,13010
13,11,239,99,41.42,7,2.93,21,8.79,20,8.37,31,12.97,41,17.15,11,4.6,9,3.77,13011
13,12,165,55,33.33,9,5.45,15,9.09,7,4.24,27,16.36,40,24.24,6,3.64,6,3.64,13012
13,13,206,108,52.43,4,1.94,14,6.8,15,7.28,21,10.19,38,18.45,5,2.43,1,0.49,13013
13,14,172,65,37.79,3,1.74,23,13.37,8,4.65,16,9.3,41,23.84,4,2.33,12,6.98,13014
13,15,309,135,43.69,8,2.59,17,5.5,19,6.15,30,9.71,77,24.92,14,4.53,9,2.91,13015
13,16,125,60,48.0,3,2.4,11,8.8,6,4.8,10,8.0,27,21.6,3,2.4,5,4.0,13016
13,17,189,87,46.03,7,3.7,21,11.11,14,7.41,19,10.05,24,12.7,15,7.94,2,1.06,13017
13,18,169,66,39.05,3,1.78,13,7.69,15,8.88,21,12.43,24,14.2,24,14.2,3,1.78,13018
13,19,158,75,47.47,3,1.9,10,6.33,8,5.06,17,10.76,36,22.78,8,5.06,1,0.63,13019
13,20,123,49,39.84,7,5.69,10,8.13,14,11.38,20,16.26,10,8.13,9,7.32,4,3.25,13020
13,21,223,96,43.05,6,2.69,30,13.45,19,8.52,45,20.18,15,6.73,6,2.69,6,2.69,13021
13,22,225,78,34.67,10,4.44,31,13.78,18,8.0,32,14.22,31,13.78,18,8.0,7,3.11,13022
13,23,137,70,51.09,6,4.38,6,4.38,4,2.92,20,14.6,24,17.52,4,2.92,3,2.19,13023
13,24,191,83,43.46,4,2.09,12,6.28,13,6.81,19,9.95,46,24.08,11,5.76,3,1.57,13024
13,25,182,66,36.26,5,2.75,17,9.34,2,1.1,36,19.78,42,23.08,10,5.49,4,2.2,13025
13,26,173,80,46.24,7,4.05,11,6.36,6,3.47,21,12.14,35,20.23,12,6.94,1,0.58,13026
13,27,208,91,43.75,5,2.4,20,9.62,13,6.25,32,15.38,28,13.46,17,8.17,2,0.96,13027
13,28,165,78,47.27,3,1.82,15,9.09,6,3.64,22,13.33,35,21.21,5,3.03,1,0.61,13028
13,29,149,59,39.6,2,1.34,8,5.37,9,6.04,15,10.07,41,27.52,10,6.71,5,3.36,13029
13,30,169,70,41.42,6,3.55,12,7.1,12,7.1,25,14.79,38,22.49,1,0.59,5,2.96,13030
13,31,234,109,46.58,4,1.71,30,12.82,14,5.98,29,12.39,24,10.26,15,6.41,9,3.85,13031
13,32,181,65,35.91,5,2.76,26,14.36,8,4.42,35,19.34,21,11.6,19,10.5,2,1.1,13032
13,33,229,94,41.05,7,3.06,32,13.97,16,6.99,37,16.16,27,11.79,11,4.8,5,2.18,13033
13,34,274,115,41.97,4,1.46,12,4.38,18,6.57,36,13.14,69,25.18,12,4.38,8,2.92,13034
13,35,208,94,45.19,4,1.92,14,6.73,9,4.33,30,14.42,52,25.0,3,1.44,2,0.96,13035
13,36,115,48,41.74,1,0.87,9,7.83,6,5.22,19,16.52,29,25.22,3,2.61,0,0.0,13036
13,37,259,89,34.36,3,1.16,16,6.18,15,5.79,79,30.5,38,14.67,11,4.25,8,3.09,13037
13,38,195,74,37.95,7,3.59,25,12.82,17,8.72,28,14.36,27,13.85,12,6.15,5,2.56,13038
13,39,200,82,41.0,6,3.0,11,5.5,9,4.5,36,18.0,39,19.5,12,6.0,5,2.5,13039
13,40,210,93,44.29,8,3.81,20,9.52,11,5.24,20,9.52,41,19.52,13,6.19,4,1.9,13040
13,41,193,90,46.63,5,2.59,8,4.15,6,3.11,31,16.06,41,21.24,7,3.63,5,2.59,13041
13,42,231,94,40.69,8,3.46,30,12.99,22,9.52,43,18.61,21,9.09,10,4.33,3,1.3,13042
13,43,226,107,47.35,9,3.98,16,7.08,6,2.65,32,14.16,36,15.93,12,5.31,8,3.54,13043
13,44,219,119,54.34,4,1.83,4,1.83,11,5.02,16,7.31,54,24.66,9,4.11,2,0.91,13044
13,45,253,112,44.27,13,5.14,31,12.25,8,3.16,40,15.81,34,13.44,10,3.95,5,1.98,13045
13,46,226,109,48.23,7,3.1,7,3.1,14,6.19,29,12.83,47,20.8,5,2.21,8,3.54,13046
13,47,196,84,42.86,4,2.04,11,5.61,9,4.59,20,10.2,57,29.08,6,3.06,5,2.55,13047
13,48,214,96,44.86,14,6.54,25,11.68,10,4.67,22,10.28,29,13.55,16,7.48,2,0.93,13048
14,1,280,105,37.5,12,4.29,35,12.5,11,3.93,42,15.0,48,17.14,22,7.86,5,1.79,14001
14,2,259,85,32.82,2,0.77,6,2.32,9,3.47,29,11.2,101,39.0,19,7.34,8,3.09,14002
14,3,165,46,27.88,1,0.61,8,4.85,8,4.85,21,12.73,69,41.82,4,2.42,8,4.85,14003
14,4,261,80,30.65,11,4.21,28,10.73,19,7.28,31,11.88,79,30.27,9,3.45,4,1.53,14004
14,5,253,95,37.55,6,2.37,9,3.56,6,2.37,18,7.11,103,40.71,11,4.35,5,1.98,14005
14,6,99,18,18.18,3,3.03,1,1.01,6,6.06,5,5.05,64,64.65,0,0.0,2,2.02,14006
14,7,198,46,23.23,4,2.02,11,5.56,20,10.1,15,7.58,87,43.94,9,4.55,6,3.03,14007
14,8,203,56,27.59,7,3.45,7,3.45,9,4.43,14,6.9,97,47.78,5,2.46,8,3.94,14008
14,9,282,92,32.62,8,2.84,35,12.41,12,4.26,41,14.54,70,24.82,20,7.09,4,1.42,14009
14,10,125,43,34.4,4,3.2,7,5.6,7,5.6,7,5.6,47,37.6,8,6.4,2,1.6,14010
14,11,129,31,24.03,0,0.0,1,0.78,2,1.55,5,3.88,86,66.67,0,0.0,4,3.1,14011
14,12,223,69,30.94,5,2.24,10,4.48,5,2.24,25,11.21,90,40.36,11,4.93,8,3.59,14012
14,13,187,43,22.99,4,2.14,5,2.67,8,4.28,19,10.16,92,49.2,12,6.42,4,2.14,14013
14,14,212,59,27.83,3,1.42,2,0.94,10,4.72,7,3.3,118,55.66,6,2.83,7,3.3,14014
14,15,196,62,31.63,3,1.53,7,3.57,9,4.59,18,9.18,84,42.86,8,4.08,5,2.55,14015
14,16,153,60,39.22,5,3.27,6,3.92,9,5.88,20,13.07,40,26.14,4,2.61,9,5.88,14016
14,17,174,58,33.33,2,1.15,4,2.3,4,2.3,19,10.92,78,44.83,6,3.45,3,1.72,14017
14,18,97,41,42.27,2,2.06,4,4.12,5,5.15,9,9.28,28,28.87,4,4.12,4,4.12,14018
14,19,200,72,36.0,2,1.0,5,2.5,13,6.5,12,6.0,86,43.0,6,3.0,4,2.0,14019
14,20,126,47,37.3,0,0.0,3,2.38,6,4.76,14,11.11,39,30.95,6,4.76,11,8.73,14020
14,21,208,73,35.1,3,1.44,8,3.85,11,5.29,13,6.25,86,41.35,4,1.92,10,4.81,14021
14,22,259,72,27.8,10,3.86,19,7.34,24,9.27,43,16.6,67,25.87,17,6.56,7,2.7,14022
14,23,170,67,39.41,7,4.12,16,9.41,10,5.88,20,11.76,44,25.88,6,3.53,0,0.0,14023
14,24,303,107,35.31,11,3.63,39,12.87,13,4.29,31,10.23,79,26.07,20,6.6,3,0.99,14024
14,25,126,40,31.75,1,0.79,4,3.17,5,3.97,12,9.52,57,45.24,1,0.79,6,4.76,14025
14,26,151,51,33.77,0,0.0,7,4.64,6,3.97,20,13.25,63,41.72,3,1.99,1,0.66,14026
14,27,194,66,34.02,6,3.09,6,3.09,13,6.7,13,6.7,80,41.24,5,2.58,5,2.58,14027
14,28,138,42,30.43,1,0.72,9,6.52,10,7.25,11,7.97,53,38.41,7,5.07,5,3.62,14028
14,29,188,50,26.6,5,2.66,13,6.91,6,3.19,13,6.91,91,48.4,3,1.6,7,3.72,14029
14,30,109,40,36.7,6,5.5,0,0.0,5,4.59,8,7.34,46,42.2,2,1.83,2,1.83,14030
14,31,101,49,48.51,5,4.95,3,2.97,5,4.95,7,6.93,25,24.75,3,2.97,4,3.96,14031
15,1,175,44,25.14,8,4.57,4,2.29,9,5.14,18,10.29,79,45.14,6,3.43,7,4.0,15001
15,2,114,36,31.58,1,0.88,4,3.51,4,3.51,57,50.0,3,2.63,6,5.26,3,2.63,15002
15,3,126,32,25.4,1,0.79,2,1.59,5,3.97,71,56.35,3,2.38,10,7.94,2,1.59,15003
15,4,179,64,35.75,5,2.79,1,0.56,7,3.91,17,9.5,75,41.9,5,2.79,5,2.79,15004
15,5,154,47,30.52,6,3.9,9,5.84,7,4.55,24,15.58,55,35.71,4,2.6,2,1.3,15005
15,6,161,53,32.92,3,1.86,9,5.59,5,3.11,18,11.18,60,37.27,5,3.11,8,4.97,15006
15,7,129,30,23.26,3,2.33,5,3.88,4,3.1,65,50.39,5,3.88,15,11.63,2,1.55,15007
15,8,157,51,32.48,2,1.27,6,3.82,11,7.01,17,10.83,60,38.22,4,2.55,6,3.82,15008
15,9,217,78,35.94,9,4.15,6,2.76,16,7.37,31,14.29,64,29.49,4,1.84,9,4.15,15009
15,10,216,74,34.26,9,4.17,18,8.33,5,2.31,28,12.96,65,30.09,8,3.7,9,4.17,15010
15,11,181,55,30.39,5,2.76,13,7.18,4,2.21,23,12.71,69,38.12,9,4.97,3,1.66,15011
15,12,196,62,31.63,4,2.04,6,3.06,7,3.57,21,10.71,82,41.84,10,5.1,4,2.04,15012
15,13,160,61,38.13,6,3.75,3,1.88,5,3.13,15,9.38,58,36.25,0,0.0,12,7.5,15013
15,14,154,55,35.71,4,2.6,0,0.0,3,1.95,16,10.39,65,42.21,5,3.25,6,3.9,15014
15,15,125,47,37.6,1,0.8,4,3.2,4,3.2,16,12.8,48,38.4,3,2.4,2,1.6,15015
15,16,188,54,28.72,5,2.66,4,2.13,8,4.26,49,26.06,54,28.72,6,3.19,8,4.26,15016
15,17,161,38,23.6,8,4.97,2,1.24,1,0.62,97,60.25,4,2.48,11,6.83,0,0.0,15017
15,18,104,22,21.15,0,0.0,3,2.88,6,5.77,66,63.46,4,3.85,3,2.88,0,0.0,15018
15,19,186,58,31.18,6,3.23,4,2.15,8,4.3,59,31.72,34,18.28,9,4.84,8,4.3,15019
15,20,118,25,21.19,1,0.85,3,2.54,5,4.24,70,59.32,3,2.54,7,5.93,4,3.39,15020
15,21,135,32,23.7,0,0.0,2,1.48,4,2.96,76,56.3,4,2.96,13,9.63,4,2.96,15021
15,22,128,44,34.38,1,0.78,1,0.78,4,3.13,62,48.44,4,3.13,11,8.59,1,0.78,15022
15,23,141,41,29.08,0,0.0,2,1.42,5,3.55,82,58.16,3,2.13,7,4.96,1,0.71,15023
15,24,114,29,25.44,2,1.75,4,3.51,7,6.14,57,50.0,3,2.63,11,9.65,1,0.88,15024
16,1,191,69,36.13,2,1.05,3,1.57,9,4.71,20,10.47,77,40.31,8,4.19,3,1.57,16001
16,2,158,32,20.25,0,0.0,6,3.8,1,0.63,96,60.76,13,8.23,9,5.7,1,0.63,16002
16,3,116,35,30.17,1,0.86,4,3.45,3,2.59,66,56.9,0,0.0,6,5.17,1,0.86,16003
16,4,133,32,24.06,1,0.75,2,1.5,5,3.76,75,56.39,7,5.26,9,6.77,2,1.5,16004
16,5,115,33,28.7,0,0.0,6,5.22,2,1.74,63,54.78,1,0.87,9,7.83,1,0.87,16005
16,6,149,46,30.87,3,2.01,2,1.34,3,2.01,87,58.39,3,2.01,5,3.36,0,0.0,16006
16,7,139,41,29.5,1,0.72,2,1.44,4,2.88,69,49.64,13,9.35,7,5.04,2,1.44,16007
16,8,98,31,31.63,0,0.0,4,4.08,4,4.08,44,44.9,9,9.18,5,5.1,1,1.02,16008
16,9,175,42,24.0,5,2.86,3,1.71,8,4.57,96,54.86,3,1.71,11,6.29,7,4.0,16009
16,10,127,28,22.05,2,1.57,6,4.72,4,3.15,72,56.69,4,3.15,11,8.66,0,0.0,16010
16,11,121,35,28.93,4,3.31,2,1.65,1,0.83,48,39.67,19,15.7,10,8.26,2,1.65,16011
16,12,118,24,20.34,0,0.0,4,3.39,6,5.08,65,55.08,9,7.63,8,6.78,2,1.69,16012
16,13,118,41,34.75,1,0.85,2,1.69,9,7.63,31,26.27,22,18.64,6,5.08,6,5.08,16013
16,14,121,24,19.83,1,0.83,8,6.61,8,6.61,73,60.33,3,2.48,4,3.31,0,0.0,16014
16,15,174,35,20.11,3,1.72,7,4.02,4,2.3,108,62.07,7,4.02,9,5.17,1,0.57,16015
16,16,164,41,25.0,7,4.27,4,2.44,2,1.22,101,61.59,1,0.61,7,4.27,1,0.61,16016
16,17,141,35,24.82,3,2.13,5,3.55,4,2.84,56,39.72,28,19.86,5,3.55,5,3.55,16017
16,18,147,37,25.17,3,2.04,5,3.4,8,5.44,62,42.18,22,14.97,8,5.44,2,1.36,16018
16,19,123,34,27.64,0,0.0,3,2.44,5,4.07,53,43.09,12,9.76,11,8.94,5,4.07,16019
16,20,131,37,28.24,2,1.53,2,1.53,7,5.34,70,53.44,3,2.29,7,5.34,3,2.29,16020
16,21,124,42,33.87,1,0.81,7,5.65,5,4.03,62,50.0,3,2.42,4,3.23,0,0.0,16021
16,22,119,33,27.73,5,4.2,2,1.68,4,3.36,64,53.78,5,4.2,6,5.04,0,0.0,16022
16,23,131,35,26.72,1,0.76,1,0.76,6,4.58,43,32.82,37,28.24,5,3.82,3,2.29,16023
16,24,85,31,36.47,2,2.35,1,1.18,2,2.35,42,49.41,1,1.18,4,4.71,2,2.35,16024
16,25,185,42,22.7,1,0.54,8,4.32,9,4.86,103,55.68,5,2.7,14,7.57,3,1.62,16025
16,26,139,37,26.62,3,2.16,5,3.6,1,0.72,72,51.8,9,6.47,9,6.47,3,2.16,16026
16,27,134,35,26.12,2,1.49,4,2.99,2,1.49,66,49.25,4,2.99,18,13.43,3,2.24,16027
16,28,168,35,20.83,3,1.79,7,4.17,6,3.57,101,60.12,5,2.98,11,6.55,0,0.0,16028
16,29,132,45,34.09,2,1.52,2,1.52,3,2.27,68,51.52,5,3.79,7,5.3,0,0.0,16029
16,30,123,26,21.14,1,0.81,4,3.25,3,2.44,62,50.41,8,6.5,17,13.82,2,1.63,16030
16,31,178,46,25.84,1,0.56,4,2.25,5,2.81,106,59.55,6,3.37,10,5.62,0,0.0,16031
16,32,147,43,29.25,5,3.4,4,2.72,9,6.12,32,21.77,43,29.25,5,3.4,6,4.08,16032
16,33,133,38,28.57,0,0.0,3,2.26,4,3.01,75,56.39,3,2.26,7,5.26,3,2.26,16033
16,34,121,24,19.83,5,4.13,6,4.96,7,5.79,69,57.02,3,2.48,6,4.96,1,0.83,16034
16,35,186,56,30.11,5,2.69,6,3.23,6,3.23,50,26.88,46,24.73,9,4.84,8,4.3,16035
16,36,122,33,27.05,1,0.82,3,2.46,2,1.64,67,54.92,2,1.64,13,10.66,1,0.82,16036
17,1,162,39,24.07,5,3.09,9,5.56,4,2.47,55,33.95,37,22.84,7,4.32,6,3.7,17001
17,2,175,35,20.0,0,0.0,5,2.86,2,1.14,110,62.86,8,4.57,15,8.57,0,0.0,17002
17,3,185,45,24.32,1,0.54,5,2.7,5,2.7,106,57.3,7,3.78,13,7.03,3,1.62,17003
17,4,266,66,24.81,4,1.5,9,3.38,5,1.88,154,57.89,8,3.01,17,6.39,3,1.13,17004
17,5,161,45,27.95,1,0.62,3,1.86,2,1.24,90,55.9,4,2.48,16,9.94,0,0.0,17005
17,6,161,49,30.43,6,3.73,7,4.35,2,1.24,80,49.69,7,4.35,9,5.59,1,0.62,17006
17,7,114,34,29.82,0,0.0,6,5.26,6,5.26,42,36.84,19,16.67,5,4.39,2,1.75,17007
17,8,135,28,20.74,2,1.48,3,2.22,2,1.48,81,60.0,4,2.96,14,10.37,1,0.74,17008
17,9,158,33,20.89,3,1.9,5,3.16,4,2.53,92,58.23,4,2.53,16,10.13,1,0.63,17009
17,10,268,59,22.01,1,0.37,6,2.24,7,2.61,162,60.45,9,3.36,22,8.21,2,0.75,17010
17,11,148,30,20.27,0,0.0,6,4.05,6,4.05,83,56.08,5,3.38,15,10.14,3,2.03,17011
17,12,212,62,29.25,6,2.83,9,4.25,6,2.83,77,36.32,31,14.62,17,8.02,4,1.89,17012
17,13,179,48,26.82,5,2.79,5,2.79,5,2.79,102,56.98,5,2.79,7,3.91,2,1.12,17013
17,14,189,56,29.63,3,1.59,4,2.12,9,4.76,68,35.98,34,17.99,12,6.35,3,1.59,17014
17,15,200,54,27.0,1,0.5,2,1.0,2,1.0,118,59.0,4,2.0,14,7.0,5,2.5,17015
17,16,146,44,30.14,5,3.42,2,1.37,8,5.48,60,41.1,16,10.96,10,6.85,1,0.68,17016
17,17,170,40,23.53,2,1.18,3,1.76,6,3.53,89,52.35,11,6.47,17,10.0,2,1.18,17017
17,18,234,48,20.51,4,1.71,6,2.56,2,0.85,146,62.39,9,3.85,16,6.84,3,1.28,17018
17,19,113,31,27.43,1,0.88,6,5.31,2,1.77,61,53.98,3,2.65,7,6.19,2,1.77,17019
17,20,278,58,20.86,2,0.72,4,1.44,7,2.52,174,62.59,3,1.08,30,10.79,0,0.0,17020
17,21,301,48,15.95,7,2.33,5,1.66,2,0.66,206,68.44,8,2.66,24,7.97,1,0.33,17021
17,22,182,40,21.98,4,2.2,5,2.75,2,1.1,113,62.09,7,3.85,10,5.49,1,0.55,17022
17,23,130,34,26.15,2,1.54,3,2.31,2,1.54,67,51.54,2,1.54,19,14.62,1,0.77,17023
17,24,242,60,24.79,7,2.89,8,3.31,5,2.07,133,54.96,6,2.48,20,8.26,3,1.24,17024
17,25,132,32,24.24,0,0.0,1,0.76,5,3.79,79,59.85,9,6.82,5,3.79,1,0.76,17025
17,26,217,53,24.42,2,0.92,5,2.3,6,2.76,130,59.91,6,2.76,13,5.99,2,0.92,17026
17,27,196,45,22.96,5,2.55,5,2.55,4,2.04,114,58.16,6,3.06,14,7.14,3,1.53,17027
17,28,149,37,24.83,1,0.67,2,1.34,1,0.67,88,59.06,1,0.67,15,10.07,4,2.68,17028
17,29,185,46,24.86,2,1.08,2,1.08,8,4.32,106,57.3,6,3.24,12,6.49,3,1.62,17029
17,30,118,33,27.97,4,3.39,5,4.24,4,3.39,39,33.05,24,20.34,8,6.78,1,0.85,17030
17,31,111,21,18.92,3,2.7,4,3.6,2,1.8,63,56.76,7,6.31,10,9.01,1,0.9,17031
17,32,143,35,24.48,2,1.4,8,5.59,0,0.0,86,60.14,3,2.1,7,4.9,2,1.4,17032
17,33,110,24,21.82,2,1.82,2,1.82,5,4.55,59,53.64,3,2.73,13,11.82,2,1.82,17033
17,34,144,41,28.47,4,2.78,7,4.86,3,2.08,74,51.39,3,2.08,10,6.94,2,1.39,17034
17,35,133,29,21.8,2,1.5,1,0.75,2,1.5,86,64.66,3,2.26,10,7.52,0,0.0,17035
17,36,193,42,21.76,5,2.59,5,2.59,3,1.55,109,56.48,5,2.59,21,10.88,3,1.55,17036
17,37,167,36,21.56,2,1.2,6,3.59,4,2.4,97,58.08,3,1.8,14,8.38,5,2.99,17037
17,38,171,51,29.82,0,0.0,3,1.75,5,2.92,96,56.14,2,1.17,13,7.6,1,0.58,17038
17,39,197,37,18.78,2,1.02,3,1.52,3,1.52,130,65.99,1,0.51,21,10.66,0,0.0,17039
17,40,239,51,21.34,3,1.26,3,1.26,0,0.0,157,65.69,4,1.67,21,8.79,0,0.0,17040
17,41,262,63,24.05,3,1.15,3,1.15,5,1.91,162,61.83,6,2.29,19,7.25,1,0.38,17041
18,1,158,35,22.15,0,0.0,4,2.53,4,2.53,80,50.63,20,12.66,15,9.49,0,0.0,18001
18,2,149,46,30.87,2,1.34,7,4.7,6,4.03,41,27.52,36,24.16,7,4.7,4,2.68,18002
18,3,150,37,24.67,4,2.67,14,9.33,13,8.67,46,30.67,21,14.0,13,8.67,2,1.33,18003
18,4,265,59,22.26,1,0.38,6,2.26,5,1.89,169,63.77,2,0.75,18,6.79,5,1.89,18004
18,5,140,31,22.14,6,4.29,3,2.14,2,1.43,77,55.0,9,6.43,10,7.14,2,1.43,18005
18,6,174,36,20.69,3,1.72,16,9.2,5,2.87,71,40.8,27,15.52,10,5.75,6,3.45,18006
18,7,193,54,27.98,1,0.52,10,5.18,7,3.63,98,50.78,10,5.18,12,6.22,1,0.52,18007
18,8,225,46,20.44,1,0.44,2,0.89,8,3.56,144,64.0,4,1.78,16,7.11,4,1.78,18008
18,9,259,64,24.71,3,1.16,4,1.54,11,4.25,150,57.92,6,2.32,18,6.95,3,1.16,18009
18,10,325,67,20.62,1,0.31,6,1.85,6,1.85,218,67.08,6,1.85,18,5.54,3,0.92,18010
18,11,180,51,28.33,5,2.78,11,6.11,5,2.78,74,41.11,17,9.44,16,8.89,1,0.56,18011
18,12,206,33,16.02,6,2.91,6,2.91,6,2.91,129,62.62,5,2.43,18,8.74,3,1.46,18012
18,13,240,59,24.58,1,0.42,2,0.83,6,2.5,151,62.92,6,2.5,14,5.83,1,0.42,18013
18,14,228,50,21.93,2,0.88,3,1.32,5,2.19,145,63.6,6,2.63,13,5.7,4,1.75,18014
18,15,235,67,28.51,5,2.13,10,4.26,5,2.13,91,38.72,40,17.02,14,5.96,3,1.28,18015
18,16,200,48,24.0,4,2.0,2,1.0,5,2.5,125,62.5,2,1.0,13,6.5,1,0.5,18016
18,17,202,54,26.73,4,1.98,6,2.97,7,3.47,98,48.51,16,7.92,15,7.43,2,0.99,18017
18,18,227,55,24.23,2,0.88,2,0.88,6,2.64,134,59.03,8,3.52,18,7.93,2,0.88,18018
18,19,249,55,22.09,3,1.2,6,2.41,6,2.41,156,62.65,5,2.01,17,6.83,1,0.4,18019
18,20,184,31,16.85,0,0.0,4,2.17,2,1.09,130,70.65,3,1.63,13,7.07,1,0.54,18020
18,21,279,50,17.92,3,1.08,9,3.23,4,1.43,171,61.29,10,3.58,28,10.04,4,1.43,18021
18,22,295,70,23.73,4,1.36,8,2.71,6,2.03,179,60.68,8,2.71,16,5.42,4,1.36,18022
18,23,183,39,21.31,3,1.64,4,2.19,5,2.73,110,60.11,7,3.83,14,7.65,1,0.55,18023
18,24,167,57,34.13,6,3.59,13,7.78,6,3.59,32,19.16,37,22.16,11,6.59,5,2.99,18024
18,25,183,69,37.7,5,2.73,17,9.29,5,2.73,38,20.77,34,18.58,13,7.1,2,1.09,18025
18,26,292,62,21.23,2,0.68,5,1.71,6,2.05,189,64.73,5,1.71,18,6.16,5,1.71,18026
18,27,161,40,24.84,5,3.11,2,1.24,4,2.48,87,54.04,6,3.73,13,8.07,4,2.48,18027
18,28,177,54,30.51,10,5.65,15,8.47,12,6.78,43,24.29,27,15.25,12,6.78,4,2.26,18028
18,29,222,48,21.62,4,1.8,9,4.05,11,4.95,115,51.8,19,8.56,15,6.76,1,0.45,18029
18,30,191,68,35.6,3,1.57,21,10.99,8,4.19,36,18.85,37,19.37,13,6.81,5,2.62,18030
18,31,220,46,20.91,1,0.45,6,2.73,8,3.64,118,53.64,16,7.27,18,8.18,7,3.18,18031
18,32,254,50,19.69,4,1.57,3,1.18,8,3.15,173,68.11,8,3.15,8,3.15,0,0.0,18032
18,33,180,43,23.89,5,2.78,6,3.33,1,0.56,113,62.78,3,1.67,8,4.44,1,0.56,18033
18,34,301,50,16.61,3,1.0,5,1.66,9,2.99,207,68.77,3,1.0,22,7.31,2,0.66,18034
18,35,300,63,21.0,3,1.0,3,1.0,9,3.0,190,63.33,7,2.33,24,8.0,1,0.33,18035
