ward,precinct,total,Marcelino Garcia,Marcelino Garcia Percent,Debra Shore,Debra Shore Percent,Kari K. Steele,Kari K. Steele Percent,Martin J. Durkan,Martin J. Durkan Percent,precinct_id
21,6,291,58,19.93,93,31.96,97,33.33,43,14.78,21006
21,7,447,76,17.0,138,30.87,157,35.12,76,17.0,21007
21,8,401,55,13.72,140,34.91,133,33.17,73,18.2,21008
21,9,503,75,14.91,164,32.6,167,33.2,97,19.28,21009
21,10,347,56,16.14,114,32.85,119,34.29,58,16.71,21010
21,11,335,39,11.64,121,36.12,116,34.63,59,17.61,21011
21,12,347,53,15.27,117,33.72,117,33.72,60,17.29,21012
21,13,365,66,18.08,121,33.15,115,31.51,63,17.26,21013
21,14,521,70,13.44,173,33.21,177,33.97,101,19.39,21014
21,15,317,48,15.14,99,31.23,109,34.38,61,19.24,21015
21,16,337,48,14.24,108,32.05,106,31.45,75,22.26,21016
21,17,292,41,14.04,96,32.88,95,32.53,60,20.55,21017
21,18,433,70,16.17,143,33.03,141,32.56,79,18.24,21018
21,19,427,60,14.05,142,33.26,146,34.19,79,18.5,21019
21,20,303,52,17.16,106,34.98,95,31.35,50,16.5,21020
21,21,342,55,16.08,112,32.75,111,32.46,64,18.71,21021
21,22,368,54,14.67,128,34.78,118,32.07,68,18.48,21022
21,23,376,50,13.3,123,32.71,135,35.9,68,18.09,21023
21,24,423,80,18.91,128,30.26,145,34.28,70,16.55,21024
21,25,370,52,14.05,125,33.78,133,35.95,60,16.22,21025
21,26,331,52,15.71,108,32.63,113,34.14,58,17.52,21026
21,27,374,64,17.11,118,31.55,125,33.42,67,17.91,21027
21,28,454,89,19.6,151,33.26,137,30.18,77,16.96,21028
21,29,406,57,14.04,137,33.74,135,33.25,77,18.97,21029
21,30,311,57,18.33,103,33.12,92,29.58,59,18.97,21030
21,31,350,57,16.29,109,31.14,118,33.71,66,18.86,21031
21,32,387,63,16.28,135,34.88,129,33.33,60,15.5,21032
21,33,341,43,12.61,119,34.9,114,33.43,65,19.06,21033
21,34,299,46,15.38,106,35.45,89,29.77,58,19.4,21034
21,35,479,76,15.87,168,35.07,161,33.61,74,15.45,21035
21,36,403,68,16.87,136,33.75,127,31.51,72,17.87,21036
21,37,334,57,17.07,105,31.44,111,33.23,61,18.26,21037
21,38,291,53,18.21,88,30.24,96,32.99,54,18.56,21038
21,39,239,43,17.99,78,32.64,81,33.89,37,15.48,21039
21,40,337,53,15.73,116,34.42,109,32.34,59,17.51,21040
21,41,407,69,16.95,144,35.38,135,33.17,59,14.5,21041
21,42,427,67,15.69,141,33.02,144,33.72,75,17.56,21042
21,43,365,51,13.97,117,32.05,125,34.25,72,19.73,21043
21,44,394,57,14.47,125,31.73,147,37.31,65,16.5,21044
21,45,325,47,14.46,101,31.08,120,36.92,57,17.54,21045
21,46,406,66,16.26,140,34.48,123,30.3,77,18.97,21046
21,47,325,53,16.31,113,34.77,105,32.31,54,16.62,21047
21,48,347,54,15.56,118,34.01,118,34.01,57,16.43,21048
21,49,492,70,14.23,161,32.72,174,35.37,87,17.68,21049
21,50,282,58,20.57,94,33.33,89,31.56,41,14.54,21050
21,51,362,51,14.09,119,32.87,127,35.08,65,17.96,21051
21,52,386,59,15.28,129,33.42,128,33.16,70,18.13,21052
21,53,325,46,14.15,101,31.08,119,36.62,59,18.15,21053
21,54,329,55,16.72,111,33.74,97,29.48,66,20.06,21054
22,1,249,53,21.29,86,34.54,64,25.7,46,18.47,22001
22,2,427,161,37.7,110,25.76,91,21.31,65,15.22,22002
22,3,356,199,55.9,67,18.82,48,13.48,42,11.8,22003
22,4,224,112,50.0,54,24.11,32,14.29,26,11.61,22004
22,5,232,121,52.16,45,19.4,38,16.38,28,12.07,22005
22,6,249,121,48.59,52,20.88,43,17.27,33,13.25,22006
22,7,194,91,46.91,42,21.65,38,19.59,23,11.86,22007
22,8,450,154,34.22,116,25.78,100,22.22,80,17.78,22008
22,9,211,111,52.61,44,20.85,33,15.64,23,10.9,22009
22,10,338,172,50.89,72,21.3,53,15.68,41,12.13,22010
22,11,251,132,52.59,50,19.92,40,15.94,29,11.55,22011
22,12,280,111,39.64,57,20.36,54,19.29,58,20.71,22012
22,13,259,128,49.42,60,23.17,48,18.53,23,8.88,22013
22,14,235,98,41.7,57,24.26,49,20.85,31,13.19,22014
22,15,202,110,54.46,35,17.33,32,15.84,25,12.38,22015
22,16,188,100,53.19,33,17.55,23,12.23,32,17.02,22016
22,17,296,148,50.0,58,19.59,51,17.23,39,13.18,22017
22,18,213,115,53.99,44,20.66,27,12.68,27,12.68,22018
22,19,105,19,18.1,31,29.52,41,39.05,14,13.33,22019
22,20,221,133,60.18,35,15.84,22,9.95,31,14.03,22020
22,21,354,62,17.51,106,29.94,129,36.44,57,16.1,22021
22,22,227,106,46.7,53,23.35,36,15.86,32,14.1,22022
22,23,502,110,21.91,156,31.08,154,30.68,82,16.33,22023
22,24,266,135,50.75,50,18.8,41,15.41,40,15.04,22024
22,25,237,132,55.7,43,18.14,33,13.92,29,12.24,22025
23,1,353,66,18.7,92,26.06,80,22.66,115,32.58,23001
23,2,295,87,29.49,76,25.76,56,18.98,76,25.76,23002
23,3,323,71,21.98,80,24.77,62,19.2,110,34.06,23003
23,4,395,102,25.82,93,23.54,82,20.76,118,29.87,23004
23,5,307,125,40.72,70,22.8,46,14.98,66,21.5,23005
23,6,323,109,33.75,79,24.46,63,19.5,72,22.29,23006
23,7,219,109,49.77,38,17.35,24,10.96,48,21.92,23007
23,8,366,110,30.05,90,24.59,64,17.49,102,27.87,23008
23,9,272,108,39.71,62,22.79,45,16.54,57,20.96,23009
23,10,360,127,35.28,75,20.83,71,19.72,87,24.17,23010
23,11,297,130,43.77,63,21.21,52,17.51,52,17.51,23011
23,12,342,60,17.54,86,25.15,73,21.35,123,35.96,23012
23,13,198,95,47.98,35,17.68,27,13.64,41,20.71,23013
23,14,295,70,23.73,63,21.36,60,20.34,102,34.58,23014
23,15,213,106,49.77,41,19.25,33,15.49,33,15.49,23015
23,16,369,78,21.14,90,24.39,74,20.05,127,34.42,23016
23,17,130,67,51.54,19,14.62,16,12.31,28,21.54,23017
23,18,298,68,22.82,78,26.17,69,23.15,83,27.85,23018
23,19,237,114,48.1,50,21.1,36,15.19,37,15.61,23019
23,20,153,69,45.1,33,21.57,20,13.07,31,20.26,23020
23,21,375,83,22.13,83,22.13,89,23.73,120,32.0,23021
23,22,313,76,24.28,82,26.2,63,20.13,92,29.39,23022
23,23,326,71,21.78,83,25.46,70,21.47,102,31.29,23023
23,24,239,101,42.26,46,19.25,38,15.9,54,22.59,23024
23,25,263,105,39.92,55,20.91,39,14.83,64,24.33,23025
23,26,280,115,41.07,56,20.0,51,18.21,58,20.71,23026
23,27,348,64,18.39,93,26.72,83,23.85,108,31.03,23027
23,28,317,84,26.5,71,22.4,57,17.98,105,33.12,23028
23,29,282,69,24.47,61,21.63,51,18.09,101,35.82,23029
23,30,329,122,37.08,65,19.76,64,19.45,78,23.71,23030
23,31,206,96,46.6,36,17.48,39,18.93,35,16.99,23031
23,32,298,108,36.24,64,21.48,54,18.12,72,24.16,23032
23,33,277,119,42.96,58,20.94,50,18.05,50,18.05,23033
23,34,240,117,48.75,41,17.08,30,12.5,52,21.67,23034
23,35,217,58,26.73,52,23.96,47,21.66,60,27.65,23035
23,36,328,74,22.56,84,25.61,75,22.87,95,28.96,23036
23,37,355,68,19.15,92,25.92,80,22.54,115,32.39,23037
23,38,276,66,23.91,64,23.19,50,18.12,96,34.78,23038
23,39,265,111,41.89,55,20.75,42,15.85,57,21.51,23039
24,1,251,37,14.74,77,30.68,90,35.86,47,18.73,24001
24,2,243,42,17.28,69,28.4,88,36.21,44,18.11,24002
24,3,208,32,15.38,70,33.65,77,37.02,29,13.94,24003
24,4,183,30,16.39,58,31.69,60,32.79,35,19.13,24004
24,5,108,17,15.74,29,26.85,41,37.96,21,19.44,24005
24,6,249,47,18.88,62,24.9,95,38.15,45,18.07,24006
24,7,173,61,35.26,52,30.06,38,21.97,22,12.72,24007
24,8,111,20,18.02,26,23.42,46,41.44,19,17.12,24008
24,9,194,43,22.16,59,30.41,63,32.47,29,14.95,24009
24,10,113,26,23.01,41,36.28,33,29.2,13,11.5,24010
24,11,216,37,17.13,57,26.39,89,41.2,33,15.28,24011
24,12,138,24,17.39,41,29.71,51,36.96,22,15.94,24012
24,13,91,7,7.69,31,34.07,39,42.86,14,15.38,24013
24,14,182,35,19.23,43,23.63,63,34.62,41,22.53,24014
24,15,93,13,13.98,30,32.26,31,33.33,19,20.43,24015
24,16,313,124,39.62,77,24.6,63,20.13,49,15.65,24016
24,17,185,30,16.22,57,30.81,71,38.38,27,14.59,24017
24,18,288,41,14.24,99,34.38,90,31.25,58,20.14,24018
24,19,330,63,19.09,91,27.58,116,35.15,60,18.18,24019
24,20,179,29,16.2,58,32.4,65,36.31,27,15.08,24020
24,21,107,19,17.76,39,36.45,34,31.78,15,14.02,24021
24,22,264,42,15.91,80,30.3,101,38.26,41,15.53,24022
24,23,183,39,21.31,53,28.96,60,32.79,31,16.94,24023
24,24,271,46,16.97,80,29.52,91,33.58,54,19.93,24024
24,25,178,28,15.73,49,27.53,80,44.94,21,11.8,24025
24,26,457,63,13.79,144,31.51,167,36.54,83,18.16,24026
24,27,290,45,15.52,76,26.21,104,35.86,65,22.41,24027
24,28,193,35,18.13,53,27.46,77,39.9,28,14.51,24028
24,29,225,27,12.0,68,30.22,87,38.67,43,19.11,24029
24,30,157,31,19.75,44,28.03,58,36.94,24,15.29,24030
24,31,252,38,15.08,63,25.0,100,39.68,51,20.24,24031
24,32,141,23,16.31,33,23.4,56,39.72,29,20.57,24032
24,33,147,23,15.65,40,27.21,57,38.78,27,18.37,24033
24,34,201,33,16.42,60,29.85,78,38.81,30,14.93,24034
24,35,206,31,15.05,60,29.13,82,39.81,33,16.02,24035
24,36,321,63,19.63,80,24.92,126,39.25,52,16.2,24036
24,37,132,20,15.15,37,28.03,55,41.67,20,15.15,24037
24,38,253,42,16.6,80,31.62,92,36.36,39,15.42,24038
24,39,303,80,26.4,76,25.08,100,33.0,47,15.51,24039
24,40,255,43,16.86,69,27.06,91,35.69,52,20.39,24040
24,41,204,27,13.24,60,29.41,75,36.76,42,20.59,24041
25,1,311,135,43.41,75,24.12,60,19.29,41,13.18,25001
25,2,353,126,35.69,95,26.91,83,23.51,49,13.88,25002
25,3,384,75,19.53,134,34.9,114,29.69,61,15.89,25003
25,4,294,62,21.09,89,30.27,89,30.27,54,18.37,25004
25,5,353,132,37.39,86,24.36,81,22.95,54,15.3,25005
25,6,126,35,27.78,33,26.19,36,28.57,22,17.46,25006
25,7,348,138,39.66,100,28.74,68,19.54,42,12.07,25007
25,8,333,136,40.84,81,24.32,66,19.82,50,15.02,25008
25,9,312,119,38.14,93,29.81,64,20.51,36,11.54,25009
25,10,387,74,19.12,133,34.37,122,31.52,58,14.99,25010
25,11,380,146,38.42,94,24.74,88,23.16,52,13.68,25011
25,12,325,113,34.77,94,28.92,73,22.46,45,13.85,25012
25,13,318,128,40.25,83,26.1,64,20.13,43,13.52,25013
25,14,193,40,20.73,65,33.68,48,24.87,40,20.73,25014
25,15,280,106,37.86,71,25.36,63,22.5,40,14.29,25015
25,16,347,64,18.44,121,34.87,108,31.12,54,15.56,25016
25,17,387,139,35.92,103,26.61,93,24.03,52,13.44,25017
25,18,139,31,22.3,40,28.78,37,26.62,31,22.3,25018
25,19,365,134,36.71,99,27.12,77,21.1,55,15.07,25019
25,20,213,39,18.31,65,30.52,72,33.8,37,17.37,25020
25,21,544,129,23.71,182,33.46,153,28.13,80,14.71,25021
25,22,301,121,40.2,76,25.25,64,21.26,40,13.29,25022
25,23,426,183,42.96,101,23.71,85,19.95,57,13.38,25023
25,24,331,139,41.99,90,27.19,65,19.64,37,11.18,25024
25,25,349,85,24.36,113,32.38,99,28.37,52,14.9,25025
25,26,269,116,43.12,63,23.42,51,18.96,39,14.5,25026
25,27,314,59,18.79,109,34.71,97,30.89,49,15.61,25027
25,28,355,139,39.15,88,24.79,80,22.54,48,13.52,25028
25,29,271,70,25.83,75,27.68,78,28.78,48,17.71,25029
25,30,310,136,43.87,77,24.84,58,18.71,39,12.58,25030
25,31,366,90,24.59,124,33.88,105,28.69,47,12.84,25031
25,32,266,107,40.23,64,24.06,48,18.05,47,17.67,25032
26,1,324,80,24.69,102,31.48,86,26.54,56,17.28,26001
26,2,263,87,33.08,71,27.0,59,22.43,46,17.49,26002
26,3,343,63,18.37,111,32.36,106,30.9,63,18.37,26003
26,4,125,51,40.8,33,26.4,25,20.0,16,12.8,26004
26,5,273,84,30.77,85,31.14,70,25.64,34,12.45,26005
26,6,194,84,43.3,49,25.26,35,18.04,26,13.4,26006
26,7,291,62,21.31,107,36.77,73,25.09,49,16.84,26007
26,8,129,56,43.41,30,23.26,25,19.38,18,13.95,26008
26,9,239,109,45.61,50,20.92,49,20.5,31,12.97,26009
26,10,262,96,36.64,72,27.48,66,25.19,28,10.69,26010
26,11,236,95,40.25,64,27.12,45,19.07,32,13.56,26011
26,12,234,84,35.9,68,29.06,49,20.94,33,14.1,26012
26,13,114,48,42.11,30,26.32,15,13.16,21,18.42,26013
26,14,182,69,37.91,45,24.73,40,21.98,28,15.38,26014
26,15,105,46,43.81,25,23.81,16,15.24,18,17.14,26015
26,16,126,56,44.44,26,20.63,23,18.25,21,16.67,26016
26,17,194,51,26.29,64,32.99,53,27.32,26,13.4,26017
26,18,153,63,41.18,37,24.18,32,20.92,21,13.73,26018
26,19,131,62,47.33,27,20.61,24,18.32,18,13.74,26019
26,20,229,79,34.5,63,27.51,51,22.27,36,15.72,26020
26,21,297,72,24.24,96,32.32,81,27.27,48,16.16,26021
26,22,106,49,46.23,24,22.64,16,15.09,17,16.04,26022
26,23,152,69,45.39,32,21.05,24,15.79,27,17.76,26023
26,24,226,86,38.05,61,26.99,50,22.12,29,12.83,26024
26,25,201,77,38.31,57,28.36,40,19.9,27,13.43,26025
26,26,161,43,26.71,50,31.06,45,27.95,23,14.29,26026
26,27,360,113,31.39,107,29.72,78,21.67,62,17.22,26027
26,28,413,104,25.18,126,30.51,121,29.3,62,15.01,26028
26,29,164,52,31.71,51,31.1,37,22.56,24,14.63,26029
26,30,226,77,34.07,67,29.65,55,24.34,27,11.95,26030
26,31,111,50,45.05,23,20.72,26,23.42,12,10.81,26031
26,32,271,69,25.46,86,31.73,73,26.94,43,15.87,26032
26,33,272,79,29.04,82,30.15,73,26.84,38,13.97,26033
26,34,385,87,22.6,132,34.29,99,25.71,67,17.4,26034
26,35,262,89,33.97,76,29.01,52,19.85,45,17.18,26035
26,36,248,65,26.21,78,31.45,74,29.84,31,12.5,26036
26,37,250,67,26.8,82,32.8,61,24.4,40,16.0,26037
26,38,87,37,42.53,24,27.59,12,13.79,14,16.09,26038
26,39,270,75,27.78,80,29.63,74,27.41,41,15.19,26039
26,40,166,69,41.57,43,25.9,36,21.69,18,10.84,26040
26,41,253,88,34.78,75,29.64,62,24.51,28,11.07,26041
26,42,197,61,30.96,63,31.98,43,21.83,30,15.23,26042
26,43,123,60,48.78,26,21.14,21,17.07,16,13.01,26043
26,44,149,71,47.65,30,20.13,27,18.12,21,14.09,26044
26,45,81,29,35.8,22,27.16,14,17.28,16,19.75,26045
26,46,162,33,20.37,55,33.95,48,29.63,26,16.05,26046
26,47,106,55,51.89,24,22.64,15,14.15,12,11.32,26047
26,48,242,62,25.62,78,32.23,71,29.34,31,12.81,26048
26,49,104,47,45.19,28,26.92,17,16.35,12,11.54,26049
27,1,343,66,19.24,108,31.49,104,30.32,65,18.95,27001
27,2,306,56,18.3,87,28.43,93,30.39,70,22.88,27002
27,3,201,28,13.93,63,31.34,68,33.83,42,20.9,27003
27,4,166,22,13.25,54,32.53,57,34.34,33,19.88,27004
27,5,232,47,20.26,70,30.17,68,29.31,47,20.26,27005
27,6,271,51,18.82,79,29.15,87,32.1,54,19.93,27006
27,7,403,103,25.56,130,32.26,110,27.3,60,14.89,27007
27,8,216,36,16.67,69,31.94,63,29.17,48,22.22,27008
27,9,166,26,15.66,53,31.93,57,34.34,30,18.07,27009
27,10,452,82,18.14,136,30.09,147,32.52,87,19.25,27010
27,11,271,56,20.66,99,36.53,79,29.15,37,13.65,27011
27,12,180,31,17.22,65,36.11,52,28.89,32,17.78,27012
27,13,525,94,17.9,161,30.67,164,31.24,106,20.19,27013
27,14,141,22,15.6,46,32.62,46,32.62,27,19.15,27014
27,15,139,25,17.99,36,25.9,47,33.81,31,22.3,27015
27,16,208,46,22.12,68,32.69,65,31.25,29,13.94,27016
27,17,248,55,22.18,66,26.61,91,36.69,36,14.52,27017
27,18,192,36,18.75,60,31.25,65,33.85,31,16.15,27018
27,19,138,22,15.94,39,28.26,55,39.86,22,15.94,27019
27,20,153,25,16.34,46,30.07,49,32.03,33,21.57,27020
27,21,267,50,18.73,87,32.58,88,32.96,42,15.73,27021
27,22,192,44,22.92,53,27.6,65,33.85,30,15.63,27022
27,23,292,43,14.73,86,29.45,100,34.25,63,21.58,27023
27,24,169,49,28.99,41,24.26,48,28.4,31,18.34,27024
27,25,284,52,18.31,82,28.87,103,36.27,47,16.55,27025
27,26,274,58,21.17,80,29.2,83,30.29,53,19.34,27026
27,27,311,54,17.36,95,30.55,103,33.12,59,18.97,27027
27,28,181,43,23.76,55,30.39,54,29.83,29,16.02,27028
27,29,172,39,22.67,46,26.74,55,31.98,32,18.6,27029
27,30,161,27,16.77,51,31.68,53,32.92,30,18.63,27030
27,31,312,69,22.12,99,31.73,84,26.92,60,19.23,27031
27,32,254,43,16.93,86,33.86,83,32.68,42,16.54,27032
27,33,264,41,15.53,90,34.09,80,30.3,53,20.08,27033
27,34,220,35,15.91,75,34.09,68,30.91,42,19.09,27034
27,35,352,75,21.31,113,32.1,109,30.97,55,15.63,27035
27,36,263,39,14.83,81,30.8,86,32.7,57,21.67,27036
27,37,354,71,20.06,106,29.94,111,31.36,66,18.64,27037
27,38,540,100,18.52,184,34.07,154,28.52,102,18.89,27038
27,39,284,36,12.68,86,30.28,104,36.62,58,20.42,27039
27,40,363,64,17.63,114,31.4,111,30.58,74,20.39,27040
27,41,343,62,18.08,104,30.32,107,31.2,70,20.41,27041
27,42,225,42,18.67,69,30.67,82,36.44,32,14.22,27042
27,43,211,45,21.33,59,27.96,64,30.33,43,20.38,27043
27,44,224,29,12.95,71,31.7,66,29.46,58,25.89,27044
27,45,433,93,21.48,147,33.95,127,29.33,66,15.24,27045
27,46,195,39,20.0,70,35.9,57,29.23,29,14.87,27046
27,47,259,52,20.08,85,32.82,72,27.8,50,19.31,27047
27,48,401,85,21.2,127,31.67,129,32.17,60,14.96,27048
27,49,228,34,14.91,74,32.46,76,33.33,44,19.3,27049
27,50,258,55,21.32,73,28.29,87,33.72,43,16.67,27050
28,1,203,35,17.24,69,33.99,63,31.03,36,17.73,28001
28,2,213,28,13.15,76,35.68,70,32.86,39,18.31,28002
28,3,208,28,13.46,66,31.73,69,33.17,45,21.63,28003
28,4,190,46,24.21,59,31.05,52,27.37,33,17.37,28004
28,5,213,34,15.96,60,28.17,73,34.27,46,21.6,28005
28,6,206,47,22.82,58,28.16,70,33.98,31,15.05,28006
28,7,230,32,13.91,69,30.0,80,34.78,49,21.3,28007
28,8,228,47,20.61,72,31.58,75,32.89,34,14.91,28008
28,9,253,41,16.21,85,33.6,83,32.81,44,17.39,28009
28,10,372,91,24.46,116,31.18,110,29.57,55,14.78,28010
28,11,392,105,26.79,113,28.83,120,30.61,54,13.78,28011
28,12,245,36,14.69,78,31.84,85,34.69,46,18.78,28012
28,13,232,49,21.12,73,31.47,68,29.31,42,18.1,28013
28,14,235,32,13.62,74,31.49,76,32.34,53,22.55,28014
28,15,67,16,23.88,19,28.36,20,29.85,12,17.91,28015
28,16,173,19,10.98,55,31.79,58,33.53,41,23.7,28016
28,17,208,33,15.87,71,34.13,60,28.85,44,21.15,28017
28,18,213,33,15.49,70,32.86,78,36.62,32,15.02,28018
28,19,253,69,27.27,77,30.43,68,26.88,39,15.42,28019
28,20,253,37,14.62,86,33.99,79,31.23,51,20.16,28020
28,21,228,35,15.35,73,32.02,75,32.89,45,19.74,28021
28,22,274,44,16.06,85,31.02,86,31.39,59,21.53,28022
28,23,301,39,12.96,95,31.56,104,34.55,63,20.93,28023
28,24,221,30,13.57,78,35.29,71,32.13,42,19.0,28024
28,25,420,67,15.95,137,32.62,135,32.14,81,19.29,28025
28,26,269,42,15.61,77,28.62,86,31.97,64,23.79,28026
28,27,342,69,20.18,112,32.75,104,30.41,57,16.67,28027
28,28,411,91,22.14,135,32.85,120,29.2,65,15.82,28028
28,29,109,19,17.43,32,29.36,38,34.86,20,18.35,28029
28,30,66,5,7.58,21,31.82,23,34.85,17,25.76,28030
28,31,459,95,20.7,145,31.59,145,31.59,74,16.12,28031
28,32,231,37,16.02,77,33.33,77,33.33,40,17.32,28032
28,33,291,42,14.43,91,31.27,94,32.3,64,21.99,28033
28,34,371,62,16.71,102,27.49,128,34.5,79,21.29,28034
28,35,279,47,16.85,91,32.62,86,30.82,55,19.71,28035
28,36,106,15,14.15,31,29.25,41,38.68,19,17.92,28036
28,37,326,55,16.87,111,34.05,97,29.75,63,19.33,28037
28,38,98,14,14.29,31,31.63,32,32.65,21,21.43,28038
28,39,164,22,13.41,46,28.05,59,35.98,37,22.56,28039
28,40,383,61,15.93,118,30.81,122,31.85,82,21.41,28040
28,41,223,47,21.08,69,30.94,70,31.39,37,16.59,28041
28,42,249,35,14.06,89,35.74,73,29.32,52,20.88,28042
28,43,275,41,14.91,86,31.27,82,29.82,66,24.0,28043
28,44,192,38,19.79,55,28.65,62,32.29,37,19.27,28044
28,45,218,49,22.48,77,35.32,66,30.28,26,11.93,28045
28,46,495,114,23.03,146,29.49,158,31.92,77,15.56,28046
29,1,582,117,20.1,178,30.58,171,29.38,116,19.93,29001
29,2,525,89,16.95,176,33.52,162,30.86,98,18.67,29002
29,3,323,69,21.36,105,32.51,93,28.79,56,17.34,29003
29,4,450,74,16.44,138,30.67,146,32.44,92,20.44,29004
29,5,222,44,19.82,71,31.98,71,31.98,36,16.22,29005
29,6,266,34,12.78,88,33.08,86,32.33,58,21.8,29006
29,7,439,83,18.91,141,32.12,133,30.3,82,18.68,29007
29,8,240,31,12.92,72,30.0,80,33.33,57,23.75,29008
29,9,488,106,21.72,151,30.94,139,28.48,92,18.85,29009
29,10,543,116,21.36,164,30.2,175,32.23,88,16.21,29010
29,11,205,37,18.05,66,32.2,66,32.2,36,17.56,29011
29,12,483,99,20.5,143,29.61,156,32.3,85,17.6,29012
29,13,324,47,14.51,102,31.48,107,33.02,68,20.99,29013
29,14,342,51,14.91,104,30.41,119,34.8,68,19.88,29014
29,15,497,87,17.51,155,31.19,156,31.39,99,19.92,29015
29,16,447,59,13.2,154,34.45,142,31.77,92,20.58,29016
29,17,404,53,13.12,131,32.43,120,29.7,100,24.75,29017
29,18,358,58,16.2,108,30.17,117,32.68,75,20.95,29018
29,19,423,66,15.6,140,33.1,141,33.33,76,17.97,29019
29,20,409,56,13.69,141,34.47,125,30.56,87,21.27,29020
29,21,339,68,20.06,113,33.33,101,29.79,57,16.81,29021
29,22,270,59,21.85,82,30.37,77,28.52,52,19.26,29022
29,23,362,83,22.93,109,30.11,101,27.9,69,19.06,29023
29,24,341,72,21.11,100,29.33,110,32.26,59,17.3,29024
29,25,494,88,17.81,163,33.0,153,30.97,90,18.22,29025
29,26,429,93,21.68,136,31.7,136,31.7,64,14.92,29026
29,27,310,51,16.45,93,30.0,100,32.26,66,21.29,29027
29,28,459,75,16.34,145,31.59,146,31.81,93,20.26,29028
29,29,276,70,25.36,87,31.52,64,23.19,55,19.93,29029
29,30,518,119,22.97,157,30.31,142,27.41,100,19.31,29030
29,31,259,72,27.8,71,27.41,62,23.94,54,20.85,29031
29,32,219,51,23.29,59,26.94,56,25.57,53,24.2,29032
29,33,302,46,15.23,96,31.79,100,33.11,60,19.87,29033
29,34,170,28,16.47,54,31.76,52,30.59,36,21.18,29034
29,35,238,45,18.91,80,33.61,79,33.19,34,14.29,29035
29,36,369,52,14.09,122,33.06,116,31.44,79,21.41,29036
29,37,331,54,16.31,114,34.44,95,28.7,68,20.54,29037
29,38,271,81,29.89,77,28.41,61,22.51,52,19.19,29038
29,39,278,97,34.89,66,23.74,59,21.22,56,20.14,29039
29,40,423,80,18.91,133,31.44,144,34.04,66,15.6,29040
29,41,268,54,20.15,86,32.09,77,28.73,51,19.03,29041
29,42,368,49,13.32,125,33.97,128,34.78,66,17.93,29042
29,43,499,116,23.25,155,31.06,153,30.66,75,15.03,29043
29,44,497,109,21.93,128,25.75,159,31.99,101,20.32,29044
30,1,373,109,29.22,107,28.69,85,22.79,72,19.3,30001
30,2,246,89,36.18,63,25.61,49,19.92,45,18.29,30002
30,3,285,68,23.86,90,31.58,78,27.37,49,17.19,30003
30,4,245,74,30.2,65,26.53,53,21.63,53,21.63,30004
30,5,138,65,47.1,31,22.46,22,15.94,20,14.49,30005
30,6,240,81,33.75,67,27.92,47,19.58,45,18.75,30006
30,7,304,79,25.99,88,28.95,76,25.0,61,20.07,30007
30,8,420,131,31.19,135,32.14,89,21.19,65,15.48,30008
30,9,211,58,27.49,61,28.91,42,19.91,50,23.7,30009
30,10,223,97,43.5,58,26.01,33,14.8,35,15.7,30010
30,11,204,81,39.71,52,25.49,35,17.16,36,17.65,30011
30,12,145,59,40.69,34,23.45,26,17.93,26,17.93,30012
30,13,221,79,35.75,56,25.34,44,19.91,42,19.0,30013
30,14,134,57,42.54,36,26.87,21,15.67,20,14.93,30014
30,15,410,81,19.76,141,34.39,106,25.85,82,20.0,30015
30,16,76,30,39.47,17,22.37,16,21.05,13,17.11,30016
30,17,327,102,31.19,97,29.66,70,21.41,58,17.74,30017
30,18,340,94,27.65,112,32.94,90,26.47,44,12.94,30018
30,19,231,99,42.86,53,22.94,33,14.29,46,19.91,30019
30,20,294,86,29.25,92,31.29,62,21.09,54,18.37,30020
30,21,192,61,31.77,48,25.0,45,23.44,38,19.79,30021
30,22,380,97,25.53,116,30.53,105,27.63,62,16.32,30022
30,23,244,69,28.28,72,29.51,61,25.0,42,17.21,30023
30,24,356,99,27.81,110,30.9,95,26.69,52,14.61,30024
30,25,389,110,28.28,126,32.39,92,23.65,61,15.68,30025
30,26,181,48,26.52,52,28.73,44,24.31,37,20.44,30026
30,27,148,50,33.78,42,28.38,34,22.97,22,14.86,30027
30,28,382,84,21.99,127,33.25,95,24.87,76,19.9,30028
30,29,127,54,42.52,33,25.98,22,17.32,18,14.17,30029
30,30,73,34,46.58,15,20.55,10,13.7,14,19.18,30030
30,31,175,48,27.43,48,27.43,43,24.57,36,20.57,30031
30,32,265,69,26.04,88,33.21,62,23.4,46,17.36,30032
31,1,128,67,52.34,21,16.41,19,14.84,21,16.41,31001
31,2,146,63,43.15,34,23.29,31,21.23,18,12.33,31002
31,3,139,52,37.41,34,24.46,26,18.71,27,19.42,31003
31,4,304,96,31.58,90,29.61,72,23.68,46,15.13,31004
31,5,236,84,35.59,67,28.39,52,22.03,33,13.98,31005
31,6,140,60,42.86,36,25.71,21,15.0,23,16.43,31006
31,7,376,103,27.39,121,32.18,98,26.06,54,14.36,31007
31,8,152,43,28.29,48,31.58,29,19.08,32,21.05,31008
31,9,190,66,34.74,55,28.95,43,22.63,26,13.68,31009
31,10,184,55,29.89,47,25.54,42,22.83,40,21.74,31010
31,11,111,45,40.54,31,27.93,21,18.92,14,12.61,31011
31,12,132,46,34.85,36,27.27,29,21.97,21,15.91,31012
31,13,208,87,41.83,56,26.92,35,16.83,30,14.42,31013
31,14,204,68,33.33,48,23.53,50,24.51,38,18.63,31014
