ward,precinct,total,Kimberly Neely Dubuclet,Kimberly Neely Dubuclet Percent,precinct_id
45,43,154,154,100.0,45043
45,44,135,135,100.0,45044
45,45,82,82,100.0,45045
45,46,102,102,100.0,45046
45,47,100,100,100.0,45047
45,48,91,91,100.0,45048
46,1,165,165,100.0,46001
46,2,195,195,100.0,46002
46,3,247,247,100.0,46003
46,4,198,198,100.0,46004
46,5,173,173,100.0,46005
46,6,152,152,100.0,46006
46,7,254,254,100.0,46007
46,8,148,148,100.0,46008
46,9,230,230,100.0,46009
46,10,229,229,100.0,46010
46,11,164,164,100.0,46011
46,12,245,245,100.0,46012
46,13,182,182,100.0,46013
46,14,205,205,100.0,46014
46,15,185,185,100.0,46015
46,16,231,231,100.0,46016
46,17,244,244,100.0,46017
46,18,207,207,100.0,46018
46,19,162,162,100.0,46019
46,20,164,164,100.0,46020
46,21,131,131,100.0,46021
46,22,106,106,100.0,46022
46,23,157,157,100.0,46023
46,24,226,226,100.0,46024
46,25,184,184,100.0,46025
46,26,205,205,100.0,46026
46,27,245,245,100.0,46027
46,28,236,236,100.0,46028
46,29,163,163,100.0,46029
46,30,189,189,100.0,46030
46,31,174,174,100.0,46031
46,32,192,192,100.0,46032
46,33,211,211,100.0,46033
46,34,211,211,100.0,46034
46,35,184,184,100.0,46035
46,36,201,201,100.0,46036
46,37,161,161,100.0,46037
46,38,162,162,100.0,46038
46,39,191,191,100.0,46039
46,40,206,206,100.0,46040
47,1,92,92,100.0,47001
47,2,189,189,100.0,47002
47,3,230,230,100.0,47003
47,4,220,220,100.0,47004
47,5,240,240,100.0,47005
47,6,196,196,100.0,47006
47,7,177,177,100.0,47007
47,8,213,213,100.0,47008
47,9,181,181,100.0,47009
47,10,300,300,100.0,47010
47,11,169,169,100.0,47011
47,12,235,235,100.0,47012
47,13,244,244,100.0,47013
47,14,201,201,100.0,47014
47,15,307,307,100.0,47015
47,16,221,221,100.0,47016
47,17,196,196,100.0,47017
47,18,191,191,100.0,47018
47,19,272,272,100.0,47019
47,20,205,205,100.0,47020
47,21,218,218,100.0,47021
47,22,246,246,100.0,47022
47,23,273,273,100.0,47023
47,24,187,187,100.0,47024
47,25,211,211,100.0,47025
47,26,260,260,100.0,47026
47,27,183,183,100.0,47027
47,28,211,211,100.0,47028
47,29,212,212,100.0,47029
47,30,270,270,100.0,47030
47,31,193,193,100.0,47031
47,32,276,276,100.0,47032
47,33,157,157,100.0,47033
47,34,240,240,100.0,47034
47,35,199,199,100.0,47035
47,36,263,263,100.0,47036
47,37,214,214,100.0,47037
47,38,214,214,100.0,47038
47,39,219,219,100.0,47039
47,40,253,253,100.0,47040
47,41,262,262,100.0,47041
47,42,232,232,100.0,47042
47,43,179,179,100.0,47043
47,44,150,150,100.0,47044
47,45,214,214,100.0,47045
47,46,195,195,100.0,47046
47,47,199,199,100.0,47047
47,48,25,25,100.0,47048
48,1,227,227,100.0,48001
48,2,107,107,100.0,48002
48,3,236,236,100.0,48003
48,4,218,218,100.0,48004
48,5,154,154,100.0,48005
48,6,277,277,100.0,48006
48,7,233,233,100.0,48007
48,8,126,126,100.0,48008
48,9,144,144,100.0,48009
48,10,329,329,100.0,48010
48,11,213,213,100.0,48011
48,12,271,271,100.0,48012
48,13,295,295,100.0,48013
48,14,125,125,100.0,48014
48,15,116,116,100.0,48015
48,16,223,223,100.0,48016
48,17,224,224,100.0,48017
48,18,173,173,100.0,48018
48,19,213,213,100.0,48019
48,20,293,293,100.0,48020
48,21,234,234,100.0,48021
48,22,254,254,100.0,48022
48,23,238,238,100.0,48023
48,24,210,210,100.0,48024
48,25,243,243,100.0,48025
48,26,95,95,100.0,48026
48,27,233,233,100.0,48027
48,28,242,242,100.0,48028
48,29,155,155,100.0,48029
48,30,208,208,100.0,48030
48,31,240,240,100.0,48031
48,32,211,211,100.0,48032
48,33,140,140,100.0,48033
48,34,200,200,100.0,48034
48,35,140,140,100.0,48035
48,36,152,152,100.0,48036
48,37,227,227,100.0,48037
48,38,259,259,100.0,48038
48,39,193,193,100.0,48039
48,40,223,223,100.0,48040
48,41,231,231,100.0,48041
48,42,313,313,100.0,48042
48,43,230,230,100.0,48043
48,44,283,283,100.0,48044
48,45,184,184,100.0,48045
48,46,143,143,100.0,48046
49,1,138,138,100.0,49001
49,2,152,152,100.0,49002
49,3,240,240,100.0,49003
49,4,258,258,100.0,49004
49,5,272,272,100.0,49005
49,6,205,205,100.0,49006
49,7,204,204,100.0,49007
49,8,161,161,100.0,49008
49,9,215,215,100.0,49009
49,10,251,251,100.0,49010
49,11,295,295,100.0,49011
49,12,318,318,100.0,49012
49,13,285,285,100.0,49013
49,14,192,192,100.0,49014
49,15,152,152,100.0,49015
49,16,246,246,100.0,49016
49,17,127,127,100.0,49017
49,18,306,306,100.0,49018
49,19,170,170,100.0,49019
49,20,347,347,100.0,49020
49,21,122,122,100.0,49021
49,22,248,248,100.0,49022
49,23,283,283,100.0,49023
49,24,150,150,100.0,49024
49,25,283,283,100.0,49025
49,26,247,247,100.0,49026
49,27,249,249,100.0,49027
49,28,286,286,100.0,49028
49,29,282,282,100.0,49029
49,30,278,278,100.0,49030
49,31,183,183,100.0,49031
49,32,231,231,100.0,49032
49,33,177,177,100.0,49033
50,1,130,130,100.0,50001
50,2,97,97,100.0,50002
50,3,134,134,100.0,50003
50,4,166,166,100.0,50004
50,5,90,90,100.0,50005
50,6,192,192,100.0,50006
50,7,220,220,100.0,50007
50,8,140,140,100.0,50008
50,9,137,137,100.0,50009
50,10,86,86,100.0,50010
50,11,91,91,100.0,50011
50,12,72,72,100.0,50012
50,13,145,145,100.0,50013
50,14,42,42,100.0,50014
50,15,199,199,100.0,50015
50,16,46,46,100.0,50016
50,17,91,91,100.0,50017
50,18,43,43,100.0,50018
50,19,89,89,100.0,50019
50,20,148,148,100.0,50020
50,21,122,122,100.0,50021
50,22,99,99,100.0,50022
50,23,81,81,100.0,50023
50,24,95,95,100.0,50024
50,25,106,106,100.0,50025
50,26,113,113,100.0,50026
50,27,43,43,100.0,50027
50,28,133,133,100.0,50028
50,29,85,85,100.0,50029
50,30,83,83,100.0,50030
50,31,160,160,100.0,50031
50,32,144,144,100.0,50032
50,33,124,124,100.0,50033
50,34,206,206,100.0,50034
50,35,223,223,100.0,50035
50,36,142,142,100.0,50036
50,37,166,166,100.0,50037
50,38,70,70,100.0,50038
50,39,72,72,100.0,50039
50,40,110,110,100.0,50040
