ward,precinct,total,Patrick J. Sherlock,Patrick J. Sherlock Percent,"P. Scott Neville, Jr.","P. Scott Neville, Jr. Percent",Marguerite Anne Quinn,Marguerite Anne Quinn Percent,precinct_id
21,57,104,24,23.08,59,56.73,21,20.19,21057
21,58,105,17,16.19,62,59.05,26,24.76,21058
21,59,141,23,16.31,83,58.87,35,24.82,21059
21,60,136,27,19.85,76,55.88,33,24.26,21060
21,61,111,23,20.72,60,54.05,28,25.23,21061
21,62,105,23,21.9,54,51.43,28,26.67,21062
21,63,176,29,16.48,113,64.2,34,19.32,21063
21,64,58,20,34.48,28,48.28,10,17.24,21064
21,65,206,31,15.05,124,60.19,51,24.76,21065
21,66,112,22,19.64,52,46.43,38,33.93,21066
21,67,127,26,20.47,67,52.76,34,26.77,21067
22,1,49,17,34.69,14,28.57,18,36.73,22001
22,2,33,14,42.42,8,24.24,11,33.33,22002
22,3,63,19,30.16,11,17.46,33,52.38,22003
22,4,54,20,37.04,11,20.37,23,42.59,22004
22,5,67,22,32.84,15,22.39,30,44.78,22005
22,6,75,17,22.67,27,36.0,31,41.33,22006
22,7,103,27,26.21,44,42.72,32,31.07,22007
22,8,66,20,30.3,16,24.24,30,45.45,22008
22,9,72,21,29.17,23,31.94,28,38.89,22009
22,10,83,18,21.69,18,21.69,47,56.63,22010
22,11,72,30,41.67,16,22.22,26,36.11,22011
22,12,70,13,18.57,21,30.0,36,51.43,22012
22,13,89,26,29.21,19,21.35,44,49.44,22013
22,14,52,14,26.92,16,30.77,22,42.31,22014
22,15,60,21,35.0,8,13.33,31,51.67,22015
22,16,105,37,35.24,22,20.95,46,43.81,22016
22,17,70,23,32.86,17,24.29,30,42.86,22017
22,18,80,21,26.25,26,32.5,33,41.25,22018
22,19,49,13,26.53,17,34.69,19,38.78,22019
22,20,63,21,33.33,13,20.63,29,46.03,22020
22,21,102,25,24.51,54,52.94,23,22.55,22021
22,22,63,15,23.81,16,25.4,32,50.79,22022
22,23,83,21,25.3,25,30.12,37,44.58,22023
22,24,69,19,27.54,17,24.64,33,47.83,22024
22,25,95,20,21.05,25,26.32,50,52.63,22025
22,26,65,14,21.54,22,33.85,29,44.62,22026
22,27,70,27,38.57,15,21.43,28,40.0,22027
22,28,45,13,28.89,8,17.78,24,53.33,22028
23,1,145,49,33.79,22,15.17,74,51.03,23001
23,2,58,12,20.69,24,41.38,22,37.93,23002
23,3,161,54,33.54,40,24.84,67,41.61,23003
23,4,123,51,41.46,17,13.82,55,44.72,23004
23,5,44,6,13.64,16,36.36,22,50.0,23005
23,6,105,31,29.52,15,14.29,59,56.19,23006
23,7,124,38,30.65,28,22.58,58,46.77,23007
23,8,106,30,28.3,27,25.47,49,46.23,23008
23,9,114,33,28.95,22,19.3,59,51.75,23009
23,10,140,38,27.14,37,26.43,65,46.43,23010
23,11,328,105,32.01,64,19.51,159,48.48,23011
23,12,151,42,27.81,42,27.81,67,44.37,23012
23,13,156,50,32.05,31,19.87,75,48.08,23013
23,14,70,22,31.43,20,28.57,28,40.0,23014
23,15,116,33,28.45,26,22.41,57,49.14,23015
23,16,155,47,30.32,23,14.84,85,54.84,23016
23,17,40,8,20.0,11,27.5,21,52.5,23017
23,18,210,75,35.71,35,16.67,100,47.62,23018
23,19,110,34,30.91,14,12.73,62,56.36,23019
23,20,124,32,25.81,29,23.39,63,50.81,23020
23,21,103,30,29.13,36,34.95,37,35.92,23021
23,22,142,58,40.85,22,15.49,62,43.66,23022
23,23,106,37,34.91,26,24.53,43,40.57,23023
23,24,45,10,22.22,11,24.44,24,53.33,23024
23,25,48,11,22.92,8,16.67,29,60.42,23025
23,26,124,43,34.68,21,16.94,60,48.39,23026
23,27,182,51,28.02,41,22.53,90,49.45,23027
23,28,114,41,35.96,22,19.3,51,44.74,23028
23,29,63,18,28.57,17,26.98,28,44.44,23029
23,30,84,35,41.67,19,22.62,30,35.71,23030
23,31,79,25,31.65,25,31.65,29,36.71,23031
23,32,89,23,25.84,32,35.96,34,38.2,23032
23,33,151,51,33.77,30,19.87,70,46.36,23033
23,34,96,32,33.33,23,23.96,41,42.71,23034
23,35,80,25,31.25,30,37.5,25,31.25,23035
23,36,128,44,34.38,18,14.06,66,51.56,23036
23,37,74,17,22.97,25,33.78,32,43.24,23037
23,38,109,34,31.19,14,12.84,61,55.96,23038
23,39,277,88,31.77,59,21.3,130,46.93,23039
23,40,96,24,25.0,30,31.25,42,43.75,23040
23,41,92,35,38.04,16,17.39,41,44.57,23041
23,42,83,28,33.73,20,24.1,35,42.17,23042
23,43,146,45,30.82,33,22.6,68,46.58,23043
23,44,103,36,34.95,26,25.24,41,39.81,23044
23,45,97,19,19.59,28,28.87,50,51.55,23045
23,46,126,48,38.1,25,19.84,53,42.06,23046
23,47,161,59,36.65,30,18.63,72,44.72,23047
23,48,62,21,33.87,19,30.65,22,35.48,23048
23,49,225,69,30.67,44,19.56,112,49.78,23049
24,1,127,26,20.47,71,55.91,30,23.62,24001
24,2,55,14,25.45,19,34.55,22,40.0,24002
24,3,67,16,23.88,33,49.25,18,26.87,24003
24,4,74,16,21.62,34,45.95,24,32.43,24004
24,5,89,16,17.98,48,53.93,25,28.09,24005
24,6,100,23,23.0,49,49.0,28,28.0,24006
24,7,77,23,29.87,27,35.06,27,35.06,24007
24,8,65,18,27.69,28,43.08,19,29.23,24008
24,9,79,22,27.85,36,45.57,21,26.58,24009
24,10,73,17,23.29,38,52.05,18,24.66,24010
24,11,119,23,19.33,70,58.82,26,21.85,24011
24,12,71,18,25.35,31,43.66,22,30.99,24012
24,13,58,15,25.86,27,46.55,16,27.59,24013
24,14,99,24,24.24,44,44.44,31,31.31,24014
24,15,65,13,20.0,27,41.54,25,38.46,24015
24,16,56,12,21.43,27,48.21,17,30.36,24016
24,17,58,10,17.24,33,56.9,15,25.86,24017
24,18,110,36,32.73,43,39.09,31,28.18,24018
24,19,154,30,19.48,85,55.19,39,25.32,24019
24,20,59,13,22.03,27,45.76,19,32.2,24020
24,21,43,14,32.56,18,41.86,11,25.58,24021
24,22,158,37,23.42,84,53.16,37,23.42,24022
24,23,121,30,24.79,46,38.02,45,37.19,24023
24,24,137,29,21.17,60,43.8,48,35.04,24024
24,25,79,24,30.38,39,49.37,16,20.25,24025
24,26,86,24,27.91,41,47.67,21,24.42,24026
24,27,132,30,22.73,71,53.79,31,23.48,24027
24,28,111,33,29.73,49,44.14,29,26.13,24028
24,29,115,35,30.43,49,42.61,31,26.96,24029
24,30,69,18,26.09,28,40.58,23,33.33,24030
24,31,90,21,23.33,40,44.44,29,32.22,24031
24,32,100,29,29.0,56,56.0,15,15.0,24032
24,33,82,34,41.46,7,8.54,41,50.0,24033
24,34,83,26,31.33,38,45.78,19,22.89,24034
24,35,126,34,26.98,49,38.89,43,34.13,24035
24,36,117,29,24.79,55,47.01,33,28.21,24036
24,37,90,26,28.89,42,46.67,22,24.44,24037
24,38,109,22,20.18,58,53.21,29,26.61,24038
24,39,82,14,17.07,42,51.22,26,31.71,24039
24,40,118,24,20.34,72,61.02,22,18.64,24040
24,41,62,17,27.42,27,43.55,18,29.03,24041
24,42,59,16,27.12,32,54.24,11,18.64,24042
24,43,107,26,24.3,50,46.73,31,28.97,24043
24,44,145,33,22.76,60,41.38,52,35.86,24044
24,45,58,15,25.86,23,39.66,20,34.48,24045
24,46,95,25,26.32,46,48.42,24,25.26,24046
24,47,74,23,31.08,31,41.89,20,27.03,24047
24,48,102,22,21.57,48,47.06,32,31.37,24048
24,49,186,47,25.27,86,46.24,53,28.49,24049
24,50,170,34,20.0,92,54.12,44,25.88,24050
25,1,76,28,36.84,18,23.68,30,39.47,25001
25,2,89,22,24.72,20,22.47,47,52.81,25002
25,3,43,13,30.23,15,34.88,15,34.88,25003
25,4,92,21,22.83,45,48.91,26,28.26,25004
25,5,88,38,43.18,22,25.0,28,31.82,25005
25,6,64,16,25.0,22,34.38,26,40.63,25006
25,7,48,15,31.25,9,18.75,24,50.0,25007
25,8,61,24,39.34,18,29.51,19,31.15,25008
25,9,92,29,31.52,21,22.83,42,45.65,25009
25,10,44,10,22.73,19,43.18,15,34.09,25010
25,11,78,19,24.36,22,28.21,37,47.44,25011
25,12,59,13,22.03,21,35.59,25,42.37,25012
25,13,71,18,25.35,11,15.49,42,59.15,25013
25,14,42,16,38.1,11,26.19,15,35.71,25014
25,15,72,17,23.61,19,26.39,36,50.0,25015
25,16,35,13,37.14,14,40.0,8,22.86,25016
25,17,128,35,27.34,39,30.47,54,42.19,25017
25,18,78,27,34.62,27,34.62,24,30.77,25018
25,19,66,23,34.85,20,30.3,23,34.85,25019
25,20,100,21,21.0,19,19.0,60,60.0,25020
25,21,83,12,14.46,42,50.6,29,34.94,25021
25,22,47,8,17.02,11,23.4,28,59.57,25022
25,23,109,28,25.69,21,19.27,60,55.05,25023
25,24,92,20,21.74,19,20.65,53,57.61,25024
25,25,64,16,25.0,27,42.19,21,32.81,25025
25,26,28,7,25.0,11,39.29,10,35.71,25026
25,27,55,9,16.36,22,40.0,24,43.64,25027
25,28,89,18,20.22,44,49.44,27,30.34,25028
25,29,142,24,16.9,69,48.59,49,34.51,25029
25,30,74,22,29.73,15,20.27,37,50.0,25030
26,1,40,9,22.5,7,17.5,24,60.0,26001
26,2,59,10,16.95,20,33.9,29,49.15,26002
26,3,37,9,24.32,9,24.32,19,51.35,26003
26,4,28,7,25.0,12,42.86,9,32.14,26004
26,5,54,9,16.67,22,40.74,23,42.59,26005
26,6,29,8,27.59,9,31.03,12,41.38,26006
26,7,43,15,34.88,12,27.91,16,37.21,26007
26,8,37,7,18.92,10,27.03,20,54.05,26008
26,9,42,12,28.57,13,30.95,17,40.48,26009
26,10,56,12,21.43,19,33.93,25,44.64,26010
26,11,32,8,25.0,8,25.0,16,50.0,26011
26,12,54,16,29.63,9,16.67,29,53.7,26012
26,13,102,19,18.63,48,47.06,35,34.31,26013
26,14,34,14,41.18,9,26.47,11,32.35,26014
26,15,28,8,28.57,12,42.86,8,28.57,26015
26,16,32,12,37.5,8,25.0,12,37.5,26016
26,17,40,9,22.5,12,30.0,19,47.5,26017
26,18,28,6,21.43,7,25.0,15,53.57,26018
26,19,109,19,17.43,35,32.11,55,50.46,26019
26,20,42,8,19.05,13,30.95,21,50.0,26020
26,21,25,4,16.0,5,20.0,16,64.0,26021
26,22,32,7,21.88,8,25.0,17,53.13,26022
26,23,31,6,19.35,15,48.39,10,32.26,26023
26,24,35,10,28.57,9,25.71,16,45.71,26024
26,25,24,9,37.5,6,25.0,9,37.5,26025
26,26,25,4,16.0,12,48.0,9,36.0,26026
26,27,53,8,15.09,22,41.51,23,43.4,26027
26,28,14,5,35.71,2,14.29,7,50.0,26028
26,29,38,9,23.68,11,28.95,18,47.37,26029
26,30,21,9,42.86,3,14.29,9,42.86,26030
26,31,37,13,35.14,9,24.32,15,40.54,26031
26,32,36,8,22.22,17,47.22,11,30.56,26032
26,33,31,13,41.94,8,25.81,10,32.26,26033
26,34,73,14,19.18,21,28.77,38,52.05,26034
26,35,36,10,27.78,10,27.78,16,44.44,26035
26,36,35,9,25.71,6,17.14,20,57.14,26036
26,37,28,10,35.71,1,3.57,17,60.71,26037
26,38,20,8,40.0,4,20.0,8,40.0,26038
26,39,15,3,20.0,5,33.33,7,46.67,26039
26,40,22,9,40.91,3,13.64,10,45.45,26040
26,41,36,9,25.0,14,38.89,13,36.11,26041
26,42,20,6,30.0,6,30.0,8,40.0,26042
26,43,34,13,38.24,7,20.59,14,41.18,26043
26,44,43,11,25.58,15,34.88,17,39.53,26044
26,45,51,19,37.25,14,27.45,18,35.29,26045
26,46,34,7,20.59,15,44.12,12,35.29,26046
26,47,19,7,36.84,2,10.53,10,52.63,26047
26,48,49,17,34.69,12,24.49,20,40.82,26048
26,49,41,17,41.46,7,17.07,17,41.46,26049
26,50,29,11,37.93,9,31.03,9,31.03,26050
26,51,50,12,24.0,14,28.0,24,48.0,26051
26,52,50,16,32.0,11,22.0,23,46.0,26052
26,53,35,10,28.57,12,34.29,13,37.14,26053
27,1,66,10,15.15,31,46.97,25,37.88,27001
27,2,70,12,17.14,33,47.14,25,35.71,27002
27,3,114,35,30.7,49,42.98,30,26.32,27003
27,4,30,10,33.33,12,40.0,8,26.67,27004
27,5,21,5,23.81,7,33.33,9,42.86,27005
27,6,36,0,0.0,31,86.11,5,13.89,27006
27,7,62,11,17.74,25,40.32,26,41.94,27007
27,8,78,31,39.74,28,35.9,19,24.36,27008
27,9,142,32,22.54,73,51.41,37,26.06,27009
27,10,189,34,17.99,104,55.03,51,26.98,27010
27,11,40,6,15.0,24,60.0,10,25.0,27011
27,12,54,7,12.96,24,44.44,23,42.59,27012
27,13,102,19,18.63,43,42.16,40,39.22,27013
27,14,124,41,33.06,48,38.71,35,28.23,27014
27,15,142,39,27.46,61,42.96,42,29.58,27015
27,16,30,4,13.33,14,46.67,12,40.0,27016
27,17,52,8,15.38,21,40.38,23,44.23,27017
27,18,47,16,34.04,19,40.43,12,25.53,27018
27,19,127,29,22.83,65,51.18,33,25.98,27019
27,20,100,17,17.0,59,59.0,24,24.0,27020
27,21,100,15,15.0,58,58.0,27,27.0,27021
27,22,158,29,18.35,100,63.29,29,18.35,27022
27,23,93,24,25.81,44,47.31,25,26.88,27023
27,24,143,29,20.28,86,60.14,28,19.58,27024
27,25,42,12,28.57,21,50.0,9,21.43,27025
27,26,95,17,17.89,41,43.16,37,38.95,27026
27,27,76,19,25.0,30,39.47,27,35.53,27027
27,28,80,16,20.0,44,55.0,20,25.0,27028
27,29,43,10,23.26,19,44.19,14,32.56,27029
27,30,45,9,20.0,28,62.22,8,17.78,27030
27,31,78,19,24.36,44,56.41,15,19.23,27031
27,32,91,26,28.57,25,27.47,40,43.96,27032
27,33,56,12,21.43,31,55.36,13,23.21,27033
27,34,163,34,20.86,99,60.74,30,18.4,27034
27,35,66,8,12.12,26,39.39,32,48.48,27035
27,36,80,17,21.25,46,57.5,17,21.25,27036
27,37,134,24,17.91,95,70.9,15,11.19,27037
27,38,50,13,26.0,16,32.0,21,42.0,27038
27,39,82,12,14.63,52,63.41,18,21.95,27039
27,40,49,15,30.61,25,51.02,9,18.37,27040
27,41,48,9,18.75,16,33.33,23,47.92,27041
27,42,29,5,17.24,15,51.72,9,31.03,27042
27,43,44,9,20.45,20,45.45,15,34.09,27043
27,44,160,40,25.0,76,47.5,44,27.5,27044
27,45,18,3,16.67,10,55.56,5,27.78,27045
28,1,69,18,26.09,34,49.28,17,24.64,28001
28,2,101,20,19.8,53,52.48,28,27.72,28002
28,3,49,12,24.49,22,44.9,15,30.61,28003
28,4,88,20,22.73,48,54.55,20,22.73,28004
28,5,68,15,22.06,34,50.0,19,27.94,28005
28,6,55,10,18.18,28,50.91,17,30.91,28006
28,7,44,14,31.82,20,45.45,10,22.73,28007
28,8,67,17,25.37,28,41.79,22,32.84,28008
28,9,68,17,25.0,26,38.24,25,36.76,28009
28,10,27,4,14.81,13,48.15,10,37.04,28010
28,11,42,10,23.81,16,38.1,16,38.1,28011
28,12,39,11,28.21,14,35.9,14,35.9,28012
28,13,44,16,36.36,16,36.36,12,27.27,28013
28,14,98,29,29.59,37,37.76,32,32.65,28014
28,15,70,24,34.29,28,40.0,18,25.71,28015
28,16,55,13,23.64,20,36.36,22,40.0,28016
28,17,69,21,30.43,28,40.58,20,28.99,28017
28,18,110,23,20.91,58,52.73,29,26.36,28018
28,19,89,20,22.47,46,51.69,23,25.84,28019
28,20,111,34,30.63,41,36.94,36,32.43,28020
28,21,95,24,25.26,35,36.84,36,37.89,28021
28,22,73,24,32.88,29,39.73,20,27.4,28022
28,23,126,27,21.43,57,45.24,42,33.33,28023
28,24,35,11,31.43,13,37.14,11,31.43,28024
28,25,59,15,25.42,30,50.85,14,23.73,28025
28,26,67,12,17.91,44,65.67,11,16.42,28026
28,27,91,15,16.48,47,51.65,29,31.87,28027
28,28,52,13,25.0,27,51.92,12,23.08,28028
28,29,94,28,29.79,22,23.4,44,46.81,28029
28,30,48,12,25.0,23,47.92,13,27.08,28030
28,31,67,14,20.9,38,56.72,15,22.39,28031
28,32,70,14,20.0,35,50.0,21,30.0,28032
28,33,103,24,23.3,49,47.57,30,29.13,28033
28,34,99,24,24.24,38,38.38,37,37.37,28034
28,35,64,11,17.19,38,59.38,15,23.44,28035
28,36,119,21,17.65,60,50.42,38,31.93,28036
28,37,140,55,39.29,42,30.0,43,30.71,28037
28,38,77,21,27.27,36,46.75,20,25.97,28038
28,39,68,20,29.41,32,47.06,16,23.53,28039
28,40,112,22,19.64,64,57.14,26,23.21,28040
28,41,48,9,18.75,21,43.75,18,37.5,28041
28,42,55,15,27.27,16,29.09,24,43.64,28042
28,43,110,24,21.82,40,36.36,46,41.82,28043
28,44,104,28,26.92,49,47.12,27,25.96,28044
28,45,71,19,26.76,30,42.25,22,30.99,28045
28,46,62,17,27.42,26,41.94,19,30.65,28046
28,47,73,24,32.88,27,36.99,22,30.14,28047
28,48,61,18,29.51,22,36.07,21,34.43,28048
28,49,69,22,31.88,28,40.58,19,27.54,28049
28,50,50,11,22.0,23,46.0,16,32.0,28050
28,51,70,22,31.43,26,37.14,22,31.43,28051
28,52,49,11,22.45,18,36.73,20,40.82,28052
28,53,85,34,40.0,28,32.94,23,27.06,28053
28,54,57,13,22.81,27,47.37,17,29.82,28054
28,55,47,7,14.89,25,53.19,15,31.91,28055
29,1,182,34,18.68,103,56.59,45,24.73,29001
29,2,44,12,27.27,15,34.09,17,38.64,29002
29,3,159,34,21.38,90,56.6,35,22.01,29003
29,4,137,38,27.74,56,40.88,43,31.39,29004
29,5,101,24,23.76,37,36.63,40,39.6,29005
29,6,79,23,29.11,29,36.71,27,34.18,29006
29,7,37,12,32.43,7,18.92,18,48.65,29007
29,8,65,21,32.31,27,41.54,17,26.15,29008
29,9,45,16,35.56,10,22.22,19,42.22,29009
29,10,47,15,31.91,12,25.53,20,42.55,29010
29,11,113,30,26.55,53,46.9,30,26.55,29011
29,12,127,27,21.26,63,49.61,37,29.13,29012
29,13,74,19,25.68,34,45.95,21,28.38,29013
29,14,141,32,22.7,82,58.16,27,19.15,29014
29,15,149,36,24.16,78,52.35,35,23.49,29015
29,16,214,29,13.55,147,68.69,38,17.76,29016
29,17,106,30,28.3,50,47.17,26,24.53,29017
29,18,125,26,20.8,64,51.2,35,28.0,29018
29,19,173,30,17.34,96,55.49,47,27.17,29019
29,20,145,34,23.45,75,51.72,36,24.83,29020
29,21,82,25,30.49,35,42.68,22,26.83,29021
29,22,96,21,21.88,38,39.58,37,38.54,29022
29,23,106,21,19.81,58,54.72,27,25.47,29023
29,24,126,36,28.57,50,39.68,40,31.75,29024
29,25,117,14,11.97,88,75.21,15,12.82,29025
29,26,108,34,31.48,41,37.96,33,30.56,29026
29,27,71,11,15.49,42,59.15,18,25.35,29027
29,28,123,37,30.08,55,44.72,31,25.2,29028
29,29,175,25,14.29,116,66.29,34,19.43,29029
29,30,45,15,33.33,14,31.11,16,35.56,29030
29,31,84,11,13.1,46,54.76,27,32.14,29031
29,32,37,9,24.32,8,21.62,20,54.05,29032
29,33,125,34,27.2,64,51.2,27,21.6,29033
29,34,73,22,30.14,39,53.42,12,16.44,29034
29,35,103,25,24.27,47,45.63,31,30.1,29035
29,36,172,28,16.28,107,62.21,37,21.51,29036
29,37,102,23,22.55,59,57.84,20,19.61,29037
29,38,119,30,25.21,49,41.18,40,33.61,29038
29,39,52,17,32.69,18,34.62,17,32.69,29039
29,40,158,44,27.85,71,44.94,43,27.22,29040
29,41,130,32,24.62,59,45.38,39,30.0,29041
29,42,155,26,16.77,66,42.58,63,40.65,29042
29,43,141,33,23.4,70,49.65,38,26.95,29043
29,44,115,18,15.65,59,51.3,38,33.04,29044
29,45,84,21,25.0,36,42.86,27,32.14,29045
29,46,89,29,32.58,31,34.83,29,32.58,29046
29,47,168,40,23.81,82,48.81,46,27.38,29047
29,48,90,25,27.78,34,37.78,31,34.44,29048
30,1,73,17,23.29,21,28.77,35,47.95,30001
30,2,65,18,27.69,21,32.31,26,40.0,30002
30,3,67,18,26.87,29,43.28,20,29.85,30003
30,4,73,16,21.92,23,31.51,34,46.58,30004
30,5,46,14,30.43,12,26.09,20,43.48,30005
30,6,89,27,30.34,21,23.6,41,46.07,30006
30,7,48,12,25.0,11,22.92,25,52.08,30007
30,8,86,24,27.91,33,38.37,29,33.72,30008
30,9,136,48,35.29,31,22.79,57,41.91,30009
30,10,44,12,27.27,15,34.09,17,38.64,30010
30,11,56,19,33.93,15,26.79,22,39.29,30011
30,12,57,23,40.35,13,22.81,21,36.84,30012
30,13,113,39,34.51,27,23.89,47,41.59,30013
30,14,84,24,28.57,26,30.95,34,40.48,30014
30,15,47,10,21.28,16,34.04,21,44.68,30015
30,16,15,5,33.33,3,20.0,7,46.67,30016
30,17,29,11,37.93,9,31.03,9,31.03,30017
30,18,83,26,31.33,28,33.73,29,34.94,30018
30,19,36,8,22.22,11,30.56,17,47.22,30019
30,20,21,7,33.33,10,47.62,4,19.05,30020
30,21,40,9,22.5,7,17.5,24,60.0,30021
30,22,51,18,35.29,10,19.61,23,45.1,30022
30,23,37,14,37.84,4,10.81,19,51.35,30023
30,24,46,19,41.3,15,32.61,12,26.09,30024
30,25,27,8,29.63,8,29.63,11,40.74,30025
30,26,41,15,36.59,17,41.46,9,21.95,30026
30,27,69,21,30.43,24,34.78,24,34.78,30027
30,28,73,19,26.03,23,31.51,31,42.47,30028
30,29,16,7,43.75,1,6.25,8,50.0,30029
30,30,71,27,38.03,19,26.76,25,35.21,30030
30,31,23,8,34.78,5,21.74,10,43.48,30031
31,1,67,21,31.34,16,23.88,30,44.78,31001
31,2,71,25,35.21,19,26.76,27,38.03,31002
31,3,43,15,34.88,10,23.26,18,41.86,31003
31,4,54,21,38.89,17,31.48,16,29.63,31004
31,5,78,18,23.08,39,50.0,21,26.92,31005
31,6,52,13,25.0,19,36.54,20,38.46,31006
31,7,50,17,34.0,15,30.0,18,36.0,31007
31,8,52,19,36.54,13,25.0,20,38.46,31008
31,9,55,13,23.64,22,40.0,20,36.36,31009
31,10,49,19,38.78,9,18.37,21,42.86,31010
31,11,73,19,26.03,16,21.92,38,52.05,31011
31,12,32,6,18.75,13,40.63,13,40.63,31012
31,13,49,14,28.57,13,26.53,22,44.9,31013
31,14,44,14,31.82,13,29.55,17,38.64,31014
31,15,15,6,40.0,2,13.33,7,46.67,31015
31,16,29,9,31.03,9,31.03,11,37.93,31016
31,17,37,12,32.43,8,21.62,17,45.95,31017
31,18,39,15,38.46,7,17.95,17,43.59,31018
31,19,69,17,24.64,25,36.23,27,39.13,31019
31,20,42,11,26.19,13,30.95,18,42.86,31020
31,21,40,11,27.5,13,32.5,16,40.0,31021
31,22,39,11,28.21,9,23.08,19,48.72,31022
31,23,44,19,43.18,6,13.64,19,43.18,31023
31,24,69,20,28.99,11,15.94,38,55.07,31024
31,25,26,8,30.77,12,46.15,6,23.08,31025
31,26,37,15,40.54,7,18.92,15,40.54,31026
31,27,31,7,22.58,6,19.35,18,58.06,31027
31,28,50,13,26.0,14,28.0,23,46.0,31028
31,29,35,12,34.29,10,28.57,13,37.14,31029
31,30,77,19,24.68,27,35.06,31,40.26,31030
31,31,92,17,18.48,29,31.52,46,50.0,31031
31,32,93,25,26.88,27,29.03,41,44.09,31032
31,33,75,21,28.0,20,26.67,34,45.33,31033
31,34,24,6,25.0,4,16.67,14,58.33,31034
31,35,42,17,40.48,9,21.43,16,38.1,31035
31,36,51,14,27.45,13,25.49,24,47.06,31036
31,37,24,6,25.0,3,12.5,15,62.5,31037
31,38,42,13,30.95,9,21.43,20,47.62,31038
31,39,23,3,13.04,17,73.91,3,13.04,31039
31,40,55,17,30.91,12,21.82,26,47.27,31040
31,41,67,21,31.34,19,28.36,27,40.3,31041
31,42,54,24,44.44,15,27.78,15,27.78,31042
31,43,35,10,28.57,11,31.43,14,40.0,31043
31,44,26,7,26.92,12,46.15,7,26.92,31044
31,45,30,13,43.33,6,20.0,11,36.67,31045
31,46,62,13,20.97,28,45.16,21,33.87,31046
31,47,66,18,27.27,25,37.88,23,34.85,31047
32,1,68,18,26.47,26,38.24,24,35.29,32001
32,2,86,19,22.09,43,50.0,24,27.91,32002
32,3,47,10,21.28,22,46.81,15,31.91,32003
32,4,89,21,23.6,38,42.7,30,33.71,32004
32,5,44,13,29.55,14,31.82,17,38.64,32005
32,6,66,14,21.21,22,33.33,30,45.45,32006
32,7,36,4,11.11,19,52.78,13,36.11,32007
32,8,77,11,14.29,47,61.04,19,24.68,32008
32,9,82,10,12.2,42,51.22,30,36.59,32009
32,10,58,5,8.62,32,55.17,21,36.21,32010
32,11,57,6,10.53,28,49.12,23,40.35,32011
32,12,44,6,13.64,12,27.27,26,59.09,32012
32,13,16,5,31.25,8,50.0,3,18.75,32013
32,14,61,14,22.95,17,27.87,30,49.18,32014
32,15,28,3,10.71,14,50.0,11,39.29,32015
32,16,60,8,13.33,25,41.67,27,45.0,32016
32,17,73,13,17.81,37,50.68,23,31.51,32017
32,18,37,8,21.62,21,56.76,8,21.62,32018
32,19,53,13,24.53,24,45.28,16,30.19,32019
32,20,31,10,32.26,9,29.03,12,38.71,32020
32,21,30,6,20.0,8,26.67,16,53.33,32021
32,22,49,5,10.2,31,63.27,13,26.53,32022
32,23,62,17,27.42,24,38.71,21,33.87,32023
32,24,43,6,13.95,17,39.53,20,46.51,32024
32,25,41,11,26.83,17,41.46,13,31.71,32025
32,26,51,9,17.65,22,43.14,20,39.22,32026
32,27,43,3,6.98,15,34.88,25,58.14,32027
32,28,39,6,15.38,20,51.28,13,33.33,32028
32,29,53,8,15.09,22,41.51,23,43.4,32029
32,30,40,7,17.5,19,47.5,14,35.0,32030
32,31,83,10,12.05,34,40.96,39,46.99,32031
32,32,45,11,24.44,22,48.89,12,26.67,32032
32,33,56,12,21.43,18,32.14,26,46.43,32033
32,34,50,8,16.0,24,48.0,18,36.0,32034
32,35,61,10,16.39,30,49.18,21,34.43,32035
32,36,58,8,13.79,30,51.72,20,34.48,32036
32,37,46,10,21.74,19,41.3,17,36.96,32037
32,38,44,10,22.73,19,43.18,15,34.09,32038
32,39,65,13,20.0,25,38.46,27,41.54,32039
32,40,53,6,11.32,34,64.15,13,24.53,32040
32,41,51,11,21.57,23,45.1,17,33.33,32041
32,42,63,20,31.75,22,34.92,21,33.33,32042
32,43,51,10,19.61,25,49.02,16,31.37,32043
32,44,63,17,26.98,18,28.57,28,44.44,32044
32,45,34,10,29.41,13,38.24,11,32.35,32045
32,46,21,5,23.81,8,38.1,8,38.1,32046
32,47,64,13,20.31,23,35.94,28,43.75,32047
32,48,101,23,22.77,33,32.67,45,44.55,32048
32,49,31,2,6.45,17,54.84,12,38.71,32049
32,50,71,10,14.08,48,67.61,13,18.31,32050
32,51,68,11,16.18,32,47.06,25,36.76,32051
32,52,27,3,11.11,10,37.04,14,51.85,32052
33,1,62,17,27.42,24,38.71,21,33.87,33001
33,2,94,16,17.02,29,30.85,49,52.13,33002
33,3,62,14,22.58,25,40.32,23,37.1,33003
33,4,73,22,30.14,24,32.88,27,36.99,33004
33,5,65,16,24.62,21,32.31,28,43.08,33005
33,6,93,26,27.96,26,27.96,41,44.09,33006
33,7,139,15,10.79,85,61.15,39,28.06,33007
33,8,57,12,21.05,28,49.12,17,29.82,33008
33,9,75,24,32.0,20,26.67,31,41.33,33009
33,10,101,23,22.77,32,31.68,46,45.54,33010
33,11,74,17,22.97,25,33.78,32,43.24,33011
33,12,76,22,28.95,29,38.16,25,32.89,33012
33,13,71,23,32.39,21,29.58,27,38.03,33013
33,14,60,14,23.33,19,31.67,27,45.0,33014
33,15,67,18,26.87,19,28.36,30,44.78,33015
