ward,precinct,total,Nichole C. Patton,Nichole C. Patton Percent,Kevin W. Horan,Kevin W. Horan Percent,Diann Karen Marsalek,Diann Karen Marsalek Percent,Rodrick F. Wimberly,Rodrick F. Wimberly Percent,precinct_id
18,31,87,39,44.83,12,13.79,25,28.74,11,12.64,18031
18,32,179,69,38.55,18,10.06,52,29.05,40,22.35,18032
18,33,74,40,54.05,4,5.41,19,25.68,11,14.86,18033
18,34,192,67,34.9,22,11.46,56,29.17,47,24.48,18034
18,35,283,110,38.87,33,11.66,85,30.04,55,19.43,18035
18,36,60,19,31.67,15,25.0,20,33.33,6,10.0,18036
18,37,96,37,38.54,13,13.54,28,29.17,18,18.75,18037
18,38,134,63,47.01,20,14.93,26,19.4,25,18.66,18038
18,39,64,30,46.88,8,12.5,16,25.0,10,15.63,18039
18,40,106,46,43.4,22,20.75,13,12.26,25,23.58,18040
18,41,53,24,45.28,10,18.87,11,20.75,8,15.09,18041
18,42,55,28,50.91,11,20.0,9,16.36,7,12.73,18042
18,43,53,17,32.08,13,24.53,17,32.08,6,11.32,18043
18,44,69,24,34.78,14,20.29,26,37.68,5,7.25,18044
18,45,62,25,40.32,14,22.58,16,25.81,7,11.29,18045
18,46,107,47,43.93,12,11.21,24,22.43,24,22.43,18046
18,47,68,21,30.88,13,19.12,28,41.18,6,8.82,18047
18,48,71,26,36.62,10,14.08,20,28.17,15,21.13,18048
18,49,67,34,50.75,8,11.94,13,19.4,12,17.91,18049
18,50,76,29,38.16,11,14.47,26,34.21,10,13.16,18050
18,51,157,64,40.76,14,8.92,32,20.38,47,29.94,18051
18,52,123,46,37.4,13,10.57,31,25.2,33,26.83,18052
18,53,79,38,48.1,10,12.66,13,16.46,18,22.78,18053
19,1,162,14,8.64,102,62.96,41,25.31,5,3.09,19001
19,2,161,37,22.98,35,21.74,61,37.89,28,17.39,19002
19,3,95,6,6.32,45,47.37,43,45.26,1,1.05,19003
19,4,132,20,15.15,62,46.97,48,36.36,2,1.52,19004
19,5,174,46,26.44,40,22.99,55,31.61,33,18.97,19005
19,6,109,13,11.93,53,48.62,40,36.7,3,2.75,19006
19,7,180,26,14.44,88,48.89,64,35.56,2,1.11,19007
19,8,105,12,11.43,38,36.19,51,48.57,4,3.81,19008
19,9,97,9,9.28,45,46.39,43,44.33,0,0.0,19009
19,10,191,25,13.09,80,41.88,67,35.08,19,9.95,19010
19,11,162,23,14.2,75,46.3,61,37.65,3,1.85,19011
19,12,121,14,11.57,40,33.06,62,51.24,5,4.13,19012
19,13,104,48,46.15,12,11.54,25,24.04,19,18.27,19013
19,14,156,32,20.51,80,51.28,37,23.72,7,4.49,19014
19,15,102,12,11.76,38,37.25,49,48.04,3,2.94,19015
19,16,194,16,8.25,78,40.21,92,47.42,8,4.12,19016
19,17,140,21,15.0,74,52.86,42,30.0,3,2.14,19017
19,18,181,23,12.71,73,40.33,73,40.33,12,6.63,19018
19,19,150,32,21.33,70,46.67,30,20.0,18,12.0,19019
19,20,153,44,28.76,38,24.84,43,28.1,28,18.3,19020
19,21,103,9,8.74,56,54.37,36,34.95,2,1.94,19021
19,22,168,28,16.67,68,40.48,53,31.55,19,11.31,19022
19,23,185,25,13.51,96,51.89,57,30.81,7,3.78,19023
19,24,132,20,15.15,53,40.15,54,40.91,5,3.79,19024
19,25,159,22,13.84,91,57.23,34,21.38,12,7.55,19025
19,26,173,20,11.56,101,58.38,46,26.59,6,3.47,19026
19,27,79,19,24.05,22,27.85,26,32.91,12,15.19,19027
19,28,199,72,36.18,26,13.07,62,31.16,39,19.6,19028
19,29,89,11,12.36,39,43.82,38,42.7,1,1.12,19029
19,30,114,9,7.89,52,45.61,51,44.74,2,1.75,19030
19,31,127,19,14.96,60,47.24,38,29.92,10,7.87,19031
19,32,151,20,13.25,75,49.67,54,35.76,2,1.32,19032
19,33,136,13,9.56,73,53.68,49,36.03,1,0.74,19033
19,34,154,22,14.29,71,46.1,53,34.42,8,5.19,19034
19,35,174,31,17.82,89,51.15,41,23.56,13,7.47,19035
19,36,162,56,34.57,38,23.46,38,23.46,30,18.52,19036
19,37,181,33,18.23,54,29.83,65,35.91,29,16.02,19037
19,38,173,57,32.95,47,27.17,40,23.12,29,16.76,19038
19,39,48,25,52.08,8,16.67,9,18.75,6,12.5,19039
19,40,137,41,29.93,57,41.61,28,20.44,11,8.03,19040
19,41,88,13,14.77,31,35.23,42,47.73,2,2.27,19041
19,42,123,37,30.08,30,24.39,36,29.27,20,16.26,19042
19,43,183,90,49.18,20,10.93,25,13.66,48,26.23,19043
19,44,113,11,9.73,53,46.9,45,39.82,4,3.54,19044
19,45,154,25,16.23,86,55.84,38,24.68,5,3.25,19045
19,46,183,13,7.1,107,58.47,62,33.88,1,0.55,19046
19,47,234,69,29.49,64,27.35,65,27.78,36,15.38,19047
19,48,207,96,46.38,31,14.98,31,14.98,49,23.67,19048
19,49,192,66,34.38,31,16.15,51,26.56,44,22.92,19049
19,50,158,65,41.14,22,13.92,32,20.25,39,24.68,19050
19,51,108,14,12.96,51,47.22,41,37.96,2,1.85,19051
19,52,97,11,11.34,37,38.14,42,43.3,7,7.22,19052
19,53,148,30,20.27,82,55.41,31,20.95,5,3.38,19053
19,54,117,17,14.53,57,48.72,41,35.04,2,1.71,19054
19,55,99,17,17.17,38,38.38,40,40.4,4,4.04,19055
19,56,176,34,19.32,67,38.07,56,31.82,19,10.8,19056
19,57,172,34,19.77,65,37.79,55,31.98,18,10.47,19057
19,58,108,13,12.04,40,37.04,49,45.37,6,5.56,19058
19,59,156,23,14.74,83,53.21,46,29.49,4,2.56,19059
19,60,115,40,34.78,16,13.91,34,29.57,25,21.74,19060
19,61,222,22,9.91,142,63.96,49,22.07,9,4.05,19061
19,62,131,24,18.32,56,42.75,47,35.88,4,3.05,19062
19,63,112,43,38.39,29,25.89,28,25.0,12,10.71,19063
20,1,91,52,57.14,13,14.29,14,15.38,12,13.19,20001
20,2,63,36,57.14,9,14.29,7,11.11,11,17.46,20002
20,3,61,38,62.3,5,8.2,10,16.39,8,13.11,20003
20,4,32,11,34.38,8,25.0,11,34.38,2,6.25,20004
20,5,49,20,40.82,9,18.37,10,20.41,10,20.41,20005
20,6,93,51,54.84,13,13.98,14,15.05,15,16.13,20006
20,7,55,28,50.91,7,12.73,8,14.55,12,21.82,20007
20,8,24,6,25.0,7,29.17,11,45.83,0,0.0,20008
20,9,133,58,43.61,15,11.28,25,18.8,35,26.32,20009
20,10,116,55,47.41,17,14.66,18,15.52,26,22.41,20010
20,11,67,34,50.75,7,10.45,10,14.93,16,23.88,20011
20,12,35,16,45.71,4,11.43,7,20.0,8,22.86,20012
20,13,73,27,36.99,16,21.92,16,21.92,14,19.18,20013
20,14,94,48,51.06,14,14.89,21,22.34,11,11.7,20014
20,15,24,12,50.0,3,12.5,6,25.0,3,12.5,20015
20,16,111,48,43.24,20,18.02,15,13.51,28,25.23,20016
20,17,103,52,50.49,15,14.56,18,17.48,18,17.48,20017
20,18,70,37,52.86,12,17.14,9,12.86,12,17.14,20018
20,19,67,26,38.81,12,17.91,15,22.39,14,20.9,20019
20,20,40,22,55.0,6,15.0,6,15.0,6,15.0,20020
20,21,23,10,43.48,3,13.04,5,21.74,5,21.74,20021
20,22,141,59,41.84,20,14.18,18,12.77,44,31.21,20022
20,23,99,56,56.57,10,10.1,18,18.18,15,15.15,20023
20,24,104,56,53.85,9,8.65,15,14.42,24,23.08,20024
20,25,59,30,50.85,12,20.34,10,16.95,7,11.86,20025
20,26,99,41,41.41,19,19.19,20,20.2,19,19.19,20026
20,27,57,26,45.61,8,14.04,9,15.79,14,24.56,20027
20,28,67,26,38.81,10,14.93,15,22.39,16,23.88,20028
20,29,79,35,44.3,12,15.19,14,17.72,18,22.78,20029
20,30,113,53,46.9,17,15.04,27,23.89,16,14.16,20030
20,31,81,30,37.04,13,16.05,23,28.4,15,18.52,20031
20,32,35,20,57.14,2,5.71,4,11.43,9,25.71,20032
20,33,84,32,38.1,12,14.29,17,20.24,23,27.38,20033
20,34,113,37,32.74,25,22.12,28,24.78,23,20.35,20034
20,35,31,20,64.52,3,9.68,7,22.58,1,3.23,20035
20,36,79,41,51.9,7,8.86,15,18.99,16,20.25,20036
20,37,85,50,58.82,13,15.29,7,8.24,15,17.65,20037
20,38,18,6,33.33,5,27.78,3,16.67,4,22.22,20038
20,39,59,30,50.85,4,6.78,12,20.34,13,22.03,20039
20,40,75,42,56.0,9,12.0,15,20.0,9,12.0,20040
20,41,16,5,31.25,1,6.25,5,31.25,5,31.25,20041
20,42,37,22,59.46,8,21.62,4,10.81,3,8.11,20042
20,43,8,3,37.5,0,0.0,1,12.5,4,50.0,20043
20,44,111,50,45.05,20,18.02,31,27.93,10,9.01,20044
20,45,30,11,36.67,10,33.33,6,20.0,3,10.0,20045
21,1,169,80,47.34,18,10.65,38,22.49,33,19.53,21001
21,2,89,38,42.7,12,13.48,21,23.6,18,20.22,21002
21,3,199,97,48.74,31,15.58,37,18.59,34,17.09,21003
21,4,40,14,35.0,5,12.5,13,32.5,8,20.0,21004
21,5,129,59,45.74,12,9.3,34,26.36,24,18.6,21005
21,6,111,42,37.84,15,13.51,39,35.14,15,13.51,21006
21,7,229,105,45.85,33,14.41,47,20.52,44,19.21,21007
21,8,132,70,53.03,9,6.82,23,17.42,30,22.73,21008
21,9,107,46,42.99,20,18.69,26,24.3,15,14.02,21009
21,10,177,86,48.59,17,9.6,42,23.73,32,18.08,21010
21,11,111,37,33.33,16,14.41,31,27.93,27,24.32,21011
21,12,122,44,36.07,17,13.93,29,23.77,32,26.23,21012
21,13,56,22,39.29,11,19.64,12,21.43,11,19.64,21013
21,14,211,88,41.71,28,13.27,63,29.86,32,15.17,21014
21,15,72,28,38.89,10,13.89,25,34.72,9,12.5,21015
21,16,106,42,39.62,13,12.26,31,29.25,20,18.87,21016
21,17,79,26,32.91,13,16.46,15,18.99,25,31.65,21017
21,18,104,41,39.42,16,15.38,20,19.23,27,25.96,21018
21,19,115,50,43.48,14,12.17,29,25.22,22,19.13,21019
21,20,62,25,40.32,8,12.9,12,19.35,17,27.42,21020
21,21,121,56,46.28,14,11.57,28,23.14,23,19.01,21021
21,22,117,55,47.01,11,9.4,29,24.79,22,18.8,21022
21,23,87,35,40.23,7,8.05,19,21.84,26,29.89,21023
21,24,130,61,46.92,11,8.46,38,29.23,20,15.38,21024
21,25,208,84,40.38,28,13.46,50,24.04,46,22.12,21025
21,26,87,38,43.68,6,6.9,23,26.44,20,22.99,21026
21,27,139,73,52.52,11,7.91,25,17.99,30,21.58,21027
21,28,81,44,54.32,13,16.05,10,12.35,14,17.28,21028
21,29,47,25,53.19,6,12.77,9,19.15,7,14.89,21029
21,30,73,32,43.84,15,20.55,15,20.55,11,15.07,21030
21,31,159,55,34.59,21,13.21,49,30.82,34,21.38,21031
21,32,99,35,35.35,7,7.07,36,36.36,21,21.21,21032
21,33,98,50,51.02,7,7.14,18,18.37,23,23.47,21033
21,34,140,60,42.86,16,11.43,41,29.29,23,16.43,21034
21,35,99,33,33.33,18,18.18,26,26.26,22,22.22,21035
21,36,75,25,33.33,16,21.33,13,17.33,21,28.0,21036
21,37,103,41,39.81,13,12.62,31,30.1,18,17.48,21037
21,38,122,66,54.1,9,7.38,20,16.39,27,22.13,21038
21,39,79,36,45.57,11,13.92,16,20.25,16,20.25,21039
21,40,134,43,32.09,12,8.96,52,38.81,27,20.15,21040
21,41,105,42,40.0,15,14.29,23,21.9,25,23.81,21041
21,42,123,56,45.53,17,13.82,29,23.58,21,17.07,21042
21,43,86,40,46.51,13,15.12,19,22.09,14,16.28,21043
21,44,110,50,45.45,14,12.73,34,30.91,12,10.91,21044
21,45,90,35,38.89,6,6.67,20,22.22,29,32.22,21045
21,46,67,29,43.28,14,20.9,12,17.91,12,17.91,21046
21,47,153,54,35.29,19,12.42,45,29.41,35,22.88,21047
21,48,117,56,47.86,15,12.82,19,16.24,27,23.08,21048
21,49,146,57,39.04,20,13.7,45,30.82,24,16.44,21049
21,50,104,54,51.92,17,16.35,17,16.35,16,15.38,21050
21,51,116,53,45.69,7,6.03,26,22.41,30,25.86,21051
21,52,96,44,45.83,11,11.46,24,25.0,17,17.71,21052
21,53,168,70,41.67,24,14.29,34,20.24,40,23.81,21053
21,54,137,54,39.42,13,9.49,45,32.85,25,18.25,21054
21,55,98,42,42.86,11,11.22,29,29.59,16,16.33,21055
21,56,81,37,45.68,10,12.35,7,8.64,27,33.33,21056
21,57,99,47,47.47,12,12.12,27,27.27,13,13.13,21057
21,58,95,43,45.26,9,9.47,28,29.47,15,15.79,21058
21,59,134,54,40.3,20,14.93,30,22.39,30,22.39,21059
21,60,127,54,42.52,11,8.66,43,33.86,19,14.96,21060
21,61,105,53,50.48,15,14.29,19,18.1,18,17.14,21061
21,62,96,42,43.75,12,12.5,28,29.17,14,14.58,21062
21,63,171,72,42.11,23,13.45,36,21.05,40,23.39,21063
21,64,52,23,44.23,8,15.38,7,13.46,14,26.92,21064
21,65,198,64,32.32,21,10.61,46,23.23,67,33.84,21065
21,66,104,55,52.88,15,14.42,18,17.31,16,15.38,21066
21,67,111,46,41.44,16,14.41,28,25.23,21,18.92,21067
22,1,44,12,27.27,11,25.0,15,34.09,6,13.64,22001
22,2,33,13,39.39,7,21.21,13,39.39,0,0.0,22002
22,3,59,16,27.12,11,18.64,28,47.46,4,6.78,22003
22,4,56,20,35.71,21,37.5,14,25.0,1,1.79,22004
22,5,60,16,26.67,9,15.0,28,46.67,7,11.67,22005
22,6,71,20,28.17,11,15.49,32,45.07,8,11.27,22006
22,7,88,29,32.95,18,20.45,29,32.95,12,13.64,22007
22,8,56,19,33.93,13,23.21,22,39.29,2,3.57,22008
22,9,58,13,22.41,13,22.41,27,46.55,5,8.62,22009
22,10,83,35,42.17,15,18.07,24,28.92,9,10.84,22010
22,11,65,16,24.62,16,24.62,22,33.85,11,16.92,22011
22,12,67,24,35.82,12,17.91,29,43.28,2,2.99,22012
22,13,84,26,30.95,26,30.95,26,30.95,6,7.14,22013
22,14,52,21,40.38,9,17.31,13,25.0,9,17.31,22014
22,15,61,23,37.7,9,14.75,23,37.7,6,9.84,22015
22,16,97,44,45.36,16,16.49,28,28.87,9,9.28,22016
22,17,61,24,39.34,12,19.67,21,34.43,4,6.56,22017
22,18,75,32,42.67,7,9.33,34,45.33,2,2.67,22018
22,19,48,27,56.25,9,18.75,8,16.67,4,8.33,22019
22,20,59,25,42.37,18,30.51,13,22.03,3,5.08,22020
22,21,91,42,46.15,19,20.88,20,21.98,10,10.99,22021
22,22,59,25,42.37,14,23.73,14,23.73,6,10.17,22022
22,23,84,28,33.33,20,23.81,28,33.33,8,9.52,22023
22,24,60,20,33.33,20,33.33,17,28.33,3,5.0,22024
22,25,86,22,25.58,16,18.6,37,43.02,11,12.79,22025
22,26,60,19,31.67,13,21.67,22,36.67,6,10.0,22026
22,27,66,31,46.97,13,19.7,16,24.24,6,9.09,22027
22,28,42,6,14.29,12,28.57,24,57.14,0,0.0,22028
23,1,143,26,18.18,51,35.66,58,40.56,8,5.59,23001
23,2,56,7,12.5,18,32.14,24,42.86,7,12.5,23002
23,3,147,22,14.97,48,32.65,73,49.66,4,2.72,23003
23,4,114,25,21.93,35,30.7,45,39.47,9,7.89,23004
23,5,39,12,30.77,6,15.38,19,48.72,2,5.13,23005
23,6,106,21,19.81,25,23.58,58,54.72,2,1.89,23006
23,7,118,25,21.19,38,32.2,54,45.76,1,0.85,23007
23,8,107,29,27.1,21,19.63,52,48.6,5,4.67,23008
23,9,110,33,30.0,31,28.18,36,32.73,10,9.09,23009
23,10,127,34,26.77,27,21.26,58,45.67,8,6.3,23010
23,11,314,62,19.75,111,35.35,130,41.4,11,3.5,23011
23,12,142,17,11.97,48,33.8,71,50.0,6,4.23,23012
23,13,149,19,12.75,55,36.91,71,47.65,4,2.68,23013
23,14,69,13,18.84,17,24.64,35,50.72,4,5.8,23014
23,15,106,19,17.92,31,29.25,54,50.94,2,1.89,23015
23,16,142,29,20.42,42,29.58,65,45.77,6,4.23,23016
23,17,38,9,23.68,6,15.79,21,55.26,2,5.26,23017
23,18,200,50,25.0,66,33.0,77,38.5,7,3.5,23018
23,19,106,14,13.21,35,33.02,50,47.17,7,6.6,23019
23,20,124,22,17.74,46,37.1,52,41.94,4,3.23,23020
23,21,97,57,58.76,15,15.46,9,9.28,16,16.49,23021
23,22,124,20,16.13,43,34.68,54,43.55,7,5.65,23022
23,23,100,26,26.0,34,34.0,35,35.0,5,5.0,23023
23,24,41,8,19.51,9,21.95,23,56.1,1,2.44,23024
23,25,46,15,32.61,13,28.26,16,34.78,2,4.35,23025
23,26,116,28,24.14,39,33.62,44,37.93,5,4.31,23026
23,27,161,22,13.66,47,29.19,80,49.69,12,7.45,23027
23,28,104,23,22.12,39,37.5,38,36.54,4,3.85,23028
23,29,57,14,24.56,8,14.04,33,57.89,2,3.51,23029
23,30,88,16,18.18,16,18.18,52,59.09,4,4.55,23030
23,31,79,22,27.85,21,26.58,25,31.65,11,13.92,23031
23,32,91,30,32.97,21,23.08,36,39.56,4,4.4,23032
23,33,143,36,25.17,38,26.57,57,39.86,12,8.39,23033
23,34,95,21,22.11,26,27.37,44,46.32,4,4.21,23034
23,35,76,39,51.32,19,25.0,10,13.16,8,10.53,23035
23,36,121,20,16.53,54,44.63,46,38.02,1,0.83,23036
23,37,71,36,50.7,10,14.08,12,16.9,13,18.31,23037
23,38,102,21,20.59,31,30.39,49,48.04,1,0.98,23038
23,39,258,67,25.97,82,31.78,95,36.82,14,5.43,23039
23,40,87,12,13.79,25,28.74,41,47.13,9,10.34,23040
23,41,89,25,28.09,19,21.35,41,46.07,4,4.49,23041
23,42,80,15,18.75,24,30.0,38,47.5,3,3.75,23042
23,43,144,37,25.69,37,25.69,65,45.14,5,3.47,23043
23,44,101,17,16.83,29,28.71,48,47.52,7,6.93,23044
23,45,88,19,21.59,26,29.55,41,46.59,2,2.27,23045
23,46,122,22,18.03,40,32.79,54,44.26,6,4.92,23046
23,47,152,26,17.11,54,35.53,66,43.42,6,3.95,23047
23,48,60,13,21.67,15,25.0,32,53.33,0,0.0,23048
23,49,199,40,20.1,75,37.69,73,36.68,11,5.53,23049
24,1,107,58,54.21,16,14.95,11,10.28,22,20.56,24001
24,2,51,17,33.33,7,13.73,20,39.22,7,13.73,24002
24,3,54,27,50.0,10,18.52,10,18.52,7,12.96,24003
24,4,69,30,43.48,17,24.64,9,13.04,13,18.84,24004
24,5,76,37,48.68,13,17.11,15,19.74,11,14.47,24005
24,6,92,48,52.17,16,17.39,16,17.39,12,13.04,24006
24,7,67,31,46.27,9,13.43,12,17.91,15,22.39,24007
24,8,59,26,44.07,13,22.03,13,22.03,7,11.86,24008
24,9,69,28,40.58,12,17.39,15,21.74,14,20.29,24009
24,10,66,33,50.0,17,25.76,9,13.64,7,10.61,24010
24,11,102,40,39.22,18,17.65,24,23.53,20,19.61,24011
24,12,64,25,39.06,13,20.31,18,28.13,8,12.5,24012
24,13,54,22,40.74,12,22.22,12,22.22,8,14.81,24013
24,14,87,36,41.38,18,20.69,14,16.09,19,21.84,24014
24,15,55,23,41.82,8,14.55,14,25.45,10,18.18,24015
24,16,48,17,35.42,7,14.58,15,31.25,9,18.75,24016
24,17,56,24,42.86,9,16.07,15,26.79,8,14.29,24017
24,18,96,37,38.54,18,18.75,21,21.88,20,20.83,24018
24,19,137,63,45.99,30,21.9,25,18.25,19,13.87,24019
24,20,51,22,43.14,7,13.73,15,29.41,7,13.73,24020
24,21,39,11,28.21,13,33.33,8,20.51,7,17.95,24021
24,22,136,62,45.59,27,19.85,26,19.12,21,15.44,24022
24,23,98,44,44.9,18,18.37,20,20.41,16,16.33,24023
24,24,121,51,42.15,28,23.14,23,19.01,19,15.7,24024
24,25,65,24,36.92,13,20.0,15,23.08,13,20.0,24025
24,26,83,45,54.22,19,22.89,13,15.66,6,7.23,24026
24,27,107,49,45.79,15,14.02,22,20.56,21,19.63,24027
24,28,96,42,43.75,17,17.71,19,19.79,18,18.75,24028
24,29,103,38,36.89,14,13.59,30,29.13,21,20.39,24029
24,30,60,25,41.67,11,18.33,13,21.67,11,18.33,24030
24,31,82,40,48.78,15,18.29,18,21.95,9,10.98,24031
24,32,83,42,50.6,13,15.66,14,16.87,14,16.87,24032
24,33,75,31,41.33,16,21.33,17,22.67,11,14.67,24033
24,34,71,35,49.3,14,19.72,17,23.94,5,7.04,24034
24,35,111,60,54.05,14,12.61,19,17.12,18,16.22,24035
24,36,103,50,48.54,17,16.5,15,14.56,21,20.39,24036
24,37,82,35,42.68,16,19.51,16,19.51,15,18.29,24037
24,38,98,40,40.82,17,17.35,21,21.43,20,20.41,24038
24,39,78,33,42.31,15,19.23,19,24.36,11,14.1,24039
24,40,101,42,41.58,17,16.83,20,19.8,22,21.78,24040
24,41,52,14,26.92,9,17.31,15,28.85,14,26.92,24041
24,42,47,14,29.79,12,25.53,15,31.91,6,12.77,24042
24,43,95,49,51.58,13,13.68,19,20.0,14,14.74,24043
24,44,125,45,36.0,22,17.6,38,30.4,20,16.0,24044
24,45,44,22,50.0,6,13.64,10,22.73,6,13.64,24045
24,46,89,34,38.2,13,14.61,28,31.46,14,15.73,24046
24,47,69,32,46.38,15,21.74,13,18.84,9,13.04,24047
24,48,96,48,50.0,16,16.67,17,17.71,15,15.63,24048
24,49,162,74,45.68,28,17.28,41,25.31,19,11.73,24049
24,50,135,62,45.93,29,21.48,25,18.52,19,14.07,24050
25,1,74,28,37.84,18,24.32,21,28.38,7,9.46,25001
25,2,81,24,29.63,23,28.4,30,37.04,4,4.94,25002
25,3,39,16,41.03,8,20.51,8,20.51,7,17.95,25003
25,4,83,22,26.51,20,24.1,32,38.55,9,10.84,25004
25,5,76,22,28.95,13,17.11,32,42.11,9,11.84,25005
25,6,58,16,27.59,15,25.86,20,34.48,7,12.07,25006
25,7,46,16,34.78,6,13.04,18,39.13,6,13.04,25007
25,8,57,20,35.09,19,33.33,11,19.3,7,12.28,25008
25,9,80,24,30.0,22,27.5,28,35.0,6,7.5,25009
25,10,42,15,35.71,9,21.43,14,33.33,4,9.52,25010
25,11,76,21,27.63,21,27.63,31,40.79,3,3.95,25011
25,12,55,14,25.45,15,27.27,24,43.64,2,3.64,25012
25,13,64,17,26.56,11,17.19,29,45.31,7,10.94,25013
25,14,36,12,33.33,11,30.56,12,33.33,1,2.78,25014
25,15,69,26,37.68,14,20.29,25,36.23,4,5.8,25015
25,16,32,12,37.5,5,15.63,11,34.38,4,12.5,25016
25,17,105,42,40.0,17,16.19,35,33.33,11,10.48,25017
25,18,66,26,39.39,11,16.67,23,34.85,6,9.09,25018
25,19,60,23,38.33,15,25.0,15,25.0,7,11.67,25019
25,20,87,28,32.18,22,25.29,29,33.33,8,9.2,25020
25,21,79,13,16.46,18,22.78,38,48.1,10,12.66,25021
25,22,46,16,34.78,8,17.39,20,43.48,2,4.35,25022
25,23,100,47,47.0,21,21.0,28,28.0,4,4.0,25023
25,24,81,33,40.74,19,23.46,24,29.63,5,6.17,25024
25,25,59,11,18.64,25,42.37,17,28.81,6,10.17,25025
25,26,23,5,21.74,8,34.78,8,34.78,2,8.7,25026
25,27,49,10,20.41,23,46.94,12,24.49,4,8.16,25027
25,28,80,12,15.0,46,57.5,20,25.0,2,2.5,25028
25,29,125,40,32.0,41,32.8,39,31.2,5,4.0,25029
25,30,67,22,32.84,16,23.88,22,32.84,7,10.45,25030
26,1,36,12,33.33,7,19.44,15,41.67,2,5.56,26001
26,2,56,27,48.21,8,14.29,13,23.21,8,14.29,26002
26,3,34,8,23.53,10,29.41,14,41.18,2,5.88,26003
26,4,28,6,21.43,13,46.43,9,32.14,0,0.0,26004
26,5,48,18,37.5,13,27.08,14,29.17,3,6.25,26005
26,6,29,13,44.83,6,20.69,4,13.79,6,20.69,26006
26,7,40,7,17.5,12,30.0,15,37.5,6,15.0,26007
26,8,36,18,50.0,9,25.0,6,16.67,3,8.33,26008
26,9,42,18,42.86,5,11.9,13,30.95,6,14.29,26009
26,10,53,17,32.08,11,20.75,16,30.19,9,16.98,26010
26,11,32,6,18.75,10,31.25,11,34.38,5,15.63,26011
26,12,52,24,46.15,10,19.23,16,30.77,2,3.85,26012
26,13,104,29,27.88,34,32.69,37,35.58,4,3.85,26013
26,14,31,8,25.81,6,19.35,13,41.94,4,12.9,26014
26,15,25,7,28.0,9,36.0,8,32.0,1,4.0,26015
26,16,30,12,40.0,9,30.0,6,20.0,3,10.0,26016
26,17,36,4,11.11,11,30.56,21,58.33,0,0.0,26017
26,18,25,7,28.0,10,40.0,7,28.0,1,4.0,26018
26,19,104,23,22.12,33,31.73,38,36.54,10,9.62,26019
26,20,36,11,30.56,12,33.33,12,33.33,1,2.78,26020
26,21,20,12,60.0,1,5.0,4,20.0,3,15.0,26021
26,22,30,10,33.33,2,6.67,13,43.33,5,16.67,26022
26,23,28,2,7.14,12,42.86,13,46.43,1,3.57,26023
26,24,36,16,44.44,9,25.0,10,27.78,1,2.78,26024
26,25,24,12,50.0,6,25.0,5,20.83,1,4.17,26025
26,26,25,6,24.0,3,12.0,13,52.0,3,12.0,26026
26,27,51,15,29.41,11,21.57,18,35.29,7,13.73,26027
26,28,12,1,8.33,10,83.33,1,8.33,0,0.0,26028
26,29,38,13,34.21,10,26.32,11,28.95,4,10.53,26029
26,30,22,8,36.36,4,18.18,8,36.36,2,9.09,26030
26,31,33,12,36.36,8,24.24,11,33.33,2,6.06,26031
26,32,33,6,18.18,21,63.64,6,18.18,0,0.0,26032
26,33,26,5,19.23,6,23.08,14,53.85,1,3.85,26033
26,34,70,19,27.14,16,22.86,29,41.43,6,8.57,26034
26,35,36,11,30.56,11,30.56,10,27.78,4,11.11,26035
26,36,31,16,51.61,9,29.03,5,16.13,1,3.23,26036
26,37,27,11,40.74,4,14.81,9,33.33,3,11.11,26037
26,38,18,9,50.0,5,27.78,2,11.11,2,11.11,26038
26,39,14,4,28.57,2,14.29,7,50.0,1,7.14,26039
26,40,19,7,36.84,4,21.05,7,36.84,1,5.26,26040
26,41,35,10,28.57,9,25.71,12,34.29,4,11.43,26041
26,42,19,7,36.84,5,26.32,6,31.58,1,5.26,26042
26,43,31,7,22.58,8,25.81,13,41.94,3,9.68,26043
26,44,41,10,24.39,10,24.39,16,39.02,5,12.2,26044
26,45,51,22,43.14,8,15.69,13,25.49,8,15.69,26045
26,46,33,9,27.27,10,30.3,11,33.33,3,9.09,26046
26,47,18,10,55.56,5,27.78,3,16.67,0,0.0,26047
26,48,46,17,36.96,5,10.87,20,43.48,4,8.7,26048
26,49,41,13,31.71,12,29.27,14,34.15,2,4.88,26049
26,50,29,7,24.14,8,27.59,8,27.59,6,20.69,26050
26,51,46,11,23.91,20,43.48,12,26.09,3,6.52,26051
26,52,42,8,19.05,13,30.95,13,30.95,8,19.05,26052
26,53,34,4,11.76,13,38.24,16,47.06,1,2.94,26053
27,1,58,8,13.79,32,55.17,16,27.59,2,3.45,27001
27,2,62,22,35.48,9,14.52,24,38.71,7,11.29,27002
27,3,108,36,33.33,13,12.04,39,36.11,20,18.52,27003
27,4,30,10,33.33,4,13.33,12,40.0,4,13.33,27004
27,5,23,2,8.7,6,26.09,13,56.52,2,8.7,27005
27,6,34,4,11.76,3,8.82,26,76.47,1,2.94,27006
27,7,61,7,11.48,16,26.23,33,54.1,5,8.2,27007
27,8,72,34,47.22,10,13.89,22,30.56,6,8.33,27008
27,9,122,42,34.43,20,16.39,44,36.07,16,13.11,27009
27,10,181,69,38.12,31,17.13,61,33.7,20,11.05,27010
27,11,41,7,17.07,11,26.83,19,46.34,4,9.76,27011
27,12,56,14,25.0,12,21.43,28,50.0,2,3.57,27012
