ward,precinct,total,Pamela E. Hill-Veal,Pamela E. Hill-Veal Percent,Mathias William Delort,Mathias William Delort Percent,Kay Marie Hanlon,Kay Marie Hanlon Percent,James Michael McGing,James Michael McGing Percent,Laura Marie Sullivan,Laura Marie Sullivan Percent,precinct_id
15,37,46,22,47.83,5,10.87,1,2.17,1,2.17,5,10.87,15037
15,38,74,22,29.73,16,21.62,3,4.05,7,9.46,8,10.81,15038
15,39,32,9,28.13,3,9.38,4,12.5,2,6.25,9,28.13,15039
15,40,34,8,23.53,3,8.82,5,14.71,0,0.0,8,23.53,15040
15,41,87,30,34.48,10,11.49,5,5.75,8,9.2,11,12.64,15041
15,42,116,39,33.62,17,14.66,7,6.03,13,11.21,9,7.76,15042
16,1,37,7,18.92,5,13.51,3,8.11,4,10.81,7,18.92,16001
16,2,38,15,39.47,4,10.53,4,10.53,3,7.89,3,7.89,16002
16,3,60,23,38.33,9,15.0,3,5.0,3,5.0,9,15.0,16003
16,4,28,9,32.14,2,7.14,1,3.57,2,7.14,4,14.29,16004
16,5,48,16,33.33,8,16.67,6,12.5,5,10.42,6,12.5,16005
16,6,23,7,30.43,2,8.7,2,8.7,0,0.0,7,30.43,16006
16,7,58,21,36.21,4,6.9,1,1.72,3,5.17,10,17.24,16007
16,8,45,19,42.22,6,13.33,4,8.89,1,2.22,7,15.56,16008
16,9,94,24,25.53,10,10.64,11,11.7,10,10.64,17,18.09,16009
16,10,79,24,30.38,13,16.46,4,5.06,7,8.86,14,17.72,16010
16,11,55,12,21.82,8,14.55,5,9.09,4,7.27,13,23.64,16011
16,12,100,33,33.0,9,9.0,7,7.0,7,7.0,23,23.0,16012
16,13,36,5,13.89,2,5.56,1,2.78,2,5.56,18,50.0,16013
16,14,47,18,38.3,5,10.64,7,14.89,3,6.38,9,19.15,16014
16,15,66,18,27.27,7,10.61,7,10.61,8,12.12,4,6.06,16015
16,16,121,47,38.84,6,4.96,10,8.26,9,7.44,23,19.01,16016
16,17,38,5,13.16,6,15.79,3,7.89,4,10.53,16,42.11,16017
16,18,68,24,35.29,9,13.24,6,8.82,6,8.82,7,10.29,16018
16,19,70,22,31.43,8,11.43,5,7.14,6,8.57,6,8.57,16019
16,20,88,40,45.45,12,13.64,3,3.41,5,5.68,10,11.36,16020
16,21,29,0,0.0,3,10.34,2,6.9,1,3.45,15,51.72,16021
16,22,35,6,17.14,4,11.43,3,8.57,3,8.57,15,42.86,16022
16,23,29,6,20.69,4,13.79,4,13.79,1,3.45,10,34.48,16023
16,24,42,18,42.86,2,4.76,2,4.76,2,4.76,5,11.9,16024
16,25,51,22,43.14,3,5.88,6,11.76,0,0.0,3,5.88,16025
16,26,62,18,29.03,5,8.06,5,8.06,8,12.9,7,11.29,16026
16,27,127,43,33.86,23,18.11,12,9.45,10,7.87,15,11.81,16027
16,28,76,28,36.84,8,10.53,6,7.89,6,7.89,9,11.84,16028
16,29,45,14,31.11,9,20.0,3,6.67,4,8.89,5,11.11,16029
16,30,49,16,32.65,5,10.2,3,6.12,2,4.08,12,24.49,16030
16,31,72,19,26.39,17,23.61,9,12.5,5,6.94,7,9.72,16031
16,32,37,2,5.41,3,8.11,4,10.81,2,5.41,16,43.24,16032
16,33,47,15,31.91,5,10.64,6,12.77,1,2.13,8,17.02,16033
16,34,37,16,43.24,3,8.11,1,2.7,6,16.22,3,8.11,16034
16,35,32,8,25.0,6,18.75,2,6.25,3,9.38,7,21.88,16035
16,36,87,32,36.78,7,8.05,11,12.64,4,4.6,10,11.49,16036
16,37,55,21,38.18,7,12.73,5,9.09,4,7.27,6,10.91,16037
16,38,48,18,37.5,4,8.33,3,6.25,2,4.17,11,22.92,16038
16,39,48,8,16.67,7,14.58,7,14.58,4,8.33,16,33.33,16039
16,40,74,33,44.59,11,14.86,5,6.76,4,5.41,5,6.76,16040
17,1,89,33,37.08,15,16.85,7,7.87,7,7.87,6,6.74,17001
17,2,81,40,49.38,7,8.64,5,6.17,5,6.17,7,8.64,17002
17,3,85,36,42.35,12,14.12,8,9.41,7,8.24,6,7.06,17003
17,4,118,57,48.31,20,16.95,4,3.39,4,3.39,10,8.47,17004
17,5,66,22,33.33,8,12.12,5,7.58,3,4.55,8,12.12,17005
17,6,111,53,47.75,11,9.91,8,7.21,9,8.11,13,11.71,17006
17,7,88,34,38.64,11,12.5,13,14.77,6,6.82,5,5.68,17007
17,8,76,30,39.47,10,13.16,8,10.53,6,7.89,5,6.58,17008
17,9,122,65,53.28,18,14.75,3,2.46,7,5.74,14,11.48,17009
17,10,94,46,48.94,10,10.64,10,10.64,3,3.19,9,9.57,17010
17,11,70,29,41.43,8,11.43,3,4.29,2,2.86,6,8.57,17011
17,12,148,53,35.81,25,16.89,15,10.14,7,4.73,10,6.76,17012
17,13,50,26,52.0,2,4.0,3,6.0,4,8.0,8,16.0,17013
17,14,63,22,34.92,9,14.29,7,11.11,8,12.7,4,6.35,17014
17,15,72,36,50.0,6,8.33,2,2.78,8,11.11,6,8.33,17015
17,16,85,35,41.18,16,18.82,4,4.71,4,4.71,12,14.12,17016
17,17,44,19,43.18,3,6.82,3,6.82,5,11.36,4,9.09,17017
17,18,110,35,31.82,17,15.45,6,5.45,9,8.18,15,13.64,17018
17,19,39,13,33.33,5,12.82,2,5.13,2,5.13,6,15.38,17019
17,20,72,28,38.89,11,15.28,8,11.11,4,5.56,10,13.89,17020
17,21,151,75,49.67,15,9.93,11,7.28,4,2.65,13,8.61,17021
17,22,98,44,44.9,18,18.37,6,6.12,7,7.14,9,9.18,17022
17,23,106,39,36.79,7,6.6,10,9.43,9,8.49,15,14.15,17023
17,24,99,45,45.45,12,12.12,6,6.06,9,9.09,11,11.11,17024
17,25,53,19,35.85,9,16.98,4,7.55,6,11.32,2,3.77,17025
17,26,103,35,33.98,22,21.36,10,9.71,5,4.85,7,6.8,17026
17,27,120,41,34.17,22,18.33,6,5.0,5,4.17,13,10.83,17027
17,28,65,30,46.15,7,10.77,4,6.15,2,3.08,7,10.77,17028
17,29,171,77,45.03,20,11.7,9,5.26,15,8.77,19,11.11,17029
17,30,111,46,41.44,17,15.32,8,7.21,10,9.01,9,8.11,17030
17,31,88,29,32.95,21,23.86,5,5.68,1,1.14,13,14.77,17031
17,32,78,38,48.72,6,7.69,10,12.82,2,2.56,8,10.26,17032
17,33,53,14,26.42,11,20.75,2,3.77,7,13.21,6,11.32,17033
17,34,69,31,44.93,5,7.25,10,14.49,4,5.8,5,7.25,17034
17,35,117,49,41.88,18,15.38,5,4.27,6,5.13,11,9.4,17035
17,36,36,8,22.22,4,11.11,5,13.89,5,13.89,5,13.89,17036
17,37,91,30,32.97,17,18.68,8,8.79,11,12.09,9,9.89,17037
17,38,53,26,49.06,10,18.87,2,3.77,3,5.66,4,7.55,17038
17,39,73,19,26.03,12,16.44,3,4.11,5,6.85,13,17.81,17039
17,40,58,18,31.03,6,10.34,9,15.52,3,5.17,10,17.24,17040
17,41,55,17,30.91,3,5.45,12,21.82,6,10.91,5,9.09,17041
17,42,58,21,36.21,4,6.9,6,10.34,2,3.45,9,15.52,17042
17,43,51,27,52.94,4,7.84,2,3.92,2,3.92,8,15.69,17043
17,44,119,37,31.09,18,15.13,11,9.24,8,6.72,20,16.81,17044
17,45,39,14,35.9,7,17.95,3,7.69,2,5.13,7,17.95,17045
17,46,79,23,29.11,9,11.39,3,3.8,7,8.86,11,13.92,17046
17,47,89,43,48.31,9,10.11,6,6.74,5,5.62,7,7.87,17047
17,48,76,33,43.42,5,6.58,5,6.58,6,7.89,12,15.79,17048
17,49,42,12,28.57,4,9.52,5,11.9,3,7.14,7,16.67,17049
17,50,55,26,47.27,6,10.91,7,12.73,2,3.64,3,5.45,17050
17,51,64,24,37.5,12,18.75,5,7.81,2,3.13,10,15.63,17051
17,52,108,52,48.15,17,15.74,5,4.63,7,6.48,7,6.48,17052
17,53,85,32,37.65,14,16.47,9,10.59,6,7.06,9,10.59,17053
17,54,113,64,56.64,16,14.16,5,4.42,7,6.19,8,7.08,17054
17,55,62,24,38.71,7,11.29,8,12.9,4,6.45,10,16.13,17055
18,1,147,56,38.1,31,21.09,11,7.48,9,6.12,15,10.2,18001
18,2,55,13,23.64,15,27.27,5,9.09,2,3.64,12,21.82,18002
18,3,169,25,14.79,42,24.85,16,9.47,8,4.73,45,26.63,18003
18,4,272,131,48.16,61,22.43,10,3.68,13,4.78,13,4.78,18004
18,5,83,27,32.53,18,21.69,3,3.61,5,6.02,15,18.07,18005
18,6,147,30,20.41,22,14.97,19,12.93,12,8.16,43,29.25,18006
18,7,82,30,36.59,10,12.2,4,4.88,10,12.2,16,19.51,18007
18,8,48,9,18.75,22,45.83,1,2.08,3,6.25,7,14.58,18008
18,9,316,131,41.46,78,24.68,19,6.01,11,3.48,21,6.65,18009
18,10,206,87,42.23,49,23.79,10,4.85,8,3.88,17,8.25,18010
18,11,84,27,32.14,16,19.05,4,4.76,5,5.95,15,17.86,18011
18,12,117,42,35.9,23,19.66,7,5.98,5,4.27,11,9.4,18012
18,13,130,45,34.62,36,27.69,6,4.62,7,5.38,17,13.08,18013
18,14,116,54,46.55,28,24.14,6,5.17,7,6.03,5,4.31,18014
18,15,57,13,22.81,13,22.81,5,8.77,5,8.77,12,21.05,18015
18,16,164,65,39.63,40,24.39,10,6.1,9,5.49,11,6.71,18016
18,17,90,18,20.0,29,32.22,8,8.89,6,6.67,17,18.89,18017
18,18,125,49,39.2,18,14.4,11,8.8,6,4.8,18,14.4,18018
18,19,156,57,36.54,22,14.1,13,8.33,12,7.69,18,11.54,18019
18,20,246,86,34.96,53,21.54,14,5.69,14,5.69,23,9.35,18020
18,21,188,71,37.77,59,31.38,11,5.85,12,6.38,10,5.32,18021
18,22,200,85,42.5,29,14.5,19,9.5,5,2.5,20,10.0,18022
18,23,117,40,34.19,23,19.66,10,8.55,7,5.98,18,15.38,18023
18,24,169,81,47.93,23,13.61,8,4.73,10,5.92,21,12.43,18024
18,25,273,149,54.58,28,10.26,11,4.03,9,3.3,28,10.26,18025
18,26,109,56,51.38,17,15.6,6,5.5,5,4.59,9,8.26,18026
18,27,92,29,31.52,23,25.0,7,7.61,1,1.09,13,14.13,18027
18,28,119,19,15.97,27,22.69,7,5.88,12,10.08,35,29.41,18028
18,29,94,26,27.66,27,28.72,5,5.32,6,6.38,11,11.7,18029
18,30,87,44,50.57,13,14.94,8,9.2,3,3.45,8,9.2,18030
18,31,95,26,27.37,22,23.16,6,6.32,7,7.37,15,15.79,18031
18,32,185,68,36.76,52,28.11,9,4.86,8,4.32,19,10.27,18032
18,33,81,29,35.8,15,18.52,4,4.94,3,3.7,13,16.05,18033
18,34,204,90,44.12,51,25.0,5,2.45,7,3.43,17,8.33,18034
18,35,306,134,43.79,56,18.3,15,4.9,10,3.27,32,10.46,18035
18,36,67,16,23.88,14,20.9,8,11.94,1,1.49,13,19.4,18036
18,37,104,41,39.42,23,22.12,9,8.65,4,3.85,11,10.58,18037
18,38,143,53,37.06,21,14.69,8,5.59,4,2.8,25,17.48,18038
18,39,70,31,44.29,15,21.43,4,5.71,0,0.0,12,17.14,18039
18,40,106,42,39.62,6,5.66,8,7.55,6,5.66,13,12.26,18040
18,41,61,20,32.79,3,4.92,4,6.56,6,9.84,14,22.95,18041
18,42,61,20,32.79,11,18.03,4,6.56,7,11.48,8,13.11,18042
18,43,57,14,24.56,10,17.54,5,8.77,5,8.77,11,19.3,18043
18,44,75,18,24.0,20,26.67,1,1.33,6,8.0,15,20.0,18044
18,45,67,24,35.82,10,14.93,6,8.96,3,4.48,10,14.93,18045
18,46,114,52,45.61,20,17.54,5,4.39,6,5.26,14,12.28,18046
18,47,76,26,34.21,21,27.63,3,3.95,5,6.58,8,10.53,18047
18,48,81,31,38.27,22,27.16,6,7.41,4,4.94,6,7.41,18048
18,49,73,23,31.51,19,26.03,4,5.48,1,1.37,13,17.81,18049
18,50,79,32,40.51,18,22.78,6,7.59,2,2.53,8,10.13,18050
18,51,171,91,53.22,23,13.45,9,5.26,5,2.92,15,8.77,18051
18,52,137,54,39.42,28,20.44,8,5.84,8,5.84,9,6.57,18052
18,53,81,35,43.21,10,12.35,7,8.64,3,3.7,9,11.11,18053
19,1,187,6,3.21,16,8.56,12,6.42,39,20.86,35,18.72,19001
19,2,171,42,24.56,20,11.7,15,8.77,43,25.15,20,11.7,19002
19,3,110,1,0.91,6,5.45,8,7.27,33,30.0,42,38.18,19003
19,4,154,5,3.25,23,14.94,10,6.49,42,27.27,46,29.87,19004
19,5,189,60,31.75,29,15.34,14,7.41,37,19.58,23,12.17,19005
19,6,126,3,2.38,10,7.94,11,8.73,41,32.54,25,19.84,19006
19,7,203,13,6.4,24,11.82,10,4.93,60,29.56,41,20.2,19007
19,8,109,2,1.83,6,5.5,8,7.34,36,33.03,32,29.36,19008
19,9,104,2,1.92,15,14.42,6,5.77,37,35.58,30,28.85,19009
19,10,215,42,19.53,42,19.53,18,8.37,49,22.79,23,10.7,19010
19,11,190,7,3.68,21,11.05,16,8.42,47,24.74,57,30.0,19011
19,12,128,1,0.78,8,6.25,10,7.81,47,36.72,39,30.47,19012
19,13,118,63,53.39,12,10.17,4,3.39,5,4.24,10,8.47,19013
19,14,164,31,18.9,41,25.0,11,6.71,26,15.85,27,16.46,19014
19,15,116,4,3.45,8,6.9,12,10.34,37,31.9,39,33.62,19015
19,16,210,5,2.38,13,6.19,15,7.14,84,40.0,55,26.19,19016
19,17,168,5,2.98,15,8.93,11,6.55,40,23.81,44,26.19,19017
19,18,201,26,12.94,40,19.9,12,5.97,63,31.34,22,10.95,19018
19,19,164,28,17.07,32,19.51,14,8.54,22,13.41,27,16.46,19019
19,20,160,50,31.25,24,15.0,16,10.0,19,11.88,19,11.88,19020
19,21,106,3,2.83,10,9.43,14,13.21,24,22.64,36,33.96,19021
19,22,181,34,18.78,35,19.34,10,5.52,36,19.89,30,16.57,19022
19,23,215,9,4.19,5,2.33,17,7.91,44,20.47,56,26.05,19023
19,24,139,3,2.16,17,12.23,15,10.79,40,28.78,42,30.22,19024
19,25,165,26,15.76,45,27.27,9,5.45,26,15.76,29,17.58,19025
19,26,188,19,10.11,39,20.74,7,3.72,48,25.53,22,11.7,19026
19,27,78,22,28.21,14,17.95,3,3.85,9,11.54,10,12.82,19027
19,28,201,93,46.27,31,15.42,10,4.98,32,15.92,11,5.47,19028
19,29,109,6,5.5,8,7.34,3,2.75,31,28.44,36,33.03,19029
19,30,122,3,2.46,9,7.38,14,11.48,41,33.61,30,24.59,19030
19,31,139,17,12.23,31,22.3,16,11.51,19,13.67,24,17.27,19031
19,32,175,10,5.71,22,12.57,14,8.0,50,28.57,39,22.29,19032
19,33,155,3,1.94,13,8.39,12,7.74,36,23.23,56,36.13,19033
19,34,157,14,8.92,17,10.83,11,7.01,46,29.3,22,14.01,19034
19,35,191,33,17.28,37,19.37,12,6.28,38,19.9,21,10.99,19035
19,36,171,71,41.52,24,14.04,12,7.02,20,11.7,16,9.36,19036
19,37,187,55,29.41,30,16.04,17,9.09,27,14.44,19,10.16,19037
19,38,182,55,30.22,37,20.33,17,9.34,23,12.64,21,11.54,19038
19,39,52,24,46.15,2,3.85,2,3.85,5,9.62,3,5.77,19039
19,40,156,38,24.36,29,18.59,11,7.05,14,8.97,21,13.46,19040
19,41,101,2,1.98,7,6.93,10,9.9,31,30.69,24,23.76,19041
19,42,136,45,33.09,27,19.85,8,5.88,7,5.15,16,11.76,19042
19,43,192,105,54.69,25,13.02,9,4.69,7,3.65,13,6.77,19043
19,44,140,2,1.43,7,5.0,9,6.43,42,30.0,50,35.71,19044
19,45,184,5,2.72,15,8.15,17,9.24,35,19.02,35,19.02,19045
19,46,207,2,0.97,25,12.08,17,8.21,56,27.05,36,17.39,19046
19,47,247,76,30.77,30,12.15,19,7.69,37,14.98,40,16.19,19047
19,48,222,113,50.9,26,11.71,9,4.05,12,5.41,22,9.91,19048
19,49,216,105,48.61,21,9.72,13,6.02,24,11.11,18,8.33,19049
19,50,171,94,54.97,20,11.7,8,4.68,4,2.34,20,11.7,19050
19,51,113,2,1.77,12,10.62,13,11.5,29,25.66,34,30.09,19051
19,52,110,4,3.64,9,8.18,5,4.55,44,40.0,28,25.45,19052
19,53,167,15,8.98,20,11.98,9,5.39,43,25.75,33,19.76,19053
19,54,126,5,3.97,9,7.14,11,8.73,31,24.6,43,34.13,19054
19,55,101,4,3.96,15,14.85,9,8.91,27,26.73,18,17.82,19055
19,56,195,30,15.38,27,13.85,16,8.21,54,27.69,25,12.82,19056
19,57,183,29,15.85,38,20.77,18,9.84,38,20.77,25,13.66,19057
19,58,116,7,6.03,14,12.07,8,6.9,37,31.9,27,23.28,19058
19,59,171,2,1.17,19,11.11,16,9.36,36,21.05,53,30.99,19059
19,60,127,52,40.94,11,8.66,12,9.45,22,17.32,6,4.72,19060
19,61,265,9,3.4,26,9.81,11,4.15,52,19.62,49,18.49,19061
19,62,147,8,5.44,12,8.16,12,8.16,43,29.25,36,24.49,19062
19,63,129,45,34.88,17,13.18,10,7.75,13,10.08,23,17.83,19063
20,1,97,32,32.99,13,13.4,12,12.37,6,6.19,17,17.53,20001
20,2,73,25,34.25,16,21.92,6,8.22,4,5.48,5,6.85,20002
20,3,67,30,44.78,9,13.43,5,7.46,2,2.99,8,11.94,20003
20,4,34,5,14.71,2,5.88,2,5.88,4,11.76,18,52.94,20004
20,5,51,21,41.18,8,15.69,4,7.84,3,5.88,5,9.8,20005
20,6,94,34,36.17,10,10.64,10,10.64,4,4.26,11,11.7,20006
20,7,64,23,35.94,9,14.06,3,4.69,6,9.38,12,18.75,20007
20,8,23,3,13.04,2,8.7,0,0.0,4,17.39,12,52.17,20008
20,9,155,76,49.03,25,16.13,7,4.52,4,2.58,21,13.55,20009
20,10,132,63,47.73,12,9.09,6,4.55,8,6.06,20,15.15,20010
20,11,76,46,60.53,7,9.21,5,6.58,2,2.63,5,6.58,20011
20,12,47,19,40.43,6,12.77,5,10.64,2,4.26,6,12.77,20012
20,13,90,34,37.78,16,17.78,3,3.33,5,5.56,12,13.33,20013
20,14,104,38,36.54,13,12.5,8,7.69,5,4.81,18,17.31,20014
20,15,26,2,7.69,7,26.92,6,23.08,2,7.69,6,23.08,20015
20,16,114,54,47.37,10,8.77,8,7.02,7,6.14,10,8.77,20016
20,17,117,54,46.15,11,9.4,11,9.4,6,5.13,13,11.11,20017
20,18,74,32,43.24,6,8.11,6,8.11,5,6.76,14,18.92,20018
20,19,62,17,27.42,6,9.68,7,11.29,2,3.23,10,16.13,20019
20,20,42,17,40.48,5,11.9,1,2.38,2,4.76,10,23.81,20020
20,21,28,3,10.71,3,10.71,0,0.0,5,17.86,11,39.29,20021
20,22,159,78,49.06,13,8.18,11,6.92,12,7.55,20,12.58,20022
20,23,112,41,36.61,14,12.5,8,7.14,5,4.46,17,15.18,20023
20,24,106,57,53.77,13,12.26,6,5.66,5,4.72,10,9.43,20024
20,25,63,26,41.27,11,17.46,6,9.52,2,3.17,10,15.87,20025
20,26,114,44,38.6,10,8.77,13,11.4,11,9.65,12,10.53,20026
20,27,59,24,40.68,5,8.47,5,8.47,1,1.69,13,22.03,20027
20,28,73,32,43.84,9,12.33,6,8.22,4,5.48,3,4.11,20028
20,29,89,41,46.07,16,17.98,6,6.74,5,5.62,5,5.62,20029
20,30,137,60,43.8,11,8.03,11,8.03,11,8.03,13,9.49,20030
20,31,87,29,33.33,17,19.54,4,4.6,7,8.05,10,11.49,20031
20,32,41,15,36.59,4,9.76,7,17.07,1,2.44,8,19.51,20032
20,33,90,39,43.33,10,11.11,6,6.67,4,4.44,6,6.67,20033
20,34,116,36,31.03,31,26.72,7,6.03,8,6.9,13,11.21,20034
20,35,37,15,40.54,4,10.81,3,8.11,5,13.51,3,8.11,20035
20,36,77,39,50.65,13,16.88,2,2.6,4,5.19,8,10.39,20036
20,37,92,40,43.48,5,5.43,4,4.35,9,9.78,7,7.61,20037
20,38,17,9,52.94,2,11.76,2,11.76,1,5.88,2,11.76,20038
20,39,68,33,48.53,6,8.82,5,7.35,4,5.88,8,11.76,20039
20,40,88,25,28.41,14,15.91,11,12.5,11,12.5,7,7.95,20040
20,41,18,1,5.56,2,11.11,0,0.0,3,16.67,8,44.44,20041
20,42,40,14,35.0,4,10.0,4,10.0,4,10.0,6,15.0,20042
20,43,9,4,44.44,2,22.22,0,0.0,2,22.22,1,11.11,20043
20,44,127,47,37.01,24,18.9,12,9.45,5,3.94,20,15.75,20044
20,45,29,9,31.03,4,13.79,5,17.24,0,0.0,3,10.34,20045
21,1,170,88,51.76,21,12.35,12,7.06,5,2.94,13,7.65,21001
21,2,91,47,51.65,8,8.79,6,6.59,9,9.89,4,4.4,21002
21,3,213,109,51.17,23,10.8,8,3.76,7,3.29,32,15.02,21003
21,4,46,24,52.17,4,8.7,2,4.35,2,4.35,9,19.57,21004
21,5,140,84,60.0,15,10.71,7,5.0,2,1.43,17,12.14,21005
21,6,116,52,44.83,15,12.93,9,7.76,3,2.59,14,12.07,21006
21,7,233,111,47.64,22,9.44,20,8.58,14,6.01,23,9.87,21007
21,8,143,72,50.35,19,13.29,9,6.29,8,5.59,15,10.49,21008
21,9,114,44,38.6,14,12.28,11,9.65,4,3.51,15,13.16,21009
21,10,186,92,49.46,13,6.99,19,10.22,5,2.69,17,9.14,21010
21,11,114,58,50.88,14,12.28,7,6.14,1,0.88,11,9.65,21011
21,12,127,66,51.97,13,10.24,8,6.3,7,5.51,14,11.02,21012
21,13,62,25,40.32,10,16.13,5,8.06,4,6.45,8,12.9,21013
21,14,229,137,59.83,15,6.55,8,3.49,8,3.49,18,7.86,21014
21,15,76,38,50.0,12,15.79,3,3.95,5,6.58,6,7.89,21015
21,16,110,54,49.09,12,10.91,5,4.55,2,1.82,15,13.64,21016
21,17,84,35,41.67,7,8.33,8,9.52,5,5.95,10,11.9,21017
21,18,116,62,53.45,13,11.21,5,4.31,2,1.72,13,11.21,21018
21,19,123,68,55.28,8,6.5,5,4.07,4,3.25,14,11.38,21019
21,20,65,39,60.0,4,6.15,4,6.15,1,1.54,6,9.23,21020
21,21,130,71,54.62,12,9.23,7,5.38,6,4.62,12,9.23,21021
21,22,115,70,60.87,13,11.3,9,7.83,4,3.48,6,5.22,21022
21,23,96,52,54.17,14,14.58,3,3.13,5,5.21,12,12.5,21023
21,24,139,81,58.27,19,13.67,4,2.88,4,2.88,12,8.63,21024
21,25,228,125,54.82,35,15.35,13,5.7,12,5.26,15,6.58,21025
21,26,92,46,50.0,8,8.7,8,8.7,6,6.52,9,9.78,21026
21,27,146,90,61.64,14,9.59,8,5.48,3,2.05,6,4.11,21027
21,28,91,46,50.55,7,7.69,5,5.49,5,5.49,8,8.79,21028
21,29,58,32,55.17,4,6.9,3,5.17,4,6.9,8,13.79,21029
21,30,86,38,44.19,13,15.12,6,6.98,4,4.65,13,15.12,21030
21,31,167,98,58.68,16,9.58,8,4.79,2,1.2,17,10.18,21031
21,32,101,59,58.42,10,9.9,3,2.97,4,3.96,10,9.9,21032
21,33,104,63,60.58,7,6.73,7,6.73,5,4.81,6,5.77,21033
21,34,146,67,45.89,31,21.23,7,4.79,3,2.05,16,10.96,21034
21,35,116,57,49.14,16,13.79,6,5.17,7,6.03,13,11.21,21035
21,36,86,35,40.7,13,15.12,7,8.14,3,3.49,6,6.98,21036
21,37,111,60,54.05,14,12.61,9,8.11,4,3.6,12,10.81,21037
21,38,129,68,52.71,14,10.85,11,8.53,5,3.88,16,12.4,21038
21,39,86,38,44.19,8,9.3,4,4.65,7,8.14,11,12.79,21039
21,40,144,88,61.11,22,15.28,6,4.17,5,3.47,7,4.86,21040
21,41,114,52,45.61,12,10.53,6,5.26,11,9.65,10,8.77,21041
21,42,132,79,59.85,11,8.33,7,5.3,4,3.03,8,6.06,21042
21,43,91,53,58.24,4,4.4,5,5.49,2,2.2,14,15.38,21043
21,44,124,55,44.35,20,16.13,11,8.87,7,5.65,11,8.87,21044
21,45,105,60,57.14,9,8.57,5,4.76,5,4.76,8,7.62,21045
21,46,73,24,32.88,13,17.81,11,15.07,7,9.59,11,15.07,21046
21,47,162,79,48.77,22,13.58,14,8.64,4,2.47,17,10.49,21047
21,48,129,58,44.96,18,13.95,12,9.3,6,4.65,14,10.85,21048
21,49,165,81,49.09,17,10.3,12,7.27,5,3.03,14,8.48,21049
21,50,133,63,47.37,16,12.03,6,4.51,8,6.02,19,14.29,21050
21,51,123,69,56.1,8,6.5,10,8.13,5,4.07,20,16.26,21051
21,52,105,41,39.05,17,16.19,8,7.62,4,3.81,14,13.33,21052
21,53,177,91,51.41,14,7.91,11,6.21,8,4.52,16,9.04,21053
21,54,146,98,67.12,13,8.9,7,4.79,2,1.37,10,6.85,21054
21,55,104,43,41.35,18,17.31,5,4.81,7,6.73,13,12.5,21055
21,56,90,44,48.89,8,8.89,6,6.67,10,11.11,8,8.89,21056
21,57,107,58,54.21,15,14.02,8,7.48,8,7.48,8,7.48,21057
21,58,102,56,54.9,9,8.82,4,3.92,4,3.92,13,12.75,21058
21,59,143,69,48.25,19,13.29,7,4.9,6,4.2,12,8.39,21059
21,60,143,79,55.24,17,11.89,11,7.69,4,2.8,13,9.09,21060
21,61,115,58,50.43,11,9.57,4,3.48,9,7.83,13,11.3,21061
21,62,107,58,54.21,19,17.76,3,2.8,5,4.67,9,8.41,21062
21,63,177,99,55.93,16,9.04,6,3.39,3,1.69,16,9.04,21063
21,64,57,32,56.14,3,5.26,4,7.02,3,5.26,9,15.79,21064
21,65,209,113,54.07,16,7.66,14,6.7,11,5.26,22,10.53,21065
21,66,113,41,36.28,11,9.73,7,6.19,8,7.08,15,13.27,21066
21,67,128,57,44.53,16,12.5,8,6.25,5,3.91,12,9.38,21067
22,1,50,10,20.0,8,16.0,3,6.0,2,4.0,19,38.0,22001
22,2,34,7,20.59,2,5.88,5,14.71,0,0.0,17,50.0,22002
22,3,63,9,14.29,9,14.29,2,3.17,2,3.17,34,53.97,22003
22,4,59,6,10.17,8,13.56,4,6.78,8,13.56,23,38.98,22004
22,5,72,4,5.56,8,11.11,5,6.94,7,9.72,36,50.0,22005
22,6,81,13,16.05,13,16.05,6,7.41,5,6.17,34,41.98,22006
22,7,103,32,31.07,15,14.56,6,5.83,10,9.71,12,11.65,22007
22,8,68,5,7.35,15,22.06,7,10.29,4,5.88,31,45.59,22008
22,9,74,5,6.76,18,24.32,3,4.05,8,10.81,29,39.19,22009
22,10,91,10,10.99,10,10.99,4,4.4,4,4.4,53,58.24,22010
22,11,71,7,9.86,6,8.45,11,15.49,8,11.27,32,45.07,22011
22,12,75,9,12.0,13,17.33,7,9.33,1,1.33,34,45.33,22012
22,13,92,12,13.04,18,19.57,7,7.61,5,5.43,41,44.57,22013
22,14,53,10,18.87,7,13.21,2,3.77,4,7.55,20,37.74,22014
22,15,61,10,16.39,5,8.2,5,8.2,2,3.28,34,55.74,22015
22,16,110,12,10.91,11,10.0,9,8.18,6,5.45,49,44.55,22016
22,17,73,9,12.33,9,12.33,6,8.22,3,4.11,35,47.95,22017
22,18,79,11,13.92,15,18.99,5,6.33,5,6.33,36,45.57,22018
22,19,53,21,39.62,4,7.55,5,9.43,2,3.77,8,15.09,22019
22,20,63,7,11.11,10,15.87,2,3.17,6,9.52,30,47.62,22020
22,21,104,46,44.23,8,7.69,5,4.81,6,5.77,20,19.23,22021
22,22,66,7,10.61,5,7.58,7,10.61,7,10.61,32,48.48,22022
22,23,89,10,11.24,15,16.85,6,6.74,6,6.74,34,38.2,22023
22,24,69,6,8.7,8,11.59,7,10.14,7,10.14,31,44.93,22024
22,25,98,13,13.27,16,16.33,6,6.12,10,10.2,43,43.88,22025
22,26,66,14,21.21,17,25.76,5,7.58,2,3.03,19,28.79,22026
