ward,precinct,total,Kevin Cunningham,Kevin Cunningham Percent,Erica L. Reddick,Erica L. Reddick Percent,precinct_id
28,34,97,33,34.02,64,65.98,28034
28,35,55,15,27.27,40,72.73,28035
28,36,110,46,41.82,64,58.18,28036
28,37,116,54,46.55,62,53.45,28037
28,38,74,44,59.46,30,40.54,28038
28,39,62,40,64.52,22,35.48,28039
28,40,109,46,42.2,63,57.8,28040
28,41,46,27,58.7,19,41.3,28041
28,42,54,37,68.52,17,31.48,28042
28,43,104,56,53.85,48,46.15,28043
28,44,95,49,51.58,46,48.42,28044
28,45,66,38,57.58,28,42.42,28045
28,46,57,32,56.14,25,43.86,28046
28,47,60,30,50.0,30,50.0,28047
28,48,62,31,50.0,31,50.0,28048
28,49,65,35,53.85,30,46.15,28049
28,50,47,21,44.68,26,55.32,28050
28,51,62,32,51.61,30,48.39,28051
28,52,51,32,62.75,19,37.25,28052
28,53,75,34,45.33,41,54.67,28053
28,54,56,24,42.86,32,57.14,28054
28,55,41,14,34.15,27,65.85,28055
29,1,184,78,42.39,106,57.61,29001
29,2,45,28,62.22,17,37.78,29002
29,3,151,84,55.63,67,44.37,29003
29,4,136,90,66.18,46,33.82,29004
29,5,99,58,58.59,41,41.41,29005
29,6,78,35,44.87,43,55.13,29006
29,7,35,20,57.14,15,42.86,29007
29,8,64,37,57.81,27,42.19,29008
29,9,42,16,38.1,26,61.9,29009
29,10,47,25,53.19,22,46.81,29010
29,11,103,51,49.51,52,50.49,29011
29,12,127,51,40.16,76,59.84,29012
29,13,71,40,56.34,31,43.66,29013
29,14,138,62,44.93,76,55.07,29014
29,15,146,76,52.05,70,47.95,29015
29,16,210,54,25.71,156,74.29,29016
29,17,103,51,49.51,52,50.49,29017
29,18,109,45,41.28,64,58.72,29018
29,19,161,74,45.96,87,54.04,29019
29,20,132,64,48.48,68,51.52,29020
29,21,73,37,50.68,36,49.32,29021
29,22,87,46,52.87,41,47.13,29022
29,23,103,42,40.78,61,59.22,29023
29,24,118,61,51.69,57,48.31,29024
29,25,109,29,26.61,80,73.39,29025
29,26,110,61,55.45,49,44.55,29026
29,27,68,40,58.82,28,41.18,29027
29,28,123,74,60.16,49,39.84,29028
29,29,167,43,25.75,124,74.25,29029
29,30,40,19,47.5,21,52.5,29030
29,31,78,37,47.44,41,52.56,29031
29,32,35,12,34.29,23,65.71,29032
29,33,110,62,56.36,48,43.64,29033
29,34,67,26,38.81,41,61.19,29034
29,35,96,55,57.29,41,42.71,29035
29,36,175,69,39.43,106,60.57,29036
29,37,94,49,52.13,45,47.87,29037
29,38,109,53,48.62,56,51.38,29038
29,39,48,23,47.92,25,52.08,29039
29,40,155,80,51.61,75,48.39,29040
29,41,119,65,54.62,54,45.38,29041
29,42,149,79,53.02,70,46.98,29042
29,43,133,69,51.88,64,48.12,29043
29,44,107,47,43.93,60,56.07,29044
29,45,81,50,61.73,31,38.27,29045
29,46,82,54,65.85,28,34.15,29046
29,47,166,77,46.39,89,53.61,29047
29,48,85,54,63.53,31,36.47,29048
30,1,68,32,47.06,36,52.94,30001
30,2,59,29,49.15,30,50.85,30002
30,3,61,21,34.43,40,65.57,30003
30,4,69,20,28.99,49,71.01,30004
30,5,44,18,40.91,26,59.09,30005
30,6,85,41,48.24,44,51.76,30006
30,7,45,20,44.44,25,55.56,30007
30,8,76,26,34.21,50,65.79,30008
30,9,128,54,42.19,74,57.81,30009
30,10,44,16,36.36,28,63.64,30010
30,11,45,22,48.89,23,51.11,30011
30,12,56,37,66.07,19,33.93,30012
30,13,111,48,43.24,63,56.76,30013
30,14,78,34,43.59,44,56.41,30014
30,15,43,14,32.56,29,67.44,30015
30,16,16,12,75.0,4,25.0,30016
30,17,27,12,44.44,15,55.56,30017
30,18,76,33,43.42,43,56.58,30018
30,19,32,12,37.5,20,62.5,30019
30,20,21,8,38.1,13,61.9,30020
30,21,39,14,35.9,25,64.1,30021
30,22,45,23,51.11,22,48.89,30022
30,23,35,21,60.0,14,40.0,30023
30,24,43,17,39.53,26,60.47,30024
30,25,22,10,45.45,12,54.55,30025
30,26,35,12,34.29,23,65.71,30026
30,27,63,27,42.86,36,57.14,30027
30,28,68,31,45.59,37,54.41,30028
30,29,16,6,37.5,10,62.5,30029
30,30,67,29,43.28,38,56.72,30030
30,31,22,9,40.91,13,59.09,30031
31,1,57,31,54.39,26,45.61,31001
31,2,67,34,50.75,33,49.25,31002
31,3,44,25,56.82,19,43.18,31003
31,4,48,14,29.17,34,70.83,31004
31,5,75,25,33.33,50,66.67,31005
31,6,48,20,41.67,28,58.33,31006
31,7,51,19,37.25,32,62.75,31007
31,8,49,22,44.9,27,55.1,31008
31,9,52,19,36.54,33,63.46,31009
31,10,43,21,48.84,22,51.16,31010
31,11,70,30,42.86,40,57.14,31011
31,12,33,12,36.36,21,63.64,31012
31,13,44,27,61.36,17,38.64,31013
31,14,39,16,41.03,23,58.97,31014
31,15,14,7,50.0,7,50.0,31015
31,16,28,15,53.57,13,46.43,31016
31,17,34,14,41.18,20,58.82,31017
31,18,38,16,42.11,22,57.89,31018
31,19,66,29,43.94,37,56.06,31019
31,20,39,19,48.72,20,51.28,31020
31,21,41,21,51.22,20,48.78,31021
31,22,36,17,47.22,19,52.78,31022
31,23,41,17,41.46,24,58.54,31023
31,24,68,30,44.12,38,55.88,31024
31,25,26,11,42.31,15,57.69,31025
31,26,36,20,55.56,16,44.44,31026
31,27,30,10,33.33,20,66.67,31027
31,28,52,24,46.15,28,53.85,31028
31,29,34,15,44.12,19,55.88,31029
31,30,75,36,48.0,39,52.0,31030
31,31,87,39,44.83,48,55.17,31031
31,32,76,39,51.32,37,48.68,31032
31,33,72,26,36.11,46,63.89,31033
31,34,23,8,34.78,15,65.22,31034
31,35,41,22,53.66,19,46.34,31035
31,36,49,18,36.73,31,63.27,31036
31,37,20,13,65.0,7,35.0,31037
31,38,44,18,40.91,26,59.09,31038
31,39,23,2,8.7,21,91.3,31039
31,40,52,28,53.85,24,46.15,31040
31,41,60,23,38.33,37,61.67,31041
31,42,50,19,38.0,31,62.0,31042
31,43,36,14,38.89,22,61.11,31043
31,44,24,13,54.17,11,45.83,31044
31,45,26,14,53.85,12,46.15,31045
31,46,58,25,43.1,33,56.9,31046
31,47,59,23,38.98,36,61.02,31047
32,1,69,21,30.43,48,69.57,32001
32,2,71,18,25.35,53,74.65,32002
32,3,41,20,48.78,21,51.22,32003
32,4,85,22,25.88,63,74.12,32004
32,5,39,14,35.9,25,64.1,32005
32,6,58,24,41.38,34,58.62,32006
32,7,38,15,39.47,23,60.53,32007
32,8,64,18,28.13,46,71.88,32008
32,9,75,17,22.67,58,77.33,32009
32,10,53,15,28.3,38,71.7,32010
32,11,52,15,28.85,37,71.15,32011
32,12,40,11,27.5,29,72.5,32012
32,13,14,5,35.71,9,64.29,32013
32,14,59,27,45.76,32,54.24,32014
32,15,26,9,34.62,17,65.38,32015
32,16,49,16,32.65,33,67.35,32016
32,17,63,19,30.16,44,69.84,32017
32,18,32,8,25.0,24,75.0,32018
32,19,49,18,36.73,31,63.27,32019
32,20,29,13,44.83,16,55.17,32020
32,21,30,13,43.33,17,56.67,32021
32,22,46,10,21.74,36,78.26,32022
32,23,54,22,40.74,32,59.26,32023
32,24,38,6,15.79,32,84.21,32024
32,25,38,10,26.32,28,73.68,32025
32,26,48,20,41.67,28,58.33,32026
32,27,42,16,38.1,26,61.9,32027
32,28,33,16,48.48,17,51.52,32028
32,29,53,18,33.96,35,66.04,32029
32,30,32,8,25.0,24,75.0,32030
32,31,77,16,20.78,61,79.22,32031
32,32,43,16,37.21,27,62.79,32032
32,33,52,14,26.92,38,73.08,32033
32,34,39,11,28.21,28,71.79,32034
32,35,55,17,30.91,38,69.09,32035
32,36,52,13,25.0,39,75.0,32036
32,37,46,17,36.96,29,63.04,32037
32,38,43,11,25.58,32,74.42,32038
32,39,59,17,28.81,42,71.19,32039
32,40,47,17,36.17,30,63.83,32040
32,41,50,23,46.0,27,54.0,32041
32,42,60,20,33.33,40,66.67,32042
32,43,47,14,29.79,33,70.21,32043
32,44,55,23,41.82,32,58.18,32044
32,45,31,15,48.39,16,51.61,32045
32,46,19,7,36.84,12,63.16,32046
32,47,56,25,44.64,31,55.36,32047
32,48,78,40,51.28,38,48.72,32048
32,49,30,13,43.33,17,56.67,32049
32,50,64,20,31.25,44,68.75,32050
32,51,56,15,26.79,41,73.21,32051
32,52,27,7,25.93,20,74.07,32052
33,1,58,26,44.83,32,55.17,33001
33,2,86,36,41.86,50,58.14,33002
33,3,59,18,30.51,41,69.49,33003
33,4,62,21,33.87,41,66.13,33004
33,5,59,23,38.98,36,61.02,33005
33,6,85,41,48.24,44,51.76,33006
33,7,135,30,22.22,105,77.78,33007
33,8,55,13,23.64,42,76.36,33008
33,9,70,24,34.29,46,65.71,33009
33,10,94,45,47.87,49,52.13,33010
33,11,73,28,38.36,45,61.64,33011
33,12,68,31,45.59,37,54.41,33012
33,13,66,28,42.42,38,57.58,33013
33,14,53,17,32.08,36,67.92,33014
33,15,68,28,41.18,40,58.82,33015
33,16,50,21,42.0,29,58.0,33016
33,17,78,34,43.59,44,56.41,33017
33,18,12,2,16.67,10,83.33,33018
33,19,67,26,38.81,41,61.19,33019
33,20,80,35,43.75,45,56.25,33020
33,21,74,33,44.59,41,55.41,33021
33,22,122,57,46.72,65,53.28,33022
33,23,75,19,25.33,56,74.67,33023
33,24,111,31,27.93,80,72.07,33024
33,25,82,34,41.46,48,58.54,33025
33,26,71,23,32.39,48,67.61,33026
33,27,59,21,35.59,38,64.41,33027
34,1,238,97,40.76,141,59.24,34001
34,2,119,62,52.1,57,47.9,34002
34,3,125,48,38.4,77,61.6,34003
34,4,148,74,50.0,74,50.0,34004
34,5,104,46,44.23,58,55.77,34005
34,6,290,117,40.34,173,59.66,34006
34,7,179,98,54.75,81,45.25,34007
34,8,218,93,42.66,125,57.34,34008
34,9,68,34,50.0,34,50.0,34009
34,10,140,69,49.29,71,50.71,34010
34,11,74,31,41.89,43,58.11,34011
34,12,153,69,45.1,84,54.9,34012
34,13,158,67,42.41,91,57.59,34013
34,14,78,44,56.41,34,43.59,34014
34,15,92,37,40.22,55,59.78,34015
34,16,66,34,51.52,32,48.48,34016
34,17,106,50,47.17,56,52.83,34017
34,18,140,50,35.71,90,64.29,34018
34,19,142,36,25.35,106,74.65,34019
34,20,206,83,40.29,123,59.71,34020
34,21,137,54,39.42,83,60.58,34021
34,22,170,81,47.65,89,52.35,34022
34,23,112,59,52.68,53,47.32,34023
34,24,131,51,38.93,80,61.07,34024
34,25,156,65,41.67,91,58.33,34025
34,26,141,74,52.48,67,47.52,34026
34,27,107,45,42.06,62,57.94,34027
34,28,86,31,36.05,55,63.95,34028
34,29,137,64,46.72,73,53.28,34029
34,30,185,90,48.65,95,51.35,34030
34,31,68,45,66.18,23,33.82,34031
34,32,297,136,45.79,161,54.21,34032
34,33,141,53,37.59,88,62.41,34033
34,34,178,61,34.27,117,65.73,34034
34,35,114,49,42.98,65,57.02,34035
34,36,154,66,42.86,88,57.14,34036
34,37,124,43,34.68,81,65.32,34037
34,38,79,29,36.71,50,63.29,34038
34,39,80,31,38.75,49,61.25,34039
34,40,136,63,46.32,73,53.68,34040
34,41,72,33,45.83,39,54.17,34041
34,42,177,60,33.9,117,66.1,34042
34,43,203,91,44.83,112,55.17,34043
34,44,144,59,40.97,85,59.03,34044
34,45,123,64,52.03,59,47.97,34045
34,46,119,50,42.02,69,57.98,34046
34,47,103,46,44.66,57,55.34,34047
34,48,175,58,33.14,117,66.86,34048
34,49,212,100,47.17,112,52.83,34049
34,50,137,61,44.53,76,55.47,34050
34,51,195,75,38.46,120,61.54,34051
34,52,87,37,42.53,50,57.47,34052
34,53,71,28,39.44,43,60.56,34053
34,54,83,35,42.17,48,57.83,34054
34,55,132,44,33.33,88,66.67,34055
35,1,59,17,28.81,42,71.19,35001
35,2,50,19,38.0,31,62.0,35002
35,3,49,19,38.78,30,61.22,35003
35,4,59,26,44.07,33,55.93,35004
35,5,54,16,29.63,38,70.37,35005
35,6,60,27,45.0,33,55.0,35006
35,7,103,26,25.24,77,74.76,35007
35,8,89,23,25.84,66,74.16,35008
35,9,56,20,35.71,36,64.29,35009
35,10,90,35,38.89,55,61.11,35010
35,11,69,20,28.99,49,71.01,35011
35,12,119,33,27.73,86,72.27,35012
35,13,9,2,22.22,7,77.78,35013
35,14,80,27,33.75,53,66.25,35014
35,15,86,31,36.05,55,63.95,35015
35,16,86,17,19.77,69,80.23,35016
35,17,71,27,38.03,44,61.97,35017
35,18,56,22,39.29,34,60.71,35018
35,19,80,28,35.0,52,65.0,35019
35,20,47,22,46.81,25,53.19,35020
35,21,75,29,38.67,46,61.33,35021
35,22,16,4,25.0,12,75.0,35022
35,23,34,15,44.12,19,55.88,35023
35,24,27,15,55.56,12,44.44,35024
35,25,103,34,33.01,69,66.99,35025
35,26,59,21,35.59,38,64.41,35026
35,27,113,32,28.32,81,71.68,35027
35,28,82,18,21.95,64,78.05,35028
35,29,104,37,35.58,67,64.42,35029
35,30,152,49,32.24,103,67.76,35030
35,31,44,15,34.09,29,65.91,35031
35,32,36,14,38.89,22,61.11,35032
35,33,43,14,32.56,29,67.44,35033
35,34,92,23,25.0,69,75.0,35034
35,35,63,20,31.75,43,68.25,35035
35,36,70,27,38.57,43,61.43,35036
36,1,67,27,40.3,40,59.7,36001
36,2,85,42,49.41,43,50.59,36002
36,3,191,82,42.93,109,57.07,36003
36,4,35,15,42.86,20,57.14,36004
36,5,121,64,52.89,57,47.11,36005
36,6,70,26,37.14,44,62.86,36006
36,7,65,31,47.69,34,52.31,36007
36,8,82,50,60.98,32,39.02,36008
36,9,126,65,51.59,61,48.41,36009
36,10,72,31,43.06,41,56.94,36010
36,11,98,47,47.96,51,52.04,36011
36,12,64,29,45.31,35,54.69,36012
36,13,137,67,48.91,70,51.09,36013
36,14,107,50,46.73,57,53.27,36014
36,15,73,39,53.42,34,46.58,36015
36,16,171,73,42.69,98,57.31,36016
36,17,50,25,50.0,25,50.0,36017
36,18,80,47,58.75,33,41.25,36018
36,19,88,42,47.73,46,52.27,36019
36,20,112,58,51.79,54,48.21,36020
36,21,126,65,51.59,61,48.41,36021
36,22,136,61,44.85,75,55.15,36022
36,23,207,65,31.4,142,68.6,36023
36,24,107,50,46.73,57,53.27,36024
36,25,125,62,49.6,63,50.4,36025
36,26,72,30,41.67,42,58.33,36026
36,27,59,36,61.02,23,38.98,36027
36,28,52,22,42.31,30,57.69,36028
36,29,75,38,50.67,37,49.33,36029
36,30,90,44,48.89,46,51.11,36030
36,31,93,29,31.18,64,68.82,36031
36,32,61,30,49.18,31,50.82,36032
36,33,92,37,40.22,55,59.78,36033
36,34,39,21,53.85,18,46.15,36034
36,35,83,40,48.19,43,51.81,36035
36,36,63,34,53.97,29,46.03,36036
36,37,78,39,50.0,39,50.0,36037
36,38,40,26,65.0,14,35.0,36038
36,39,60,26,43.33,34,56.67,36039
36,40,75,39,52.0,36,48.0,36040
36,41,56,23,41.07,33,58.93,36041
36,42,59,26,44.07,33,55.93,36042
36,43,71,32,45.07,39,54.93,36043
36,44,122,51,41.8,71,58.2,36044
36,45,122,53,43.44,69,56.56,36045
36,46,76,34,44.74,42,55.26,36046
36,47,168,68,40.48,100,59.52,36047
36,48,64,34,53.13,30,46.88,36048
36,49,117,67,57.26,50,42.74,36049
36,50,86,37,43.02,49,56.98,36050
36,51,94,36,38.3,58,61.7,36051
37,1,28,9,32.14,19,67.86,37001
37,2,78,48,61.54,30,38.46,37002
37,3,38,11,28.95,27,71.05,37003
37,4,90,45,50.0,45,50.0,37004
37,5,119,50,42.02,69,57.98,37005
37,6,128,49,38.28,79,61.72,37006
37,7,113,53,46.9,60,53.1,37007
37,8,40,18,45.0,22,55.0,37008
37,9,83,38,45.78,45,54.22,37009
37,10,121,29,23.97,92,76.03,37010
37,11,20,8,40.0,12,60.0,37011
37,12,61,30,49.18,31,50.82,37012
37,13,86,33,38.37,53,61.63,37013
37,14,135,69,51.11,66,48.89,37014
37,15,91,40,43.96,51,56.04,37015
37,16,97,47,48.45,50,51.55,37016
37,17,68,40,58.82,28,41.18,37017
37,18,126,61,48.41,65,51.59,37018
37,19,40,17,42.5,23,57.5,37019
37,20,83,41,49.4,42,50.6,37020
37,21,101,54,53.47,47,46.53,37021
37,22,75,21,28.0,54,72.0,37022
37,23,82,42,51.22,40,48.78,37023
37,24,64,39,60.94,25,39.06,37024
37,25,102,48,47.06,54,52.94,37025
37,26,104,64,61.54,40,38.46,37026
37,27,107,59,55.14,48,44.86,37027
37,28,98,45,45.92,53,54.08,37028
37,29,84,44,52.38,40,47.62,37029
37,30,55,30,54.55,25,45.45,37030
37,31,104,49,47.12,55,52.88,37031
37,32,88,36,40.91,52,59.09,37032
37,33,57,36,63.16,21,36.84,37033
37,34,87,40,45.98,47,54.02,37034
37,35,115,64,55.65,51,44.35,37035
37,36,81,35,43.21,46,56.79,37036
37,37,92,55,59.78,37,40.22,37037
37,38,92,53,57.61,39,42.39,37038
37,39,52,20,38.46,32,61.54,37039
37,40,88,51,57.95,37,42.05,37040
37,41,103,50,48.54,53,51.46,37041
37,42,36,22,61.11,14,38.89,37042
37,43,83,38,45.78,45,54.22,37043
38,1,72,34,47.22,38,52.78,38001
38,2,84,41,48.81,43,51.19,38002
38,3,39,22,56.41,17,43.59,38003
38,4,100,53,53.0,47,47.0,38004
38,5,79,29,36.71,50,63.29,38005
38,6,81,37,45.68,44,54.32,38006
38,7,54,20,37.04,34,62.96,38007
38,8,29,17,58.62,12,41.38,38008
38,9,65,14,21.54,51,78.46,38009
38,10,72,21,29.17,51,70.83,38010
38,11,110,53,48.18,57,51.82,38011
38,12,53,33,62.26,20,37.74,38012
38,13,111,56,50.45,55,49.55,38013
38,14,60,32,53.33,28,46.67,38014
38,15,72,43,59.72,29,40.28,38015
38,16,90,39,43.33,51,56.67,38016
38,17,70,30,42.86,40,57.14,38017
38,18,73,38,52.05,35,47.95,38018
38,19,83,46,55.42,37,44.58,38019
38,20,85,39,45.88,46,54.12,38020
38,21,45,26,57.78,19,42.22,38021
38,22,66,35,53.03,31,46.97,38022
38,23,138,74,53.62,64,46.38,38023
38,24,117,53,45.3,64,54.7,38024
38,25,45,25,55.56,20,44.44,38025
38,26,51,19,37.25,32,62.75,38026
38,27,67,28,41.79,39,58.21,38027
38,28,85,51,60.0,34,40.0,38028
38,29,73,40,54.79,33,45.21,38029
38,30,55,31,56.36,24,43.64,38030
38,31,90,56,62.22,34,37.78,38031
38,32,72,33,45.83,39,54.17,38032
38,33,56,28,50.0,28,50.0,38033
38,34,90,41,45.56,49,54.44,38034
38,35,104,45,43.27,59,56.73,38035
38,36,72,47,65.28,25,34.72,38036
38,37,76,38,50.0,38,50.0,38037
38,38,56,33,58.93,23,41.07,38038
38,39,75,33,44.0,42,56.0,38039
38,40,45,18,40.0,27,60.0,38040
38,41,102,42,41.18,60,58.82,38041
38,42,66,30,45.45,36,54.55,38042
38,43,53,30,56.6,23,43.4,38043
38,44,53,31,58.49,22,41.51,38044
38,45,67,41,61.19,26,38.81,38045
39,1,59,23,38.98,36,61.02,39001
39,2,100,60,60.0,40,40.0,39002
39,3,65,37,56.92,28,43.08,39003
39,4,45,25,55.56,20,44.44,39004
39,5,40,17,42.5,23,57.5,39005
39,6,40,17,42.5,23,57.5,39006
39,7,44,18,40.91,26,59.09,39007
39,8,72,33,45.83,39,54.17,39008
39,9,59,35,59.32,24,40.68,39009
39,10,50,23,46.0,27,54.0,39010
39,11,63,33,52.38,30,47.62,39011
39,12,78,26,33.33,52,66.67,39012
39,13,28,13,46.43,15,53.57,39013
39,14,55,27,49.09,28,50.91,39014
39,15,43,22,51.16,21,48.84,39015
39,16,42,15,35.71,27,64.29,39016
39,17,69,30,43.48,39,56.52,39017
39,18,65,21,32.31,44,67.69,39018
39,19,37,16,43.24,21,56.76,39019
39,20,57,31,54.39,26,45.61,39020
39,21,39,23,58.97,16,41.03,39021
39,22,42,19,45.24,23,54.76,39022
39,23,49,23,46.94,26,53.06,39023
39,24,46,18,39.13,28,60.87,39024
39,25,70,24,34.29,46,65.71,39025
39,26,51,27,52.94,24,47.06,39026
39,27,55,18,32.73,37,67.27,39027
39,28,119,41,34.45,78,65.55,39028
39,29,38,18,47.37,20,52.63,39029
39,30,49,17,34.69,32,65.31,39030
39,31,42,16,38.1,26,61.9,39031
39,32,33,10,30.3,23,69.7,39032
39,33,52,13,25.0,39,75.0,39033
39,34,74,34,45.95,40,54.05,39034
39,35,55,15,27.27,40,72.73,39035
39,36,74,35,47.3,39,52.7,39036
39,37,98,47,47.96,51,52.04,39037
39,38,70,28,40.0,42,60.0,39038
39,39,22,12,54.55,10,45.45,39039
39,40,39,18,46.15,21,53.85,39040
39,41,40,20,50.0,20,50.0,39041
39,42,31,17,54.84,14,45.16,39042
39,43,54,17,31.48,37,68.52,39043
40,1,53,17,32.08,36,67.92,40001
40,2,31,8,25.81,23,74.19,40002
40,3,67,16,23.88,51,76.12,40003
40,4,83,13,15.66,70,84.34,40004
40,5,106,28,26.42,78,73.58,40005
40,6,44,12,27.27,32,72.73,40006
40,7,70,16,22.86,54,77.14,40007
40,8,13,5,38.46,8,61.54,40008
40,9,67,36,53.73,31,46.27,40009
40,10,87,20,22.99,67,77.01,40010
40,11,58,23,39.66,35,60.34,40011
40,12,74,18,24.32,56,75.68,40012
40,13,167,45,26.95,122,73.05,40013
40,14,60,24,40.0,36,60.0,40014
40,15,55,27,49.09,28,50.91,40015
40,16,94,42,44.68,52,55.32,40016
40,17,65,25,38.46,40,61.54,40017
40,18,57,19,33.33,38,66.67,40018
40,19,80,29,36.25,51,63.75,40019
40,20,37,19,51.35,18,48.65,40020
40,21,52,15,28.85,37,71.15,40021
40,22,22,2,9.09,20,90.91,40022
40,23,59,16,27.12,43,72.88,40023
40,24,24,11,45.83,13,54.17,40024
40,25,27,11,40.74,16,59.26,40025
40,26,80,17,21.25,63,78.75,40026
40,27,48,14,29.17,34,70.83,40027
40,28,95,33,34.74,62,65.26,40028
40,29,72,28,38.89,44,61.11,40029
40,30,118,19,16.1,99,83.9,40030
40,31,54,16,29.63,38,70.37,40031
40,32,91,34,37.36,57,62.64,40032
40,33,63,24,38.1,39,61.9,40033
40,34,27,9,33.33,18,66.67,40034
40,35,60,28,46.67,32,53.33,40035
40,36,64,20,31.25,44,68.75,40036
40,37,53,15,28.3,38,71.7,40037
40,38,36,6,16.67,30,83.33,40038
40,39,42,22,52.38,20,47.62,40039
40,40,35,10,28.57,25,71.43,40040
40,41,145,36,24.83,109,75.17,40041
41,1,61,32,52.46,29,47.54,41001
41,2,111,58,52.25,53,47.75,41002
41,3,62,36,58.06,26,41.94,41003
41,4,80,43,53.75,37,46.25,41004
41,5,90,41,45.56,49,54.44,41005
41,6,75,41,54.67,34,45.33,41006
41,7,79,32,40.51,47,59.49,41007
41,8,54,31,57.41,23,42.59,41008
41,9,63,33,52.38,30,47.62,41009
41,10,69,35,50.72,34,49.28,41010
41,11,77,43,55.84,34,44.16,41011
41,12,73,40,54.79,33,45.21,41012
41,13,42,19,45.24,23,54.76,41013
41,14,105,52,49.52,53,50.48,41014
41,15,70,40,57.14,30,42.86,41015
41,16,73,39,53.42,34,46.58,41016
41,17,85,45,52.94,40,47.06,41017
41,18,66,32,48.48,34,51.52,41018
41,19,96,42,43.75,54,56.25,41019
41,20,97,51,52.58,46,47.42,41020
41,21,80,43,53.75,37,46.25,41021
41,22,64,29,45.31,35,54.69,41022
41,23,69,39,56.52,30,43.48,41023
41,24,69,31,44.93,38,55.07,41024
41,25,22,13,59.09,9,40.91,41025
41,26,27,16,59.26,11,40.74,41026
41,27,15,9,60.0,6,40.0,41027
41,28,52,26,50.0,26,50.0,41028
41,29,21,11,52.38,10,47.62,41029
41,30,69,38,55.07,31,44.93,41030
41,31,89,50,56.18,39,43.82,41031
41,32,36,20,55.56,16,44.44,41032
41,33,51,26,50.98,25,49.02,41033
41,34,58,30,51.72,28,48.28,41034
41,35,75,42,56.0,33,44.0,41035
41,36,79,42,53.16,37,46.84,41036
41,37,77,42,54.55,35,45.45,41037
41,38,82,38,46.34,44,53.66,41038
41,39,40,28,70.0,12,30.0,41039
41,40,69,38,55.07,31,44.93,41040
41,41,64,34,53.13,30,46.88,41041
41,42,104,56,53.85,48,46.15,41042
41,43,60,27,45.0,33,55.0,41043
41,44,78,33,42.31,45,57.69,41044
41,45,60,34,56.67,26,43.33,41045
41,46,61,27,44.26,34,55.74,41046
41,47,66,39,59.09,27,40.91,41047
41,48,40,21,52.5,19,47.5,41048
41,49,98,62,63.27,36,36.73,41049
41,50,74,35,47.3,39,52.7,41050
41,51,50,27,54.0,23,46.0,41051
41,52,125,53,42.4,72,57.6,41052
41,53,68,35,51.47,33,48.53,41053
41,54,65,22,33.85,43,66.15,41054
41,55,34,18,52.94,16,47.06,41055
41,56,88,53,60.23,35,39.77,41056
41,57,60,31,51.67,29,48.33,41057
42,1,78,22,28.21,56,71.79,42001
42,2,48,18,37.5,30,62.5,42002
42,3,50,19,38.0,31,62.0,42003
42,4,69,27,39.13,42,60.87,42004
42,5,59,10,16.95,49,83.05,42005
42,6,150,52,34.67,98,65.33,42006
42,7,59,21,35.59,38,64.41,42007
42,8,78,24,30.77,54,69.23,42008
42,9,141,40,28.37,101,71.63,42009
42,10,119,36,30.25,83,69.75,42010
42,11,86,18,20.93,68,79.07,42011
42,12,49,18,36.73,31,63.27,42012
42,13,139,48,34.53,91,65.47,42013
42,14,48,17,35.42,31,64.58,42014
42,15,55,19,34.55,36,65.45,42015
42,16,35,11,31.43,24,68.57,42016
42,17,148,65,43.92,83,56.08,42017
42,18,101,28,27.72,73,72.28,42018
42,19,13,3,23.08,10,76.92,42019
42,20,33,10,30.3,23,69.7,42020
42,21,24,8,33.33,16,66.67,42021
42,22,31,7,22.58,24,77.42,42022
42,23,82,18,21.95,64,78.05,42023
42,24,62,19,30.65,43,69.35,42024
42,25,56,18,32.14,38,67.86,42025
42,26,103,54,52.43,49,47.57,42026
42,27,72,30,41.67,42,58.33,42027
42,28,75,26,34.67,49,65.33,42028
42,29,71,18,25.35,53,74.65,42029
42,30,42,11,26.19,31,73.81,42030
42,31,45,12,26.67,33,73.33,42031
42,32,56,21,37.5,35,62.5,42032
42,33,110,34,30.91,76,69.09,42033
42,34,51,13,25.49,38,74.51,42034
42,35,65,17,26.15,48,73.85,42035
42,36,39,14,35.9,25,64.1,42036
42,37,49,19,38.78,30,61.22,42037
42,38,38,10,26.32,28,73.68,42038
42,39,44,22,50.0,22,50.0,42039
42,40,73,24,32.88,49,67.12,42040
42,41,71,23,32.39,48,67.61,42041
42,42,75,22,29.33,53,70.67,42042
42,43,74,26,35.14,48,64.86,42043
42,44,54,11,20.37,43,79.63,42044
42,45,57,15,26.32,42,73.68,42045
42,46,37,13,35.14,24,64.86,42046
42,47,44,10,22.73,34,77.27,42047
42,48,46,11,23.91,35,76.09,42048
42,49,14,8,57.14,6,42.86,42049
42,50,96,28,29.17,68,70.83,42050
42,51,132,47,35.61,85,64.39,42051
42,52,55,25,45.45,30,54.55,42052
42,53,100,34,34.0,66,66.0,42053
42,54,44,21,47.73,23,52.27,42054
42,55,62,29,46.77,33,53.23,42055
42,56,51,6,11.76,45,88.24,42056
42,57,48,18,37.5,30,62.5,42057
42,58,23,4,17.39,19,82.61,42058
42,59,43,19,44.19,24,55.81,42059
42,60,33,9,27.27,24,72.73,42060
42,61,34,12,35.29,22,64.71,42061
42,62,44,13,29.55,31,70.45,42062
42,63,85,15,17.65,70,82.35,42063
42,64,20,4,20.0,16,80.0,42064
42,65,67,18,26.87,49,73.13,42065
