ward,precinct,total,Jesse G. Reyes,Jesse G. Reyes Percent,Rodolfo (Rudy) Garcia,Rodolfo (Rudy) Garcia Percent,William Stewart Boyd,William Stewart Boyd Percent,Ellen L. Flannigan,Ellen L. Flannigan Percent,Don R. Sampen,Don R. Sampen Percent,precinct_id
38,37,88,17,19.32,20,22.73,13,14.77,30,34.09,8,9.09,38037
38,38,58,14,24.14,10,17.24,6,10.34,25,43.1,3,5.17,38038
38,39,80,20,25.0,15,18.75,19,23.75,24,30.0,2,2.5,38039
38,40,48,11,22.92,4,8.33,8,16.67,20,41.67,5,10.42,38040
38,41,115,30,26.09,11,9.57,25,21.74,38,33.04,11,9.57,38041
38,42,74,21,28.38,9,12.16,12,16.22,22,29.73,10,13.51,38042
38,43,54,9,16.67,9,16.67,10,18.52,26,48.15,0,0.0,38043
38,44,59,19,32.2,5,8.47,14,23.73,18,30.51,3,5.08,38044
38,45,66,10,15.15,10,15.15,14,21.21,27,40.91,5,7.58,38045
39,1,66,18,27.27,8,12.12,18,27.27,17,25.76,5,7.58,39001
39,2,109,39,35.78,10,9.17,16,14.68,37,33.94,7,6.42,39002
39,3,70,23,32.86,9,12.86,15,21.43,19,27.14,4,5.71,39003
39,4,53,12,22.64,7,13.21,8,15.09,22,41.51,4,7.55,39004
39,5,44,12,27.27,5,11.36,11,25.0,16,36.36,0,0.0,39005
39,6,47,11,23.4,1,2.13,11,23.4,21,44.68,3,6.38,39006
39,7,54,24,44.44,3,5.56,10,18.52,12,22.22,5,9.26,39007
39,8,98,49,50.0,10,10.2,9,9.18,19,19.39,11,11.22,39008
39,9,85,45,52.94,6,7.06,7,8.24,23,27.06,4,4.71,39009
39,10,54,22,40.74,7,12.96,9,16.67,15,27.78,1,1.85,39010
39,11,80,43,53.75,4,5.0,5,6.25,25,31.25,3,3.75,39011
39,12,92,27,29.35,15,16.3,25,27.17,21,22.83,4,4.35,39012
39,13,30,4,13.33,7,23.33,4,13.33,10,33.33,5,16.67,39013
39,14,71,26,36.62,13,18.31,11,15.49,16,22.54,5,7.04,39014
39,15,48,22,45.83,4,8.33,6,12.5,14,29.17,2,4.17,39015
39,16,43,10,23.26,5,11.63,12,27.91,11,25.58,5,11.63,39016
39,17,74,22,29.73,11,14.86,16,21.62,22,29.73,3,4.05,39017
39,18,75,25,33.33,11,14.67,15,20.0,18,24.0,6,8.0,39018
39,19,39,13,33.33,8,20.51,2,5.13,13,33.33,3,7.69,39019
39,20,65,20,30.77,8,12.31,14,21.54,18,27.69,5,7.69,39020
39,21,49,30,61.22,5,10.2,1,2.04,8,16.33,5,10.2,39021
39,22,54,20,37.04,6,11.11,5,9.26,14,25.93,9,16.67,39022
39,23,54,20,37.04,4,7.41,10,18.52,14,25.93,6,11.11,39023
39,24,52,16,30.77,11,21.15,8,15.38,16,30.77,1,1.92,39024
39,25,74,30,40.54,5,6.76,8,10.81,25,33.78,6,8.11,39025
39,26,54,16,29.63,1,1.85,11,20.37,18,33.33,8,14.81,39026
39,27,63,17,26.98,3,4.76,13,20.63,22,34.92,8,12.7,39027
39,28,134,46,34.33,21,15.67,22,16.42,34,25.37,11,8.21,39028
39,29,43,15,34.88,6,13.95,7,16.28,14,32.56,1,2.33,39029
39,30,58,16,27.59,12,20.69,10,17.24,15,25.86,5,8.62,39030
39,31,50,22,44.0,3,6.0,3,6.0,21,42.0,1,2.0,39031
39,32,42,26,61.9,3,7.14,7,16.67,4,9.52,2,4.76,39032
39,33,55,14,25.45,7,12.73,13,23.64,16,29.09,5,9.09,39033
39,34,83,25,30.12,10,12.05,13,15.66,27,32.53,8,9.64,39034
39,35,64,16,25.0,6,9.38,21,32.81,12,18.75,9,14.06,39035
39,36,77,25,32.47,13,16.88,13,16.88,17,22.08,9,11.69,39036
39,37,118,37,31.36,5,4.24,27,22.88,40,33.9,9,7.63,39037
39,38,80,28,35.0,7,8.75,15,18.75,20,25.0,10,12.5,39038
39,39,21,5,23.81,2,9.52,5,23.81,9,42.86,0,0.0,39039
39,40,46,26,56.52,6,13.04,3,6.52,9,19.57,2,4.35,39040
39,41,43,14,32.56,2,4.65,8,18.6,14,32.56,5,11.63,39041
39,42,42,18,42.86,4,9.52,6,14.29,9,21.43,5,11.9,39042
39,43,59,17,28.81,6,10.17,19,32.2,10,16.95,7,11.86,39043
40,1,61,26,42.62,9,14.75,4,6.56,18,29.51,4,6.56,40001
40,2,33,10,30.3,4,12.12,9,27.27,6,18.18,4,12.12,40002
40,3,70,21,30.0,10,14.29,12,17.14,14,20.0,13,18.57,40003
40,4,89,42,47.19,11,12.36,18,20.22,10,11.24,8,8.99,40004
40,5,112,42,37.5,15,13.39,15,13.39,29,25.89,11,9.82,40005
40,6,45,16,35.56,5,11.11,6,13.33,15,33.33,3,6.67,40006
40,7,74,29,39.19,8,10.81,12,16.22,19,25.68,6,8.11,40007
40,8,11,6,54.55,1,9.09,1,9.09,2,18.18,1,9.09,40008
40,9,76,29,38.16,11,14.47,11,14.47,19,25.0,6,7.89,40009
40,10,89,50,56.18,12,13.48,12,13.48,11,12.36,4,4.49,40010
40,11,60,19,31.67,8,13.33,8,13.33,21,35.0,4,6.67,40011
40,12,78,27,34.62,14,17.95,13,16.67,9,11.54,15,19.23,40012
40,13,174,71,40.8,28,16.09,16,9.2,37,21.26,22,12.64,40013
40,14,62,24,38.71,9,14.52,11,17.74,15,24.19,3,4.84,40014
40,15,58,26,44.83,8,13.79,5,8.62,15,25.86,4,6.9,40015
40,16,101,37,36.63,13,12.87,22,21.78,22,21.78,7,6.93,40016
40,17,66,25,37.88,9,13.64,13,19.7,15,22.73,4,6.06,40017
40,18,55,28,50.91,6,10.91,7,12.73,9,16.36,5,9.09,40018
40,19,88,45,51.14,12,13.64,10,11.36,14,15.91,7,7.95,40019
40,20,41,16,39.02,8,19.51,2,4.88,12,29.27,3,7.32,40020
40,21,54,16,29.63,6,11.11,6,11.11,20,37.04,6,11.11,40021
40,22,23,8,34.78,4,17.39,3,13.04,3,13.04,5,21.74,40022
40,23,62,10,16.13,14,22.58,17,27.42,15,24.19,6,9.68,40023
40,24,31,7,22.58,2,6.45,12,38.71,8,25.81,2,6.45,40024
40,25,28,12,42.86,8,28.57,2,7.14,3,10.71,3,10.71,40025
40,26,98,36,36.73,13,13.27,14,14.29,20,20.41,15,15.31,40026
40,27,52,20,38.46,11,21.15,5,9.62,14,26.92,2,3.85,40027
40,28,100,45,45.0,16,16.0,12,12.0,19,19.0,8,8.0,40028
40,29,77,27,35.06,7,9.09,9,11.69,26,33.77,8,10.39,40029
40,30,117,57,48.72,11,9.4,16,13.68,19,16.24,14,11.97,40030
40,31,62,23,37.1,8,12.9,13,20.97,11,17.74,7,11.29,40031
40,32,100,38,38.0,19,19.0,14,14.0,27,27.0,2,2.0,40032
40,33,64,7,10.94,14,21.88,15,23.44,20,31.25,8,12.5,40033
40,34,28,14,50.0,4,14.29,1,3.57,6,21.43,3,10.71,40034
40,35,74,33,44.59,8,10.81,17,22.97,14,18.92,2,2.7,40035
40,36,76,28,36.84,14,18.42,10,13.16,19,25.0,5,6.58,40036
40,37,55,15,27.27,7,12.73,10,18.18,20,36.36,3,5.45,40037
40,38,39,14,35.9,5,12.82,8,20.51,9,23.08,3,7.69,40038
40,39,47,12,25.53,8,17.02,10,21.28,15,31.91,2,4.26,40039
40,40,37,21,56.76,5,13.51,3,8.11,3,8.11,5,13.51,40040
40,41,160,61,38.13,29,18.13,22,13.75,33,20.63,15,9.38,40041
41,1,73,17,23.29,6,8.22,12,16.44,34,46.58,4,5.48,41001
41,2,117,34,29.06,8,6.84,21,17.95,51,43.59,3,2.56,41002
41,3,66,16,24.24,9,13.64,8,12.12,29,43.94,4,6.06,41003
41,4,85,16,18.82,8,9.41,7,8.24,40,47.06,14,16.47,41004
41,5,95,32,33.68,6,6.32,16,16.84,36,37.89,5,5.26,41005
41,6,78,20,25.64,8,10.26,19,24.36,27,34.62,4,5.13,41006
41,7,92,20,21.74,13,14.13,24,26.09,28,30.43,7,7.61,41007
41,8,55,12,21.82,6,10.91,8,14.55,25,45.45,4,7.27,41008
41,9,70,17,24.29,8,11.43,11,15.71,29,41.43,5,7.14,41009
41,10,75,16,21.33,9,12.0,16,21.33,28,37.33,6,8.0,41010
41,11,79,27,34.18,3,3.8,9,11.39,30,37.97,10,12.66,41011
41,12,77,24,31.17,4,5.19,11,14.29,29,37.66,9,11.69,41012
41,13,43,13,30.23,1,2.33,9,20.93,20,46.51,0,0.0,41013
41,14,111,23,20.72,14,12.61,24,21.62,36,32.43,14,12.61,41014
41,15,75,11,14.67,4,5.33,8,10.67,41,54.67,11,14.67,41015
41,16,78,16,20.51,6,7.69,12,15.38,38,48.72,6,7.69,41016
41,17,92,15,16.3,13,14.13,17,18.48,35,38.04,12,13.04,41017
41,18,69,12,17.39,12,17.39,11,15.94,25,36.23,9,13.04,41018
41,19,99,29,29.29,11,11.11,19,19.19,31,31.31,9,9.09,41019
41,20,107,16,14.95,10,9.35,24,22.43,49,45.79,8,7.48,41020
41,21,86,24,27.91,7,8.14,8,9.3,36,41.86,11,12.79,41021
41,22,66,16,24.24,9,13.64,11,16.67,25,37.88,5,7.58,41022
41,23,69,19,27.54,7,10.14,15,21.74,25,36.23,3,4.35,41023
41,24,80,24,30.0,6,7.5,11,13.75,29,36.25,10,12.5,41024
41,25,23,5,21.74,3,13.04,3,13.04,11,47.83,1,4.35,41025
41,26,24,4,16.67,5,20.83,2,8.33,9,37.5,4,16.67,41026
41,27,18,4,22.22,4,22.22,3,16.67,5,27.78,2,11.11,41027
41,28,53,15,28.3,5,9.43,9,16.98,21,39.62,3,5.66,41028
41,29,25,4,16.0,10,40.0,2,8.0,8,32.0,1,4.0,41029
41,30,75,19,25.33,4,5.33,15,20.0,35,46.67,2,2.67,41030
41,31,92,32,34.78,10,10.87,9,9.78,34,36.96,7,7.61,41031
41,32,42,9,21.43,1,2.38,7,16.67,21,50.0,4,9.52,41032
41,33,55,12,21.82,9,16.36,12,21.82,17,30.91,5,9.09,41033
41,34,62,11,17.74,10,16.13,10,16.13,30,48.39,1,1.61,41034
41,35,76,20,26.32,6,7.89,11,14.47,33,43.42,6,7.89,41035
41,36,82,20,24.39,11,13.41,15,18.29,23,28.05,13,15.85,41036
41,37,83,23,27.71,6,7.23,11,13.25,36,43.37,7,8.43,41037
41,38,88,22,25.0,11,12.5,10,11.36,38,43.18,7,7.95,41038
41,39,41,5,12.2,4,9.76,6,14.63,22,53.66,4,9.76,41039
41,40,82,12,14.63,2,2.44,21,25.61,36,43.9,11,13.41,41040
41,41,71,18,25.35,10,14.08,8,11.27,32,45.07,3,4.23,41041
41,42,107,27,25.23,8,7.48,14,13.08,46,42.99,12,11.21,41042
41,43,63,20,31.75,7,11.11,9,14.29,19,30.16,8,12.7,41043
41,44,80,13,16.25,11,13.75,21,26.25,27,33.75,8,10.0,41044
41,45,66,15,22.73,6,9.09,17,25.76,19,28.79,9,13.64,41045
41,46,66,10,15.15,10,15.15,10,15.15,34,51.52,2,3.03,41046
41,47,73,9,12.33,8,10.96,14,19.18,27,36.99,15,20.55,41047
41,48,44,10,22.73,3,6.82,9,20.45,18,40.91,4,9.09,41048
41,49,99,18,18.18,3,3.03,20,20.2,41,41.41,17,17.17,41049
41,50,84,18,21.43,7,8.33,20,23.81,32,38.1,7,8.33,41050
41,51,50,18,36.0,3,6.0,5,10.0,23,46.0,1,2.0,41051
41,52,135,35,25.93,9,6.67,27,20.0,47,34.81,17,12.59,41052
41,53,79,16,20.25,9,11.39,14,17.72,29,36.71,11,13.92,41053
41,54,64,14,21.88,4,6.25,16,25.0,22,34.38,8,12.5,41054
41,55,41,12,29.27,3,7.32,9,21.95,15,36.59,2,4.88,41055
41,56,95,18,18.95,11,11.58,12,12.63,48,50.53,6,6.32,41056
41,57,68,21,30.88,7,10.29,9,13.24,22,32.35,9,13.24,41057
42,1,90,23,25.56,11,12.22,30,33.33,20,22.22,6,6.67,42001
42,2,48,7,14.58,8,16.67,12,25.0,14,29.17,7,14.58,42002
42,3,54,8,14.81,9,16.67,15,27.78,16,29.63,6,11.11,42003
42,4,77,16,20.78,12,15.58,23,29.87,17,22.08,9,11.69,42004
42,5,68,18,26.47,9,13.24,14,20.59,19,27.94,8,11.76,42005
42,6,177,37,20.9,24,13.56,49,27.68,62,35.03,5,2.82,42006
42,7,58,16,27.59,9,15.52,18,31.03,10,17.24,5,8.62,42007
42,8,82,19,23.17,5,6.1,27,32.93,18,21.95,13,15.85,42008
42,9,152,44,28.95,12,7.89,47,30.92,30,19.74,19,12.5,42009
42,10,134,40,29.85,18,13.43,32,23.88,29,21.64,15,11.19,42010
42,11,94,25,26.6,6,6.38,26,27.66,25,26.6,12,12.77,42011
42,12,49,13,26.53,7,14.29,13,26.53,11,22.45,5,10.2,42012
42,13,158,46,29.11,10,6.33,49,31.01,44,27.85,9,5.7,42013
42,14,53,13,24.53,10,18.87,9,16.98,16,30.19,5,9.43,42014
42,15,60,16,26.67,4,6.67,16,26.67,16,26.67,8,13.33,42015
42,16,41,11,26.83,9,21.95,6,14.63,6,14.63,9,21.95,42016
42,17,161,46,28.57,23,14.29,40,24.84,33,20.5,19,11.8,42017
42,18,110,38,34.55,13,11.82,16,14.55,24,21.82,19,17.27,42018
42,19,16,3,18.75,2,12.5,4,25.0,4,25.0,3,18.75,42019
42,20,35,10,28.57,5,14.29,7,20.0,8,22.86,5,14.29,42020
42,21,28,6,21.43,6,21.43,10,35.71,5,17.86,1,3.57,42021
42,22,35,8,22.86,5,14.29,15,42.86,5,14.29,2,5.71,42022
42,23,90,25,27.78,12,13.33,28,31.11,9,10.0,16,17.78,42023
42,24,71,14,19.72,6,8.45,18,25.35,17,23.94,16,22.54,42024
42,25,65,11,16.92,4,6.15,21,32.31,17,26.15,12,18.46,42025
42,26,112,35,31.25,17,15.18,28,25.0,27,24.11,5,4.46,42026
42,27,75,33,44.0,7,9.33,13,17.33,17,22.67,5,6.67,42027
42,28,79,19,24.05,8,10.13,17,21.52,25,31.65,10,12.66,42028
42,29,84,23,27.38,10,11.9,23,27.38,11,13.1,17,20.24,42029
42,30,45,9,20.0,5,11.11,7,15.56,11,24.44,13,28.89,42030
42,31,54,19,35.19,6,11.11,11,20.37,12,22.22,6,11.11,42031
42,32,61,13,21.31,5,8.2,20,32.79,18,29.51,5,8.2,42032
42,33,118,20,16.95,10,8.47,32,27.12,31,26.27,25,21.19,42033
42,34,55,23,41.82,3,5.45,9,16.36,13,23.64,7,12.73,42034
42,35,79,20,25.32,10,12.66,23,29.11,15,18.99,11,13.92,42035
42,36,40,14,35.0,3,7.5,14,35.0,7,17.5,2,5.0,42036
42,37,55,15,27.27,5,9.09,20,36.36,11,20.0,4,7.27,42037
42,38,47,14,29.79,5,10.64,16,34.04,7,14.89,5,10.64,42038
42,39,48,14,29.17,7,14.58,11,22.92,13,27.08,3,6.25,42039
42,40,75,17,22.67,6,8.0,20,26.67,24,32.0,8,10.67,42040
42,41,77,20,25.97,10,12.99,16,20.78,24,31.17,7,9.09,42041
42,42,82,15,18.29,10,12.2,18,21.95,25,30.49,14,17.07,42042
42,43,79,18,22.78,9,11.39,20,25.32,21,26.58,11,13.92,42043
42,44,54,16,29.63,4,7.41,17,31.48,9,16.67,8,14.81,42044
42,45,66,15,22.73,5,7.58,20,30.3,15,22.73,11,16.67,42045
42,46,41,7,17.07,10,24.39,9,21.95,8,19.51,7,17.07,42046
42,47,49,11,22.45,4,8.16,16,32.65,12,24.49,6,12.24,42047
42,48,50,10,20.0,3,6.0,12,24.0,19,38.0,6,12.0,42048
42,49,16,5,31.25,1,6.25,3,18.75,6,37.5,1,6.25,42049
42,50,107,32,29.91,13,12.15,30,28.04,21,19.63,11,10.28,42050
42,51,138,37,26.81,11,7.97,36,26.09,36,26.09,18,13.04,42051
42,52,54,12,22.22,3,5.56,13,24.07,19,35.19,7,12.96,42052
42,53,102,26,25.49,14,13.73,19,18.63,36,35.29,7,6.86,42053
42,54,48,17,35.42,5,10.42,12,25.0,12,25.0,2,4.17,42054
42,55,66,24,36.36,4,6.06,17,25.76,15,22.73,6,9.09,42055
42,56,61,21,34.43,3,4.92,16,26.23,10,16.39,11,18.03,42056
42,57,52,21,40.38,8,15.38,4,7.69,17,32.69,2,3.85,42057
42,58,23,6,26.09,5,21.74,3,13.04,6,26.09,3,13.04,42058
42,59,51,12,23.53,9,17.65,10,19.61,12,23.53,8,15.69,42059
42,60,35,9,25.71,2,5.71,8,22.86,12,34.29,4,11.43,42060
42,61,39,4,10.26,6,15.38,8,20.51,11,28.21,10,25.64,42061
42,62,46,12,26.09,5,10.87,7,15.22,17,36.96,5,10.87,42062
42,63,92,27,29.35,10,10.87,26,28.26,16,17.39,13,14.13,42063
42,64,28,6,21.43,5,17.86,8,28.57,9,32.14,0,0.0,42064
42,65,74,15,20.27,9,12.16,21,28.38,18,24.32,11,14.86,42065
42,66,54,18,33.33,7,12.96,12,22.22,13,24.07,4,7.41,42066
42,67,78,20,25.64,10,12.82,23,29.49,14,17.95,11,14.1,42067
43,1,94,34,36.17,6,6.38,24,25.53,20,21.28,10,10.64,43001
43,2,50,12,24.0,3,6.0,19,38.0,6,12.0,10,20.0,43002
43,3,82,10,12.2,10,12.2,34,41.46,13,15.85,15,18.29,43003
43,4,83,21,25.3,10,12.05,11,13.25,28,33.73,13,15.66,43004
43,5,51,11,21.57,8,15.69,19,37.25,8,15.69,5,9.8,43005
43,6,89,20,22.47,10,11.24,13,14.61,25,28.09,21,23.6,43006
43,7,95,29,30.53,11,11.58,23,24.21,18,18.95,14,14.74,43007
43,8,98,19,19.39,10,10.2,28,28.57,26,26.53,15,15.31,43008
43,9,60,15,25.0,8,13.33,16,26.67,11,18.33,10,16.67,43009
43,10,59,11,18.64,7,11.86,20,33.9,13,22.03,8,13.56,43010
43,11,47,8,17.02,3,6.38,18,38.3,11,23.4,7,14.89,43011
43,12,82,15,18.29,8,9.76,27,32.93,20,24.39,12,14.63,43012
43,13,63,20,31.75,6,9.52,12,19.05,19,30.16,6,9.52,43013
43,14,60,9,15.0,8,13.33,19,31.67,14,23.33,10,16.67,43014
43,15,62,16,25.81,5,8.06,14,22.58,10,16.13,17,27.42,43015
43,16,58,13,22.41,7,12.07,10,17.24,9,15.52,19,32.76,43016
43,17,105,29,27.62,11,10.48,29,27.62,15,14.29,21,20.0,43017
43,18,78,19,24.36,12,15.38,17,21.79,18,23.08,12,15.38,43018
43,19,88,27,30.68,11,12.5,24,27.27,17,19.32,9,10.23,43019
43,20,88,25,28.41,9,10.23,16,18.18,19,21.59,19,21.59,43020
43,21,64,17,26.56,13,20.31,14,21.88,7,10.94,13,20.31,43021
43,22,46,10,21.74,12,26.09,11,23.91,5,10.87,8,17.39,43022
43,23,60,11,18.33,6,10.0,20,33.33,11,18.33,12,20.0,43023
43,24,71,26,36.62,6,8.45,16,22.54,16,22.54,7,9.86,43024
43,25,72,21,29.17,5,6.94,26,36.11,10,13.89,10,13.89,43025
43,26,58,14,24.14,6,10.34,11,18.97,18,31.03,9,15.52,43026
43,27,50,12,24.0,3,6.0,13,26.0,17,34.0,5,10.0,43027
43,28,74,17,22.97,7,9.46,21,28.38,19,25.68,10,13.51,43028
43,29,49,4,8.16,8,16.33,10,20.41,7,14.29,20,40.82,43029
43,30,68,18,26.47,6,8.82,25,36.76,7,10.29,12,17.65,43030
43,31,43,16,37.21,6,13.95,7,16.28,8,18.6,6,13.95,43031
43,32,71,24,33.8,12,16.9,19,26.76,8,11.27,8,11.27,43032
43,33,35,10,28.57,8,22.86,7,20.0,4,11.43,6,17.14,43033
43,34,26,10,38.46,5,19.23,5,19.23,6,23.08,0,0.0,43034
43,35,72,21,29.17,6,8.33,21,29.17,13,18.06,11,15.28,43035
43,36,59,13,22.03,8,13.56,15,25.42,17,28.81,6,10.17,43036
43,37,67,16,23.88,6,8.96,13,19.4,24,35.82,8,11.94,43037
43,38,30,11,36.67,2,6.67,6,20.0,9,30.0,2,6.67,43038
43,39,95,24,25.26,10,10.53,28,29.47,13,13.68,20,21.05,43039
43,40,77,18,23.38,11,14.29,22,28.57,18,23.38,8,10.39,43040
43,41,36,12,33.33,12,33.33,4,11.11,3,8.33,5,13.89,43041
43,42,28,8,28.57,4,14.29,5,17.86,6,21.43,5,17.86,43042
43,43,38,11,28.95,2,5.26,10,26.32,10,26.32,5,13.16,43043
43,44,52,9,17.31,7,13.46,11,21.15,20,38.46,5,9.62,43044
43,45,67,21,31.34,6,8.96,13,19.4,16,23.88,11,16.42,43045
43,46,78,20,25.64,14,17.95,22,28.21,11,14.1,11,14.1,43046
43,47,111,31,27.93,9,8.11,23,20.72,22,19.82,26,23.42,43047
43,48,47,10,21.28,9,19.15,8,17.02,13,27.66,7,14.89,43048
43,49,62,18,29.03,8,12.9,12,19.35,14,22.58,10,16.13,43049
43,50,47,15,31.91,3,6.38,9,19.15,13,27.66,7,14.89,43050
43,51,108,36,33.33,13,12.04,22,20.37,31,28.7,6,5.56,43051
44,1,74,26,35.14,8,10.81,14,18.92,10,13.51,16,21.62,44001
44,2,54,17,31.48,6,11.11,11,20.37,13,24.07,7,12.96,44002
44,3,101,24,23.76,7,6.93,28,27.72,22,21.78,20,19.8,44003
44,4,103,32,31.07,11,10.68,18,17.48,22,21.36,20,19.42,44004
44,5,83,28,33.73,10,12.05,18,21.69,16,19.28,11,13.25,44005
44,6,47,24,51.06,6,12.77,11,23.4,4,8.51,2,4.26,44006
44,7,73,23,31.51,8,10.96,21,28.77,11,15.07,10,13.7,44007
44,8,57,13,22.81,7,12.28,13,22.81,13,22.81,11,19.3,44008
44,9,36,10,27.78,9,25.0,8,22.22,5,13.89,4,11.11,44009
44,10,29,6,20.69,5,17.24,5,17.24,6,20.69,7,24.14,44010
44,11,58,15,25.86,11,18.97,6,10.34,20,34.48,6,10.34,44011
44,12,100,28,28.0,8,8.0,31,31.0,14,14.0,19,19.0,44012
44,13,41,9,21.95,4,9.76,14,34.15,10,24.39,4,9.76,44013
44,14,57,16,28.07,12,21.05,11,19.3,5,8.77,13,22.81,44014
44,15,96,26,27.08,12,12.5,19,19.79,17,17.71,22,22.92,44015
44,16,53,14,26.42,9,16.98,12,22.64,7,13.21,11,20.75,44016
44,17,99,24,24.24,18,18.18,28,28.28,14,14.14,15,15.15,44017
44,18,26,10,38.46,2,7.69,6,23.08,4,15.38,4,15.38,44018
44,19,102,31,30.39,12,11.76,17,16.67,20,19.61,22,21.57,44019
44,20,56,22,39.29,3,5.36,16,28.57,6,10.71,9,16.07,44020
44,21,60,15,25.0,11,18.33,11,18.33,11,18.33,12,20.0,44021
44,22,84,25,29.76,5,5.95,18,21.43,19,22.62,17,20.24,44022
44,23,52,19,36.54,7,13.46,12,23.08,10,19.23,4,7.69,44023
44,24,135,43,31.85,17,12.59,38,28.15,21,15.56,16,11.85,44024
44,25,48,10,20.83,8,16.67,13,27.08,9,18.75,8,16.67,44025
44,26,56,12,21.43,8,14.29,11,19.64,15,26.79,10,17.86,44026
44,27,69,25,36.23,7,10.14,10,14.49,12,17.39,15,21.74,44027
44,28,36,13,36.11,7,19.44,5,13.89,5,13.89,6,16.67,44028
44,29,60,23,38.33,10,16.67,12,20.0,9,15.0,6,10.0,44029
44,30,53,11,20.75,8,15.09,17,32.08,6,11.32,11,20.75,44030
44,31,56,14,25.0,8,14.29,16,28.57,9,16.07,9,16.07,44031
44,32,40,13,32.5,7,17.5,10,25.0,5,12.5,5,12.5,44032
44,33,73,20,27.4,9,12.33,16,21.92,21,28.77,7,9.59,44033
44,34,36,16,44.44,4,11.11,8,22.22,5,13.89,3,8.33,44034
44,35,151,50,33.11,20,13.25,31,20.53,33,21.85,17,11.26,44035
44,36,42,17,40.48,8,19.05,6,14.29,9,21.43,2,4.76,44036
44,37,83,32,38.55,14,16.87,11,13.25,16,19.28,10,12.05,44037
44,38,42,11,26.19,4,9.52,8,19.05,10,23.81,9,21.43,44038
44,39,46,13,28.26,7,15.22,7,15.22,10,21.74,9,19.57,44039
44,40,55,10,18.18,7,12.73,15,27.27,9,16.36,14,25.45,44040
44,41,92,21,22.83,16,17.39,19,20.65,26,28.26,10,10.87,44041
44,42,98,39,39.8,19,19.39,20,20.41,12,12.24,8,8.16,44042
44,43,53,16,30.19,9,16.98,9,16.98,13,24.53,6,11.32,44043
44,44,81,21,25.93,15,18.52,16,19.75,21,25.93,8,9.88,44044
44,45,58,17,29.31,9,15.52,10,17.24,17,29.31,5,8.62,44045
44,46,38,14,36.84,6,15.79,2,5.26,10,26.32,6,15.79,44046
44,47,78,21,26.92,7,8.97,11,14.1,22,28.21,17,21.79,44047
45,1,114,29,25.44,20,17.54,12,10.53,47,41.23,6,5.26,45001
45,2,87,19,21.84,7,8.05,24,27.59,31,35.63,6,6.9,45002
45,3,116,31,26.72,6,5.17,14,12.07,58,50.0,7,6.03,45003
45,4,90,15,16.67,12,13.33,22,24.44,34,37.78,7,7.78,45004
45,5,86,13,15.12,7,8.14,20,23.26,36,41.86,10,11.63,45005
45,6,84,21,25.0,10,11.9,21,25.0,27,32.14,5,5.95,45006
45,7,79,29,36.71,6,7.59,13,16.46,20,25.32,11,13.92,45007
45,8,72,19,26.39,13,18.06,14,19.44,19,26.39,7,9.72,45008
45,9,92,21,22.83,14,15.22,16,17.39,35,38.04,6,6.52,45009
45,10,84,19,22.62,15,17.86,15,17.86,28,33.33,7,8.33,45010
45,11,81,24,29.63,16,19.75,9,11.11,30,37.04,2,2.47,45011
45,12,93,31,33.33,14,15.05,19,20.43,21,22.58,8,8.6,45012
45,13,104,30,28.85,10,9.62,21,20.19,35,33.65,8,7.69,45013
45,14,97,21,21.65,7,7.22,13,13.4,41,42.27,15,15.46,45014
45,15,90,17,18.89,14,15.56,13,14.44,42,46.67,4,4.44,45015
45,16,89,20,22.47,20,22.47,15,16.85,30,33.71,4,4.49,45016
45,17,56,17,30.36,4,7.14,13,23.21,21,37.5,1,1.79,45017
45,18,105,27,25.71,4,3.81,14,13.33,48,45.71,12,11.43,45018
45,19,107,32,29.91,10,9.35,15,14.02,42,39.25,8,7.48,45019
45,20,85,22,25.88,4,4.71,13,15.29,32,37.65,14,16.47,45020
45,21,79,27,34.18,5,6.33,11,13.92,29,36.71,7,8.86,45021
45,22,61,15,24.59,5,8.2,13,21.31,22,36.07,6,9.84,45022
45,23,107,22,20.56,11,10.28,25,23.36,43,40.19,6,5.61,45023
45,24,86,30,34.88,11,12.79,12,13.95,28,32.56,5,5.81,45024
45,25,95,21,22.11,5,5.26,18,18.95,43,45.26,8,8.42,45025
45,26,104,32,30.77,7,6.73,11,10.58,47,45.19,7,6.73,45026
45,27,64,15,23.44,4,6.25,9,14.06,29,45.31,7,10.94,45027
45,28,104,27,25.96,13,12.5,15,14.42,41,39.42,8,7.69,45028
45,29,90,33,36.67,13,14.44,15,16.67,25,27.78,4,4.44,45029
45,30,77,15,19.48,3,3.9,16,20.78,34,44.16,9,11.69,45030
45,31,97,27,27.84,13,13.4,16,16.49,36,37.11,5,5.15,45031
45,32,45,10,22.22,9,20.0,6,13.33,15,33.33,5,11.11,45032
45,33,74,18,24.32,9,12.16,13,17.57,29,39.19,5,6.76,45033
45,34,72,24,33.33,10,13.89,9,12.5,24,33.33,5,6.94,45034
45,35,101,23,22.77,9,8.91,12,11.88,42,41.58,15,14.85,45035
45,36,93,26,27.96,8,8.6,23,24.73,26,27.96,10,10.75,45036
45,37,95,31,32.63,14,14.74,14,14.74,30,31.58,6,6.32,45037
45,38,99,34,34.34,12,12.12,19,19.19,29,29.29,5,5.05,45038
45,39,110,37,33.64,10,9.09,20,18.18,35,31.82,8,7.27,45039
45,40,119,23,19.33,12,10.08,25,21.01,52,43.7,7,5.88,45040
