ward,precinct,total,Stella B. Black,Stella B. Black Percent,Debra Shore,Debra Shore Percent,Kari K. Steele,Kari K. Steele Percent,Patrick Daley Thompson,Patrick Daley Thompson Percent,Patricia Young,Patricia Young Percent,Patricia Horton,Patricia Horton Percent,precinct_id
13,23,355,26,7.32,86,24.23,77,21.69,101,28.45,37,10.42,28,7.89,13023
13,24,428,18,4.21,114,26.64,105,24.53,125,29.21,35,8.18,31,7.24,13024
13,25,341,23,6.74,81,23.75,79,23.17,95,27.86,34,9.97,29,8.5,13025
13,26,611,29,4.75,169,27.66,164,26.84,188,30.77,28,4.58,33,5.4,13026
13,27,441,29,6.58,113,25.62,95,21.54,120,27.21,42,9.52,42,9.52,13027
13,28,259,20,7.72,53,20.46,49,18.92,65,25.1,39,15.06,33,12.74,13028
13,29,400,21,5.25,101,25.25,100,25.0,104,26.0,42,10.5,32,8.0,13029
13,30,558,32,5.73,146,26.16,121,21.68,149,26.7,58,10.39,52,9.32,13030
13,31,267,22,8.24,62,23.22,39,14.61,72,26.97,37,13.86,35,13.11,13031
13,32,305,49,16.07,57,18.69,62,20.33,45,14.75,50,16.39,42,13.77,13032
13,33,430,27,6.28,110,25.58,108,25.12,122,28.37,36,8.37,27,6.28,13033
13,34,752,25,3.32,228,30.32,220,29.26,220,29.26,32,4.26,27,3.59,13034
13,35,539,21,3.9,150,27.83,147,27.27,165,30.61,33,6.12,23,4.27,13035
13,36,248,21,8.47,57,22.98,57,22.98,60,24.19,31,12.5,22,8.87,13036
13,37,499,57,11.42,113,22.65,97,19.44,118,23.65,59,11.82,55,11.02,13037
13,38,285,18,6.32,63,22.11,56,19.65,70,24.56,38,13.33,40,14.04,13038
13,39,399,23,5.76,112,28.07,102,25.56,120,30.08,20,5.01,22,5.51,13039
13,40,547,32,5.85,149,27.24,130,23.77,134,24.5,60,10.97,42,7.68,13040
13,41,417,31,7.43,109,26.14,93,22.3,110,26.38,46,11.03,28,6.71,13041
13,42,471,29,6.16,99,21.02,102,21.66,132,28.03,57,12.1,52,11.04,13042
13,43,562,38,6.76,131,23.31,115,20.46,153,27.22,66,11.74,59,10.5,13043
13,44,1074,23,2.14,350,32.59,332,30.91,333,31.01,20,1.86,16,1.49,13044
13,45,610,31,5.08,155,25.41,141,23.11,162,26.56,56,9.18,65,10.66,13045
13,46,436,36,8.26,90,20.64,98,22.48,104,23.85,60,13.76,48,11.01,13046
13,47,440,40,9.09,100,22.73,90,20.45,120,27.27,46,10.45,44,10.0,13047
14,1,300,23,7.67,65,21.67,57,19.0,79,26.33,40,13.33,36,12.0,14001
14,2,394,23,5.84,83,21.07,78,19.8,110,27.92,47,11.93,53,13.45,14002
14,3,224,19,8.48,48,21.43,44,19.64,54,24.11,31,13.84,28,12.5,14003
14,4,194,19,9.79,42,21.65,37,19.07,47,24.23,21,10.82,28,14.43,14004
14,5,241,14,5.81,59,24.48,52,21.58,74,30.71,24,9.96,18,7.47,14005
14,6,137,9,6.57,33,24.09,25,18.25,39,28.47,19,13.87,12,8.76,14006
14,7,294,18,6.12,71,24.15,67,22.79,88,29.93,25,8.5,25,8.5,14007
14,8,184,19,10.33,36,19.57,35,19.02,47,25.54,29,15.76,18,9.78,14008
14,9,250,17,6.8,65,26.0,51,20.4,66,26.4,25,10.0,26,10.4,14009
14,10,212,11,5.19,55,25.94,43,20.28,51,24.06,32,15.09,20,9.43,14010
14,11,223,12,5.38,66,29.6,60,26.91,69,30.94,8,3.59,8,3.59,14011
14,12,244,23,9.43,55,22.54,48,19.67,56,22.95,31,12.7,31,12.7,14012
14,13,215,16,7.44,50,23.26,36,16.74,57,26.51,30,13.95,26,12.09,14013
14,14,270,18,6.67,71,26.3,61,22.59,74,27.41,26,9.63,20,7.41,14014
14,15,280,15,5.36,74,26.43,55,19.64,85,30.36,28,10.0,23,8.21,14015
14,16,207,8,3.86,51,24.64,44,21.26,56,27.05,29,14.01,19,9.18,14016
14,17,174,19,10.92,36,20.69,36,20.69,44,25.29,17,9.77,22,12.64,14017
14,18,108,9,8.33,23,21.3,21,19.44,27,25.0,12,11.11,16,14.81,14018
14,19,244,23,9.43,53,21.72,52,21.31,56,22.95,31,12.7,29,11.89,14019
14,20,146,11,7.53,40,27.4,30,20.55,35,23.97,19,13.01,11,7.53,14020
14,21,278,10,3.6,80,28.78,80,28.78,79,28.42,16,5.76,13,4.68,14021
14,22,363,37,10.19,89,24.52,65,17.91,72,19.83,47,12.95,53,14.6,14022
14,23,197,19,9.64,41,20.81,34,17.26,46,23.35,30,15.23,27,13.71,14023
14,24,164,7,4.27,45,27.44,36,21.95,45,27.44,16,9.76,15,9.15,14024
14,25,166,12,7.23,40,24.1,41,24.7,44,26.51,18,10.84,11,6.63,14025
14,26,130,11,8.46,26,20.0,23,17.69,28,21.54,21,16.15,21,16.15,14026
14,27,251,21,8.37,51,20.32,52,20.72,66,26.29,32,12.75,29,11.55,14027
14,28,176,13,7.39,44,25.0,34,19.32,34,19.32,27,15.34,24,13.64,14028
14,29,369,23,6.23,92,24.93,92,24.93,103,27.91,27,7.32,32,8.67,14029
14,30,241,10,4.15,65,26.97,56,23.24,67,27.8,23,9.54,20,8.3,14030
14,31,138,11,7.97,32,23.19,27,19.57,36,26.09,17,12.32,15,10.87,14031
14,32,140,14,10.0,38,27.14,24,17.14,37,26.43,12,8.57,15,10.71,14032
15,1,281,44,15.66,57,20.28,42,14.95,49,17.44,45,16.01,44,15.66,15001
15,2,104,20,19.23,11,10.58,17,16.35,17,16.35,15,14.42,24,23.08,15002
15,3,115,25,21.74,16,13.91,22,19.13,15,13.04,20,17.39,17,14.78,15003
15,4,264,59,22.35,33,12.5,41,15.53,27,10.23,44,16.67,60,22.73,15004
15,5,75,14,18.67,12,16.0,13,17.33,8,10.67,14,18.67,14,18.67,15005
15,6,107,16,14.95,18,16.82,17,15.89,11,10.28,20,18.69,25,23.36,15006
15,7,149,30,20.13,20,13.42,21,14.09,19,12.75,21,14.09,38,25.5,15007
15,8,170,29,17.06,26,15.29,30,17.65,22,12.94,27,15.88,36,21.18,15008
15,9,249,53,21.29,32,12.85,48,19.28,33,13.25,37,14.86,46,18.47,15009
15,10,57,6,10.53,8,14.04,8,14.04,15,26.32,11,19.3,9,15.79,15010
15,11,149,30,20.13,21,14.09,28,18.79,15,10.07,18,12.08,37,24.83,15011
15,12,93,19,20.43,10,10.75,13,13.98,10,10.75,18,19.35,23,24.73,15012
15,13,146,21,14.38,18,12.33,19,13.01,28,19.18,26,17.81,34,23.29,15013
15,14,137,24,17.52,24,17.52,27,19.71,22,16.06,19,13.87,21,15.33,15014
15,15,71,17,23.94,12,16.9,9,12.68,7,9.86,17,23.94,9,12.68,15015
15,16,59,6,10.17,8,13.56,7,11.86,15,25.42,9,15.25,14,23.73,15016
15,17,153,27,17.65,20,13.07,30,19.61,21,13.73,22,14.38,33,21.57,15017
15,18,268,55,20.52,45,16.79,50,18.66,30,11.19,46,17.16,42,15.67,15018
15,19,183,38,20.77,33,18.03,30,16.39,23,12.57,24,13.11,35,19.13,15019
15,20,103,25,24.27,15,14.56,14,13.59,16,15.53,15,14.56,18,17.48,15020
15,21,163,36,22.09,21,12.88,25,15.34,20,12.27,22,13.5,39,23.93,15021
15,22,206,33,16.02,31,15.05,36,17.48,27,13.11,29,14.08,50,24.27,15022
15,23,232,48,20.69,35,15.09,33,14.22,28,12.07,35,15.09,53,22.84,15023
15,24,124,27,21.77,17,13.71,13,10.48,22,17.74,23,18.55,22,17.74,15024
15,25,98,13,13.27,16,16.33,18,18.37,20,20.41,15,15.31,16,16.33,15025
15,26,258,48,18.6,35,13.57,46,17.83,38,14.73,39,15.12,52,20.16,15026
15,27,126,30,23.81,18,14.29,17,13.49,13,10.32,20,15.87,28,22.22,15027
15,28,162,16,9.88,32,19.75,27,16.67,33,20.37,21,12.96,33,20.37,15028
15,29,34,5,14.71,5,14.71,4,11.76,4,11.76,10,29.41,6,17.65,15029
15,30,90,18,20.0,13,14.44,15,16.67,8,8.89,15,16.67,21,23.33,15030
15,31,231,50,21.65,32,13.85,30,12.99,37,16.02,34,14.72,48,20.78,15031
15,32,89,17,19.1,13,14.61,10,11.24,12,13.48,23,25.84,14,15.73,15032
15,33,108,27,25.0,13,12.04,19,17.59,13,12.04,23,21.3,13,12.04,15033
15,34,122,26,21.31,16,13.11,18,14.75,18,14.75,17,13.93,27,22.13,15034
15,35,151,29,19.21,20,13.25,24,15.89,26,17.22,20,13.25,32,21.19,15035
15,36,183,37,20.22,25,13.66,35,19.13,19,10.38,31,16.94,36,19.67,15036
15,37,104,28,26.92,13,12.5,18,17.31,9,8.65,18,17.31,18,17.31,15037
15,38,174,32,18.39,24,13.79,29,16.67,26,14.94,27,15.52,36,20.69,15038
15,39,81,13,16.05,15,18.52,12,14.81,11,13.58,11,13.58,19,23.46,15039
15,40,75,15,20.0,10,13.33,13,17.33,8,10.67,16,21.33,13,17.33,15040
15,41,212,38,17.92,36,16.98,36,16.98,32,15.09,37,17.45,33,15.57,15041
15,42,262,54,20.61,31,11.83,48,18.32,35,13.36,33,12.6,61,23.28,15042
16,1,80,12,15.0,13,16.25,9,11.25,13,16.25,17,21.25,16,20.0,16001
16,2,86,18,20.93,10,11.63,14,16.28,16,18.6,13,15.12,15,17.44,16002
16,3,132,21,15.91,25,18.94,26,19.7,18,13.64,19,14.39,23,17.42,16003
16,4,67,13,19.4,6,8.96,11,16.42,10,14.93,13,19.4,14,20.9,16004
16,5,129,21,16.28,26,20.16,26,20.16,19,14.73,17,13.18,20,15.5,16005
16,6,48,10,20.83,5,10.42,5,10.42,7,14.58,8,16.67,13,27.08,16006
16,7,129,27,20.93,18,13.95,23,17.83,19,14.73,23,17.83,19,14.73,16007
16,8,107,21,19.63,20,18.69,13,12.15,13,12.15,17,15.89,23,21.5,16008
16,9,223,52,23.32,31,13.9,38,17.04,28,12.56,34,15.25,40,17.94,16009
16,10,190,32,16.84,29,15.26,30,15.79,31,16.32,34,17.89,34,17.89,16010
16,11,121,29,23.97,20,16.53,11,9.09,20,16.53,19,15.7,22,18.18,16011
16,12,225,44,19.56,29,12.89,44,19.56,36,16.0,41,18.22,31,13.78,16012
16,13,80,14,17.5,11,13.75,5,6.25,15,18.75,19,23.75,16,20.0,16013
16,14,112,25,22.32,20,17.86,15,13.39,15,13.39,17,15.18,20,17.86,16014
16,15,159,25,15.72,21,13.21,26,16.35,21,13.21,30,18.87,36,22.64,16015
16,16,287,63,21.95,48,16.72,38,13.24,35,12.2,57,19.86,46,16.03,16016
16,17,79,7,8.86,21,26.58,12,15.19,17,21.52,14,17.72,8,10.13,16017
16,18,161,39,24.22,28,17.39,26,16.15,17,10.56,25,15.53,26,16.15,16018
16,19,177,35,19.77,25,14.12,31,17.51,27,15.25,28,15.82,31,17.51,16019
16,20,230,47,20.43,36,15.65,48,20.87,26,11.3,34,14.78,39,16.96,16020
16,21,59,6,10.17,10,16.95,7,11.86,10,16.95,11,18.64,15,25.42,16021
16,22,64,13,20.31,10,15.63,9,14.06,14,21.88,10,15.63,8,12.5,16022
16,23,65,10,15.38,12,18.46,9,13.85,13,20.0,10,15.38,11,16.92,16023
16,24,91,19,20.88,13,14.29,7,7.69,14,15.38,18,19.78,20,21.98,16024
16,25,115,23,20.0,19,16.52,12,10.43,12,10.43,18,15.65,31,26.96,16025
16,26,132,25,18.94,15,11.36,27,20.45,17,12.88,23,17.42,25,18.94,16026
16,27,299,64,21.4,42,14.05,47,15.72,37,12.37,47,15.72,62,20.74,16027
16,28,196,40,20.41,21,10.71,41,20.92,24,12.24,32,16.33,38,19.39,16028
16,29,111,28,25.23,20,18.02,14,12.61,19,17.12,15,13.51,15,13.51,16029
16,30,125,27,21.6,18,14.4,17,13.6,20,16.0,18,14.4,25,20.0,16030
16,31,176,31,17.61,26,14.77,35,19.89,19,10.8,27,15.34,38,21.59,16031
16,32,81,8,9.88,14,17.28,9,11.11,19,23.46,17,20.99,14,17.28,16032
16,33,109,28,25.69,12,11.01,17,15.6,16,14.68,15,13.76,21,19.27,16033
16,34,93,25,26.88,14,15.05,13,13.98,12,12.9,16,17.2,13,13.98,16034
16,35,74,11,14.86,16,21.62,7,9.46,15,20.27,13,17.57,12,16.22,16035
16,36,212,32,15.09,31,14.62,35,16.51,24,11.32,34,16.04,56,26.42,16036
16,37,123,24,19.51,20,16.26,26,21.14,14,11.38,15,12.2,24,19.51,16037
16,38,109,25,22.94,10,9.17,21,19.27,12,11.01,19,17.43,22,20.18,16038
16,39,98,8,8.16,16,16.33,12,12.24,27,27.55,20,20.41,15,15.31,16039
16,40,179,39,21.79,29,16.2,29,16.2,19,10.61,28,15.64,35,19.55,16040
17,1,208,44,21.15,30,14.42,41,19.71,26,12.5,31,14.9,36,17.31,17001
17,2,181,36,19.89,33,18.23,44,24.31,18,9.94,20,11.05,30,16.57,17002
17,3,184,44,23.91,28,15.22,27,14.67,20,10.87,36,19.57,29,15.76,17003
17,4,297,46,15.49,45,15.15,70,23.57,42,14.14,46,15.49,48,16.16,17004
17,5,161,34,21.12,28,17.39,32,19.88,29,18.01,18,11.18,20,12.42,17005
17,6,228,64,28.07,32,14.04,36,15.79,21,9.21,37,16.23,38,16.67,17006
17,7,186,41,22.04,28,15.05,36,19.35,26,13.98,29,15.59,26,13.98,17007
17,8,168,33,19.64,20,11.9,40,23.81,23,13.69,29,17.26,23,13.69,17008
17,9,305,48,15.74,54,17.7,74,24.26,42,13.77,40,13.11,47,15.41,17009
17,10,238,49,20.59,32,13.45,56,23.53,26,10.92,30,12.61,45,18.91,17010
17,11,174,30,17.24,24,13.79,38,21.84,28,16.09,25,14.37,29,16.67,17011
17,12,359,70,19.5,53,14.76,74,20.61,52,14.48,54,15.04,56,15.6,17012
17,13,94,18,19.15,12,12.77,20,21.28,10,10.64,15,15.96,19,20.21,17013
17,14,153,33,21.57,28,18.3,26,16.99,18,11.76,17,11.11,31,20.26,17014
17,15,188,35,18.62,34,18.09,35,18.62,16,8.51,30,15.96,38,20.21,17015
17,16,207,37,17.87,38,18.36,41,19.81,33,15.94,28,13.53,30,14.49,17016
17,17,115,27,23.48,17,14.78,26,22.61,12,10.43,15,13.04,18,15.65,17017
17,18,264,52,19.7,32,12.12,59,22.35,40,15.15,41,15.53,40,15.15,17018
17,19,90,14,15.56,14,15.56,16,17.78,15,16.67,8,8.89,23,25.56,17019
17,20,170,35,20.59,22,12.94,34,20.0,24,14.12,24,14.12,31,18.24,17020
17,21,359,63,17.55,53,14.76,91,25.35,47,13.09,41,11.42,64,17.83,17021
17,22,258,63,24.42,36,13.95,50,19.38,37,14.34,30,11.63,42,16.28,17022
17,23,228,50,21.93,35,15.35,44,19.3,22,9.65,37,16.23,40,17.54,17023
17,24,206,38,18.45,32,15.53,47,22.82,27,13.11,37,17.96,25,12.14,17024
17,25,129,23,17.83,18,13.95,27,20.93,16,12.4,20,15.5,25,19.38,17025
17,26,242,37,15.29,41,16.94,53,21.9,36,14.88,36,14.88,39,16.12,17026
17,27,264,53,20.08,42,15.91,44,16.67,41,15.53,42,15.91,42,15.91,17027
17,28,164,32,19.51,21,12.8,34,20.73,16,9.76,29,17.68,32,19.51,17028
17,29,398,62,15.58,65,16.33,78,19.6,47,11.81,68,17.09,78,19.6,17029
17,30,247,59,23.89,42,17.0,53,21.46,27,10.93,32,12.96,34,13.77,17030
17,31,213,44,20.66,41,19.25,35,16.43,26,12.21,24,11.27,43,20.19,17031
17,32,164,34,20.73,25,15.24,33,20.12,19,11.59,24,14.63,29,17.68,17032
17,33,135,30,22.22,27,20.0,25,18.52,15,11.11,22,16.3,16,11.85,17033
17,34,155,38,24.52,26,16.77,18,11.61,15,9.68,35,22.58,23,14.84,17034
17,35,288,59,20.49,49,17.01,63,21.88,27,9.38,45,15.63,45,15.63,17035
17,36,76,19,25.0,10,13.16,10,13.16,5,6.58,14,18.42,18,23.68,17036
17,37,220,46,20.91,35,15.91,41,18.64,23,10.45,36,16.36,39,17.73,17037
17,38,124,28,22.58,13,10.48,30,24.19,9,7.26,18,14.52,26,20.97,17038
17,39,158,35,22.15,22,13.92,25,15.82,27,17.09,21,13.29,28,17.72,17039
17,40,121,27,22.31,18,14.88,23,19.01,11,9.09,22,18.18,20,16.53,17040
17,41,105,21,20.0,22,20.95,15,14.29,13,12.38,15,14.29,19,18.1,17041
17,42,136,27,19.85,17,12.5,26,19.12,20,14.71,24,17.65,22,16.18,17042
17,43,110,30,27.27,19,17.27,17,15.45,7,6.36,16,14.55,21,19.09,17043
17,44,296,53,17.91,48,16.22,57,19.26,35,11.82,51,17.23,52,17.57,17044
17,45,91,22,24.18,17,18.68,22,24.18,8,8.79,11,12.09,11,12.09,17045
17,46,185,41,22.16,28,15.14,36,19.46,13,7.03,35,18.92,32,17.3,17046
17,47,200,37,18.5,21,10.5,43,21.5,31,15.5,32,16.0,36,18.0,17047
17,48,171,36,21.05,21,12.28,34,19.88,19,11.11,27,15.79,34,19.88,17048
17,49,108,23,21.3,18,16.67,15,13.89,10,9.26,19,17.59,23,21.3,17049
17,50,131,24,18.32,14,10.69,32,24.43,14,10.69,23,17.56,24,18.32,17050
17,51,135,26,19.26,19,14.07,30,22.22,24,17.78,18,13.33,18,13.33,17051
17,52,277,48,17.33,43,15.52,68,24.55,46,16.61,33,11.91,39,14.08,17052
17,53,202,38,18.81,34,16.83,38,18.81,23,11.39,33,16.34,36,17.82,17053
17,54,274,42,15.33,51,18.61,74,27.01,33,12.04,31,11.31,43,15.69,17054
17,55,154,30,19.48,21,13.64,32,20.78,23,14.94,26,16.88,22,14.29,17055
18,1,370,55,14.86,59,15.95,81,21.89,58,15.68,54,14.59,63,17.03,18001
18,2,126,19,15.08,18,14.29,25,19.84,24,19.05,23,18.25,17,13.49,18002
18,3,423,39,9.22,88,20.8,79,18.68,97,22.93,64,15.13,56,13.24,18003
18,4,682,110,16.13,117,17.16,147,21.55,98,14.37,87,12.76,123,18.04,18004
18,5,202,39,19.31,33,16.34,42,20.79,29,14.36,35,17.33,24,11.88,18005
18,6,388,44,11.34,68,17.53,69,17.78,75,19.33,63,16.24,69,17.78,18006
18,7,201,35,17.41,29,14.43,33,16.42,26,12.94,44,21.89,34,16.92,18007
18,8,139,17,12.23,28,20.14,34,24.46,29,20.86,15,10.79,16,11.51,18008
18,9,807,114,14.13,138,17.1,193,23.92,139,17.22,78,9.67,145,17.97,18009
18,10,553,88,15.91,95,17.18,131,23.69,80,14.47,69,12.48,90,16.27,18010
18,11,218,34,15.6,38,17.43,40,18.35,43,19.72,28,12.84,35,16.06,18011
18,12,273,58,21.25,47,17.22,51,18.68,39,14.29,38,13.92,40,14.65,18012
18,13,321,43,13.4,60,18.69,69,21.5,53,16.51,43,13.4,53,16.51,18013
18,14,305,57,18.69,58,19.02,74,24.26,39,12.79,34,11.15,43,14.1,18014
18,15,139,10,7.19,27,19.42,27,19.42,31,22.3,22,15.83,22,15.83,18015
18,16,378,65,17.2,57,15.08,78,20.63,58,15.34,53,14.02,67,17.72,18016
18,17,225,33,14.67,42,18.67,49,21.78,36,16.0,32,14.22,33,14.67,18017
18,18,308,58,18.83,48,15.58,67,21.75,41,13.31,40,12.99,54,17.53,18018
18,19,397,81,20.4,73,18.39,76,19.14,58,14.61,39,9.82,70,17.63,18019
18,20,596,105,17.62,95,15.94,136,22.82,86,14.43,78,13.09,96,16.11,18020
18,21,462,57,12.34,112,24.24,104,22.51,73,15.8,49,10.61,67,14.5,18021
18,22,521,110,21.11,80,15.36,100,19.19,65,12.48,87,16.7,79,15.16,18022
18,23,293,60,20.48,55,18.77,62,21.16,45,15.36,33,11.26,38,12.97,18023
18,24,399,67,16.79,44,11.03,99,24.81,53,13.28,64,16.04,72,18.05,18024
18,25,701,147,20.97,94,13.41,155,22.11,73,10.41,107,15.26,125,17.83,18025
18,26,278,40,14.39,54,19.42,64,23.02,36,12.95,39,14.03,45,16.19,18026
18,27,246,45,18.29,45,18.29,52,21.14,25,10.16,36,14.63,43,17.48,18027
18,28,265,20,7.55,57,21.51,41,15.47,70,26.42,40,15.09,37,13.96,18028
18,29,233,34,14.59,49,21.03,56,24.03,45,19.31,25,10.73,24,10.3,18029
18,30,235,48,20.43,42,17.87,52,22.13,32,13.62,30,12.77,31,13.19,18030
18,31,237,46,19.41,34,14.35,40,16.88,44,18.57,34,14.35,39,16.46,18031
18,32,485,76,15.67,72,14.85,113,23.3,85,17.53,63,12.99,76,15.67,18032
18,33,193,40,20.73,28,14.51,39,20.21,27,13.99,36,18.65,23,11.92,18033
18,34,551,85,15.43,91,16.52,134,24.32,87,15.79,74,13.43,80,14.52,18034
18,35,795,136,17.11,113,14.21,179,22.52,112,14.09,105,13.21,150,18.87,18035
18,36,168,23,13.69,25,14.88,37,22.02,29,17.26,29,17.26,25,14.88,18036
18,37,267,40,14.98,48,17.98,67,25.09,43,16.1,30,11.24,39,14.61,18037
18,38,360,64,17.78,57,15.83,76,21.11,47,13.06,53,14.72,63,17.5,18038
18,39,182,39,21.43,26,14.29,32,17.58,23,12.64,31,17.03,31,17.03,18039
18,40,269,57,21.19,40,14.87,49,18.22,33,12.27,37,13.75,53,19.7,18040
18,41,143,26,18.18,29,20.28,30,20.98,15,10.49,18,12.59,25,17.48,18041
18,42,148,28,18.92,24,16.22,22,14.86,18,12.16,26,17.57,30,20.27,18042
18,43,136,17,12.5,25,18.38,23,16.91,22,16.18,25,18.38,24,17.65,18043
18,44,193,26,13.47,34,17.62,44,22.8,36,18.65,27,13.99,26,13.47,18044
18,45,160,25,15.63,33,20.63,29,18.13,30,18.75,19,11.88,24,15.0,18045
18,46,286,54,18.88,46,16.08,61,21.33,37,12.94,38,13.29,50,17.48,18046
18,47,188,30,15.96,40,21.28,41,21.81,28,14.89,25,13.3,24,12.77,18047
18,48,197,32,16.24,34,17.26,45,22.84,24,12.18,28,14.21,34,17.26,18048
18,49,173,23,13.29,31,17.92,41,23.7,20,11.56,27,15.61,31,17.92,18049
18,50,179,26,14.53,32,17.88,40,22.35,31,17.32,25,13.97,25,13.97,18050
18,51,433,72,16.63,73,16.86,94,21.71,59,13.63,56,12.93,79,18.24,18051
18,52,325,61,18.77,44,13.54,69,21.23,48,14.77,47,14.46,56,17.23,18052
18,53,214,43,20.09,30,14.02,52,24.3,22,10.28,31,14.49,36,16.82,18053
19,1,388,20,5.15,62,15.98,58,14.95,120,30.93,65,16.75,63,16.24,19001
19,2,453,47,10.38,91,20.09,103,22.74,81,17.88,66,14.57,65,14.35,19002
19,3,290,8,2.76,62,21.38,49,16.9,84,28.97,50,17.24,37,12.76,19003
19,4,349,16,4.58,62,17.77,60,17.19,107,30.66,59,16.91,45,12.89,19004
19,5,494,62,12.55,88,17.81,108,21.86,82,16.6,69,13.97,85,17.21,19005
19,6,282,16,5.67,54,19.15,44,15.6,79,28.01,49,17.38,40,14.18,19006
19,7,502,23,4.58,117,23.31,102,20.32,157,31.27,57,11.35,46,9.16,19007
19,8,292,12,4.11,58,19.86,50,17.12,83,28.42,49,16.78,40,13.7,19008
19,9,278,12,4.32,52,18.71,52,18.71,86,30.94,46,16.55,30,10.79,19009
19,10,540,46,8.52,126,23.33,101,18.7,117,21.67,83,15.37,67,12.41,19010
19,11,445,31,6.97,92,20.67,71,15.96,116,26.07,72,16.18,63,14.16,19011
19,12,341,20,5.87,76,22.29,55,16.13,93,27.27,49,14.37,48,14.08,19012
19,13,298,55,18.46,46,15.44,51,17.11,23,7.72,59,19.8,64,21.48,19013
19,14,433,48,11.09,85,19.63,76,17.55,96,22.17,61,14.09,67,15.47,19014
19,15,278,13,4.68,51,18.35,42,15.11,78,28.06,50,17.99,44,15.83,19015
19,16,510,17,3.33,104,20.39,91,17.84,149,29.22,74,14.51,75,14.71,19016
19,17,406,21,5.17,84,20.69,69,17.0,113,27.83,67,16.5,52,12.81,19017
19,18,516,25,4.84,122,23.64,120,23.26,132,25.58,64,12.4,53,10.27,19018
19,19,417,55,13.19,82,19.66,82,19.66,81,19.42,60,14.39,57,13.67,19019
19,20,423,56,13.24,82,19.39,90,21.28,72,17.02,52,12.29,71,16.78,19020
19,21,265,12,4.53,43,16.23,42,15.85,81,30.57,47,17.74,40,15.09,19021
19,22,463,34,7.34,99,21.38,90,19.44,99,21.38,71,15.33,70,15.12,19022
19,23,490,27,5.51,100,20.41,70,14.29,137,27.96,78,15.92,78,15.92,19023
19,24,368,9,2.45,78,21.2,61,16.58,116,31.52,61,16.58,43,11.68,19024
19,25,416,32,7.69,80,19.23,63,15.14,98,23.56,78,18.75,65,15.63,19025
19,26,442,31,7.01,88,19.91,74,16.74,106,23.98,71,16.06,72,16.29,19026
19,27,222,25,11.26,43,19.37,49,22.07,41,18.47,32,14.41,32,14.41,19027
19,28,535,78,14.58,107,20.0,116,21.68,74,13.83,71,13.27,89,16.64,19028
19,29,267,12,4.49,57,21.35,38,14.23,79,29.59,42,15.73,39,14.61,19029
19,30,308,9,2.92,53,17.21,46,14.94,89,28.9,61,19.81,50,16.23,19030
19,31,329,25,7.6,74,22.49,48,14.59,82,24.92,55,16.72,45,13.68,19031
19,32,417,19,4.56,83,19.9,67,16.07,138,33.09,60,14.39,50,11.99,19032
19,33,350,19,5.43,59,16.86,57,16.29,106,30.29,58,16.57,51,14.57,19033
19,34,407,18,4.42,94,23.1,75,18.43,116,28.5,51,12.53,53,13.02,19034
19,35,461,39,8.46,98,21.26,87,18.87,113,24.51,59,12.8,65,14.1,19035
19,36,463,85,18.36,80,17.28,81,17.49,68,14.69,69,14.9,80,17.28,19036
19,37,501,54,10.78,100,19.96,104,20.76,95,18.96,73,14.57,75,14.97,19037
19,38,449,61,13.59,87,19.38,90,20.04,70,15.59,65,14.48,76,16.93,19038
19,39,121,23,19.01,20,16.53,29,23.97,15,12.4,15,12.4,19,15.7,19039
19,40,386,53,13.73,65,16.84,65,16.84,75,19.43,67,17.36,61,15.8,19040
19,41,256,15,5.86,47,18.36,46,17.97,74,28.91,45,17.58,29,11.33,19041
19,42,347,40,11.53,67,19.31,69,19.88,52,14.99,53,15.27,66,19.02,19042
19,43,481,102,21.21,71,14.76,95,19.75,39,8.11,81,16.84,93,19.33,19043
19,44,342,16,4.68,69,20.18,59,17.25,98,28.65,55,16.08,45,13.16,19044
19,45,403,24,5.96,65,16.13,56,13.9,112,27.79,78,19.35,68,16.87,19045
19,46,509,16,3.14,118,23.18,91,17.88,160,31.43,73,14.34,51,10.02,19046
19,47,649,95,14.64,118,18.18,160,24.65,90,13.87,95,14.64,91,14.02,19047
19,48,561,109,19.43,94,16.76,113,20.14,60,10.7,86,15.33,99,17.65,19048
19,49,562,83,14.77,89,15.84,137,24.38,70,12.46,80,14.23,103,18.33,19049
19,50,408,82,20.1,61,14.95,79,19.36,40,9.8,62,15.2,84,20.59,19050
19,51,284,11,3.87,61,21.48,40,14.08,79,27.82,50,17.61,43,15.14,19051
19,52,279,14,5.02,55,19.71,51,18.28,79,28.32,45,16.13,35,12.54,19052
19,53,393,27,6.87,62,15.78,65,16.54,110,27.99,71,18.07,58,14.76,19053
19,54,288,20,6.94,40,13.89,42,14.58,87,30.21,55,19.1,44,15.28,19054
19,55,284,13,4.58,54,19.01,44,15.49,78,27.46,45,15.85,50,17.61,19055
19,56,519,44,8.48,95,18.3,115,22.16,120,23.12,68,13.1,77,14.84,19056
19,57,476,54,11.34,98,20.59,92,19.33,88,18.49,75,15.76,69,14.5,19057
19,58,287,16,5.57,59,20.56,49,17.07,72,25.09,52,18.12,39,13.59,19058
19,59,428,22,5.14,70,16.36,45,10.51,125,29.21,87,20.33,79,18.46,19059
19,60,323,54,16.72,59,18.27,72,22.29,40,12.38,45,13.93,53,16.41,19060
19,61,563,25,4.44,95,16.87,81,14.39,174,30.91,100,17.76,88,15.63,19061
