ward,precinct,total,Mary Kathleen McHugh,Mary Kathleen McHugh Percent,Devlin J. Schoop,Devlin J. Schoop Percent,Brian J O'Hara,Brian J O'Hara Percent,precinct_id
26,2,182,100,54.95,44,24.18,38,20.88,26002
26,3,205,108,52.68,64,31.22,33,16.1,26003
26,4,157,81,51.59,29,18.47,47,29.94,26004
26,5,213,103,48.36,68,31.92,42,19.72,26005
26,6,217,97,44.7,60,27.65,60,27.65,26006
26,7,179,95,53.07,58,32.4,26,14.53,26007
26,8,124,53,42.74,28,22.58,43,34.68,26008
26,9,192,86,44.79,47,24.48,59,30.73,26009
26,10,202,99,49.01,57,28.22,46,22.77,26010
26,11,206,103,50.0,45,21.84,58,28.16,26011
26,12,216,107,49.54,61,28.24,48,22.22,26012
26,13,144,66,45.83,30,20.83,48,33.33,26013
26,14,177,76,42.94,47,26.55,54,30.51,26014
26,15,118,58,49.15,27,22.88,33,27.97,26015
26,16,132,54,40.91,37,28.03,41,31.06,26016
26,17,130,63,48.46,51,39.23,16,12.31,26017
26,18,187,87,46.52,51,27.27,49,26.2,26018
26,19,113,56,49.56,25,22.12,32,28.32,26019
26,20,185,78,42.16,70,37.84,37,20.0,26020
26,21,256,129,50.39,76,29.69,51,19.92,26021
26,22,128,61,47.66,19,14.84,48,37.5,26022
26,23,144,58,40.28,33,22.92,53,36.81,26023
26,24,173,88,50.87,43,24.86,42,24.28,26024
26,25,147,66,44.9,47,31.97,34,23.13,26025
26,26,135,74,54.81,28,20.74,33,24.44,26026
26,27,209,105,50.24,56,26.79,48,22.97,26027
26,28,191,109,57.07,47,24.61,35,18.32,26028
26,29,105,47,44.76,34,32.38,24,22.86,26029
26,30,173,91,52.6,51,29.48,31,17.92,26030
26,31,95,46,48.42,22,23.16,27,28.42,26031
26,32,203,105,51.72,60,29.56,38,18.72,26032
26,33,193,92,47.67,70,36.27,31,16.06,26033
26,34,212,102,48.11,48,22.64,62,29.25,26034
26,35,145,78,53.79,32,22.07,35,24.14,26035
26,36,193,98,50.78,58,30.05,37,19.17,26036
26,37,222,107,48.2,63,28.38,52,23.42,26037
26,38,105,55,52.38,26,24.76,24,22.86,26038
26,39,194,95,48.97,64,32.99,35,18.04,26039
26,40,123,51,41.46,37,30.08,35,28.46,26040
26,41,214,114,53.27,59,27.57,41,19.16,26041
26,42,152,70,46.05,47,30.92,35,23.03,26042
26,43,118,54,45.76,31,26.27,33,27.97,26043
26,44,138,55,39.86,25,18.12,58,42.03,26044
26,45,92,46,50.0,19,20.65,27,29.35,26045
26,46,111,63,56.76,32,28.83,16,14.41,26046
26,47,127,51,40.16,28,22.05,48,37.8,26047
26,48,194,112,57.73,52,26.8,30,15.46,26048
26,49,124,56,45.16,25,20.16,43,34.68,26049
27,1,162,93,57.41,42,25.93,27,16.67,27001
27,2,206,97,47.09,81,39.32,28,13.59,27002
27,3,132,55,41.67,50,37.88,27,20.45,27003
27,4,157,82,52.23,58,36.94,17,10.83,27004
27,5,179,100,55.87,55,30.73,24,13.41,27005
27,6,167,76,45.51,65,38.92,26,15.57,27006
27,7,262,131,50.0,83,31.68,48,18.32,27007
27,8,221,108,48.87,77,34.84,36,16.29,27008
27,9,71,41,57.75,25,35.21,5,7.04,27009
27,10,271,148,54.61,82,30.26,41,15.13,27010
27,11,150,78,52.0,46,30.67,26,17.33,27011
27,12,113,65,57.52,35,30.97,13,11.5,27012
27,13,351,185,52.71,108,30.77,58,16.52,27013
27,14,136,65,47.79,48,35.29,23,16.91,27014
27,15,169,92,54.44,43,25.44,34,20.12,27015
27,16,140,72,51.43,52,37.14,16,11.43,27016
27,17,254,112,44.09,93,36.61,49,19.29,27017
27,18,204,111,54.41,56,27.45,37,18.14,27018
27,19,166,88,53.01,48,28.92,30,18.07,27019
27,20,234,127,54.27,73,31.2,34,14.53,27020
27,21,148,85,57.43,44,29.73,19,12.84,27021
27,22,152,76,50.0,52,34.21,24,15.79,27022
27,23,212,101,47.64,82,38.68,29,13.68,27023
27,24,201,107,53.23,58,28.86,36,17.91,27024
27,25,196,79,40.31,77,39.29,40,20.41,27025
27,26,203,111,54.68,72,35.47,20,9.85,27026
27,27,285,148,51.93,103,36.14,34,11.93,27027
27,28,109,58,53.21,41,37.61,10,9.17,27028
27,29,215,105,48.84,79,36.74,31,14.42,27029
27,30,152,70,46.05,56,36.84,26,17.11,27030
27,31,220,93,42.27,81,36.82,46,20.91,27031
27,32,179,93,51.96,59,32.96,27,15.08,27032
27,33,186,100,53.76,55,29.57,31,16.67,27033
27,34,226,101,44.69,86,38.05,39,17.26,27034
27,35,163,95,58.28,44,26.99,24,14.72,27035
27,36,196,86,43.88,94,47.96,16,8.16,27036
27,37,193,103,53.37,49,25.39,41,21.24,27037
27,38,293,145,49.49,97,33.11,51,17.41,27038
27,39,223,104,46.64,95,42.6,24,10.76,27039
27,40,234,112,47.86,78,33.33,44,18.8,27040
27,41,208,111,53.37,65,31.25,32,15.38,27041
27,42,118,59,50.0,40,33.9,19,16.1,27042
27,43,223,111,49.78,71,31.84,41,18.39,27043
27,44,229,107,46.72,92,40.17,30,13.1,27044
27,45,233,126,54.08,73,31.33,34,14.59,27045
27,46,90,52,57.78,30,33.33,8,8.89,27046
27,47,161,85,52.8,49,30.43,27,16.77,27047
27,48,225,119,52.89,77,34.22,29,12.89,27048
27,49,186,105,56.45,56,30.11,25,13.44,27049
27,50,218,112,51.38,66,30.28,40,18.35,27050
28,1,222,99,44.59,44,19.82,79,35.59,28001
28,2,213,102,47.89,81,38.03,30,14.08,28002
28,3,189,93,49.21,63,33.33,33,17.46,28003
28,4,140,72,51.43,45,32.14,23,16.43,28004
28,5,152,72,47.37,55,36.18,25,16.45,28005
28,6,111,57,51.35,41,36.94,13,11.71,28006
28,7,245,98,40.0,113,46.12,34,13.88,28007
28,8,116,59,50.86,41,35.34,16,13.79,28008
28,9,217,101,46.54,86,39.63,30,13.82,28009
28,10,257,136,52.92,78,30.35,43,16.73,28010
28,11,350,176,50.29,114,32.57,60,17.14,28011
28,12,235,111,47.23,95,40.43,29,12.34,28012
28,13,206,117,56.8,63,30.58,26,12.62,28013
28,14,208,78,37.5,100,48.08,30,14.42,28014
28,15,72,33,45.83,23,31.94,16,22.22,28015
28,16,156,69,44.23,63,40.38,24,15.38,28016
28,17,223,95,42.6,102,45.74,26,11.66,28017
28,18,174,91,52.3,55,31.61,28,16.09,28018
28,19,202,94,46.53,59,29.21,49,24.26,28019
28,20,198,82,41.41,78,39.39,38,19.19,28020
28,21,198,101,51.01,70,35.35,27,13.64,28021
28,22,190,101,53.16,61,32.11,28,14.74,28022
28,23,278,143,51.44,101,36.33,34,12.23,28023
28,24,211,91,43.13,85,40.28,35,16.59,28024
28,25,331,119,35.95,187,56.5,25,7.55,28025
28,26,242,109,45.04,98,40.5,35,14.46,28026
28,27,204,104,50.98,69,33.82,31,15.2,28027
28,28,227,101,44.49,89,39.21,37,16.3,28028
28,29,103,57,55.34,30,29.13,16,15.53,28029
28,30,35,11,31.43,21,60.0,3,8.57,28030
28,31,276,141,51.09,96,34.78,39,14.13,28031
28,32,219,123,56.16,55,25.11,41,18.72,28032
28,33,262,119,45.42,109,41.6,34,12.98,28033
28,34,409,198,48.41,139,33.99,72,17.6,28034
28,35,239,105,43.93,103,43.1,31,12.97,28035
28,36,142,52,36.62,69,48.59,21,14.79,28036
28,37,317,161,50.79,116,36.59,40,12.62,28037
28,38,121,59,48.76,48,39.67,14,11.57,28038
28,39,177,85,48.02,63,35.59,29,16.38,28039
28,40,318,155,48.74,121,38.05,42,13.21,28040
28,41,191,87,45.55,73,38.22,31,16.23,28041
28,42,254,111,43.7,105,41.34,38,14.96,28042
28,43,303,147,48.51,114,37.62,42,13.86,28043
28,44,158,73,46.2,63,39.87,22,13.92,28044
28,45,154,92,59.74,40,25.97,22,14.29,28045
28,46,320,151,47.19,98,30.63,71,22.19,28046
29,1,292,143,48.97,93,31.85,56,19.18,29001
29,2,420,220,52.38,144,34.29,56,13.33,29002
29,3,295,159,53.9,87,29.49,49,16.61,29003
29,4,326,169,51.84,98,30.06,59,18.1,29004
29,5,246,119,48.37,88,35.77,39,15.85,29005
29,6,254,147,57.87,66,25.98,41,16.14,29006
29,7,247,120,48.58,83,33.6,44,17.81,29007
29,8,250,123,49.2,87,34.8,40,16.0,29008
29,9,266,117,43.98,76,28.57,73,27.44,29009
29,10,323,168,52.01,86,26.63,69,21.36,29010
29,11,172,92,53.49,58,33.72,22,12.79,29011
29,12,350,178,50.86,118,33.71,54,15.43,29012
29,13,262,148,56.49,78,29.77,36,13.74,29013
29,14,262,120,45.8,100,38.17,42,16.03,29014
29,15,323,169,52.32,106,32.82,48,14.86,29015
29,16,334,123,36.83,178,53.29,33,9.88,29016
29,17,272,145,53.31,83,30.51,44,16.18,29017
29,18,302,135,44.7,129,42.72,38,12.58,29018
29,19,305,170,55.74,100,32.79,35,11.48,29019
29,20,332,176,53.01,109,32.83,47,14.16,29020
29,21,383,202,52.74,99,25.85,82,21.41,29021
29,22,217,100,46.08,78,35.94,39,17.97,29022
29,23,255,129,50.59,57,22.35,69,27.06,29023
29,24,264,134,50.76,80,30.3,50,18.94,29024
29,25,289,138,47.75,116,40.14,35,12.11,29025
29,26,269,134,49.81,105,39.03,30,11.15,29026
29,27,232,108,46.55,89,38.36,35,15.09,29027
29,28,334,173,51.8,125,37.43,36,10.78,29028
29,29,197,96,48.73,36,18.27,65,32.99,29029
29,30,306,169,55.23,82,26.8,55,17.97,29030
29,31,167,77,46.11,42,25.15,48,28.74,29031
29,32,178,91,51.12,35,19.66,52,29.21,29032
29,33,202,99,49.01,79,39.11,24,11.88,29033
29,34,145,74,51.03,44,30.34,27,18.62,29034
29,35,221,122,55.2,63,28.51,36,16.29,29035
29,36,246,132,53.66,67,27.24,47,19.11,29036
29,37,257,130,50.58,90,35.02,37,14.4,29037
29,38,205,100,48.78,45,21.95,60,29.27,29038
29,39,206,91,44.17,48,23.3,67,32.52,29039
29,40,326,170,52.15,112,34.36,44,13.5,29040
29,41,230,119,51.74,79,34.35,32,13.91,29041
29,42,306,170,55.56,90,29.41,46,15.03,29042
29,43,293,144,49.15,98,33.45,51,17.41,29043
29,44,356,182,51.12,127,35.67,47,13.2,29044
30,1,283,131,46.29,68,24.03,84,29.68,30001
30,2,217,91,41.94,63,29.03,63,29.03,30002
30,3,200,90,45.0,65,32.5,45,22.5,30003
30,4,243,112,46.09,66,27.16,65,26.75,30004
30,5,171,75,43.86,33,19.3,63,36.84,30005
30,6,225,106,47.11,48,21.33,71,31.56,30006
30,7,264,126,47.73,75,28.41,63,23.86,30007
30,8,283,143,50.53,66,23.32,74,26.15,30008
30,9,205,86,41.95,61,29.76,58,28.29,30009
30,10,272,123,45.22,61,22.43,88,32.35,30010
30,11,251,116,46.22,53,21.12,82,32.67,30011
30,12,193,85,44.04,47,24.35,61,31.61,30012
30,13,204,96,47.06,50,24.51,58,28.43,30013
30,14,181,85,46.96,37,20.44,59,32.6,30014
30,15,218,99,45.41,76,34.86,43,19.72,30015
30,16,128,56,43.75,26,20.31,46,35.94,30016
30,17,234,92,39.32,74,31.62,68,29.06,30017
30,18,273,110,40.29,92,33.7,71,26.01,30018
30,19,291,130,44.67,69,23.71,92,31.62,30019
30,20,233,130,55.79,52,22.32,51,21.89,30020
30,21,161,83,51.55,26,16.15,52,32.3,30021
30,22,319,152,47.65,83,26.02,84,26.33,30022
30,23,272,124,45.59,72,26.47,76,27.94,30023
30,24,243,115,47.33,66,27.16,62,25.51,30024
30,25,279,124,44.44,78,27.96,77,27.6,30025
30,26,126,62,49.21,26,20.63,38,30.16,30026
30,27,144,70,48.61,32,22.22,42,29.17,30027
30,28,264,128,48.48,67,25.38,69,26.14,30028
30,29,148,59,39.86,29,19.59,60,40.54,30029
30,30,106,47,44.34,17,16.04,42,39.62,30030
30,31,149,71,47.65,37,24.83,41,27.52,30031
30,32,189,87,46.03,60,31.75,42,22.22,30032
31,1,146,55,37.67,34,23.29,57,39.04,31001
31,2,152,71,46.71,38,25.0,43,28.29,31002
31,3,153,64,41.83,40,26.14,49,32.03,31003
31,4,221,113,51.13,51,23.08,57,25.79,31004
31,5,177,82,46.33,49,27.68,46,25.99,31005
31,6,138,76,55.07,13,9.42,49,35.51,31006
31,7,259,137,52.9,66,25.48,56,21.62,31007
31,8,121,63,52.07,25,20.66,33,27.27,31008
31,9,191,81,42.41,49,25.65,61,31.94,31009
31,10,159,67,42.14,46,28.93,46,28.93,31010
31,11,126,63,50.0,30,23.81,33,26.19,31011
31,12,144,64,44.44,29,20.14,51,35.42,31012
31,13,177,80,45.2,33,18.64,64,36.16,31013
31,14,151,72,47.68,32,21.19,47,31.13,31014
31,15,122,56,45.9,22,18.03,44,36.07,31015
31,16,212,92,43.4,63,29.72,57,26.89,31016
31,17,138,73,52.9,21,15.22,44,31.88,31017
31,18,151,72,47.68,40,26.49,39,25.83,31018
31,19,137,58,42.34,27,19.71,52,37.96,31019
31,20,146,56,38.36,37,25.34,53,36.3,31020
31,21,158,80,50.63,33,20.89,45,28.48,31021
31,22,150,74,49.33,22,14.67,54,36.0,31022
31,23,144,69,47.92,33,22.92,42,29.17,31023
31,24,186,78,41.94,43,23.12,65,34.95,31024
31,25,147,65,44.22,31,21.09,51,34.69,31025
31,26,181,77,42.54,48,26.52,56,30.94,31026
31,27,145,60,41.38,32,22.07,53,36.55,31027
31,28,173,71,41.04,43,24.86,59,34.1,31028
31,29,180,85,47.22,40,22.22,55,30.56,31029
31,30,130,67,51.54,18,13.85,45,34.62,31030
31,31,166,69,41.57,31,18.67,66,39.76,31031
31,32,146,71,48.63,26,17.81,49,33.56,31032
31,33,149,68,45.64,27,18.12,54,36.24,31033
31,34,152,64,42.11,35,23.03,53,34.87,31034
31,35,178,90,50.56,31,17.42,57,32.02,31035
31,36,171,83,48.54,34,19.88,54,31.58,31036
31,37,153,59,38.56,51,33.33,43,28.1,31037
31,38,179,105,58.66,30,16.76,44,24.58,31038
31,39,176,92,52.27,34,19.32,50,28.41,31039
31,40,170,74,43.53,53,31.18,43,25.29,31040
31,41,168,68,40.48,46,27.38,54,32.14,31041
32,1,252,134,53.17,73,28.97,45,17.86,32001
32,2,191,106,55.5,65,34.03,20,10.47,32002
32,3,342,165,48.25,129,37.72,48,14.04,32003
32,4,214,115,53.74,68,31.78,31,14.49,32004
32,5,181,93,51.38,55,30.39,33,18.23,32005
32,6,210,99,47.14,79,37.62,32,15.24,32006
32,7,182,90,49.45,69,37.91,23,12.64,32007
32,8,229,105,45.85,90,39.3,34,14.85,32008
32,9,219,127,57.99,50,22.83,42,19.18,32009
32,10,166,85,51.2,54,32.53,27,16.27,32010
32,11,290,147,50.69,108,37.24,35,12.07,32011
32,12,239,110,46.03,95,39.75,34,14.23,32012
32,13,183,95,51.91,58,31.69,30,16.39,32013
32,14,296,159,53.72,106,35.81,31,10.47,32014
32,15,196,102,52.04,70,35.71,24,12.24,32015
32,16,210,101,48.1,77,36.67,32,15.24,32016
32,17,311,159,51.13,107,34.41,45,14.47,32017
32,18,168,76,45.24,61,36.31,31,18.45,32018
32,19,204,115,56.37,55,26.96,34,16.67,32019
32,20,309,175,56.63,95,30.74,39,12.62,32020
32,21,223,111,49.78,91,40.81,21,9.42,32021
32,22,389,196,50.39,133,34.19,60,15.42,32022
32,23,194,100,51.55,64,32.99,30,15.46,32023
32,24,114,61,53.51,34,29.82,19,16.67,32024
32,25,196,100,51.02,60,30.61,36,18.37,32025
32,26,300,164,54.67,99,33.0,37,12.33,32026
32,27,164,98,59.76,42,25.61,24,14.63,32027
32,28,306,168,54.9,89,29.08,49,16.01,32028
32,29,274,154,56.2,81,29.56,39,14.23,32029
32,30,136,66,48.53,53,38.97,17,12.5,32030
32,31,220,128,58.18,57,25.91,35,15.91,32031
32,32,218,117,53.67,75,34.4,26,11.93,32032
32,33,182,96,52.75,56,30.77,30,16.48,32033
32,34,198,109,55.05,65,32.83,24,12.12,32034
32,35,183,103,56.28,53,28.96,27,14.75,32035
32,36,218,130,59.63,66,30.28,22,10.09,32036
32,37,174,87,50.0,49,28.16,38,21.84,32037
32,38,184,111,60.33,37,20.11,36,19.57,32038
32,39,158,89,56.33,48,30.38,21,13.29,32039
32,40,235,125,53.19,81,34.47,29,12.34,32040
32,41,203,108,53.2,69,33.99,26,12.81,32041
32,42,203,115,56.65,56,27.59,32,15.76,32042
32,43,263,129,49.05,92,34.98,42,15.97,32043
33,1,318,140,44.03,97,30.5,81,25.47,33001
33,2,333,165,49.55,89,26.73,79,23.72,33002
33,3,388,190,48.97,131,33.76,67,17.27,33003
33,4,394,203,51.52,109,27.66,82,20.81,33004
33,5,235,110,46.81,63,26.81,62,26.38,33005
33,6,297,150,50.51,57,19.19,90,30.3,33006
33,7,277,147,53.07,73,26.35,57,20.58,33007
33,8,395,176,44.56,172,43.54,47,11.9,33008
33,9,294,151,51.36,84,28.57,59,20.07,33009
33,10,270,130,48.15,73,27.04,67,24.81,33010
33,11,332,160,48.19,89,26.81,83,25.0,33011
33,12,324,168,51.85,65,20.06,91,28.09,33012
33,13,344,167,48.55,85,24.71,92,26.74,33013
33,14,151,68,45.03,42,27.81,41,27.15,33014
33,15,383,174,45.43,121,31.59,88,22.98,33015
33,16,463,252,54.43,110,23.76,101,21.81,33016
33,17,338,163,48.22,89,26.33,86,25.44,33017
33,18,368,208,56.52,99,26.9,61,16.58,33018
33,19,319,159,49.84,86,26.96,74,23.2,33019
33,20,387,186,48.06,121,31.27,80,20.67,33020
33,21,344,149,43.31,108,31.4,87,25.29,33021
33,22,334,156,46.71,86,25.75,92,27.54,33022
33,23,310,151,48.71,105,33.87,54,17.42,33023
33,24,409,227,55.5,143,34.96,39,9.54,33024
33,25,362,172,47.51,109,30.11,81,22.38,33025
33,26,257,117,45.53,96,37.35,44,17.12,33026
33,27,282,136,48.23,98,34.75,48,17.02,33027
33,28,307,149,48.53,92,29.97,66,21.5,33028
34,1,337,153,45.4,148,43.92,36,10.68,34001
34,2,203,101,49.75,78,38.42,24,11.82,34002
34,3,291,148,50.86,113,38.83,30,10.31,34003
34,4,241,127,52.7,81,33.61,33,13.69,34004
34,5,254,129,50.79,97,38.19,28,11.02,34005
34,6,349,155,44.41,165,47.28,29,8.31,34006
34,7,314,128,40.76,151,48.09,35,11.15,34007
34,8,243,116,47.74,91,37.45,36,14.81,34008
34,9,225,114,50.67,74,32.89,37,16.44,34009
34,10,289,119,41.18,135,46.71,35,12.11,34010
34,11,257,117,45.53,114,44.36,26,10.12,34011
34,12,332,134,40.36,161,48.49,37,11.14,34012
34,13,295,130,44.07,127,43.05,38,12.88,34013
34,14,233,121,51.93,76,32.62,36,15.45,34014
34,15,239,118,49.37,77,32.22,44,18.41,34015
34,16,242,106,43.8,105,43.39,31,12.81,34016
34,17,376,136,36.17,194,51.6,46,12.23,34017
34,18,224,102,45.54,94,41.96,28,12.5,34018
34,19,348,132,37.93,178,51.15,38,10.92,34019
34,20,340,144,42.35,165,48.53,31,9.12,34020
34,21,388,145,37.37,198,51.03,45,11.6,34021
34,22,270,134,49.63,109,40.37,27,10.0,34022
34,23,230,118,51.3,91,39.57,21,9.13,34023
34,24,296,121,40.88,130,43.92,45,15.2,34024
34,25,327,137,41.9,151,46.18,39,11.93,34025
34,26,325,127,39.08,154,47.38,44,13.54,34026
34,27,241,119,49.38,90,37.34,32,13.28,34027
34,28,230,96,41.74,108,46.96,26,11.3,34028
34,29,227,103,45.37,92,40.53,32,14.1,34029
34,30,276,102,36.96,156,56.52,18,6.52,34030
34,31,231,102,44.16,102,44.16,27,11.69,34031
34,32,296,125,42.23,132,44.59,39,13.18,34032
34,33,240,107,44.58,98,40.83,35,14.58,34033
34,34,324,161,49.69,120,37.04,43,13.27,34034
34,35,324,144,44.44,141,43.52,39,12.04,34035
34,36,263,95,36.12,135,51.33,33,12.55,34036
34,37,206,82,39.81,94,45.63,30,14.56,34037
34,38,162,74,45.68,70,43.21,18,11.11,34038
34,39,234,91,38.89,108,46.15,35,14.96,34039
34,40,317,150,47.32,136,42.9,31,9.78,34040
34,41,223,91,40.81,102,45.74,30,13.45,34041
34,42,287,129,44.95,128,44.6,30,10.45,34042
34,43,279,131,46.95,123,44.09,25,8.96,34043
34,44,300,129,43.0,131,43.67,40,13.33,34044
34,45,329,136,41.34,141,42.86,52,15.81,34045
34,46,200,84,42.0,92,46.0,24,12.0,34046
34,47,280,132,47.14,122,43.57,26,9.29,34047
34,48,310,106,34.19,177,57.1,27,8.71,34048
34,49,364,158,43.41,168,46.15,38,10.44,34049
34,50,246,116,47.15,101,41.06,29,11.79,34050
34,51,297,127,42.76,132,44.44,38,12.79,34051
34,52,254,86,33.86,145,57.09,23,9.06,34052
34,53,231,105,45.45,98,42.42,28,12.12,34053
35,1,235,108,45.96,64,27.23,63,26.81,35001
35,2,286,154,53.85,104,36.36,28,9.79,35002
35,3,286,122,42.66,101,35.31,63,22.03,35003
35,4,237,118,49.79,61,25.74,58,24.47,35004
35,5,247,116,46.96,68,27.53,63,25.51,35005
35,6,242,110,45.45,73,30.17,59,24.38,35006
35,7,284,140,49.3,83,29.23,61,21.48,35007
35,8,283,144,50.88,79,27.92,60,21.2,35008
35,9,252,123,48.81,51,20.24,78,30.95,35009
35,10,356,196,55.06,124,34.83,36,10.11,35010
35,11,273,129,47.25,88,32.23,56,20.51,35011
35,12,180,84,46.67,39,21.67,57,31.67,35012
35,13,202,86,42.57,39,19.31,77,38.12,35013
35,14,236,108,45.76,61,25.85,67,28.39,35014
35,15,292,147,50.34,94,32.19,51,17.47,35015
35,16,171,70,40.94,42,24.56,59,34.5,35016
35,17,246,126,51.22,74,30.08,46,18.7,35017
35,18,231,98,42.42,58,25.11,75,32.47,35018
35,19,174,71,40.8,34,19.54,69,39.66,35019
35,20,245,119,48.57,58,23.67,68,27.76,35020
35,21,257,119,46.3,70,27.24,68,26.46,35021
35,22,306,167,54.58,71,23.2,68,22.22,35022
35,23,264,121,45.83,69,26.14,74,28.03,35023
35,24,255,98,38.43,90,35.29,67,26.27,35024
35,25,303,166,54.79,107,35.31,30,9.9,35025
35,26,217,108,49.77,52,23.96,57,26.27,35026
35,27,250,118,47.2,56,22.4,76,30.4,35027
35,28,239,123,51.46,72,30.13,44,18.41,35028
35,29,211,96,45.5,53,25.12,62,29.38,35029
35,30,279,140,50.18,74,26.52,65,23.3,35030
35,31,293,151,51.54,73,24.91,69,23.55,35031
36,1,265,132,49.81,44,16.6,89,33.58,36001
36,2,226,104,46.02,55,24.34,67,29.65,36002
36,3,202,95,47.03,50,24.75,57,28.22,36003
36,4,260,119,45.77,64,24.62,77,29.62,36004
36,5,248,114,45.97,57,22.98,77,31.05,36005
36,6,169,82,48.52,35,20.71,52,30.77,36006
36,7,225,102,45.33,56,24.89,67,29.78,36007
36,8,204,102,50.0,40,19.61,62,30.39,36008
36,9,217,96,44.24,44,20.28,77,35.48,36009
36,10,260,118,45.38,43,16.54,99,38.08,36010
36,11,178,72,40.45,39,21.91,67,37.64,36011
36,12,157,65,41.4,31,19.75,61,38.85,36012
36,13,152,68,44.74,29,19.08,55,36.18,36013
36,14,193,102,52.85,46,23.83,45,23.32,36014
36,15,233,120,51.5,44,18.88,69,29.61,36015
36,16,204,116,56.86,40,19.61,48,23.53,36016
36,17,261,129,49.43,54,20.69,78,29.89,36017
36,18,199,95,47.74,43,21.61,61,30.65,36018
36,19,270,126,46.67,45,16.67,99,36.67,36019
36,20,203,104,51.23,37,18.23,62,30.54,36020
36,21,229,95,41.48,47,20.52,87,37.99,36021
36,22,184,79,42.93,38,20.65,67,36.41,36022
36,23,218,96,44.04,44,20.18,78,35.78,36023
36,24,199,89,44.72,33,16.58,77,38.69,36024
36,25,245,112,45.71,47,19.18,86,35.1,36025
36,26,168,93,55.36,27,16.07,48,28.57,36026
36,27,185,89,48.11,38,20.54,58,31.35,36027
36,28,171,92,53.8,31,18.13,48,28.07,36028
36,29,261,120,45.98,52,19.92,89,34.1,36029
36,30,213,102,47.89,47,22.07,64,30.05,36030
37,1,193,106,54.92,55,28.5,32,16.58,37001
37,2,160,72,45.0,47,29.38,41,25.63,37002
37,3,220,100,45.45,81,36.82,39,17.73,37003
37,4,218,112,51.38,49,22.48,57,26.15,37004
37,5,264,125,47.35,94,35.61,45,17.05,37005
37,6,252,107,42.46,100,39.68,45,17.86,37006
37,7,181,92,50.83,52,28.73,37,20.44,37007
37,8,180,100,55.56,50,27.78,30,16.67,37008
37,9,271,139,51.29,83,30.63,49,18.08,37009
37,10,261,137,52.49,77,29.5,47,18.01,37010
37,11,186,96,51.61,57,30.65,33,17.74,37011
37,12,203,92,45.32,62,30.54,49,24.14,37012
37,13,201,102,50.75,71,35.32,28,13.93,37013
37,14,246,124,50.41,82,33.33,40,16.26,37014
37,15,291,147,50.52,106,36.43,38,13.06,37015
37,16,249,106,42.57,105,42.17,38,15.26,37016
37,17,247,114,46.15,87,35.22,46,18.62,37017
37,18,253,119,47.04,84,33.2,50,19.76,37018
37,19,211,114,54.03,62,29.38,35,16.59,37019
37,20,231,117,50.65,65,28.14,49,21.21,37020
37,21,202,94,46.53,70,34.65,38,18.81,37021
37,22,223,111,49.78,62,27.8,50,22.42,37022
37,23,281,137,48.75,97,34.52,47,16.73,37023
37,24,257,139,54.09,72,28.02,46,17.9,37024
37,25,252,122,48.41,89,35.32,41,16.27,37025
37,26,319,143,44.83,115,36.05,61,19.12,37026
37,27,222,112,50.45,64,28.83,46,20.72,37027
37,28,226,113,50.0,69,30.53,44,19.47,37028
37,29,250,134,53.6,88,35.2,28,11.2,37029
37,30,260,138,53.08,78,30.0,44,16.92,37030
37,31,282,140,49.65,97,34.4,45,15.96,37031
37,32,217,98,45.16,79,36.41,40,18.43,37032
37,33,254,125,49.21,82,32.28,47,18.5,37033
37,34,251,139,55.38,66,26.29,46,18.33,37034
37,35,244,112,45.9,82,33.61,50,20.49,37035
37,36,237,124,52.32,76,32.07,37,15.61,37036
37,37,280,140,50.0,98,35.0,42,15.0,37037
37,38,301,146,48.5,110,36.54,45,14.95,37038
37,39,235,125,53.19,80,34.04,30,12.77,37039
37,40,278,140,50.36,94,33.81,44,15.83,37040
37,41,245,117,47.76,100,40.82,28,11.43,37041
38,1,177,96,54.24,37,20.9,44,24.86,38001
38,2,158,83,52.53,34,21.52,41,25.95,38002
38,3,198,103,52.02,33,16.67,62,31.31,38003
38,4,189,97,51.32,47,24.87,45,23.81,38004
38,5,157,85,54.14,32,20.38,40,25.48,38005
38,6,184,98,53.26,30,16.3,56,30.43,38006
38,7,182,90,49.45,26,14.29,66,36.26,38007
38,8,185,98,52.97,35,18.92,52,28.11,38008
38,9,208,105,50.48,48,23.08,55,26.44,38009
38,10,192,96,50.0,36,18.75,60,31.25,38010
38,11,200,101,50.5,49,24.5,50,25.0,38011
38,12,137,73,53.28,22,16.06,42,30.66,38012
38,13,187,83,44.39,47,25.13,57,30.48,38013
38,14,223,117,52.47,46,20.63,60,26.91,38014
38,15,194,108,55.67,32,16.49,54,27.84,38015
38,16,192,97,50.52,41,21.35,54,28.13,38016
38,17,206,99,48.06,46,22.33,61,29.61,38017
38,18,184,88,47.83,37,20.11,59,32.07,38018
38,19,197,104,52.79,39,19.8,54,27.41,38019
38,20,179,85,47.49,44,24.58,50,27.93,38020
38,21,184,104,56.52,32,17.39,48,26.09,38021
38,22,201,102,50.75,50,24.88,49,24.38,38022
38,23,226,110,48.67,62,27.43,54,23.89,38023
38,24,181,94,51.93,35,19.34,52,28.73,38024
38,25,156,85,54.49,31,19.87,40,25.64,38025
38,26,198,93,46.97,42,21.21,63,31.82,38026
38,27,193,89,46.11,43,22.28,61,31.61,38027
38,28,211,107,50.71,43,20.38,61,28.91,38028
