ward,precinct,total,Michael I. O'Malley,Michael I. O'Malley Percent,Alison C. Conlon,Alison C. Conlon Percent,precinct_id
32,37,177,74,41.81,103,58.19,32037
32,38,190,80,42.11,110,57.89,32038
32,39,160,47,29.38,113,70.63,32039
32,40,245,76,31.02,169,68.98,32040
32,41,218,78,35.78,140,64.22,32041
32,42,204,54,26.47,150,73.53,32042
32,43,277,83,29.96,194,70.04,32043
33,1,343,129,37.61,214,62.39,33001
33,2,347,118,34.01,229,65.99,33002
33,3,389,113,29.05,276,70.95,33003
33,4,411,151,36.74,260,63.26,33004
33,5,252,114,45.24,138,54.76,33005
33,6,325,134,41.23,191,58.77,33006
33,7,292,112,38.36,180,61.64,33007
33,8,410,96,23.41,314,76.59,33008
33,9,308,112,36.36,196,63.64,33009
33,10,281,125,44.48,156,55.52,33010
33,11,340,155,45.59,185,54.41,33011
33,12,350,162,46.29,188,53.71,33012
33,13,352,130,36.93,222,63.07,33013
33,14,156,50,32.05,106,67.95,33014
33,15,410,173,42.2,237,57.8,33015
33,16,474,217,45.78,257,54.22,33016
33,17,346,147,42.49,199,57.51,33017
33,18,377,129,34.22,248,65.78,33018
33,19,328,121,36.89,207,63.11,33019
33,20,398,127,31.91,271,68.09,33020
33,21,356,158,44.38,198,55.62,33021
33,22,351,142,40.46,209,59.54,33022
33,23,314,98,31.21,216,68.79,33023
33,24,420,98,23.33,322,76.67,33024
33,25,381,156,40.94,225,59.06,33025
33,26,272,95,34.93,177,65.07,33026
33,27,290,116,40.0,174,60.0,33027
33,28,315,100,31.75,215,68.25,33028
34,1,345,141,40.87,204,59.13,34001
34,2,213,103,48.36,110,51.64,34002
34,3,297,147,49.49,150,50.51,34003
34,4,240,139,57.92,101,42.08,34004
34,5,260,138,53.08,122,46.92,34005
34,6,357,162,45.38,195,54.62,34006
34,7,314,127,40.45,187,59.55,34007
34,8,253,128,50.59,125,49.41,34008
34,9,232,119,51.29,113,48.71,34009
34,10,292,119,40.75,173,59.25,34010
34,11,259,115,44.4,144,55.6,34011
34,12,329,137,41.64,192,58.36,34012
34,13,285,121,42.46,164,57.54,34013
34,14,237,124,52.32,113,47.68,34014
34,15,244,134,54.92,110,45.08,34015
34,16,243,110,45.27,133,54.73,34016
34,17,375,154,41.07,221,58.93,34017
34,18,224,120,53.57,104,46.43,34018
34,19,344,152,44.19,192,55.81,34019
34,20,352,152,43.18,200,56.82,34020
34,21,378,136,35.98,242,64.02,34021
34,22,270,126,46.67,144,53.33,34022
34,23,228,113,49.56,115,50.44,34023
34,24,299,156,52.17,143,47.83,34024
34,25,328,153,46.65,175,53.35,34025
34,26,334,165,49.4,169,50.6,34026
34,27,244,125,51.23,119,48.77,34027
34,28,222,106,47.75,116,52.25,34028
34,29,229,113,49.34,116,50.66,34029
34,30,278,103,37.05,175,62.95,34030
34,31,226,109,48.23,117,51.77,34031
34,32,295,139,47.12,156,52.88,34032
34,33,234,128,54.7,106,45.3,34033
34,34,336,165,49.11,171,50.89,34034
34,35,323,155,47.99,168,52.01,34035
34,36,259,111,42.86,148,57.14,34036
34,37,209,97,46.41,112,53.59,34037
34,38,168,66,39.29,102,60.71,34038
34,39,242,112,46.28,130,53.72,34039
34,40,323,141,43.65,182,56.35,34040
34,41,218,90,41.28,128,58.72,34041
34,42,279,121,43.37,158,56.63,34042
34,43,278,119,42.81,159,57.19,34043
34,44,301,132,43.85,169,56.15,34044
34,45,326,169,51.84,157,48.16,34045
34,46,202,94,46.53,108,53.47,34046
34,47,287,144,50.17,143,49.83,34047
34,48,311,120,38.59,191,61.41,34048
34,49,363,136,37.47,227,62.53,34049
34,50,248,126,50.81,122,49.19,34050
34,51,304,133,43.75,171,56.25,34051
34,52,261,94,36.02,167,63.98,34052
34,53,230,104,45.22,126,54.78,34053
35,1,246,93,37.8,153,62.2,35001
35,2,285,81,28.42,204,71.58,35002
35,3,285,117,41.05,168,58.95,35003
35,4,245,110,44.9,135,55.1,35004
35,5,254,102,40.16,152,59.84,35005
35,6,252,86,34.13,166,65.87,35006
35,7,294,97,32.99,197,67.01,35007
35,8,297,100,33.67,197,66.33,35008
35,9,258,112,43.41,146,56.59,35009
35,10,360,76,21.11,284,78.89,35010
35,11,284,104,36.62,180,63.38,35011
35,12,182,90,49.45,92,50.55,35012
35,13,203,94,46.31,109,53.69,35013
35,14,242,117,48.35,125,51.65,35014
35,15,302,121,40.07,181,59.93,35015
35,16,182,98,53.85,84,46.15,35016
35,17,255,81,31.76,174,68.24,35017
35,18,233,124,53.22,109,46.78,35018
35,19,170,95,55.88,75,44.12,35019
35,20,249,101,40.56,148,59.44,35020
35,21,255,107,41.96,148,58.04,35021
35,22,311,131,42.12,180,57.88,35022
35,23,275,123,44.73,152,55.27,35023
35,24,258,98,37.98,160,62.02,35024
35,25,315,75,23.81,240,76.19,35025
35,26,227,105,46.26,122,53.74,35026
35,27,261,108,41.38,153,58.62,35027
35,28,253,82,32.41,171,67.59,35028
35,29,220,105,47.73,115,52.27,35029
35,30,279,133,47.67,146,52.33,35030
35,31,299,112,37.46,187,62.54,35031
36,1,266,138,51.88,128,48.12,36001
36,2,236,131,55.51,105,44.49,36002
36,3,205,104,50.73,101,49.27,36003
36,4,264,138,52.27,126,47.73,36004
36,5,251,136,54.18,115,45.82,36005
36,6,177,94,53.11,83,46.89,36006
36,7,237,128,54.01,109,45.99,36007
36,8,203,118,58.13,85,41.87,36008
36,9,221,119,53.85,102,46.15,36009
36,10,269,133,49.44,136,50.56,36010
36,11,178,99,55.62,79,44.38,36011
36,12,164,101,61.59,63,38.41,36012
36,13,162,83,51.23,79,48.77,36013
36,14,200,114,57.0,86,43.0,36014
36,15,234,126,53.85,108,46.15,36015
36,16,212,98,46.23,114,53.77,36016
36,17,262,143,54.58,119,45.42,36017
36,18,198,93,46.97,105,53.03,36018
36,19,280,161,57.5,119,42.5,36019
36,20,209,100,47.85,109,52.15,36020
36,21,231,115,49.78,116,50.22,36021
36,22,189,99,52.38,90,47.62,36022
36,23,223,123,55.16,100,44.84,36023
36,24,204,106,51.96,98,48.04,36024
36,25,247,125,50.61,122,49.39,36025
36,26,170,103,60.59,67,39.41,36026
36,27,193,120,62.18,73,37.82,36027
36,28,180,104,57.78,76,42.22,36028
36,29,264,162,61.36,102,38.64,36029
36,30,216,109,50.46,107,49.54,36030
37,1,203,110,54.19,93,45.81,37001
37,2,163,96,58.9,67,41.1,37002
37,3,214,110,51.4,104,48.6,37003
37,4,214,117,54.67,97,45.33,37004
37,5,276,153,55.43,123,44.57,37005
37,6,254,127,50.0,127,50.0,37006
37,7,180,81,45.0,99,55.0,37007
37,8,182,98,53.85,84,46.15,37008
37,9,276,142,51.45,134,48.55,37009
37,10,270,132,48.89,138,51.11,37010
37,11,199,112,56.28,87,43.72,37011
37,12,212,104,49.06,108,50.94,37012
37,13,205,100,48.78,105,51.22,37013
37,14,254,148,58.27,106,41.73,37014
37,15,292,158,54.11,134,45.89,37015
37,16,255,130,50.98,125,49.02,37016
37,17,239,144,60.25,95,39.75,37017
37,18,261,141,54.02,120,45.98,37018
37,19,209,127,60.77,82,39.23,37019
37,20,235,126,53.62,109,46.38,37020
37,21,210,97,46.19,113,53.81,37021
37,22,237,147,62.03,90,37.97,37022
37,23,281,145,51.6,136,48.4,37023
37,24,259,134,51.74,125,48.26,37024
37,25,249,131,52.61,118,47.39,37025
37,26,326,168,51.53,158,48.47,37026
37,27,225,116,51.56,109,48.44,37027
37,28,222,117,52.7,105,47.3,37028
37,29,255,144,56.47,111,43.53,37029
37,30,257,142,55.25,115,44.75,37030
37,31,289,157,54.33,132,45.67,37031
37,32,220,132,60.0,88,40.0,37032
37,33,257,134,52.14,123,47.86,37033
37,34,251,159,63.35,92,36.65,37034
37,35,247,134,54.25,113,45.75,37035
37,36,243,144,59.26,99,40.74,37036
37,37,292,166,56.85,126,43.15,37037
37,38,300,156,52.0,144,48.0,37038
37,39,234,119,50.85,115,49.15,37039
37,40,288,153,53.13,135,46.88,37040
37,41,243,122,50.21,121,49.79,37041
38,1,189,87,46.03,102,53.97,38001
38,2,166,107,64.46,59,35.54,38002
38,3,197,117,59.39,80,40.61,38003
38,4,198,105,53.03,93,46.97,38004
38,5,167,97,58.08,70,41.92,38005
38,6,195,112,57.44,83,42.56,38006
38,7,190,120,63.16,70,36.84,38007
38,8,189,105,55.56,84,44.44,38008
38,9,210,118,56.19,92,43.81,38009
38,10,197,92,46.7,105,53.3,38010
38,11,201,100,49.75,101,50.25,38011
38,12,141,92,65.25,49,34.75,38012
38,13,190,102,53.68,88,46.32,38013
38,14,230,123,53.48,107,46.52,38014
38,15,203,111,54.68,92,45.32,38015
38,16,194,119,61.34,75,38.66,38016
38,17,216,132,61.11,84,38.89,38017
38,18,186,95,51.08,91,48.92,38018
38,19,203,114,56.16,89,43.84,38019
38,20,181,98,54.14,83,45.86,38020
38,21,185,105,56.76,80,43.24,38021
38,22,206,101,49.03,105,50.97,38022
38,23,232,125,53.88,107,46.12,38023
38,24,193,117,60.62,76,39.38,38024
38,25,160,111,69.38,49,30.63,38025
38,26,201,115,57.21,86,42.79,38026
38,27,197,104,52.79,93,47.21,38027
38,28,213,127,59.62,86,40.38,38028
38,29,233,128,54.94,105,45.06,38029
38,30,169,108,63.91,61,36.09,38030
38,31,219,89,40.64,130,59.36,38031
38,32,195,86,44.1,109,55.9,38032
38,33,198,99,50.0,99,50.0,38033
38,34,195,84,43.08,111,56.92,38034
38,35,238,129,54.2,109,45.8,38035
38,36,196,106,54.08,90,45.92,38036
38,37,223,125,56.05,98,43.95,38037
38,38,176,107,60.8,69,39.2,38038
38,39,251,124,49.4,127,50.6,38039
38,40,216,122,56.48,94,43.52,38040
38,41,217,95,43.78,122,56.22,38041
39,1,209,98,46.89,111,53.11,39001
39,2,147,76,51.7,71,48.3,39002
39,3,272,115,42.28,157,57.72,39003
39,4,198,102,51.52,96,48.48,39004
39,5,264,143,54.17,121,45.83,39005
39,6,260,139,53.46,121,46.54,39006
39,7,222,108,48.65,114,51.35,39007
39,8,265,151,56.98,114,43.02,39008
39,9,240,138,57.5,102,42.5,39009
39,10,138,57,41.3,81,58.7,39010
39,11,248,148,59.68,100,40.32,39011
39,12,318,140,44.03,178,55.97,39012
39,13,191,87,45.55,104,54.45,39013
39,14,203,102,50.25,101,49.75,39014
39,15,258,162,62.79,96,37.21,39015
39,16,188,107,56.91,81,43.09,39016
39,17,261,123,47.13,138,52.87,39017
39,18,243,97,39.92,146,60.08,39018
39,19,228,102,44.74,126,55.26,39019
39,20,237,131,55.27,106,44.73,39020
39,21,189,123,65.08,66,34.92,39021
39,22,181,72,39.78,109,60.22,39022
39,23,222,114,51.35,108,48.65,39023
39,24,267,152,56.93,115,43.07,39024
39,25,215,101,46.98,114,53.02,39025
39,26,197,110,55.84,87,44.16,39026
39,27,47,16,34.04,31,65.96,39027
39,28,330,125,37.88,205,62.12,39028
39,29,127,62,48.82,65,51.18,39029
39,30,290,116,40.0,174,60.0,39030
39,31,247,117,47.37,130,52.63,39031
39,32,184,105,57.07,79,42.93,39032
39,33,251,108,43.03,143,56.97,39033
39,34,246,103,41.87,143,58.13,39034
39,35,233,75,32.19,158,67.81,39035
39,36,78,43,55.13,35,44.87,39036
39,37,239,113,47.28,126,52.72,39037
39,38,142,65,45.77,77,54.23,39038
39,39,152,73,48.03,79,51.97,39039
39,40,186,88,47.31,98,52.69,39040
39,41,244,131,53.69,113,46.31,39041
39,42,276,175,63.41,101,36.59,39042
39,43,225,110,48.89,115,51.11,39043
39,44,184,90,48.91,94,51.09,39044
39,45,235,124,52.77,111,47.23,39045
40,1,194,96,49.48,98,50.52,40001
40,2,221,94,42.53,127,57.47,40002
40,3,330,106,32.12,224,67.88,40003
40,4,140,50,35.71,90,64.29,40004
40,5,276,95,34.42,181,65.58,40005
40,6,315,96,30.48,219,69.52,40006
40,7,292,89,30.48,203,69.52,40007
40,8,371,104,28.03,267,71.97,40008
40,9,195,107,54.87,88,45.13,40009
40,10,251,100,39.84,151,60.16,40010
40,11,263,73,27.76,190,72.24,40011
40,12,197,50,25.38,147,74.62,40012
40,13,421,99,23.52,322,76.48,40013
40,14,218,106,48.62,112,51.38,40014
40,15,225,107,47.56,118,52.44,40015
40,16,340,79,23.24,261,76.76,40016
40,17,227,72,31.72,155,68.28,40017
40,18,204,87,42.65,117,57.35,40018
40,19,329,128,38.91,201,61.09,40019
40,20,240,108,45.0,132,55.0,40020
40,21,309,123,39.81,186,60.19,40021
40,22,275,83,30.18,192,69.82,40022
40,23,337,87,25.82,250,74.18,40023
40,24,198,93,46.97,105,53.03,40024
40,25,339,82,24.19,257,75.81,40025
40,26,291,87,29.9,204,70.1,40026
40,27,377,161,42.71,216,57.29,40027
40,28,359,90,25.07,269,74.93,40028
40,29,224,95,42.41,129,57.59,40029
40,30,235,94,40.0,141,60.0,40030
40,31,309,77,24.92,232,75.08,40031
40,32,294,93,31.63,201,68.37,40032
40,33,290,87,30.0,203,70.0,40033
40,34,212,84,39.62,128,60.38,40034
40,35,179,88,49.16,91,50.84,40035
40,36,246,98,39.84,148,60.16,40036
40,37,276,108,39.13,168,60.87,40037
40,38,343,83,24.2,260,75.8,40038
40,39,74,32,43.24,42,56.76,40039
41,1,201,131,65.17,70,34.83,41001
41,2,236,145,61.44,91,38.56,41002
41,3,204,127,62.25,77,37.75,41003
41,4,242,148,61.16,94,38.84,41004
41,5,255,137,53.73,118,46.27,41005
41,6,297,145,48.82,152,51.18,41006
41,7,235,142,60.43,93,39.57,41007
41,8,182,114,62.64,68,37.36,41008
41,9,215,107,49.77,108,50.23,41009
41,10,252,153,60.71,99,39.29,41010
41,11,238,157,65.97,81,34.03,41011
41,12,205,136,66.34,69,33.66,41012
41,13,216,133,61.57,83,38.43,41013
41,14,275,142,51.64,133,48.36,41014
41,15,265,170,64.15,95,35.85,41015
41,16,180,102,56.67,78,43.33,41016
41,17,199,103,51.76,96,48.24,41017
41,18,190,124,65.26,66,34.74,41018
41,19,259,94,36.29,165,63.71,41019
41,20,162,106,65.43,56,34.57,41020
41,21,205,122,59.51,83,40.49,41021
41,22,226,143,63.27,83,36.73,41022
41,23,178,122,68.54,56,31.46,41023
41,24,178,113,63.48,65,36.52,41024
41,25,138,76,55.07,62,44.93,41025
41,26,221,112,50.68,109,49.32,41026
41,27,143,84,58.74,59,41.26,41027
41,28,185,95,51.35,90,48.65,41028
41,29,130,81,62.31,49,37.69,41029
41,30,230,148,64.35,82,35.65,41030
41,31,228,152,66.67,76,33.33,41031
41,32,188,106,56.38,82,43.62,41032
41,33,192,125,65.1,67,34.9,41033
41,34,173,109,63.01,64,36.99,41034
41,35,240,143,59.58,97,40.42,41035
41,36,202,109,53.96,93,46.04,41036
41,37,232,138,59.48,94,40.52,41037
41,38,192,117,60.94,75,39.06,41038
41,39,234,132,56.41,102,43.59,41039
41,40,221,147,66.52,74,33.48,41040
41,41,195,132,67.69,63,32.31,41041
41,42,188,120,63.83,68,36.17,41042
41,43,222,140,63.06,82,36.94,41043
41,44,231,162,70.13,69,29.87,41044
41,45,189,116,61.38,73,38.62,41045
41,46,243,154,63.37,89,36.63,41046
41,47,235,124,52.77,111,47.23,41047
42,1,198,63,31.82,135,68.18,42001
42,2,170,47,27.65,123,72.35,42002
42,3,235,79,33.62,156,66.38,42003
42,4,281,104,37.01,177,62.99,42004
42,5,133,33,24.81,100,75.19,42005
42,6,276,81,29.35,195,70.65,42006
42,7,204,55,26.96,149,73.04,42007
42,8,191,53,27.75,138,72.25,42008
42,9,215,78,36.28,137,63.72,42009
42,10,228,63,27.63,165,72.37,42010
42,11,122,32,26.23,90,73.77,42011
42,12,134,31,23.13,103,76.87,42012
42,13,205,66,32.2,139,67.8,42013
42,14,156,55,35.26,101,64.74,42014
42,15,112,34,30.36,78,69.64,42015
42,16,192,61,31.77,131,68.23,42016
42,17,189,52,27.51,137,72.49,42017
42,18,172,49,28.49,123,71.51,42018
42,19,190,44,23.16,146,76.84,42019
42,20,140,39,27.86,101,72.14,42020
42,21,154,45,29.22,109,70.78,42021
42,22,100,30,30.0,70,70.0,42022
42,23,142,39,27.46,103,72.54,42023
42,24,173,58,33.53,115,66.47,42024
42,25,173,58,33.53,115,66.47,42025
42,26,199,67,33.67,132,66.33,42026
42,27,179,63,35.2,116,64.8,42027
42,28,267,76,28.46,191,71.54,42028
42,29,177,55,31.07,122,68.93,42029
42,30,167,29,17.37,138,82.63,42030
42,31,211,62,29.38,149,70.62,42031
42,32,146,59,40.41,87,59.59,42032
42,33,242,69,28.51,173,71.49,42033
42,34,142,44,30.99,98,69.01,42034
42,35,305,92,30.16,213,69.84,42035
42,36,236,76,32.2,160,67.8,42036
42,37,120,47,39.17,73,60.83,42037
42,38,149,48,32.21,101,67.79,42038
42,39,160,49,30.63,111,69.38,42039
42,40,212,60,28.3,152,71.7,42040
42,41,177,46,25.99,131,74.01,42041
42,42,243,63,25.93,180,74.07,42042
43,1,124,38,30.65,86,69.35,43001
43,2,168,46,27.38,122,72.62,43002
43,3,204,46,22.55,158,77.45,43003
43,4,184,50,27.17,134,72.83,43004
43,5,167,39,23.35,128,76.65,43005
43,6,122,39,31.97,83,68.03,43006
43,7,142,54,38.03,88,61.97,43007
43,8,166,45,27.11,121,72.89,43008
43,9,238,83,34.87,155,65.13,43009
43,10,207,49,23.67,158,76.33,43010
43,11,142,37,26.06,105,73.94,43011
43,12,121,40,33.06,81,66.94,43012
43,13,210,86,40.95,124,59.05,43013
43,14,190,46,24.21,144,75.79,43014
43,15,171,49,28.65,122,71.35,43015
43,16,186,59,31.72,127,68.28,43016
43,17,141,32,22.7,109,77.3,43017
43,18,195,46,23.59,149,76.41,43018
43,19,224,57,25.45,167,74.55,43019
43,20,236,63,26.69,173,73.31,43020
43,21,216,59,27.31,157,72.69,43021
43,22,122,35,28.69,87,71.31,43022
43,23,138,32,23.19,106,76.81,43023
43,24,128,50,39.06,78,60.94,43024
43,25,181,50,27.62,131,72.38,43025
43,26,137,34,24.82,103,75.18,43026
43,27,176,42,23.86,134,76.14,43027
43,28,224,77,34.38,147,65.63,43028
43,29,163,43,26.38,120,73.62,43029
43,30,268,77,28.73,191,71.27,43030
43,31,204,80,39.22,124,60.78,43031
43,32,230,55,23.91,175,76.09,43032
43,33,201,65,32.34,136,67.66,43033
43,34,150,28,18.67,122,81.33,43034
43,35,213,56,26.29,157,73.71,43035
43,36,103,32,31.07,71,68.93,43036
43,37,262,83,31.68,179,68.32,43037
43,38,130,28,21.54,102,78.46,43038
43,39,246,91,36.99,155,63.01,43039
43,40,154,51,33.12,103,66.88,43040
43,41,283,72,25.44,211,74.56,43041
43,42,160,45,28.13,115,71.88,43042
43,43,197,56,28.43,141,71.57,43043
43,44,170,38,22.35,132,77.65,43044
43,45,140,35,25.0,105,75.0,43045
43,46,85,29,34.12,56,65.88,43046
44,1,392,105,26.79,287,73.21,44001
44,2,219,56,25.57,163,74.43,44002
44,3,186,44,23.66,142,76.34,44003
44,4,201,59,29.35,142,70.65,44004
44,5,244,87,35.66,157,64.34,44005
44,6,284,86,30.28,198,69.72,44006
44,7,163,40,24.54,123,75.46,44007
44,8,276,75,27.17,201,72.83,44008
44,9,168,53,31.55,115,68.45,44009
44,10,215,59,27.44,156,72.56,44010
44,11,202,70,34.65,132,65.35,44011
44,12,248,72,29.03,176,70.97,44012
44,13,141,52,36.88,89,63.12,44013
44,14,184,62,33.7,122,66.3,44014
44,15,258,88,34.11,170,65.89,44015
44,16,243,74,30.45,169,69.55,44016
44,17,355,104,29.3,251,70.7,44017
44,18,206,65,31.55,141,68.45,44018
44,19,330,95,28.79,235,71.21,44019
44,20,233,72,30.9,161,69.1,44020
44,21,292,102,34.93,190,65.07,44021
44,22,286,89,31.12,197,68.88,44022
44,23,195,49,25.13,146,74.87,44023
44,24,164,37,22.56,127,77.44,44024
44,25,197,52,26.4,145,73.6,44025
44,26,283,91,32.16,192,67.84,44026
44,27,239,71,29.71,168,70.29,44027
44,28,294,92,31.29,202,68.71,44028
44,29,221,60,27.15,161,72.85,44029
44,30,238,68,28.57,170,71.43,44030
44,31,222,78,35.14,144,64.86,44031
44,32,253,81,32.02,172,67.98,44032
44,33,296,88,29.73,208,70.27,44033
44,34,244,84,34.43,160,65.57,44034
44,35,301,95,31.56,206,68.44,44035
44,36,248,93,37.5,155,62.5,44036
44,37,280,78,27.86,202,72.14,44037
44,38,190,59,31.05,131,68.95,44038
44,39,198,66,33.33,132,66.67,44039
44,40,204,54,26.47,150,73.53,44040
44,41,285,101,35.44,184,64.56,44041
45,1,214,70,32.71,144,67.29,45001
45,2,259,81,31.27,178,68.73,45002
45,3,241,90,37.34,151,62.66,45003
45,4,311,113,36.33,198,63.67,45004
45,5,238,90,37.82,148,62.18,45005
45,6,278,86,30.94,192,69.06,45006
45,7,330,145,43.94,185,56.06,45007
45,8,245,108,44.08,137,55.92,45008
45,9,273,135,49.45,138,50.55,45009
45,10,271,132,48.71,139,51.29,45010
45,11,204,79,38.73,125,61.27,45011
45,12,236,98,41.53,138,58.47,45012
45,13,232,85,36.64,147,63.36,45013
45,14,322,160,49.69,162,50.31,45014
45,15,334,160,47.9,174,52.1,45015
45,16,228,88,38.6,140,61.4,45016
45,17,236,105,44.49,131,55.51,45017
45,18,228,114,50.0,114,50.0,45018
45,19,123,75,60.98,48,39.02,45019
45,20,151,69,45.7,82,54.3,45020
45,21,199,106,53.27,93,46.73,45021
45,22,197,100,50.76,97,49.24,45022
45,23,193,98,50.78,95,49.22,45023
45,24,175,98,56.0,77,44.0,45024
45,25,143,87,60.84,56,39.16,45025
45,26,115,65,56.52,50,43.48,45026
45,27,203,96,47.29,107,52.71,45027
45,28,171,88,51.46,83,48.54,45028
45,29,121,67,55.37,54,44.63,45029
45,30,216,105,48.61,111,51.39,45030
45,31,185,100,54.05,85,45.95,45031
45,32,179,97,54.19,82,45.81,45032
45,33,157,79,50.32,78,49.68,45033
45,34,243,120,49.38,123,50.62,45034
45,35,236,121,51.27,115,48.73,45035
45,36,241,131,54.36,110,45.64,45036
45,37,206,100,48.54,106,51.46,45037
45,38,192,107,55.73,85,44.27,45038
45,39,205,104,50.73,101,49.27,45039
45,40,213,127,59.62,86,40.38,45040
45,41,192,120,62.5,72,37.5,45041
45,42,206,115,55.83,91,44.17,45042
45,43,199,105,52.76,94,47.24,45043
45,44,199,115,57.79,84,42.21,45044
45,45,118,70,59.32,48,40.68,45045
45,46,137,80,58.39,57,41.61,45046
45,47,142,84,59.15,58,40.85,45047
45,48,111,69,62.16,42,37.84,45048
46,1,198,72,36.36,126,63.64,46001
46,2,250,90,36.0,160,64.0,46002
46,3,341,92,26.98,249,73.02,46003
46,4,262,90,34.35,172,65.65,46004
46,5,269,71,26.39,198,73.61,46005
46,6,223,89,39.91,134,60.09,46006
46,7,282,102,36.17,180,63.83,46007
46,8,204,97,47.55,107,52.45,46008
46,9,279,79,28.32,200,71.68,46009
46,10,330,117,35.45,213,64.55,46010
46,11,212,75,35.38,137,64.62,46011
46,12,270,77,28.52,193,71.48,46012
46,13,259,79,30.5,180,69.5,46013
46,14,261,130,49.81,131,50.19,46014
46,15,230,76,33.04,154,66.96,46015
46,16,299,75,25.08,224,74.92,46016
46,17,300,97,32.33,203,67.67,46017
46,18,255,83,32.55,172,67.45,46018
46,19,171,66,38.6,105,61.4,46019
46,20,263,122,46.39,141,53.61,46020
46,21,174,52,29.89,122,70.11,46021
46,22,181,67,37.02,114,62.98,46022
46,23,246,84,34.15,162,65.85,46023
46,24,264,95,35.98,169,64.02,46024
46,25,254,91,35.83,163,64.17,46025
46,26,284,74,26.06,210,73.94,46026
46,27,287,103,35.89,184,64.11,46027
46,28,282,75,26.6,207,73.4,46028
46,29,206,77,37.38,129,62.62,46029
46,30,272,100,36.76,172,63.24,46030
46,31,251,74,29.48,177,70.52,46031
46,32,254,93,36.61,161,63.39,46032
46,33,290,95,32.76,195,67.24,46033
46,34,282,87,30.85,195,69.15,46034
46,35,325,127,39.08,198,60.92,46035
46,36,228,68,29.82,160,70.18,46036
46,37,170,72,42.35,98,57.65,46037
46,38,214,91,42.52,123,57.48,46038
46,39,250,101,40.4,149,59.6,46039
46,40,243,62,25.51,181,74.49,46040
47,1,152,40,26.32,112,73.68,47001
47,2,278,67,24.1,211,75.9,47002
47,3,304,121,39.8,183,60.2,47003
47,4,271,66,24.35,205,75.65,47004
47,5,313,91,29.07,222,70.93,47005
47,6,287,84,29.27,203,70.73,47006
47,7,264,81,30.68,183,69.32,47007
47,8,279,81,29.03,198,70.97,47008
47,9,206,59,28.64,147,71.36,47009
47,10,369,89,24.12,280,75.88,47010
47,11,230,73,31.74,157,68.26,47011
47,12,272,81,29.78,191,70.22,47012
47,13,304,69,22.7,235,77.3,47013
47,14,237,57,24.05,180,75.95,47014
47,15,396,84,21.21,312,78.79,47015
47,16,306,85,27.78,221,72.22,47016
47,17,283,93,32.86,190,67.14,47017
47,18,269,68,25.28,201,74.72,47018
47,19,389,78,20.05,311,79.95,47019
47,20,295,76,25.76,219,74.24,47020
47,21,271,72,26.57,199,73.43,47021
47,22,332,71,21.39,261,78.61,47022
47,23,369,94,25.47,275,74.53,47023
47,24,265,76,28.68,189,71.32,47024
47,25,312,92,29.49,220,70.51,47025
47,26,373,71,19.03,302,80.97,47026
47,27,241,64,26.56,177,73.44,47027
47,28,298,81,27.18,217,72.82,47028
47,29,299,84,28.09,215,71.91,47029
47,30,348,95,27.3,253,72.7,47030
47,31,294,91,30.95,203,69.05,47031
47,32,373,83,22.25,290,77.75,47032
47,33,241,63,26.14,178,73.86,47033
47,34,336,81,24.11,255,75.89,47034
47,35,257,75,29.18,182,70.82,47035
47,36,356,85,23.88,271,76.12,47036
47,37,313,80,25.56,233,74.44,47037
47,38,284,68,23.94,216,76.06,47038
47,39,295,73,24.75,222,75.25,47039
47,40,289,60,20.76,229,79.24,47040
47,41,305,70,22.95,235,77.05,47041
47,42,286,65,22.73,221,77.27,47042
47,43,255,63,24.71,192,75.29,47043
47,44,211,83,39.34,128,60.66,47044
47,45,307,58,18.89,249,81.11,47045
47,46,269,95,35.32,174,64.68,47046
47,47,298,92,30.87,206,69.13,47047
47,48,35,21,60.0,14,40.0,47048
48,1,250,65,26.0,185,74.0,48001
48,2,134,21,15.67,113,84.33,48002
48,3,355,129,36.34,226,63.66,48003
48,4,271,89,32.84,182,67.16,48004
48,5,156,48,30.77,108,69.23,48005
48,6,371,129,34.77,242,65.23,48006
48,7,301,64,21.26,237,78.74,48007
48,8,127,34,26.77,93,73.23,48008
48,9,168,60,35.71,108,64.29,48009
48,10,437,86,19.68,351,80.32,48010
48,11,249,49,19.68,200,80.32,48011
48,12,338,107,31.66,231,68.34,48012
48,13,341,133,39.0,208,61.0,48013
48,14,130,52,40.0,78,60.0,48014
48,15,181,68,37.57,113,62.43,48015
48,16,272,93,34.19,179,65.81,48016
48,17,280,106,37.86,174,62.14,48017
48,18,217,104,47.93,113,52.07,48018
48,19,202,51,25.25,151,74.75,48019
48,20,360,98,27.22,262,72.78,48020
48,21,323,147,45.51,176,54.49,48021
48,22,242,107,44.21,135,55.79,48022
48,23,293,101,34.47,192,65.53,48023
48,24,284,97,34.15,187,65.85,48024
48,25,284,69,24.3,215,75.7,48025
48,26,137,54,39.42,83,60.58,48026
48,27,337,118,35.01,219,64.99,48027
48,28,274,109,39.78,165,60.22,48028
48,29,148,56,37.84,92,62.16,48029
48,30,285,58,20.35,227,79.65,48030
48,31,397,154,38.79,243,61.21,48031
48,32,316,114,36.08,202,63.92,48032
48,33,169,65,38.46,104,61.54,48033
48,34,241,55,22.82,186,77.18,48034
48,35,196,96,48.98,100,51.02,48035
48,36,189,56,29.63,133,70.37,48036
