ward,precinct,total,Gregory Raymond LaPapa,Gregory Raymond LaPapa Percent,Sean S. Chaudhuri,Sean S. Chaudhuri Percent,Mark A. Lyon,Mark A. Lyon Percent,Carolyn J. Gallagher,Carolyn J. Gallagher Percent,Bonnie Carol McGrath,Bonnie Carol McGrath Percent,precinct_id
18,17,280,43,15.36,30,10.71,45,16.07,117,41.79,45,16.07,18017
18,18,235,26,11.06,38,16.17,58,24.68,65,27.66,48,20.43,18018
18,19,259,28,10.81,34,13.13,57,22.01,99,38.22,41,15.83,18019
18,20,233,27,11.59,27,11.59,54,23.18,70,30.04,55,23.61,18020
18,21,331,27,8.16,42,12.69,64,19.34,134,40.48,64,19.34,18021
18,22,341,35,10.26,45,13.2,70,20.53,127,37.24,64,18.77,18022
18,23,238,36,15.13,15,6.3,58,24.37,75,31.51,54,22.69,18023
18,24,244,79,32.38,25,10.25,22,9.02,78,31.97,40,16.39,18024
18,25,229,56,24.45,22,9.61,36,15.72,81,35.37,34,14.85,18025
18,26,334,40,11.98,45,13.47,70,20.96,110,32.93,69,20.66,18026
18,27,213,25,11.74,30,14.08,54,25.35,71,33.33,33,15.49,18027
18,28,224,45,20.09,19,8.48,39,17.41,86,38.39,35,15.63,18028
18,29,283,56,19.79,25,8.83,43,15.19,114,40.28,45,15.9,18029
18,30,266,69,25.94,31,11.65,35,13.16,84,31.58,47,17.67,18030
18,31,305,53,17.38,25,8.2,61,20.0,100,32.79,66,21.64,18031
18,32,289,28,9.69,46,15.92,67,23.18,86,29.76,62,21.45,18032
18,33,235,28,11.91,26,11.06,42,17.87,95,40.43,44,18.72,18033
18,34,333,27,8.11,43,12.91,65,19.52,142,42.64,56,16.82,18034
18,35,313,36,11.5,55,17.57,61,19.49,114,36.42,47,15.02,18035
18,36,272,51,18.75,18,6.62,53,19.49,116,42.65,34,12.5,18036
18,37,311,46,14.79,33,10.61,59,18.97,123,39.55,50,16.08,18037
18,38,264,24,9.09,36,13.64,61,23.11,100,37.88,43,16.29,18038
18,39,203,29,14.29,23,11.33,31,15.27,83,40.89,37,18.23,18039
18,40,315,57,18.1,31,9.84,49,15.56,118,37.46,60,19.05,18040
18,41,328,35,10.67,38,11.59,68,20.73,124,37.8,63,19.21,18041
18,42,220,27,12.27,18,8.18,50,22.73,87,39.55,38,17.27,18042
18,43,200,58,29.0,29,14.5,25,12.5,50,25.0,38,19.0,18043
18,44,204,41,20.1,18,8.82,33,16.18,82,40.2,30,14.71,18044
18,45,235,48,20.43,10,4.26,39,16.6,91,38.72,47,20.0,18045
18,46,287,71,24.74,42,14.63,40,13.94,88,30.66,46,16.03,18046
18,47,212,21,9.91,23,10.85,34,16.04,92,43.4,42,19.81,18047
18,48,224,27,12.05,26,11.61,41,18.3,90,40.18,40,17.86,18048
18,49,182,20,10.99,15,8.24,35,19.23,72,39.56,40,21.98,18049
18,50,188,24,12.77,21,11.17,37,19.68,78,41.49,28,14.89,18050
19,1,201,15,7.46,42,20.9,30,14.93,88,43.78,26,12.94,19001
19,2,385,35,9.09,75,19.48,80,20.78,128,33.25,67,17.4,19002
19,3,150,32,21.33,20,13.33,14,9.33,61,40.67,23,15.33,19003
19,4,218,70,32.11,30,13.76,14,6.42,70,32.11,34,15.6,19004
19,5,291,30,10.31,51,17.53,66,22.68,97,33.33,47,16.15,19005
19,6,197,29,14.72,39,19.8,22,11.17,68,34.52,39,19.8,19006
19,7,227,28,12.33,29,12.78,46,20.26,85,37.44,39,17.18,19007
19,8,212,50,23.58,25,11.79,21,9.91,88,41.51,28,13.21,19008
19,9,171,29,16.96,24,14.04,33,19.3,65,38.01,20,11.7,19009
19,10,333,28,8.41,63,18.92,81,24.32,104,31.23,57,17.12,19010
19,11,184,35,19.02,38,20.65,18,9.78,63,34.24,30,16.3,19011
19,12,157,38,24.2,27,17.2,17,10.83,57,36.31,18,11.46,19012
19,13,361,43,11.91,52,14.4,68,18.84,123,34.07,75,20.78,19013
19,14,300,36,12.0,51,17.0,50,16.67,104,34.67,59,19.67,19014
19,15,236,62,26.27,31,13.14,22,9.32,85,36.02,36,15.25,19015
19,16,245,77,31.43,34,13.88,26,10.61,77,31.43,31,12.65,19016
19,17,200,33,16.5,25,12.5,38,19.0,68,34.0,36,18.0,19017
19,18,256,29,11.33,60,23.44,60,23.44,86,33.59,21,8.2,19018
19,19,308,22,7.14,48,15.58,61,19.81,126,40.91,51,16.56,19019
19,20,245,35,14.29,43,17.55,50,20.41,75,30.61,42,17.14,19020
19,21,179,54,30.17,20,11.17,12,6.7,66,36.87,27,15.08,19021
19,22,232,30,12.93,49,21.12,39,16.81,68,29.31,46,19.83,19022
19,23,223,21,9.42,34,15.25,52,23.32,77,34.53,39,17.49,19023
19,24,164,28,17.07,35,21.34,14,8.54,67,40.85,20,12.2,19024
19,25,237,25,10.55,42,17.72,50,21.1,80,33.76,40,16.88,19025
19,26,206,30,14.56,32,15.53,38,18.45,72,34.95,34,16.5,19026
19,27,287,31,10.8,44,15.33,60,20.91,87,30.31,65,22.65,19027
19,28,352,42,11.93,54,15.34,72,20.45,122,34.66,62,17.61,19028
19,29,187,40,21.39,25,13.37,20,10.7,63,33.69,39,20.86,19029
19,30,192,35,18.23,28,14.58,26,13.54,80,41.67,23,11.98,19030
19,31,223,29,13.0,25,11.21,34,15.25,93,41.7,42,18.83,19031
19,32,200,31,15.5,17,8.5,18,9.0,93,46.5,41,20.5,19032
19,33,194,48,24.74,25,12.89,12,6.19,72,37.11,37,19.07,19033
19,34,224,15,6.7,34,15.18,49,21.88,86,38.39,40,17.86,19034
19,35,235,25,10.64,34,14.47,54,22.98,76,32.34,46,19.57,19035
19,36,371,37,9.97,54,14.56,81,21.83,135,36.39,64,17.25,19036
19,37,287,32,11.15,41,14.29,56,19.51,99,34.49,59,20.56,19037
19,38,267,28,10.49,52,19.48,49,18.35,100,37.45,38,14.23,19038
19,39,123,16,13.01,12,9.76,16,13.01,57,46.34,22,17.89,19039
19,40,300,39,13.0,44,14.67,68,22.67,107,35.67,42,14.0,19040
19,41,167,43,25.75,19,11.38,15,8.98,57,34.13,33,19.76,19041
19,42,203,21,10.34,27,13.3,36,17.73,81,39.9,38,18.72,19042
19,43,396,51,12.88,47,11.87,106,26.77,114,28.79,78,19.7,19043
19,44,238,61,25.63,41,17.23,21,8.82,83,34.87,32,13.45,19044
19,45,228,33,14.47,40,17.54,33,14.47,82,35.96,40,17.54,19045
19,46,222,32,14.41,48,21.62,35,15.77,78,35.14,29,13.06,19046
19,47,445,55,12.36,72,16.18,81,18.2,158,35.51,79,17.75,19047
19,48,352,50,14.2,43,12.22,80,22.73,113,32.1,66,18.75,19048
19,49,367,44,11.99,68,18.53,77,20.98,107,29.16,71,19.35,19049
19,50,194,27,13.92,29,14.95,29,14.95,76,39.18,33,17.01,19050
19,51,288,29,10.07,45,15.63,55,19.1,115,39.93,44,15.28,19051
19,52,219,53,24.2,30,13.7,14,6.39,86,39.27,36,16.44,19052
19,53,214,29,13.55,26,12.15,47,21.96,64,29.91,48,22.43,19053
19,54,146,33,22.6,10,6.85,9,6.16,64,43.84,30,20.55,19054
19,55,160,51,31.88,20,12.5,16,10.0,48,30.0,25,15.63,19055
19,56,282,30,10.64,60,21.28,60,21.28,82,29.08,50,17.73,19056
19,57,230,22,9.57,44,19.13,42,18.26,79,34.35,43,18.7,19057
20,1,243,36,14.81,19,7.82,57,23.46,63,25.93,68,27.98,20001
20,2,113,12,10.62,10,8.85,34,30.09,21,18.58,36,31.86,20002
20,3,223,41,18.39,18,8.07,57,25.56,73,32.74,34,15.25,20003
20,4,132,21,15.91,13,9.85,38,28.79,34,25.76,26,19.7,20004
20,5,249,20,8.03,30,12.05,47,18.88,86,34.54,66,26.51,20005
20,6,133,15,11.28,21,15.79,35,26.32,33,24.81,29,21.8,20006
20,7,289,37,12.8,20,6.92,64,22.15,102,35.29,66,22.84,20007
20,8,250,39,15.6,33,13.2,57,22.8,73,29.2,48,19.2,20008
20,9,292,35,11.99,30,10.27,70,23.97,106,36.3,51,17.47,20009
20,10,217,23,10.6,28,12.9,41,18.89,86,39.63,39,17.97,20010
20,11,324,28,8.64,35,10.8,78,24.07,115,35.49,68,20.99,20011
20,12,185,19,10.27,13,7.03,39,21.08,71,38.38,43,23.24,20012
20,13,275,32,11.64,27,9.82,54,19.64,97,35.27,65,23.64,20013
20,14,151,18,11.92,25,16.56,31,20.53,43,28.48,34,22.52,20014
20,15,266,62,23.31,31,11.65,52,19.55,65,24.44,56,21.05,20015
20,16,304,33,10.86,56,18.42,66,21.71,95,31.25,54,17.76,20016
20,17,136,18,13.24,19,13.97,30,22.06,45,33.09,24,17.65,20017
20,18,206,26,12.62,30,14.56,46,22.33,59,28.64,45,21.84,20018
20,19,287,27,9.41,36,12.54,64,22.3,90,31.36,70,24.39,20019
20,20,217,48,22.12,21,9.68,54,24.88,63,29.03,31,14.29,20020
20,21,220,25,11.36,18,8.18,56,25.45,66,30.0,55,25.0,20021
20,22,333,37,11.11,42,12.61,79,23.72,107,32.13,68,20.42,20022
20,23,276,37,13.41,21,7.61,64,23.19,95,34.42,59,21.38,20023
20,24,251,23,9.16,40,15.94,50,19.92,76,30.28,62,24.7,20024
20,25,193,19,9.84,18,9.33,36,18.65,72,37.31,48,24.87,20025
20,26,274,19,6.93,40,14.6,68,24.82,93,33.94,54,19.71,20026
20,27,161,22,13.66,24,14.91,38,23.6,48,29.81,29,18.01,20027
20,28,170,24,14.12,17,10.0,33,19.41,57,33.53,39,22.94,20028
20,29,300,40,13.33,42,14.0,65,21.67,97,32.33,56,18.67,20029
20,30,142,17,11.97,15,10.56,34,23.94,46,32.39,30,21.13,20030
20,31,302,34,11.26,33,10.93,51,16.89,116,38.41,68,22.52,20031
20,32,272,28,10.29,34,12.5,68,25.0,86,31.62,56,20.59,20032
20,33,157,19,12.1,21,13.38,32,20.38,47,29.94,38,24.2,20033
20,34,331,28,8.46,43,12.99,89,26.89,122,36.86,49,14.8,20034
20,35,230,20,8.7,25,10.87,56,24.35,86,37.39,43,18.7,20035
20,36,107,18,16.82,14,13.08,13,12.15,36,33.64,26,24.3,20036
20,37,92,7,7.61,12,13.04,19,20.65,32,34.78,22,23.91,20037
20,38,108,11,10.19,12,11.11,26,24.07,28,25.93,31,28.7,20038
20,39,48,6,12.5,3,6.25,9,18.75,15,31.25,15,31.25,20039
21,1,285,32,11.23,51,17.89,68,23.86,90,31.58,44,15.44,21001
21,2,206,34,16.5,29,14.08,48,23.3,46,22.33,49,23.79,21002
21,3,317,33,10.41,40,12.62,74,23.34,109,34.38,61,19.24,21003
21,4,298,30,10.07,39,13.09,81,27.18,97,32.55,51,17.11,21004
21,5,320,31,9.69,47,14.69,81,25.31,100,31.25,61,19.06,21005
21,6,266,31,11.65,38,14.29,63,23.68,90,33.83,44,16.54,21006
21,7,304,22,7.24,39,12.83,69,22.7,106,34.87,68,22.37,21007
21,8,303,32,10.56,44,14.52,83,27.39,92,30.36,52,17.16,21008
21,9,312,34,10.9,49,15.71,64,20.51,95,30.45,70,22.44,21009
21,10,268,20,7.46,22,8.21,76,28.36,91,33.96,59,22.01,21010
21,11,267,19,7.12,30,11.24,72,26.97,85,31.84,61,22.85,21011
21,12,271,29,10.7,33,12.18,64,23.62,83,30.63,62,22.88,21012
21,13,259,35,13.51,25,9.65,62,23.94,92,35.52,45,17.37,21013
21,14,346,36,10.4,43,12.43,82,23.7,117,33.82,68,19.65,21014
21,15,254,25,9.84,27,10.63,65,25.59,87,34.25,50,19.69,21015
21,16,266,26,9.77,30,11.28,54,20.3,85,31.95,71,26.69,21016
21,17,278,34,12.23,38,13.67,61,21.94,80,28.78,65,23.38,21017
21,18,325,37,11.38,38,11.69,82,25.23,104,32.0,64,19.69,21018
21,19,298,31,10.4,49,16.44,68,22.82,92,30.87,58,19.46,21019
21,20,238,27,11.34,26,10.92,65,27.31,64,26.89,56,23.53,21020
21,21,264,32,12.12,36,13.64,61,23.11,88,33.33,47,17.8,21021
21,22,259,32,12.36,38,14.67,63,24.32,75,28.96,51,19.69,21022
21,23,251,24,9.56,32,12.75,61,24.3,85,33.86,49,19.52,21023
21,24,268,28,10.45,39,14.55,64,23.88,82,30.6,55,20.52,21024
21,25,241,28,11.62,43,17.84,56,23.24,65,26.97,49,20.33,21025
21,26,284,25,8.8,33,11.62,68,23.94,99,34.86,59,20.77,21026
21,27,283,35,12.37,39,13.78,52,18.37,97,34.28,60,21.2,21027
21,28,330,29,8.79,41,12.42,93,28.18,101,30.61,66,20.0,21028
21,29,290,38,13.1,44,15.17,62,21.38,88,30.34,58,20.0,21029
21,30,220,16,7.27,25,11.36,57,25.91,74,33.64,48,21.82,21030
21,31,213,11,5.16,43,20.19,60,28.17,59,27.7,40,18.78,21031
21,32,269,26,9.67,35,13.01,60,22.3,92,34.2,56,20.82,21032
21,33,284,32,11.27,32,11.27,74,26.06,77,27.11,69,24.3,21033
21,34,280,36,12.86,27,9.64,75,26.79,88,31.43,54,19.29,21034
21,35,296,34,11.49,41,13.85,68,22.97,87,29.39,66,22.3,21035
21,36,297,25,8.42,27,9.09,84,28.28,96,32.32,65,21.89,21036
21,37,218,27,12.39,28,12.84,43,19.72,77,35.32,43,19.72,21037
21,38,299,33,11.04,34,11.37,70,23.41,98,32.78,64,21.4,21038
21,39,227,33,14.54,20,8.81,56,24.67,72,31.72,46,20.26,21039
21,40,244,21,8.61,32,13.11,46,18.85,82,33.61,63,25.82,21040
21,41,276,29,10.51,38,13.77,71,25.72,81,29.35,57,20.65,21041
21,42,302,45,14.9,36,11.92,70,23.18,95,31.46,56,18.54,21042
21,43,297,27,9.09,40,13.47,66,22.22,110,37.04,54,18.18,21043
21,44,264,28,10.61,31,11.74,67,25.38,89,33.71,49,18.56,21044
21,45,253,20,7.91,30,11.86,79,31.23,83,32.81,41,16.21,21045
21,46,286,33,11.54,34,11.89,81,28.32,80,27.97,58,20.28,21046
21,47,263,27,10.27,29,11.03,53,20.15,92,34.98,62,23.57,21047
21,48,256,22,8.59,34,13.28,68,26.56,76,29.69,56,21.88,21048
21,49,295,32,10.85,32,10.85,68,23.05,97,32.88,66,22.37,21049
21,50,248,28,11.29,30,12.1,57,22.98,77,31.05,56,22.58,21050
21,51,280,32,11.43,48,17.14,60,21.43,91,32.5,49,17.5,21051
21,52,298,27,9.06,27,9.06,83,27.85,98,32.89,63,21.14,21052
21,53,220,21,9.55,28,12.73,60,27.27,70,31.82,41,18.64,21053
21,54,248,26,10.48,37,14.92,61,24.6,72,29.03,52,20.97,21054
22,1,162,18,11.11,18,11.11,36,22.22,54,33.33,36,22.22,22001
22,2,265,65,24.53,39,14.72,37,13.96,84,31.7,40,15.09,22002
22,3,352,92,26.14,44,12.5,58,16.48,104,29.55,54,15.34,22003
22,4,229,80,34.93,25,10.92,31,13.54,63,27.51,30,13.1,22004
22,5,251,60,23.9,33,13.15,46,18.33,69,27.49,43,17.13,22005
22,6,241,57,23.65,36,14.94,43,17.84,61,25.31,44,18.26,22006
22,7,174,44,25.29,24,13.79,30,17.24,56,32.18,20,11.49,22007
22,8,294,73,24.83,43,14.63,57,19.39,73,24.83,48,16.33,22008
22,9,221,60,27.15,36,16.29,34,15.38,52,23.53,39,17.65,22009
22,10,355,103,29.01,63,17.75,43,12.11,87,24.51,59,16.62,22010
22,11,192,49,25.52,18,9.38,32,16.67,61,31.77,32,16.67,22011
22,12,228,70,30.7,35,15.35,32,14.04,57,25.0,34,14.91,22012
22,13,278,64,23.02,37,13.31,53,19.06,86,30.94,38,13.67,22013
22,14,202,39,19.31,32,15.84,43,21.29,49,24.26,39,19.31,22014
22,15,229,67,29.26,20,8.73,34,14.85,71,31.0,37,16.16,22015
22,16,260,72,27.69,24,9.23,45,17.31,77,29.62,42,16.15,22016
22,17,267,63,23.6,38,14.23,48,17.98,75,28.09,43,16.1,22017
22,18,232,64,27.59,25,10.78,30,12.93,70,30.17,43,18.53,22018
22,19,140,11,7.86,54,38.57,20,14.29,30,21.43,25,17.86,22019
22,20,252,61,24.21,45,17.86,36,14.29,70,27.78,40,15.87,22020
22,21,298,33,11.07,66,22.15,63,21.14,74,24.83,62,20.81,22021
22,22,240,72,30.0,34,14.17,45,18.75,51,21.25,38,15.83,22022
22,23,284,32,11.27,52,18.31,60,21.13,80,28.17,60,21.13,22023
22,24,330,100,30.3,62,18.79,36,10.91,84,25.45,48,14.55,22024
22,25,266,70,26.32,41,15.41,40,15.04,73,27.44,42,15.79,22025
23,1,229,86,37.55,27,11.79,17,7.42,59,25.76,40,17.47,23001
23,2,209,54,25.84,22,10.53,31,14.83,70,33.49,32,15.31,23002
23,3,187,80,42.78,12,6.42,29,15.51,53,28.34,13,6.95,23003
23,4,265,104,39.25,15,5.66,30,11.32,89,33.58,27,10.19,23004
23,5,274,74,27.01,22,8.03,48,17.52,80,29.2,50,18.25,23005
23,6,284,109,38.38,15,5.28,29,10.21,79,27.82,52,18.31,23006
23,7,261,108,41.38,14,5.36,31,11.88,79,30.27,29,11.11,23007
23,8,293,110,37.54,18,6.14,27,9.22,78,26.62,60,20.48,23008
23,9,248,106,42.74,10,4.03,35,14.11,65,26.21,32,12.9,23009
23,10,342,118,34.5,34,9.94,45,13.16,96,28.07,49,14.33,23010
23,11,316,109,34.49,29,9.18,36,11.39,80,25.32,62,19.62,23011
23,12,197,77,39.09,14,7.11,19,9.64,59,29.95,28,14.21,23012
23,13,230,83,36.09,24,10.43,32,13.91,55,23.91,36,15.65,23013
23,14,187,87,46.52,9,4.81,21,11.23,51,27.27,19,10.16,23014
23,15,242,87,35.95,14,5.79,32,13.22,74,30.58,35,14.46,23015
23,16,206,98,47.57,10,4.85,19,9.22,57,27.67,22,10.68,23016
23,17,181,50,27.62,10,5.52,31,17.13,57,31.49,33,18.23,23017
23,18,188,54,28.72,13,6.91,21,11.17,60,31.91,40,21.28,23018
23,19,236,66,27.97,22,9.32,41,17.37,76,32.2,31,13.14,23019
23,20,187,55,29.41,5,2.67,28,14.97,63,33.69,36,19.25,23020
23,21,215,107,49.77,17,7.91,21,9.77,49,22.79,21,9.77,23021
23,22,232,78,33.62,17,7.33,31,13.36,71,30.6,35,15.09,23022
23,23,207,55,26.57,18,8.7,24,11.59,74,35.75,36,17.39,23023
23,24,232,68,29.31,20,8.62,39,16.81,73,31.47,32,13.79,23024
23,25,229,81,35.37,9,3.93,30,13.1,76,33.19,33,14.41,23025
23,26,268,85,31.72,17,6.34,37,13.81,77,28.73,52,19.4,23026
23,27,205,81,39.51,13,6.34,32,15.61,60,29.27,19,9.27,23027
23,28,239,87,36.4,17,7.11,32,13.39,75,31.38,28,11.72,23028
23,29,190,81,42.63,7,3.68,19,10.0,61,32.11,22,11.58,23029
23,30,310,107,34.52,33,10.65,46,14.84,73,23.55,51,16.45,23030
23,31,160,49,30.63,23,14.38,26,16.25,38,23.75,24,15.0,23031
23,32,291,98,33.68,38,13.06,40,13.75,75,25.77,40,13.75,23032
23,33,296,118,39.86,23,7.77,34,11.49,82,27.7,39,13.18,23033
23,34,257,81,31.52,20,7.78,33,12.84,87,33.85,36,14.01,23034
23,35,147,48,32.65,11,7.48,21,14.29,52,35.37,15,10.2,23035
23,36,201,117,58.21,8,3.98,13,6.47,38,18.91,25,12.44,23036
23,37,172,64,37.21,9,5.23,23,13.37,46,26.74,30,17.44,23037
23,38,187,79,42.25,17,9.09,17,9.09,51,27.27,23,12.3,23038
23,39,254,100,39.37,15,5.91,34,13.39,71,27.95,34,13.39,23039
24,1,246,35,14.23,37,15.04,46,18.7,73,29.67,55,22.36,24001
24,2,231,25,10.82,31,13.42,50,21.65,80,34.63,45,19.48,24002
24,3,218,20,9.17,25,11.47,49,22.48,73,33.49,51,23.39,24003
24,4,228,38,16.67,26,11.4,47,20.61,62,27.19,55,24.12,24004
24,5,118,13,11.02,16,13.56,24,20.34,38,32.2,27,22.88,24005
24,6,245,30,12.24,29,11.84,59,24.08,69,28.16,58,23.67,24006
24,7,140,33,23.57,11,7.86,31,22.14,47,33.57,18,12.86,24007
24,8,110,15,13.64,17,15.45,27,24.55,26,23.64,25,22.73,24008
24,9,256,29,11.33,16,6.25,60,23.44,104,40.63,47,18.36,24009
24,10,139,16,11.51,16,11.51,33,23.74,51,36.69,23,16.55,24010
24,11,245,27,11.02,19,7.76,59,24.08,95,38.78,45,18.37,24011
24,12,137,15,10.95,15,10.95,28,20.44,47,34.31,32,23.36,24012
24,13,111,8,7.21,8,7.21,19,17.12,38,34.23,38,34.23,24013
24,14,201,22,10.95,30,14.93,36,17.91,68,33.83,45,22.39,24014
24,15,135,16,11.85,10,7.41,44,32.59,37,27.41,28,20.74,24015
24,16,277,72,25.99,29,10.47,45,16.25,75,27.08,56,20.22,24016
24,17,181,16,8.84,14,7.73,32,17.68,73,40.33,46,25.41,24017
24,18,282,21,7.45,28,9.93,64,22.7,95,33.69,74,26.24,24018
24,19,285,23,8.07,26,9.12,72,25.26,105,36.84,59,20.7,24019
24,20,175,23,13.14,15,8.57,29,16.57,67,38.29,41,23.43,24020
24,21,137,16,11.68,13,9.49,31,22.63,47,34.31,30,21.9,24021
24,22,313,33,10.54,40,12.78,70,22.36,102,32.59,68,21.73,24022
24,23,214,26,12.15,21,9.81,58,27.1,61,28.5,48,22.43,24023
24,24,287,36,12.54,33,11.5,58,20.21,101,35.19,59,20.56,24024
24,25,197,22,11.17,22,11.17,40,20.3,73,37.06,40,20.3,24025
24,26,306,26,8.5,42,13.73,62,20.26,125,40.85,51,16.67,24026
24,27,242,26,10.74,24,9.92,63,26.03,80,33.06,49,20.25,24027
24,28,182,28,15.38,18,9.89,42,23.08,62,34.07,32,17.58,24028
24,29,174,10,5.75,21,12.07,43,24.71,56,32.18,44,25.29,24029
24,30,122,12,9.84,16,13.11,30,24.59,41,33.61,23,18.85,24030
24,31,283,28,9.89,16,5.65,75,26.5,106,37.46,58,20.49,24031
24,32,130,13,10.0,17,13.08,28,21.54,41,31.54,31,23.85,24032
24,33,147,10,6.8,15,10.2,34,23.13,50,34.01,38,25.85,24033
24,34,195,19,9.74,23,11.79,32,16.41,62,31.79,59,30.26,24034
24,35,238,38,15.97,25,10.5,50,21.01,72,30.25,53,22.27,24035
24,36,312,39,12.5,40,12.82,54,17.31,116,37.18,63,20.19,24036
24,37,143,15,10.49,14,9.79,24,16.78,56,39.16,34,23.78,24037
24,38,174,13,7.47,19,10.92,38,21.84,62,35.63,42,24.14,24038
24,39,233,47,20.17,22,9.44,55,23.61,70,30.04,39,16.74,24039
24,40,220,25,11.36,21,9.55,43,19.55,83,37.73,48,21.82,24040
24,41,161,15,9.32,19,11.8,30,18.63,60,37.27,37,22.98,24041
25,1,259,60,23.17,25,9.65,50,19.31,73,28.19,51,19.69,25001
25,2,305,59,19.34,31,10.16,70,22.95,102,33.44,43,14.1,25002
25,3,229,23,10.04,34,14.85,61,26.64,78,34.06,33,14.41,25003
25,4,222,30,13.51,28,12.61,50,22.52,70,31.53,44,19.82,25004
25,5,300,83,27.67,31,10.33,49,16.33,95,31.67,42,14.0,25005
25,6,64,15,23.44,18,28.13,5,7.81,13,20.31,13,20.31,25006
25,7,282,60,21.28,31,10.99,55,19.5,93,32.98,43,15.25,25007
25,8,333,86,25.83,21,6.31,55,16.52,116,34.83,55,16.52,25008
25,9,319,70,21.94,37,11.6,49,15.36,109,34.17,54,16.93,25009
25,10,216,11,5.09,29,13.43,76,35.19,73,33.8,27,12.5,25010
25,11,320,70,21.88,42,13.13,55,17.19,89,27.81,64,20.0,25011
25,12,246,57,23.17,23,9.35,61,24.8,77,31.3,28,11.38,25012
25,13,303,70,23.1,26,8.58,63,20.79,108,35.64,36,11.88,25013
25,14,138,13,9.42,29,21.01,28,20.29,51,36.96,17,12.32,25014
25,15,266,62,23.31,32,12.03,40,15.04,83,31.2,49,18.42,25015
25,16,188,12,6.38,26,13.83,47,25.0,70,37.23,33,17.55,25016
25,17,262,69,26.34,25,9.54,37,14.12,86,32.82,45,17.18,25017
25,18,111,19,17.12,18,16.22,26,23.42,28,25.23,20,18.02,25018
25,19,268,46,17.16,26,9.7,54,20.15,100,37.31,42,15.67,25019
25,20,192,22,11.46,16,8.33,49,25.52,65,33.85,40,20.83,25020
25,21,278,26,9.35,50,17.99,70,25.18,86,30.94,46,16.55,25021
25,22,306,71,23.2,29,9.48,45,14.71,106,34.64,55,17.97,25022
25,23,348,73,20.98,31,8.91,69,19.83,131,37.64,44,12.64,25023
25,24,287,78,27.18,34,11.85,42,14.63,98,34.15,35,12.2,25024
25,25,219,34,15.53,40,18.26,45,20.55,71,32.42,29,13.24,25025
25,26,322,92,28.57,28,8.7,48,14.91,92,28.57,62,19.25,25026
25,27,205,15,7.32,30,14.63,53,25.85,82,40.0,25,12.2,25027
25,28,336,72,21.43,34,10.12,59,17.56,116,34.52,55,16.37,25028
25,29,183,28,15.3,25,13.66,34,18.58,64,34.97,32,17.49,25029
25,30,288,74,25.69,28,9.72,34,11.81,100,34.72,52,18.06,25030
25,31,215,10,4.65,36,16.74,63,29.3,80,37.21,26,12.09,25031
25,32,237,71,29.96,23,9.7,38,16.03,69,29.11,36,15.19,25032
26,1,195,37,18.97,17,8.72,41,21.03,73,37.44,27,13.85,26001
26,2,190,51,26.84,11,5.79,23,12.11,77,40.53,28,14.74,26002
26,3,206,22,10.68,14,6.8,63,30.58,85,41.26,22,10.68,26003
26,4,161,52,32.3,8,4.97,25,15.53,51,31.68,25,15.53,26004
26,5,220,47,21.36,10,4.55,44,20.0,77,35.0,42,19.09,26005
26,6,215,57,26.51,17,7.91,35,16.28,68,31.63,38,17.67,26006
26,7,181,19,10.5,18,9.94,40,22.1,78,43.09,26,14.36,26007
26,8,122,33,27.05,11,9.02,26,21.31,35,28.69,17,13.93,26008
26,9,194,66,34.02,9,4.64,29,14.95,67,34.54,23,11.86,26009
26,10,202,31,15.35,18,8.91,42,20.79,65,32.18,46,22.77,26010
26,11,207,51,24.64,17,8.21,44,21.26,62,29.95,33,15.94,26011
26,12,221,53,23.98,20,9.05,37,16.74,78,35.29,33,14.93,26012
26,13,145,43,29.66,7,4.83,27,18.62,43,29.66,25,17.24,26013
26,14,182,53,29.12,22,12.09,31,17.03,49,26.92,27,14.84,26014
26,15,116,29,25.0,9,7.76,24,20.69,39,33.62,15,12.93,26015
26,16,135,34,25.19,9,6.67,20,14.81,45,33.33,27,20.0,26016
26,17,130,14,10.77,18,13.85,29,22.31,56,43.08,13,10.0,26017
26,18,184,53,28.8,12,6.52,29,15.76,55,29.89,35,19.02,26018
26,19,117,38,32.48,8,6.84,24,20.51,26,22.22,21,17.95,26019
26,20,187,40,21.39,22,11.76,46,24.6,59,31.55,20,10.7,26020
26,21,266,59,22.18,22,8.27,62,23.31,82,30.83,41,15.41,26021
26,22,130,42,32.31,15,11.54,18,13.85,35,26.92,20,15.38,26022
26,23,149,45,30.2,16,10.74,25,16.78,40,26.85,23,15.44,26023
26,24,169,38,22.49,14,8.28,32,18.93,54,31.95,31,18.34,26024
26,25,153,28,18.3,17,11.11,29,18.95,51,33.33,28,18.3,26025
26,26,137,24,17.52,10,7.3,27,19.71,49,35.77,27,19.71,26026
26,27,212,41,19.34,22,10.38,44,20.75,67,31.6,38,17.92,26027
26,28,193,30,15.54,16,8.29,36,18.65,82,42.49,29,15.03,26028
26,29,104,22,21.15,14,13.46,17,16.35,34,32.69,17,16.35,26029
26,30,177,36,20.34,11,6.21,40,22.6,63,35.59,27,15.25,26030
26,31,97,40,41.24,7,7.22,12,12.37,19,19.59,19,19.59,26031
26,32,208,27,12.98,20,9.62,47,22.6,86,41.35,28,13.46,26032
26,33,195,36,18.46,17,8.72,35,17.95,79,40.51,28,14.36,26033
