ward,precinct,total,Scott Edward Lipinski,Scott Edward Lipinski Percent,Rossana Patricia Fernandez,Rossana Patricia Fernandez Percent,precinct_id
32,36,232,51,21.98,181,78.02,32036
32,37,177,58,32.77,119,67.23,32037
32,38,184,60,32.61,124,67.39,32038
32,39,162,53,32.72,109,67.28,32039
32,40,241,73,30.29,168,69.71,32040
32,41,216,63,29.17,153,70.83,32041
32,42,204,54,26.47,150,73.53,32042
32,43,281,52,18.51,229,81.49,32043
33,1,341,61,17.89,280,82.11,33001
33,2,336,69,20.54,267,79.46,33002
33,3,402,99,24.63,303,75.37,33003
33,4,412,94,22.82,318,77.18,33004
33,5,247,54,21.86,193,78.14,33005
33,6,329,78,23.71,251,76.29,33006
33,7,290,71,24.48,219,75.52,33007
33,8,408,92,22.55,316,77.45,33008
33,9,309,74,23.95,235,76.05,33009
33,10,284,89,31.34,195,68.66,33010
33,11,345,96,27.83,249,72.17,33011
33,12,357,95,26.61,262,73.39,33012
33,13,359,79,22.01,280,77.99,33013
33,14,156,15,9.62,141,90.38,33014
33,15,410,88,21.46,322,78.54,33015
33,16,475,125,26.32,350,73.68,33016
33,17,350,80,22.86,270,77.14,33017
33,18,377,72,19.1,305,80.9,33018
33,19,341,75,21.99,266,78.01,33019
33,20,407,81,19.9,326,80.1,33020
33,21,357,84,23.53,273,76.47,33021
33,22,356,83,23.31,273,76.69,33022
33,23,322,71,22.05,251,77.95,33023
33,24,425,101,23.76,324,76.24,33024
33,25,383,91,23.76,292,76.24,33025
33,26,269,50,18.59,219,81.41,33026
33,27,297,63,21.21,234,78.79,33027
33,28,315,58,18.41,257,81.59,33028
34,1,336,88,26.19,248,73.81,34001
34,2,203,69,33.99,134,66.01,34002
34,3,289,95,32.87,194,67.13,34003
34,4,230,92,40.0,138,60.0,34004
34,5,245,96,39.18,149,60.82,34005
34,6,345,109,31.59,236,68.41,34006
34,7,314,97,30.89,217,69.11,34007
34,8,245,73,29.8,172,70.2,34008
34,9,223,94,42.15,129,57.85,34009
34,10,281,77,27.4,204,72.6,34010
34,11,254,86,33.86,168,66.14,34011
34,12,324,103,31.79,221,68.21,34012
34,13,276,84,30.43,192,69.57,34013
34,14,234,76,32.48,158,67.52,34014
34,15,236,95,40.25,141,59.75,34015
34,16,244,86,35.25,158,64.75,34016
34,17,368,97,26.36,271,73.64,34017
34,18,220,76,34.55,144,65.45,34018
34,19,325,99,30.46,226,69.54,34019
34,20,345,104,30.14,241,69.86,34020
34,21,362,103,28.45,259,71.55,34021
34,22,263,87,33.08,176,66.92,34022
34,23,218,83,38.07,135,61.93,34023
34,24,292,90,30.82,202,69.18,34024
34,25,318,103,32.39,215,67.61,34025
34,26,325,111,34.15,214,65.85,34026
34,27,231,77,33.33,154,66.67,34027
34,28,226,61,26.99,165,73.01,34028
34,29,225,69,30.67,156,69.33,34029
34,30,271,71,26.2,200,73.8,34030
34,31,229,83,36.24,146,63.76,34031
34,32,283,93,32.86,190,67.14,34032
34,33,227,90,39.65,137,60.35,34033
34,34,323,103,31.89,220,68.11,34034
34,35,315,96,30.48,219,69.52,34035
34,36,257,88,34.24,169,65.76,34036
34,37,202,58,28.71,144,71.29,34037
34,38,162,50,30.86,112,69.14,34038
34,39,237,78,32.91,159,67.09,34039
34,40,315,103,32.7,212,67.3,34040
34,41,217,66,30.41,151,69.59,34041
34,42,270,86,31.85,184,68.15,34042
34,43,259,82,31.66,177,68.34,34043
34,44,304,98,32.24,206,67.76,34044
34,45,318,114,35.85,204,64.15,34045
34,46,192,59,30.73,133,69.27,34046
34,47,277,101,36.46,176,63.54,34047
34,48,306,77,25.16,229,74.84,34048
34,49,359,96,26.74,263,73.26,34049
34,50,249,91,36.55,158,63.45,34050
34,51,296,94,31.76,202,68.24,34051
34,52,250,69,27.6,181,72.4,34052
34,53,222,59,26.58,163,73.42,34053
35,1,248,30,12.1,218,87.9,35001
35,2,297,58,19.53,239,80.47,35002
35,3,289,38,13.15,251,86.85,35003
35,4,253,70,27.67,183,72.33,35004
35,5,256,51,19.92,205,80.08,35005
35,6,249,41,16.47,208,83.53,35006
35,7,299,55,18.39,244,81.61,35007
35,8,306,34,11.11,272,88.89,35008
35,9,262,67,25.57,195,74.43,35009
35,10,366,44,12.02,322,87.98,35010
35,11,295,51,17.29,244,82.71,35011
35,12,195,29,14.87,166,85.13,35012
35,13,208,31,14.9,177,85.1,35013
35,14,254,30,11.81,224,88.19,35014
35,15,320,46,14.38,274,85.63,35015
35,16,187,32,17.11,155,82.89,35016
35,17,249,37,14.86,212,85.14,35017
35,18,252,28,11.11,224,88.89,35018
35,19,183,28,15.3,155,84.7,35019
35,20,250,46,18.4,204,81.6,35020
35,21,258,43,16.67,215,83.33,35021
35,22,309,84,27.18,225,72.82,35022
35,23,273,58,21.25,215,78.75,35023
35,24,267,50,18.73,217,81.27,35024
35,25,322,44,13.66,278,86.34,35025
35,26,228,51,22.37,177,77.63,35026
35,27,260,53,20.38,207,79.62,35027
35,28,254,48,18.9,206,81.1,35028
35,29,223,49,21.97,174,78.03,35029
35,30,288,75,26.04,213,73.96,35030
35,31,300,78,26.0,222,74.0,35031
36,1,274,70,25.55,204,74.45,36001
36,2,241,42,17.43,199,82.57,36002
36,3,203,45,22.17,158,77.83,36003
36,4,267,58,21.72,209,78.28,36004
36,5,252,61,24.21,191,75.79,36005
36,6,180,26,14.44,154,85.56,36006
36,7,247,93,37.65,154,62.35,36007
36,8,214,35,16.36,179,83.64,36008
36,9,225,44,19.56,181,80.44,36009
36,10,275,52,18.91,223,81.09,36010
36,11,186,31,16.67,155,83.33,36011
36,12,174,27,15.52,147,84.48,36012
36,13,172,17,9.88,155,90.12,36013
36,14,200,59,29.5,141,70.5,36014
36,15,235,106,45.11,129,54.89,36015
36,16,205,62,30.24,143,69.76,36016
36,17,265,95,35.85,170,64.15,36017
36,18,208,61,29.33,147,70.67,36018
36,19,298,77,25.84,221,74.16,36019
36,20,217,68,31.34,149,68.66,36020
36,21,241,50,20.75,191,79.25,36021
36,22,203,30,14.78,173,85.22,36022
36,23,231,33,14.29,198,85.71,36023
36,24,210,71,33.81,139,66.19,36024
36,25,263,26,9.89,237,90.11,36025
36,26,176,62,35.23,114,64.77,36026
36,27,206,73,35.44,133,64.56,36027
36,28,183,64,34.97,119,65.03,36028
36,29,275,110,40.0,165,60.0,36029
36,30,229,80,34.93,149,65.07,36030
37,1,200,78,39.0,122,61.0,37001
37,2,163,43,26.38,120,73.62,37002
37,3,217,59,27.19,158,72.81,37003
37,4,216,66,30.56,150,69.44,37004
37,5,271,92,33.95,179,66.05,37005
37,6,251,78,31.08,173,68.92,37006
37,7,184,50,27.17,134,72.83,37007
37,8,187,62,33.16,125,66.84,37008
37,9,263,93,35.36,170,64.64,37009
37,10,272,81,29.78,191,70.22,37010
37,11,188,73,38.83,115,61.17,37011
37,12,211,54,25.59,157,74.41,37012
37,13,199,65,32.66,134,67.34,37013
37,14,238,87,36.55,151,63.45,37014
37,15,285,95,33.33,190,66.67,37015
37,16,253,79,31.23,174,68.77,37016
37,17,235,85,36.17,150,63.83,37017
37,18,250,91,36.4,159,63.6,37018
37,19,209,72,34.45,137,65.55,37019
37,20,229,89,38.86,140,61.14,37020
37,21,206,45,21.84,161,78.16,37021
37,22,228,67,29.39,161,70.61,37022
37,23,279,89,31.9,190,68.1,37023
37,24,248,88,35.48,160,64.52,37024
37,25,241,72,29.88,169,70.12,37025
37,26,335,105,31.34,230,68.66,37026
37,27,215,66,30.7,149,69.3,37027
37,28,218,49,22.48,169,77.52,37028
37,29,253,92,36.36,161,63.64,37029
37,30,252,90,35.71,162,64.29,37030
37,31,279,87,31.18,192,68.82,37031
37,32,217,68,31.34,149,68.66,37032
37,33,245,85,34.69,160,65.31,37033
37,34,238,103,43.28,135,56.72,37034
37,35,238,84,35.29,154,64.71,37035
37,36,242,87,35.95,155,64.05,37036
37,37,284,105,36.97,179,63.03,37037
37,38,298,95,31.88,203,68.12,37038
37,39,231,68,29.44,163,70.56,37039
37,40,274,82,29.93,192,70.07,37040
37,41,246,87,35.37,159,64.63,37041
38,1,189,54,28.57,135,71.43,38001
38,2,158,92,58.23,66,41.77,38002
38,3,211,88,41.71,123,58.29,38003
38,4,205,95,46.34,110,53.66,38004
38,5,169,69,40.83,100,59.17,38005
38,6,197,75,38.07,122,61.93,38006
38,7,188,98,52.13,90,47.87,38007
38,8,185,79,42.7,106,57.3,38008
38,9,220,107,48.64,113,51.36,38009
38,10,202,66,32.67,136,67.33,38010
38,11,209,74,35.41,135,64.59,38011
38,12,148,86,58.11,62,41.89,38012
38,13,197,86,43.65,111,56.35,38013
38,14,235,103,43.83,132,56.17,38014
38,15,204,70,34.31,134,65.69,38015
38,16,193,83,43.01,110,56.99,38016
38,17,214,104,48.6,110,51.4,38017
38,18,187,87,46.52,100,53.48,38018
38,19,205,84,40.98,121,59.02,38019
38,20,181,73,40.33,108,59.67,38020
38,21,190,71,37.37,119,62.63,38021
38,22,208,80,38.46,128,61.54,38022
38,23,234,85,36.32,149,63.68,38023
38,24,194,101,52.06,93,47.94,38024
38,25,157,65,41.4,92,58.6,38025
38,26,205,88,42.93,117,57.07,38026
38,27,196,79,40.31,117,59.69,38027
38,28,218,110,50.46,108,49.54,38028
38,29,234,108,46.15,126,53.85,38029
38,30,176,85,48.3,91,51.7,38030
38,31,221,87,39.37,134,60.63,38031
38,32,190,67,35.26,123,64.74,38032
38,33,199,62,31.16,137,68.84,38033
38,34,209,69,33.01,140,66.99,38034
38,35,239,77,32.22,162,67.78,38035
38,36,199,84,42.21,115,57.79,38036
38,37,225,92,40.89,133,59.11,38037
38,38,178,79,44.38,99,55.62,38038
38,39,250,90,36.0,160,64.0,38039
38,40,222,95,42.79,127,57.21,38040
38,41,218,74,33.94,144,66.06,38041
39,1,209,99,47.37,110,52.63,39001
39,2,146,74,50.68,72,49.32,39002
39,3,266,86,32.33,180,67.67,39003
39,4,197,87,44.16,110,55.84,39004
39,5,258,88,34.11,170,65.89,39005
39,6,270,79,29.26,191,70.74,39006
39,7,218,72,33.03,146,66.97,39007
39,8,259,93,35.91,166,64.09,39008
39,9,231,95,41.13,136,58.87,39009
39,10,135,30,22.22,105,77.78,39010
39,11,248,105,42.34,143,57.66,39011
39,12,324,74,22.84,250,77.16,39012
39,13,193,72,37.31,121,62.69,39013
39,14,207,75,36.23,132,63.77,39014
39,15,248,116,46.77,132,53.23,39015
39,16,188,73,38.83,115,61.17,39016
39,17,252,97,38.49,155,61.51,39017
39,18,251,75,29.88,176,70.12,39018
39,19,223,80,35.87,143,64.13,39019
39,20,232,123,53.02,109,46.98,39020
39,21,177,83,46.89,94,53.11,39021
39,22,173,32,18.5,141,81.5,39022
39,23,217,104,47.93,113,52.07,39023
39,24,247,119,48.18,128,51.82,39024
39,25,217,62,28.57,155,71.43,39025
39,26,190,89,46.84,101,53.16,39026
39,27,42,13,30.95,29,69.05,39027
39,28,325,61,18.77,264,81.23,39028
39,29,128,37,28.91,91,71.09,39029
39,30,287,76,26.48,211,73.52,39030
39,31,239,68,28.45,171,71.55,39031
39,32,182,70,38.46,112,61.54,39032
39,33,239,62,25.94,177,74.06,39033
39,34,248,79,31.85,169,68.15,39034
39,35,233,49,21.03,184,78.97,39035
39,36,76,41,53.95,35,46.05,39036
39,37,232,90,38.79,142,61.21,39037
39,38,141,50,35.46,91,64.54,39038
39,39,145,42,28.97,103,71.03,39039
39,40,178,64,35.96,114,64.04,39040
39,41,236,93,39.41,143,60.59,39041
39,42,251,121,48.21,130,51.79,39042
39,43,220,101,45.91,119,54.09,39043
39,44,180,65,36.11,115,63.89,39044
39,45,214,85,39.72,129,60.28,39045
40,1,205,65,31.71,140,68.29,40001
40,2,213,52,24.41,161,75.59,40002
40,3,325,85,26.15,240,73.85,40003
40,4,145,46,31.72,99,68.28,40004
40,5,275,61,22.18,214,77.82,40005
40,6,315,74,23.49,241,76.51,40006
40,7,291,70,24.05,221,75.95,40007
40,8,369,77,20.87,292,79.13,40008
40,9,191,68,35.6,123,64.4,40009
40,10,253,64,25.3,189,74.7,40010
40,11,263,53,20.15,210,79.85,40011
40,12,201,41,20.4,160,79.6,40012
40,13,416,63,15.14,353,84.86,40013
40,14,218,68,31.19,150,68.81,40014
40,15,222,59,26.58,163,73.42,40015
40,16,333,64,19.22,269,80.78,40016
40,17,232,49,21.12,183,78.88,40017
40,18,205,70,34.15,135,65.85,40018
40,19,326,84,25.77,242,74.23,40019
40,20,243,80,32.92,163,67.08,40020
40,21,310,93,30.0,217,70.0,40021
40,22,271,59,21.77,212,78.23,40022
40,23,336,77,22.92,259,77.08,40023
40,24,199,62,31.16,137,68.84,40024
40,25,337,57,16.91,280,83.09,40025
40,26,296,70,23.65,226,76.35,40026
40,27,381,117,30.71,264,69.29,40027
40,28,354,67,18.93,287,81.07,40028
40,29,229,71,31.0,158,69.0,40029
40,30,234,72,30.77,162,69.23,40030
40,31,311,57,18.33,254,81.67,40031
40,32,299,77,25.75,222,74.25,40032
40,33,293,66,22.53,227,77.47,40033
40,34,216,64,29.63,152,70.37,40034
40,35,177,71,40.11,106,59.89,40035
40,36,240,72,30.0,168,70.0,40036
40,37,271,68,25.09,203,74.91,40037
40,38,340,69,20.29,271,79.71,40038
40,39,77,20,25.97,57,74.03,40039
41,1,194,107,55.15,87,44.85,41001
41,2,220,124,56.36,96,43.64,41002
41,3,199,97,48.74,102,51.26,41003
41,4,227,136,59.91,91,40.09,41004
41,5,240,111,46.25,129,53.75,41005
41,6,286,141,49.3,145,50.7,41006
41,7,210,112,53.33,98,46.67,41007
41,8,182,100,54.95,82,45.05,41008
41,9,220,97,44.09,123,55.91,41009
41,10,233,130,55.79,103,44.21,41010
41,11,228,123,53.95,105,46.05,41011
41,12,204,113,55.39,91,44.61,41012
41,13,212,126,59.43,86,40.57,41013
41,14,270,129,47.78,141,52.22,41014
41,15,250,132,52.8,118,47.2,41015
41,16,178,91,51.12,87,48.88,41016
41,17,186,94,50.54,92,49.46,41017
41,18,179,104,58.1,75,41.9,41018
41,19,257,90,35.02,167,64.98,41019
41,20,154,74,48.05,80,51.95,41020
41,21,202,115,56.93,87,43.07,41021
41,22,218,104,47.71,114,52.29,41022
41,23,166,92,55.42,74,44.58,41023
41,24,177,110,62.15,67,37.85,41024
41,25,136,76,55.88,60,44.12,41025
41,26,211,101,47.87,110,52.13,41026
41,27,149,77,51.68,72,48.32,41027
41,28,190,71,37.37,119,62.63,41028
41,29,129,69,53.49,60,46.51,41029
41,30,223,117,52.47,106,47.53,41030
41,31,211,129,61.14,82,38.86,41031
41,32,184,91,49.46,93,50.54,41032
41,33,189,94,49.74,95,50.26,41033
41,34,164,86,52.44,78,47.56,41034
41,35,233,122,52.36,111,47.64,41035
41,36,198,86,43.43,112,56.57,41036
41,37,230,142,61.74,88,38.26,41037
41,38,190,96,50.53,94,49.47,41038
41,39,239,131,54.81,108,45.19,41039
41,40,200,118,59.0,82,41.0,41040
41,41,191,112,58.64,79,41.36,41041
41,42,183,102,55.74,81,44.26,41042
41,43,219,118,53.88,101,46.12,41043
41,44,205,104,50.73,101,49.27,41044
41,45,180,90,50.0,90,50.0,41045
41,46,230,112,48.7,118,51.3,41046
41,47,224,105,46.88,119,53.13,41047
42,1,198,61,30.81,137,69.19,42001
42,2,166,41,24.7,125,75.3,42002
42,3,233,70,30.04,163,69.96,42003
42,4,281,86,30.6,195,69.4,42004
42,5,135,40,29.63,95,70.37,42005
42,6,274,88,32.12,186,67.88,42006
42,7,211,59,27.96,152,72.04,42007
42,8,193,53,27.46,140,72.54,42008
42,9,212,66,31.13,146,68.87,42009
42,10,230,53,23.04,177,76.96,42010
42,11,119,33,27.73,86,72.27,42011
42,12,135,32,23.7,103,76.3,42012
42,13,210,71,33.81,139,66.19,42013
42,14,158,52,32.91,106,67.09,42014
42,15,114,37,32.46,77,67.54,42015
42,16,196,59,30.1,137,69.9,42016
42,17,190,46,24.21,144,75.79,42017
42,18,170,47,27.65,123,72.35,42018
42,19,186,57,30.65,129,69.35,42019
42,20,143,39,27.27,104,72.73,42020
42,21,158,42,26.58,116,73.42,42021
42,22,99,30,30.3,69,69.7,42022
42,23,143,45,31.47,98,68.53,42023
42,24,180,62,34.44,118,65.56,42024
42,25,174,56,32.18,118,67.82,42025
42,26,207,63,30.43,144,69.57,42026
42,27,186,70,37.63,116,62.37,42027
42,28,274,70,25.55,204,74.45,42028
42,29,175,48,27.43,127,72.57,42029
42,30,166,49,29.52,117,70.48,42030
42,31,206,56,27.18,150,72.82,42031
42,32,143,52,36.36,91,63.64,42032
42,33,239,66,27.62,173,72.38,42033
42,34,141,46,32.62,95,67.38,42034
42,35,305,96,31.48,209,68.52,42035
42,36,239,73,30.54,166,69.46,42036
42,37,118,51,43.22,67,56.78,42037
42,38,153,51,33.33,102,66.67,42038
42,39,164,47,28.66,117,71.34,42039
42,40,211,50,23.7,161,76.3,42040
42,41,180,47,26.11,133,73.89,42041
42,42,253,63,24.9,190,75.1,42042
43,1,122,34,27.87,88,72.13,43001
43,2,168,49,29.17,119,70.83,43002
43,3,193,39,20.21,154,79.79,43003
43,4,189,54,28.57,135,71.43,43004
43,5,165,29,17.58,136,82.42,43005
43,6,117,27,23.08,90,76.92,43006
43,7,140,40,28.57,100,71.43,43007
43,8,158,43,27.22,115,72.78,43008
43,9,237,74,31.22,163,68.78,43009
43,10,210,44,20.95,166,79.05,43010
43,11,139,32,23.02,107,76.98,43011
43,12,120,34,28.33,86,71.67,43012
43,13,211,66,31.28,145,68.72,43013
43,14,192,51,26.56,141,73.44,43014
43,15,172,45,26.16,127,73.84,43015
43,16,190,49,25.79,141,74.21,43016
43,17,143,32,22.38,111,77.62,43017
43,18,199,53,26.63,146,73.37,43018
43,19,222,62,27.93,160,72.07,43019
43,20,238,58,24.37,180,75.63,43020
43,21,207,50,24.15,157,75.85,43021
43,22,120,39,32.5,81,67.5,43022
43,23,132,28,21.21,104,78.79,43023
43,24,121,43,35.54,78,64.46,43024
43,25,186,59,31.72,127,68.28,43025
43,26,139,46,33.09,93,66.91,43026
43,27,174,51,29.31,123,70.69,43027
43,28,220,72,32.73,148,67.27,43028
43,29,167,48,28.74,119,71.26,43029
43,30,262,63,24.05,199,75.95,43030
43,31,200,52,26.0,148,74.0,43031
43,32,233,61,26.18,172,73.82,43032
43,33,203,56,27.59,147,72.41,43033
43,34,152,34,22.37,118,77.63,43034
43,35,219,66,30.14,153,69.86,43035
43,36,104,34,32.69,70,67.31,43036
43,37,256,69,26.95,187,73.05,43037
43,38,131,39,29.77,92,70.23,43038
43,39,249,85,34.14,164,65.86,43039
43,40,153,36,23.53,117,76.47,43040
43,41,281,65,23.13,216,76.87,43041
43,42,159,38,23.9,121,76.1,43042
43,43,205,55,26.83,150,73.17,43043
43,44,168,38,22.62,130,77.38,43044
43,45,137,34,24.82,103,75.18,43045
43,46,84,25,29.76,59,70.24,43046
44,1,386,109,28.24,277,71.76,44001
44,2,213,60,28.17,153,71.83,44002
44,3,189,52,27.51,137,72.49,44003
44,4,203,68,33.5,135,66.5,44004
44,5,241,66,27.39,175,72.61,44005
44,6,282,71,25.18,211,74.82,44006
44,7,162,54,33.33,108,66.67,44007
44,8,275,71,25.82,204,74.18,44008
44,9,161,38,23.6,123,76.4,44009
44,10,214,58,27.1,156,72.9,44010
44,11,206,57,27.67,149,72.33,44011
44,12,254,77,30.31,177,69.69,44012
44,13,139,46,33.09,93,66.91,44013
44,14,186,46,24.73,140,75.27,44014
44,15,261,68,26.05,193,73.95,44015
44,16,241,53,21.99,188,78.01,44016
44,17,359,88,24.51,271,75.49,44017
44,18,209,56,26.79,153,73.21,44018
44,19,332,82,24.7,250,75.3,44019
44,20,224,60,26.79,164,73.21,44020
44,21,292,70,23.97,222,76.03,44021
44,22,289,81,28.03,208,71.97,44022
44,23,190,52,27.37,138,72.63,44023
44,24,170,42,24.71,128,75.29,44024
44,25,199,49,24.62,150,75.38,44025
44,26,281,71,25.27,210,74.73,44026
44,27,237,62,26.16,175,73.84,44027
44,28,299,74,24.75,225,75.25,44028
44,29,216,54,25.0,162,75.0,44029
44,30,237,77,32.49,160,67.51,44030
44,31,227,85,37.44,142,62.56,44031
44,32,250,77,30.8,173,69.2,44032
44,33,297,70,23.57,227,76.43,44033
44,34,242,69,28.51,173,71.49,44034
44,35,298,97,32.55,201,67.45,44035
44,36,253,69,27.27,184,72.73,44036
44,37,283,81,28.62,202,71.38,44037
44,38,184,46,25.0,138,75.0,44038
44,39,198,66,33.33,132,66.67,44039
44,40,202,39,19.31,163,80.69,44040
44,41,286,80,27.97,206,72.03,44041
45,1,209,60,28.71,149,71.29,45001
45,2,255,56,21.96,199,78.04,45002
45,3,244,68,27.87,176,72.13,45003
45,4,302,81,26.82,221,73.18,45004
45,5,246,84,34.15,162,65.85,45005
45,6,286,80,27.97,206,72.03,45006
45,7,329,115,34.95,214,65.05,45007
45,8,249,77,30.92,172,69.08,45008
45,9,276,81,29.35,195,70.65,45009
45,10,271,97,35.79,174,64.21,45010
45,11,213,53,24.88,160,75.12,45011
45,12,237,60,25.32,177,74.68,45012
45,13,224,64,28.57,160,71.43,45013
45,14,330,119,36.06,211,63.94,45014
45,15,323,132,40.87,191,59.13,45015
45,16,226,80,35.4,146,64.6,45016
45,17,240,99,41.25,141,58.75,45017
45,18,237,104,43.88,133,56.12,45018
45,19,123,48,39.02,75,60.98,45019
45,20,152,49,32.24,103,67.76,45020
45,21,203,85,41.87,118,58.13,45021
45,22,203,84,41.38,119,58.62,45022
45,23,188,76,40.43,112,59.57,45023
45,24,174,70,40.23,104,59.77,45024
45,25,139,67,48.2,72,51.8,45025
45,26,116,56,48.28,60,51.72,45026
45,27,200,80,40.0,120,60.0,45027
45,28,168,62,36.9,106,63.1,45028
45,29,127,58,45.67,69,54.33,45029
45,30,211,68,32.23,143,67.77,45030
45,31,193,81,41.97,112,58.03,45031
45,32,176,54,30.68,122,69.32,45032
45,33,163,67,41.1,96,58.9,45033
45,34,246,88,35.77,158,64.23,45034
45,35,231,93,40.26,138,59.74,45035
45,36,239,103,43.1,136,56.9,45036
45,37,206,75,36.41,131,63.59,45037
45,38,189,70,37.04,119,62.96,45038
45,39,209,102,48.8,107,51.2,45039
45,40,209,103,49.28,106,50.72,45040
45,41,188,91,48.4,97,51.6,45041
45,42,201,111,55.22,90,44.78,45042
45,43,192,91,47.4,101,52.6,45043
45,44,192,98,51.04,94,48.96,45044
45,45,117,53,45.3,64,54.7,45045
45,46,135,67,49.63,68,50.37,45046
45,47,154,82,53.25,72,46.75,45047
45,48,112,63,56.25,49,43.75,45048
46,1,194,60,30.93,134,69.07,46001
46,2,240,59,24.58,181,75.42,46002
46,3,342,88,25.73,254,74.27,46003
46,4,260,63,24.23,197,75.77,46004
46,5,270,66,24.44,204,75.56,46005
46,6,219,58,26.48,161,73.52,46006
46,7,285,96,33.68,189,66.32,46007
46,8,209,75,35.89,134,64.11,46008
46,9,278,61,21.94,217,78.06,46009
46,10,327,90,27.52,237,72.48,46010
46,11,209,66,31.58,143,68.42,46011
46,12,270,51,18.89,219,81.11,46012
46,13,255,62,24.31,193,75.69,46013
46,14,257,92,35.8,165,64.2,46014
46,15,232,74,31.9,158,68.1,46015
46,16,297,72,24.24,225,75.76,46016
46,17,294,82,27.89,212,72.11,46017
46,18,254,69,27.17,185,72.83,46018
46,19,166,61,36.75,105,63.25,46019
46,20,261,80,30.65,181,69.35,46020
46,21,177,43,24.29,134,75.71,46021
46,22,185,53,28.65,132,71.35,46022
46,23,249,67,26.91,182,73.09,46023
46,24,259,83,32.05,176,67.95,46024
46,25,263,71,27.0,192,73.0,46025
46,26,275,47,17.09,228,82.91,46026
46,27,289,64,22.15,225,77.85,46027
46,28,275,76,27.64,199,72.36,46028
46,29,201,52,25.87,149,74.13,46029
46,30,270,75,27.78,195,72.22,46030
46,31,254,52,20.47,202,79.53,46031
46,32,259,67,25.87,192,74.13,46032
46,33,294,91,30.95,203,69.05,46033
46,34,282,68,24.11,214,75.89,46034
46,35,330,102,30.91,228,69.09,46035
46,36,230,61,26.52,169,73.48,46036
46,37,164,54,32.93,110,67.07,46037
46,38,217,61,28.11,156,71.89,46038
46,39,255,85,33.33,170,66.67,46039
46,40,246,52,21.14,194,78.86,46040
47,1,152,32,21.05,120,78.95,47001
47,2,270,68,25.19,202,74.81,47002
47,3,307,80,26.06,227,73.94,47003
47,4,272,68,25.0,204,75.0,47004
47,5,317,66,20.82,251,79.18,47005
47,6,282,64,22.7,218,77.3,47006
47,7,265,76,28.68,189,71.32,47007
47,8,272,65,23.9,207,76.1,47008
47,9,203,46,22.66,157,77.34,47009
47,10,370,73,19.73,297,80.27,47010
47,11,230,53,23.04,177,76.96,47011
47,12,270,60,22.22,210,77.78,47012
47,13,306,59,19.28,247,80.72,47013
47,14,232,60,25.86,172,74.14,47014
47,15,398,69,17.34,329,82.66,47015
47,16,301,66,21.93,235,78.07,47016
47,17,280,76,27.14,204,72.86,47017
47,18,269,60,22.3,209,77.7,47018
47,19,400,51,12.75,349,87.25,47019
47,20,288,57,19.79,231,80.21,47020
47,21,275,65,23.64,210,76.36,47021
47,22,330,68,20.61,262,79.39,47022
47,23,372,74,19.89,298,80.11,47023
47,24,263,61,23.19,202,76.81,47024
47,25,308,69,22.4,239,77.6,47025
47,26,370,68,18.38,302,81.62,47026
47,27,239,52,21.76,187,78.24,47027
47,28,306,70,22.88,236,77.12,47028
47,29,303,68,22.44,235,77.56,47029
47,30,350,76,21.71,274,78.29,47030
47,31,302,68,22.52,234,77.48,47031
47,32,374,70,18.72,304,81.28,47032
47,33,240,66,27.5,174,72.5,47033
47,34,335,68,20.3,267,79.7,47034
47,35,256,60,23.44,196,76.56,47035
47,36,351,85,24.22,266,75.78,47036
47,37,304,74,24.34,230,75.66,47037
47,38,282,53,18.79,229,81.21,47038
47,39,295,58,19.66,237,80.34,47039
47,40,294,62,21.09,232,78.91,47040
47,41,310,56,18.06,254,81.94,47041
47,42,283,62,21.91,221,78.09,47042
47,43,249,43,17.27,206,82.73,47043
47,44,211,62,29.38,149,70.62,47044
47,45,305,53,17.38,252,82.62,47045
47,46,263,85,32.32,178,67.68,47046
47,47,297,69,23.23,228,76.77,47047
47,48,33,14,42.42,19,57.58,47048
48,1,259,54,20.85,205,79.15,48001
48,2,133,19,14.29,114,85.71,48002
48,3,353,91,25.78,262,74.22,48003
48,4,271,69,25.46,202,74.54,48004
48,5,158,41,25.95,117,74.05,48005
48,6,374,102,27.27,272,72.73,48006
48,7,304,50,16.45,254,83.55,48007
48,8,127,30,23.62,97,76.38,48008
48,9,171,51,29.82,120,70.18,48009
48,10,434,76,17.51,358,82.49,48010
48,11,253,40,15.81,213,84.19,48011
48,12,347,84,24.21,263,75.79,48012
48,13,341,97,28.45,244,71.55,48013
48,14,129,41,31.78,88,68.22,48014
48,15,178,47,26.4,131,73.6,48015
48,16,261,67,25.67,194,74.33,48016
48,17,279,83,29.75,196,70.25,48017
48,18,218,69,31.65,149,68.35,48018
48,19,199,41,20.6,158,79.4,48019
48,20,357,66,18.49,291,81.51,48020
48,21,319,94,29.47,225,70.53,48021
48,22,245,93,37.96,152,62.04,48022
48,23,293,83,28.33,210,71.67,48023
48,24,292,76,26.03,216,73.97,48024
48,25,283,44,15.55,239,84.45,48025
48,26,139,41,29.5,98,70.5,48026
48,27,341,90,26.39,251,73.61,48027
48,28,277,79,28.52,198,71.48,48028
48,29,153,42,27.45,111,72.55,48029
48,30,288,52,18.06,236,81.94,48030
48,31,393,104,26.46,289,73.54,48031
48,32,304,77,25.33,227,74.67,48032
48,33,164,46,28.05,118,71.95,48033
48,34,238,43,18.07,195,81.93,48034
48,35,189,69,36.51,120,63.49,48035
