ward,precinct,total,JUDY BAAR TOPINKA,JUDY BAAR TOPINKA Percent,THOMAS J. DART,THOMAS J. DART Percent,RHYS READ,RHYS READ Percent,precinct_id
19,50,367,36,9.81,325,88.56,6,1.63,19050
19,51,355,85,23.94,268,75.49,2,0.56,19051
19,52,341,100,29.33,236,69.21,5,1.47,19052
19,53,391,101,25.83,288,73.66,2,0.51,19053
19,54,318,79,24.84,238,74.84,1,0.31,19054
19,55,342,87,25.44,252,73.68,3,0.88,19055
19,56,460,160,34.78,297,64.57,3,0.65,19056
19,57,403,105,26.05,293,72.7,5,1.24,19057
19,58,414,112,27.05,299,72.22,3,0.72,19058
19,59,431,110,25.52,315,73.09,6,1.39,19059
19,60,328,43,13.11,279,85.06,6,1.83,19060
19,61,499,103,20.64,391,78.36,5,1.0,19061
19,62,378,69,18.25,308,81.48,1,0.26,19062
19,63,244,47,19.26,195,79.92,2,0.82,19063
19,64,424,79,18.63,339,79.95,6,1.42,19064
19,65,240,44,18.33,193,80.42,3,1.25,19065
19,66,326,28,8.59,298,91.41,0,0.0,19066
19,67,94,32,34.04,61,64.89,1,1.06,19067
20,1,252,47,18.65,205,81.35,0,0.0,20001
20,2,187,29,15.51,154,82.35,4,2.14,20002
20,3,286,61,21.33,222,77.62,3,1.05,20003
20,4,149,25,16.78,119,79.87,5,3.36,20004
20,5,171,24,14.04,145,84.8,2,1.17,20005
20,6,246,43,17.48,198,80.49,5,2.03,20006
20,7,166,26,15.66,138,83.13,2,1.2,20007
20,8,81,24,29.63,53,65.43,4,4.94,20008
20,9,220,46,20.91,169,76.82,5,2.27,20009
20,10,226,41,18.14,182,80.53,3,1.33,20010
20,11,167,27,16.17,137,82.04,3,1.8,20011
20,12,93,11,11.83,82,88.17,0,0.0,20012
20,13,49,10,20.41,39,79.59,0,0.0,20013
20,14,338,79,23.37,255,75.44,4,1.18,20014
20,15,81,27,33.33,53,65.43,1,1.23,20015
20,16,113,14,12.39,98,86.73,1,0.88,20016
20,17,204,21,10.29,183,89.71,0,0.0,20017
20,18,285,53,18.6,231,81.05,1,0.35,20018
20,19,111,16,14.41,94,84.68,1,0.9,20019
20,20,141,12,8.51,127,90.07,2,1.42,20020
20,21,89,24,26.97,64,71.91,1,1.12,20021
20,22,231,52,22.51,178,77.06,1,0.43,20022
20,23,282,41,14.54,238,84.4,3,1.06,20023
20,24,332,67,20.18,259,78.01,6,1.81,20024
20,25,111,16,14.41,94,84.68,1,0.9,20025
20,26,224,46,20.54,168,75.0,10,4.46,20026
20,27,171,26,15.2,145,84.8,0,0.0,20027
20,28,270,61,22.59,205,75.93,4,1.48,20028
20,29,224,34,15.18,189,84.38,1,0.45,20029
20,30,221,47,21.27,171,77.38,3,1.36,20030
20,31,233,22,9.44,211,90.56,0,0.0,20031
20,32,373,46,12.33,322,86.33,5,1.34,20032
20,33,324,37,11.42,283,87.35,4,1.23,20033
20,34,293,65,22.18,223,76.11,5,1.71,20034
20,35,120,9,7.5,111,92.5,0,0.0,20035
20,36,221,49,22.17,171,77.38,1,0.45,20036
20,37,159,20,12.58,139,87.42,0,0.0,20037
20,38,38,11,28.95,27,71.05,0,0.0,20038
20,39,217,28,12.9,189,87.1,0,0.0,20039
20,40,166,13,7.83,153,92.17,0,0.0,20040
20,41,14,1,7.14,13,92.86,0,0.0,20041
20,42,185,28,15.14,157,84.86,0,0.0,20042
20,43,88,15,17.05,71,80.68,2,2.27,20043
20,44,248,61,24.6,183,73.79,4,1.61,20044
20,45,47,3,6.38,44,93.62,0,0.0,20045
20,46,170,27,15.88,142,83.53,1,0.59,20046
20,47,144,22,15.28,120,83.33,2,1.39,20047
20,48,95,16,16.84,79,83.16,0,0.0,20048
20,49,186,24,12.9,162,87.1,0,0.0,20049
20,50,206,36,17.48,169,82.04,1,0.49,20050
20,51,53,8,15.09,42,79.25,3,5.66,20051
20,52,93,15,16.13,78,83.87,0,0.0,20052
20,53,46,2,4.35,44,95.65,0,0.0,20053
20,54,158,18,11.39,140,88.61,0,0.0,20054
20,55,108,7,6.48,101,93.52,0,0.0,20055
21,1,410,65,15.85,341,83.17,4,0.98,21001
21,2,115,9,7.83,105,91.3,1,0.87,21002
21,3,446,66,14.8,380,85.2,0,0.0,21003
21,4,376,53,14.1,319,84.84,4,1.06,21004
21,5,302,40,13.25,259,85.76,3,0.99,21005
21,6,288,26,9.03,258,89.58,4,1.39,21006
21,7,316,30,9.49,284,89.87,2,0.63,21007
21,8,321,38,11.84,277,86.29,6,1.87,21008
21,9,295,38,12.88,255,86.44,2,0.68,21009
21,10,202,29,14.36,171,84.65,2,0.99,21010
21,11,311,38,12.22,271,87.14,2,0.64,21011
21,12,330,35,10.61,290,87.88,5,1.52,21012
21,13,151,19,12.58,132,87.42,0,0.0,21013
21,14,287,33,11.5,250,87.11,4,1.39,21014
21,15,262,31,11.83,229,87.4,2,0.76,21015
21,16,270,35,12.96,232,85.93,3,1.11,21016
21,17,137,18,13.14,116,84.67,3,2.19,21017
21,18,293,25,8.53,266,90.78,2,0.68,21018
21,19,257,34,13.23,221,85.99,2,0.78,21019
21,20,150,11,7.33,138,92.0,1,0.67,21020
21,21,318,36,11.32,279,87.74,3,0.94,21021
21,22,341,51,14.96,285,83.58,5,1.47,21022
21,23,230,27,11.74,201,87.39,2,0.87,21023
21,24,300,42,14.0,257,85.67,1,0.33,21024
21,25,240,33,13.75,205,85.42,2,0.83,21025
21,26,226,25,11.06,200,88.5,1,0.44,21026
21,27,332,42,12.65,288,86.75,2,0.6,21027
21,28,225,30,13.33,194,86.22,1,0.44,21028
21,29,150,9,6.0,141,94.0,0,0.0,21029
21,30,221,23,10.41,193,87.33,5,2.26,21030
21,31,403,64,15.88,336,83.37,3,0.74,21031
21,32,189,16,8.47,173,91.53,0,0.0,21032
21,33,315,51,16.19,262,83.17,2,0.63,21033
21,34,347,37,10.66,309,89.05,1,0.29,21034
21,35,196,11,5.61,185,94.39,0,0.0,21035
21,36,269,33,12.27,234,86.99,2,0.74,21036
21,37,211,21,9.95,186,88.15,4,1.9,21037
21,38,284,30,10.56,250,88.03,4,1.41,21038
21,39,244,26,10.66,216,88.52,2,0.82,21039
21,40,282,49,17.38,230,81.56,3,1.06,21040
21,41,256,29,11.33,226,88.28,1,0.39,21041
21,42,299,51,17.06,245,81.94,3,1.0,21042
21,43,273,30,10.99,241,88.28,2,0.73,21043
21,44,285,32,11.23,252,88.42,1,0.35,21044
21,45,244,52,21.31,191,78.28,1,0.41,21045
21,46,235,23,9.79,210,89.36,2,0.85,21046
21,47,367,60,16.35,302,82.29,5,1.36,21047
21,48,369,35,9.49,333,90.24,1,0.27,21048
21,49,364,64,17.58,297,81.59,3,0.82,21049
21,50,298,41,13.76,246,82.55,11,3.69,21050
21,51,318,51,16.04,263,82.7,4,1.26,21051
21,52,315,34,10.79,277,87.94,4,1.27,21052
21,53,251,34,13.55,215,85.66,2,0.8,21053
21,54,258,48,18.6,206,79.84,4,1.55,21054
21,55,319,40,12.54,278,87.15,1,0.31,21055
21,56,208,23,11.06,182,87.5,3,1.44,21056
21,57,298,40,13.42,254,85.23,4,1.34,21057
21,58,216,23,10.65,193,89.35,0,0.0,21058
21,59,355,47,13.24,301,84.79,7,1.97,21059
21,60,274,39,14.23,233,85.04,2,0.73,21060
21,61,328,32,9.76,293,89.33,3,0.91,21061
21,62,286,49,17.13,231,80.77,6,2.1,21062
21,63,282,35,12.41,244,86.52,3,1.06,21063
21,64,157,19,12.1,134,85.35,4,2.55,21064
21,65,256,56,21.88,199,77.73,1,0.39,21065
21,66,237,32,13.5,203,85.65,2,0.84,21066
21,67,242,32,13.22,205,84.71,5,2.07,21067
21,68,306,29,9.48,274,89.54,3,0.98,21068
21,69,243,31,12.76,211,86.83,1,0.41,21069
21,70,195,28,14.36,163,83.59,4,2.05,21070
21,71,216,17,7.87,199,92.13,0,0.0,21071
21,72,244,25,10.25,216,88.52,3,1.23,21072
21,73,368,38,10.33,327,88.86,3,0.82,21073
21,74,112,14,12.5,97,86.61,1,0.89,21074
21,75,210,28,13.33,180,85.71,2,0.95,21075
21,76,299,32,10.7,265,88.63,2,0.67,21076
22,1,135,22,16.3,112,82.96,1,0.74,22001
22,2,113,24,21.24,83,73.45,6,5.31,22002
22,3,130,25,19.23,105,80.77,0,0.0,22003
22,4,168,29,17.26,137,81.55,2,1.19,22004
22,5,193,38,19.69,154,79.79,1,0.52,22005
22,6,176,33,18.75,139,78.98,4,2.27,22006
22,7,218,22,10.09,195,89.45,1,0.46,22007
22,8,141,34,24.11,103,73.05,4,2.84,22008
22,9,164,25,15.24,139,84.76,0,0.0,22009
22,10,152,33,21.71,117,76.97,2,1.32,22010
22,11,175,32,18.29,140,80.0,3,1.71,22011
22,12,116,25,21.55,87,75.0,4,3.45,22012
22,13,203,38,18.72,160,78.82,5,2.46,22013
22,14,128,19,14.84,107,83.59,2,1.56,22014
22,15,140,29,20.71,111,79.29,0,0.0,22015
22,16,210,48,22.86,156,74.29,6,2.86,22016
22,17,157,33,21.02,121,77.07,3,1.91,22017
22,18,169,32,18.93,132,78.11,5,2.96,22018
22,19,178,17,9.55,161,90.45,0,0.0,22019
22,20,195,44,22.56,147,75.38,4,2.05,22020
22,21,243,15,6.17,228,93.83,0,0.0,22021
22,22,132,20,15.15,110,83.33,2,1.52,22022
22,23,101,13,12.87,85,84.16,3,2.97,22023
22,24,140,22,15.71,116,82.86,2,1.43,22024
22,25,127,24,18.9,99,77.95,4,3.15,22025
22,26,128,28,21.88,98,76.56,2,1.56,22026
22,27,168,48,28.57,115,68.45,5,2.98,22027
22,28,137,18,13.14,118,86.13,1,0.73,22028
22,29,111,14,12.61,95,85.59,2,1.8,22029
22,30,180,35,19.44,141,78.33,4,2.22,22030
23,1,301,134,44.52,164,54.49,3,1.0,23001
23,2,393,244,62.09,148,37.66,1,0.25,23002
23,3,321,169,52.65,147,45.79,5,1.56,23003
23,4,318,166,52.2,148,46.54,4,1.26,23004
23,5,238,93,39.08,138,57.98,7,2.94,23005
23,6,338,145,42.9,185,54.73,8,2.37,23006
23,7,158,14,8.86,144,91.14,0,0.0,23007
23,8,345,166,48.12,171,49.57,8,2.32,23008
23,9,270,116,42.96,149,55.19,5,1.85,23009
23,10,333,126,37.84,200,60.06,7,2.1,23010
23,11,361,202,55.96,156,43.21,3,0.83,23011
23,12,294,166,56.46,126,42.86,2,0.68,23012
23,13,384,200,52.08,179,46.61,5,1.3,23013
23,14,144,5,3.47,138,95.83,1,0.69,23014
23,15,336,169,50.3,162,48.21,5,1.49,23015
23,16,361,184,50.97,176,48.75,1,0.28,23016
23,17,399,211,52.88,186,46.62,2,0.5,23017
23,18,276,122,44.2,149,53.99,5,1.81,23018
23,19,298,165,55.37,127,42.62,6,2.01,23019
23,20,291,155,53.26,135,46.39,1,0.34,23020
23,21,262,29,11.07,230,87.79,3,1.15,23021
23,22,357,183,51.26,168,47.06,6,1.68,23022
23,23,314,160,50.96,149,47.45,5,1.59,23023
23,24,213,83,38.97,120,56.34,10,4.69,23024
23,25,223,98,43.95,119,53.36,6,2.69,23025
23,26,326,192,58.9,130,39.88,4,1.23,23026
23,27,308,133,43.18,172,55.84,3,0.97,23027
23,28,326,157,48.16,162,49.69,7,2.15,23028
23,29,269,109,40.52,155,57.62,5,1.86,23029
23,30,315,156,49.52,154,48.89,5,1.59,23030
23,31,283,96,33.92,183,64.66,4,1.41,23031
23,32,334,147,44.01,183,54.79,4,1.2,23032
23,33,316,138,43.67,175,55.38,3,0.95,23033
23,34,260,130,50.0,122,46.92,8,3.08,23034
23,35,212,29,13.68,182,85.85,1,0.47,23035
23,36,423,244,57.68,175,41.37,4,0.95,23036
23,37,221,18,8.14,200,90.5,3,1.36,23037
23,38,243,119,48.97,122,50.21,2,0.82,23038
23,39,314,166,52.87,142,45.22,6,1.91,23039
23,40,309,159,51.46,149,48.22,1,0.32,23040
23,41,308,125,40.58,179,58.12,4,1.3,23041
23,42,269,124,46.1,143,53.16,2,0.74,23042
23,43,358,178,49.72,175,48.88,5,1.4,23043
23,44,310,131,42.26,174,56.13,5,1.61,23044
23,45,364,170,46.7,192,52.75,2,0.55,23045
23,46,332,152,45.78,179,53.92,1,0.3,23046
23,47,370,191,51.62,169,45.68,10,2.7,23047
23,48,248,107,43.15,134,54.03,7,2.82,23048
23,49,418,247,59.09,166,39.71,5,1.2,23049
23,50,208,85,40.87,120,57.69,3,1.44,23050
23,51,261,107,41.0,147,56.32,7,2.68,23051
23,52,404,190,47.03,211,52.23,3,0.74,23052
23,53,222,81,36.49,135,60.81,6,2.7,23053
23,54,443,219,49.44,219,49.44,5,1.13,23054
23,55,330,166,50.3,158,47.88,6,1.82,23055
23,56,287,165,57.49,122,42.51,0,0.0,23056
24,1,188,17,9.04,169,89.89,2,1.06,24001
24,2,250,18,7.2,228,91.2,4,1.6,24002
24,3,206,26,12.62,174,84.47,6,2.91,24003
24,4,224,19,8.48,205,91.52,0,0.0,24004
24,5,209,14,6.7,192,91.87,3,1.44,24005
24,6,273,28,10.26,238,87.18,7,2.56,24006
24,7,214,17,7.94,195,91.12,2,0.93,24007
24,8,208,23,11.06,183,87.98,2,0.96,24008
24,9,248,22,8.87,225,90.73,1,0.4,24009
24,10,203,13,6.4,189,93.1,1,0.49,24010
24,11,142,12,8.45,128,90.14,2,1.41,24011
24,12,193,20,10.36,172,89.12,1,0.52,24012
24,13,190,14,7.37,175,92.11,1,0.53,24013
24,14,306,16,5.23,285,93.14,5,1.63,24014
24,15,208,20,9.62,186,89.42,2,0.96,24015
24,16,179,6,3.35,172,96.09,1,0.56,24016
24,17,237,16,6.75,219,92.41,2,0.84,24017
24,18,158,6,3.8,151,95.57,1,0.63,24018
24,19,174,18,10.34,155,89.08,1,0.57,24019
24,20,247,15,6.07,229,92.71,3,1.21,24020
24,21,167,11,6.59,154,92.22,2,1.2,24021
24,22,224,16,7.14,207,92.41,1,0.45,24022
24,23,231,14,6.06,216,93.51,1,0.43,24023
24,24,159,9,5.66,148,93.08,2,1.26,24024
24,25,136,17,12.5,117,86.03,2,1.47,24025
24,26,254,25,9.84,228,89.76,1,0.39,24026
24,27,151,13,8.61,138,91.39,0,0.0,24027
24,28,247,15,6.07,230,93.12,2,0.81,24028
24,29,253,16,6.32,234,92.49,3,1.19,24029
24,30,193,15,7.77,175,90.67,3,1.55,24030
24,31,203,20,9.85,182,89.66,1,0.49,24031
24,32,222,20,9.01,201,90.54,1,0.45,24032
24,33,174,10,5.75,162,93.1,2,1.15,24033
24,34,209,14,6.7,193,92.34,2,0.96,24034
24,35,133,13,9.77,118,88.72,2,1.5,24035
24,36,210,14,6.67,195,92.86,1,0.48,24036
24,37,228,24,10.53,204,89.47,0,0.0,24037
24,38,219,20,9.13,197,89.95,2,0.91,24038
24,39,231,20,8.66,210,90.91,1,0.43,24039
24,40,286,39,13.64,245,85.66,2,0.7,24040
24,41,196,11,5.61,182,92.86,3,1.53,24041
24,42,198,9,4.55,188,94.95,1,0.51,24042
24,43,293,21,7.17,270,92.15,2,0.68,24043
24,44,85,9,10.59,75,88.24,1,1.18,24044
24,45,210,13,6.19,196,93.33,1,0.48,24045
24,46,222,19,8.56,201,90.54,2,0.9,24046
24,47,180,21,11.67,158,87.78,1,0.56,24047
24,48,121,7,5.79,114,94.21,0,0.0,24048
24,49,303,44,14.52,258,85.15,1,0.33,24049
24,50,337,31,9.2,304,90.21,2,0.59,24050
24,51,300,28,9.33,268,89.33,4,1.33,24051
24,52,202,14,6.93,187,92.57,1,0.5,24052
24,53,199,17,8.54,180,90.45,2,1.01,24053
24,54,211,13,6.16,197,93.36,1,0.47,24054
24,55,115,2,1.74,113,98.26,0,0.0,24055
24,56,272,20,7.35,251,92.28,1,0.37,24056
24,57,198,29,14.65,163,82.32,6,3.03,24057
24,58,247,23,9.31,219,88.66,5,2.02,24058
24,59,121,13,10.74,108,89.26,0,0.0,24059
25,1,222,68,30.63,152,68.47,2,0.9,25001
25,2,248,51,20.56,182,73.39,15,6.05,25002
25,3,108,15,13.89,91,84.26,2,1.85,25003
25,4,331,96,29.0,216,65.26,19,5.74,25004
25,5,302,114,37.75,187,61.92,1,0.33,25005
25,6,187,47,25.13,127,67.91,13,6.95,25006
25,7,208,46,22.12,155,74.52,7,3.37,25007
25,8,215,42,19.53,165,76.74,8,3.72,25008
25,9,297,78,26.26,212,71.38,7,2.36,25009
25,10,158,35,22.15,120,75.95,3,1.9,25010
25,11,192,42,21.88,147,76.56,3,1.56,25011
25,12,208,54,25.96,143,68.75,11,5.29,25012
25,13,262,57,21.76,200,76.34,5,1.91,25013
25,14,187,77,41.18,107,57.22,3,1.6,25014
25,15,230,64,27.83,156,67.83,10,4.35,25015
25,16,137,51,37.23,81,59.12,5,3.65,25016
25,17,389,68,17.48,305,78.41,16,4.11,25017
25,18,313,82,26.2,228,72.84,3,0.96,25018
25,19,254,46,18.11,193,75.98,15,5.91,25019
25,20,307,74,24.1,231,75.24,2,0.65,25020
25,21,226,108,47.79,113,50.0,5,2.21,25021
25,22,130,39,30.0,91,70.0,0,0.0,25022
25,23,254,35,13.78,209,82.28,10,3.94,25023
25,24,219,52,23.74,163,74.43,4,1.83,25024
25,25,266,112,42.11,141,53.01,13,4.89,25025
25,26,199,79,39.7,116,58.29,4,2.01,25026
25,27,237,96,40.51,137,57.81,4,1.69,25027
25,28,349,158,45.27,182,52.15,9,2.58,25028
25,29,214,51,23.83,158,73.83,5,2.34,25029
25,30,239,61,25.52,173,72.38,5,2.09,25030
26,1,136,49,36.03,83,61.03,4,2.94,26001
26,2,142,14,9.86,124,87.32,4,2.82,26002
26,3,120,19,15.83,98,81.67,3,2.5,26003
26,4,131,31,23.66,96,73.28,4,3.05,26004
26,5,227,32,14.1,192,84.58,3,1.32,26005
26,6,125,18,14.4,104,83.2,3,2.4,26006
26,7,107,32,29.91,69,64.49,6,5.61,26007
26,8,122,27,22.13,89,72.95,6,4.92,26008
26,9,121,25,20.66,94,77.69,2,1.65,26009
26,10,108,17,15.74,88,81.48,3,2.78,26010
26,11,150,33,22.0,110,73.33,7,4.67,26011
26,12,105,22,20.95,82,78.1,1,0.95,26012
26,13,177,67,37.85,102,57.63,8,4.52,26013
26,14,137,25,18.25,112,81.75,0,0.0,26014
26,15,125,24,19.2,96,76.8,5,4.0,26015
26,16,127,15,11.81,110,86.61,2,1.57,26016
26,17,147,69,46.94,77,52.38,1,0.68,26017
26,18,101,21,20.79,79,78.22,1,0.99,26018
26,19,221,53,23.98,156,70.59,12,5.43,26019
26,20,177,25,14.12,147,83.05,5,2.82,26020
26,21,176,35,19.89,137,77.84,4,2.27,26021
26,22,103,15,14.56,82,79.61,6,5.83,26022
26,23,149,24,16.11,124,83.22,1,0.67,26023
26,24,135,44,32.59,88,65.19,3,2.22,26024
26,25,79,13,16.46,65,82.28,1,1.27,26025
26,26,103,23,22.33,77,74.76,3,2.91,26026
26,27,132,25,18.94,103,78.03,4,3.03,26027
26,28,142,22,15.49,116,81.69,4,2.82,26028
26,29,120,28,23.33,89,74.17,3,2.5,26029
26,30,167,40,23.95,121,72.46,6,3.59,26030
26,31,157,25,15.92,129,82.17,3,1.91,26031
26,32,184,60,32.61,121,65.76,3,1.63,26032
26,33,132,73,55.3,56,42.42,3,2.27,26033
26,34,150,29,19.33,115,76.67,6,4.0,26034
26,35,166,51,30.72,109,65.66,6,3.61,26035
26,36,147,17,11.56,126,85.71,4,2.72,26036
26,37,101,18,17.82,80,79.21,3,2.97,26037
26,38,122,14,11.48,106,86.89,2,1.64,26038
26,39,121,17,14.05,101,83.47,3,2.48,26039
26,40,61,14,22.95,44,72.13,3,4.92,26040
26,41,120,15,12.5,100,83.33,5,4.17,26041
26,42,121,25,20.66,94,77.69,2,1.65,26042
26,43,114,25,21.93,84,73.68,5,4.39,26043
26,44,122,21,17.21,99,81.15,2,1.64,26044
26,45,131,13,9.92,113,86.26,5,3.82,26045
26,46,276,110,39.86,157,56.88,9,3.26,26046
26,47,87,15,17.24,69,79.31,3,3.45,26047
26,48,176,31,17.61,140,79.55,5,2.84,26048
26,49,110,15,13.64,92,83.64,3,2.73,26049
26,50,80,15,18.75,64,80.0,1,1.25,26050
26,51,163,22,13.5,137,84.05,4,2.45,26051
26,52,81,5,6.17,75,92.59,1,1.23,26052
26,53,108,23,21.3,84,77.78,1,0.93,26053
26,54,123,15,12.2,107,86.99,1,0.81,26054
26,55,119,19,15.97,100,84.03,0,0.0,26055
26,56,133,26,19.55,106,79.7,1,0.75,26056
26,57,103,22,21.36,80,77.67,1,0.97,26057
26,58,114,9,7.89,102,89.47,3,2.63,26058
26,59,143,22,15.38,119,83.22,2,1.4,26059
26,60,107,24,22.43,76,71.03,7,6.54,26060
26,61,104,17,16.35,84,80.77,3,2.88,26061
26,62,181,49,27.07,124,68.51,8,4.42,26062
26,63,51,8,15.69,42,82.35,1,1.96,26063
27,1,120,62,51.67,55,45.83,3,2.5,27001
27,2,193,15,7.77,176,91.19,2,1.04,27002
27,3,238,16,6.72,220,92.44,2,0.84,27003
27,4,161,27,16.77,128,79.5,6,3.73,27004
27,5,55,18,32.73,37,67.27,0,0.0,27005
27,6,162,6,3.7,155,95.68,1,0.62,27006
27,7,215,91,42.33,116,53.95,8,3.72,27007
27,8,117,12,10.26,102,87.18,3,2.56,27008
27,9,360,45,12.5,312,86.67,3,0.83,27009
27,10,360,45,12.5,312,86.67,3,0.83,27010
27,11,126,9,7.14,117,92.86,0,0.0,27011
27,12,151,10,6.62,140,92.72,1,0.66,27012
27,13,75,9,12.0,66,88.0,0,0.0,27013
27,14,116,5,4.31,111,95.69,0,0.0,27014
27,15,154,11,7.14,140,90.91,3,1.95,27015
27,16,121,61,50.41,57,47.11,3,2.48,27016
27,17,128,66,51.56,60,46.88,2,1.56,27017
27,18,117,50,42.74,63,53.85,4,3.42,27018
27,19,241,14,5.81,226,93.78,1,0.41,27019
27,20,330,10,3.03,319,96.67,1,0.3,27020
27,21,130,4,3.08,124,95.38,2,1.54,27021
27,22,196,21,10.71,175,89.29,0,0.0,27022
27,23,79,4,5.06,75,94.94,0,0.0,27023
27,24,224,16,7.14,207,92.41,1,0.45,27024
27,25,169,17,10.06,151,89.35,1,0.59,27025
27,26,190,30,15.79,160,84.21,0,0.0,27026
27,27,123,5,4.07,114,92.68,4,3.25,27027
27,28,236,73,30.93,157,66.53,6,2.54,27028
27,29,199,6,3.02,191,95.98,2,1.01,27029
27,30,152,18,11.84,133,87.5,1,0.66,27030
27,31,206,10,4.85,193,93.69,3,1.46,27031
27,32,161,25,15.53,128,79.5,8,4.97,27032
27,33,204,40,19.61,155,75.98,9,4.41,27033
27,34,166,6,3.61,158,95.18,2,1.2,27034
27,35,428,142,33.18,264,61.68,22,5.14,27035
27,36,201,29,14.43,170,84.58,2,1.0,27036
27,37,131,22,16.79,108,82.44,1,0.76,27037
27,38,215,73,33.95,132,61.4,10,4.65,27038
27,39,144,9,6.25,134,93.06,1,0.69,27039
27,40,172,11,6.4,160,93.02,1,0.58,27040
27,41,300,130,43.33,154,51.33,16,5.33,27041
27,42,132,65,49.24,64,48.48,3,2.27,27042
27,43,184,12,6.52,167,90.76,5,2.72,27043
27,44,167,14,8.38,150,89.82,3,1.8,27044
27,45,207,10,4.83,194,93.72,3,1.45,27045
27,46,210,14,6.67,194,92.38,2,0.95,27046
27,47,188,11,5.85,175,93.09,2,1.06,27047
27,48,204,16,7.84,188,92.16,0,0.0,27048
27,49,168,18,10.71,148,88.1,2,1.19,27049
27,50,366,135,36.89,220,60.11,11,3.01,27050
27,51,158,4,2.53,152,96.2,2,1.27,27051
27,52,77,7,9.09,70,90.91,0,0.0,27052
27,53,99,12,12.12,86,86.87,1,1.01,27053
27,54,305,139,45.57,156,51.15,10,3.28,27054
27,55,115,46,40.0,63,54.78,6,5.22,27055
27,56,157,46,29.3,104,66.24,7,4.46,27056
27,57,150,51,34.0,94,62.67,5,3.33,27057
27,58,181,59,32.6,119,65.75,3,1.66,27058
27,59,268,43,16.04,218,81.34,7,2.61,27059
27,60,59,0,0.0,57,96.61,2,3.39,27060
27,61,57,6,10.53,51,89.47,0,0.0,27061
27,62,181,19,10.5,161,88.95,1,0.55,27062
27,63,233,19,8.15,213,91.42,1,0.43,27063
27,64,182,14,7.69,165,90.66,3,1.65,27064
28,1,208,13,6.25,192,92.31,3,1.44,28001
28,2,142,14,9.86,127,89.44,1,0.7,28002
28,3,116,11,9.48,104,89.66,1,0.86,28003
28,4,157,19,12.1,138,87.9,0,0.0,28004
28,5,58,6,10.34,52,89.66,0,0.0,28005
28,6,157,12,7.64,144,91.72,1,0.64,28006
28,7,236,19,8.05,217,91.95,0,0.0,28007
28,8,131,8,6.11,123,93.89,0,0.0,28008
28,9,142,9,6.34,132,92.96,1,0.7,28009
28,10,56,4,7.14,52,92.86,0,0.0,28010
28,11,121,9,7.44,111,91.74,1,0.83,28011
28,12,94,3,3.19,90,95.74,1,1.06,28012
28,13,76,3,3.95,72,94.74,1,1.32,28013
28,14,153,9,5.88,142,92.81,2,1.31,28014
28,15,136,11,8.09,124,91.18,1,0.74,28015
28,16,183,21,11.48,161,87.98,1,0.55,28016
28,17,192,33,17.19,156,81.25,3,1.56,28017
28,18,260,17,6.54,239,91.92,4,1.54,28018
28,19,230,15,6.52,213,92.61,2,0.87,28019
28,20,210,21,10.0,187,89.05,2,0.95,28020
28,21,242,20,8.26,217,89.67,5,2.07,28021
28,22,190,25,13.16,164,86.32,1,0.53,28022
28,23,241,16,6.64,223,92.53,2,0.83,28023
28,24,148,6,4.05,140,94.59,2,1.35,28024
28,25,146,13,8.9,133,91.1,0,0.0,28025
28,26,195,19,9.74,175,89.74,1,0.51,28026
28,27,132,9,6.82,122,92.42,1,0.76,28027
28,28,172,14,8.14,152,88.37,6,3.49,28028
28,29,172,38,22.09,132,76.74,2,1.16,28029
28,30,137,11,8.03,126,91.97,0,0.0,28030
28,31,139,11,7.91,128,92.09,0,0.0,28031
28,32,194,24,12.37,169,87.11,1,0.52,28032
28,33,154,14,9.09,138,89.61,2,1.3,28033
28,34,21,4,19.05,16,76.19,1,4.76,28034
28,35,154,11,7.14,142,92.21,1,0.65,28035
28,36,197,19,9.64,173,87.82,5,2.54,28036
28,37,231,13,5.63,214,92.64,4,1.73,28037
28,38,77,4,5.19,72,93.51,1,1.3,28038
28,39,110,19,17.27,89,80.91,2,1.82,28039
28,40,214,19,8.88,195,91.12,0,0.0,28040
28,41,89,1,1.12,87,97.75,1,1.12,28041
28,42,135,16,11.85,117,86.67,2,1.48,28042
28,43,131,14,10.69,112,85.5,5,3.82,28043
28,44,126,15,11.9,110,87.3,1,0.79,28044
28,45,152,13,8.55,138,90.79,1,0.66,28045
28,46,160,12,7.5,147,91.88,1,0.63,28046
28,47,151,12,7.95,138,91.39,1,0.66,28047
28,48,116,11,9.48,102,87.93,3,2.59,28048
28,49,118,9,7.63,108,91.53,1,0.85,28049
28,50,118,9,7.63,108,91.53,1,0.85,28050
28,51,207,18,8.7,184,88.89,5,2.42,28051
28,52,194,13,6.7,180,92.78,1,0.52,28052
28,53,84,9,10.71,74,88.1,1,1.19,28053
28,54,182,21,11.54,160,87.91,1,0.55,28054
28,55,163,12,7.36,151,92.64,0,0.0,28055
28,56,180,16,8.89,161,89.44,3,1.67,28056
28,57,149,18,12.08,128,85.91,3,2.01,28057
28,58,147,14,9.52,131,89.12,2,1.36,28058
28,59,145,11,7.59,133,91.72,1,0.69,28059
28,60,160,9,5.63,147,91.88,4,2.5,28060
28,61,99,16,16.16,83,83.84,0,0.0,28061
28,62,188,13,6.91,173,92.02,2,1.06,28062
28,63,207,15,7.25,191,92.27,1,0.48,28063
28,64,139,15,10.79,124,89.21,0,0.0,28064
