ward,precinct,total,KATHLEEN A. THOMAS,KATHLEEN A. THOMAS Percent,precinct_id
34,71,257,9,3.5,34071
34,72,215,8,3.72,34072
34,73,211,7,3.32,34073
35,1,291,51,17.53,35001
35,2,232,33,14.22,35002
35,3,159,28,17.61,35003
35,4,340,57,16.76,35004
35,5,229,36,15.72,35005
35,6,238,53,22.27,35006
35,7,306,40,13.07,35007
35,8,260,43,16.54,35008
35,9,233,35,15.02,35009
35,10,226,28,12.39,35010
35,11,238,39,16.39,35011
35,12,315,52,16.51,35012
35,13,148,41,27.7,35013
35,14,283,36,12.72,35014
35,15,223,41,18.39,35015
35,16,217,27,12.44,35016
35,17,245,36,14.69,35017
35,18,275,41,14.91,35018
35,19,217,28,12.9,35019
35,20,245,24,9.8,35020
35,21,268,48,17.91,35021
35,22,83,15,18.07,35022
35,23,185,23,12.43,35023
35,24,191,29,15.18,35024
35,25,280,54,19.29,35025
35,26,319,46,14.42,35026
35,27,303,38,12.54,35027
35,28,274,37,13.5,35028
35,29,323,48,14.86,35029
35,30,315,51,16.19,35030
35,31,347,55,15.85,35031
35,32,162,21,12.96,35032
35,33,211,44,20.85,35033
35,34,247,44,17.81,35034
35,35,235,38,16.17,35035
36,1,270,56,20.74,36001
36,2,219,54,24.66,36002
36,3,256,42,16.41,36003
36,4,173,31,17.92,36004
36,5,234,76,32.48,36005
36,6,290,69,23.79,36006
36,7,257,81,31.52,36007
36,8,279,78,27.96,36008
36,9,305,98,32.13,36009
36,10,189,47,24.87,36010
36,11,381,101,26.51,36011
36,12,221,67,30.32,36012
36,13,438,87,19.86,36013
36,14,323,66,20.43,36014
36,15,306,67,21.9,36015
36,16,410,68,16.59,36016
36,17,270,104,38.52,36017
36,18,358,121,33.8,36018
36,19,334,66,19.76,36019
36,20,382,88,23.04,36020
36,21,447,118,26.4,36021
36,22,420,94,22.38,36022
36,23,163,16,9.82,36023
36,24,241,22,9.13,36024
36,25,231,57,24.68,36025
36,26,342,100,29.24,36026
36,27,163,46,28.22,36027
36,28,238,81,34.03,36028
36,29,278,76,27.34,36029
36,30,367,110,29.97,36030
36,31,364,92,25.27,36031
36,32,322,82,25.47,36032
36,33,191,33,17.28,36033
36,34,245,69,28.16,36034
36,35,383,82,21.41,36035
36,36,257,56,21.79,36036
36,37,259,90,34.75,36037
36,38,208,48,23.08,36038
36,39,298,81,27.18,36039
36,40,365,115,31.51,36040
36,41,245,64,26.12,36041
36,42,259,76,29.34,36042
36,43,237,54,22.78,36043
36,44,280,40,14.29,36044
36,45,254,48,18.9,36045
36,46,268,74,27.61,36046
36,47,214,61,28.5,36047
36,48,317,95,29.97,36048
36,49,365,124,33.97,36049
36,50,272,73,26.84,36050
36,51,322,63,19.57,36051
36,52,288,67,23.26,36052
36,53,190,46,24.21,36053
36,54,355,36,10.14,36054
36,55,362,76,20.99,36055
37,1,143,20,13.99,37001
37,2,194,20,10.31,37002
37,3,158,8,5.06,37003
37,4,116,4,3.45,37004
37,5,245,6,2.45,37005
37,6,258,7,2.71,37006
37,7,195,1,0.51,37007
37,8,194,12,6.19,37008
37,9,242,6,2.48,37009
37,10,264,12,4.55,37010
37,11,146,23,15.75,37011
37,12,173,17,9.83,37012
37,13,194,8,4.12,37013
37,14,229,7,3.06,37014
37,15,219,10,4.57,37015
37,16,278,10,3.6,37016
37,17,256,11,4.3,37017
37,18,215,6,2.79,37018
37,19,104,4,3.85,37019
37,20,155,3,1.94,37020
37,21,217,7,3.23,37021
37,22,273,7,2.56,37022
37,23,201,4,1.99,37023
37,24,211,4,1.9,37024
37,25,266,9,3.38,37025
37,26,131,3,2.29,37026
37,27,165,4,2.42,37027
37,28,169,8,4.73,37028
37,29,229,2,0.87,37029
37,30,202,10,4.95,37030
37,31,242,5,2.07,37031
37,32,248,7,2.82,37032
37,33,188,7,3.72,37033
37,34,220,4,1.82,37034
37,35,107,4,3.74,37035
37,36,201,6,2.99,37036
37,37,204,7,3.43,37037
37,38,236,8,3.39,37038
37,39,110,15,13.64,37039
37,40,270,7,2.59,37040
37,41,223,5,2.24,37041
37,42,49,8,16.33,37042
37,43,152,2,1.32,37043
37,44,220,7,3.18,37044
37,45,141,6,4.26,37045
37,46,230,6,2.61,37046
37,47,43,9,20.93,37047
37,48,261,39,14.94,37048
37,49,213,6,2.82,37049
37,50,238,32,13.45,37050
37,51,176,12,6.82,37051
37,52,140,13,9.29,37052
37,53,194,3,1.55,37053
37,54,237,6,2.53,37054
37,55,228,6,2.63,37055
37,56,156,2,1.28,37056
37,57,136,4,2.94,37057
37,58,206,1,0.49,37058
38,1,293,78,26.62,38001
38,2,222,69,31.08,38002
38,3,255,74,29.02,38003
38,4,130,37,28.46,38004
38,5,388,72,18.56,38005
38,6,248,53,21.37,38006
38,7,319,83,26.02,38007
38,8,193,71,36.79,38008
38,9,231,51,22.08,38009
38,10,348,88,25.29,38010
38,11,203,67,33.0,38011
38,12,321,81,25.23,38012
38,13,248,59,23.79,38013
38,14,232,57,24.57,38014
38,15,195,43,22.05,38015
38,16,308,71,23.05,38016
38,17,202,33,16.34,38017
38,18,259,76,29.34,38018
38,19,307,74,24.1,38019
38,20,305,78,25.57,38020
38,21,272,86,31.62,38021
38,22,257,83,32.3,38022
38,23,213,63,29.58,38023
38,24,175,31,17.71,38024
38,25,220,36,16.36,38025
38,26,221,46,20.81,38026
38,27,182,55,30.22,38027
38,28,223,68,30.49,38028
38,29,225,49,21.78,38029
38,30,236,64,27.12,38030
38,31,300,80,26.67,38031
38,32,331,101,30.51,38032
38,33,218,59,27.06,38033
38,34,156,39,25.0,38034
38,35,90,40,44.44,38035
38,36,246,45,18.29,38036
38,37,279,78,27.96,38037
38,38,328,114,34.76,38038
38,39,266,62,23.31,38039
38,40,181,51,28.18,38040
38,41,317,72,22.71,38041
38,42,274,71,25.91,38042
38,43,269,64,23.79,38043
38,44,254,85,33.46,38044
38,45,292,75,25.68,38045
38,46,239,68,28.45,38046
38,47,259,76,29.34,38047
38,48,262,55,20.99,38048
38,49,246,73,29.67,38049
38,50,300,81,27.0,38050
38,51,228,60,26.32,38051
38,52,262,62,23.66,38052
38,53,49,17,34.69,38053
39,1,264,96,36.36,39001
39,2,389,81,20.82,39002
39,3,287,82,28.57,39003
39,4,207,58,28.02,39004
39,5,211,52,24.64,39005
39,6,293,101,34.47,39006
39,7,190,36,18.95,39007
39,8,337,58,17.21,39008
39,9,332,78,23.49,39009
39,10,250,42,16.8,39010
39,11,340,79,23.24,39011
39,12,204,31,15.2,39012
39,13,162,32,19.75,39013
39,14,251,54,21.51,39014
39,15,249,85,34.14,39015
39,16,195,41,21.03,39016
39,17,219,40,18.26,39017
39,18,314,77,24.52,39018
39,19,207,44,21.26,39019
39,20,246,80,32.52,39020
39,21,183,34,18.58,39021
39,22,218,26,11.93,39022
39,23,151,26,17.22,39023
39,24,151,19,12.58,39024
39,25,289,89,30.8,39025
39,26,283,80,28.27,39026
39,27,274,80,29.2,39027
39,28,285,64,22.46,39028
39,29,265,56,21.13,39029
39,30,184,34,18.48,39030
39,31,173,30,17.34,39031
39,32,287,29,10.1,39032
39,33,304,81,26.64,39033
39,34,332,83,25.0,39034
39,35,307,69,22.48,39035
39,36,342,45,13.16,39036
39,37,375,120,32.0,39037
39,38,305,80,26.23,39038
39,39,140,34,24.29,39039
39,40,187,72,38.5,39040
39,41,127,32,25.2,39041
39,42,255,88,34.51,39042
39,43,290,79,27.24,39043
39,44,292,61,20.89,39044
39,45,156,35,22.44,39045
39,46,210,33,15.71,39046
39,47,192,67,34.9,39047
40,1,187,30,16.04,40001
40,2,194,40,20.62,40002
40,3,217,35,16.13,40003
40,4,227,29,12.78,40004
40,5,122,27,22.13,40005
40,6,224,35,15.63,40006
40,7,225,35,15.56,40007
40,8,87,22,25.29,40008
40,9,139,22,15.83,40009
40,10,289,58,20.07,40010
40,11,206,23,11.17,40011
40,12,190,35,18.42,40012
40,13,260,41,15.77,40013
40,14,234,44,18.8,40014
40,15,268,49,18.28,40015
40,16,225,42,18.67,40016
40,17,141,23,16.31,40017
40,18,241,44,18.26,40018
40,19,225,55,24.44,40019
40,20,209,49,23.44,40020
40,21,251,45,17.93,40021
40,22,86,8,9.3,40022
40,23,278,46,16.55,40023
40,24,156,34,21.79,40024
40,25,182,40,21.98,40025
40,26,250,34,13.6,40026
40,27,220,39,17.73,40027
40,28,249,31,12.45,40028
40,29,303,67,22.11,40029
40,30,295,62,21.02,40030
40,31,243,56,23.05,40031
40,32,165,48,29.09,40032
40,33,250,52,20.8,40033
40,34,174,32,18.39,40034
40,35,254,52,20.47,40035
40,36,256,49,19.14,40036
40,37,200,28,14.0,40037
40,38,135,26,19.26,40038
40,39,200,44,22.0,40039
40,40,145,31,21.38,40040
40,41,294,36,12.24,40041
40,42,301,46,15.28,40042
40,43,260,35,13.46,40043
40,44,195,31,15.9,40044
40,45,354,64,18.08,40045
40,46,289,45,15.57,40046
40,47,244,36,14.75,40047
40,48,190,50,26.32,40048
40,49,161,45,27.95,40049
41,1,268,100,37.31,41001
41,2,410,159,38.78,41002
41,3,222,72,32.43,41003
41,4,320,115,35.94,41004
41,5,438,171,39.04,41005
41,6,292,85,29.11,41006
41,7,455,150,32.97,41007
41,8,303,115,37.95,41008
41,9,283,83,29.33,41009
41,10,321,125,38.94,41010
41,11,263,103,39.16,41011
41,12,399,110,27.57,41012
41,13,269,75,27.88,41013
41,14,381,135,35.43,41014
41,15,232,77,33.19,41015
41,16,339,108,31.86,41016
41,17,332,116,34.94,41017
41,18,240,88,36.67,41018
41,19,297,112,37.71,41019
41,20,359,122,33.98,41020
41,21,367,150,40.87,41021
41,22,265,100,37.74,41022
41,23,304,98,32.24,41023
41,24,246,104,42.28,41024
41,25,174,43,24.71,41025
41,26,205,78,38.05,41026
41,27,158,52,32.91,41027
41,28,189,61,32.28,41028
41,29,143,49,34.27,41029
41,30,279,90,32.26,41030
41,31,354,129,36.44,41031
41,32,280,116,41.43,41032
41,33,310,117,37.74,41033
41,34,305,117,38.36,41034
41,35,307,107,34.85,41035
41,36,338,121,35.8,41036
41,37,370,138,37.3,41037
41,38,263,77,29.28,41038
41,39,251,100,39.84,41039
41,40,262,102,38.93,41040
41,41,310,111,35.81,41041
41,42,308,125,40.58,41042
41,43,263,80,30.42,41043
41,44,272,84,30.88,41044
41,45,262,73,27.86,41045
41,46,267,89,33.33,41046
41,47,314,122,38.85,41047
41,48,228,73,32.02,41048
41,49,249,98,39.36,41049
41,50,309,95,30.74,41050
41,51,263,100,38.02,41051
41,52,329,123,37.39,41052
41,53,380,138,36.32,41053
41,54,268,92,34.33,41054
41,55,308,114,37.01,41055
41,56,374,138,36.9,41056
41,57,317,119,37.54,41057
41,58,241,94,39.0,41058
41,59,278,87,31.29,41059
41,60,258,82,31.78,41060
41,61,392,125,31.89,41061
41,62,293,87,29.69,41062
41,63,284,112,39.44,41063
41,64,321,133,41.43,41064
41,65,389,128,32.9,41065
41,66,333,117,35.14,41066
41,67,244,77,31.56,41067
41,68,206,58,28.16,41068
41,69,371,114,30.73,41069
41,70,237,89,37.55,41070
41,71,190,65,34.21,41071
42,1,384,121,31.51,42001
42,2,234,77,32.91,42002
42,3,229,74,32.31,42003
42,4,300,117,39.0,42004
42,5,278,91,32.73,42005
42,6,533,154,28.89,42006
42,7,312,107,34.29,42007
42,8,396,121,30.56,42008
42,9,249,71,28.51,42009
42,10,273,87,31.87,42010
42,11,357,138,38.66,42011
42,12,197,61,30.96,42012
42,13,504,153,30.36,42013
42,14,322,114,35.4,42014
42,15,349,117,33.52,42015
42,16,216,76,35.19,42016
42,17,257,84,32.68,42017
42,18,289,98,33.91,42018
42,19,143,61,42.66,42019
42,20,181,68,37.57,42020
42,21,182,66,36.26,42021
42,22,206,65,31.55,42022
42,23,386,138,35.75,42023
42,24,353,115,32.58,42024
42,25,308,97,31.49,42025
42,26,277,66,23.83,42026
42,27,347,102,29.39,42027
42,28,338,99,29.29,42028
42,29,349,123,35.24,42029
42,30,210,77,36.67,42030
42,31,181,71,39.23,42031
42,32,329,86,26.14,42032
42,33,382,110,28.8,42033
42,34,279,83,29.75,42034
42,35,223,60,26.91,42035
42,36,256,93,36.33,42036
42,37,291,91,31.27,42037
42,38,351,135,38.46,42038
42,39,249,26,10.44,42039
42,40,176,43,24.43,42040
42,41,295,125,42.37,42041
42,42,221,69,31.22,42042
42,43,351,136,38.75,42043
42,44,237,83,35.02,42044
42,45,255,73,28.63,42045
42,46,156,24,15.38,42046
42,47,180,60,33.33,42047
42,48,233,108,46.35,42048
42,49,142,37,26.06,42049
42,50,190,66,34.74,42050
42,51,260,103,39.62,42051
42,52,178,50,28.09,42052
42,53,194,63,32.47,42053
42,54,232,92,39.66,42054
42,55,304,114,37.5,42055
42,56,214,80,37.38,42056
42,57,216,61,28.24,42057
42,58,98,19,19.39,42058
42,59,98,37,37.76,42059
42,60,156,43,27.56,42060
42,61,212,70,33.02,42061
42,62,206,70,33.98,42062
42,63,294,93,31.63,42063
42,64,135,40,29.63,42064
42,65,273,108,39.56,42065
42,66,207,54,26.09,42066
42,67,172,58,33.72,42067
42,68,328,140,42.68,42068
42,69,356,107,30.06,42069
43,1,190,51,26.84,43001
43,2,298,99,33.22,43002
43,3,277,89,32.13,43003
43,4,332,98,29.52,43004
43,5,328,121,36.89,43005
43,6,250,78,31.2,43006
43,7,178,57,32.02,43007
43,8,295,73,24.75,43008
43,9,242,92,38.02,43009
43,10,147,40,27.21,43010
43,11,230,97,42.17,43011
43,12,340,93,27.35,43012
43,13,155,56,36.13,43013
43,14,267,65,24.34,43014
43,15,265,99,37.36,43015
43,16,300,102,34.0,43016
43,17,196,74,37.76,43017
43,18,411,151,36.74,43018
43,19,229,61,26.64,43019
43,20,307,91,29.64,43020
43,21,187,67,35.83,43021
43,22,191,63,32.98,43022
43,23,241,68,28.22,43023
43,24,247,102,41.3,43024
43,25,265,68,25.66,43025
43,26,212,74,34.91,43026
43,27,265,92,34.72,43027
43,28,249,115,46.18,43028
43,29,265,98,36.98,43029
43,30,151,64,42.38,43030
43,31,244,85,34.84,43031
43,32,234,59,25.21,43032
43,33,182,80,43.96,43033
43,34,177,70,39.55,43034
43,35,309,103,33.33,43035
43,36,274,109,39.78,43036
43,37,243,94,38.68,43037
43,38,261,78,29.89,43038
43,39,217,75,34.56,43039
43,40,166,44,26.51,43040
43,41,192,66,34.38,43041
43,42,293,90,30.72,43042
43,43,257,89,34.63,43043
43,44,336,108,32.14,43044
43,45,53,8,15.09,43045
43,46,415,159,38.31,43046
43,47,284,87,30.63,43047
43,48,306,104,33.99,43048
43,49,211,74,35.07,43049
43,50,223,75,33.63,43050
43,51,323,78,24.15,43051
43,52,345,138,40.0,43052
43,53,307,92,29.97,43053
43,54,215,69,32.09,43054
43,55,206,21,10.19,43055
43,56,188,45,23.94,43056
43,57,252,98,38.89,43057
43,58,288,77,26.74,43058
43,59,297,75,25.25,43059
43,60,203,69,33.99,43060
43,61,162,47,29.01,43061
43,62,349,126,36.1,43062
43,63,174,57,32.76,43063
43,64,194,63,32.47,43064
43,65,180,78,43.33,43065
43,66,103,33,32.04,43066
43,67,206,85,41.26,43067
44,1,308,77,25.0,44001
44,2,243,63,25.93,44002
44,3,341,65,19.06,44003
44,4,349,72,20.63,44004
44,5,349,94,26.93,44005
44,6,281,78,27.76,44006
44,7,374,97,25.94,44007
44,8,185,55,29.73,44008
44,9,501,177,35.33,44009
44,10,239,77,32.22,44010
44,11,377,112,29.71,44011
44,12,220,52,23.64,44012
44,13,218,62,28.44,44013
44,14,307,92,29.97,44014
44,15,366,70,19.13,44015
44,16,322,74,22.98,44016
44,17,356,81,22.75,44017
44,18,233,70,30.04,44018
44,19,192,43,22.4,44019
44,20,273,80,29.3,44020
44,21,357,94,26.33,44021
44,22,383,84,21.93,44022
44,23,309,79,25.57,44023
44,24,244,71,29.1,44024
44,25,315,86,27.3,44025
44,26,250,52,20.8,44026
44,27,375,121,32.27,44027
44,28,240,85,35.42,44028
44,29,341,121,35.48,44029
44,30,278,64,23.02,44030
44,31,366,111,30.33,44031
44,32,202,44,21.78,44032
44,33,394,71,18.02,44033
44,34,216,59,27.31,44034
44,35,271,62,22.88,44035
44,36,310,66,21.29,44036
44,37,375,77,20.53,44037
44,38,325,101,31.08,44038
44,39,364,136,37.36,44039
44,40,308,99,32.14,44040
44,41,336,78,23.21,44041
44,42,328,79,24.09,44042
44,43,325,98,30.15,44043
44,44,375,71,18.93,44044
44,45,336,100,29.76,44045
44,46,233,44,18.88,44046
44,47,434,161,37.1,44047
44,48,256,59,23.05,44048
44,49,509,127,24.95,44049
44,50,339,108,31.86,44050
45,1,237,61,25.74,45001
45,2,343,95,27.7,45002
45,3,399,96,24.06,45003
45,4,352,124,35.23,45004
45,5,395,144,36.46,45005
45,6,302,70,23.18,45006
45,7,278,76,27.34,45007
45,8,276,82,29.71,45008
45,9,348,99,28.45,45009
45,10,377,104,27.59,45010
45,11,274,91,33.21,45011
45,12,321,81,25.23,45012
45,13,353,88,24.93,45013
45,14,360,90,25.0,45014
45,15,359,90,25.07,45015
45,16,306,55,17.97,45016
45,17,293,90,30.72,45017
45,18,296,71,23.99,45018
45,19,347,100,28.82,45019
45,20,292,84,28.77,45020
45,21,315,95,30.16,45021
45,22,275,93,33.82,45022
45,23,337,103,30.56,45023
45,24,372,131,35.22,45024
45,25,330,85,25.76,45025
45,26,327,89,27.22,45026
45,27,294,56,19.05,45027
45,28,300,58,19.33,45028
45,29,289,69,23.88,45029
45,30,316,111,35.13,45030
45,31,287,62,21.6,45031
45,32,224,62,27.68,45032
45,33,292,75,25.68,45033
45,34,254,78,30.71,45034
45,35,312,105,33.65,45035
45,36,288,96,33.33,45036
45,37,258,55,21.32,45037
45,38,356,75,21.07,45038
45,39,336,77,22.92,45039
45,40,354,99,27.97,45040
45,41,223,67,30.04,45041
45,42,266,69,25.94,45042
45,43,275,62,22.55,45043
45,44,343,100,29.15,45044
45,45,272,71,26.1,45045
45,46,335,81,24.18,45046
45,47,322,97,30.12,45047
45,48,257,63,24.51,45048
45,49,301,101,33.55,45049
45,50,290,86,29.66,45050
45,51,310,103,33.23,45051
45,52,293,81,27.65,45052
45,53,287,88,30.66,45053
46,1,504,100,19.84,46001
46,2,262,35,13.36,46002
46,3,385,54,14.03,46003
46,4,257,49,19.07,46004
46,5,273,48,17.58,46005
46,6,270,40,14.81,46006
46,7,418,82,19.62,46007
46,8,323,48,14.86,46008
46,9,348,72,20.69,46009
46,10,164,26,15.85,46010
46,11,329,50,15.2,46011
46,12,268,52,19.4,46012
46,13,432,111,25.69,46013
46,14,257,33,12.84,46014
46,15,311,63,20.26,46015
46,16,304,43,14.14,46016
46,17,499,108,21.64,46017
46,18,355,84,23.66,46018
46,19,347,42,12.1,46019
46,20,268,26,9.7,46020
46,21,70,17,24.29,46021
46,22,224,57,25.45,46022
46,23,227,15,6.61,46023
46,24,296,63,21.28,46024
46,25,271,46,16.97,46025
46,26,261,37,14.18,46026
46,27,313,75,23.96,46027
46,28,328,82,25.0,46028
46,29,284,50,17.61,46029
46,30,337,67,19.88,46030
46,31,357,72,20.17,46031
46,32,287,50,17.42,46032
46,33,318,69,21.7,46033
46,34,381,42,11.02,46034
46,35,206,42,20.39,46035
46,36,353,74,20.96,46036
46,37,213,48,22.54,46037
46,38,157,28,17.83,46038
46,39,337,75,22.26,46039
46,40,202,26,12.87,46040
46,41,240,24,10.0,46041
46,42,343,57,16.62,46042
46,43,206,39,18.93,46043
47,1,329,45,13.68,47001
47,2,298,62,20.81,47002
47,3,281,54,19.22,47003
47,4,365,81,22.19,47004
47,5,289,65,22.49,47005
47,6,384,81,21.09,47006
47,7,316,66,20.89,47007
47,8,432,73,16.9,47008
47,9,211,25,11.85,47009
47,10,258,35,13.57,47010
47,11,520,60,11.54,47011
47,12,310,53,17.1,47012
47,13,484,77,15.91,47013
47,14,224,38,16.96,47014
47,15,362,38,10.5,47015
47,16,315,73,23.17,47016
47,17,290,51,17.59,47017
47,18,368,69,18.75,47018
47,19,352,45,12.78,47019
47,20,334,60,17.96,47020
47,21,357,76,21.29,47021
47,22,319,44,13.79,47022
47,23,150,19,12.67,47023
47,24,327,75,22.94,47024
47,25,378,93,24.6,47025
47,26,447,68,15.21,47026
47,27,308,69,22.4,47027
47,28,433,76,17.55,47028
47,29,339,80,23.6,47029
47,30,350,62,17.71,47030
47,31,324,49,15.12,47031
47,32,361,57,15.79,47032
47,33,307,48,15.64,47033
47,34,386,66,17.1,47034
47,35,456,94,20.61,47035
47,36,433,67,15.47,47036
47,37,414,77,18.6,47037
47,38,337,58,17.21,47038
47,39,345,72,20.87,47039
47,40,267,49,18.35,47040
47,41,452,71,15.71,47041
47,42,246,37,15.04,47042
47,43,226,50,22.12,47043
47,44,378,103,27.25,47044
47,45,325,63,19.38,47045
47,46,246,76,30.89,47046
47,47,319,75,23.51,47047
47,48,63,4,6.35,47048
47,49,268,51,19.03,47049
47,50,222,52,23.42,47050
47,51,226,54,23.89,47051
48,1,326,45,13.8,48001
48,2,262,49,18.7,48002
48,3,359,63,17.55,48003
48,4,383,88,22.98,48004
48,5,266,66,24.81,48005
48,6,366,47,12.84,48006
48,7,268,32,11.94,48007
48,8,245,53,21.63,48008
48,9,288,65,22.57,48009
48,10,190,27,14.21,48010
48,11,398,63,15.83,48011
48,12,258,40,15.5,48012
48,13,259,43,16.6,48013
48,14,361,61,16.9,48014
48,15,234,21,8.97,48015
48,16,207,23,11.11,48016
48,17,211,22,10.43,48017
48,18,225,39,17.33,48018
48,19,260,45,17.31,48019
48,20,146,32,21.92,48020
48,21,133,14,10.53,48021
48,22,396,67,16.92,48022
48,23,275,58,21.09,48023
48,24,268,33,12.31,48024
48,25,272,43,15.81,48025
48,26,357,68,19.05,48026
48,27,184,30,16.3,48027
48,28,273,51,18.68,48028
48,29,253,35,13.83,48029
48,30,301,45,14.95,48030
48,31,222,13,5.86,48031
48,32,239,34,14.23,48032
48,33,238,40,16.81,48033
48,34,160,15,9.38,48034
48,35,215,37,17.21,48035
48,36,251,31,12.35,48036
48,37,261,39,14.94,48037
48,38,347,52,14.99,48038
48,39,228,51,22.37,48039
48,40,162,20,12.35,48040
48,41,175,23,13.14,48041
48,42,243,35,14.4,48042
48,43,357,47,13.17,48043
48,44,287,44,15.33,48044
48,45,248,24,9.68,48045
48,46,222,38,17.12,48046
48,47,202,24,11.88,48047
48,48,239,39,16.32,48048
48,49,112,20,17.86,48049
48,50,295,43,14.58,48050
48,51,362,45,12.43,48051
48,52,170,17,10.0,48052
48,53,224,37,16.52,48053
48,54,222,29,13.06,48054
48,55,80,16,20.0,48055
48,56,176,8,4.55,48056
49,1,250,8,3.2,49001
49,2,290,41,14.14,49002
49,3,193,19,9.84,49003
49,4,131,6,4.58,49004
49,5,190,17,8.95,49005
49,6,266,43,16.17,49006
49,7,220,25,11.36,49007
49,8,251,30,11.95,49008
49,9,215,29,13.49,49009
49,10,239,39,16.32,49010
49,11,157,21,13.38,49011
49,12,262,34,12.98,49012
49,13,282,43,15.25,49013
49,14,292,57,19.52,49014
49,15,235,31,13.19,49015
49,16,220,32,14.55,49016
49,17,34,5,14.71,49017
49,18,175,33,18.86,49018
49,19,190,22,11.58,49019
49,20,283,37,13.07,49020
49,21,214,50,23.36,49021
49,22,206,25,12.14,49022
49,23,190,19,10.0,49023
49,24,108,12,11.11,49024
49,25,294,30,10.2,49025
49,26,278,40,14.39,49026
49,27,323,27,8.36,49027
49,28,216,21,9.72,49028
49,29,269,28,10.41,49029
49,30,234,31,13.25,49030
49,31,89,12,13.48,49031
49,32,228,46,20.18,49032
49,33,207,27,13.04,49033
49,34,228,30,13.16,49034
49,35,344,50,14.53,49035
49,36,324,42,12.96,49036
49,37,128,24,18.75,49037
49,38,202,19,9.41,49038
49,39,230,28,12.17,49039
49,40,230,38,16.52,49040
49,41,249,36,14.46,49041
49,42,257,29,11.28,49042
49,43,249,15,6.02,49043
49,44,294,46,15.65,49044
50,1,345,55,15.94,50001
50,2,325,54,16.62,50002
50,3,281,32,11.39,50003
50,4,299,38,12.71,50004
50,5,313,43,13.74,50005
50,6,242,39,16.12,50006
50,7,328,66,20.12,50007
50,8,240,47,19.58,50008
50,9,238,42,17.65,50009
50,10,228,39,17.11,50010
50,11,241,33,13.69,50011
50,12,225,23,10.22,50012
50,13,319,53,16.61,50013
50,14,174,22,12.64,50014
50,15,323,68,21.05,50015
50,16,200,18,9.0,50016
50,17,221,51,23.08,50017
50,18,212,39,18.4,50018
50,19,221,45,20.36,50019
50,20,262,54,20.61,50020
50,21,320,58,18.13,50021
50,22,268,52,19.4,50022
50,23,180,47,26.11,50023
50,24,233,49,21.03,50024
50,25,310,73,23.55,50025
50,26,178,31,17.42,50026
50,27,126,14,11.11,50027
50,28,276,49,17.75,50028
50,29,271,54,19.93,50029
50,30,255,41,16.08,50030
50,31,128,6,4.69,50031
50,32,206,32,15.53,50032
50,33,163,36,22.09,50033
50,34,142,16,11.27,50034
50,35,323,60,18.58,50035
50,36,273,60,21.98,50036
50,37,319,42,13.17,50037
50,38,188,16,8.51,50038
50,39,246,31,12.6,50039
50,40,281,53,18.86,50040
50,41,331,51,15.41,50041
50,42,330,56,16.97,50042
50,43,224,37,16.52,50043
50,44,238,51,21.43,50044
50,45,149,34,22.82,50045
