ward,precinct,total,JIM DURKIN,JIM DURKIN Percent,RICHARD J. DURBIN,RICHARD J. DURBIN Percent,STEVEN BURGAUER,STEVEN BURGAUER Percent,precinct_id
19,49,415,57,13.73,353,85.06,5,1.2,19049
19,50,356,14,3.93,335,94.1,7,1.97,19050
19,51,353,127,35.98,225,63.74,1,0.28,19051
19,52,340,139,40.88,199,58.53,2,0.59,19052
19,53,389,134,34.45,251,64.52,4,1.03,19053
19,54,313,110,35.14,198,63.26,5,1.6,19054
19,55,334,105,31.44,228,68.26,1,0.3,19055
19,56,458,125,27.29,329,71.83,4,0.87,19056
19,57,398,108,27.14,285,71.61,5,1.26,19057
19,58,416,159,38.22,249,59.86,8,1.92,19058
19,59,427,148,34.66,275,64.4,4,0.94,19059
19,60,313,16,5.11,296,94.57,1,0.32,19060
19,61,499,141,28.26,355,71.14,3,0.6,19061
19,62,375,102,27.2,270,72.0,3,0.8,19062
19,63,239,46,19.25,190,79.5,3,1.26,19063
19,64,429,85,19.81,334,77.86,10,2.33,19064
19,65,233,53,22.75,178,76.39,2,0.86,19065
19,66,327,13,3.98,311,95.11,3,0.92,19066
19,67,92,37,40.22,54,58.7,1,1.09,19067
20,1,258,9,3.49,249,96.51,0,0.0,20001
20,2,181,13,7.18,167,92.27,1,0.55,20002
20,3,286,17,5.94,267,93.36,2,0.7,20003
20,4,145,18,12.41,125,86.21,2,1.38,20004
20,5,164,8,4.88,154,93.9,2,1.22,20005
20,6,239,14,5.86,224,93.72,1,0.42,20006
20,7,167,17,10.18,149,89.22,1,0.6,20007
20,8,72,10,13.89,60,83.33,2,2.78,20008
20,9,216,9,4.17,206,95.37,1,0.46,20009
20,10,219,4,1.83,212,96.8,3,1.37,20010
20,11,174,5,2.87,168,96.55,1,0.57,20011
20,12,94,6,6.38,87,92.55,1,1.06,20012
20,13,71,3,4.23,67,94.37,1,1.41,20013
20,14,341,21,6.16,318,93.26,2,0.59,20014
20,15,76,14,18.42,57,75.0,5,6.58,20015
20,16,115,7,6.09,105,91.3,3,2.61,20016
20,17,203,10,4.93,190,93.6,3,1.48,20017
20,18,282,13,4.61,265,93.97,4,1.42,20018
20,19,95,2,2.11,91,95.79,2,2.11,20019
20,20,138,3,2.17,135,97.83,0,0.0,20020
20,21,85,10,11.76,73,85.88,2,2.35,20021
20,22,228,1,0.44,225,98.68,2,0.88,20022
20,23,266,18,6.77,244,91.73,4,1.5,20023
20,24,337,12,3.56,323,95.85,2,0.59,20024
20,25,113,3,2.65,108,95.58,2,1.77,20025
20,26,238,28,11.76,206,86.55,4,1.68,20026
20,27,174,2,1.15,167,95.98,5,2.87,20027
20,28,270,15,5.56,249,92.22,6,2.22,20028
20,29,216,10,4.63,203,93.98,3,1.39,20029
20,30,206,7,3.4,195,94.66,4,1.94,20030
20,31,234,6,2.56,225,96.15,3,1.28,20031
20,32,351,11,3.13,337,96.01,3,0.85,20032
20,33,325,14,4.31,308,94.77,3,0.92,20033
20,34,303,12,3.96,287,94.72,4,1.32,20034
20,35,121,4,3.31,116,95.87,1,0.83,20035
20,36,221,9,4.07,210,95.02,2,0.9,20036
20,37,159,6,3.77,151,94.97,2,1.26,20037
20,38,42,2,4.76,40,95.24,0,0.0,20038
20,39,210,9,4.29,200,95.24,1,0.48,20039
20,40,157,5,3.18,151,96.18,1,0.64,20040
20,41,14,1,7.14,13,92.86,0,0.0,20041
20,42,185,6,3.24,178,96.22,1,0.54,20042
20,43,91,17,18.68,71,78.02,3,3.3,20043
20,44,249,16,6.43,230,92.37,3,1.2,20044
20,45,47,0,0.0,47,100.0,0,0.0,20045
20,46,168,9,5.36,158,94.05,1,0.6,20046
20,47,139,6,4.32,131,94.24,2,1.44,20047
20,48,100,8,8.0,92,92.0,0,0.0,20048
20,49,175,8,4.57,166,94.86,1,0.57,20049
20,50,206,10,4.85,195,94.66,1,0.49,20050
20,51,52,5,9.62,45,86.54,2,3.85,20051
20,52,97,4,4.12,91,93.81,2,2.06,20052
20,53,46,5,10.87,41,89.13,0,0.0,20053
20,54,155,8,5.16,145,93.55,2,1.29,20054
20,55,117,3,2.56,113,96.58,1,0.85,20055
21,1,417,17,4.08,397,95.2,3,0.72,21001
21,2,113,2,1.77,110,97.35,1,0.88,21002
21,3,434,25,5.76,405,93.32,4,0.92,21003
21,4,387,15,3.88,368,95.09,4,1.03,21004
21,5,303,13,4.29,289,95.38,1,0.33,21005
21,6,285,14,4.91,270,94.74,1,0.35,21006
21,7,316,12,3.8,302,95.57,2,0.63,21007
21,8,315,8,2.54,303,96.19,4,1.27,21008
21,9,298,6,2.01,290,97.32,2,0.67,21009
21,10,199,7,3.52,190,95.48,2,1.01,21010
21,11,308,8,2.6,300,97.4,0,0.0,21011
21,12,325,9,2.77,311,95.69,5,1.54,21012
21,13,151,7,4.64,143,94.7,1,0.66,21013
21,14,279,10,3.58,267,95.7,2,0.72,21014
21,15,254,12,4.72,242,95.28,0,0.0,21015
21,16,267,16,5.99,249,93.26,2,0.75,21016
21,17,137,5,3.65,130,94.89,2,1.46,21017
21,18,294,11,3.74,281,95.58,2,0.68,21018
21,19,234,5,2.14,227,97.01,2,0.85,21019
21,20,147,8,5.44,137,93.2,2,1.36,21020
21,21,314,18,5.73,293,93.31,3,0.96,21021
21,22,339,12,3.54,321,94.69,6,1.77,21022
21,23,236,7,2.97,229,97.03,0,0.0,21023
21,24,305,11,3.61,291,95.41,3,0.98,21024
21,25,237,7,2.95,227,95.78,3,1.27,21025
21,26,224,7,3.13,217,96.88,0,0.0,21026
21,27,334,23,6.89,308,92.22,3,0.9,21027
21,28,230,9,3.91,218,94.78,3,1.3,21028
21,29,146,3,2.05,142,97.26,1,0.68,21029
21,30,220,7,3.18,210,95.45,3,1.36,21030
21,31,387,15,3.88,371,95.87,1,0.26,21031
21,32,184,2,1.09,181,98.37,1,0.54,21032
21,33,314,13,4.14,294,93.63,7,2.23,21033
21,34,347,9,2.59,334,96.25,4,1.15,21034
21,35,194,5,2.58,189,97.42,0,0.0,21035
21,36,267,10,3.75,251,94.01,6,2.25,21036
21,37,206,13,6.31,190,92.23,3,1.46,21037
21,38,288,9,3.13,277,96.18,2,0.69,21038
21,39,242,8,3.31,231,95.45,3,1.24,21039
21,40,285,10,3.51,274,96.14,1,0.35,21040
21,41,251,3,1.2,245,97.61,3,1.2,21041
21,42,289,9,3.11,277,95.85,3,1.04,21042
21,43,274,5,1.82,266,97.08,3,1.09,21043
21,44,284,12,4.23,268,94.37,4,1.41,21044
21,45,244,6,2.46,238,97.54,0,0.0,21045
21,46,234,9,3.85,220,94.02,5,2.14,21046
21,47,369,22,5.96,340,92.14,7,1.9,21047
21,48,362,14,3.87,346,95.58,2,0.55,21048
21,49,364,12,3.3,344,94.51,8,2.2,21049
21,50,304,11,3.62,288,94.74,5,1.64,21050
21,51,312,12,3.85,295,94.55,5,1.6,21051
21,52,320,14,4.38,302,94.38,4,1.25,21052
21,53,249,10,4.02,239,95.98,0,0.0,21053
21,54,261,10,3.83,247,94.64,4,1.53,21054
21,55,314,10,3.18,301,95.86,3,0.96,21055
21,56,207,12,5.8,193,93.24,2,0.97,21056
21,57,295,13,4.41,279,94.58,3,1.02,21057
21,58,216,9,4.17,207,95.83,0,0.0,21058
21,59,356,16,4.49,338,94.94,2,0.56,21059
21,60,286,13,4.55,270,94.41,3,1.05,21060
21,61,328,10,3.05,315,96.04,3,0.91,21061
21,62,277,9,3.25,261,94.22,7,2.53,21062
21,63,277,11,3.97,262,94.58,4,1.44,21063
21,64,154,5,3.25,147,95.45,2,1.3,21064
21,65,257,15,5.84,241,93.77,1,0.39,21065
21,66,235,6,2.55,229,97.45,0,0.0,21066
21,67,240,8,3.33,229,95.42,3,1.25,21067
21,68,305,15,4.92,289,94.75,1,0.33,21068
21,69,239,11,4.6,225,94.14,3,1.26,21069
21,70,197,15,7.61,178,90.36,4,2.03,21070
21,71,220,10,4.55,209,95.0,1,0.45,21071
21,72,244,12,4.92,227,93.03,5,2.05,21072
21,73,366,15,4.1,345,94.26,6,1.64,21073
21,74,109,5,4.59,103,94.5,1,0.92,21074
21,75,210,3,1.43,206,98.1,1,0.48,21075
21,76,293,14,4.78,278,94.88,1,0.34,21076
22,1,134,13,9.7,121,90.3,0,0.0,22001
22,2,116,16,13.79,97,83.62,3,2.59,22002
22,3,128,15,11.72,110,85.94,3,2.34,22003
22,4,171,15,8.77,154,90.06,2,1.17,22004
22,5,195,22,11.28,170,87.18,3,1.54,22005
22,6,176,13,7.39,161,91.48,2,1.14,22006
22,7,212,7,3.3,204,96.23,1,0.47,22007
22,8,139,23,16.55,112,80.58,4,2.88,22008
22,9,163,8,4.91,148,90.8,7,4.29,22009
22,10,151,10,6.62,138,91.39,3,1.99,22010
22,11,170,15,8.82,152,89.41,3,1.76,22011
22,12,116,19,16.38,94,81.03,3,2.59,22012
22,13,204,19,9.31,181,88.73,4,1.96,22013
22,14,128,12,9.38,116,90.63,0,0.0,22014
22,15,140,16,11.43,124,88.57,0,0.0,22015
22,16,209,15,7.18,187,89.47,7,3.35,22016
22,17,149,18,12.08,131,87.92,0,0.0,22017
22,18,173,18,10.4,150,86.71,5,2.89,22018
22,19,181,5,2.76,175,96.69,1,0.55,22019
22,20,193,26,13.47,164,84.97,3,1.55,22020
22,21,235,12,5.11,222,94.47,1,0.43,22021
22,22,134,11,8.21,120,89.55,3,2.24,22022
22,23,99,3,3.03,94,94.95,2,2.02,22023
22,24,139,14,10.07,124,89.21,1,0.72,22024
22,25,125,9,7.2,113,90.4,3,2.4,22025
22,26,132,11,8.33,115,87.12,6,4.55,22026
22,27,167,18,10.78,146,87.43,3,1.8,22027
22,28,138,8,5.8,130,94.2,0,0.0,22028
22,29,112,15,13.39,95,84.82,2,1.79,22029
22,30,178,15,8.43,161,90.45,2,1.12,22030
23,1,310,83,26.77,225,72.58,2,0.65,23001
23,2,399,91,22.81,303,75.94,5,1.25,23002
23,3,330,114,34.55,210,63.64,6,1.82,23003
23,4,322,122,37.89,196,60.87,4,1.24,23004
23,5,247,50,20.24,193,78.14,4,1.62,23005
23,6,349,84,24.07,261,74.79,4,1.15,23006
23,7,150,0,0.0,147,98.0,3,2.0,23007
23,8,362,104,28.73,254,70.17,4,1.1,23008
23,9,269,53,19.7,211,78.44,5,1.86,23009
23,10,386,75,19.43,307,79.53,4,1.04,23010
23,11,368,120,32.61,245,66.58,3,0.82,23011
23,12,304,119,39.14,184,60.53,1,0.33,23012
23,13,395,132,33.42,258,65.32,5,1.27,23013
23,14,150,3,2.0,145,96.67,2,1.33,23014
23,15,343,114,33.24,226,65.89,3,0.87,23015
23,16,374,107,28.61,263,70.32,4,1.07,23016
23,17,409,129,31.54,274,66.99,6,1.47,23017
23,18,282,84,29.79,195,69.15,3,1.06,23018
23,19,314,88,28.03,223,71.02,3,0.96,23019
23,20,304,83,27.3,217,71.38,4,1.32,23020
23,21,255,11,4.31,242,94.9,2,0.78,23021
23,22,369,108,29.27,255,69.11,6,1.63,23022
23,23,323,101,31.27,215,66.56,7,2.17,23023
23,24,214,53,24.77,155,72.43,6,2.8,23024
23,25,235,63,26.81,167,71.06,5,2.13,23025
23,26,339,121,35.69,212,62.54,6,1.77,23026
23,27,307,91,29.64,210,68.4,6,1.95,23027
23,28,340,93,27.35,243,71.47,4,1.18,23028
23,29,261,58,22.22,199,76.25,4,1.53,23029
23,30,325,98,30.15,224,68.92,3,0.92,23030
23,31,275,53,19.27,218,79.27,4,1.45,23031
23,32,337,74,21.96,258,76.56,5,1.48,23032
23,33,342,80,23.39,256,74.85,6,1.75,23033
23,34,262,69,26.34,186,70.99,7,2.67,23034
23,35,209,9,4.31,199,95.22,1,0.48,23035
23,36,442,126,28.51,312,70.59,4,0.9,23036
23,37,224,2,0.89,220,98.21,2,0.89,23037
23,38,248,67,27.02,181,72.98,0,0.0,23038
23,39,323,101,31.27,218,67.49,4,1.24,23039
23,40,328,120,36.59,205,62.5,3,0.91,23040
23,41,309,97,31.39,209,67.64,3,0.97,23041
23,42,278,72,25.9,204,73.38,2,0.72,23042
23,43,383,112,29.24,267,69.71,4,1.04,23043
23,44,318,89,27.99,221,69.5,8,2.52,23044
23,45,363,111,30.58,249,68.6,3,0.83,23045
23,46,339,91,26.84,246,72.57,2,0.59,23046
23,47,382,137,35.86,233,60.99,12,3.14,23047
23,48,257,62,24.12,190,73.93,5,1.95,23048
23,49,420,156,37.14,257,61.19,7,1.67,23049
23,50,212,59,27.83,151,71.23,2,0.94,23050
23,51,283,56,19.79,223,78.8,4,1.41,23051
23,52,410,119,29.02,288,70.24,3,0.73,23052
23,53,233,49,21.03,184,78.97,0,0.0,23053
23,54,469,144,30.7,318,67.8,7,1.49,23054
23,55,340,111,32.65,227,66.76,2,0.59,23055
23,56,286,109,38.11,175,61.19,2,0.7,23056
24,1,191,15,7.85,173,90.58,3,1.57,24001
24,2,243,14,5.76,226,93.0,3,1.23,24002
24,3,205,14,6.83,187,91.22,4,1.95,24003
24,4,224,9,4.02,213,95.09,2,0.89,24004
24,5,209,9,4.31,197,94.26,3,1.44,24005
24,6,270,10,3.7,258,95.56,2,0.74,24006
24,7,213,7,3.29,206,96.71,0,0.0,24007
24,8,206,10,4.85,193,93.69,3,1.46,24008
24,9,258,17,6.59,241,93.41,0,0.0,24009
24,10,200,9,4.5,190,95.0,1,0.5,24010
24,11,138,6,4.35,130,94.2,2,1.45,24011
24,12,187,9,4.81,175,93.58,3,1.6,24012
24,13,188,8,4.26,179,95.21,1,0.53,24013
24,14,310,14,4.52,292,94.19,4,1.29,24014
24,15,206,9,4.37,196,95.15,1,0.49,24015
24,16,183,9,4.92,173,94.54,1,0.55,24016
24,17,245,11,4.49,230,93.88,4,1.63,24017
24,18,160,2,1.25,155,96.88,3,1.88,24018
24,19,180,4,2.22,173,96.11,3,1.67,24019
24,20,247,6,2.43,237,95.95,4,1.62,24020
24,21,173,11,6.36,161,93.06,1,0.58,24021
24,22,226,9,3.98,216,95.58,1,0.44,24022
24,23,232,14,6.03,216,93.1,2,0.86,24023
24,24,159,6,3.77,152,95.6,1,0.63,24024
24,25,136,7,5.15,128,94.12,1,0.74,24025
24,26,269,9,3.35,258,95.91,2,0.74,24026
24,27,153,9,5.88,143,93.46,1,0.65,24027
24,28,246,8,3.25,235,95.53,3,1.22,24028
24,29,253,13,5.14,236,93.28,4,1.58,24029
24,30,192,10,5.21,181,94.27,1,0.52,24030
24,31,209,6,2.87,200,95.69,3,1.44,24031
24,32,215,10,4.65,205,95.35,0,0.0,24032
24,33,180,4,2.22,174,96.67,2,1.11,24033
24,34,207,9,4.35,198,95.65,0,0.0,24034
24,35,135,5,3.7,129,95.56,1,0.74,24035
24,36,221,9,4.07,211,95.48,1,0.45,24036
24,37,225,8,3.56,215,95.56,2,0.89,24037
24,38,222,9,4.05,211,95.05,2,0.9,24038
24,39,234,4,1.71,229,97.86,1,0.43,24039
24,40,287,12,4.18,272,94.77,3,1.05,24040
24,41,198,5,2.53,190,95.96,3,1.52,24041
24,42,205,12,5.85,191,93.17,2,0.98,24042
24,43,283,18,6.36,262,92.58,3,1.06,24043
24,44,86,4,4.65,81,94.19,1,1.16,24044
24,45,205,6,2.93,197,96.1,2,0.98,24045
24,46,218,8,3.67,206,94.5,4,1.83,24046
24,47,198,6,3.03,185,93.43,7,3.54,24047
24,48,122,8,6.56,112,91.8,2,1.64,24048
24,49,300,11,3.67,285,95.0,4,1.33,24049
24,50,336,13,3.87,321,95.54,2,0.6,24050
24,51,292,14,4.79,276,94.52,2,0.68,24051
24,52,203,8,3.94,195,96.06,0,0.0,24052
24,53,204,16,7.84,183,89.71,5,2.45,24053
24,54,209,9,4.31,198,94.74,2,0.96,24054
24,55,107,0,0.0,106,99.07,1,0.93,24055
24,56,271,10,3.69,258,95.2,3,1.11,24056
24,57,199,26,13.07,169,84.92,4,2.01,24057
24,58,246,14,5.69,229,93.09,3,1.22,24058
24,59,125,2,1.6,123,98.4,0,0.0,24059
25,1,221,36,16.29,180,81.45,5,2.26,25001
25,2,263,26,9.89,230,87.45,7,2.66,25002
25,3,110,8,7.27,100,90.91,2,1.82,25003
25,4,330,69,20.91,253,76.67,8,2.42,25004
25,5,305,78,25.57,223,73.11,4,1.31,25005
25,6,184,22,11.96,158,85.87,4,2.17,25006
25,7,207,30,14.49,174,84.06,3,1.45,25007
25,8,216,30,13.89,180,83.33,6,2.78,25008
25,9,294,43,14.63,244,82.99,7,2.38,25009
25,10,162,18,11.11,141,87.04,3,1.85,25010
25,11,185,28,15.14,154,83.24,3,1.62,25011
25,12,216,25,11.57,180,83.33,11,5.09,25012
25,13,265,30,11.32,231,87.17,4,1.51,25013
25,14,216,46,21.3,166,76.85,4,1.85,25014
25,15,232,32,13.79,191,82.33,9,3.88,25015
25,16,154,25,16.23,126,81.82,3,1.95,25016
25,17,407,32,7.86,362,88.94,13,3.19,25017
25,18,371,43,11.59,324,87.33,4,1.08,25018
25,19,259,17,6.56,231,89.19,11,4.25,25019
25,20,307,30,9.77,271,88.27,6,1.95,25020
25,21,230,75,32.61,152,66.09,3,1.3,25021
25,22,129,20,15.5,108,83.72,1,0.78,25022
25,23,260,17,6.54,237,91.15,6,2.31,25023
25,24,216,36,16.67,179,82.87,1,0.46,25024
25,25,268,63,23.51,195,72.76,10,3.73,25025
25,26,202,55,27.23,143,70.79,4,1.98,25026
25,27,242,54,22.31,185,76.45,3,1.24,25027
25,28,357,100,28.01,251,70.31,6,1.68,25028
25,29,216,25,11.57,187,86.57,4,1.85,25029
25,30,242,26,10.74,211,87.19,5,2.07,25030
26,1,142,26,18.31,112,78.87,4,2.82,26001
26,2,138,8,5.8,127,92.03,3,2.17,26002
26,3,122,12,9.84,108,88.52,2,1.64,26003
26,4,131,27,20.61,101,77.1,3,2.29,26004
26,5,237,21,8.86,213,89.87,3,1.27,26005
26,6,112,14,12.5,97,86.61,1,0.89,26006
26,7,114,21,18.42,89,78.07,4,3.51,26007
26,8,123,16,13.01,101,82.11,6,4.88,26008
26,9,115,13,11.3,100,86.96,2,1.74,26009
26,10,113,9,7.96,102,90.27,2,1.77,26010
26,11,143,19,13.29,119,83.22,5,3.5,26011
26,12,104,10,9.62,90,86.54,4,3.85,26012
26,13,179,34,18.99,140,78.21,5,2.79,26013
26,14,141,17,12.06,121,85.82,3,2.13,26014
26,15,126,15,11.9,108,85.71,3,2.38,26015
26,16,133,9,6.77,122,91.73,2,1.5,26016
26,17,149,42,28.19,106,71.14,1,0.67,26017
26,18,101,13,12.87,88,87.13,0,0.0,26018
26,19,223,32,14.35,183,82.06,8,3.59,26019
26,20,177,12,6.78,159,89.83,6,3.39,26020
26,21,170,15,8.82,153,90.0,2,1.18,26021
26,22,108,12,11.11,92,85.19,4,3.7,26022
26,23,143,16,11.19,125,87.41,2,1.4,26023
26,24,135,23,17.04,108,80.0,4,2.96,26024
26,25,81,4,4.94,74,91.36,3,3.7,26025
26,26,101,17,16.83,83,82.18,1,0.99,26026
26,27,131,14,10.69,116,88.55,1,0.76,26027
26,28,146,13,8.9,127,86.99,6,4.11,26028
26,29,142,17,11.97,124,87.32,1,0.7,26029
26,30,167,17,10.18,147,88.02,3,1.8,26030
26,31,160,17,10.63,141,88.13,2,1.25,26031
26,32,183,37,20.22,142,77.6,4,2.19,26032
26,33,132,58,43.94,70,53.03,4,3.03,26033
26,34,149,16,10.74,130,87.25,3,2.01,26034
26,35,163,28,17.18,131,80.37,4,2.45,26035
26,36,148,11,7.43,136,91.89,1,0.68,26036
26,37,101,9,8.91,88,87.13,4,3.96,26037
26,38,120,11,9.17,107,89.17,2,1.67,26038
26,39,121,8,6.61,109,90.08,4,3.31,26039
26,40,61,5,8.2,52,85.25,4,6.56,26040
26,41,118,11,9.32,105,88.98,2,1.69,26041
26,42,121,10,8.26,102,84.3,9,7.44,26042
26,43,112,13,11.61,97,86.61,2,1.79,26043
26,44,111,14,12.61,96,86.49,1,0.9,26044
26,45,133,5,3.76,125,93.98,3,2.26,26045
26,46,281,61,21.71,216,76.87,4,1.42,26046
26,47,86,15,17.44,69,80.23,2,2.33,26047
26,48,176,16,9.09,155,88.07,5,2.84,26048
26,49,107,15,14.02,92,85.98,0,0.0,26049
26,50,88,7,7.95,79,89.77,2,2.27,26050
26,51,162,14,8.64,146,90.12,2,1.23,26051
26,52,78,4,5.13,73,93.59,1,1.28,26052
26,53,109,13,11.93,94,86.24,2,1.83,26053
26,54,125,7,5.6,116,92.8,2,1.6,26054
26,55,113,13,11.5,99,87.61,1,0.88,26055
26,56,134,7,5.22,121,90.3,6,4.48,26056
26,57,105,22,20.95,80,76.19,3,2.86,26057
26,58,118,9,7.63,107,90.68,2,1.69,26058
26,59,142,13,9.15,128,90.14,1,0.7,26059
26,60,111,20,18.02,89,80.18,2,1.8,26060
26,61,107,11,10.28,93,86.92,3,2.8,26061
26,62,179,28,15.64,147,82.12,4,2.23,26062
26,63,55,9,16.36,45,81.82,1,1.82,26063
27,1,122,47,38.52,73,59.84,2,1.64,27001
27,2,194,15,7.73,178,91.75,1,0.52,27002
27,3,240,8,3.33,230,95.83,2,0.83,27003
27,4,164,16,9.76,142,86.59,6,3.66,27004
27,5,57,12,21.05,44,77.19,1,1.75,27005
27,6,157,3,1.91,153,97.45,1,0.64,27006
27,7,216,64,29.63,146,67.59,6,2.78,27007
27,8,117,4,3.42,112,95.73,1,0.85,27008
27,9,358,22,6.15,334,93.3,2,0.56,27009
27,10,363,13,3.58,344,94.77,6,1.65,27010
27,11,120,4,3.33,116,96.67,0,0.0,27011
27,12,153,6,3.92,143,93.46,4,2.61,27012
27,13,79,11,13.92,68,86.08,0,0.0,27013
27,14,117,2,1.71,112,95.73,3,2.56,27014
27,15,144,14,9.72,128,88.89,2,1.39,27015
27,16,125,44,35.2,80,64.0,1,0.8,27016
27,17,129,33,25.58,95,73.64,1,0.78,27017
27,18,120,32,26.67,84,70.0,4,3.33,27018
27,19,236,14,5.93,222,94.07,0,0.0,27019
27,20,333,4,1.2,328,98.5,1,0.3,27020
27,21,130,4,3.08,124,95.38,2,1.54,27021
27,22,194,10,5.15,182,93.81,2,1.03,27022
27,23,74,4,5.41,70,94.59,0,0.0,27023
27,24,220,10,4.55,210,95.45,0,0.0,27024
27,25,171,9,5.26,161,94.15,1,0.58,27025
27,26,192,15,7.81,176,91.67,1,0.52,27026
27,27,124,2,1.61,117,94.35,5,4.03,27027
27,28,242,64,26.45,172,71.07,6,2.48,27028
27,29,196,7,3.57,187,95.41,2,1.02,27029
27,30,148,6,4.05,141,95.27,1,0.68,27030
27,31,204,3,1.47,196,96.08,5,2.45,27031
27,32,160,24,15.0,132,82.5,4,2.5,27032
27,33,205,16,7.8,185,90.24,4,1.95,27033
27,34,171,6,3.51,164,95.91,1,0.58,27034
27,35,435,84,19.31,341,78.39,10,2.3,27035
27,36,203,13,6.4,185,91.13,5,2.46,27036
27,37,138,14,10.14,122,88.41,2,1.45,27037
27,38,221,35,15.84,173,78.28,13,5.88,27038
27,39,150,5,3.33,145,96.67,0,0.0,27039
27,40,170,4,2.35,163,95.88,3,1.76,27040
27,41,300,84,28.0,207,69.0,9,3.0,27041
27,42,138,43,31.16,95,68.84,0,0.0,27042
27,43,190,6,3.16,180,94.74,4,2.11,27043
27,44,155,8,5.16,147,94.84,0,0.0,27044
27,45,205,5,2.44,199,97.07,1,0.49,27045
27,46,205,12,5.85,189,92.2,4,1.95,27046
27,47,189,10,5.29,177,93.65,2,1.06,27047
27,48,209,8,3.83,198,94.74,3,1.44,27048
27,49,168,8,4.76,155,92.26,5,2.98,27049
27,50,360,80,22.22,277,76.94,3,0.83,27050
27,51,155,9,5.81,141,90.97,5,3.23,27051
27,52,78,8,10.26,70,89.74,0,0.0,27052
27,53,104,8,7.69,96,92.31,0,0.0,27053
27,54,307,91,29.64,212,69.06,4,1.3,27054
27,55,115,27,23.48,84,73.04,4,3.48,27055
27,56,163,22,13.5,139,85.28,2,1.23,27056
27,57,165,33,20.0,129,78.18,3,1.82,27057
27,58,178,37,20.79,136,76.4,5,2.81,27058
27,59,267,23,8.61,239,89.51,5,1.87,27059
27,60,61,2,3.28,59,96.72,0,0.0,27060
27,61,55,1,1.82,54,98.18,0,0.0,27061
27,62,184,7,3.8,176,95.65,1,0.54,27062
27,63,229,13,5.68,214,93.45,2,0.87,27063
27,64,180,9,5.0,169,93.89,2,1.11,27064
28,1,200,5,2.5,190,95.0,5,2.5,28001
28,2,141,4,2.84,137,97.16,0,0.0,28002
28,3,113,3,2.65,110,97.35,0,0.0,28003
28,4,159,10,6.29,147,92.45,2,1.26,28004
28,5,58,1,1.72,57,98.28,0,0.0,28005
28,6,155,4,2.58,148,95.48,3,1.94,28006
28,7,231,11,4.76,220,95.24,0,0.0,28007
28,8,136,3,2.21,133,97.79,0,0.0,28008
28,9,138,3,2.17,134,97.1,1,0.72,28009
28,10,55,3,5.45,52,94.55,0,0.0,28010
28,11,123,2,1.63,121,98.37,0,0.0,28011
28,12,97,1,1.03,96,98.97,0,0.0,28012
28,13,72,4,5.56,67,93.06,1,1.39,28013
28,14,146,8,5.48,138,94.52,0,0.0,28014
28,15,132,5,3.79,126,95.45,1,0.76,28015
28,16,178,6,3.37,171,96.07,1,0.56,28016
28,17,195,21,10.77,173,88.72,1,0.51,28017
28,18,250,7,2.8,239,95.6,4,1.6,28018
28,19,225,7,3.11,217,96.44,1,0.44,28019
28,20,209,12,5.74,195,93.3,2,0.96,28020
28,21,239,6,2.51,231,96.65,2,0.84,28021
28,22,183,7,3.83,176,96.17,0,0.0,28022
28,23,231,10,4.33,221,95.67,0,0.0,28023
28,24,152,4,2.63,147,96.71,1,0.66,28024
28,25,145,5,3.45,140,96.55,0,0.0,28025
28,26,201,8,3.98,191,95.02,2,1.0,28026
28,27,126,4,3.17,122,96.83,0,0.0,28027
28,28,167,8,4.79,156,93.41,3,1.8,28028
28,29,166,24,14.46,138,83.13,4,2.41,28029
28,30,137,7,5.11,129,94.16,1,0.73,28030
28,31,136,5,3.68,130,95.59,1,0.74,28031
28,32,189,9,4.76,179,94.71,1,0.53,28032
28,33,155,5,3.23,149,96.13,1,0.65,28033
28,34,19,6,31.58,12,63.16,1,5.26,28034
28,35,156,6,3.85,149,95.51,1,0.64,28035
28,36,202,9,4.46,191,94.55,2,0.99,28036
28,37,238,13,5.46,224,94.12,1,0.42,28037
28,38,79,5,6.33,72,91.14,2,2.53,28038
28,39,110,13,11.82,96,87.27,1,0.91,28039
28,40,217,11,5.07,206,94.93,0,0.0,28040
28,41,92,2,2.17,88,95.65,2,2.17,28041
28,42,143,4,2.8,139,97.2,0,0.0,28042
28,43,127,8,6.3,116,91.34,3,2.36,28043
28,44,132,2,1.52,129,97.73,1,0.76,28044
28,45,156,6,3.85,149,95.51,1,0.64,28045
28,46,158,6,3.8,149,94.3,3,1.9,28046
28,47,145,4,2.76,140,96.55,1,0.69,28047
28,48,119,4,3.36,113,94.96,2,1.68,28048
28,49,120,5,4.17,114,95.0,1,0.83,28049
28,50,114,8,7.02,106,92.98,0,0.0,28050
28,51,203,8,3.94,189,93.1,6,2.96,28051
28,52,195,4,2.05,188,96.41,3,1.54,28052
28,53,88,5,5.68,82,93.18,1,1.14,28053
28,54,178,8,4.49,168,94.38,2,1.12,28054
28,55,165,6,3.64,159,96.36,0,0.0,28055
28,56,182,6,3.3,173,95.05,3,1.65,28056
28,57,144,10,6.94,132,91.67,2,1.39,28057
28,58,148,10,6.76,136,91.89,2,1.35,28058
28,59,149,2,1.34,143,95.97,4,2.68,28059
28,60,167,2,1.2,164,98.2,1,0.6,28060
28,61,101,3,2.97,98,97.03,0,0.0,28061
28,62,186,7,3.76,178,95.7,1,0.54,28062
28,63,203,4,1.97,194,95.57,5,2.46,28063
