ward,precinct,total,J. RYAN AND C. HAWKINSON,J. RYAN AND C. HAWKINSON Percent,R. BLAGOJEVICH AND P. QUINN,R. BLAGOJEVICH AND P. QUINN Percent,C. SKINNER AND J. TOBIN,C. SKINNER AND J. TOBIN Percent,M. BROWN,M. BROWN Percent,precinct_id
23,47,385,174,45.19,200,51.95,9,2.34,2,0.52,23047
23,48,276,83,30.07,186,67.39,5,1.81,2,0.72,23048
23,49,438,181,41.32,249,56.85,6,1.37,2,0.46,23049
23,50,227,66,29.07,157,69.16,4,1.76,0,0.0,23050
23,51,291,69,23.71,218,74.91,3,1.03,1,0.34,23051
23,52,423,164,38.77,255,60.28,3,0.71,1,0.24,23052
23,53,249,61,24.5,186,74.7,1,0.4,1,0.4,23053
23,54,487,177,36.34,307,63.04,1,0.21,2,0.41,23054
23,55,360,141,39.17,209,58.06,9,2.5,1,0.28,23055
23,56,296,147,49.66,148,50.0,1,0.34,0,0.0,23056
24,1,196,5,2.55,188,95.92,1,0.51,2,1.02,24001
24,2,254,6,2.36,245,96.46,0,0.0,3,1.18,24002
24,3,218,5,2.29,212,97.25,1,0.46,0,0.0,24003
24,4,223,5,2.24,215,96.41,0,0.0,3,1.35,24004
24,5,227,8,3.52,215,94.71,1,0.44,3,1.32,24005
24,6,282,13,4.61,263,93.26,0,0.0,6,2.13,24006
24,7,218,3,1.38,214,98.17,0,0.0,1,0.46,24007
24,8,228,6,2.63,219,96.05,1,0.44,2,0.88,24008
24,9,260,14,5.38,244,93.85,0,0.0,2,0.77,24009
24,10,213,5,2.35,205,96.24,1,0.47,2,0.94,24010
24,11,146,7,4.79,137,93.84,0,0.0,2,1.37,24011
24,12,193,4,2.07,188,97.41,1,0.52,0,0.0,24012
24,13,199,6,3.02,191,95.98,0,0.0,2,1.01,24013
24,14,319,9,2.82,298,93.42,2,0.63,10,3.13,24014
24,15,210,2,0.95,207,98.57,0,0.0,1,0.48,24015
24,16,189,4,2.12,179,94.71,2,1.06,4,2.12,24016
24,17,248,5,2.02,237,95.56,1,0.4,5,2.02,24017
24,18,163,3,1.84,160,98.16,0,0.0,0,0.0,24018
24,19,188,2,1.06,182,96.81,1,0.53,3,1.6,24019
24,20,257,14,5.45,240,93.39,1,0.39,2,0.78,24020
24,21,175,5,2.86,168,96.0,2,1.14,0,0.0,24021
24,22,235,7,2.98,224,95.32,4,1.7,0,0.0,24022
24,23,241,6,2.49,232,96.27,0,0.0,3,1.24,24023
24,24,162,5,3.09,157,96.91,0,0.0,0,0.0,24024
24,25,143,9,6.29,133,93.01,0,0.0,1,0.7,24025
24,26,272,15,5.51,250,91.91,2,0.74,5,1.84,24026
24,27,153,4,2.61,147,96.08,1,0.65,1,0.65,24027
24,28,259,6,2.32,250,96.53,1,0.39,2,0.77,24028
24,29,256,6,2.34,248,96.88,0,0.0,2,0.78,24029
24,30,196,7,3.57,187,95.41,0,0.0,2,1.02,24030
24,31,221,11,4.98,206,93.21,2,0.9,2,0.9,24031
24,32,235,6,2.55,228,97.02,0,0.0,1,0.43,24032
24,33,187,0,0.0,183,97.86,2,1.07,2,1.07,24033
24,34,214,7,3.27,205,95.79,1,0.47,1,0.47,24034
24,35,139,4,2.88,133,95.68,1,0.72,1,0.72,24035
24,36,229,9,3.93,219,95.63,0,0.0,1,0.44,24036
24,37,230,6,2.61,218,94.78,2,0.87,4,1.74,24037
24,38,231,7,3.03,223,96.54,0,0.0,1,0.43,24038
24,39,246,4,1.63,237,96.34,0,0.0,5,2.03,24039
24,40,296,16,5.41,272,91.89,4,1.35,4,1.35,24040
24,41,206,0,0.0,203,98.54,3,1.46,0,0.0,24041
24,42,211,4,1.9,203,96.21,2,0.95,2,0.95,24042
24,43,311,14,4.5,295,94.86,1,0.32,1,0.32,24043
24,44,86,3,3.49,83,96.51,0,0.0,0,0.0,24044
24,45,211,5,2.37,206,97.63,0,0.0,0,0.0,24045
24,46,233,5,2.15,225,96.57,1,0.43,2,0.86,24046
24,47,185,6,3.24,173,93.51,1,0.54,5,2.7,24047
24,48,127,5,3.94,121,95.28,0,0.0,1,0.79,24048
24,49,314,13,4.14,300,95.54,0,0.0,1,0.32,24049
24,50,343,12,3.5,330,96.21,1,0.29,0,0.0,24050
24,51,304,13,4.28,288,94.74,2,0.66,1,0.33,24051
24,52,211,1,0.47,205,97.16,2,0.95,3,1.42,24052
24,53,211,12,5.69,193,91.47,3,1.42,3,1.42,24053
24,54,220,6,2.73,210,95.45,1,0.45,3,1.36,24054
24,55,115,2,1.74,111,96.52,1,0.87,1,0.87,24055
24,56,276,7,2.54,266,96.38,0,0.0,3,1.09,24056
24,57,216,20,9.26,190,87.96,2,0.93,4,1.85,24057
24,58,262,10,3.82,247,94.27,3,1.15,2,0.76,24058
24,59,127,2,1.57,122,96.06,1,0.79,2,1.57,24059
25,1,235,48,20.43,184,78.3,3,1.28,0,0.0,25001
25,2,276,29,10.51,232,84.06,11,3.99,4,1.45,25002
25,3,111,9,8.11,99,89.19,3,2.7,0,0.0,25003
25,4,345,86,24.93,252,73.04,6,1.74,1,0.29,25004
25,5,311,80,25.72,225,72.35,5,1.61,1,0.32,25005
25,6,200,27,13.5,165,82.5,5,2.5,3,1.5,25006
25,7,222,28,12.61,189,85.14,3,1.35,2,0.9,25007
25,8,236,25,10.59,206,87.29,3,1.27,2,0.85,25008
25,9,330,43,13.03,280,84.85,3,0.91,4,1.21,25009
25,10,166,14,8.43,146,87.95,4,2.41,2,1.2,25010
25,11,204,20,9.8,179,87.75,4,1.96,1,0.49,25011
25,12,223,29,13.0,184,82.51,6,2.69,4,1.79,25012
25,13,291,27,9.28,263,90.38,0,0.0,1,0.34,25013
25,14,221,60,27.15,154,69.68,2,0.9,5,2.26,25014
25,15,252,37,14.68,207,82.14,6,2.38,2,0.79,25015
25,16,155,42,27.1,111,71.61,1,0.65,1,0.65,25016
25,17,428,30,7.01,384,89.72,7,1.64,7,1.64,25017
25,18,386,61,15.8,319,82.64,4,1.04,2,0.52,25018
25,19,281,27,9.61,246,87.54,4,1.42,4,1.42,25019
25,20,323,42,13.0,278,86.07,0,0.0,3,0.93,25020
25,21,231,86,37.23,139,60.17,4,1.73,2,0.87,25021
25,22,139,21,15.11,112,80.58,4,2.88,2,1.44,25022
25,23,278,14,5.04,256,92.09,5,1.8,3,1.08,25023
25,24,241,41,17.01,195,80.91,2,0.83,3,1.24,25024
25,25,272,93,34.19,169,62.13,5,1.84,5,1.84,25025
25,26,207,59,28.5,143,69.08,4,1.93,1,0.48,25026
25,27,248,74,29.84,168,67.74,5,2.02,1,0.4,25027
25,28,358,142,39.66,208,58.1,8,2.23,0,0.0,25028
25,29,227,32,14.1,190,83.7,2,0.88,3,1.32,25029
25,30,261,34,13.03,219,83.91,4,1.53,4,1.53,25030
26,1,149,28,18.79,117,78.52,2,1.34,2,1.34,26001
26,2,160,3,1.88,152,95.0,3,1.88,2,1.25,26002
26,3,133,13,9.77,119,89.47,1,0.75,0,0.0,26003
26,4,141,25,17.73,112,79.43,0,0.0,4,2.84,26004
26,5,247,20,8.1,224,90.69,1,0.4,2,0.81,26005
26,6,146,16,10.96,127,86.99,1,0.68,2,1.37,26006
26,7,117,27,23.08,86,73.5,3,2.56,1,0.85,26007
26,8,125,25,20.0,92,73.6,3,2.4,5,4.0,26008
26,9,144,14,9.72,127,88.19,2,1.39,1,0.69,26009
26,10,125,6,4.8,115,92.0,4,3.2,0,0.0,26010
26,11,156,26,16.67,125,80.13,4,2.56,1,0.64,26011
26,12,124,15,12.1,106,85.48,2,1.61,1,0.81,26012
26,13,187,46,24.6,130,69.52,10,5.35,1,0.53,26013
26,14,162,19,11.73,143,88.27,0,0.0,0,0.0,26014
26,15,145,15,10.34,128,88.28,2,1.38,0,0.0,26015
26,16,147,7,4.76,139,94.56,0,0.0,1,0.68,26016
26,17,152,47,30.92,102,67.11,0,0.0,3,1.97,26017
26,18,110,14,12.73,96,87.27,0,0.0,0,0.0,26018
26,19,233,31,13.3,190,81.55,10,4.29,2,0.86,26019
26,20,189,16,8.47,169,89.42,3,1.59,1,0.53,26020
26,21,188,20,10.64,165,87.77,1,0.53,2,1.06,26021
26,22,119,10,8.4,106,89.08,0,0.0,3,2.52,26022
26,23,159,16,10.06,142,89.31,1,0.63,0,0.0,26023
26,24,145,32,22.07,109,75.17,3,2.07,1,0.69,26024
26,25,94,6,6.38,88,93.62,0,0.0,0,0.0,26025
26,26,115,17,14.78,96,83.48,2,1.74,0,0.0,26026
26,27,149,17,11.41,129,86.58,1,0.67,2,1.34,26027
26,28,155,15,9.68,136,87.74,1,0.65,3,1.94,26028
26,29,130,12,9.23,115,88.46,1,0.77,2,1.54,26029
26,30,180,20,11.11,155,86.11,3,1.67,2,1.11,26030
26,31,206,19,9.22,185,89.81,1,0.49,1,0.49,26031
26,32,195,45,23.08,146,74.87,3,1.54,1,0.51,26032
26,33,145,70,48.28,70,48.28,3,2.07,2,1.38,26033
26,34,169,17,10.06,145,85.8,3,1.78,4,2.37,26034
26,35,168,38,22.62,122,72.62,8,4.76,0,0.0,26035
26,36,150,9,6.0,135,90.0,3,2.0,3,2.0,26036
26,37,110,10,9.09,97,88.18,2,1.82,1,0.91,26037
26,38,132,9,6.82,117,88.64,3,2.27,3,2.27,26038
26,39,126,8,6.35,115,91.27,1,0.79,2,1.59,26039
26,40,71,8,11.27,61,85.92,2,2.82,0,0.0,26040
26,41,133,5,3.76,122,91.73,2,1.5,4,3.01,26041
26,42,137,10,7.3,123,89.78,2,1.46,2,1.46,26042
26,43,127,18,14.17,106,83.46,1,0.79,2,1.57,26043
26,44,130,8,6.15,121,93.08,0,0.0,1,0.77,26044
26,45,147,9,6.12,133,90.48,2,1.36,3,2.04,26045
26,46,286,73,25.52,204,71.33,7,2.45,2,0.7,26046
26,47,99,17,17.17,81,81.82,0,0.0,1,1.01,26047
26,48,205,18,8.78,184,89.76,0,0.0,3,1.46,26048
26,49,117,13,11.11,102,87.18,2,1.71,0,0.0,26049
26,50,96,9,9.38,84,87.5,1,1.04,2,2.08,26050
26,51,184,18,9.78,162,88.04,2,1.09,2,1.09,26051
26,52,94,5,5.32,88,93.62,0,0.0,1,1.06,26052
26,53,116,12,10.34,103,88.79,0,0.0,1,0.86,26053
26,54,128,11,8.59,116,90.63,0,0.0,1,0.78,26054
26,55,133,11,8.27,121,90.98,1,0.75,0,0.0,26055
26,56,148,8,5.41,132,89.19,2,1.35,6,4.05,26056
26,57,118,17,14.41,100,84.75,1,0.85,0,0.0,26057
26,58,132,8,6.06,122,92.42,2,1.52,0,0.0,26058
26,59,159,18,11.32,138,86.79,0,0.0,3,1.89,26059
26,60,123,18,14.63,103,83.74,1,0.81,1,0.81,26060
26,61,131,13,9.92,114,87.02,1,0.76,3,2.29,26061
26,62,190,36,18.95,150,78.95,1,0.53,3,1.58,26062
26,63,59,5,8.47,54,91.53,0,0.0,0,0.0,26063
27,1,124,56,45.16,65,52.42,3,2.42,0,0.0,27001
27,2,204,7,3.43,196,96.08,0,0.0,1,0.49,27002
27,3,250,4,1.6,244,97.6,1,0.4,1,0.4,27003
27,4,177,17,9.6,155,87.57,2,1.13,3,1.69,27004
27,5,57,16,28.07,39,68.42,2,3.51,0,0.0,27005
27,6,159,4,2.52,150,94.34,1,0.63,4,2.52,27006
27,7,217,71,32.72,139,64.06,5,2.3,2,0.92,27007
27,8,124,3,2.42,117,94.35,3,2.42,1,0.81,27008
27,9,351,21,5.98,323,92.02,4,1.14,3,0.85,27009
27,10,374,22,5.88,346,92.51,4,1.07,2,0.53,27010
27,11,126,7,5.56,117,92.86,0,0.0,2,1.59,27011
27,12,155,8,5.16,146,94.19,0,0.0,1,0.65,27012
27,13,77,10,12.99,65,84.42,2,2.6,0,0.0,27013
27,14,126,2,1.59,124,98.41,0,0.0,0,0.0,27014
27,15,156,8,5.13,145,92.95,1,0.64,2,1.28,27015
27,16,126,53,42.06,65,51.59,4,3.17,4,3.17,27016
27,17,132,39,29.55,92,69.7,1,0.76,0,0.0,27017
27,18,121,40,33.06,75,61.98,5,4.13,1,0.83,27018
27,19,248,9,3.63,238,95.97,1,0.4,0,0.0,27019
27,20,337,2,0.59,332,98.52,1,0.3,2,0.59,27020
27,21,133,0,0.0,130,97.74,2,1.5,1,0.75,27021
27,22,204,5,2.45,197,96.57,0,0.0,2,0.98,27022
27,23,78,4,5.13,73,93.59,0,0.0,1,1.28,27023
27,24,236,6,2.54,228,96.61,0,0.0,2,0.85,27024
27,25,181,7,3.87,172,95.03,1,0.55,1,0.55,27025
27,26,199,11,5.53,186,93.47,1,0.5,1,0.5,27026
27,27,125,2,1.6,118,94.4,2,1.6,3,2.4,27027
27,28,243,63,25.93,174,71.6,0,0.0,6,2.47,27028
27,29,209,6,2.87,200,95.69,0,0.0,3,1.44,27029
27,30,154,4,2.6,147,95.45,0,0.0,3,1.95,27030
27,31,222,9,4.05,209,94.14,2,0.9,2,0.9,27031
27,32,194,19,9.79,169,87.11,4,2.06,2,1.03,27032
27,33,204,19,9.31,178,87.25,4,1.96,3,1.47,27033
27,34,166,1,0.6,164,98.8,1,0.6,0,0.0,27034
27,35,455,90,19.78,347,76.26,10,2.2,8,1.76,27035
27,36,206,12,5.83,191,92.72,2,0.97,1,0.49,27036
27,37,137,13,9.49,123,89.78,1,0.73,0,0.0,27037
27,38,225,46,20.44,173,76.89,5,2.22,1,0.44,27038
27,39,146,6,4.11,140,95.89,0,0.0,0,0.0,27039
27,40,178,3,1.69,175,98.31,0,0.0,0,0.0,27040
27,41,318,101,31.76,204,64.15,10,3.14,3,0.94,27041
27,42,139,49,35.25,88,63.31,1,0.72,1,0.72,27042
27,43,191,4,2.09,182,95.29,2,1.05,3,1.57,27043
27,44,166,6,3.61,159,95.78,0,0.0,1,0.6,27044
27,45,217,4,1.84,209,96.31,0,0.0,4,1.84,27045
27,46,213,7,3.29,203,95.31,0,0.0,3,1.41,27046
27,47,192,4,2.08,185,96.35,1,0.52,2,1.04,27047
27,48,212,4,1.89,203,95.75,1,0.47,4,1.89,27048
27,49,174,5,2.87,165,94.83,1,0.57,3,1.72,27049
27,50,366,92,25.14,269,73.5,4,1.09,1,0.27,27050
27,51,163,2,1.23,157,96.32,1,0.61,3,1.84,27051
27,52,80,4,5.0,75,93.75,0,0.0,1,1.25,27052
27,53,106,8,7.55,96,90.57,2,1.89,0,0.0,27053
27,54,313,109,34.82,191,61.02,7,2.24,6,1.92,27054
27,55,119,38,31.93,77,64.71,4,3.36,0,0.0,27055
27,56,168,29,17.26,133,79.17,3,1.79,3,1.79,27056
27,57,155,40,25.81,110,70.97,5,3.23,0,0.0,27057
27,58,183,43,23.5,133,72.68,3,1.64,4,2.19,27058
27,59,275,20,7.27,247,89.82,6,2.18,2,0.73,27059
27,60,62,0,0.0,61,98.39,0,0.0,1,1.61,27060
27,61,57,2,3.51,55,96.49,0,0.0,0,0.0,27061
27,62,202,8,3.96,188,93.07,1,0.5,5,2.48,27062
27,63,242,5,2.07,235,97.11,1,0.41,1,0.41,27063
27,64,185,7,3.78,173,93.51,2,1.08,3,1.62,27064
28,1,214,4,1.87,205,95.79,2,0.93,3,1.4,28001
28,2,146,2,1.37,144,98.63,0,0.0,0,0.0,28002
28,3,121,4,3.31,115,95.04,1,0.83,1,0.83,28003
28,4,161,10,6.21,151,93.79,0,0.0,0,0.0,28004
28,5,60,0,0.0,58,96.67,1,1.67,1,1.67,28005
28,6,169,5,2.96,162,95.86,0,0.0,2,1.18,28006
28,7,247,10,4.05,235,95.14,0,0.0,2,0.81,28007
28,8,139,3,2.16,132,94.96,0,0.0,4,2.88,28008
28,9,142,2,1.41,139,97.89,0,0.0,1,0.7,28009
28,10,57,1,1.75,56,98.25,0,0.0,0,0.0,28010
28,11,128,4,3.13,121,94.53,1,0.78,2,1.56,28011
28,12,101,0,0.0,99,98.02,2,1.98,0,0.0,28012
28,13,78,3,3.85,73,93.59,1,1.28,1,1.28,28013
28,14,159,7,4.4,152,95.6,0,0.0,0,0.0,28014
28,15,138,3,2.17,133,96.38,0,0.0,2,1.45,28015
28,16,191,10,5.24,179,93.72,2,1.05,0,0.0,28016
28,17,199,16,8.04,181,90.95,1,0.5,1,0.5,28017
28,18,263,9,3.42,252,95.82,0,0.0,2,0.76,28018
28,19,243,1,0.41,239,98.35,0,0.0,3,1.23,28019
28,20,216,5,2.31,207,95.83,2,0.93,2,0.93,28020
28,21,245,6,2.45,236,96.33,1,0.41,2,0.82,28021
28,22,195,11,5.64,184,94.36,0,0.0,0,0.0,28022
28,23,242,5,2.07,235,97.11,0,0.0,2,0.83,28023
28,24,157,9,5.73,145,92.36,0,0.0,3,1.91,28024
28,25,155,4,2.58,150,96.77,1,0.65,0,0.0,28025
28,26,221,10,4.52,210,95.02,0,0.0,1,0.45,28026
28,27,132,1,0.76,130,98.48,1,0.76,0,0.0,28027
28,28,172,5,2.91,163,94.77,0,0.0,4,2.33,28028
28,29,183,25,13.66,155,84.7,1,0.55,2,1.09,28029
28,30,141,6,4.26,131,92.91,0,0.0,4,2.84,28030
28,31,137,4,2.92,131,95.62,2,1.46,0,0.0,28031
28,32,197,9,4.57,186,94.42,1,0.51,1,0.51,28032
28,33,163,5,3.07,153,93.87,2,1.23,3,1.84,28033
28,34,22,4,18.18,18,81.82,0,0.0,0,0.0,28034
28,35,165,4,2.42,161,97.58,0,0.0,0,0.0,28035
28,36,211,9,4.27,197,93.36,2,0.95,3,1.42,28036
28,37,244,11,4.51,229,93.85,1,0.41,3,1.23,28037
28,38,84,5,5.95,76,90.48,2,2.38,1,1.19,28038
28,39,112,10,8.93,100,89.29,1,0.89,1,0.89,28039
28,40,225,3,1.33,222,98.67,0,0.0,0,0.0,28040
28,41,93,1,1.08,92,98.92,0,0.0,0,0.0,28041
28,42,137,5,3.65,132,96.35,0,0.0,0,0.0,28042
28,43,136,2,1.47,131,96.32,2,1.47,1,0.74,28043
28,44,135,0,0.0,133,98.52,1,0.74,1,0.74,28044
28,45,157,4,2.55,150,95.54,0,0.0,3,1.91,28045
28,46,169,10,5.92,158,93.49,0,0.0,1,0.59,28046
28,47,154,4,2.6,148,96.1,1,0.65,1,0.65,28047
28,48,118,4,3.39,113,95.76,0,0.0,1,0.85,28048
28,49,121,2,1.65,119,98.35,0,0.0,0,0.0,28049
28,50,126,3,2.38,121,96.03,0,0.0,2,1.59,28050
28,51,220,6,2.73,209,95.0,1,0.45,4,1.82,28051
28,52,202,6,2.97,193,95.54,3,1.49,0,0.0,28052
28,53,93,1,1.08,87,93.55,4,4.3,1,1.08,28053
28,54,189,3,1.59,184,97.35,1,0.53,1,0.53,28054
28,55,169,7,4.14,161,95.27,0,0.0,1,0.59,28055
28,56,197,12,6.09,184,93.4,0,0.0,1,0.51,28056
28,57,149,6,4.03,140,93.96,2,1.34,1,0.67,28057
28,58,155,5,3.23,147,94.84,2,1.29,1,0.65,28058
28,59,146,6,4.11,139,95.21,0,0.0,1,0.68,28059
28,60,171,1,0.58,167,97.66,1,0.58,2,1.17,28060
28,61,100,5,5.0,94,94.0,0,0.0,1,1.0,28061
28,62,198,8,4.04,190,95.96,0,0.0,0,0.0,28062
28,63,217,5,2.3,211,97.24,1,0.46,0,0.0,28063
28,64,143,1,0.7,142,99.3,0,0.0,0,0.0,28064
28,65,221,8,3.62,211,95.48,1,0.45,1,0.45,28065
28,66,175,2,1.14,172,98.29,1,0.57,0,0.0,28066
28,67,118,4,3.39,111,94.07,1,0.85,2,1.69,28067
28,68,205,5,2.44,199,97.07,1,0.49,0,0.0,28068
28,69,114,10,8.77,103,90.35,0,0.0,1,0.88,28069
28,70,131,4,3.05,126,96.18,0,0.0,1,0.76,28070
28,71,186,29,15.59,144,77.42,3,1.61,10,5.38,28071
28,72,117,5,4.27,111,94.87,1,0.85,0,0.0,28072
28,73,104,1,0.96,96,92.31,4,3.85,3,2.88,28073
28,74,157,6,3.82,151,96.18,0,0.0,0,0.0,28074
28,75,125,1,0.8,120,96.0,1,0.8,3,2.4,28075
28,76,125,1,0.8,123,98.4,0,0.0,1,0.8,28076
29,1,275,7,2.55,265,96.36,2,0.73,1,0.36,29001
29,2,135,38,28.15,94,69.63,2,1.48,1,0.74,29002
29,3,327,5,1.53,316,96.64,2,0.61,4,1.22,29003
29,4,229,9,3.93,219,95.63,1,0.44,0,0.0,29004
29,5,306,8,2.61,295,96.41,1,0.33,2,0.65,29005
29,6,130,26,20.0,103,79.23,0,0.0,1,0.77,29006
29,7,147,25,17.01,119,80.95,2,1.36,1,0.68,29007
29,8,214,6,2.8,206,96.26,0,0.0,2,0.93,29008
29,9,133,36,27.07,95,71.43,2,1.5,0,0.0,29009
29,10,267,4,1.5,263,98.5,0,0.0,0,0.0,29010
29,11,390,11,2.82,376,96.41,1,0.26,2,0.51,29011
29,12,318,26,8.18,287,90.25,3,0.94,2,0.63,29012
29,13,310,7,2.26,300,96.77,3,0.97,0,0.0,29013
29,14,322,7,2.17,307,95.34,3,0.93,5,1.55,29014
29,15,288,14,4.86,273,94.79,0,0.0,1,0.35,29015
29,16,323,5,1.55,316,97.83,2,0.62,0,0.0,29016
29,17,250,12,4.8,238,95.2,0,0.0,0,0.0,29017
29,18,244,2,0.82,242,99.18,0,0.0,0,0.0,29018
29,19,226,7,3.1,216,95.58,0,0.0,3,1.33,29019
29,20,249,8,3.21,234,93.98,5,2.01,2,0.8,29020
29,21,244,9,3.69,232,95.08,1,0.41,2,0.82,29021
29,22,234,60,25.64,160,68.38,8,3.42,6,2.56,29022
29,23,291,6,2.06,283,97.25,0,0.0,2,0.69,29023
29,24,137,31,22.63,105,76.64,1,0.73,0,0.0,29024
29,25,313,8,2.56,302,96.49,2,0.64,1,0.32,29025
29,26,257,12,4.67,241,93.77,2,0.78,2,0.78,29026
29,27,201,6,2.99,192,95.52,2,1.0,1,0.5,29027
29,28,339,8,2.36,327,96.46,1,0.29,3,0.88,29028
29,29,329,17,5.17,309,93.92,1,0.3,2,0.61,29029
29,30,52,12,23.08,40,76.92,0,0.0,0,0.0,29030
29,31,272,4,1.47,268,98.53,0,0.0,0,0.0,29031
29,32,225,61,27.11,159,70.67,4,1.78,1,0.44,29032
29,33,244,5,2.05,237,97.13,0,0.0,2,0.82,29033
29,34,204,31,15.2,170,83.33,1,0.49,2,0.98,29034
29,35,252,7,2.78,242,96.03,1,0.4,2,0.79,29035
29,36,282,4,1.42,275,97.52,1,0.35,2,0.71,29036
29,37,286,9,3.15,274,95.8,0,0.0,3,1.05,29037
29,38,241,4,1.66,234,97.1,1,0.41,2,0.83,29038
29,39,248,35,14.11,207,83.47,3,1.21,3,1.21,29039
29,40,454,10,2.2,443,97.58,0,0.0,1,0.22,29040
29,41,349,3,0.86,341,97.71,1,0.29,4,1.15,29041
29,42,324,9,2.78,310,95.68,3,0.93,2,0.62,29042
29,43,349,9,2.58,336,96.28,2,0.57,2,0.57,29043
29,44,303,13,4.29,289,95.38,0,0.0,1,0.33,29044
29,45,267,11,4.12,253,94.76,0,0.0,3,1.12,29045
29,46,288,4,1.39,279,96.88,2,0.69,3,1.04,29046
29,47,399,38,9.52,356,89.22,2,0.5,3,0.75,29047
29,48,252,5,1.98,245,97.22,0,0.0,2,0.79,29048
29,49,341,4,1.17,331,97.07,6,1.76,0,0.0,29049
29,50,233,4,1.72,225,96.57,2,0.86,2,0.86,29050
29,51,294,8,2.72,278,94.56,1,0.34,7,2.38,29051
29,52,236,30,12.71,202,85.59,2,0.85,2,0.85,29052
29,53,235,31,13.19,200,85.11,3,1.28,1,0.43,29053
29,54,218,69,31.65,146,66.97,2,0.92,1,0.46,29054
30,1,236,85,36.02,143,60.59,6,2.54,2,0.85,30001
30,2,162,45,27.78,113,69.75,2,1.23,2,1.23,30002
30,3,308,84,27.27,211,68.51,8,2.6,5,1.62,30003
30,4,184,26,14.13,157,85.33,1,0.54,0,0.0,30004
30,5,160,13,8.13,141,88.13,5,3.13,1,0.63,30005
30,6,147,20,13.61,121,82.31,6,4.08,0,0.0,30006
30,7,187,47,25.13,139,74.33,0,0.0,1,0.53,30007
30,8,296,88,29.73,198,66.89,6,2.03,4,1.35,30008
30,9,239,69,28.87,166,69.46,3,1.26,1,0.42,30009
30,10,257,55,21.4,199,77.43,2,0.78,1,0.39,30010
30,11,201,54,26.87,142,70.65,3,1.49,2,1.0,30011
30,12,188,42,22.34,142,75.53,3,1.6,1,0.53,30012
30,13,206,58,28.16,139,67.48,6,2.91,3,1.46,30013
30,14,91,27,29.67,61,67.03,2,2.2,1,1.1,30014
30,15,232,89,38.36,138,59.48,4,1.72,1,0.43,30015
30,16,205,50,24.39,150,73.17,4,1.95,1,0.49,30016
30,17,321,84,26.17,236,73.52,1,0.31,0,0.0,30017
30,18,53,2,3.77,50,94.34,1,1.89,0,0.0,30018
30,19,138,17,12.32,116,84.06,4,2.9,1,0.72,30019
30,20,198,25,12.63,168,84.85,2,1.01,3,1.52,30020
30,21,154,23,14.94,129,83.77,1,0.65,1,0.65,30021
30,22,237,21,8.86,214,90.3,0,0.0,2,0.84,30022
30,23,183,22,12.02,158,86.34,1,0.55,2,1.09,30023
30,24,182,19,10.44,160,87.91,2,1.1,1,0.55,30024
30,25,199,59,29.65,136,68.34,2,1.01,2,1.01,30025
30,26,143,9,6.29,133,93.01,0,0.0,1,0.7,30026
30,27,196,16,8.16,170,86.73,3,1.53,7,3.57,30027
30,28,178,44,24.72,132,74.16,1,0.56,1,0.56,30028
30,29,109,14,12.84,93,85.32,2,1.83,0,0.0,30029
30,30,238,50,21.01,182,76.47,3,1.26,3,1.26,30030
30,31,151,18,11.92,130,86.09,1,0.66,2,1.32,30031
30,32,109,18,16.51,88,80.73,2,1.83,1,0.92,30032
30,33,185,18,9.73,165,89.19,0,0.0,2,1.08,30033
30,34,197,41,20.81,154,78.17,2,1.02,0,0.0,30034
30,35,192,29,15.1,161,83.85,1,0.52,1,0.52,30035
30,36,227,50,22.03,171,75.33,6,2.64,0,0.0,30036
30,37,192,45,23.44,142,73.96,2,1.04,3,1.56,30037
30,38,292,64,21.92,221,75.68,6,2.05,1,0.34,30038
30,39,218,63,28.9,148,67.89,7,3.21,0,0.0,30039
30,40,215,45,20.93,170,79.07,0,0.0,0,0.0,30040
30,41,198,16,8.08,179,90.4,1,0.51,2,1.01,30041
31,1,119,24,20.17,95,79.83,0,0.0,0,0.0,31001
31,2,176,38,21.59,134,76.14,1,0.57,3,1.7,31002
31,3,182,45,24.73,132,72.53,5,2.75,0,0.0,31003
31,4,187,23,12.3,161,86.1,2,1.07,1,0.53,31004
31,5,207,53,25.6,149,71.98,4,1.93,1,0.48,31005
31,6,210,40,19.05,165,78.57,4,1.9,1,0.48,31006
31,7,190,22,11.58,165,86.84,3,1.58,0,0.0,31007
31,8,143,31,21.68,109,76.22,3,2.1,0,0.0,31008
31,9,206,34,16.5,172,83.5,0,0.0,0,0.0,31009
31,10,109,11,10.09,97,88.99,1,0.92,0,0.0,31010
31,11,123,24,19.51,95,77.24,1,0.81,3,2.44,31011
31,12,189,23,12.17,163,86.24,2,1.06,1,0.53,31012
31,13,226,38,16.81,180,79.65,4,1.77,4,1.77,31013
31,14,162,23,14.2,137,84.57,0,0.0,2,1.23,31014
31,15,129,37,28.68,90,69.77,1,0.78,1,0.78,31015
31,16,117,30,25.64,83,70.94,1,0.85,3,2.56,31016
31,17,176,13,7.39,162,92.05,0,0.0,1,0.57,31017
31,18,199,43,21.61,153,76.88,3,1.51,0,0.0,31018
31,19,175,33,18.86,141,80.57,1,0.57,0,0.0,31019
31,20,169,22,13.02,144,85.21,1,0.59,2,1.18,31020
31,21,204,19,9.31,183,89.71,2,0.98,0,0.0,31021
31,22,121,24,19.83,97,80.17,0,0.0,0,0.0,31022
